0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
-0.029209-0.0035092i,-0.01019-0.022123i,-0.0040357-0.021291i,-0.0016233-0.008216i,-0.0012468-0.0022015i,-0.00414-0.0010186i,-0.0048822+0.0003231i,-0.0031545+0.00094285i,-0.0017787+0.0014217i,-0.0008138+0.0019987i,-0.0011995+0.0020693i,-0.0020428+0.0026837i,-0.0013688+0.0031368i,0.0012169+0.0030087i,0.0041559+0.0021549i,0.0041916+8.1419e-05i,0.0020811-0.0017736i,0.00049483-0.0020614i,-0.0004111-0.0017601i,-0.00075515-0.00080287i,-0.00097386-3.9676e-05i,-0.00057622+0.00078525i,-0.001058+0.0011383i
-0.021746+0.023817i,-0.02215-0.0014106i,-0.016671-0.0053214i,-0.0063584+0.002094i,-0.002351+0.0062955i,-0.0029206+0.0067079i,-0.0013573+0.0051005i,0.00027841+0.0040451i,0.0010687+0.0036352i,0.0013618+0.0036444i,0.0016664+0.0038461i,0.002198+0.0033044i,0.0025248+0.0029466i,0.0026961+0.0012096i,0.0021032-0.00038923i,0.0012477-0.0010832i,-0.00031333-0.0017494i,-0.00089426-0.0010223i,-0.00096866-0.00050978i,-0.0010182-0.00056418i,-0.00065527+0.00026448i,3.9532e-05+0.00064607i,0.00022975+0.0010463i
0.0084357+0.031631i,-0.014418+0.0165i,-0.014847+0.0092256i,-0.0041775+0.0052133i,0.00016383+0.0038514i,0.0015166+0.0042293i,0.0023342+0.0021098i,0.0026891+0.000583i,0.0039766+0.00083944i,0.0047672+0.0008685i,0.003706+0.0013965i,0.003011+0.0014693i,0.0022235+0.00051512i,0.0011082-0.0012125i,-0.00073263-0.0017932i,-0.002526-0.00041048i,-0.0035158+0.00040533i,-0.0032362+0.00057369i,-0.0017617+0.00068724i,-0.0012082-8.5992e-05i,-0.00051746-0.00086106i,-0.0004906-0.0007811i,-0.0009366-0.00061364i
0.030585+0.011678i,0.0045291+0.017958i,-0.0030874+0.015209i,-0.00027623+0.0057617i,0.0025718+0.0013708i,0.0044639+0.00075752i,0.002933-0.00042938i,0.0012143-0.00065412i,0.0014332-0.0017567i,0.0016876-0.0033209i,0.001894-0.0030307i,0.0023932-0.0021947i,0.002133-0.0019684i,0.00039559-0.0018134i,-0.0011205-0.0009373i,-0.0020005+0.0003905i,-0.0016928+0.00121i,-0.00068154+0.0014227i,0.00018995+0.00091916i,0.00060268-7.6763e-06i,0.00041581-9.0932e-05i,0.00016027+0.00053079i,0.0002105+0.00055273i
0.032192-0.014581i,0.023944+0.010184i,0.017055+0.012397i,0.0082141+0.0027464i,0.0041635-0.0030138i,0.0037907-0.0053545i,0.0011033-0.005304i,-0.00054379-0.0040003i,-0.00017832-0.0037227i,-7.8982e-05-0.0037237i,-0.00015741-0.0040242i,-0.00043925-0.0040212i,-0.00065836-0.003044i,-0.00053254-0.0028374i,-0.001495-0.0028331i,-0.0015746-0.0019645i,0.00033988-0.00014182i,0.0014251+0.00063752i,0.0013717+0.00075868i,0.0017551+0.00094172i,0.0018004+0.00064386i,0.00013288+0.00045084i,-0.00019238+0.00043254i
0.0029218-0.033942i,0.018264-0.012557i,0.018757-0.002107i,0.0096324-0.00075905i,0.0035863-0.0029954i,-0.00045913-0.0056059i,-0.0025364-0.0044577i,-0.0023353-0.0015271i,-0.0029296-0.0011693i,-0.0031905-0.0016095i,-0.0022258-0.0016035i,-0.0017993-0.0015682i,-0.0018293-0.0021842i,-0.0015849-0.0030259i,-0.001184-0.0014107i,-0.00035501+0.00051518i,0.0013136+0.00053342i,0.0027719-0.0006614i,0.0033075-0.0010845i,0.0029732-0.00096201i,0.0015723-0.00066786i,0.00036282-0.00097487i,-0.00016777-0.0011983i
-0.025463-0.024041i,-0.00075075-0.022666i,0.0063655-0.01743i,0.00014098-0.0083175i,-0.0051028-0.0038603i,-0.007113-0.002308i,-0.0060241-0.00071294i,-0.0044375+0.00043931i,-0.0034605+0.00094744i,-0.0027748+0.00076977i,-0.0027095+0.00079965i,-0.0024163+1.3416e-05i,-0.0023389+0.00019572i,-0.0023442+0.0017549i,-0.00088813+0.0028874i,0.0019816+0.0031713i,0.0034602+0.0024907i,0.0026776+0.00069773i,0.00084614-0.0012095i,-0.00065679-0.0018291i,-0.0010981-0.0011443i,-0.0010697+0.00048284i,-0.00080029+0.001381i
-0.04161+0.0063821i,-0.024287-0.012015i,-0.013347-0.013207i,-0.0072926-0.0011692i,-0.0046469+0.0060584i,-0.0041148+0.007101i,-0.0022245+0.0052292i,-0.0010536+0.0038165i,-0.0018771+0.0038596i,-0.0021+0.0038337i,-0.0015702+0.0026577i,-0.00083703+0.0014413i,0.00016626+0.0014065i,0.00023503+0.0024607i,0.0012465+0.0035727i,0.0022893+0.0023918i,0.0010926+0.00029482i,-0.00029793-0.0012633i,-0.0016031-0.0024359i,-0.0022941-0.0022679i,-0.0014176-0.00081818i,-0.00020997+0.00073328i,-0.0001397+0.0010608i
-0.017491+0.035437i,-0.022262+0.012163i,-0.017622+0.0033908i,-0.0053309+0.0062072i,0.0010857+0.0080332i,0.002322+0.0071911i,0.003289+0.0038621i,0.0021175+0.0020812i,0.0011253+0.0026601i,0.0016037+0.0030511i,0.00098323+0.0030305i,0.0001621+0.0028301i,0.00019195+0.0026587i,0.0011256+0.002244i,0.0014291+0.00054385i,0.00041911-0.0012378i,-0.00057549-0.0015944i,-0.0020526-0.0011434i,-0.0021425-0.00060058i,-0.00066278-0.00092011i,5.3362e-05-0.0014975i,0.00031799-0.001133i,0.00013671-0.00099486i
0.019709+0.037049i,-0.00073697+0.027169i,-0.0061861+0.01681i,0.00015108+0.0086242i,0.0044876+0.0058584i,0.0059404+0.0042046i,0.004719+0.00066601i,0.0022383-0.000412i,0.0017042-0.00025342i,0.0031087+0.0002535i,0.0036508+0.0012791i,0.0028199+0.0013906i,0.0023437+0.0010206i,0.0028082+8.3604e-05i,0.001361-0.0022105i,-0.001009-0.0035725i,-0.0023999-0.0023957i,-0.0025117-0.0012526i,-0.0019653-0.0006464i,-0.0014259-0.00074587i,-0.0011553-0.0014963i,-0.00093365-0.0018481i,-0.0010348-0.0013151i
0.047719+0.0023265i,0.026326+0.012668i,0.011341+0.011834i,0.0061178+0.0026575i,0.0055121-0.00072749i,0.0060317-0.0017885i,0.003359-0.0040318i,0.0012198-0.003563i,0.0015378-0.0024043i,0.0010919-0.0025235i,0.00069927-0.0015855i,0.001568-0.00085761i,0.0018485-0.0011331i,0.0010424-0.0017227i,0.00034092-0.0022646i,0.00071837-0.0016497i,0.00073043-0.00023272i,-3.8559e-05+0.0008319i,-0.00075986+0.0016453i,-0.0011232+0.0022029i,-0.00093326+0.0022534i,-0.00078984+0.0018705i,-0.00041838+0.0014931i
0.03166-0.037631i,0.029332-0.016214i,0.020113-0.0043074i,0.0098746-0.0030975i,0.0052849-0.0052023i,0.0021336-0.0080266i,-0.0010342-0.005952i,-0.0020187-0.0024656i,-0.001354-0.0012882i,-0.00062174-0.0013742i,5.9309e-05-0.002358i,0.00010808-0.0025288i,0.00015358-0.0020644i,0.000447-0.0025128i,0.00084128-0.0019196i,0.00081091-0.00015275i,0.0015507+0.0010244i,0.0016567+0.0021606i,0.00098218+0.00254i,0.0011252+0.0023218i,0.0011816+0.0020128i,0.0011239+0.0014449i,-2.6942e-05+0.0007248i
-0.016467-0.052165i,-0.00071215-0.036414i,0.0035277-0.019504i,-0.0010648-0.0085901i,-0.0044535-0.005585i,-0.0070881-0.0057924i,-0.006909-0.0027305i,-0.0046514+0.00017065i,-0.0030604+6.4626e-05i,-0.0022948-0.0007435i,-0.0021427-0.00077885i,-0.0015974-0.00050098i,-0.00065808-0.00041944i,-0.00077397-6.4045e-05i,-0.0012346+0.00048338i,-0.0014265+0.0015114i,0.00021368+0.0016302i,0.0019233+0.0010307i,0.0016772+7.003e-05i,0.0015242-0.00089408i,0.0013315-0.00050627i,0.00016097+6.3021e-05i,-0.0010367-0.00029834i
-0.052116-0.013854i,-0.030922-0.019623i,-0.013237-0.016388i,-0.0066435-0.0058766i,-0.0074854-0.00074487i,-0.0096919+0.00028669i,-0.0074758+0.0016492i,-0.0033351+0.0026262i,-0.0011951+0.0019415i,-0.00027839+0.00062135i,-0.00025681-0.00090249i,-0.0011294-0.002297i,-0.0014307-0.0019563i,-0.0025653-0.00076984i,-0.0027753-4.5031e-05i,-0.0025465+0.00068926i,-0.001936+0.00078591i,-0.00047836-2.2474e-05i,0.00016567-0.0020737i,1.2122e-05-0.003563i,-0.00029458-0.0025228i,-0.00090806-0.00050102i,-0.0011097+0.00065052i
-0.04077+0.035684i,-0.032653+0.016612i,-0.020042+0.0047414i,-0.0091667+0.0056875i,-0.0046002+0.0086961i,-0.0041015+0.0093231i,-0.0018424+0.0066139i,0.00039974+0.0035794i,0.00072402+0.0018599i,0.00011484+0.00089249i,-0.0011673+0.00027066i,-0.0016153+8.7591e-05i,-0.0017606+0.00066281i,-0.001799+0.0013958i,-0.0019582+0.0017485i,-0.0012725+0.0012093i,-0.00045105-0.00023999i,-0.00029064-0.0017644i,-0.00028241-0.0018526i,-0.0008774-0.00091657i,-0.00055008+0.00014428i,0.00023089+0.00060078i,0.00043983+0.00073334i
0.001609+0.058378i,-0.0090244+0.040411i,-0.0096958+0.0235i,-0.0013709+0.015518i,0.0039625+0.012169i,0.0057777+0.010063i,0.0056144+0.004301i,0.0036945+3.8454e-06i,0.0011516+0.00059237i,-0.0006944+0.0012378i,-0.0019065+0.0011778i,-0.0022574+0.0012428i,-0.0016457+0.0021641i,-0.00090691+0.0032253i,0.00041381+0.0026115i,0.0021885+0.0013697i,0.0017076-0.00055842i,-0.00011088-0.0021802i,-0.001013-0.0016918i,-0.00078163-0.00013162i,-0.00016773+0.00028371i,2.7718e-05-0.0009504i,0.00019083-0.0011791i
0.051141+0.026276i,0.028424+0.027014i,0.011521+0.019968i,0.0075024+0.0088744i,0.0090508+0.0037492i,0.01027+0.001933i,0.00588-0.0017463i,0.00031317-0.003124i,-0.00087767-0.0020783i,-0.00017997-0.00048616i,0.00051783+0.0014486i,0.0010568+0.003144i,0.0014366+0.0038715i,0.0022928+0.0022734i,0.0034605+0.00025723i,0.0033316-0.0005107i,0.0019412-0.00064029i,0.00064538-0.00039123i,-0.0013469-0.00021672i,-0.0024347-0.00042404i,-0.0013718-0.00087501i,-0.00045895-0.0012561i,-0.00032691-0.00085922i
0.059234-0.021903i,0.047404-0.0060961i,0.029872+0.00076007i,0.016227-0.0035692i,0.010723-0.0064535i,0.0085151-0.0074202i,0.0025063-0.0071572i,-0.0017102-0.0029742i,-0.0014408-9.8514e-05i,-0.00024963+0.00034897i,0.0015606+0.00081326i,0.0032182+0.00054294i,0.0039115-0.0013926i,0.0035028-0.0028186i,0.0025768-0.0021017i,0.0011065-0.00013497i,-0.00049708+0.00091691i,-0.0010702+0.00080278i,-0.0012892+0.0010697i,-0.0018604+0.0018763i,-0.001472+0.0015746i,-0.0014795+0.000434i,-0.00091809+0.00029252i
0.014506-0.063584i,0.022652-0.042759i,0.01979-0.022056i,0.0085299-0.013527i,0.0010006-0.011891i,-0.0021326-0.011216i,-0.0047685-0.0066078i,-0.0050673-0.0013806i,-0.0027597+0.0010162i,-0.00037955+0.0011486i,0.00084075-2.6293e-05i,0.00090731-0.0019668i,0.00077182-0.0031105i,-0.00040626-0.0030276i,-0.0011616-0.0026739i,-0.00082996-0.0010637i,-0.00037487+0.00086057i,0.00011148+0.0013947i,0.0004208+0.00043908i,0.00097997+7.5478e-06i,0.00067672+0.00023235i,8.6719e-05-8.0405e-06i,0.00060489+9.7267e-05i
-0.041616-0.053107i,-0.022151-0.04841i,-0.0090736-0.032388i,-0.0077666-0.014918i,-0.0092332-0.0076837i,-0.010944-0.0061398i,-0.0091211-0.0015936i,-0.0051942+0.0026017i,-0.0013819+0.003144i,0.00029412+0.0016658i,0.00011064-0.00099831i,-0.00014567-0.0026226i,-0.00041168-0.0021108i,-0.0014537-0.0013202i,-0.002391-0.0016719i,-0.0018612-0.00237i,-0.0009794-0.002252i,-0.00011671-0.0012403i,0.0016326-0.00013812i,0.0022767-0.00038866i,0.00079946-0.00071312i,-0.00054159+0.00040146i,-0.0013775+0.0010049i
-0.069986+0.0066384i,-0.053194-0.0066706i,-0.032414-0.010267i,-0.018697-0.0014449i,-0.012484+0.0061175i,-0.01026+0.0082978i,-0.0063901+0.0069835i,-0.0015781+0.0049495i,0.0012736+0.002857i,0.001724+0.00096174i,0.0013388+0.00036652i,0.00046836-0.00041902i,-0.0002172-0.0016383i,-0.00075779-0.0021798i,-0.0016539-0.0021686i,-0.002158-0.0024437i,-0.0014939-0.0023789i,-0.0003234-0.00087087i,0.0013671+2.8097e-05i,0.0018008-0.0008428i,0.0012859-0.0010359i,0.00048555-2.8033e-05i,0.00025019+0.00032933i
-0.036201+0.060047i,-0.039783+0.037891i,-0.029507+0.018565i,-0.014017+0.013489i,-0.0059544+0.012892i,-0.0031009+0.012223i,0.00042668+0.008056i,0.0027717+0.002529i,0.0023186-0.0010954i,0.00063741-0.0023047i,-0.0010024-0.002406i,-0.001981-0.0021393i,-0.0025024-0.0010756i,-0.0030448-0.00048692i,-0.0020857+0.00093429i,-0.00041572+0.0021119i,0.00064877+0.00052058i,0.0010041-0.0012665i,-0.00022499-0.0017882i,-0.0011617-0.0013416i,-0.0002361-0.00050737i,0.0012848-0.00064604i,0.00158-0.00073755i
0.032786+0.065139i,0.011815+0.055745i,-0.00092729+0.036299i,0.0026668+0.021224i,0.0082128+0.014327i,0.0099355+0.0099965i,0.0066497+0.0033568i,0.0020009-0.0014012i,0.00013138-0.0031475i,-0.00043969-0.0028818i,-0.00089123-0.00070972i,-0.0019708+0.0017841i,-0.0026806+0.0030828i,-0.0011275+0.0039007i,0.0012173+0.0041451i,0.0018351+0.0034545i,0.0010047+0.0018452i,0.00038778-0.00037929i,-0.0014917-0.0024283i,-0.0026747-0.0021125i,-0.0017494-0.00028176i,-0.0012604-0.00054125i,-0.0009597-0.001114i
0.071743+0.015348i,0.051039+0.027083i,0.027987+0.024839i,0.017164+0.01205i,0.014989+0.0037782i,0.012683-0.00039869i,0.0050111-0.0046762i,-0.0015731-0.0047162i,-0.0029115-0.0023091i,-0.0020774-0.00011911i,-0.0010657+0.0023631i,0.0003352+0.0033158i,0.0020997+0.0032278i,0.0033361+0.0033339i,0.0031899+0.0031201i,0.0020356+0.0022767i,0.00072697+0.00057219i,-0.00055154-7.6622e-05i,-0.0013848+0.00016206i,-0.0010755+0.0003083i,-0.00070311+0.00076566i,-0.0014111+0.00029459i,-0.001748-0.0004968i
0.055012-0.055784i,0.052188-0.031045i,0.037987-0.0094388i,0.022785-0.0079806i,0.012339-0.012429i,0.0065642-0.012818i,0.00019712-0.0084909i,-0.0039764-0.0029087i,-0.0041049+0.00010681i,-0.0025025+0.0012118i,-0.00022271+0.00070796i,0.0014728-0.00019958i,0.0026346-0.0014326i,0.002355-0.003597i,0.0011438-0.0043287i,0.00016631-0.0026443i,-0.00085796-0.00082073i,-0.00071538+0.00042342i,0.00031815+0.00093659i,0.00092158+0.00021319i,0.0013069+0.00030687i,0.00084811+0.0010782i,4.3543e-05+0.0011953i
-0.014444-0.073693i,0.0062347-0.055849i,0.014473-0.030138i,0.0078622-0.015178i,0.00037111-0.010564i,-0.0034172-0.0086669i,-0.0050344-0.003686i,-0.0052899+0.0021804i,-0.0034223+0.0050997i,-0.00093022+0.0041722i,0.00078129+0.00046427i,0.0014135-0.0024122i,0.0011939-0.0029467i,0.00041223-0.0028081i,0.00014215-0.0035107i,0.00061047-0.0034485i,0.00093031-0.0018412i,1.4619e-05-9.2939e-05i,-0.0010135+0.001103i,0.00020286+0.0013258i,0.0011849+0.00012176i,0.00050722-0.00015894i,-0.00019099+0.00015762i
-0.070034-0.034629i,-0.042101-0.038653i,-0.017302-0.029539i,-0.012234-0.013758i,-0.013934-0.0043566i,-0.013512-0.00231i,-0.008361+0.0012043i,-0.0020934+0.0043653i,0.0011538+0.0045467i,0.0017878+0.003905i,0.0009438+0.0027277i,-0.0010195+0.00098273i,-0.0024874+0.00066669i,-0.00236+0.00053217i,-0.00066302-0.0003907i,0.0011823-0.00096708i,0.0016635-0.00049147i,0.00083873+0.00063584i,-0.00053043+0.0015213i,-0.00070243+0.0019324i,0.00021719+0.001972i,0.00077273+0.0017881i,0.00071875+0.0014464i
-0.067641+0.034097i,-0.057778+0.0060129i,-0.037445-0.0093747i,-0.021731-0.002932i,-0.014178+0.0064931i,-0.0105+0.0096331i,-0.0043613+0.0069214i,0.0015855+0.0030506i,0.0043402+0.00034811i,0.0046277-0.00090802i,0.0022336-0.0012719i,-3.7369e-05-0.00056298i,0.00018554+9.8356e-05i,6.5695e-05+0.00041954i,-0.00096433+0.00026807i,-0.00077532+4.3796e-05i,0.00014433-0.0003192i,0.00061333-0.00052143i,0.0011037-0.00038972i,0.0015603-0.00050304i,0.0011997-0.00065044i,0.0012995-0.00023413i,0.0013221+0.00051959i
-0.0099879+0.080179i,-0.023182+0.054202i,-0.022576+0.024231i,-0.010541+0.014188i,-0.0018476+0.01454i,0.0017228+0.013141i,0.0035668+0.006324i,0.0033418+0.00019334i,0.0024875-0.0022324i,0.0019434-0.003312i,0.001309-0.0023182i,0.0012488-0.0012883i,0.0013424-0.0012826i,0.00016871-0.00011922i,-0.0021426+0.0011913i,-0.0030196+0.00073145i,-0.0012259-0.00040437i,0.00092166-0.0018822i,0.0015761-0.0032689i,-0.00020459-0.0033609i,-0.0012682-0.0029542i,-0.00034979-0.0023859i,-0.00064952-0.0019525i
0.061923+0.053665i,0.030103+0.051334i,0.0071894+0.036711i,0.008185+0.02247i,0.012348+0.014517i,0.010729+0.0091806i,0.0061124+0.0014753i,0.0015005-0.003791i,-0.0008473-0.0042097i,-0.0013863-0.0023734i,-0.0016338+0.00070137i,-0.0014541+0.002501i,-0.0019519+0.0025241i,-0.0025388+0.0022495i,-0.0028842+0.003086i,-0.0032521+0.0026365i,-0.0026715+0.00064332i,-0.0021584-0.00037453i,-0.0013365-0.00098365i,-0.00092057-0.0013154i,-0.001336-0.0010239i,-0.0014847-0.00068674i,-0.002067-0.00038812i
0.085842-0.019961i,0.062239+0.0015051i,0.031264+0.013492i,0.017885+0.0085307i,0.016838+0.00056826i,0.013093-0.0036436i,0.0044349-0.0046248i,-0.001253-0.0024533i,-0.0029508-0.0014597i,-0.002626-0.0010289i,-0.00068705-0.00045264i,0.0011647-8.8786e-05i,0.0014441+0.00093545i,0.0011212+0.0017574i,0.0012134+0.00074226i,0.001321-0.0015349i,0.00060569-0.0010743i,0.00013591+0.0010373i,8.2245e-05+0.0019461i,-0.00023741+0.0022132i,-0.00017405+0.0017035i,-0.00045524+0.0011304i,-0.00062302+0.0011041i
0.031818-0.089046i,0.035766-0.054479i,0.02455-0.020231i,0.011242-0.0098459i,0.0054102-0.011439i,0.0029807-0.011501i,-0.0019993-0.0066802i,-0.005531-0.0012326i,-0.0059571+0.0012647i,-0.0040429+0.0015385i,-0.00019416+0.00031853i,0.0027673-0.0011267i,0.0041085-0.00062327i,0.0043871-0.00073039i,0.0040174-0.0017403i,0.0039027-0.0010501i,0.002708+0.00022664i,0.0010072+0.00061131i,-0.00044147+0.0010667i,-0.00045596+0.0013227i,0.001092+0.00057577i,0.0017858+0.00017381i,0.0019479+0.0005985i
-0.05391-0.074978i,-0.022082-0.056035i,0.00053041-0.028213i,0.00065058-0.013349i,-0.0062389-0.010012i,-0.0085026-0.009083i,-0.0063283-0.0039874i,-0.0028809+0.00083441i,-0.00038115+0.0028706i,5.1954e-06+0.0033516i,-0.0013711+0.0017434i,-0.0025495-0.0008496i,-0.0019557-0.0029034i,-0.00019383-0.0037597i,0.00081964-0.00223i,0.00054239-2.45e-05i,0.00032031+0.0011298i,-0.00030622+0.001155i,-0.0011054+0.0001405i,-0.00071835-0.00087121i,0.00041716-0.0011051i,0.000721-7.3506e-06i,-0.00011497+0.00034641i
-0.099037+0.0063113i,-0.065517-0.0081353i,-0.025938-0.011785i,-0.009182-0.00689i,-0.0094179-0.00085266i,-0.010788+0.0018172i,-0.0059263+0.0026833i,1.6714e-05+0.0035163i,0.0024477+0.0039516i,0.0017952+0.0027269i,-5.6113e-05+0.0010991i,-0.0020248+0.00021745i,-0.0032774-0.00022032i,-0.0034369-0.00079276i,-0.0025275-0.00037854i,-0.00087663+0.0011122i,0.00081046+0.0010966i,0.0013925+0.00039449i,0.00075939+0.00018861i,-0.00011265-0.00017928i,-0.00045842+0.00027107i,-0.00044703+0.0015329i,-0.00015785+0.0010493i
-0.04965+0.085896i,-0.041224+0.048164i,-0.020532+0.014533i,-0.0096594+0.0063066i,-0.0067152+0.0083528i,-0.0055671+0.009449i,-0.0035326+0.0060822i,-0.00093346+0.0027997i,0.001697+0.0011931i,0.00346-0.00042815i,0.0038313-0.00025327i,0.004325+0.0015894i,0.0027421+0.0031669i,-3.2849e-06+0.0034227i,-0.0012801+0.0008518i,-0.0011969-0.0019261i,-0.00032224-0.0025196i,0.00031603-0.0011012i,0.00076909-4.1004e-05i,0.00080251-5.0149e-05i,0.00040963-0.00051156i,0.00052223-0.00076362i,0.00078854-0.00062744i
0.048321+0.098313i,0.024788+0.068204i,0.0084632+0.029677i,0.0038558+0.01468i,0.0034435+0.012947i,0.0045222+0.01138i,0.0044083+0.0057495i,0.0034813-2.7969e-05i,0.0033948-0.0024341i,0.0024179-0.0033451i,0.00073933-0.0028192i,0.0005677-0.0023079i,0.0012808-0.0026717i,0.00097436-0.0019646i,-0.00062631-0.0020441i,-0.0023797-0.0031449i,-0.0026599-0.0037336i,-0.0018304-0.0029909i,-0.00043301-0.00047211i,-0.00040684+0.00037756i,-0.00098043-1.7588e-06i,-0.001113-0.00055794i,-0.0015416-0.0014787i
0.10937+0.014335i,0.070707+0.014759i,0.027018+0.0064308i,0.011389+0.0038726i,0.011263+0.0053863i,0.0092398+0.0028663i,0.003243-0.0011435i,-0.00035814-0.0021108i,4.4482e-05-0.0024082i,-0.0010396-0.0027504i,-0.0024655-0.0029049i,-0.0032216-0.0031254i,-0.0040575-0.0032763i,-0.0029694-0.00258i,-0.0012638-0.0013047i,-0.0010979-4.2814e-05i,-0.0015014+0.00039831i,-0.0019789-1.6966e-05i,-0.0021429-0.00017973i,-0.0019621-0.0002214i,-0.0015225+0.00029944i,-0.00094551+0.00030026i,-0.00097365+0.00066833i
0.079677-0.083153i,0.052781-0.053147i,0.016199-0.023491i,0.0034408-0.012003i,0.0072942-0.010932i,0.0074776-0.0092897i,0.0012649-0.0052054i,-0.0025689-0.0014239i,-0.0020853-0.0012522i,-0.00077618-0.0014443i,0.00012237-7.8123e-05i,8.1613e-05+0.001797i,-0.00072485+0.0037584i,-0.00052899+0.0040768i,0.00055532+0.0044322i,0.0019988+0.0047084i,0.0018321+0.0032958i,0.00046014+0.001502i,-0.00052844-1.2366e-05i,-0.00073891-0.0004639i,-7.8043e-05+0.00025894i,-0.00041342+0.0011074i,-6.5057e-05+0.00082626i
-0.026045-0.11583i,-0.014778-0.076047i,-0.0090813-0.028918i,-0.0083542-0.0085072i,-0.0071502-0.0094534i,-0.0040054-0.0089213i,-0.0023518-0.0027472i,-0.0013097+0.00062276i,-0.00071408+0.00084619i,-0.0013426+0.0017197i,-0.0024358+0.0021913i,-0.001453+0.0018701i,0.0014599+0.0028i,0.0035998+0.0043771i,0.0033419+0.0050722i,0.0016397+0.0045894i,0.000495+0.0027622i,0.00067711+0.00025607i,0.00097574-0.00027444i,0.0010778+0.0010205i,0.0019677+0.00061194i,0.002228-0.00064895i,0.0013721-0.00085968i
-0.1109-0.047649i,-0.072899-0.030029i,-0.027473-0.0065766i,-0.0058149+0.0013737i,-0.0071925+1.1335e-05i,-0.0093953-0.0017904i,-0.0044454-0.00053108i,-0.00066319+0.0013536i,-0.0016752+0.00237i,-0.0038021+0.0021305i,-0.0037427+4.9207e-05i,-0.002622-0.0021093i,0.00027335-0.0036158i,0.0028976-0.0043938i,0.0015117-0.0038379i,-0.00046402-0.0025822i,-0.0010567-0.001034i,4.9572e-05-6.0966e-05i,0.0023624+0.0012742i,0.0031962+0.00073215i,0.002294-0.0010871i,0.0007205-0.00070224i,0.00042445-2.0814e-05i
-0.10389+0.065031i,-0.067314+0.045259i,-0.025093+0.02458i,-0.0065011+0.013542i,-0.004806+0.011359i,-0.0064408+0.0089552i,-0.0039739+0.0043674i,-0.0017137+0.0012075i,-0.0013332+0.00071923i,-9.7246e-05+0.0022952i,0.0012544+0.0043664i,0.00091416+0.0049864i,-0.0015698+0.0022137i,-0.0030808-0.0023844i,-0.0014042-0.003943i,0.00046184-0.0024407i,0.00056004-0.00090651i,0.00022774-3.0582e-05i,0.00056162+0.00027053i,0.00080781-0.00023223i,-0.00023679-0.0015037i,-0.00094854-0.0017154i,-8.8301e-05-0.00052123i
-0.004126+0.12589i,0.00073162+0.086661i,0.0052298+0.04079i,2.0224e-05+0.017769i,-0.0015858+0.012129i,0.0017384+0.0096206i,0.00194+0.0043486i,0.00076104+0.0015388i,0.0012487+0.0025698i,0.0028789+0.0021793i,0.0034229+0.00086557i,0.0028172+0.0010747i,-0.00019118+0.0023727i,-0.0037736+0.0030466i,-0.0038638+0.0012054i,-0.00084464-0.0020567i,0.0011065-0.0030117i,0.00072304-0.0016082i,-0.00038436-0.0011076i,-0.0018818-0.0009655i,-0.0025697-0.00032938i,-0.0020243+0.00047675i,-0.0014212+0.0009208i
0.10727+0.077867i,0.079294+0.046198i,0.045928+0.011979i,0.0231+0.0040072i,0.011486+0.0069818i,0.0080786+0.0046653i,0.0040558+0.0010126i,-0.00059334+0.00086234i,-0.00070475+0.0019259i,0.0011339-0.00050413i,0.0025017-0.0047081i,0.0030861-0.0072049i,0.0030584-0.0059928i,0.0029383-0.0023518i,0.0017905-0.00030638i,-7.7272e-05-0.00096437i,-0.00080873-0.0024321i,-0.00059477-0.0032663i,-0.0010593-0.0027141i,-0.0021034-0.00083311i,-0.0029701+0.0012372i,-0.0024068+0.001838i,-0.0011718+0.00046796i
0.12741-0.044676i,0.085552-0.040353i,0.039286-0.034032i,0.021446-0.023092i,0.017518-0.01049i,0.0096078-0.0049402i,0.001481-0.004036i,-0.0010839-0.0015802i,0.0011194-0.0013597i,0.0026368-0.0026213i,0.0010572-0.0022453i,-0.0010336-0.0019868i,-0.0020192-0.0021365i,-0.0013087-0.0013479i,-0.0010824+0.00020701i,-0.0023278+0.0024572i,-0.0022982+0.0027804i,-0.0013538+0.00099299i,-0.0013385-0.00064948i,-0.00059716-0.00083597i,5.6665e-05+0.00068138i,-0.0006042+0.0018946i,-0.00084387+0.001982i
