-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
0.0018212+0.0027221i,0.0017203+0.0011776i,0.0003219+0.00058773i,-0.00087172+0.00084142i,-0.0020523+0.000982i,-0.0028721+0.00092208i,-0.0025495+8.1044e-06i,-0.001849-0.00054346i,-0.0015275-5.0541e-05i,-0.00044619+0.00018159i,0.00019688-5.4116e-05i,-0.00027112+8.9392e-05i,-0.00099836+0.00025194i,-0.0011319+4.3834e-05i,-3.1479e-05-0.00013853i,0.00038729-0.00057332i,-0.00017296-0.00021555i,-0.00036107+0.0005127i,-0.00068068+0.0010259i,-0.00068463+0.00083691i,-0.00039905+0.00038583i,-0.00098769+0.00029169i,-0.0013438-7.8887e-05i
-0.0022693+0.0030835i,-0.0020286+0.0035382i,-0.0020823+0.0040358i,-0.0011176+0.0033096i,-0.0009259+0.0022449i,-0.0012998+0.00034283i,-0.00073837-0.0015222i,-0.00096677-0.001309i,-0.0011837-0.00017737i,-4.1974e-05+0.00019499i,0.00074802+6.2479e-05i,0.00034266-0.00010407i,-0.00020635-0.00031784i,-4.7674e-05+0.00024187i,-3.1143e-05+0.00045185i,0.00023881+0.00030968i,0.00068498+0.00044024i,0.0010582+0.00040248i,0.0012094+0.0005086i,0.0013664+2.8885e-05i,0.0011552-0.00034935i,0.00066749-0.00012267i,0.00030222-0.00026477i
-0.002355-0.00051397i,-0.0028197-0.00073049i,-0.0032376-0.00010735i,-0.0033611+0.00063138i,-0.0033614+0.0016144i,-0.0027842+0.0013733i,-0.0018522+8.3201e-05i,-0.001519-0.0014572i,-0.0013632-0.0017105i,-0.00056324-0.00049672i,0.00057356+4.5682e-05i,0.00075254+1.5183e-05i,-0.00042471-0.00022621i,-0.0010894-0.00083323i,-9.1984e-05-0.00069478i,0.0012197-0.00020401i,0.00097544-0.00020537i,0.000415+0.00048524i,0.00063797+0.0010725i,8.7841e-05+0.0014028i,-0.00072023+0.0010507i,-0.00049078+0.00012238i,9.1381e-05-0.00030765i
-0.0006924+0.0013311i,-0.00084507+0.0001717i,-0.0025273-0.00083395i,-0.0038644-0.00041345i,-0.0036305+0.00037752i,-0.0025794+0.00085531i,-0.0019185-0.00026013i,-0.0014501-0.001367i,-0.0011035-0.00053578i,-0.00055847-0.00017064i,-0.00011455-0.00037758i,-1.4921e-05-0.000172i,-0.00031953-0.00013657i,-0.00058604+9.5072e-05i,-0.00044343+0.00014213i,-0.00049043-0.00025434i,-0.00032074-0.00050298i,0.00011982-0.00029281i,-6.752e-05-0.00042466i,-0.00032948-0.0010525i,-0.00023725-0.00078078i,0.00047596-0.00016223i,0.00078735+8.8994e-05i
-0.00062171-0.0002256i,-6.0162e-05-0.00019992i,-0.00080412+0.00023204i,-0.0017983+0.00048031i,-0.001841+0.00154i,-0.00099363+0.0010457i,0.00025556-0.001123i,4.2112e-05-0.0022013i,-0.001556-0.0010714i,-0.001467+0.00043982i,-0.00044817+0.0010788i,-0.00047694+0.00091845i,-0.001024+0.00067926i,-0.00073103+0.00054624i,-0.00041151+0.00034512i,-0.00012614+0.00010739i,0.00053572-0.00061239i,0.0004562-0.00096953i,5.0291e-05-0.00045558i,0.00018637-0.00033794i,0.00055206-0.00044941i,0.00051056+0.00022055i,0.00042075+0.00078221i
-0.00056231-0.00050216i,-0.00020494-0.0010385i,-0.0011439-0.00046394i,-0.0030053+0.00064391i,-0.0034423+0.0016875i,-0.0020804+0.001752i,-0.00085493+0.00078935i,-0.00087367-0.00026657i,-0.0010976-0.00045615i,-0.00069783-0.00020169i,0.00050132+8.5017e-05i,0.00024879+0.00050189i,5.7013e-05+0.00068737i,0.00063873+0.00028147i,0.00041991-0.00040407i,-0.00033118-0.00028475i,-0.00019777+0.00019629i,0.00059563+0.00018621i,0.0006253+0.00054607i,-0.00010333+0.00048086i,-1.1572e-05-0.00057572i,-0.00033063-0.00069596i,-0.0011215+0.00039928i
-0.0014145-0.00024506i,-0.0010783+0.0004729i,-0.0019271+0.0012267i,-0.0027989+0.0016247i,-0.0031241+0.0015516i,-0.0026613+0.0011269i,-0.0012192-0.00012022i,-0.00073308-0.00034972i,-0.0010761-0.00018026i,-0.00095354-0.00051795i,0.00029124-0.00099329i,0.00056577-0.0011086i,-0.00047571+9.4922e-06i,-0.00097343+0.00079307i,-0.00024982+0.00091511i,0.00069665+0.0011873i,-0.00034367+0.00035781i,-0.001285-0.00017905i,-0.0005508+0.00011486i,0.00016722+0.00047311i,-0.00010931+0.00085539i,-0.00057353+0.00078183i,-0.00087966+0.00018492i
0.0010868+0.0018109i,-1.4167e-05+0.0018892i,-0.0017065+0.0015781i,-0.0034742+0.0022824i,-0.0044348+0.00231i,-0.0036264+0.0010233i,-0.0020543+0.00026236i,-0.001147-0.00062099i,-0.0006244-0.00090072i,-0.00075361-0.00042626i,-0.00043466-0.0004997i,-0.00017349-0.0005004i,-0.00080233-0.00043405i,-0.00093701+0.00051445i,-0.00051045+0.0009512i,-0.00027606+0.00093014i,-0.00015315+0.00054547i,0.00019006+9.902e-05i,-0.00027248-4.9184e-05i,-4.5762e-05+0.00040808i,3.6749e-05+0.00072028i,-0.00067477+0.00043414i,-0.00069003+0.00052293i
0.00036271+0.0015349i,0.00058326+0.00095622i,0.00037783-0.00010984i,-0.00092451-0.0014547i,-0.001788-0.0017462i,-0.0026302-0.00087776i,-0.002203-0.00041542i,-0.0014502+0.00062767i,-0.0014487+0.0012253i,-0.00092357+0.00074665i,-0.00055163+0.00019568i,1.4704e-05+8.0562e-05i,0.0002843+0.00010873i,-0.00016915-0.00010749i,-0.00055204-0.00017326i,-0.00051201-9.5257e-06i,5.3738e-05-0.00023803i,4.2485e-05+0.00059979i,-0.00038288+0.0011286i,-0.00025454+0.00039572i,3.167e-05+0.00031193i,0.00068072+4.5465e-05i,0.0011764-6.6391e-05i
0.00048215-0.0026116i,-0.00075631-0.0024746i,-0.0025541-0.0015822i,-0.0032519-0.0009661i,-0.0033728-7.5887e-05i,-0.0024182+0.0001132i,-0.00087859-0.00010424i,-0.00063338-0.0005705i,-0.00073477-0.00086907i,-0.0006424-0.00091501i,-0.00066353-0.00064478i,-0.00047209+2.7122e-05i,5.4835e-05+0.00012045i,0.00027453+0.00091701i,2.846e-05+0.0012354i,-0.0001576+0.00041233i,0.00022193+0.00038474i,0.00077508-0.00010823i,8.3856e-05-0.00082687i,-0.00046129-0.00064223i,-0.00015967+0.00011607i,-0.00049113+0.00040288i,-0.00035056-0.00011127i
-0.0018798+0.0032592i,-0.0017761+0.0024757i,-0.0023217+0.0012783i,-0.0032935+0.0013277i,-0.0032301+0.001618i,-0.0020754+0.00028687i,-0.0017319-0.0010134i,-0.0019645-0.001059i,-0.0012193-0.00031389i,-0.00078795+4.2175e-06i,-0.00081734-0.00019471i,-0.00074133-0.00015686i,-0.00068357+0.00041164i,-0.00035322+0.00079921i,-7.5452e-05+0.00064012i,-5.5708e-05-0.00018062i,-0.00026401-0.00070473i,-0.00062679-0.00054773i,-0.00071657-8.394e-05i,-0.00042578+0.00021551i,3.5186e-05+0.00022443i,-0.00035337+6.1152e-05i,-0.00076093-0.00025466i
-0.0025132-0.0019016i,-0.0023069-0.00041679i,-0.0026417+0.00030295i,-0.0028607+0.00027822i,-0.0035565+0.00048762i,-0.0032047-0.00018607i,-0.0016772-0.00081782i,-0.0010907-0.0011112i,-0.00044291-0.00055724i,0.00036269-0.00032254i,0.00011858-0.00079099i,-0.00034513-0.00086915i,-0.00053251-0.00088729i,-0.000934-0.00061814i,-0.00099009-8.4354e-05i,-0.00098852-0.00047136i,-0.00041409-0.0011498i,0.00010107-0.00081417i,0.00011269-9.0017e-05i,0.0003518+0.00013605i,0.00075313+0.00019615i,0.00085766+0.00094246i,0.00053655+0.0013296i
0.0020541-0.00023377i,0.0011563-0.0011998i,-0.0010481-0.0012201i,-0.0023987-0.0006658i,-0.002248-0.00040163i,-0.001273-0.00056904i,-0.00063093-0.00073296i,-0.00093474-0.00059354i,-0.0016422-0.00015737i,-0.0011749+0.00078084i,-0.0010115+0.00072449i,-0.0014057+0.00025945i,-0.0014422+0.00033474i,-0.0017891+0.00036509i,-0.0016696+0.00015541i,-0.00044654+0.00035535i,-0.00063628+0.00031471i,-0.00055669-9.1229e-05i,-0.00019081+0.00052105i,-9.0919e-05+0.00098475i,-0.00010944+0.00088369i,-0.0003809+0.00058221i,0.00026387+0.00043662i
-0.0015108+0.0012234i,-9.1245e-05+0.0022886i,-0.00050367+0.0014103i,-0.0023771+0.00012031i,-0.0028429+0.00045909i,-0.0018956+0.0011364i,-0.00087868+0.00097224i,-0.00065477-0.00088191i,-0.00072273-0.0018008i,-0.00080551-0.00064705i,-0.00042434-0.00026653i,-6.0722e-06-0.0005051i,6.9788e-05-0.00092683i,-0.00030588-0.0006266i,-0.00089688-0.00032055i,-0.00027417-0.00049717i,0.00039179-0.00012515i,-9.9337e-05-0.00025406i,-0.00015758-0.0003526i,0.00045631+0.00011905i,0.0004679+0.00056472i,5.098e-05+0.00042424i,-0.00039242-0.00020019i
0.00013477+0.00031719i,-0.00041742-0.00030694i,-0.0014417+0.00049997i,-0.0020512+0.0012753i,-0.0020647+0.0014076i,-0.0017296+0.00031475i,-0.0010759-0.00070407i,-0.00065462-0.00068893i,-0.00055825-0.00062389i,0.0001725-0.00036994i,0.00038812-0.00045015i,-0.00029008+5.1607e-05i,0.00010696+0.00050946i,-3.1758e-05+0.00066902i,-0.00015431+0.00075594i,0.00096766+0.00036889i,0.00151+0.00012673i,0.00083775-1.0179e-05i,0.00040865+0.00031501i,9.7937e-05+0.0003884i,-0.00066521+8.1606e-05i,-0.0005748+0.00050819i,-0.00016451+0.00037404i
-0.00059682+0.00048012i,-0.00056924-0.00059313i,-0.00099838-0.0010505i,-0.0023063-0.00056322i,-0.0033542+0.00020477i,-0.003375+0.0014548i,-0.001989+0.0021357i,-0.00040033+0.00068608i,-0.00058681-0.0009854i,-0.00014088-0.00062884i,9.0706e-05+8.7396e-06i,-0.00023496+5.0695e-05i,0.00025325+0.00040879i,0.00048911+0.00025374i,0.0001676+0.00054146i,-0.00025988+0.0011146i,-0.00035606+0.00034583i,-0.00031204-0.00046649i,-0.00053457-0.00051657i,-0.00015403-0.00063016i,0.00019408-0.00011104i,0.0005608+0.00059106i,0.00040021-0.00023473i
-0.0013704-0.00056737i,-0.00040879+0.00056914i,-0.0017114+0.0018991i,-0.0033502+0.002394i,-0.0040042+0.0014113i,-0.0023579+6.6605e-05i,-0.00093116-0.00076303i,-0.0010491-0.0013015i,-0.0010623-0.00091013i,-0.0012284-0.0004325i,-0.0012343-0.00030449i,-0.00071897-1.3991e-05i,-0.00036074+0.00073154i,-0.00057339+0.0014386i,-4.9688e-05+0.0014089i,0.00026346+0.00082416i,0.0001063-0.00027915i,0.00015277-0.0011033i,-4.6261e-05-0.0010714i,-0.00038747-0.00087969i,-0.00074892-0.00065526i,-0.00074966-0.00032282i,0.0002258-0.00049576i
-0.0022869+0.0010269i,-0.0036641+0.0011311i,-0.0046825+0.0005434i,-0.003667+0.00061183i,-0.0027973+0.0013449i,-0.0020454+0.001138i,-0.0019646+0.00040706i,-0.0017541+7.8209e-05i,-0.0012169-0.00019627i,-0.00056194-0.00030489i,-9.8783e-05-0.00043382i,-1.089e-05-0.00061011i,0.00013602-0.00046664i,-0.00042322-0.0002975i,-2.1266e-05-0.00024673i,0.00068862+0.00017931i,0.00048138+0.00051438i,-0.00022438+0.00045727i,-0.00046202+0.00052924i,0.00033327+0.00046857i,0.00044937+0.00062559i,0.00012526+0.00031059i,0.00017569-5.2004e-05i
-0.0023883-0.0030155i,-0.0027473-0.0031533i,-0.0035033-0.0014548i,-0.0040066-0.00015267i,-0.0043286-0.00018462i,-0.0035115+0.00018641i,-0.0022073-0.00077674i,-0.001701-0.0023629i,-0.0013986-0.002337i,-0.00065829-0.0011129i,-0.00016197-0.00026975i,-0.00077801+2.5645e-05i,-0.0010137+0.0001496i,-0.00070263+0.00040859i,-0.00020962+0.00056292i,0.00036055-0.00019605i,-6.1495e-05-0.00061242i,-0.00053252+7.4455e-05i,-0.00018818-8.447e-05i,0.00012804-0.00027003i,6.9494e-05-0.00019994i,6.9228e-05-0.00087137i,-0.00022576-0.00089931i
0.00023867+0.00073397i,0.00019618+0.00095406i,-0.0014819+0.0012848i,-0.0030399+0.00079676i,-0.0029925-0.00020807i,-0.0016618-0.00037699i,-0.0008771-0.00075206i,-0.0006094-0.0011368i,-0.0011813-0.00053763i,-0.0011328+0.00010901i,0.00027556+0.00042974i,0.0006953-0.00011705i,0.00029124-0.0011619i,0.00025726-0.0012404i,0.0004405-0.00055688i,0.00027461+0.00038325i,3.9015e-05+0.00075735i,0.00029371+2.8121e-05i,-0.00012488-0.00049906i,-0.0004095-0.00032976i,-0.00083197-0.00029004i,-0.0011208-0.00010082i,-0.0008395-0.00031331i
0.00079644+0.0013564i,-8.6708e-05+0.0003671i,0.00044894-0.0001082i,7.8801e-05-0.00025776i,-0.0015176-0.00030782i,-0.0024969+1.1941e-05i,-0.0019795-0.00033789i,-0.0012391-0.001058i,-0.0013615-0.0012663i,-0.00041304-0.0011486i,0.0010525-0.00091791i,0.00064207-0.00073847i,-0.00096319-4.6768e-05i,-0.001115+1.3043e-05i,-0.00079805-0.00011939i,-0.0007641+0.00011085i,-0.00015732+0.00015814i,0.00015368+0.00089438i,0.0005697+0.0013658i,0.00026851+0.0010643i,-0.0001179+0.00088292i,0.00054668+0.00051223i,0.00048479+0.00072024i
-0.0020944+0.0012583i,-0.0014535+0.0010618i,-0.0019545+0.00059344i,-0.0024939+0.00068212i,-0.0021019+0.0015916i,-0.00086784+0.0016925i,-0.0002787+0.00035067i,-0.00042857-0.00064654i,-0.00053607-0.00041533i,-0.00023641-4.3764e-05i,0.00055681-0.00040478i,0.00032801-0.00046509i,-0.00051893+0.0003073i,-2.7449e-05+0.00099801i,0.00058827+0.00077847i,0.00058564+0.00036743i,0.00030823+0.00066248i,-4.1187e-05+0.0010484i,1.407e-05+0.00099919i,-2.2995e-05+0.00019545i,-5.1273e-05-0.00032901i,-2.9163e-05-0.00010952i,-0.00028363+0.00043534i
-0.00088003-0.00093767i,-0.0019889-0.001019i,-0.0023743-0.00039313i,-0.0029183+0.00025771i,-0.0037088+0.00045337i,-0.00334+0.00013965i,-0.0017254+0.00014957i,-0.00031019-0.00048047i,-0.0003531-0.00090713i,-0.00042555-0.00060725i,0.00010741-0.00039443i,-0.00019618+0.00011865i,-0.0004934+0.00026839i,-0.00016684+0.00028952i,-0.00019489+0.00045152i,5.6759e-05-4.0188e-06i,0.00091664-0.0004848i,0.00072997-0.0002021i,-0.00013387-1.2982e-06i,-0.001044+0.00012603i,-0.00096491+0.00015151i,0.00014682-0.00038896i,0.00056855-0.0002826i
-0.0015392-0.0020104i,-0.0019022-0.001298i,-0.0023966+0.00014319i,-0.0033681+0.00078268i,-0.0038496+0.0017685i,-0.0024357+0.0015695i,-0.00099983+5.7745e-05i,-0.00096296-0.00071511i,-0.0014066-0.00070825i,-0.0007959-0.00029944i,0.00054127+0.00037499i,0.000558+0.00041429i,-6.5761e-05+0.00091024i,-4.6928e-05+0.0015168i,1.5653e-05+0.0011937i,0.00022851-0.00010424i,0.00050404-0.00099399i,0.00020793-0.00080393i,-6.3006e-05-0.00022244i,-0.00019882+0.00025516i,-0.00010902+0.00056383i,-0.00036014+0.0012065i,-0.000592+0.0014665i
-6.3709e-05+0.0025621i,0.00074197+0.0025617i,0.00085087+0.0022682i,-0.00054431+0.0017138i,-0.0014527+0.0004606i,-0.0016553-0.00015029i,-0.00085432-0.00064581i,-0.00082271-0.0010438i,-0.0011891-0.00028861i,-0.00081416+0.00079034i,-0.00076492+0.00053251i,-0.00085746+0.00019691i,-0.00057185+0.00020927i,-4.9656e-05-0.0003392i,0.0010105-0.00056695i,0.0014468-4.4802e-05i,0.00096424+0.00059244i,0.00015532+0.00056618i,0.00046549-4.3762e-05i,0.00092211-3.0498e-05i,-2.1884e-05+0.00021305i,-0.00038867+5.5713e-05i,0.0003536-0.00015685i
-0.00098562-0.0002073i,-0.0019253-0.00093555i,-0.0030796-7.8113e-05i,-0.0036546+0.0011615i,-0.0038204+0.00017807i,-0.0030158-0.00054603i,-0.0017379-0.00077413i,-0.0013928-0.0016121i,-0.0019693-0.0011239i,-0.0008186-0.00033854i,0.00050506-0.00037289i,-0.00019222-0.00081441i,-0.00093754-0.0004202i,-0.0011231+0.00014557i,-0.00047883+0.00040888i,-0.00032907+0.0011154i,-0.0010455+0.0011061i,-0.0012684+6.9013e-05i,-0.0017152+0.00011417i,-0.0012594+0.00052377i,3.198e-05+0.00042338i,5.3607e-05+0.00041878i,-4.8214e-05-6.7284e-05i
-0.0019156+0.001815i,-0.0020542+0.0023237i,-0.0030922+0.003101i,-0.0030761+0.002283i,-0.0026132+0.0018825i,-0.0011248+0.0020237i,-0.00088188+0.00010323i,-0.0012313-0.0015766i,-0.00097853-0.0012389i,0.00013236-0.0005807i,0.0010501-0.00065067i,-0.00038889-0.00048653i,-0.001866+0.00017475i,-0.00084963+0.00098583i,0.00024513+0.0012938i,0.00065138+0.00035561i,0.0011886-0.00074534i,0.0015314-0.0011343i,0.00053584-0.00027189i,-0.0001801-0.00022743i,-0.00029262-0.00064666i,-0.00023227-0.00072162i,-4.0954e-05-0.00066697i
0.0001248-0.0010304i,0.00048784-0.0017551i,0.00049939-0.0017468i,-0.00081067-0.0011391i,-0.0025667-0.0018019i,-0.0031587-0.0021316i,-0.001853-0.0014578i,-0.0010724-0.00053252i,-0.00085826+0.00050298i,-0.00033824+0.00075837i,-0.00040007+0.00053099i,-0.00083193-0.00018273i,-0.0010521-0.00071361i,-0.00073859-0.00018053i,0.0001125+0.0006825i,0.00052484+0.00048123i,-0.00051316-0.00011033i,-0.00052838-0.00043881i,0.00015787+0.00017491i,0.00033006+0.00043832i,0.00074331+0.00031401i,0.00049301+0.00078863i,-0.0006095+0.00090309i
-0.00031838+0.00073759i,-0.00094605+0.0007446i,-0.0013917+0.0014836i,-0.001657+0.0012883i,-0.0021777+0.00055786i,-0.0025906+0.00036357i,-0.0022136-0.00109i,-0.00099847-0.0024201i,-0.0014498-0.0020532i,-0.0018585-0.00097696i,-0.00033641-0.00020356i,0.00086622-5.4898e-05i,0.00021185-3.5119e-05i,-0.00029442+0.00038036i,-0.00035572+0.00079851i,0.00019022+0.00095986i,0.00030808+0.00013159i,-8.7093e-05-0.00058428i,-0.00054368-0.00029755i,-0.00054272-0.0003581i,0.00022163-0.00087286i,0.00028245-0.00024547i,-2.1858e-05+0.00065054i
-0.0025604-8.4624e-05i,-0.0028708-0.00072559i,-0.0029777-0.00091285i,-0.0030731+6.6289e-05i,-0.0039372+0.00075682i,-0.0037059+0.0013341i,-0.0017299+0.00056888i,-0.00065368-0.001054i,-0.00022087-0.0014255i,-1.4219e-05-0.0011667i,0.00046826-0.00088149i,0.00116-0.00034323i,0.0009504+0.00052267i,0.00051593+0.00077729i,0.00033455+0.00021973i,0.00023103+0.00027701i,-0.00012597+0.00055547i,-0.00031586+0.00083907i,0.00029224+0.00092827i,0.00020273+0.00039453i,2.1803e-05+0.00024332i,0.00037068+0.00059864i,0.00054025+0.00030953i
0.001399-0.0022558i,2.9939e-05-0.0031769i,-0.0023132-0.0028463i,-0.0040671-0.001903i,-0.0050222-0.00045352i,-0.0041877+0.00030667i,-0.0016816+0.00018286i,-7.6154e-05-0.00019887i,0.00046418-0.00045775i,0.00053949-0.00044495i,4.9292e-06-0.00057344i,-0.00063591-6.8719e-05i,-0.00058769+0.00025115i,0.00032274-4.9285e-05i,0.00077824+0.00034734i,0.00055864+0.0015797i,0.00062417+0.0018146i,3.1889e-05+0.00094154i,-0.00093015-0.00043862i,-0.00037077-0.00079509i,0.00037747-0.00029733i,0.00049385-0.00040893i,0.00066476-0.00074702i
0.00039647+0.00083279i,0.00020723+0.00043894i,-0.00075913+0.00088872i,-0.0022093+0.00042992i,-0.0030468-0.00010303i,-0.0023601+0.00019299i,-0.00096428-0.00041895i,-0.00058759-0.0012826i,-0.00023353-0.0011302i,0.00034567-0.00055i,-0.00021659-0.00097999i,-0.00083793-0.00079376i,-0.00062001-1.6727e-05i,-0.00051163+8.0996e-06i,-0.00049022+0.00024921i,-9.1742e-05+0.00078725i,0.00029714+0.00050774i,0.00010242+0.00017286i,-0.00015023+0.00016309i,-0.00022963+0.00021618i,-0.00035681+0.00038437i,0.00047856+0.00085928i,0.00095575+0.0015247i
-0.0023365-0.0016207i,-0.0020838-0.00087995i,-0.0015364-0.00044885i,-0.0020459+0.00043844i,-0.0027066+0.00055393i,-0.0022184-0.0003591i,-0.00088705-0.00093791i,-0.00039579-0.0013376i,-0.0012243-0.00055424i,-0.0010464+0.00037633i,-4.8669e-05+0.00019919i,0.00084789-2.1388e-05i,0.0015723+0.00013302i,0.0012827+0.00029027i,0.0010427+0.00038806i,0.00097931+0.00076573i,0.0005897+0.00084792i,-0.00036938+0.00045289i,-0.00038799+0.00025459i,0.00030775+0.00016911i,0.00027238+0.00054081i,-0.00016127+0.00027626i,-0.00031479-0.00010024i
0.00083851-0.0012289i,-8.4502e-05-0.0001937i,-0.0012795+0.00047607i,-0.00246+0.00089993i,-0.0031951+0.001121i,-0.0024978+0.00085143i,-0.00095103+0.00048325i,-0.0010544-0.00021076i,-0.0019869-0.00048548i,-0.0010475+0.00071193i,-4.2096e-05+0.0016069i,0.00017392+0.00052857i,0.00045029-0.00034358i,0.00077623+0.0001574i,0.00050874+0.00044191i,0.00061583+0.00045478i,0.00059012+0.00053725i,-2.3655e-05-6.7093e-05i,-0.00029768-0.0011317i,-0.00048083-0.001571i,-0.00026797-0.00034922i,-0.0002848+0.00072514i,-0.00079836+0.00071299i
-0.0031206+0.0010221i,-0.0011019+0.0012075i,-0.0013452+0.00049131i,-0.0031074+3.1688e-05i,-0.0031516+0.00057738i,-0.002613+0.00058828i,-0.0015124-0.00046762i,-0.0011164-0.0013228i,-0.0021687-0.00167i,-0.0018606-0.0012777i,-0.00087047-0.00041686i,-0.00067836-0.00053237i,-0.00055325-0.0010162i,-0.00045496-0.00030169i,-0.00046028+0.00036243i,-0.00021182+0.00036987i,4.2839e-05+0.00060686i,-0.000485+0.00099094i,-0.00040338+0.00071439i,0.00062397+0.0005629i,0.00048801+0.00027564i,-0.00010389-0.00010418i,-0.00011583-0.00037105i
-0.0010271-0.0026079i,-0.0026557-0.00056714i,-0.0041576+0.00067712i,-0.0041715+0.0006384i,-0.0031009+0.0014069i,-0.001529+0.001494i,-0.00020018-0.00049925i,-0.00062897-0.00207i,-0.0016224-0.0015728i,-0.00086069-0.00023882i,0.00087473-0.00010563i,0.00063039-0.00014677i,-0.00026104+8.1706e-05i,-0.00039576+0.00043593i,-0.00023968+0.00031691i,2.9839e-05+0.00045793i,-0.00014062+0.00045839i,-0.00070443+0.00013107i,-0.00076944+0.00015748i,-0.00014429+0.00048627i,0.00069271+0.00061677i,0.00022541+0.00094661i,-0.00043249+0.00088229i
0.0012371-0.00030706i,0.00022301-0.00075004i,-0.0011722-0.00098845i,-0.002451+0.00031273i,-0.0027844+0.0010116i,-0.0023242+0.00060737i,-0.0014885-0.00044063i,-0.00051991-0.0011764i,-5.5562e-05-0.0011388i,-0.00061751-0.00048534i,-0.00063688-0.00047887i,-7.3775e-05-0.00063614i,-0.00049698-0.00040091i,-0.00054341-2.7837e-06i,-0.00031707+0.00047339i,-0.00018721+0.00045955i,-0.00019873+0.00031637i,-0.00020064+0.00040006i,0.00034845+0.00024143i,0.00078249+5.1436e-05i,0.00027863+2.6567e-05i,-8.2917e-05+0.00075541i,0.00010533+0.001048i
-0.0038858-0.00053777i,-0.002875+0.00045141i,-0.0031968+0.00062561i,-0.0034505+0.00039005i,-0.0038181+0.00047665i,-0.0035045+0.00028904i,-0.0015286-0.00017089i,-8.7929e-05-0.00076864i,-0.00023174-0.0007591i,-0.00079698-0.00052255i,-0.00029623-0.00027694i,-0.00013749-0.00051853i,-0.00023617-0.00050027i,-0.00049827+8.3731e-05i,-0.00024465+1.3179e-05i,0.00078609+0.00031775i,0.00051396+0.00039807i,-0.00011947-0.00016118i,-0.0010542+0.00051919i,-0.0013167+0.00083109i,-0.00029511+0.0002653i,3.4005e-05+0.0006571i,-0.00035368+0.00026233i
0.00012387-0.0012279i,-0.00063048-0.0013074i,-0.0016517-0.001016i,-0.003519+0.00025322i,-0.0046249+0.00039344i,-0.0030833-0.00072697i,-0.00063561-0.0010105i,0.0004306-0.0011773i,-0.00068494-0.00059536i,-0.0009209+0.00076274i,-0.00030949+0.0003797i,-0.0006497-0.00036601i,-0.0011122+0.00031398i,-0.0013444+0.00073727i,-0.00089349+0.00053635i,-8.8273e-05+0.00041604i,0.00058383-0.00017722i,0.00057428+5.2149e-05i,3.9133e-05+0.00049483i,-0.00029213+0.00072237i,-0.00032784+0.00072732i,5.9504e-05+0.0006617i,-0.00030774+0.00052919i
7.5174e-05+0.0013719i,0.00076107+0.00094379i,0.00034248+0.00056437i,-0.0011519-0.00078292i,-0.0016613-0.0013446i,-0.0016554-0.0017206i,-0.0013185-0.0020183i,-0.0014424-0.0013891i,-0.002046-0.00074353i,-0.0011396+7.5291e-06i,-0.00014947-0.00019396i,-0.00036805-0.00038378i,-0.00091743-0.00011385i,-0.0012191+0.00072094i,-0.00067618+0.00016203i,0.00014855-0.001008i,0.00022646-0.0016537i,0.00022255-0.0015124i,0.00044336-0.00057948i,-0.00029844+0.00025424i,-0.00078179+0.00063645i,-0.00021179+0.00015412i,0.00027124-0.00034328i
-8.635e-05-0.00062208i,-9.0323e-05-0.0006064i,0.00016757+0.00037925i,-0.0012219+0.00071039i,-0.0036004-8.3777e-05i,-0.003512-0.00022985i,-0.0017773-0.0010773i,-0.00087815-0.0017135i,-0.00073825-0.0011575i,-0.00057699-0.00082774i,-0.0005731-0.00078142i,-0.00075912-0.00034821i,-0.00019917+6.8307e-06i,0.00031946-0.00036439i,0.00036934-0.00061705i,0.00066076-0.00020804i,0.00036456+0.00074177i,6.7925e-05+0.0010533i,0.00020726-0.00021984i,-0.00010647-0.00024022i,-0.00060295+8.9009e-05i,-2.6145e-05-0.00055814i,0.00084778-0.00080872i
-0.00085923+5.1248e-05i,-0.0024206+0.00071084i,-0.003216+0.00050138i,-0.0043289-0.00019295i,-0.0045215+0.00016299i,-0.0026667+0.0011851i,-0.0010201+0.0009663i,-0.00058969-0.00021468i,-0.00086116-0.00079265i,-0.00095454-2.4198e-05i,-0.00020649+0.0006799i,5.7726e-05+0.0010593i,-0.00022729+0.0013524i,-0.00025693+0.0012173i,-0.000459+0.00034548i,-0.00031167+0.00040753i,3.6738e-05+0.0012101i,-0.00025466+0.0010156i,2.9592e-05+0.00050357i,0.00053573+0.00024172i,-0.00035805+0.00053913i,-0.00074795+0.0012325i,-0.00037481+0.0014526i
