-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
0.0010359-0.00013262i,0.0010116-0.00033442i,0.0024244-0.00013088i,0.0023834-0.00051506i,0.00074321-0.00020643i,-0.000367-0.0002511i,-0.00091277+0.00012748i,-0.00092893+0.00043106i,-0.00061955+0.00024387i,-0.0002675-0.00024934i,0.00024916-0.00072019i,0.0006714-0.00037i,0.00026556+7.087e-05i,-4.9633e-05+0.0002086i,-0.00010405+0.00016398i,-0.0002682+0.00066416i,0.00045686+0.00079079i,0.00074919+0.00011674i,0.00084353+0.00028771i,0.0010076+0.00075799i,0.00060783-0.00012626i,-6.3704e-05-0.00076324i,-0.00064983-0.00063201i
9.4971e-05-0.00052292i,-0.00021088-0.00058561i,0.00022065+0.00044657i,0.00047904+0.00083239i,0.00044065+8.5424e-05i,0.0010696-0.0006972i,0.0013651-0.00028967i,0.0011781+0.00050125i,0.0012135-5.0752e-05i,0.0009893-0.00069186i,0.00036979-3.9923e-05i,-5.2405e-05+0.00054089i,0.00013218+0.00065478i,-0.00024047+0.00061588i,-0.00027123+0.00046138i,0.00023814+0.00038919i,-0.00011305+0.00077692i,-0.0010432+0.00057055i,-0.00074959+1.9047e-05i,5.6018e-05+4.0384e-05i,-0.00052845+0.00014537i,-0.0012989-0.00040255i,-0.001132-0.0010554i
0.00067675-0.0026559i,-1.8003e-05-0.0025535i,-0.001094-0.0022687i,-0.0016923-0.0015711i,-0.0014716-0.00086903i,-0.00092498+0.00033339i,-0.00074935+0.00090426i,0.00028321+0.00020512i,0.00055927-0.00012953i,-0.00018678-0.0004272i,-0.00081983-0.00038789i,-0.0010727-0.00039447i,-0.00065645-0.00017386i,-0.00011845+0.00056249i,0.00021862+0.00083704i,0.00056652+0.001398i,0.00038927+0.0018359i,-3.6631e-05+0.0014271i,-0.00038952+0.00060694i,-0.00035916+0.00057625i,4.327e-05+0.00031997i,-1.1379e-05-0.00013207i,-0.0002307+6.2279e-05i
0.0032415+0.0027368i,0.0031161+0.0023218i,0.0027076+0.0009808i,0.0020723-0.00058206i,0.0011716-0.0020035i,0.00014608-0.0018389i,-0.00035847-0.00015229i,0.00024654+0.00052523i,0.00034418-3.2302e-05i,-0.00045301-0.0003714i,-0.0010798-0.00019282i,-0.0011982+7.4522e-06i,-0.00090711+5.1764e-05i,-0.00079506-9.0583e-05i,-0.0014579-0.00051429i,-0.001922-0.00095166i,-0.0018512-0.0001263i,-0.00096254+0.00082024i,-3.4106e-05+0.00083124i,-8.2456e-05+0.00059429i,0.00051185+0.00011877i,0.00087087-0.00098913i,0.00061355-0.0014063i
0.0010309-0.0020323i,0.00080663-0.0013999i,0.00049359-0.0017447i,-0.0002315-0.0014155i,-0.0011736-0.0011698i,-0.0010394-0.0002401i,-0.00074014+0.00053146i,-0.00080122+0.00024553i,-0.00027063-0.00024009i,-7.6788e-05-0.00066435i,-0.0003697-0.0006285i,-0.00066232-0.00044167i,-0.00068207-6.6261e-05i,-0.00020683+9.4914e-05i,0.00030897+0.00014681i,0.0004172-0.00018616i,-0.00040298-0.00018416i,-0.00094159+0.00040196i,-0.00048609+0.00062999i,-0.00037373+0.00051333i,-0.00014537-0.00021299i,-0.00080191-0.00058628i,-0.001483-0.00026979i
0.0012315-3.2861e-05i,-0.0001634-0.0001727i,0.00023723-0.001069i,0.00060628-0.0023253i,0.00022758-0.0027593i,5.5337e-05-0.0021706i,7.4699e-05-0.00087859i,-0.0001125+0.00059384i,8.1651e-05+0.00043719i,0.00019382-0.00069388i,-0.00019751-0.0016576i,-0.00063114-0.0014685i,-0.0010202-0.00036189i,-0.00067281+0.00040527i,9.2305e-05+0.00033625i,-0.00056874-0.00020881i,-0.00064363+0.00068085i,-0.00014254+0.00068896i,-0.00015382-0.00020205i,-6.9022e-05-0.00057765i,-8.336e-06-0.00031267i,0.00021757+0.00052995i,-0.00013684+0.00039483i
-0.00066239+0.00067052i,-0.00017321+0.0020242i,0.0010427+0.0017232i,0.0021913+0.0012608i,0.0024221+0.00063733i,0.001585+0.00074661i,0.00027422+0.00046397i,0.00010267+0.0001603i,0.00058367+0.00033709i,0.00015843-0.00048911i,-0.00037251-0.00061386i,-0.00029831-3.7619e-05i,6.4919e-06+0.00089115i,-0.00020926+0.0015215i,-0.00037389+0.00099165i,-0.00012095+0.00050354i,0.00028489+0.00052491i,0.00054197+0.00083876i,0.00026469+0.0010445i,-0.00017917+0.00063486i,-0.00046613+0.00023918i,-0.00060812-9.9126e-05i,-0.00010145-6.2265e-05i
-0.0017566+8.3047e-05i,-0.0017368-0.00025217i,-0.00097204+0.00092272i,0.00033972+0.0020417i,0.0010197+0.00089679i,0.00054815-0.00034863i,0.00039231-0.00044976i,0.001043-0.00078068i,0.0010026-0.00086018i,0.00030083-0.0001535i,-0.00032019+0.00020728i,3.1356e-05-4.6776e-05i,0.00020598-0.00037214i,-0.00074665-5.6828e-05i,-0.0013204-2.0973e-05i,-0.00089385+0.00098229i,-0.0009783+0.0015155i,-0.0013227+0.0003917i,-0.00082521-0.00080312i,-0.00042634-0.00058981i,1.5892e-05-0.00026423i,-0.000393+0.00013534i,-0.00050785+0.00042447i
0.00078691+0.00040764i,0.0016236+0.001064i,0.0013452+0.00044224i,0.00073715-0.00090986i,0.0010007-0.00071392i,0.0010528-9.2337e-05i,0.00085237+1.2807e-05i,0.0003071+0.00044303i,0.0006357+0.00061503i,0.00054417+0.00037573i,-0.0001963-0.00060365i,-0.00083253-0.0014441i,-0.0011719-0.0013174i,-0.00066432+0.00047641i,-0.00027126+0.0019386i,5.6259e-05+0.001567i,7.4373e-05+0.00069201i,-0.00018171+0.00019958i,0.00012856+0.00010158i,0.00050177+0.000401i,0.00044354+0.00046408i,0.00076226+0.0004447i,0.00040926+0.00041341i
-0.00039096+0.00034758i,-0.0011698-0.00048018i,-0.00093724-0.00038571i,0.00071035+0.0010233i,0.0018334+0.0015216i,0.0012584+0.0012582i,0.0013556+0.0012048i,0.0021726+0.00087229i,0.0017003+0.00070322i,0.00055034+0.00053481i,1.5071e-05-0.0001022i,-0.00080843-0.00090959i,-0.00070966-0.0005038i,-0.00024771+0.00088734i,0.00061076+0.00090204i,0.0014638+0.00065163i,0.0012098+0.00063701i,3.8939e-05+0.00046373i,-0.00041602+7.1002e-05i,0.00055893-0.00032734i,0.00088649-0.0002255i,6.5652e-05-1.0043e-05i,-0.00010934-0.00013466i
-0.00079492+0.00038752i,0.0006066-0.00040113i,0.0016614-0.00030852i,0.0011961-0.00023124i,0.00037206-0.00081868i,0.00075539-0.00069439i,0.0005471-0.00034077i,0.00017026-0.00017546i,0.00044056+0.00024022i,0.00071441+0.00031701i,0.00033505+0.00022353i,9.646e-05+0.00011915i,-0.00029549-4.6815e-06i,-0.0013692-8.0101e-05i,-0.0014102+0.00068186i,-0.00079261+0.0010304i,-0.00058021+0.00053378i,-0.00016797+0.00021987i,-0.00010802+0.00037578i,-0.0005189+0.0012129i,-0.00061147+0.0012535i,-0.00019811+0.00041168i,0.00012595+0.00031352i
-0.0013382+0.00042699i,-0.0010485+0.0012871i,-0.0013955+0.0027791i,-0.0020657+0.0026828i,-0.0015972+0.00096834i,2.5646e-05+0.0009642i,0.00035444+0.0015492i,-0.00025909+0.0012339i,-8.0954e-05+0.0010054i,0.0001571-3.684e-05i,0.00034614-0.0013697i,0.00031909-0.0010944i,-0.00073548-0.00066956i,-0.0013039-0.00070068i,-0.00047575-0.00053059i,-6.8363e-05-0.00053807i,0.00020681-0.0003288i,0.00071811+0.0001495i,0.00031905+0.00015927i,0.00026492+0.000351i,0.00042655+0.00066639i,-3.1335e-05+0.0010881i,-0.00037002+0.00086363i
-0.001754-0.0028977i,-0.0012346-0.0034807i,-0.0016091-0.0027983i,-0.0018728-0.0018014i,-0.00079661-0.0012218i,-0.0006427+5.2741e-05i,-0.0011191+0.00045514i,-0.00069213+0.00044448i,-0.00011629-8.0509e-07i,-0.00013116-0.00023735i,0.00054095+0.0002324i,0.00065747+0.00066567i,-0.00044099+0.0003075i,-0.00087059-0.00058244i,-0.0004487+0.00018979i,-0.0005491+0.00017761i,-0.00030963-0.00053885i,-0.0004962-0.0002212i,-0.0011733+0.00036249i,-0.00089126+0.00090382i,-0.00044745+0.00075706i,-0.00035509+0.0008185i,0.00034635+0.00138i
-0.00037555+0.00030471i,-6.7506e-06-0.00050775i,0.00092269+0.00087351i,0.0015287+0.00044686i,0.0013604-0.00065279i,0.0010031-0.00075453i,0.0012338-0.00055056i,0.0012501-0.00016475i,0.00029563+0.00022196i,-0.00016388+0.00075865i,-0.000185+0.00059276i,-0.00014686-0.00060479i,-0.00027384-0.0011081i,-0.0005729-0.00010696i,-0.00074299+0.00039372i,-0.00085492+0.00019962i,-0.00033697+0.0001687i,0.0001848-0.00020329i,0.00046962-0.00037574i,0.00031704-0.00024341i,-0.00017856-0.0005788i,-7.7988e-05-0.00088669i,0.00033489-0.00050805i
0.00081229-3.7988e-05i,0.00038471-0.00013788i,-0.00083129-0.001647i,-0.0010413-0.0018161i,-0.0010517-0.00076948i,-0.0010555+6.555e-05i,-0.00042397+0.00071352i,-4.962e-05+0.00079185i,-0.00014695+0.00031262i,-0.00044564-0.00033318i,-0.00068944-0.00033624i,-0.00033946+0.00042675i,-4.7916e-05+0.00080013i,-0.00033913+0.00017433i,0.0001303+0.00022602i,0.00059911+0.001069i,0.00015315+0.0014402i,-7.1945e-05+0.00076972i,-0.00027059+4.4896e-06i,-0.00057366-0.00033089i,-0.00053467-0.00040852i,-0.00075962+9.4772e-05i,-0.00070602-7.5687e-05i
0.0010421-1.062e-05i,0.00068167+0.00031469i,0.0020895+0.00054568i,0.0020805+0.00037767i,0.00054259+0.00041277i,-4.6959e-05+0.00010495i,1.8849e-05-0.00012557i,0.00012734+5.8289e-05i,1.5279e-05+0.00043635i,-0.00021509+0.00019549i,-0.00028638-0.00051019i,-0.00053527-0.00078534i,-0.00052756-0.00020913i,-0.00061367+0.00055603i,-0.00034418+0.00050438i,-0.00010167+0.00068903i,-0.00043411+0.0011897i,-0.001093+0.0010689i,-0.0016467+0.00081084i,-0.00074085+0.00095613i,-7.5895e-05+0.00090214i,-5.3253e-05-0.00022093i,0.00048564-0.0011038i
-8.0784e-05-0.0034455i,0.00014105-0.0036033i,-0.0011467-0.0038901i,-0.0026385-0.0036687i,-0.0024036-0.0028759i,-0.0010335-0.0011153i,2.89e-05+0.00014425i,0.00075456+0.00049051i,0.00062765-0.00036933i,0.00011093-0.00055991i,0.00013905+0.00079571i,0.00017704+0.0011362i,0.00031343+0.0012176i,2.9097e-05+0.0009773i,-0.0005783+0.00028714i,-0.00077166+3.5444e-05i,-0.00031963+0.00084848i,-0.00021792+0.0011962i,-8.2091e-05+0.00041029i,0.0005127+1.6161e-05i,0.00067707-0.00025835i,0.00013196-8.9414e-05i,-0.00032227+0.00011881i
0.00074922+2.3407e-05i,0.0003406-0.00062747i,-0.00031082-0.0012979i,-0.00031729-0.0014349i,-3.4532e-05-0.00080489i,-0.00013509+0.00015772i,-0.00021796+0.00087037i,3.2334e-05+0.0012778i,-0.00010368+0.00079549i,1.56e-05+0.00013003i,-2.483e-05+2.9304e-06i,7.8041e-05+0.00051454i,6.3474e-05+0.00043353i,-0.00046617-0.00017299i,-0.00055308+0.00040623i,-0.00039083+0.0013595i,7.0332e-05+0.0010937i,0.00050791+0.00053779i,1.2605e-05+0.00023629i,-6.9077e-05-0.00036174i,1.3553e-05-0.00034835i,7.0414e-05-0.0001489i,0.00054432-0.00047386i
0.0013747+0.00066304i,0.0011931+0.0007743i,0.0016593+0.00086748i,0.0013048+2.787e-05i,0.0010829-0.00064138i,0.00052576-0.00088728i,3.9993e-06-0.00071699i,0.00028948+1.0552e-05i,0.00086524-0.0004748i,0.00025976-0.0016555i,-0.00097175-0.0017261i,-0.0010955-0.00084111i,-0.00012517-0.00042249i,0.00023257-0.00063151i,-0.00062018-0.00032613i,-0.0010129+6.8906e-05i,-0.00038265+0.00015626i,0.00067032+0.0008209i,0.00092361+0.00099832i,0.00035625-5.331e-06i,-0.00020567-0.00062826i,-0.00057921-0.00039445i,-0.00044143-0.00038488i
-0.00052966+5.7941e-05i,0.00037085-0.00026611i,0.0017121-4.8214e-05i,0.002161+0.00016682i,0.001807-0.00054203i,0.00056061+0.00017503i,-0.00029541+0.0011443i,-0.0002556+0.0012817i,9.5508e-05+0.00042694i,0.00043682-0.00091151i,5.5737e-05-0.00051667i,-0.00021512+0.00033192i,-0.00029463-0.00011907i,-0.00024644-0.00026057i,-0.00022764+0.00032034i,-0.00028607+0.00071071i,-0.0003511+0.00087941i,-0.00061671+0.00083934i,-0.00036825+0.00093499i,0.0004703+0.0005531i,0.00083972+4.5559e-05i,0.00035107+0.00022988i,0.0004012+0.0005368i
0.0019791+0.00048185i,0.0014684+0.00083738i,0.001675-0.00035766i,0.0021791-0.0014351i,0.0011258-0.0012125i,0.00053245-0.00090109i,9.5317e-05-0.00022828i,-0.00040123+0.00055183i,0.00038808+0.00030204i,0.001199-0.00018226i,0.0010311-0.00068639i,-8.5117e-05-0.00081232i,-0.00020488-0.00070472i,-0.00052085+0.00018062i,-0.00047192+0.00041032i,0.00046358+0.00024046i,0.00046068+0.00035458i,0.00018238+0.00055615i,0.00077038+0.00078392i,0.00072628+0.0002463i,0.00017702-0.00037489i,-0.00032528-0.00020236i,-0.00059643-1.6344e-05i
5.3318e-05-0.0022777i,-0.0011569-0.0013163i,-0.0023165-0.00097737i,-0.0014497-0.00088429i,-0.00024486-0.00019938i,-0.00064916+0.0002574i,-0.00037266+0.0010164i,0.00011987+0.0015756i,0.00051237+0.0013676i,0.00068874+0.0006003i,0.00050171-0.00012031i,0.00040695-0.00026757i,3.7435e-05-0.00021484i,-0.00061868+0.00049864i,-0.00036936+0.00078646i,0.00057892+8.1263e-06i,0.00024721+0.0004372i,-0.00086094+0.001187i,-0.0012789+0.00077594i,-0.00065597-0.00019241i,0.00024467-0.00013757i,0.00023567+0.00027748i,-0.00081654+0.00038789i
0.00063733-0.0027441i,0.0003584-0.0025243i,-0.00083823-0.0024958i,-0.00083583-0.00081134i,-8.9866e-05+0.0011772i,0.00018752+0.00078275i,0.00025442+0.00051615i,0.00074021+0.00082571i,0.00037302-6.6065e-05i,-0.00068019-0.00061693i,-0.00044266-0.0007639i,0.00038428-0.00033065i,0.0010555-0.00024663i,0.00047005-0.00070028i,0.00015603-0.00057385i,0.00082445+0.00051979i,-0.00013238+0.0013513i,-0.0012115+0.0018671i,-0.00085003+0.0011679i,-0.00017592-0.0004762i,-0.00012367-0.0012128i,-1.4607e-05-0.00052948i,0.00053118+0.00042853i
0.0015175+0.0013117i,0.0015221+0.0015262i,0.002503+0.0011126i,0.0020025+0.00033968i,0.00050192-0.00044478i,-6.7358e-05-0.00031617i,-0.00049897+0.00086963i,-0.00079857+0.0013569i,-0.00011698+0.00044688i,0.00041114-0.0003815i,6.3365e-05-0.00073865i,-0.00027126-0.00066716i,-0.00063354-0.00015364i,-0.00065342+0.00054752i,-0.0008823-0.00030012i,-0.00045769-0.00055068i,0.00014479+0.00052789i,8.3734e-05+0.00064217i,-0.000452-0.00012056i,-0.0005021-0.00046779i,-5.0985e-05-8.1183e-05i,-0.00011023-5.1152e-05i,-0.00034657-0.00019229i
0.00034057+0.0028914i,4.42e-05+0.0023949i,-0.00012373+0.0018705i,-0.00013567+1.0568e-05i,-3.542e-05-0.001264i,0.00066525-0.0014075i,0.0009365-0.00054012i,0.00042048+0.00063993i,0.00028197+0.00090802i,0.0010551-0.00037427i,0.001653-0.00092457i,0.00065091-0.00038668i,-0.00036292-0.00025727i,-0.00052174+0.00026883i,-0.00056571+0.00077911i,-0.00081457+0.00034385i,8.3395e-05+6.7977e-05i,0.00096563+0.00018423i,0.00056085+0.00057416i,1.471e-05+0.00045347i,-8.9463e-06+0.00029034i,0.00060325+0.00082399i,0.00033891+0.0010744i
-0.00016216-0.0011145i,-0.00026444-0.0013745i,-8.8414e-05-0.0015017i,0.00020919-0.0010202i,0.00017821+0.00029466i,-0.00023595+0.00045741i,9.1838e-05-0.00044404i,0.00026259+4.9552e-05i,0.00027388+0.00050425i,0.00036108-0.00061018i,-0.0003329-0.00039354i,-0.001247+0.00020924i,-0.0013044-0.00042349i,-0.00084624-0.00050517i,-5.031e-05+0.00037875i,0.00015746+0.00055642i,0.00013025+0.00018314i,0.00016323+0.00019732i,0.00050098+0.00024767i,0.00036654+0.00034131i,-0.00062559+1.4925e-05i,-0.00080443-0.00016165i,-0.00033795-8.7496e-05i
-0.0012282+0.00072472i,-0.00062959+0.00070594i,-0.00073106+0.0015018i,0.00027925+0.001474i,0.0013592+0.001025i,0.00045051+0.0011674i,-0.00048391+0.0011874i,-0.00013862+0.0012754i,0.000247+0.0014785i,0.00045215+0.0011231i,-0.00017272+0.0010284i,-0.00082131-9.0837e-05i,-0.00064421-0.00051731i,-0.00046905+0.00042643i,-0.00027582+0.00059595i,-0.00019094+0.0003244i,-0.00031597+0.00053028i,-0.00025511+0.0011115i,-0.00036253+0.0010977i,0.00015726+0.00044759i,0.00059024+5.9799e-05i,0.0003685-8.637e-05i,5.522e-05-0.00051607i
-0.0022525-0.00036588i,-0.0017509-0.00081548i,-0.0013744-0.00033438i,-0.00028442-0.00030577i,0.00085344-0.00046631i,0.0010379-0.00066079i,0.00021958-0.00063992i,-8.2538e-05+0.00061096i,0.00011317+0.0010014i,-0.00051788-0.00039008i,-0.00077331-0.0012246i,-0.00030207-0.0015156i,-0.00044005-0.0011414i,-0.00094802-0.00070963i,-0.00058389-0.00054716i,-8.8365e-05+0.0003401i,-0.00011185+0.00078516i,-0.00035771+0.00077901i,-0.00025388+0.0011061i,0.00072691+0.00099788i,0.00098565+0.00068186i,0.00081451+0.00056703i,0.0004391+0.00073209i
0.0014712-0.0014128i,0.0011133-0.0012654i,0.00054026-0.0016397i,-0.00023314-0.0011293i,-0.00052671+6.2801e-05i,-0.00057384+0.00042978i,-0.00071316+0.00064661i,-0.000534+0.0010452i,-0.00024753+0.00068993i,2.9622e-05-0.00064248i,-0.00018021-0.0013412i,-5.6963e-05-0.00074262i,0.00066294+0.00030644i,0.0012958+0.00048261i,0.00061036+8.7121e-05i,-0.00018761-0.00029131i,-0.00016054+0.00031336i,-2.0383e-05+0.00093203i,0.00021034+0.0010547i,0.00035858+0.00098079i,5.5527e-05+8.2741e-06i,0.00026728-0.00034531i,0.00078678-0.0001336i
-0.0038577-0.0010053i,-0.0026534-0.00013793i,-0.0032415+0.00078863i,-0.0023524+0.0017269i,-0.00010493+0.0027362i,0.0010693+0.0026968i,0.00081431+0.0018656i,0.0012304+0.001088i,0.00089849+0.00043627i,2.8785e-05+0.0005293i,3.0501e-05+0.00081851i,0.00045804+0.0004592i,0.0002662+0.00015224i,-0.00034846-3.7026e-05i,-0.00089123+7.9422e-05i,-0.001089+0.00022117i,-0.00049605+0.00054409i,-0.00025721+0.0005804i,-0.00092186+0.00038063i,-0.00075863+0.00064248i,-0.00036651+4.99e-05i,-0.00024384-0.00052596i,0.00041274-0.00049926i
0.001132+0.0013896i,0.00069212+0.00030744i,0.00066573+0.00024624i,0.0010855+0.00058286i,0.00041374+0.00042681i,-0.00059478+2.4944e-05i,0.00032819+0.00037815i,0.00071701+0.0011893i,2.6231e-05+0.0011235i,-8.3389e-05-9.7194e-06i,-0.00052426-0.00054312i,-0.00098407-4.7043e-06i,-0.001457+0.00056838i,-0.0017086+0.00069277i,-0.00096417+0.00046221i,-0.00078439+0.00063973i,-0.0011168+0.0010916i,-0.00076941+0.0013498i,0.00013122+0.0011186i,0.00016872+0.00062851i,0.00024557-0.00021344i,0.00043957-0.00067284i,-8.1957e-05-0.00041962i
0.00045227+0.0024279i,-0.00043063+0.0018168i,0.00065046+0.0017593i,0.0019644+0.0010626i,0.0018683+0.00017432i,0.00060911+0.00029524i,-3.6578e-05+0.00095679i,0.00018136+0.0017842i,0.00026567+0.0015788i,0.0004125+7.5571e-05i,-0.00015879-0.0010071i,-0.00091126-0.00089637i,-0.0015193-0.00034894i,-0.001015+0.00050633i,4.9369e-05+0.00079718i,-0.00035575-7.1399e-05i,-0.00052328-0.00035127i,-0.00030958+0.0011315i,-0.00015422+0.0014543i,0.00016674+0.0005599i,1.078e-05+0.00022765i,-0.000195-4.1413e-05i,-3.2651e-05+0.00016792i
-0.0018119-0.001728i,-0.0011148-0.003328i,-0.00090517-0.0033057i,-0.00082288-0.0026342i,-0.00076127-0.0016445i,-0.00083593-0.00086434i,-0.0010745+2.5964e-05i,-0.001338+0.00020204i,-0.00060106-0.00034473i,-0.00034449-0.00023663i,-0.00060295-0.00011327i,-0.00064284+0.0002978i,-0.00020042+0.00080795i,-0.00014763+0.00079678i,-8.6574e-05+0.00049233i,0.00011064+4.1014e-05i,-0.00029922-8.4778e-05i,-0.00090589-8.8156e-06i,-0.00048254-0.00019623i,-0.00055888-0.00031563i,-0.00091298-0.00022349i,-0.00040133-0.00038638i,0.00061111-0.00028941i
-0.001731-0.00052322i,-0.0010326-0.00037177i,-0.00046179-0.00063868i,0.00049079-0.00072899i,0.0015539-0.0002032i,0.00097836+0.00044135i,-0.00028251+0.00073888i,0.00016036+0.00025043i,0.00067958-0.00021483i,0.00034035-0.00063518i,-0.00024936-0.0010171i,-0.00064122-0.00063219i,-0.00015609+0.00016797i,-0.00040322+0.00035208i,-0.00067051+0.00053867i,7.8696e-05+0.00096067i,-6.2932e-05+0.00039591i,-0.00098096+2.6138e-05i,-0.00082253+0.00047599i,0.00021119+0.00053539i,0.0003797+0.00084059i,-0.00054973+0.00072282i,-0.0008618-0.00031561i
0.00071219+0.0020989i,0.0010719+0.0017075i,0.0020969+0.0020672i,0.0024313+0.00091919i,0.0021205-0.0010145i,0.0014088-0.0008281i,0.00018752+0.00046719i,-0.00029408+0.0012371i,6.0338e-05+0.0010658i,0.00037643+0.00060983i,-0.00034086-0.00044643i,-0.00064187-0.0012031i,-0.00015835-0.00075175i,-0.00045502+0.00043667i,-0.00062158+0.00042412i,-0.00035923-0.00028019i,-7.6298e-05-0.00045783i,-0.00013576-0.00036068i,-0.0005645+0.00072586i,-0.00033919+0.00056964i,-0.00034181+0.0001518i,-0.00042825+0.00060138i,-4.5575e-05-0.00027414i
0.0019758-0.00090634i,0.0014299-0.0020524i,0.00084221-0.0013873i,-0.00011054-0.00010605i,-0.001029+0.00013971i,-0.0014886-5.2126e-05i,-0.00092724+0.00022276i,-0.00029466+5.6559e-05i,0.00012878-0.00068981i,0.00090707-0.00091603i,0.00091525-0.0009606i,0.00045173-0.00085982i,-0.00080583-0.00036433i,-0.00053435-0.00017498i,0.00065203+0.00018945i,0.00050136+0.00071217i,-0.00014016+0.00028883i,-0.00057044+3.0956e-05i,-5.9084e-05+0.00047964i,0.00056147+0.00022885i,0.00059272-3.427e-05i,0.0004059-0.00011685i,-0.00019476-0.00018625i
0.0022588-0.0010814i,0.001615+0.00023006i,0.0010655-0.00068616i,2.4712e-06-0.0017681i,0.00011431-0.0011653i,0.000773-0.00045494i,0.00045941+0.00024519i,0.00039304+0.0007527i,0.00014908+0.00040821i,0.00011495-0.00023788i,-5.1728e-05-0.00018514i,-0.00018717+0.00024017i,0.00027468-0.0001442i,0.00050389-0.00062937i,-5.8529e-05+0.00028403i,-0.00030568+0.00089029i,-0.00027253+0.0009063i,-0.00098588+0.00042002i,-0.001396+6.8684e-05i,-0.00076183+0.00013129i,0.00015502-0.00072411i,0.00034954-0.00080181i,0.00014682+0.0001259i
-0.0016267-0.0017265i,-0.0016259-0.0012403i,-0.0032427-0.0018231i,-0.003003-0.0017397i,-0.0016334+0.00016896i,-0.0015433+0.0006167i,-0.0014505-0.00061195i,-0.0011164-0.00041297i,-0.00080032+0.00026202i,-0.00055602+0.00020517i,-0.00038006+3.7774e-05i,0.00036795-2.447e-06i,0.00097443-0.00045426i,0.00058412-0.00068248i,0.00020267-8.3132e-05i,0.00041176+0.0009586i,-2.9571e-05+0.0012748i,-0.00052428+0.0011223i,-0.00069082+0.00082539i,-0.00093007+0.00092206i,-0.00021354+0.0014118i,0.0003698+0.000658i,0.0003534-2.711e-05i
-0.0020622+0.0020036i,-0.0012712+0.0020017i,-1.1192e-05+0.0026617i,0.0010393+0.0029514i,0.0016788+0.0018308i,0.0023908+0.00010073i,0.0015768-0.00030933i,0.00088885+5.5697e-05i,0.00095911+0.00052814i,0.00031739+0.00031348i,0.00018511-0.00041167i,0.00024317-0.0007518i,-0.00027836-0.0012363i,-0.00032677-0.0018688i,-0.00022933-0.00057382i,-0.00012197+0.00078089i,0.00028802+0.00097149i,4.1768e-05+0.00081036i,8.644e-05+0.00054044i,-0.0002043+0.0001993i,-0.00038495+0.00010781i,0.00033848+0.00053277i,0.00082396+0.00029456i
-0.0015184+0.001455i,-0.0013256+0.0020389i,-0.00095065+0.003188i,-6.4935e-05+0.0025081i,0.0005207+0.00081513i,0.00013559+0.00031667i,-0.00041355+0.00092516i,-0.00041489+0.0015366i,-0.00015092+0.0013362i,8.4014e-05+0.00047707i,-0.00011201-0.00061988i,-0.00032806-0.0012509i,-8.6222e-05-0.00089342i,-0.00029625+0.00019038i,0.00015007+0.00091795i,-9.5099e-06+0.00074802i,-0.00018835+0.00057871i,0.00032015+0.00038068i,-2.1657e-05-0.00021435i,-0.00041011-0.00087675i,-0.00042295-0.0008864i,-0.00027452-0.00041285i,0.00016717-0.00053647i
-0.0010417+0.0015865i,-0.0013844+0.0013579i,-0.00026101+0.0014729i,0.00077655+0.00090626i,0.00063598-0.00016403i,0.00015422-0.00049805i,-0.00022994-0.00014648i,-1.3921e-05+0.00012525i,0.00041191-0.00039017i,0.00029707-0.00059794i,0.00072522+2.1405e-05i,0.0015233+7.7947e-05i,0.00080893-0.0010442i,-0.00018347-0.001254i,-0.00070833+0.00046178i,-0.0010283+0.0017127i,-0.00090198+0.0014333i,-0.00060577+0.00078756i,-0.00011733+0.001226i,0.00034773+0.0011219i,-0.00029534+0.00025845i,-0.00043219+0.00044189i,8.2293e-05+0.00078652i
-8.8359e-06-0.00045692i,0.0011223-0.0015508i,0.00035903-0.0020151i,0.00017765-0.0015646i,0.0011895-0.00034343i,0.00081759+0.00084818i,0.00051283+0.0012993i,0.00076104+0.00060155i,0.0005689-0.00020837i,0.00049587-0.00094091i,0.00043401-0.0012111i,0.00023092-0.00099576i,0.00013437-0.00025568i,-0.00022267+0.00037249i,-0.00077192+0.00029443i,-0.00090044+0.00010629i,-0.00085713+0.00033406i,-0.000552+0.00049113i,-1.2847e-05+0.0003727i,0.00010403+0.00029169i,-0.00020556+7.7089e-05i,8.8025e-06+0.0002694i,0.00012876-9.8649e-05i
