-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
0.00021644+0.00026219i,0.0002511+0.0012677i,-0.00026065+0.0012953i,-0.00036895+0.00036849i,0.00051877-0.00068982i,0.00022668-0.0010686i,-0.00035599-0.00085286i,-6.9194e-05-0.00070794i,0.00032067-0.00071195i,0.00071902-0.0010652i,0.00053842-0.0011269i,-0.00015942-0.00043001i,-0.00046258+0.00051823i,2.1729e-06+0.00045268i,-0.00012507-0.00042212i,-0.00084656-0.00066235i,-0.00041445-0.00013709i,0.00037956-3.734e-05i,0.00022684-0.00027976i,-0.00043214-0.00027287i,-0.00061662-0.00032748i,-0.00040939-0.00048903i,0.00039135-0.00051663i
0.00037209+0.0014418i,-0.00033362+0.001065i,-0.0012197+0.00013984i,-0.00010712-0.00084189i,0.00046489-0.00032075i,3.4458e-05-0.00038418i,4.4955e-05-0.00066892i,0.00011146-3.038e-05i,0.00020574-0.00014564i,-0.00065616-0.00040291i,-0.00078156-0.00052658i,0.00032512-0.00083729i,0.00085179-0.00044186i,0.00055217-0.00045851i,0.00026806-0.00044753i,0.00024329-0.00047339i,0.00015889-0.00068557i,0.00031096-0.00016446i,0.00067924-0.00020047i,0.00071337-0.00030269i,0.00038436+8.8692e-05i,-8.0215e-05+0.00014832i,-0.00038752-0.00019947i
-0.00062111-0.0028507i,-0.0016015-0.0033323i,-0.0029863-0.00303i,-0.0034018-0.0017427i,-0.0024776+0.00021179i,-0.0013562+0.0017698i,-0.0010521+0.0020588i,-0.00023501+0.0010866i,0.00062557-0.0005078i,0.00063234-0.0015534i,-0.00016585-0.0011647i,-0.00082819-0.00061753i,2.2322e-05-0.00051583i,0.00030265-0.00019584i,-0.00062982-1.5866e-05i,-0.00085071+3.5238e-05i,-0.00035786+7.3611e-06i,0.00042451+8.9134e-05i,0.00032766+0.0006863i,-0.0002904+0.00057184i,9.3394e-05-4.7227e-05i,0.00055234-2.0666e-05i,0.0006834-6.6079e-05i
0.00027492-0.0024271i,-0.0022748-0.0033226i,-0.0030175-0.0036097i,-0.0019637-0.0026306i,-0.0015986-0.00068486i,-0.0018061+0.0010056i,-0.0015654+0.0014069i,-0.00056724+0.00045091i,7.5143e-05-0.00067533i,0.00038792-0.00042793i,0.00063559+9.9243e-05i,0.0006857+0.00049262i,0.0001474+0.00069584i,-0.00061377+0.00044901i,-0.00034307+0.00041639i,0.00024358+0.00018001i,0.00022258-0.00046215i,0.00063031-0.0008874i,0.00046451-0.00076217i,0.00053313-9.3769e-05i,0.00085346+0.00023784i,0.00021172-0.00053489i,3.5444e-05-0.00088652i
0.0011357-0.00064964i,0.0017343-0.00089632i,0.00066746-0.00078447i,-0.0011798-0.00014775i,-0.0021767+0.00052208i,-0.0016567+7.2526e-05i,-0.00075139-0.00023785i,0.00036116+0.00016103i,0.0010311-8.1201e-05i,0.0005897-0.00012222i,9.3241e-05+4.8633e-05i,-0.00016011-0.00032706i,0.0004089-0.00076567i,0.00046246-0.00079069i,-0.00022384-0.00094971i,5.5786e-05-0.0001462i,0.000329+0.00065798i,-1.5604e-06+0.00052571i,0.00029911+6.8171e-05i,0.00091677-0.00028746i,0.00080909-0.00053814i,7.9554e-05-0.00020499i,-0.00034121+0.00048012i
0.0010123-2.6755e-05i,0.00027067+5.0151e-05i,0.00044387+0.0001804i,0.0011756-0.00024787i,0.00020187-0.00070324i,-0.00049485-8.7135e-05i,-0.00015003+0.00048486i,0.00042203+0.00021677i,0.0013813-0.00015076i,0.0015365-0.00055048i,0.00060446+6.2312e-06i,-0.00047132-0.00027328i,-0.0001572-0.00051245i,0.0011797+0.00039053i,0.00094762-3.6279e-06i,-0.00013522-0.00058001i,-0.00011029-0.00025432i,0.00013521-0.0003346i,0.00029463-0.00069476i,0.00027584-0.00060864i,4.9425e-05-0.00037963i,-2.8286e-06-0.00021372i,0.00080735-0.00029686i
8.5694e-05-0.00079025i,0.00031848-0.0017351i,-0.00047638-0.0013037i,-0.0014649-0.00072997i,-0.0014048-0.00062378i,-0.0010996-0.0007782i,-0.00082026-0.0010429i,0.0002441-0.00079814i,0.00068687-0.00064716i,-4.2152e-05-0.0010739i,-0.00019374-0.0010534i,-7.1995e-05+1.8799e-05i,0.00024698+0.00051583i,0.00087566-0.00024946i,0.00086183-0.00069837i,0.00051764+2.4068e-05i,0.00034634-0.00022897i,0.0007451-0.00084i,0.00074386-0.00075768i,0.0010844-0.00025121i,0.00064037+0.00020583i,0.00043791+0.0001964i,0.00089247-8.6086e-05i
0.0019182-0.0016406i,0.0017023-0.0021261i,0.0012105-0.0020262i,-0.00082154-0.001936i,-0.0022902-0.0014393i,-0.0017294+0.00015801i,-0.0010804+0.00077639i,-0.0010471+0.00028753i,-0.0011146-0.00011105i,-9.5341e-05-0.00078379i,0.00042176-0.001182i,5.2293e-05-0.00080099i,-0.00025768+0.00049334i,-6.8378e-05+0.00077605i,4.8945e-05+0.0007541i,-0.00043452+0.00069352i,-0.00046723-0.00020074i,-3.4152e-05+0.00018161i,5.937e-05+0.00071937i,-0.00020467+3.6992e-05i,-0.00043017-3.9514e-05i,-0.00049923+0.00017196i,-0.00052465+0.00045821i
-0.00037384-0.00025506i,-0.0013172-0.00068502i,-0.00097823-0.00097836i,-0.0001699-0.0008117i,-0.00010622-0.00020235i,3.0538e-05+0.00043414i,0.00016135+0.00049275i,-0.00027872-0.00017501i,-0.00014212-0.0014115i,0.00034412-0.0018125i,0.00014419-0.0007717i,-0.00025835-0.00058796i,-0.0010291-0.00043909i,-0.0010136+0.00017927i,-6.6787e-05+0.00013225i,-0.00011516+0.00010769i,-6.6719e-05+0.00012511i,0.00076366+0.00060708i,0.0009818+0.00055236i,0.00026279+2.0076e-05i,-0.00024932+7.3947e-05i,-0.00040197-2.1213e-06i,-0.00015757-8.6473e-05i
-0.00071344+0.00052612i,-0.00044582-0.00018958i,-0.00094527-0.0014079i,-0.00085552-0.0012277i,-0.00053603-0.00065575i,-0.00027238+0.00038485i,-0.00035356+0.0010702i,6.1889e-05+0.0002152i,0.0011632-8.8239e-05i,0.0010802-5.2379e-05i,0.00062756-0.0003592i,0.00016654-0.00048237i,-0.00033732-0.00046344i,-3.8796e-05-0.00020457i,-0.00012152+0.00029631i,-0.00051853+0.00033723i,-0.00077048+0.00059698i,-0.00089152+0.00078084i,-0.00053102+0.00087634i,-3.1718e-05+0.00060661i,0.00011892+1.8249e-05i,0.00022462-0.00026837i,0.00030924-0.00029627i
-0.00040383-0.0011531i,-0.00092099-0.0012047i,-0.0011609-0.001507i,-0.0011526-0.00045122i,-0.0018115-0.00027224i,-0.0017811-0.00080376i,-0.0012302-0.0012561i,-0.00024152-0.00079175i,0.00058077+0.00014521i,0.00043227+0.00029963i,0.00048085-0.00043014i,0.00030167-0.00052915i,-0.00018141-7.9086e-05i,-1.292e-05-6.2967e-05i,-0.00021502-0.00025995i,0.00018599-0.00029161i,0.00036874-0.00023934i,-0.00041772-0.00040363i,-0.00022105-0.00056078i,0.00019366-0.000152i,7.6417e-05+0.00031883i,-0.00059684+0.00044871i,-0.00075648+0.00066124i
0.0011454-0.0016116i,0.0016419-0.0030854i,0.0024476-0.0046463i,0.0014574-0.0038637i,-0.0002757-0.001617i,-0.00080725-7.9239e-05i,-0.00055426+0.00037713i,0.00057984+9.6882e-05i,0.0015134-0.0004612i,0.0011985-0.0012612i,0.00094572-0.0010375i,0.00094081+9.6498e-05i,0.00019169+0.0006408i,-0.00076386+0.0003114i,-0.00031092-9.3897e-05i,0.00025655+0.0002825i,-2.3127e-05+0.00035254i,-0.00014636+9.9001e-06i,-0.00014231-0.00017519i,5.9052e-05-0.00084729i,0.00046123-0.00040922i,0.00029388+2.9355e-05i,0.00047305+0.00042948i
-0.00074265+0.0026254i,-0.00016391+0.0013733i,-1.3038e-05+0.0012817i,0.00073387+0.0015108i,0.0011117+0.0011383i,0.00027833+0.00012974i,-0.00033357-7.5159e-05i,-0.0010697+0.00019661i,-0.00039599+0.00023243i,0.00094182+0.00034501i,0.00076107+0.00010724i,-4.2014e-05-1.2085e-05i,-0.00043485+0.00015538i,-0.00048421+9.6859e-05i,-0.0008077-0.00014453i,-0.0011273-0.00050907i,-0.00054771-0.00051628i,-0.00015364-0.00034875i,-0.00042201-0.0005114i,-0.00011332-0.00037594i,0.00066313-0.00014376i,0.00076477+0.00036051i,0.00059762+0.00048483i
-4.8574e-05-0.0001175i,-0.00086769-0.00051776i,-0.0014881-0.0013362i,-0.0010538-0.0016165i,-0.0009124-0.00050083i,-0.0010313-6.5563e-05i,-0.00060129+8.178e-05i,-0.00017843-5.2953e-05i,0.00012472-0.00069712i,0.00085107-0.0011804i,0.0011342-0.0008345i,0.00045854-0.00021789i,-9.9131e-05-0.00025091i,-0.0007347-0.00032263i,-0.00071441-0.0004964i,-0.00033774-0.00047192i,-0.00037847-0.00071572i,-0.00025029-0.0005935i,0.00012765-0.00061163i,0.00030757-0.00053406i,0.00035874-0.00043278i,0.0008005-0.00028266i,0.00071268-1.6331e-05i
-0.002054+0.00050587i,-0.0020524+0.0024416i,-0.00098371+0.0024205i,0.00040755+0.0017172i,0.00101+0.0011843i,0.00084551+0.00043108i,-0.00024418+0.00019942i,-0.00037008+0.00048712i,0.00082211+0.00080855i,0.00131+0.00049662i,0.00010114-0.0001083i,-0.00064174-0.00086777i,-0.00017379-0.0015336i,-0.00010309-0.0012175i,7.7496e-05-0.00097531i,-0.00033734-0.00052212i,-0.0008928-0.0005451i,-0.00062653-0.0011179i,-1.8932e-05-0.00087708i,0.00032164-0.00040096i,0.00066237-0.00048258i,0.00042196-0.00040823i,7.7038e-05-0.0002107i
0.001226-0.0017894i,0.00057875-0.0023166i,-0.00044965-0.0030756i,-0.0019911-0.0023211i,-0.0027766-0.00058948i,-0.0020821+0.00092111i,-0.0010425+0.00052272i,-0.00055167-0.00041338i,1.9227e-05-0.00022107i,7.1802e-05-0.00056568i,-0.00045151-0.00071034i,-0.00047644-0.00021556i,-0.00067048+0.00031872i,-0.00039209+0.00019173i,0.0007476-9.2484e-06i,0.0010302-0.00052364i,0.00073025-0.00064968i,-6.5973e-05-8.3669e-05i,-0.00036955-3.3943e-05i,0.00048544+0.00030313i,0.00073956+0.00076327i,0.00016729+6.5936e-05i,-2.1035e-05-0.00037276i
-0.0020498-0.00026507i,-0.0021204+0.00015969i,-0.0017251+8.7385e-05i,-0.00073955+0.00059822i,0.00066235+0.0013009i,0.0013476+0.00073103i,0.00064397+0.00043948i,0.00019562+0.00018223i,0.00029511-0.0010523i,0.00080181-0.0020412i,0.00041305-0.0011972i,-0.00026748-5.2453e-05i,0.00041706+5.0634e-07i,0.00088031-0.00085132i,0.00032852-0.0010063i,2.5433e-05-0.00066086i,0.00093391-0.00033192i,0.0013414-0.00036493i,0.00068309-0.00067534i,0.00021888-0.00043377i,0.00020204+0.00026885i,0.00032497+0.00022065i,5.511e-05-9.5916e-05i
-0.0020508+0.00024415i,-0.001064-0.00019316i,0.00028335-0.0007361i,0.00024272-0.00058906i,-0.00013345-0.00092966i,-0.00030001-0.0012186i,-0.00046631-0.00074206i,-2.6264e-05-0.00015171i,0.00076913-0.00020535i,0.0014512-0.00048308i,0.0015082-0.00038691i,0.0007858-1.8842e-05i,-7.1174e-05-0.0005461i,-0.00036703-0.0012817i,-0.00079941-0.00069231i,-0.0005852-0.00033045i,0.00012921-0.00056i,0.00027298-0.00028054i,0.00065965-0.00015115i,0.00059638-0.00015858i,-0.00035407-0.0001232i,-0.00025609+5.1338e-06i,6.3555e-05+6.0732e-05i
-0.00034395-7.2866e-05i,0.00019398-0.00071544i,-0.00047408-0.00078119i,-0.00059221-0.00077847i,-0.0012468-0.00031843i,-0.0019384+0.00019765i,-0.0012618+0.00073757i,-0.00025476+0.0004812i,-0.00023891-0.00049706i,-4.7087e-05-0.0010416i,-8.9593e-05-0.00068417i,-0.00051291-0.00059493i,-0.00046748-0.00087328i,-0.00039628-0.00025362i,-0.0003587+4.3766e-05i,-0.00031381+9.9288e-05i,-0.00058382+0.00071526i,-0.00020419+0.00011719i,4.292e-05-0.00014787i,-0.00013378+0.0010454i,-0.0001217+0.0013715i,0.00011575+0.0012849i,0.00038175+0.00077866i
-0.00067776-0.0026785i,-0.00036679-0.001772i,2.889e-05-0.0023884i,-0.00016408-0.0024039i,-5.6546e-05-0.00087642i,-0.00041454-0.00040058i,-0.00071837-0.00070209i,-0.00046458-0.00065304i,0.00019515-0.00053189i,0.001009-0.0011928i,0.00062493-0.00078366i,-0.0001472+6.5831e-05i,-0.00042678-0.00039123i,-0.00027268-0.00040065i,0.00027133-0.0003333i,0.0007011-0.00043579i,0.00030486-0.00010186i,-0.00079836-8.8267e-05i,-0.00063904-0.0004454i,-0.00036505-0.00022352i,-0.00049296+0.00047947i,-0.00026296+0.00085199i,0.00018929+0.00045607i
0.00050237-0.00065843i,0.00017028+0.00013115i,-0.00028447-0.00042215i,2.2495e-05-0.00073277i,0.000607-0.00019163i,0.00049254-0.00068375i,-0.00026579-0.0012094i,-0.00039535-0.0010301i,0.00037994-0.00074147i,0.00084486-0.00077919i,0.00068685-0.00068225i,0.00020153-9.4784e-06i,-0.00010383+0.00087018i,-0.00010671+0.0008193i,9.4053e-05+0.0003581i,8.7056e-05-0.00043139i,-0.00028019-0.00082544i,4.5718e-05-0.00067758i,0.00084279-0.00031954i,0.00068885-0.00021085i,0.00026503-0.00010954i,-3.1677e-05+0.00053504i,-0.00060223+0.00069485i
0.00042449+6.9922e-05i,0.00063328-0.00053849i,0.00084529-0.00031299i,0.0015889-0.00063477i,0.0013607-0.00079018i,8.4227e-06-0.0010453i,-0.00036686-0.0011695i,0.00026627-0.00057904i,0.0012317+0.00016624i,0.001047+9.3178e-05i,4.3308e-05+0.00010957i,-0.00055944+6.7235e-05i,-0.00057198+0.00046189i,-0.00013162+0.0008229i,-0.00028826+0.00053614i,-0.00033272+9.0513e-05i,9.4774e-05-0.00016689i,0.0003717-2.6059e-05i,-6.6878e-05-0.00016287i,-0.00050726-8.2958e-05i,-0.00058235+0.00043469i,-0.00059552+0.00032002i,-0.0005959-0.00018224i
-0.001087-0.0011784i,-0.0016785-0.0012147i,-0.0021257-0.0010521i,-0.0010783-0.00083283i,-0.00063058-0.00070414i,-0.0012585+0.00039515i,-0.00067697+0.00041226i,0.00026248-0.00033914i,0.00060937-0.00035249i,0.00096166+9.8097e-05i,0.00097586-0.00015855i,0.0001159-0.00066652i,-0.00035136-0.00044174i,-0.00062045-0.00012688i,-0.00070021-6.5311e-05i,-0.00022729-0.00072138i,0.00060392-0.0011671i,0.00046966-0.00034481i,0.00030081-0.00035058i,0.00054453+0.00021371i,0.00055376+0.0009333i,0.00028361+0.00077452i,-0.00032686+0.00029429i
-0.0013002-0.00097495i,-0.00085523-0.0012529i,-0.00087308-0.0013061i,-0.00027494-0.00058819i,0.00031901-6.8161e-05i,0.001053+5.2334e-05i,0.00092639+0.000384i,0.00023503+0.00045374i,-0.00038899+0.00014114i,-0.0003782-0.00034954i,0.00095634-0.00039819i,0.001717-9.564e-05i,0.00077764+0.00018596i,1.234e-05+0.00026124i,0.00019445-8.9482e-05i,0.00057493-0.00066582i,8.728e-05-0.00097227i,-0.00055495-0.00096435i,-0.00036746-0.00022164i,-0.00016378+2.4035e-05i,0.00016504-0.00075136i,0.00010507-0.00086207i,-0.00064187-0.00012573i
-0.0007653+0.00012953i,-7.553e-05-6.005e-05i,0.0004548-0.0010168i,-4.4944e-05-0.0017759i,-0.0002521-0.0011446i,8.8242e-05-7.6033e-05i,0.00050081+0.00010123i,0.00049531+0.00026712i,0.00040788-0.00024182i,0.00024293-0.00090716i,-0.00053031-0.00092893i,-0.00057177-0.00084512i,-0.00017941-1.1531e-05i,-3.9034e-05-9.0699e-05i,-6.9412e-05-0.00033675i,0.00014143-0.00076372i,0.00033547-0.00067755i,2.0904e-05+2.4881e-05i,5.437e-05-4.6833e-05i,0.00035638-0.0004653i,0.00043981-0.00053019i,0.00027416+2.0573e-05i,-2.8585e-05+0.00044332i
0.0017998+0.00070023i,0.00012298-0.00062345i,-0.00066918-0.0021602i,-0.00072633-0.0018853i,-0.00048194-0.00052573i,-0.00094927+0.00038115i,-0.0012343-0.00082371i,-0.00016013-0.0013059i,0.00018816-0.00084317i,-7.57e-05-0.0014179i,0.0004764-0.0011218i,-3.6577e-05-0.00019323i,1.5919e-05+0.00055512i,0.00061062+0.00075546i,-6.4614e-05-0.00019109i,0.00022417-0.00073851i,8.8307e-05-0.00069525i,-0.0010051-0.00030755i,-0.00046804-5.6986e-05i,0.00059111-1.4661e-05i,0.00031793+0.00018365i,-0.00032918+0.00027903i,-0.00027483+0.00074204i
0.00033071-0.001577i,0.0010759-0.0021148i,0.00029941-0.0028239i,-0.00050721-0.002517i,-0.0011195-0.00032386i,-0.0010358+0.0015684i,-0.00018333+0.0007985i,0.0011691-0.000419i,0.0012405-0.0010538i,0.00064006-0.0015633i,0.00032345-0.0010657i,-0.00015778+0.00019337i,-0.00064931+0.00077427i,-0.00046747+0.00042468i,0.00015531-2.6444e-05i,0.00023871+8.6158e-05i,-7.6231e-05+0.00016631i,0.00012085+0.00018943i,0.00038378+0.00011017i,0.00088905+1.6566e-05i,0.00075329-0.00032485i,0.00038745-0.00079866i,-0.00016742-0.00046193i
-0.00014641-0.00010766i,0.00042297-6.2316e-05i,0.00035014-0.00019112i,0.00060513-0.00038188i,0.001159-6.5906e-05i,0.0013677-0.00038525i,0.00071901-0.00042959i,0.00092084-1.3771e-05i,0.0017443-0.00049147i,0.0015637-0.00083431i,0.00055428-0.00059195i,-0.0001261-0.00021867i,-0.00011004+0.0004937i,5.5706e-05+0.00038276i,0.00020055-0.00053318i,-0.00062994-0.00089555i,-0.0010487-0.00087093i,-0.00053663-0.00096891i,-5.1141e-05-0.00084317i,0.00016522+0.00021125i,0.00051076+0.0007662i,0.00024017+0.00062128i,-2.863e-05-3.4265e-05i
0.0014908+9.8994e-05i,-8.3425e-05-0.0016698i,-0.00081455-0.0038224i,-4.9333e-05-0.0041747i,0.00031558-0.0028378i,-0.00014022-0.00077906i,-0.00073781+0.00045344i,-0.00090686+0.00032856i,0.00011205-0.00069229i,0.0009888-0.0014746i,0.00078982-0.000994i,0.00076686-0.00012133i,0.0010095+0.00091341i,0.00044033+0.0014921i,-0.00031672+0.00066959i,-0.00048714-0.00038942i,-0.00029082-0.0010746i,0.000338-0.0010538i,0.00060795-0.00027159i,0.0010438+0.00022093i,0.00046986+0.00058398i,-0.00091709+0.00079561i,-0.00083178-7.6401e-05i
-0.00050321+0.00032133i,-0.0002444+0.00089464i,-0.00029411+0.00037502i,-4.2786e-05-0.00018359i,0.00013243-0.00060934i,0.00010204-0.00012078i,-0.00065523+0.00031718i,-0.00082416-0.00016234i,2.6476e-05-0.00041176i,0.000544-0.0006084i,0.00017142-0.00085761i,-0.00014524-0.00065669i,7.0818e-05-1.2383e-05i,-0.00045067+0.00020381i,-0.00026161+6.005e-06i,0.00027948+2.8066e-05i,0.00025054-3.9392e-05i,0.00026655-0.00016138i,0.00029271-4.7876e-06i,-0.00019772+0.00061891i,-0.00082942+0.00083387i,-0.00072862+0.00015991i,0.00022627-4.8481e-05i
0.0017718-0.0011012i,0.00032005-0.00208i,-0.00062485-0.0028049i,-0.00050242-0.0027691i,-0.0006504-0.0015868i,-0.00080181+0.00066899i,-0.0010166+0.0018783i,-0.00048339+0.00088521i,0.00041825-0.00097754i,0.00017196-0.0016102i,-0.00077968-0.00069367i,-0.00023721-0.00022945i,0.00035899+0.00017807i,0.00062369+0.00024851i,0.00083033-0.00018241i,-1.2119e-05-0.00068625i,-0.00041376-0.00013354i,0.00027888+0.00013277i,0.00095012-8.86e-05i,0.0010641+2.6042e-05i,0.00088659+0.0003917i,0.000843+0.00050602i,0.00068396+0.00018433i
0.00014261-0.0018497i,-0.00034372-0.0023976i,-0.0017361-0.001506i,-0.00098498-0.00045312i,-0.00011421+0.001341i,-0.0006377+0.0016746i,-0.00061575+0.00046616i,0.00054924-4.0954e-05i,0.0011856-0.00044084i,0.00040788-0.00089263i,-0.00022645-0.00053732i,-6.3458e-05-0.00011834i,0.00034156+0.00027323i,0.00038644+0.00024238i,-0.00038005+2.3798e-05i,-0.00048006-2.3384e-05i,-0.00012745-0.00034101i,-0.00033609-0.00036631i,-0.00055573-0.00037297i,-0.00056742-0.00069038i,-0.00038495-0.00027405i,-0.00023491+0.00079025i,-0.00092941+0.00061634i
0.00036877-0.00039162i,0.00012789-0.00090033i,-0.00060797-0.001141i,-0.0013374-0.00022146i,-0.0016444+0.00087543i,-0.001466+0.0016251i,-0.0010404+0.0015431i,-0.00084779+0.00035974i,-4.7904e-05-0.00054292i,0.00046429-0.00039315i,0.0005813-0.00089082i,0.00023581-0.0011534i,6.1428e-05-0.00062081i,-0.00033304-0.00053234i,-0.00076472-0.00024067i,-0.00064706-0.00011894i,-0.00018469-4.1311e-05i,-0.00016057+0.00025924i,0.00035289+0.00037464i,4.2431e-05+0.00045969i,-0.0004294+0.00034708i,0.000313+0.00015852i,0.00032841+0.00043203i
-0.0010165+0.00090649i,-0.0011699+6.0779e-05i,-0.00090306-0.00017849i,-0.00059158+0.00047137i,-0.0011361+0.0002969i,-0.0011155+0.00035239i,-0.00035344+0.00074449i,0.00023843+0.00074616i,0.0010706+0.00064507i,0.00081009+3.7819e-05i,-0.00027253-0.00058468i,-0.00079734-0.00089603i,-0.00038479-0.00059469i,0.00010972-0.00011487i,0.00040292+0.00021882i,0.00030738+6.5414e-05i,0.00035815-0.00099397i,0.00099879-0.0014077i,0.00069973-0.00098119i,-0.00051258+0.00014709i,-0.00089023+0.00089918i,-0.00087237+0.00047195i,-0.00040029-2.221e-05i
0.00096966-0.0021456i,0.00096883-0.0024238i,0.00013229-0.0025444i,-0.00053633-0.0020581i,-0.001431-0.00099863i,-0.0017692-0.00072719i,-0.0013491-0.00076337i,-0.00032283+0.00011976i,0.0010275-9.1437e-05i,0.0010051-0.0015251i,0.00052071-0.0017611i,0.00025878-0.001047i,0.0003424-0.00056854i,0.00069122-0.00048664i,0.00070195-0.00038544i,0.00082739-0.00043124i,7.273e-05-0.00020901i,-0.00098921+1.3028e-05i,-0.00069307-1.3732e-05i,-7.972e-05+0.00070282i,5.9969e-05+0.0010634i,3.4528e-05+0.00051915i,-0.00021627-0.00014806i
-0.0015497-0.00070757i,-0.00134-0.00041262i,-0.0013236-0.00028659i,-0.0013277-0.0004152i,-0.00035195-0.00024835i,5.5676e-05-0.00012571i,-0.00066056-0.00061539i,-0.00022452-0.00017922i,0.00016318+0.00044867i,0.00076801+0.00019144i,0.00073708+0.00038414i,-1.6889e-05+0.00017307i,-0.00010899-0.00036752i,-0.0003894-0.00094557i,-0.00032631-0.00098135i,0.00016747+0.00026159i,0.00029865+0.00065951i,0.00040827+7.9841e-05i,0.00072954-0.00014516i,0.00065538+0.00030437i,0.00084017+0.00044652i,0.0013402-0.00024814i,0.00079974-0.0010185i
-0.00029688-0.0021812i,-0.00024555-0.00092633i,-0.00036009-0.00112i,-3.4887e-06-0.0024695i,0.00078567-0.0024765i,0.00059782-0.00090371i,3.8862e-05+0.00051662i,0.00025323+0.00044956i,0.00056401-0.00057825i,0.00029955-0.00083018i,0.00031733-0.00025275i,0.00046827-0.00012333i,0.00035287-0.00011937i,0.00051685-0.00013358i,0.00034213+2.6433e-05i,0.00039176-0.0001277i,0.00094551-0.00069749i,0.0013281-0.00072562i,0.0014394-0.00045898i,0.0003399+0.00036262i,-0.00083061+0.00078349i,-0.00036466+0.00066282i,-0.00048851+0.00064013i
0.00043902-0.00041292i,-0.00082661-0.00086593i,-0.0012974-0.00068857i,-0.00099053+0.00072515i,-0.0011968+0.0016246i,-0.00073787+0.0011932i,-0.0010565+0.00027458i,-0.0017172-0.0010513i,-0.00073656-0.0010913i,0.00015503-0.00056549i,-0.00016572-0.00084318i,-0.00039156-0.0005457i,-0.00043536+0.00056991i,-0.0003057+0.00088737i,5.1001e-05+0.00034454i,-9.2672e-06+2.5249e-05i,0.00022498+3.8409e-05i,0.00060161+0.00047391i,0.00082407+0.00024679i,0.00070288+0.00026215i,0.00053304+0.00043821i,0.00039483-0.00032996i,0.00028568-0.0010196i
-0.00018223-0.00074634i,1.4153e-05-0.0016411i,-0.0010925-0.0023597i,-0.00078328-0.0010743i,-0.0008331+0.00080548i,-0.00084041+0.00092058i,-1.7566e-05+0.00074842i,-5.8134e-05+0.00063193i,-0.00031548-0.00052529i,-2.4566e-05-0.0011607i,0.00037542-0.00095503i,0.00013559-0.00058202i,-0.00022337-0.00014516i,5.9807e-06-0.00028127i,0.00046991-0.00030996i,0.00029345+0.00042355i,0.00031472+0.00065941i,0.00014985+0.00034038i,-0.0006986-0.00014079i,-0.00052463+4.2643e-06i,0.00058266+0.00045046i,0.0013736+0.00043048i,0.0014378+0.00012042i
0.00085659+0.00021627i,-0.00011293-0.00019557i,-0.0004421-0.00097083i,-0.00079095-0.0005752i,-0.0016094+0.00092653i,-0.0020705+0.00053568i,-0.0018978-0.00014311i,-0.00092218-0.00058468i,9.0754e-05-0.0012329i,0.00028361-0.00075566i,-0.00017453-0.00044779i,-0.00039258-0.0005324i,-1.0179e-05-0.00015544i,0.00041862+0.00062058i,-0.00014877+0.00089699i,-0.00040861-0.00012794i,-0.00021374-0.00056305i,-0.00062392-0.00010318i,-0.0012496-0.00073694i,-0.0005292-0.00066166i,-0.00019717+0.0006466i,-0.00016311+0.00065484i,-8.7958e-05+4.5583e-05i
-0.00092273-0.0004228i,-0.0010961-0.00087785i,-0.0017563-0.0011799i,-0.0021769-0.00030531i,-0.0015968+0.0013125i,-0.00026352+0.0012485i,0.00039504-4.8508e-05i,0.00086233-0.00050384i,0.001216-0.00072253i,0.00070656-0.00074456i,0.00013272+7.9904e-05i,-0.00025839+0.00033906i,-0.00011809-0.00032469i,0.00029867-0.00060977i,0.00037745-8.0511e-06i,-0.00017532+0.00041926i,-0.00045586+0.00013033i,-0.00048135+0.00025819i,-0.00063595+2.3304e-05i,-0.0004452-0.00055214i,-0.00049945+0.00037047i,-0.00013273+0.00087034i,3.3131e-05+3.4214e-05i
2.4715e-05-0.00090518i,0.00075277-0.00075618i,0.0020314-0.00044036i,0.0013415-0.001284i,-0.00024825-0.0020292i,-0.00089113-0.001933i,-0.00080705-0.0018601i,-0.00073056-0.0017324i,0.00045194-0.0012817i,0.0019211-0.0010944i,0.0017325-0.00075176i,0.00091556-0.00032962i,-0.000332-0.00081424i,-0.00061969-0.00074375i,-0.00064971-0.00033248i,-0.00068261-0.00014074i,-0.00013598+0.00013643i,0.001051+9.2522e-05i,0.00076796+0.00023272i,-0.00051549+0.00016629i,-0.00082829-5.2617e-05i,-3.8579e-05-0.00047442i,0.00098952-0.00049865i
