-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
0.072186-0.12921i,0.1311-0.26493i,0.19761-0.21536i,0.23481-0.016607i,0.23194+0.076542i,0.16948+0.046138i,0.087504+0.027183i,0.047609+0.03814i,0.038084+0.040176i,0.030949+0.03324i,0.022281+0.030686i,0.015996+0.0344i,0.012829+0.03844i,0.0096779+0.041384i,0.0018953+0.045175i,-0.0078795+0.047235i,-0.0078876+0.041244i,-0.0029765+0.021552i,-0.0042807-0.0033968i,-0.011825-0.019233i,-0.017935-0.019314i,-0.0165-0.0060901i,-0.0098774+0.0065197i
0.58642+0.45781i,0.74493+0.63657i,0.62423+0.46592i,0.3678+0.13431i,0.14943-0.020818i,0.024976-0.028434i,-0.0076248-0.022638i,0.011779-0.021178i,0.02313-0.024121i,0.0059947-0.022108i,-0.012594-0.0065282i,-0.016093+0.0093739i,-0.013316+0.014814i,-0.011103+0.0097863i,-0.0040576+0.0041759i,0.012451+0.0058398i,0.030778+0.01002i,0.040602+0.010693i,0.038169+0.013151i,0.02713+0.01925i,0.015738+0.019569i,0.0097776+0.011289i,0.0054163+0.0036464i
-0.47567-0.7381i,-0.75473-0.90405i,-0.74624-0.71196i,-0.48282-0.41643i,-0.24962-0.24728i,-0.14178-0.11965i,-0.066915-0.024865i,-0.026912-0.018326i,-0.024394-0.020958i,-0.0047686-0.0065535i,0.021119-0.013494i,0.027455-0.032378i,0.025749-0.040138i,0.027861-0.034979i,0.031948-0.028786i,0.025448-0.034549i,0.0021937-0.043405i,-0.02277-0.03851i,-0.025773-0.02513i,-0.0072995-0.017526i,0.010474-0.017062i,0.015158-0.01934i,0.010071-0.020456i
-0.0031547+0.047303i,0.19724+0.070041i,0.25511+0.068786i,0.1072+0.075945i,0.0243+0.11568i,0.072053+0.10026i,0.0573+0.029172i,-0.014771+0.0064401i,-0.037705+0.010325i,-0.037012-0.0054809i,-0.043948-0.011239i,-0.04481+0.0036966i,-0.038601+0.018241i,-0.031904+0.016864i,-0.031537+0.0059997i,-0.034369+0.0050949i,-0.028874+0.014782i,-0.014171+0.018527i,-0.0078793+0.0088596i,-0.018411-0.00026755i,-0.031709+0.0034956i,-0.034167+0.015098i,-0.024028+0.022191i
-0.26519+0.89888i,-0.29868+1.146i,-0.17547+0.95634i,-0.038019+0.55794i,-0.01585+0.24602i,-0.02933+0.077209i,-0.014836+0.01402i,0.0031983+0.0070039i,0.0072974+0.011184i,0.0018794+0.018815i,0.0060076+0.025521i,0.013587+0.015495i,0.0073296+0.00050085i,-0.0055037-0.0035347i,-0.016485+0.0044093i,-0.017599+0.019057i,-0.0067126+0.028841i,0.0041436+0.031782i,0.0093466+0.036062i,0.013331+0.037701i,0.020269+0.02814i,0.021823+0.011413i,0.01208-0.00062634i
0.63837-0.69335i,0.61543-1.1241i,0.31955-1.029i,0.10848-0.53513i,0.081639-0.20587i,0.018772-0.12314i,-0.047933-0.042092i,-0.021384+0.030345i,0.014906+0.041577i,0.032401+0.035014i,0.044863+0.017156i,0.042358+1.1357e-05i,0.036379-0.0028948i,0.030638+0.0045022i,0.033081+0.015529i,0.040338+0.013257i,0.035051-0.0029215i,0.021854-0.019093i,0.017571-0.03199i,0.023353-0.040744i,0.024329-0.041764i,0.017951-0.032377i,0.010088-0.019018i
0.053484+0.017511i,0.070857+0.25659i,0.16183+0.30769i,0.23923+0.10784i,0.20928-0.0049386i,0.15971+0.044783i,0.13256+0.049809i,0.092823+0.00512i,0.066184-0.020487i,0.048433-0.048199i,0.01366-0.059227i,-0.01592-0.039977i,-0.024913-0.020548i,-0.017609-0.016429i,-0.0070822-0.02339i,-0.0045102-0.027202i,-0.0022215-0.019611i,0.0028533-0.0095408i,-0.0012552-0.0061298i,-0.021898-0.0048753i,-0.043539+0.0047116i,-0.044142+0.015368i,-0.027242+0.015601i
-0.87489-0.10576i,-1.0607+0.042235i,-0.83003+0.15096i,-0.50627+0.069856i,-0.36292-0.06573i,-0.26337-0.078409i,-0.12225-0.054127i,-0.048657-0.066289i,-0.055483-0.059125i,-0.072239-0.014937i,-0.063709+0.021706i,-0.037766+0.021446i,-0.017059+0.0052244i,-0.008538-0.0014215i,-0.011913-0.0012283i,-0.021077+0.00025234i,-0.026801-0.0024622i,-0.031698-0.0040163i,-0.032422+0.0094708i,-0.015913+0.030175i,0.013425+0.034104i,0.028055+0.017537i,0.020505+7.2614e-05i
0.62708+0.2267i,0.99223-0.039556i,0.76548-0.2981i,0.19837-0.18516i,-0.053553+0.065712i,-0.031803+0.07368i,-0.055083-0.010385i,-0.085207-0.0077513i,-0.060712+0.014543i,-0.024012+0.024905i,0.0064138+0.028852i,0.014383+0.028605i,0.0047915+0.031187i,-0.0074715+0.02535i,-0.015754+0.01782i,-0.014033+0.017926i,-0.0068916+0.020489i,0.0044509+0.019745i,0.020693+0.0081768i,0.029541-0.011071i,0.023055-0.023361i,0.0081765-0.020011i,-0.0052824-0.0089703i
-0.15418+0.36449i,-0.36816+0.46917i,-0.28095+0.48363i,0.093141+0.39961i,0.32435+0.28082i,0.28197+0.21659i,0.16303+0.17511i,0.085479+0.1224i,0.061779+0.077057i,0.06484+0.037205i,0.057787+0.011424i,0.045647+0.0025157i,0.036369-0.0040372i,0.025661-0.0031883i,0.017468+0.003227i,0.013301+0.0040268i,0.012914+0.0038166i,0.015291+0.0056903i,0.011049+0.0033692i,-0.0035991-0.003945i,-0.01786-0.0072551i,-0.020308-0.0021506i,-0.0097692+0.0042033i
0.20301-0.66205i,0.048088-0.73316i,-0.08398-0.48793i,-0.071281-0.315i,-0.059644-0.35842i,-0.10384-0.3236i,-0.078525-0.16043i,-0.019812-0.06726i,-0.014319-0.044543i,-0.021933-0.037314i,-0.020644-0.048559i,-0.019292-0.053887i,-0.0087856-0.042233i,0.010979-0.024925i,0.028761-0.0087967i,0.033658+0.00016769i,0.02521-0.00063642i,0.011826-0.0088956i,0.0014702-0.012502i,-0.0026275-0.0037343i,0.0022436+0.0077464i,0.0092988+0.0082391i,0.0066064+0.0014125i
0.10129+0.2499i,0.38317+0.37898i,0.43919+0.18551i,0.11714-0.055616i,-0.15494-0.04034i,-0.12224+0.0082855i,-0.036709-0.0346i,-0.013592-0.013738i,0.017227+0.023237i,0.024276+0.010384i,0.00093935+0.0016644i,-0.019497+0.0043087i,-0.034598+0.0013347i,-0.045126-0.014214i,-0.047044-0.031487i,-0.04241-0.034045i,-0.035591-0.026667i,-0.026965-0.014285i,-0.014512-0.0053366i,-0.0041408-0.0055117i,-0.0035923-0.0055913i,-0.0043721-0.0039989i,-0.0036572-0.0049394i
-0.73902-0.16391i,-0.94841-0.18225i,-0.73462-0.0064829i,-0.25199+0.24187i,0.093408+0.33705i,0.14894+0.27632i,0.08338+0.17672i,0.038556+0.082342i,0.013061+0.020328i,-0.013416+0.0067159i,-0.026328+0.020904i,-0.018239+0.029588i,-0.010291+0.030061i,-0.013737+0.036062i,-0.022593+0.038306i,-0.024117+0.033281i,-0.012622+0.028116i,-0.0031533+0.02146i,-0.0058722+0.015633i,-0.0044171+0.013874i,0.0081951+0.0069777i,0.014187-0.0031064i,0.011945-0.0052755i
0.59257+0.35878i,0.76698+0.26902i,0.57274+0.087959i,0.27532-0.065809i,0.11013-0.19216i,0.0081817-0.22981i,-0.028901-0.14673i,-0.0052396-0.083121i,-0.014233-0.065959i,-0.01568-0.021678i,0.024669+0.0016346i,0.045177-0.0087228i,0.043801-0.0094751i,0.048477+0.0029709i,0.056618+0.024165i,0.060235+0.040123i,0.048821+0.040547i,0.02981+0.034475i,0.018015+0.025798i,0.0049813+0.014778i,-0.011443+0.0067823i,-0.019013+0.0054095i,-0.018643+0.0059305i
-0.014728+0.13004i,-0.066068+0.18288i,-0.0016774+0.061624i,0.014373-0.17334i,-0.084741-0.2539i,-0.10189-0.14905i,-0.038849-0.072757i,-0.024573-0.047527i,-0.016362+0.0017279i,0.004882+0.024608i,-0.0059649+0.021822i,-0.0196+0.021406i,-0.01579+1.3592e-05i,-0.01531-0.036856i,-0.021631-0.065056i,-0.025859-0.076336i,-0.017573-0.071799i,0.00062105-0.057535i,0.014584-0.040281i,0.017098-0.022114i,0.008396-0.0053096i,-0.0032032+0.003886i,-0.0065801+0.0063045i
0.063915-0.73609i,-0.10225-0.88791i,-0.29727-0.58719i,-0.31649-0.085685i,-0.18305+0.21865i,-0.060995+0.2655i,-0.018546+0.18467i,-0.02371+0.10199i,-0.008275+0.056833i,0.02335+0.0086847i,0.024785-0.029634i,0.010162-0.033097i,-0.0040458-0.015865i,-0.01992+0.0093777i,-0.030093+0.025774i,-0.03406+0.02761i,-0.032713+0.022401i,-0.026161+0.011281i,-0.018737-0.0016137i,-0.0078549-0.0076799i,0.0089967-0.0058263i,0.020927-0.0053474i,0.017851-0.0083687i
-0.24924+0.52776i,-0.10987+0.806i,0.037017+0.69939i,0.017824+0.39911i,-0.042148+0.20959i,-0.035633+0.082424i,-0.024888+0.0098228i,-0.013585+0.013904i,-0.0044875+0.0082453i,-0.010681+0.0062381i,0.01125+0.022731i,0.036155+0.018672i,0.031608+0.011862i,0.025917+0.017724i,0.030185+0.032476i,0.037254+0.044461i,0.03087+0.039112i,0.0063771+0.028549i,-0.014557+0.019694i,-0.02337+0.0078265i,-0.024366+0.001052i,-0.015413+0.002742i,-0.0033418+0.0046066i
-0.20707-0.13614i,-0.22097-0.24918i,-0.10234-0.18286i,0.10791-0.051629i,0.25942-0.043634i,0.23968-0.08799i,0.1334-0.086257i,0.06337-0.072509i,0.024122-0.070924i,-0.012008-0.063492i,-0.041873-0.051865i,-0.053789-0.041869i,-0.045363-0.033889i,-0.030711-0.033583i,-0.020334-0.043539i,-0.015176-0.050855i,-0.0085788-0.039599i,0.0060555-0.014106i,0.020841+0.0048394i,0.022884+0.0059494i,0.012568-0.0056427i,-0.0032039-0.017548i,-0.018117-0.018429i
0.49937+0.23569i,0.56091+0.1547i,0.3777+0.035003i,0.19578+0.014749i,0.12808+0.04449i,0.069185+0.036141i,0.0053639+0.027585i,-0.021012+0.045083i,-0.013219+0.066321i,0.023041+0.06329i,0.04959+0.029963i,0.04126+0.0047339i,0.021577+0.0038815i,0.0061861+0.012974i,-0.0060496+0.02351i,-0.017186+0.033072i,-0.022422+0.037386i,-0.017118+0.026661i,-0.011255+0.012964i,-0.0058572+0.012942i,0.003704+0.018454i,0.0097199+0.02022i,0.010671+0.018675i
-0.27088-0.11711i,-0.36028-0.023981i,-0.17931+0.038176i,-0.0026533-0.072554i,-0.052407-0.1881i,-0.12591-0.13853i,-0.076307-0.036627i,-0.013442+0.011027i,0.0019559+0.024054i,-0.0040319+0.022729i,-0.013057+0.023835i,-0.0091109+0.036755i,0.016077+0.035636i,0.039287+0.017658i,0.047022+0.0084794i,0.055434+0.0070008i,0.061428+0.00045646i,0.047653-0.013315i,0.019873-0.023298i,-0.0023065-0.01652i,-0.0095476-0.0025451i,-0.0050817+0.0053381i,0.0038755+0.0055289i
0.23436-0.32703i,0.26602-0.42471i,0.13317-0.40985i,0.0086664-0.34071i,-0.005721-0.27674i,-0.0014203-0.19151i,-0.020084-0.089744i,-0.016773-0.035i,-0.0037115-0.029412i,-0.020964-0.032387i,-0.047976-0.027804i,-0.05961-0.025768i,-0.059619-0.029524i,-0.054079-0.033247i,-0.04759-0.03907i,-0.043089-0.049132i,-0.041557-0.049925i,-0.033843-0.02516i,-0.0070012+0.0017621i,0.018336+0.0033971i,0.019523-0.0087523i,0.008464-0.019773i,-0.0044963-0.02644i
-0.42694+0.43281i,-0.45145+0.57343i,-0.35122+0.43464i,-0.31108+0.2427i,-0.29804+0.21074i,-0.17155+0.2106i,-0.034077+0.11415i,0.0011327+0.020996i,-3.1536e-06+0.001072i,0.015774+0.014301i,0.043295+0.036334i,0.066272+0.031272i,0.046684+0.0020263i,0.0039574-0.0020055i,-0.018331+0.020207i,-0.023549+0.042115i,-0.017678+0.046409i,-0.010506+0.025642i,-0.019791-0.0029961i,-0.031878-0.014244i,-0.028235-0.0063865i,-0.017327+0.0049733i,-0.01006+0.015517i
0.18906-0.34163i,0.25075-0.50009i,0.15127-0.33506i,-0.015192+0.0083709i,-0.088031+0.21563i,-0.072313+0.22775i,-0.020621+0.15357i,0.013586+0.068514i,0.0090574+0.019253i,0.016163+0.0097359i,0.037203-0.012999i,0.038033-0.032897i,0.036369-0.013181i,0.043086+0.0077263i,0.04196+0.0099415i,0.030616+0.013938i,0.015841+0.02193i,0.010215+0.02758i,0.011999+0.025811i,0.0044609+0.01632i,-0.0085062+0.0094413i,-0.014369+0.0054877i,-0.013017-0.0028515i
0.14504+0.4534i,0.077991+0.58369i,0.0093204+0.48931i,0.14447+0.28287i,0.37234+0.058127i,0.3946-0.14563i,0.20537-0.19889i,0.050442-0.12991i,0.0068983-0.07484i,-0.0077417-0.049205i,-0.027848-0.026119i,-0.056076-0.015299i,-0.078982-0.013365i,-0.080113-0.010372i,-0.062395-0.012557i,-0.03344-0.021529i,-0.0088216-0.028933i,-0.0024735-0.027547i,-0.0032893-0.010245i,0.0090021+0.011475i,0.026558+0.01496i,0.024986+0.0056131i,0.0065873+0.0032176i
-0.32145-0.45272i,-0.4378-0.50411i,-0.28226-0.33028i,-0.068596-0.16306i,-0.033955-0.092286i,-0.069635-0.0095989i,-0.051479+0.049872i,-0.03879+0.063387i,-0.034561+0.073425i,-0.0043934+0.063424i,0.021557+0.048101i,0.041633+0.055703i,0.063825+0.057275i,0.067908+0.046549i,0.055377+0.039718i,0.038887+0.032474i,0.029297+0.025522i,0.031973+0.014813i,0.032509-0.004217i,0.022201-0.018273i,0.011385-0.020053i,0.010561-0.015687i,0.014511-0.0092812i
0.49453+0.12097i,0.73466+0.14713i,0.59654+0.053302i,0.18471-0.05388i,-0.14415-0.081989i,-0.2673-0.070977i,-0.22069-0.032368i,-0.096015+0.0038231i,-0.018067+0.0044i,0.0044588-0.012036i,0.020057-0.047341i,0.026043-0.074366i,0.023825-0.071916i,0.019721-0.061856i,0.0028927-0.047025i,-0.020663-0.031576i,-0.044444-0.031619i,-0.058376-0.033481i,-0.039903-0.022412i,-0.0091874-0.02186i,-0.0058431-0.030806i,-0.01876-0.025419i,-0.019526-0.0193i
-0.70415+0.19278i,-0.93219+0.35142i,-0.71855+0.38017i,-0.26171+0.30789i,0.078224+0.26042i,0.23094+0.22404i,0.23018+0.14184i,0.14038+0.058697i,0.06596-0.00010427i,0.0057791-0.045694i,-0.058955-0.047702i,-0.09431-0.017609i,-0.10146-0.0052618i,-0.096194-0.016303i,-0.076533-0.022248i,-0.047037-0.0064556i,-0.013559+0.02383i,0.015616+0.041327i,0.019496+0.024192i,-0.0011024+0.0042123i,-0.013723+0.0091309i,-0.0098956+0.018079i,-0.0079776+0.019769i
0.55083-0.40968i,0.70885-0.71434i,0.56546-0.73181i,0.33958-0.48364i,0.22191-0.27002i,0.13485-0.17856i,0.037615-0.12335i,-0.015528-0.07097i,-0.034093-0.008005i,-0.026645+0.068028i,0.0066117+0.10147i,0.036397+0.075049i,0.045897+0.04073i,0.030284+0.03907i,0.0038989+0.059395i,-0.0065074+0.067565i,-0.0037196+0.047172i,-0.0057005+0.0097137i,-0.026019-0.017319i,-0.049165-0.0058209i,-0.038006+0.024i,-0.0039813+0.026908i,0.010683+0.0079762i
-0.11883+0.58782i,-0.067184+0.85082i,0.039566+0.66483i,-0.017507+0.17691i,-0.22862-0.12914i,-0.32135-0.13986i,-0.22578-0.061319i,-0.095129-0.022269i,-0.013495-0.027929i,0.018138-0.040176i,0.029271-0.027529i,0.025823-0.011205i,0.00074859-0.0036044i,-0.0049754+0.016114i,0.025906+0.036517i,0.059282+0.03049i,0.067813+0.0069785i,0.050091-0.0026567i,0.027672+0.013303i,0.027019+0.021988i,0.028386-0.0017366i,0.003693-0.029171i,-0.026661-0.024964i
-0.13483-0.69158i,-0.38128-0.90333i,-0.55428-0.65714i,-0.45949-0.21512i,-0.20317+0.035026i,-0.012408+0.08269i,0.031057+0.076473i,-0.011354+0.081282i,-0.040601+0.090068i,-0.030928+0.066996i,-0.018391+0.02652i,-0.0085837+0.0041134i,0.011714-0.01001i,0.030739-0.041i,0.028531-0.077137i,0.0056374-0.079691i,-0.016183-0.040571i,-0.013861+0.0069428i,0.015647+0.031467i,0.045334+0.02201i,0.041121-0.0046473i,0.016052-0.014524i,0.011325-0.010613i
0.28969+0.4661i,0.50665+0.5021i,0.50444+0.30105i,0.30366+0.17403i,0.16782+0.21675i,0.12692+0.20526i,0.074233+0.11879i,0.064051+0.064011i,0.093377+0.032237i,0.087573+0.022565i,0.062053+0.025819i,0.032207+0.0067819i,-0.0079514-0.010124i,-0.048634-0.0038494i,-0.069833+0.0096396i,-0.054435+0.019626i,-0.021607+0.021612i,0.0029313+0.014482i,0.0044608-0.0065019i,-0.023373-0.020511i,-0.045442-0.0011833i,-0.037262+0.023693i,-0.030209+0.030995i
-0.50506-0.24958i,-0.69204-0.21217i,-0.52688-0.050446i,-0.21259+0.00096845i,-0.069526-0.051438i,-0.033068-0.023097i,0.024671+0.021168i,0.02605-0.015931i,-0.030632-0.054912i,-0.049019-0.041178i,-0.022458-0.0032959i,0.0020022+0.033172i,0.013328+0.054609i,0.019051+0.053203i,0.0014675+0.031708i,-0.032499+0.0085288i,-0.043545-0.0086254i,-0.027944-0.030205i,-0.0085485-0.042729i,0.0049276-0.034265i,0.011108-0.018549i,0.014085-0.0076697i,0.021969-0.009152i
0.50341+0.1886i,0.57411+0.24119i,0.32709+0.20368i,0.069172+0.08646i,-0.02481-0.13309i,-0.11289-0.32335i,-0.20197-0.26189i,-0.17691-0.062321i,-0.071081+0.057231i,0.035294+0.065873i,0.091286+0.011609i,0.068541-0.037276i,0.025091-0.042771i,0.01796-0.017022i,0.046743+0.018055i,0.087249+0.026248i,0.093281+0.0023746i,0.05277-0.0041816i,0.009471+0.022899i,0.0053725+0.042004i,0.029363+0.026504i,0.0429-0.0029958i,0.036754-0.015289i
-0.43734-0.0965i,-0.50791-0.15289i,-0.29-0.17511i,-0.052936-0.017616i,0.070145+0.32157i,0.22102+0.543i,0.31199+0.42696i,0.23051+0.18761i,0.099574+0.068558i,0.018272+0.026894i,-0.037251-0.0088403i,-0.05537-0.033102i,-0.036284-0.05929i,-0.040145-0.090512i,-0.090804-0.096065i,-0.15277-0.049833i,-0.1658+0.036891i,-0.091708+0.093017i,0.013526+0.055167i,0.047613-0.014691i,0.014728-0.027699i,-0.014734-0.012841i,-0.033166-0.010363i
0.27738-0.19016i,0.24238-0.14457i,0.070449+0.10386i,0.038089+0.16892i,0.039108-0.11934i,-0.12005-0.35455i,-0.23194-0.31559i,-0.19941-0.18043i,-0.12284-0.083475i,-0.042327-0.051529i,-0.002759-0.058034i,-0.013924-0.047799i,-0.03149-0.023838i,-0.036024+0.009956i,-0.014478+0.068953i,0.041758+0.099999i,0.091478+0.056805i,0.08357-0.010689i,0.01758-0.040605i,-0.050476-0.026879i,-0.070775-0.00067527i,-0.060519+0.0091484i,-0.046667-0.00023275i
-0.482+0.6144i,-0.57296+0.9385i,-0.37457+0.89071i,-0.1005+0.55878i,0.049115+0.26671i,0.12539+0.072903i,0.11432-0.058326i,-0.0062187-0.070498i,-0.091738+0.03204i,-0.081638+0.10703i,-0.06353+0.091762i,-0.085182+0.050014i,-0.12042+0.033822i,-0.12446+0.046687i,-0.086313+0.05643i,-0.039765+0.047725i,-0.015428+0.036514i,-0.016082+0.02375i,-0.027765+0.018136i,-0.0068471+0.028436i,0.045062+0.027984i,0.057572+0.0086454i,0.016855+0.0061306i
-0.023393+7.6874i,3.3301+6.9301i,6.9352+6.1362i,7.658+3.2616i,6.125+0.13324i,3.0704-1.9193i,-0.37801-1.6356i,-2.0617+0.063832i,-1.4486+1.3253i,0.11911+1.0813i,0.80709-0.28501i,0.36533-1.2445i,-0.070659-1.1709i,-0.086219-0.66394i,0.14921-0.35502i,0.29844-0.29286i,0.12069-0.17607i,-0.11106+0.16101i,-0.079946+0.532i,0.088121+0.69595i,0.20667+0.70418i,0.30112+0.70413i,0.42568+0.62389i
0.13709+0.56351i,0.29447+0.86034i,0.36954+0.74578i,0.26002+0.34466i,0.087781+0.068994i,0.01834-0.060073i,0.0085199-0.16913i,-0.033729-0.17153i,-0.045869-0.065597i,-0.010105-0.013209i,-0.0062663-0.027189i,-0.055179-0.014036i,-0.097272+0.024553i,-0.09673+0.043732i,-0.079677+0.04956i,-0.063365+0.051623i,-0.051758+0.036433i,-0.059704+0.015406i,-0.078618+0.021867i,-0.076497+0.044006i,-0.047783+0.041443i,-0.02185+0.01494i,-0.014907-0.0059675i
-0.42031-0.61873i,-0.70944-0.76054i,-0.72406-0.5487i,-0.45519-0.2347i,-0.21086-0.099527i,-0.1336-0.039535i,-0.074555+0.045366i,0.0068023+0.050275i,0.023375-0.0010706i,-0.014529-0.0077288i,-0.028709+0.028808i,-0.0054945+0.054076i,0.0044305+0.052847i,-0.0088251+0.052641i,-0.0068253+0.051617i,0.024373+0.035379i,0.059783-0.00062943i,0.063611-0.052201i,0.028627-0.084428i,-0.0020086-0.07797i,-0.00078142-0.053592i,0.0033959-0.029456i,-0.010843-0.004726i
0.50444+0.33298i,0.86343+0.29881i,0.82651+0.028804i,0.44795-0.13712i,0.17172-0.064389i,0.084174-0.0089651i,0.0069675-0.0097161i,-0.0042604+0.052399i,0.076102+0.068207i,0.11589+0.024771i,0.11329+0.019905i,0.12083+0.032714i,0.12861+0.02564i,0.12233+0.0092798i,0.097209-0.0095009i,0.051742-0.029428i,-0.0030489-0.039411i,-0.048628-0.030962i,-0.056321-0.0090545i,-0.037731+0.0073022i,-0.032169+0.016779i,-0.029198+0.029038i,-0.016162+0.027299i
-0.3899+0.035006i,-0.35841+0.18466i,-0.031369+0.23443i,0.19001+0.074331i,0.10644-0.043709i,0.018806-0.0073036i,0.018241-0.015207i,-0.018756-0.055656i,-0.041363-0.030193i,-0.033628-0.0043009i,-0.043569+0.014812i,-0.039737+0.038806i,-0.013169+0.031683i,0.0012713-0.0073895i,-0.0016031-0.045249i,-0.0060505-0.065296i,-0.0098818-0.064636i,-0.0054615-0.038556i,0.010606-0.004789i,0.016097+0.0048059i,0.0027689-0.003515i,-0.0068975+0.0027646i,0.0024701+0.019392i
0.40479+0.0079202i,0.43327-0.00077289i,0.26185+0.049947i,0.15733+0.087274i,0.16934+0.01302i,0.10589-0.10598i,0.00095439-0.13195i,-0.032341-0.080528i,-0.018721-0.052014i,-0.015207-0.056465i,-0.02166-0.04426i,-0.023875-0.011239i,-0.022209+0.026256i,-0.0059528+0.060341i,0.025401+0.062618i,0.060797+0.034177i,0.088047-0.010716i,0.083647-0.055989i,0.048203-0.063441i,0.019458-0.04176i,0.013313-0.020956i,0.014255+0.00014072i,0.018588+0.020654i
-0.21223+0.080746i,-0.23088+0.07288i,-0.10625-0.066153i,-0.042856-0.20557i,-0.089059-0.17584i,-0.098561-0.068585i,-0.070384-0.011935i,-0.036975+0.015801i,0.0051506+0.036013i,0.022273+0.056795i,0.021387+0.08362i,0.03592+0.072124i,0.044533+0.028232i,0.027954+0.0016552i,-0.00053422-0.0010458i,-0.027039+0.016766i,-0.035727+0.044102i,-0.018132+0.056663i,0.012874+0.044359i,0.030424+0.017616i,0.018184-0.0079996i,-0.0088301-0.018319i,-0.02493-0.018489i
0.24769-0.2816i,0.32247-0.42922i,0.25383-0.40844i,0.13722-0.25258i,0.074715-0.086252i,0.051364+0.044999i,0.043944+0.092575i,0.038845+0.083123i,0.041638+0.070822i,0.031881+0.043049i,-0.014868+0.036868i,-0.027668+0.081153i,0.020818+0.10247i,0.061064+0.060725i,0.065368-0.0035648i,0.048029-0.042119i,0.030571-0.04722i,0.017348-0.031955i,0.0081199-0.0051374i,0.01396+0.0074213i,0.018526-0.0081473i,0.011618-0.023107i,0.010407-0.020541i
-0.22444+0.42i,-0.24489+0.67365i,-0.11612+0.62972i,0.030671+0.33118i,0.056429+0.063918i,0.0074412-0.063562i,-0.02768-0.096358i,-0.041928-0.071363i,-0.038436-0.016057i,-0.021285+0.016056i,-0.0071655+0.014826i,0.0010797-0.00013158i,-0.0018918-0.014315i,-0.008301-0.012644i,0.0016705-0.005405i,0.02026-0.0073614i,0.029447-0.0056519i,0.02647+0.0099655i,0.0094199+0.034142i,-0.0032111+0.061828i,0.015454+0.07605i,0.04544+0.058115i,0.050236+0.023833i
0.12797-0.35629i,0.20623-0.60806i,0.25662-0.62974i,0.27376-0.45024i,0.21958-0.2964i,0.097652-0.202i,-0.0094896-0.11353i,-0.049402-0.048914i,-0.070016-0.0053164i,-0.089252+0.047351i,-0.084158+0.091004i,-0.054108+0.098089i,-0.024519+0.077115i,-0.016371+0.057955i,-0.023725+0.049121i,-0.036425+0.044533i,-0.048492+0.036397i,-0.057892+0.01767i,-0.063813+0.0017994i,-0.062788-0.0042531i,-0.059693-0.0046916i,-0.053221+0.0027095i,-0.034731+0.012787i
0.096704+0.30481i,0.21145+0.46333i,0.27347+0.47778i,0.27111+0.38077i,0.23848+0.27362i,0.17459+0.15677i,0.090256+0.05658i,0.024037+0.030004i,0.0079669+0.024465i,-0.00046769-0.006137i,-0.032516-0.028021i,-0.054871-0.013023i,-0.047418+0.0046179i,-0.036195-0.0081022i,-0.036974-0.029388i,-0.036507-0.037934i,-0.025306-0.036003i,-0.0042979-0.028249i,0.021183-0.020448i,0.037141-0.019094i,0.030647-0.017738i,0.018595-0.0046051i,0.022029+0.0046635i
-0.1706-0.03746i,-0.25789+0.044511i,-0.20662+0.18545i,-0.080124+0.25064i,-0.03481+0.22285i,-0.039869+0.17119i,-0.01854+0.10187i,-0.020917+0.031506i,-0.049466+0.013145i,-0.045952+0.0016043i,-0.046932-0.032105i,-0.056012-0.029501i,-0.022635-0.001539i,0.034228-0.0076911i,0.068388-0.038681i,0.068062-0.060546i,0.047052-0.059518i,0.020468-0.038532i,0.0017396-0.013396i,0.0022406-0.0026148i,0.011464-0.012071i,0.0094276-0.026547i,-0.0021531-0.023086i
0.029341-0.10185i,-0.021815-0.19291i,-0.13752-0.15516i,-0.18189+0.026596i,-0.092025+0.1273i,-0.00016424+0.059369i,0.0049165-0.012317i,-0.017804-0.01384i,-0.025619-0.0014181i,-0.017354-0.00076568i,-0.0090391-0.019909i,-0.026643-0.033416i,-0.039129-0.009184i,-0.02139+0.026844i,0.0034582+0.040539i,0.015781+0.033535i,0.012046+0.022923i,0.0005247+0.016759i,-0.013949+0.016523i,-0.031511+0.026762i,-0.036124+0.044498i,-0.020595+0.051318i,-0.0046592+0.039547i
0.0053092+0.12461i,0.062649+0.19664i,0.094034+0.14356i,-0.0012506+0.0076555i,-0.11485-0.04035i,-0.085678-0.017517i,0.0020325-0.041834i,0.011164-0.092716i,-0.030067-0.10641i,-0.062199-0.076709i,-0.051583-0.034116i,-0.021804-0.019594i,-0.019762-0.019153i,-0.036386-0.0003452i,-0.041167+0.028503i,-0.023286+0.042057i,-0.0052406+0.028651i,-0.0043733+0.012772i,-0.0033159+0.0078706i,0.0049386-0.0061808i,0.0082231-0.031329i,0.0032658-0.046899i,-0.0014998-0.043951i
