-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
0.076574-0.12302i,0.041687-0.26463i,-0.032993-0.40573i,-0.023541-0.41256i,0.087539-0.24205i,0.14596-0.040122i,0.096087+0.044571i,0.032804+0.039392i,0.017094+0.030923i,0.033473+0.028903i,0.045154+0.021233i,0.038405+0.013393i,0.018841+0.010018i,0.0011084+0.010112i,-0.0035616+0.0069112i,0.00038782+0.00035002i,0.0044542-0.0011205i,0.0056546+0.0002304i,0.0039755+0.00080528i,0.0025731+0.0014584i,0.0032039-1.5727e-05i,0.0038755-0.0036063i,0.0030837-0.0051629i
-0.038211+0.15642i,0.0091418+0.29176i,0.077563+0.39866i,0.059869+0.36924i,-0.03052+0.18865i,-0.060562+0.0014812i,-0.012205-0.053474i,0.029679-0.028232i,0.02762-0.018685i,-0.0048313-0.01713i,-0.029459-0.0072439i,-0.027783-0.0035685i,-0.014333-0.007132i,-0.0010649-0.0086289i,0.0062304-0.0064567i,0.0049057-0.0043078i,0.00026804-0.0031934i,-0.0016727-0.0015531i,0.0015739-0.00070777i,0.0048142-0.0020705i,0.0027043-0.0034858i,-0.00062712-0.00085072i,0.00077416+0.00089344i
-0.014044-0.16941i,-0.071324-0.29642i,-0.12297-0.37975i,-0.079381-0.3364i,0.013601-0.15582i,0.038446+0.026125i,0.018992+0.071021i,0.017262+0.031875i,0.024197+0.01145i,0.037592+0.0072691i,0.045166+0.00086439i,0.035898+0.0035044i,0.021543+0.0080573i,0.0066254+0.0040938i,-0.0032584-0.0019679i,-0.0033349-0.004157i,0.00019817-0.001527i,0.0024407+0.002401i,0.002184+0.0025255i,0.00069138+0.0024609i,-0.00042399+0.0031678i,-0.00078153-0.00044095i,-0.0023035-0.0044327i
0.066437+0.15992i,0.13363+0.27573i,0.16909+0.34885i,0.11217+0.30993i,0.038529+0.13943i,0.045402-0.03432i,0.064144-0.088756i,0.030949-0.062679i,-0.0058513-0.037606i,-0.028271-0.027532i,-0.040884-0.016802i,-0.035719-0.0087682i,-0.018287-0.0056918i,-0.0029169-0.0040166i,0.0016399-0.003837i,-0.0021526-0.0055661i,-0.0043505-0.0096255i,-0.001816-0.013729i,5.6305e-05-0.014009i,-0.0032737-0.011623i,-0.0083477-0.0067731i,-0.0097995-7.0016e-05i,-0.0060679+0.0034581i
-0.10365-0.14157i,-0.17995-0.24216i,-0.20775-0.31146i,-0.15061-0.28046i,-0.091416-0.13784i,-0.10694-0.015502i,-0.11611+0.0050315i,-0.074134-0.012886i,-0.032726-0.0079101i,0.00048774+0.0071574i,0.025876+0.0081544i,0.029297+0.0057512i,0.018737+0.0063737i,0.0089879+0.005261i,0.0022427+0.0030776i,-0.0018123+0.005323i,-0.0037594+0.011241i,-0.0064783+0.013498i,-0.0096827+0.013075i,-0.0096464+0.012336i,-0.004617+0.010701i,0.0013848+0.0069291i,0.00141+0.0033453i
0.14511+0.1016i,0.22649+0.18709i,0.24684+0.25011i,0.17339+0.23643i,0.10132+0.13662i,0.10181+0.043341i,0.078618+0.012972i,0.012865+0.0073064i,-0.022553-0.0016057i,-0.035416-0.0066599i,-0.044534-0.0040382i,-0.038609-0.0058291i,-0.025234-0.010084i,-0.016473-0.0070138i,-0.0097914-0.003226i,-0.0052482-0.0055666i,-0.0036775-0.0099673i,-0.0024421-0.010673i,-0.00056895-0.0096146i,0.00020801-0.0092066i,-0.0015657-0.0073936i,-0.0027773-0.0021383i,-0.0011639+0.0017242i
-0.15376-0.05584i,-0.24078-0.12742i,-0.25019-0.1876i,-0.15239-0.1885i,-0.060382-0.1312i,-0.063693-0.074324i,-0.063734-0.038938i,-0.019923-0.0090825i,0.010408+0.0048551i,0.021516+0.0057478i,0.030068+0.0068955i,0.031255+0.0088442i,0.022214+0.0061994i,0.011109+0.0021409i,0.0043779+0.0033042i,0.0026182+0.0096442i,0.0007876+0.015581i,-0.0024512+0.016813i,-0.0039477+0.01673i,-0.0017039+0.018187i,0.0037848+0.016748i,0.0071668+0.0092572i,0.0050415+0.0022485i
0.15224+0.0040449i,0.24686+0.059677i,0.25833+0.11793i,0.15643+0.13731i,0.05518+0.11412i,0.035256+0.091033i,0.027362+0.077298i,0.0067164+0.050155i,-0.0015901+0.024255i,-0.0067809+0.010597i,-0.0161+0.0027066i,-0.02188-0.0041857i,-0.020135-0.0082014i,-0.014233-0.0076677i,-0.0067999-0.0067762i,-0.00015034-0.0094231i,0.0050875-0.012902i,0.0090403-0.012816i,0.012495-0.011284i,0.011769-0.011711i,0.0056252-0.011974i,0.00031111-0.0077585i,0.00010599-0.0028857i
-0.1366+0.034949i,-0.23543+0.0033053i,-0.24348-0.050903i,-0.13373-0.0934i,-0.027154-0.10315i,0.010939-0.094874i,0.032825-0.069305i,0.044331-0.028779i,0.031705-0.0035944i,0.019937+0.0045444i,0.020832+0.0091438i,0.022409+0.012381i,0.018822+0.013697i,0.014664+0.012951i,0.010371+0.012706i,0.0043735+0.014149i,-0.00020296+0.014557i,-0.002842+0.013167i,-0.0057729+0.011154i,-0.0073691+0.011189i,-0.0050005+0.012277i,-0.00052971+0.010061i,0.00083078+0.0049186i
0.10862-0.062761i,0.2049-0.060024i,0.20831-0.017821i,0.085782+0.027534i,-0.039486+0.041081i,-0.08581+0.043984i,-0.079772+0.028898i,-0.053953-0.0040314i,-0.032101-0.013266i,-0.022953-0.0030837i,-0.01988-0.0015429i,-0.019261-0.0067744i,-0.016707-0.0071206i,-0.012782-0.0056369i,-0.0078238-0.0084091i,-0.0031875-0.013207i,-0.0010036-0.01499i,0.0003815-0.014066i,0.0022291-0.014356i,0.0031422-0.016233i,0.001815-0.016668i,-0.00068883-0.012035i,-0.0013317-0.0053786i
-0.079877+0.080509i,-0.16422+0.10304i,-0.17045+0.067902i,-0.063614+0.023214i,0.053777+0.021008i,0.1051+0.020433i,0.095469+0.0086701i,0.056769+0.0029928i,0.026917-0.0056712i,0.014862-0.013726i,0.01048-0.0096246i,0.011402+0.0016907i,0.012002+0.0061987i,0.010069+0.005218i,0.0056796+0.0057295i,-0.00043805+0.0064643i,-0.0051397+0.0068825i,-0.0066501+0.0065379i,-0.0075687+0.0069596i,-0.0087745+0.0094798i,-0.0073137+0.012809i,-0.0032015+0.011276i,-0.001027+0.0050985i
0.044525-0.091408i,0.10826-0.13185i,0.11616-0.098278i,0.033992-0.035126i,-0.062595-0.020405i,-0.1033-0.03063i,-0.094497-0.037381i,-0.058513-0.034472i,-0.022615-0.017319i,-0.0025866-0.0025069i,0.0025678-0.0010255i,-0.0014626-0.0042442i,-0.0028585-0.0067208i,-0.0011368-0.010519i,0.0018175-0.012874i,0.0051067-0.012346i,0.0064038-0.009844i,0.0060759-0.0067959i,0.0063295-0.0054958i,0.0077746-0.0060524i,0.0082306-0.0075095i,0.0061054-0.0068436i,0.0037154-0.0034153i
-0.019559+0.091369i,-0.061147+0.14532i,-0.069057+0.12947i,0.0032549+0.087586i,0.095279+0.089214i,0.12837+0.097896i,0.098045+0.082472i,0.042204+0.054931i,0.0098257+0.028884i,0.0022106+0.013116i,0.0005204+0.0081662i,0.002055+0.008359i,0.0039169+0.007994i,0.0034537+0.0075259i,-0.00013013+0.0090926i,-0.0048135+0.01092i,-0.0061507+0.010453i,-0.003335+0.0088911i,-0.0033442+0.0086052i,-0.008392+0.010183i,-0.010691+0.011666i,-0.0081606+0.010761i,-0.0043416+0.0064139i
-0.010712-0.080774i,0.011863-0.13561i,0.02993-0.13161i,-0.00057984-0.11037i,-0.045208-0.13384i,-0.055553-0.15515i,-0.038913-0.12535i,-0.018888-0.068277i,-0.014989-0.02617i,-0.016669-0.0055326i,-0.011992+0.0023251i,-0.0074375+0.00040193i,-0.008148-0.0022645i,-0.0075765-0.002439i,-0.0019667-0.0041205i,0.0034596-0.0049422i,0.0049223-0.0030159i,0.0025524-0.001603i,0.0015717-0.0021696i,0.0047337-0.0049993i,0.0060015-0.0071864i,0.0045748-0.0049486i,0.0039647+0.00081489i
0.022532+0.068508i,0.01922+0.11652i,0.0036991+0.11578i,0.021687+0.089783i,0.044222+0.095867i,0.028975+0.10729i,0.0025218+0.085745i,-0.0081264+0.043344i,-0.0098246+0.010686i,-0.012139-0.0021141i,-0.012092-0.0051523i,-0.0086705-0.0062734i,-0.0073593-0.0050709i,-0.0096256-0.0016544i,-0.011578+0.0023237i,-0.010772+0.0032068i,-0.0080315+0.0010155i,-0.0051913+0.00056175i,-0.0046279+0.00045157i,-0.0086169+0.00091301i,-0.012104+0.0048018i,-0.0093854+0.0069967i,-0.0049454+0.0030868i
-0.045178-0.054699i,-0.054046-0.097511i,-0.03965-0.10633i,-0.041845-0.096944i,-0.047002-0.1128i,-0.01825-0.11777i,0.01592-0.086829i,0.024563-0.044386i,0.021855-0.015081i,0.01969-0.0050905i,0.016776-0.0006525i,0.011134+0.0026819i,0.0065509+0.0013052i,0.006242-0.0019316i,0.0085452-0.0043884i,0.01113-0.0049141i,0.01059-0.0037434i,0.0070937-0.0031645i,0.0058301-0.0019319i,0.0092478-0.00051632i,0.013642-0.00092599i,0.013351-0.00196i,0.0083707-0.00062434i
0.048671+0.029935i,0.062359+0.063497i,0.038245+0.078264i,0.0092003+0.080768i,-0.021042+0.10021i,-0.060981+0.097229i,-0.073643+0.059669i,-0.046812+0.025367i,-0.015902+0.012141i,-0.00057209+0.011548i,0.0014948+0.0085963i,-0.00089703+0.0051366i,0.0011682+0.00587i,0.0036025+0.0062867i,0.00011812+0.0045081i,-0.0061561+0.0030749i,-0.0075498+0.0021797i,-0.0041533+0.00049351i,-0.0033458+0.00046811i,-0.0061497+0.0028782i,-0.0085492+0.0048505i,-0.0070785+0.0038343i,-0.0024177-2.6308e-05i
-0.048252-0.0071809i,-0.068142-0.028619i,-0.050645-0.039836i,-0.0225-0.033586i,0.014054-0.028694i,0.059062-0.016557i,0.067436+0.0019154i,0.039723+0.011794i,0.01506+0.010909i,0.0057603+0.0069945i,0.0053227+0.0055474i,0.0062951+0.0053464i,0.0054273+0.0039708i,0.0058596+0.0010192i,0.0078223-0.00073681i,0.0084501+0.00066126i,0.0062513+0.0017709i,0.0021918+0.0024992i,0.00045671+0.0032063i,0.0034859+0.0020081i,0.0074788+0.00046111i,0.0078565-0.00035852i,0.0044723-8.5578e-05i
0.046095-0.0083475i,0.066024+0.0046117i,0.05246+0.022385i,0.032628+0.026073i,0.0046125+0.020017i,-0.037637+0.0035629i,-0.05-0.014232i,-0.033442-0.024273i,-0.022293-0.024347i,-0.020302-0.017067i,-0.017455-0.010572i,-0.013258-0.0074186i,-0.010841-0.0042283i,-0.010498-0.00029946i,-0.011257+0.0018732i,-0.012127+0.001153i,-0.01033-0.00070814i,-0.0058097-0.002949i,-0.0055392-0.006175i,-0.010517-0.0076906i,-0.014604-0.0060954i,-0.014734-0.0027051i,-0.0096105-9.5189e-05i
-0.038552+0.016736i,-0.054853+0.015649i,-0.035465+0.0020722i,-3.4779e-05+0.0043324i,0.036252+0.02474i,0.069514+0.048269i,0.064642+0.051007i,0.033262+0.033073i,0.012867+0.010723i,0.0068365-0.0040042i,0.0069088-0.005723i,0.007316-0.0046156i,0.0034308-0.0083636i,0.00046335-0.010787i,0.0040574-0.0074619i,0.009519-0.0034727i,0.0099699-0.00067229i,0.0066676+0.0023851i,0.0046231+0.0040254i,0.0051288+0.0029728i,0.0071911+0.002253i,0.0074296+0.0016291i,0.0030285+0.0011009i
0.029301-0.030256i,0.040059-0.035476i,0.030894-0.023747i,0.016404-0.032275i,0.0017546-0.068333i,-0.016663-0.093111i,-0.015132-0.081239i,-0.00013057-0.050594i,0.0043721-0.021441i,0.0013194-0.00075495i,-0.0020819+0.0083558i,-0.002882+0.0093695i,-0.00097185+0.0079388i,-0.00026267+0.0071145i,-0.0022221+0.0055747i,-0.0051981+0.0023014i,-0.0045471-0.00042881i,-0.0018562-0.0026657i,-0.0013162-0.0046675i,-0.0041308-0.0036637i,-0.0083334-0.0013856i,-0.0098015+0.0011356i,-0.0052659+0.0035546i
-0.013049+0.038576i,-0.016206+0.043924i,-0.014399+0.022862i,-0.016611+0.020307i,-0.013735+0.046603i,-0.0044402+0.062879i,-0.0066933+0.051246i,-0.010708+0.031179i,-0.0088137+0.022403i,-0.0037568+0.017688i,0.0018039+0.010593i,0.0045376+0.0045118i,0.0057914+0.00164i,0.0073046-0.00055018i,0.0075159-0.0017967i,0.007335-0.0021562i,0.0053249-0.0011162i,0.002016+0.0025299i,0.0017729+0.0071199i,0.0045603+0.010487i,0.0089246+0.011661i,0.012545+0.0090978i,0.011059+0.0029999i
-0.00015781-0.031223i,-0.0072296-0.037458i,-0.0030811-0.022013i,0.005663-0.036443i,0.0058466-0.077026i,0.0098827-0.089016i,0.018787-0.067159i,0.01285-0.039013i,0.002446-0.017633i,-0.0019164-0.0066764i,-0.0056154-0.0030769i,-0.0075207+0.00093598i,-0.0064164+0.0055473i,-0.0055446+0.0066325i,-0.0071697+0.0025287i,-0.0095021-0.0017831i,-0.0089326-0.0030528i,-0.0065155-0.005449i,-0.0052531-0.0079263i,-0.0066565-0.0082191i,-0.0093728-0.0079856i,-0.0095521-0.0048901i,-0.0045046-6.8216e-05i
0.015951+0.030227i,0.022569+0.030405i,0.0022624+0.021607i,-0.026543+0.049162i,-0.040815+0.090517i,-0.049808+0.079044i,-0.054852+0.03812i,-0.041729+0.016051i,-0.019213+0.0034296i,-0.0017819-0.0084202i,0.0073228-0.015122i,0.0080377-0.015996i,0.004564-0.014032i,0.00232-0.01226i,0.0035588-0.0086745i,0.0055566-0.0041768i,0.0041919-0.0013963i,0.0012681+0.00098451i,0.00097497+0.0026564i,0.0031938+0.0036813i,0.0064727+0.0045911i,0.0090569+0.0020502i,0.0071902-0.0035594i
-0.030113-0.022787i,-0.035776-0.012202i,-0.0080674+0.0014988i,0.023819-0.016968i,0.037938-0.040671i,0.04439-0.026892i,0.040957-0.0016033i,0.029136+0.0055439i,0.021534+0.0050607i,0.016324+0.005538i,0.0084829+0.007669i,0.0022681+0.0081886i,-0.0011412+0.0049673i,-0.0037467+0.0013521i,-0.0061416+0.00048695i,-0.0069256+0.00087931i,-0.0047757+0.00095115i,-0.0020532-0.00042576i,-0.00096128-0.0041524i,-0.0021791-0.0083139i,-0.0064634-0.010117i,-0.010416-0.007769i,-0.0094082-0.0022746i
0.039145+0.0090484i,0.041412-0.0054626i,0.014287-0.0019175i,-0.0045035+0.032142i,-0.011287+0.047707i,-0.029947+0.026424i,-0.036609+0.0077463i,-0.022343+0.0029822i,-0.011611+0.0011837i,-0.0086147+0.0020983i,-0.0064703+0.0029271i,-0.0024018+0.0011394i,0.0031215-0.00069722i,0.0068243-0.00028358i,0.0083537+0.0020326i,0.0082181+0.0033332i,0.0051658+0.0046538i,0.0021083+0.0065572i,0.00043529+0.0069918i,-0.00060948+0.0088508i,0.0020624+0.011052i,0.0060387+0.0078528i,0.0060907+0.0011606i
-0.036241+0.012304i,-0.025867+0.027017i,0.012555+0.011616i,0.036063-0.033019i,0.043113-0.045346i,0.050285-0.011979i,0.045481+0.010632i,0.027461+0.0085558i,0.0084138+0.003908i,-0.0060074+0.0037778i,-0.011886+0.0074693i,-0.0091989+0.010002i,-0.0063471+0.0085535i,-0.0062474+0.0052188i,-0.0066551+0.0013398i,-0.0059596-0.0020354i,-0.0030697-0.0038516i,-0.00081997-0.0038406i,-0.00095302-0.002751i,-0.002068-0.003529i,-0.0040152-0.0049275i,-0.0057407-0.0027167i,-0.0047676+0.0027567i
0.030294-0.023145i,0.013761-0.036822i,-0.016663-0.019856i,-0.020582+0.0093709i,-0.014122+0.0076887i,-0.015772-0.019657i,-0.01265-0.030059i,-0.0066706-0.025925i,-0.0081782-0.024269i,-0.0096499-0.021329i,-0.0056389-0.016832i,-0.0016109-0.011568i,0.00036453-0.006051i,0.0039005-0.0010779i,0.0075243+0.00099569i,0.0074007+0.0016276i,0.004378+0.0026349i,0.0013373+0.0018464i,-0.0010472+0.002797i,-0.0010149+0.0058969i,0.0020465+0.0082517i,0.0055844+0.0077784i,0.0074427+0.0036845i
-0.018215+0.035816i,0.0024292+0.040852i,0.021748+0.008468i,0.0042802-0.025141i,-0.01516-0.016693i,-0.0062453+0.01029i,0.0021168+0.010168i,-0.00067677+0.00064628i,0.00058661+0.002761i,0.0069189+0.0053463i,0.010286+0.0044156i,0.0073887+0.0013973i,0.0016269-0.0027815i,-0.0023877-0.0056042i,-0.0041743-0.0063977i,-0.003883-0.0067068i,-0.0021951-0.0064304i,-0.00069023-0.0039994i,0.002061-0.0020416i,0.0042156-0.0041441i,0.0021087-0.0067746i,-0.0016141-0.0058873i,-0.0029743-0.0024399i
0.0045164-0.041293i,-0.021256-0.039577i,-0.038787+1.3419e-05i,-0.023758+0.034042i,-0.0050609+0.020848i,-0.0019203-0.0079282i,0.000915-0.012266i,0.00049593-0.0052907i,0.0014419+0.0036538i,0.0059489+0.010525i,0.0065742+0.0085008i,0.0057196+0.0042294i,0.0070812+0.0021447i,0.0086039+0.00042504i,0.0071635+0.000339i,0.0040373+0.0021556i,0.0017255+0.0040826i,0.0002039+0.0027457i,-0.0011491+0.0011096i,-0.0027131+0.0031318i,-0.0012497+0.0053703i,0.0024747+0.0047931i,0.0045751+0.0015817i
0.014109+0.045949i,0.037619+0.0373i,0.036428-0.00045091i,0.0044353-0.015193i,-0.013637+0.0074144i,-0.0099356+0.016953i,-0.013955+0.0044587i,-0.017067+0.0039634i,-0.011258+0.0116i,-0.0057602+0.013405i,-0.0031585+0.010402i,-0.0011755+0.0055319i,-0.0011832+0.0033778i,-0.0031339+0.001967i,-0.0052028-0.0011185i,-0.0061094-0.004796i,-0.0062221-0.0063896i,-0.005028-0.0039468i,-0.00046472-0.0022956i,0.0020101-0.0040988i,0.00010397-0.0059903i,-0.0014511-0.0059063i,-0.0027447-0.0033784i
-0.031986-0.042517i,-0.050948-0.02151i,-0.029811+0.026107i,0.024689+0.042816i,0.052519+0.016911i,0.040295+0.0026775i,0.024483+0.0091675i,0.016834+0.0075572i,0.0086196-0.0023081i,-0.00050756-0.0093094i,-0.004974-0.0083784i,-0.0042853-0.0025799i,-0.0010601+0.00085186i,0.0013958+0.0010385i,0.0014843+0.0014185i,0.0020679+0.0037959i,0.001966+0.0054463i,0.00070182+0.0031393i,-0.0022319-0.00046894i,-0.0051115-2.9403e-05i,-0.004356+0.0027897i,-0.0014624+0.0049389i,0.0012069+0.0049505i
0.046997+0.020644i,0.063416-0.0058012i,0.034513-0.042439i,-0.0097143-0.042382i,-0.019149-0.018609i,-0.01392-0.016599i,-0.015345-0.022356i,-0.01063-0.016692i,-0.0016025-0.015428i,0.0027998-0.01616i,0.0033968-0.012507i,0.0010963-0.0076651i,-0.0031329-0.0033647i,-0.0053039-0.0014887i,-0.0042378-0.0011892i,-0.0032151-0.0018298i,-0.0033337-0.0018271i,-0.0031962+0.00010177i,-0.0015052+0.00015658i,0.00083607-0.001481i,0.0011383-0.0023548i,2.4e-05-0.0019274i,-0.0015107-0.00056977i
-0.052772+0.0057949i,-0.057331+0.035951i,-0.01187+0.052261i,0.037066+0.019152i,0.037615-0.01843i,0.020823-0.013109i,0.018239+0.0033518i,0.017133+0.0039868i,0.010493+0.0015657i,0.0037684+0.0020701i,0.00077946+0.0038419i,0.00058979+0.0039753i,0.00083425-0.00065073i,0.00048498-0.0037305i,0.00096081-0.00024649i,0.0025612+0.0060163i,0.0035155+0.0086165i,0.0033948+0.0057966i,0.0012449+0.0043771i,-0.00057664+0.0053791i,-0.00092955+0.0054796i,-0.00087729+0.0054984i,0.00096824+0.0047176i
0.05519-0.026351i,0.046366-0.061986i,-0.0085775-0.074299i,-0.057836-0.04625i,-0.062511-0.020315i,-0.045227-0.017732i,-0.029392-0.017536i,-0.017326-0.011753i,-0.011022-0.0050786i,-0.0079145+0.0023073i,-0.0048848+0.0043714i,-0.0031679+0.0012122i,-0.0022981+0.0012535i,-0.0020329+0.0031236i,-0.0017906-0.00073024i,-0.0024828-0.0073595i,-0.0044841-0.0085366i,-0.0048944-0.0050264i,-0.0025669-0.0019133i,-0.00070873-0.0015951i,-0.00076544-0.0028961i,-0.00080594-0.0039343i,-0.00038418-0.0045528i
-0.039442+0.042764i,-0.022161+0.075161i,0.021486+0.069893i,0.037835+0.03461i,0.019473+0.019295i,0.007574+0.027756i,0.0094161+0.022182i,0.0049859+0.0065536i,-0.0046286+0.0033072i,-0.0088631+0.005474i,-0.0057624+0.0059177i,-0.00022302+0.0053661i,0.0023498+0.0035288i,0.0023297+0.0012176i,0.0029274+0.00048889i,0.004741+0.0014849i,0.0063086+0.00092827i,0.0057163-0.0008143i,0.0029923-0.0020129i,0.00086431-0.0019343i,-0.00060227-9.2857e-05i,-0.00078714+0.0025542i,0.00010491+0.0033593i
0.018138-0.059347i,-0.011313-0.081607i,-0.056712-0.053514i,-0.066818+0.0062611i,-0.037689+0.035541i,-0.012874+0.021727i,-0.0072994+0.0065388i,-0.005596+0.0018295i,-0.0011271-0.001797i,0.0033865-0.0037007i,0.0048125-0.002434i,0.0029688+0.0012928i,0.0011441+0.0036558i,0.0011516+0.0032776i,0.000909-0.00091802i,-0.0012053-0.0060708i,-0.0039246-0.0068215i,-0.0038415-0.00452i,-0.0020242-0.0040128i,-0.00093576-0.0049005i,-5.1196e-05-0.0043097i,0.0012637-0.0028845i,0.00045403-0.0016294i
0.0026045+0.066743i,0.039865+0.083282i,0.080094+0.056067i,0.082176+0.015568i,0.058344+0.0053895i,0.042182+0.008379i,0.028215-0.00026435i,0.012254-0.0031352i,0.0055142+0.0012919i,0.005855+0.0028357i,0.0054397+0.0029985i,0.0039292+0.00090591i,0.0028222-0.0025651i,0.0025985-0.0041553i,0.001744-0.00048021i,0.0014232+0.0061797i,0.0011565+0.0083418i,0.0011204+0.0061014i,0.0015662+0.0048631i,0.0018095+0.0044539i,0.0010612+0.0039384i,-0.00036706+0.0049054i,-0.00050984+0.0055576i
-0.028941-0.062074i,-0.065763-0.065059i,-0.082473-0.025351i,-0.047669+0.013177i,0.00014268+0.0076179i,0.012518-0.01043i,0.0055443-0.0071425i,0.0023521+0.0023757i,0.0031971+0.0046154i,0.0031175+0.0034787i,0.00082663+0.0022162i,-0.001486+0.00095692i,-0.003176-4.0509e-05i,-0.004023-0.0013181i,-0.0050379-0.0038301i,-0.0068897-0.0050297i,-0.0077852-0.0036211i,-0.0068903-0.0014849i,-0.0055994-0.00040771i,-0.004846+0.00028008i,-0.0030754-9.8721e-05i,-0.00015978-0.0017977i,0.0017939-0.0022043i
0.051883+0.045301i,0.092131+0.034416i,0.10175-0.016468i,0.069468-0.058156i,0.032584-0.056881i,0.014806-0.042274i,0.0042017-0.0329i,-0.0031794-0.01992i,-0.0069123-0.0079442i,-0.0080269-0.0030989i,-0.0048452-0.0026621i,-0.0017823-0.0042583i,-0.0018605-0.0052756i,-0.0029601-0.0029985i,-0.0016232+0.0010662i,0.0018202+0.0037566i,0.0034077+0.0037634i,0.0025092+0.0017948i,0.00018231+0.0015633i,-0.0015083+0.0030483i,-0.0024829+0.0030379i,-0.0034135+0.0024195i,-0.0026674+0.0014664i
-0.066336-0.02547i,-0.10248-0.0061765i,-0.09467+0.029103i,-0.053741+0.034613i,-0.030281+0.0076933i,-0.028797-0.0035629i,-0.01908+0.0040336i,-0.003247+0.0034105i,0.0022369-0.0031037i,0.00061684-0.005453i,-0.00021943-0.0026763i,-0.00056374+0.0013025i,-0.0018369+0.0024684i,-0.0027836+0.0014693i,-0.00063773-0.0012656i,0.0014654-0.0040875i,0.0013248-0.0038689i,0.0011932-0.0023559i,0.00096811-0.0028097i,-0.00033617-0.0040245i,-0.00041343-0.0046554i,0.0012703-0.0044107i,0.0019652-0.0022731i
0.07281-0.00039111i,0.099314-0.029878i,0.070993-0.063493i,0.0086948-0.060436i,-0.028444-0.030995i,-0.029449-0.013422i,-0.020439-0.010323i,-0.010881-0.010224i,-0.0012026-0.0094689i,0.0039446-0.0054528i,0.0027587-0.0016344i,-0.00027714-0.00080052i,3.3496e-05-0.00056948i,0.0021009+0.0020805i,0.0038123+0.0059128i,0.0045562+0.0060138i,0.0036854+0.0023076i,0.0025024-0.0006022i,0.0023933-0.00089335i,0.0025224-8.7246e-05i,0.0013639+0.0015556i,-0.00038278+0.0026461i,-0.0016053+0.0016314i
-0.068996+0.034108i,-0.087133+0.072858i,-0.059987+0.096455i,-0.021211+0.082884i,-0.0094454+0.058591i,-0.0083271+0.045002i,0.00038571+0.031746i,0.0061583+0.015472i,0.0046292+0.0068506i,0.0020854+0.0056457i,0.00018643+0.0068492i,-5.067e-05+0.0078457i,0.0012062+0.0064121i,0.0014965+0.003154i,-0.001302-0.00015518i,-0.0037681-0.001805i,-0.0034537-0.00123i,-0.0016075-0.00016867i,0.000376-0.0003709i,0.0012733-0.0017125i,0.0019572-0.0014387i,0.0031189+0.0012427i,0.0024896+0.0028156i
0.050237-0.053474i,0.054134-0.091872i,0.025404-0.093404i,-0.0016308-0.048209i,-0.0018194-0.0018741i,0.0074636+0.010622i,0.004028+0.0049252i,-0.0056535+0.0015187i,-0.0097327+0.0025448i,-0.0079645+0.0025781i,-0.0053835-0.00025211i,-0.0043618-0.0028524i,-0.0022602-0.0026147i,0.00090536-0.00164i,0.0019781-0.0023043i,-4.3587e-05-0.0028083i,-0.0019749-0.0028188i,-0.0028035-0.0023405i,-0.0039796-0.00086687i,-0.0055138+0.0015387i,-0.0065006+0.0031609i,-0.0050673+0.0022582i,-0.0014129-0.00035273i
-0.026057+0.070494i,-0.016663+0.11i,0.015441+0.10983i,0.044159+0.073289i,0.051717+0.039388i,0.043023+0.022848i,0.029188+0.0098815i,0.011749+0.001063i,-0.0026397-0.0015782i,-0.0065387-0.0017226i,-0.0014332+0.00029689i,0.0035272+0.0025593i,0.0030548+0.0017524i,0.00075995-0.0013161i,-0.00061626-0.0037957i,-0.000776-0.0034023i,0.00029668+2.9237e-06i,0.00063704+0.0022186i,-3.9587e-05+0.00088602i,-6.849e-05-0.00090717i,0.0011798-0.000849i,0.0020149+0.00013258i,0.0019516+0.0011911i
-0.00099996-0.073124i,-0.015535-0.10686i,-0.031906-0.099754i,-0.026468-0.063028i,-0.0020193-0.036443i,0.010481-0.029855i,0.0053745-0.02082i,0.0016217-0.0085867i,0.0017082-0.0032368i,0.0017025-0.0019843i,0.0013418-0.00061765i,-5.6765e-05-0.0016216i,-0.0016194-0.004753i,-0.0014625-0.0050519i,-0.00019113-0.0022761i,-0.00010025-0.0006663i,-0.00076413-0.00032346i,-0.0014985+0.00044853i,-0.001975+0.0020411i,-0.0024156+0.0021362i,-0.0031155+0.00021991i,-0.0026867-0.0010871i,-0.00079679-0.00082206i
