-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
-0.0020267-0.0019995i,-0.0020149-0.0028328i,-0.0030323-0.0032005i,-0.0028594-0.0010855i,-0.0012869+0.00096898i,0.00037488+0.00081621i,0.0012851+0.00026362i,0.00080783-0.00030032i,1.4976e-06-0.00086516i,-0.00090663-0.00010942i,-0.0014247+0.00060281i,-0.0011892+0.00012941i,-0.0004511+0.00016347i,0.00012316+0.00050577i,-6.9277e-05-0.0005218i,0.00015327-0.00071316i,0.0004304-0.00041393i,0.00036562-0.0010839i,0.00014018-0.0010206i,-0.00057706-0.00024298i,-0.0010582+0.00050007i,-0.00040457+0.00018145i,-8.7605e-05+5.4115e-05i
-0.0018718-0.0022767i,-0.0017904-0.0017112i,-0.0015447-0.0011053i,-0.001516+0.00071215i,-0.0011931+0.0012284i,0.00022542+0.00094104i,0.00064081+0.0003158i,0.00021048-0.00026893i,-0.00054713-0.00087339i,-0.0013183-0.00091925i,-0.0011557+0.00020152i,-0.00036752+0.00054516i,-0.00037511+0.00024331i,-0.000817+0.0004177i,0.0002202+0.00030723i,0.0013695+0.00033507i,0.00045383+1.3285e-05i,-0.00065899-0.00049249i,-0.00024922-0.00040924i,-3.6489e-05-0.00053595i,0.00023562-0.00054827i,8.2653e-06+0.0003917i,-0.00063321+0.00071487i
3.1479e-05-0.001614i,8.7741e-05-0.001896i,0.00047984-0.00077707i,0.0010287+4.8386e-05i,0.0015106+0.00037522i,0.00050931+0.00072326i,-0.00045461-1.9279e-05i,-0.00042388-0.0013647i,-0.00052136-0.0016787i,-0.00052024-0.0012787i,-5.2881e-05-0.00085857i,-4.7122e-05-0.00068238i,-0.00078611-0.00083824i,-0.0012267-0.00070748i,-0.00065847-0.00073995i,0.00029989-0.00059075i,0.0002107-0.00087299i,0.000387-0.0012666i,0.00075147-1.9458e-05i,0.00014256+0.00075879i,-5.0298e-05+0.00049004i,0.00064733+0.00049756i,0.0011399+0.00010664i
0.00058733-0.0012286i,0.00079449-0.0012828i,0.0016978-0.0014634i,0.001946-0.0010723i,0.0016341-0.0009097i,0.0014267-0.00085175i,0.0010129-0.0011815i,7.626e-05-0.0013353i,-0.00027736-0.00027836i,-0.00032865+0.00038299i,-0.00077527-0.0001945i,-0.0011872-0.00077019i,-0.0013677-0.00080795i,-0.00099794-0.001192i,-0.00016274-0.00056557i,4.9274e-05+0.00040088i,-9.3351e-05+0.00016901i,-0.00048625-0.00030476i,-0.00075489+7.3398e-05i,-0.00043332+0.00045343i,6.9208e-05+0.00021644i,0.00012197-0.00025356i,0.00041671-0.0002951i
0.00014549-0.0013577i,-0.001212-0.0022567i,-0.0018432-0.002097i,-0.0015071-0.00035272i,-0.0015338+0.00064951i,-0.0013656+0.0011447i,-0.00042862+8.9059e-05i,-4.5926e-05-0.001541i,-0.00016854-0.0012681i,-0.00066779-0.00038204i,-0.0012412+9.4054e-05i,-0.00088565+0.00017609i,0.00018019-6.3304e-05i,0.00024305-0.00073006i,-0.00032711-0.0015245i,-0.00049141-0.001439i,1.2675e-07-0.00034957i,0.00028582+0.00045636i,-0.00024743+0.00050002i,-0.00066047-0.0001098i,-0.00055414-0.00044594i,-0.00042598-0.00014297i,-6.4884e-06+1.3269e-05i
-0.0009313-0.00044906i,-0.00074856-0.0003545i,-2.9034e-05-0.00015866i,-0.00067441+0.00053241i,-0.00054813+0.001399i,-0.00024328+0.001315i,-0.00010991-7.6947e-05i,0.00038848-0.0011294i,0.00084035-0.0012014i,0.00048697-0.00026752i,-0.00019566+0.00032731i,0.00031729+0.00060913i,0.00062459+0.00018452i,0.0008661-0.0006316i,0.0010618-0.00096902i,0.00074589-0.00087478i,0.00015562-6.015e-07i,7.7394e-05+0.00035086i,-0.00032213+0.00048992i,-0.00076435+0.00040963i,-0.0002833+1.5343e-05i,-0.00029574+0.00018599i,-0.00051204+0.00062979i
-0.00068124+9.0218e-06i,0.00010209+0.00044645i,-0.00011594+0.001471i,0.00049722+0.0012198i,0.00093394+0.00038089i,0.00056923-0.00021584i,0.0008281-0.00061633i,0.001202-0.00088166i,0.00043642-0.0008029i,-4.649e-05-0.00028118i,3.4471e-05+0.00042835i,-1.6079e-05+0.00060846i,8.56e-05+0.00047491i,0.00025035+0.00036315i,0.00057621+0.00019483i,0.00047113+0.00074411i,0.0005634+0.00057786i,0.00015643+0.0001162i,-0.00013266+3.4477e-05i,3.2623e-05-0.00062041i,0.00016454-0.00067502i,0.0004158-6.2252e-05i,0.00044352+0.00036789i
-0.00011749+0.0011116i,0.00030652+0.00093044i,-0.00049304-0.0011828i,-0.00069921-9.9335e-05i,-0.00087352+0.00073267i,0.00022612-5.6058e-05i,0.00091161-0.00048748i,0.00017509-0.0010893i,0.00066783-0.00037081i,0.00077597+8.8992e-05i,0.00016861+0.00014398i,8.2632e-05-0.00041154i,0.00010387-0.00044022i,-0.0004121+0.0001019i,-0.00034841-6.1945e-05i,-0.00012555-2.8076e-05i,-0.00014438+0.00027591i,0.00054107-0.00017679i,0.0006823-0.00079213i,-0.0002074+4.2303e-05i,-3.4545e-05+0.0008948i,0.0005639+0.00052434i,0.00021308+0.00038905i
-0.0014142-0.00062136i,-0.0021433-0.00080641i,-0.0032979-0.0001794i,-0.0025827+0.00097462i,-0.0010416+0.0017389i,0.00017221+0.00059697i,0.00077452-0.00042302i,0.00058152-0.0009118i,0.00030098-0.00092961i,0.00028823-0.00086528i,-9.3212e-05-0.00058877i,0.00023112-0.00046572i,0.00054745-9.0255e-05i,-0.00021016+0.00026229i,-0.00061061-1.4073e-05i,-0.00047286-0.00015516i,-0.00041082+0.00011496i,-0.00042074+0.00046955i,-0.00056681+0.00067292i,-0.00097763-0.0002525i,-0.00077828-0.0015068i,-0.00046868-0.0014476i,-0.00094303-0.00021851i
0.0013137-0.0024811i,0.0012493-0.0017891i,0.0011903-0.0031622i,0.00063186-0.00319i,-0.00063859-0.001255i,-0.00022613-0.00048687i,0.00072506-0.00091829i,0.00032801-0.0014172i,-0.00025611-0.0011114i,-0.00058444-0.00041858i,-0.0001489-0.00033622i,0.00012589-0.00033538i,0.00021622+9.2462e-05i,-3.8439e-06-0.00035732i,1.6531e-05-0.0008427i,0.00049175-0.00038479i,9.0829e-05-0.00032135i,-0.00032645-0.0007528i,-0.00012563-0.00073375i,-0.00026846-0.00027594i,-0.00061837-0.0001934i,-0.00090857+1.6446e-05i,-0.00038017+0.00066642i
-0.0020278-0.0002756i,-0.0023837+0.0013277i,-0.0020995+0.0031044i,-0.00045682+0.0035287i,0.0014282+0.0036615i,0.002074+0.0026396i,0.0011835+0.00049776i,0.00054626-0.00086736i,-0.00011332-0.00057854i,-0.00031403-3.5293e-05i,-0.00072791+0.00066492i,-0.0004897+0.0013967i,0.0005472+0.0016048i,0.0007837+0.0012819i,0.00061701+0.00063865i,0.00039239+5.6978e-05i,0.00065038-0.00047091i,0.00078755-0.00036592i,0.00018003+0.00024669i,-0.0005738+0.00025856i,-0.0012428+0.00041318i,-0.0010722+0.00027456i,-0.00038957-0.00061046i
0.00073811-0.00049661i,0.00074756-0.00015633i,0.00088648-6.7712e-05i,0.00066597-0.00046686i,0.00080013-0.00085497i,0.001231-0.00068882i,0.0013415-0.00080252i,-9.1703e-06-0.0015452i,-0.0006079-0.0020715i,-0.00032265-0.0011368i,-0.00026756-0.00027269i,-0.00050137-0.00014997i,-0.00048103+0.00032146i,-0.00072841+0.00011389i,-0.00022708-3.4666e-06i,-0.00026879+0.000307i,-0.00064015-0.000103i,-0.00012638-0.00040121i,0.0002763+0.00020889i,-0.00027635+0.00031762i,-0.00039195+0.00037329i,-0.00031572+0.00044241i,0.00014407-0.00023471i
0.0025681-0.00040871i,0.0017074-8.4734e-05i,0.0021303-0.00023746i,0.0011906+0.00012587i,-0.00014146-0.00030627i,-0.00091386-0.00053854i,-0.0010543-0.00089654i,-0.00030001-0.0015172i,0.000589-0.0014736i,0.00079493-0.0010384i,-6.3181e-05-0.00090956i,-0.00040767-0.00083448i,-0.0001683-0.001001i,-0.00017192-0.0012913i,-0.00032546-0.00058659i,-0.00099311-2.9378e-05i,-0.001311-0.00056822i,-0.00072663-0.00052555i,-0.00012629+0.00024191i,-0.00020725+0.00055691i,-0.00085341+0.00018015i,-0.00064172+0.00028433i,0.00024406+0.00050473i
-0.00099969+0.001978i,-0.0011083+0.0016554i,-0.0011799+0.0010781i,0.0003375+0.00025685i,0.0016029+0.00025307i,0.0012109-0.0003947i,0.00067843-0.0014944i,0.00038151-0.0013372i,0.00082424-0.00098913i,0.0012894-0.00072875i,0.00070925-9.6592e-05i,-0.00034719-0.00014905i,-0.00012382+0.00030913i,0.00047706+0.0010186i,0.00057588-2.4624e-05i,0.00073395-0.00099828i,3.3317e-05-0.00091014i,-0.00026414-0.00086982i,8.5312e-06-0.00049015i,-0.00032874-0.00047161i,0.00012989-0.00061608i,0.0004569+0.00053749i,0.00011545+0.0014277i
-0.00043803+0.0016267i,-0.00059874+0.0020605i,0.00010662+0.0019358i,0.0010899+0.0025164i,0.0012364+0.0021729i,0.00046714+0.00049659i,-2.3315e-06+0.00015991i,0.00016741+0.00022283i,-0.00052816-0.00034959i,-0.0010803+0.00012485i,-0.0007169+0.00050492i,0.0003055+0.0012944i,0.00089538+0.0013598i,0.00065654-0.00038058i,0.00017913-0.0014198i,0.0004252-0.00084434i,0.00041767+4.4496e-05i,-3.1727e-05+0.00054711i,-0.00047522+0.00038128i,0.00034059+0.00049996i,0.0004619+0.00060979i,0.00018476+0.00031819i,0.00054173+0.00041984i
-0.00037822+0.00040132i,-0.001817-1.6029e-06i,-0.00074267-0.0003193i,-0.00019903-0.0011559i,6.9319e-05-0.00014445i,0.00057606+0.0006678i,0.00069272-0.0004659i,0.0005395-0.001079i,9.706e-05-0.00070873i,-0.00057066-0.00019093i,-0.00066972-0.00019718i,-0.00046033-0.00037458i,-0.00040996+0.00023806i,-0.00025411+0.0011673i,-3.6869e-05+0.00094984i,0.00064639+0.00063333i,0.0011877+0.00040289i,0.00097416+0.00039628i,0.0006003+0.00050633i,0.00027465-0.00093053i,1.4087e-05-0.0012406i,-0.00027344-0.0003459i,3.7695e-05-0.00025271i
-0.00089951-0.00040267i,-3.6313e-05-0.00052293i,-0.00010201+0.00017168i,-0.00058343+0.0010063i,0.00036335+0.0010087i,0.00037388+0.00062611i,-0.00034089-0.00030678i,-5.0655e-05-0.0012495i,-1.7785e-05-0.0014493i,-0.00036777-0.0011146i,-0.00015045-0.00068326i,0.00030391-0.00019212i,-0.00017813+0.00092141i,-0.0003367+0.00089521i,0.00027216+8.5114e-05i,0.00053686+0.00041198i,0.00085913+0.0013241i,0.00053804+0.0018363i,-0.00024981+0.0014786i,5.0456e-05+0.00047671i,0.00028924-0.00022352i,0.00052574+2.8729e-05i,0.00069756+0.00052308i
-0.0011345-0.0020705i,-0.0014227-0.0016674i,-0.002028-0.0022392i,-0.0016912-0.0013881i,-6.164e-05+0.00038985i,0.00052206+0.0009118i,-0.00031473+3.0567e-05i,-0.00052225-0.00055873i,-0.00062836-0.00037354i,-0.00081196+0.00013936i,-0.000212+0.00040511i,0.00016245+0.00044788i,-0.00035838+0.00053246i,-0.00072538+0.00018547i,-0.00057669-0.00015786i,-0.0001771+0.00031122i,-0.00041802+0.00057872i,-0.0010657+0.00066252i,-0.0013784+0.00047078i,-0.0017095-0.00031266i,-0.0013323-0.00011351i,-0.00075796+0.00053285i,0.00013876+0.00099006i
-0.00078988-0.00033277i,-0.0013175+0.00069069i,-0.00070762+0.00036073i,0.00031696+0.00021794i,0.00128+0.00067645i,0.0014343+8.9969e-05i,0.0012474-0.00031179i,0.00060952-2.6719e-05i,-3.488e-05-0.0004857i,-0.00073498-0.00014558i,-0.00098957+0.00055978i,-0.00080988+0.00058351i,-0.00059467-0.00032428i,-0.00031638-0.00047957i,-7.4883e-05-0.00033346i,-0.00027298-0.001353i,-0.00039433-0.0016598i,-0.00062839-0.00093566i,-0.00058076-0.00030116i,-0.00045315+5.7667e-06i,-0.00052209+0.00066884i,-0.00056315+0.00052268i,-0.0004737-0.00011138i
0.00013004+0.00049238i,0.00064955-0.00021501i,0.00062995-0.00071505i,0.00025062-0.00036631i,0.00066788+0.0011212i,0.0011858+0.001216i,0.0015691-0.00029367i,0.00087722-0.0010371i,-0.00010976-0.0011091i,0.00033105-0.00098357i,0.00084162-0.00086336i,0.00065377-0.00063948i,0.00091153-0.00025792i,0.0017354-0.00035215i,0.001547-0.00011996i,0.00051864-0.00039949i,0.00039696-0.0011996i,0.00038347-0.0011602i,0.00010602-0.00075999i,-9.8579e-05-0.00015058i,-0.00017954+9.2802e-05i,-0.00043698+1.6504e-06i,0.00032131+0.00033903i
0.00083159+0.0014355i,0.0015801+0.0017114i,0.0010422+0.001805i,0.00028015+0.0013451i,0.00044345+0.00060462i,0.00098219+3.212e-05i,0.0010243-0.00026806i,0.0010937-0.0012143i,0.00086933-0.000981i,-0.00038537-0.00048922i,-0.0011827-0.00075757i,-0.00048294+0.00010759i,0.00014867+0.00089264i,0.00060163+0.00041009i,0.00082949-1.8071e-05i,0.00092553-8.1612e-06i,0.00049911+0.00021859i,6.3487e-07+0.00026605i,0.00031021-0.00031332i,9.6746e-05+0.00055402i,-0.00074033+0.0018541i,-0.00069918+0.0016111i,-9.8397e-05+0.00033211i
0.00081496-0.00058821i,0.0004444-0.0005801i,0.00070088-0.00010655i,-0.00010053+0.00013995i,-0.00065265-0.00030573i,-0.00011513-0.00048712i,0.00018946-0.00059254i,-1.3437e-05-0.0012174i,-0.00062552-0.0010771i,-1.8242e-05-0.00033656i,0.00093789+0.00022273i,0.00051976+0.00027585i,-0.00016514-0.00022787i,2.632e-06-0.0006834i,0.00022405-0.00064285i,7.6297e-05+0.00018433i,-0.00018007+0.00038778i,-0.00017799+0.00035267i,-7.0378e-06+0.0002036i,-0.00071885-7.8154e-05i,-0.0013557+0.00020806i,-0.00064178+0.00075723i,-0.00022401+0.0011924i
0.00024574+3.5737e-05i,0.00074311+0.0010889i,0.0029611+0.0014467i,0.0037243+0.0015909i,0.0027378+0.0016712i,0.0018504+0.0010455i,0.00073572+0.00024085i,-0.00026251-0.00057028i,-0.0011517-0.00089268i,-0.0012285-0.00090824i,-0.00016851-0.00092365i,0.00040385-0.0005642i,0.00025287-0.00062022i,-0.00035867-0.0009297i,-0.00083939-0.0006169i,-0.001141-0.0006469i,-0.001078-0.00089304i,-0.0013532-0.00088713i,-0.001216-0.00043946i,-0.00070978-0.00055018i,-0.00036052-0.00073716i,-0.00035402-0.00051903i,-7.3828e-05-0.00053458i
-0.00091703+0.0013603i,-0.0012233+0.00032884i,-0.00058544-0.00041916i,-0.00045731-0.00053793i,0.00043248-0.00038239i,0.00051536-0.00038782i,0.0002304-0.00038959i,0.00072065-0.00079574i,0.00078011-0.0014821i,0.00058899-0.00080253i,0.00082775+0.00030006i,0.00071376+0.00032991i,0.00043816-0.00027417i,0.0005862-0.00063896i,0.00082174-0.00048024i,0.001039-0.00061039i,0.00069442-0.00084391i,-8.3285e-05-0.00072147i,-0.0008728-0.00055576i,-0.0011349-0.0010148i,-0.000757-0.0011896i,-0.00049004-0.00030814i,-0.000416+0.00057597i
-1.071e-05-0.0014834i,9.449e-05-0.00062291i,-0.0012206-0.0013563i,-0.0017498-0.00077992i,-0.00078712+0.00097427i,0.00031218+0.00049577i,0.00076346-0.00054799i,0.00085157-0.00050145i,0.00014006-0.00073042i,-0.00069989-0.00021044i,-0.00041058+0.0010619i,0.00017127+0.001539i,0.00029474+0.00099954i,0.00035103+0.00019712i,0.0004188-1.7588e-06i,0.00047479+0.00025758i,0.00073191+0.00057273i,0.00019013-8.2507e-05i,-0.0004304-0.00052159i,-0.00061339-0.00030816i,-0.00074208-6.0215e-05i,-0.00083958+0.00030277i,-0.00055132+0.00099912i
-0.0033507-0.00017555i,-0.0028073+0.00018777i,-0.0027301+0.001408i,-0.0017982+0.0019954i,-0.00062779+0.001257i,0.00047754+0.00024509i,0.0010298-0.00069775i,0.00085409-0.00033519i,8.5893e-05+0.00016515i,-0.00055867-0.0002054i,-0.00043254+0.00062013i,-0.00041794+0.00095346i,-0.00055664+0.00013807i,-0.00011867-0.0001871i,0.00030172+0.00014747i,0.00038615+0.00023606i,0.00018162-0.00010293i,0.00041146-3.2166e-05i,0.00029948+0.0005325i,-0.00059586+0.00031521i,-0.00078366-0.00052195i,-0.00066874-0.00072872i,-0.00054212-0.00070337i
0.0018569-0.00134i,0.0016964-0.00079843i,0.0006977-0.00077632i,-7.6802e-05-0.00054895i,-0.00028761+0.00060587i,-0.00022047+0.0011052i,0.00032439+0.00090923i,0.00045936+0.00033104i,-0.00033196-0.0004153i,-0.00087421-0.00025827i,-0.00080227-0.00031427i,-0.00076945-0.00038062i,-0.00089756+4.8697e-05i,-0.001154-0.00027648i,-0.00052888-0.00084919i,-7.0073e-05-0.00071403i,-0.00054434-0.00049459i,-0.00075472-0.0006907i,-0.00065412+7.3635e-05i,-0.00042219+0.00071185i,-0.00070691+0.00021943i,-0.00063234+0.00026221i,-0.00018453+0.00043357i
-0.00035729+0.0030438i,-0.00034393+0.0025558i,-0.00048993+0.0014476i,0.00042566+0.00090678i,0.0012566+0.00047233i,0.0016283+0.0001996i,0.0010255-0.00054632i,0.00080843-0.0012093i,0.0010339-0.00050692i,0.00023335+7.5138e-05i,-0.00022361+6.6302e-05i,-0.0002728+0.00015382i,-0.00032251+5.5546e-05i,-0.00032332-0.00050626i,-0.00059207-0.0010945i,-0.00024157-0.00080161i,0.00043331+0.00049198i,0.00028976+0.00093761i,-0.00019622+0.00028623i,-0.00019683-0.0004142i,-0.00045292-0.00054121i,-0.0008217-0.000187i,-0.00068341+0.00013234i
-0.00056167+0.00085586i,-4.2311e-05-0.00019512i,0.00026304+0.00065965i,0.00095354+0.0012614i,0.00081453+0.00023415i,0.00066576-0.00082532i,0.00084978-0.0011213i,0.00010895-0.0012675i,-0.00038414-0.0014518i,0.00026477-0.00081271i,0.00010335+0.00021804i,-0.00012474+0.00010521i,9.3232e-05-2.1861e-05i,0.00053009+0.00065119i,0.00036945+0.00019548i,-0.00045261-0.0013034i,-0.00074672-0.0012713i,-0.00082281-0.00015651i,-0.00063608+0.00018766i,-0.00092685+0.000255i,-0.0012273-0.0002153i,-0.0010587-0.00061934i,-0.00087332+0.00039554i
0.0016312+0.00081046i,0.0019352+0.00085856i,0.0015969+0.00055353i,0.0004629+0.00020784i,0.00027438+1.1085e-05i,0.0004482+0.00039181i,0.00066539+8.4211e-05i,0.00051445-0.00023503i,4.8585e-05-4.5109e-05i,-0.00067472+3.8505e-05i,-0.001255+0.000325i,-0.0011762+0.00038116i,-0.00092732+0.00049546i,-0.0011317+0.00044393i,-0.0010514+1.0154e-05i,-0.00066039+0.00011418i,-0.00017945+0.00013408i,4.1856e-05-0.00051501i,0.00044469-0.00060026i,0.00086007-9.1604e-05i,0.00055559-0.00025767i,0.00020416-0.00038755i,-0.00023166-0.00033018i
-0.0011651-0.001556i,-0.001597-0.0018211i,-0.001381-0.0014636i,-0.0011426-0.00043917i,-0.0011563-0.00030156i,-0.0010961-0.00025986i,-0.00030813-2.0653e-05i,0.00035877-0.00044894i,0.0003102-0.00083846i,-0.00020345-0.00066842i,-0.00045613+5.6731e-05i,-7.7471e-05+0.00034657i,-5.1759e-05-0.00029481i,-0.00039273-0.00019927i,-0.00066819+0.0004487i,-0.00043819+0.00034922i,-0.00026106-0.00028305i,-0.00035557-0.00047819i,5.3396e-05-0.00048182i,0.00014015-0.00034919i,-0.00051687+1.7939e-05i,-0.00080654-0.00021249i,-0.00039348-0.00053807i
0.0010467+0.00031872i,0.0013727+0.00061299i,0.0012837+0.0014416i,0.00089258+0.0017536i,0.00034999+0.00057319i,0.0012394-0.00073654i,0.0010511-0.00076301i,0.00059686-0.00082266i,0.00097265-0.0014704i,-9.3044e-05-0.0014854i,-0.00074621-0.0016788i,-0.00022865-0.0011911i,0.00014071-0.00031947i,0.00027236-0.00012295i,0.00024503-0.00089838i,-0.00046998-0.00080872i,-0.00087815+0.00051453i,-0.00060983+0.00098306i,-0.00028422+0.00028905i,0.00011851-0.00039108i,0.00075559-0.00065575i,0.00082469-0.0011988i,0.00064879-0.00096167i
-0.0002796-0.00090301i,-0.0011492-0.0019354i,-0.0026099-0.0023678i,-0.0017512-0.00062255i,0.00014665+0.0014267i,0.001407+0.0013007i,0.0012332-8.1442e-06i,0.00025366-0.0007656i,-0.00048102-9.3197e-05i,-0.0012113+0.00075166i,-0.0011795+0.0002745i,-0.00086098-9.9266e-05i,-0.00038517-0.00084975i,0.00015844-0.0014033i,-0.00031295-0.0010216i,-0.00052607-0.00092162i,0.00014062-0.00068177i,-0.0001368-0.00041043i,-0.00056372-0.00056181i,-0.00094609-0.00035096i,-0.0017315+4.761e-05i,-0.0014638+0.00059014i,3.1877e-05+4.4887e-05i
0.0015406-0.00012611i,0.0010254-0.0013426i,0.00031145-0.0009261i,-0.00037898+0.00040292i,-0.00094307+0.00055883i,-0.00054907+0.00070541i,0.00016393+7.9788e-05i,0.00028519-0.00040323i,0.00048238-0.00047053i,-0.0002523+0.00013386i,-0.0011744+0.0010293i,-0.00043146+0.00030771i,0.00040036+0.00022676i,0.00059651+0.00038381i,0.00050688-0.00015468i,0.00097473-0.0003122i,0.0015493+8.6474e-07i,0.0013271+9.5491e-05i,0.00027642+0.00012469i,0.00010751-0.00023134i,0.00059938-0.00029168i,0.0003036+0.00023948i,-0.00022728+0.00010401i
-0.00067641-0.00023937i,-0.00088978+0.00011216i,-0.00079818+0.00022381i,-0.00029491+0.00066414i,-0.00051753+0.001174i,0.00030112+0.0011734i,0.00091977+0.00067523i,0.00032002-1.4844e-05i,-0.00047083-0.00068996i,-0.0006439-0.0010827i,-3.7003e-05-0.00045592i,-0.00011998-4.9707e-05i,-0.00068679+0.00032949i,-0.00056472+0.00088608i,3.3588e-05+0.00025617i,0.00073983-0.00033123i,0.00069713+0.00034837i,0.00016469+0.00075485i,-0.0002513+0.0007057i,-0.00071335-5.4206e-06i,-0.00080628-0.00033946i,0.0003895+0.00035191i,0.00099062+0.00056993i
-0.0018988+0.00054076i,-0.0018496+0.0015441i,-0.0015046+0.0016291i,-0.00058225+0.0018456i,0.00042198+0.0017026i,0.00022625+0.00071626i,-0.00020592+0.00045992i,-0.0001011+0.00063782i,0.00059864+0.00070696i,0.0010117+0.00055201i,-0.00045636+0.00031304i,-0.0017736+0.0006287i,-0.0014084+0.00039476i,-0.00046524-0.00045254i,0.00031888-0.00037824i,0.00017151+0.00014509i,-0.00051346+0.00016077i,-0.00032457+0.00019042i,0.0004319+0.00038316i,0.00015478+2.3883e-05i,-0.00023217-0.0008917i,0.00031077-0.0010147i,0.00061142+6.9074e-06i
-0.0012304+0.00044497i,-0.00071359+0.00067713i,0.00076134+0.00029589i,0.0011222+0.0003738i,0.00028991+0.00046251i,0.00093729+2.0324e-05i,0.0016381-0.0011227i,0.00096061-0.0018627i,-9.3848e-05-0.00094494i,-0.00073032+0.00016762i,-0.00088899+0.00055354i,-0.00050719-0.00015766i,3.7539e-05-0.0013416i,0.00037648-0.0012763i,0.00045632-0.00081032i,0.00030807-0.00080997i,-5.5251e-05-0.00069424i,-0.0009005-0.00023128i,-0.00043827+0.00010279i,0.00051763+0.00041529i,6.6548e-05+0.0004385i,-0.0002178+7.4897e-05i,0.00038057-0.00047174i
-0.00084819-0.00070075i,-0.00066364-0.000726i,-0.0017861+0.00099231i,-0.0010941+0.0024572i,-0.00046485+0.0021008i,0.000227+0.0014302i,0.00045209+0.0002249i,-0.00026111-0.00064737i,-0.00072461-0.0010734i,-0.00060887-0.00085434i,-0.00025392+0.00013371i,5.3594e-05+0.00062596i,0.00021082+0.00063722i,-0.00012093+0.00046311i,6.4061e-05+7.4443e-05i,0.00013158-0.00028209i,-0.00018665-0.00038458i,0.00036423-0.00082691i,0.00080096-0.0015703i,-3.1913e-05-0.0011461i,-0.00085585-0.00013234i,-0.0005581-0.00033249i,0.00026809-0.00037165i
0.00012125+0.0013545i,0.00096921+0.00091139i,0.002243+0.00029862i,0.0015926-0.00030875i,0.00087142-0.00080553i,0.00075264-0.00070573i,0.0011103-0.00027872i,0.0012567-0.00050428i,0.0011854-0.0011225i,0.00074226-0.0010824i,0.00051152-0.00021993i,0.00034759+0.00030858i,0.00011889+0.00039075i,0.00083285+0.0008592i,0.001056+0.0011374i,0.0004404+3.9414e-05i,0.00022477-0.00042897i,0.00033785+0.00024907i,-2.227e-05-0.00027111i,-0.00028316-0.00029018i,-0.00058932+0.0010575i,-1.3223e-05+0.0007859i,0.00080941-0.00012646i
-0.0010911-0.0003033i,-0.001763+0.00023485i,-0.00086191+0.00069967i,-9.2493e-05+0.0019416i,-0.00045756+0.0012072i,-0.00071076-0.0012362i,-0.00014114-0.0020856i,7.3496e-05-0.0019672i,-0.00047234-0.00098924i,-0.00087048-0.00035128i,-0.00025578-0.00028078i,0.00020618+6.1634e-05i,-9.7473e-05+0.00019105i,-0.0002536-3.8603e-05i,2.6137e-05+2.8186e-05i,0.00062279-0.00033191i,0.00045913-0.00069436i,-0.00024476-0.00039346i,-0.00031151-0.00061095i,-0.00026582-0.00048704i,-0.00031614+0.00025742i,-0.00057093+0.00066214i,0.00023678+0.00047471i
0.0015143-0.00037084i,0.0013804-0.001728i,1.3563e-05-0.0010633i,-0.00044878-0.00033597i,0.00047065+0.00040208i,0.0011956+0.0013766i,0.00068863+0.0008907i,0.00056544-0.00023551i,2.6845e-05-0.00072198i,-0.0007898-0.00042188i,-0.00078734+1.1484e-05i,-0.00058317+0.00038349i,4.5892e-05+0.00021424i,0.00020509-0.00016211i,6.5822e-05+0.00029776i,-0.00064434+0.00049225i,-0.00068243-0.00014981i,-0.00017571-0.00060036i,0.0005617-0.0001522i,0.00079611+0.00070975i,-2.318e-05+0.0012782i,-0.00055419+0.00057534i,-0.00089889+0.00043838i
0.0004727-0.0015133i,0.00056567-0.00059159i,0.0012558+0.00011941i,0.00063321+0.00083921i,-0.00029202+0.0015263i,-0.00011952+0.00094533i,-5.1522e-05-0.00049646i,-0.00017099-0.0011616i,-0.0005275-0.0012997i,-0.00056486-0.0007695i,0.00017491+0.00018745i,-3.5716e-05+0.0003234i,-0.0003668-0.00072841i,0.00035611-0.0012779i,0.00064984-0.00069217i,7.8355e-05-0.0003112i,-0.00059372-0.0010236i,-0.001242-0.00079102i,-0.0012626+0.00033359i,-0.0015011+0.00034326i,-0.0020646+0.00019993i,-0.00099644+0.00033935i,-0.00025029+0.00041347i
0.001306+0.0016191i,0.0002492+0.0017129i,0.0010096+0.00081733i,0.0015466+0.00011866i,0.0012618-0.00055455i,0.00093435-0.00073053i,0.00063631-0.00038412i,0.00017555-0.00045521i,-5.2349e-05-0.00089273i,0.0007613-0.00068012i,0.0012917+5.6056e-05i,0.0008551+0.00042578i,0.0008559+0.00020308i,0.0011675-6.0143e-05i,0.00037268+0.0001429i,0.00027064+0.00037674i,1.1924e-05-0.00061282i,-0.00078354-0.0011663i,-0.00064893-0.00020979i,-0.00072355+0.00032242i,-0.0010005+6.3566e-06i,-0.0005291-1.8614e-05i,0.00038546-0.00011824i
