0.00090916+0.0014293i,0.0020363+0.00056913i,0.0010512-0.00073114i,8.698e-05-0.0011278i,-0.00053087-9.0676e-05i,-0.00046435+0.0011544i,0.00073081+0.0018205i,0.0015232+0.0018429i,0.0016513+0.0016681i,0.0014008+0.00043668i,0.0014557-0.00011925i,0.00080459+0.00016599i,-0.00015549+0.00033359i,0.00015773+7.7976e-05i,0.00019922-0.00013563i,-0.00036297+0.00059723i,-0.00067107+0.00028381i,-5.9718e-05-0.0005644i,0.0011094-0.00060369i,0.00083368-0.00075384i,-0.00044242-0.00081769i,-0.00086212+3.077e-05i,-0.00062967+0.00048328i
-0.00019309-0.00048326i,-0.00099332-0.0014395i,-0.0016538-0.0014265i,-0.0015199-0.00028047i,-0.0012525+0.00067765i,-0.00025833+0.00073221i,0.00043433+0.00053314i,-0.00065942+0.00041846i,-0.0010089+0.00046932i,-0.0004623+0.00058719i,-0.00035528+0.00050367i,-0.00036287+0.00038254i,-0.00018409+0.00063514i,0.00044674+0.00095639i,0.00063386+0.001174i,0.00013857+0.0010216i,9.5978e-05+0.00083909i,0.00029876+0.00056071i,0.00030762+0.00020791i,0.0003776+3.9051e-05i,0.00026864-0.0003248i,-0.0001737+0.00012413i,-0.00026071+0.00068224i
-5.8459e-05-0.0017142i,-0.00027134-0.0017589i,-0.00016853-0.0022356i,4.49e-05-0.0019419i,-0.00022325-0.00092829i,-0.0005485+0.00043782i,-0.00027369+0.0011371i,3.1958e-05+0.00060816i,-0.00024171+0.00017166i,-0.00030784+0.00023653i,-7.6946e-05+0.00072866i,-0.00099956+0.00050507i,-0.00157-7.6105e-05i,-0.0011376-9.0306e-05i,-0.00059454-0.0002174i,-8.7174e-05-0.00016093i,0.00039508-2.7123e-05i,0.00057682-0.00010117i,0.00015179-0.00037996i,-0.00029695-0.00014759i,-0.00050153-0.00029553i,-0.00058031-0.00027989i,-0.00038597+0.00021592i
-0.00061594+0.0012491i,-0.00080442+0.0021142i,0.00031858+0.0032843i,0.00021147+0.0028697i,-0.00047065+0.0014841i,-5.5398e-05+0.00033568i,0.00034344-0.00050564i,0.00090331-0.0010266i,0.00059231-0.00048963i,-0.00055256+0.00017198i,-0.00074137+0.00040253i,-0.00029658+0.00056731i,-8.5005e-05-5.766e-05i,-0.00012173-0.00095051i,8.2877e-05-0.00064024i,-0.00014376+2.0294e-05i,-0.00037876-0.0001174i,0.00019691-0.00014755i,0.00067278+0.00020969i,0.00098972+0.00041668i,0.00082284+0.00027073i,-0.00018221+2.0239e-05i,-0.00085142+0.00016776i
0.0011612-0.0015453i,0.00051168-0.0024296i,-0.0005585-0.0029264i,-0.0005462-0.0024812i,0.0001393-0.0014406i,0.00055716-0.00040508i,0.00049249-0.00034805i,0.00019282-0.00038884i,-0.00085095-0.00012494i,-0.0015542-0.00055952i,-0.00088322-0.00037861i,-8.1256e-05+0.00040184i,-0.0002906+0.00018775i,-0.00047684+0.00020118i,-0.00029915+0.00051381i,-0.00020065+0.00041628i,-0.0001925+0.00023115i,-0.00054936-0.0001979i,-0.00095368-0.00037408i,-0.00076247-0.00058568i,-0.00062071-0.00048257i,-0.00051707-0.00029102i,0.00042139+0.0003971i
-0.0013496+0.0012536i,-0.00031276+0.001449i,-0.0010231+0.00096723i,-0.0005867+0.00040877i,0.00059436+0.00045999i,0.00035197-0.00017819i,-2.8196e-05-0.00095041i,0.0001197-0.0008948i,-0.00039922-0.00014852i,-0.0011454+0.00055177i,-0.001183+0.0010681i,-0.00091923+0.00039532i,-3.4586e-05-0.00077034i,0.00055024-0.00028989i,0.00059928+0.0007067i,0.00028746+0.00041469i,-0.00038227-0.00038408i,-0.00035745+0.00039109i,0.00048016+0.00070956i,0.0003573-0.00021116i,-0.00058096-0.00084463i,-0.00088598-0.00084356i,0.00039003-0.00012118i
0.00016751-0.0010833i,-0.00074371-0.00041905i,-0.00067729+7.0122e-05i,0.00012916+0.00063474i,-0.0003462+0.0010993i,-0.00072248+0.00042546i,-0.00026138-9.6401e-06i,2.6267e-05-0.00033652i,-0.00038293-0.00047986i,-0.00088947-0.00022061i,-0.00041915-4.0478e-08i,-0.00024095+0.00061218i,-0.00094072+0.001185i,-0.00086074+0.0012646i,-0.00056884+0.0011077i,-0.0005178+0.00054154i,-0.0004285+9.9412e-06i,-0.0005774-0.0003518i,-0.00043688-0.00013237i,0.00048968+0.00067093i,0.00051986+0.0005702i,-0.00046097+0.00044236i,-5.3353e-05-0.00035358i
-0.0011609-0.0021844i,0.00022417-0.002667i,0.00023749-0.0012939i,-0.00033633+0.00022064i,-0.00085539+0.00062743i,1.6752e-05+0.00088634i,0.0012889+0.00064044i,0.0015466-0.00035078i,0.00076466-0.00093561i,6.9186e-05-0.00030056i,-0.00026158-2.0951e-05i,-0.0005596-4.774e-05i,-0.0010034+0.00023713i,-0.00098687+0.0013488i,-0.00062152+0.0015823i,-0.0010251+0.00097752i,-0.0013736+0.0011863i,-0.001404+0.00090374i,-0.0010253+0.00014738i,-1.452e-05-0.0001383i,-0.00043514+6.4755e-05i,-0.00036912+0.00075525i,0.00035187+0.0013682i
-0.00096783-0.0011423i,-0.0003364-0.002136i,-0.00075447-0.001945i,-0.0013462-0.0019891i,-0.00056509-0.0018756i,0.00088582-0.00098349i,0.00078069+0.00010868i,-0.00036499-0.0001331i,-0.00060605-0.00015493i,-0.00083917+0.00075522i,-0.0011511+0.0011709i,-0.00082535+0.0011298i,-0.00034311+0.00098503i,0.00016957+0.0010764i,0.00015009+0.00077003i,7.3188e-06+0.00056416i,0.00025203+0.00042742i,6.9182e-05+0.00037248i,-0.00058548+0.00012812i,-0.00099579-0.00010573i,-0.0011065-0.00056253i,-0.00076763-0.00021308i,3.1041e-05+0.00082688i
-0.00094278-0.00076196i,-0.00016473-0.0012463i,0.0002542+0.00017985i,6.3585e-06+0.0012213i,-6.0556e-05+0.00068582i,-9.5631e-05+0.00040586i,-0.00024672+0.0001331i,-0.00055311-0.00066474i,-0.00047887-0.00051742i,-5.0305e-06+0.00068049i,0.00012362+0.0012943i,-0.00060071+0.00097918i,-0.00027881+0.00084627i,-0.00060687+0.00043147i,-0.0015008+0.00038849i,-0.00089131+0.00108i,-0.00025406+0.0012822i,9.9106e-05+0.00091359i,0.00052116+0.00039133i,0.000313-0.00031291i,0.00070432+0.00012667i,0.00074829+0.00017479i,0.00016158+0.00015457i
-0.0002501+0.0019471i,-0.00011214+0.0028614i,0.00017797+0.0034464i,0.0011853+0.0034026i,0.0022765+0.0022899i,0.0022446+0.00069984i,0.00073432+0.00012417i,1.7398e-06+0.00037284i,0.0001422-9.9267e-05i,0.00042024+0.00010267i,1.7962e-05+0.00051244i,0.00067718+0.00046102i,0.0010752+0.00073707i,0.00028212+0.00078949i,-2.7468e-05+0.00013482i,-0.00021581-0.00041081i,0.00041066+5.4585e-05i,0.0013231+0.00035047i,0.00082464-0.00014285i,0.00015237-0.000297i,8.3803e-05+1.9764e-05i,6.8287e-05-0.00037736i,0.00012056-0.00035378i
-0.00091633+0.00088171i,-0.00097855-9.8249e-05i,-0.0022158-0.00030971i,-0.0023098-0.00017848i,-0.00043053-0.00076516i,0.00091005-0.00074788i,0.00074911-0.0014809i,0.00065177-0.0014378i,-0.00023516-0.00055659i,-0.0011095-0.00012993i,-0.0006448+0.00073278i,0.0002187+0.00099748i,0.00039476+0.00050452i,-0.000216-0.00013942i,0.00023305-0.00047814i,0.00081874-0.00014382i,0.00046222-0.00067552i,0.00034538-0.00089651i,0.00024189-5.0133e-05i,-0.00015084+0.00063457i,-0.00013645+0.0012906i,-0.000331+0.0010701i,-0.00020469+0.0012877i
0.00035528-0.00033939i,-0.00054715+5.0378e-05i,8.1885e-05-0.001101i,0.0013392-0.0012173i,0.0011767+0.00039881i,0.00053254+0.00066936i,0.00058351-0.0011471i,0.00045333-0.0013448i,0.00020975-0.00039333i,-0.00025137+0.00058474i,-0.00088792+0.0018596i,-0.0010989+0.0015251i,-0.00066177+0.00024554i,0.00068966-0.00016996i,0.0014879-0.00010556i,0.00041331-0.00041326i,0.00025284-0.00019903i,0.0011807+8.4161e-05i,0.0014487-0.00030636i,0.0001688-0.0003643i,-0.00043843-0.00011306i,-0.00019894+0.00031604i,0.00014194+0.00015542i
0.0022474-0.0021388i,0.0018905-0.0017689i,0.0015815-0.0012923i,0.0016043-0.0014427i,0.00012221-0.0011449i,-0.0005567-0.0007722i,-0.00046368+0.00022185i,-0.00050665+0.00044345i,-0.00020328+5.7902e-05i,-8.3229e-05-2.5538e-05i,-0.00058981+0.00039202i,-0.0010042+0.00089591i,-0.00071131+0.00033653i,-0.00046951-0.00033774i,-0.0002746-0.00054921i,1.7407e-05-0.00041266i,0.00012894+0.00035305i,-0.00039542+0.00079624i,-0.00040017+0.00054912i,-0.0002063+0.00044856i,-0.00077569+0.0010524i,-0.00055675+0.0010538i,-0.00023792+0.00045996i
-0.00021192-0.0010142i,-0.00099186-0.0011695i,-0.00080414-9.7791e-05i,-0.00045417+0.00058816i,-0.0001576+0.0011381i,-0.00033571+0.0013102i,-0.00030135+0.00042824i,-0.0002408-0.00010301i,-0.0008861+7.4169e-06i,-0.00038494+0.00042868i,0.00043721+0.00077591i,0.00054004+0.00068106i,0.00039236+0.00089183i,-0.00017289+0.00099132i,-0.00067786+0.00012136i,-5.5165e-05-0.00032254i,0.00065953-5.8012e-05i,0.0010241-1.0589e-07i,0.00074674-0.00012348i,0.0002447+4.9002e-05i,-5.6751e-05+0.00014066i,-0.00028981+0.00010219i,-0.00048097-0.00013077i
0.00056096-0.0002388i,0.00098793-0.00074239i,0.00076575-0.00067271i,-0.00010652-0.00032648i,-0.00075209+0.00028603i,-0.00038022+0.00084374i,0.00034028+0.00094344i,0.00057713+0.00029856i,0.00019454+7.1671e-05i,-0.00053295-0.00031307i,0.00016543-0.00030017i,0.00033889+0.00045584i,-2.3406e-06+0.00096921i,0.00039738+0.00037403i,-0.00022438-0.00023569i,-0.0016886+3.3628e-05i,-0.0019842+0.00058036i,-0.0010402+0.00055156i,-0.0001572-0.00030702i,0.00063014-0.00038043i,0.00095719+0.00071664i,0.00036015+0.0011055i,0.00048458+0.00029647i
-0.00042923-0.0021603i,-0.00041223-0.0031503i,-0.00051305-0.003234i,0.00011608-0.0016137i,-0.00021194-0.00027144i,-0.00050698+0.00071765i,8.5122e-05+0.00067946i,0.0004586-2.9916e-05i,0.00057217-0.00034825i,0.00031494+0.00035726i,0.000137+0.00095634i,-6.9132e-05+0.00026784i,-0.0003394+1.4284e-05i,1.7113e-05-0.00027513i,-0.0002911-0.00030865i,-0.00076573+3.0688e-05i,0.00046722+0.00055384i,0.0010572+0.00087806i,0.00076922+0.00080518i,0.00031864+0.00049153i,-0.0004969+0.00035114i,-0.0003358+0.00067415i,7.6806e-05+0.00077041i
0.00058961-0.00084114i,0.0014066-0.00025517i,0.0021331-0.00034435i,0.00098424-0.0014771i,-0.00013532-0.0007382i,-0.00016899+0.00035667i,-0.00054016+0.00044743i,-0.00066782+3.3505e-05i,-0.00053815-0.00060711i,-0.00026232-0.0012279i,-1.8862e-05-0.0010971i,9.441e-05-0.0002485i,-0.00018975+1.3079e-05i,-0.00027773+0.00022272i,-0.0008-0.00023849i,-0.0013695-0.00020636i,-0.0008415+0.00039449i,4.4878e-05+7.6144e-05i,0.00015778+0.0002843i,-0.00024048+0.00038928i,-0.00031073+9.9212e-05i,-6.9581e-06+0.00028678i,0.00038724+0.0003391i
0.00093193-0.0019i,0.00043576-0.0014696i,0.00053727-0.00096503i,0.0011214-0.00037629i,0.00063262-0.00052868i,-2.8837e-05+4.9193e-05i,-8.0056e-06+0.00073684i,-0.00024146+0.00045528i,-0.00073499-4.3242e-05i,-0.0010161-0.00011882i,-0.0012467+0.00018997i,-0.001018-0.0005389i,-0.00010578-0.0011076i,-0.00034499-0.00022067i,-0.00014185+0.00028952i,0.00039311-0.00039821i,0.00069623-0.00036818i,0.00061935+0.00039053i,0.00072681+0.0012515i,0.00089051+0.00083763i,-0.00033684+1.2063e-05i,-0.00056482+0.00059389i,-0.00036149+0.00067573i
0.0012583-0.0011328i,0.0011761-0.0022907i,0.00081918-0.0032257i,-8.0455e-05-0.0014997i,-0.00036557-0.00038609i,0.0001409-0.00044983i,0.0011313-0.00044882i,0.0012782+0.00014931i,0.00071925+3.4318e-05i,0.00058437-0.00071581i,0.00023673-0.00041943i,-0.00019767+0.00044885i,-0.001578+0.00096171i,-0.0026726+0.00079579i,-0.0019644+6.8525e-05i,-0.0005634-0.00055272i,0.00052451-0.00034819i,0.00092776-4.6654e-05i,0.00061702+7.7827e-05i,0.00015115+0.00033516i,0.00039835+0.00048162i,0.00028944+0.00032461i,-0.00024428+0.00044681i
-0.00078949+0.0017349i,-0.00037973+0.0010704i,0.00037743-0.00058976i,6.9826e-05-0.00062368i,-0.00054342-0.00014437i,-0.00053755+0.00068058i,-0.00071566+0.00078289i,-0.00022112+0.00021652i,-0.00050399-0.00021996i,-0.0010008+0.00013412i,-0.00076386+0.0010013i,-0.00044211+0.0012178i,-0.00011715+0.001078i,-0.00025411+0.00032747i,-0.0009571+0.0002845i,-0.0012103+0.0003063i,-0.00072672+0.00012515i,-0.00023934+0.00020565i,0.00089948+0.00029509i,0.0013004+0.00041697i,0.00059825-0.00035114i,0.00035534-0.00033102i,-0.00039296+0.00013613i
-0.0027532-0.00013864i,-0.0026797-0.00086488i,-0.0013522-0.00029898i,0.00032257+0.00069184i,0.00070875+0.00068824i,-0.00025851+0.00032033i,-0.00063263-7.5637e-05i,-0.00035924-0.00010229i,-0.00084668+0.00031904i,-0.0011145+0.0009298i,-0.00012378+0.00081618i,0.00055483+0.00024949i,0.0010924+0.00053482i,0.00067582+7.752e-05i,-3.838e-05-0.00065888i,-8.1103e-05-0.0010813i,1.7424e-05-0.0010529i,9.292e-05-5.7172e-05i,0.00084525+0.00020088i,0.0014175+0.0004849i,0.00045392+0.00096643i,-0.00055764+0.0013945i,-0.00038433+0.00094215i
0.0022707-0.0026828i,0.0025928-0.0020213i,0.00093454-0.0031668i,7.5028e-05-0.0032659i,-0.00019404-0.0023775i,-0.00053627-0.0014297i,-0.00029864-0.00074818i,0.00033865-0.0007329i,3.6982e-05-0.00043776i,-0.00089982+6.3692e-05i,-0.0019466+0.00042889i,-0.001864+3.7203e-05i,-0.00084751-0.00029971i,-0.00021917+0.00024548i,0.00025751+0.00066688i,0.00034274+0.00010089i,0.00078137-8.1902e-05i,0.00098729+0.00030414i,0.0013467-4.7769e-05i,0.00088791-0.00055337i,-0.0004783-0.0005332i,-0.00030395-4.798e-05i,7.0117e-05+0.00046656i
-0.00077126-0.00012082i,-0.00074822+9.9234e-05i,-0.00083285+0.0007717i,-0.0010579+0.0016904i,-0.00041384+0.0024599i,0.00041676+0.0017561i,0.00067489+0.00093728i,0.00039293+0.00058485i,-0.00028611-0.00066813i,-0.0011592-0.00056302i,-0.001066-0.00019764i,-0.00046347-7.3245e-05i,-0.00063589+0.00026628i,-0.0012289+0.00054015i,-0.00079307+0.00081695i,0.00056208+0.00049706i,0.00084894-0.00010432i,0.00098321-0.00058071i,0.0012329-0.00020304i,0.001302+0.00061784i,0.00087871+0.00063585i,0.00054151+0.00076062i,0.00045416+0.00084978i
0.0017612+6.4986e-06i,0.002422+0.00044976i,0.0023992+0.0008977i,0.0031939+0.0012187i,0.0032159+0.0013237i,0.0013661+0.001166i,0.0003857+0.00028848i,0.00042935-0.0008305i,-8.7403e-05-0.0010049i,-0.0013044-0.00022466i,-0.0011154+0.00031157i,-0.00035336+0.00022398i,-0.00061997+0.00010483i,-0.00087561-5.9694e-05i,-0.00013774-0.00038595i,0.00018113-0.00041727i,0.00056989-0.00042804i,0.00072604-0.00027038i,0.0005592-0.00030018i,0.00020428-0.00065771i,-0.00021709-9.0242e-05i,-0.00031246+0.0010274i,-4.9625e-06+0.00094276i
0.00094078-0.0011797i,0.00060924-0.00015232i,-0.00031759+0.00018002i,-0.0015186+0.00061519i,-0.0010018+0.00068296i,-0.00012815-0.00013979i,0.00037893-0.00062106i,0.00059285-0.0002935i,0.00039886-0.00067211i,0.00010612-0.00077928i,-0.00069786+0.00029605i,-0.0015518+0.00046016i,-0.0012407+0.00012995i,-0.0014782+0.00027185i,-0.0013498+0.00029377i,-0.00043939+0.0001786i,-0.00012839+8.9121e-05i,0.00011114+0.00016147i,1.7404e-05+0.00013046i,-0.00054575-0.00051922i,-0.00094174-8.6265e-05i,-0.00090509+9.8842e-05i,-0.0001542-0.00043791i
-0.0018361+0.00032663i,-0.00070132+0.00051098i,-0.00048955-0.00040133i,-0.00055924-0.0007756i,-1.6995e-05-0.00027399i,0.00072166+4.3145e-06i,0.00081749+2.5088e-05i,0.00054732-7.1798e-05i,-5.2849e-05+0.00042331i,-0.00023695+0.0010572i,0.00047302+0.00066622i,0.0006207+0.00082767i,-6.237e-05+0.0010727i,-0.00065388+0.00041949i,-0.00077815+0.00040195i,-0.00020768+0.00017419i,0.00017226+0.00048595i,-0.00028105+0.00089532i,-0.00036522+0.0006273i,-0.00016179+0.0002858i,-0.00034472+0.00044621i,-0.00015223+0.0012074i,3.0088e-05+0.0012041i
-0.0011835-0.0011782i,-0.00046387-0.0012143i,0.0010026-4.4619e-05i,0.0011048+0.00064789i,-0.00040854+0.00079474i,-0.00039426+0.00056947i,0.0004582-0.00013239i,0.000112-0.0012262i,7.5858e-05-0.0012603i,-0.00043668-0.00014188i,-0.001018+0.00060914i,-0.00084127+0.001238i,-0.00037136+0.0008723i,0.00033007+0.00033381i,0.00065692+0.00035926i,0.00040373+0.00022512i,0.00010441+0.00052807i,-0.00028899+0.00093091i,-0.00050141+0.00013259i,-0.00034276-0.00033838i,-0.00050021+0.0001515i,-0.00011617+0.00073197i,0.00015448+0.00051305i
-0.00077263+0.00084591i,-0.00082766+0.00040846i,-0.00032666+0.00057873i,0.00018288+0.00042698i,0.00067822-1.1042e-05i,0.00077956-0.00017895i,0.00021936+8.1619e-05i,-0.00034443+0.00041069i,-0.00027502+0.0005496i,0.00038949+0.0011051i,-0.00018935+0.0014412i,-0.00077802+0.00065242i,-0.00019789+6.5518e-05i,0.00014984+0.00050613i,-0.00043121+0.00041624i,-0.0012187-0.00049452i,-0.0010385-0.00060311i,-0.00078161+9.9037e-05i,2.1551e-05+0.00058941i,0.0010854+0.00043659i,0.00072666+2.2242e-05i,-0.0002504-0.00013769i,-0.00048744-5.7246e-05i
0.0004864-0.0010755i,0.00053376-0.0012621i,-0.00024819-0.0014831i,-0.0011189-0.00065906i,-0.0001013+0.00071768i,0.00087674+0.0014585i,0.0010707+0.00077902i,0.00045225-0.00029333i,-0.00057271-0.00066363i,7.864e-05+0.00017184i,0.00077556+0.00048117i,0.00073636-0.00046439i,-9.2464e-05-0.00075872i,-0.00073665-9.9531e-05i,-6.6867e-05-6.7732e-05i,0.00090087-0.00068213i,0.00061778-0.00052258i,-0.00039676-0.00037969i,2.148e-05-6.5832e-05i,0.00031099+0.00039278i,8.9399e-06-6.0307e-05i,0.00016864-0.00015166i,0.00048935+0.00027921i
-0.0024101+0.0016238i,-0.0025629+0.0010303i,-0.0013116+0.0014757i,-0.0002056+0.0010866i,0.00071539+0.00029381i,0.00058523-0.00052149i,0.00053782-0.0010825i,0.00067379-0.0010302i,0.00037951-0.00074916i,0.00017001-0.00030358i,-5.011e-05+0.00024499i,-0.00030176+0.0005658i,-0.0010526+0.00067989i,-0.00091806+0.00064375i,-0.000388+0.00047502i,-0.00030703+3.4128e-05i,5.0776e-05-0.00035394i,0.00080904-0.00036142i,0.0010398+0.00046167i,0.00076432+0.0010408i,-0.00015872+0.00056088i,-0.00051667+0.00010474i,-0.0006768+0.00019776i
0.00023559-0.0014884i,0.00011776-0.0016673i,-0.00015535-0.0015332i,2.044e-05-0.00044974i,0.0001022+0.0011064i,-1.0509e-05+0.0016803i,-0.0001077+0.00045945i,-0.00016903-0.0011114i,0.00028351-0.00049582i,0.00025203+0.00081507i,-0.00031368+7.3019e-05i,-9.9458e-05-0.00059165i,0.00079071-0.00015994i,0.00114+0.000568i,0.00099608+0.0013514i,0.00095994+0.0014349i,0.00020114+0.00054183i,0.00015873-0.00030782i,0.00061332-0.00059799i,9.2308e-05-0.00037528i,0.00014905-0.00019646i,-0.00014826+0.00018251i,-0.00043484+0.00066481i
-0.00034336-0.00075255i,-0.00021811-0.00057904i,-0.00019196-0.0012617i,-0.00013454-0.00087269i,0.000516+0.00046078i,0.001493+0.00036849i,0.0012538-7.3284e-05i,0.00049109-0.00020706i,8.3782e-05-0.00055504i,-0.00042768-3.2381e-05i,6.5046e-05+0.00043832i,0.00098878+0.00095292i,0.00017815+0.0012834i,-0.0006602+0.00056328i,9.841e-05+0.00021618i,0.00016371-0.00010758i,-0.00010748-0.00070618i,0.00061308-0.00032414i,0.00042446+0.00037431i,-0.00071885+0.001329i,-0.0008529+0.0020516i,-0.00042862+0.0017537i,-0.00043501+0.0008605i
-0.00013917-0.00036084i,-0.00039726-9.2794e-05i,-0.00035099+7.4449e-05i,0.00024599+0.00049187i,-0.00024169+0.00046547i,-0.00072168+0.00023722i,0.00058815-0.00013335i,0.0010591+6.513e-06i,0.0011471-1.402e-05i,0.00020751-1.6155e-05i,-0.0010062+0.00053227i,-0.0011051+0.0008072i,-0.00096457+0.00095907i,-0.0013346+0.00053017i,-0.001551-0.00041167i,-0.0010989-0.00039726i,-0.00036567-5.2164e-06i,-0.00015131+0.00018974i,-4.736e-05+0.00038941i,0.00012405+0.00030375i,-0.00067383-0.00012701i,-0.00058725+3.8453e-05i,-0.0001121-0.00013788i
-0.0016691-0.00082136i,-0.0019805-0.0016274i,-0.0021773-5.5506e-05i,-0.0019153+0.0015376i,-0.00074738+0.0010844i,9.7126e-05+0.00089661i,-0.00047715+0.00075342i,-0.00018095-0.0003051i,-0.00015838-0.0005741i,-0.00096442-0.00046062i,-0.00035424-0.00033495i,-0.00022218+0.00021487i,-0.00065611+0.00053644i,-0.00028803+0.00099961i,-0.00053504+0.0009183i,-0.0010506-0.0001276i,-0.0012373+5.6268e-05i,-0.00069159+0.00037425i,0.00048661+0.00036175i,0.00063832+0.00026303i,-1.5096e-05-0.00031399i,-0.0011041-0.00021918i,-0.00098158+7.0081e-05i
-0.0003137-0.00057665i,0.00027476+0.0009632i,0.00015584+0.00026515i,0.00040679-0.00039194i,0.00095471+0.00022226i,0.00071086+5.2069e-05i,0.00051018-0.00071189i,0.00035268-0.0007643i,2.2181e-05+8.9357e-05i,-0.00024317+0.00064317i,-0.0002154+0.00058086i,-0.00039549+0.00032904i,-0.00096513+0.00021696i,-0.00086132-8.2235e-05i,0.00019601-0.00037462i,0.00046225+0.00025067i,0.00023847+0.00014861i,0.00034592-0.00048581i,0.00073945-0.0003523i,0.00019065-0.00036846i,-0.00056026-0.00078784i,-0.00025038-0.00074553i,0.0001132-0.00051566i
0.00025118+0.00024997i,0.00023215+0.00052806i,0.0011567+0.00068095i,0.00078547+8.4307e-05i,0.00025489-0.00095577i,0.00017472-0.0011224i,0.00011604-0.00081298i,0.00025275-0.00086539i,4.3367e-05-0.0007786i,-0.00027062-0.00010497i,-0.00061409-0.00040192i,-0.00014109-0.00093195i,0.0005148+7.0767e-06i,4.1668e-05+0.0007371i,0.00010796+0.00019273i,0.00041954+0.0003389i,0.00069051+0.0013654i,0.0010971+0.0011235i,0.00035342+0.00016212i,-0.00080859-0.00022078i,-0.0011534+0.00022082i,-0.00088324+0.0010013i,-0.00076433+0.00079179i
-0.00015009+0.00093328i,0.00014654+0.00073796i,0.00086912+0.0011777i,0.0013204+0.0014005i,0.0014667+0.00074125i,0.0007469-0.00040677i,6.5667e-05-0.00062365i,-0.00049689-8.2728e-05i,-0.0011462+0.00033906i,-0.001051+0.00019265i,-0.00053551+0.00035768i,-0.00047216+0.00058136i,-0.00078973+0.00032237i,-0.00092732+0.00037021i,-0.00081137-1.3418e-05i,9.5663e-05+0.00015797i,0.00067838+0.0010304i,0.00017117+0.00084753i,-0.00013086+0.00032089i,0.0005367+2.376e-05i,0.00047064+0.00076058i,-0.00085645+0.00077817i,-0.00070211+4.1815e-05i
0.0012667-0.00044202i,0.00038963-0.0010481i,0.00082138-0.00064725i,0.0010803-0.00012905i,0.0010908-3.5582e-05i,0.00083007-0.00050242i,0.00064022-0.00080568i,0.0005928-0.0009862i,0.00040239-0.00096218i,0.00010209-0.00067609i,-0.00060908-0.00018988i,-0.0011829+0.00075841i,-0.00028277+0.00095422i,0.00034587+0.00046524i,-0.00019614-0.00018342i,-0.00048355-0.00070469i,0.0001477-0.00053134i,-7.1914e-05+0.00016006i,-0.00019095+0.0006184i,-0.00022663+0.00053171i,-0.00054871-0.00017306i,-0.0007733+0.0001458i,-0.00060163+0.00029595i
-0.0025093-0.0022366i,-0.0018962-0.0013512i,-0.0020198-0.00032809i,-0.001172-0.00026987i,-0.00067531-0.00056276i,-0.00083927-0.00053484i,0.00014366-0.00058677i,0.00087124+0.00061183i,0.00034446+0.0010775i,-0.00064714+0.00093627i,-0.00037109+0.0010452i,0.00031534+0.00054879i,-0.00015252-1.3379e-05i,-0.00056634-0.00079228i,-0.00090917-0.0009427i,-0.00055993-3.915e-05i,-6.0262e-05+0.000696i,-0.00032526+0.00068952i,-0.00045866+0.00050956i,-7.7847e-05+7.2422e-05i,-7.6821e-05+0.00017248i,-0.00024281+0.00042647i,-0.00016454+8.7051e-05i
-0.00045359-0.0015152i,-0.00012034-0.0019586i,-0.00046727-0.0020582i,-0.0003293-0.00095563i,0.00046707+0.00045818i,4.1965e-05+0.00063971i,0.0002497-0.00042701i,0.00044094-0.00096031i,-0.00053583-0.00075414i,-0.00060932-0.00038388i,-0.00022496-6.8713e-05i,-2.1727e-05+0.00024047i,-0.00033273+0.00064211i,-0.00076613+0.00026734i,-0.0003589-0.00017691i,-7.0424e-05+6.9539e-05i,-3.1001e-05+0.0002924i,0.00022788-9.8621e-05i,0.00036667-2.9208e-05i,0.00053766+0.00012121i,0.00058231+0.00062351i,0.00018926+0.00074157i,-0.0002232+0.00057734i
0.0011281+0.0020391i,0.00074784+0.0028857i,0.0009932+0.0029216i,0.0010259+0.00070627i,0.00075813-0.00059275i,0.00019281-0.00044479i,6.4783e-05+0.00053156i,0.0004175+0.0014856i,0.00029362+0.00096021i,0.00046871-0.00038193i,0.0009876-0.0010229i,0.00090321-0.0012446i,-0.00012219-0.00093638i,-0.00071235-0.00060023i,0.00013706-0.00016951i,0.00026006-0.00018836i,-0.00018136-0.00068049i,-5.5929e-05-0.00056032i,0.00039454-0.00035852i,0.00026794-0.00039635i,-0.00025244+0.00015798i,-0.00060258+0.00063099i,0.00022171+0.00043205i
0.00096482+0.00020278i,0.00082209+0.0010657i,0.00042575+0.00030681i,-6.7231e-05-0.00038413i,0.00013781-0.00081537i,0.00065471-0.00020798i,0.00028535+0.0002534i,-0.00048128-0.00034582i,-0.00092328-0.00048077i,-0.00073431+3.4651e-05i,-0.0003854-0.00037978i,-0.00013495-0.00053324i,-0.00037274+0.00033868i,-0.00011893+0.00070389i,0.0002357+0.0006122i,0.00075913-3.0801e-05i,0.0011509-0.00050339i,0.001009-2.8701e-05i,-0.00018073+0.00072785i,-0.00070811+0.00060871i,0.00052729+0.00015102i,0.00073026-0.00026966i,0.00084896-0.0002055i
