0.00090916+0.0014293i,0.0020363+0.00056913i,0.0010512-0.00073114i,8.698e-05-0.0011278i,-0.00053087-9.0676e-05i,-0.00046435+0.0011544i,0.00073081+0.0018205i,0.0015232+0.0018429i,0.0016513+0.0016681i,0.0014008+0.00043668i,0.0014557-0.00011925i,0.00080459+0.00016599i,-0.00015549+0.00033359i,0.00015773+7.7976e-05i,0.00019922-0.00013563i,-0.00036297+0.00059723i,-0.00067107+0.00028381i,-5.9718e-05-0.0005644i,0.0011094-0.00060369i,0.00083368-0.00075384i,-0.00044242-0.00081769i,-0.00086212+3.077e-05i,-0.00062967+0.00048328i
-0.00051245+0.0027788i,-0.00063418+0.0031317i,0.00056714+0.0035791i,0.00072361+0.0027917i,-9.2992e-05+0.0017203i,-0.00038304+0.00050986i,-0.00013809+0.00019397i,0.00015049+0.000101i,0.00017433+0.00037106i,-0.00010202+0.00078829i,0.00019491+0.00047819i,0.00024214+0.0010315i,2.3908e-05+0.001617i,-0.00018193+0.00069415i,-0.00048984-0.00058749i,-0.00055619-0.0010861i,-0.00070346-0.00058531i,-0.00054952-0.0004131i,-5.9225e-05-0.00036376i,-5.4053e-05+6.5612e-06i,-0.00053733+0.00024299i,-0.00058421+0.00015837i,-5.9013e-05-0.0004802i
-0.0012692+0.00053496i,-0.0015123+0.00045936i,-0.0011037+0.00025597i,-0.00048368+0.00010582i,0.0009603-0.00041255i,0.0021493-0.00076206i,0.0018863-0.0012634i,0.0010299-0.00089814i,0.00043746-0.0002094i,-0.00068623-0.00028527i,-0.00067682+2.9736e-05i,0.00014584-0.00024178i,0.00027759-0.00069078i,-0.00022781-0.00030714i,-0.00015306-0.00017657i,4.4304e-05-0.0007149i,0.00014953-0.00052927i,-0.00010274-0.00010979i,-0.00076552+0.00035887i,-0.00073231+0.00092568i,1.5363e-06+0.00061674i,0.00065139+6.4698e-06i,0.00088863-1.9353e-05i
-0.0014311-0.00070463i,-0.0018134-0.00080708i,-0.0030634-0.00044558i,-0.0021359-5.1233e-05i,-0.00063152-0.00035874i,-0.00047457-0.00049156i,-0.00084073-0.00025245i,-0.0012711-6.9288e-05i,-0.00078608-8.463e-05i,0.00040591+0.00026913i,0.00019707+0.00075468i,-8.6931e-05+0.001411i,-0.00046831+0.0014386i,-0.00047341+0.00038051i,-0.0003691-0.00015968i,-0.00044127+0.00010413i,-9.8884e-05+0.00017973i,2.5425e-05+0.00037978i,-0.00053253+7.1739e-05i,-0.0011041-0.00018051i,-0.0009011+0.00062703i,-0.00025425+0.00074301i,0.00074946+0.00016591i
-0.00028233-0.0015264i,0.00024567-0.001616i,0.00052386-0.0012398i,0.00019038-0.00077667i,0.00024775-0.00026747i,0.00072303+0.00016928i,0.00023649-0.00041184i,-0.00065355-0.00065695i,-0.0007818-0.00071323i,-0.000219-0.00063321i,-7.6125e-05+0.00078867i,-0.00020016+0.0012238i,0.00016586+0.00047709i,0.00018459-9.2905e-05i,-0.00018848-0.00020727i,-0.00021641-0.00033107i,0.00011474-0.00084393i,0.00087404-0.00065565i,0.00080625-0.00023454i,-0.00011959+0.00020667i,-7.4346e-05+0.00030205i,0.00011515+0.00066324i,-0.00040547+0.0012702i
8.9719e-05+0.00032838i,-0.00056197+0.0011847i,-0.00030494+0.00088358i,0.00043085+0.00037229i,0.00053408-3.1833e-05i,-0.00047195-0.00063575i,-0.00020811-0.00091458i,0.0011498-0.00070882i,0.0014151+0.0001759i,0.000226+0.00048856i,-0.00076045+0.00022923i,-0.0010785-6.2939e-05i,-0.00013205+9.6702e-05i,-0.0002209+0.00055555i,-0.00057518+8.421e-05i,-0.00010191+8.1663e-05i,0.00036348+0.00049363i,0.00075872-0.00010424i,0.0010847-0.00073726i,0.00048142-0.00042901i,-0.00043232+0.00030286i,-9.5591e-05+0.0010674i,0.00019129+0.0011824i
0.0012261-0.0019565i,0.0014585-0.0029425i,0.0018079-0.0030358i,0.0018084-0.0018871i,0.0013942-0.00032636i,0.001206-0.00042206i,0.0011992-0.00043604i,0.0010543+5.669e-05i,0.00043702-0.00036411i,-0.00013548+3.6705e-05i,-0.00033914+0.0005393i,-0.00030162+0.00028915i,-0.0004629+7.6454e-05i,-0.00046619+0.00016918i,-0.00035839+5.161e-06i,-0.00024627-0.00021816i,-0.00028528-0.00023674i,-0.00011447-0.00048529i,0.00022302-0.00015781i,0.00017182+0.00020832i,-0.00063645+0.00025509i,-0.0010439-1.7416e-05i,-0.00030583-4.4974e-05i
0.0012321-0.0011722i,0.0018115-0.00067032i,0.0015954-0.00011166i,0.00084253-6.9488e-05i,-0.00072284+0.00013784i,-0.0015337+0.00052168i,-0.0006934+0.00064477i,0.00047499-0.00013883i,0.00045455-0.00038008i,0.00020668-0.00028738i,0.00047271-0.00062779i,0.00012031-0.00093243i,-4.6433e-05-5.9682e-05i,0.0003224+4.329e-05i,0.00019554-0.00058987i,0.00022226-0.00042202i,4.4659e-05+0.00027609i,-8.2428e-05+0.00036322i,0.00014345+2.7154e-05i,-5.4949e-05-0.00016636i,3.9008e-05-8.3319e-06i,-6.8409e-05+0.00058541i,0.00021322+1.4368e-05i
-0.0015792-0.0025994i,-0.0031993-0.00281i,-0.00426-0.0019248i,-0.0037342-0.0012932i,-0.0022606-0.00050382i,-0.00044869+0.0002959i,9.6636e-05-0.0001587i,0.00021393-0.00065928i,-0.00031261-0.0013377i,-0.00073812-0.0010188i,-7.4576e-05+0.0001055i,0.00016658+0.0010537i,-0.00020587+0.0017555i,-0.00091007+0.0012172i,-0.0010568+0.00023775i,-0.00083404-5.9136e-05i,0.00017468+0.000132i,0.0013013+0.000416i,0.00066838+0.00021729i,-0.0002524+0.00023043i,5.9443e-05-0.00011085i,0.00010431-0.00080691i,-0.0002637-0.00011292i
0.00048998+3.663e-05i,0.00084638-5.3381e-06i,0.0018248-7.1319e-05i,0.002741-3.3444e-05i,0.0026626-0.00023704i,0.001762-0.00039084i,0.0011529-0.00023827i,0.00016135-0.00034863i,-0.00064637-1.515e-05i,-0.0013192+0.00017575i,-0.0010861-0.0001782i,-0.00017891-0.00076002i,-0.00046634-0.0010147i,-0.00059877+0.00043763i,-0.00016402+0.0008729i,9.0082e-07-1.4733e-05i,0.00012196+0.00013496i,0.00020301+0.00027475i,0.00071588+0.00021545i,0.00033754+0.00025646i,2.8553e-05+0.0002506i,0.00021767+0.00026046i,-6.4008e-05+0.00043031i
-1.0804e-05-0.00039736i,-0.00054251-8.8041e-05i,-0.0016057-0.0003189i,-0.0015682-0.00024983i,-0.00068998+9.4718e-05i,-0.00059487+0.00025963i,-0.00064975-0.00010603i,-0.00029812-0.00053807i,-0.00029523-0.00016032i,-0.00026879-3.1658e-06i,-0.00031617-9.2268e-05i,-0.00075362-0.00043383i,-0.00086779-0.00071977i,-0.00098409-0.00096505i,-0.0010565-0.0010701i,-0.00028835-0.00018109i,0.0003188+0.00036888i,0.0010594+0.00079025i,0.00099737+0.0005638i,0.00058547-0.0002139i,0.00075413-0.00033137i,0.00028402+0.00027013i,0.00022719+0.00068836i
0.0014658-0.00028701i,0.0022349-0.0011413i,0.0023812-0.0018569i,0.0016566-0.0019988i,0.0011661-0.0016845i,0.00031626-0.0013717i,0.00020468-0.0010102i,0.00088102-0.00042858i,0.00043987+0.00026704i,-0.00025176+0.0011567i,-0.00074167+0.0011041i,-0.00047666+0.00027519i,0.00073064+0.0003141i,0.00077702+0.00058698i,-4.7983e-05+0.00021845i,-0.00038612-6.1045e-05i,-0.00036359-0.00027328i,-0.00037212-0.00029512i,-0.00064064-0.00056739i,0.00054203-0.00022978i,0.0014097+0.00026323i,0.00065498-0.00020055i,0.00050969-0.00050376i
0.00027776-0.00011983i,0.00067017-0.00050773i,0.0013809-0.00068396i,0.00036172-4.2714e-05i,-0.00030453-3.027e-05i,-0.00026188-6.4337e-05i,-0.00041458+0.00012595i,-0.00054137-0.0002152i,-0.00048131-0.00033495i,-0.0011632-3.8245e-05i,-0.0015043+4.1836e-05i,-0.00083744+9.8461e-05i,-3.9703e-05-0.00059789i,4.3263e-05-0.00046638i,-0.00064662-0.00059216i,-0.0011257-0.00070475i,-0.00096472-0.00033085i,0.0001296-0.00043501i,0.00058664-0.00027062i,-1.4612e-05-0.00024298i,-0.00045436-5.9505e-05i,-0.00074059+0.00020959i,-0.00060565+0.00050836i
-0.0018944+0.0014535i,-0.0011306+0.0021408i,0.00028772+0.0024626i,0.00081933+0.0011776i,0.0011993+0.00053477i,0.0020622+0.00010381i,0.0015722-0.00034153i,0.00088093+7.7431e-05i,0.00086011+0.00072875i,0.00083398+0.00095898i,0.00073956+0.0011527i,0.00036285+0.0013227i,3.7217e-05+0.00080495i,-0.00039106+0.00052871i,-0.00064487+0.00027118i,-0.00060326-6.9248e-05i,-0.00032238-0.00012244i,2.0296e-05-1.3442e-05i,-0.00047383+1.372e-05i,-0.00038063-9.6101e-05i,9.3052e-05-0.00039812i,7.2016e-05+3.3226e-05i,0.00021872+0.00067473i
0.00070587+0.0022675i,-0.00028665+0.0019446i,-5.5173e-05+0.0031525i,0.00076288+0.0025841i,0.00072109+0.0013545i,2.4554e-05+0.00066043i,0.00017688+0.00030948i,0.00087326+8.1322e-05i,0.00060502+2.0986e-05i,0.0006249-7.9252e-05i,0.0013795+0.00017621i,0.00059387+0.001146i,-0.00050894+0.00047518i,-0.0001519-0.00010505i,-0.0005094+0.0002406i,-0.00092612+0.00036175i,0.00024747+0.00014035i,0.00076391-1.9958e-06i,-0.00034353+4.1408e-05i,-0.00059012-0.00010442i,-0.00070483-0.00015266i,-0.0004965-1.8378e-05i,0.00030556+0.00022823i
-0.0018628-0.0010357i,-0.00093782-0.0014161i,-0.00050597-4.8562e-05i,-0.00045688-0.00019207i,-0.00011837-0.00079171i,-0.00036567-0.00016879i,-0.00081948+7.056e-05i,-0.00035066-0.00047162i,0.00013648-0.0011621i,0.00032725-0.00088463i,0.0010416+0.00013843i,0.0010619+0.00069029i,-0.00032701+0.00070628i,-0.00099386+0.00061105i,-0.0010248+0.0002389i,-0.00015212-8.3986e-05i,0.00063609+0.00089561i,-0.00014331+0.0013077i,2.3465e-05-0.00012337i,0.0005139-0.00026083i,7.4887e-05+0.0009598i,0.00049148+0.0010098i,0.00025604+0.00056168i
7.2271e-05-0.0003088i,0.00018999+0.00016052i,0.0016887-8.7885e-05i,0.0018928-0.00086022i,0.00070974-0.00091509i,0.00019394-0.0005572i,0.00044423-0.00021966i,0.00010175-0.00059457i,-0.00010797-0.00072445i,-0.00040624+0.00052942i,-0.00052965+0.0011545i,-0.00074069+0.0013787i,-0.00092821+0.0015452i,-0.00045702+0.00059918i,-0.00035652-5.7078e-05i,-0.00045592-0.00013616i,0.00028915+0.00029528i,0.00055238+0.00042931i,-0.00019544-0.00042243i,-0.00065946-1.27e-05i,-0.00078215+0.00061256i,-0.00060218-0.00036096i,-2.4948e-05-0.00059343i
0.00011988+0.0022065i,-0.00074124+0.0020369i,-0.00038843+0.0019024i,0.00043164+0.0010838i,0.00035254-0.00012633i,7.9535e-05-0.0012926i,-0.00013101-0.0011174i,0.00020293-0.00021389i,0.00082271-8.049e-05i,-1.74e-05+0.00039316i,-0.0005921+0.00063329i,1.0681e-06+0.00045197i,-0.00032767+0.00012017i,-0.00073234-0.00018522i,-0.00035293-0.0003387i,0.00026584-0.00056419i,0.00020612-0.00017626i,-4.9395e-05-0.00071043i,0.00033383-0.0014874i,0.00053644-0.0010364i,0.00043026+0.0004408i,-0.00047623+0.00083806i,-0.0010801-0.00048443i
-0.0020281-0.0019113i,-0.0022782-0.00012126i,-0.0023304+0.00046883i,-0.0021895+0.00055001i,-0.0016261+0.00074578i,-0.00063369+0.0014489i,-0.0004685+0.00043125i,-4.4918e-05-0.001169i,0.00063062-0.00089371i,-0.00029579-0.00021763i,-0.0010351+0.00030505i,-0.00057126+0.00032751i,-0.00068094+0.00058946i,-0.00080374+0.00067367i,-0.00036736+0.00091658i,-7.1432e-05+0.0014545i,0.00039321+0.0011492i,0.00045867+0.00112i,0.00028334+0.0010259i,-0.00049181+0.0003579i,-0.00098355+0.00015331i,-0.00062366+0.00049648i,2.0262e-05+0.00049679i
0.00028223-9.1982e-05i,0.00030355-0.00049044i,-2.8241e-05+0.00036503i,-0.00023785+0.00027357i,-0.00010715+5.5538e-05i,-0.00012532-9.0386e-05i,0.0002595-0.00023035i,0.00035803+0.00023642i,7.651e-06+0.00010371i,-8.4735e-05-0.00017994i,0.00018503+3.92e-05i,0.00076167+0.00030657i,0.00047492+0.00063351i,-0.00046455+0.00095879i,-0.00050603+0.00076942i,-0.00083423+0.00060331i,-0.00071796+0.00058723i,0.00088676+0.00039625i,0.0013495+0.00029453i,0.00062059+0.00026321i,0.0005863+0.0003753i,0.00025624+0.00051575i,0.00047439+0.00059474i
0.0003643-0.0032404i,0.00056053-0.003934i,-0.00038063-0.003485i,0.00015682-0.0017384i,0.00015642-0.00060609i,-6.7447e-05+0.00024307i,-3.6101e-05+0.00057234i,-7.8995e-05+0.0003031i,7.7078e-05+3.579e-05i,-0.00017895-0.00045185i,-0.0012046+0.000447i,-0.0011775+0.00084034i,-0.00042451+0.00026989i,-0.00070588+0.0003877i,-0.0014603+0.00041672i,-0.00098595+0.00013531i,-0.00013236-1.8083e-05i,0.0003418-0.00018044i,-0.00032695-0.0001433i,-0.00074755-0.00020222i,-0.00058204-0.00027545i,-0.00057277+0.00016513i,-0.00061739+0.00095446i
0.00048477-0.00016632i,0.0008115+0.00034378i,0.0016505+0.001059i,0.0010821+0.00024593i,-5.1048e-05-0.00039712i,-0.00095076-0.00043122i,-0.00081244-0.000831i,-0.00040587-0.0014431i,-0.00029619-0.0015869i,-0.00019628-0.00093054i,4.0564e-05-7.6896e-05i,0.00022329+0.00014199i,-2.0402e-05-0.00023409i,-0.00041202+0.00045183i,-0.00029874+0.00049187i,-2.8167e-05-0.00014403i,0.00025375+0.00019043i,0.00034881+8.6625e-05i,-7.8521e-05-0.0007741i,3.2855e-05-0.00035132i,-7.3902e-05+0.00087025i,-0.00087257+0.00067073i,-0.0010525+0.00034188i
0.0010082-0.0017878i,0.00090026-0.0023702i,0.00090059-0.0015758i,0.00070978-0.0010975i,0.00026061-0.0013884i,0.00060481-0.0010972i,0.001118-0.0013549i,0.00085638-0.0014972i,-0.00063376-0.0012239i,-0.0012534-0.00097786i,-0.0010297-0.00045977i,-0.0010819-0.00033655i,-0.00046041-0.00043548i,-0.00016068+8.4436e-05i,-0.00083966+0.00052159i,-0.00074652+0.0003363i,-6.116e-05-0.00034729i,0.00085645-0.00057309i,0.00063175-0.00018988i,-0.00044064+0.00030899i,-3.8762e-05+0.00059225i,0.00041214-5.5147e-07i,5.4325e-05+0.00018341i
0.0027708+0.0015707i,0.0013534-0.002661i,0.001986-0.0023543i,0.0013701-0.0012516i,0.00028612-0.00045318i,0.00062857+0.00059606i,0.00064125+0.00011081i,0.00083084-0.00023785i,-0.0002335-0.00034387i,-0.0018271-0.0006459i,-0.0015407-0.0011134i,-0.00031905-0.001263i,0.00057499-0.00077981i,-4.2096e-05-4.2678e-05i,-0.00044105+0.00091119i,0.00067661+0.0011201i,0.00067108+0.00078424i,0.00010817-0.00015812i,-0.00012041-0.00028596i,-0.00037151+9.7453e-05i,-0.0005383+0.00042334i,-0.00068139+0.00083391i,-7.3469e-05+0.00036621i
-0.0015195-0.0010756i,-0.0015883+0.00087078i,-0.0012531+7.7957e-05i,-0.00061082-0.00012809i,-0.00057279+0.00056934i,-0.00013098+0.0010118i,0.00063285+0.0010487i,0.00027539-0.0002409i,-0.00043234-0.00047524i,-0.0010447+0.00054509i,-0.0012032+0.00095947i,-0.00027323+0.0012952i,0.00026823+0.0017027i,0.00034225+0.0013819i,0.00036708+0.00054204i,-0.00025912+0.00021779i,-0.00025175-0.00021229i,-0.0003772-0.00050549i,-0.00084049+0.00022851i,-0.00042654+0.00061231i,-0.00039792-0.00011534i,-0.00038958-0.00022626i,-0.00055186-1.0673e-05i
-0.003439+0.0007734i,-0.0025709+0.0010168i,-0.0032691+0.0010755i,-0.0022084+0.00076921i,3.6851e-05+0.00046404i,0.00055064-0.00046291i,0.00049919-0.00092601i,8.5627e-05+9.7924e-05i,-9.3013e-05+0.00076399i,-6.154e-05+0.0014258i,0.00020833+0.0014756i,4.2704e-05+0.00018714i,-0.00049045-0.00053297i,-0.00089462-9.965e-06i,-0.00056302+0.00047368i,-0.00019194+0.00058095i,0.00015217+0.00049179i,0.00071067+2.8121e-05i,0.00061651+0.0001788i,-9.3114e-05+0.00057823i,-0.00012033+0.00041692i,0.00021646+0.00046258i,0.00047973+0.00058323i
0.0010777-0.0010573i,0.0015326-0.0004337i,0.0021242-0.0024423i,0.0015635-0.0024717i,0.0010888-0.0014245i,0.00099339-0.00047084i,0.00037176+0.00054386i,0.00028501+0.00022616i,0.00028156-0.00031861i,0.00071071-8.7552e-05i,0.0011628+4.247e-05i,0.0013004+1.4126e-05i,0.00021502-5.1749e-06i,-0.00029429+0.00037312i,-0.00036623+0.00048568i,-0.00010743-0.00022623i,0.00046251-0.0001743i,0.00036742-0.00024254i,0.00024501-0.00050384i,0.00021779-0.00030546i,-0.00061508+0.00046412i,-0.00079332-7.9282e-05i,0.00023314-0.00061254i
0.00041484+0.0015517i,0.00044083+0.0016358i,-8.2605e-05+0.0023525i,0.00066471+0.0015494i,0.0011421+0.00028281i,0.0005866+0.00030177i,-0.00011711+0.00019652i,-7.8033e-05-0.00049732i,-0.00024749-0.00081629i,-0.00033932-0.000488i,-0.00017088+0.0002607i,-0.00024261+0.00050849i,-0.00027156+0.00072578i,0.00011946+0.00097755i,0.00040944+0.00080217i,0.0001506+0.00053452i,0.00037324-6.1575e-05i,0.00064338+0.00025101i,0.0004868+0.00052357i,0.00016994+0.00029798i,0.00020549+0.00030792i,0.00033346+0.00022175i,0.00014389+0.00022748i
-0.0016533-0.0013102i,-0.00097069-0.001549i,-0.0013252-0.0018829i,-0.0014266-0.0003403i,-0.00087893+0.00044095i,-5.1174e-06+0.00023891i,0.00072717+6.1873e-05i,0.00011034-0.00054592i,-0.0010109-0.0014836i,-0.0015285-0.00036492i,-0.0014436+0.00087579i,-0.00091889+0.00069989i,-0.00054619+0.00065151i,-0.00034358+0.00039013i,-8.765e-05+0.00029171i,-0.00098145+0.0006319i,-0.00073327+0.00042276i,-0.00027204+0.00063272i,-0.00010251+0.00084161i,-0.0003048+0.00082397i,-0.00078133+0.00046156i,-0.00069015+0.00060357i,-0.00048923+0.00042243i
-0.001464-0.0021658i,-0.0011523-0.0013413i,-0.0016286-0.001319i,-0.0014521-0.00080436i,-0.00057934+0.00053064i,3.8256e-05+0.00074978i,0.00039359-0.00045455i,3.2213e-05-0.0017384i,-0.00066517-0.0014132i,-0.0004334-0.00034817i,-0.00029572+0.00036082i,-0.00050327+0.0010708i,-0.00057015+0.00045989i,-0.00046417+2.1093e-05i,-0.00014745+0.00078503i,-0.00055711+0.00064794i,-0.00054879-1.8795e-05i,0.00036344-0.00014026i,0.00081775+0.00014627i,-5.5143e-05+0.00041233i,-0.001213-0.00029828i,-0.0014362-0.0011929i,-0.00082911-0.0011967i
-0.00047821-0.00057502i,-0.00018456-9.8266e-05i,-0.00027403-0.0009669i,-0.0009254-0.0019668i,-0.0014804-0.0010597i,-0.0012215-0.00044335i,-0.00060448-0.00051979i,-0.00042076-0.00032173i,-0.00063547+0.00027784i,-0.00022927+0.00025515i,-0.00026414-0.00016852i,-0.00085425+0.00015097i,-0.00091611-0.0001125i,-0.00034335-0.0004819i,-2.2706e-05+0.00023999i,-0.00025268+0.00042332i,-0.00010298-8.2274e-05i,0.00019852-6.2335e-05i,0.00034728+0.00061197i,0.00027209+0.00099342i,0.00016644+0.00070253i,0.00031466+0.00086459i,-6.7868e-05+0.0011104i
-4.3798e-05+0.0022038i,0.0003915+0.0029i,0.0013309+0.0028274i,0.0012626+0.0023113i,0.0010312+0.0012072i,0.00048295+0.00012166i,6.5161e-05-0.00018988i,0.00050951-0.00044228i,0.0010649-0.00066024i,0.00078302+9.332e-05i,0.00042358+0.00085759i,-0.00016854+0.00090728i,0.00017474+0.0010205i,0.00070271+0.00067271i,0.00064877-0.00021358i,-0.00041575-0.00052122i,-0.0011849-0.0002477i,-0.00062971-0.00031807i,3.9525e-05+0.00012183i,-0.00030009+0.00088158i,-0.00010771+0.00096886i,0.00023162+0.00080761i,0.00034566+0.000654i
0.001387-0.00045677i,0.0016317-0.00055613i,0.0012371-0.00061695i,-0.00013944-0.00076498i,-0.00028161-0.00018026i,-9.6991e-05-0.00017302i,-0.00040732-0.00027565i,-0.00034379-0.00038986i,-0.0003153-0.0010589i,-0.00021217-0.0011584i,-0.00019854-0.00055502i,0.00052599+0.00017622i,0.00079181+0.00076291i,0.00073628+0.0011452i,-0.00011511+0.0008801i,-0.00066779+0.00069567i,1.4774e-05+0.00026195i,0.00018334-0.00021532i,0.00039362-0.00021805i,-0.00045082-0.00016376i,-0.00085323-0.00039233i,4.1281e-05-0.0003988i,0.00048597+0.00012654i
-0.00073321-0.000999i,-0.00031166-0.00086106i,-0.00061905-0.000882i,-0.00083125-0.00045774i,0.0002299-0.00076303i,0.0009329-0.00072278i,0.00057465+7.9693e-05i,-6.5972e-05+1.4704e-05i,8.8422e-05-0.0003074i,0.00038643-0.00083461i,8.472e-05-0.00032086i,-0.00055022+0.00070798i,-0.0007119+0.00011436i,-0.00019893-0.00038628i,-2.8658e-05-0.00011812i,8.4061e-05+1.5328e-05i,0.00061981+1.8596e-05i,0.00081963-0.00010675i,0.00032-0.0001975i,0.00043279-0.00069849i,0.0007059-0.00088904i,-0.0002183-0.00022722i,-0.00026699-9.3207e-05i
0.0008519+0.003449i,0.0012586+0.0039115i,0.0030118+0.0040446i,0.0031667+0.0023487i,0.0025572+6.651e-06i,0.0016509-0.0012423i,0.0010337-0.0003741i,3.9711e-05+0.00037792i,-0.00036536+0.00018987i,-0.00012143+0.00010506i,-0.00014757+0.000372i,0.00022272+0.0007023i,0.00046649+0.00094749i,0.00029771+0.0006058i,7.8719e-05+0.00030192i,0.00024065+0.0003042i,0.00030888+0.0004108i,-0.00015007-3.3564e-06i,-0.00052377-0.00027019i,-0.00011408-0.00014517i,0.00034732+2.4525e-05i,0.00031538-0.00034601i,0.00027055-0.00090522i
-0.00066585-0.00094366i,-0.0010596-0.0002708i,-0.00085336-9.0529e-05i,-0.00037842+0.0004397i,-9.0212e-05+0.0008374i,-0.00018636+0.00076322i,-0.00026887+0.00034199i,-2.7978e-05-0.00027912i,0.00018695-0.00075901i,-6.1041e-05-0.00052796i,0.00018126+0.00015582i,0.00070658+0.0010139i,0.00056519+0.0012892i,-4.3008e-05+0.00097316i,-0.00095571+0.00069856i,-0.00082171+0.00030409i,-2.45e-05+0.00015714i,7.4037e-05+0.00018735i,-0.00048734+0.0002115i,-0.00030687+0.00065974i,0.00011757+0.0011271i,0.00028527+0.0013993i,-1.8859e-06+0.0015217i
-0.0011101+0.00068406i,-0.0016302+0.00019338i,-0.0016507-8.0408e-05i,-0.00078739-0.0004567i,0.00047807-0.00039382i,0.0014176-0.00027224i,0.0015327-0.00024556i,0.0012428+2.8755e-06i,0.00074613+0.00091422i,0.00030548+0.0005549i,0.00029869+2.4312e-05i,4.1066e-05-2.2323e-05i,-0.00062849-0.0005283i,-0.00051505-0.00058771i,-0.00055581-0.00031099i,-0.00067497-0.00014434i,0.00014366+4.0872e-05i,0.00078477+4.3509e-05i,0.00045342-9.5679e-05i,-2.8231e-06-0.00070452i,0.00035618-0.00060014i,0.0006916+0.00053714i,-0.0001261+0.00097251i
-0.0019428-8.3652e-05i,-0.0019298+0.00030266i,-0.0020512+0.00091022i,-0.0012241+0.0010791i,-0.00023523+0.0010231i,0.00042087+0.00016568i,0.00018721-0.00054024i,-0.00097837-0.00089767i,-0.00099899-0.00080652i,-0.0008789-9.5797e-06i,-0.00069537-9.0116e-05i,-0.00030111-0.00024635i,-0.00035716+0.0004514i,-0.00053923+0.00077549i,-0.00077937+0.00030234i,-0.00072484-0.00083184i,5.1271e-05-0.0011391i,0.00071111-0.0006547i,0.00070764-9.218e-05i,-0.00010993+0.0011615i,-0.0010818+0.0011212i,-0.000688+0.00045268i,0.00021132+0.00090865i
-0.0010987+0.0019341i,-0.001471+0.0018329i,-0.00090283+0.001404i,0.0002731+0.00087996i,0.0017587+0.0012967i,0.0017091+0.0010392i,0.00037403+6.0538e-05i,-0.00050854-1.2841e-06i,-0.00010392+0.00037975i,0.00046021+0.00037756i,-0.00019371+0.0010162i,-0.00073481+0.0015703i,-0.00060487+0.0011669i,1.4933e-05+0.0010852i,0.00020682+0.0011632i,9.0471e-05+0.00084118i,5.293e-05+0.00029145i,0.00030068-0.00038539i,-0.00011795-0.00056877i,-0.00067522-0.00033967i,6.8876e-05+0.00056206i,0.00057724+0.00158i,-3.0247e-05+0.0013973i
0.00013187+0.00075375i,-6.8291e-05+0.00088588i,-0.00046434+0.0009158i,0.00014971+0.00082314i,0.00036936+0.00097236i,-0.00010833+0.000318i,0.00037698-0.00052257i,0.00011658-0.00091056i,-0.00072805-0.00026386i,-8.1597e-05+0.00022659i,-4.1522e-05+0.00038531i,-0.00034553-0.00016807i,-0.00040262-0.00065585i,-0.00083037+0.00031577i,-0.00094171+0.00029935i,4.6945e-05-0.00013439i,0.00081893-0.00050188i,0.0007519-0.00048217i,0.00031285+0.00033871i,0.0002748+0.00032231i,0.00066134-5.3856e-05i,0.00036674+9.9187e-05i,-0.00021633+0.00033222i
0.0035784-0.0016116i,0.0037578-0.0021527i,0.0024096-0.0030119i,0.0015783-0.0023094i,0.0011511-0.0014366i,-0.00058471-0.00074313i,-0.0010417-7.2064e-05i,-3.3828e-05-0.00042479i,0.0005119-0.0011051i,0.00015912-0.00050036i,6.8172e-05+0.00038679i,-6.1254e-05+0.00058012i,-7.5823e-05+0.00058561i,3.5123e-05-0.00025342i,0.00031291-0.00071356i,0.0003732-0.00037289i,0.00037958+0.00010099i,0.00030476+0.00075596i,-0.00062151+0.00080847i,-0.00063736+0.00053568i,0.00020785+0.00036206i,0.00091925+0.00060622i,0.00067472+0.0012182i
0.00051592+0.00050162i,-0.00013615+0.00052596i,-0.00018079+0.00052521i,-0.00010559+0.00049479i,-0.00057571+0.0011604i,-0.0011668+0.0014803i,-0.0011214+0.00065188i,-0.00051989-0.00056467i,-0.00050162-0.00057795i,-0.0001118+0.00031283i,0.00021841+0.0007573i,1.0846e-05+0.00041915i,0.00026785+0.0001197i,0.00082122+0.00022058i,0.00068089+6.4775e-05i,-0.00032899-0.00052117i,-9.1744e-05-0.00076249i,6.1788e-05-0.00048744i,-0.00050671-0.00029782i,-0.00026949-0.00039488i,-0.00032914-0.00028306i,-0.0013867+0.00033331i,-0.001593+0.0010365i
-0.0012245-0.00054879i,-0.0016236-0.00068857i,-0.0024028-0.00086582i,-0.0010898+0.00030448i,0.00051556+0.0014763i,0.00074823+0.00042038i,0.00028589-0.00077479i,-0.00054463-0.001081i,-0.00073047-0.00060056i,-0.00081759-0.00041001i,-0.00042773-0.00043432i,-4.8274e-05+0.00063961i,-0.00034576+0.0018303i,-0.00013973+0.0018632i,0.0005958+0.00093081i,0.00066589+0.00018302i,5.8061e-05+0.00014049i,-0.00044482+0.00014184i,-2.7315e-05+0.0004881i,0.00045666+0.00077i,-9.5688e-05+0.00041233i,-0.00064414+0.00016298i,-7.246e-05+0.00036437i
