-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
-0.003235-0.013108i,-0.0019348-0.024094i,0.0042477-0.027759i,0.0080084-0.01885i,0.0066072-0.0083968i,0.0042-0.0050154i,0.0034188-0.0040372i,0.0047059-0.0014907i,0.0045821-7.0941e-05i,0.0029746-0.00035408i,0.0019873-0.00062572i,0.00086093-0.0016898i,-0.00060478-0.002964i,-0.0003611-0.0028722i,0.00069956-0.0016862i,0.0013074-0.0012384i,0.001694-0.00096636i,0.00097602-0.0013111i,0.00026478-0.0024173i,-0.00034368-0.0020483i,-0.0016395-5.602e-05i,-0.0026375+0.00037601i,-0.0034617-0.00021979i
0.011751-0.00026997i,0.021066+0.0056003i,0.020589+0.013838i,0.010699+0.013375i,0.0030134+0.0056326i,0.0014892+0.0010343i,0.0011303-0.00069878i,0.0012794-0.0025089i,0.0033735-0.0038208i,0.0030589-0.0032045i,0.0011163-0.0018183i,0.00095613-0.0011286i,0.00095673-0.0010459i,0.00056606-0.00036267i,0.00048114-0.00016531i,0.00029104-0.00063206i,-0.00030265+0.00027292i,-0.0015443+0.0015829i,-0.0019713+0.0021905i,-0.0014532+0.0014223i,-0.00046802+0.00136i,0.00067233+0.00217i,0.0012453+0.0025179i
-0.0065889+0.0060229i,-0.015053+0.010568i,-0.022281+0.0068537i,-0.018401+0.0030121i,-0.0095743+0.00274i,-0.0048627+0.003335i,-0.0027366+0.0023141i,-0.0015732+3.8593e-05i,-0.0013266-0.0032363i,-0.0013718-0.0040683i,-0.0020303-0.0012964i,-0.0015925+0.00034898i,-0.00041014+4.891e-06i,0.00033594-0.00017626i,0.00038824-0.0001596i,-0.00093223+0.0005489i,-0.0015056+0.00083581i,-0.0013195+0.00011528i,-0.0010235+0.00014614i,-0.00044126+0.0010023i,-0.0010728+0.0015246i,-0.002238+0.0014066i,-0.0021066+0.00062798i
-0.0044393-0.012698i,-0.0050761-0.020917i,-0.001042-0.023229i,0.0016861-0.012411i,-0.00082587-0.0022148i,-0.0017725+0.0006897i,-0.0012907+0.0016582i,-0.0011243+0.0018816i,-0.0016605+0.0012428i,-0.0028001+0.00038294i,-0.0012785+0.00054861i,0.0011801+0.00092129i,0.0018323+0.00016905i,0.0018036-0.0010699i,0.0010185-0.00092237i,5.5958e-05+0.00014166i,0.00058553+0.0015194i,0.0024394+0.0026971i,0.0034092+0.0032318i,0.0028697+0.0022067i,0.0022737+0.00074367i,0.0019774-0.00027641i,0.0014868-0.0011964i
0.010697-0.0028425i,0.017092+0.00051945i,0.014677+0.007488i,0.0047915+0.0091569i,0.0010767+0.0051745i,0.0014995+0.0029206i,0.0022562+0.0013764i,0.0025841+0.00060799i,0.0013757+0.00077362i,0.00059627+0.00055661i,0.00061595+0.00020986i,0.00053059+0.00049666i,0.00062576+0.00086819i,0.00075411+0.00022168i,0.00081803+2.4565e-05i,0.00041134+0.00031018i,-0.00050999+0.00064513i,-0.0016663+1.9387e-05i,-0.0018851-0.0017972i,-0.0012274-0.0021928i,-0.00052502-0.0018743i,-0.00022705-0.0013904i,-0.001296-0.00093812i
-0.0010186+0.0058191i,-0.0082541+0.009173i,-0.015393+0.0064112i,-0.013531+0.00080477i,-0.006466+0.00085181i,-0.0013537+0.0026682i,0.00017138+0.0021287i,0.0010847+0.00098755i,0.0019037-0.00018698i,0.00092979-0.001333i,0.000376-0.0017579i,7.3454e-05-0.0024595i,-0.00069759-0.0019435i,-0.00080869+5.7442e-05i,-0.00032453+0.00077882i,5.5525e-05+3.4057e-05i,0.00025682-0.00087119i,0.00067903-0.0013164i,0.00021712-0.00060495i,-0.0012337-0.0001753i,-0.0014789-0.0011183i,-0.0011049-0.001523i,-0.00099264-0.0011778i
-0.0033111-0.0046017i,-0.0024365-0.012251i,0.0030432-0.015468i,0.0054272-0.010796i,0.0017169-0.0057854i,-0.0011239-0.0022092i,-0.00056311+0.00051443i,0.00041536+0.00053929i,0.00069463-0.00056573i,0.00072084-0.0023996i,7.5466e-05-0.0027126i,-0.00040835-0.0016356i,-0.0013715-0.00087393i,-0.0018725-0.00043159i,-0.00072312-0.00077459i,7.3923e-05-0.00087294i,0.0007013-0.00023333i,4.8614e-05+0.00088575i,-0.0016011+0.0014909i,-0.001768+0.00056507i,-0.0011811+5.1255e-05i,-0.0009742+0.00060757i,-0.0015077+0.0010174i
0.0075903-0.00020136i,0.012774+0.0017181i,0.013278+0.0066928i,0.0082389+0.0071859i,0.0041435+0.0035826i,0.001206+0.0014646i,-0.00031953+0.0016602i,-0.0001256+0.0013061i,0.00069673-0.00046227i,-0.00012109-0.0016921i,-0.001773-0.0016828i,-0.0018532-0.00143i,-0.0017131-0.00071418i,-0.0014672-4.8226e-05i,-0.00047899+2.8786e-05i,0.00033573+4.264e-05i,0.00040441+0.00047046i,0.00075757+0.0012648i,0.0016111+0.0014547i,0.00083924+0.0009117i,-2.5412e-05+0.00085231i,-0.00065618+8.9495e-05i,-0.00028898-0.00078142i
0.0012413+0.0049951i,-0.0021538+0.0086871i,-0.0063326+0.007204i,-0.0061204+0.002561i,-0.0044797-0.00022918i,-0.0033336-0.0011609i,-0.0012863-0.00043674i,0.00048972+3.8643e-05i,0.00093937-0.001055i,-0.00033447-0.00073131i,-0.0018144-0.00013492i,-0.0011375-0.00062348i,-7.6902e-05-0.0010542i,-0.00042385-0.00068809i,-0.00072353+0.00081024i,-0.00082514+0.0012001i,-0.0011369+0.00099276i,-0.00040807+0.0004903i,0.00048505-0.00062377i,0.00094934-0.0013454i,0.001459-0.00095859i,0.001238-0.00018187i,0.00056278+0.0008805i
-0.0032207-0.0028891i,-0.0056154-0.0065964i,-0.0023511-0.0074196i,0.0012083-0.0029306i,0.000177-0.00013736i,-0.00089264+0.00010473i,-0.00073988-0.00037726i,-9.9056e-05-0.0015819i,0.00050982-0.0020367i,0.00088535-0.0013282i,0.00072395-0.00070239i,0.00035837-0.00076732i,0.00047334-0.00071427i,0.00026085-9.2313e-05i,0.0001995+0.00039402i,0.00083698+0.00033004i,0.0020208-0.00037053i,0.0020149-0.0010879i,0.0010944-0.00057875i,0.00037986-9.0411e-05i,-0.00048043-0.00022845i,-0.0011661-0.00064343i,-0.00042898-0.001507i
0.0035789-0.0029809i,0.0063431-0.0019441i,0.0058632+0.0020372i,0.0030186+0.003604i,0.0018442+0.0021665i,0.0015932+0.0010231i,0.00089215+0.00040974i,0.00074388-0.00072885i,0.00085783-0.0015862i,0.00054709-0.0021437i,0.00012945-0.0015567i,-0.00085415-0.0013669i,-0.0013784-0.0015608i,-0.0010635-0.0010646i,-0.00011383-0.00026903i,0.0013128+0.0013197i,0.0011883+0.0023259i,-0.00026171+0.002286i,-0.0010415+0.00098022i,-0.0008046-0.00082501i,-8.9537e-05-0.00098904i,5.5962e-05-0.00021829i,6.3217e-05+0.0004703i
0.002192+0.0065226i,0.00074118+0.007807i,-0.0018123+0.0054985i,-0.0021074+0.0014405i,0.0008665+7.3534e-05i,0.0020369+0.00059771i,0.0016469+0.0013476i,0.0020544+0.00087542i,0.0021726+0.00028297i,0.0011075-0.00028636i,-0.00019457-0.0017105i,-0.00084916-0.0020339i,-0.0014921-0.001842i,-0.0011954-0.0016435i,-0.00047867-0.00064143i,-0.00036638+0.00045326i,4.3223e-06+0.00043364i,0.00023384+0.00054859i,0.00074612+0.0011091i,0.00047281+0.0012665i,-0.00015821+0.00062177i,-0.00020351+0.00053782i,-0.00060339+0.001334i
-0.0029834+0.00075992i,-0.0033036-0.001474i,0.00024462-0.0037313i,0.003558-0.0018863i,0.0029734-4.0527e-05i,0.0014117-9.4579e-05i,0.00017825+0.0013836i,0.0011095+0.0021486i,0.0027405+0.0013224i,0.0019276+3.5885e-05i,0.00028596-0.00019847i,-0.00061678+0.00024461i,-0.00067559+0.00010866i,0.00011261+6.9235e-05i,0.0005487-0.00050166i,0.00035384-0.0009315i,0.0013476+5.4921e-05i,0.0015515+0.0007657i,0.00035605+0.00028833i,-0.00017418-0.00017386i,-0.00038022-0.00038859i,-0.00026704-0.0005449i,-0.00017725+0.00013435i
0.000204-0.0018164i,0.0033173-0.00080071i,0.0046666+0.0048351i,0.0037825+0.0069375i,0.0023269+0.0049541i,0.0011967+0.0018653i,0.0010719-0.0005116i,0.0017849-0.0014003i,0.0020887-0.0011073i,0.0015548+0.00016846i,0.0011835+0.0010157i,0.00056953+0.00051949i,6.812e-06-0.00090783i,-0.00020381-0.0016488i,-0.00023239-0.00089311i,-0.00014802+4.3839e-05i,-0.00079236+0.00034219i,-0.0016479-0.00019633i,-0.0024099-0.00043422i,-0.0019446+0.00019056i,-0.00038949+0.00063856i,0.00021353+0.00079449i,3.3585e-05+0.00055416i
0.0056628-0.0079529i,0.0051134-0.0063658i,-0.004083-0.011645i,-0.010348-0.0111i,-0.010386-0.0036739i,-0.0065963+0.0028833i,-0.0028955+0.0021108i,-0.0015584-0.00090472i,-0.001028-0.0025465i,-0.0021641-0.0013593i,-0.0021789+0.001306i,0.00060552+0.0017452i,0.0019865+0.0012121i,0.0018273+0.0012268i,0.0018968+0.00085699i,0.00050067+0.00092514i,-0.00074706+0.00076012i,-0.00084088-7.4336e-05i,-0.00058264-0.00038249i,-0.00072123-0.0012097i,-0.00050801-0.0018761i,1.4265e-05-0.002164i,3.7336e-06-0.0019351i
-0.0016367+0.0014625i,-0.003172-0.0010992i,-0.00036446-0.0040825i,0.0027257-0.0037076i,0.0017261-0.0015614i,-0.00067184+0.00031408i,-0.0012004+0.0016672i,-0.00097983+0.0012833i,-8.04e-06-0.00016607i,0.00030657-0.0014366i,0.00016329-0.0019361i,0.0003469-0.0024988i,0.00021737-0.0025849i,0.00013236-0.0014508i,0.00068845-0.00024306i,0.00058805+4.7972e-05i,-0.00060934-2.5891e-05i,-0.0012533+0.00042269i,-0.0013739+0.00045664i,-0.00071709+0.00051168i,0.000924+0.0008281i,0.0014978+0.00098624i,0.00074218+0.00065869i
-0.00064091+0.00046316i,0.0013703+0.00020867i,0.0022622+0.0021007i,0.0010223+0.0048027i,0.00071434+0.0047241i,0.00022056+0.0022443i,-0.0011137+0.00023999i,-0.001199+0.00042671i,-0.00021074+0.00077859i,-0.00031125-0.00046284i,-0.00069565-0.0015696i,-0.00095606-0.0019972i,-0.0017221-0.0013421i,-0.0014852-0.00018699i,-0.00024437+0.00012201i,0.00047882-0.0002542i,0.0003211+0.0002146i,0.0010688+0.00043858i,0.0014296+0.0004212i,0.00088967+0.00037517i,-6.5841e-05+0.00035272i,-0.0012007+1.7622e-05i,-0.00097974+0.00028791i
0.0022514+0.001886i,0.0015038+0.0026862i,0.00032764+0.0019258i,-0.00039381-6.7149e-05i,-0.00048429-0.0014356i,-5.5512e-05-0.001206i,0.00087572+0.00067539i,0.0020739+0.0012337i,0.0028602-0.00011421i,0.0020569-0.0010232i,0.00076849-0.0012351i,-0.00059872-0.0012433i,-0.0012232-0.0015819i,-0.00072629-0.0014311i,-0.00062392-0.0005775i,-0.00024336+8.7582e-05i,0.000143+0.00012747i,0.00049475-0.00070196i,0.00017583-0.0014039i,0.0001288-0.0014189i,0.0003607-0.00071533i,0.00089224-1.508e-05i,0.0012874+0.00060056i
-0.00098958+0.0035114i,-0.0026157+0.003078i,-0.0017367+0.0011128i,0.00039114-0.00012954i,0.0014889-0.00058187i,-1.3662e-05-0.001267i,-0.0013581-0.00041411i,-0.00062033-0.00016379i,0.0011604-0.00098745i,0.0021791-0.0014217i,0.0012024-0.0015437i,3.5458e-05-0.00054015i,-0.00091125-0.00012322i,-0.0019553-0.00066671i,-0.0023127-0.00074001i,-0.0019625-0.00054694i,-0.00092447-0.0011489i,0.00041004-0.0011642i,0.00073586-0.0008033i,0.00043509+3.1669e-06i,-0.00034015+0.0012975i,-0.00068403+0.0013091i,-0.00080031+0.00029958i
-0.0026795+0.0009381i,-0.001108+0.0015923i,-0.00027747+0.0037781i,-6.407e-05+0.0041151i,0.00063523+0.0025237i,0.0012988+0.00098773i,0.00048434+0.00062899i,0.00011662+0.00072373i,0.00072694+4.9012e-05i,0.00042486-0.00086698i,0.00031122-0.0010642i,0.0005542-0.0016666i,-7.5442e-05-0.0019243i,-0.00071754-0.0006062i,-0.00060495-2.7307e-06i,0.00030226-0.00085262i,0.00028519-0.0004282i,-0.0004993+0.0007997i,-0.00036143+0.001017i,3.8228e-05-0.00061361i,-0.00038721-0.0011465i,-0.00033969-0.00038504i,0.0010111+0.0008584i
0.0024387+0.0033458i,0.0035014+0.0049809i,0.0028437+0.0053185i,0.0027545+0.0029909i,0.0032657+0.00071011i,0.0025374-0.00021055i,0.001684-3.2506e-05i,0.00087004+0.00025075i,-0.00025128-0.00048256i,-0.00063386-0.0018999i,0.00018641-0.0030092i,0.00089839-0.0033922i,0.00070866-0.0022865i,-0.00039188-0.00047599i,-0.00056105+0.00089002i,-0.00020709+0.0012395i,-0.00061844+0.00072319i,-0.00047216+0.0010972i,0.00030296+0.0024434i,0.00073344+0.0022622i,0.00019615+0.0017473i,-0.00022109+0.0013513i,-0.00063902+0.00024493i
0.00015465+0.00024749i,-0.00030296-0.00074173i,-0.001311-0.0011893i,-0.0026968+0.00032606i,-0.0030115+0.0023131i,-0.0020895+0.002716i,-0.00067571+0.0024252i,-2.7843e-05+0.0021357i,-0.0002073+0.00078419i,-0.0010155-0.00026652i,-0.0016357-0.00033187i,-0.001105-0.0011025i,0.00027858-0.0011169i,0.001438-0.00065865i,0.0017069-0.00059218i,0.0016427-0.00051371i,0.0016053-0.00018678i,0.0014471-6.3921e-05i,0.00072259-0.00034798i,-0.00064065-0.00088119i,-0.0011819-0.00087768i,-0.00010187-0.0012822i,0.00032223-0.0014422i
0.0014109-0.0020591i,0.00088692-0.0029902i,0.0014903-0.0016878i,0.0016557+0.00095205i,0.00069791+0.0013582i,4.5966e-05+0.00086109i,-7.5032e-05+0.00035938i,0.00056792-0.00017795i,0.0017469-0.001135i,0.0015305-0.0011682i,0.000664-0.00014432i,0.00013677+0.00022653i,-0.00066894-3.3068e-05i,-0.00058025-0.00020954i,0.00013643-0.0006026i,0.0009833-0.00023556i,0.0011483+0.00043983i,0.0011651+0.00013607i,0.0018736+0.00010725i,0.0016386+0.00045396i,0.00037419+0.0010842i,4.3679e-05+0.0012657i,0.00032652+0.0011335i
0.0021347-0.0010275i,0.0016773-4.9011e-05i,0.00088711+0.00010556i,-0.00097489-0.0004355i,-0.0018645-0.00060019i,-0.0012612-0.00043013i,-0.00077757-0.00018182i,-0.00057927-0.0006604i,0.00072528-0.0017845i,0.001197-0.0023807i,0.000545-0.0019367i,3.9656e-05-0.001079i,-0.00051217-0.0015539i,-0.00024367-0.0014841i,0.0005513-0.00048302i,0.00074614-6.9062e-05i,-0.00018421+6.9221e-05i,-0.00049653-0.00023216i,-0.00056615-0.0002875i,-0.0014617-7.2475e-05i,-0.0013282-0.00023804i,3.7027e-05+8.3369e-05i,0.0011203-0.00066184i
-0.0013581-0.0025031i,-0.0014876-0.0032641i,-0.0010789-0.0031941i,-0.00067898-0.0017383i,-0.00074788+0.00011972i,-0.0010897+0.0015371i,-0.00027585+0.001635i,0.001256+0.00037854i,0.0017764-0.0013994i,0.0013282-0.0023216i,0.001038-0.0010145i,0.0014694+0.00059637i,0.001579+0.00060184i,0.000541+0.00018515i,-0.0011175+0.00023154i,-0.0017038+9.1633e-05i,-0.00075937-0.00021076i,-0.00039432-0.0004357i,-0.00044799+0.0004069i,-0.00038932+0.0012408i,-4.9689e-05+0.0010088i,-0.00017278+0.00050232i,-0.00049899+0.00013346i
0.0018716-0.0014854i,0.0015777-0.001879i,0.0017138-0.00016885i,5.2699e-05+0.0010436i,-0.0013565+0.00074059i,-0.00081364+0.00041806i,0.00080412-0.00040981i,0.0012037-0.0011239i,0.00045857-0.0012937i,-0.00047422-0.001726i,-0.00093474-0.0018935i,-0.00081345-0.0018861i,-0.00019771-0.0017634i,0.001275-0.00044531i,0.0014665-0.00015808i,0.00052614+1.8946e-05i,-0.00013381+0.00061635i,-0.00099071+0.00063274i,-0.001579+0.00048654i,-0.0012986-0.00099738i,-0.00095646-0.0019129i,-0.00084497-0.0014514i,-0.00028937-0.001135i
0.00021994-0.00089284i,-0.00023939-0.0010329i,-0.0013276-0.00091411i,-0.001517+0.00094192i,-0.0022856+0.0022677i,-0.0020149+0.0022453i,-0.0010692+0.0020176i,-0.00025385+0.0014333i,-0.00010215+7.4768e-05i,-0.00063227-0.0010496i,-0.00080271-0.0014572i,0.0001605-0.0017747i,0.00070563-0.0017085i,0.00036784-0.0010805i,3.5636e-05+5.8819e-06i,-0.00047173+0.0005866i,-3.454e-06+0.0011488i,0.0014943+0.0011967i,0.0020018+0.00064174i,0.00072465+0.00053947i,0.00010217+0.00040567i,0.00045787+0.0002082i,5.4891e-05-0.00041031i
0.0010962+0.0007853i,0.001032+0.00080986i,-0.00022188+0.0004149i,-0.0013552+0.00088032i,-0.0012322+0.0007354i,-0.00073249+0.00091029i,-0.00056664+0.0015974i,-9.0219e-05+0.0012879i,0.00097077-9.9288e-05i,0.00066245-0.0010077i,-0.0009021-0.00069231i,-0.00092713+0.00011902i,0.00038645-5.3403e-05i,0.00077601-0.00056037i,0.00030189-0.00042179i,-0.00027456-0.00020365i,-0.00012185-0.00021544i,7.4693e-05-7.0756e-05i,8.2428e-05-0.00042014i,-0.00029517-0.0013352i,-0.00088659-0.0014039i,-0.00045557-0.00033042i,9.4218e-05+0.00096493i
-0.0028853-0.001334i,-0.0035774+0.00029746i,-0.0039113+0.0017501i,-0.0030394+0.0019932i,-0.0015016+0.0014561i,-0.00027038+0.00034574i,9.0784e-05+0.00025081i,-4.3155e-05+0.0010621i,0.00040538+0.000754i,0.0012745-0.0003934i,0.0016861-0.00067629i,0.0010988-0.00062906i,9.8994e-05-0.00079323i,-0.00062045-0.00066287i,-0.0013105-0.00090854i,-0.00080523-0.0011209i,9.0594e-05-0.00067836i,0.00064771+0.00010126i,0.0015015+0.00019956i,0.0013778+0.00050375i,4.2986e-05+0.0011296i,-0.00089614+0.00098124i,-0.00039668+0.00022708i
-0.0014463-0.0015871i,0.001102-0.0021456i,0.00054355-0.0017259i,-0.0010993-0.00066355i,-0.00079487+0.00026675i,0.00062461+0.00045344i,0.00038716-3.816e-05i,-0.00019894+0.00010371i,-0.00037219-0.00074929i,-0.00071286-0.0011815i,-0.00073268-0.00081364i,-0.00025323-0.0010402i,-0.00019645-0.0012103i,-0.00087739-0.0010734i,-0.00069107-0.00056524i,-0.00042403-0.00040686i,-0.0012466-0.00097117i,-0.0016441-0.00072668i,-0.0012377+0.00044051i,-0.0010031+0.00020416i,-0.0008943-0.0010297i,-0.0008199-0.0012906i,-0.00011958-0.00038811i
-0.0011041-0.00072713i,-0.0003161+0.00057755i,-1.5254e-05+0.00024131i,-0.00078169-5.197e-05i,-0.0013601+0.00018195i,-0.00029875+0.00037135i,0.00031116-0.00029826i,0.0005848-0.00024775i,0.0011574-5.4465e-05i,0.00078904-0.00077258i,-0.00042314-0.0011317i,-0.00056157-0.00064889i,-0.00046769+0.0004354i,-0.00091844+0.00044075i,-0.0010752+0.00010176i,-0.0012335-0.00045443i,-0.00078817+0.00022172i,-9.6927e-05+0.0010756i,0.00024968+0.00063446i,0.00026684+0.00062762i,0.00014066+0.00068842i,0.00033766+1.5618e-05i,-0.00029166-0.00020753i
-0.00077305+0.00069031i,-0.0015826+0.0017958i,-0.001287+0.0016152i,-0.00023063+0.0010297i,0.00061524+0.0012604i,0.00051276+0.0022308i,1.861e-05+0.0024024i,0.00038019+0.00082901i,0.0011828-0.0004615i,0.00093244-0.00068223i,-0.00018333-0.00074512i,-7.362e-05-0.0011719i,0.00021524-0.0020932i,0.00032385-0.0026528i,0.0010004-0.0018352i,0.0014172-0.00031014i,0.0012086+0.00049942i,0.00056432+0.0013932i,-0.0001902+0.00096979i,-0.00020402+0.00017505i,0.00087209+0.00033466i,0.00090048+0.00014011i,0.00040289+0.00018396i
-0.0014962-0.0026906i,-0.0011167-0.0022981i,-0.0020581-0.0020205i,-0.0035905-0.00099807i,-0.0037298+0.0002719i,-0.0024857+0.0001589i,-0.00096703-0.00018695i,-0.00030432-0.00017811i,0.00010184-0.00021978i,0.00034882-0.00036765i,0.0010229-0.00047585i,0.001505-0.00065607i,0.001011-0.0009003i,0.00015117-0.00051487i,-0.00057375-0.00023645i,-0.00078713+4.5747e-05i,-0.00056696+0.00095343i,0.0003814+0.0016951i,0.00088803+0.0018808i,7.4542e-05+0.001343i,-0.00031713+0.00039454i,4.9713e-05+2.4997e-05i,0.00094517+0.0001013i
-0.0010639-0.0010609i,-0.00062667-2.9954e-05i,0.00044768+0.00023005i,0.0011937+0.00054604i,0.0015191+0.0011171i,0.0018373+0.00057578i,0.001565+0.00057688i,0.00094374+0.0012964i,0.00073478+0.00041114i,0.00087113-0.00041391i,0.00094733-0.00059392i,0.0012025-0.00090634i,0.00099512-0.00070732i,9.5848e-05-0.00036395i,-0.00010226-0.00025727i,0.00013595+0.00011881i,0.00029146+0.00057551i,0.00015452+0.00087218i,-0.00063785+0.00088914i,-0.00079309+0.00017469i,-3.8145e-05-0.00062414i,-0.00022475-0.0013088i,-0.00067686-0.0011877i
-0.00038862+0.00097174i,-0.0022465+9.1509e-05i,-0.0029289-0.0010109i,-0.0017043-0.0010354i,-0.00068961-0.00055371i,-0.00092642-0.00016511i,-5.4069e-05-5.5161e-05i,0.0010057+2.3684e-05i,0.00086537+0.00017651i,0.00077254-0.00029418i,0.00048329-0.0010274i,0.00012632-0.0010567i,5.3388e-05-0.0010354i,-0.00019139-0.00099312i,-0.00031527-9.514e-05i,-1.2154e-05+0.00011504i,0.00053555+0.0002106i,0.00049644+6.6395e-05i,0.0011703-0.00044212i,0.0011486-9.4017e-05i,0.00059343+0.00086933i,5.5036e-05+0.0010677i,-0.00048903+0.00014919i
-6.3729e-05-0.0016302i,-3.7535e-05-0.00060221i,-0.00085026+0.00072281i,-0.0016923+0.0023951i,-0.0015036+0.0033992i,-0.00083626+0.0022966i,0.00024614+0.0012102i,0.0012886+0.001165i,0.001161+0.00051989i,0.00067703-0.00042782i,0.00071618-0.00020909i,0.00098293-0.0002897i,0.0012334-0.0012143i,0.0013244-0.0013079i,0.0014682-0.00056991i,2.3314e-05+0.00016969i,-0.00070988+0.00061317i,-0.00079749+0.0010785i,-0.0010661+0.00035611i,-0.00070398-0.00059787i,-0.00065407-0.0005078i,-0.00071233-0.00033233i,-0.0006326-0.00024892i
0.0013947+0.0031949i,0.0015621+0.003171i,0.0014968+0.0041902i,0.0010269+0.0046615i,-0.00010758+0.0033699i,-0.00059693+0.00082228i,-0.000398+0.00019035i,0.00056168+0.00013403i,0.00093207-0.00090044i,0.00039019-0.0015726i,1.6827e-05-0.0011842i,0.00010633-0.0014618i,0.00043114-0.0014509i,-0.00030449-0.0005921i,-0.00092791+0.0003476i,-0.00095693+0.0011016i,-0.00090493+0.00081572i,0.00098207+0.00049286i,0.0017606+0.00050007i,0.00045651-0.0005139i,0.00011215-0.0011641i,-9.4364e-05-0.00050733i,-0.00028951+0.00020325i
2.9984e-05+0.00052009i,6.3872e-05+0.00016889i,-0.00093737+0.0012956i,-0.0016115+0.0022134i,-0.0016674+0.002394i,-0.00096619+0.001965i,-0.00012535+0.0016444i,0.00035707+0.00074033i,0.00081792-0.00040768i,0.00022434-0.0012403i,-0.00045017-0.0017326i,-0.00023446-0.0022478i,-0.00046133-0.0023425i,-0.00062241-0.0018176i,-0.00034781-0.0014957i,-2.5095e-05-0.00080226i,-0.00061307+0.00063764i,-0.00067857+0.00053799i,-0.00046233-0.00083582i,-0.0011367-0.0010336i,-0.0010704-0.00093922i,-5.1734e-05-0.0010304i,0.00091853-0.00039319i
0.0015256+0.00031598i,0.00050386-0.00044729i,0.00043765-0.0016142i,0.00038426-0.0033622i,-0.00058165-0.0036628i,-0.00033596-0.0024546i,0.00039418-0.001296i,0.00018531-0.00070885i,-8.988e-07-0.00050105i,-0.00072977-0.00025312i,-0.00059932+0.00020502i,-0.00078062-0.00041308i,-0.00065879-0.00058314i,-3.0281e-05+0.0001655i,0.00022817+0.00064575i,0.00041563+0.00052837i,0.00023379-0.00019871i,-0.00025889-0.00020565i,-0.00054021+0.00024284i,-0.00038157+0.00032348i,-0.00080202+0.00024262i,-0.00082376+0.00069741i,-0.00035127+0.00093499i
0.0017321-0.00087565i,0.0029447-0.00046057i,0.0023732-0.0012802i,-0.00026644-0.0012705i,-0.0022046-0.00060002i,-0.0017035+0.00046642i,-0.00033753+0.00098358i,0.00051508+0.0010604i,0.0010504+9.0381e-05i,4.6603e-05-0.0012699i,-0.0011047-0.0014909i,-0.00050342-0.00086752i,5.306e-05-0.00066697i,8.9678e-05-0.00079992i,0.00057241-0.00048782i,0.00053229-2.0519e-06i,0.00063161+0.00025414i,0.0011628+0.00065372i,0.00081823+0.00023568i,0.00017186-0.0010884i,-0.00015363-0.0012896i,0.0005838-0.00083465i,0.00099584-0.00083456i
-0.0017407+0.0010647i,-0.0012896+0.00083323i,-0.00049984+0.001697i,0.00049772+0.0019311i,7.9223e-05+0.00085943i,-0.00096356-0.00014422i,-0.00071627+0.00024383i,2.415e-05+0.00035877i,0.00036126-0.00019113i,0.00086626-0.00062116i,0.0013008-0.0010874i,0.0014941-0.0012698i,0.0013111-0.00094435i,0.00043277-0.0012241i,-0.00015606-0.0011332i,-0.00068294+0.00044554i,-0.0010809+0.00072733i,-0.0011498+3.6323e-05i,-0.0011645+0.00067729i,-0.00045634+0.0015906i,0.00034082+0.0018019i,0.0001938+0.0012563i,0.00015863+0.00045428i
-0.0032545+0.00043086i,-0.0033126-4.0107e-05i,-0.0022096+0.00098021i,0.00014687+0.0023962i,0.001673+0.0025313i,0.0011112+0.00049391i,-0.00055442-0.00077788i,-0.00017085-0.00053279i,0.00077525-0.00025798i,0.00048922-0.00072788i,0.00088389-0.0014548i,0.0011435-0.0021318i,0.00071937-0.0019605i,-0.00012213-0.00065993i,-0.00076185+0.0001089i,-0.00089384+0.0001476i,-0.00081726+0.00065538i,-0.00079613+0.00094137i,-0.00050274+0.00027226i,-0.00021859-0.00057386i,-0.0010198-0.00031263i,-0.0015339-1.8254e-05i,-0.001376-0.00036019i
-0.00064341-6.2954e-05i,-0.0012453+0.0010197i,-0.0010073+0.0028049i,-0.00024806+0.0036442i,0.00071067+0.0029029i,0.0015378+0.0014942i,0.001407+0.00099054i,0.00085095+0.00026968i,0.00066473-0.00084436i,9.1026e-05-0.00094651i,1.4081e-05-0.0011146i,0.00037786-0.0017785i,0.00036598-0.0018866i,2.244e-05-0.00089896i,-0.00078761+4.4369e-05i,-0.0009239+7.4748e-07i,-0.00084647+9.3752e-05i,-0.00055516+0.00037034i,-6.3027e-05+0.00059799i,0.00014944+0.00062846i,-2.4068e-05+0.00046578i,0.00034657+0.00029878i,0.00033929+0.00028059i
