-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
0.00056748+0.00091468i,0.0014027+0.0020686i,0.00049884+0.0021321i,-0.00050298+0.0015777i,0.0002921+0.00092944i,0.00098241+0.0009308i,0.0010131+0.00069094i,0.00078911+0.00012444i,0.00058324-0.00042716i,0.00030343-0.0011313i,0.00019136-0.00079853i,0.00030518-0.00079991i,3.8039e-05-0.00080002i,-0.00042647-0.00015996i,-0.00099568-0.00042235i,-0.00049538-0.0006952i,-6.8338e-05-9.7428e-06i,-0.0002715+0.00042636i,-0.00055531+0.00051922i,5.423e-05+5.2533e-05i,0.00096247-0.00021778i,-1.283e-05+0.00042026i,-0.00032828+0.00023253i
0.00081765-0.00025718i,0.0013593-0.00063129i,0.0016205-0.0009917i,0.00046461-0.00098966i,-0.00069633-0.00095065i,-0.0011067-0.00090735i,-0.00097382-0.00043994i,0.00013987-0.00021055i,0.0012813-0.00031889i,0.0013635-0.00011255i,0.00079943-0.00034786i,0.00058896-0.00026602i,0.00059126+0.00017779i,0.00064343+0.00036668i,0.00032653+0.00072219i,-0.0002989+0.00043303i,-0.00048298+0.00027091i,-0.00054471+0.00058025i,-0.00077408-2.4508e-05i,-0.0001817-0.00036594i,-0.00025134-5.8269e-05i,-3.2564e-05-0.00010127i,0.00016579-0.00028738i
-0.0021637+0.0005975i,-0.0022075+0.00071388i,-0.001355+0.0010966i,0.00029605+0.0017895i,0.00067836+0.00078639i,0.00023684+0.00011332i,0.00061218+0.00059342i,0.00091364+0.00088376i,0.00043474+0.00067977i,-0.00034388-0.00059889i,-0.0005503-0.0011973i,-0.00025629-0.00044124i,1.4159e-05-9.4651e-05i,-0.00022543-0.00017742i,-0.00079007-0.00025613i,-0.00090623-0.00012448i,-0.00057059-0.00015658i,0.00011435-0.00070847i,0.00057737-0.00072004i,0.00048972-0.00025641i,-6.4094e-05-0.00034169i,-0.00065626-0.00042821i,-0.00037393-0.00014894i
0.0006004-0.00039108i,-0.00032955-0.0004338i,-0.00053564-0.0003081i,-0.0011638-0.00013342i,-0.0016436-0.00014202i,-0.0010713+0.00027727i,-0.00023977+0.00044127i,-8.8438e-06+0.00072829i,0.00061468+0.00064211i,0.00054572-0.00027562i,-0.00011735-0.00056523i,0.00026552-0.00093343i,0.0010165-0.0012823i,0.00067518-0.001064i,0.00042825-0.00057354i,0.00026559-0.00011318i,-0.00046523+0.00063031i,-0.00056501+0.00096424i,-0.00031952+0.00018115i,0.00027952-0.0008959i,6.8837e-05-0.0013371i,-0.00035996-0.0002207i,0.00028281+0.00064479i
0.00044697-0.0010356i,-0.00032523-0.0011979i,-3.9443e-05-0.0012257i,-6.1903e-05-0.00053376i,-0.00034017+0.00015686i,-0.00020289+0.00057089i,0.00058349+0.0006876i,0.0011113+9.7103e-05i,0.00049664-0.00077512i,-0.00016233-0.0012004i,-0.0001913-0.0010751i,-0.00025827-0.00082206i,-0.00037809-0.00040688i,-0.00064515+9.5568e-05i,-0.0013027+0.00032165i,-0.0011172+0.00048541i,-0.00095301+0.00071657i,-0.0008293+0.00036022i,-0.00013726-0.00066681i,0.00074297-0.00036263i,0.00073759+0.00043965i,0.0011418+0.00020118i,0.0010507+0.00010608i
-0.0013837-0.00080143i,-0.00064107-7.2639e-05i,-0.0013933+0.00081957i,-0.0013842+0.0013471i,-0.00039755+0.0010877i,0.00027554+8.2799e-05i,0.0006672-0.00010034i,0.0014212-0.00048491i,0.0016738-0.00080388i,0.00034136-0.00011789i,-0.00049555+5.4822e-05i,8.0477e-05-0.00035459i,0.00077168-0.0001399i,0.00045626-0.00029434i,6.9681e-05-0.0010441i,-7.4579e-05-0.0002691i,-0.00017535-5.0757e-06i,-0.00044182-0.00097067i,-0.00018337-0.00092047i,0.00066293-0.00024297i,0.00059352-7.4961e-05i,7.9462e-06+0.00017527i,-0.00032543+0.00027349i
0.00044798+0.001517i,0.00015634+0.00097358i,0.0010029+0.00083464i,0.0019542+0.0012636i,0.0020404+0.00060893i,0.00092231-0.00047072i,0.0002609+0.00031322i,0.00081004+0.0005297i,0.00094532-0.00069538i,0.00079081-0.00057531i,0.00021396-9.2637e-05i,-0.0002447+3.9392e-06i,-0.00064045+9.0819e-06i,-0.00072704-0.00092221i,-0.00036552-0.00048381i,0.00020361+0.00014051i,-8.778e-05-0.00015558i,-0.0003556-0.00041368i,0.00013388-0.00012054i,0.00053748+2.6393e-05i,0.00030546-0.00033418i,0.00020377-0.00033209i,0.0001335-0.0009152i
0.0011157-0.00024754i,0.001375+0.00051281i,0.0010695+0.0010155i,0.0005268+0.00063719i,0.00072614+0.00035977i,0.0013059+0.00042056i,0.00090799-1.857e-05i,0.00048816-0.00016833i,0.00076128+0.00043581i,0.00086908+0.00044888i,0.00097049-0.00022811i,0.00083083-0.00041871i,0.00076545-0.00035149i,-0.00023754-0.00070117i,-0.0006464-0.00053325i,-3.1719e-06-0.00046272i,0.00053805-0.00053116i,0.00069415+0.00022588i,0.00042047+0.00075714i,0.00070138+0.00015923i,0.000238-0.00071112i,-0.0006156-0.00068218i,-0.00085287-0.00054378i
5.5885e-05-5.7888e-05i,-0.00084445+0.0013809i,-0.0018487+0.00084405i,-0.0022521+0.00037031i,-0.0021894+0.00053416i,-0.00099065+0.00034387i,0.00016947+0.00030767i,0.00039439-0.00041958i,0.00044495-0.00070371i,0.00096956-0.00013425i,0.00059096-2.4201e-05i,0.00017529+0.00018862i,0.00035269+0.00038872i,-0.00032726+0.00054642i,-0.00030379+0.00026417i,-7.96e-06-0.00041807i,-0.00043773-0.00057303i,-0.00044399+0.00024931i,-1.5827e-05+0.00046563i,-0.00015446-0.00045771i,0.00026767-0.00093158i,-3.9288e-06-0.001149i,-0.00058384-0.0011053i
-0.0012422+0.00073774i,-0.00067895+0.00022463i,-0.00074503+0.00015493i,-0.00076243+0.00059108i,-0.0003587+0.00075678i,-9.0919e-05+0.00020677i,-0.00015784+0.0003171i,0.00057091+0.00085297i,0.001082+0.00028114i,0.0011406-9.5636e-05i,0.00043966-0.000486i,-0.00030231-0.00092564i,-2.0367e-05+1.6936e-05i,-0.00041104+0.00057404i,-0.0003758+0.00035379i,0.00021359-0.00018245i,0.0003026-0.00044079i,0.00030545-1.2983e-05i,0.00037965+0.00042145i,0.0010909+0.00081925i,0.0013337+0.00010078i,0.00088864-0.00084714i,0.0013609-0.00066429i
0.00020833-0.0014028i,0.00064686-0.00095415i,0.0009731-0.00059107i,0.0011833-4.2816e-05i,0.00093603+0.00063639i,0.0005627+0.0012883i,0.00046416+0.0013071i,0.00083854+0.00075659i,0.0010317+0.00043261i,0.00039462+0.00070952i,-0.00084713+0.00045469i,-0.0012129-0.00024427i,-0.00027763-0.0010017i,0.0010335-0.0011612i,0.0012344-0.00068447i,0.0002171+0.00020082i,-0.00025906+0.00047761i,0.00025492-0.00013446i,0.00081641-0.00013064i,0.00089069+0.00017763i,0.00048026-0.00016355i,0.00028366-0.00045439i,0.00040897-0.00051983i
-0.00068082+0.0013199i,-0.00033337+0.0010034i,0.00047498-0.00029457i,0.00071766-0.00075648i,0.00093092-0.000882i,0.00013884+3.5845e-05i,7.1422e-05+0.00090439i,0.00059113+0.0006096i,0.00088745+0.00040644i,0.0011369+4.1238e-06i,0.0011746-0.0008333i,0.00069744-0.00048628i,0.00066218-0.00013989i,0.00016783-0.00080651i,-0.00057279-0.001263i,-0.00055018-0.00062179i,-0.0010343+0.00051964i,-0.00093748+0.00076057i,-0.00020203+0.00081965i,0.00079535+0.00082268i,0.0011534+8.6774e-05i,0.0010481-0.00042491i,0.00078132-0.00025765i
-0.0027407+0.00047643i,-0.0018421+0.0010459i,-0.0003482+0.0016287i,-0.00010235+0.002531i,0.00025631+0.0021705i,0.0018529+0.0016823i,0.0017049+0.001539i,0.0004554+0.00079791i,0.00018641-5.8741e-06i,-0.00010148-0.0013099i,-0.00034489-0.0011634i,0.00027688+0.00041453i,0.00054459+0.00074614i,-9.9271e-05+0.00069852i,-0.00016302+0.00040462i,-0.00027102+9.7568e-05i,-0.00047076+4.9855e-05i,-0.00070999-0.00040714i,-0.00069899-0.00082724i,0.00040962-0.00084549i,0.0005218-0.0005266i,-0.00063446-0.00041066i,-0.0006731-0.00044543i
0.00029533-0.00040652i,-0.00019425+0.00030694i,8.7291e-05+0.00077332i,0.00059261+0.00083491i,0.00092723+0.00031423i,0.0016648+0.00063654i,0.0018016+0.0010414i,0.0009752+0.00080891i,0.00048012+0.00087922i,0.00015082+0.00026865i,0.0005683-0.00048534i,0.00092303-0.0003094i,0.00047996+0.00011203i,0.0003812+0.00010859i,0.00048922+0.00013018i,0.00028393+0.00012045i,0.0004446-0.00021131i,0.0012671+0.00041795i,0.0014604+0.0013412i,0.00076776+0.0012832i,0.0003145+0.00030749i,0.00013903-1.7832e-05i,-0.00011909-0.00031916i
-0.0010609-0.0002206i,0.00063422-0.00042416i,0.0005855-0.0005509i,-0.00058352-0.00010574i,-0.00070989+0.00097759i,-0.0006047+0.00096201i,0.00018456+0.00076854i,0.00090257+0.00035752i,0.00068459-0.00066557i,5.5093e-06-0.0011903i,-0.00081005-0.00072813i,-0.00095205-0.00055976i,-0.00039422-0.001531i,-0.00067619-0.0019132i,-0.00095524-0.00063826i,-0.00055126+0.00024924i,-0.00033091-0.00069332i,0.00023624-0.00075539i,0.00037576+0.00027902i,0.00036684-9.0566e-05i,0.00078819-0.0004889i,0.00018561+9.4269e-06i,-0.00041671+0.00043355i
0.0017621+0.00015222i,0.0018511-0.00036439i,0.0015796-0.00040099i,0.001342+0.00012951i,0.0010764+5.3733e-05i,0.0010978-0.00085535i,0.0010215-0.000509i,0.00076126+0.00034576i,0.00038835+0.00031604i,0.00074375-0.00013505i,0.0010054-0.00050795i,0.00020064-0.00034701i,-0.00066907+0.00037414i,-0.0011683-2.4675e-05i,-0.0017945-4.8579e-05i,-0.0017011+0.00029709i,-0.00041246-0.00016975i,0.00010446-0.00055778i,-0.00040701-0.00058874i,-0.00020467-0.00045786i,-0.00048718-0.00033998i,-0.0011054+0.00040657i,-0.00051703+0.00012274i
0.0019154-0.00033476i,0.00096958+5.9347e-05i,-0.00044563-0.00011288i,-0.0010276+0.00032796i,-0.00037197-6.4249e-05i,-0.00018075-2.0062e-05i,-0.00022429-0.0001171i,0.00076121+0.00010817i,0.00067998+3.5946e-06i,0.00034644-0.00078457i,0.0002003-0.0006357i,-2.1931e-05-0.00028126i,-0.00010665-0.00064597i,0.000448-0.00050501i,0.0005982-8.4478e-05i,-0.00016646-0.00063216i,-0.00013623-0.00071423i,-0.00012168-0.00085004i,-0.00046693-0.00074348i,-0.00059518-0.00047565i,-0.00033318-0.00054762i,-0.00013074-0.00083786i,0.00014548-0.00064054i
0.00029551-0.001167i,-0.00040281-0.0010517i,-0.00042598-0.0012931i,0.00066084-0.00011084i,0.0010192+0.00088883i,0.00039628+0.00093586i,0.00035141+0.0010851i,0.00066084+0.00076965i,0.00048554+2.4948e-05i,0.00011317+0.00012145i,-0.00081731+4.0217e-05i,-0.00071258-0.00073532i,-0.00051557-0.00062861i,-0.00016164-0.00052289i,-0.00032345-0.00089392i,-0.00064572-0.00095844i,-0.0005867-0.00063379i,-2.842e-05-2.1192e-05i,0.00063374-0.00010391i,0.00083199+1.7926e-05i,0.00075235+0.00055505i,0.00028897+0.00028656i,-0.00025419+9.9649e-05i
0.0017215+0.0013849i,0.00088754+0.00045712i,0.0016333-0.0011509i,0.0012055-0.0015609i,-0.00055695-0.0014552i,-0.0014448-0.00069893i,-0.0011948+0.00017862i,-0.00049957-2.7598e-05i,0.00015664-0.0007738i,0.00019303-0.0017329i,-0.00028356-0.0014858i,-0.00076893+3.3692e-06i,-0.00074852+0.00076783i,-0.00068009+0.00064675i,-0.00095302-0.00044429i,-0.0011289-0.00070111i,-0.0007685+0.00027073i,0.00032731+0.0010831i,0.00070792+0.00024606i,0.00085982-0.00061848i,0.00013598-0.00017766i,-0.0010921+0.00047515i,-0.00071633+0.00028887i
5.2424e-05-0.0019655i,-0.00043228-0.0015483i,-0.00049325-0.00072755i,-0.001134+8.0969e-06i,-0.0015826+0.0016042i,-0.001218+0.0026721i,-0.00089968+0.0028242i,-1.6162e-05+0.0021566i,0.00059566-0.00012353i,0.00019967-0.0010235i,-0.00037149-0.00039743i,-0.00023626+0.00013513i,1.8785e-05+0.00035132i,-0.0003245+0.00026246i,-0.00076695+6.4815e-05i,-0.00053748-0.00037165i,-0.00038997-0.00033137i,-0.00045113+0.00016159i,-3.1191e-05+0.0005193i,9.4305e-05+0.00091796i,-0.00013144+0.00068058i,0.00024552+0.00017493i,0.00043568+2.9825e-05i
-0.0010748-0.00043012i,-0.00167+0.0010439i,-0.001748+0.0020672i,-0.00030077+0.0023903i,0.00081346+0.0011508i,0.00065275-0.00026564i,8.8624e-05-0.00026021i,-0.00045323+0.00083859i,0.00028737+0.0010311i,0.00092225+0.00064212i,-1.862e-05+0.00045005i,-0.0010144-6.3261e-05i,-0.0010375-2.4649e-05i,-9.7299e-05+0.00067106i,5.2684e-05+4.1885e-06i,-0.00018697-0.00083086i,-0.00010413-0.00057865i,-0.00014184-4.1613e-05i,-0.00043979+0.00041828i,-0.00046598+0.00071248i,-0.00024963+0.00033471i,0.00041231+0.00027386i,0.00025811+0.0010463i
0.0016153-0.00086607i,0.0012184-0.0011626i,0.00098655+0.00031021i,0.00061548+0.0010489i,-0.000111+1.0937e-05i,-8.8896e-05-0.00025364i,0.00059777+0.00026468i,0.0009433-0.00010631i,0.0016169-0.00043749i,0.0020224-0.00051645i,0.0010989-0.00018721i,0.0002635+0.00037184i,-0.0002594+0.00062413i,-0.00029037+0.00039497i,0.00012618+0.00016806i,8.1436e-05+0.00040947i,-0.00041639+0.00053113i,-0.00045483+0.00043299i,1.5339e-05+0.00063437i,0.00074095+0.00084427i,0.00048241+0.00070959i,0.00026515+0.00014804i,0.00052656-0.00030531i
-0.0021414+0.00047611i,-0.001915+0.0013113i,-0.00061083+0.00076321i,-0.0002591-0.00031299i,-0.00082181-0.00086977i,7.8495e-06-0.00077488i,0.0011942-0.0002781i,0.001155+0.00098536i,0.00074706+0.0014557i,0.00053719+0.00067438i,0.00028401-0.00015256i,-1.0336e-05-8.2826e-05i,-0.00016071-0.00024528i,-0.0004565-0.0004904i,-0.0008483+0.00021368i,-0.00056337+0.00022885i,-2.98e-06-0.00055725i,-9.3484e-05-0.00072433i,0.00034721-0.00074533i,0.00085609-0.0004926i,0.0006901+0.00019844i,0.00013025+0.00094968i,-0.00014975+0.000777i
0.0013603-0.00076018i,-0.00095932-0.00069569i,-0.0025958-0.0010085i,-0.0017029-0.00024679i,-0.0012909+1.6032e-05i,-0.0014481-0.00036363i,-0.00087416-4.1051e-05i,-0.00049975+0.00040218i,0.0005096-0.00031743i,0.00087008-0.0015584i,0.00055837-0.001913i,0.00058746-0.0011627i,0.00049239-0.00022902i,0.0004429+0.00013393i,0.00061798+0.00014534i,0.00041263-0.000576i,0.00041898-0.0012677i,0.0002239-0.00098726i,-0.00010706-0.00070319i,0.0001239-0.0006329i,-0.00013006-0.00017157i,0.00020845-0.00075341i,0.00081084-0.00076669i
-0.0013435-0.00028733i,-0.0003596+0.00053707i,-0.00013193+0.001009i,-0.00027763+0.00065845i,-0.00010806+0.00034792i,0.00042282+8.8779e-05i,0.0012742-0.00066186i,0.0014319-0.000606i,0.0013288-0.00047497i,0.00096295+4.204e-05i,0.00026909+0.00064309i,1.3863e-05+0.001084i,-0.00011177+0.00083201i,-0.00065975+0.00045895i,-0.0020526+4.6041e-06i,-0.0019055-0.0002949i,-0.00082105-8.4172e-05i,0.00046625-0.00011693i,0.00093119-0.0003173i,0.00026065+0.00023325i,0.00052771+0.00047023i,0.0014317+0.00027269i,0.0014248-3.0359e-05i
4.2607e-05+0.00013285i,0.00085695+0.00027926i,0.00087519+0.00025536i,-8.1731e-05-0.00041524i,2.439e-05+2.8502e-05i,0.00029669+0.00069449i,-0.0002044+0.00037322i,-0.00045214+7.2007e-05i,0.00068368-0.00077573i,0.00055481-0.0013855i,-0.00023056-0.00055663i,0.00039694+0.0001093i,0.00054215+2.5102e-05i,-0.00012765-0.00065487i,-0.0003074-0.001389i,8.4175e-05-0.00089376i,-0.00011015+0.00023481i,-0.00039741+0.000364i,-0.00053756-0.00027443i,-0.00058871-0.00086245i,0.00042303-0.00084291i,0.0014614-0.00059874i,0.0013468-0.00091796i
-0.001117+0.00058381i,-0.0013597+0.0027005i,-0.00091392+0.0039327i,0.0001854+0.0030548i,0.00037458+0.001354i,-0.00028171+0.0010251i,-0.00048303+0.0016322i,-0.00022899+0.0018047i,0.00087644+0.00075482i,0.0015828+0.00016648i,0.0014241+2.6561e-05i,0.00071885-0.00011264i,-0.00050191-0.00034042i,-0.00060856-0.00053966i,-0.0006621-0.00025867i,-0.00081737-8.6836e-05i,-0.00053066-9.9998e-05i,-0.00022509+0.00032878i,-0.00028136+0.0006083i,-0.00010707+0.00026369i,-0.00031876+0.00032957i,-0.00023524+0.00047381i,0.0011354+0.00037397i
-0.00085429+0.00022663i,-0.00044794+0.00014199i,-0.00071862+0.00030134i,-0.002083+0.00031307i,-0.0018097+0.00049764i,-0.00059597+0.00047246i,-0.00016364+0.00032148i,0.00024403+0.00067055i,0.00084898+0.00075539i,0.00031084+0.0002114i,-0.0002647+7.6963e-05i,-0.00064331+0.00037288i,-0.00068985+0.00029958i,-8.8186e-05+0.00025726i,-0.0005248+0.0010596i,-0.0003526+0.00071123i,-0.00017779-0.00038393i,-0.00013981-0.00074835i,0.00079827-0.00011006i,0.0012054+0.00036854i,0.00063833+0.00019299i,2.2796e-05-0.00029468i,-0.00047263-8.9688e-05i
-0.0015646+0.00057091i,-0.00047787+0.0011784i,-0.00053687+0.0013334i,-0.0010357+0.00073761i,-0.00036609+0.00021369i,0.0007088+0.00039324i,0.00075143+4.5202e-05i,0.00022673+7.2412e-05i,0.00044837-8.3584e-05i,0.00034202-0.0002719i,4.2824e-05-0.00014292i,-0.00013872+0.00032921i,-0.00070968+0.00016127i,-0.00044827-0.00037297i,-0.00034443+1.3686e-05i,-0.00085489+0.0010344i,-0.00071466+0.0010459i,2.2545e-05+0.00052375i,0.00032624+0.00095125i,0.00059632+0.00097549i,0.00069092-6.4189e-06i,0.00015006-0.00047378i,0.00017222-0.00025533i
-1.9209e-05+0.00016877i,0.00072272-0.00023407i,0.0010732-2.5177e-05i,0.0010807+0.00011117i,0.00074469+0.00018834i,0.0010137-0.00020087i,0.0019782-0.00046886i,0.0020224-0.00023633i,0.0014881+0.00021214i,0.00043876-0.00022096i,-0.00041562-0.00092914i,-9.7366e-05-0.00096305i,0.00026831-0.00038025i,9.0581e-05-0.00027772i,-0.00034068-0.00016194i,-0.00058872-8.522e-05i,-0.00057792+1.3595e-05i,-0.0004958+0.00023827i,-0.00037437+7.5997e-05i,-0.0002224-3.6791e-05i,0.00023652+6.2888e-05i,0.00013499+0.00035963i,0.00014946-0.00020747i
0.0013561+0.0013926i,0.0010225+0.00096933i,0.0010092+0.0010182i,0.0012609+0.00097918i,0.0011609+0.00047082i,0.00012533-5.6233e-05i,-0.0002876-7.7421e-05i,0.00055463+0.00037411i,0.00079267-0.00014558i,0.00074406-0.00067793i,0.00096366-0.00049448i,0.00135-3.6711e-05i,0.0012401-0.00015925i,-2.1748e-05+0.0004541i,-0.00070335+0.00064898i,-0.00022476-0.00011176i,-7.6978e-05+0.00032731i,-0.0005439+0.00066186i,-0.0005097+0.00054431i,0.00012945+0.00043182i,0.00034893+0.00023501i,-0.00012538+0.00035341i,0.00023513+0.00040971i
0.0014786-0.00082449i,0.0022709-0.0014126i,0.001537-0.00076152i,-0.00029002+0.00036257i,-0.001315+0.00038742i,-0.00084646+0.0003506i,0.00035384+0.00057898i,0.00031312+6.1487e-05i,0.00042436-0.00022029i,0.00081943-0.00034387i,0.0009-0.00021746i,0.00061649+7.8316e-05i,-0.00020445-0.00044975i,-0.00026945-0.00012469i,-0.00018358+0.00053138i,-0.00048117+8.2056e-05i,4.4372e-05+0.00036989i,0.00016767+0.00057356i,-0.00056747+0.0002198i,-0.0012056+0.00047487i,-0.00054783-0.00010675i,0.00096558-0.0012686i,0.0013554-0.0014614i
-0.00025674+0.00087791i,0.00081894+0.00097238i,0.00099681+0.00070906i,0.00050293+0.0012966i,-0.00013746+0.0012742i,0.00037535-0.00027271i,0.0012387-0.00034717i,0.0011932+0.00095048i,0.00075033+0.0012956i,0.00078955+0.00071451i,0.00020265+0.00023271i,0.00012524-0.00029338i,3.4758e-07-0.00071008i,-0.00041377-0.00059482i,-0.00037789+0.00037816i,-0.00091249+0.00042562i,-0.0013614-0.0009515i,-0.0012359-0.00061397i,-0.00055565+0.00054594i,0.00040182+0.00042661i,0.0012645-0.00010295i,0.001089+9.9096e-05i,-2.783e-05+6.7401e-05i
-0.00031762+0.001183i,-0.00092752+0.0002668i,-0.00086894-0.000661i,-0.00014773-0.00095926i,1.5485e-05-0.0003997i,-0.00012469+0.00012772i,0.00010168+0.00082829i,0.00043889+0.001024i,0.00097932+5.7497e-05i,0.0011122-0.00047375i,0.00086175-0.00081996i,0.00082484-0.0012694i,0.00073443-0.00010606i,-0.00043096+0.00065661i,-0.0010718+0.0005057i,-0.00062638+0.00023551i,-0.00036576-0.00021845i,-0.0002955-0.00032065i,-0.00052141-0.00012545i,-0.00043241+0.00047861i,-6.8657e-05+0.00024668i,-0.00011279+0.00011852i,-0.00010566+2.6038e-05i
0.00084704-0.00031214i,0.0010048+0.00082107i,0.0010573+0.00032748i,0.00081312-0.00036704i,0.00026026-0.00035154i,-0.00073983-0.00089853i,-0.00017227-0.0011586i,0.00056471-0.00065683i,0.00037003-0.00017452i,3.3844e-05-0.00038159i,-0.00074378-0.00062533i,-0.00081032-0.0011603i,-1.1891e-05-0.0011574i,0.00028145-0.00058954i,0.00024456-0.0002823i,0.00021739+7.3311e-05i,-0.00026474+9.014e-05i,-0.00031691+8.6635e-06i,0.0003282-0.00013108i,0.0005581-7.8086e-05i,-0.0006505+0.00014269i,-0.0014138+8.3222e-06i,-0.00036804-0.00027057i
0.0018525-0.00065203i,0.0022351-0.00083499i,0.0028887-0.00039459i,0.0024488-0.00020928i,0.00094317-0.00081562i,0.00046145-0.00019448i,0.0011786+0.00048121i,0.0017889+0.00012124i,0.0016431-0.00025663i,0.00090921-0.001139i,0.0012856-0.0014541i,0.0011467-0.00097624i,-7.3775e-05-0.00056994i,-0.00032002-6.0701e-05i,-0.00014715-0.00025961i,-0.00092148-7.7967e-05i,-0.0012224+0.00038878i,-0.00026+0.00046525i,0.00013202-0.00022032i,0.00028237-0.00033719i,1.6939e-05+0.00051048i,-0.00044877+0.00051889i,-0.00035065-0.0002347i
0.0014288+0.0010782i,-0.00032308+0.00096295i,-0.00081426-0.00072971i,-0.00062917-0.001882i,-0.0011359-0.00070908i,-0.0012927+0.00056396i,-0.00084234+0.00073163i,-0.00023866+0.00083337i,0.00085379+0.00047463i,0.00091067-0.00030195i,0.00028558-0.00036124i,0.00016539-0.00078285i,-0.0001878-0.00059839i,-0.00050764+0.0004325i,0.00019424+0.00057486i,0.00046046-0.00022461i,0.00038694-0.0002598i,0.00073495+2.4206e-05i,0.00046427-0.00012767i,-0.00027767-4.8332e-05i,-0.00098699+0.00024103i,-0.00072272+0.00046205i,-0.00028811+7.8433e-05i
-0.00082385-0.0013081i,-0.00094381-0.0016595i,-0.0010585-0.00030681i,-0.00063249+0.0013475i,0.00022169+0.0011931i,0.00092003+1.5308e-05i,0.00085048-0.00010769i,0.00097017-0.00015165i,0.00096502-0.00091959i,0.00052776-0.0013444i,9.0815e-05-0.0009626i,-0.00026254-0.00070899i,3.2382e-06-0.0009324i,-0.00033387-0.00088019i,-0.00056143-0.00068978i,-0.0003666-0.00041882i,-0.00054988+3.2333e-05i,-0.00022404+9.9972e-05i,0.0001777+0.00021625i,-9.5624e-05+0.00098808i,0.00022348+0.0008443i,0.00020543-7.3218e-05i,-0.00044433-0.00023897i
3.7564e-05+0.0015135i,0.0012166+0.0021599i,0.00094492+0.001996i,0.00053275+0.00073667i,0.0011356-9.6848e-05i,0.0008713+2.1976e-05i,0.00010538+0.00037886i,-0.00016179+0.00056142i,0.00010184+0.00031253i,1.1344e-05+0.00028311i,-0.00012962+0.0001841i,-7.0664e-05+0.00020125i,0.00016089-0.00025833i,0.00032549+1.5949e-05i,-4.3306e-06+0.00041023i,-0.00071894+0.00023377i,-0.0008605+2.7533e-05i,-0.00076414-0.00061225i,-0.00060772-0.00072772i,-0.00018357-0.00032644i,0.00052236+0.00018676i,0.0009043+0.00042801i,-2.5509e-05+0.0004966i
-0.00098605-0.0016529i,-0.0025548-0.001032i,-0.0022959-0.0004817i,-0.0015136+0.0004238i,-0.0011841+0.0014157i,-0.0012275+0.0010849i,-0.00051263+0.00086977i,0.00066074+0.0009311i,0.0010716+0.00052385i,0.00072005+0.00018348i,0.00041186+0.00070914i,0.00035932+0.00096102i,-5.1265e-06+0.0010189i,-6.0181e-06+0.00055945i,0.00040911-0.00068104i,0.00042612-0.0010778i,0.00030892-8.0808e-05i,0.0006331+0.00091893i,0.0012074+0.00064868i,0.00079707+0.0004537i,0.00061552+0.00024328i,0.0011877-0.00070354i,0.00090325-0.0012251i
0.00075455-0.0013835i,0.0011201-0.0017491i,0.00086327-0.0016465i,0.00017696-0.00094262i,-8.416e-05-0.00018482i,-0.00026902+0.00056585i,-0.00019057+0.00037129i,0.00041439+0.00028901i,0.00099713+0.0004781i,0.00066705+8.9442e-05i,-0.00028511+7.0116e-05i,-0.00016812+2.9664e-05i,0.00045619-0.00031286i,0.00027473+3.9946e-05i,-0.00056939-0.0002201i,-0.00056326-0.00074305i,-0.00011059-0.00085118i,-0.00027216-0.0002159i,-0.00059767-0.00010323i,-6.9024e-05-1.5263e-05i,0.00061442+0.00097933i,0.00021387+0.0010852i,-0.00043694-0.00035629i
-0.0016206+0.00062889i,-0.0010568+0.0012386i,-0.00092063+0.0012729i,-0.00028108+0.0021101i,-5.825e-05+0.0024686i,7.3769e-05+0.0011766i,-0.00010643+0.00050357i,-0.00046081+0.00066264i,-0.00012144+0.0008615i,-0.00043429+0.00077825i,9.3139e-05+0.00040978i,-0.00017212+0.00017986i,-0.00068132-0.00061103i,-0.00077005-0.0007451i,-0.0013349+0.00037683i,-0.00083091+0.00070871i,-2.0655e-06+0.00038685i,-0.00028252+0.00033036i,-0.0004607-0.00013564i,0.00033916-0.00017775i,0.00044496-0.00039595i,0.00043312-0.0013459i,0.00012679-0.00054672i
-7.2138e-05+0.00028159i,-0.00028143+0.00037223i,-0.00028822+0.0010291i,-0.00023637+0.000305i,0.00064344-0.00056841i,0.0013055-0.0002926i,0.0011787+0.00043394i,0.00061314+0.00020212i,6.1189e-05-0.00078829i,0.00019417-0.00046648i,0.00016831-0.00043032i,9.016e-05-0.0010218i,0.00026744-0.00096419i,-0.0001631+0.0001205i,-0.00041647+0.00077869i,9.0858e-05+0.00094149i,2.5352e-05-0.00011187i,0.00012968-0.0010828i,-3.4247e-05-0.00024028i,-0.00016049+6.8911e-05i,-3.7815e-05+0.00013679i,-0.00030893+0.00017482i,-0.00023303-0.00024992i
