0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
0.10933+0.10347i,0.17179+0.28767i,0.15296+0.35854i,0.087676+0.261i,0.10033+0.1623i,0.15077+0.087467i,0.1208+0.024389i,0.05807+0.011815i,0.030467+0.005415i,0.020986-0.01547i,0.023963-0.034347i,0.029325-0.057212i,0.018873-0.067732i,0.001766-0.05196i,-0.010001-0.025706i,-0.018762-0.0022534i,-0.026318+0.015761i,-0.024081+0.021085i,-0.010381+0.011908i,-0.00047806-0.0011677i,-0.00012318-0.011048i,-0.0028923-0.020638i,-0.011642-0.027612i
0.081422+0.14055i,0.027171+0.28605i,-0.057319+0.34105i,-0.14101+0.19835i,-0.22401+0.01424i,-0.23886-0.044184i,-0.16005-0.028836i,-0.067143-0.011623i,-0.012915-0.0064906i,0.0036436-0.0023856i,0.017489+0.014214i,0.039898+0.019352i,0.030663+0.0050199i,-0.0038635-0.0044827i,-0.017823-0.0038136i,-0.013908-0.0001659i,-0.016574+0.0080012i,-0.021884+0.019845i,-0.019842+0.025379i,-0.014812+0.02167i,-0.0069809+0.014883i,0.0056549+0.0065607i,0.013434-0.0039118i
-0.13661-0.073189i,-0.34407-0.21784i,-0.49022-0.25786i,-0.37689-0.096932i,-0.10615+0.083959i,0.057981+0.13404i,0.069911+0.10131i,0.03211+0.052719i,0.0038867+0.016534i,-0.015063+0.002439i,-0.028942+0.019796i,-0.0179+0.051251i,0.015342+0.053575i,0.031395+0.018235i,0.016112-0.013833i,-0.0044565-0.026911i,-0.015622-0.041338i,-0.024348-0.047965i,-0.025062-0.028825i,-0.013676-0.0058042i,5.1944e-05+0.00217i,0.012869+0.002192i,0.022881-0.003984i
-0.025136-0.1673i,-0.087615-0.34664i,-0.17668-0.44576i,-0.17996-0.37887i,-0.11655-0.26177i,-0.089114-0.1947i,-0.068598-0.11114i,-0.013887-0.032411i,0.01624-0.015596i,-0.00024366-0.022026i,-0.032943-0.022386i,-0.058728-0.014801i,-0.058668-0.0086412i,-0.035741-0.0055727i,-0.011896+0.0032014i,0.0047409+0.012029i,0.013859+0.011439i,0.011666+0.007191i,0.0016871+0.003047i,-0.0089235+0.00045287i,-0.017011+0.0071379i,-0.016576+0.019627i,-0.006126+0.024407i
0.24749-0.16652i,0.41418-0.29914i,0.38868-0.33044i,0.18689-0.18076i,0.057039+0.00023178i,0.031991+0.060698i,-0.0024751+0.05013i,-0.0038696+0.036465i,0.026339-0.0025543i,0.029717-0.044508i,0.02008-0.065481i,0.0011396-0.067735i,-0.013199-0.034999i,-0.00082918-7.6135e-05i,0.011711-0.0011117i,0.01281-0.0080126i,0.027435-0.003289i,0.046936-0.0070172i,0.044363-0.019093i,0.025807-0.020121i,0.0095544-0.010172i,-0.0017657-0.00050384i,-0.0066607+0.0092287i
0.18708+0.078706i,0.28356+0.15162i,0.30693+0.18941i,0.20605+0.14427i,0.056901+0.023342i,-0.048097-0.088214i,-0.074355-0.0871i,-0.032164-0.023502i,0.0095106-0.0078654i,0.014036-0.017957i,0.023973-0.012592i,0.045359-0.015745i,0.038333-0.029168i,0.0033531-0.031365i,-0.025422-0.01705i,-0.035042+0.0040626i,-0.036917+0.02129i,-0.036235+0.031922i,-0.025646+0.034001i,-0.009875+0.027066i,-0.0029054+0.013175i,-0.010096+0.00057843i,-0.021044-0.0023446i
-0.010487+0.08713i,-0.051611+0.16762i,-0.085036+0.24907i,-0.047637+0.25256i,0.041758+0.19454i,0.090532+0.11831i,0.052412+0.049042i,-0.0027377+0.033913i,0.00092717+0.041378i,0.014628+0.039524i,0.012734+0.056448i,0.015741+0.066894i,0.0082982+0.046515i,-0.00029165+0.020999i,0.001546+0.0009311i,-0.0037015-0.0086421i,-0.012089+0.00023948i,-0.0079234+0.016935i,0.006981+0.023515i,0.015745+0.017093i,0.012665+0.01152i,0.009213+0.0071482i,0.0031899-0.0046588i
-0.14504-0.074118i,-0.33763-0.038168i,-0.48689+0.081536i,-0.392+0.13807i,-0.15542+0.025523i,-0.028128-0.0896i,0.00039971-0.056873i,0.020293+0.0062725i,0.013524+0.0067886i,-0.017963-0.0099196i,-0.042661-0.009272i,-0.045606-0.0037475i,-0.026382-0.0071123i,-0.0060061-0.01799i,-0.0034781-0.028367i,-0.011803-0.031291i,-0.018706-0.035716i,-0.024954-0.043327i,-0.031015-0.038274i,-0.031612-0.022031i,-0.023531-0.0077803i,-0.0089011-0.0035931i,0.0048116-0.011401i
0.1486-0.10571i,0.13126-0.13832i,0.015873-0.096975i,-0.047161+0.01051i,-0.013057+0.094624i,0.0031108+0.091166i,-0.028753+0.03594i,-0.050003-0.0067719i,-0.042871-0.02243i,-0.035923-0.031979i,-0.048025-0.04236i,-0.054423-0.042323i,-0.037639-0.032068i,-0.010708-0.016718i,0.013309-0.0083093i,0.02416-0.012407i,0.025817-0.015224i,0.025866-0.0092032i,0.022644+9.4261e-05i,0.016567+0.0013058i,0.0076734-0.0032799i,-0.0013299-0.0017712i,0.0012904+0.0021218i
0.078328-0.13032i,0.042056-0.31106i,-0.033334-0.44378i,-0.082549-0.37475i,-0.091178-0.22137i,-0.12216-0.13127i,-0.15169-0.047965i,-0.10566+0.0078395i,-0.032611-0.015864i,0.0037837-0.050601i,0.032749-0.048161i,0.063292-0.026456i,0.067034-0.0098018i,0.046466-0.0043724i,0.028699-0.0008326i,0.023649+0.0025865i,0.026856+0.0044715i,0.031839+0.0014111i,0.027919-0.0072049i,0.019505-0.014846i,0.014425-0.01741i,0.012596-0.012405i,0.013115+0.0011944i
-0.033299+0.1218i,-0.057538+0.17219i,0.0098306+0.18056i,0.10801+0.1425i,0.097001+0.083592i,0.035092+0.0021044i,0.0014127-0.071528i,-0.004786-0.082388i,0.0091623-0.048605i,0.013064-0.024859i,-0.0021483-0.0077244i,-0.0072874+0.012456i,0.0035923+0.021459i,0.015973+0.025653i,0.021138+0.03059i,0.019229+0.033944i,0.0098284+0.03804i,-0.0041881+0.043148i,-0.012399+0.039661i,-0.010193+0.025574i,-0.0026702+0.012144i,0.0015853+0.0032958i,0.00090244-0.0027481i
0.15064-0.13237i,0.36368-0.15306i,0.51346-0.04694i,0.4708+0.0074828i,0.28256-0.13224i,0.072953-0.27844i,-0.056304-0.2738i,-0.069818-0.16857i,-0.014589-0.064172i,0.029608-0.0075899i,0.018106+0.017462i,-0.017288+0.039731i,-0.023608+0.051853i,-0.0099305+0.040136i,-0.0094192+0.020281i,-0.018198+0.014771i,-0.018859+0.016517i,-0.015076+0.011417i,-0.01274+0.005291i,-0.010806+0.0045172i,-0.0062423+0.0054438i,-0.0014486+0.003959i,-0.0052318+0.0018367i
0.083941-0.058242i,0.11922+0.044552i,0.14368+0.20305i,0.15564+0.28323i,0.16453+0.21665i,0.18193+0.076637i,0.17954-0.031084i,0.11927-0.054046i,0.050184-0.012937i,0.024519-0.00071091i,0.012906-0.039892i,-0.0050868-0.061634i,-0.01693-0.035781i,-0.018848+0.0073747i,-0.012284+0.026052i,-0.0084081+0.013564i,-0.011841-0.0071472i,-0.016233-0.023566i,-0.015445-0.026863i,-0.0082373-0.023617i,-0.0061789-0.024505i,-0.0080058-0.019763i,0.00035642-0.0094137i
0.24048+0.15128i,0.24838+0.31648i,0.1403+0.43445i,0.049206+0.36344i,0.047669+0.15614i,0.093128-0.0087963i,0.13493-0.063528i,0.12392-0.05891i,0.06371-0.02683i,0.016745+0.012462i,0.0085544+0.024746i,0.00982+0.0085438i,-0.0053557-0.0074007i,-0.020049-0.0080224i,-0.01157-0.00691i,-0.00054609-0.012319i,-0.001741-0.011391i,-0.0051111-0.0040109i,-0.0098365+1.685e-05i,-0.014201+1.5962e-05i,-0.0094611-0.0042862i,0.00050134-0.0085164i,0.0072009-0.0076265i
-0.15505+0.17463i,-0.32261+0.26728i,-0.39269+0.34817i,-0.29343+0.35166i,-0.14806+0.29871i,-0.043925+0.28546i,0.023558+0.25519i,0.029272+0.15907i,-0.0084267+0.070413i,-0.023207+0.027976i,-0.012462+0.023976i,0.0027198+0.037914i,0.0060191+0.032703i,-0.0096996+0.018979i,-0.016596+0.024473i,0.0028578+0.029966i,0.02704+0.019346i,0.036652+0.0048469i,0.029696-0.0011009i,0.021791+0.0018708i,0.022483+0.0017353i,0.017025-0.0058756i,0.0028902-0.0022764i
-0.0045605+0.035119i,0.062064+0.063062i,0.11073+0.048251i,0.097323-0.012196i,0.016149-0.067702i,-0.091578-0.051969i,-0.12708+0.035528i,-0.07431+0.082196i,-0.028169+0.042713i,-0.035192+0.0015439i,-0.053609-0.0097349i,-0.05927-0.027167i,-0.047317-0.050002i,-0.026721-0.061496i,-0.019619-0.052592i,-0.021531-0.027574i,-0.01768-0.0099562i,-0.010362-0.009932i,-0.0085404-0.016709i,-0.012975-0.01346i,-0.0097946+0.0033333i,0.0034172+0.01757i,0.010242+0.015789i
-0.06698-0.45459i,-0.15808-0.70438i,-0.21363-0.67684i,-0.17554-0.38919i,-0.11008-0.14104i,-0.10776-0.045157i,-0.11458-0.025933i,-0.076604-0.038696i,-0.028695-0.046579i,0.010258-0.051315i,0.016172-0.075074i,-0.00208-0.080097i,-0.005906-0.052199i,-0.0060647-0.024327i,-0.0147-0.00667i,-0.012583+0.0087131i,0.0075779+0.023996i,0.030506+0.035633i,0.040097+0.034067i,0.028708+0.023364i,0.0089192+0.018208i,-0.0011712+0.01247i,-0.0043266+0.0035178i
0.19572+0.22158i,0.23937+0.47012i,0.22387+0.58418i,0.19314+0.40296i,0.12805+0.065749i,0.036087-0.18429i,-0.038595-0.24362i,-0.056393-0.15977i,-0.016393-0.07372i,0.011411-0.042646i,0.037266-0.024217i,0.09197-0.023899i,0.11715-0.040328i,0.10587-0.038547i,0.089644-0.030373i,0.062039-0.031113i,0.02852-0.026077i,0.0055393-0.0096685i,0.00030296+0.0032789i,-0.00064273+0.0025445i,-0.013261+0.0066781i,-0.02188+0.022609i,-0.01014+0.025798i
0.47223+0.026648i,0.7543-0.056733i,0.76486-0.10227i,0.49482-0.028062i,0.2537+0.081542i,0.17822+0.096131i,0.14572+0.019707i,0.084029-0.025277i,0.036701-0.0051459i,0.031364+0.012224i,0.032085+0.016123i,0.023093+0.036907i,0.01352+0.052232i,-0.0039164+0.04406i,-0.021193+0.040693i,-0.02182+0.053459i,-0.015652+0.065994i,-0.01536+0.065899i,-0.0097452+0.055507i,0.0039038+0.034368i,0.0095025+0.0084576i,0.0095477-0.0063863i,0.0068693-0.0082208i
-0.47912+0.30398i,-0.76816+0.45439i,-0.79142+0.4736i,-0.50301+0.34842i,-0.16001+0.14805i,0.064635+0.0068421i,0.1617-0.059114i,0.13156-0.084667i,0.046451-0.054104i,-0.011708-0.017613i,-0.052749+0.0012648i,-0.066282+0.037689i,-0.030822+0.063036i,0.0065719+0.055719i,0.015384+0.042937i,0.014353+0.028493i,0.011722-0.00050295i,0.0031581-0.033528i,-0.009018-0.043723i,-0.014328-0.031915i,-0.017222-0.023885i,-0.027056-0.015283i,-0.030645+0.0029283i
-0.14194+0.10354i,-0.090068+0.28861i,-0.035176+0.40105i,-0.071867+0.33627i,-0.092309+0.23059i,-0.022935+0.18606i,0.087722+0.11636i,0.10736+0.0079361i,0.032827-0.027568i,0.0080091-0.0059345i,0.018438-0.031701i,-0.021475-0.061359i,-0.060394-0.042198i,-0.063125-0.033959i,-0.070073-0.046966i,-0.085897-0.039509i,-0.08348-0.013321i,-0.056702+0.0069871i,-0.023025+0.015431i,0.0018415+0.016468i,0.020889+0.013695i,0.034271+0.0064226i,0.030047-0.0097499i
-0.16659-0.52648i,-0.40763-0.70598i,-0.52164-0.63728i,-0.39829-0.47793i,-0.20129-0.35962i,-0.076847-0.22607i,-0.0041141-0.068345i,0.0387+0.020135i,0.039411+0.0061993i,0.013654-0.04147i,0.0010056-0.057125i,0.0082971-0.048768i,0.01233-0.03247i,0.017147-0.0071459i,0.033123+0.0063438i,0.046528-0.0035732i,0.053665-0.015084i,0.057686-0.017555i,0.042713-0.021427i,0.016547-0.022324i,0.0082102-0.017598i,0.01163-0.019539i,0.0059373-0.024763i
0.46672+0.04346i,0.55777-0.018682i,0.31553-0.17351i,-0.015383-0.24342i,-0.12211-0.090181i,-0.072434+0.097037i,-0.024631+0.16417i,0.008933+0.1316i,0.020711+0.059869i,0.015095+0.022374i,0.021636+0.0078043i,0.011324-0.022351i,-0.014877-0.03613i,-0.0097523-0.035207i,0.014492-0.04089i,0.025142-0.045035i,0.015436-0.041938i,-0.0058473-0.02903i,-0.018943-0.0098073i,-0.014203+0.0033603i,-0.0034454+0.011075i,0.0081343+0.022172i,0.027493+0.026782i
0.017877+0.19602i,-0.022932+0.050358i,-0.06906-0.18376i,-0.018199-0.21739i,0.075074-0.10768i,0.089535-0.051044i,0.025444-0.024314i,-0.031355+0.008229i,-0.022464+0.023701i,0.0165-0.003786i,0.017848-0.033628i,0.010492-0.019518i,0.022596-0.00053858i,0.015375+0.013237i,-0.0032221+0.044899i,0.0023974+0.069245i,0.021814+0.063606i,0.033005+0.03597i,0.029343-0.00017041i,0.014443-0.023329i,0.00041123-0.023157i,-0.0030756-0.014529i,-0.0011515-0.0073717i
-0.41118+0.61736i,-0.27469+0.93885i,0.14758+0.74731i,0.2945+0.23204i,-0.0043019-0.001802i,-0.2685+0.052473i,-0.31286+0.076273i,-0.25364+0.066174i,-0.14833+0.065229i,-0.065711+0.066014i,-0.0075555+0.074853i,0.040877+0.045479i,0.041861-0.0040485i,0.028929-0.025684i,0.022321-0.032065i,0.0058213-0.024497i,-0.0053231-0.0034673i,-0.0036556+0.010482i,-0.0014359+0.012249i,-0.0038413+0.008842i,-0.006161+0.0016623i,-0.010947-0.0054071i,-0.023463+0.0034553i
-0.12881-0.73342i,-0.095672-1.0554i,-0.0016697-1.0091i,0.0075986-0.68645i,-0.044327-0.4281i,-0.077068-0.32653i,-0.1119-0.23575i,-0.10811-0.11383i,-0.053938-0.028849i,-0.0058987+0.0088711i,0.005921+0.040143i,0.0066917+0.090596i,0.032605+0.11055i,0.039586+0.068722i,0.0020354+0.028368i,-0.028125+0.023634i,-0.030213+0.028534i,-0.017975+0.027071i,-0.0028376+0.012834i,0.00051157-0.0026293i,0.0012539-0.0051397i,0.012436-0.0058669i,0.019765-0.019127i
-0.24848-0.3381i,-0.53371-0.21235i,-0.49459+0.18962i,-0.13627+0.36775i,0.048927+0.14321i,-0.022138-0.10784i,-0.078459-0.20557i,-0.078363-0.20458i,-0.058141-0.14677i,-0.059379-0.098801i,-0.099601-0.054049i,-0.10644-0.0075987i,-0.0732+0.0072952i,-0.030691+0.017306i,0.010248+0.01845i,0.018052-0.0029287i,-0.0063004-0.015176i,-0.025383-0.0061275i,-0.021145+0.0087851i,-0.010085+0.014622i,-0.0069053+0.02032i,-0.00063997+0.027229i,0.012128+0.014664i
0.74629+0.42704i,1.2256+0.4616i,1.2706+0.28454i,0.87961+0.11986i,0.50598+0.084069i,0.3533+0.030405i,0.22774-0.063574i,0.0803-0.071853i,0.0059516-0.020777i,-0.0046457+0.0075774i,-0.0050612+0.00047695i,-0.023277-0.011447i,-0.038988+0.006819i,-0.027015+0.02427i,-0.012404+0.014347i,-0.002062+0.0036677i,0.018154-0.003264i,0.032461-0.015128i,0.031645-0.020507i,0.02072-0.01909i,-0.005091-0.017633i,-0.02855-0.0044153i,-0.018277+0.016895i
-0.055945-0.24065i,-0.069766-0.36523i,-0.15399-0.26181i,-0.21542+0.007097i,-0.17432+0.17087i,-0.10724+0.20398i,-0.018373+0.18673i,0.064604+0.10668i,0.06836+0.0276i,0.04849+0.0079213i,0.051513+0.00029235i,0.061776-0.018235i,0.053662-0.04706i,0.013126-0.054993i,-0.010878-0.023529i,0.00083674-0.00081122i,-0.00052531-0.0045789i,-0.024593-0.0018268i,-0.040212+0.018138i,-0.035153+0.030131i,-0.027333+0.018141i,-0.030652+0.0060294i,-0.027701+0.011259i
-0.51846+0.18278i,-0.67167+0.57589i,-0.40413+0.76602i,-0.016503+0.50691i,0.10903+0.15727i,0.12549+0.018989i,0.17551-0.066001i,0.1372-0.14601i,0.039582-0.12354i,-0.019019-0.046617i,-0.046803+0.027652i,-0.048177+0.086216i,-0.021952+0.094912i,-0.0039204+0.060986i,-0.013151+0.029569i,-0.026174+0.027574i,-0.018349+0.043309i,0.0071293+0.046297i,0.025928+0.026493i,0.030049+0.0050097i,0.033535-0.0075132i,0.034222-0.016978i,0.026357-0.019466i
0.43957+0.32691i,0.59555+0.42948i,0.54127+0.33828i,0.32479+0.14611i,0.045583+0.071761i,-0.15818+0.17414i,-0.15121+0.30105i,-0.014706+0.2842i,0.053193+0.14832i,0.024193+0.039782i,-0.0060851-0.011859i,-0.015579-0.045293i,-0.014855-0.055547i,-0.0043195-0.05378i,0.0036154-0.047744i,0.018982-0.035309i,0.031613-0.038267i,0.011324-0.05189i,-0.024622-0.046208i,-0.038003-0.022787i,-0.023603-0.0077127i,-0.0078112-0.0080322i,-0.0054313-0.011159i
-0.39771-0.32348i,-0.60675-0.5118i,-0.56772-0.37813i,-0.26261-0.063016i,0.024573+0.047302i,0.1031-0.001002i,0.068302-0.024784i,0.024847-0.0078123i,0.011994+0.007423i,0.023688-0.023368i,0.022428-0.06717i,0.019062-0.080596i,0.016104-0.071281i,0.0097631-0.042757i,0.009593-0.013665i,-0.00033074+0.0096311i,-0.012065+0.037359i,-0.0043602+0.052016i,0.013664+0.040462i,0.021264+0.019565i,0.014408+0.013817i,0.010286+0.021797i,0.016613+0.02407i
-0.71773-0.16227i,-0.95654+0.096512i,-0.73821+0.33777i,-0.36612+0.2796i,-0.2723+0.079474i,-0.3656+0.00099161i,-0.3545+0.022857i,-0.24145+0.025959i,-0.15535-0.00601i,-0.11818-0.01282i,-0.077813+0.027326i,-0.016866+0.059975i,0.027727+0.048585i,0.043558+0.022403i,0.039997+0.012554i,0.025764+0.018446i,0.012106+0.016021i,-0.0013721-0.0027555i,-0.019085-0.014922i,-0.029256-0.01332i,-0.017131-0.014951i,0.0061956-0.028271i,0.016703-0.044994i
0.72799-0.51336i,0.87197-0.77648i,0.62569-0.70213i,0.32976-0.3829i,0.38202-0.20428i,0.58642-0.30717i,0.50985-0.43528i,0.22305-0.34779i,0.094276-0.14589i,0.11879-0.081361i,0.06392-0.10576i,-0.03033-0.048929i,-0.022082+0.036081i,0.027111+0.046214i,0.030544+0.0086329i,0.0028075-0.019841i,-0.022311-0.021704i,-0.025798-0.0079639i,-0.00984-0.0036402i,0.004001-0.010399i,0.0062958-0.005579i,0.01365+0.01187i,0.028995+0.015013i
0.30837-0.064709i,0.33136-0.23974i,0.11568-0.24356i,-0.058582-0.073498i,-0.054104+0.0075055i,-0.0060995-0.0076882i,0.067661+0.0028946i,0.11766-0.00069824i,0.085231-0.0042033i,0.06914-0.016901i,0.061247-0.10837i,-0.0060637-0.18524i,-0.075454-0.14599i,-0.079716-0.057243i,-0.0411-0.01026i,-0.015711-0.0064401i,-0.0071659-0.01261i,-0.0029461-0.018233i,-0.0040734-0.018629i,-0.006234-0.0092541i,-0.0083107+0.0035953i,-0.0047927+0.01142i,0.010674+0.010316i
-0.14566+0.40477i,0.071977+0.67289i,0.2703+0.56578i,0.20772+0.21877i,0.12703-0.068302i,0.192-0.32004i,0.10656-0.45177i,-0.081623-0.30548i,-0.082716-0.1048i,0.00532-0.058862i,0.038286-0.065675i,0.046327-0.041309i,0.051303-0.014704i,0.049201-0.00015984i,0.04009+0.016242i,0.028882+0.032325i,0.019869+0.034271i,0.014332+0.023903i,0.009586+0.013692i,-0.0024322+0.002928i,-0.020912-0.01192i,-0.025822-0.020116i,0.0038887-0.023867i
0.11893-0.20326i,0.024119-0.13498i,-0.089149-0.0094308i,-0.056757+0.11111i,0.21517+0.25376i,0.59085+0.33398i,0.75184+0.20935i,0.54839-0.01169i,0.21071-0.054809i,0.075528+0.053358i,0.10869+0.080879i,0.09505+0.034385i,0.038126+0.016163i,0.0084908+0.012482i,-0.00052016+0.00505i,-0.0055569-0.0076923i,-0.016482-0.019498i,-0.02653-0.013476i,-0.022816+0.0030288i,-0.0038382+0.0070935i,0.016158-0.0041426i,0.01405-0.012726i,-0.0097986+0.00085526i
0.2405+0.23553i,0.20879+0.36647i,0.16406+0.43932i,0.13526+0.35923i,0.0075545+0.221i,-0.17877+0.21697i,-0.2279+0.27954i,-0.11774+0.22355i,-0.047926+0.061532i,-0.10107-0.0081985i,-0.13733+0.03624i,-0.1073+0.057266i,-0.069288+0.053029i,-0.032635+0.052842i,-0.014022+0.029272i,-0.011212-0.0082541i,0.0070811-0.030684i,0.034183-0.027327i,0.053444-0.002914i,0.064871+0.032278i,0.071732+0.055187i,0.072361+0.033303i,0.049728-0.022598i
-1.5322+7.3967i,0.40444+7.6901i,3.5067+6.2334i,4.3685+2.3418i,3.0123-1.0991i,0.39834-2.6455i,-1.5522-1.7608i,-1.6705-0.065105i,-0.50588+0.79218i,0.6091+0.244i,0.65021-0.75105i,0.1474-1.255i,-0.244-1.7146i,-0.55646-2.4621i,-0.57938-2.7834i,-0.32505-1.9943i,-0.17166-0.85489i,-0.38604-0.20619i,-0.78114+0.15006i,-0.77017+0.44753i,-0.35531+0.54548i,-0.0062492+0.35201i,0.03938+0.0034857i
-0.20738-0.58636i,-0.31117-0.54899i,-0.23593-0.35875i,-0.15452-0.24133i,-0.2078-0.16384i,-0.2289-0.043758i,-0.067847+0.069822i,0.13284+0.080482i,0.16747+0.0041483i,0.077159-0.022285i,0.028803+0.023822i,0.042662+0.049487i,0.048846+0.027433i,0.037114-0.0022526i,0.031001-0.018865i,0.024906-0.026102i,0.0038965-0.010474i,-0.0041071+0.027297i,0.013484+0.038928i,0.024794+0.018717i,0.026227-0.0028357i,0.021087-0.016153i,0.0035106-0.0084771i
0.36249-0.18893i,0.23993-0.25137i,0.03113-0.15333i,-0.061697-0.0077797i,-0.12225+0.093174i,-0.22215+0.2086i,-0.23881+0.28044i,-0.15984+0.26176i,-0.052628+0.21113i,0.031974+0.15743i,0.0521+0.10032i,0.033819+0.040685i,0.018682-0.011417i,0.019098-0.042003i,0.028169-0.064296i,0.028127-0.077679i,0.022931-0.075138i,0.01091-0.067292i,-0.018607-0.055484i,-0.043806-0.027901i,-0.042423+0.0070661i,-0.025606+0.020966i,-0.019893+0.010475i
0.17888+0.30451i,0.45365+0.208i,0.50219+0.0038698i,0.32151-0.057863i,0.23606+0.038856i,0.26971+0.1123i,0.19663+0.12258i,0.06582+0.12681i,0.037024+0.12201i,0.057253+0.069775i,0.040352+0.0088967i,0.0017724-0.010511i,-0.028289+0.012252i,-0.038942+0.034428i,-0.0322+0.021069i,-0.027713-0.0033922i,-0.033159-0.0064109i,-0.034424+0.0069164i,-0.025533+0.022832i,-0.021543+0.033017i,-0.033274+0.037567i,-0.039657+0.042836i,-0.023088+0.037133i
-0.13864-0.23692i,-0.18929-0.15107i,-0.21917-0.064696i,-0.23773-0.049134i,-0.23815-0.066707i,-0.2249-0.074927i,-0.17839-0.027544i,-0.10276+0.015361i,-0.066442-0.0015058i,-0.067429-0.0019639i,-0.026048+0.014089i,0.029467-0.016895i,0.016015-0.063495i,-0.037543-0.067556i,-0.058108-0.036579i,-0.039934-0.011252i,-0.00316-0.0019552i,0.024301-0.0020952i,0.02277-0.0055816i,0.014663-0.0064564i,0.016526-0.01429i,0.012394-0.032178i,-0.0058633-0.03483i
0.40418+0.21137i,0.37062+0.33i,0.24276+0.34217i,0.16196+0.20523i,0.1122+0.02398i,0.065134-0.085334i,0.013432-0.11283i,-0.026648-0.086049i,-0.034068-0.020831i,-0.034035+0.047685i,-0.050038+0.089557i,-0.071836+0.11331i,-0.063152+0.11581i,-0.028558+0.081766i,-0.0077422+0.036563i,-0.0014084+0.0077929i,0.0077484-0.0024764i,0.018235-0.00010449i,0.021787+0.0051639i,0.019241+0.010584i,0.012203+0.016739i,0.0031317+0.018278i,-0.0029113+0.010419i
-0.17602+0.59674i,-0.12077+0.63376i,-0.053238+0.44158i,-0.034805+0.30213i,-0.017453+0.27863i,0.0018633+0.23027i,0.030917+0.14662i,0.07709+0.056465i,0.061104-0.030837i,-0.0012157-0.057472i,-0.013561-0.044479i,-0.001634-0.043867i,-0.0097897-0.03078i,-0.015919-0.0012547i,-0.016001+0.0081774i,-0.019654-0.0024143i,-0.026529-0.0091738i,-0.028286-0.0016501i,-0.013972+0.0091599i,0.0038591+0.010305i,0.0090109+0.0101i,0.0053717+0.014422i,0.0031308+0.017554i
-0.51431-0.18877i,-0.52273-0.1575i,-0.30877-0.14219i,-0.13171-0.17872i,-0.095681-0.11578i,-0.057952+0.080164i,0.026922+0.19319i,0.053052+0.1488i,0.023949+0.079404i,0.023614+0.055703i,0.052962+0.042713i,0.060888+0.021252i,0.034124+0.0055299i,0.0052331+0.0059082i,0.0015065+0.0066303i,0.0057589-0.0038829i,0.009815-0.0033506i,0.023216+0.008264i,0.03249+0.011759i,0.028636+0.0083764i,0.017733+0.00038438i,0.0021752-0.0032788i,-0.0065792+0.010986i
-0.023076-0.18655i,-0.21471-0.1483i,-0.23668-0.0773i,-0.055434-0.09092i,0.068479-0.13789i,0.044293-0.14656i,-0.031498-0.11058i,-0.056582-0.042866i,-0.02773+0.012893i,-0.019865+0.037733i,-0.030193+0.072263i,-0.0071181+0.088397i,0.022053+0.046867i,0.018861-0.0039925i,-0.0037814-0.018588i,-0.020681-0.011344i,-0.027145-0.0076024i,-0.027727-0.0058801i,-0.023438-0.00075813i,-0.018132-0.0020128i,-0.0098668-0.007174i,0.00086034-0.014595i,0.00042846-0.024483i
-0.20299+0.25658i,-0.15241+0.20696i,-0.010028+0.021415i,0.033712-0.096726i,-0.010768-0.036035i,-0.027972+0.077648i,-0.019158+0.12009i,-0.0089278+0.10254i,-0.0012156+0.053024i,-0.01071+0.00958i,-0.011791-0.0062256i,-0.00024362-0.018868i,-0.0036777-0.024263i,-0.0098049-0.012859i,-0.011026-0.0070694i,-0.02102-0.013122i,-0.037034-0.0088997i,-0.03671+0.010216i,-0.015057+0.019573i,0.0024597+0.012947i,0.0044492+0.0093045i,0.0031942+0.013176i,0.005931+0.015987i
-0.32127-0.57224i,-0.39857-0.69909i,-0.30554-0.53843i,-0.18451-0.29829i,-0.15973-0.13102i,-0.16256-0.018718i,-0.13924+0.011788i,-0.12686+0.00092284i,-0.096804+0.010378i,-0.035998+0.015184i,-7.8566e-06+0.013252i,0.014051+0.022871i,0.02086+0.025806i,0.013663+0.021004i,0.010742+0.016979i,0.019812+0.0088317i,0.030671-0.0022643i,0.027563-0.0085871i,0.0097202-0.0025147i,-0.00089025+0.0050311i,-0.0007123-0.0047919i,-0.0040181-0.022191i,-0.012942-0.021098i
0.53361-0.42847i,0.61582-0.58016i,0.50766-0.48261i,0.36094-0.29844i,0.21698-0.21298i,0.084023-0.18296i,0.019217-0.11614i,0.024787-0.056361i,0.040811-0.027532i,0.042385+0.0016791i,0.032799+0.027245i,0.015954+0.038164i,0.012254+0.029515i,0.017977+0.0057697i,0.014328-0.011475i,0.0042502-0.017017i,-0.011298-0.016485i,-0.022988-0.0091824i,-0.016833+3.8324e-05i,-0.0055355+0.0067058i,-0.0015696+0.014866i,0.0014306+0.02265i,0.0084135+0.017146i
