-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
-0.0026371+0.001095i,-0.0018319+0.00033848i,-0.0015965+5.8509e-05i,-0.0017208-0.00026159i,-0.0017276-8.0293e-05i,-0.0010273-0.00012738i,-0.0005268-0.00023414i,-0.0013406+0.00023072i,-0.0017207+0.00031416i,-0.00084725-0.00013589i,-8.3018e-05-0.00018103i,-0.00044574+3.0752e-05i,-0.0009087-0.00088975i,-0.00060273-0.0008488i,-2.4174e-05-6.2475e-05i,0.00022323-5.7819e-05i,0.00034471+3.2678e-05i,0.0002379+0.00054898i,0.00033963+0.00084325i,0.00015709+0.00060712i,0.00025354-0.00022188i,-0.00017201-0.0010695i,-0.00076103-0.0010048i
0.000234-0.00082838i,-0.0004903-0.00094775i,-0.0014298-0.0017034i,-0.0018308-0.0022432i,-0.0014003-0.0023689i,-0.0002761-0.0014062i,0.0009294-0.00090338i,0.00090902-0.00076677i,0.00044685-0.00094877i,0.00022706-0.0010273i,0.00049991-0.00085146i,0.00059988-0.00048615i,-0.00057781-0.00012868i,-0.0006028-0.00032118i,3.6682e-06-0.00026927i,-0.00046734-6.9897e-05i,-0.00016556+4.2323e-05i,0.0003623+0.00018581i,7.3153e-05+2.7985e-05i,5.6696e-05-0.00029228i,0.00075303-0.00080731i,0.00070522-0.0008475i,-0.00018184-0.00062938i
-0.0018979+0.00021632i,-0.0013531+0.00073465i,-0.0020947+0.00057575i,-0.0034864+0.00034472i,-0.0028299+0.00021528i,-0.00079497+0.00082391i,-0.00025204+0.00079486i,-0.00055402+0.0003143i,-0.00043652+0.00039249i,-0.00015126+0.00049751i,0.00038821+0.00061056i,0.00055077+0.00077109i,0.00020453+0.0005267i,0.00018143+9.1748e-05i,0.00023222-3.302e-05i,0.00011484+0.00046465i,-0.00016687+0.0011911i,-3.7438e-05+0.0010004i,-0.00020658-0.00016146i,7.8886e-06-0.00070552i,0.00055349-0.0010703i,0.00041858-0.0010915i,0.00023099-0.00013998i
0.00025884-0.000227i,-4.7884e-05-0.00071775i,-0.00032014-0.00097886i,-0.0015844-0.0012042i,-0.0014499-0.0019719i,-0.00040581-0.0012079i,-0.00031524+0.00043145i,5.1263e-05+0.00092857i,0.00046443+0.00066297i,0.00020154+0.00057918i,-0.00012838-0.0002194i,0.00047025-0.00023993i,0.00064368+0.00032623i,0.00024352+0.00043817i,-0.00015185+0.0011159i,-4.9969e-05+0.00085962i,0.0006356+0.0006382i,0.00049039+0.00073848i,0.0003204+5.5624e-05i,0.00035719-9.9184e-05i,-0.00045995+0.00021604i,-0.00040901+0.00031388i,0.00014995-0.00045959i
0.0016221+0.00036547i,0.0016815-0.00061467i,0.0011975-0.0017874i,-0.00025005-0.0023381i,-0.001997-0.0018801i,-0.001581-0.00023043i,-0.00036978+0.0010227i,0.00057873+0.0006236i,0.00096876-0.00066339i,0.00093746-0.0010841i,0.00095419-0.00074422i,0.00084704-0.00053997i,0.00033869+0.00044678i,-7.3253e-07+0.0013655i,-0.00048332+0.000874i,-0.00093672-6.8161e-05i,-0.00053134-0.00023882i,0.00016285+0.00061515i,0.00053436+0.0010291i,-4.0328e-05+0.00042043i,0.00031362-0.00037397i,0.0009052-0.00041701i,0.00054098-0.00019665i
0.00010222-0.001338i,0.00047675-0.0022615i,0.00036016-0.0028333i,-0.00045751-0.002836i,-0.00086586-0.0029138i,-0.00036191-0.0015131i,0.00021319+0.00041565i,0.00052675+0.00031409i,-2.6064e-05-0.00051165i,-0.0002481-0.00078469i,0.00014904-0.00048705i,0.00040728-1.1149e-06i,-9.8032e-05-0.00013772i,-0.00089209+0.00030804i,-0.0011469+0.0010679i,-0.00086558+0.00083791i,-0.0010041+0.00061505i,-0.00047408+0.00046764i,4.0273e-05+0.00057366i,-0.00014679+0.00012341i,-0.00036375-0.0005431i,-0.00098173-0.00081374i,-0.0011458-0.00049374i
0.000965+0.00061858i,0.00040218-5.0185e-06i,-0.00090319-0.0010613i,-0.0012678-0.0025271i,-0.00092145-0.0023441i,-0.001003-0.00055899i,-0.00051572+0.00046192i,-0.00040199+0.00057481i,-0.00069488+0.00030965i,-0.00029545-5.8982e-05i,0.00011762-8.5746e-05i,-0.00026256+0.00047223i,-0.00035736+0.00033992i,-9.8248e-05+0.00048143i,-0.00051514+0.0007538i,-0.00081044+0.00025727i,-3.4306e-05+0.00042677i,0.00032145+0.001112i,8.6416e-05+0.0011177i,-3.0835e-05+0.00018545i,0.00015251-0.0004423i,0.00015843-0.00048144i,-0.00052517-0.00076013i
0.00020963-4.2906e-05i,-0.00088619-8.4621e-05i,-0.00030821-0.00037844i,-0.00027991-0.0010438i,-0.00079027-0.0014199i,-0.0016635-0.00073775i,-0.0013065-0.00024731i,0.00018551+0.00019692i,0.00074428+0.00083065i,0.00061271+0.00070232i,0.00024804+0.0003026i,4.2725e-06+0.00025438i,0.00056642+0.00076707i,0.00013675+0.00066961i,-0.00012611+0.00013869i,8.1392e-05-0.00012491i,0.000459+0.00035609i,0.00063618+0.0008559i,0.00054864+0.00081522i,-4.4915e-05+0.00046808i,0.0001928-0.00023625i,7.2092e-05+0.00028578i,-0.00016724+0.00089976i
0.00080883+0.00015367i,0.00010058+0.00063224i,9.6872e-06-0.00045624i,-0.00014202-0.0015851i,-0.0002653-0.0019989i,-0.00016253-0.001298i,0.00057596+0.0002697i,0.0008264+0.00042249i,0.00033121+0.00032063i,-0.00019372-0.00034734i,-6.5408e-06-0.00053762i,0.00038649-0.00026334i,0.00040157-0.00013094i,-0.00017497-6.6539e-05i,-0.00050541+8.7224e-05i,-6.4246e-05-4.5145e-05i,-2.2625e-05+8.5896e-05i,9.1393e-05+0.00062879i,0.00062744+0.00054596i,3.0674e-05+0.00030406i,-0.0006097+0.00073168i,-0.00015062+0.0013213i,0.00046744+0.0015017i
-0.00029434-0.00076658i,-0.00011856-0.00091629i,5.2924e-05-0.0014909i,-0.0012299-0.0019511i,-0.0019655-0.0016251i,-0.0008698-0.0012784i,0.00033637-0.0011231i,0.0013734-0.00093991i,0.0011614-0.0011085i,8.4643e-06-0.00059042i,-0.0002196+0.00044042i,-2.9482e-05+0.00080654i,5.0398e-05+0.00010477i,0.00011253-0.00038089i,0.0003998+2.4841e-05i,0.00032059+0.00077871i,-1.5106e-05+0.00082764i,-0.00014659+2.2097e-05i,-0.00011816-0.0005073i,9.3374e-05-0.00040339i,0.0004921-0.00031494i,0.00027467-0.00073955i,5.5895e-05-0.00076062i
0.0011143+0.001914i,0.00057867+0.0020402i,-0.00023936+0.000851i,-0.00080839-0.00058379i,-0.0013368-0.0012186i,-0.0010502-0.00096514i,-0.00089126+0.00019391i,-0.00065975+0.0007974i,0.00060869+0.0001911i,0.0017861-0.00034711i,0.0014132-0.00045997i,0.00011352-0.00050664i,-0.00015947-0.00045987i,-2.4558e-05-0.0003955i,8.4868e-05-6.4715e-05i,0.00023325-0.00024491i,-7.1078e-06-0.00034028i,0.00012883-0.00010303i,0.00078132-0.00026284i,0.0010507-0.00070895i,0.0010153-0.00056553i,0.00063156+3.3285e-05i,0.00033993+0.00022573i
0.00060387+0.0012073i,8.4418e-05+0.00011914i,0.00038381-0.00029152i,0.00032244-0.0015308i,-0.00067104-0.0019729i,-0.0012955-0.00080655i,-0.00092512+0.0004607i,-0.00051086+0.0011446i,0.00039237+0.00062221i,0.00078921-0.00033301i,0.00076265-0.0007419i,0.00035857-0.0004559i,-0.0003883+0.00065195i,-2.1792e-05+0.0010738i,5.2266e-05+0.00037102i,-0.00045723-8.3722e-06i,0.00023627-0.00055492i,0.00061083-0.00083858i,0.00050899-0.00044327i,0.00037167-0.00024923i,-0.00014944+0.00037764i,-0.00034187+0.00051242i,-0.00010539-1.0189e-05i
0.0023147-0.00093153i,0.0024239-0.0014368i,0.0011916-0.0021173i,-3.0058e-06-0.0034209i,-0.001081-0.0031477i,-0.0015827-0.0014613i,-0.00078188+0.00031596i,-1.4495e-05+0.0012129i,-9.9639e-05+0.0003174i,0.00013097-0.00059416i,0.00019981-5.8966e-05i,0.00017993+0.00042838i,0.00030874+0.0001524i,0.00074056+8.0804e-05i,0.00078713+8.0329e-05i,-0.0001211+0.00040981i,-0.00069558+0.0010926i,-0.00077456+0.00098032i,-0.00074198+0.00071699i,-0.0004565+0.0001659i,-0.00046286-2.2046e-05i,-0.00057356-5.9719e-05i,-0.00022364-0.00034017i
-0.00064301+0.0017381i,-0.0002551+0.00079627i,0.00020241-0.00050186i,-0.0010864-0.0022892i,-0.0016484-0.0023045i,-0.00050263-0.0014784i,0.0002382-0.00082631i,0.00063471-0.00020756i,0.0010596+0.00020118i,0.0017048-3.5154e-05i,0.0014363-0.00093037i,0.0011702-0.0008745i,0.00081933-0.00049656i,2.1949e-05-3.3897e-05i,-0.0006428+0.00027742i,-0.00039767+0.0002128i,0.00028942+0.0002614i,0.00046141-7.0062e-05i,0.0002951-0.0006734i,0.00033019-0.00017427i,0.00091281+0.00022368i,0.00035272+0.00032541i,-0.00042835+0.00042437i
0.0021795+0.0025554i,0.0024031+0.0015989i,0.0023357+0.00053239i,0.00074286-0.00098746i,-0.0012512-0.0024475i,-0.0019312-0.0019263i,-0.00084523-0.00027868i,0.00074687+0.00020607i,0.0015319-6.2362e-05i,0.0018145-0.00081487i,0.0014559-0.00099563i,0.00028392-0.00032148i,-0.00049904-4.7565e-05i,-0.00063152+0.00030014i,-0.00072793+0.0010717i,-0.00093176+0.00087594i,-0.00046348+0.00055392i,0.00053262+0.00012425i,0.0010492-0.00041403i,0.00080655-0.00055514i,-0.00013916-0.00059806i,-0.0011616-0.00084622i,-0.00092614-0.00064261i
0.00015877+0.0027258i,0.00070811+0.0018407i,0.00048775+0.00020076i,2.4347e-05-0.0010146i,-0.00053249-0.0017384i,-0.0010615-0.0013114i,-0.00085641-0.00024136i,-8.8715e-05+0.0002471i,-3.743e-06+0.00031922i,0.00011219-0.00010871i,0.00014692+0.00012691i,-8.9289e-06+0.00065631i,-0.00041662+0.00085552i,-0.0005143+0.00049856i,0.00019908+0.00054176i,0.000404+0.00060215i,0.00011082-0.00010915i,-0.00028123-0.00046794i,-0.00098498-0.000339i,-0.0006022-3.8835e-05i,0.00045827+0.00070459i,0.00071079+0.00080317i,0.0010612+0.0010187i
-0.0007859+0.0017452i,-0.00035571+0.0017757i,0.00050333+0.0011869i,-0.00010433-0.00027214i,-0.0014155-0.0018112i,-0.0014714-0.0028784i,-0.00030757-0.0019288i,0.00071714-0.00046386i,0.00071438+7.7186e-05i,0.00010714+8.2149e-06i,0.00065034-0.00052589i,0.0010876-0.0008306i,0.00012482-0.00015239i,-0.00018942+3.1536e-05i,-0.000687-0.00066418i,-0.00036296-0.00095928i,0.00024578-0.00039449i,0.00069586-0.00028796i,0.00088454-0.00052356i,-0.00011891-0.00045638i,-0.00094218-0.00034208i,-0.00024408-0.00036723i,0.00021077-0.00048276i
-0.00037265+0.0024734i,-0.00088561+0.0016741i,-0.00070457-0.00031688i,3.4262e-06-0.0012359i,0.00056788-0.0013151i,7.0882e-06-0.001425i,-0.00047997-0.0010144i,-0.0003369+9.0888e-05i,-5.3102e-05+0.00057972i,0.00028623+0.0011144i,0.00091795+0.0010181i,0.00013895+5.5067e-05i,-0.00020131-0.00041591i,0.00016882-7.847e-05i,-0.00038709+0.00033988i,-0.00094172+0.00046374i,-0.00084896-0.00021131i,-0.00018297-0.001096i,-0.00021029-0.0010461i,9.2688e-05-0.00056398i,0.00084083+9.1136e-05i,0.00081253+0.0005121i,0.00060628+0.00048779i
-0.002913+0.0025829i,-0.0016496+0.0016166i,-0.0004708+0.0021252i,-0.00067308+0.002216i,-0.00095171+0.0012268i,-0.00049252+0.00041756i,-0.00053758+0.00051455i,-0.00060961+0.0012381i,0.00063337+0.0011519i,0.0010187+0.0011343i,0.00096606+0.00039324i,0.0009001-1.9961e-05i,0.00013461+0.00035025i,-0.0003625+0.00013483i,-0.00025532-0.00047812i,0.00011252-0.00067755i,0.00033762+1.4223e-05i,0.00025158+0.00035846i,0.00032157+0.00079511i,0.00042974+0.00059196i,0.00031889-8.1835e-05i,0.00034513-0.00025911i,8.3489e-05-0.00060095i
-0.001439-0.0007409i,-0.0010385-0.0010174i,-0.0015596+8.4745e-05i,-0.0022401+0.0012439i,-0.0021914-0.00016934i,-0.0018013-0.0016107i,-0.0010947-0.00092278i,-0.00039935-0.00020461i,3.0289e-05-0.00018925i,0.00028924-0.00062497i,-0.0001449-0.00042235i,-4.6272e-05-1.88e-05i,0.00057774-0.00018339i,0.00041843+9.9271e-06i,2.7538e-05-0.00037272i,0.00015915-0.00065589i,0.00031291-0.00043267i,8.3881e-05+0.00019622i,9.3581e-05+0.00053858i,-6.4269e-05-0.00018593i,0.00025295-0.00049974i,0.00051738+0.00012913i,0.00027288+0.00023124i
0.00053657+0.0029206i,0.0010099+0.0020195i,0.00077137+0.0010817i,0.00060289-0.00046499i,0.00052755-0.001768i,0.0001631-0.0016861i,-0.00047985-0.0010457i,0.00029353-0.00035295i,0.0011539+0.00015651i,0.00083127+0.00031667i,0.00026519+0.0003012i,0.00014417+0.00024713i,-0.0004702-0.0002627i,-0.00089698-0.00029309i,-0.00054619+9.6897e-05i,-0.00069984+0.00036114i,-0.00095261+0.0011125i,-0.00047644+0.00098566i,-0.00045+0.00029931i,8.6819e-05+0.00039426i,0.001059+0.00065308i,0.00093476+0.00057161i,0.00060078+0.00073325i
-0.00019227+0.00088803i,-0.00038464+0.00089916i,-0.0004464+0.00072095i,-0.0002755+0.0001044i,-0.00061526-0.00028404i,-0.00092213-0.00058712i,-0.00062872-0.0013297i,-0.00013312-0.00074109i,0.00025876-0.00013914i,0.00033125+0.00051406i,0.00038708+0.00010461i,0.00059648-0.0012303i,0.00024075-0.0011799i,-0.00044499-0.00042884i,-0.00037418-0.00061611i,-0.00038044+0.0002789i,0.00030287+0.0015098i,0.00073045+0.0010706i,0.00077565+0.00017728i,0.0008237-0.00026449i,0.00020503-0.00055159i,-8.1204e-05-0.00029719i,0.00017416+0.00040129i
-0.0024878+0.0022794i,-0.0027034+0.0013518i,-0.0013485+0.002886i,0.00029546+0.0015968i,0.00038605-0.00078964i,-0.00017429-0.001145i,-0.00019026-0.00085364i,-0.0003403+0.00027433i,-0.00018182+0.0017955i,0.00032372+0.0022067i,0.00039843+0.00070718i,0.00039393-0.00067061i,0.00053151-2.8546e-05i,4.5066e-05+0.00069505i,-0.00074122+0.00030983i,-0.00043057-0.00050341i,-1.2342e-05-0.00089459i,-0.00037845-0.00045544i,-0.00058568+0.00029983i,-0.00050821+0.00018668i,0.0003603+0.00030501i,0.00067584+0.00043691i,0.00026034+0.00033777i
-0.00069355-0.0013171i,-0.001667-0.0007427i,-0.0024193-0.00017586i,-0.0021512-0.00079893i,-0.0014975-0.0014364i,-0.0015274-0.00081441i,-0.0010324+8.0458e-05i,-0.00047289+0.0001768i,-0.00030999-0.00046939i,-5.2041e-05-0.00083373i,0.00031757-0.00027477i,0.00072701-0.00030628i,0.00070881-0.0013781i,0.00028171-0.001648i,5.8233e-05-0.00073821i,0.00074824-6.2323e-05i,0.00055373-8.6286e-06i,-0.00018565-0.00019439i,0.0001763-0.00044326i,0.00072466+2.8055e-05i,0.000569-0.00026423i,0.00045531-0.00076759i,0.00053698+0.00010837i
0.0017923+0.0024592i,0.00069786+0.0015702i,0.00026344-0.00023291i,-6.0497e-05-0.0016659i,-0.001095-0.0013053i,-0.00079293-0.00024472i,-8.6183e-06+0.00017696i,0.00044531+4.5238e-05i,0.00085171-0.00036928i,0.00069841-0.00039014i,0.0004935-0.00011311i,0.00046419+0.00010784i,-3.9963e-05-9.029e-05i,-7.4546e-05+0.00014141i,0.00019118+0.00049625i,0.00029304+0.0001742i,0.0010795-0.00016813i,0.00086585+3.8269e-05i,-0.00017208-0.00037339i,-1.2539e-05-0.00085783i,0.00017069-0.00017413i,-0.00063913+0.0006188i,-0.000702+0.00042299i
6.1498e-05+0.00023963i,0.00034392+0.00022681i,0.00029806-0.00027309i,-1.5133e-05-0.0013623i,-0.00047245-0.0020235i,-0.00082858-0.001822i,-0.00050348-0.00083884i,0.00020411-0.00084912i,0.0010396-0.0012553i,0.0011663-0.0013368i,0.00084271-0.0012991i,0.0008638-0.00055889i,0.0006211-1.2445e-06i,0.00057056+0.0001903i,0.00077616+0.00039614i,0.00076595+0.00011554i,0.00050961-0.00016061i,0.00059662-2.4988e-05i,0.00010218-0.00019866i,-0.00029916-0.00081724i,-0.00023478-0.001345i,-0.00030964-0.0011457i,-0.00011693-0.00074278i
-0.00072306-0.0015175i,-0.00073971-0.00073648i,-0.0018943-0.00042734i,-0.0032209-0.001247i,-0.0033928-0.0013913i,-0.0017387-0.00061812i,-0.00017031+0.00022336i,0.0009939+0.00025012i,0.00090004-0.00019598i,0.00013149-0.00026707i,-4.1884e-05+6.2022e-05i,-0.00019997+8.3369e-05i,-0.00030544+8.3086e-05i,-0.00066984-0.00053195i,-0.00099333-0.00037294i,-0.00073791+0.00023772i,-0.00046882-0.00011493i,-0.00047935+0.00024497i,-4.6875e-05+0.00059401i,0.00043435+6.1424e-05i,0.00041189-0.00043706i,0.00019026+0.00016812i,0.00017354+0.00036492i
-0.00029526-0.0010615i,-0.00041299+0.0005142i,-0.0011726+0.001029i,-0.0017992+0.00012348i,-0.0017038-3.1257e-05i,-0.0010647-0.00019864i,1.8481e-05-0.00026689i,7.7201e-05+0.00091995i,0.00034001+0.0005506i,0.00036206-0.00023579i,0.00013+6.1014e-06i,0.00052767-1.5696e-05i,7.3948e-05+0.0002527i,-0.00048895+0.00031185i,-0.00015083+0.00085338i,0.000112+0.00071398i,0.00099491+0.00047249i,0.0015888+0.00045685i,0.00037896+6.902e-05i,-0.00061139+0.00077841i,-0.00041242+0.0010852i,-0.00038268+0.00023205i,-8.938e-05+0.00032413i
0.00054693+0.0018511i,0.0016027+0.0016034i,0.0011183+0.00042569i,-0.00069469-0.0011728i,-0.0022338-0.0021885i,-0.0014605-0.0011813i,5.7786e-05-0.00013809i,0.00049856-0.0004564i,0.0011541-0.00060217i,0.0018717+0.00023383i,0.00081017+0.00085055i,-0.00040323+0.00028397i,-0.0008429-0.00045725i,-0.0012707-0.00050392i,-0.00092836-0.000709i,6.5168e-06-0.00024362i,1.3753e-05+0.0002328i,-0.00029172+0.00037866i,-0.00026593+0.00037886i,0.00016353+0.00044389i,0.00061025-0.00050822i,0.0012792-0.00058928i,0.00095011+0.00014033i
-0.00087413+0.00030585i,-0.0011511+0.0010431i,-0.0012128+0.0012428i,-0.0012155-0.00052617i,-0.0011107-0.002274i,-0.00020949-0.0016652i,0.00032306-5.4034e-05i,0.00041633+9.439e-05i,0.00022813-0.00017656i,0.00013501-0.00027552i,0.00048517+1.6007e-05i,-2.9518e-05+0.0003402i,4.4854e-05-0.00052536i,0.00038034-0.00027955i,0.00027308+0.00054438i,0.00094225+7.1156e-05i,0.0013006+0.00013653i,0.00053772+8.6916e-05i,4.1085e-05-0.00095845i,-2.3401e-05-0.00093248i,-0.00013569-0.00047505i,0.0001141+7.7978e-05i,-6.0148e-05+0.0003706i
0.002486+8.986e-05i,0.0023948-0.0018641i,0.00010761-0.003068i,-0.0016437-0.0033679i,-0.0027984-0.0027609i,-0.002836-0.001439i,-0.0010961-0.00046641i,-0.00022717-5.2574e-05i,0.00024725+0.00011174i,0.00062049-0.00039453i,0.00068291-0.0006301i,0.00086187+1.1948e-06i,0.00034606+6.1115e-05i,0.0002806-0.00014963i,0.00035048-0.0006693i,-0.00017231-0.0011673i,-0.00036688-0.00099141i,-0.00023848-2.2537e-05i,-0.00025155-0.00018394i,-0.00031936-0.00058596i,-0.00028316-3.8978e-05i,-0.00010931+0.00046688i,-0.00041855+0.0014581i
-0.0014642-0.00079093i,-0.00146+0.00025828i,-0.001559-0.0003805i,-0.0022899-0.00084331i,-0.0033224-0.00078011i,-0.0025999-0.00072593i,-0.0010322-0.00069001i,-4.8945e-05-0.0014786i,9.4485e-06-0.0015078i,-0.00055777-0.00098088i,-0.00076808+0.00011209i,-0.00016824+0.0012167i,0.00016678+0.0011095i,-0.00014804+0.00020482i,0.00010536+4.2225e-05i,0.00026676+0.00046455i,0.00036695+0.00032547i,0.00041222-7.2803e-05i,0.00010572-0.00047189i,-0.00043969+4.367e-05i,-0.0010716+0.00066462i,-0.00070322+0.00018436i,-6.1024e-05-0.00063551i
0.0014141-0.00037301i,0.00089018-0.00088712i,0.00084531-0.0019731i,0.0010498-0.0031071i,-0.00014048-0.0030174i,-0.0012262-0.0024425i,-0.00050971-0.0010606i,0.00056425+0.00065786i,0.00070603+0.00051919i,0.00047151+0.0004213i,0.00054081+0.00063827i,0.00031953-0.00020293i,0.00044261-0.00067911i,0.00074709-8.0371e-05i,-0.000363+0.00046886i,-0.0011164+0.000324i,-0.00011857+0.00016395i,0.00032353+0.00031578i,-0.00024195-7.678e-05i,-0.00065571-0.00091463i,-0.00046302-0.00064845i,-0.00054043-8.3077e-06i,-0.00054908-8.3536e-05i
-0.0021873+0.00059702i,-0.0018709+0.00086998i,-0.0018457+0.0013255i,-0.0016758+0.00021265i,-0.00044617-0.00044378i,0.0001625-0.0010535i,0.00026883-0.0018769i,0.00078703-0.0013428i,0.00064532-0.00017236i,0.00056896+0.00050678i,0.00094302+5.221e-05i,0.00071722-0.001082i,0.00043708-0.00019739i,-0.00016441+0.0012027i,-4.7354e-05+0.0014036i,0.00075366+0.00065364i,0.00092529+9.5413e-05i,0.00021441-0.00047221i,-0.00089333-8.3699e-05i,-0.0004068+0.00066631i,0.00019261-7.3487e-05i,-6.5265e-06-0.00065989i,0.00034972-0.00032975i
-0.00086426-0.00039933i,-0.0015778+0.00029082i,-0.0026101+0.00017905i,-0.0026155-0.00034218i,-0.0015192-0.0012227i,-0.00065654-0.0016313i,4.0844e-05-0.001226i,0.00084371-0.0007615i,9.0576e-05-0.00030866i,-0.00036237-9.6628e-05i,0.00030763-0.00020143i,0.0010252-0.00028941i,0.00080074-0.00043672i,0.00022027-0.0003791i,0.00027219+0.00029964i,-7.8254e-05+0.00066247i,-0.00071861+0.00026278i,-0.00050924-0.00020587i,-8.4201e-05-0.00040773i,-0.00068061-0.00026313i,-0.0002521+0.0001694i,0.00034597+0.00095612i,0.00013157+0.001031i
0.00066105+0.0024333i,0.00039758+0.0014156i,-0.00033548+0.0011813i,-0.00010488+0.00025825i,4.7135e-05-0.0008482i,9.0505e-05-0.0010032i,0.00013615-0.00055667i,3.1929e-05-0.00012676i,-0.00043432-0.00011361i,-0.00029494-0.00076148i,0.00093258-0.00051597i,0.0011056+1.8014e-05i,0.00062205+0.00015033i,0.00035113-4.2085e-05i,0.00031181-0.00013934i,0.00027787+7.0475e-05i,0.00028894+0.00019012i,0.00027533+0.00047554i,0.00014559+0.00069107i,0.00035234+0.00055566i,0.00012757+0.00025409i,-0.00022854+5.1124e-05i,-0.00018803+0.00042915i
-0.0020349-0.0023859i,-0.0018277-0.0025971i,-0.001289-0.0029845i,-0.002347-0.0028501i,-0.004154-0.0025956i,-0.003153-0.0013839i,-0.0011576-0.00051934i,-0.00025941-0.0010121i,0.00029486-0.0012001i,0.00032062-0.00045533i,0.00036437+0.00043073i,0.00084483+1.5599e-05i,0.00094793-8.2943e-05i,4.1243e-05+0.00042155i,-0.00027387+0.00079423i,3.9487e-05+0.00054544i,4.9528e-05-0.00049262i,2.9349e-05-0.00058834i,0.00012508-0.00020542i,6.8816e-05+0.00020049i,0.00014457-3.8012e-05i,-0.00036672-0.00091262i,-0.00095286-0.00068886i
-0.0008704-0.00082689i,-0.001957-7.835e-05i,-0.0024599+0.00062435i,-0.0030893-5.4496e-05i,-0.0032902-0.00094993i,-0.0023097-0.00034167i,-0.00061357+0.00032025i,0.00036778+0.00034444i,7.0175e-05+0.00029486i,-0.00079245+0.00017322i,-0.00087345+9.8812e-05i,-0.00013052-3.7304e-05i,0.00031614-0.000351i,-0.00055068-0.00011073i,-0.0013859+0.00048923i,-0.00086595+0.00019621i,-3.9465e-05+0.00034765i,0.00013765+0.00043642i,0.00070912+0.00055604i,0.00077077+0.00043628i,0.00044297-0.00088447i,6.5056e-05-0.001257i,0.00010131-0.00039661i
-0.0020029-0.00194i,-0.0029892-0.0011938i,-0.0038954-0.0011412i,-0.0042289-0.00077023i,-0.0032423-0.00060829i,-0.0011198+0.00023098i,0.0001913+0.00067609i,0.0010114+2.7783e-05i,0.0013236-0.00075301i,0.0010661-0.00046702i,0.00068221-0.00025348i,0.00049958-8.6335e-05i,0.00043646+0.00022677i,0.00029443+0.00025755i,0.00041883+0.00041197i,0.00036929-0.00023904i,-0.00068692-0.00010703i,-0.0016213+8.362e-05i,-0.0011019-0.00043887i,-0.00058809-3.0738e-05i,-0.0013146+4.446e-05i,-0.0011331-0.00056626i,-0.00025223-0.00064458i
0.00048311+0.00080381i,7.869e-05-0.0003092i,8.1036e-05+0.00011138i,-0.00072522-0.00013794i,-0.00089405-0.0012701i,-0.00094395-0.0016711i,-8.6666e-05-0.0010404i,0.00052942-0.00026686i,0.0010787-0.00071283i,0.0014002-0.0007164i,0.0015274-0.00054035i,0.0016517-0.00050729i,0.0011422+2.623e-05i,0.00062996-0.00020294i,5.0714e-05-0.0012512i,0.00037371-0.0010401i,0.0014062-0.00016771i,0.0017755+0.00062582i,0.0012184+0.0011367i,0.00082974+0.00055817i,0.00090361-4.8756e-05i,0.00015458+4.4227e-05i,-0.00081848+0.00022401i
-0.0019987-1.6187e-05i,-0.0015668+0.00036573i,-0.0010199-0.00066401i,-0.0011406-0.0017629i,-0.0015587-0.0011994i,-0.00059017-0.00044138i,0.00022767-0.00079471i,-0.00036036-0.00091481i,-0.00094552-0.00024127i,-0.00052059-0.00026848i,0.00044343-0.00034824i,0.00075586+0.00024348i,0.00027719+0.00042587i,0.00029817+0.0002419i,0.00054065+0.00023175i,9.306e-05+0.00013849i,-0.00010232+0.00015267i,0.00025676-0.00011029i,0.00025102+0.00032956i,3.1722e-05+0.00014442i,0.00042377-0.00021674i,0.00058859+0.0001227i,0.00018722+0.00027845i
0.0004921-0.0015851i,-0.00016283-0.001413i,-0.0011336-0.001656i,-0.0011439-0.002961i,-0.0013116-0.0028931i,-0.0018476-0.0011695i,-0.0018048-0.00013818i,-0.00087078+0.00013937i,0.00047032-0.0001637i,0.00093022-0.0004299i,0.00045535-0.00052352i,0.00051308-8.8262e-05i,0.0007684+0.0010301i,0.00068708+0.00063082i,0.00041915-0.00021834i,0.00031791-7.7411e-05i,0.00030512+1.5596e-05i,-0.00016564-7.4893e-05i,0.00015563+0.00019347i,0.00071515-0.0003961i,0.00081113-0.001124i,0.00064289-0.00064286i,0.00043048+0.00025505i
