-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
0.00071197-0.00047177i,0.00077929-0.0011747i,0.00025532-0.00081433i,-0.00054119-0.0017576i,-0.00074547-0.003467i,-0.0011772-0.0023552i,-3.1505e-05-5.0799e-05i,0.0015212+0.00067983i,0.0015995+6.7758e-05i,0.00083017-0.00031534i,0.00039511+2.9875e-05i,0.00064427+0.00010952i,0.00096643-0.00033426i,0.0010508-0.00047537i,0.0003043-0.0010169i,-2.1569e-05-0.00024964i,0.00016483+0.0008142i,0.00022588+0.00092883i,-9.2044e-05+0.0005169i,-2.6602e-07-1.6327e-05i,-4.4319e-05-0.00055261i,0.00028322-0.0005693i,0.00058808+0.0002485i
-0.0019059-0.0010258i,-0.0019845-0.00041301i,-0.0028113-0.00039993i,-0.002824-0.0012274i,-0.001757-0.0015493i,-0.00080202-0.00079573i,-0.00012934-0.00019214i,4.2011e-07+5.7772e-05i,-0.00031413-6.9949e-05i,-3.0601e-05-0.00070366i,0.00047411-0.00059789i,0.00015594-3.8726e-05i,-0.00028827-0.00033723i,-9.8641e-05+0.00033558i,0.00034705+0.00098452i,-0.00016647+0.00036739i,-0.0010546-0.00022902i,-0.00062728-9.772e-05i,-7.6783e-05+0.00037848i,-0.00014084-1.8131e-05i,-0.00024862-0.00077293i,-0.00040937-0.00065026i,-0.00047724-0.00034722i
0.0015291+0.00055766i,0.0012866+3.5916e-05i,0.0011586-0.0013583i,-1.8475e-05-0.0034197i,-0.00076687-0.0034744i,-0.0008635-0.0023924i,-0.00060247-0.0017812i,-0.0001303-0.001136i,0.00065063-0.00071256i,0.00082621-0.00041826i,-0.00021645+7.3464e-06i,-0.00085904-0.0001514i,-0.0002219+2.0834e-05i,1.4614e-05+0.00075016i,0.0004288+0.00099667i,0.00098061+0.00028665i,0.0011325-0.00016969i,0.0011012-0.00046105i,0.00060425-0.00085391i,4.6047e-05-0.00070179i,-5.6103e-05-0.00041044i,-0.0003735-0.00043705i,-0.00063428-0.00068522i
-0.00076865+0.0017695i,-0.0013244+0.0011912i,-0.0019732+0.001018i,-0.0025985-6.7323e-05i,-0.0023258-0.001161i,-0.0012142-0.0011142i,-3.3237e-05-0.00033714i,0.00031483+0.00046993i,0.00034968+0.00042764i,0.00092348+0.00043081i,0.00091339+0.00084149i,0.00071795+5.7062e-05i,0.00045917-0.00041118i,-0.00056701+0.00017906i,-0.0010727+0.00033449i,-0.00072544+0.00041807i,-0.00056924+0.00024376i,4.3656e-05+0.00028577i,0.0010692+0.0006383i,0.00095726+0.00014035i,-7.2799e-05-0.00056683i,-2.2878e-05-0.00043037i,-0.0003991-0.00059353i
0.0019614-0.0016296i,0.0010714-0.0027137i,0.00032983-0.0037624i,-0.00038738-0.003978i,-0.0013759-0.0031853i,-0.0015563-0.0012995i,-0.00054465+0.00030577i,0.00076168+0.00032224i,0.0014204-0.00022448i,0.00091395-0.00044078i,0.00043892-0.00081125i,0.0008406-0.0013596i,0.0012486-0.00088661i,0.0006959+0.00012771i,0.00047215-0.00027267i,0.0010512-0.00058601i,0.00057942+0.00028993i,-0.00038434+0.00019358i,-0.00034575-0.00053567i,0.00036287-0.00069505i,0.00018551-0.00011491i,-0.00031742-0.00015139i,0.00022579+1.191e-05i
-0.0011397-0.00062095i,-0.00062507+3.4379e-05i,-5.46e-05-0.00043245i,-0.0011349-0.0017541i,-0.0017027-0.002329i,-0.0003251-0.001329i,0.00098118-0.0005166i,0.00081834-0.00035195i,0.00038717-0.00052797i,3.9195e-05-0.00063708i,-0.00010756-0.00027729i,0.00051475-1.8358e-05i,0.00082664+0.00044609i,0.00042523+0.0011284i,0.00044877+0.0010734i,0.00045179+0.00062996i,1.755e-06+0.00016708i,-6.6743e-05-0.00027018i,0.00010889-8.5474e-05i,-0.00020464+0.00027763i,-4.9137e-05+0.00055201i,4.018e-05+0.00057002i,-0.00017334+8.5348e-05i
0.00053343+0.0014219i,0.00045746+0.00063532i,-0.00048393-0.0011131i,-0.00084735-0.0027054i,-0.0010438-0.0035299i,-0.00065324-0.0025123i,0.0001837-0.00062073i,0.00055982-0.00028997i,0.00091839-0.000559i,0.0008898-0.00053045i,0.00032022-0.00026143i,-4.9366e-05+0.00021493i,0.0002888+2.3072e-05i,0.00036292-0.00024686i,0.00028074+0.00072772i,-8.1896e-05+0.00064108i,-0.00034694-0.00029499i,-1.9726e-05-0.00051463i,0.00044639+0.00058062i,0.00038179+0.0012469i,-0.00020105+0.00068155i,-0.00092047-0.00031973i,-0.00069062-0.0008089i
0.00077145-0.0010382i,-0.0011888-0.0014572i,-0.0025014-0.0023472i,-0.0031022-0.0025284i,-0.0033149-0.0020811i,-0.0026694-0.0011304i,-0.0011254-0.00023295i,0.00053147-0.00041558i,0.00078156-0.00083422i,0.00013766-0.00091487i,0.00047634-0.00050702i,0.00097632+0.00061346i,-2.6242e-05+0.0011766i,-0.00057334+0.00077569i,-0.00061159+0.00077253i,-0.00086565+0.00082648i,-0.00031786+0.00087017i,0.00042405+6.1143e-05i,0.00055949-0.0010047i,0.0011219-0.00076148i,0.00095564-0.00021506i,-0.00011683+0.00016891i,-4.864e-05+7.3108e-05i
0.0010849-0.0014455i,0.00067349-0.0026945i,-0.00021648-0.0031831i,-0.0016586-0.0027467i,-0.0017543-0.0017366i,-0.0017602-0.00017919i,-0.00063087+0.00088665i,0.00028129+0.00022325i,-0.00019937-0.00060859i,0.00031331-0.0010752i,0.0011708-0.0008245i,0.0011288-7.421e-05i,0.0011177+0.00015371i,0.00097267+0.00049689i,0.0002818+0.00042451i,0.00030705-0.00071684i,0.00037337-0.00077769i,-0.00015775+8.2461e-05i,-0.00016007-0.00010513i,0.00012261-0.00018111i,2.4057e-05-0.00014312i,0.00079893-0.00039417i,0.0011512-0.00040105i
0.0001142+0.00026167i,-0.00076178+0.00013028i,-0.0010813-0.00073711i,0.00011239-0.002412i,0.00016519-0.0024077i,-0.00054987-0.00093089i,-0.0002892+0.00042899i,0.0006483+0.00078469i,0.00048269+0.00029176i,0.00027132-0.0003821i,0.00024912-0.00067413i,0.00029396-0.00026923i,0.00022848-0.00010734i,-0.00085521-0.000588i,-0.001566-0.00030108i,-0.0019702+5.9406e-05i,-0.0011871+0.00069903i,-0.00027073+0.00092369i,0.00013925-0.00013581i,0.00046878+5.1582e-05i,0.00025099+0.00036531i,0.00067872-0.000466i,0.001416-0.0011625i
0.00050416-0.001194i,-0.00034472-0.0011394i,-0.00090371-0.0017335i,-0.0021165-0.0026571i,-0.0029026-0.0023031i,-0.0012839-0.000926i,0.00019892-0.00031097i,-1.9069e-05-0.00058044i,-0.00022535-0.00051903i,-0.00016778+7.9264e-05i,-0.00041351+0.00046317i,-0.00028751+0.00025446i,-0.00013306-0.00031378i,-0.00014993-0.00066419i,0.00017591+0.00026555i,4.5217e-05+0.00075312i,-0.00015063+0.00036309i,-0.0002153-6.7126e-06i,-0.00035267-0.00051886i,-0.00013018-0.00039452i,0.00011716+0.0001101i,-0.0004178-1.8923e-05i,-0.00079663-0.00051954i
0.00042318+0.00056866i,7.5191e-05+5.7368e-05i,-0.0010283-0.0011541i,-0.0020579-0.0023343i,-0.0024509-0.0028673i,-0.0023104-0.0020669i,-0.0010823-0.0011022i,-0.00039231-0.00068682i,-4.2786e-05-0.00052181i,1.5937e-05-0.00016536i,-0.00055506+0.0002894i,-0.00066568+0.00058681i,-0.00068656+0.00035957i,-0.0010371+0.00040363i,-0.00095967+0.001049i,-0.0010133+0.0016846i,-0.00088741+0.0010344i,-0.00031118-0.00029512i,-0.00037747-0.00064751i,-0.00056661-0.00024698i,-0.00068479+0.00023796i,-0.00072024-0.00026355i,0.00010031-0.00053214i
0.0031347-0.00089277i,0.0017001-0.00016324i,0.00063907-0.0012843i,0.0001789-0.0024884i,-0.0011111-0.0028876i,-0.0019877-0.0015899i,-0.0015379+0.00019763i,-0.00043485+9.6589e-05i,0.0010023-0.00044097i,0.0012804-0.00038685i,0.0003124+0.00047496i,-0.00060988+0.00146i,-0.00048396+0.0015638i,-0.0002084+0.00080208i,1.1973e-05+0.00051542i,0.00020454+0.00037674i,0.00033833+2.0588e-05i,0.0004764-0.0006513i,0.00026809-0.00094436i,-0.00031328-0.00028418i,0.00042241-0.00050002i,0.0015757-0.0014962i,0.0010095-0.0014018i
-0.00038811-0.0013733i,-0.0019349-0.0013324i,-0.0025447-0.0029908i,-0.0027794-0.0030128i,-0.0025548-0.0022519i,-0.001507-0.0010411i,-0.00059228-7.8862e-05i,-5.7165e-05-0.00010044i,1.6059e-05-0.00073427i,-0.00017322-0.0010034i,-0.00057852-0.0006138i,0.00023729-0.00046107i,0.00040461-4.9501e-05i,-0.00050315+0.00035383i,-0.00070434+0.00076846i,-0.00078814+0.00095361i,-0.00079155+0.00041049i,-0.0006845-0.00031263i,-0.00052771-0.00033239i,-0.00050686-7.1907e-05i,-0.00060579-0.00087084i,-0.00039985-0.0014898i,0.00029872-0.000968i
0.00036382+8.8339e-05i,0.00076631+0.00029812i,0.00049024-0.00050184i,-0.00022456-0.0020406i,-0.00089245-0.0031168i,-0.001397-0.002077i,-0.0010683-1.077e-05i,-0.00031769+0.00017464i,8.031e-05-0.0006099i,0.00042884-0.00096189i,0.00080207-0.00056132i,0.00088515-0.00042346i,0.00029507-0.00039843i,-0.00051584+0.00038509i,-0.00097018+9.2726e-05i,-0.001274-0.00094i,-0.00049092-0.00052814i,0.00034418+0.00070426i,-0.00032537+0.0011556i,-0.00032469+0.00050359i,0.0004451-0.00027143i,0.00048167+0.00019328i,0.00082619+4.4582e-05i
0.0006795-0.0014669i,-0.00087381-0.002055i,-0.0019247-0.0022049i,-0.0023924-0.0023518i,-0.0024866-0.0022112i,-0.0012182-0.0017137i,0.00077535-0.00076113i,0.00083551+5.6062e-05i,8.6431e-06+0.00040109i,0.00017864-5.7695e-05i,0.0006352-0.00031422i,0.001079-0.00033304i,0.00056541-0.0003659i,-0.00066281+0.0001731i,-0.000853+0.00052814i,-0.00038009+0.00047944i,-0.00032483+0.00028043i,-4.1307e-05-0.00056465i,0.00042386-0.0011063i,0.00023612-0.00065048i,-0.00028607+1.8754e-05i,-0.00041969+0.00047815i,-0.00028881+0.00028893i
0.00019967+0.0016116i,0.0011873+0.0016677i,0.0015455+0.00043694i,0.0010741-0.0012564i,8.7754e-05-0.0012299i,3.9738e-06-0.001184i,0.00038774-0.0015078i,0.00024863-0.00079361i,0.00027187-0.00026371i,0.0002511-0.00051373i,0.00032996-0.00036166i,0.00057644+0.00016322i,0.00010817+0.00057454i,-4.6859e-05+0.0005615i,-0.00018211+0.00062912i,-0.00037274+0.00063473i,0.00023807+0.00096707i,0.00043152+0.0011244i,-2.9819e-05+0.0001357i,9.803e-05+1.7793e-05i,0.00017572+0.00033792i,0.0001861+9.7025e-05i,0.00014744+0.00026225i
-0.00071414+0.0010111i,-0.00022618+0.0010645i,-9.4507e-05+0.00013717i,-0.00038932-0.00084946i,-0.00015646-0.0014851i,-0.00040848-0.0012652i,-0.00088633-0.00051544i,-0.0012114+8.6106e-05i,-0.00069001-0.0001485i,0.00034128-0.00018437i,0.00035239+0.00038776i,0.0002342+0.00087287i,0.00067256+0.00069449i,0.00098069+0.0001567i,0.0010635-0.00034824i,0.0010219-8.0825e-05i,0.00044277+0.00065953i,-0.00031967+0.00024785i,-0.00070306-0.00045726i,-0.00063344+0.00011946i,-0.00070365+0.00084268i,-0.00037051+7.2357e-05i,0.00064134-5.2022e-06i
-0.00055802+0.00091556i,-0.00053758-0.00057922i,0.00036168-0.0017019i,0.000159-0.0024029i,-0.0010218-0.0027595i,-0.00090252-0.0023555i,-0.00032845-0.0010035i,0.00038413-0.00016592i,0.00077235+0.00012473i,0.00036349-2.2024e-05i,0.00027989-8.2254e-05i,-0.00028329+0.0003667i,-0.00051716+0.00014159i,0.00023169+0.00035356i,0.00016129+0.00093857i,0.00044897+0.00074704i,0.00047581+0.00053322i,4.6449e-05+3.3647e-05i,0.00029994-0.00051196i,-0.00040566+4.8607e-05i,-0.0008261+9.4262e-05i,0.00029791-0.00079061i,0.00041172-0.00086504i
0.00041508+0.00018598i,0.00050305-0.0010001i,0.00029798-0.0015758i,-0.00057224-0.0014682i,-0.00082341-0.0015603i,-0.00053464-0.0012289i,-0.00057985-0.00086691i,-0.00013226+1.2045e-05i,0.00020889+0.0010594i,0.00052685+0.0008834i,0.0010095-6.3838e-05i,0.00051368+1.8267e-05i,-0.00022618+0.0001343i,-0.00047237-0.00022237i,-0.00078872+0.00035765i,-0.0011116+0.00058484i,-0.00092356+0.00023957i,-0.00077848+0.00042876i,-0.00037831+0.00078785i,-0.00021066+0.00031435i,-0.00068904+0.00040813i,-0.00052176+0.00095652i,-0.00033948-0.00027636i
6.1233e-05+0.00072383i,3.6544e-05+0.00046127i,-0.00019305-0.00071333i,-0.00090421-0.0013999i,-0.00062335-0.0015545i,5.1975e-05-0.0013665i,0.00044181-0.00030308i,0.0013309-0.00040794i,0.0018929-0.00058828i,0.0011149+0.00017361i,0.00024775+2.9084e-05i,0.00034924-0.0002463i,5.8539e-05+0.0007141i,-0.00040953+0.001606i,-0.00011418+0.0013328i,-0.00010887+0.00061608i,0.00032838+0.00026926i,0.00060005+0.00027885i,0.00022074-0.00017252i,0.00033845-0.00086363i,0.00055369-0.00066218i,0.00082394-0.00046708i,0.0010381-0.0004132i
0.00042341-0.0020057i,0.00033451-0.0023323i,-0.0009817-0.0026829i,-0.002624-0.0027065i,-0.0028033-0.002174i,-0.0015086-0.0007595i,-0.00056959-0.0002349i,0.00030923-0.00089414i,0.00075014-0.0015274i,-7.2247e-06-0.001329i,-0.00099426-0.00085232i,-0.00064461-0.00046693i,0.00010697-0.00041549i,0.00016891-0.00047325i,-7.5208e-05-0.00035723i,-0.00029307-1.3357e-05i,0.00028191-0.00013557i,0.00036318-0.00059418i,-0.0001684-0.00083131i,-0.0004583-0.00057033i,-0.00046295-0.00010759i,-0.00013908+8.5967e-05i,-0.00059293+0.00027249i
0.00036548-0.0004817i,-0.00016084-0.0014943i,-0.00032282-0.002498i,-0.00099814-0.0023452i,-0.0011542-0.0025154i,-0.00074732-0.001928i,-0.0005118-0.00082392i,0.0005808-0.00040186i,0.0013648-0.00026187i,0.00069185+0.00020607i,-0.00078862+0.00063277i,-0.0010263+0.00071418i,0.00014453+0.00034769i,0.00056968-0.00051963i,-0.00028118-0.00046121i,-0.00062946+0.00016893i,-0.00018522-0.00029768i,-0.00026017-7.899e-05i,-0.00017542+0.00037786i,0.0001222-0.0003597i,0.00012544-0.00042797i,-0.00012704+5.6357e-05i,-0.00028359-0.00011933i
-0.0012585-0.0018131i,-0.0025179-0.0019463i,-0.0028009-0.0014539i,-0.003132-0.0017175i,-0.0029772-0.0017909i,-0.0013792-0.0012694i,-0.00014521-0.0010046i,-0.00020109-0.0011732i,-7.1572e-05-0.00085216i,-4.0811e-05+7.5734e-05i,-0.00057901+0.0008981i,-0.00041914+0.0013324i,-0.000326+0.00086378i,-0.00010806+0.00049932i,-0.0001698+0.00013912i,-6.1773e-06-0.00017813i,5.5804e-05-0.00035298i,-0.00020448-0.00080118i,-0.00035031-0.00059146i,-0.00044616-0.00011317i,-0.00046151-0.00015805i,-0.00024753-0.00055289i,-0.00015952-0.00085241i
0.00093326-0.00030825i,4.9028e-05-0.00059542i,-0.0018876-0.0015964i,-0.0015725-0.0030071i,-0.0016821-0.0022437i,-0.0013111-0.0012153i,0.00021766-0.00030834i,0.0010296+0.00081486i,0.00088212+0.0010937i,0.00082746+0.00058795i,0.0010815+0.00078835i,0.001061+0.0010405i,0.0010028+0.00045531i,0.0013285+0.0006208i,0.0008475+0.00075529i,0.00060129+0.00015668i,0.00065152+0.00042861i,0.00044165+0.00090488i,0.00027211+0.00045061i,-0.00012613+8.1565e-05i,0.00025674-0.00019777i,0.00044063-0.00048441i,7.1119e-05-1.2514e-05i
-0.00039652-0.0012411i,-7.0624e-06-0.0015118i,-0.00019616-0.0012952i,-0.00068971-0.0011911i,-0.00096494-0.00099953i,-0.00065758-0.00045346i,-0.00019203-6.6931e-05i,0.00035337+0.00051398i,0.0011986+0.0013449i,0.00086018+0.00093226i,-2.9016e-05-0.00036992i,0.00038939-0.00046248i,0.00015379+0.00024317i,-0.00031527+0.00016806i,-0.00037478-0.00033913i,-0.00093834+5.2822e-05i,-0.00081386+0.00035557i,-0.00041126-0.00026681i,-0.00090884-0.0008411i,-0.0015611-0.00060564i,-0.0010714-0.00023754i,-9.2163e-05-0.00021859i,0.00051803-0.00036329i
0.00093113-0.0011823i,0.00025867-0.000279i,-0.0017429-0.00037812i,-0.0030342-0.0011927i,-0.0022833-0.0013114i,-0.0012026-0.00062068i,0.0001898-0.00019741i,0.00094971+4.3748e-05i,0.00080849-0.00027045i,-0.00013347-0.00085472i,-0.00044764-0.00072595i,0.00010026+0.00016273i,0.00049476+0.00039848i,0.00047276+0.00064851i,-0.00061937+0.00086458i,-0.00054864+1.3082e-05i,0.00046962-0.00041414i,0.00034441-0.00011533i,-0.00014433-0.00021059i,0.00033404-0.00077156i,0.00098053-0.00083723i,0.00049515+0.00017638i,1.0068e-05+0.00029813i
-0.0028397+0.00050364i,-0.0038539+0.00031695i,-0.0040736+0.00015434i,-0.0038496-0.00024737i,-0.0022725-0.0013997i,-0.0010352-0.0018809i,-0.00062736-0.00097921i,-0.00084762+0.0002376i,-0.0011886+0.00040838i,-0.00084374+0.00030489i,-0.00018545+0.00065825i,0.00061946+0.00075376i,0.00023601+0.0004089i,-0.00054876-0.00034759i,-0.00047585-0.00016203i,-0.0002165+0.00057412i,0.00055608+0.00067581i,0.0011133+0.00034762i,6.9808e-05+0.00029359i,-0.00080237+0.00015851i,-0.00036422-0.00011457i,0.0002632-0.00040999i,4.3824e-05+0.00059572i
0.00022581+0.00074514i,0.00052581+0.00066639i,0.00012039+0.00042865i,-0.00062464-0.00038651i,-0.00085614-0.00044876i,-0.00090492-0.00050008i,-0.0013338-0.00050152i,-0.0015132-0.00020114i,-0.00082818+6.5129e-05i,0.00049769+0.00044924i,0.0012581+0.00066542i,0.00099799+0.0010196i,0.0010716+0.0006969i,0.00062316+0.00028307i,5.594e-05+0.00015883i,0.00028191-4.0497e-05i,-7.6401e-05+0.0005732i,9.9558e-05+0.00057652i,0.00023056+8.933e-05i,-0.00018548+0.00024173i,-0.00016557+0.00045388i,-7.5911e-05+0.00046134i,-3.6631e-05+0.0001364i
-0.0021125-0.00018249i,-0.0017144-0.00029277i,-0.0024158-0.00048029i,-0.0029214-0.00081957i,-0.0023311-0.0012054i,-0.0012908-0.001141i,-0.00034148+0.00060442i,0.0004432+0.0015411i,0.00062683+0.00094725i,0.00015864+0.00012852i,0.00076587-0.00049794i,0.0014573-0.00072906i,0.00099553-0.00015746i,-0.00028323+0.0010034i,-0.00050397+0.0011397i,-0.00036477+0.0004205i,-5.131e-05+0.00036226i,0.00040467+0.00064333i,0.00023458+0.00026273i,-2.2386e-05-0.0003759i,-0.00058205-0.00094347i,-0.0010614-0.00032995i,-0.00059534+0.00019271i
0.00056409-0.0010391i,4.7178e-05-0.00078478i,-0.00095357-0.0011672i,-0.0016874-0.0018268i,-0.0014347-0.0018805i,-0.00033995-0.00051773i,0.00077208+0.00096615i,0.0011456+0.0014539i,0.0016819+0.00047536i,0.0019913-0.00033964i,0.00091189-0.00039947i,9.2759e-05+2.6346e-05i,0.00060268-5.1548e-05i,0.00089564-0.00017296i,0.0008898+1.52e-05i,0.0011449+0.00011276i,0.0010152+0.00060385i,0.00018686+3.9517e-06i,-0.00014497-0.00098374i,-0.00047788-0.00057386i,-0.00045811-0.00010963i,0.00043247-0.00067022i,0.0009509-0.0005452i
6.104e-05-0.00051267i,7.1067e-05-0.0019731i,-0.001029-0.0029325i,-0.0017028-0.0036391i,-0.0016108-0.0029273i,-0.0012724-0.0015999i,-0.00027433-0.00020274i,0.0003847+0.00027465i,0.00025111+0.00018382i,0.00021191-3.1762e-05i,0.00052535-0.0005564i,0.00039219-0.0012319i,-0.00044692-0.0016398i,-1.0429e-05-0.0012154i,0.00056292-0.00059949i,-2.0399e-05-0.00032657i,-0.00027353-0.00011979i,0.00068001-0.00019423i,0.00069519-0.00076252i,-0.00024974-0.0011314i,-0.00070504-0.0007086i,0.00027187+0.00030904i,0.00057793+0.00056169i
-1.8798e-05+4.1244e-05i,-0.00052502+0.00016538i,-0.0005753-0.00099717i,-0.00043139-0.0013615i,-5.386e-05-0.0020685i,0.00022072-0.0023834i,0.00061563-0.001166i,0.00060003-5.7212e-05i,-0.00011332-8.296e-05i,-0.00078188+5.7381e-05i,-0.00072701+0.00022011i,-0.00019626+0.0003191i,0.00017807+0.00070065i,0.00011631+0.00045785i,-0.00040605+3.2297e-05i,-0.00040272+0.00022824i,3.4688e-05+0.00014706i,2.3372e-05-0.00030129i,0.00024018-0.00039338i,0.00034265-0.00067248i,0.00063766-0.0010635i,0.00082584-0.0009579i,0.00076617-3.5081e-05i
0.0001431-0.0018536i,-0.00096365-0.0034469i,-0.0016022-0.0034881i,-0.0021039-0.0026643i,-0.0021638-0.0028423i,-0.0014256-0.002406i,-3.3335e-05-0.0011294i,0.0011755-0.0003125i,0.0010039-7.416e-07i,0.00061986+0.00062139i,0.00023947+0.00065483i,0.00037746+0.00039069i,0.00029779-0.00014665i,0.00015048-0.00057865i,-2.7359e-05-0.0005276i,0.00046458-0.00015279i,0.0011823+0.00022874i,0.00038518+0.00029519i,-0.00060663+0.00016306i,0.00013233+0.0003841i,0.00046728+0.00025167i,-0.00046999+0.00052893i,-0.001515+0.00087376i
0.00059036-0.00035941i,-0.00074188-0.00032068i,-0.0013433-0.0016506i,-0.0011625-0.0033633i,-0.0016312-0.0031959i,-0.0014529-0.0016045i,-0.00063995+0.00017322i,-5.8928e-05+0.00062667i,0.00030536+0.00019612i,0.00021605-0.00051002i,0.00027229-0.00043951i,0.00067048-0.00012172i,0.00013732-0.0003828i,-0.00064403-0.00029581i,-0.00023708-0.00020062i,3.8214e-06-0.00025719i,0.00017615-0.00023905i,0.00064409-0.00032482i,0.00052408-0.00013534i,0.00020637+0.00019616i,-0.00024739+0.0001905i,-0.00026523-0.00022838i,-0.00040218-0.00089633i
0.00095857-0.00080012i,-0.00057735-0.0012779i,-0.00051815-0.0019771i,-0.00051295-0.002331i,-0.0018925-0.001831i,-0.0018654-0.0012558i,-0.00071398+2.889e-05i,-8.9171e-05+0.0009506i,0.00023861+0.0001233i,5.1535e-05-0.0005928i,0.0002551-0.00049052i,0.00066035-0.00038865i,0.00015185-0.00034264i,0.00011972-0.00054878i,-5.9497e-05-0.0010006i,-0.00058232-0.0006854i,2.7775e-05-0.00011509i,0.00099642-9.094e-05i,0.0010722+7.6136e-05i,0.0006797+0.0002871i,0.00040103+4.6794e-06i,-5.9088e-05-0.00043995i,1.1812e-06-0.00085165i
-0.0013383+0.0013194i,0.00023677+0.0012992i,0.00060467+0.00060413i,0.00050311-0.0013122i,0.00093891-0.0026764i,0.00095326-0.0020624i,0.00074455-0.00072587i,0.00080007+9.7261e-05i,0.00066468-0.00017025i,0.00056882-0.00032176i,0.00053386+7.2361e-05i,-5.4874e-06-4.6071e-05i,-0.00097577-0.00051877i,-0.0011628-0.00036024i,-0.00053172+0.00049093i,6.5734e-05-0.0002972i,0.0006651-0.00052683i,0.00058538-6.77e-06i,-0.00039758-7.1662e-05i,-0.00099743+0.00012282i,-7.4117e-05+0.00028234i,0.0011867+0.00028577i,0.0010902+0.00020008i
3.0866e-05-0.0012142i,0.00050055-0.0015942i,-0.00012604-0.0023144i,-0.00081264-0.0032737i,-0.00099027-0.0032741i,-0.00085045-0.0024517i,0.00023476-0.0012645i,0.00061226-0.00055908i,-0.00079354-0.00016326i,-0.00090039-0.00013349i,0.00018598-0.0003393i,0.00016378-0.00021721i,0.00035209+0.00052758i,0.00035636+0.00060117i,5.7567e-06+0.00010594i,-0.00062922+0.00020872i,-0.001129+0.00021977i,-0.00054246-0.00026958i,0.00047279-0.00035058i,0.00040554-0.00025887i,-9.4333e-05-0.00028695i,-0.00047252+6.2849e-05i,-0.00066908+0.00030335i
4.8845e-05+0.0001942i,8.1138e-05+0.00017297i,-2.3511e-05+2.8678e-05i,0.00055874-0.0014576i,0.00025184-0.002386i,-0.00087967-0.0018151i,-0.00038454-0.0010736i,0.00049339-0.000454i,0.00043354+0.00010273i,0.00040589+0.00029676i,0.00092013+5.3936e-05i,0.00054812-0.00022108i,-0.00021175+4.5495e-05i,2.4102e-05+0.00024934i,-0.00033343-0.00028227i,-0.001159-0.00020737i,-0.00031422+0.00037059i,0.00073248+0.00085447i,0.00048205+0.0008318i,0.00036942-0.00021602i,0.00028833-0.00097593i,0.00051814-0.00098015i,0.00039769-7.1666e-05i
0.0024438-0.0014847i,0.0014203-0.002165i,-0.00043244-0.0029378i,-0.0010607-0.004117i,-0.0017607-0.0040373i,-0.0017393-0.0030391i,-0.00056954-0.0010292i,-3.2374e-05-1.3091e-05i,0.0012493-0.00039599i,0.0015659-0.00073724i,0.000327-0.00059913i,3.6863e-05-0.00018257i,-0.00035019-9.9823e-05i,-0.00097839-0.00011021i,-0.00083919+0.00031975i,-0.00041818+0.00072587i,-0.00022057+0.00054994i,0.00012833+2.9984e-05i,0.00052317-0.00066378i,0.00045897-0.00047007i,6.7892e-05-0.00014471i,0.00026194-0.0002473i,0.00089614-0.00035505i
-0.0031864+0.00186i,-0.0027357+0.0017837i,-0.0020311+0.0016187i,-0.0013876+0.00073607i,-0.00065801-0.00056687i,-0.00028831-7.9619e-05i,-0.00030365+0.00063025i,0.00043273+0.00045151i,0.00032406+0.00075935i,-0.00041649+0.00087553i,-0.00043749+0.00050157i,-0.00037931+0.00032125i,6.0286e-05+0.00017447i,0.00035487-0.00015897i,0.00064646+0.00053239i,0.00060169+0.0012787i,0.00026899+0.00083627i,0.00012656+0.00013813i,0.00045172-0.00012886i,0.00087527-0.00076457i,0.00087653-0.00080057i,0.00023399+0.00020363i,-0.00055244+0.00057715i
-0.00068479-0.00036174i,-0.00072241-0.0007442i,-0.0014219-0.0010999i,-0.0015964-0.0013963i,-0.00085961-0.00095322i,-0.00059574-0.00056809i,-0.00039035-0.00032946i,0.00080034+8.7837e-05i,0.0011111+0.00072889i,0.00021591+0.00035928i,-0.0010037+7.3779e-05i,-0.0013307+0.00047955i,-0.00021069+0.00073203i,0.00045021+0.00032353i,0.00050702-0.00032102i,0.00035045-0.0003915i,-0.00034802+9.5375e-05i,-0.00076118+0.00030188i,-0.00045184+0.00043831i,0.00010109+0.00027397i,0.00041135-0.00024533i,0.00047156-0.00057793i,0.00016565-0.0008949i
