-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
6.3609e-05-0.00084019i,0.00026616-0.00012023i,-9.3164e-05+0.00059652i,-0.0006907+0.0014665i,-0.00048531+0.00097169i,-0.00028623+0.00046862i,-0.0006599+0.00066434i,8.9699e-05+7.9813e-05i,0.00067232-0.00079963i,0.00049233-0.00053715i,0.00040937-8.6377e-05i,0.00059113+7.9359e-07i,0.00043849+0.00038277i,-6.9078e-05+7.5494e-05i,-0.00011569-0.00027258i,0.00021051+0.00010489i,0.00024869+0.00075646i,-1.0112e-05+0.00053158i,-0.00069035+0.00018776i,-0.00097433+0.00064153i,-0.00013921+0.00021188i,-5.9119e-05+4.9739e-05i,5.3226e-05+0.00031609i
0.0011176-0.00016878i,0.00068428-0.00015641i,0.00026978-0.0010305i,-0.00089983-0.00040151i,-0.0018141+0.0012876i,-0.0010629+0.0015916i,-0.00062209+0.00065869i,-0.00063326+0.00030761i,-0.00023994+0.00017186i,0.00015611+0.00050561i,0.00052237+0.00048209i,0.00022396+0.0002653i,-3.1943e-05+0.00027631i,-0.00010072+0.00036888i,-0.00065101+0.00045615i,-0.00014814+0.00049046i,0.00022052+0.00072675i,0.000168+0.0003767i,0.00075607-0.00057088i,0.00069666-0.00080005i,0.00090077-0.00094087i,0.00033739-0.0010258i,-0.0005151-0.00011256i
0.00090736-0.0005046i,0.0015218-0.00089138i,0.0019514-0.001823i,0.00066538-0.0026335i,-0.0019037-0.0016391i,-0.0025119-0.00049254i,-0.00099446+0.00029756i,8.7614e-05+0.00043399i,0.00050699-0.00063403i,0.00056158-0.00053128i,0.00047922+0.00025586i,0.00020314+0.00027831i,-0.00050183+0.00033393i,-0.00041501+0.00038573i,0.00047869+0.00058688i,0.00080112+0.0012366i,0.0011121+0.00095262i,0.0011797+0.00011624i,0.00034935+4.2158e-05i,-0.00057757-0.00013735i,-0.0005275-0.00013731i,-6.7889e-05+0.0010143i,0.00034202+0.0012016i
0.0013541+0.00043441i,0.0011567+0.0007439i,0.0012162+0.00070528i,0.00043674-0.00030312i,-0.00027461-0.00067415i,-8.0435e-05-0.00049585i,6.3943e-05-0.00067218i,0.00010652-0.00021796i,0.00035285+0.00015599i,0.00063486-0.00024481i,7.0636e-05-0.00013633i,-0.00032428+0.0011268i,-0.00051941+0.0016914i,-0.00068681+0.0012058i,-0.00046928+0.00094231i,-0.00031139+0.00097884i,7.2461e-05+0.00069392i,0.00060961-6.8852e-05i,0.00020039-0.00051283i,8.3467e-05-0.00066515i,8.2863e-05-0.0005135i,-0.00085663+0.00081132i,-0.0014716+0.0017955i
0.0012082-0.0002146i,0.0012789+0.00017363i,0.0016464+0.00058069i,0.0005102+0.00023577i,-0.0010054+0.00022336i,-0.00098733+0.00029815i,0.00017492-0.0006852i,0.0011169-0.0005597i,0.00064322-0.00034922i,0.00058979-0.00048699i,0.0006861+0.00036305i,0.0003287+0.00036972i,8.6987e-05+0.00036672i,-9.6843e-05+0.00087122i,0.00049805+0.0010328i,0.00075788+0.0008605i,0.00030757+0.00040317i,-0.0004144-0.00013388i,-0.00072476-0.00066572i,-8.193e-05-0.00059188i,8.2387e-05+0.00027322i,-0.00029875+0.00032436i,-0.00030823-0.00014738i
0.00089353-0.00063804i,0.00042371-0.00010541i,-0.0011794-0.00013197i,-0.0021455-0.00012953i,-0.0021323+0.00069614i,-0.0014391+0.00071731i,-0.00095416+0.00025148i,-0.00085739+0.00062417i,-0.00068539+0.00031813i,-0.00052115-0.00013175i,-2.4948e-05-0.00019433i,0.00062596-0.00020852i,0.00040093-0.0002212i,0.0006459-0.00038755i,0.00055527+0.00012007i,-5.0274e-05+0.00086907i,0.0002854+0.00091347i,0.00060493+0.00035895i,0.00035211+1.5644e-05i,0.00040097+0.00019678i,0.00060439+0.00019084i,0.00076789+8.2787e-05i,0.00042724-2.0887e-05i
0.0003937+0.00075859i,0.00128+0.00075508i,0.00089653+0.00016415i,-0.00040252-0.00073034i,-0.0010684+0.00033609i,-0.00082843+0.0010966i,-0.000442+8.1011e-05i,2.7464e-05-0.00070842i,0.00079446-0.0004774i,0.00035019-0.00020351i,-0.00032123-0.00024541i,-0.00043877-0.00016893i,-0.00026489-0.00079677i,-0.00044153-0.0005225i,-0.00070821+0.00056186i,-0.00044999+0.0007219i,-0.00022725-2.2324e-06i,-0.00042679-0.0005343i,-0.00012356-0.00066971i,0.00016864-0.00034049i,3.7791e-05-0.00025806i,-7.7373e-05-0.00065834i,-0.00016861-0.00014678i
0.00095137+0.0016211i,0.00076705+0.0012142i,0.00062628+0.0012704i,0.00010437+0.0011514i,1.3376e-05+0.00057617i,-0.00072206+0.00073172i,-0.001089+0.0010812i,-0.0011138+0.0010359i,-0.00059518+0.00053158i,0.00046338-0.00031863i,0.00073394-0.00066563i,0.00042279-0.00046286i,0.0001299-0.00050123i,-0.00022153+3.1094e-05i,-6.508e-05+0.000643i,9.5721e-05+0.00032511i,-0.00028607-2.7322e-05i,0.00025871+0.00021043i,0.00020692+0.00033579i,2.7981e-05-0.00010468i,0.0006945-0.0001012i,0.00088047-0.00042769i,0.0009218-0.00043475i
0.0009811+0.0011614i,0.001085+0.00038216i,0.002544-0.00064099i,0.0022662-0.00099167i,0.00030763-0.00093998i,-0.00072705-0.0010786i,-0.0005393-0.00064898i,-0.00015193+0.00010166i,0.00037986+0.00013041i,0.00059534-0.0005944i,0.00058938-0.0011816i,0.00014749-0.0011674i,-0.0012842-0.00045849i,-0.0018148+0.00045158i,-0.0013318+0.00027492i,-0.00037276+1.7134e-05i,-6.78e-06+0.00060744i,-0.00044247+0.00062318i,-0.00098945+0.00021142i,-0.00065892+1.5755e-05i,-4.3739e-05+9.3482e-05i,-0.00010398+0.00088728i,-0.00026813+0.0010638i
0.00049919+0.0010226i,0.0017061+0.0023285i,0.0013947+0.002123i,7.5109e-05+0.0011655i,0.00016862-1.2111e-05i,0.00086312-0.0003595i,0.00034138-0.00042992i,-0.00064357-0.00016524i,-0.00038524+0.00083902i,0.00020209+0.0010819i,0.00073155+0.00080849i,0.00075318+0.0010432i,0.00017782+0.00045177i,-5.3961e-05-0.00019025i,-2.3825e-05+0.00046323i,0.00019323+0.00012738i,0.00032605-0.00011959i,6.9263e-05+0.00026808i,-0.00031921+0.00025856i,-0.00027941-0.00025385i,-0.00023643-0.00038394i,-0.00032981-0.00026381i,-0.0003983-0.0005856i
0.0025913+4.177e-05i,0.0020934-0.00036165i,0.001541-0.0015379i,0.00079739-0.001554i,-0.00022174-0.0014608i,-0.0010275-0.00073556i,-0.00077424+0.00060751i,-0.00024635+0.00089708i,8.0301e-05+0.00078945i,0.00044269+0.0012602i,-0.00022191+0.00087645i,-0.00054157+0.00043282i,-2.7133e-05+0.00045466i,-0.00028789+0.00053343i,-0.00033055+0.00079594i,-0.00021694+0.00053976i,-0.00018257-1.9149e-05i,-0.00046204+5.5928e-05i,-0.00087904+0.00017562i,-0.00037586+0.00037798i,0.00053901+0.00062922i,0.00059741+0.00069869i,-0.00015026+0.00010054i
-0.0013588+0.00046272i,-0.00039621+0.00066588i,0.00061505+0.002103i,0.00063935+0.0024207i,0.00061591+0.0021213i,0.00020192+0.0021375i,-0.00041074+0.0011104i,1.3505e-05+0.00055579i,0.00018142+0.0012779i,0.00014997+0.0016144i,0.00036262+0.00047441i,0.00064796-0.0002895i,0.00035511-0.00079277i,0.00026414-0.00070755i,-4.3856e-05+0.00071566i,-0.0005154+0.0015233i,-0.00016575+0.00078303i,0.00030747-0.00030375i,0.00046797-0.00052883i,1.5176e-05-0.00032901i,-0.00088582+0.0004121i,-0.0010651+0.0013424i,-0.00088896+0.0014351i
0.0010809-0.0016484i,0.00017874-0.00032291i,-0.0022315+0.00025085i,-0.0036584-0.00045284i,-0.0033715+0.00066483i,-0.001723+0.0023425i,-0.00057891+0.0017447i,-8.2199e-05+0.00034277i,-2.4856e-06+2.7267e-05i,0.0002652+0.00050768i,0.00017721+0.00034859i,-0.00075757+0.0003989i,-0.00064963+0.0004323i,0.00021352-1.3782e-05i,0.00071382+1.8236e-05i,0.00052768-1.0607e-05i,-2.9007e-05-0.00065234i,-0.0005422-0.00070526i,-0.00049128-0.00035268i,-0.00059045-0.00018124i,-0.00065857+0.00029141i,0.0001137+0.00081987i,0.00045297+0.00051639i
0.00089505-0.0011092i,0.00083669-0.0016445i,-0.00049775-0.0034197i,-0.0033399-0.0032451i,-0.0055926-0.0015313i,-0.0044256-0.00013573i,-0.0018296+0.0003289i,-0.0004931-6.2835e-05i,0.00013006-0.00067172i,0.00027576-0.00023935i,-0.0001309+0.00065798i,-0.00084304+0.00093931i,-0.00052576+0.00067746i,0.00031218-0.00014588i,-2.6654e-05-0.00061142i,-0.0010049+9.0944e-05i,-0.0010106+0.0003285i,-0.00028659+0.00015411i,-5.0907e-05-4.9199e-05i,-0.00029101-0.00056085i,-0.00027772-0.00076217i,0.00028349-0.0006389i,0.00068044-0.00020213i
0.00083117+0.0011594i,-0.00037384+0.00024091i,-0.00048434-0.00040204i,-0.00062698-0.00057123i,-0.00063778-0.0010578i,-0.0010759-0.0010643i,-0.0010314+0.00028088i,0.00028594+0.00066574i,0.00061062+0.00023151i,0.00024369+0.00035972i,-0.00018371+0.00042681i,-0.00056033-0.00020748i,-0.00069948-0.00091148i,-0.00066668-0.00032383i,-0.00069708+0.0005712i,-0.00065999+0.00022388i,-0.0002357+0.0001846i,0.00016947+0.0006728i,-3.1401e-05+0.00059972i,-0.00083811+0.00023135i,-0.000959-3.6697e-05i,-0.00068842+0.00025297i,-0.00019891+0.00032023i
-0.00044443+0.00029133i,0.00010409+0.0018059i,0.00064427+0.0025582i,0.0017233+0.0010097i,0.0019661-0.00032664i,0.0013508-0.0010114i,-0.00017672-0.00099253i,-0.00043882-0.00013914i,4.987e-05+0.00042329i,-3.9034e-05+2.6381e-05i,0.00053391-0.00050322i,0.00011137-0.00055347i,-0.0011964-0.00037412i,-0.0013485-0.00033783i,-0.00099514+0.0011501i,0.00017814+0.0013148i,0.00074577+0.00026462i,0.00050168+0.00080952i,8.6759e-05+0.0012919i,-0.00058482+0.00086676i,-2.0729e-05+0.00035451i,0.00067646+0.00018513i,-0.00016504+0.00070719i
0.0020208-0.00027732i,0.0021109-3.4198e-05i,0.0014906-0.00059517i,0.00068881-0.0015364i,-0.00016422-0.0014549i,-0.00084681-0.00036804i,-0.00013623+0.00023534i,0.0012327+0.00044677i,0.0014324+0.00016643i,0.00058522-0.00037295i,0.00037865-0.00024203i,0.00033263+0.00017322i,-0.00057735-0.00022438i,-0.0009068-0.00027446i,-0.00073596+0.00023641i,-0.00027301+0.00014061i,0.00058567-0.0004125i,0.0005922-0.00022485i,0.00036713-0.00028378i,2.7998e-05-0.00014252i,-3.0315e-05+0.00037984i,-0.00030659+0.00088395i,-0.0012768+0.00045361i
0.00040247+0.00094345i,0.00046255+0.00043215i,-3.4197e-05-0.00093624i,-0.0013586-0.0018797i,-0.001858-0.0018043i,-0.0016379-0.00015389i,-0.001273+0.00024098i,-0.0004244+2.8012e-05i,0.00043128+0.00026679i,0.0012423+0.00021953i,0.0007954+0.00032635i,0.00029588+0.00029289i,0.00010265+0.00043062i,-0.00046373+0.00054216i,-0.00093522+0.00056353i,-0.00093883+0.00052032i,-0.00061298+0.00012384i,-0.000395-0.00019022i,-6.0337e-05+6.6182e-05i,-1.8636e-05+0.0014315i,0.0001701+0.0014525i,-0.00058228+0.00067018i,-0.00090522+0.00054911i
0.0009415-0.00027718i,0.00055598+5.0711e-05i,0.00046908-0.00016036i,4.5146e-05-0.0011312i,-0.00023945-0.00094191i,-0.00028006-0.00033467i,-0.00020581-0.00019454i,0.00050305-0.0002618i,0.00089769+7.1516e-06i,0.00039913+0.00083044i,-0.00047138+0.00054281i,-0.00056784-0.00010553i,-0.00020775+0.00010714i,-0.00022069+0.00054663i,-0.00031159+0.00039912i,0.00050364-0.00028946i,0.00096128-0.000853i,-7.9303e-05-0.00049421i,-0.0011393+0.00062927i,-0.00035353+0.0011649i,0.00055779+0.0012862i,0.00029044+0.0010708i,0.00062025+0.00070757i
0.00049053-0.0002174i,0.0017256-0.0002732i,0.0016917-0.00023897i,0.00029093-0.00031042i,-0.00078122+0.00015427i,-0.00055462+0.00052341i,-0.0006382+0.00094537i,-0.00028624+0.00046132i,0.00061546-0.00065251i,0.00087019-0.0011033i,0.00046705-0.00050491i,-0.00015579+0.00037223i,-0.00058178-7.2508e-05i,-0.00091139-0.00069568i,-0.00036245-0.00041453i,0.00033744+0.00022647i,0.00026128+0.00019173i,0.00019438-0.00011386i,0.00012259+0.00027139i,5.0281e-05+0.00015598i,-0.00045524-0.000463i,-0.0011158+0.00016012i,-0.001084+0.00061537i
0.00059018+0.00057922i,0.00095705+0.0009673i,-2.4335e-05+0.00026398i,-0.0019261+0.00011354i,-0.0026871+0.00092854i,-0.001827+0.0012067i,-0.00057163+0.00051365i,0.00031485-0.00014777i,7.8825e-05+0.00031404i,-0.00023943+0.00033653i,0.00022114-0.00031734i,0.00040709-0.00010215i,-0.00030598+0.00015353i,-0.00071712-0.00040238i,-0.00028581-0.00027547i,-0.0001298+0.00030151i,-0.00012988-5.005e-05i,0.00010576+0.00027817i,0.00052109+0.00033406i,0.00054075-4.5459e-05i,0.00017444-0.00020798i,-0.00033413-0.0007057i,-3.9062e-06-0.00026503i
0.0023951+0.001629i,0.0019576+0.00091695i,0.0017117-0.00013072i,0.0015185-0.00067651i,0.0017355-0.00075102i,0.00049994-0.0010973i,-0.00081331-0.00071053i,-0.00030865+0.00032344i,0.00056055+0.00070847i,0.000398+0.00047312i,-0.00010662-4.2717e-05i,-0.00051001-0.00023495i,-0.0005361-1.7592e-05i,-0.00063825+0.00116i,-0.00050784+0.0015165i,-0.00028988+0.00092776i,-0.00034328+0.00031237i,0.00018706+0.00015882i,0.00026142+0.00015295i,-0.00020991-0.00042077i,-6.0027e-05-0.0003968i,0.00039303+0.00028883i,-0.00027804+0.00065017i
0.0023326+0.0018313i,0.0029532+0.0014566i,0.0028491+0.0010696i,0.0015924+0.0001035i,0.00028159-0.0010464i,-0.0012696-0.0013927i,-0.0015305-0.00097803i,-0.00040621-0.00043007i,0.00033215+0.00056899i,0.00046042+0.0016389i,0.00043775+0.0019652i,-0.0002124+0.0019695i,-0.0010531+0.001275i,-0.001414-0.00050691i,-0.00070281-0.00078879i,0.00042962+0.0002433i,0.00071533+0.00089251i,2.6169e-05+0.0011036i,-0.00051522+0.00084509i,-0.00026559+0.00078617i,-0.00014506+0.00090747i,-0.0001509+0.00012329i,0.00021845-0.00077075i
-0.0010435+0.00035748i,0.00073047+0.00088714i,0.00012469+0.0023039i,-0.00027737+0.0017957i,0.00061688+0.001397i,0.0010293+0.0011986i,0.00068514+0.00062089i,0.0002103+4.1085e-05i,8.0987e-05+0.00012189i,0.00018008+0.00049541i,-0.00016467+0.00057673i,9.7414e-05+0.00066341i,0.0003679+0.00029201i,-0.00013572-0.00010806i,-0.00013898+0.00039029i,-0.00033921+0.001273i,-0.00024158+0.00072966i,-0.00037117+0.00034787i,-0.00099747+0.0004563i,-0.0011742+9.2401e-05i,-0.0012898+0.00040429i,-0.0012753+0.00074317i,-0.00080057+0.00041061i
0.0031972+0.00052788i,0.0034568+0.00065334i,0.0039395-0.00039839i,0.0026975-0.0015499i,0.00069656-0.0014003i,-0.0010166-0.0010943i,-0.00054407-0.00031733i,0.00026349+0.000441i,0.00016987-0.00029088i,0.00042515-0.00073844i,0.00051216-0.00081509i,0.00051695-0.00071336i,-0.00022071-0.00016455i,-0.0010121+0.00066606i,-0.0010505+0.0014427i,-0.00041053+0.0016298i,-0.00023755+0.001638i,6.5541e-05+0.0012892i,0.00060866+0.00058426i,0.00077739-0.00023714i,0.00065322-0.0005209i,4.7881e-05-0.00015953i,0.00013221+2.5782e-05i
-0.00076677+0.00047836i,-0.00035798-0.00036344i,-0.0016092-0.00060776i,-0.0021698-0.0003776i,-0.0010634+0.00037036i,-0.00065079+0.0012733i,-0.00053662+0.00089464i,-0.00011109-9.9523e-06i,0.00015204+0.00030369i,0.00081956+0.00087265i,0.0012072+0.00079062i,0.00049967+0.00040606i,0.00027729-5.7573e-05i,0.00011422-0.00014347i,1.117e-05-0.00033612i,-0.00043284-1.7918e-05i,-0.00071206+0.00099766i,0.00037038+0.0010225i,0.00028774-0.0001561i,-0.00057624-0.00038362i,-0.00074897+0.0007843i,-0.00031845+0.0020325i,0.00025007+0.0018286i
0.0017764-6.1804e-05i,0.0015332-0.00028285i,0.0012053-0.00032922i,0.00060885+9.1507e-05i,0.00010145+0.00015227i,-0.00047024+0.00018993i,-0.00090519+0.00042882i,-0.00051204+0.00012754i,4.8834e-05-0.00037007i,0.00021615-0.0012055i,0.00066552-0.00063463i,0.00083311+0.00016303i,0.00044082+6.1928e-05i,1.9917e-05+0.00065337i,-6.8826e-05+0.0010609i,-0.00021761+0.0010147i,0.00021676+0.00032072i,0.00038812-0.0006052i,0.00038521-0.00096115i,0.00028457-0.00013245i,-0.00045798+0.00083527i,-0.00021883-5.5513e-05i,0.0003818-0.00052659i
0.0004659-0.0014615i,0.0015043-0.001596i,0.00090814-0.0016988i,-0.00075047-0.0012393i,-0.0023859-0.0004665i,-0.0024284+0.00055461i,-0.0010066+0.0010231i,2.939e-05+0.00042741i,-0.00038211-0.0002335i,-0.00099219-0.00045615i,-0.00037427-8.466e-05i,9.0462e-05+0.00052031i,-0.00094266+0.00046845i,-0.0014844+0.00014016i,-0.001393-7.624e-06i,-0.00075921+0.00032254i,-0.00059558+1.1767e-05i,-0.00068588-0.0012676i,-0.00025415-0.0011739i,5.7715e-07+0.00027227i,1.1705e-05+0.00077794i,-8.2647e-05+0.00047396i,5.3968e-05+8.9209e-05i
-0.00047377+0.001902i,3.1522e-05+0.0030352i,-0.00065733+0.0021274i,-0.00096191-0.00039079i,-0.00099471-0.00067437i,-0.00087736+8.478e-05i,-0.00043285-7.7419e-05i,-0.0002232-0.0001778i,0.00073066+0.00013879i,0.00047754-0.00028122i,-0.00078478-0.00043155i,-0.00096707+4.5593e-05i,-0.00060115-0.00023349i,-0.00087603-0.00022809i,-0.0011134+0.00019489i,-0.00035118-5.2664e-05i,-1.5951e-06-0.00050312i,-0.00020804-0.00087085i,-0.00020483-0.0010932i,-3.2714e-05-0.00063896i,-0.00015311+9.6473e-06i,-0.00019052+0.00063918i,0.00051468+0.00045999i
-0.00052322+0.0031234i,0.00086785+0.0017393i,0.0016327+0.0016023i,0.001606+0.0016311i,0.0024065+0.00033439i,0.0018742-0.00078102i,0.00054561-0.00038783i,0.00025621+0.00029584i,-2.1293e-05-0.00027056i,9.6903e-05-0.00032271i,0.00040756+0.00056927i,0.00034907+0.00025933i,0.00040119-2.1642e-05i,-4.5467e-05+0.00012095i,-0.00043238+0.00044029i,-0.00011525+0.0009451i,-0.00048902+0.00060072i,-0.00113+0.00030172i,-0.00097251+0.000534i,-0.00032309-0.00015964i,-4.0444e-05-0.00054555i,-0.00057792+8.4447e-05i,-0.0011722+0.00051317i
-0.001288-0.0011244i,-0.0005402-0.00051797i,-0.0019896-0.0014321i,-0.0027007-0.00062086i,-0.0026941+0.0017929i,-0.0014327+0.0021904i,0.00046626+0.0010081i,0.0010869+0.00011921i,0.00032339+6.5701e-05i,-0.00017969+0.0013111i,9.8055e-05+0.0018028i,0.00039775+0.00082249i,3.293e-05-0.00016859i,-0.00057719-0.00025984i,-0.00072306-5.0382e-05i,-0.00065341-0.00011602i,-0.00025135-0.0002328i,0.00011282-0.0002535i,-9.8366e-05-0.00032764i,-0.00040965-0.00078941i,0.00025404-0.00045842i,0.0003171+0.00064012i,-7.1767e-06+0.0010153i
0.0019987+0.0010805i,0.0019325+0.00075837i,0.002927+0.00028055i,0.0021676-0.00060052i,0.00077785-0.00084381i,7.6168e-05-0.00041428i,-0.00075195-0.00013903i,-0.00084244-0.00029136i,0.00040634-0.00069231i,0.0019436-0.00055235i,0.0015898-8.6333e-05i,0.00031343+0.00044164i,-7.6987e-05+0.00048933i,-0.00018991+0.00077323i,0.00021521+0.0011278i,0.00076003+0.00098977i,0.00075765+0.00040617i,0.00063606-0.00058413i,0.00095105-0.00091317i,0.00073406-0.00090676i,-0.00010629-0.00069804i,9.9621e-05+0.00012682i,0.00035897+6.5709e-05i
0.00072904+0.0022386i,0.0014526+0.0019184i,0.0026214+0.0017816i,0.0018492+0.0016418i,0.00073592+0.0010638i,0.00022348-5.8698e-05i,6.6716e-05-0.00048277i,-0.00010274-2.761e-05i,-0.00013531+0.00047358i,-0.00026903+0.00096251i,0.00024557+0.00031686i,0.00036012-0.0004988i,-0.00049299+0.00025765i,-0.00083928+0.00054548i,-0.00030385+0.00078298i,-9.7707e-05+0.0005438i,-0.00029088+0.00018875i,-0.00069155+0.00057439i,-0.00060315+0.00071643i,-0.00080449+0.00084721i,-0.0013886+0.00052392i,-0.0014664-1.4355e-05i,-0.0013123+0.00021861i
0.00085751-0.0012062i,0.0016722-0.0010106i,0.00082275-0.00089361i,0.00021837-0.0012335i,0.00020988+0.0005437i,-2.6498e-05+0.0017229i,-0.00052625+0.0010135i,-0.00045798+0.00029177i,-0.00016555-0.0002489i,0.00075735-1.995e-05i,0.00071694+0.00024882i,-0.0003825-0.00042343i,-0.0012449-0.0010304i,-0.0011375-0.00084538i,-0.00060983-0.00019078i,-0.00051859-4.2836e-05i,-0.00079763-0.00055171i,-0.00070825-0.00034599i,-0.00025942+3.0912e-05i,-0.00082865+0.00017131i,-0.0013706+0.00017317i,-0.00073592+0.00031318i,-0.00019027+0.00063088i
0.0013057+0.00015195i,0.0015302+0.00088638i,0.0013614+0.0015396i,-0.00037324+0.00045553i,-0.0016018-0.00054146i,-0.001533-0.00037149i,-0.0015368-9.9683e-05i,-0.0015287+0.00031073i,-0.00051769+0.00026357i,0.00037785+4.0479e-05i,0.00037906+0.00018843i,0.00022829-0.00013132i,0.00023408-0.0001427i,0.00041171+0.00021574i,0.00024342-0.00030121i,-0.00014638-0.00060815i,0.0002495-0.00026249i,0.00071911-0.00037131i,0.0002527-4.649e-05i,-0.00058047+0.00025957i,-0.0008354-0.00061572i,-0.00092333-0.00065525i,-0.00047216-0.00041789i
0.00056499-0.0013118i,0.0003965-0.0012713i,-0.00077943-0.0017248i,-0.0015283-0.0016625i,-0.0021323-0.0012122i,-0.0020336-0.00025895i,-0.00022656+0.00016897i,0.00024015-0.00046494i,-0.00026238-0.00046255i,-0.0005496+0.00037309i,-0.00043291+0.00080614i,0.0002858+0.00082333i,0.0010359+0.0013711i,0.00072759+0.0013402i,0.00054606+0.0011148i,0.00080714+0.0012977i,0.0003891+0.001516i,0.0008255+0.0010526i,0.0014202+0.00045802i,0.00057131+0.00022381i,3.7268e-05-0.0010237i,-2.0535e-05-0.0013083i,-0.00064312-0.00031133i
-0.0001363+0.00040887i,0.00063744-8.233e-05i,0.00039645-0.00074862i,-0.00097277-0.00062311i,-0.0019269+0.00037001i,-0.001389+0.00075027i,-0.0001962+0.00043076i,0.0006743+0.00038817i,0.00083331+0.00014054i,0.00094864+1.8043e-05i,0.00073336+0.00094787i,0.00058293+0.0010479i,0.00085524-0.0002987i,0.00069973-0.00063748i,-0.00014731+0.00064387i,-0.00051161+0.00098263i,-0.00033161+0.0011532i,-0.0001222+0.0012025i,0.00095551+0.00043416i,0.0010176-0.00034153i,-8.8691e-05-0.00024422i,-0.00092135-1.5017e-05i,-0.00077197-4.9239e-05i
-0.0003992+0.00081956i,4.5603e-05+0.0011237i,-0.00047385+0.0013218i,-0.0014628+0.0015781i,-0.001992+0.0013286i,-0.0014597+0.00085418i,-0.00030625+0.00029317i,5.8494e-05-0.00042134i,0.00075973-0.00091692i,0.0012261-0.0009572i,0.00046184-0.00086621i,0.00026602-0.0012186i,0.00024159-0.0009993i,0.00035057+0.00012873i,0.00034642+0.00061343i,-0.00010721+0.00091129i,-0.00028005+0.0010149i,0.00023377+0.00044887i,0.00062587+0.00029315i,0.00026555+0.00022211i,-3.1732e-05+0.00033343i,-0.0004027+0.00081944i,-0.00077501+0.00067236i
0.00060688+0.00044908i,0.00066974-0.00015429i,0.0003765-0.00025857i,0.0002342-8.7004e-05i,-0.00039655+9.0149e-05i,-0.00026357+0.0003177i,0.00025154-0.00026125i,0.00037028-0.0002959i,0.0011045-0.00016269i,0.0016837-0.00025438i,0.00093347-0.00022816i,-0.00031331+6.4242e-05i,-0.00058703+0.00023281i,-0.00074166-0.00021372i,-0.00071588+0.00017828i,-0.00034754+0.0011812i,-0.00064858+0.0014268i,-0.00082163+0.00049404i,-0.00023429-0.0004118i,0.00086821-0.00055137i,0.0013421-8.4257e-05i,0.0015882+0.00046142i,0.00093569+0.00089017i
0.00081595+0.0003757i,0.0014818+0.0012125i,0.001579+0.00086114i,0.00031109-7.3029e-06i,-0.00094958-0.00091839i,-0.0006973-0.00022836i,-0.00022555+0.0006944i,-0.00045136+0.00012831i,-0.00039232-0.0011097i,0.00065996-0.0015405i,0.0007895-0.00063976i,0.00031267+0.00031242i,0.0002396+0.00010283i,-0.00033074-2.0193e-05i,-0.00092429+0.00053194i,-0.00063702+0.00039222i,0.00027603+0.00013154i,0.00019691+0.00059037i,-0.00035043+0.00045642i,-0.00022667+3.9045e-05i,-0.00037322+0.00034669i,-0.00036553+5.3966e-05i,0.00056819+0.00024309i
-0.00044524+0.00030195i,-0.0005574-0.00024967i,-0.0010077-0.00050012i,-0.00090502+0.00026197i,-0.00070166+0.001666i,-0.00018894+0.002845i,0.00011502+0.0024914i,-0.00014957+0.00096647i,-0.00023295-0.000114i,-0.00065887-0.00036284i,-0.00076488-0.0003303i,-0.0005978+5.9637e-05i,-0.00091824+0.0002861i,-0.001239+0.00065516i,-0.00084213+0.0010843i,-0.00029577+0.0012534i,-5.2171e-05+0.0010113i,-4.5795e-05+0.00044971i,0.00044472-0.00025056i,9.6622e-05-0.0012152i,1.9073e-06-0.00094301i,-0.00012846-0.00023303i,-0.00016021+0.00017652i
0.0016473+0.0012832i,0.0015908+0.00090832i,0.0010155+0.00091819i,0.00058226-0.00037576i,-0.00032696-0.00086016i,-0.0010834+9.1555e-05i,-0.00096113+0.000449i,-0.00082308+0.00011526i,-0.00061985-2.0619e-05i,-0.0004828+0.00036032i,-0.00015872+0.00038025i,0.0002282+0.00025524i,-0.00075472+0.00022743i,-0.0013122-0.00030428i,-0.00087893-0.00010839i,-0.00051609+0.00076457i,0.00041909+0.0003635i,0.0011735+0.00030831i,0.0011988+0.00096391i,0.00039905+0.0007256i,-0.00045512+0.00030947i,-0.0005871+0.00073557i,-0.00062712+0.0014207i
