-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.0019022-0.0010932i,0.001758-0.0014627i,0.00065404-0.0021538i,-0.00032351-0.00080315i,-0.0010058-6.986e-05i,-0.0011528+0.00022997i,-0.00073452+0.00075284i,-0.00018527+0.0003658i,-3.9307e-05-3.2551e-05i,-9.3159e-05-0.00057137i,-1.2502e-05-0.0011924i,5.651e-05-0.00050199i,-0.00034404+0.00022303i,-0.00061492-4.4183e-06i,-0.00044462+0.0001695i,-0.00027083+0.00052829i,-0.00046499+0.00068442i,-0.00030749+0.00038198i,0.00028537+0.00018811i,0.00068894-7.4123e-05i,0.00063642-0.00046917i,0.00055181-0.0004985i,0.00060547-0.00018376i
0.00071896+0.00077334i,9.9577e-05-0.00055324i,-0.00026552-0.0010388i,-0.00024406+5.722e-05i,9.4022e-05+0.001108i,-0.00013812+0.00076756i,-0.00043875+0.00019901i,0.00017612+0.00011795i,0.00060093+0.00012792i,0.00035123+0.00013043i,0.0007063+4.6995e-05i,0.0010814+0.0001775i,0.00053063+0.00037097i,0.0001498+0.00032651i,-0.00037636+6.3449e-05i,-0.0013191-5.1478e-05i,-0.00098487+2.6069e-05i,0.00021168+0.0003472i,0.00036659+0.00060469i,0.0010693+0.00021867i,0.0014837-0.00050178i,0.00076202-0.00038023i,-0.00024281+0.00059524i
0.0017834-0.00041478i,0.0030196-0.00015258i,0.0027833-0.00052499i,0.0016591-0.00095337i,0.00023198-0.00066131i,-0.00029817-0.00040161i,0.00021677-0.00014099i,0.00022765+7.1062e-05i,-0.00023155-2.5322e-05i,2.169e-05+5.3459e-05i,8.0329e-06+0.00017474i,-0.00013222+4.5022e-05i,-0.00049389-0.00016553i,-0.00062455+0.00029812i,5.746e-05+0.00017984i,0.00035427-0.00050049i,-9.7957e-05-0.00040034i,-0.00084141+6.646e-05i,-0.00061609+0.00010366i,0.00043665+0.00031638i,0.00086298+0.00012279i,0.00042372-0.00065281i,-7.3424e-05-0.00081891i
0.00043396-0.0016i,-0.00031692-0.0013139i,-0.0021949-0.0027525i,-0.0035157-0.0017877i,-0.0037143-0.00015025i,-0.0029493+0.00083133i,-0.0010864+0.0011203i,0.00054473+0.00059786i,0.00034461-0.00030832i,-0.00013027-0.00057141i,-0.0007379+0.00017378i,-0.0012954+0.00074841i,-0.00045456+0.00029106i,0.00028024-0.0002001i,-0.00013749-1.4907e-05i,-0.00089341+2.191e-05i,-0.00018102+0.00010978i,0.00047136-3.7819e-05i,-9.7636e-05-0.00073134i,-0.00024775-0.0010374i,0.00032591-0.0009771i,0.00086007-0.00094314i,0.0011865-0.00041164i
0.0014834+0.0018201i,0.0020925+0.00026586i,0.0017449+0.00060981i,0.00098039+0.00082306i,7.3283e-05+7.3484e-07i,0.00024804-0.0010153i,-0.00018114-0.0010168i,-0.00051672+0.00023271i,0.00027573+0.0012111i,0.0011077+0.00095808i,0.0010831+0.00011212i,-0.00010545-0.00038937i,-0.0014283-0.00023562i,-0.0020275+0.00060963i,-0.0015549+0.0010893i,-0.00083547+0.0011702i,-0.0005714+0.0011797i,-0.00015986+0.00079223i,-4.6258e-05+0.00044592i,0.00032672-6.7923e-05i,0.00016765-4.4823e-05i,-0.00072788+0.00023157i,-0.00083444+0.00017625i
0.00052929-0.00012594i,0.00051968-0.00069746i,-0.00090397-0.0010677i,-0.0021325-0.00093593i,-0.0016208-0.00023031i,-0.0011885+0.00010413i,-0.00062944+0.00022521i,7.1713e-05+0.00048375i,-0.00024088+0.00058438i,-0.00012026+0.00053131i,0.00070748+0.0006921i,0.00088348+0.00013214i,0.00033248-0.00017488i,-0.00053636+5.5255e-05i,-0.00042228+0.00016586i,7.5949e-05+0.00036846i,-0.00041845-0.00027875i,-0.00051235-0.00041118i,-0.0008203-0.00026692i,-0.00090628+0.00022313i,3.8066e-05+0.0012485i,0.00063342+0.001357i,0.00057166+0.00079794i
0.0012495+0.002008i,0.0013278+0.0016978i,0.0023218+0.00064535i,0.0023295+0.00011542i,0.00092548+3.6624e-05i,-0.00039333-0.00018926i,-0.0011625-0.00079647i,-0.00089346-0.00066997i,-0.00013355+0.00010379i,-0.00081451+8.7275e-05i,-0.00098113+0.0001886i,-0.00021114+0.00031127i,-0.00058954+6.881e-05i,-0.0012344-0.00016604i,-0.0010247-0.00036534i,-0.001065+1.1065e-05i,-0.0001733+0.00035762i,0.0011266-5.6498e-05i,0.0010608-0.0003228i,0.00079089-0.00023929i,0.00055738-0.00028727i,3.1271e-05+0.00017545i,-0.00038941+0.00088401i
0.00088407+7.7625e-05i,0.00085038-3.7666e-05i,4.271e-05+6.4773e-05i,-0.0010166+0.00058858i,-0.0017294+0.00075719i,-0.0010249+0.00067105i,9.7193e-05+0.00043185i,0.00093895+5.3321e-05i,0.0011435-0.00053439i,0.00026591-0.00059509i,-0.00057475-0.00047035i,-0.0004-0.0002545i,-0.00046605-0.00012064i,-0.00064925-0.00060835i,-0.00025254-0.00037251i,0.00045399+0.000691i,-0.00035948+0.0011191i,-0.00064663+0.00087898i,0.00021618+0.00054653i,0.00017094+0.0002725i,-0.0001779-0.00062796i,-0.00020977-0.0010264i,-7.2725e-05-0.00045662i
0.00032162-0.00047326i,0.0012857-0.00069974i,0.00017078-0.0018082i,-0.0021536-0.0005604i,-0.0032246+0.0024505i,-0.0023918+0.0032369i,-0.00097016+0.0020066i,7.5478e-05+0.00086053i,0.0001219+0.00076374i,-0.00054363+0.0010814i,-0.00059106+0.00030891i,-0.00012173+2.5845e-05i,-5.9945e-05-0.00047985i,-0.00029252-0.0014951i,2.4921e-05-0.00099004i,0.00032373-5.0712e-05i,0.0002861+0.00052626i,0.0010713+0.00075579i,0.0016401+0.00026443i,0.00054783-0.000413i,-0.00010564-0.00044321i,9.4198e-05-0.00026386i,3.8723e-05-0.00035732i
-0.00098569+0.00023441i,-0.00097974+0.0005056i,-0.0026364-0.0007533i,-0.0039608-0.00053119i,-0.0031355+0.00070435i,-0.0012189+0.0010196i,-0.00029078+0.00051397i,0.00024196+0.00058744i,0.00076732+0.00038193i,0.00068699+0.00010099i,0.0007005+0.0001486i,0.00055839-0.00066606i,-0.00014451-0.00076727i,-0.00025614-1.6544e-05i,-0.00036413+0.00044752i,-0.00037599+0.00098758i,-0.00039537+0.00099612i,7.1152e-05+0.00044485i,0.0011369+0.00054299i,0.00066231+0.00013894i,-0.00023889-0.00055705i,-0.0009254-0.0003263i,-0.00086101-0.00017902i
0.00098082+0.0017158i,0.0023208+0.0020533i,0.0041307+0.0024713i,0.0027556+0.001418i,0.0011666+0.00053105i,0.0013345-0.00046279i,0.00084218-0.00049641i,0.00065887+3.7954e-05i,0.0007486+0.00039894i,0.00056832+0.0010681i,6.8246e-05+0.0011505i,-0.00049061+0.00063347i,-0.001284+0.00034121i,-0.0010228+0.00025941i,-8.2868e-05+0.00056138i,8.2248e-05+0.00037859i,-0.00016793-7.6696e-06i,-0.00014421+1.2779e-05i,8.4443e-05+0.00030543i,-0.00036716+0.00034849i,0.00036883-0.00025227i,0.00067992-0.0010035i,-0.00031208-0.0012544i
-0.00033025+0.00097918i,2.4782e-05+0.00093535i,0.00017619+0.00066894i,0.00082799+0.00090901i,0.0012455+0.0013805i,0.0016532+0.00080568i,0.0015375+0.00035145i,0.00049543+0.00018633i,-0.0001832-0.0001832i,-0.00037726+0.00042547i,-0.00047097+0.0011277i,-0.0006011+0.00042632i,-0.0004912-0.00024994i,-0.00012845-0.00028377i,-6.6687e-05+0.00034517i,0.00023809+0.0012009i,-0.00024909+0.00070769i,-0.0012491+0.0001627i,-0.00052305+6.735e-06i,0.00045579-0.00084099i,0.00044387-0.00063565i,0.00064676-4.448e-05i,0.00052293+0.00050366i
0.00089335+0.00031966i,0.00050797+0.0009455i,0.00017505+0.0013623i,0.0003456+0.0014859i,9.1031e-06+0.0012006i,-0.00083783+0.00069437i,-0.0013483+0.00045928i,-0.0010282-6.5521e-05i,-0.00056247-0.00088081i,-0.00060839-0.0011519i,-0.00036713-0.00082378i,0.0004781-0.00021344i,-0.00014558-0.00023266i,-0.00099986+0.0001429i,-0.00024225+0.00089783i,-2.8862e-05+0.00062992i,-0.00071409+0.00071497i,-0.00070884+0.00056241i,-0.0003128-0.00030111i,0.00013432-0.00050686i,-5.8695e-05+0.00043988i,-4.3596e-06+0.0010456i,0.00023419+0.000675i
0.0016373+0.00034852i,0.0019061+0.00010781i,0.0016199-0.0005295i,0.000792-0.00051352i,3.4798e-05+0.00012043i,-0.00019899-3.4386e-05i,6.7642e-05+0.00039395i,-0.00038587+0.0012207i,-0.00040976+0.0010871i,-0.00026274+0.0010918i,-0.00034329+0.0012624i,-7.0707e-05+0.00041316i,-0.0003806+0.00017135i,-0.00079238+0.0014107i,0.00010176+0.0015835i,0.00063933+0.00055323i,1.0028e-05-0.00018221i,-0.00041422+0.0001297i,-0.00067797+0.0010447i,-0.00087574+0.00036797i,-0.00031052-0.00032029i,-0.00036598-0.00014988i,-0.00055822-0.0008452i
-0.00077366+0.0025987i,-0.00017169+0.0025905i,8.6006e-05+0.0023935i,0.00014924+0.0018168i,0.0013936+0.0012823i,0.0022819-0.00013221i,0.0012898-0.0014054i,-0.0001475-0.00090448i,-0.00076286+0.00011018i,-1.4896e-05-0.00025089i,0.0013387-0.00097985i,0.0010844-0.001251i,5.9152e-05-0.00035385i,-0.00035774+0.00066678i,-0.00045794+0.0012375i,-0.00033502+0.0010614i,-0.00053552+0.00078586i,-0.00028672+0.00070983i,0.00044154-0.00033402i,0.00019945-0.00036406i,-0.00048003+0.0007543i,-0.00062773+0.00081991i,-0.00010162+0.00083857i
0.0016637+0.0012806i,0.0018168+0.00082284i,0.0017971+0.0003026i,0.0019971+0.00088743i,0.00032159+0.0019604i,-0.00085589+0.001127i,-0.00073905+0.00016053i,-0.00042078+0.00063265i,0.00032163+0.0013426i,0.00070964+0.00091904i,0.00071452+6.0575e-05i,-2.5018e-05-0.00061058i,-0.0005438-0.00060103i,-0.00012982+7.5893e-05i,5.0553e-05+0.00065798i,0.00027678+0.00075376i,-0.00037921+0.00076923i,-0.00068854+0.00019509i,-0.00090297-0.00054179i,-0.00084562-0.00042471i,-0.00010149+8.2185e-05i,0.0004038+0.00031999i,-0.00024209-0.00012315i
0.0018563+0.00027529i,0.0014046-0.00070853i,0.00023427-0.0018313i,0.0001228-0.0014566i,2.2494e-05-0.00054407i,-0.00039616-0.00074631i,-1.1438e-05-0.001409i,0.00083024-0.0011582i,0.0012604-0.00090526i,0.00085695-0.00052145i,0.00036977+0.00011215i,0.0004194+0.0011309i,-0.00041793+0.0015586i,-0.00051358+0.00097113i,-0.00038294+0.0005479i,1.5032e-05+5.0859e-05i,0.00024008+5.914e-06i,4.5955e-05+0.00065395i,0.00042548+0.00066657i,0.00086864+0.00055615i,0.00059805+0.00035171i,-0.00035739-0.00040737i,-0.00031905-0.00052248i
0.0015737+4.1001e-05i,0.0021488+0.00014751i,0.0019122-0.00024722i,0.00081969-0.00098177i,-0.00071135-0.0015393i,-0.00088488-0.00080864i,-0.00060611+0.00046506i,-0.0003911+0.00071149i,-0.0001161-1.7028e-05i,-3.3256e-05-0.0014032i,0.00012382-0.0014611i,-1.1187e-05-8.0135e-05i,-8.7473e-05+0.00042271i,-0.00033379+0.0011581i,-0.00072156+0.00074458i,-0.0002914+0.00023479i,-0.00051072+0.00031806i,-0.00057345-0.00019712i,0.00040963-0.00046472i,0.00096881-0.00034567i,0.00056972+9.1917e-05i,-0.00012835+0.00022536i,-0.00018221-0.00028046i
-0.0009667+0.00084234i,-0.0010731+0.0005542i,-0.00048855+0.00086345i,-0.00061998+0.0010836i,-0.00074999+0.0017254i,-0.00087651+0.0019634i,-0.00036934+0.0010716i,-0.00031141+0.0010113i,-0.00045046+0.0013233i,0.00033784+0.00086284i,0.00018861+0.00066124i,-0.00051873+0.0001452i,-0.00099201-0.00093191i,-0.00085728-0.00068522i,-1.421e-06+1.3637e-05i,0.00030512+0.00020803i,0.00028486-0.00019233i,0.00025171+5.7207e-05i,0.00053939+7.1525e-05i,0.00069392-0.00045492i,0.00081844-0.0004471i,0.0012564+0.00029806i,0.00082767+0.00032489i
0.00039524-0.00093125i,0.00048533-0.0012313i,-0.00041224-0.00186i,-0.00063752-0.0013559i,-0.00074579-0.00033703i,-0.00021767+7.2473e-05i,0.00073761-0.00068236i,0.001673-0.00027435i,0.0013718+0.00050467i,0.00031941-0.00013013i,0.00037857-0.00041187i,0.0003604+0.0003756i,-0.00047322+0.00072734i,-0.00037718+0.00051887i,0.00056445+0.00042659i,0.00038281+0.00069603i,3.2225e-05+0.00038337i,0.00019533+0.00011673i,0.00055846+0.00017009i,0.0004174+0.00019865i,0.0006655+8.621e-05i,0.00033964-0.00022831i,-0.00048827+0.00046054i
0.00069376-0.00079267i,-0.00025454-0.00069365i,-0.0010771-0.00067183i,-0.0019302-0.00056816i,-0.0025766+0.00052221i,-0.002353+0.0016509i,-0.0012768+0.00073582i,-0.00039945-3.9711e-05i,0.00012784+0.00045827i,0.0010519+0.0012848i,0.00099371+0.0011635i,0.00073563+0.00034676i,0.00066544+7.4693e-05i,0.00077448+0.00038372i,0.0011127+0.0010674i,0.0009882+0.0015257i,0.00049885+0.00086855i,0.00041628+0.00016508i,0.00042537+0.00021406i,0.00056356+0.00078121i,0.00025496+0.0010398i,-0.00036937+0.00038315i,1.3787e-05-0.00010916i
-8.5885e-05-0.0019594i,0.00047702-0.0023776i,-0.00016145-0.0011666i,-0.00067509+0.00048695i,-0.0009381+0.00070303i,-0.00093738+0.00074181i,-0.00089108+0.00075438i,-0.0013431-0.00066093i,-0.0013843-0.0016183i,-0.00040611-0.00079305i,-6.3423e-05-3.9737e-05i,-2.7279e-05+0.00025635i,0.00029553+0.00029867i,0.00028797-7.2965e-05i,-0.00015899+0.00034841i,-0.00024294+0.00047789i,0.00012469+0.00057058i,-0.00033847+0.00044352i,-0.00052431-6.8626e-05i,-2.8883e-05+0.00031872i,0.00046883+0.0010638i,0.00068812+0.00052897i,0.00077071+5.2196e-05i
0.0032908+5.7451e-05i,0.0026398-3.2045e-05i,0.0016796-0.0013323i,0.00028033-0.001793i,-0.00065693-0.0016876i,-0.0010239-0.00087071i,-0.00096548+0.00020743i,0.00040005+0.00023866i,0.00092533-0.00031803i,-0.00038411-0.00057128i,-0.00094124-0.00074788i,-3.8896e-06-0.000351i,0.00018299+0.00081344i,-0.00024273+0.00099098i,-0.00038052+0.00056739i,-0.00025725+0.0005211i,-0.00017632+0.0004325i,0.000438-0.00019976i,0.0009078+0.0001416i,0.00045629+0.00064006i,0.00074163+0.00039334i,0.00087882-0.00019708i,0.00029485-0.00038373i
0.00026512-0.00084069i,0.000795-0.00098863i,1.1583e-05-0.00092948i,-0.0012434-0.0012196i,-0.0024471-0.0004691i,-0.0021658+0.00022008i,-0.001273-0.00073015i,-0.00094845-0.0012198i,-0.00056745-0.0007148i,-0.00010883-0.00063756i,0.00068224-0.00012569i,0.0009404+0.00032521i,0.00055803-0.00016629i,5.4727e-05+0.00029512i,-0.00033945+0.0012i,-0.00016955+0.0011807i,-0.0003803+0.00032951i,-0.0009597-0.00031571i,-0.00055321-0.00026937i,-0.00048216-0.00033678i,-0.0006381-0.00035236i,0.00012513-0.00032551i,0.00049996+0.00053127i
0.0011481+0.00071903i,0.0015895-0.00057623i,0.00095829-0.0016785i,0.00034039-0.0018958i,-0.00044196-0.001749i,-0.0012028-0.00076047i,-0.00091449-0.00011127i,-0.00048688+6.1686e-05i,-9.5384e-06-9.3599e-05i,5.3864e-05-0.00070325i,-0.00073773-0.0002187i,4.1662e-05+0.00038256i,0.0005724+0.0004797i,0.00017769+0.00041922i,-0.00046229+0.00037247i,-0.0011198+0.0010617i,-0.00073585+0.00026908i,0.0002624-0.00081193i,0.00032778-0.0010278i,-0.00017979-0.0010942i,-0.0001031-0.00073746i,1.6723e-05-0.00027959i,0.00020082+6.6139e-05i
0.0016884+0.00034579i,0.0010649-0.0003344i,0.00045813-0.00073227i,0.00015613-0.00029007i,4.5719e-05-0.00018878i,-0.00047403+0.00024615i,-0.00067596+0.00095151i,-0.00032165+0.00035414i,-0.00015394-0.00034338i,3.4977e-05-0.0004096i,2.3972e-05+0.00012177i,0.00028551+0.0010543i,0.00031728+0.00086731i,0.00014212+0.00013009i,0.00012955-0.00038905i,-0.00025151-0.00019366i,-0.0002954+0.00020397i,-0.00045066+7.0867e-05i,-0.00066681-0.0003883i,-0.00085484+0.00024735i,-0.00093215+0.00028149i,0.00023168-0.00084602i,0.00020869-0.00028766i
0.001049+0.00032373i,0.0017227+5.6398e-05i,0.0013487-0.00073928i,-0.0007753-0.00041328i,-0.0013321-3.1421e-05i,-0.00021862+0.00091666i,0.00034942+0.00079078i,0.00047321-0.00056766i,-1.3899e-05-0.00055642i,-0.00040321-0.00022109i,-0.00052671-0.00041322i,-0.0003786-0.0006528i,-0.00089915-0.00014168i,-0.0014595-4.9471e-05i,-0.00087554+6.4991e-05i,5.2958e-05+0.00038592i,-3.2233e-05+0.00058016i,-0.00062644+0.00070891i,-0.0005886+0.00074551i,-0.00043459+0.00054657i,1.1095e-06+0.00031812i,-0.00057762+0.00028831i,-0.00096676+0.00023268i
0.0034219+0.00015247i,0.0044224-0.0014006i,0.002908-0.0025903i,0.00028426-0.0029443i,-0.00093749-0.0025624i,-0.0015415-0.001014i,-0.00087777-0.00012684i,0.00028509-0.00046713i,0.00070801-0.0014634i,0.00081345-0.0011227i,-0.00013429-0.00018942i,-0.00048433-0.00015324i,-0.00068122-1.2018e-05i,-0.00066855+0.00013986i,-0.00021231+0.00059124i,-0.00028697+0.00063529i,-0.00025363+0.00072094i,-0.00029904+0.00038836i,-0.00019128+0.00030423i,-0.00029525+0.00031759i,-0.0007449-0.00012771i,-0.0007544-0.00041975i,-0.00043477-0.00032352i
-0.001832+0.00064919i,-0.00099856+0.0010783i,-0.00012655+0.0018587i,0.0011826+0.0019554i,0.0018033+0.0010983i,0.0011557-0.00012192i,0.00052829-0.00049943i,-1.3833e-05-0.00038524i,-0.00012586+0.00056325i,-5.0351e-05+0.00081563i,0.00049734-0.00065968i,0.0012104-0.00099946i,0.00077225-0.00063908i,-0.00021477-0.00061404i,-0.00075969-0.00016593i,-0.0004178+0.00043675i,-1.7594e-05+0.0010442i,-1.3721e-05+0.00081468i,-0.00043129+0.00035809i,-0.00031342+0.00072386i,-7.1773e-05+0.00042905i,2.5002e-05-0.0007161i,0.00046919-0.00035725i
0.0013504-0.0012085i,0.0020433-0.0014936i,0.0018604-0.0014903i,0.00034545-2.4126e-05i,-0.00082019+0.00091129i,-0.0011474+0.0010578i,-0.00095649+0.00063993i,-0.00025465+0.00025264i,0.00064561+0.00016132i,0.00034699-0.0001395i,-0.00013133-0.0003371i,-0.00057161+0.00016217i,-0.0010325+0.00039795i,-0.001217+0.00057379i,-0.00072599+0.00095213i,-0.00028344+0.00088429i,0.00013013+0.00056699i,9.7441e-06-0.00015414i,-0.00022489-0.00087273i,-0.00014444-0.00033239i,-0.00064319+0.00066448i,-0.00048721+0.00042033i,0.00025865-0.00071261i
0.0021534+0.0013639i,0.0013711+0.00022334i,0.00093023-0.0017325i,-0.00041788-0.0018065i,-0.0018612-0.00048669i,-0.0014096-7.3326e-05i,-4.4885e-05-0.00012085i,0.0002955+0.00013083i,0.00027578+0.00061325i,0.00047141+0.0014331i,-1.1227e-05+0.0010257i,-0.00016349+0.0004i,-0.00025408+0.00018991i,-0.00033355-0.00021966i,-0.00051473-0.0006196i,-0.00099004-0.00056598i,-0.00086419-0.0002052i,3.4447e-05+0.00038641i,-1.6556e-05-8.1917e-05i,-0.00075507-3.6144e-05i,-0.0008602+0.0010622i,-0.00053043+0.00093669i,-0.00043038+0.00014856i
0.0012122-0.00080901i,0.00095205-0.00069161i,0.0008029-0.0010337i,0.00053944-0.00092337i,0.00027508-0.0011707i,0.00036286-0.0010052i,-0.00047208-0.00069791i,-0.0003781-0.00068102i,0.00042927-0.00032743i,0.00032267-0.00026172i,6.6271e-05-0.00072567i,-0.00022883+0.00020127i,-0.00031832+0.00077537i,0.00039832+0.00075i,0.0007643+0.00071632i,0.00035875+0.00058162i,0.00068229+0.00026777i,0.0010998-0.00015346i,0.00021274-0.00039307i,-0.00070859-0.00046372i,-0.00043608-0.00036593i,1.5127e-05-0.00011379i,0.00038834+0.0002343i
-0.00039431+0.0019594i,0.00061087+0.0022027i,0.0012462+0.0018945i,0.0014277+0.00093972i,0.00082657+0.00073624i,0.00016579+0.0010072i,0.00025088+0.00065407i,0.00089775-0.00033002i,0.00099868-0.00088712i,0.00023461-0.00072645i,1.0032e-05-0.0011151i,3.012e-05-0.00064455i,-0.00043673+2.2875e-05i,-0.0004029-0.00038063i,-0.00017866+0.00030096i,-0.00038535+0.0016218i,-0.00062932+0.0013922i,-0.00045936-0.00013158i,-0.00027899-0.0008905i,-0.00057488-0.00090662i,-0.00061277-0.00048786i,-0.00027606-4.7417e-05i,0.00014086-4.5038e-05i
0.0013925+0.00042259i,0.0023343+8.6223e-05i,0.0014732-0.00098067i,-0.00077647-0.00095105i,-0.0024276+0.00064439i,-0.001486+0.0010697i,-0.00063782-0.000176i,-0.0006915-0.00089673i,-0.00055105-0.00069338i,-0.00019836+7.3218e-05i,-0.00029359+0.00040435i,-0.00096915+0.0002753i,-0.00076389-0.00013571i,-3.2839e-05-0.00044507i,1.28e-05+0.00036204i,-0.0006014+0.0012999i,-0.00057087+0.0010761i,0.00027514-8.2223e-05i,0.00026096-0.00074904i,-0.00035611-0.00064193i,-0.00048012-0.00058297i,-0.00051645-0.00019925i,-0.00056764+0.00036437i
0.0013916+0.00097045i,0.0018621+0.0010879i,0.0018399-0.00053834i,-0.0005307-0.001307i,-0.0010013-0.00059247i,-0.0005166-0.00039092i,-0.00080266-0.00015162i,-0.00064712-0.00024764i,0.00053541-0.0012171i,0.00099001-0.0014236i,0.00016638-0.00069278i,-3.7078e-05-0.00046422i,-0.00021599-0.00013293i,-0.00062076+0.0010302i,-0.00058033+0.0016483i,-0.0006318+0.0005883i,-0.00049401+7.6895e-05i,-0.00010249+0.00043597i,-0.00040623+0.00023278i,-0.0010243-0.00071069i,-0.00057293-0.00057311i,-0.00032544-0.00019246i,-1.9629e-05+0.00021358i
0.0013857+0.0010924i,0.00092223+0.00018463i,0.00041249-0.0002159i,0.0001414+0.00034333i,-8.0367e-05+0.00053153i,-0.00060439-0.00030628i,-0.00092976-0.00099376i,-0.00013565-0.00069915i,0.00038774+9.8036e-05i,-1.6887e-05+0.00090422i,-0.00027973+0.00099544i,0.00016747+0.0003634i,0.00019112-8.9439e-06i,0.00012269+0.0010566i,-7.4478e-05+0.0016598i,-0.00043738+0.0014646i,-0.00016334+0.0009772i,-0.00034222-0.00018065i,-0.00021883-0.00096857i,0.00042137-0.00058396i,-0.00020576+5.038e-05i,-0.00077987+0.00021668i,-1.204e-05-3.9998e-05i
0.0022082+0.0011502i,0.0017994+0.00096826i,0.0015925-3.5759e-06i,0.001704-0.00018975i,0.00044268+0.0005689i,-8.2574e-05+0.00052109i,-0.00016486-0.00035008i,-0.0007512-0.00061107i,-0.00064996+5.2858e-05i,-0.00039395+0.00050499i,-0.00049825+0.00073497i,-0.00080978+0.00050617i,-0.0008707+6.8638e-05i,0.00010278-0.00032088i,0.00049677-0.00039913i,4.4811e-05+4.8238e-05i,-6.0414e-05+0.00099272i,-0.00013469+0.0013454i,-0.00014268+0.00067566i,0.00029764+0.00027237i,0.00071382-0.00036123i,0.00038163-0.00066463i,-1.2973e-06-0.00023085i
0.0026982-0.0016858i,0.0022462-0.0014279i,0.00031331-0.001406i,-0.0011642-0.0020133i,-0.0015444-0.0016496i,-0.00090478-0.00026905i,-2.8125e-05-0.00015582i,0.0002157-0.00071367i,0.00021933-0.0010823i,6.2083e-05-0.00080005i,-0.00084396-0.00047003i,-0.0011242-0.00019371i,-0.00063431+0.00038881i,-0.0004023+0.00045528i,-0.00027557+0.00051806i,-0.00033857+0.00049407i,-9.9663e-05+0.00017251i,-3.682e-05+0.00042454i,-0.00098169+0.00024874i,-0.0014073+0.0002002i,-0.001033+0.0010357i,-0.0013272+0.0013262i,-0.0015855+0.00068732i
0.00054591-0.00021805i,0.0014889-0.00076929i,0.00095884-0.0019919i,-0.00023077-0.0017879i,-0.00013078-0.0019646i,0.00011738-0.0017331i,0.00080305-0.0016232i,0.00096662-0.002375i,0.00013077-0.0019083i,-0.00044543-0.001488i,-0.00035605-0.0011948i,-0.00081745-0.00037476i,-0.0011031-2.2495e-05i,-0.0008154-0.00018027i,0.00022769+0.00045553i,0.00045971+0.00074579i,0.00010433+0.00055704i,0.00014619+0.00067725i,-0.00050299+0.00035764i,-0.0011994+0.00059035i,-0.00055133+0.00077808i,0.00032268+3.8234e-05i,0.00051795-0.00077019i
0.00017391+0.0019581i,0.00026579+0.0023485i,0.0010862+0.0035859i,0.0012981+0.0034007i,-0.00046349+0.0022285i,-0.0018113+0.0009196i,-0.0015027+0.0020771i,-0.00037701+0.0041152i,0.0015517+0.0038243i,0.0038996+0.0025826i,0.003709+0.0010983i,0.001498+0.00019439i,3.0728e-05+6.9189e-05i,-0.0012975-0.00026578i,-0.0017666-7.5378e-05i,-0.0011793-0.00020943i,-0.00044643-0.00033486i,3.8758e-05-7.3373e-06i,-0.00045943+4.8345e-05i,-0.0010294+0.00020599i,-0.00050377+0.00041578i,-0.00016118+0.00057625i,-0.00064565+0.00068525i
-0.00094869+0.00080698i,0.00067712+0.00046527i,0.00053823+0.00028585i,-0.00040413+0.000775i,-0.0006543+0.0011055i,-1.4843e-05+0.0016367i,0.00073276+0.0018672i,0.00034466+0.0010355i,-0.00013724+0.00040418i,8.3809e-05+0.00032492i,0.00068919+0.00029527i,0.00027619-0.00051726i,-0.00043617-0.00070311i,-0.00023366-0.0001728i,9.9077e-05-0.00014661i,-0.00028945-7.593e-05i,-0.00012965+0.00038598i,0.00097471+0.0005551i,0.0010565+0.00036582i,0.00048062-0.00014302i,-0.0003217+3.9515e-06i,-0.001079+0.00070218i,-0.00079839+0.00053451i
0.0010777+0.0018235i,0.0019595+0.0013768i,0.0021517+0.0017959i,0.00022545+0.0016772i,-0.0011487+0.00079063i,-0.00081053-4.2019e-05i,-0.00051895-0.00069267i,-0.0003721-2.1067e-05i,-0.00024127+0.00013713i,-0.00015272+7.0082e-05i,0.00024217+6.9881e-05i,0.00029486+0.00053123i,0.00019046+0.00063298i,-6.4811e-05+0.00031628i,-5.3559e-05+0.0011655i,0.00036875+0.0010353i,0.00033943-0.00029024i,-6.9825e-05-0.00024352i,0.00011512+0.00037728i,-0.00035468+0.00011571i,-0.0010815-5.6896e-05i,-0.00054908-0.00035701i,0.00013346+1.2854e-05i
