-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
0.0010058+0.001201i,0.0010405+0.00099885i,-0.00033608+0.0018933i,-0.00061216+0.0015575i,0.0007927+0.00014348i,0.0011273-0.00061163i,0.00046392-0.00085902i,0.00011433-0.0009249i,-4.1427e-05-0.00022759i,-0.00019122+0.00012367i,-0.00011693-0.00043296i,0.00022889-0.00048566i,0.00065257-0.00045056i,9.2109e-05-0.00028009i,-0.00045087+0.00016618i,-0.0004681+0.00036002i,-0.00062488+0.00041137i,-0.00028347-0.0006664i,-0.0003239-0.00073823i,6.4279e-05-0.00050583i,0.00088001-0.00098178i,0.0011989-0.0011032i,0.00060625-0.00095761i
-0.00055956-0.00010168i,-0.0011475+0.00035413i,-0.0010429-0.0002487i,-0.0012209+0.00073588i,-0.00081194+0.0018185i,-7.5161e-05+0.0018275i,0.00091772+0.0012226i,0.0010792+1.5409e-05i,0.00074608-0.00049719i,0.00038073-0.00032046i,-0.00032908-0.00032491i,-0.00041035-0.00063558i,0.0004518-0.00048243i,0.00082499+0.00036193i,0.00015807+0.00079438i,-0.00033433+0.00014938i,-0.00054882-0.00042913i,-0.00028884-0.00030793i,4.5142e-05-0.00070853i,5.8846e-05+7.9642e-05i,-7.5162e-05+0.0014217i,-0.00028375+0.00095724i,-0.00014776+0.00064193i
-0.0010373+0.00071661i,-0.00020846+0.00092303i,-0.00076264+0.0024811i,-0.0004326+0.0032475i,0.00012659+0.0022896i,0.0012179+0.00081415i,0.0013901-0.00017334i,-6.371e-05-0.00084211i,-0.00056963-0.00041896i,-0.0001077-8.6961e-05i,-8.3952e-06-0.00039115i,-0.00016978+4.5459e-05i,9.1955e-05+0.00047701i,0.0005489+0.00021176i,0.00029648-0.00015111i,-3.4288e-05-0.00035122i,-0.00016304+0.00011168i,-0.00044191+0.00074556i,0.00022042+0.00093146i,0.00082718+0.0005761i,0.00057366+0.00029609i,0.00020269+0.00029174i,0.00042585+0.00032641i
0.0012071+0.0015262i,0.001096+0.00073769i,0.0013247+0.00063211i,0.0011928+0.00048112i,0.00069212+0.00053816i,0.00098683+0.00030138i,0.00098587-0.0007105i,0.00061714-0.0012605i,0.00022612-0.00027283i,0.0002241+4.5363e-05i,0.00049087-0.00027598i,0.00020589-0.00010262i,0.00065121-0.00024684i,0.00085502-0.0003754i,-1.3579e-07-5.7403e-05i,-0.00070882-0.00029991i,-0.0006465-0.00062095i,-0.00018297-0.00077209i,8.0477e-05-0.00045891i,-0.00046523+0.00016941i,-0.00038817+0.0001861i,0.0002606+0.00038197i,-5.0563e-07+0.00076521i
-0.00024828-0.0024295i,-0.00098827-0.0020492i,-0.0019322-0.0018238i,-0.002132-0.0013465i,-0.0011239-0.00045686i,-0.00050308+0.00020808i,0.00015122+0.00019936i,0.00099604-7.3475e-05i,0.0005492-1.0608e-05i,-0.00099826-0.00044883i,-0.0018132-0.0006021i,-0.0014351+0.00026315i,-0.00055555+0.00028532i,-7.923e-05-0.00099878i,-0.00034211-0.0013262i,-0.0012948+8.47e-05i,-0.001021+0.00087626i,-0.00040965+0.0008761i,-5.104e-06+7.2734e-05i,0.00070326-0.00067258i,0.00062671+9.8254e-05i,-0.00015413+0.00027311i,1.942e-05-0.00059374i
-0.000557+0.0002247i,-0.00028921+0.00073634i,0.00063281+0.0014572i,0.00066211+0.0021035i,0.00013647+0.0010754i,0.00074811+3.4646e-05i,0.00071022-0.00034816i,0.00021048-0.00052141i,8.4894e-05-0.00049152i,0.00042699-0.00045727i,0.00075366-0.00026785i,0.00079434-0.00014761i,0.0013473-0.00012696i,0.0018792-0.00013325i,0.0013235-4.887e-05i,0.00015526+0.00015309i,-0.00028577+0.00020926i,-0.00018618+0.00024156i,7.7668e-05-0.00016066i,0.00042642-0.00073455i,0.00067831-0.00055619i,0.00011423-0.00021241i,-0.00018468-0.00053659i
0.0006571+0.0019878i,0.00093049+0.0013085i,0.00088345+0.0014056i,0.0010751+0.0018372i,0.00020929+0.0015154i,-0.0011502-5.4111e-05i,-0.00096259-0.00099578i,-0.00033818-0.0009986i,-8.3298e-05-0.00061415i,3.4975e-05-5.0786e-05i,0.00018183-0.00020072i,0.00040421-0.00034528i,0.00074026+6.3579e-06i,0.0010503-2.2634e-05i,0.00070872-0.00013982i,-6.6219e-06-0.00031143i,-0.00066801-0.00052914i,-0.00096295-4.4895e-05i,-0.000679+0.00038102i,-0.00074463+0.00029508i,-0.0006301-0.00071491i,0.00033863-0.00094798i,0.00068077-0.00037021i
-8.0634e-05-5.2247e-05i,-0.0014986-0.00092006i,-0.0024185-0.00089617i,-0.0017882+0.00044998i,-0.00072789+0.0014791i,-1.8466e-05+0.0014884i,-8.7714e-05-0.0003889i,0.00061199-0.0019013i,0.0015712-0.0017595i,0.00073-0.00077488i,-1.628e-05+8.5927e-05i,-0.00012836+0.00023461i,0.00028302-0.00010742i,0.00081333-0.00015053i,-0.00010089+0.00026898i,-0.00053377+0.00021902i,0.00011487-0.00018227i,0.00028304+0.00022955i,0.00012049+0.00089794i,-5.3462e-05+0.00019604i,0.00024239-0.00020053i,0.0010127+0.00019823i,0.00093155+0.00059112i
-0.00024587+0.0014575i,-0.00066598+0.00029862i,-0.00052872+0.00050432i,-0.00025292+0.00080029i,-0.00053007-5.3233e-06i,3.643e-05-0.0013262i,0.0008117-0.0011424i,0.00059945-0.00073708i,0.00022508-0.0011151i,0.0003073-0.00079277i,-0.00017122-0.00033804i,-0.00021717-1.6911e-05i,0.00034824+5.771e-05i,0.00066593+2.9753e-05i,0.0005132-0.00043588i,-0.00038514-0.00037895i,-0.0010121+0.00027101i,-0.00087695+0.00074783i,-0.0002781+0.00045012i,0.0002795-0.00010361i,0.0003164-0.000293i,-0.00039604-5.5262e-05i,-0.00042031+0.00044986i
3.4e-06+0.00062493i,0.00057682+0.00076018i,0.00083381+0.0015062i,0.00091844+0.0021323i,0.00059184+0.00092379i,0.00035907-0.00076143i,0.00016928-0.0014039i,-0.00053129-0.0010476i,-0.00055777-0.0011334i,0.00016442-0.00096637i,-0.00021933-0.00049493i,-0.00055021-0.00072496i,7.0755e-05-0.00080014i,0.00092474+6.4846e-05i,0.00087788+0.00031998i,0.00034541-0.00025927i,-9.7303e-05-0.00046232i,-0.00013917+0.00021025i,0.0001399+0.00073311i,0.00043959+0.00033796i,0.00026012+0.00020179i,-8.9092e-05+0.00044927i,-0.00021211+0.00014153i
-0.00068655+0.0014687i,0.00034575+0.00051045i,0.00045418+0.0013979i,-9.9899e-05+0.0022463i,0.00061953+0.0017701i,0.0012958+0.00088315i,0.00094589+0.00023356i,0.001169-0.00057889i,0.00053916-0.00068764i,1.8679e-05-0.00019481i,0.00051916-0.00027456i,0.00024792-0.00054795i,-0.00011651-0.001041i,0.00021716-0.00041712i,0.00029768-0.00029813i,0.00023396-0.00028139i,6.2638e-06+0.000746i,-0.00038172+0.0006866i,-0.00056048-9.5083e-05i,-0.00012015-0.000672i,0.00049604-0.00044338i,0.00046017-0.00035757i,-0.00027867-0.00057872i
0.0015647-0.001386i,0.00049033-0.0005795i,-0.00017426-0.00018106i,-0.00016872+0.00021738i,-0.0003008+0.0012037i,-0.00011206+4.494e-05i,-0.00016488-0.001326i,-0.00039222-0.0010886i,0.00064688-0.00069478i,0.0006717-0.00073784i,-0.00033983-0.00057162i,1.28e-05-0.00020638i,0.00087652+0.00023733i,0.00078662+0.00055118i,-9.1551e-05+0.00082913i,-0.0010036+0.0011161i,-0.0015074+0.0010604i,-0.00069388+0.00078539i,0.00031801+0.0001829i,0.00049927-0.00028846i,0.00072313-0.00025648i,0.0005222-0.00024735i,0.00029067-0.00046304i
0.00043586-0.0013598i,-0.0002538-0.0002975i,-0.00055174+0.00020953i,-0.00033418-3.2033e-05i,-0.00027252+0.00037532i,0.00067994+0.0010474i,0.00044139+0.00061575i,6.997e-05-0.00064902i,0.0006562-0.00081859i,0.00035669-0.00043199i,-0.00044237-0.00028699i,-9.1161e-05-0.00045254i,0.00021688-0.00018014i,-0.00032534+2.0156e-05i,-0.00070811-0.00016454i,-0.0011557-0.00016544i,-0.0015218+0.00040765i,-0.00088556+0.00039937i,5.2177e-05-0.00077257i,0.00021553-0.00094392i,0.0004288-0.00039091i,0.00040605-0.00039622i,0.00018764-0.00040667i
0.00024485+0.00043138i,-0.00049422+0.00072726i,-0.0016178+0.00069565i,-0.0024329+0.00089984i,-0.0016567+0.0011487i,-0.00020561+0.00010886i,0.00053073-0.00063479i,0.00019525-0.00097628i,-1.7478e-05-0.00075324i,-0.00011068-0.0006411i,-4.6861e-05-0.00059744i,-3.1403e-05+4.0615e-05i,0.00010001+0.00040624i,0.00018917+0.00039368i,-0.00073457+0.00067265i,-0.0013703+0.0011926i,-0.0010514+0.00096606i,-0.00082009+0.00022345i,-0.0003141-0.00023243i,0.00051885-0.0005989i,0.00075832-0.00056489i,0.00019608-0.00069834i,-0.00012144-0.000584i
0.00057275-0.0022367i,0.00046306-0.0030296i,-0.0004814-0.0026248i,-0.00094345-0.00025359i,-0.0010785+0.0010929i,-0.00019877+0.00053026i,0.0010402-0.00043275i,0.0010312-0.00073781i,0.00058219-0.0010913i,0.00080117-0.0013517i,0.00022639-0.0011301i,-0.00044623-0.00051493i,-0.00040309-0.0002247i,-0.00010579-0.00014671i,0.0004552-0.0007376i,0.00154-0.0011517i,0.0011968-0.00028694i,0.00040563+0.0006368i,0.00091645+0.00072852i,0.00080053-0.00012943i,0.00023754-0.00015675i,0.00042824+0.0004485i,0.00037442-0.00014945i
-0.0014051-0.0013633i,-0.00046681-2.6837e-05i,-0.00026711+0.00013465i,-0.000561-0.00060679i,-0.0004889+0.00040011i,-0.0002205+0.0015573i,1.0339e-05+0.00065183i,3.1889e-05+0.00058815i,0.00012395+0.00094637i,0.00081369+0.00019566i,0.00069922-0.00076193i,0.00017908-0.00060473i,0.00034823+0.00075844i,3.9012e-05+0.00028878i,-0.0001209-0.000432i,-0.00022721+0.00052857i,-0.00073058+0.00037468i,-0.00065741-3.0791e-05i,-0.00040865+3.4342e-06i,-0.00031241+0.0005903i,0.00021372+0.00078839i,0.00069292-0.00024194i,0.00090262-0.00078178i
-0.0003431-0.0011373i,-0.00044595-0.00056002i,-0.0012365-0.00014891i,-0.0017755+0.00011321i,-0.0011491+0.00073912i,-0.00036536+0.00064613i,0.00037031+0.00019535i,0.00015776-0.00031975i,0.00023564-0.00048731i,0.00042216-0.00072236i,5.5721e-05-0.0010676i,0.00049487-0.0007092i,0.00065133-0.00034179i,4.9931e-05+0.00018923i,-0.00035182+0.0003237i,-0.00061305+0.00024944i,-0.00097282+0.00067969i,-0.00094373+0.0008217i,-2.0104e-05+0.00041135i,0.0012988+0.00046245i,0.0011181+0.00033141i,0.00098387-0.00022969i,0.00091925-8.3596e-05i
0.0020348-0.0012799i,0.00063304-0.00081509i,-0.00088033-0.0015844i,-0.00037769-0.0019791i,0.00021478-0.00054463i,0.0004228+0.00063262i,0.00031782-2.1973e-05i,0.000406-0.00012313i,0.00087454-5.8583e-05i,3.8681e-05-0.00067815i,-0.00035322-0.00067791i,0.00016755-0.00069568i,0.00043758-0.00075502i,0.0007989-0.00020054i,0.00059565-9.5911e-05i,-0.00025005-0.00053875i,-0.0005667+4.1203e-05i,-0.00083007+0.00037996i,-0.00053569-0.00040962i,0.0004799-0.00069i,0.0010639-0.00076423i,0.0016481-0.00024894i,0.0013071+0.00011593i
-0.00041874-0.00026845i,-0.00036739+0.00044481i,-0.0007831+0.00053236i,-0.00092243+0.001047i,-0.00020886+0.0010632i,4.02e-05+4.7354e-07i,0.00050042-0.00050781i,0.00026815-0.00022076i,7.2533e-05-0.00010667i,4.2758e-05-0.000902i,-0.00011301-0.0013034i,0.00030565-0.00082443i,0.00088768-0.00032591i,0.00070545-1.526e-05i,-0.00037347-0.00014212i,-0.0008898-0.00034984i,-0.00032648+0.00052287i,-0.0003476+0.0011742i,-0.00020273+0.00072815i,0.00040599+9.4212e-05i,0.00067866+0.00034939i,0.00085729+0.00080357i,0.00038052+0.00074806i
-0.0007478+5.0503e-05i,-0.0009697+9.6141e-05i,-2.7796e-05+0.00044229i,0.00025689+0.00063786i,-8.5406e-05+0.0008803i,0.00029846+0.00075468i,0.0011461+1.7465e-05i,0.0010662-0.00069462i,0.00053594-0.00071669i,0.0003283+3.0965e-05i,-0.00023883+0.00066106i,-0.00062286+0.00011221i,-0.00015111-0.0011812i,0.0004465-0.0016334i,0.00021178-0.0009586i,-9.4268e-05-0.00052676i,-0.00046194-0.00071194i,-0.00047242-0.00040757i,-0.00032135-0.00067257i,-0.00016817-0.00083691i,-0.00010819-0.00031892i,1.1668e-05-0.00065405i,0.00042321-0.00065691i
-0.0023191+0.00047477i,-0.0021327-0.00029783i,-0.002352+0.00073819i,-0.0015495+0.0025827i,-0.00011296+0.0027057i,0.0011577+0.0016541i,0.0011902+0.00047301i,0.00070443-0.00087313i,0.00057588-0.00051249i,-0.00026621-5.9874e-05i,-0.00058045+7.0315e-05i,-0.0006129+0.00021033i,0.00013857-0.0003916i,0.00067232-0.00068022i,8.1072e-05-0.00076856i,-0.00091878-0.00046978i,-0.0010248-9.283e-05i,-0.00087282+0.0005107i,-0.0003944+7.6586e-05i,0.00014311+6.6852e-05i,-3.9217e-06+0.00076773i,-5.7326e-05+0.00085427i,0.00030329+0.00063451i
-0.00042395-2.0268e-05i,-0.00092108-0.00040778i,-0.0010967+0.0011383i,-0.00077325+0.0018575i,0.00040519+0.00078838i,0.0014299+0.00029392i,0.00092012-0.00012265i,-0.00025871-0.0010051i,-0.00043691-0.0011428i,-0.00041083-0.00075549i,-0.00052037-0.00040589i,-0.00026746-0.00012224i,4.6869e-05+0.00023891i,0.00027481+0.00020353i,0.00030019-0.00057805i,0.00031783-0.00050408i,-0.00023686+0.00027464i,-0.00074633+0.00069323i,0.00020024+0.00044637i,0.00081327-0.00020431i,0.0010876-0.00088672i,0.00079622-0.00049164i,-0.00030414+3.29e-06i
0.0001788+0.00081127i,-5.7814e-05-0.00069195i,0.00018303+6.5063e-05i,-0.00068492+0.0010206i,-0.0011433+0.0012155i,-0.00058602+0.00035219i,0.00028312-0.00053495i,0.00058899-0.0006139i,0.00053377-0.00027582i,0.0006446+0.00070495i,0.00053737+0.00097896i,0.00046897+0.00084352i,0.00031971+0.00085978i,0.00051352+0.00074993i,0.00062988-5.2056e-05i,0.00024319-0.00063353i,-0.00017819-0.00036662i,0.00016027-0.00057157i,0.00014609+2.1278e-05i,-0.00025059+0.00046449i,-0.0001015+7.0232e-05i,4.7502e-05-4.8578e-05i,-0.00013491-0.00042626i
0.00031547-0.0014153i,-0.00015519-0.0003087i,-0.00043684+0.0007859i,-0.0015385+0.0010415i,-0.00089373+0.0012429i,0.00088092+0.0012888i,0.00021545-0.00046342i,-0.00061885-0.0017857i,-0.00043982-0.001587i,-0.00013783-0.001313i,-0.00072566-0.00066753i,-0.00058468-2.6104e-05i,8.994e-05-0.00010927i,0.00024994-0.00050373i,-5.5995e-05-0.00033473i,6.6663e-05-0.00049809i,-0.00010999-0.00020395i,-0.00099369+0.00073507i,-0.00069408+0.00068668i,-0.00012521-0.00025314i,-5.9225e-05-0.0003598i,-9.8528e-05+0.000212i,-0.00016713+0.00036352i
0.0028534+0.0019737i,0.0017263+0.0017247i,0.0016112+0.0011533i,0.00099108+0.00056337i,0.00073233-0.00034696i,0.00031649-0.00033846i,-0.00024601-1.7503e-05i,-0.00022297-0.00040926i,-0.0001673-0.00048965i,0.00023743-0.00059497i,0.00044935-0.00053771i,0.00018982-0.00077733i,0.00015182-0.0014605i,0.00033486-0.0015466i,0.00028665-0.00046697i,0.00037148-0.0003578i,-0.00040478-0.0003766i,-0.00059783-5.5394e-05i,-2.0785e-05-0.00035756i,9.6974e-05-0.00035151i,0.00029257+4.9469e-05i,0.00061235-0.00040525i,0.00071077-0.00033955i
-0.00021505+0.00029223i,-0.00080309+0.00017765i,-0.00092249+0.00017088i,-0.00081341+0.00055062i,-0.00013818+0.00083024i,0.00089607+0.00053636i,0.0011366-0.0002786i,0.00032552-0.00027071i,0.00027458+0.00029135i,0.00066623+0.00071294i,0.00035915+0.00039533i,0.00036483-0.00040667i,0.00088464-0.00029713i,0.00092447+0.00053826i,0.00081115+0.0012456i,0.00035531+0.0012111i,-0.00024549+0.00043912i,1.6846e-05+0.00023616i,0.00010396+0.00058301i,-0.0001457+0.00076825i,-0.00021076+0.00022145i,0.00044512-0.00036767i,0.00039544-0.00062419i
0.00071401-0.0013077i,-1.0652e-05-0.00051421i,-0.00096099+0.00026328i,-0.0026951-0.00055537i,-0.0028823-0.001423i,-0.0015461-0.00080089i,-0.00019528-2.8397e-05i,5.4424e-05-0.00053531i,0.00023837-0.00099807i,0.00020671-0.0016139i,0.00018112-0.0014472i,0.00013312-4.0069e-05i,0.00028737+0.00035978i,0.00049813-0.0003297i,-1.8913e-05-0.00042819i,-0.00050978-0.00071637i,-0.00041214-0.00086068i,-0.00084316-0.00045658i,-0.00060727-0.00035514i,0.00016249+2.9427e-05i,0.00032342+0.00048375i,4.9305e-05+0.00059464i,-1.8373e-05+0.00065487i
0.00038393+0.00093756i,0.00026201-0.00037647i,0.0016774+0.00036651i,0.0026636+0.0011145i,0.0022308-0.00030088i,0.001271-0.0013884i,0.00072939-0.00072265i,0.00046229+0.00027564i,0.0012095+9.1195e-05i,0.0016451-0.00030096i,0.00065118-0.00032779i,-7.3751e-06-0.00045822i,0.00035108-0.00050921i,0.00025224-0.0004729i,-9.7563e-05-0.00051505i,-0.00098841-0.00080335i,-0.001524-0.0003812i,-0.00032406+0.00063213i,-0.00026892+0.00016475i,-0.00060162-0.00094146i,-3.3567e-05-0.0010238i,0.00024913+0.00030727i,-0.0001181+0.00078387i
-0.0012643+0.0010779i,-0.00088224+0.0011167i,5.7263e-05+0.0019169i,0.00070988+0.0015387i,0.00048194+0.00062865i,0.00031129-0.00012523i,7.4308e-05-0.00061863i,3.9724e-05-0.0003662i,0.00015457-6.5297e-05i,0.00010993+0.00014289i,3.2041e-05+0.00012144i,0.00014537-0.00011541i,9.9379e-05-0.00036166i,0.00042045-0.00034675i,0.00095619-0.00059514i,-0.00040666+0.0002944i,-0.0011267+0.00072316i,-0.00063072+0.00015793i,-0.00051178+9.554e-05i,-0.0005607+1.8142e-05i,-0.00053805+0.00044969i,1.6196e-05+0.00038137i,0.00065841+0.0003625i
0.0015079-0.003297i,-0.00070981-0.0025207i,-0.0020443-0.0025664i,-0.0023011-0.0028591i,-0.0018023-0.0016401i,-0.0011544+1.7974e-05i,-0.00017685-0.00013782i,0.00071771-0.00042488i,0.0011396-0.00060759i,0.00055221-0.0011091i,-7.6255e-05-0.00095133i,-0.000404-0.00013373i,1.7915e-05+8.5626e-05i,0.00051487-0.00047375i,-7.0554e-05-0.00071839i,-0.00044457-0.00021308i,-0.00063166-3.6692e-05i,-0.00057463-0.0001886i,0.00030083-6.7969e-05i,0.00032062+0.00047887i,-0.00042791+0.00042611i,-0.0008749-0.00023201i,-0.0010542-0.00046252i
-0.00048618-0.00071071i,-3.0778e-05-0.00011311i,-0.00032991-8.0895e-05i,-0.00050485+0.001203i,-0.0010016+0.0021222i,-0.00076023+0.001491i,-0.00012877+0.00016011i,0.00033342-5.9429e-06i,0.0010108-0.00023896i,0.00083215-4.6977e-05i,-0.00030283+0.00026308i,-0.00018085+0.00066307i,0.00021539+0.00038873i,9.0502e-05-0.0007687i,-0.00024256-0.00076195i,-0.00060051-3.3366e-06i,-0.00073619+0.00062788i,-0.00044829+0.00052609i,0.00053968+0.00033501i,0.0011256+0.00086651i,0.00091192+0.00026086i,0.00052723-0.00071091i,-7.004e-06-0.00048477i
0.0025398+0.00055672i,0.0019483-0.0015468i,0.0015433-0.002546i,0.00086066-0.0014822i,0.0004456-0.00014547i,0.00031404+0.00047961i,0.00087188+0.00041996i,0.001068+4.9394e-05i,0.0002213-0.00021164i,-0.00012117-0.00032347i,-0.00033231-0.0003513i,-0.00065313+0.00013374i,-0.00034369+0.00016764i,0.00058144-0.00020116i,0.00083908-0.00098526i,-0.00018861-0.0010921i,-0.0011891-0.00061151i,-0.0015036-0.00091087i,-0.00085877-0.00036826i,0.00023771+0.000987i,0.00051324+0.00086682i,0.00057443+0.00034849i,0.00072823+0.00077881i
0.00049041-0.00049084i,0.00084092-0.00040212i,0.00075186-0.001057i,0.00047468-0.0016164i,0.00085777-0.00060657i,0.0010851-0.00061904i,0.00020416-0.00098744i,-0.00020556-0.00031663i,0.00070383-0.00088756i,0.00098874-0.0019251i,0.00055195-0.00091052i,0.00034811-0.00024179i,0.00063181-0.00053516i,0.00066425-0.0010757i,0.00038683-0.0010148i,0.00038861-0.00027682i,0.00024401-0.00018176i,-0.00022327-0.0001028i,-0.00018829+0.00033236i,-0.0001343+0.00038982i,-0.00092174+0.00031226i,-0.00094903+0.000307i,-0.0006753-0.00031128i
2.8499e-05+0.0031057i,-2.8243e-06+0.0024735i,-0.00019739+0.0026197i,-0.00032415+0.0018502i,-6.4863e-05+0.00063942i,-0.00040515+0.00017024i,-0.00078156-0.00023452i,-0.0005801-0.00058164i,0.0002599-0.00037512i,0.0010798-0.00040083i,0.00058012-0.00064459i,-0.00010793-2.6417e-05i,9.6892e-05+0.00043051i,0.00041914-0.00021144i,0.00039022-0.00055385i,0.00033625-0.00031773i,-0.00036088+0.00035241i,-0.0011359+0.00091117i,-0.00025632+0.00094254i,0.00080991+0.0010661i,0.00081442+0.00082295i,0.00081388+0.00034734i,0.00057245-0.00024046i
0.00098801+0.00010652i,0.00015029-0.00033905i,0.00049037-0.00014278i,-1.6316e-05+0.00046574i,-0.00035351-0.00034166i,-1.9527e-05-0.0012616i,-0.0008189-0.0010276i,-0.00046981-0.00012582i,0.00010422-0.00021481i,9.9541e-05-0.00086823i,-0.000671-0.00099223i,-0.0012627-0.0004932i,-0.00027885+5.9338e-05i,0.00070943-0.00026514i,0.00080725-0.00023234i,0.00039801+0.00054453i,8.9863e-05+0.0010765i,-5.2494e-05+0.0007238i,-0.00014878+0.00028756i,0.00018982-0.00044993i,0.00070009-0.00088361i,0.00041968-0.00046136i,4.7865e-05-0.00096849i
-0.00053301+0.0013524i,0.00043232+0.0025272i,0.0011849+0.0023113i,7.7233e-05+0.002092i,-0.00036528+0.0015856i,0.00020876+0.00060335i,0.00023317+0.00018503i,-0.00046607-0.00058606i,5.8208e-06-0.00094669i,0.00061924-0.00066552i,-4.6804e-05-0.00023573i,2.8195e-05+0.00050699i,0.000472+0.0007888i,0.00070195+8.3733e-05i,0.00024196-0.00026354i,-0.00054448-0.00047265i,-0.00078897+3.4417e-05i,-0.0010861-0.00026607i,-0.0012211-0.00058405i,-0.0010007+0.00064146i,-9.9182e-05+0.00055845i,5.4886e-05-0.00051211i,8.5154e-05-0.00064016i
0.0015824+0.0005016i,0.00064237+0.001544i,0.0010413+0.0022841i,0.00035892+0.0015206i,-0.00041419+0.00086288i,0.00031524-0.00029397i,0.00053901-0.0011912i,0.0011246-0.00018064i,0.0015782+0.00074442i,0.00072045+0.00024536i,-0.00023106-0.00021075i,-0.00085599-0.00038324i,-0.00025388-0.00096312i,0.00059249-0.0011208i,0.00049463-0.0007409i,0.00015808-7.2147e-05i,-0.00044672+0.00023032i,-0.00074635+0.00030257i,2.4076e-05+0.00040212i,-0.00039212+0.0006611i,-0.00097948-0.00027583i,-0.00025498-0.00092832i,0.00037698-1.3046e-05i
-0.00016643-0.0015407i,0.00035006-0.0016028i,-6.1314e-06-0.0012198i,-0.00019621-0.0010239i,0.00065397-0.00020633i,0.001084+0.00031555i,0.0009123+0.00011387i,0.00087328-1.534e-05i,0.00064848-0.00036718i,0.0001303-0.00040865i,-0.0003911-0.00082559i,-0.00085023-0.00076331i,4.9682e-05+8.8678e-05i,0.00093534+0.00025763i,-3.9741e-05-0.00016326i,-0.00016599-6.1016e-05i,0.00015435+0.00021563i,-0.00021093+0.00045061i,-0.00014691+0.00054305i,0.00013204+0.0004479i,-0.0007713-2.721e-05i,-0.0016203-0.00038517i,-0.00082108-0.0002718i
-0.00152-0.0021297i,-0.002254-0.00089645i,-0.0031155+0.00059455i,-0.0025571+0.0016347i,-0.0007062+0.002436i,0.00075744+0.0017367i,0.0010703+0.0001168i,0.00085917-0.0011075i,0.0010586-0.00092669i,2.5193e-05-0.00084327i,-0.0011209-0.0010615i,-0.00048029-0.00041666i,1.3274e-05+0.0001458i,0.00039876-0.00028326i,0.0012415-0.00051748i,0.00096901-0.00030775i,-8.7839e-06-0.00049388i,-9.7528e-05-0.00078277i,-4.393e-06-0.00058376i,-0.0002056+0.00011673i,-0.00085924+0.00025017i,-0.00097935-0.00069105i,0.00023657-0.00075474i
0.0020425+0.00013i,0.0011824+0.00010213i,0.00041456+0.00072738i,-7.3583e-05+0.00092292i,-0.00025326+0.00028325i,0.00035938-0.00050923i,0.00089643-0.00082698i,0.00043118-0.00089017i,-0.0002342-0.00039671i,-0.00078136-0.00067002i,-0.0011293-0.00050896i,-0.00059971+0.00060889i,-0.00044684+0.00048156i,-0.00027856+8.3086e-05i,-0.00035393+0.0002998i,-0.00046924+1.3887e-05i,0.00011473-0.0004702i,-6.3868e-05-0.00030559i,-0.00049719+0.00043843i,-0.00046968+0.00074395i,-0.00046845+0.00038028i,-0.00024937-0.00019922i,0.00026797-0.00022056i
-6.3942e-05+0.0022707i,0.00023128+0.0020948i,-0.00022078+0.0017339i,-4.8706e-05+0.0017998i,2.6694e-05+0.00090605i,-0.00061974-0.00047486i,-0.00075203-0.0008258i,-0.00021622-0.0012449i,0.00025485-0.0014182i,0.00070488-0.00083514i,0.00036996-0.00062763i,0.00038824-0.00062411i,0.00092117-0.0012021i,0.00040258-0.00089864i,0.00012393-0.00039963i,0.00026233-0.0014305i,-2.2385e-05-0.0018954i,-0.00028266-0.00052243i,-0.00021435+0.0010663i,0.00067395+0.0014413i,0.00080721+0.00059016i,-0.00047124+0.00018541i,-0.00062614+6.2439e-06i
-0.000208+0.0006634i,-4.0514e-05+0.0014922i,0.00018661+0.0012114i,0.00058747+0.00083407i,-0.00041759+0.0007728i,-0.00079359-0.00013687i,-0.00014095-0.0005919i,4.8772e-05-0.00089973i,-4.6659e-05-0.00056863i,-7.5377e-06-0.00021007i,-0.00014611-0.00057166i,0.00012122-0.00052889i,0.0010709-0.00034213i,0.00085096-0.00017826i,0.0004278+0.00036317i,0.00013375+0.00031472i,-0.00041567-8.0101e-05i,-0.00051593+0.00044945i,0.00018222+0.00061011i,0.0010037+0.00077399i,0.00075002+0.00062602i,0.00069082+0.00051784i,0.00063254+0.00048375i
