-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
-1.6092e-05-0.00028385i,0.00023683-0.00071049i,0.00022511-0.00055494i,-0.00018417-1.7839e-05i,0.00061114+0.00095077i,0.0013404+0.00089157i,0.0012232+0.00021768i,0.00083694+0.00086488i,0.00072412+0.0011941i,0.00076971+0.00054549i,2.1214e-06+0.0001717i,-0.00017745+0.00058309i,8.3724e-05+0.00050628i,0.00023227+0.00018181i,0.0010302+0.00065264i,0.00081389+0.00070106i,-0.00083589+7.9065e-06i,-0.00070138-1.1068e-05i,-0.00042826+0.00018972i,-0.00047265-0.00029411i,0.00014308-0.00028292i,0.00074822+6.6607e-05i,0.0012404+0.00026628i
0.0012541-0.00033196i,0.0006629+0.00050828i,-8.0733e-05+0.0011108i,-0.0012544+0.0011828i,-0.00092732+0.00071856i,0.00062365+0.00070817i,0.0015283+0.001369i,0.0015693+0.00095037i,0.001324-9.8432e-05i,0.00042547-0.00032916i,-0.00032741-0.00031423i,-0.00060468-0.00022528i,0.00013686+0.00036807i,0.00036014+0.00015536i,0.00019503-0.00066407i,7.3847e-06-0.00052482i,-0.00016164-0.00018044i,0.00053864+3.4699e-05i,0.00056196-0.00016309i,0.00058061-0.00030884i,0.00055565-0.00031074i,1.7785e-05-0.0005183i,0.00034641-0.00086034i
-0.0010658-0.00030413i,-0.00047586-0.00069435i,0.00042616-0.00060181i,0.001568-0.00032182i,0.0018555+4.9999e-05i,0.0014771+0.00067472i,0.0010795+0.00030662i,0.00077704-6.6659e-05i,0.00076148+0.00071266i,-2.4112e-05+0.0008342i,-0.00094805+0.00055378i,-0.00040178+0.00063694i,1.4545e-05+0.00083602i,-8.9154e-05+0.0004165i,-0.00036039+7.3881e-05i,-0.00044935+0.00077945i,-0.00024236+0.00077849i,-0.00031076-0.00038045i,-0.00056775-0.00051786i,-0.00012685-0.00024619i,0.00016497-0.00012975i,2.3475e-05+0.00013949i,0.00022739+0.00023258i
-0.00056946-0.0012884i,-0.00026878-0.00077915i,-0.0011149-7.8162e-05i,-0.00072835+0.00044711i,0.00023023+0.0009016i,0.0010841+0.0013913i,0.0010457+0.00060621i,0.00068377-0.00072144i,-0.0001505-0.00096077i,-0.0011654-0.0008163i,-0.00095796-0.00060857i,-0.00035353-0.00015667i,8.7382e-05-0.00048091i,9.9665e-05-0.00072311i,0.0002195-4.2093e-05i,0.00079451+0.0010685i,0.00058114+0.0012578i,0.00043088+0.00050611i,0.00073868+5.6711e-05i,0.00069405-1.4401e-05i,0.00065123+0.0002759i,0.00088872-0.00022303i,0.0013482-0.00069642i
0.00016836+0.0011105i,0.0010888+0.00054713i,0.0024165+0.00077273i,0.0023351-4.6092e-05i,0.0022189+0.0002004i,0.0017971+0.00064624i,0.00088096+0.00068805i,0.00060969+0.00034399i,0.00079848-0.00035854i,0.00094327+7.5476e-05i,0.00042702+0.00057456i,-0.00016451+0.00033591i,5.9463e-07+0.00026378i,0.00041729+0.00054006i,0.00017265+0.00054466i,-0.00022969+7.2436e-05i,0.00021371-0.00035896i,-0.00013248-0.00040803i,-0.0006151+0.00022775i,6.0704e-05+8.7402e-05i,0.00050072-0.00017384i,0.00053771+0.00026881i,0.00073689+0.0010157i
0.0001871-0.00027922i,-0.0011929+6.4647e-05i,-0.00042531-0.00045042i,-0.00012466-0.00024463i,-0.00047525+0.00052036i,-6.8282e-05+0.00080273i,0.00094345+0.00074126i,0.001797+0.00055923i,0.0018126+0.00052886i,0.001494+0.00022308i,0.001016-0.00093946i,0.0007261-0.00060491i,0.00023033+0.00044436i,-0.00041287+0.00045463i,-0.00019639+0.0004929i,0.00011666+0.00086606i,-9.9132e-05+0.0012374i,2.4689e-05+0.00082465i,-2.5235e-05+0.00046691i,-0.00046358+0.00031342i,-0.00035223-0.00038286i,0.00023909-0.00092271i,0.0006072-0.00068374i
-0.0010587-0.00079907i,-0.00030532-0.0011449i,0.0009951+0.00031093i,0.0015546+0.0015624i,0.00093466+0.0014146i,0.0012312+0.0012228i,0.0010781+0.00021266i,0.00041159-0.00028191i,-0.00010654+0.00017005i,-0.00068978-0.0001518i,2.0688e-05-0.00051828i,0.0006012-6.9573e-05i,0.00070875+0.00034606i,0.00092963-7.7718e-05i,0.00018238-0.00067123i,3.6889e-05-0.00016072i,0.00072723+0.00074506i,0.00078717+0.00090256i,0.00027859-9.7685e-05i,-3.0677e-05-0.00080271i,-0.00012375-0.00073977i,5.2469e-05-0.00013675i,0.00044857+0.00042855i
-0.00011229+0.0016293i,0.00028684+0.0018362i,0.0022199+0.0011046i,0.0030629+0.00077901i,0.0030398+0.0013377i,0.0018019+0.00098007i,0.00019821+0.00033806i,-2.5544e-05+0.00023219i,0.00027315-0.00033999i,0.00074928-0.00066902i,0.00035824-9.4647e-05i,-0.00030756+0.00053237i,-0.00054159+0.00050461i,-0.00042365+0.00026477i,-4.7864e-05+5.1991e-05i,0.00061549-0.00014783i,0.0015158-0.00061164i,0.00090022-0.0011686i,-0.0005164-0.00094565i,-0.00050016-0.00063796i,0.00043284-0.00023016i,0.00062485-0.0004501i,-0.00043356-0.00014289i
-0.00055956+0.0016686i,-0.00132+0.00082453i,-1.72e-06+0.0007291i,0.00081959-2.5037e-05i,0.00091747-0.00084061i,0.0010166-0.00030835i,0.0013352+0.00038229i,0.0012156+0.00050761i,0.00026493-0.00057538i,-0.00071605-0.0010799i,-0.00099149-0.00044221i,-0.00077646+0.00023718i,-0.00052208+0.00028183i,-0.00077625+0.00031359i,-0.0013139+0.00065196i,-0.00133+0.00039565i,-0.00066093-0.00011906i,-0.0005735+0.00023129i,-0.00033562+0.00058447i,0.00014803+0.00012582i,0.00026791+0.00023153i,0.00010236-0.00042665i,6.7358e-06-0.0012829i
0.00051164-0.00073171i,0.00066598-0.0010448i,0.00015182+0.00019242i,-6.5281e-05+0.0013268i,0.001461+0.0015311i,0.0026693+0.0021203i,0.0021281+0.0018939i,0.0011585+0.00098208i,0.0011717+0.00031144i,0.0012645+0.00022556i,0.0009447+8.8127e-05i,0.0008393-0.0002624i,0.00042581-0.00024294i,9.3257e-05-9.9196e-05i,3.1568e-05-0.00034243i,0.00024275-0.00013602i,0.00032155-0.0004643i,4.6015e-05-0.00066859i,-0.0010647+0.00010004i,-0.0013431+5.8899e-05i,-0.00022585+5.1693e-05i,0.00074457+0.00024167i,0.00070143+0.00016594i
-0.0018363-0.0006885i,-0.0017196-0.0012153i,-0.0015615-0.0011712i,0.00013743-0.0001937i,0.00077122+0.0014403i,0.0003169+0.00213i,0.00068629+0.0012594i,0.00074343+0.00044191i,0.00011413+0.00073512i,-0.00014297+0.0008084i,8.5418e-05-9.6958e-06i,0.00026902-0.0005039i,0.00043111+0.00032786i,0.00046235+0.00066949i,0.00027865+0.00019332i,0.00037727-0.00017241i,0.00042249-0.00054846i,0.00022332-0.00051259i,0.00058906+0.00016073i,0.0012137+0.00036395i,0.0012281-9.9912e-06i,0.00074209+0.00012861i,0.00061219+0.0002221i
0.0022606-2.4818e-05i,0.0026574-0.0004378i,0.0019475-4.4389e-05i,0.0014568+0.00097911i,0.0018263+0.0015442i,0.0016822+0.0015758i,0.0013937+0.0015113i,0.00091278+0.0015051i,0.00051402+0.00081288i,0.00040574-0.00033361i,6.4429e-05-0.00096001i,-0.00012313-0.00016i,4.65e-05+0.00029151i,-0.00029899-0.00049416i,-0.00035684-0.00089974i,8.3674e-05-0.0005826i,3.5885e-05-0.00036231i,9.8126e-05-0.00047057i,0.0001448-0.0010466i,0.00072875-0.00075884i,0.00078565+0.0002549i,0.00032164+0.00019855i,5.5128e-05+5.1311e-05i
3.184e-05+0.0023172i,2.3186e-05+0.0031419i,-0.00015283+0.0023608i,0.00073441+0.0010593i,0.0011215+0.001331i,0.0015661+0.0014352i,0.0017815+0.0007795i,0.00076237+0.00048654i,2.1302e-05+0.00024985i,-0.00097078-0.00032113i,-0.0011024-0.00027645i,-0.00088172-0.00019876i,-0.00065728-0.00024727i,0.00016909-0.00025988i,0.00033991-0.00050951i,0.00010777-0.00049365i,6.2926e-05-0.00016748i,-0.00031179+0.00016431i,-0.00037552+0.00022637i,0.00020546-2.0486e-06i,0.00031166-5.6997e-05i,0.00023883+5.7518e-05i,0.00047848-0.00034259i
-0.0017796-0.00080544i,-0.001709-0.00053426i,-0.00084829+0.0013782i,-0.00027041+0.0024988i,0.0008977+0.0020088i,0.0014887+0.000849i,0.00091156+1.5328e-05i,0.001095+5.0884e-05i,0.0012714+0.0005058i,0.00075519+0.00080637i,-9.6834e-05+0.00037323i,-0.00043062+0.00021183i,-0.00086421+0.00052657i,-0.00023636+0.00070524i,0.00073875+0.00023667i,0.00041801+0.00017601i,-2.0727e-05+0.0006646i,0.00014438+0.00040675i,0.00032578+0.00023581i,0.00065151-0.00011343i,0.00049592-0.00065835i,0.00036924-0.00018576i,0.0011534+2.5866e-05i
0.00098994-0.0003587i,0.00080734-0.00054857i,0.0011509-0.0009359i,0.0013223-0.0011771i,0.00080557-0.00054161i,0.00055546-1.0395e-05i,0.00037123+0.00046189i,0.00068354+0.00039058i,0.0010638+0.00083323i,0.00084677+0.0010511i,0.00025021+4.0119e-05i,-0.00014728-0.00056459i,-0.00041186-0.00017052i,-0.00064614+0.0002226i,-0.00054745+0.00070917i,-0.00037288+0.00083452i,-0.00037835+0.00032786i,-0.00059602-7.7771e-05i,-0.00017801+0.00028367i,8.0834e-05+0.00089963i,-0.00043996+0.00022858i,0.00030091-0.00048507i,0.0011347-3.6578e-06i
-0.00019943-0.00034383i,0.0010712+0.00066216i,0.0019667+0.00065405i,0.00079006+0.00050282i,0.00030482+0.0010803i,0.00090762+0.0024123i,0.00052086+0.001813i,0.00021376+0.00036378i,0.00032838-7.2978e-05i,-0.00028309-7.4564e-05i,-0.00053525+0.00023811i,-0.00076451+0.00095979i,-0.00058262+0.0011764i,-5.6223e-05+0.00091652i,7.5826e-05+0.00066904i,-0.00033987+0.00055511i,-0.0005487+0.00068532i,-0.0002015-3.7123e-05i,0.0008651-0.00039578i,0.0011686-9.6085e-05i,0.00014509+6.9459e-05i,-0.00032223+0.00044332i,-0.00048752+0.00052986i
0.0024629-0.00062852i,0.0024628+0.00061254i,0.0017625+0.0009271i,0.00095462-0.0001897i,0.0010675-0.0004831i,0.0012238+0.00081796i,0.001027+0.0016809i,0.001059+0.00056226i,0.00078955-0.00020207i,0.00058604-0.00014828i,0.00021899-0.0003922i,-0.00029302-0.00016894i,-1.026e-05+0.0010885i,0.00040845+0.00089961i,0.00057553+0.00010973i,0.00034054+0.00023455i,0.00015241+0.00014869i,5.7469e-05-0.00057178i,-5.5085e-05-6.4027e-05i,0.00048631+0.00043808i,0.00059289+0.00035771i,-0.00014357+7.5595e-05i,0.00012114+7.7067e-05i
-0.00055621+0.0010895i,-0.0015876+0.001766i,-0.001574+0.002453i,-0.0011219+0.0024278i,5.345e-05+0.0018449i,0.0011573+0.001543i,0.00087219+0.00098404i,0.001171-9.0731e-06i,0.0010866+0.00014811i,0.00077413+0.00093659i,0.00040287+0.00053169i,-0.00026615-0.00010295i,2.8784e-05-0.0004505i,0.00086289-0.00038249i,0.0011535+0.00074062i,0.0010271+0.0013431i,0.0010519+0.0002182i,0.00070624-0.00089134i,0.00023701-0.001033i,0.00055891-0.00060935i,0.00072972+0.00034859i,0.00093282+0.0003818i,0.0012669-6.9095e-05i
-0.00066191+0.00079945i,3.5566e-06-0.00065496i,0.0017494-0.00078883i,0.0030412-0.0007442i,0.0038333-0.0010381i,0.0023417-0.00096114i,0.00094088-0.00050584i,0.000757+0.00015783i,0.00026897+0.00042196i,-0.00042014+0.00030669i,-0.00033599+0.00022277i,-0.00010265+0.00011291i,-0.00089292-0.0005484i,-0.0013884-0.00074359i,-0.00099963+0.00021863i,-0.00013203+0.00087126i,0.00029485+0.00082735i,-8.892e-05+0.00050388i,-0.00041666+0.00033093i,0.00043972-7.196e-05i,0.00092562-0.00052568i,0.00065455-0.00051294i,4.9986e-05-0.00045076i
0.00078526+0.000454i,0.0014789+0.0004406i,0.0021899-0.00023614i,0.0015062-0.00069035i,0.00043876-0.0002388i,0.000605+4.2637e-05i,0.0012351+0.00024777i,0.00090364+0.0011695i,0.00011672+0.001136i,0.00029227+0.00038104i,0.00043201+0.00025967i,0.00013301+0.00056188i,-8.4656e-06+0.00028631i,4.6574e-05-1.0655e-05i,0.00036263-0.00019998i,0.00011894+0.00020563i,-0.00012406+0.0006116i,0.0002709+0.00054847i,0.00021684+0.00013847i,-0.00022267+0.00049379i,0.00041992+0.00031716i,0.0010555-0.00067548i,0.00083625-0.00059089i
-0.00041013+0.00033925i,-0.00079625+0.0019426i,-0.00085779+0.0037233i,-0.00032402+0.0040254i,0.00025118+0.0035746i,0.0015563+0.0027766i,0.0026369+0.0019944i,0.0019794+0.0014611i,0.000579+0.00078288i,0.00060571+0.00032327i,0.00092865+0.00010098i,0.00026103-0.00012535i,4.3102e-07-0.00041547i,-0.0005762-0.00070645i,-0.00058718-0.00071797i,1.7207e-05-0.00021185i,0.00044542+8.9436e-05i,0.00049128-0.00023361i,0.0006446-0.00069i,0.00044507-0.00085718i,0.00019161-0.00050621i,0.00012246+1.8312e-05i,0.00050926-0.00099323i
-0.0024219-0.0021552i,-0.0026942-0.0013225i,-0.0030569-0.00042632i,-0.0017339+0.00090074i,-0.00038871+0.0012403i,0.00067737+0.0013018i,0.0017614+0.0012671i,0.0022063+0.0005671i,0.001352+7.2387e-05i,-0.00028025+0.0002266i,-0.0011586-5.8791e-05i,-0.00029123-0.00024672i,0.00074796+0.0002378i,0.0014607-0.00039471i,0.0011209-0.0012599i,0.00068728-0.00094071i,0.00064569-2.4521e-05i,0.00044863+0.0004349i,0.00010652+0.00054404i,-0.00015786-6.5825e-06i,0.00025743+5.5908e-06i,0.00040464+0.00022322i,-0.00030117-9.2504e-05i
0.00073176-0.00027578i,0.0018814-0.0002951i,0.0026787-0.00034432i,0.0022017+0.00031192i,0.0012586+0.0017245i,0.00046483+0.001948i,0.00054281+0.00093608i,0.0015629+0.00036567i,0.0011492-0.0002942i,3.6919e-05+0.00011754i,9.6514e-05+0.00048337i,0.00026087-0.00048247i,0.00013854-0.0011263i,0.00049625-0.00081799i,0.00048082-0.00021462i,0.00034044+0.00055162i,0.00039379+0.00085606i,0.00033343+0.00045833i,0.00040914+2.4362e-05i,0.00076178-0.00046166i,0.00078521-0.00063608i,8.0182e-05-0.0004674i,-0.00040932-0.00080234i
0.002355-0.00045582i,0.0026363-0.0002973i,0.002147-0.00046492i,0.0014595+6.3475e-05i,0.0015755+0.001533i,0.0015381+0.0024078i,0.0017091+0.0017383i,0.0012001+0.00060385i,8.3509e-05-0.00059967i,-0.00035457-0.0011419i,9.6852e-05-0.00083032i,3.7486e-05+0.00024373i,0.00043546+0.00069628i,0.00087118+0.00023093i,0.0001146-0.00039601i,-0.0001948-0.00015648i,-0.00010351+0.00042502i,0.00061611+0.00024691i,0.00079787-3.3437e-05i,-0.00012256+0.00067332i,-0.00042083+0.00092428i,-0.00049432-0.00043464i,-0.00089067-0.0015175i
0.00038577+0.00043122i,0.00024776+0.00048501i,0.0004111+0.00094337i,0.00084117+0.0017524i,0.00078704+0.002305i,0.00029844+0.0020944i,0.00015624+0.0020374i,0.00042228+0.0013869i,0.00032649+0.0004759i,0.00035025+0.00014911i,0.00075049+0.00016315i,8.532e-05+6.6588e-05i,0.00016558+6.5161e-06i,0.0009974-0.00047611i,0.00072801-0.000449i,0.00027141+0.00082046i,-0.00035995+0.00088643i,-0.0003475+0.00035377i,0.00023954+0.00064849i,0.0007032+0.0010744i,0.00071824+0.00096136i,-1.6354e-05+0.00051968i,-2.0406e-07+0.00063647i
-0.00014259-0.00042373i,-0.00072949+0.00063483i,-0.0020724+0.00094011i,-0.0016392+0.0011121i,-0.000434+0.0022375i,0.00014875+0.003265i,0.00093527+0.002253i,0.0010184+0.00075748i,0.00020422+0.00035852i,-0.00036228+0.0003974i,-0.00059414-0.0002451i,-0.00014022-0.00018412i,-0.00015364+3.9409e-05i,-0.00040617-0.0002344i,0.0010561-0.00032128i,0.0015096-5.6349e-05i,0.00084677+0.0005653i,0.0010453+0.00023651i,0.0004272+0.00016329i,-0.00024331-0.00020367i,0.00025228-0.00072879i,0.00024698-0.00067561i,-0.00064526-0.00055302i
0.0020061+0.0010067i,0.0032953+0.00047711i,0.0044528-9.653e-05i,0.0031939-0.00025586i,0.0015389+0.00018895i,0.000862+0.00095854i,0.001121+0.00083311i,0.0013054+0.0004027i,9.5572e-05+0.0001428i,-0.00044678-0.00013168i,0.00016537+0.00067597i,0.00046199+0.0011047i,0.00055002+0.001266i,0.00042984+0.00074262i,0.00027309-2.4263e-05i,1.9856e-05+0.00010088i,-7.323e-05+0.00042918i,-0.00029665+0.0010518i,-0.00053682+0.0010336i,2.7502e-05+0.0002199i,0.00065203-0.00027588i,7.7133e-06-2.1539e-05i,-0.00085834+0.00013723i
-0.00050681-0.00036068i,-4.4977e-05+0.0009099i,-0.00016549+0.0012848i,-0.0003625+0.00073473i,0.00012231+0.0009894i,0.00099131+0.0015623i,0.0012702+0.0016062i,0.00029186+0.0010249i,-0.0002547+0.00010057i,0.00024216-0.00041417i,0.00012045+9.7552e-05i,-0.00031017+0.00069994i,-8.7441e-05+0.00044457i,0.00018489-0.00030824i,0.00015125-0.00049117i,-0.00039512-0.00015081i,8.1093e-06+0.00030419i,0.00042627+0.00019763i,2.7668e-05-0.00010111i,-0.00033625+2.7788e-05i,0.00055472+0.00015481i,0.00085521+0.00065692i,-0.00023301+0.00083056i
-5.5575e-05+0.0013049i,-0.0014101+0.0013222i,-0.0018948+0.0015298i,-0.00061837+0.001123i,0.00026362+0.0002999i,-6.1087e-05+0.00092297i,-0.00050509+0.0014572i,-0.0002692+0.00069535i,6.6743e-07+0.0001266i,-0.00050981+0.00019384i,-0.00012257-0.00028557i,9.2126e-05-3.8922e-05i,-0.00037665+0.00064918i,0.00014478+0.00055822i,0.00011397+0.00018017i,-0.00038887-0.00021244i,-0.0005793+0.00031341i,-0.00066398+0.00086749i,-0.00013027+0.00049273i,-0.00019943+0.00027194i,-0.00017332+0.00041804i,0.00039389+0.0006914i,0.00041147+0.00042162i
0.00078567+0.001407i,0.00077047+0.0012193i,0.0012383+0.0013508i,0.0013461+0.0026945i,0.0011592+0.0023282i,0.00093491+0.0014841i,0.00071218+0.0011447i,0.00070945+0.00025484i,0.0011075-0.00058633i,0.001127-0.00026327i,0.00044661-9.6568e-05i,-2.7288e-05-8.8341e-05i,-0.00018399+2.6706e-05i,-0.00039616-0.00022736i,-0.00019626-8.5848e-05i,-0.00026775+1.7047e-05i,-0.00031786+0.00031949i,-0.00017493+0.00022373i,0.00016433-8.4641e-05i,0.00049816-0.00026476i,0.0015448-2.125e-05i,0.0018785+0.00023701i,0.00062503+9.1156e-05i
0.0008796+0.00039409i,0.00012515+0.00063017i,0.00073526+0.0015557i,0.00077105+0.0010891i,0.00067136+0.00061823i,0.0012038+0.0012884i,0.0011277+0.0014997i,0.0011836+0.00066621i,0.0011348-0.00030937i,0.00085631-0.00084131i,0.00015327-0.0010164i,-0.00078892-0.00094935i,-0.0001436-0.00018922i,0.00080782-0.00013471i,0.00070108-0.00019023i,-6.9057e-07-0.00010161i,1.8595e-05+0.00020002i,0.00068144+0.00016047i,0.0012671-0.00011189i,0.00094412-0.00011219i,0.00035106-9.7245e-05i,1.0487e-05+0.00011746i,-0.00011651-2.0178e-05i
0.001182+1.32e-05i,0.0009063+0.00035926i,0.002136-0.00021291i,0.0025908-0.00085701i,0.0018569-0.00017841i,0.0014115+0.00067672i,0.0016823+0.0013546i,0.0010266+0.0015236i,0.00016904+0.00084695i,0.00014521+0.00029242i,0.00053088-0.0001963i,0.00029887-0.00037117i,3.8132e-05+0.00041902i,4.7594e-05+0.00078039i,0.00024774+0.00038518i,0.00027016+0.0005569i,0.00018269+0.00071682i,0.00041166+0.00067901i,0.00022191+0.00061279i,-4.3769e-05-0.00011566i,0.00025627-0.00059271i,0.00055672-0.00040483i,0.00046899+1.4737e-05i
0.0007439-0.0010688i,0.00065538-0.00018039i,0.00079612+3.1591e-05i,6.6299e-05+0.00065942i,7.6802e-05+0.0020342i,0.00030483+0.0025788i,0.00090904+0.0010687i,0.0013832+0.00060171i,0.0011178+0.00050761i,0.00065593+0.00013191i,-0.00012352+0.00041845i,-0.0001249+0.00043848i,0.00023263-6.3154e-07i,-0.00010801-0.00014536i,0.00027881+8.7377e-06i,0.00053348+0.00026132i,-0.00014203+5.4551e-05i,-0.00010787-0.00080029i,0.00032575-0.00047896i,-0.00014284+0.00018081i,-0.00013627-0.00045871i,0.00046182-0.00068884i,0.00031573+0.00022751i
-0.00048699+0.00011737i,-0.00096752+0.0002171i,-0.00070768+0.00075461i,-6.2101e-05+0.0015436i,0.00039266+0.0015379i,0.00029477+0.00039658i,0.0014927+0.00042309i,0.0019101+0.0005143i,0.001093-6.1668e-05i,0.00038599-0.00048865i,-0.00026665-0.00061115i,-0.00069607-0.00010787i,-2.4573e-05+9.5848e-06i,0.00044519+9.8135e-05i,-0.00024745+0.00073295i,-0.0008553+0.00080369i,-0.00027226+0.00025938i,0.00036869+0.00025385i,0.00047113+0.00038822i,0.00083578+8.8233e-05i,0.0013984-0.00014885i,0.00031224-0.00026322i,-0.00083404-5.8543e-05i
0.0016381+7.8884e-06i,0.0025495+0.0013176i,0.0013817+0.0016918i,0.00025812+0.00048942i,-0.00042735-0.00076021i,0.00018471-0.00010281i,0.0010382+0.0009516i,0.0011089+0.00096037i,0.00087893-0.00016006i,0.0003-0.0012029i,-0.00051284-0.00064204i,-0.00069644-0.00041819i,-0.00045203-0.00045074i,7.0407e-06+0.00034264i,-0.00020943+0.00061298i,-0.00019959+0.00059305i,0.00013375+0.00085502i,-0.00031625+0.00062174i,-0.00026664+0.00027914i,0.00018327+0.00057295i,0.00069607+0.00042119i,0.00056392-0.00055103i,-0.00052676-0.00049148i
-0.00082321+0.00078392i,-0.00086982+0.0019208i,0.00044147+0.0012562i,0.0011412-0.00011808i,0.00088119+0.00016434i,0.00066148+0.0010779i,0.0013372+0.0011778i,0.0012694+0.00061984i,0.0007141+0.00062202i,-7.6877e-05-0.00012195i,-0.00047284-0.00016097i,-0.00042328+0.00050634i,-3.5352e-06+0.00032715i,0.00032582+0.00088241i,-0.00013945+0.0015389i,-0.00046604+0.0011242i,-0.00078137+0.00044372i,-0.00061335-0.00033739i,0.00028452-8.8141e-05i,0.00023878+0.00052874i,0.00050698-0.0001152i,0.00086337-0.00032095i,0.00043805-0.00024037i
-0.0010957-0.00077935i,-0.00017143-0.0022698i,-7.8827e-05-0.0022714i,-6.1528e-05-0.00066976i,0.001165+0.0015151i,0.0024943+0.0014561i,0.0021762+0.00079249i,0.0012424+0.00059284i,0.00020804-0.00019338i,-0.00049571+9.738e-05i,4.2453e-05+0.00018271i,0.0006358-0.00045377i,0.00065488-5.775e-05i,0.00045089-5.335e-05i,0.00024866+0.00017018i,-0.00026356+0.00067987i,-0.00058598+7.4439e-05i,-0.00062931-0.00023662i,-0.00085112-0.00020695i,-0.00013631+0.00015488i,0.00059223+0.00094024i,0.00035541+0.00092687i,-0.00037607+0.00029391i
0.00074094-0.00047446i,0.0015449+0.0010032i,0.0009485+0.0028316i,-5.2515e-06+0.0030536i,-0.00059565+0.0021356i,0.00014922+0.0022488i,0.00084783+0.0026335i,0.00042524+0.0018649i,3.7837e-06-0.00027614i,3.3967e-06-0.00096778i,0.00030789-0.00029577i,0.00045817+0.0010141i,0.00023066+0.0015697i,-2.7449e-06+0.00067849i,0.00017944-0.00015587i,0.00076122-5.7541e-05i,0.0006722+0.00094452i,0.00012202+0.0014143i,-0.00051038+0.00022551i,-0.00020138-0.00033876i,0.00016158+0.00034522i,-9.0068e-05+8.2276e-05i,-0.00034962-0.00052496i
0.001421+0.00089331i,-1.5836e-05+0.0014025i,-4.9258e-05+0.00078529i,0.00020427+0.00016563i,-0.00016675+0.00030894i,-0.00029721+0.00054933i,0.00062308+0.0013468i,0.00096584+0.00082551i,0.00078778-0.00049155i,0.00037235-0.00056466i,-8.5688e-05-0.00035183i,0.00019162-0.00021385i,0.00038121+5.1278e-05i,-0.00097417+0.00067265i,-0.0013145+0.0011587i,-0.0006732+0.0010588i,-0.00073675+0.0008367i,-0.0007137+0.00016601i,5.646e-06-0.00025639i,0.00010866+0.00030056i,-0.00018072+0.00095163i,0.00045731+0.00075547i,0.00086204-0.00025521i
0.0002066-4.7838e-06i,0.00060884-0.00024716i,0.00099255+0.00037367i,0.0017019+0.0011334i,0.0023634+0.0010006i,0.0027596+0.00077351i,0.0021251+0.00088704i,0.0013829+0.00041274i,0.0011194+0.00014456i,0.00064452+0.00061122i,-0.00019018+0.00072187i,-5.4953e-05+0.00036147i,-0.0003235+0.00033334i,-0.00019061+3.579e-05i,0.00041004+0.00011092i,7.4357e-06+0.0001835i,-0.00014623+4.1907e-05i,0.00034191-0.00029342i,0.00051542-0.00080528i,0.00022075-0.00087843i,0.00023602-0.00024008i,0.00022138+0.00027753i,0.0001344+0.00032875i
0.0013863+0.00086635i,0.001532+0.0005488i,0.001229-0.0010459i,0.0011064-0.0014366i,0.0014526+0.00019736i,0.001332+0.0016204i,0.00083737+0.0024039i,0.00084798+0.0023031i,0.00091474+0.0006244i,0.00048579-0.00084337i,-0.00011275-0.0008572i,-0.0002828+0.00033612i,0.00043994+0.0012957i,0.00071081+0.00086849i,1.8494e-05+0.00017825i,-3.6401e-05+0.0005005i,0.00015682+0.00099273i,4.2275e-05+0.0005973i,-0.00015801+0.000671i,-7.7238e-05+0.0006429i,9.1399e-05-0.00060995i,-0.00051713-0.00045058i,-0.00083815-3.9439e-05i
1.8454e-05-0.00033542i,5.6696e-05+0.0015487i,-6.946e-05+0.0029218i,-0.00043537+0.0037882i,-0.00070738+0.0034001i,-0.00019526+0.0023556i,0.00039052+0.0019899i,-0.0001502+0.0015608i,0.00030326+0.00038878i,0.00042235-0.00010624i,-4.2179e-06-0.00046238i,0.0013754+5.5325e-06i,0.0012522+0.00030736i,0.00026543+0.00032701i,0.00055748+0.00089923i,0.0011735+0.0014468i,0.00097839+0.0012897i,4.3771e-05+0.00072874i,-0.00049493+2.7606e-05i,-0.00023338-0.00033683i,-0.00010349-1.367e-05i,-0.00042691-0.00017118i,-0.000762-0.00024514i
-0.0014134-0.00052373i,-0.00061693-0.00036979i,-0.00104+0.0011584i,-0.00091859+0.0016644i,0.00024981+0.001241i,0.00012671+0.0015082i,1.9578e-05+0.0014308i,0.00043622+0.00041308i,0.00040525+0.00016331i,-0.00015023+0.00047536i,-0.00032949+0.00012839i,-5.7733e-05-0.0003246i,-0.000253-0.00010962i,-0.00055058+0.00074836i,-7.6459e-05+0.001347i,-9.9652e-05+0.0011268i,3.7794e-05+0.0015951i,3.9914e-05+0.0013457i,-0.00078324-0.00030934i,-0.0007963-0.00073452i,-0.00046007-0.0004056i,-0.00067312-0.00019367i,-0.00062562-0.00023278i
