0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
-0.00056279+0.00057904i,0.00022513-0.00045656i,0.00019729-0.0004359i,-0.00080685-0.0010926i,-0.001317-0.0013817i,-0.0010338-0.00063415i,-0.00059918+0.00017682i,-0.00054561+0.00030549i,-0.00041125+0.00019178i,7.2383e-05+9.527e-05i,3.4265e-06+1.9439e-05i,-0.00056073+0.00022298i,-0.00057765+0.0011374i,-0.00061547+0.001615i,-0.00097433+0.00095198i,-0.0007116-5.403e-05i,-0.00047802-5.6285e-05i,-0.00040699-3.1622e-05i,-9.0951e-05-0.00085309i,0.00063775-0.00079675i,0.0011574-4.4155e-05i,0.0010394+0.00080129i,0.00041626+0.00055497i
-0.00012698+0.0012252i,0.00055421+0.0013543i,0.00040355+0.00069506i,-0.0010155-3.1618e-05i,-0.0022114-0.0004679i,-0.0023086+0.00032252i,-0.001786+0.00086575i,-0.00069645+0.00042218i,0.0004079+0.00032331i,0.00045739+0.00069202i,0.0003309+0.0010697i,1.3206e-05+0.0010578i,-0.00038447+0.00074225i,0.00013655-3.1632e-05i,0.00050573-0.00092111i,-2.0665e-05-0.00029419i,-5.3752e-05+0.00036463i,5.2943e-05+0.00027904i,0.00035997+0.00026232i,0.00059831+4.8839e-05i,-0.00015773-0.00031871i,-0.00065337-0.00010621i,-0.00023981+0.00044368i
0.0016933-9.3858e-05i,0.0019534-0.0012855i,0.00070419-0.0019437i,-0.0010191-0.0021095i,-0.0018297-0.0013842i,-0.0018603-8.0138e-05i,-0.00076061+0.00047435i,0.00047992+0.00088827i,0.00068107+0.0011944i,-6.8049e-05+0.00017335i,-0.00033764-0.00057621i,1.1674e-05+0.0002505i,-2.8124e-05+0.00041631i,0.00025022+0.00028466i,-0.00015163+0.00053265i,-0.00078023+0.00042457i,-0.00079673-0.00015042i,-0.00047041-0.00045056i,0.00012594-0.00042357i,0.00014843-0.00059819i,-0.00025354-0.0012799i,-0.00023471-0.0016916i,-0.0001701-0.0012034i
0.0020395-0.00088643i,0.0024376-0.0011932i,0.001623-0.0017578i,-0.00012843-0.0017047i,-0.0016776-0.0012547i,-0.0019774-0.00093748i,-0.0010974+8.7369e-06i,-0.00035244+0.00056938i,-0.00032722+0.00049804i,-0.0010954+0.00011559i,-0.0010542+8.1555e-05i,0.00012389+0.00077406i,-0.00020147+0.00084943i,-0.00086956+0.00033652i,-0.00046908-0.00051902i,-8.2124e-05-0.00093366i,8.3305e-05-0.00059912i,0.0001346-0.00023287i,-0.00038218+0.00025983i,-0.00060301+7.3715e-05i,-0.00014613-0.00024124i,-0.0002753-0.00052363i,-0.00032917-0.0004802i
-0.00042218+0.0021216i,-0.00020352+0.0019764i,8.545e-05+0.0016001i,-0.00024716+0.00046557i,-0.00050852-0.00054526i,0.00015725-0.0011838i,0.00029678-0.0013496i,-0.00056957-7.6814e-05i,-0.0013796+0.0010346i,-0.00092517+0.00097842i,-0.00010612+0.00024619i,0.00036961-0.00087666i,0.00058136-0.00075706i,0.00085236-2.4945e-05i,0.00098864-0.00011724i,0.00048278-0.00041411i,0.0001618-0.00074969i,-0.00026601-0.00033051i,-0.00016703+0.00050114i,8.0869e-06+0.00092425i,-0.00037343+0.00051747i,0.0003863+0.00022519i,0.00060915+6.7308e-05i
0.0012212-0.0012126i,0.0021546-0.0017069i,0.00052255-0.0017566i,-0.00098332-0.00068283i,-0.0015929+0.00045952i,-0.0016828+0.001241i,-0.0006223+0.0018472i,-0.00040023+0.001368i,-0.0014453+0.00032729i,-0.0014548+6.348e-05i,-6.8697e-05+0.00059985i,0.0011062+0.0007595i,0.00074929-0.00017387i,-0.00027813-0.0011604i,-0.00058172-0.00090749i,-0.00055787-0.00044331i,1.2638e-05-0.00079937i,-0.00011702-0.00090364i,-0.0010222-0.00010533i,-0.00090286+0.00027803i,-0.00018491+0.00030229i,0.00011035+0.00036786i,0.00066331+0.00023312i
-0.0014776+0.0001172i,-0.00017505+0.0012157i,0.00050215+0.00087649i,2.9139e-07-0.00064504i,-0.00093073-0.00099636i,-0.0012419-0.00016317i,-0.00083246+0.00084028i,-0.00034949+0.0008763i,-0.00028715+0.00037371i,-0.00017677+0.00020727i,0.00042166+0.00039472i,0.00033095+0.00010879i,0.00031508-0.00046754i,0.00012539-0.00021824i,0.00051477-0.00011523i,0.0005862+0.00014094i,0.00012801-0.00037302i,-1.3803e-05-0.00022467i,-0.00037803-0.0001784i,-0.00076834-0.00022143i,-0.00097874+0.00010624i,-0.0014219-0.00049211i,-0.0013373-0.00030628i
-0.00036828+0.0026027i,0.00094404+0.0017248i,0.0014827+0.00098788i,0.00032853+0.0016512i,-0.00094519+0.0014039i,-0.0014974+0.00055958i,-0.0014751+0.0002754i,-0.0015073-6.5661e-05i,-0.0010827-0.0004138i,-0.00040035-5.4831e-05i,-0.00050408+0.00032334i,6.4245e-05+0.00021171i,0.00078713-0.00037375i,0.00056484-0.00071647i,0.00021583-0.00084818i,0.0006395-0.00059641i,0.00036056-0.00017612i,-0.00064015+2.8121e-05i,0.00038584+5.8598e-05i,0.0014074-0.00011967i,0.00068231-0.00019621i,-0.00022791-0.00047455i,-0.00075938-0.00097516i
0.000885+0.00085564i,0.0010336+0.0007984i,0.00022844+0.00055854i,-0.00091806+0.00023473i,-0.0021271-0.00018122i,-0.0024535+7.3191e-05i,-0.0016119+0.00023451i,-0.00044001-0.00022117i,0.00029283-9.8039e-06i,0.00062834+0.00056363i,0.00024241+0.0010972i,-0.00044384+0.00087087i,4.0477e-05+0.00010912i,0.00012964-6.4111e-05i,-0.00025518-1.529e-05i,5.8625e-05-0.0011582i,0.0001185-0.0015152i,1.7275e-05-0.00063052i,-0.00025541-0.00020721i,4.1069e-05-9.89e-05i,5.9212e-05+0.00044554i,-0.00038102+0.00042521i,-0.00060829+0.00039924i
2.6833e-05-7.0648e-05i,0.0003073-5.9027e-05i,-0.00071228+0.00068886i,-0.00096462+0.00048925i,-0.00055219-0.00076423i,-0.00083823-0.00043827i,-0.00051682+0.00027268i,0.00013326+0.00020688i,0.00021866+0.00030874i,0.00027509+0.00051582i,-2.9012e-05+0.0003858i,-0.00040884-8.6053e-06i,-7.833e-05-0.00017674i,4.8611e-05-0.00022726i,-0.00014322+0.00045854i,-0.00075255+0.00093456i,-0.0012712+0.00051773i,-0.0010819+6.7482e-05i,-0.00084397-0.0006186i,-0.00010321-0.0008184i,0.0006531+0.00016512i,0.00083308+0.00029624i,-4.6508e-05-0.00019834i
-0.0011059+0.0019579i,-0.00044763+0.001909i,0.00037022+0.00064231i,-0.00053606-0.00062479i,-0.0021694-0.0010005i,-0.0028017-0.00046261i,-0.0023045+0.00047531i,-0.0016626+0.00093541i,-0.0010163+0.00056896i,-0.0011916+0.00038153i,-0.00057498-0.00035839i,0.00015328-0.00045914i,0.00018388-0.00083439i,0.00043504-0.00081472i,0.00039458+0.00040442i,0.00081721+0.001062i,0.00019745+0.00050442i,-0.00011436-0.00032662i,0.00040176-0.00075373i,-0.00023876-0.0010528i,-0.00035129-0.0015209i,0.00015771-0.0010209i,0.00033808-0.00071863i
-0.0002311+0.0013003i,0.00049434+0.00056875i,0.0014109+0.00023956i,0.00069531+0.00021416i,-0.00013987+0.00084241i,-0.00034127+0.0010449i,-0.00071288+0.0010326i,-0.00044742+0.00087164i,-0.00010783+0.00046908i,5.0117e-05+0.00080359i,0.00099145+0.00090489i,0.0012412+0.00062713i,0.00082638+0.0008684i,0.00037179+0.00050008i,0.00063137-0.00043292i,0.00028689-9.432e-05i,-0.00057701+0.0007537i,-0.00032417-7.4855e-05i,-0.00014526-0.0011501i,-0.00011631-0.0007077i,0.00034495-0.00022964i,0.00035921-0.00022653i,-0.00033873-0.00031752i
0.0015831+0.0012069i,0.0023293+0.0013235i,0.0029496+0.00034737i,0.0016343-0.0013619i,-0.0015433-0.0011879i,-0.0028316+0.00010014i,-0.0020531+0.00055172i,-0.001606+0.00018945i,-0.00097058-0.00052477i,-0.0001972-0.0011458i,0.00042301-0.00043581i,0.00022817+0.00016687i,2.0206e-05+0.00020109i,0.00035534-8.121e-05i,0.00071011-0.00085097i,0.00064884-0.0011078i,0.00017892-0.00072273i,-0.00047132-0.00058615i,-0.00020864-0.00052523i,0.00025014-0.00026857i,-0.00045779-0.00027259i,-0.00055249-0.00063443i,0.00028701-0.00050261i
0.0024516-0.0026286i,0.0019693-0.0020926i,0.00019293-0.0016796i,-0.0020877-0.002011i,-0.0029619-0.0016924i,-0.0022074-0.00036231i,-0.00089256+0.00071007i,-0.00066598+0.0013281i,-0.00084866+0.00085731i,-0.00020384+0.00030423i,-0.00041813+0.00032208i,-0.0011983+0.00017364i,-0.00086219-7.1025e-05i,-0.00019093-0.00014399i,-0.00070908+2.178e-05i,-0.0013557+0.00027479i,-0.00088032+0.00029046i,0.00048098+0.00046069i,0.00092208+0.0006184i,0.00054219-1.3956e-05i,0.00011243+9.1818e-05i,-1.9898e-05+0.00042555i,-0.00056194-0.00039604i
0.0016553-0.00088977i,0.0014603-0.00097259i,0.00058646-0.0018184i,-0.00016135-0.0012677i,-0.00084086-0.00014845i,-0.0008743+0.00021846i,-0.00071035+0.00046557i,-6.2909e-05+0.00084691i,2.1348e-05+0.00068016i,-0.00049284-7.9701e-05i,-0.00072669+0.00023275i,-0.00052309+0.00068426i,-3.9894e-06+0.00046104i,0.0003695-0.00014059i,0.00015453-0.00073967i,0.00015938-0.0012891i,-0.00010283-0.0010072i,-0.00043604-0.00018782i,-0.00035876+0.00031512i,0.00013255+1.346e-06i,0.00013767-6.4037e-05i,-0.00051678+0.00034237i,-0.00087448-0.00012336i
0.0008105+0.0013307i,0.0015737+0.00031326i,0.0010439-9.5105e-05i,-0.00084775-0.00087324i,-0.0012815-0.0015665i,-0.001298-0.0010307i,-0.0013469+0.00031394i,-0.00095268+0.0010117i,-0.0008921+0.00058468i,-0.0010441+0.00069914i,-0.0013255+0.00064946i,-0.00082214+0.00045662i,1.6054e-05+0.00019427i,0.00021322+4.4767e-05i,0.00038551+0.00045233i,0.00020103+0.0007574i,4.8614e-05+0.0006681i,0.00055779+0.00031232i,0.00058909-0.00030821i,0.0001749-0.00042551i,1.1631e-05-8.7084e-05i,-1.9622e-05-0.00041069i,1.5294e-05-0.000332i
0.0002656-0.00065577i,0.00087273-0.00041792i,2.119e-05+1.3309e-05i,-0.0010363+0.00023784i,-0.0016748+0.00053626i,-0.0010792+0.00022662i,0.00018989-0.00041158i,0.00020864-0.00063365i,-0.00058115+2.4676e-05i,-0.00082719+0.00041999i,0.00047484+0.00037174i,0.0011508+0.00064198i,0.00066525+0.00019751i,0.00043424-9.2929e-05i,9.8265e-06+0.00062606i,0.00029998+0.00077104i,0.00051593+0.00043879i,0.0001241-8.803e-05i,0.00065406+0.00018185i,0.00084886+0.00085756i,-7.5399e-05+0.00025398i,-0.00068714-0.00077036i,-0.0004344-0.00095524i
-9.0471e-05+0.00016323i,0.00053851+0.0002546i,8.8467e-06+0.00040812i,-0.0009417-9.4861e-05i,-0.0013423-0.00033524i,-0.0010908-0.00070987i,-0.0010285-3.2312e-05i,-0.0010694+0.00079699i,-0.001238+0.00040508i,-0.0010075-0.00020124i,0.00012549-0.00069537i,4.3896e-05-0.00054281i,-0.00027516-0.00033556i,0.0001996+0.0002829i,9.8188e-05+0.00066725i,-0.00031717+0.00022312i,0.00011357+0.00026155i,0.00053569-0.00027543i,5.5806e-05-0.00037392i,-0.00019096+0.000229i,-0.0001228+0.0003189i,0.00018061+0.00017068i,-0.0001766-0.00032517i
-0.00074628-0.0022563i,-0.00068138-0.0020072i,-0.0013095-0.0012622i,-0.0024603-0.0016447i,-0.0026968-0.001507i,-0.0025744+0.00026815i,-0.002053+0.0013105i,-0.0011059+0.0012588i,-0.001602+0.0013637i,-0.0017252+0.0018805i,-0.001245+0.0020268i,-0.00076355+0.0013218i,1.0796e-05+0.00086366i,0.00035145+0.0011891i,-0.00042594+0.0012842i,-0.00085225+0.00098863i,-0.00021311+0.00084586i,2.0643e-05+0.00047955i,9.5657e-06-9.783e-05i,0.00010916-0.00010889i,0.00013143+0.00011838i,-0.00013284+0.00025647i,-0.00076298+0.00049893i
0.0013304+0.0010134i,0.0017687-0.00022132i,0.001115-0.0018915i,-2.8518e-05-0.0026949i,-0.0007551-0.0015872i,-0.0012536-0.00062575i,-0.0019508-0.00061286i,-0.001239-0.00032686i,0.00016136-3.5985e-05i,0.0003616+0.00022527i,0.00034961-0.00011208i,0.00028703+0.00019951i,0.00060471+0.00040913i,0.00068874-0.00024992i,0.00040798-0.0006674i,-0.00030891-0.001i,-0.00072488-0.00087142i,4.7733e-05-0.00046644i,5.6767e-05+8.4856e-06i,-0.00045094+0.00018009i,-0.00019807-0.00045095i,0.00059868-0.00048892i,0.00083823+0.00011923i
-0.00080176+0.001036i,0.0010097+0.00082611i,0.00094494-0.00042316i,-0.00016016-0.00082908i,-0.0016114-0.00058156i,-0.0032856-0.00076705i,-0.0020419-0.0002153i,0.00024636+0.00014667i,0.0013494+0.00054225i,0.0011002+0.0010326i,-0.00012538+0.00044992i,-0.00012964+0.00044921i,0.00016598+0.00049026i,0.00066437-0.00065254i,0.0013474-0.00074628i,0.00059473+0.00029721i,-0.0004111+0.00054286i,2.4178e-06+1.9602e-05i,0.00059215-0.00010964i,0.00044447+2.0962e-05i,-7.2237e-05-7.4719e-05i,-0.00052558+0.00027578i,-1.8858e-05+0.00020393i
-0.00090234+0.00071207i,-0.000308+0.0005593i,-0.00018121+0.0008295i,-0.00079771+6.1711e-06i,-0.0013823+0.0001955i,-0.0013829+0.0011212i,0.00039847+0.00045056i,0.00093491+0.00038388i,-0.00035112+0.0011616i,-0.00041359+0.00064885i,0.00015257+0.00032152i,5.4105e-05-0.00019002i,0.0011151-0.00085066i,0.0014139-0.00069143i,-0.00026746-0.00063268i,-0.00081951-0.00072008i,-0.00011519-0.00031662i,0.0003485-4.9897e-05i,0.00067665+8.9852e-05i,3.692e-05+0.00052704i,-0.00054846+0.00085442i,-1.096e-05+6.0202e-05i,0.00058936-0.00031249i
0.0024184-0.0010136i,0.001871-0.0025923i,0.00092764-0.0026228i,-0.00046187-0.0019987i,-0.0012063-0.0018028i,-0.0009173-0.00041565i,-0.0013503+0.00044073i,-0.0012872-0.00019768i,-0.001057-0.00021785i,-0.001005+0.00028242i,-0.00065241+0.00063169i,-0.0012795+0.00085999i,-0.0013113+4.8626e-05i,0.00015249-0.00091654i,0.00033914-0.00068396i,0.00021284-0.00032407i,0.00064851+0.00025967i,0.0001686+0.0006308i,2.2487e-05+0.00013473i,0.00043659-3.9996e-05i,0.00045502+0.00011447i,0.00070096+0.00057408i,0.00060726+0.001018i
-7.1333e-05+0.00048259i,0.0010545+0.00043364i,0.00075972-0.00057183i,-0.00017983-0.0011631i,-0.000648-0.0006466i,-0.0015672+1.9806e-05i,-0.0012778+0.00035682i,-0.0005642-0.0002089i,-0.00067368-0.00045494i,-8.6848e-06+4.2221e-05i,-0.0002723-0.00012996i,-0.00017032-0.00024658i,0.0002629-0.00030951i,0.00018231+0.00031543i,-0.00047082+0.00034816i,-0.00054298+2.5245e-05i,-0.00021499-0.00054587i,-0.00047304-0.00079632i,-0.00016232-0.00023404i,0.00033443+0.00031239i,0.00030261+0.00048086i,0.0004145-6.9153e-05i,0.00032778-0.00059384i
-0.0016756-0.00083682i,0.00034063+0.00053974i,0.0013132+0.0005696i,-0.00033899+0.00046459i,-0.0019467+0.00069571i,-0.0023164+0.00067192i,-0.001721+0.00063317i,-0.00097717+0.00097021i,-0.00053193+0.00067831i,-0.00055824-5.2195e-05i,-0.00024118+0.00055489i,-7.5143e-05+0.0010344i,0.00019969+0.00054807i,0.00044505-0.00030441i,0.00014944-0.00078876i,0.0003455-0.0012065i,0.00024441-0.00086769i,-0.00047512+0.0004107i,-0.00062852+0.00074941i,1.6792e-05+0.00065154i,0.00027898+0.00080384i,0.00037089+0.00092543i,0.00067695+0.00034972i
0.0016133+0.0028587i,0.0015706+0.0012434i,0.00069527+0.0010341i,-0.00046701+0.00087259i,-0.0017271-0.00088918i,-0.0020685-0.0015694i,-0.0017264-0.00044321i,-0.0016084+0.00030909i,-0.0013899+0.00049335i,-0.00033237+4.2145e-05i,0.00090283-0.00039909i,0.0009976-6.7063e-05i,0.00047556+0.00015818i,0.00067315+5.5484e-05i,0.0007594+0.00051435i,0.00061981+0.00049748i,0.0012347+0.00032077i,0.0012201+0.00038139i,0.00053841-4.6906e-05i,0.00065699+0.0001614i,0.0009228+0.00070252i,0.00011751+0.00089965i,-0.00020715+0.00067422i
-0.0017773+0.00056152i,-0.00063552+5.2066e-05i,-3.7061e-05+8.8018e-05i,-0.0010739-0.00034744i,-0.0014071-0.00045006i,-0.0005817-0.00035977i,-0.00076233+0.00044815i,-0.0015264+0.0010453i,-0.0010293+0.00060003i,-0.00036426+0.00053315i,-0.00041073-6.6369e-05i,0.00013507-0.00016873i,4.7237e-05+0.00049947i,-0.00046577+0.00029282i,-0.00045601+2.7713e-05i,-0.00059794-0.00037866i,-0.00044968-0.00047192i,-0.00040931+3.837e-07i,-0.00039969-0.00046692i,-0.00023419-0.00070447i,0.00018412-0.0004042i,0.00084536-7.2892e-05i,0.00083607-3.6012e-05i
0.0032532+0.0005119i,0.0033768+0.00043076i,0.0020927-0.00038957i,0.00024263-0.0016102i,-0.0010882-0.0020775i,-0.0021725-0.00097449i,-0.0018759-0.0002222i,-0.00034473+0.00018587i,0.00038856+0.00076537i,0.00040351-0.00013425i,9.9784e-05-0.00043099i,-0.0003096+0.00047835i,-0.00012618+0.00062477i,0.00024852+0.00069143i,8.7938e-05+0.0001075i,0.00011215-0.00077244i,0.0001812-0.0007762i,-0.0002388-0.00056683i,-0.00054881+0.00029664i,-0.00050427+0.00082378i,-0.00028761+0.00074916i,-0.00031845+0.00028459i,8.4286e-05+6.5798e-05i
0.00022646+0.003477i,0.0015608+0.0028744i,0.0023109+0.0011613i,0.0013718-0.00016254i,-0.00033628-0.0011418i,-0.00073605-0.0012622i,-0.00065505-0.00016183i,-0.00047429+0.00098268i,0.00061942+0.0010126i,0.00051097+2.2437e-06i,7.5308e-05-0.00027725i,-0.00025628-0.00010935i,-0.0013856+0.00058561i,-0.0010104+0.00051498i,-0.00024208-0.00035345i,-0.00038384-0.00040127i,-7.4462e-05+0.00026141i,0.00059428+2.2514e-05i,0.00057-0.0010643i,0.00014283-0.00097086i,0.00043664-0.00051004i,0.00051286-0.00059966i,-1.9052e-05-0.00064336i
0.0023313-0.00012905i,0.0020749+0.00050181i,0.00097553+0.00033867i,-0.00013056-0.0013565i,-0.0013511-0.0015477i,-0.0016538-0.00015946i,-0.0014506+0.00045536i,-0.0010412+0.00010314i,6.6915e-05-0.00042902i,0.00045615-0.001004i,0.000143-0.001013i,2.8065e-05-0.00014538i,-0.00034438+0.00057942i,-0.00056459+0.00054778i,-0.00047746-0.00022562i,-0.00011408-0.00053351i,-0.00015509+0.00030401i,-3.8985e-05+0.00044447i,0.00075624-0.00059541i,0.0013465-7.7763e-05i,0.0010212+0.0007068i,1.8312e-06+0.00054312i,-0.00045583+0.00046619i
-0.00022178+0.00051683i,0.0012638+0.0010685i,0.001085+0.00083635i,0.0001278+0.00060223i,-0.0011305+0.00028669i,-0.0021274+0.00010977i,-0.0019617+0.00039291i,-0.0015694+0.00080093i,-0.0010891+0.00045087i,-0.00068038+0.00019824i,-0.00025031+0.00070175i,0.00040808+0.00065758i,-0.00013277-1.5407e-05i,-0.0003751-0.00010693i,0.0001659+0.00011754i,-0.00023332+0.00036324i,-0.00063124+0.00044282i,7.0435e-05-0.00016766i,0.00062674-0.00013035i,0.000634+0.0001299i,0.00011628-0.0002207i,-0.00033835+0.00019654i,-0.00072856+0.00045709i
-0.00033744+0.00096815i,0.00042571-0.00029432i,0.00086102-0.00084167i,0.00049474-0.0013257i,-0.00020129-0.00074062i,-0.001512+0.00020503i,-0.001303+0.00038556i,-0.00020444+0.00065545i,0.00022382+0.00083676i,6.9456e-05-0.00018272i,-0.00027814-0.0005795i,-0.00037733-0.00044313i,-0.00038988-0.00059522i,9.9568e-05-0.00061591i,0.0004563-0.00041149i,0.00049628-2.8599e-05i,0.00055337+0.00044421i,2.2756e-05+0.00022538i,-0.00027652-0.00048677i,-0.00046265-0.00020846i,-0.00048559+0.0001358i,-0.00042494+0.00023644i,-0.0006855+0.00075899i
0.0022214+0.00073269i,0.0025067-0.00060068i,0.0012713-0.0011148i,-0.00026683-0.00097824i,-0.0011608-0.0010151i,-0.0013263-0.0012439i,-0.0012181-0.00063702i,-0.0008523+1.8341e-05i,-0.00046876+0.00014559i,-6.9773e-06-0.00025538i,0.0001997-0.00044892i,-6.377e-05-0.00017617i,-0.00036807-7.8926e-05i,5.5929e-05-0.00059466i,0.00041725-0.00023207i,0.0006792+0.00046871i,0.00043258-0.00028993i,0.00040255-0.0010386i,0.00031124-0.00039421i,0.00045016-0.0001022i,0.00088963+2.1973e-05i,0.00060692+0.00054339i,-0.0003524+0.00032825i
-0.00065616-0.0015383i,2.1318e-05-0.0010707i,-0.00063729-0.0010667i,-0.0019969+0.00024786i,-0.0024146+0.0011169i,-0.0017539+0.0010671i,-0.00051223+0.00055508i,0.00042545+0.00044072i,-0.00036448+0.00095037i,-0.00088077+0.00079801i,-0.00062709+0.00068185i,0.00015458+0.000952i,0.00035245+0.0015935i,-0.00019962+0.0011398i,0.00025157+0.00054238i,0.00040324+0.00012102i,-0.00021675-0.00035766i,-0.00043525+2.8549e-05i,-0.00030904-0.00052252i,0.00041719-0.00096314i,0.00051537-0.0002423i,0.0008598-3.7121e-05i,0.0006061-0.00039133i
0.0017565+0.0019723i,0.0023163+0.0007422i,0.002051-0.0011949i,0.000382-0.0025784i,-0.0012592-0.002927i,-0.0024859-0.0018559i,-0.0021912-0.0010539i,2.4869e-05-0.0011729i,0.0014111-0.00046919i,0.0013337+0.00010338i,0.0012587-9.5642e-05i,0.00045013+0.00066117i,1.006e-05+0.0014336i,-0.00043973+0.0007968i,-0.00040472+6.7901e-05i,0.00016893+0.00015292i,0.0003734+3.6616e-05i,0.00041859-0.00012469i,8.7263e-05-5.3599e-05i,0.00013788-7.8288e-05i,0.00016105+0.00010378i,4.7961e-06+0.00021296i,8.8155e-05+0.00019387i
-0.00026878-0.0012578i,-0.0013287-0.00069389i,-0.0023981-0.0011392i,-0.0028858-0.0014347i,-0.0025632-0.000922i,-0.0014588+0.00035923i,-0.00039125+0.0014538i,-0.00074969+0.0011678i,-0.0012044+0.0002506i,-0.00064708-0.00012125i,0.00023149+5.3162e-05i,0.00050424+0.00062843i,0.00084277+0.00057539i,0.00046816-0.00052928i,3.3811e-05-0.0013409i,0.00030764-0.0015856i,0.00037038-0.0011786i,0.00015738-0.00055497i,0.00029637-8.7769e-05i,0.00036268+8.9855e-05i,0.0006961+8.036e-05i,0.00055327-1.488e-05i,-3.9727e-06-0.00095338i
0.0014384+0.002145i,0.0013921+0.0012782i,0.0027078-0.00044315i,0.0016214-0.0020765i,-0.00079451-0.0023924i,-0.0016782-0.0020212i,-0.001497-0.0012368i,-0.00051023-0.0005062i,0.00033127-0.00029656i,0.00056753-0.00032596i,0.00048298+0.00013157i,-0.00018325+2.3054e-05i,-0.00065024-0.00020213i,-0.00013389+2.0611e-05i,0.00041937-0.00012363i,0.00042911-8.6129e-05i,2.1261e-05-0.00016989i,-0.00011214-0.0011643i,0.00031403-0.0015373i,0.00056424-0.00018676i,0.00037519+0.00052912i,0.00029912-6.2566e-05i,-6.469e-05+6.1993e-05i
0.00093079+4.1908e-05i,0.0020362-0.000413i,0.0013524-0.0012452i,-0.0013303-0.0013996i,-0.0030072-8.6107e-05i,-0.0029765+0.00058834i,-0.0024726+0.00068304i,-0.001598+0.00082672i,-0.00084223+0.00057765i,-0.0006297+0.00060024i,-0.00043299+0.00073556i,7.5823e-05+0.00056814i,0.00044851+2.1716e-05i,0.00020859-0.00037343i,0.00025137-0.0007862i,0.00099524-0.00081071i,0.00094098+7.6451e-05i,0.00038361+0.00059838i,0.00024954+0.00015188i,-0.000231-0.00020101i,-0.00050559-0.00048001i,0.00029015+1.1047e-05i,0.00086039+0.00054019i
0.00050876-1.4906e-05i,0.00044484+0.00092602i,0.00099652-0.00018684i,-8.0715e-05-0.0017433i,-0.0010555-0.00080774i,-0.00076574+0.0009628i,-0.0003902+0.0013306i,0.00018851+0.0012726i,0.00059369+0.00061767i,-4.3208e-05-4.1344e-05i,-0.00049618+7.9533e-05i,-0.00049597+0.0011131i,-0.00031165+0.0015445i,-0.00054557+0.00093735i,-0.00039261+0.00025099i,-0.00033431-0.00060797i,-0.00071916-0.0009866i,-0.00026208-0.00061759i,0.00050594-0.00040975i,0.00051508-0.00062895i,0.00012583-0.00011607i,0.00065178+0.00047842i,0.00096965+0.000345i
0.0022739+0.0023955i,0.0011187+0.0018597i,0.00056246+0.00068416i,-0.00054072-0.00046881i,-0.0022517-0.0017829i,-0.0022609-0.0023216i,-0.0015024-0.0013723i,-0.00096502-0.00044506i,-6.9577e-06+0.00053982i,-0.00022299+0.00084771i,-0.00046039+0.00028631i,0.00039727+0.00014314i,0.00044576-0.00011195i,0.00018325-0.00040122i,0.00012734-0.00042358i,-0.00022488+0.00017989i,-0.00061691+0.00039875i,-0.0005326+0.0004031i,0.0005052+0.0005216i,0.0009683+0.00021502i,0.00011621-0.00026979i,0.00025544-0.0010158i,0.000726-0.0011966i
-0.00090805-0.0011592i,-0.0014363-0.0010537i,-0.0014361-0.00083703i,-0.0017376+1.9996e-05i,-0.0019974+0.0010021i,-0.0012074+0.0011129i,5.2385e-05+0.00051273i,-0.00032393+0.00010923i,-0.0014441+0.00070508i,-0.0013781+0.0012763i,-0.00082359+0.0019265i,0.00024007+0.0012742i,0.00019736-8.941e-05i,-0.00014024-0.0001356i,0.00016394+0.00069538i,-5.0342e-05+0.00086942i,-0.00039878+0.00042809i,1.245e-07+0.00038113i,-0.00029497+0.00075671i,-0.00053695+0.00051614i,-0.00035885+0.00017654i,3.5315e-05+0.00015261i,0.0004334+0.00044294i
0.0022919+0.0008822i,0.0021105+0.00062855i,0.0020945-0.0014422i,0.0009249-0.0031998i,-0.00021305-0.0026487i,-0.00083066-0.0011757i,-0.00076661-2.3815e-05i,-0.00074218+7.1934e-05i,-0.00072299-1.6071e-06i,-7.9528e-05+0.00049722i,-0.00033479+0.00057306i,-0.00080582+0.00021714i,-0.00023009+0.00036456i,-0.00021356+0.00047762i,-0.00023536+4.5156e-05i,-1.8144e-05-0.00049581i,-0.0002299-0.00066894i,-0.00044281-0.00027052i,-1.3947e-05-0.00040852i,3.707e-05-0.0005721i,-0.00013781+0.00040637i,-1.9448e-05+0.00038519i,-0.00063622-0.00042976i
