-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
-0.0011417-0.0013552i,-0.0011906-0.001239i,-0.00050642-3.0276e-05i,-0.00075381+0.0010853i,-0.00043862+0.00094554i,0.00094188+0.00049647i,0.001464-0.000797i,0.00058702-0.0016716i,0.00031162-0.0011947i,0.00052935-0.00040698i,0.00035946-0.00076854i,0.00017359-0.0013609i,0.00022278-0.00076231i,-4.4128e-07+0.00080743i,-0.00037628+0.0015103i,0.00010088+0.00084936i,0.00038668+0.00071714i,0.00051322+0.0010744i,0.00027969+0.00078831i,0.00018852+5.8924e-05i,0.00021616-0.00013457i,0.00018306-0.00059693i,-5.563e-05-0.0011622i
0.00083113+0.0011716i,0.00048293+0.0017856i,0.0011267+0.002821i,0.0024177+0.0022958i,0.002958+0.00080953i,0.0017283-0.0010539i,0.00064484-0.0019945i,0.0003947-0.0011096i,0.00045758-6.3415e-05i,0.0010474+7.7703e-05i,0.0015247+0.00019803i,0.0012809+0.00095393i,0.00084614+0.0016939i,0.00078766+0.0012832i,0.00021064+0.0001247i,0.00025793+0.00015498i,0.0003541+0.001076i,-0.00016744+0.0011609i,-0.0001092+0.00086233i,0.0004416+0.00059826i,0.00079868+0.00048006i,0.00086397+0.00037762i,0.00033114+0.00033035i
-0.00050794+0.0020176i,-0.00068947+0.001853i,-0.0004563+0.0011328i,-0.00016444+0.0004031i,-0.00051609-0.00064884i,0.0002324-0.0016392i,0.0017626-0.00193i,0.0012646-0.0015876i,0.00031533-0.0012717i,0.00064354-0.00087489i,0.00027723-0.00045111i,-0.00034352-0.00057017i,-0.00090249-0.00053028i,-0.0012263+0.00038332i,-0.0010361+0.0006031i,-0.00081289+0.00017827i,-0.00024092+0.00016709i,0.00015977+0.00040509i,-8.8057e-05+0.00030825i,-6.868e-05-0.000262i,-0.00058554-0.00049506i,-0.00083769+8.4869e-05i,-0.00033789+0.00066062i
0.0004173-0.0025368i,-7.7307e-05-0.002229i,-0.00010735-0.0016413i,0.00080957-0.00050968i,0.0016183+0.0005478i,0.001517+0.00039261i,0.00093116-0.00081941i,0.00036884-0.00084716i,0.00014922+0.0002175i,-0.00020516+0.00063621i,-0.00034635-0.00045544i,-0.00047434-0.0012645i,-4.1973e-05-0.00026714i,0.00011424+0.000248i,2.6623e-05-3.8413e-05i,0.00063531+0.0002366i,0.00043019-0.0002804i,0.00011228-0.00069433i,0.00041976-0.00070559i,0.00031674-0.0010102i,0.00027025-0.00054746i,0.00016126+9.4702e-06i,0.00010582+0.00056534i
0.0001138+0.0030193i,0.00053032+0.0030293i,0.0015284+0.0024885i,0.001718+0.0010022i,0.0010064-0.00092144i,0.00032828-0.0026172i,0.00022175-0.0022318i,0.00065917-0.0010121i,0.00035611-0.00060336i,0.00012486-0.00087311i,0.0002955-0.0015703i,-0.00045075-0.0010614i,-0.00087288-0.00047323i,-0.00059591-0.0007381i,-0.00036625-0.00057923i,-0.00042662-0.0001724i,-0.00058799+0.00010812i,-0.00032254+0.00015167i,-0.00047803+0.00041423i,-0.00079154+0.00070666i,-0.00047994+0.00099884i,-7.0694e-05+0.00043495i,0.00016862+0.00051023i
-0.0010859+0.00069312i,-0.0010323+0.0015957i,-0.00034117+0.0020923i,0.0012069+0.0022655i,0.0020591+0.00068126i,0.0020555-0.0012592i,0.0015617-0.0006175i,0.00078135+0.00016708i,0.00093703-0.00044741i,0.0007146-0.00072394i,6.0266e-05-0.001133i,-0.00028721-0.0015012i,-0.00022638-0.0011406i,-0.0001769+7.3807e-05i,-9.2648e-05+0.0005942i,-0.00044601+0.00038735i,-0.00071017+0.00052552i,3.9166e-05+0.00033777i,0.00052294-9.6472e-05i,0.00092744-0.00027098i,0.00077233-0.00047879i,0.0010184-0.00026539i,0.00080408+0.0001834i
-0.00070139+0.00010604i,-0.0004319+0.00052124i,-0.00020055+0.00096922i,-0.00092253+0.00099588i,-0.00057413-0.00044297i,0.00061145-0.0014817i,0.0012871-0.0011126i,0.0006507-0.0016505i,-0.00040567-0.0015179i,-0.0003219-0.0010179i,0.00021663-0.00079077i,0.00077648-0.0010692i,0.00071976-0.0006605i,-5.011e-05+0.00043033i,-0.000204+0.0012184i,-0.00065675+0.0010257i,-0.00077603+5.6086e-05i,-0.00030479-0.00014747i,-7.3003e-05+0.00020739i,-4.1569e-05+5.484e-05i,0.00061136-0.00032321i,0.00061393-0.00051015i,6.519e-05-0.000976i
0.00070235+0.0018073i,0.0017947+0.001686i,0.0027+0.0017514i,0.0031558+0.0015767i,0.0028147+0.00012632i,0.00099801-0.00099144i,-0.00011449-0.0004151i,-8.536e-05+0.00047321i,-0.00029857+0.00088388i,0.00014309+0.00056703i,0.00063281-0.00089933i,0.00055191-0.0013818i,-0.00017974-0.00081106i,-0.0010406-0.0012458i,-0.0011635-0.0012338i,-0.0010052-0.00012453i,-0.00011917-0.00026275i,0.00041404-0.00089887i,-1.3628e-05-0.0013266i,-0.00090171-0.00095974i,-0.0014948-0.00029166i,-0.00062829-5.1752e-05i,0.00027081-0.00018876i
-0.0020902-7.4391e-05i,-0.0021418+9.3102e-05i,-0.0012241+0.00098162i,-0.0002587+0.00090167i,7.383e-05-0.00084956i,-8.9824e-05-0.0017302i,0.00012899-0.0013567i,0.00069237-0.00049944i,0.00067779-0.00030527i,0.0010625-0.00082552i,0.00097138-0.0010973i,0.00034092-0.00090111i,0.00036949+0.00025014i,-0.00023377+0.00038976i,-0.00050952+0.00033554i,-0.00032452+0.00018917i,-0.00048268-0.00050312i,3.9288e-05-9.2163e-05i,0.00047313+0.00020873i,0.00058956+0.00027162i,0.00023049-0.00025697i,0.00053174-0.00078975i,0.0011031-0.00034985i
0.00032522-0.00060978i,0.0010331-0.00036708i,0.00079852-0.00029372i,0.00060576+0.00015069i,0.0010578+0.00077803i,0.0011232+5.7051e-05i,0.00085421-0.0013018i,0.0002394-0.0013043i,-0.00015635-0.0010176i,8.1659e-05-0.001239i,0.00064765-0.0012115i,0.0012021-0.0014086i,0.00078511-0.00064874i,0.00012905+0.00091895i,0.00047613+0.0013618i,0.00037372+0.00043004i,0.00016491-4.4081e-05i,0.00020077+0.00043895i,0.00052456+0.00088245i,0.00099583+0.00070743i,0.00079373+0.00019158i,0.00069609-0.00026565i,0.00014878-0.00024515i
0.00083035+0.001473i,0.0010684+0.002681i,0.00065447+0.0016927i,0.00080248-1.7996e-05i,0.0017419-0.00047205i,0.0028744-0.00045158i,0.0025476-0.00024644i,0.0010971-0.0010811i,0.00015482-0.0015287i,0.00020135-0.0012334i,0.00080033-0.00086178i,0.00016867+3.8631e-05i,-0.00067311+0.00016985i,-0.00097154+2.9703e-05i,-0.0009563+0.00050151i,-0.0002298+0.0010866i,0.00035637+0.00047168i,0.00096407-0.00033031i,0.00012147-0.00018866i,-0.00064318-0.00039745i,0.00015097+7.523e-05i,0.00079445+0.0006358i,0.00058799+0.000284i
-3.4276e-05-0.00077009i,-0.00084033+0.00010504i,-0.0011657+0.00086817i,0.00019858+0.0011705i,0.0009617+0.00014006i,0.0010995-0.00059532i,0.00058331-0.0010079i,8.3608e-05-0.0015011i,0.00028572-0.001466i,0.00066342-0.0007111i,0.00026029+0.00043801i,-0.00040937+0.00046319i,-0.0010061+0.00050227i,-0.0010959+0.001039i,-7.4402e-05+0.0006081i,0.00033418+0.00081593i,0.00013986+0.00054113i,-0.00021524-0.00111i,0.00016237-0.0015429i,0.0012057-0.00081464i,0.0007483-0.0013287i,8.0069e-05-0.0019273i,-9.2385e-05-0.0017019i
-0.00037504+0.00086956i,-0.00013491+0.00078706i,-0.00040785+0.0013634i,-0.00019192+0.0010768i,0.0015314+0.00049438i,0.0018598-6.2354e-05i,0.0013137-0.00041325i,0.0010302-0.00019793i,0.00017088+0.00041776i,0.00010879+0.00088249i,-0.00026348+0.0006739i,-0.0011869+0.00017485i,-0.00099739-4.3289e-05i,1.4943e-05+1.4617e-05i,0.00025425+2.7948e-05i,-0.00023999-0.00032247i,-0.00079719-0.00014887i,-0.0011651-0.0001686i,-0.0011293-9.2199e-06i,-0.0010603-0.00026014i,-0.00054286-0.00051383i,-0.00021896-0.00059164i,-0.00018178-0.00032923i
-0.0019789-0.0014931i,-0.00081048+0.00019323i,-0.00038183+0.0011594i,-0.00029242+0.0012866i,0.0004811+0.00017823i,0.00056632-0.0006958i,0.00055811-0.0008252i,0.00071039-0.0014888i,0.0005039-0.0016365i,0.00094867-0.00094924i,0.00080402-0.00052695i,-0.0004847-0.00022594i,-0.0009775+0.00013661i,-0.0011144+0.0002304i,-0.00012693+0.00025501i,0.00099222+0.00054285i,0.00085682+0.00025201i,0.0002988+0.00035621i,-0.00050081+0.00031803i,-0.00058172-0.00030014i,0.00074752-0.0003041i,0.0012577+4.0401e-06i,0.00059192-0.00021803i
0.001791+0.00041098i,0.0011331+0.00054431i,0.0010585+0.0003215i,0.0016591-0.00055797i,0.001316-0.0011192i,0.0010427-0.0013008i,0.0013268-0.0018407i,0.00066609-0.0015564i,-0.00021055-0.00020487i,5.465e-06+0.00030966i,0.00075756-4.8079e-05i,0.00066957-0.00024844i,-0.00065693-0.00062031i,-0.00071338-0.00078966i,-0.00017098-0.00058516i,5.9637e-05+0.00013163i,0.00082787+0.00082469i,0.00079597+0.00056681i,9.7269e-05+0.000495i,0.00034614+0.00013045i,0.0012605-0.0003584i,0.00071749+7.6132e-05i,-0.00028278-0.00011221i
-0.0027377-0.00011718i,-0.002087+0.001147i,-0.001156+0.0015367i,0.00013318+0.0014675i,0.0020206+0.00062094i,0.0027674+0.00014497i,0.001648-0.0005645i,0.0011161-0.00083621i,0.0011391-0.00024619i,0.00041172-0.00090841i,-0.00015742-0.0016077i,-4.9765e-05-0.001862i,0.00028716-0.0014997i,0.00091188-0.00041803i,0.00069994+0.00031609i,0.00017686-4.4602e-06i,0.00043511-0.00054417i,3.6622e-05-0.0007338i,1.6344e-05-0.00066412i,-0.00024314-0.00090484i,-0.00057266-0.0013801i,-0.00016399-0.0013068i,2.8825e-05-0.00040055i
0.001862+0.00027737i,0.001181+0.00088204i,0.0019858+0.00022151i,0.0031881-0.00088827i,0.0018715-0.00087099i,0.00083492-0.00049508i,0.0010853-0.00096324i,0.00070694-0.0013384i,0.00016869-0.00043508i,0.00090092-9.9302e-05i,0.0010246-0.0011927i,0.0006105-0.0017756i,-3.6815e-05-0.0013291i,-0.00073403-0.00048472i,-0.0011656-0.0001187i,-0.0011325-0.00065824i,8.4908e-05-0.00066278i,9.0477e-05-5.5919e-05i,-0.0011191+0.00030941i,-0.0013604-0.00013733i,-0.0012812-6.9952e-05i,-0.001096+0.00040215i,-0.0012582+0.00024905i
-0.00092877+0.0018533i,0.0003325+0.00043948i,0.00055383+0.0015118i,0.00028141+0.0026547i,0.00020656+0.0017065i,0.00049814-0.00040736i,0.00054093-0.0011485i,-0.00025215-0.00036235i,-0.00060442+9.3324e-05i,0.0003833+0.0001976i,0.0012164-0.00042151i,0.00067988-0.00046605i,-0.00028385-0.00067503i,-0.00068151-0.0010475i,-0.00090415-0.00095371i,-0.00016658-0.00065306i,0.00033315-0.00078112i,-0.00031211-0.00054575i,-0.00048753+5.7073e-05i,-0.00017726+0.0009096i,-0.00032+0.0011936i,-0.00069843+0.0007368i,-0.00034854+0.00078268i
9.6431e-05+0.00068827i,-0.0003907+0.00089106i,-0.00041988+0.00036879i,0.00019878+1.3394e-05i,0.00087704-0.00082693i,0.00093922-0.0020833i,0.0011866-0.0023289i,0.0013884-0.001745i,0.00085923-0.0014011i,0.00050564-0.00040328i,7.6682e-06+0.00029869i,-6.1001e-05+0.00054996i,0.00033934+0.0004817i,-1.3768e-05+0.00062884i,-0.00047925+0.0013598i,-0.00011841+0.00053404i,0.00052447-0.00036439i,0.00035567+0.00025014i,0.00097556+0.0006685i,0.0012298+0.0010638i,0.00067292+0.00083041i,0.00018508+0.00058452i,0.00025784+4.1817e-05i
-0.0012901+0.0003529i,-0.00084907+0.00087183i,0.0015176+0.0014477i,0.0019871+0.0015027i,0.0011099+0.0012539i,0.0011621+0.0012313i,0.00087647+0.0002383i,0.00085595-0.0011678i,0.0012178-0.001418i,0.0010638-0.00071112i,0.00069216-0.00020742i,-0.00021627-0.00056193i,-0.00052364-0.00041291i,9.5376e-05-0.00011745i,0.0010345+4.0548e-05i,0.0012025+0.00081953i,0.00059667+0.00092536i,8.8014e-05+0.00023398i,-0.00052929+0.00031336i,-0.00058827+0.0006684i,0.00031373+0.00036051i,0.00074892-0.00011588i,0.00058394-0.00087922i
0.0010588+0.00028994i,0.0013835+0.00053306i,0.002101+0.000566i,0.0026561+0.00031481i,0.0026934-0.00019936i,0.0023879-0.0017078i,0.0010769-0.0020388i,-5.6041e-06-0.0012831i,0.0008543-0.00085707i,0.0020983-0.00038613i,0.0016586-0.00030677i,0.00027978+0.00012027i,-0.00011025-5.3507e-05i,-0.0004157-0.00095596i,-0.00037946-0.00092752i,0.00036929-0.00051735i,-8.0286e-05-0.00036591i,-0.00074343-0.00055503i,-0.0013858-0.00076424i,-0.0015377-0.00039311i,-0.00032212-0.0002547i,0.00028091-6.7273e-05i,0.00045709-0.00035846i
-0.0038499-0.00051336i,-0.0046912+0.00065149i,-0.0041217+0.0022375i,-0.0019384+0.003152i,4.9535e-05+0.0023669i,0.0013611+0.00048679i,0.0020558-0.0007776i,0.0018441-0.0012474i,0.00050353-0.0010999i,-0.00023887-0.00052007i,-0.00018461-0.00029282i,-0.00032641-0.00050344i,-0.00013846-0.00028319i,0.00037539+0.00051146i,0.00025518-0.00052131i,-0.00023394-0.0012739i,-0.00043194-0.00066057i,0.0003658-0.00038781i,0.00073827-9.776e-06i,0.00052041-6.7513e-06i,0.00073108-0.00019963i,0.00047481-0.00071268i,-0.00011052-0.0012314i
0.00074698-0.00056074i,0.0010604-0.00097071i,0.00064557-0.0010655i,7.2949e-05-0.00071488i,0.00074261-0.00024924i,0.0013469-0.000486i,0.0014781-0.00034172i,0.0011523+0.00032953i,0.00022004+0.00061217i,4.1853e-05-0.00025569i,0.0003157-0.00112i,1.509e-05-0.001204i,-2.193e-05-0.00076021i,-0.00035312+6.6131e-05i,-0.0009882+7.8176e-05i,-0.0015116+7.6416e-05i,-0.0013347+0.00041489i,-0.00069152+0.00074613i,-4.4633e-05+0.00056427i,0.00073098-0.00014381i,0.0013312+5.3896e-05i,0.0011859+9.1955e-05i,0.00079339-0.00018524i
0.0011091+0.00034809i,0.00016684+0.00075799i,-0.00018846+0.001125i,-1.9682e-05+0.00018069i,0.00089228-0.00099845i,0.0013763-0.0013461i,0.0009355-0.00076247i,0.00054185+0.00024673i,0.0005763+0.00015183i,0.00077969-0.00054971i,0.00094118-0.00070513i,0.0010131-0.00053046i,0.00058154-0.000379i,5.9991e-05-7.7632e-05i,0.00058491+0.00019762i,0.0011136+0.00022951i,0.00068121+0.00033489i,4.0294e-05+0.00071646i,8.1642e-05+0.0005518i,0.00068642+7.3542e-05i,0.0011387+0.00032585i,0.00042306+0.00014288i,-0.0002925-0.00021161i
0.0015285-0.0011582i,0.0013652-0.0010743i,0.00087123+0.00042236i,0.00011641+0.0012459i,-0.00028984+0.00062057i,0.00026952-0.00026225i,0.0011695-0.00074916i,0.001365-0.00079762i,0.0009115-0.0005169i,0.00014134-0.000595i,-5.9188e-05-0.0012471i,-0.00022358-0.0011834i,-0.00058027-0.00051182i,-0.0007813+0.00012513i,-0.00065761+0.0010444i,0.00036857+0.0012359i,0.00055095+0.00056097i,-5.2419e-05-3.4085e-05i,9.497e-05-0.0004866i,0.0010419-0.00066386i,0.0010964-0.0003895i,-0.00012704-0.00021476i,-0.00050579-0.00028912i
-0.0041371+0.00044986i,-0.0033357+0.0017054i,-0.0023809+0.0025269i,-0.0010534+0.0027196i,0.0014226+0.0021405i,0.0028437+0.00010295i,0.0020694-0.0016621i,0.00091146-0.0016859i,2.1433e-05-0.00068664i,0.00025696-0.0007549i,0.00087754-0.00092519i,0.00092006+0.00010245i,0.001239-0.00015593i,0.0012061-0.00032149i,0.00089857+0.00031847i,0.00092001+0.00074926i,0.00061317+0.00049447i,2.0169e-05-0.0006858i,4.6286e-05-0.0010637i,-0.00025246-0.00085964i,-0.0011456-0.00048103i,-0.0011638-0.00039817i,-0.00061195-0.00048481i
-0.001037-0.0047034i,-0.0023279-0.0045636i,-0.0023487-0.0039615i,-0.0020604-0.0023638i,-0.0015804-0.0011042i,-0.00022326-0.00082677i,0.0010096-0.00040939i,0.0012894-0.00013022i,0.00064669-0.00048306i,0.000455-0.00097335i,0.000253-0.00094709i,0.00013046-0.00081419i,0.00016078-0.00019381i,-0.00014466+0.00055593i,-0.00057698+0.0012439i,-0.00054797+0.0016309i,-0.00037089+0.0015155i,-0.0005718+0.00087717i,-0.00023605+0.00025624i,0.00064391-0.00034118i,0.0011019-0.0003949i,0.00058853+1.4768e-05i,6.4414e-05-0.00031433i
-0.00082948+0.00092219i,-8.4809e-05+0.0016509i,-0.00051326+0.0025156i,-0.00032654+0.002349i,0.0016435+0.00051316i,0.002411-0.00040828i,0.0018038-0.00076312i,0.0011995-0.0010737i,0.00063821-0.0007879i,0.00032578+6.0489e-05i,0.00029709+0.00020751i,0.00029856-0.00023705i,0.00067783-0.00021522i,0.0011648+3.612e-05i,0.00076316+9.6657e-05i,0.00050696+0.00017448i,0.00057655+0.00026345i,0.00037599+0.00089297i,0.00036657+0.0004542i,0.00044852+0.00012155i,2.8803e-05+0.00045776i,3.6699e-05-8.8482e-05i,0.00030661-0.00024681i
-0.0002087-0.00032991i,0.00010008+0.0014427i,0.0003574+0.0016191i,0.00071654+0.0012761i,0.0011548+0.00050382i,0.0013198-0.00061817i,0.00078993-0.00077298i,0.0010393-0.00034964i,0.0012353-0.00070895i,0.00089708-0.0010876i,0.00047727-0.00056169i,-0.00030411+9.8406e-05i,7.315e-06+0.00040453i,0.00069582+0.00031521i,0.00060082+0.00039184i,-0.00018015+0.00075311i,-0.00034333+0.0012438i,0.00025281+0.00068118i,0.00068514-0.00029458i,0.0010959-0.00050934i,0.00040671-0.00089664i,0.00021494-0.00090255i,0.00061673-0.00082913i
-0.00028919-0.0013611i,-0.0020107-0.0016081i,-0.001987-0.0011429i,-0.0012845-0.00088239i,-1.8301e-05-0.00096749i,0.0014657-0.0016092i,0.0012191-0.0014313i,0.00052195-0.0005161i,0.00083952+0.00011594i,0.0016066-0.00018404i,0.0012876-0.00057751i,-0.00029945-0.00069012i,-0.0010553-0.00063734i,-0.00093814-1.2506e-05i,-0.00045697-0.00029354i,-2.2879e-05-0.000189i,-3.9891e-05+0.00054435i,-0.00024285+0.00040339i,0.00050191-0.00057134i,0.00055557-0.00074825i,0.00045026-0.00080883i,0.0005691-0.0009016i,0.00029771-0.00055033i
0.0017024-7.1165e-05i,0.0013033+7.9945e-05i,0.0014522-0.00033222i,0.0022805-0.00025486i,0.0013792+0.00030295i,0.00087568-0.00016819i,0.0012637-0.00058983i,0.00091039-0.00044054i,0.00092357+0.00015949i,0.0005708-0.00029121i,-0.0002363-0.0011553i,-0.00049602-0.00048495i,-0.00032071+0.00032793i,0.00047277+0.00046093i,0.0010663-0.00051492i,0.0004389-0.0014238i,-4.8066e-05-0.00030498i,0.00037913+0.00057247i,0.00049692-0.00017898i,-0.00024761-0.0014509i,-0.00026824-0.0013534i,-0.00019333-0.00064682i,0.00012221-0.00040264i
-0.001179-0.00094763i,-0.0017299-0.00014904i,-0.0026211+0.0017353i,-0.0022711+0.0027789i,-0.00016208+0.0024185i,0.0015861+0.001453i,0.0015857+0.00036457i,0.00090276-0.00048114i,0.00021575-0.00042336i,0.00064991-0.0002061i,0.0012769-0.00029735i,0.00022719-0.00012802i,-0.0004616+0.00053676i,-2.7183e-05+0.0011333i,0.00041082+0.0010833i,0.00022925+0.00077737i,-0.00060877+0.00097108i,-0.00078174+0.0011796i,5.0868e-06+0.0001633i,0.00038369-0.00056077i,0.00022624-0.00044634i,-0.00022591-0.0010267i,-0.00025151-0.0012854i
-0.0011325-0.0013191i,-0.00059553-0.00040749i,-0.0012128-8.1085e-05i,-0.00070285-0.00085513i,0.00060406-0.001028i,0.00078728-9.7499e-05i,0.0015099+0.00010393i,0.0013749-0.00073116i,0.00041977-0.00049932i,-0.0001571-0.00016058i,-4.1994e-05-0.00084794i,-0.00025023-0.00073965i,-0.000494-0.00017365i,0.00028673-0.00051718i,0.00047617-0.00037143i,0.00031199+0.00018654i,0.00021876+0.00049683i,5.2405e-05+0.0002047i,-0.00033049-0.00041096i,-0.00039133-0.00054754i,-0.00017816-0.00012046i,-0.00063226+0.00060632i,-0.00049755+0.00042375i
0.00084976+0.0023845i,0.0011975+0.0031372i,0.0018222+0.0034197i,0.0025598+0.002107i,0.0018489+0.00065515i,0.00099579-0.0004697i,0.00036704-0.00073306i,5.3991e-08+4.3373e-05i,-9.128e-05+0.00084891i,0.00031741+0.0004698i,0.00062769+1.4031e-05i,0.00028947-0.00028001i,0.00074358-4.7014e-05i,0.0011647+0.00068887i,0.00050161+0.00031864i,0.00063919-0.00019033i,0.0006949+0.00012227i,-0.00038312+0.00049509i,-0.00039484+0.00092874i,0.0002692+0.00041309i,0.00022558-0.00047667i,-6.0734e-05-0.00029582i,-4.1802e-05-0.00014801i
-0.00048895+0.0029885i,0.00082237+0.002668i,0.0017332+0.002822i,0.0016452+0.0018208i,0.0015941+0.00010057i,0.0017411-0.0011578i,0.00054743-0.0012779i,-0.00024437-0.00079033i,-5.2114e-05+0.00034077i,0.00086762+0.00038667i,0.0020506-0.00066047i,0.0025381-0.00099787i,0.0018976-3.0595e-05i,0.00091109-0.00031063i,0.00058997-0.0012876i,0.00054185-0.00059392i,-2.4236e-05+0.00012976i,-0.00014817+0.00010484i,-0.00024837-0.00039436i,-0.00041453-0.00033088i,-0.00030071-0.00012203i,-0.00021648+0.00011363i,-0.00043891+7.0827e-05i
-0.0012347+0.00093823i,-0.0014089+0.0020671i,-0.00070259+0.0028529i,-0.00050991+0.0026503i,-0.00033827+0.0011055i,0.00068796+1.8625e-05i,0.0012017-0.0012419i,0.00046463-0.0018634i,-0.0001571-8.2424e-05i,-0.00031891+0.00030495i,-8.0807e-05-0.00084704i,0.00012285-0.00049208i,0.0004156+0.00055172i,0.00011947+0.00048346i,0.00014027+0.00042528i,0.00027308+0.0007535i,-0.00032305+0.0008852i,-0.0002632-0.00026818i,4.0186e-05-0.00049678i,-8.188e-05+0.00059505i,0.00023271+0.00056777i,-0.00027228+0.00010551i,-0.00094076+0.00040694i
3.1381e-05+0.001355i,-0.00015792+0.0012269i,-6.6085e-05+0.0020492i,-0.0001597+0.0010083i,0.00058538-0.0010551i,0.00095309-0.0015411i,2.0323e-06-0.0012342i,-0.00014852-0.00049066i,0.00042836+2.1646e-05i,-0.00058287-0.0001063i,-0.0014073-0.00086839i,-0.0001811-0.0011881i,0.0012284-0.00081303i,0.0014636-0.00024987i,0.00074268-0.00040523i,0.00044813-0.00047846i,0.0003712+5.8876e-05i,0.00054172+0.00066074i,0.00045656+0.00089615i,0.00031431+0.0001161i,0.00050797-0.0007122i,0.00097337-0.00038477i,0.00088278+0.00027789i
0.00063044-0.00044064i,0.00058324-0.0011829i,-0.00047222-0.0020027i,-0.00047948-0.0018606i,0.00030819-0.00095381i,0.0015263-0.0013395i,0.0025191-0.0025886i,0.001291-0.0020725i,0.00062993-0.0012818i,0.0016535-0.00067283i,0.0015283-0.0010689i,9.8923e-05-0.00063981i,-0.0004922+0.0013443i,-0.00098082+0.0016478i,-0.0014363+0.00044926i,-0.00014824+6.6404e-05i,0.00048017+0.00043702i,0.0003444+0.00018869i,0.00035518-0.00091767i,-0.00032778-0.0011661i,0.00010192-0.00016411i,0.00074849+0.00016964i,0.0002262+7.2087e-05i
-0.001294-0.0021201i,-0.0015128-0.00062644i,-0.001105+0.00026544i,-0.0008003+0.00034963i,-0.00031168+3.5836e-05i,0.00074058-5.0585e-05i,0.0012907-0.00070867i,0.00080324-0.00092284i,0.00025854-0.00050453i,0.0001431-0.00032899i,0.00031797-0.00036048i,0.00063377-0.00064518i,0.00026167-0.00052383i,-0.00025329+0.00089497i,-0.0001444+0.0018976i,0.00041414+0.0018152i,0.00070548+0.00032424i,0.001298-0.0013234i,0.0012228-0.00052106i,0.00048439+0.00028776i,6.8916e-05+2.1998e-05i,-0.00056061+0.00045448i,-0.0011105+0.00084402i
0.00061407-0.0002038i,0.00090986-0.0014031i,0.0015142-0.0011589i,0.0016955+0.00044562i,0.00066322+0.00028391i,5.8072e-05-0.0009696i,0.00047266-0.0018186i,0.00037996-0.0015237i,0.00022871-0.0010442i,0.00080826-0.00031125i,0.0010545+5.0112e-05i,0.0010033-0.00063927i,0.0017467-0.00049797i,0.0010353+0.0003912i,-1.7237e-05+0.00010911i,-0.0002052-0.00040298i,2.5391e-05-0.00032342i,-0.0002151-0.00054606i,-0.00053746-0.00091253i,-0.00071174-0.0011876i,-0.00087754-0.001137i,-5.9957e-05-0.00064602i,0.00011739-4.5241e-05i
0.00034533+0.00088132i,0.00049843+0.0016757i,0.00056344+0.0013131i,0.00029278+0.00070256i,0.00047657+0.00083714i,0.00092388+0.00038625i,0.0012996+5.3594e-05i,0.0010061-6.1919e-06i,0.00058336+0.00015499i,-0.00026409+0.00044771i,-0.00031876+0.00026638i,-0.00022121-0.00056617i,-0.00036328-0.00094523i,-0.00028215-0.00042571i,-0.00045677-0.00019062i,-0.00023573-0.0006031i,0.00019092-0.00074263i,0.00030099-0.00023752i,-7.2097e-05+0.0003686i,7.8577e-05+0.00066495i,0.00095422+0.00059653i,0.001225+0.00024114i,0.00086293-0.00021134i
-0.0032092+1.3307e-05i,-0.0029068+0.00064267i,-0.0015602+0.0012017i,-0.00060756+0.002198i,0.00066784+0.0012806i,0.0018385-0.0010313i,0.0011565-0.0026256i,-4.4189e-05-0.0019481i,-1.8658e-05-0.00091416i,0.0004518-0.00081393i,0.00066273-0.00072449i,0.0008054-0.00073816i,0.00096065-0.0001911i,0.0007029-0.00027469i,0.00060248-0.00029173i,0.0005956+0.00066878i,4.1375e-05+0.00080559i,-1.5953e-06+0.00018919i,-0.00010893-0.00028606i,-0.00020796-9.0708e-05i,4.9232e-05-0.0001986i,0.00011158-0.00064237i,-0.00029548-5.5722e-05i
0.00061774-0.00072252i,0.0016718-0.00064554i,0.0021536+0.0010596i,0.00099663+0.00094548i,0.0003132-0.00052087i,0.00099041-0.00026916i,0.0015225+0.00052622i,0.0011412+0.00024346i,0.00076194-0.00032041i,0.00084631-0.00043714i,0.00040237+0.00011352i,0.00012699+0.00060675i,6.4563e-05+0.00050736i,-0.00071663+0.00069033i,-0.00067392+0.00050128i,-5.2255e-05-2.6759e-05i,0.00027347-0.00023712i,0.00020531-0.0001775i,-0.000132+0.00032886i,1.334e-05+0.0008384i,7.7942e-05+0.00058875i,0.00021663-1.945e-05i,0.00041203-0.0003109i
