-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
-0.0007585-0.00042374i,-7.8713e-05+0.0010634i,0.00024687+0.0019325i,0.001155+0.0019111i,0.0013608+0.0011308i,0.0010368+0.00039899i,0.0011351+0.0008195i,0.0014865+0.00093368i,0.0012552+0.0010984i,0.00035307+0.00055841i,-0.00025856+0.00021437i,-0.00043196+0.00025918i,-1.121e-05-0.00018595i,-7.0675e-05-0.00066209i,-0.000247-0.00082962i,0.00011529-0.00030469i,0.00021978+4.2904e-05i,0.0005244+0.00016556i,0.00073072-0.00017636i,0.00034371-0.00044282i,0.00027863-0.00055534i,0.00027957-0.00051329i,1.7124e-05+0.0002616i
-0.0025163-0.0012277i,-0.0017378-0.000624i,-0.0011537+0.00070937i,-8.5882e-05+0.0015308i,0.0012722+0.00099352i,0.0020222+0.00024823i,0.0022789-0.00029363i,0.0021076-0.00015793i,0.0018304+0.00052637i,0.001068+0.00085458i,0.00062146+0.00020814i,0.00022757-6.4794e-05i,-0.0002159-0.00032162i,-0.00023246-0.00086472i,-0.00059123-0.0011347i,0.00010566-0.0012199i,0.00026275-0.00024909i,-0.00048546-0.00020907i,-0.00024789-0.00046274i,8.7931e-05-0.00015414i,-0.00056923+1.9877e-05i,-0.00079359+3.0042e-06i,-0.0005806-0.00055629i
-0.00070673-8.0786e-05i,-1.0681e-05+0.0001159i,0.00017252+0.0015693i,0.000822+0.0020572i,0.001881+0.0013537i,0.0027245+0.00035529i,0.0021775+3.1613e-05i,0.0011584-0.00022745i,0.0010746+0.00054272i,0.0011732+0.00096317i,0.0011257+0.00063598i,0.00079827+0.00050554i,-0.00043639-0.00024654i,-0.0019128-0.00045414i,-0.0019492-0.00023475i,-0.0010187-0.00029838i,-0.00039146+0.00061691i,-0.00018043+0.001351i,1.0872e-05+0.00091326i,-0.00024816+0.0002284i,-0.00011364-0.00062561i,-5.3812e-05-5.4221e-05i,-0.00013428+0.00060041i
0.0022805-0.00059253i,0.0021012-0.00034458i,0.0016848-0.0012407i,0.0011599-0.0012873i,0.00059136-0.0016232i,0.00040299-0.0010433i,0.00041931-6.2599e-05i,0.0013346-0.00038307i,0.0016662-0.00044054i,0.0015091-0.00012936i,0.001107+3.8748e-05i,0.00080282-6.9294e-05i,0.00080113-3.4594e-05i,0.00011125-0.00026779i,0.00016764-0.00082373i,0.00083723-0.00037694i,0.00092135+0.00046296i,0.0012945+0.00080205i,0.00089328+0.00032672i,0.00031363+0.00064004i,0.00078188+0.0011805i,0.0004649+0.00068505i,-0.00012291-0.00014468i
-0.0013113+0.0025907i,0.00026139+0.0034087i,0.0013395+0.0039753i,0.0026737+0.0039263i,0.0030257+0.0016409i,0.0027887-0.001377i,0.0018927-0.0012077i,0.0010728+0.00029427i,0.00068589+0.00096637i,0.00089951+0.00027003i,0.000516-0.0005091i,-0.00035954-0.00081369i,-0.00094573-0.00044594i,-0.00041732-0.00032246i,3.3247e-05-0.00022741i,-0.00076517+5.5593e-05i,-0.0011285-0.00080097i,-0.001195-0.00067421i,-0.00077197+0.00021806i,3.565e-05+0.00036626i,0.00012234+0.00035963i,-0.00013898+0.0002096i,-0.00021505+0.00013101i
-0.0010363+0.00014689i,-0.00046701-0.00030982i,0.00011541+0.00054121i,0.00059903+0.00084837i,0.0013099-0.00018865i,0.0016054-0.00064462i,0.0012182+0.00030858i,0.00075969+0.00072059i,0.0007207+0.0005675i,0.00053943-0.00012857i,0.00067597-0.00085963i,0.00024838-0.00058649i,-0.00058068+0.00034332i,-0.00094737+0.00015291i,-0.00087499-0.0006821i,-0.00032277-0.00039512i,1.3995e-06+0.00018778i,-0.00057191+0.00032889i,-0.00058918+0.00039655i,2.6652e-05+0.00061664i,-6.3059e-06+0.00083571i,0.0005727+0.00071002i,0.00091722+0.00025472i
0.00045619-0.0022864i,-0.00033747-0.0018702i,-0.0017999-0.0016221i,-0.0013271-0.0009459i,0.00012894+2.9709e-05i,0.00017933+5.8696e-05i,0.0011874-2.3787e-05i,0.0019855-0.0003789i,0.0012045+3.1258e-05i,0.00082323+0.00059894i,0.00012318+0.00026761i,-6.9478e-05+0.00060724i,0.00036438+0.00023764i,5.4769e-06-0.0004727i,7.3619e-05-0.00068812i,0.00019001-0.00064043i,-0.00042604-0.00086992i,-0.00076315-0.0010077i,0.00038359-0.0001525i,0.0010048+0.00038309i,0.00038868-7.4733e-06i,-0.00022117-3.1932e-05i,-0.00029466+0.00064116i
-0.001754-0.00019217i,-0.00064729+0.00129i,-0.00052607+0.0023806i,0.00044998+0.0027126i,0.0011105+0.0020772i,0.0020412+0.00096577i,0.0025093+0.00033049i,0.0020573+0.00056409i,0.0013903+0.00098437i,0.00054866+0.0010353i,0.00012342+0.00049166i,0.00065233+0.00040729i,0.00057015+0.00016674i,-0.00027569-0.00052937i,-0.00076525-0.00069059i,-0.00077651-0.00072218i,-0.00017866+0.0001315i,0.0010446+0.00090207i,0.00065327-0.00023467i,-0.0010018-0.00037121i,-0.00097318+0.0002277i,0.00025546+4.4477e-05i,0.00070909-0.00025186i
0.00016581+0.0019188i,0.00037809+0.0022913i,0.0011501+0.0028158i,0.0020374+0.0019391i,0.0023319-0.00024249i,0.0018086-0.00093709i,0.0013372-0.00081242i,0.0011928-0.00079293i,0.0011968-0.00035737i,0.0010338+0.00036288i,0.0008306+0.0004759i,0.0005418+0.00041494i,0.00023789-1.1232e-06i,0.00012243-0.00010071i,-0.00024699+2.7759e-05i,-0.00066835-0.00034781i,-0.00090938-0.00091773i,7.8843e-05-0.001178i,0.00087253-0.00036984i,0.00070385+0.00059681i,0.00021616+0.00085625i,-0.00040392+0.00068339i,-0.0013169+0.00020723i
-0.0029754+0.0012633i,-0.0023953+0.0022412i,-0.0013239+0.003266i,0.00033686+0.0031365i,0.0028064+0.0012731i,0.0044114-0.0013157i,0.0036455-0.0018872i,0.0018663-0.000741i,0.00056178+0.00042944i,0.0001957+0.00048097i,0.00043687-0.0004267i,1.0522e-05-0.00084903i,-0.00092544-0.00071874i,-0.0013848-0.00030768i,-0.001958-0.0008135i,-0.0013069-0.0010059i,-0.00022435-0.00015306i,1.0287e-05-0.00012563i,0.00024827+3.1129e-05i,0.00026092+0.0001326i,-5.4637e-06-8.6777e-05i,-0.00061976-9.2516e-05i,-0.00088078-0.00058901i
-0.00054561-0.0018081i,-5.6763e-05-0.001749i,-0.00086514-0.00079818i,-0.00084367+0.0002415i,-0.00024752+0.00086552i,0.00024569+0.00069301i,0.0011013+0.00063182i,0.00095735+0.00057945i,0.000675+0.00051158i,0.0004443+0.00084901i,0.00042036+0.001063i,0.00033213+0.00078846i,0.000197+0.00076085i,0.00058253+0.00054406i,0.000586+6.7284e-05i,-0.00027392-0.00042595i,-0.0012718-0.00079274i,-0.0010273-0.00048761i,0.00027506-0.00030109i,0.00031906-0.00031313i,0.00034174-2.6438e-05i,0.00056723+0.00092352i,0.00054862+0.00058213i
0.0010358-0.0019141i,-0.0010005-0.0018112i,-0.00096637-0.0010669i,-0.00014116-0.00025538i,0.00031961+0.00022747i,0.00044456+0.00013657i,0.0008064-7.5602e-05i,0.0010666+4.4783e-05i,0.0011205+0.00027623i,0.00039778+0.00065766i,0.00017595+0.00099167i,-0.00036109+0.001447i,-0.00067407+0.00053726i,0.00025445-3.3286e-05i,0.00058528+0.00022114i,-0.00024901+0.00022888i,-0.0010937+9.0757e-05i,-0.0011761-0.00029809i,-0.00033037-0.00042759i,0.00050623+0.00020599i,0.00066861+0.00036933i,0.00050192+0.00029893i,0.00034927+0.00036518i
-0.0026746+1.618e-05i,-0.0033246-0.00012423i,-0.0026713+0.001049i,-0.00066908+0.0029231i,0.0017309+0.0025914i,0.002575+0.00032139i,0.0018242-0.00055815i,0.001295-7.171e-05i,0.0012002-0.00018611i,0.001379+1.1998e-05i,0.0010417+0.0003397i,0.00031835-0.00018276i,-0.00019168-0.00052959i,-0.0008933-3.8529e-05i,-0.00084986+0.00010043i,-0.00033749-0.00027899i,-0.00058896-0.00022654i,-0.00030812+0.00060964i,0.00025913+0.00065207i,0.0007138-0.00011389i,0.00036304-0.00053555i,-0.00050946-6.201e-05i,-1.2564e-05+0.00042092i
-0.00039581+0.00016486i,-0.00025473+0.00041262i,0.00010943+0.0011787i,0.0010647+0.0011428i,0.0022929+0.00033286i,0.0025918-0.00052926i,0.002326-0.00060202i,0.0021672-0.00012773i,0.0016034+0.00057695i,0.00067616+0.0010174i,0.00017879+0.0014243i,0.00036625+0.0011659i,0.00035387+2.3332e-05i,0.00011811-0.00045359i,-0.00033034+0.00038386i,-0.00033736+0.00085161i,-0.00050238+0.00062121i,-0.0010699+0.00021893i,-0.00069022-0.00010057i,4.4243e-06-0.00031428i,0.00036715-0.00072206i,-0.00013241-0.0002289i,-0.00036847+0.00014394i
-0.00074819-4.8996e-05i,-0.00044133+0.00042838i,5.9946e-05+0.0012239i,0.00061468+0.00084582i,0.00079682-0.00032145i,0.00019931-0.00099321i,-0.00032524-0.00091064i,0.00026127-0.0003959i,0.00075425+0.00060524i,0.00036395+0.0012534i,7.6707e-05+0.00074776i,-2.0374e-05+0.00018111i,-0.00037838+0.00041432i,-0.0009251+0.00051896i,-0.00084281+0.00071916i,-0.00066688+0.00057271i,-0.00016187+6.3852e-05i,0.0010509+5.8479e-05i,0.0020232-1.0264e-05i,0.0014026-0.00091233i,0.00092729-0.0014059i,0.00050131-0.00064498i,-7.8987e-05-0.00041551i
-0.00035394+0.00075553i,0.00037869+0.0015926i,0.0013067+0.0021216i,0.0022287+0.0013853i,0.0019429-0.00032748i,0.0015335-0.0015158i,0.0012658-0.0016992i,0.00087868-0.001421i,0.00098748-0.00063367i,0.00069931+0.00052427i,0.00027019+0.0012784i,-0.00060311+0.00089014i,-0.0013939+0.00052006i,-0.0011276+0.00063963i,-0.0011185+0.0011018i,-0.001025+0.001161i,-0.00065414+0.00061002i,-0.00058794-0.00036318i,7.5956e-05-0.00094631i,0.00044901-0.0011835i,0.00062688-0.00064221i,0.00030541+0.00013239i,-0.00033118-0.00015373i
-0.00062696+0.00095035i,0.00076898+0.001006i,0.0011994+0.0006267i,0.00029236+0.0006697i,0.00038642+0.00024251i,0.0003254-0.00079389i,0.00030574-0.00060837i,0.0010337-0.00065485i,0.0019048-0.0013497i,0.0016386-0.00057972i,0.00060462+0.00037764i,0.00013506-8.0787e-05i,0.00043949-0.00061028i,9.9617e-05-0.00010963i,0.00030953+1.6336e-05i,0.00075981+0.00060204i,-0.00038233+0.00096651i,-0.00088657+0.00019968i,-0.00010483-5.0548e-05i,0.00071412-0.00010409i,0.00043618-0.00018729i,0.00013235-0.00031122i,0.0008109-0.00033394i
0.00031501+0.00042992i,0.00090552+0.0012429i,0.0019448+0.0025119i,0.0026315+0.0026013i,0.002256+0.0011897i,0.0013033-0.00035563i,0.0016151-0.00041301i,0.0023647+0.00031583i,0.001913+0.00064938i,0.0011565+0.00010375i,0.0011269-0.00043399i,0.00021192-0.00073057i,-0.0011233-0.00096115i,-7.1938e-05-0.0010873i,0.00066685-0.00059336i,0.00074919-0.00026713i,0.00048002-8.2005e-05i,-0.00027296-0.00013357i,0.00024048-0.00062745i,0.00041807-0.0005545i,-0.00028974-0.00044685i,-0.00041525-0.00094093i,-0.00045473-0.00091025i
-0.0020192-0.0022556i,-0.0029055-0.0013614i,-0.0030088+0.00081859i,-0.0016346+0.0019873i,0.0002797+0.00075598i,0.0015394-0.00081851i,0.0021804-4.5558e-05i,0.0018765+0.00061143i,0.0016824+0.00043481i,0.0012959+0.00067332i,0.00099965+0.00041304i,0.00022956-0.0003242i,5.2372e-06-0.00039674i,0.00060955-0.00059296i,9.964e-05-0.0013464i,-0.00045751-0.001109i,-4.6706e-06-0.00079178i,0.00029948-0.00079433i,0.00012711-0.00043947i,-1.2574e-05+1.5742e-06i,-7.2337e-05+7.5654e-05i,0.00030213+9.8348e-06i,0.001031-0.00066246i
-6.4974e-05-0.001283i,-0.0012259-0.0013814i,-0.0016114+0.0004694i,-0.00067242+0.0016256i,0.00099713+0.00076298i,0.0022673-0.00070879i,0.0024029-0.00088779i,0.0019357+9.0622e-05i,0.0012163+0.00071929i,0.00092671+0.0010088i,0.0003858+0.00076918i,-0.00018271+3.0125e-05i,-0.00026116-0.00031389i,0.00030814-0.00037998i,0.00077549-0.00044395i,0.0004251+8.2025e-06i,0.0003694-0.00025586i,0.00074092-0.0011539i,0.0010222-0.00083283i,0.00051372-0.00012768i,-0.00024351-0.00022837i,-0.00066159+0.00056494i,-0.00078435+0.00031102i
-0.00129+0.00039457i,-0.0011206+0.00042021i,-0.0008473+0.00059884i,0.001327+0.00094095i,0.0025831+0.0011637i,0.0018453+0.0010562i,0.0012669+0.00041188i,0.0015089-0.00019675i,0.0011107-0.00015067i,0.00025847+5.4464e-05i,0.00056184+0.00010608i,0.00058649-0.00014168i,0.00014375-0.00029085i,4.9968e-05+0.00036365i,0.00012886+0.00058162i,-0.00027294+0.00016812i,-0.001119+0.00012868i,-0.00078668-0.00010076i,-0.00010872-0.00018902i,0.00044707-0.000205i,0.00042783-0.00028832i,0.00027004+0.00010994i,0.00013417+0.00012391i
0.0017194+0.0018338i,0.0016948+0.0016736i,0.0024834+0.002107i,0.0030567+0.0019786i,0.003053+5.5084e-05i,0.0010607-0.0011881i,-8.2357e-05-0.00084271i,0.0008967-9.4466e-05i,0.0016502+0.00069754i,0.0011391+0.00050921i,0.00050296-0.00062861i,-0.00061995-0.00047109i,-0.0016877+0.00072911i,-0.0010586+0.00095453i,-0.00012605-0.00046576i,0.00018318-0.00075278i,-6.0842e-06+0.00031605i,-0.00028078+0.00033541i,-0.00063399+0.00042005i,-0.00056538+0.00036055i,0.00051511+3.0528e-05i,0.00080171-1.6877e-05i,0.00025666-0.00076787i
-0.00096054+0.00052015i,-9.7887e-05+0.0015736i,0.0012285+0.0023602i,0.0028824+0.0023087i,0.0041163+0.0014591i,0.0042296+0.00031347i,0.0032332+0.00026619i,0.0020753+0.00094824i,0.00114+0.00089026i,0.001028+0.00041454i,0.0011263-7.4017e-05i,0.00016026-0.00072218i,-0.00076112-0.00043267i,-0.00034715+0.00039934i,-0.00021926+3.5392e-05i,-0.00048463-4.5284e-06i,-0.00042157+0.00052488i,-0.000133+0.00075148i,0.00024448-0.00022426i,7.8863e-05-0.0013145i,0.00071033-0.00084864i,0.0012083+0.00063261i,0.00034913+0.0013619i
-0.0014325-0.0018207i,-0.0016215-0.0015411i,-0.0015541-0.00091958i,-0.00024015+6.3416e-05i,0.00068529+0.00063546i,0.00062715-4.2876e-05i,0.00073122-0.00047103i,0.00048216-3.6139e-05i,0.00061712+0.00016386i,0.0012344-0.00018247i,0.00088859-0.00052504i,-0.00015752+3.5777e-05i,-0.00018068+0.00051998i,2.9214e-06+0.00019439i,-0.00017703+0.00017567i,-0.00032103-5.3023e-05i,-4.3657e-05-0.00015845i,0.00056947+9.9265e-05i,0.0012075+0.00010261i,0.0009285-0.00032335i,0.00027619-0.00040521i,-7.8909e-06-0.00052871i,0.00015683-0.0001496i
0.0014328+0.00098059i,0.0021777+0.0013905i,0.0032826+0.0016463i,0.0038156+0.0018378i,0.0034178+0.00061836i,0.0024755-0.00095017i,0.0019575-0.0015885i,0.0017986-0.00096944i,0.0018225-0.00011586i,0.0017337+0.00015148i,0.00097231+0.00020909i,0.00013415-4.2002e-05i,-0.00093057+0.0001466i,-0.0010064+0.00031885i,-0.00062349-8.9399e-05i,-0.00072063-0.00062203i,-0.00076141-0.00067039i,-0.00011151-0.00063353i,0.00028206-0.00028537i,-0.0002687+0.00042257i,-0.00041688+0.00017808i,-1.7622e-05-5.6334e-05i,-0.0002275-0.00038994i
-0.0009078-0.00069515i,-0.0018033+0.00048914i,-0.0025259+0.001227i,-0.0020236+0.0020346i,-0.00049598+0.0021978i,0.001192+0.00048073i,0.0018828-0.0011926i,0.0015551-0.0012683i,0.00067211+0.00016924i,-0.00028673+0.00092303i,9.1905e-05+3.0433e-06i,0.00054309-0.00074405i,0.00039093-0.00053236i,0.00075823-0.00043664i,0.00062987-0.00038983i,0.00024646-7.5489e-05i,-0.00021689+0.00017045i,-0.00081545-0.00039107i,-0.0012705-0.0009035i,-0.00029955-0.00024929i,0.00098262+2.8191e-05i,0.00010972+0.00028341i,-0.00083126-0.00028396i
0.0014637+0.0029037i,0.0031544+0.0015246i,0.0041752+0.00059455i,0.0035854-7.7996e-05i,0.0030727-0.0011978i,0.0023873-0.0018243i,0.0015742-0.0010031i,0.0012583-0.00011225i,0.0015611-0.00032843i,0.0021692-0.00034022i,0.0017864+0.00023724i,0.0003108+0.00022176i,-0.00029807+0.00059102i,-0.00018411+0.0014923i,-0.00051508+0.0022081i,-0.00025421+0.0019113i,-9.0394e-05+0.0004499i,0.00033254-0.00012091i,0.0012803-0.00012067i,0.0012475-7.4594e-05i,0.00075654+0.00074762i,-0.00052613+0.00011182i,-0.0009802-0.0011614i
-0.00054155+1.8225e-05i,0.00085983+0.00065317i,0.00083469+0.0015731i,0.000832+0.0013132i,0.0013566+0.0011845i,0.0012655+0.0013291i,0.00058013+0.0016937i,0.00084477+0.0013254i,0.0010612+0.00032706i,0.0010885+0.00033182i,0.0011141+0.00070376i,0.0005141+0.00099565i,-6.9426e-05+0.00021312i,-0.00037253-0.0010737i,-0.00013728-0.001151i,0.00051499-0.00079956i,0.00077609-0.00050224i,0.00028143-0.0001976i,0.0005719-0.00048852i,0.00090403-0.0002583i,0.00063136-0.00072157i,0.00051962-0.00056787i,0.00044644+0.00017441i
0.0010723-0.00061431i,0.00060954-0.0010456i,0.0016272-0.0017392i,0.0028203-0.001136i,0.0018588-0.00094711i,0.00066023-0.0015445i,0.00076654-0.0011061i,0.001614-0.00031481i,0.0022584+0.0002039i,0.0014662-0.00029388i,-0.00040482-0.00059835i,-0.00073981-0.00080101i,5.335e-05-0.00088478i,0.00081307-0.00023804i,0.001649-0.00012554i,0.00094342+2.6086e-05i,-0.0003751+0.00022823i,-0.00015579+0.00010918i,0.00054094-9.6018e-05i,0.00084291+0.00049508i,0.00084024+0.0010744i,0.00068455+0.00076306i,0.00023468+0.00010221i
0.0016911+0.00010235i,0.002125+0.00081078i,0.0027569+0.0014807i,0.0029378+0.0011969i,0.002698+0.00011805i,0.0020691-0.0014654i,0.0011208-0.0017883i,0.001206-0.0014545i,0.0013341-0.0011281i,0.00099873-0.0011817i,0.00092588-0.00076774i,0.00018699+0.00041419i,-0.00066702+0.0006101i,-0.00051493+0.00030345i,0.00011807+0.001095i,3.9604e-05+0.0017042i,-0.00054578+0.0010421i,-0.00040171+0.0005542i,0.00022309+0.00062295i,7.5604e-05+0.00054092i,-0.00024637+0.00066769i,-0.00060807+0.0005119i,-0.0008762+0.00061646i
-0.00239+0.001374i,-0.0023208+0.0019492i,-0.0021836+0.0027269i,-0.00073558+0.0031763i,0.0013454+0.0016927i,0.0022123-0.00028947i,0.0018095-0.00093832i,0.0011759-0.00061197i,0.00062517-0.00047691i,0.00076487-2.2963e-05i,0.00090024-7.5181e-05i,0.00034114-0.00065876i,-0.00015878-0.00065059i,-6.3273e-05-0.00056508i,-0.00067963-0.00050476i,-0.001503-0.00014167i,-0.0011807+6.5808e-05i,-0.00046293+2.3093e-05i,0.00011728+0.00011775i,0.00040183-0.00031335i,7.4382e-05-0.00062285i,-0.00030708-0.00046533i,-0.00063971-0.00030388i
0.0025164-0.00074583i,0.0033752-0.00072595i,0.0021046+0.00056523i,0.0013194+0.0015501i,0.00149+0.00065676i,0.0016151-0.00097843i,0.0018084-0.00029126i,0.0019863+0.0017215i,0.002422+0.0020306i,0.002037+0.00032381i,0.0013881-0.00078356i,0.0002133-0.00070635i,-7.9542e-05+0.00025791i,0.00012792+0.00083844i,-0.00041606+7.9243e-05i,-0.00051218-0.00055763i,-0.00039264-0.00072052i,0.00011518-0.00044898i,0.00050611-0.00027759i,0.00018067-6.2515e-05i,9.5345e-05-0.00014054i,0.00016594-0.00017849i,0.0001576-0.00028494i
0.0014011-0.00084128i,0.00070925-0.00067418i,0.0011222-0.0011556i,0.0015787-0.0017909i,0.00084797-0.0013577i,0.00030822-0.00064812i,0.00068077-0.00036188i,0.00037623-9.002e-06i,-0.00020273-0.00022231i,-3.891e-05-0.00040498i,-0.00070126+6.1727e-06i,-0.0008718-6.2118e-05i,-0.00039813+0.0001743i,-3.1447e-05+0.00052882i,0.00036184+0.00054284i,-7.9897e-05+0.00015973i,-0.00029342-0.00013016i,-0.00035114-0.00040505i,-0.00076949-0.00059948i,-0.00054315+4.2717e-05i,0.00033361+0.00026495i,0.00014786-0.00041289i,-7.9117e-06-0.00067101i
-0.00037664-0.00164i,-6.8906e-06-0.00108i,-0.00057709-0.0007668i,-0.00028368-0.00088675i,0.00051379-0.0010499i,0.00047543-0.00065688i,0.00087678+0.00030083i,0.0017856+0.0001618i,0.0016681-0.00015006i,0.00097703-3.1766e-05i,0.00051956+2.5621e-06i,0.00048166-0.00017632i,1.7534e-05-0.00032274i,0.00025961-0.00014468i,0.00076956+8.4476e-05i,0.00018466+0.00036594i,-0.00023521+0.0007175i,-0.00071917+0.00027465i,-0.0011487-0.00022629i,-0.00011444+3.7159e-05i,0.00063703+0.00031629i,0.00049541-0.00040014i,0.00061249-0.00092327i
0.0023139-0.0001392i,0.0019339-0.00013474i,0.0017369+0.00072243i,0.0017778+0.0011003i,0.0013025+0.00061013i,0.0011922-0.00017125i,0.0014381-0.00042993i,0.0013151+0.00023634i,0.0015139+0.00076307i,0.0016977+0.00032511i,0.0013818-4.0578e-06i,0.00030404-5.4868e-05i,-0.00045812-5.3851e-06i,-0.00066557+1.6528e-06i,-0.0006853-0.00050806i,-0.00050265-0.00096086i,-0.00024337-0.00094408i,0.00014958-0.00051316i,-4.6837e-05-1.2984e-05i,-3.1802e-05+4.385e-05i,0.00027941-0.00043181i,3.7432e-05-0.00051892i,-0.00015474-0.00059375i
-0.0012955-0.0018984i,-0.0019083-0.0015711i,-0.0013659+0.00015565i,-0.0002583+0.0010733i,0.00031971-0.00032072i,0.00063308-0.0020631i,0.00070811-0.0016869i,0.001091-0.00025598i,0.0013104+0.00074339i,0.0011768+0.0010583i,0.00018731+0.00040018i,-0.0010721+0.00017751i,-0.00060284+0.0013092i,0.00081886+0.0014506i,0.0012626+0.0011013i,0.00093037+0.00043833i,0.00083493+7.1821e-05i,0.00029218-9.2609e-06i,-0.00011393-0.00063147i,0.00037814-0.00054499i,0.00077722-0.00015667i,0.00034624+0.00014463i,-0.00026475+0.00029264i
0.00096128-0.0014421i,0.00038809-0.0016676i,-0.0013948-0.001378i,-0.00152-0.0015965i,-0.00028049-0.0012739i,-0.00013142-0.00026765i,5.983e-05+0.00072987i,0.0012234+0.0013161i,0.0016126+0.00078453i,0.0010361-0.00012626i,0.0013241-0.00051482i,0.0014534+0.00019869i,0.00052454+0.00084203i,-0.00076274+0.00071628i,-0.0009639+0.00077751i,-0.00054525+0.00067093i,-5.4044e-05-7.6475e-05i,0.00013203+0.00010637i,0.00012248+0.00031941i,7.0673e-06-0.0002927i,0.00025972-0.0001048i,0.00067081+0.00017341i,0.00094355-6.7081e-05i
0.0030354-0.0011768i,0.0042905-0.00043597i,0.0042867-0.00054036i,0.0026914+4.2111e-05i,0.00035855+0.0005598i,0.00027313-0.00024086i,0.0012672-0.00075026i,0.001858-0.0003562i,0.0021384-0.00028404i,0.0013846-0.00027743i,0.0002883+0.00026995i,0.00012283+0.0004711i,-0.00012836+0.00077145i,-0.00055891+0.0006512i,-0.00032901+0.00044731i,8.121e-05+0.00057827i,0.0002577+0.00034268i,0.00083913-0.00057238i,0.00057297-0.00072688i,0.00033998+9.4644e-05i,0.001136+0.0003707i,0.00094507+0.0004312i,-0.00024559+0.00017535i
0.00058268+0.00045828i,0.001171+0.00069142i,0.0021492+0.00039637i,0.0032825-0.0002732i,0.0036935-0.0025025i,0.0032331-0.0035261i,0.0025044-0.00264i,0.0019839-0.0010408i,0.0015148+8.1963e-05i,0.00098558+0.00013609i,0.00044718+0.00016872i,-0.00032918+0.00048543i,-0.00026738+8.5112e-05i,0.00029278-0.0002175i,-2.9931e-05+0.00023961i,-0.00043185+0.00055323i,-0.00042857+0.00094933i,-0.00014634+0.0012402i,-0.0002718+0.00094112i,4.6165e-05+0.001212i,0.00023556+0.0014872i,0.00027001+0.00020351i,0.00030438-0.00074951i
-0.0002763-0.0005698i,-0.0011347-0.001153i,-0.0013605-0.0010722i,0.00026008-0.0012762i,0.0020832-0.0016984i,0.0014896-0.00096116i,0.00050927+0.00047784i,0.0014642+0.00069588i,0.0025862+0.00046599i,0.0024926+2.2888e-05i,0.0014088-0.00068771i,0.00034751-0.00099175i,-0.00015666-0.00068329i,-0.00027687+0.00017963i,-0.00066242+0.0010253i,-0.00030877+0.00092048i,-0.00045039-1.9112e-06i,-0.00061499-0.00012608i,-0.00045003+2.437e-05i,-0.00072295-0.00077838i,-0.00039901-0.00097373i,0.00011395-0.00074584i,0.00015796-0.000471i
0.0030861+0.00035279i,0.0041896+0.00088919i,0.0031937+0.00066619i,0.0021126-9.3323e-05i,0.0016187-0.00017134i,0.0010727-7.9157e-07i,0.00061204-0.00029816i,0.00043607-1.9239e-05i,0.0003896-8.7624e-05i,0.00053715-0.00020867i,-7.5854e-05+0.0005902i,-0.00027251+0.00034009i,0.00031023+0.00037491i,0.0002913+0.00051187i,-0.00032715+0.000305i,-0.00059763-3.7265e-05i,-0.00075659-0.00087685i,-0.00065491-0.0011062i,0.00027776-0.00049774i,0.00033984+0.00010211i,0.00034449+0.0003566i,0.00063027+0.00043356i,0.00021311+0.00055871i
0.0018006-0.00095008i,0.00052627-0.0010201i,0.00054426-0.00117i,0.0012343-0.0011242i,0.00057426-0.0011932i,-7.1476e-05-0.00038508i,-1.5232e-05-2.6251e-05i,-1.1868e-05+1.3481e-06i,0.00022765+0.00033493i,5.0137e-05+0.00015428i,0.00070657-8.6198e-05i,0.00050595+0.00023637i,-0.00064517+0.00094923i,-0.00040378+0.0014647i,0.00029814+0.0010963i,0.00052854-9.417e-05i,0.00041133-0.00055675i,0.00030337-0.0002526i,0.00010842+0.00069521i,1.7727e-05+0.00045917i,0.00031098-8.9532e-05i,0.00070969-0.0002614i,0.0007107-0.0010454i
0.00084938-0.00032683i,0.0013896-0.00081785i,0.0024674+0.00079955i,0.0021361+0.0019628i,0.0017264+0.00065619i,0.0021883-0.00087351i,0.0025627-0.00072582i,0.0027138-0.00024746i,0.0021754+0.00049225i,0.0011439+0.0011845i,0.00027148+0.00082776i,-0.00029733-3.411e-05i,-0.00057036+0.00011833i,-0.00010754+0.0004631i,0.00058306+0.00038948i,0.00066919-0.00014973i,0.00064535-0.00016834i,0.0002318+7.813e-05i,-8.2452e-05+0.00035093i,0.00037316+0.0003669i,0.00061889+0.00042866i,6.0182e-05+0.00031565i,-0.00061632-8.966e-05i
