-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
-0.0025977+0.00040508i,-0.0020166+0.0017955i,-0.0019945+0.0026035i,-0.0022684+0.0024128i,-0.00089908+0.0012172i,0.0016737+0.00074795i,0.0022006+0.00015072i,0.0017946-0.00032351i,0.0016658+0.00045244i,0.0012114+0.00082331i,0.00071863+0.00022551i,0.0002346-0.00039558i,0.00026403+5.4115e-07i,-0.0005577+0.00075888i,-0.00094399+0.00069683i,-0.00030909+0.00054781i,-1.9306e-05+0.00033924i,-0.0002112-5.6586e-05i,0.00030297-9.5113e-05i,0.0014034-2.5742e-05i,0.0011605+0.0001184i,0.00050164+0.00023501i,-0.00027782-0.00048573i
0.00073977-0.00043921i,0.0013669-2.892e-05i,0.0019998+0.0010922i,0.0025971-1.3738e-05i,0.0026339-0.0013344i,0.001164-0.0012115i,0.0004153-0.0010475i,0.0011491-0.0012471i,0.00094183-0.00083036i,0.00031918+0.0001442i,0.00038737+0.00097137i,0.00029438+0.00093924i,0.00021457+0.00060014i,0.00010608-0.00012525i,0.00013462-0.00079214i,-0.00023257-0.00046957i,-0.001014-0.00010291i,-0.00076587+0.00011011i,-2.8039e-05+0.00032342i,0.0010419+0.00092996i,0.0013511+0.00099507i,0.00024557+7.2026e-05i,-0.00026505-1.8099e-05i
0.00295-0.00090167i,0.0010994-0.001438i,0.0023342-0.001763i,0.0027758-0.0016362i,0.0015285-0.0016114i,0.00093562-0.00056778i,0.0010706+0.0009384i,0.0012971+0.0011122i,0.0015909+0.00047407i,0.0010814+2.7689e-05i,-0.00017593-6.5227e-05i,-0.00033977+2.48e-05i,0.00038558+0.00092579i,0.00042374+0.0016294i,6.3024e-05+0.0012055i,2.3041e-05+0.00066047i,-0.00037991-0.00025744i,-0.0007766-0.00065433i,0.00014445+0.00011971i,0.00035649+0.00061147i,-0.0013423+0.00049151i,-0.0020474+0.00017359i,-0.0015567-0.00075288i
-0.0015999-0.0013742i,-0.001194-0.0014319i,-0.0012888-7.9835e-05i,-0.0010143+0.00084506i,0.00069852+0.00060365i,0.0022502-8.4798e-06i,0.0024231+0.00024965i,0.001928+0.00086417i,0.0019895+0.00097697i,0.0010446+0.00087724i,-0.0002142+0.00039612i,-0.00030325+5.7241e-05i,0.00050761+0.00035451i,0.00046541+0.00046168i,0.00054284-9.4569e-05i,0.00080804-0.00043783i,0.00088057-0.0005703i,0.000863-1.0247e-06i,0.00076489+0.00012414i,0.00049787+0.00014907i,-0.00042822+0.00031688i,-0.0011272-0.00057822i,-0.0011495-0.0011464i
-0.0017159+0.0014533i,-0.001773+0.0023887i,-0.0015532+0.0031747i,-0.00082749+0.0030438i,0.0004505+0.001881i,0.001889+0.00063345i,0.0026102+0.00061995i,0.0028529+0.0007276i,0.0023247+0.0010504i,0.0013844+0.0016479i,0.0010251+0.0013844i,-2.9295e-05+0.00044905i,-0.00075842-0.00010847i,-0.0011605+4.7809e-05i,-0.0016459-0.00039123i,-0.0015428-0.001722i,-0.00084224-0.0023813i,-0.00064626-0.0015361i,-0.00036994-0.0011388i,0.00042773-0.0007224i,0.0004076+0.00030978i,-0.00046046+0.00080319i,-0.00028889+0.00011651i
0.0010155-0.0021475i,0.00038712-0.0030246i,8.6069e-05-0.0019219i,0.00051189-0.00016635i,0.0012977+0.00035617i,0.0017138-0.00055102i,0.0016566-0.00025603i,0.00093728+0.00037775i,0.00039222-0.00020528i,0.00044876-0.00053431i,0.00056639-0.00034358i,5.7693e-05-8.1666e-05i,-0.00079726+0.00031483i,-0.00056775+0.00021319i,0.00091632+0.00015405i,0.0013158+0.00025534i,0.00050782+0.00062857i,0.00038065+0.00090306i,-1.9261e-05+0.0006887i,-0.00015539+0.00032767i,0.00064805+0.00080974i,0.00058414+0.0013962i,0.00040805+0.00035594i
0.00074596+0.0013431i,0.0018751+0.0015524i,0.0018546+0.0021617i,0.0017164+0.0019917i,0.003189+4.7318e-06i,0.0031259-0.00088678i,0.0013876-0.0005791i,0.0010255-0.00013468i,0.0010113+0.0011333i,0.0010842+0.0012312i,0.0010157+0.0008849i,0.00069405+0.00075059i,0.00056494+0.00048889i,0.00041961+0.00027154i,0.00035981+0.00029356i,0.00045013+0.00023456i,0.00020592+0.00012548i,0.00039265+0.00040197i,0.00066166+0.00027824i,0.00061245-0.00011938i,8.2693e-05+1.0195e-05i,0.00010931+0.0002359i,0.00014187+0.00025478i
-0.00083599+0.00098016i,-0.00057112+0.0017016i,-0.00022141+0.0029789i,9.3458e-07+0.0028356i,0.00010935+0.001701i,0.0011931+0.0012159i,0.0025646+0.00072231i,0.0027403+0.00053583i,0.0021969+0.00014108i,0.001748+0.00040762i,0.001916+7.9969e-05i,0.0016132-0.00033416i,0.00035705-0.0001128i,-0.00052256-0.00053627i,-0.00026855-0.00054875i,-0.00019404+0.00049447i,-0.00073483-5.1427e-05i,-0.0007251-0.0008949i,-0.00013842-0.00068746i,0.00065118+6.9821e-05i,0.00068754-0.00014037i,-0.00017354-0.0010047i,-0.00017802-0.00050224i
-0.0010068-0.00029273i,-0.00010084-0.00031255i,0.00061511-0.00053539i,0.0018773+0.00042084i,0.0031646-0.00030471i,0.0035388-0.0012883i,0.002421-0.00098895i,0.0018649-0.00028192i,0.0018955+0.00033363i,0.00083288+0.00051043i,-2.5691e-05+0.00048599i,4.6398e-05-3.2834e-05i,0.00054823-0.00028801i,0.00029879-0.00041141i,-0.00019924-0.00038902i,-0.00080762-0.00026607i,-0.0010736-0.00081634i,-0.00035202-0.000468i,0.00016683+0.00039381i,0.00014183+4.8395e-05i,-0.00024106+9.6267e-05i,-5.5927e-05+0.00028904i,-4.4644e-05-0.00064203i
-0.0012925-0.00083395i,-0.00024216+0.00049548i,0.00032055+0.0030221i,0.00065897+0.0042782i,0.0011543+0.0026717i,0.00096791+0.00033905i,-5.1681e-05-0.00012047i,0.00041693-6.057e-05i,0.0013849+0.00068682i,0.00065639+0.0012299i,0.0004977+0.00036135i,0.00074174-0.00076677i,0.0013095-0.0016066i,0.001352-0.00081936i,-0.0002171+0.0003875i,-0.00041876+0.00080366i,8.7569e-05+0.00075927i,0.00016558+0.00022267i,0.00011857-0.00010981i,0.00062581+0.00039421i,0.00068681+0.00047092i,-9.091e-05-0.00068066i,-0.00031579-0.0012131i
0.0018936+0.00010154i,0.0011208-0.00067089i,-0.00074666-0.0016762i,-0.0010534-0.0023856i,0.00025942-0.0026033i,0.00041051-0.0023543i,0.00043174-0.0013644i,0.0014508-0.0001966i,0.002129-0.00048912i,0.0018919-0.0010092i,0.0012884-0.00091828i,0.0012018+0.000103i,0.0010298+0.00096259i,0.00037276+0.00057924i,-0.00047316+0.00038849i,-0.0012093+0.00052044i,-0.0010775-0.00021857i,-0.00033731-0.0004692i,0.000273+3.7008e-05i,0.00061541-0.00016065i,0.00102-0.00022382i,0.0003931-0.00012894i,-0.00011646-0.00027584i
0.00044998+0.00065376i,0.0024626+0.00094773i,0.0047563+0.0016311i,0.005097+0.0026019i,0.0038629+0.002312i,0.002322+0.00063722i,0.0019174-0.00083226i,0.0019139-0.00057451i,0.0019287+0.00044495i,0.0021076+0.00082999i,0.00074229+0.00060317i,-0.00092751+8.2435e-05i,-0.00090579-0.00015217i,-0.00051395-0.00047071i,-0.00030813-0.00062093i,-0.00029068-0.00080123i,-7.5041e-05-0.00015282i,0.00018999+0.00071282i,0.00035321+0.00049586i,-4.1549e-05+0.0002054i,-0.00057083+0.00069959i,-0.00038155+0.00083228i,0.00069159+0.0001142i
7.5898e-05+0.0011896i,-0.00020856+0.0025331i,0.0010655+0.0022737i,0.0019952+0.00080187i,0.0017508-0.00067437i,0.0013377-0.0006189i,0.00097736-0.00018386i,0.0013411-0.00038959i,0.0012184-0.00036707i,0.00050477-0.00072019i,-3.6199e-05-0.0016354i,0.0001471-0.00090663i,0.00027337+0.00010328i,0.00026573-0.00052258i,0.00062314+4.7817e-05i,0.00072792+0.00060384i,0.00087745+0.00048907i,0.0006905+0.00028457i,0.0010357+0.00016589i,0.001233-0.0002965i,0.00063688-0.0011115i,-0.00020333-0.00068143i,-0.00025561-0.00031639i
1.2188e-06+0.00093451i,0.00019873-0.00021209i,0.00062107+6.9778e-05i,0.0013449+4.9386e-05i,0.0021128-0.001189i,0.0013918-0.0018075i,0.0013184-0.0002982i,0.0022534+0.001082i,0.002633+0.0013656i,0.0014792+0.0013547i,0.00039799+0.00059658i,0.00071327-5.5475e-05i,0.00092748-3.1729e-05i,0.00074385+0.00066929i,0.00034287+0.0011023i,0.00015812+0.00080629i,0.0002004+0.00014551i,0.00049588+0.0001721i,0.00030515+0.00014175i,0.00048392-0.00027926i,0.0001966-0.00037467i,-0.00018211-0.00032416i,-0.0001154-0.00069045i
0.00045625+0.00048724i,0.00048226+0.00017855i,0.00028745+0.00018697i,0.00079053+5.5191e-06i,0.0011539-9.487e-05i,0.0014426-0.00066107i,0.0017359-9.606e-05i,0.0013011+0.00076554i,0.0014275+0.00065479i,0.0010766+0.00097917i,5.7026e-05+0.00091152i,-0.0007079+6.0192e-05i,-0.0012446-0.00059247i,-0.0014989-0.00091221i,-0.0017826-0.0010819i,-0.0013813-0.00082422i,-0.00091608+0.00019614i,-6.7359e-05+0.00017408i,0.00069953-0.00012453i,0.00069758-0.00029938i,0.00030241-0.00035565i,-9.4424e-05-0.00023647i,-9.8726e-05-0.00012112i
0.0030859-0.00021646i,0.0031913+9.891e-05i,0.0030923-0.0011171i,0.0027664-0.0012211i,0.0019877-0.0011871i,0.00068675-0.0012151i,0.00060138-0.00064851i,0.0014989-0.00060809i,0.0024809-9.6239e-05i,0.0020456+0.000185i,0.0002898+0.00014875i,-0.00091448-0.00012952i,-0.00051509-0.00066012i,-4.3741e-05-0.00056513i,0.00068724-0.00010247i,0.00097667-0.00021371i,0.00085019-0.00061955i,0.00092955-0.00064855i,0.00062059-0.00010056i,1.4732e-05+0.00028209i,-0.00047038+0.00045166i,-0.00070476+4.8804e-05i,-0.00014607-0.0007915i
-0.0021914+0.00019927i,-0.0024782+0.0010567i,-0.0027415+0.0025504i,-0.0010669+0.0032571i,0.0020351+0.0026675i,0.0040889+0.0011415i,0.0035022-6.735e-06i,0.0022395-0.00017958i,0.0014163+0.0013084i,0.00019737+0.0015866i,-2.9535e-05+0.00056392i,0.00030742+2.5225e-05i,0.00029198-0.00065692i,0.00048465-0.00031648i,-8.0002e-05+0.00027852i,-0.00089056+0.00034716i,-0.001343+0.00083989i,-0.00097207+0.00074351i,-0.00016942+0.00073214i,-0.00017151+0.000951i,0.00022633-6.3892e-05i,0.00057781-0.00068642i,0.00043164-0.00027489i
-0.0028615+0.0015137i,-0.0014809+0.0018838i,-0.00067676+0.0025086i,0.0013419+0.001972i,0.0031257+0.00079738i,0.0034622-0.00043186i,0.0026238-0.00044345i,0.00151+0.0010444i,0.00068885+0.0017971i,0.00028226+0.0021267i,-0.00013597+0.0020344i,-0.0006476+0.0014772i,-0.0011526+0.00093543i,-0.0014362+0.00047751i,-0.0014791-0.00024542i,-0.0012601-0.0013183i,-0.0010704-0.0016685i,-0.0008113-0.00086589i,-0.00059213-5.2976e-05i,-0.00031081-9.29e-05i,0.00015016-0.00012343i,0.00063902+4.1282e-05i,0.00044001+0.0003657i
0.00052989-0.00023813i,0.00086792+0.0021041i,0.00089221+0.0026596i,0.00097597+0.0020615i,0.0013853+0.0011208i,0.002696+0.00055426i,0.0027769+0.00029768i,0.0017473+0.00064471i,0.0012811+0.0014752i,-0.00018512+0.0017529i,-0.0015117+0.0012884i,-0.00053155+0.00053656i,0.00041838-0.00032346i,0.00038738-0.0011118i,0.00011977-0.0012936i,-3.2527e-05-0.0011415i,-0.00072501-0.00059029i,-0.00018032-8.7802e-05i,0.00092256+0.00019842i,-1.0762e-05+6.7381e-05i,-0.00079485-0.00016294i,-0.0010148+0.00024058i,-0.0014405-8.9971e-05i
0.0010771-0.0013281i,0.00030779-0.0015332i,-0.00037353-0.00081173i,-0.00083404+0.00019587i,-0.00033124-0.00043188i,0.00081015-0.00093419i,0.0011396-0.00020584i,0.001366+0.00023253i,0.0019971+2.741e-05i,0.0016955-0.00046835i,0.0011178-0.00056471i,0.001247-0.00066826i,0.0010059-0.00057159i,0.00043576-0.00048651i,0.00060758-8.4074e-05i,0.00048462+0.0006824i,0.00013528+0.00063833i,4.8295e-05+0.00022792i,0.00025512+0.00072595i,0.00039766+0.0003685i,0.00063437-7.6548e-07i,0.00068295+8.7002e-05i,0.000565-0.0001428i
-0.0011756+0.001171i,-0.00064511+0.0013937i,-0.0008422+0.0028624i,0.00062591+0.0022582i,0.0026908+0.00096613i,0.0027954+0.0002682i,0.0026653+6.6134e-05i,0.0020942+0.00072563i,0.0015644+0.00088055i,0.0018562+0.00059454i,0.0015793+0.00061716i,0.00050204+0.00050658i,-0.00051219+0.0001686i,-0.00033314+0.00032149i,0.00012734+0.0007047i,0.0001068+0.00041357i,5.8963e-05-0.00029736i,0.00030534-0.00032043i,0.00047929-0.0001878i,0.0005124-0.00020537i,0.00065782+6.9307e-05i,-0.00020352+0.00039448i,-0.00075901+0.00019603i
-0.00052253-0.0019253i,-0.00068131-0.001134i,-0.00084843+0.00018317i,-0.0010355+0.00045479i,-0.00045366+0.00079219i,0.00099795+0.0014992i,0.0018488+0.0011489i,0.0015574+0.00037533i,0.00068455+0.00038507i,7.7079e-06+0.00070428i,-0.00071059+0.00017477i,-0.0010075-0.00074612i,-0.00038255-0.00054775i,-0.00060378-0.00031039i,-0.00063351-0.0012735i,4.2074e-05-0.0011553i,-0.00017177-0.0010758i,-0.00017931-0.0012506i,0.0005804-0.00040526i,0.0012232+0.00014287i,0.00087552-0.00048489i,0.00021166-0.0012268i,-0.00029023-0.00080577i
0.0017056-0.0013875i,0.0018211-0.0020547i,0.0013944-0.0015743i,0.0016299+5.9876e-05i,0.0012177+0.00013616i,-0.00013029-0.0020102i,-0.00029017-0.002104i,0.0007646-2.6002e-05i,0.0016106+0.00073783i,0.0017865+8.0744e-05i,0.0011127-0.00024223i,0.00061783-0.00080704i,0.00056092-0.0003995i,0.00045428+0.00061987i,-0.00030503+0.00084142i,-0.00066758+0.001005i,-8.0481e-05+0.0015397i,0.00088747+0.0012263i,0.0013827+9.8467e-05i,0.0013821-1.6517e-05i,0.00072746+0.00026917i,0.00020607-0.00038255i,-0.0001324-0.0011175i
-0.00031426+0.0021678i,0.00066012+0.0027518i,0.00077716+0.001898i,0.0013154+0.00026402i,0.0023694-0.0011648i,0.0029205-0.0016518i,0.0031178-0.00070003i,0.0029683+0.00067723i,0.0018448+0.00078938i,0.0013744+0.0007788i,0.0013674+0.0017129i,0.00072128+0.001576i,-0.00042715+0.0009634i,-0.0011718+0.00023296i,-0.0013683-0.00095986i,-0.00055682-0.0010042i,-0.00025199-0.00029414i,-0.00084755+0.00037139i,-6.7356e-05+0.00090252i,0.0006933+0.00029515i,0.00062078-0.00038138i,0.00043315-0.00040625i,-0.00058423-0.00014314i
0.00021056+0.00068968i,0.00097983+0.0017256i,0.0018903+0.0020793i,0.0030624+0.0010034i,0.0031253-0.00071473i,0.0026329-0.00096627i,0.0023837-0.00079057i,0.0024125-0.00032104i,0.0022122+0.00064409i,0.00097255+0.00073707i,-0.00011699-0.00033783i,-0.00088018-0.0012602i,-0.0012-0.0017705i,-0.0015544-0.0019947i,-0.0013561-0.0012613i,-0.00033534-0.00027066i,-0.00052753+0.00028283i,-0.00068663+0.00012907i,0.0001187-2.3916e-05i,0.00047565+0.00029083i,0.00040181+0.00051202i,0.00057329+0.00021437i,0.00028407-8.1294e-05i
-0.00013375+0.00066389i,-0.0010099+0.001485i,-0.00089955+0.0029003i,0.00067041+0.0030106i,0.0033033+0.0016089i,0.0045209-0.00011958i,0.0032905-0.00038185i,0.0023985+0.0006049i,0.0018908+0.00035134i,0.00091328-0.00025161i,3.6572e-06-0.00029796i,-0.00071641-0.0011227i,-0.00094321-0.0017955i,-0.00063416-0.00098603i,-0.00062851+7.6596e-05i,-0.00082665+0.0012798i,-8.1976e-05+0.0014531i,0.00073042+0.0013366i,0.00075577+0.00075099i,-7.9455e-06+0.0003609i,-0.00066653+0.00020728i,-0.0004286+0.00014331i,0.00023717-0.00016715i
0.00011297-0.0015299i,0.00048963-0.00066474i,-0.00021996+0.0021327i,-0.00068491+0.0022294i,-0.00069969-9.8087e-05i,-0.00037626-0.000831i,0.0014173-0.00027842i,0.0024075+0.00049448i,0.001859+0.00063043i,0.00076164+0.0003499i,0.00051991-0.00020729i,0.0012205-0.00011415i,0.0015969+0.00081407i,0.00075648+0.00070789i,0.00028204-0.00023103i,0.00013045-0.00031714i,-0.00029676-0.00017757i,-0.00098938+5.0872e-05i,-0.00089125+0.00017711i,0.00021735+1.0632e-05i,-3.8926e-05-0.00025565i,-0.00076915+0.00023321i,-0.00034797+0.00014867i
-0.00095326+0.0029111i,0.0010052+0.0036357i,0.0021503+0.0032654i,0.0019217+0.0020548i,0.0022906-0.00025549i,0.0032008-0.0022599i,0.0024771-0.001894i,0.00095093-0.00081535i,0.0012366-8.1547e-05i,0.0016271+0.0010544i,0.0007023+0.0013133i,-0.00066589+0.0008794i,-0.0011192+0.00066878i,-0.00044451+0.00091085i,-0.00020786+0.00084531i,-0.00049895+1.6421e-05i,-0.0011052+6.8316e-05i,-0.00077129+0.00031022i,0.0002586-1.7733e-06i,-5.3824e-05+0.00010923i,-0.00057674+0.00067524i,-0.00045924+0.00053254i,6.9481e-05-0.00061946i
0.0018425+0.0028616i,0.0030815+0.00033202i,0.0041333-0.0016851i,0.0051202-0.00092573i,0.0052625-0.00010115i,0.0032131-0.0015803i,0.0017531-0.0015919i,0.0016198-0.0006478i,0.0018507+4.8746e-05i,0.0012748+0.0003557i,-0.00010368+0.00010809i,-0.00040885-0.00021176i,-0.00042643-0.00022556i,-0.00035029+0.0008509i,-0.00038876+0.0012427i,-0.00048874+0.00063463i,-0.00024752+0.00019179i,0.00070464-0.00010248i,0.00118-0.00025019i,0.0011541-0.00010476i,0.00064352+0.0003798i,-0.00011124+0.00033355i,-0.00024739-7.9272e-05i
0.001509-0.00028003i,0.001865+0.00081034i,0.0014736+0.0022316i,0.00035318+0.0011328i,-0.0008522-0.00023539i,-0.00096371-0.00035746i,0.0002238-0.00016544i,0.001198+0.00052276i,0.0017049+0.0004963i,0.0011579+0.00018733i,0.00055534-0.00023071i,0.0010571-7.8044e-05i,0.0011311+0.00021675i,0.00041469-0.00038164i,-7.7914e-05-0.0010142i,-0.00036327-0.00082851i,-0.00022028-0.00035157i,-0.00016328+8.9768e-05i,8.8346e-05+0.00021734i,0.00045993-2.8156e-05i,0.00034381+0.00024499i,-8.4167e-05+0.00040248i,-0.0007689+0.00022897i
-3.1318e-05+6.0137e-05i,-0.00075199-1.5386e-05i,-0.0013631+0.00056112i,-0.0010838+0.00024992i,0.00033408-0.0014657i,0.0015284-0.0012344i,0.0018257+0.00056503i,0.0022173+0.001061i,0.0018472+0.00035325i,0.00057757+0.00026065i,9.0659e-05+0.00064501i,-0.00037763+0.0007803i,-0.00071138+0.00047685i,-0.00051276+9.6026e-05i,0.00033911+0.0002795i,0.0007926+0.00038664i,-0.00048808+0.00090436i,-0.0018041+0.0013822i,-0.0010917+0.00061663i,0.00038155-1.0189e-06i,0.00087162+7.4894e-06i,0.00011593-0.00024192i,-0.00064201-0.00015127i
0.00062641+0.00022128i,0.0016316+0.000236i,0.0022852-0.00092013i,0.0032939+0.00033319i,0.0045928+0.0012629i,0.0049412+0.00022222i,0.0039323-0.0006522i,0.0019568+0.0001985i,0.00092698+0.00049028i,0.00051852-6.8848e-05i,-0.0006318-0.00040337i,-0.0014016-0.001275i,-0.0011112-0.00093353i,-0.00015799-7.9044e-05i,0.00027256-0.00032878i,0.00036377-0.00065326i,0.00049657-0.00014935i,0.00023814-0.00013632i,-0.00033882-0.00061079i,-0.00011967-0.00027566i,-1.4091e-05-2.8587e-05i,-0.0007583+0.00038133i,-0.0014079-0.00030154i
0.0008226+0.00098296i,0.001346+0.0026574i,0.0024436+0.0036694i,0.0021602+0.002928i,0.0014879+0.00067822i,0.00070857-0.00021883i,-0.0002189+0.00060229i,0.00016929+0.0010511i,0.00081984+0.0014775i,0.00099949+0.0016789i,0.0010849+0.00014806i,0.00075659-0.0014805i,0.00070647-0.0011505i,0.00068322+0.00027456i,-0.00026038+6.6031e-05i,-0.00055271-0.0011126i,-0.00059076-0.00053029i,-0.00071243-0.00026681i,-0.00028176-0.0003592i,-4.4313e-06-0.00013798i,0.00043029-0.00036172i,0.00074885+5.4702e-05i,0.00031163-0.00011464i
0.0018566+0.001339i,0.0018684+0.0012106i,0.0021746+0.0018566i,0.0029522+0.0011027i,0.003179-0.0016151i,0.0014277-0.0031685i,-0.00030643-0.0015907i,0.00098738+0.00070809i,0.0026967+0.0012909i,0.0021872+0.001048i,0.0010468+0.00053269i,0.00084116+0.00020042i,0.0011373+0.00027067i,0.0012051+0.00033509i,0.0010195-9.5677e-05i,0.00073226+6.5351e-05i,0.00032497+0.00092955i,-0.00027621+0.00057564i,-0.00046572+0.00011818i,0.00023093-0.00030776i,0.0011624-0.00064904i,0.00030915+7.3134e-05i,-0.00059394+0.00021633i
-0.00081664+0.0024024i,0.00018256+0.001984i,0.00076628+0.00074543i,0.0015576+1.7309e-05i,0.003106+0.00022246i,0.0025957-0.0016989i,0.0010083-0.0021273i,0.0002318-0.00067656i,2.3279e-05+1.4538e-05i,0.00084628+0.00060831i,0.00031793+0.00048129i,-0.0016375-0.00061324i,-0.0024003-0.00074239i,-0.001848-3.2923e-05i,-0.0012229+0.00037903i,-0.00044093+0.00040851i,0.0001624+9.8159e-05i,0.00042546-0.0003972i,0.0003207+8.6481e-05i,0.00026592+2.2147e-05i,0.00038295-0.00043596i,0.00014115-0.0006496i,-0.00021936-0.001064i
-0.00075936-0.00032062i,1.4874e-05-0.0013447i,0.0020761-0.00059568i,0.0034035+0.0010002i,0.0020826+0.00070592i,0.0010777-0.00078181i,0.0017916-0.00082597i,0.0021051-0.0002642i,0.0019777+0.00022477i,0.0013966+0.0001346i,0.00018489-0.0003377i,-0.00069403-0.0006437i,-0.00070645-0.00094021i,-0.00071631-0.00060908i,-0.0010258+0.00038103i,-0.0011935+0.00046799i,-0.0017723-0.00016996i,-0.0014078+2.2096e-06i,0.00036888+0.00021914i,0.0012424+0.00083997i,0.00080612+0.0011241i,-0.00021995+0.00051295i,-0.00047084-0.00032148i
0.002223+0.0018591i,0.0040786+0.0044016i,0.0031475+0.0064129i,0.0023753+0.0052279i,0.0033937+0.0024774i,0.003219+0.00030345i,0.0020059-0.00078358i,0.0017773-0.00058927i,0.0017241+0.00040321i,0.0014822+0.0013147i,0.00094305+0.0013458i,0.00046783+0.00093402i,0.00028032+0.00092681i,-0.00026339+0.00074915i,-0.00063113-8.6451e-06i,-0.00063903-0.00044027i,-0.00017925-0.00069306i,-1.756e-05-0.00061389i,-0.00043176-0.00020609i,-0.0009169+0.00035757i,-0.00054138+0.00076073i,-0.00012589+0.00077672i,-0.00048585+0.0008654i
-0.0038119-0.00071507i,-0.005071+0.00046363i,-0.0064054+0.00040475i,-0.0042833-0.00043725i,-0.00052571+8.1151e-05i,0.0022006+0.00031016i,0.0029687-3.7533e-05i,0.0029765+0.00020506i,0.002056+0.00013719i,0.00057199-9.4388e-05i,0.00011041-0.00019176i,-0.00038404+0.00016101i,-0.0011334+0.00014319i,-0.00051073-1.1136e-05i,-5.003e-05+0.00074517i,0.00019701+0.0010066i,0.00014746-0.00018634i,-0.00031431-0.00034992i,-8.563e-05-7.2821e-05i,0.00066349-0.00017152i,0.00092435+0.00012816i,0.00060943+5.8784e-05i,3.1549e-05-0.00028003i
-0.0024705-0.00020019i,-0.0015715-0.0021585i,0.002264-0.0015304i,0.0061143+0.00079998i,0.0070144+0.00068638i,0.0046842-0.0017156i,0.0024481-0.0015295i,0.0019095+0.00015402i,0.001632+0.00082801i,0.0016465+0.00047075i,0.0011205-0.00054463i,-0.00014979-0.0015796i,-0.00072606-0.0023108i,-9.9374e-05-0.0020335i,-0.00024225-0.0012999i,-0.0012028-0.00049838i,-0.0012943-5.5394e-05i,-0.0006766-0.00012808i,2.402e-05-0.00021364i,0.0008605-0.00054956i,0.00071491-0.0012118i,3.6884e-07-0.0010513i,0.00036005-0.00084079i
0.0062104+0.0012919i,0.0075253+0.0023461i,0.0066925+0.0021867i,0.0032663+0.0019905i,0.00015917+0.00093681i,-0.00059836+0.00048214i,-0.00021835+0.0011905i,0.00090085+0.00085615i,0.0026889-0.00093644i,0.002539-0.001706i,0.0012319-0.00089678i,0.0012591-0.00064784i,0.0014154-0.00050925i,0.0012202+6.3159e-05i,0.0012289+0.0004953i,0.0009953-0.00072557i,0.00046068-0.0021433i,-0.0003062-0.0017291i,-0.00031437-0.00019906i,0.00044039+0.00016613i,0.00048045-0.0006051i,0.00053509-0.00055748i,0.00036882-0.0002166i
3.2429e-05+9.4795e-06i,-0.0017864+0.0011104i,-0.0035126+0.0003707i,-0.0045392-0.0012154i,-0.0035987-0.0019707i,-0.0016019-0.0017039i,-0.00032086-0.00019393i,0.0010622+0.00068753i,0.0021873+0.00078361i,0.0013005+0.00035147i,-0.00055484-0.00061514i,-0.0015152-7.2584e-05i,-0.0015214+0.00083654i,-0.00064121+0.00054834i,0.00041759+0.00054998i,0.0011018+0.00022951i,0.0013092+0.0002379i,0.00093764+0.0006552i,0.00079782+0.00027386i,0.00093414+0.00023524i,0.00052574+0.00068326i,-0.00022165+0.00079486i,-0.0016322+1.9786e-05i
-0.0011878-0.0029517i,-0.0021592-0.0055911i,-0.0016597-0.0059503i,0.0012906-0.0034979i,0.0043546-0.0016931i,0.0033507-0.00065296i,0.00094356+1.9412e-05i,0.00057493+0.0012122i,0.0010409+0.001047i,0.00090427-0.00022729i,-0.00014433-0.00078484i,-0.0010685-0.0011488i,-0.0017737-0.0011416i,-0.0019459-0.00096537i,-0.0013448-0.00054207i,-0.0010149+0.00026349i,-0.0011125+0.00087826i,-0.00091542+0.00097469i,-0.00011118+0.00073329i,0.00022016+0.00028108i,0.00036197+0.00083822i,0.0011251+0.00074623i,0.0011234+0.00015676i
0.0019902+0.0013504i,0.0054379+0.0028104i,0.0082372+0.0044315i,0.0074436+0.0041646i,0.0041844+0.0021027i,0.0015252-0.00038702i,0.00015526-0.0019276i,-0.00050926-0.0010838i,-0.00018005-0.00020121i,0.00064484+0.00026519i,0.0009234+0.0011627i,0.0015972+0.0015251i,0.0019248+0.0012061i,0.0013623+0.00051072i,0.00011206-0.00012534i,-0.0015904-0.00050836i,-0.0023861-0.00060872i,-0.0021813-0.00038708i,-0.00094402+0.00028147i,0.00030125+1.3759e-05i,0.00031818-0.00022458i,-8.6437e-05+0.00020359i,-0.00025687-3.6555e-05i
