0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
0.0011379-0.00090227i,0.0010388-0.0013888i,0.0011432-0.0010588i,0.0010195-0.00063629i,0.00016749-0.00023699i,-0.00061412+9.1588e-05i,-0.00033828+0.00041068i,-6.1617e-05+0.0012878i,8.6465e-06+0.0010196i,-0.00017258-0.00017337i,0.00017586-0.00043255i,0.00061572+0.00030842i,7.2494e-05+0.00065839i,-0.00044601+0.00063193i,-0.0011811+0.00090738i,-0.0013296+0.0011936i,-0.0010447+0.0014039i,-0.0016574+0.001237i,-0.0012816+0.00068041i,-0.00013615+0.0006558i,0.00028514+0.00061296i,-0.00019182-0.00010173i,-9.156e-05-0.00086771i
-0.00092039+0.00014217i,-0.0014515-0.00012314i,-0.0018701-8.6408e-05i,-0.00071088+0.0013886i,0.00040718+0.002883i,0.0012689+0.0018796i,0.0014843+0.00073041i,0.00076529+0.0003504i,0.00042654+0.00041852i,0.00011113+0.00072177i,-4.3325e-05+0.00095362i,4.3238e-05+0.0013033i,-0.00016356+0.0014977i,-0.00085841+0.0016451i,-0.00075522+0.0010073i,-0.00087769+0.00038437i,-0.0012019+0.00062295i,-0.00081588+0.00085404i,-0.00036779+0.00063362i,-4.634e-05+0.00058708i,5.3397e-05+0.00034913i,0.00070408-0.00049344i,0.001038-0.00089856i
-0.00063068-0.0006117i,-0.00031071-0.00059423i,0.00049951-0.00022671i,0.000154+0.0010419i,-0.00011022+0.0013582i,0.00076514+0.00074022i,0.0008097+0.00081855i,0.00038227+0.00069835i,9.9467e-05+0.00011054i,0.00028786+2.5774e-06i,0.00094742+0.0010404i,0.0010169+0.0015129i,0.0013076+0.00077806i,0.0015974-0.00028193i,0.00057376-0.00069972i,-0.00063288-0.00013734i,-0.00062489+0.00046481i,-0.00023353+0.00029398i,-0.00025148-0.00016452i,-0.00031905-0.00014381i,-0.00022517-0.00024901i,-0.0002998-0.00074785i,-0.00043093-0.00053447i
0.00046836+0.0013367i,0.0013983+0.00087374i,0.0023229+0.00062323i,0.0030054+0.00076316i,0.0023362+0.00038779i,0.00062119+0.00010386i,4.6224e-05+0.00032406i,-0.00010002+0.00053091i,0.00027335+0.00082111i,0.00081274+0.00090906i,0.00069415+0.00079031i,0.00021454+0.00019032i,-1.6017e-06-0.00063729i,0.0003798+2.5066e-05i,0.00044467+0.00089382i,0.00025064+0.0011378i,-0.00026024+0.00078608i,-0.00037434+0.00020652i,-0.00040919-0.00010868i,-0.00037503+0.00014153i,0.00022378-0.00025848i,0.00018602-0.00041692i,0.00010425-0.00015656i
-0.00041848+0.0017339i,-0.00015569+0.0016234i,0.00052603+0.001667i,0.001619+0.0030024i,0.0020987+0.0040793i,0.0015042+0.0025241i,0.00078551+0.00086341i,-0.00019931+0.00067082i,-0.00051205+0.00078197i,3.7407e-06+0.00072353i,3.5166e-05+0.00083912i,-0.00047136+0.00019526i,-0.00080222+1.5332e-05i,-0.0012192+0.00070821i,-0.00066484+0.00037877i,-0.00031339+0.00021333i,-0.00060532+0.00073072i,-6.355e-05+0.0009252i,-0.00024263+0.00067644i,-0.00041276+0.00069244i,0.00019899+0.0009005i,-0.00028338+0.00022899i,-0.00030661-0.00012196i
-0.00083389-0.0007735i,-0.0003866-0.00038976i,-0.00014139-0.00060332i,-0.0004043-0.00081802i,0.00035103+0.00082032i,0.0012315+0.0018301i,0.00075642+0.00065633i,-8.3141e-05+8.7206e-05i,0.00026017+0.00029904i,0.00080801+0.00077604i,0.00054048+0.00087562i,0.00047455+0.00061082i,0.00077452+0.0012571i,-5.8533e-05+0.001765i,-0.0010408+0.001042i,-0.00054819-9.223e-05i,-0.00010578+3.8124e-05i,2.7386e-05+0.00048978i,0.00087817+0.00046825i,0.0011839+0.000405i,0.0010048-0.0002122i,0.00074885-0.00084926i,0.00064337-0.00077674i
0.001144-0.0014001i,0.0026404-0.0010347i,0.0030251-0.00034722i,0.0023295-0.00047771i,0.0004232+0.00046072i,-0.00067752+0.00077736i,-0.0001314+0.000867i,-0.00043813+0.0011833i,-0.000165+0.0010952i,0.00014888+0.0004024i,-0.00018519-2.1806e-06i,-0.00025273+0.00034559i,-0.00041797+0.00062503i,-0.00064784+0.00095635i,-0.00040785+0.00065944i,-7.0131e-05+0.00051044i,-0.00015397+0.00097855i,0.00020366+0.0010806i,0.00010132+0.00085829i,0.00012125+0.00038467i,0.00046992+7.6547e-05i,0.00027862-9.4429e-05i,-0.00064283-0.0010161i
-0.00081334+0.00029579i,-0.0012733+0.00033989i,-0.00046098+0.0019564i,0.0012104+0.0027799i,0.00060342+0.0023812i,-9.2882e-06+0.0009195i,-0.00039086-0.00023941i,-0.00037449-0.00027119i,0.00045199+0.00023364i,0.00088435+0.0007732i,0.001205+0.00054173i,0.00074029-1.0393e-05i,4.3415e-05+0.00058572i,9.506e-05+0.00092521i,0.00031963+0.00042915i,0.00025218+0.00040247i,-0.00073575+0.00096999i,-0.0010317+0.00099333i,-0.00044671+0.0010628i,-0.00017522+0.0010322i,9.3393e-05+0.00033475i,0.00054945-0.00011316i,0.0007234-0.00016424i
-0.00015478-0.00079126i,-0.00070089-0.0016123i,-0.00066226-0.0010954i,-8.9652e-05+0.0012417i,0.00045405+0.0022563i,0.0014593+0.0023698i,0.00096321+0.0014981i,-6.1811e-05+0.00062918i,0.00023862+0.0009025i,0.00038651+0.00092431i,0.0006322+0.00087133i,0.001064+0.0004609i,0.00098531-0.00078888i,-0.00012634-0.0012325i,-0.00060849-0.00015809i,-0.00031851+0.00057646i,-0.00041066+0.00037925i,-6.8517e-05+0.00064867i,-0.00018849+0.00087921i,-0.00044799+0.00086371i,0.00036483+0.00017262i,0.00065144-3.6284e-05i,0.00047636+6.2758e-05i
-9.6518e-05-0.00060629i,0.0003711+0.00021854i,0.00051811-0.00012596i,0.00047956+0.00038352i,-0.00019486+0.0019174i,-0.00063305+0.002454i,3.8654e-05+0.0017201i,0.00069987+0.00075123i,0.00051581+0.00013776i,3.2884e-05+0.00010701i,-0.000759+0.00017851i,-0.001221-0.00017912i,-0.00079738-0.00034651i,-0.00071349-2.474e-05i,-0.00053781-0.0002493i,-0.00018251-0.0011651i,-7.1141e-05-0.001046i,0.00066565-0.0005581i,0.00087803-0.00027258i,8.0555e-05-0.00032645i,9.5975e-05-0.00058456i,0.0003295-0.0005012i,0.000885-0.00032518i
0.0015454+0.00062554i,0.0013553-7.3518e-06i,0.0022243-0.0002704i,0.0024674-0.00017934i,0.0019241-0.00016517i,0.00070033-4.7947e-05i,-0.000227+0.00088327i,-0.00019061+0.0016988i,-0.00026536+0.00071992i,-0.00028258-0.00039236i,-0.00013387+0.00033766i,-0.00044139+0.00026975i,0.00025348+0.0002001i,0.00050946+0.0015124i,-0.00028884+0.0020538i,-0.00058254+0.00096048i,-3.1873e-05+0.00035798i,0.0001291+0.00087126i,-9.9341e-05+0.00030872i,0.00017248+8.2305e-05i,0.00034554+0.00042586i,0.00036016+9.0284e-05i,3.0036e-05-0.00010799i
0.0011777-0.00091594i,0.00047466-0.0014683i,0.0015191-0.0011931i,0.00082777-3.1002e-05i,-0.00029572+0.00067347i,0.00026779+0.00068279i,0.00046738+0.0006513i,0.00016031+0.0012085i,0.00027117+0.0013104i,0.00048411+0.00057742i,-4.4849e-05+0.00041623i,-0.00052894+0.0010064i,-0.00032315+0.0011258i,0.00023709+0.0011027i,0.00038621+0.00073523i,-0.00022056+0.00076397i,-0.00059614+0.0008161i,6.7049e-05+0.00034821i,3.4598e-05+0.00015065i,-0.00039558+0.0010455i,-0.00045425+0.0015777i,-0.00028733+0.000253i,-0.00014109-0.0007272i
0.0011966-0.00091396i,0.0013458-0.00039132i,0.001704-0.00010728i,0.0015036-0.00028493i,0.0013918-5.269e-06i,0.001231+0.0005946i,0.00057693+0.00075245i,0.00023478+0.00097833i,0.00068575+0.0011411i,0.00013212+0.0004859i,-6.3109e-05+0.00047111i,1.3066e-05+0.00085695i,-0.00013099+0.00073173i,-2.6477e-05+0.00066622i,0.00011671+0.00049241i,-0.00042896+0.00093785i,-0.0013653+0.00091802i,-0.00083468+0.00041314i,-0.00057583+0.00053785i,-0.00011048+5.3559e-05i,0.00095889+9.6027e-05i,0.00046986+0.00022411i,-0.00042658-0.00027805i
0.0013033-0.0028432i,0.0012953-0.003847i,0.00015167-0.0038448i,-0.00070831-0.0021015i,-0.00069788+4.2056e-05i,-0.00079383+0.0011249i,-0.00085846+0.00046764i,-0.00022707-0.00035281i,-0.00028243-0.0002198i,-0.00066623+0.0007167i,-0.00065992+0.00038225i,-0.00062412+0.00063652i,-0.00015078+0.001448i,0.0003441+0.00090571i,-8.8558e-06-0.00017701i,-0.00048261-0.00036668i,-0.00058777+0.00057228i,-0.00044126+0.0014275i,-8.8278e-05+0.0014177i,0.00018038+0.00069928i,-7.536e-07+0.00044193i,-4.7975e-05-0.00023657i,9.9834e-05-0.0007117i
-0.0010865+0.0003176i,-0.00053308-0.00066156i,-0.00033317-0.00038991i,-0.0010297+0.00037404i,-0.0013941+0.0010596i,-0.0004342+0.0011874i,0.00013472+0.0002587i,0.00031262+0.00042044i,0.00067825+0.00081203i,0.00098645+0.00082612i,0.00030673+0.00093812i,-0.0010424+0.00037358i,-0.0014042+0.00099433i,-0.00092778+0.0015864i,-8.5818e-05+0.00089184i,-0.00026445+0.00037349i,-0.0012096+0.00043505i,-0.0010858+0.0003283i,-0.00011375+0.00039126i,0.0005682-0.00011998i,0.0012037-0.0010299i,0.00050104-0.00058271i,-0.0001687+0.00047784i
0.0010242+0.00050845i,0.0016471+0.0004144i,0.0024721-4.1769e-05i,0.001493+9.5203e-05i,-3.7953e-05+0.00032846i,-0.00050964+0.00046481i,-0.00017504+0.00072575i,0.00026457+0.00086595i,0.00060673+0.00077565i,-5.737e-05+0.00064672i,-0.00052541+0.00028075i,-0.00024577+0.00051105i,-0.00075988+0.000592i,-0.00060721+0.00074228i,0.00014423+0.0014519i,-0.00028434+0.0015932i,0.00026045+0.00093292i,0.00081135+0.00057748i,-0.00037361+0.00015984i,-0.00041307-0.0002848i,0.00010862-0.00019545i,-0.00055839-0.00025495i,-0.00057606-8.0289e-05i
-0.0020148-0.00011027i,-0.0021756-0.00012697i,-0.0015801+0.00011003i,-0.00088989+0.0012601i,-0.00054474+0.0022029i,0.00060291+0.0012623i,0.0012416+0.00023958i,0.00042128+0.00054068i,0.00033833+0.00049747i,0.00037132-0.00020781i,0.00029285-0.00056012i,0.00066481-0.00064017i,0.0004734-0.00034052i,1.937e-05+0.0011516i,-0.00022537+0.0011854i,0.00054028+0.00035769i,0.00060206+0.0010966i,-0.0001286+0.0012773i,-5.4374e-05+0.00072138i,6.0115e-05+0.00053061i,-0.00027339+8.8446e-05i,-0.0010594+5.0976e-05i,-0.0013227+2.2158e-05i
-0.0016103+0.0013375i,-0.0016003+0.0010885i,-0.0017925+0.0019512i,-0.00010005+0.0022486i,0.0014007+0.002716i,0.0010094+0.0026224i,0.00047532+0.0011895i,0.00047593+0.00014605i,0.00044837+0.00038228i,0.00083206+0.0012111i,0.0012017+0.0017677i,0.00056271+0.00077466i,0.00070673-0.00012981i,0.0004191+0.00014289i,-0.00026185+0.0005273i,-0.00036844+0.00090093i,-0.00076635+0.0014525i,-0.00048141+0.0015832i,-0.00019051+0.001371i,-0.00020143+0.00099416i,8.4774e-07+0.00085847i,0.00021681+0.00080997i,0.00050926+0.00081783i
0.00014394+0.0031974i,0.0017692+0.0030084i,0.002045+0.0029715i,0.0024609+0.0023818i,0.0024204+0.00082663i,0.00086663+0.00036289i,0.00021691+0.00062783i,0.00018447+0.0003113i,-1.132e-06+0.00029479i,0.00054548+0.00016664i,0.00066805-0.00030103i,0.00014992-0.00032406i,-0.0005186+0.00043346i,-0.001498+0.0011925i,-0.0017731+0.0010531i,-0.0015451+0.00082443i,-0.00048436+0.00062347i,0.00026812+0.00072124i,-0.00035529+0.00046248i,-0.00061047+0.00029429i,-0.0004017+0.00050092i,0.00012972+0.00085426i,0.00027964+0.00045398i
-0.001344+0.0017327i,-0.0009095+0.0012635i,-3.4699e-05+0.0020155i,0.00043221+0.0022201i,0.0010844+0.0014325i,0.00053498+0.0010819i,-0.0004299+0.0007297i,-1.7549e-05+0.0001654i,0.001185+0.00023055i,0.0014045+0.00057355i,0.00034398+6.8793e-05i,0.00032228-0.00052747i,-8.6572e-06+0.00023342i,-0.0011737+0.0006803i,-0.0011131+0.00033446i,-0.00088202+0.00042421i,-0.00079242+0.00080452i,-0.00052272+0.0011764i,-0.00056056+0.0014058i,-0.00042184+0.00051623i,-9.6621e-05-0.00018185i,-1.6928e-05-0.00019092i,9.1534e-05-0.00028207i
-0.00074836+0.00063876i,-0.0011284+3.1503e-05i,-0.00056483+0.0011037i,0.00079108+0.0026232i,0.00133+0.0029129i,0.00070132+0.0026173i,-0.00019515+0.0015128i,-9.3254e-05+0.0004947i,0.00039667+0.00011205i,0.0001507-0.00044958i,7.5911e-06-0.00046775i,-0.00030508-0.00039351i,-0.00023744-0.00062672i,0.00022059+0.00027361i,-0.00048005+0.001354i,-0.00042721+0.00037327i,0.00020575+0.00035262i,0.0001656+0.00082837i,0.00080175+0.00047216i,0.00097365+0.00096915i,-0.00036964+0.00031003i,-0.00093896-0.00021322i,-9.417e-05-0.0005209i
0.00025898-0.00022396i,0.00069941-0.00040692i,0.0010789-0.00047534i,0.0011597-0.00013263i,0.00083077+0.001089i,0.00065087+0.00090081i,-0.00013218-0.00031182i,-0.00027379-0.00020592i,0.00023218+0.00083104i,0.00050353+0.00059833i,-0.00013773-0.00011979i,-0.00066297+0.00034365i,-0.0009615+0.00076591i,-0.00097872+0.00013197i,-0.00072452-0.000147i,-0.00093711+0.00020514i,-0.0011454+0.00055518i,-0.00073376+0.00012147i,0.00028182-0.00024986i,0.0004477-0.00042646i,0.00038406-0.00073825i,0.00082007-0.0012218i,0.0011028-0.0013101i
-0.00068064+0.00065966i,-0.00059031+2.1319e-05i,-0.00047505-0.00020662i,-0.00017904+0.0016844i,-0.0003914+0.002839i,0.00019543+0.0021915i,7.2837e-05+0.0012466i,0.00023201+0.0009342i,0.00056165+0.0011297i,0.00029081+0.00068706i,-0.0006279-0.00030509i,-0.0014662-0.00044102i,-0.00089054-0.00016826i,-0.00043334+0.00023236i,-0.00058428+0.00029445i,-0.00078549+0.00033457i,-0.00055537+0.0010617i,7.483e-06+0.0015615i,8.5382e-05+0.0011944i,0.00041093+0.00083072i,0.0010533+0.00077584i,0.0015198+0.00057461i,0.0014484+0.00039063i
-0.0013287+0.0006237i,-0.00081606+0.00066318i,0.000105+0.0013669i,0.00074707+0.0020035i,-0.0003622+0.0024475i,-0.00081344+0.0013413i,-0.0004081-0.00037272i,-0.00094152-0.00092735i,-0.00066556-0.00045315i,0.00053415-0.0001368i,0.0012639+0.00037399i,0.00076797-7.0366e-05i,0.0004981-0.00098939i,1.8734e-05-0.00049565i,-0.00034058+0.00049434i,0.00020846+0.00081707i,0.00016431+0.00058615i,1.855e-05+0.00047213i,-0.00073729+0.00089762i,-0.00099451+0.0010403i,-0.00017605+0.00061251i,0.00018562+0.00039611i,-0.00012199+8.8287e-05i
0.0033918+0.00059571i,0.0027653-0.0004891i,0.0024315-0.0014959i,0.00091155-0.0013744i,-0.00082137-2.9022e-05i,-0.0014046+0.00066337i,-0.0010599+0.00049337i,0.00018248+0.00092946i,5.9569e-05+0.0012389i,-0.00099621+0.00084975i,-0.00099036-0.000122i,-0.00043835-0.00015343i,-0.0001234+0.00096066i,-2.3176e-05+0.0012266i,0.00025689+0.0012945i,0.00063607+0.00098369i,0.00041619+0.00032777i,-4.5982e-05-0.00024762i,-0.00010287-0.00060399i,-6.6627e-05-0.00056988i,-0.00029934-0.00053913i,0.00017186-0.00079937i,0.0009762-0.00076478i
0.0012307+0.0020376i,0.00022893+0.0022252i,0.0012553+0.0010568i,0.0019386-0.00010238i,0.00062073-0.00013303i,-0.00090202+0.00059974i,-0.00058071+0.00072248i,0.00049675+0.00082231i,0.00068876+0.0010548i,0.00045577+0.00055677i,8.7437e-05-0.00038662i,-0.0009934-0.00049726i,-0.0014122+0.00045509i,-0.00068983+0.0013856i,-0.00058405+0.0010841i,-0.00038161+0.00040386i,-0.00029549+0.00036791i,-0.00043959+0.00054082i,-0.00010853+0.00017651i,0.00053396+0.00020469i,0.00052733+0.00025763i,0.00086674-0.00029522i,0.00067981-0.00051005i
-0.0018837+0.001807i,-0.0012744+0.0011094i,0.00022004+0.00059665i,0.0011568+0.0011131i,0.00080057+0.0019871i,0.00060195+0.00095622i,-0.00024892-0.00077115i,-0.00057719-0.0007536i,-0.00025076-0.00013495i,0.00012891+9.3895e-05i,-0.00015325+0.00015379i,2.7653e-05+0.0003228i,-0.00013781+0.00043108i,8.2695e-05+4.8259e-05i,0.00023719+6.0974e-05i,-0.0010419+0.00017335i,-0.0012536+0.00038515i,-0.00072734+0.00097416i,-0.00033608+0.0012864i,5.1065e-05+0.00083057i,0.00031523+0.00061077i,0.00012354+0.00034329i,-0.00077928-0.00019924i
0.0010564-0.00064205i,0.0005904-0.0008887i,0.00065249-0.0014076i,0.00055031+0.00018418i,7.0406e-05+0.0027364i,-0.00069401+0.0025096i,-0.00090922+0.00072584i,0.00010642+0.0004026i,0.0010435+0.00070409i,0.00039812-3.2361e-05i,-0.0004219-0.00027764i,-0.00051253-2.1875e-05i,-0.00067725-7.4312e-05i,-0.00060762+0.00064966i,-0.00010542+0.0010743i,0.00019201+0.00083497i,-0.00030255+0.00084811i,-0.00068525+0.0012857i,6.5637e-05+0.001782i,0.00053807+0.0016802i,0.00036558+0.0010345i,0.00018263+0.00024955i,-0.00022357+9.3827e-05i
-0.00016379-0.0009896i,-3.3009e-05-0.001515i,-0.00063434-0.0011838i,-0.0013317-0.00067043i,-0.0016058+0.00025127i,-0.0013255+0.00097789i,-0.00078358+0.00074123i,-0.00077621+0.00041557i,-0.00056596+0.00030107i,9.4897e-05+0.0003906i,0.00035323+0.00038083i,0.00022708-4.1517e-05i,0.00036829-0.0005375i,0.00066573-0.00075946i,0.00049707-0.00068443i,-0.00041501-0.00029481i,-0.00078129+0.00012599i,-0.00069537+0.000482i,-0.00028082+0.00077685i,-0.00012384+0.00054714i,-0.00040321+2.5863e-05i,-0.0004589-3.1e-05i,-0.0001377-0.00053473i
0.00040806-0.0001634i,0.0017939-0.00086032i,0.0029148+0.00034679i,0.0026859+0.00052103i,0.0020049+0.00036177i,0.001704+1.6618e-05i,0.00058815-0.00028867i,-0.00041308-0.00015481i,-0.00017678+2.757e-05i,6.4705e-05+9.8592e-05i,-1.035e-05+0.00014109i,2.2991e-05-0.00021393i,0.00014515-0.00033736i,0.00017173+0.00030093i,-0.00014861+0.00071906i,-0.00066844+0.0014204i,-0.00068486+0.001032i,-0.00048492+0.0005591i,-0.00060823+0.001127i,-0.0006764+0.00065268i,-0.00010752-0.0001301i,0.00053415-0.00071381i,0.0006145-0.001056i
0.0010787-0.001378i,0.0008767-0.0017488i,0.00027031-0.0013361i,-0.0010379-0.0006297i,-0.0012033+0.00021268i,-0.000461+0.00064966i,-0.00075295+0.00014813i,-0.00094744-0.00016289i,5.2928e-05-6.0439e-05i,0.0012739-0.00016393i,0.00095061+0.00052105i,-0.00018217+0.0012249i,-0.0008804+0.0011088i,-0.00033592+0.00076894i,0.00099361+0.00063646i,0.00061776+0.0007896i,-0.00039891+0.0010248i,-0.0006233+0.0011722i,-0.00044903+0.0011703i,-0.00032199+0.0010477i,-0.00038313+0.00047768i,-0.00061045-0.00044266i,-0.00031172-0.00051983i
-0.00054085+0.00017539i,-0.00055334+0.001417i,0.00013213+0.0016816i,0.00074978+0.0018097i,-5.8137e-05+0.0013856i,-0.00011892+1.2866e-05i,-0.00024276-0.00038981i,-0.00087558+0.0005755i,-0.00028622+0.00053315i,0.00020507-0.00032037i,0.00039808-1.3417e-05i,0.00054587-8.0778e-05i,0.00059836+1.4475e-05i,0.00060014+0.00035433i,0.00015142+0.00053533i,0.00052697+0.00068325i,0.00072793+0.00071666i,-0.00088307+0.00027295i,-0.0012517-0.00054561i,0.00016848-1.6762e-05i,1.7148e-05+0.00034151i,-0.00029769-0.00046138i,6.2432e-06-0.0010245i
-0.0012999-0.00088328i,-0.0019925-0.0010606i,-0.0020297-0.00067676i,-0.00019469-0.00013289i,0.0014498+0.0014622i,0.00079219+0.0013935i,-0.00022666+0.00048593i,-0.0011295+0.00091558i,-0.0011798+0.00041505i,-0.00047848-0.00044232i,0.00015896-0.00018106i,0.00021015+0.0006635i,-0.00045694+0.0004897i,-0.00070609+0.00010057i,-0.00079218+0.00071881i,-0.00091601+0.00069789i,-0.00051768+0.00018987i,-0.00044248+8.5208e-05i,-0.00031159+0.00047645i,-0.00029001+0.001287i,-0.00031566+0.00069002i,-0.00047411-0.00063472i,-0.0010555-0.00047995i
0.0024046-0.0018107i,0.0025482-0.0020497i,0.0010351-0.0023133i,-0.00077229-0.0011074i,-0.0010502+0.0011027i,-0.00067001+0.002092i,-0.0011479+0.001474i,-0.0012598-0.00018842i,-0.00044037+0.00019918i,8.1478e-05+0.001193i,0.0002936+0.00041914i,0.00073881-0.00016455i,0.00080013+0.00050022i,0.00035053+0.0011114i,0.00013624+0.0013676i,0.00036479+0.0012204i,0.00072136+0.0012207i,0.00021519+0.0013931i,-0.00029822+0.0010855i,-0.00010669+0.00069369i,-3.7821e-05+0.00011617i,-0.00044288-0.00069729i,-0.00074076-0.0009524i
-0.0009573-1.6467e-05i,-0.00079464+0.00057203i,0.00045829+0.00085072i,0.0018827+0.0017797i,0.0024236+0.0030283i,0.0019621+0.0017742i,0.0010838+0.00019467i,0.00060237+0.00080367i,-8.0346e-05+0.0010528i,-0.0003521+0.00035724i,0.00050602-0.00032207i,0.00091606-0.00033695i,0.0003767-0.00020461i,0.00041628-0.00039767i,0.00018038-0.0002513i,-0.00061366+0.0004618i,-0.00069215+0.00090615i,-0.00036131+0.00098176i,0.00023487+0.0007273i,0.0005787+0.00055862i,-3.8089e-05+0.00059163i,-0.00096219+0.00021459i,-0.0008976-0.0004187i
0.00063878+0.0020115i,0.00058725+0.0011342i,0.002119+0.0010469i,0.0031276+0.0019696i,0.0027001+0.0023901i,0.0011998+0.0013049i,7.4425e-05+0.00040375i,-0.00026188+0.00016146i,-2.8605e-05-0.00032957i,0.00033112-0.00073687i,0.00063767-0.00034367i,0.00062575+0.00028322i,0.00024413+0.0010665i,-0.00026448+0.0014257i,-0.00054567+0.0012396i,3.7003e-05+0.0011599i,5.2255e-05+0.0015155i,-0.00030229+0.0024189i,-0.0011497+0.0017145i,-0.0010523+0.00078037i,-0.00049063+0.0006318i,-0.00048459-2.4859e-06i,-0.00013261-5.1361e-05i
0.0010406+0.00027907i,0.00084924-0.00028528i,0.0017707-0.00038936i,0.0018189+0.00018789i,0.00046998+0.00050814i,-0.00027677+5.3108e-07i,-0.00038528-0.00019544i,-0.00040608+0.0001245i,0.00019554+0.0010841i,0.00058693+0.0013203i,8.6528e-05+0.00079035i,-0.000857+8.2442e-05i,-0.0008743+0.00012201i,-0.00023428+0.0012439i,-0.00032774+0.0011505i,-0.00067907+0.00022104i,-0.00046301-0.0001864i,-0.0004869+0.00029403i,-0.00015332+0.00031514i,6.0938e-05-0.0001483i,0.00076007-0.00016339i,0.0011334-0.0002749i,0.00077678-0.00071272i
0.0016193+0.0020299i,0.0021431+0.0011849i,0.0016718+0.0011537i,0.00082312+0.0018335i,0.00068053+0.0016215i,0.00020336+0.00048235i,-7.0417e-05+0.00031147i,-7.592e-05+0.0007041i,-0.00025302+0.0010352i,-0.00015678+0.00077675i,-0.00024806+0.00010457i,-0.0012495-0.00038995i,-0.0015363-0.00029176i,-0.0011266+0.0003801i,-0.0005855+0.00070246i,-0.00034656+0.00089799i,-0.0012553+0.00034255i,-0.001005-0.00010988i,0.0002034-0.0002073i,0.00087402+0.00066691i,0.00034064+0.001286i,-0.00074519+0.00063756i,-0.00077207+2.8845e-05i
-0.00086672-0.00067218i,-0.0012191-0.00088123i,-0.0015453-5.196e-05i,-0.0019128+0.00025362i,-0.0015905+0.00085551i,-0.0014504+0.0016903i,-0.00092284+0.00068296i,-1.908e-05+0.00032157i,-0.00029388+0.0011902i,0.00017143+0.0011637i,0.00080835+0.00087912i,0.00091706+0.00046824i,0.00023641+0.0001496i,-0.00091253-2.1034e-05i,-0.0008265+0.00051791i,-0.00049766+0.00096691i,-0.00070122+0.00034356i,-0.00035387+0.00036025i,0.00050099+0.0004555i,0.00045151+0.00069442i,-8.9031e-06+0.00094144i,-0.00019055-2.2903e-05i,-0.00023202-0.00041702i
0.00047608+0.0017278i,0.00040427+0.00051567i,0.0011235-0.00080325i,0.0016294-0.00076118i,0.001716-0.00042463i,0.0019292-0.00058669i,0.00053777+8.3321e-05i,-0.000386+0.00024268i,0.00044614+0.00061052i,0.00017781+0.0008793i,-0.0006088+0.00093612i,-0.00095696+0.00046628i,-0.00050414+0.00043499i,-6.9861e-05+0.00060741i,-0.00053738+0.00041424i,-0.0010012+0.00052814i,-0.0010999+0.00043945i,-0.00072694+0.0010444i,-0.00028182+0.0021703i,9.0326e-05+0.002286i,0.00034661+0.0010643i,-3.8166e-06-0.00015494i,-0.00026128-0.00033716i
-0.0010383+0.0014699i,-0.00022934+0.0015207i,-0.00035722+0.0013424i,0.0015569+0.0021759i,0.0027653+0.0031206i,0.0018523+0.0026429i,0.00012334+0.0016951i,-0.00060257+0.00080086i,-0.00032944+0.00088979i,-0.00049512+0.0015409i,-0.00047004+0.00087704i,0.0001233+0.00023039i,0.00013296-0.00025913i,0.00053227-1.5145e-05i,0.00051514+0.00082175i,-0.00018071+0.0008097i,3.3394e-05+0.0011123i,-4.356e-06+0.0011758i,0.00018489+0.0010157i,0.00051916+0.00092791i,0.00059626+0.00076471i,0.00040401+0.00035292i,-0.00028712+0.00010541i
0.0015275+0.0040454i,0.0025932+0.0035454i,0.003924+0.0019211i,0.003702+0.0013497i,0.0025288+0.0010409i,0.00053787-0.00021457i,-0.00081868-0.00024031i,-0.00051988+0.00083872i,0.00026976+0.00085498i,0.00031483-0.0001998i,-5.8428e-05-0.00074169i,-0.00011971-0.00065538i,-0.00038948-0.00020731i,-0.00020553+0.00010745i,-0.00056473+0.00094346i,-0.00066406+0.0015732i,3.2733e-05+0.00072981i,2.4375e-06+0.00074524i,4.434e-05+0.0014945i,0.00035846+0.0012952i,0.00016834+0.00052672i,-0.00026939-0.0004587i,-0.00037498-0.00055986i
-0.00082055+0.0016977i,-0.00090088+0.00091082i,0.00044494+0.0029931i,0.0016881+0.0038534i,0.0013712+0.0023894i,0.00043884+0.0010226i,-0.00023195+0.00061733i,0.00011872+0.00071696i,0.00072027+0.00042304i,0.00099863-7.561e-05i,0.00052402-0.00013354i,0.00015625+1.1784e-05i,-0.0006107-0.00025425i,-0.001044-0.00088515i,-0.00045618-0.00060015i,7.5839e-05+0.00046649i,-7.0443e-06+0.00041478i,-0.00057872-0.000236i,-0.00092174-0.00025156i,-0.00066173+0.00039908i,-0.00051504+0.00041046i,-6.1117e-06+0.00019981i,0.00039598+0.00015909i
