0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
6.385e-05-0.0023172i,-0.00073573-0.00069406i,-0.000764+0.00030501i,-0.0011873+0.0016061i,-0.00043162+0.0022937i,0.00043559+0.0017129i,-0.00019692+0.00061083i,-0.00085177+0.00016785i,-0.00050311+0.00074339i,-0.00059189+0.0005209i,-0.00051379+0.00016141i,-0.00018199+0.0010481i,-0.00054621+0.0010309i,-0.0010037+0.00048973i,-0.00039739+0.0008512i,0.00070517+0.00082894i,0.00040959+0.0012885i,-0.00072681+0.0019803i,-0.00074455+0.0013291i,-0.00010147+7.3477e-05i,-7.498e-05-0.00075435i,-0.00014562-0.00076545i,-0.0001391-0.00020696i
0.0011471+0.0022395i,0.0013953+0.0012961i,0.0012541+0.00091804i,-0.00024388-0.00023452i,-0.00068973+9.8832e-05i,-0.00014993+0.00078026i,-0.00020339+0.00025851i,-0.0004162+2.8527e-08i,-0.00042592+0.00040541i,-0.00045664+0.00053274i,-0.00033015-0.00014133i,-0.00024634-0.00030895i,-0.00050098+0.0012713i,-0.0011142+0.0017048i,-0.0016026+0.0012563i,-0.0017259+0.0014397i,-0.0012923+0.0012535i,-0.00047472+0.00075181i,0.00032611+0.00053636i,0.00014232+0.000553i,-0.00047162+0.00053926i,7.1036e-05+0.00011289i,0.00087733-0.0011358i
-0.0020361-0.00048953i,-0.0026821-0.00085531i,-0.0025554+0.00020991i,-0.0016243+0.002306i,-0.0012856+0.0037951i,-0.00045925+0.0026127i,-2.9014e-05+0.00050018i,-0.00014035+0.00021676i,-0.00050872+0.00077199i,-0.00047021+0.0012003i,1.4225e-05+0.0012998i,-3.841e-06+0.00064939i,-0.00025723-0.00062852i,-0.00020146-0.0011147i,-0.0010284-0.0007529i,-0.0022628-2.0616e-05i,-0.0027792+0.00025959i,-0.0023571-0.00025259i,-0.0014892-0.00025747i,-0.0011356+0.00038968i,-0.00080404+0.00057085i,-0.00017306+0.00031358i,-0.00019484+0.00031706i
-0.00052192+0.0001936i,0.00073012+0.00035867i,0.002389+0.001717i,0.0020132+0.0024715i,0.00063695+0.0023778i,0.00031103+0.0022531i,0.00028917+0.0013242i,-0.00044569+0.00045513i,-0.0010586+0.00064803i,-0.00053077+0.00048483i,0.00010385+0.00014411i,9.5476e-05+0.00025204i,3.4603e-05+0.00014847i,0.00018177-0.00028767i,2.9347e-05-0.00042559i,-0.00038356-0.00029131i,-0.00056877+6.4056e-07i,-0.00084487+9.4987e-05i,-0.0014738+0.00080909i,-0.0016208+0.0013157i,-0.00085326+0.00048169i,-0.00021665-0.00059125i,3.569e-05-9.0176e-05i
0.00062827+0.00070659i,0.00067452+0.0012363i,0.00027439+0.0018156i,0.00012867+0.0021619i,-0.00053042+0.002917i,-0.00019139+0.0029247i,-0.00065636+0.0016064i,-0.0015294+0.00083278i,-0.0014314+0.001045i,-0.00081068+0.0010607i,-0.00067469+0.00059392i,-0.00052905+0.00031194i,-0.00061173-0.0001109i,-0.0011601-0.00041808i,-0.00099727-0.00014831i,-0.00045361-3.9973e-05i,-9.3994e-05+0.00048334i,-0.00038255+0.00090031i,-0.00061065+0.00029784i,-0.00024151-5.5366e-05i,0.0001593+0.00023038i,0.00050419-0.00014226i,-7.751e-05-0.00064702i
-0.0043454+0.0013025i,-0.0048586+0.0010688i,-0.0045567+0.0033261i,-0.0031109+0.0059684i,-0.0010782+0.0058896i,0.00060755+0.0038485i,0.00031753+0.0014753i,-0.00042883+0.0011471i,2.9953e-05+0.001988i,0.00063138+0.001708i,0.00013673+0.00088515i,-0.00039869+0.00043853i,-0.00031724+0.00072602i,-0.00078837+0.0010963i,-0.00049353+0.00099941i,-6.0088e-05+1.5034e-05i,-0.00018259+2.2645e-05i,-0.00025633+0.00029689i,-0.0011996+0.00069156i,-0.0011652+0.00088849i,-0.00026094-0.00020221i,-8.6216e-05-0.00090842i,0.0002725-0.0012586i
-0.00066556-0.00068826i,-0.0015776-0.00045394i,-0.001431-0.0010797i,-0.0011398+0.00071925i,-0.0018758+0.0024048i,-0.0015695+0.00054305i,-0.00092673-0.00067729i,-0.0012659-0.00022762i,-0.000855+0.00099805i,-0.00021397+0.0018732i,-0.00062294+0.00098086i,-0.0010976+0.0003808i,-0.0008151+4.9678e-07i,-0.00082778+0.00015831i,-0.0017248+0.00093212i,-0.0021118+0.0016794i,-0.0021395+0.0018799i,-0.0017959+0.0016533i,-0.0013018+0.0013804i,-0.00045991+0.00067963i,0.00028672-4.6495e-05i,2.3291e-06-0.00038574i,-0.00018832-0.0005972i
-0.0021603+0.0012744i,-0.00032778+0.001824i,0.00077163+0.0021819i,0.0013809+0.0021428i,0.0014932+0.002947i,0.00030154+0.0029842i,-0.0013808+0.0012669i,-0.001678+0.00069297i,-0.00043118+0.0012074i,0.00063146+0.0014902i,0.00095154+0.00072946i,0.00053504-6.8151e-05i,0.00044279-0.00024133i,-0.0001807-0.0004828i,-0.0017307-0.00034876i,-0.0022931+0.00050495i,-0.0020997+0.0010714i,-0.0019924+0.00091051i,-0.00069945+0.00083556i,4.8977e-05+0.00039554i,0.00035483-1.1023e-05i,0.00068056+0.00071059i,-0.00021912+0.00025953i
0.00035019-0.0024215i,0.00026095-0.00077885i,2.6667e-06+0.00044111i,-0.0011002+0.0015315i,-0.002032+0.0025228i,-0.0010822+0.0030834i,-0.001071+0.0017277i,-0.0018595-0.00048914i,-0.0013714-0.00087024i,-0.00061982-0.00044543i,-0.00074862-0.00013966i,-0.0011306+0.00010843i,-0.0015692+0.00019425i,-0.0020422+0.00012675i,-0.0015182-0.0011299i,-0.00091544-0.001569i,-0.0011479-0.00042991i,-0.0016681-0.00033533i,-0.0015746-0.00035611i,-0.00093097-0.00029635i,-0.00010271-0.00029743i,0.00040361-0.00080083i,0.00023536-0.0014664i
-0.0017852+6.7358e-05i,-0.0017608+0.00057298i,-0.0014923+0.0027341i,-0.0011421+0.0043557i,-0.00072767+0.0046151i,-0.0005723+0.0029425i,-0.00091267+0.00064716i,-0.0016824-2.5676e-05i,-0.0010412+0.00069113i,0.00038315+0.00075669i,5.7561e-05+0.00019777i,-0.0011406-0.00027072i,-0.0011609-0.00077066i,-0.0012086-0.0016956i,-0.0018279-0.0018163i,-0.0019032-0.0011668i,-0.00076601-0.0011884i,-0.00025361-0.0007489i,-0.0002554+0.00041646i,9.0463e-05+0.00037832i,0.00018805+0.00014733i,-0.0001067+0.00050474i,-0.00016844-0.00016252i
0.00031517-0.00034666i,0.00085722-0.00068972i,0.00058847-0.00084304i,-0.00051666+0.0011639i,-0.0010107+0.0028928i,-0.0008474+0.0025827i,-0.00036227+0.0014421i,-0.00074345+0.00084914i,-0.0010569+0.00048556i,-0.00013964+0.00013986i,0.00048155+0.00077183i,0.00083512+0.0014868i,0.00059436+0.0010189i,-2.8205e-05+0.00068208i,-2.6555e-05-0.00028465i,0.00025248-0.0012552i,0.00013998-0.0011122i,-0.00019273-0.0012344i,-0.00084902-0.0012044i,-0.0015833-7.1079e-05i,-0.00064956+0.00025255i,0.0010076-0.00025054i,0.0011362-0.00052998i
-0.00033348-0.00036126i,9.4355e-05-0.0014368i,-0.00012503-0.0019085i,-0.00075333-0.00044412i,-0.0018133+0.0012339i,-0.0012259+0.0018446i,-0.00012846+0.0014338i,-0.00043796+0.00057083i,-0.00067275+0.00035995i,-0.00045138+0.00075769i,-9.7815e-05+0.00044242i,2.8328e-06-0.00024351i,-0.00018174-0.00042009i,-0.00036327-0.00024273i,-0.00088634+0.00015345i,-0.0006626+0.00074974i,-0.00066822+0.0019209i,-0.001256+0.0024013i,-0.0009322+0.0021608i,-0.00051764+0.0018042i,-0.00044863+0.00053624i,0.00059933-5.1811e-05i,0.00078852+0.00024136i
-0.00024103-1.0553e-05i,0.0017967-0.0009607i,0.0019869-0.00014209i,0.00058933+0.001488i,-0.0003583+0.0020716i,-0.00038007+0.00097456i,-0.0010891+0.00029079i,-0.0018306+0.00033017i,-0.0017232+9.9124e-05i,-0.0011198-0.00010646i,-0.00064221+0.00022412i,-0.00034615+0.00024597i,0.00025043-0.00049357i,0.00066714-0.000752i,1.2864e-06+0.00083676i,-0.00091755+0.0023823i,-0.00085374+0.0024199i,-0.00094517+0.0018035i,-0.001062+0.00066343i,-8.1853e-05+0.00016916i,0.00088625-6.1572e-05i,0.0014323+3.1255e-05i,0.0010634-3.8172e-05i
0.00092221-0.00029925i,0.0010894+0.00038216i,0.00099955+0.00032462i,-0.00024642+0.0022055i,-0.0012924+0.0032708i,-0.0011439+0.0023892i,-9.1662e-05+0.0012699i,-0.00048774+0.0002378i,-0.00094527-0.00015908i,-0.00068369-0.00020058i,-0.00082132+0.0002773i,-0.00036764+0.00094777i,-1.0716e-05+0.0017548i,-0.00076499+0.0016917i,-0.0014339+0.00071597i,-0.0021435+0.00070307i,-0.0021864+0.00091482i,-0.0020658+0.00074281i,-0.0013489+0.00014478i,-0.00059057+8.9308e-05i,-0.00061081+0.00024598i,6.6376e-05+5.8467e-06i,0.00061908-0.00025699i
-0.00015606-0.00077447i,-0.0012132-0.00092952i,-0.0020265-0.001251i,-0.0027728-0.00040215i,-0.001861+0.00069907i,-0.00099419+0.0017554i,-0.00095468+0.0011074i,-0.00111+0.00044808i,-0.00084848+7.4552e-05i,-0.00042677-0.00033891i,8.3046e-05+4.4552e-05i,8.9769e-05+0.0010661i,-0.0011115+0.0014675i,-0.0017606+0.00040469i,-0.0020697-0.00092366i,-0.0027698-0.0016386i,-0.0028123-0.0014356i,-0.002403-0.00081928i,-0.0016064-0.00014091i,-0.0010691+0.00028141i,-0.00044746+2.6063e-06i,0.00037964-0.00036322i,0.00087609-0.0010275i
-1.1842e-05+0.0003179i,-7.1215e-05-0.001733i,-0.00014769-0.0027085i,-0.00087818-0.0018261i,-0.0013127+0.00051711i,-0.0011601+0.0018752i,-0.000579+0.0011317i,7.9501e-05+0.0005834i,0.00023518+0.001057i,-2.6724e-05+0.00071967i,-0.00028876+0.00063589i,-0.00069713+0.00011762i,-0.0013041-0.00086645i,-0.0014588-0.00071345i,-0.0011981-0.00096683i,-0.00084661-0.0020368i,-0.0008768-0.0021368i,-0.0012886-0.00097125i,-0.0017505+0.00060699i,-0.001331+0.00015307i,-0.00049825-0.00072239i,0.00037698-0.00011955i,0.00068902+0.00040126i
0.0028374+0.0010336i,0.0029595+0.00089494i,0.0024972-8.8007e-05i,0.00053371-0.00054008i,-0.0017391+0.00040896i,-0.0017041+0.0017164i,-0.001392+0.0012082i,-0.0019958-0.00039504i,-0.00058292-0.00081529i,0.00043689-5.1644e-05i,-0.00063649+0.00016164i,-0.0019278+0.00045368i,-0.0013148-0.00048087i,0.00017031-0.0011482i,0.00040509-0.0006765i,0.00067638-0.0003714i,0.0010135+0.0004758i,0.00051889+0.0012379i,-0.00039895+0.0018201i,-0.00028374+0.0021756i,0.00014204+0.0012041i,0.00029747+0.00084667i,-5.5978e-05+0.00038822i
-0.0004615+0.0016889i,0.00038193+0.0022305i,0.00074358+0.0026517i,0.0013948+0.0024878i,0.0016178+0.0022957i,0.00089464+0.001452i,0.00047427+0.00031297i,0.00052863+0.00033924i,0.00044034+0.00040937i,-0.00010084+0.0011262i,-0.00037658+0.0014504i,0.00020519+6.947e-05i,0.0007671-0.00070601i,0.00034232-0.00026449i,0.00017554+0.00094946i,0.00092832+0.0017853i,0.00098041+0.0012707i,-5.3659e-05+0.00030678i,-0.0014103+0.00022439i,-0.00071293+0.0005391i,0.00080306+0.00025818i,0.00040007+5.2028e-05i,-0.00022757+0.00031747i
0.002178+0.00090786i,0.0032964+0.0025871i,0.0043969+0.0029955i,0.0045353+0.0013099i,0.0026149-0.00019047i,0.00035084-0.00014705i,-0.00058439+0.00055059i,-0.00044517+0.00061043i,-0.00026335+0.00063406i,-0.00063895+8.8793e-05i,-0.00056398-0.00037956i,0.00026157+0.00040039i,0.00048926+0.0012153i,0.00066067+0.0014936i,0.00041758+0.0014876i,-0.0010646+0.001856i,-0.0017283+0.0018451i,-0.0019138+0.0012036i,-0.001909+0.0010759i,-0.00062234+0.0014136i,0.00069353+0.00093266i,0.0010346-0.00024245i,0.00090684-0.00063814i
-0.00029577-0.00096862i,-4.601e-05-0.0014109i,-0.00085834-0.00074446i,-0.0016009+0.0011476i,-0.0019342+0.0022756i,-0.0020962+0.0015526i,-0.0013216+0.00074021i,-0.00044522+0.00066969i,-9.4661e-05+0.0010134i,0.00094049+0.00094469i,0.00098926+0.00047669i,0.00031161+0.000471i,1.7129e-05+0.00089756i,-6.8588e-05+0.0015434i,-0.00080509+0.001936i,-0.0020143+0.0011679i,-0.0028628+0.00043119i,-0.003115+0.00027417i,-0.002815+0.00083266i,-0.0019727+0.00076217i,0.00026579+0.0003514i,0.0016675+0.00050573i,0.0014598-0.00030303i
-0.0023763+0.0017124i,-0.0012131+0.002719i,-0.0008052+0.0030407i,0.00054027+0.0041917i,0.0025298+0.0045635i,0.0037378+0.002905i,0.0024806+0.00085495i,0.00052342+0.00055253i,0.00015439+0.0019192i,0.00057885+0.0019836i,0.0002078+0.00090277i,-0.00095844-0.00023658i,-0.0018153-0.00084757i,-0.0019602-0.00070576i,-0.0023617-0.00047055i,-0.0023263-0.00056482i,-0.0018441-0.00026085i,-0.0016143+0.00039474i,-0.0016604+0.00045203i,-0.0016206+0.00047443i,-0.0012925+0.00075856i,-0.00067162+0.00041572i,-0.00017697+0.00031946i
1.9159e-05-0.0010333i,1.8599e-05-0.00038081i,0.0002746-0.00025911i,-0.00047349+0.00036404i,-0.0019567+0.0012513i,-0.0021954+0.0014478i,-0.0011312-0.00027574i,-0.00084401-9.8624e-05i,-0.0012539+0.0019334i,-0.0012478+0.0021677i,-0.0014512+0.0014804i,-0.00098636-6.854e-05i,-0.0006463-0.00080006i,-0.00054762-0.00049639i,-7.3581e-05-0.001336i,-0.00032711-0.0012165i,-0.00062633-0.00024931i,-0.00042462-0.00062037i,-0.00066169-0.00022148i,-0.0003063+0.0011396i,0.00036838+0.0017156i,0.00019114+0.001431i,-0.00019667+0.0006994i
0.0016203-0.00042061i,0.0018706-0.00059708i,0.0012456-0.00022916i,0.00054935+0.00098931i,-0.0004531+0.0021978i,-0.00044046+0.001727i,-0.00051351+0.0010164i,-0.0013176+0.00082463i,-0.0016128+0.00061236i,-0.0012252+0.00085318i,-0.0007386+0.00055883i,-9.2106e-05+0.00021373i,0.0011998+0.0006029i,0.0018471-0.00013157i,0.0015565-0.0016478i,0.00076466-0.0015883i,0.0005882-0.00013406i,-0.00010108-9.1392e-07i,-0.0014467-0.00064375i,-0.0017253-0.0009624i,-0.00066531-0.0010976i,-2.5703e-05-0.00083624i,0.00029463-0.00068891i
-0.0012978-0.0042004i,2.3781e-05-0.0023955i,-0.00067562-0.0004869i,-0.0020431+0.0012518i,-0.0027286+0.002747i,-0.0016046+0.0028264i,-0.00053756+0.0016676i,-0.00021082+0.0011922i,-0.00080716+0.0015051i,-0.00098796+0.0016828i,-0.00029324+0.00119i,0.0010213+0.0007242i,0.0014357+0.00087881i,0.00042745+0.00062583i,-1.546e-05+0.00060335i,-0.00043817+0.00079756i,-0.0012513+0.00036821i,-0.0013306+0.00030811i,-0.001666+0.00088686i,-0.0013561+0.001342i,-0.00054921+0.0013847i,-0.00057657+0.00057553i,-0.0016285-0.00051236i
-0.0026391+0.0014415i,-0.0010276+0.001951i,-0.001004+0.0036077i,-0.0011817+0.0045029i,-0.00086525+0.0046579i,-0.00021901+0.0028386i,-0.00054399+0.00045209i,-0.001229+0.00013224i,-0.00063359+0.0010351i,0.00073314+0.00091518i,0.001379-0.00026131i,0.0010655-0.00055453i,7.0701e-05+0.0001704i,-0.00081032+0.00092357i,-0.00087762+0.0013102i,-0.0011279+0.0014076i,-0.0017751+0.0017064i,-0.0019237+0.001705i,-0.0013479+0.0017235i,-0.0005357+0.001471i,-0.0006908+0.00047714i,-0.00011674-0.00080697i,0.00062078-0.0010447i
0.0013634+0.0013849i,0.0022232+0.0020291i,0.0027425+0.00299i,0.0026062+0.0033614i,0.0008774+0.0035487i,-0.00046867+0.0030003i,-0.00091177+0.0015035i,-0.0014388+0.00079111i,-0.0010796+0.00091549i,-0.00066859+0.00057319i,-0.0010002+0.00014773i,-0.0014863+0.00023198i,-0.0019524+0.0006505i,-0.0015099+0.00072786i,-0.00079053+0.00091537i,-8.9862e-05+0.00028672i,-0.00049351-0.00012359i,-0.0019106-0.000167i,-0.002234-0.00025182i,-0.0017346+0.00019216i,-0.0012159+0.00010336i,-0.0012821-0.001025i,-0.00088134-0.0016336i
0.0015503+0.0010854i,0.0015226+0.0012354i,0.00077328+0.00082181i,-0.0010798+0.00032855i,-0.002532+0.00066093i,-0.0022368+0.00049453i,-0.0014847+0.00032879i,-0.0011762+0.00027904i,-0.00059569+0.00069284i,8.2187e-05+0.0010749i,0.00015519+0.00028012i,0.00031278+0.00023006i,-0.00050835+0.000413i,-0.0016633+0.001072i,-0.0015979+0.0010891i,-0.00066582-0.00020667i,-0.00049824-0.000885i,-0.0014344-0.00090835i,-0.0018144-0.00063054i,-0.001453+0.00040398i,-0.00051802+0.0011317i,0.00036847+0.00058462i,0.0009509+2.9338e-05i
0.0011514-0.00014272i,0.0011893-0.00066061i,0.0011167-0.0011387i,0.00065896-0.00097047i,-0.00055652+0.00075082i,-0.0013248+0.0015048i,-0.0010095+0.00051326i,-0.0015229+0.00016005i,-0.0017677+0.00057862i,-0.0019627+0.00086456i,-0.0013813+0.00084012i,-0.00045247+0.00034113i,-0.0001533-0.00018767i,-0.00025774-0.00048803i,-0.00025984-0.00050101i,-0.00076575-0.00018183i,-0.00091131+0.00036601i,-0.00079097+1.0169e-05i,-0.0007594-0.00042166i,-0.00043522-0.00035987i,-0.00024997-0.00055039i,0.00077502-0.00079815i,0.0012799-0.0001442i
0.0026236-0.00061524i,0.0022076-0.00052996i,0.0015612-0.00070551i,0.00066438+0.0011945i,-0.00089261+0.0032901i,-0.0015432+0.0029993i,-0.0013867+0.0014006i,-0.0015723+0.0010556i,-0.001528+0.0013808i,-0.00089557+0.0007799i,-9.6703e-05+0.00014153i,-0.0002778+0.00043138i,-0.00012542+0.00038225i,0.00032686+1.1951e-05i,-0.00065051-0.0001464i,-0.0019317+0.00023899i,-0.0026837+0.00071879i,-0.0020779+0.0011237i,-0.0012482+0.0014119i,-0.00075419+0.001143i,0.00028218+0.00081195i,0.00042313+0.00045291i,-0.00015455+0.00018664i
0.00083167-0.0011212i,0.0012333-0.00050452i,0.00082853-0.0010581i,-0.00087351-0.00032132i,-0.0027496+0.0012837i,-0.0025956+0.0011813i,-0.0014824+0.0007108i,-0.00069929+0.00051376i,-0.00058759+0.00033986i,-0.0010604+0.00031033i,-0.00084477+0.0003955i,-0.00022943+0.00089152i,0.00024557+0.0015272i,0.00063443+0.0022083i,0.00045456+0.001911i,0.00019812+0.00083976i,-0.00042661+0.00060755i,7.7692e-05+0.00035963i,0.0006491+0.0005695i,8.4201e-05+0.0015913i,-0.00022934+0.001248i,8.8444e-05-0.00013944i,0.00013767-0.0015569i
0.0010242-0.00046184i,0.00091424-0.00030138i,0.0010108+0.00039002i,0.0001155+0.0022093i,-0.00050713+0.0026699i,-0.001043+0.0020022i,-0.0013695+0.00069149i,-0.0011598-0.00030638i,-0.00095679-0.00071775i,-0.0013799-0.00039334i,-0.0011064+0.00059886i,-0.00091639+0.0010838i,-0.00029436+0.00085065i,0.0011165+0.00029358i,0.0010081+0.00013645i,-0.0003487+0.00021973i,-0.00077814-0.00023407i,-0.00068483-0.00082977i,-0.0010593-9.1029e-05i,-0.00089427+0.0011051i,0.00082331+0.0011903i,0.0014555-0.0002911i,0.00049154-0.001591i
0.0017894-0.0038273i,0.0012072-0.00261i,-0.00087626+5.7819e-05i,-0.0030966+0.0012453i,-0.0039455+0.0013058i,-0.0018992+0.0014696i,-0.00056607+0.0013554i,-0.0014131+0.0012081i,-0.0027226+0.0011419i,-0.0027234+0.0016463i,-0.0012813+0.0021189i,-0.00062008+0.0012545i,-0.00074057+0.0005404i,-0.00082452+0.00098346i,-0.00072651+0.00090244i,-0.000356+0.00051831i,-0.00070436+0.00043056i,-0.001427-0.00016794i,-0.0016234-2.0812e-05i,-0.0011156+0.0006908i,-0.00021234+0.00074744i,0.00092681+0.00015987i,0.0016569-0.00056851i
-0.0010267+0.0002543i,0.00052996-6.1636e-05i,9.6541e-05-0.00046065i,0.00017909+0.0011001i,0.00060058+0.0027962i,0.0007545+0.00205i,0.0005698+0.00062004i,-0.00067605+0.00090002i,-0.001332+0.0024511i,-0.0010232+0.0024153i,-0.00062941+0.00073582i,-0.00038529-0.00012898i,-0.00086853-7.7144e-05i,-0.0016387-0.00013964i,-0.0021282+0.00058326i,-0.0013894+0.001787i,0.00028697+0.0017914i,0.00092129+0.0013203i,-0.00045485+0.0019113i,-0.0015792+0.001992i,-0.0011262+0.00051531i,0.0003047-0.00031108i,0.00090191-0.00070268i
-0.0021303-0.0030522i,-0.00069688-0.0023157i,-0.0014975-0.0015353i,-0.0034279-0.00018333i,-0.0036725+0.0026882i,-0.002601+0.0036852i,-0.0013348+0.0015747i,-0.0010707+0.00026792i,-0.0012055+0.00066709i,-0.00081647+0.0014414i,0.0003962+0.0013006i,0.0002822+0.0011029i,-0.00081407+0.00046705i,-0.0015813-0.00061011i,-0.0020781-0.00046003i,-0.0021009+0.00055641i,-0.0017002+0.0011766i,-0.0010711+0.00092209i,-0.00060298+0.00067816i,-0.00077726+0.0003729i,-0.00051653+0.00010455i,-0.00025053-0.00012413i,-0.00078853-1.4279e-05i
0.0019835+0.0023556i,0.0017129+0.001713i,0.0014726+0.0020711i,0.0010515+0.0034448i,-0.00027742+0.0029625i,-0.00031178+0.0017239i,-0.00064877+4.3822e-05i,-0.001576-0.00074315i,-0.0010236-0.00029231i,-0.0001857-0.00014353i,0.00018441+0.00059246i,9.2696e-05+0.0012039i,0.00082706+0.00075997i,0.00085243-0.00022852i,-0.00068254-0.00061662i,-0.002529-0.00078412i,-0.0035411-0.00043673i,-0.0025778+0.00040695i,-0.001999+0.0010249i,-0.0014179+0.001567i,-5.1748e-06+0.0010374i,0.00047515-0.00018859i,0.00044348-0.0014248i
-0.00076779+0.0021901i,0.00027218+0.0025936i,0.0016813+0.0049637i,0.0023022+0.0066882i,0.0012617+0.0049705i,0.00034722+0.0026489i,-0.00040665+0.0013522i,-0.0014393+5.0787e-05i,-0.0017386-0.00064829i,-0.00074477-0.00040517i,-5.2659e-05-0.00039482i,-0.00012675-0.00073514i,-0.00044605-0.0010465i,-0.00094279-0.00095594i,-0.0013694-0.0012508i,-0.0019428-0.001879i,-0.0027112-0.0017267i,-0.0028343-0.00048925i,-0.0021701+0.00044345i,-0.0013116+0.00059327i,-0.00053362+0.00056697i,0.00022111-0.00014571i,0.00086896-0.00089484i
-0.0022038+0.00047581i,-0.00077757+0.0015622i,-0.00031635+0.0026244i,-0.00080537+0.0029651i,-0.0010869+0.0022741i,-0.00068987+0.0013508i,-0.00094317-0.00025528i,-0.0015114-0.00057697i,-0.0013745+0.00079675i,-0.0011953+0.0015674i,-0.0015541+0.00171i,-0.0021322+0.00064716i,-0.0024576+0.0002738i,-0.0019926+0.00050886i,-0.00033431+0.00039759i,9.5115e-05-0.00030159i,-0.0010701-0.00079292i,-0.0017699-0.00036848i,-0.0016519+0.00045402i,-0.0012588+0.00093957i,-0.000342+0.00080468i,0.00083787+0.00024014i,0.0014769-0.0011092i
0.0016754+0.001585i,0.0016323+0.00131i,0.00090899+0.00083456i,-0.00012128+0.00088439i,-0.00060752+0.0011421i,-0.00070528+0.00093395i,-0.0010179-0.00037158i,-0.00059076-0.00086043i,0.00044286-7.6843e-05i,3.1761e-05-0.00045299i,-0.0010449-0.00053388i,-0.0015898-0.00057105i,-0.0011464+0.00035742i,-0.0005161+0.0023103i,1.7887e-05+0.0029741i,0.00046661+0.0021392i,0.00018704+0.0004824i,-0.00020285-0.00040317i,-0.00042927+0.00085599i,-0.00030987+0.0016701i,0.00050443+0.00041801i,0.00095089-0.0010548i,0.00052417-0.0011206i
0.0007907-0.0019847i,0.001444-0.002416i,0.00069735-0.0023408i,0.00030202-0.00075964i,0.00069567+0.0020844i,0.00011681+0.0036786i,-0.00029644+0.0021731i,-0.0011088+0.00018306i,-0.0015-0.0015349i,-0.00046574-0.0016489i,0.00010261-6.2382e-05i,0.00046973+0.0011408i,0.00019074+0.0014374i,-0.00019319+0.0015166i,-0.00088628+0.0018588i,-0.0011809+0.0018218i,-0.00034421+0.0014077i,-0.00028683+0.0010604i,-0.0011292+0.00055728i,-0.0016862+0.0005978i,-0.0017739+0.00046581i,-0.00085594-5.3627e-05i,-0.00069908+0.00039497i
0.00078425+0.0026392i,0.0029176+0.0015325i,0.0051499+0.00084935i,0.003583+0.00044902i,-0.00080764+0.00057634i,-0.0018014+0.00059046i,-0.00054281-0.00139i,-9.8303e-05-0.002583i,0.00063967-0.0017036i,0.00028374-0.0014304i,-0.00047831-0.0012482i,-0.00033446-0.00021247i,-0.00074364-8.5923e-05i,-0.0020908-0.00073451i,-0.0041055-0.00033266i,-0.0050422+0.00057432i,-0.0047464+0.0017395i,-0.0034661+0.0013404i,-0.0019657+0.00058132i,-0.001489+0.00053433i,-0.00070442+0.00064455i,0.00048836+0.00050649i,0.00048623-0.00047775i
-0.0010193-0.0021078i,0.0011503-0.0016851i,0.00094706+0.00052609i,-0.0012706+0.0031361i,-0.0030073+0.0034861i,-0.002169+0.0027111i,-0.0014248+0.0013342i,-0.001841+0.00037525i,-0.0016015+0.00059339i,-0.00056834+0.00090543i,-0.00022525+0.0010007i,-0.00035217+0.00067621i,-0.00033381+5.4833e-05i,-0.0010548-0.0012233i,-0.0022342-0.0026847i,-0.0031947-0.0020312i,-0.0037876-0.0011288i,-0.0039168-0.00076165i,-0.0021211-0.00040794i,-0.0007794-0.00061516i,-0.00041711-0.0010212i,0.0004461-0.0013283i,0.00019914-0.00053565i
-0.0044413-0.0016521i,-0.0039113-0.00043731i,-0.004679+0.0028899i,-0.0051278+0.0052123i,-0.0036641+0.0051036i,-0.00098562+0.0041169i,0.0003218+0.002464i,0.00025049+0.0015815i,0.00034477+0.0017401i,0.0012837+0.0016506i,0.0011631+0.0015829i,0.00025386+0.0010399i,-0.00013339-0.00023888i,0.00046672-0.0011225i,0.00084082-0.0019018i,0.00013106-0.0028537i,-0.00060118-0.0031679i,-0.0014525-0.0024315i,-0.0019942-0.0014164i,-0.001868-0.00013453i,-0.0006145+0.00067735i,0.00077684+0.00048979i,0.0014643-0.00067614i
-0.0037908-0.0027541i,-0.0033333-0.0021075i,-0.0046844+0.00045493i,-0.0062497+0.0019235i,-0.0057268+0.0024572i,-0.0023563+0.0018838i,-0.00021108+0.00041873i,-0.00030353-0.00051613i,-0.00015803-0.00046906i,0.00029049+0.00050482i,-0.00024078+0.0012334i,-0.00022713+0.0011359i,-1.4466e-05+0.00049494i,-0.00012506-9.6454e-05i,0.00015637-0.00066459i,0.00061905-0.0019237i,0.00057346-0.0021207i,0.00045207-0.0012322i,0.00074222+0.00028383i,0.00076521+0.0011101i,0.00084024+0.0005465i,0.00070331-8.9462e-05i,4.687e-05-0.00038329i
