-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
-0.00080987+0.0014123i,-0.0025473+0.0014256i,-0.0021838+0.0014803i,-0.0010971+0.00070733i,-0.00085117-0.00039687i,-0.00091747-0.00082067i,-0.00014271-0.00028876i,0.00039811+0.00032951i,0.00013026+0.00035788i,2.95e-05+0.00027122i,-0.00032481+0.00058869i,-0.00030042+0.0012971i,-0.0005749+0.001325i,-0.00037464+0.0005938i,0.00038079+0.00054328i,0.00068471+0.00058455i,-0.00025194+0.00050629i,-0.001+1.7922e-05i,-0.00030676-0.000464i,8.3759e-05-7.3544e-05i,0.00014513+0.00068834i,0.00043959+0.00076764i,0.00063775+0.00017663i
0.0011816-0.0026766i,0.00086413-0.0033497i,0.00025646-0.0043238i,0.00047435-0.0047273i,0.0004854-0.0025548i,5.8099e-06-0.00043146i,-0.00031574+0.00059089i,-0.0004031+0.00066083i,0.00021493+7.7638e-05i,0.00051289-0.00023224i,-1.0593e-05+0.00038499i,-0.00042117+0.0008218i,0.00012314-0.00010725i,7.2014e-05-0.00066058i,-0.00021307-0.00019409i,0.00069586+0.00024893i,0.00099242+0.00074755i,0.00035181+0.0006335i,-8.0001e-05-0.00011965i,-0.00022805+0.0003148i,-0.00038499+0.00046512i,-0.00040118-0.00011476i,0.00017699-0.00082133i
0.0010592+0.00037254i,0.0011491+0.0014696i,0.00067722+0.0012214i,-0.00021768+0.00029868i,0.00010795+0.00014891i,0.00057304+0.00050293i,-3.3478e-06+0.00051297i,-9.2248e-06+0.00069718i,0.00032635+0.00079056i,0.0002495+0.0010389i,-9.1908e-05+0.0014971i,-0.00018347+0.0010566i,8.1241e-05+0.00059911i,0.00036155+0.0007622i,0.00011112+0.00018947i,1.6183e-05-0.0003198i,-0.00035945-0.00056851i,-0.00093263-0.00054425i,-0.00092159-0.00015191i,-0.00029165-0.0003295i,0.0004311+8.4469e-05i,0.00047115+0.00057822i,0.00027603-0.00027838i
-4.4709e-05-0.00045336i,-0.0005986-0.0013052i,0.00021243-0.0014781i,0.00056989-0.00058948i,-5.3179e-05-0.0010612i,-0.00099426-0.00069557i,-0.0006373+0.0014843i,0.00057233+0.0022805i,0.00072991+0.0015702i,1.0468e-05+0.0009756i,-0.00086273+0.00094922i,-0.00172-0.00016612i,-0.0015126-0.00071789i,-0.00048927+0.00028697i,-0.00035201+0.00021516i,-0.00049912+6.257e-05i,-0.00024497+0.00038117i,-0.00031057+0.00059639i,-0.00066949+0.00083899i,-0.00037837+0.00021212i,0.00066895+0.00025373i,0.00036976+0.00080328i,-0.00031203-0.00052007i
0.0024041-0.00023581i,0.0023268-0.0015487i,0.0013375-0.0022004i,-1.1516e-05-0.0014026i,-0.00046311+0.00014719i,-0.00025747+0.00041794i,3.2187e-05+6.3375e-05i,0.00039395-9.3407e-05i,0.00096722+4.8689e-05i,0.00024259+0.00042761i,-0.00056936+0.00066729i,-0.00044037+0.00088319i,-0.00034746+0.00076948i,0.00014775-4.424e-05i,0.00052643-0.001079i,0.00045572-0.00097034i,0.00053335-0.00041534i,0.00029649+0.00013065i,-0.00032047+0.00066339i,-5.098e-05+0.00035889i,0.00027585-9.9704e-05i,-0.0004538-0.00027441i,-0.00085297-0.00027201i
5.1333e-05+0.0013567i,0.00057919-0.00039353i,0.0012466-0.0018257i,0.0013472-0.0026062i,0.00012303-0.0024412i,-0.0012517-0.0020424i,-0.0014223-0.001134i,-0.00077156+0.00060924i,0.00010955+0.00091622i,0.00058305-0.00014576i,0.00050488-0.00051722i,0.00016256+0.00021547i,-2.7926e-05+0.00052571i,-0.00013322-0.00012165i,0.00017297-0.00016542i,0.00053235-0.00020165i,0.00015652+0.00056299i,-0.00011983+0.001379i,0.0005703+0.000865i,0.00060885+0.0002061i,0.00055285-0.00030071i,0.00063322-0.00066142i,2.0578e-05-0.00022831i
-0.00079798-0.0021032i,-0.0016689-0.0016i,-0.0023576-0.00095739i,-0.0014524-0.00043177i,-0.00035861-6.3644e-05i,-0.00021054-0.00016485i,-0.00072787+0.00011871i,-0.00091879+0.00036064i,-0.00048033-0.00027784i,-0.00040072+0.00010033i,-0.00017487+0.00033638i,0.00020382-7.6142e-06i,0.00045422+0.00022685i,0.0004874+0.00087485i,0.00070044+0.00066051i,0.00060393-5.646e-05i,0.00010635+0.00017674i,0.0003102-0.00038553i,0.00035505-0.00035615i,0.00038127+0.00035318i,0.00062749+0.00013538i,0.00040262+0.00017676i,0.00026381+0.00070795i
0.0014875-8.8878e-05i,0.0027766-0.00074332i,0.0027899-0.00071094i,0.0013308-0.00081485i,0.00032027-6.4819e-05i,-0.00026401-3.7234e-05i,1.0102e-06+0.00057975i,0.00036749+0.00064185i,0.00058941+0.00022931i,0.00043119+0.0010034i,0.00021499+0.0014067i,0.00015536+0.0011271i,0.00027754+0.001519i,4.7637e-05+0.0013348i,-0.00031765+0.00035711i,-2.5022e-05-2.1147e-05i,0.00019053-0.00030053i,-0.0002709-0.0006386i,-0.00070158-0.0009153i,-0.00035411-0.00080727i,0.00019618-0.00043951i,-0.00017892-0.00012169i,-0.00070262-0.00056604i
0.00065012-0.00023672i,-0.00011399-0.0001268i,-0.00068644+0.00027558i,-0.00038273+0.00085624i,-0.00028223+0.0013782i,-0.00050042+0.0011144i,-1.348e-05+0.00048787i,0.00057936+0.0011731i,0.00090112+0.0013532i,-4.4806e-05+0.0012013i,-0.00091085+0.0007646i,0.0005343+6.312e-06i,0.0015156+0.00038353i,0.0002938+0.00095657i,-0.00036623+0.00072764i,0.00022245+0.00020124i,-0.00010922-8.4967e-05i,-0.00095349+0.00016771i,-0.00078602+0.00015295i,-0.00075907-0.00028614i,-0.00019049-0.0007504i,0.00071229-0.00095868i,0.00033887-0.00068004i
-0.0013366-0.0032858i,-0.00068641-0.0033622i,-0.0024146-0.0028302i,-0.0030314-0.0021331i,-0.0021623-0.00027747i,-0.0013949+0.00097704i,-0.00042475+0.00020374i,-0.00018034-0.0008219i,-0.00040964-0.0014587i,-0.00093857-0.00072695i,-0.0012892-4.6253e-05i,-0.0013108+5.7784e-05i,-0.00027563+0.00036073i,0.00038393+0.0001863i,-8.3468e-05-0.00046901i,-0.00040967-0.00038121i,-4.0057e-05+0.00052285i,0.00033398+0.001019i,5.537e-05+0.00028747i,0.00066965-6.7851e-05i,0.00064156-0.00011418i,-0.00032432-0.00010027i,-0.00070744-0.00027613i
0.0018241-0.00079651i,0.0026175-0.00079058i,0.0019888-0.00055245i,0.0012886-0.0007192i,0.00083122-0.00079462i,0.00064041-0.0006146i,0.00065612-1.5696e-06i,1.0321e-06+0.00041709i,-0.00048299+4.8403e-05i,-6.4176e-05-0.00083108i,0.00017491-0.00086468i,-0.00016563-5.4578e-05i,-0.00016324+0.00074206i,2.0881e-05+0.00089248i,-0.00038494+0.00077208i,-0.00095765+0.00058216i,-0.00044582+0.00037199i,0.00011004+0.00026029i,0.00060427+3.8572e-05i,0.00046088+0.00020142i,-0.00012289+0.00050944i,-3.9538e-05+0.00032087i,0.00060534-7.0258e-05i
-0.0020622-0.00091907i,-0.0020137-0.00058942i,-0.00042172-0.00039128i,0.00031609-0.0003024i,0.00012929+0.00038899i,0.00075827+0.00044084i,0.00050978-7.0602e-05i,0.00032358+0.0005219i,0.00012366+0.00028427i,-0.00028001-0.0008836i,8.0147e-05-0.0011484i,0.00042323-0.000553i,0.00050396+0.00010166i,0.00015657+0.00069589i,6.615e-05+0.00082882i,-0.00042872+4.1634e-05i,-0.0008358-0.00041174i,0.00011217+3.2595e-05i,0.00016265+1.9717e-05i,-0.00026631-0.00029449i,0.00026359+0.00024256i,0.00069407+8.796e-05i,0.00025592-6.8912e-06i
0.00045553-0.00087665i,0.00026652-0.00078865i,-0.00052408-0.00020419i,-0.00094209+9.3789e-05i,-0.00027981-0.00040558i,-0.00037234-0.00020828i,-0.00025621+0.00047384i,0.00073133+0.0007969i,0.00081319+0.00099431i,0.00019846+0.00074148i,0.00026046+0.00093667i,0.00013518+0.00087287i,-0.00046783+0.00085317i,-0.0004216+0.00068121i,-0.00040079+0.00059073i,-0.00041158+0.00036157i,0.00014594+0.00032299i,4.6181e-05+0.0009247i,-0.00052557+0.00072779i,-0.00049855-0.00030133i,-0.00032756-0.00016329i,-0.00047718+0.00016392i,-2.0607e-05-0.00037485i
0.00037263+0.0031611i,0.0018433+0.0027681i,0.0028672+0.0010442i,0.0017627-2.352e-05i,0.00052456-0.00021285i,-0.00014964+0.00016056i,-0.00072225+0.0010895i,-0.0010277+0.0012936i,-0.0008678+0.0010571i,-0.00014884+0.00081269i,0.00022007+0.00035769i,-0.000382+0.00028998i,-4.0947e-05+0.00071957i,0.0006144+0.00082839i,0.00050892+0.00036686i,0.00044607+0.00022563i,0.0002568+0.00097762i,0.00010094+0.0012294i,-0.00023974+0.00034396i,0.0001156-6.2405e-05i,-0.0003193-0.00011354i,-0.00083284-0.00019797i,-0.00076054-1.0452e-05i
0.00044658-0.0022258i,0.00043343-0.0033344i,0.00084977-0.0021378i,0.0012306-0.0013565i,0.0012074-0.0015201i,0.00048301-0.0011023i,-0.00022199+0.00011739i,-0.00047645+0.00040144i,-0.00046023+8.2919e-06i,-0.00012789+0.00052938i,-0.00014966+0.00029154i,0.00011046-0.00057996i,0.0007407-0.00060965i,0.00033593+4.1651e-06i,-0.00045907+0.00057102i,-0.0008879+0.0002112i,-0.00068175-8.3578e-05i,-0.00036879-0.00010244i,-6.8171e-05+5.4243e-05i,-8.7566e-05+0.00017893i,-0.00025739+0.00046273i,3.5028e-05-9.5489e-05i,0.00033428-0.00059888i
0.0019699-0.00063731i,0.0014469-0.00040501i,0.00013127-0.0014693i,-0.00077674-0.0025905i,-0.00090416-0.0014504i,-0.00099969-8.1217e-06i,-0.0011017+0.00071466i,-0.00052924+0.00074114i,0.0003079-0.00031658i,0.00014349-0.0010759i,-0.0003026-0.00092663i,-0.00031348-0.00031123i,2.1735e-05+5.6928e-05i,4.7402e-05+8.678e-05i,-0.00035976+3.3972e-05i,-0.00020631-1.5173e-05i,0.00028971+0.00013056i,-0.00023416+9.3266e-05i,-0.00042546+0.00015979i,-0.00011235-0.00043365i,-0.00017627-0.00093114i,9.8808e-05-0.0008048i,0.0005198-0.0010045i
0.00027237-0.00033698i,-0.00087294+3.459e-05i,-0.0001299+0.00011302i,-0.00035274-0.0007768i,-0.00092366-0.001626i,-0.00024977-0.0011322i,0.00044927+0.00052718i,0.00056997+0.0014436i,0.0010222+0.0013011i,0.0010062+0.0008256i,-0.00023083+0.00054902i,-0.00056205+0.00057217i,-0.00023107+0.00099135i,0.00028858+0.0010694i,0.00025766+0.00043205i,-0.00046691-0.00030819i,-5.9078e-05-0.00035389i,0.00041043-0.00050988i,0.00039552-0.00054406i,0.00030879-0.00060703i,-0.00020729-0.0006468i,-0.00051702-0.00045022i,-0.00019118-0.00025977i
0.0018819-0.0025476i,0.00033088-0.0020035i,-0.00022344-0.0015723i,-0.00013382-0.0010211i,-0.00089436+0.00016355i,-0.00066531+0.00037724i,0.00024832+3.2534e-05i,0.00039669+0.00024865i,0.00025726+0.00034709i,0.00086919+0.00093181i,0.00093075+0.0011179i,0.00036027+0.00037135i,0.00021426-3.2379e-05i,0.0010352+0.00025638i,0.0011296-0.00052262i,0.0003289-0.00035453i,-0.00025716+0.0011784i,-0.00050012+0.0014325i,-4.5702e-05+0.00076898i,7.7467e-05+0.0003593i,3.9554e-06+0.00054634i,-3.1737e-06+0.00085814i,-0.00073034+0.00064956i
-0.0007592+0.0010344i,-0.00016941+0.00043309i,0.00071618+0.00020805i,0.00089003-0.00049639i,0.00097881-0.00065435i,0.00043864-0.00013158i,0.00014547+0.00043586i,0.00033544+0.00061333i,0.00043495+0.00032073i,-3.2476e-06+0.00040341i,0.00015888+0.00077167i,0.0006522+0.00075898i,-0.00023539+0.00071139i,-0.00069721+0.00073787i,-0.00071086+1.2781e-05i,-0.00061968-0.00041776i,-0.0002427-0.0004173i,0.00019845-0.00034413i,0.00042759-0.00013492i,-9.4825e-05+0.00077877i,-0.00044431+0.00097367i,-0.00020027-0.00021452i,-0.00040197-8.9364e-05i
-0.0012123-0.00022254i,-0.0026537-0.001244i,-0.0039527-0.0012499i,-0.0026571-0.00045723i,-0.00039501+5.296e-05i,-9.6284e-05-0.00029039i,-0.00025694-2.8819e-05i,0.00046522+0.00053376i,0.00081692+0.00050959i,0.00039227+0.00059126i,0.0001312+0.00012924i,-0.00048484+1.6838e-05i,-0.0004803-4.1515e-05i,0.00049643-0.00053456i,0.00073177-0.00033727i,-0.00014375-0.00014371i,-0.0004767+0.00015817i,8.7315e-05+0.00013274i,9.5106e-05-0.00056507i,4.866e-05-0.00053594i,0.00023771-0.00027001i,1.5612e-05-0.00038487i,0.00036167-0.00046679i
0.00055046-0.0021407i,0.00061672-0.0024233i,0.00035313-0.0016715i,-0.00029379-0.0011749i,-0.00024171-0.0020382i,-6.7142e-05-0.0019006i,4.6154e-05-0.00082972i,0.00025685+0.00039106i,0.00015337+0.0010286i,0.00014686+0.00095082i,0.00031369+0.00087892i,0.00026648+0.00069063i,-8.7804e-05+0.00079621i,-0.00043344+0.00074888i,-9.5803e-05-2.9296e-05i,0.00060561+0.00036513i,0.00017035+0.0014455i,-0.00020156+0.00090367i,0.00047757-0.00041951i,0.0012038-0.00060033i,0.0011806-9.8227e-05i,0.0010589+8.7142e-05i,0.00089022+0.0001769i
0.0011053+0.0019316i,0.00040169+0.0015007i,0.00043562+0.0010504i,0.0016885+0.00038122i,0.0019551-0.00092949i,0.0010517-0.00085882i,-0.0002835-0.00013812i,-0.0011537+3.9855e-05i,-0.00068015-0.00051086i,-0.00021619-0.00027495i,2.4519e-06+0.0009165i,-2.9145e-05+0.0009572i,5.2198e-05+0.00080689i,0.00029976+0.00070912i,0.0002657+0.00040453i,8.594e-05+0.00044104i,-0.00015199+2.4263e-05i,-0.00020536+0.00018306i,-0.00059688+0.00057145i,-0.00023696+0.00026504i,-0.00013337-0.00016231i,-0.00019263+1.02e-05i,0.00024866-3.276e-05i
0.00092625-1.8311e-05i,-0.00031253-0.0016484i,-0.00027941-0.001834i,0.00094406-0.0020022i,0.0018509-0.0023325i,0.00028218-0.0014898i,-0.0014199-0.00074311i,-0.0010882+0.00044496i,0.00052909+0.001275i,0.00083296+0.0010076i,0.00013769-0.00011311i,-0.00019629-0.0007004i,0.00025378+9.0338e-05i,0.00037397+0.00054194i,-9.5994e-05+0.00071749i,0.00047092+0.00093472i,0.00051055+0.00035721i,-0.00032237+0.00045731i,-0.00018018+0.00046809i,0.00014139+0.00049414i,0.00032043+6.3458e-05i,0.0006615-0.00039223i,0.00018306-0.00060919i
-8.0278e-06+0.0003509i,0.00067586-0.00068897i,0.00044873-0.0011386i,-0.00033456-0.0017555i,-0.00053377-0.00059912i,-0.00011032+0.00026976i,0.00019665+0.00071242i,-2.5056e-05+0.00082348i,-0.00050072+0.00016113i,-0.00053357+0.00026241i,-0.00057195+0.0011877i,-0.00076345+0.0014068i,-0.0011493+0.00096945i,-0.00093728+0.0006011i,-0.00067319+0.00036433i,-0.0006818+0.00040024i,-0.0011661-1.8874e-05i,-0.0010253-0.00038389i,-0.00025452+0.00046147i,0.00070199+0.00055872i,0.00030446+0.00047789i,-0.00070299+0.00042293i,-0.00041994-0.00011182i
-0.00067402+0.00014066i,-0.0013477+0.00010575i,-0.0012551+3.5426e-06i,-0.00036071+0.0012808i,-0.00011886+0.0016737i,-0.00050552+0.0014364i,-0.0003081+0.0013076i,-0.00068903+0.00057169i,-0.0012552+5.8627e-06i,-0.0013994+0.00096829i,-0.0012186+0.0012794i,-0.0003265+6.9305e-05i,-0.00013359-6.4641e-05i,-0.00055683+0.00010149i,-0.00055282-0.00010477i,0.0001831-0.00028474i,0.00059192+6.0059e-05i,4.3462e-05+0.0011114i,-0.00015151+0.0014032i,-0.00046942+0.00065976i,-0.00039295+5.4514e-05i,-0.00029975-0.00062792i,-0.00053212-0.0007624i
0.00093559-0.0021849i,0.0024429-0.0017676i,0.0021598-0.00066323i,0.000615-0.00035011i,0.00026227-0.00035174i,0.00083029+2.4562e-06i,0.00087401+0.00030573i,0.00088367+0.000479i,0.00086618+0.0005951i,-3.2298e-05+0.000159i,-0.00026782-0.00017704i,0.0003601-0.00046602i,0.00053211-0.00018317i,0.00037437-6.43e-05i,-2.1534e-05-5.0846e-05i,-0.00037181+0.00034453i,0.00040274+0.00041741i,0.00052515+0.00039138i,-0.00061296-6.3501e-05i,-0.00030502+0.00024662i,-6.2069e-05+0.00035196i,-0.00027248-0.00026782i,0.00023454-0.00034694i
-0.0011143+0.0004697i,-0.0014333+0.00013147i,-0.0016943-0.00043327i,-0.0019079-0.00093509i,-0.0020157-0.00059173i,-0.0011418+0.00019446i,0.000131+0.00022398i,0.00030034+1.8038e-05i,-0.00015141+0.00055279i,-0.00058498+0.00059124i,-0.00044126+0.00010813i,-0.00028882+0.00059481i,-0.00014928+0.00060397i,0.00091145-0.00014248i,0.00097241-0.00028293i,0.00075729+0.00011528i,0.00026421+0.00028678i,1.0467e-05-0.00034912i,9.0308e-05-0.00010828i,-0.00025758+0.00017931i,-0.00029889-0.00051613i,-0.00034055-0.00034195i,-0.00058433+0.00011309i
-0.0012508-0.0020556i,-0.0012631-0.0016719i,-0.0019936-0.0018324i,-0.0023369-0.0009841i,-0.0019269-0.00038619i,-0.00085018-0.00039201i,-0.00022572-3.7035e-05i,0.00035081-0.00048428i,0.00076702-0.00096388i,0.0001861-0.00025257i,-0.00019992+0.0011596i,-7.0555e-05+0.0021558i,-0.00028758+0.0015712i,-0.0005951+0.00061577i,-0.00038806+0.00026123i,5.7266e-05+0.00020968i,0.0003683+0.00036338i,0.00081784+8.5217e-06i,0.00059942-5.2213e-05i,0.00011222+0.00067163i,4.7387e-05+0.00034195i,-0.00049841+0.00012196i,-0.00087979+6.3057e-05i
0.0036777+0.00043691i,0.0029371-0.0011543i,0.0021494-0.0031488i,0.00053768-0.0022403i,-0.0010254-0.00016992i,-0.0016004+0.0014504i,-0.0010367+0.0017021i,-0.00032156+0.00053908i,-0.00060203-0.00012436i,-0.0012486-0.00014461i,-0.0010196+0.00088236i,-0.00023889+0.0015619i,0.0001465+0.00078874i,-4.1469e-05-0.00046415i,-4.6307e-05+1.9666e-05i,0.00087796+0.0007406i,0.00099986+0.00053107i,0.0002086+0.0001723i,0.00024668-0.00032827i,0.00071839+0.00016518i,0.00090632-0.00020556i,0.00079787-0.00081719i,0.00024909-0.0004806i
-0.0025962-8.5494e-05i,-0.0022541-6.8173e-05i,-0.0013373+4.5494e-05i,-0.00072858+2.075e-05i,-0.00025128+0.00080194i,0.00010324+0.0010128i,0.0010506+0.00089279i,0.0011877+0.0011165i,0.00082726+0.00074626i,0.00095558+0.00051208i,0.00078535+0.00040447i,0.00029559+0.00015363i,0.00040839+0.00064938i,0.0012966+0.00081798i,0.0018612+0.00055726i,0.0011688+0.00052608i,0.00045361+0.00070847i,3.4776e-05+0.00028484i,5.9696e-06-0.0001597i,-0.00027128-4.0205e-05i,-0.0002878-0.00018243i,0.00025917-0.00027255i,0.00044403-8.0863e-05i
0.00016863-0.0024851i,0.00064488-0.0014111i,0.00093642-0.0010086i,0.00080026-0.0009689i,-0.00034609-0.00011041i,-0.0010284+0.00057852i,-0.00013732+1.067e-05i,0.00083958+0.00014035i,0.00073557+0.00028435i,0.00051411+8.7731e-05i,0.00033587+0.00034861i,0.0001992+0.0011579i,0.00039767+0.0017079i,0.00024841+0.00092056i,-0.00034271+0.00034106i,-1.862e-06-0.00053969i,0.00039034-0.00078586i,0.00037509-8.2027e-05i,0.00025452+0.00025987i,0.000226+0.00027156i,7.8116e-05+0.0001499i,0.00032349-0.00012146i,-0.00016172-0.00018387i
0.00084113+0.00089135i,0.00079317+0.0011651i,0.0010856+0.00067904i,0.00027385-0.0005154i,-0.00048268-0.0015365i,-0.00054134-0.00070955i,-0.00047819+6.2665e-07i,2.8276e-05+0.00025642i,0.00022316+0.00025158i,-0.00011364-0.00026588i,0.00015899-0.00040766i,-0.00035104+0.00032519i,-0.00047032+0.00055115i,-0.00035802+0.00029711i,-0.00029849+0.00049745i,-0.00010596+0.00029624i,-0.00039534-0.00013501i,-0.00034178-0.0002074i,-0.00081563+0.00014429i,-0.00014246+0.0003562i,0.0010802-0.00015193i,0.0008695-0.00022175i,-0.00016843-0.00032546i
-0.00012684+0.00034034i,0.0012906-0.00068455i,0.0017849-0.00067741i,0.0015754-0.00024738i,0.0016138-0.00063382i,0.0015135-0.00063089i,-5.6627e-05+0.00011296i,-0.00089884+0.00073115i,-0.00085324+0.0012766i,-0.00089409+0.00129i,-0.00033728+0.00050656i,0.00026827-0.00011105i,9.7886e-05-0.00043064i,-0.0002537+0.0001755i,-0.00019643+0.00058235i,0.0004673+8.1654e-05i,0.00060265+1.4392e-05i,0.00031818+0.0001987i,0.00074648+0.00022574i,0.00074501+0.00041967i,0.0004825+0.00079336i,0.00056315+0.0006466i,0.00063303+0.00044586i
0.00081148-0.0007467i,0.00040209-0.00079886i,-0.00016412-0.00074324i,-0.00013821-0.0008825i,-3.3284e-05-0.00026285i,-0.00029896+0.00061724i,-0.0003524+0.0012512i,-0.00036579+0.0011006i,0.00024157+0.00074418i,0.00060048+0.00062024i,-0.00010275+0.0005096i,-0.00093024+0.00010507i,-0.001449+2.5423e-05i,-6.5669e-05+0.00050117i,0.00096342+0.00049178i,0.00063553+0.00075082i,-0.00035112+0.0012534i,-0.00079179+0.0011432i,-0.00057474+0.0012854i,-9.3409e-05+0.0010239i,-0.00023919+0.00058213i,-0.00075274+0.00037602i,-0.00069107+0.00077408i
0.0025805+0.00017731i,0.0017387+0.00051617i,0.001603-0.00030412i,0.0016709-0.001248i,0.001527-0.00088796i,0.00072561-0.00015409i,0.00062744+0.00071572i,0.00037223+0.001471i,0.00023699+0.0014245i,0.00029321+0.0010218i,0.00022952+0.0007641i,-0.00032934+0.0013702i,-8.7225e-05+0.0011107i,8.0592e-05+0.00010474i,-8.0203e-05-0.00073088i,-0.00013509-0.0012291i,-0.0006724-0.00078844i,-0.00024953-0.00029111i,0.00054588+9.3271e-05i,-7.4361e-05-8.2202e-05i,-0.00036358-0.00040685i,-0.00011253-0.00012531i,0.000352+0.00041271i
-0.00013948+0.00094822i,0.00057792+0.00028739i,0.0016523+0.00051718i,0.0014567+0.0012311i,0.0011241+0.00012628i,0.0011127-0.0011871i,0.00014101-0.00083509i,-0.00020271-8.3303e-05i,2.5269e-05-0.00020732i,0.00064522+6.3334e-05i,0.00074734+0.0003826i,0.00046703+0.00036185i,0.00061027+0.0012443i,0.00056903+0.0018652i,0.00036782+0.0015071i,0.00049823+0.00086002i,0.00019574+0.00067315i,-0.00066038+0.00070042i,-0.00060773+0.00052765i,-0.00014931+0.00045923i,-0.00023342+0.00064198i,0.00030132+0.00050226i,0.00049446+0.00090763i
-4.7873e-05-0.00088923i,0.00073373-0.0016775i,0.00068657-0.0010152i,0.0006559-0.00096159i,0.00082264-0.0011872i,-9.5951e-05-0.0013304i,-0.00084864-0.0010913i,-0.00059758-0.00078347i,4.2528e-05-0.00014793i,0.00031042+0.00089836i,-0.00017211+0.00075676i,-0.00051965+0.00026846i,-0.00088433-0.00027053i,-0.00072988-1.0474e-05i,-0.00015414+0.00053792i,0.00013729+0.0003582i,-0.00027393-0.0002026i,-0.00050563-0.00066279i,-0.00014711-0.00090346i,-0.00018521-0.0007055i,0.00014255-7.3206e-05i,-0.00016438+0.00046959i,-0.00049767+0.00064545i
0.0014612+0.00046361i,0.00028174+0.00074069i,-0.00010976+9.6576e-05i,0.0011308-0.0009863i,6.4581e-05-0.00075591i,-0.0015559-0.00091485i,-0.0014947-0.0011423i,-0.0010057+0.00057306i,-0.00034317+0.0012111i,0.00022746+0.00054955i,-0.00013052+0.00033795i,-0.00031752+0.0003282i,6.7582e-05+0.00023249i,-0.00049279-0.00048121i,-0.0011629-7.6199e-05i,-0.00075896+0.00063652i,-7.9877e-06+9.0824e-05i,0.00014889+0.00015574i,0.00012979+0.00044227i,8.9492e-05+0.00071999i,-0.00071557+0.00055805i,-0.00064692-0.0004505i,0.00012251-0.00071081i
-0.0015483-0.0019985i,-0.0017152-0.00098554i,-0.0015366-0.0013041i,-0.00069-0.0011228i,-0.0001792+0.00040666i,-9.6043e-05+0.0012416i,0.00029786+0.00092164i,0.00045256+2.626e-05i,-0.0001676-0.00056876i,4.9495e-05-0.00018148i,0.00039953+0.000111i,-0.00058608+0.0010956i,-0.0010002+0.0016217i,-0.00023392+0.00043278i,-0.00019337-3.7727e-05i,-0.00069735+0.00066812i,-0.00064459+0.0010941i,2.1645e-05+0.00079582i,0.0002076+0.00018145i,-0.00021583-0.00047494i,-0.00031846-0.00073962i,0.00012889+0.000243i,0.00019197+8.337e-05i
4.1067e-05-0.00056575i,0.00048846-0.00054684i,0.0011472-0.0017059i,0.00069183-0.00086316i,-8.9707e-05+0.00071647i,-0.00030903+0.00085028i,0.00014832+0.00082499i,-0.00013208+0.00062079i,-0.00075803-0.0003622i,-0.00080795-3.4693e-05i,-0.00062865+0.0003535i,-0.00058253-0.00011171i,0.00026226+0.00035421i,0.0010739+0.0012644i,0.00049308+0.00086559i,-0.00039218+0.00084682i,-8.9435e-05+0.00070865i,0.00062007+3.84e-05i,0.00018565+0.0006217i,0.00031782+0.00022654i,0.00046594-0.00054985i,-0.00050689-0.00040723i,-0.0015286+0.00041358i
0.00014018-0.0004135i,0.00042431-0.00065168i,-0.00021111-0.0014176i,-0.00073789-0.0013958i,-0.00070688-0.00075584i,-0.00037519-0.00025596i,0.00020103+8.029e-05i,0.00021184+0.0002571i,-0.00039462+0.00065634i,-0.00082755+0.00057575i,2.6897e-05+7.2678e-05i,0.0011443+0.00028537i,0.0013267-9.8343e-05i,0.00089274-1.9406e-05i,0.00068262-6.9926e-05i,0.00041268-0.0001977i,0.00056512+2.6917e-05i,0.0006295+0.00037854i,0.0010084+0.00046173i,0.00034606+0.00059282i,-0.0010791+0.00050681i,-0.00023973+0.00019889i,0.000528+0.00027709i
0.00047532-0.0017786i,0.0005-0.0019161i,0.0011673-0.0015456i,0.0010709-0.0013951i,0.00054161-0.0018273i,0.00026844-0.0022772i,-0.00027462-0.0011324i,-0.00046566+8.8501e-05i,4.9393e-05+8.6742e-05i,0.00023592+0.00060573i,-0.00047174+0.00037842i,-0.00080628+0.00075084i,-0.00097478+0.0013563i,-0.0008407+0.00087401i,-0.00067475+0.00043661i,-0.00056445+0.00052558i,-0.00082317-6.2224e-05i,-0.00050214-0.00089317i,0.00039337+5.6979e-05i,0.00065233+0.00024467i,0.00031989-0.00048569i,-0.00018747-2.8537e-05i,-0.00020452-0.0003741i
