-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
-0.0010512+0.0014483i,-0.00066198+0.0017951i,-0.0012183+0.0032581i,-0.001094+0.0039325i,0.00016994+0.0019746i,0.00038407+0.00056448i,-0.00080574+0.00018796i,-0.0012619-1.5957e-06i,-0.00066461-0.00024719i,-0.00015369-0.00036936i,4.9125e-05-0.00014166i,-0.00048513+0.00043933i,-0.00057442+0.00034616i,-0.00041739+0.00043197i,-0.00013467+0.0009797i,0.00069918+0.00043846i,0.00080668+0.00016197i,0.00015436-8.7252e-05i,-0.00019922-0.00010576i,0.00044403+6.6113e-05i,0.0010361+0.00016685i,0.00095414+0.0004997i,0.00044077+0.00065407i
-0.0006249+0.00086816i,-0.0010706+0.00023385i,-0.00080406+0.001352i,0.00070838+0.0022398i,0.0014676+0.0016169i,0.0001666+0.00032611i,-0.00079371-0.0001007i,-0.00086097+0.00013072i,-0.00067121+0.00033055i,8.1731e-05+0.00050626i,-0.0002297+0.00022999i,-0.00070403-8.4626e-05i,0.00016287-0.00051434i,0.00027863+3.8976e-06i,-0.00028091+0.00044114i,-8.9265e-06+1.5159e-05i,-2.8457e-05+0.00044341i,5.6251e-05+0.00037085i,0.00043736+0.00016572i,0.00046448+9.137e-05i,0.00064849-0.00015116i,0.00062831-0.00065192i,-0.00013387-0.00071994i
0.0019997-0.001131i,0.0016181-0.0025458i,0.0018295-0.0021445i,0.0012099-0.00040828i,0.00065049-0.00042768i,0.000165-0.00025445i,-0.00038931+0.00017711i,-0.00072379+0.00019967i,-0.00077838-0.00034805i,-0.0010099-0.00042032i,-0.001518+0.0005437i,-0.0016384+0.00060923i,-0.0010198+0.00042664i,-0.00046214+0.00037726i,-0.00025743+0.00017715i,-0.00041359+0.00025883i,-0.00076788+0.00059551i,0.00027713+0.00083709i,0.00088346+0.00073329i,0.00064281-3.6159e-05i,0.00077117-0.00013147i,0.00018205+0.00011203i,-0.00069503-0.00023523i
0.00042651-0.00023806i,-0.00090739-0.00069565i,-0.0015439-0.00017253i,-0.001787+0.0011702i,-0.0017578+0.00022033i,-0.00097274-9.3384e-05i,-0.00060638+0.00036735i,-0.0008973-0.00019736i,-0.0011956-0.0001891i,-0.0011383-0.00012032i,-0.00053259-0.00022993i,0.00023573+0.00017433i,-0.00011894+3.598e-05i,-0.0003635-0.00061366i,-0.00028967-0.00041306i,0.00015436+0.00077857i,0.00069641+0.001054i,0.00027654+0.0008606i,-0.00023243+0.0006283i,-0.00048637+6.471e-06i,-0.00046805-2.8772e-05i,-0.00045829-3.1041e-05i,-0.00021814+0.0001569i
0.0024513+0.00026611i,0.0022412-0.00014354i,0.0019928+0.0010341i,0.0010092+0.0021077i,-0.00049376+0.0012811i,-0.001507+0.00020237i,-0.0014789-0.00018901i,-0.0011748-0.00045353i,-0.00055747-0.00052653i,-9.9445e-05-0.00034589i,-0.00090827+0.00026181i,-0.0010046-0.00021556i,0.00019377-0.00084487i,0.00031601-0.00040092i,0.00053511+0.00030483i,0.00013144+0.00016933i,-0.00021636-0.00035504i,0.00057441-0.00016128i,0.0010462-0.0003727i,0.0015183-0.00047449i,0.00085142-0.00078389i,-0.00037741-0.0011539i,-0.00060974+0.00017005i
-0.00038243-0.00047238i,-0.00089062+5.119e-05i,-0.0019782+0.00076299i,-0.0012943+0.00070829i,-0.00085526+0.00055631i,-0.00069543+0.00014628i,-0.00034344+0.00021663i,-0.00042156+0.00014615i,0.00015-0.00038678i,8.3699e-05-0.00055208i,-0.00056974-0.0006177i,-0.00080717-0.00054208i,-0.001063-0.00043279i,-0.00093621-0.00069599i,-3.0525e-06-0.00034271i,0.00026173+0.00041619i,-0.00021765+0.0005436i,0.00017127-0.00011222i,0.00032792-0.00090502i,0.00043303-0.00049293i,5.5399e-05+0.00014252i,-0.00057248+0.00011877i,-0.00085081+2.6944e-06i
-0.00034062-0.0016032i,-0.00065303-0.0014167i,-0.0019809-0.00096948i,-0.0024563-0.00012943i,-0.0017151+0.00077003i,-0.00069061+0.0010569i,-0.00027699+0.00027361i,-0.00069265+2.0557e-06i,-0.0004354+0.0002391i,-0.00036157+6.9115e-05i,-0.00077614+0.0001838i,-0.00062369+0.00053999i,-0.00053914+0.00068447i,-0.00042644+0.0012813i,8.2985e-05+0.0011047i,0.00065234+0.0005227i,0.00035813+0.00040274i,0.00029492+0.00045215i,0.0010432+0.00014784i,0.001337+0.00014032i,0.00082757+0.00021275i,-7.8889e-05-0.00020062i,-0.00020966-7.7443e-05i
-0.0010762-0.0017228i,-0.0012456-0.0012446i,-0.00089075-0.00074098i,-0.00032391+0.0015505i,0.00024489+0.0018156i,-2.2176e-05+0.00012921i,-0.00074961-0.00087781i,-0.00082019-0.001006i,-0.00075409-0.00032858i,-0.00042836+0.000499i,5.2274e-05+0.0010817i,-0.00041824+0.00093162i,-0.0011936+0.00023738i,-0.00080625-0.00034794i,0.00025873-0.00019804i,0.00070405-0.00059025i,0.00097073-0.00030206i,0.00082984+3.812e-05i,0.00069747-5.977e-05i,7.839e-05+0.00013868i,-0.00034072+0.00050074i,-0.00035385+0.00048013i,3.0743e-05+0.00046418i
-0.00092369-0.00027842i,-0.00068155+6.5067e-05i,-0.0012584+0.0013231i,-0.0018552+0.0017558i,-0.0011268+0.0012264i,-0.00026989-0.0010503i,-0.00026675-0.0017962i,-0.0010761-0.00073793i,-0.0012034-0.00031499i,-0.00065806-1.6212e-06i,-0.00046561-0.00042274i,-0.00071607-0.00095038i,-0.00041656-0.00093604i,0.00023449-0.00068895i,0.0002581+0.00021944i,-4.3958e-05+0.0010081i,-0.00041367+0.00012457i,-0.00034706-0.00092408i,-0.00028084-0.00027605i,-6.5942e-05+0.00081702i,0.00043276+0.00071232i,-0.00042494+0.00016722i,-0.0008035+0.00027035i
0.0015602+0.0012094i,0.00099238+0.00084568i,-0.00046891+0.0011865i,-0.00056433+0.0012511i,0.00025299+0.00085331i,-0.00032854+0.00025138i,-0.0012104-0.00018846i,-0.00052941-0.00044324i,-0.00031321+3.9972e-05i,-0.00041035-0.00036923i,-0.00015055-0.00060152i,-0.00066055+4.3456e-05i,-0.0012539+4.9293e-05i,-0.00070835-0.00019994i,0.00036998-0.00054742i,0.0010039-0.0005074i,0.00033215+1.8834e-05i,-4.0086e-05-0.00010676i,0.00045363-0.00047367i,0.00068633-0.0006453i,0.0010442-0.00021624i,0.00070715+0.00047986i,1.3194e-05+5.905e-05i
-0.0027995-0.00099135i,-0.0030358-0.0010173i,-0.0041041+0.00015416i,-0.0035898+0.0017062i,-0.0018088+0.0024224i,-0.00058065+0.0017674i,-0.00086021+0.0010093i,-0.0010496+5.4241e-05i,-0.00059006-5.5858e-05i,-6.4123e-05+0.00055028i,7.8193e-05+0.00077501i,-0.0001223+0.00063929i,0.00029808+0.00013336i,-0.00025073+0.00030907i,-0.00062452+0.00023823i,-0.0004737+0.00027923i,-0.00067403+0.00054143i,-0.00029702+0.00041523i,4.0498e-05+0.00010659i,-6.6782e-07-0.00011478i,-9.5233e-05-0.00022021i,0.0003078-7.4745e-05i,0.00046605-0.00026242i
-0.00026994-0.00058467i,-0.0007932-0.00092729i,-0.0016002+0.00038181i,-0.0018115+0.001806i,-0.00078388+0.0022644i,0.00059258+0.00096292i,-0.00035245+5.5254e-05i,-0.001056-3.3403e-05i,-0.00082601-0.00022894i,-0.0010406-0.00056369i,-0.00097256-0.00026445i,-0.0004563+0.00021261i,-7.9227e-05+0.00036069i,-0.00058989+0.00097796i,-0.00071048+0.00061073i,-0.00032266+3.1798e-05i,0.00019764+0.00011786i,0.00095795-0.00019514i,0.00058707-0.00017192i,-0.00032009+0.00025138i,-0.00042544-9.9944e-05i,-0.00052484-0.00038202i,-0.0005115-0.00061238i
-0.00083152-0.0039424i,-0.0026994-0.0032193i,-0.004046-0.0031373i,-0.0037945-0.002711i,-0.0029-0.0013943i,-0.001559+1.287e-05i,-0.00026107+0.0005256i,-0.00023891+0.00021605i,-0.00040513-0.000443i,-0.00073936-0.00038085i,-0.0014763+0.00019212i,-0.0019966-4.9324e-05i,-0.0021191-9.6008e-05i,-0.0017811+0.00020568i,-0.0014625+9.9612e-05i,-0.00087655+0.00022895i,-0.00031121+0.00039191i,-0.00028128+0.00023331i,-0.00054005+0.00058733i,-4.536e-05+0.0001093i,0.0008421-0.0003351i,0.00095041+0.000532i,0.00016414+0.001012i
-3.381e-05+0.0013262i,-0.00012265+0.00081379i,-2.7288e-05+0.0016683i,0.0004745+0.001659i,0.0012614+0.0011066i,0.00082931+4.6564e-05i,-0.00045837-0.00026815i,-0.0010956-2.0728e-05i,-0.00040862+0.00024336i,-0.00017813+0.00031214i,-0.0007096+0.00031373i,-0.00082972+0.00011085i,-0.0002882-0.00037497i,0.00023868-0.00036226i,0.00024538+0.00017192i,0.00083434+0.00021587i,0.0012696-0.00020807i,0.0012447+1.6374e-05i,0.0011995+0.00062172i,0.00047367+0.00063788i,0.00095682+0.00014699i,0.00057392+0.00027607i,3.152e-05+0.00062487i
-0.00084089-0.00082498i,-0.0016465-0.00052077i,-0.0023612+0.0010833i,-0.0018255+0.001956i,-0.00060486+0.0013138i,-0.00020731+4.2789e-05i,-0.0012846-0.0011108i,-0.001652-0.0015563i,-0.0011268-0.00071497i,-0.0010682+0.00046163i,-0.0014337+0.001088i,-0.0018604+0.00085068i,-0.0015269+8.5046e-05i,0.00014137+0.00013038i,0.0009841+0.00048969i,0.00035285+0.0010518i,-0.00017617+0.0012405i,-6.6575e-05+0.00092206i,4.2595e-06+0.00058592i,0.00048551+0.00021342i,0.00088378+0.00071118i,0.00011603+0.00065509i,-0.00041783+0.00021744i
0.0005822-0.00047564i,0.00031129+0.00018172i,-0.0016364+0.00099192i,-0.0022053+0.0011396i,-0.001316+0.0011249i,-0.0010209-4.7959e-05i,-0.001265-0.00058295i,-0.00062354+0.00033309i,-0.00072383+0.00029189i,-0.0011331+9.2272e-05i,-0.00061944+0.00057668i,8.1663e-05+0.0008892i,0.00046098+0.00055952i,0.00025542-9.4933e-05i,-0.00015717-0.00031108i,-7.6252e-05+0.00026027i,0.00055565+0.00013889i,0.00049097-0.00093735i,0.0010498-0.00085774i,0.0013739-0.00051775i,0.0011989-0.0001766i,0.00066959+0.00018899i,5.7191e-06+0.00034525i
0.0008749-0.0015009i,0.0001793-0.0015215i,-0.00063198+3.0685e-05i,-0.0013344+0.0015621i,-0.0022623+0.0013464i,-0.0018329+0.00022976i,-0.001141-0.00036545i,-0.00084032-0.00070661i,-0.00047545-0.00053134i,-0.00041845-0.00070041i,-0.00088458-0.00040398i,-0.0010173-0.00040314i,-0.00056819-0.00083615i,-0.00041745-0.00071116i,-0.00079617+0.00017117i,-0.00012872+0.0002615i,0.0011002-0.0003831i,0.0004865-0.00061564i,-0.00052025-0.0002888i,-0.00042766+0.00022429i,-7.4824e-05+6.2258e-05i,0.00024159-3.193e-05i,0.00049767+0.00028262i
-0.00031723+0.00017065i,-0.00095047-0.00042892i,-0.002702-0.0003969i,-0.0029713+0.001242i,-0.0009257+0.0018278i,0.00078913+0.00072248i,0.00019824+0.00011173i,-0.0005065-0.00059691i,-0.00025229-0.0010744i,-0.00079575-0.0005975i,-0.0016749-3.4087e-05i,-0.00095659+0.00025169i,0.00029497-0.00030461i,0.00039339-0.00063691i,0.00047357-6.7729e-05i,0.00076586+0.00048397i,0.00074048+0.0002889i,0.00078777+0.00019953i,0.00081856+0.0006802i,0.00010694+0.00050951i,0.00045627-0.00016006i,0.00061432-0.00019156i,-0.00026003-0.00039319i
-0.0024829-0.0018737i,-0.0036124-0.00059921i,-0.005274+0.00016473i,-0.0043915+0.00022833i,-0.0012515+0.00073995i,0.0006792+0.00047724i,0.00024203-0.00030124i,-0.0008363-0.00017563i,-0.00084172-0.00037573i,-0.00050705-0.00091631i,-0.00052939-0.00065213i,-0.0011099-0.00015936i,-0.0013935+0.00062541i,-0.0012703+0.00085826i,-0.00077233+4.8406e-05i,8.8598e-05+8.9201e-05i,3.3959e-05+0.0006772i,0.00027066+0.00020584i,-0.00042022-0.00047828i,-0.0010864-0.0003058i,-0.00087088-3.0399e-05i,-0.00027105-1.0844e-05i,0.0011183+0.00049967i
0.00039638-0.0031201i,-0.0014463-0.0042444i,-0.0026194-0.0028914i,-0.0031244-0.00096813i,-0.0019076-0.00044477i,-0.0014409-0.00043361i,-0.00099529+0.00010931i,-0.00041241+0.00034843i,-0.00044637-4.6183e-05i,-0.00091065-0.00014776i,-0.0010492+3.0005e-05i,-0.0013143-9.1895e-06i,-0.0010412+0.00046254i,-0.00082761+0.0010461i,-0.00068875+0.00098252i,8.4908e-05+0.0011728i,0.00012945+0.0011947i,-0.000694-3.6212e-05i,-0.00047047-0.0011731i,0.00027837-0.00084673i,0.00058687-0.00040518i,0.00067392-0.00010819i,0.00057213+2.7058e-05i
0.0012935-0.00023422i,0.00010577+0.00041946i,-0.0014862+0.0011211i,-0.0021724+0.00094056i,-0.0012519+0.00082181i,-0.00049507+0.00045082i,-0.00094433-0.00052445i,-0.0011351-0.00013123i,-0.00080188+0.00032789i,-0.00093032-0.00045485i,-0.0018785-0.00073342i,-0.0027651-0.00068196i,-0.001553-0.0009287i,3.5893e-05-0.00031656i,0.00017657+0.00030727i,0.0002703+0.00069829i,0.00046433+0.0012814i,0.00045393+0.00094682i,0.00017229+0.00019394i,0.0001181-0.00024411i,0.00039423-0.00045874i,0.00019483-0.00016446i,-0.00080089+0.00037656i
-0.0014531+0.00092536i,-0.00025968+0.00040613i,-0.0013031+0.0020928i,-0.0013749+0.002989i,-0.00017191+0.0029901i,0.00028582+0.00081381i,-0.00018733-0.0015525i,-0.00036541-0.0014855i,-0.00066013-0.0010195i,-0.00072827-0.00080881i,0.00026291+5.3055e-05i,0.0002573-0.00012064i,5.4257e-05-0.00020741i,0.00089183+0.00013238i,0.0013147+0.00034677i,0.00096013+0.00089049i,0.00022311+0.00095317i,-5.0111e-05+0.00062382i,0.00015137-0.00021415i,0.0004011-0.00082777i,0.0010092-0.00020617i,0.00077205+0.00033312i,-0.00037417+3.6194e-05i
-0.00015284+0.0015592i,-0.00059829+0.0012584i,-0.00026517+0.0014744i,-0.00030208+0.0018129i,-0.00023814+0.0009133i,-4.7267e-06-0.00086139i,-0.00044322-0.0019097i,-0.0011977-0.0017032i,-0.00081035-0.00077981i,-0.00069892-0.00034121i,-0.0002715+0.00012398i,0.00029918+0.00038876i,-2.1913e-05-3.7846e-05i,0.00046004-0.00019237i,0.00036502-6.1486e-05i,-0.00018831+0.00067337i,1.1924e-05+0.0010864i,0.0003679+0.00030339i,0.00065955-0.00032984i,0.0014722-0.00014605i,0.0015592+0.00056981i,0.00070852+0.00039977i,0.00080954+0.0003012i
-0.002909+0.0008631i,-0.0038852+0.0010253i,-0.0037485+0.0020422i,-0.0023234+0.0031952i,-0.00065319+0.0029999i,-0.00057271+0.0010182i,-0.00099251-0.00024715i,-0.00098186+0.00019085i,-0.0011979+0.00064904i,-0.00093526+0.00040948i,-0.00077627-0.00048973i,-0.00061992-0.00074995i,0.00016549-0.00037556i,0.0004905+0.00011963i,0.00037633+0.00073551i,0.00079227+0.0010148i,0.00084944+0.0010316i,2.8815e-05+0.00096377i,-0.00012292+0.00025898i,2.5572e-05-0.00017258i,-0.00027171-0.00030388i,-0.00025288-0.00027549i,0.00021857+0.00014782i
0.00033636-0.0009455i,-5.2047e-06-0.00021114i,-0.0010274+0.00097589i,-0.00064665+0.0022i,-9.562e-05+0.0023595i,0.00056943+0.0005036i,0.00030927-0.0011737i,-0.00045421-0.0013045i,-0.00042506-0.00013994i,-0.00058069+0.00044807i,-0.0013323+0.00063396i,-0.0013376+0.00097046i,-0.00079604+0.00014204i,0.00011415-2.4678e-05i,0.00013517+0.00024223i,0.00012231+0.00016379i,0.00077613-0.00035181i,0.00048957-0.0010163i,0.00031416-0.00080892i,0.0007214-0.00014874i,0.00066488+0.00023179i,3.2609e-05-0.00063198i,-0.00011147-0.00056737i
9.1778e-05-0.0033753i,-0.00082079-0.0027271i,-0.0018803-0.0016633i,-0.0015488+0.00046545i,-0.0001354+0.0020856i,-2.8161e-05+0.0019775i,-0.0014241+0.0012224i,-0.0017415+0.00017874i,-0.00079396-0.00080198i,-0.00092337-0.00058921i,-0.0010838+0.00067735i,-0.00084026+0.0004847i,-0.0012708+0.00036823i,-0.0012159+0.00033805i,-0.00021242+0.00033684i,0.00031024+0.00020196i,0.00029171-0.00062245i,0.00083751-0.0008833i,0.0015137-0.00012226i,0.00040811+0.00053875i,-0.00072478+0.00043206i,-0.00060084+0.00048419i,-0.0004504+0.00048034i
0.00072549-0.0008182i,-0.00024448-0.00069568i,-0.00074658+0.0010047i,-0.0008238+0.0021207i,-0.0011527+0.0013256i,-0.00099579-0.00026068i,-0.0014774-0.00074438i,-0.0021283-0.00030698i,-0.0016867-0.0001061i,-0.0013784-0.00021719i,-0.00053564+0.00019024i,-9.6831e-05+0.0009303i,-0.000601+0.0010419i,-0.0004604+0.0004266i,0.00041421-7.6573e-05i,0.00025819+0.00051126i,-0.00062545+0.00037057i,-0.00041323-0.00017911i,0.00022643+7.5579e-05i,0.00046599+1.6122e-05i,0.00039994-0.00025353i,7.0749e-05+1.5454e-05i,-0.00052211+0.00044788i
-0.00039059-7.2942e-05i,-0.0020264-1.5606e-06i,-0.0036729+0.0008145i,-0.0032281+0.0020702i,-0.0020764+0.0022377i,-0.0010829+0.00077696i,-4.8642e-05-0.00024486i,-0.00055334+0.00022311i,-0.0010105+0.00081683i,-0.0011761+0.00082112i,-0.0018118+0.00038966i,-0.0015717-0.00034716i,-0.0010958-0.00040741i,-0.00056163-0.00012934i,-0.00057428+8.0493e-05i,-0.00070079-0.00061454i,-0.0002202-0.0003516i,0.00038338+0.00061655i,0.00058174+0.00050909i,0.00075434+0.00039912i,0.00067947+0.0002408i,0.00085159-6.5694e-05i,0.0016452+0.0007599i
0.00039213-0.00084067i,-0.00068556-0.00050663i,-0.001285+0.00078386i,-0.00037667+0.0016862i,0.0002254+0.00095757i,5.9552e-05-0.00082737i,-0.00060633-0.0021621i,-0.00072567-0.0012517i,-0.00086332+1.6126e-05i,-0.0014356+0.00028006i,-0.0014574+0.00011304i,-0.00091836-0.00027717i,-0.00066049-0.00043063i,-0.00019053-0.0010017i,4.597e-05-0.00076851i,0.00043373+0.00014007i,0.00035493+0.00046777i,-0.00033326+0.00021851i,-9.3194e-05-0.00010639i,9.0462e-05+0.00038668i,6.154e-06+0.00046566i,9.5502e-05-0.00073603i,-0.00061604-0.0013571i
-0.00095775+0.0013046i,-0.0010675+0.00025391i,-0.0015072+0.0013091i,-0.0015281+0.0026623i,-0.00076624+0.0020111i,-0.0013167-0.00046654i,-0.0022894-0.0021139i,-0.0027949-0.0016715i,-0.0025433-0.00088212i,-0.0020397-0.00046549i,-0.001693+6.3128e-06i,3.9417e-05-0.0004478i,0.0011813-0.0007761i,0.00032347-8.8819e-05i,3.0141e-06-4.8752e-05i,-0.00016352-0.00032185i,-0.00067379+5.31e-05i,-0.00057438+8.6249e-05i,-0.00039928+9.7969e-05i,-0.00037177-0.00017322i,0.00051246-0.00069052i,0.00075273-0.00053666i,-0.00059311-4.0482e-05i
0.00056012-0.0021322i,-0.00036612-0.0027236i,-0.00077335-0.0022522i,-0.0013069+0.00031241i,-0.0023449+0.0023212i,-0.001911+0.0032581i,0.00042564+0.0040782i,0.0033627+0.0033084i,0.0055249+0.0012895i,0.0051666-0.00068498i,0.0033909-0.0021105i,0.0014845-0.0025259i,-0.00041018-0.0020929i,-0.0010312-0.001591i,-0.00059441-0.00023734i,0.00010132+0.0013428i,0.00079717+0.0014951i,0.0006554+0.00065437i,8.6714e-05-0.00051974i,0.0001017-0.00081686i,-2.6433e-05-8.0687e-05i,8.4203e-05+0.00058961i,5.1172e-05+0.00030142i
0.00025923-0.0023929i,-0.00055193-0.0018811i,-0.001868-0.00082482i,-0.0021629+0.00090949i,-0.0010023+0.0017304i,-0.00038345+0.001294i,-0.0010866+0.0012881i,-0.0013519+0.00067144i,-0.00070168-0.00043213i,-0.00042914-0.00044943i,-0.00087177+0.00025363i,-0.00095586+0.00090811i,-0.00040498+0.00067554i,-0.0002918-6.5343e-05i,-0.00018484-0.00018936i,0.00083104+0.00032058i,0.00080676+0.00080795i,-0.00039257+0.00078039i,-0.0011884+0.00013443i,-0.0010053-9.1374e-05i,-0.00043346+0.00015229i,1.9423e-05+0.00012945i,0.00020048-6.806e-05i
0.00013584+0.0025977i,-0.00057407+0.0021821i,-0.001715+0.0025367i,-0.0012609+0.0022702i,0.00065849+0.00069135i,0.00046433-0.0014792i,-0.0011367-0.0010753i,-0.001138-0.00014142i,-6.0934e-05+0.0002841i,-7.5289e-05+0.00035251i,-0.00070521+0.0002944i,-0.00079733-0.00015303i,-0.00024647-0.00043869i,0.00026947-0.00024632i,0.00088734-5.1896e-05i,0.00077608-0.000295i,5.2707e-05-0.00061443i,-0.00011423-0.00079502i,0.00019234-0.0003309i,0.00025965+0.00035214i,-0.00017844+0.00044429i,-0.00020357+0.00079685i,-0.00010399+0.0012648i
0.0025765-0.0024982i,0.0014751-0.003531i,0.00019703-0.00218i,-0.0010531-0.00026506i,-0.00043622+0.0004982i,-0.00012467+0.00082981i,-0.00084201+0.00081875i,-0.0010038+0.00023576i,-0.00047386-0.00045596i,-8.5069e-06-0.00043823i,-0.00018896-8.3396e-05i,-0.00077223-0.00036095i,-0.00087364-0.00082636i,-0.00061248-0.0010131i,-0.00017767-0.00038627i,0.00014499+0.00055885i,8.7334e-06+0.00076352i,4.8841e-05-0.00017112i,-0.0001331-0.00014499i,-0.00010664-6.5661e-05i,0.00057788-0.00039269i,0.00013657-0.00025158i,-0.00010275-0.0001526i
-0.0026245-0.00017897i,-0.0028985-0.00072693i,-0.0025694-0.00019392i,-0.0016228+0.0016668i,-0.0011154+0.0012115i,-0.00045755+0.000821i,-0.00030193+0.00055617i,-0.00061431-0.00020023i,-0.00074421+0.0003953i,-0.0010556+0.00081916i,-0.0012227+0.00018403i,-0.0013167-0.00051737i,-0.0010786-0.00073378i,-0.00016775-0.0003593i,0.00024212+0.00028661i,0.00027833+0.00037833i,0.00026604-4.3843e-05i,0.00072842-0.00054416i,0.00044737-0.00040688i,-0.00018868+0.00019339i,-0.00022131+7.013e-05i,-0.00034606-0.00025563i,-0.00051494-0.00033306i
0.0021587-0.0011455i,0.0012518-0.0025627i,-1.8213e-05-0.0033846i,-0.0018694-0.0022836i,-0.0020786-0.0010106i,-0.0019514-0.00060786i,-0.0023708-0.00052134i,-0.0010551-0.00030151i,-0.00021946-0.00037227i,-0.00055133-0.0005925i,-0.00093271-0.0012862i,-0.0010837-0.001766i,-0.00050424-0.0016951i,-0.00089982-0.0011801i,-0.0015175-0.00059302i,-0.00084732+1.7149e-05i,-0.00013454+0.00039275i,0.00072008-5.7475e-05i,0.0011131-0.00035689i,0.00059344-0.00020557i,-0.00012157+0.0001788i,-0.00037169-0.00019189i,-9.1861e-05-0.00031973i
-0.0011573+0.00052819i,-0.0021995+0.00051115i,-0.0025556+0.0018079i,-0.0014009+0.0033538i,-0.00058073+0.0026984i,-0.00039031+0.00028277i,-0.0014285-0.0011406i,-0.0024171-0.00021732i,-0.0016395+0.00060605i,-0.00048054+0.00083899i,-0.00016987+0.00084935i,-0.00023357+0.00025239i,-0.00042207+0.00032258i,-0.0002851+0.00073513i,0.00035096+0.00082919i,0.00066783+0.00076227i,0.001055+0.00071838i,0.00071828+0.00071216i,0.00087447+0.00048631i,0.0010264-0.00032546i,8.1177e-05-0.0002489i,9.9815e-05+0.00077997i,0.00087058+0.0005959i
-0.00062774+0.0013602i,-0.0010388+0.00067911i,-0.00036139+0.0015104i,0.0010131+0.0015404i,0.00038846+0.00090955i,-0.00094188-0.00090746i,-0.0015324-0.0010955i,-0.0017559-0.00054036i,-0.00082376-8.8663e-05i,1.4039e-05-0.00011799i,-2.6576e-05-0.00045227i,-0.00036455+9.9401e-05i,-0.00037264+0.00029573i,-2.7703e-05+0.00011351i,-0.0002829+0.00028765i,-0.00015985+0.00094958i,0.00062583+0.0012538i,0.0012087+0.0013205i,0.0010206+0.00058722i,0.00046015+0.00068765i,8.3031e-05+0.0012683i,0.00023698+0.00084624i,0.00030306+0.00093741i
0.0023321-0.00091066i,0.0015307-0.0013898i,0.00077067-0.001891i,-0.00041081-0.0011729i,-0.00084921-0.00028171i,-0.00047682+0.0001366i,-0.0010075+0.0002912i,-0.0015513+0.00012971i,-0.00084573+0.00028067i,-0.00052022-0.00025034i,-0.00097913-0.00096967i,-0.00080071-0.00087046i,-0.00041652+0.0001744i,-0.0005788+0.0002738i,6.4157e-05-0.00019406i,0.00034651-1.0858e-05i,0.00071252+0.0003798i,0.00098316+0.00036754i,0.00076806-0.00050925i,0.00016955-0.00041246i,2.1246e-05+7.2117e-05i,-5.6746e-05+8.896e-05i,-0.0011095+0.00016852i
-0.00076319-0.00048196i,-0.0016036+8.1543e-05i,-0.0023499+0.001359i,-0.0020778+0.0024172i,-0.0010069+0.0017915i,-0.00084831+0.00057378i,-0.0010637+0.00024183i,-0.0010604+0.00035809i,-0.0005666+8.1004e-05i,-0.00052313-0.00016757i,-0.00071597-0.00030015i,-0.00047966-0.00035722i,0.0004692-0.00017385i,0.00055084-0.00064929i,0.00014221-0.00070128i,0.00042082-0.00013775i,0.00045135+0.00025381i,0.0002242+0.00025396i,-0.00026197+0.00073536i,-0.00050067+0.00036871i,-0.00039554-0.00080859i,-6.8423e-05-0.00093396i,0.00017308+1.4063e-05i
-0.00092944+0.00025512i,-0.000141+0.00060439i,-0.00074211+0.0019542i,-0.0012708+0.0035187i,-0.00056484+0.0030595i,-0.00027386+0.00025771i,-0.00056276-0.0015646i,-0.00096823-0.0012629i,-0.0012385-7.5265e-05i,-0.00066023-1.9166e-05i,0.00057253+0.00042528i,0.00075929+0.00046094i,0.00082018-1.6968e-05i,0.0003526+8.285e-05i,6.6875e-05+0.00055631i,5.3136e-05+0.00012709i,-7.3319e-05-0.00050739i,7.5851e-05-3.8325e-05i,0.00013191+0.00012835i,-0.00045165-0.0002055i,-0.00035844-0.00053342i,-0.00017654-0.00054925i,-0.00053673+0.00018743i
-0.0020137+0.00022426i,-0.0041964+0.00043216i,-0.0048584+0.001955i,-0.0033989+0.0032275i,-0.0020936+0.0016336i,-0.0015196+0.00015134i,-0.0012918-0.00010773i,-0.00066914-0.00079209i,-0.00020789-0.00057104i,-0.00010693-0.00022236i,-0.00071283-0.00055974i,-0.0010775-0.00058824i,-0.00060601-0.00046453i,5.2034e-05-0.00047042i,0.00046077+4.662e-05i,0.00019827+8.1468e-05i,6.243e-05+5.0945e-05i,8.6982e-05+0.00042498i,-9.9263e-05+0.00016879i,4.461e-05+0.00067063i,8.6908e-05+0.0010689i,0.00058999+4.1676e-05i,0.00079656-0.00056909i
