-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
0.00095931-0.00017566i,0.0009413-0.0018964i,0.0011102-0.0014787i,0.00027139+1.0091e-05i,-0.0011367-1.2642e-05i,-0.0018503-0.0022269i,-0.0019896-0.002284i,-0.0012886-0.0006023i,-0.0003198-0.00011846i,-0.000384+0.00019419i,-0.00047899+0.00083522i,-0.00013929+0.00020722i,0.00014099-0.00075259i,0.00016828-0.00096518i,4.5614e-05-0.0003208i,0.00056955+0.0010681i,0.0010479+0.00083596i,0.00088071-0.0001253i,0.0011182-0.00027683i,0.00086131+5.2366e-05i,0.00019887+0.00042829i,-0.00022129+0.00047563i,-0.00036834+0.00038794i
-0.0027997+0.000265i,-0.0033072+0.0004865i,-0.0032154+0.0012693i,-0.002573+0.0021984i,-0.0018389+0.0025641i,-0.00077547+0.0016535i,0.00028059+0.00042838i,0.00041467-0.00037575i,0.00046518-0.00070294i,-0.00018217-0.00015958i,-0.000997+0.00045808i,-0.00071834+0.00060228i,0.00017574+0.00051515i,-0.00012493+0.00016176i,-0.00055552-0.00032887i,-0.00030241-0.00027391i,-0.00031981-0.00025758i,0.00051682-0.00077838i,0.001297-0.0010266i,0.00062012-0.0007934i,4.2754e-05-0.00082456i,5.0436e-05-0.00068907i,6.2304e-05-0.00037222i
0.00074768+0.00089815i,0.00049613-0.00021628i,0.0012361+0.0011709i,0.0017165+0.0019078i,0.0012815+0.00083552i,4.8728e-05-0.00034434i,-0.00011694-0.00069625i,0.00056662-0.0012264i,0.00095891-0.0011934i,0.00036892-0.00061554i,-0.00051945+1.1053e-05i,-0.00050386+0.00046547i,-0.00030154+0.00041786i,-0.00016871+0.00041366i,-0.00028342-6.8308e-06i,-0.00014235-0.00052737i,0.00020117-0.00070395i,-0.0004483-0.00070034i,-0.00048233-0.00035003i,0.0005497+0.00047363i,0.00058122+0.00045651i,-0.0002257+9.2189e-06i,-0.00051752+0.00018856i
-0.00037216+0.0018022i,-0.00016148+0.0014719i,-0.00064798+0.0036478i,-0.00017234+0.004526i,0.001105+0.002668i,0.00021185+0.00013486i,-0.00095407-0.00095583i,-0.00059334-0.0001768i,-0.00059557-0.0003134i,-0.00029455-0.00084059i,0.00054023-0.00044953i,0.00026748+0.00041469i,-0.00022159+0.00037177i,-0.00033218+0.0005176i,0.00014372+0.00096184i,0.00030225+0.00057677i,0.00053896+4.1297e-07i,0.0009198+7.306e-05i,0.00148-0.00013001i,0.0012194-0.00076112i,0.0011156-0.0008633i,0.0010864-0.00038342i,1.8718e-05-0.00039696i
-0.0014417+0.00068069i,-0.0023004+0.00032364i,-0.0030728+0.00096788i,-0.0024112+0.0016712i,-0.0013834+0.0018526i,-0.0012845+0.0010764i,-0.0016526-0.00022447i,-0.0017643-0.0013297i,-0.0013269-0.00144i,-0.00075388-0.0010813i,-0.00041637-0.00032798i,0.00011672-5.8613e-05i,-8.8317e-05+0.00010007i,-0.00099243+0.00064146i,-0.0013345+0.00071952i,-0.00068011+0.00069882i,2.7325e-06+0.00086247i,3.4118e-05+0.00044023i,0.0001072-0.00015962i,0.00061268+0.00011264i,0.001075+0.00024175i,0.0010082-2.1685e-05i,0.00023009-0.00027717i
0.00077908-2.4742e-05i,0.00086093-0.00037085i,0.0013514+0.0015381i,0.0022049+0.001937i,0.001668+0.00044485i,-0.00018542-0.0010529i,-0.00097752-0.0012353i,-0.0010982-0.00076475i,-0.0010455-0.00020974i,-0.0013278+0.00039365i,-0.00072753+0.00081405i,0.00028299+0.00091794i,0.00033517-0.00081389i,0.00038073-0.0016059i,5.5378e-05-0.00020973i,2.797e-05+0.00035396i,0.0004288+0.00029079i,4.8513e-05-0.00019283i,-0.00032368-0.00026119i,-7.4806e-06+0.00011613i,0.00054351-0.00019275i,0.00045463-0.00035645i,0.00010048+0.00047135i
0.0011607-0.0018424i,-9.9896e-05-0.0032929i,-0.0017072-0.0036096i,-0.0026431-0.0025856i,-0.001657-0.0015417i,-0.0011932-0.0011074i,-0.00081079-0.00044629i,0.00044705-0.00075005i,0.00027093-0.00072808i,-0.00025485-0.00032685i,5.2851e-05+0.00026137i,0.00010203+0.00032077i,-0.00022717-0.00046122i,0.00013171-0.00039595i,0.00023785-0.00029846i,0.00061499-0.00018889i,0.00096252+0.0002313i,0.00041199-3.4571e-05i,0.00016587-0.00037205i,4.2174e-05-0.00040156i,0.00017768-5.0098e-05i,0.00065943-0.00026442i,0.00066081+7.6633e-05i
-0.0018314+0.0004677i,-0.0024098-0.00029126i,-0.0029824+0.00040542i,-0.0023731+0.0031441i,-0.00036444+0.003323i,0.00019434+0.00067229i,-0.00069384-0.00059752i,-0.00087752+0.00028595i,-0.0012173+0.0010512i,-0.00090264+0.0014191i,-3.9474e-06+0.0013945i,0.00032247+3.4723e-05i,0.00099231-0.00085622i,0.001215-0.00091902i,0.00093453-0.00017251i,0.00080406+0.00066541i,0.0014146+0.00061184i,0.0011185-1.4163e-05i,0.00097046-8.2895e-05i,0.0010636+0.00020979i,0.00021809-0.00010388i,-0.00045583-0.00013617i,-0.00098255+0.00031566i
-0.00087327-0.001119i,-0.0006038-0.00089141i,-0.0019762+0.0016i,-0.0027279+0.0039039i,-0.002369+0.0033114i,-0.0011634+0.0014012i,-0.00029257-0.00014137i,-0.00035096-0.00055405i,0.00019144-0.00025659i,-0.0001478-0.00016675i,-0.0010929-0.00065524i,-0.0012039-0.00062046i,-0.001087-0.00064873i,-0.00060038-0.00028512i,0.00038386-0.00012048i,0.0008065+5.571e-06i,-0.00012952+0.00016981i,-0.00054697+0.00039894i,-0.00037368+0.0011152i,-3.8547e-05+0.00077958i,0.00046348-0.00012727i,0.00012938-0.00061445i,-0.00054153-0.00088666i
-0.00025337+0.0008101i,-0.001407-0.00033192i,-0.0024889-0.0012725i,-0.0022788-0.00019131i,-0.0010698+0.00047854i,-0.00021671-5.5317e-06i,-0.00056424-0.00046103i,-0.00097609-0.0003963i,-0.00070611-8.511e-05i,-0.00067463+0.00025771i,-0.00093105+0.00064838i,-0.00089077+8.3843e-06i,-0.00075392-0.00052843i,-0.00039444-0.00016217i,0.00019572+0.00022535i,0.0002336+0.00031218i,0.00019916+0.00037295i,0.0009897+0.0003002i,0.001706-0.00016983i,0.0010716-0.00039043i,0.00034703+0.00023265i,-0.00016495+0.00046235i,3.9429e-05-5.6863e-05i
0.00036471-0.00063544i,-0.0011627-0.00058709i,-0.001615+0.0011962i,-0.0013383+0.0020881i,-0.00078982+0.0011874i,-0.00055598-0.00070494i,-0.0015236-0.0019301i,-0.001673-0.0010857i,-0.0011581-0.00050128i,-0.0015286-0.00041298i,-0.00198-0.0002427i,-0.0011804+1.4807e-05i,-0.00013469-3.6201e-05i,-0.00039172-0.0007102i,-7.2134e-05+0.00038592i,0.0010196+0.002i,0.00038433+0.0019386i,-0.00013271+0.0010789i,-0.00021064+0.00033126i,-0.00013675-0.000303i,4.1827e-05-0.00039067i,-0.00013433-0.00024382i,-6.8906e-05+0.00015674i
0.003948-0.00014648i,0.0043646-0.00094665i,0.002503-0.00023686i,0.00093009+0.00027803i,3.0036e-05-0.00063864i,-0.0016698-0.0011008i,-0.0027425-0.0014578i,-0.0022788-0.0010664i,-0.00080463-0.00040159i,-5.5359e-05-0.00080857i,-0.0012399-0.0010755i,-0.00083601-0.00088782i,0.00017262-0.00012301i,-7.3795e-05+0.00016612i,0.00033114-3.2934e-05i,0.00036883+0.0003724i,0.00055896+0.0007572i,0.00098442+0.00086198i,0.00018835+0.00060827i,6.8336e-05+8.8763e-05i,0.00028271+0.0003272i,-7.505e-05-6.1271e-05i,-0.00022417-0.0004144i
0.00071845+0.00091105i,-0.00011346+0.0011165i,0.00023014+0.0015379i,0.00043179+0.0018488i,0.00052994+0.0016746i,0.0001892+0.00076369i,-0.0011476-0.00012252i,-0.0011544+9.5982e-05i,-0.00054385-0.00012525i,-0.0011979-0.00076018i,-0.0015897-0.0015188i,-0.00048081-0.00097235i,0.00020203+0.0001485i,0.00029135+9.4236e-05i,0.0004849+7.9813e-06i,0.00045449+0.00049888i,0.00092558+0.00065179i,0.00085001+0.00040477i,-0.00022367+0.00037561i,-0.00053617+0.00050895i,-9.9087e-05+0.00059723i,0.00017944+0.0005308i,-0.00012746+0.00051246i
0.0021384-0.0014734i,0.00058812-0.0029671i,-0.00088138-0.0037332i,-0.0012937-0.0031063i,-0.0015888-0.0019453i,-0.0015888-0.00070874i,-0.0010825+3.1926e-05i,-0.00088585+0.00058125i,-0.001166+0.0008573i,-0.0011951+0.00022553i,-0.0010711-0.00020215i,-0.00094852-9.2266e-05i,-0.00086971-0.00050141i,-0.00085538-0.0013287i,-0.0006221-0.00092789i,-0.00057937+7.2031e-05i,-2.7073e-06+0.00010927i,0.00019497-0.00043435i,0.0001085-0.00084892i,0.00050055-0.00011816i,-2.8372e-05+0.00079683i,0.00033901-4.8529e-06i,0.00085057-0.00062152i
-0.0011913+0.0032317i,-0.0012084+0.0030503i,-0.00021405+0.003209i,-0.00047712+0.0028153i,-0.00052449+0.0012359i,-0.00059258-0.00041762i,-0.00060335-0.00099539i,-0.00040809-0.00057353i,-0.00083028+0.0002446i,-0.0014286+0.0011361i,-0.00074066+0.0011226i,-7.6397e-05+0.0003681i,-4.3763e-05-0.00051385i,-0.00016327-0.00066583i,0.00052736-0.00024949i,0.0011119-5.8238e-05i,0.00062494-0.00027884i,0.00010968-0.00018665i,-5.9385e-05+0.00013164i,-0.00068023+0.00032569i,-0.00067153+0.00023913i,0.00030949+0.00032081i,0.00096207-0.00022524i
0.0014329-0.0036288i,-0.00015333-0.0038216i,0.00066636-0.0032709i,0.0007307-0.00095389i,-0.0015146-0.0001958i,-0.0026109-0.00063103i,-0.0018113-0.0009658i,-0.0004705-0.00060714i,1.3417e-05-9.3507e-05i,0.00036191-4.176e-05i,0.00050325+0.00018153i,-0.00050698-0.00036542i,-0.0011944-0.0011435i,-0.0011238-0.00039495i,-0.0011286+0.00059716i,-0.0009619+0.00070939i,-0.00010601+0.00045181i,0.00049686+0.00045326i,0.00011923+0.00040478i,-0.00012744+0.00038609i,0.00039869+0.00018444i,0.00065166-0.00013551i,-0.00085516-0.00025032i
-0.00024807-0.0015668i,-0.00040739-0.0016527i,-0.0016682-0.00067076i,-0.0013752+0.00055309i,-0.0010772+0.00071242i,-0.0010688+0.00020069i,-0.00017431-0.00042934i,-0.00029448+0.0001471i,-0.00023695+5.4819e-05i,-0.00010692-0.00029246i,-0.00010931+5.2616e-05i,0.00014965-0.00030014i,0.00037241-0.00082976i,0.00087311-0.00017993i,0.00059863+0.00095407i,-0.00012284+0.0015519i,-0.00017761+0.00052964i,-0.00021052+0.00010318i,-0.00033475+0.00051757i,-0.00011883+0.00020344i,0.0003976-0.00043566i,0.00039507-0.00083101i,-0.00035432-0.00021075i
-0.00056965-6.6859e-05i,-0.0022718+0.00012835i,-0.0034689+0.00051511i,-0.0035714+0.00079236i,-0.0023727+0.0004183i,-0.00018107-0.00058128i,0.00016903-0.0012351i,-0.0010746-0.00097314i,-0.0016382-0.00042531i,-0.0012196-1.2627e-05i,-0.00039427+0.00022758i,0.00037871+0.00015456i,-0.00017688-1.4526e-05i,-0.00038923-0.00018234i,0.00021565+0.00043922i,0.00073137+0.0012688i,0.0004144+0.0013933i,-0.00027666+0.0014502i,-0.00036531+0.0012989i,0.00027226+0.00065652i,0.00093919+0.00046813i,0.00028737+0.00014924i,-0.00056512+2.3179e-05i
0.00017688-0.0023928i,-0.00062031-0.0026257i,-0.0015086-0.00098227i,-0.0014688+0.0010413i,-0.00091549+0.0012316i,-0.00099367+0.00087198i,-0.00082828+0.00034744i,-0.00025871-0.00030532i,-0.0007111-0.00033i,-0.0012505-3.4741e-05i,-0.0015627+0.00049545i,-0.0015819+0.00021611i,-0.0007561-0.00066623i,-2.9294e-06-9.4883e-05i,0.00029419+0.00091098i,0.00092238+0.0010727i,0.0012763+0.00080988i,0.0010148+0.00092574i,0.00091239+0.00085041i,0.0010622+0.00043919i,0.00084901+0.00013805i,0.0002815-0.00050358i,0.00018778-0.00083022i
0.00056981+0.00019515i,-0.00035001+6.1832e-05i,-0.0011219+0.00018567i,-0.0016133+0.00048927i,-0.001094-0.00023108i,-0.0008194-0.0016108i,-0.00085067-0.0014013i,-0.00070774-0.00038452i,-0.00086738-0.00071468i,-0.0016389-0.0010142i,-0.0012423-0.0003059i,-0.00073475+4.2936e-05i,-0.0011199-0.00036889i,-0.00046906-0.00069285i,0.00018433-0.00010523i,-7.3572e-05+0.00019816i,-0.0006266+0.00047924i,-0.00067434+0.00074321i,8.7671e-05-0.00020696i,0.0007732-0.00098769i,0.00079994-0.00025984i,0.00040128+0.00068757i,-0.0002471+0.00076061i
-0.00025441-0.00089519i,-0.0011049-0.0020804i,-0.0017951-0.0022757i,-0.0020143-0.0015407i,-0.001944-0.00024105i,-0.0024483+0.00022005i,-0.001905+7.3849e-05i,-0.00040269-4.9684e-05i,-0.00014674+9.0291e-05i,-0.00090526+0.00016543i,-0.00092458+0.00059731i,-0.00029987+0.00067797i,-0.00016282+2.5445e-05i,0.0002641-0.00041565i,0.00056998+5.0263e-05i,0.00083851+0.00018749i,0.0014272-0.00026357i,0.00057746-4.6101e-05i,-0.00049919+0.00025982i,-0.00027322+0.000142i,2.2261e-05-0.00017458i,0.00078156-0.00027418i,0.00081516+0.00010824i
0.00053665-0.002624i,0.0010535-0.0021264i,-0.00048153-0.0010151i,-0.0013049-0.00034064i,-0.00071032+0.00042165i,-0.00016212+0.00079282i,-0.00083174+0.00046838i,-0.0015264+0.00043977i,-0.001459+5.8892e-05i,-0.0013765-6.2791e-05i,-0.0013558+0.00026099i,-0.00030362+0.00059833i,0.00077807+0.00041667i,0.0005244-0.00024325i,0.00038185-0.0011599i,0.00028534-0.00056279i,-6.7652e-05+0.00059578i,-0.00016608+0.0007285i,-0.00032155+0.00018944i,-0.00058268-7.3238e-05i,-0.00050519-1.0255e-05i,0.00031581-0.00043952i,0.00077005-9.9528e-05i
8.3121e-06+6.4098e-06i,-0.0015351-0.00074746i,-0.0020906-0.00040697i,-0.00025392+0.00038409i,0.0010642+7.0519e-05i,0.00095806-0.00084358i,0.00023374-0.00098246i,1.1782e-05-0.00040162i,0.00016878+4.8105e-05i,0.00012686+3.109e-05i,0.00023506+0.00028033i,0.00027123+0.00035257i,-0.00012753-0.00040202i,-0.00069179-0.00068319i,-0.0006138+7.3283e-05i,-3.3553e-05+0.00064187i,0.00025039+0.0006203i,0.00010558+0.00056538i,0.00014077-5.9932e-05i,0.00046213-0.0002198i,0.00023086+0.00055307i,-4.2083e-05+0.0012068i,0.00016874+0.0012283i
0.00079759-0.0013067i,0.00057944-0.0011025i,-0.00015651-0.0005271i,-0.0012525-4.3474e-05i,-0.0011227+0.0006023i,-0.00050545-2.6001e-05i,-0.00036775-0.00047623i,-0.00024676-0.00023541i,0.00057269-0.00044421i,0.00045693-0.00098454i,-0.00047365-0.0005578i,-0.00093437-5.4467e-05i,-0.00059598-0.00036344i,0.00021953-0.00045261i,0.00059242-3.5669e-05i,-0.00029986+4.1609e-05i,-0.00068045-0.0001175i,-0.00067505-0.00041892i,-0.00056144-0.00052245i,0.00029593-0.00077689i,0.00040189-0.00077243i,6.4e-05-0.00040116i,5.2452e-05-0.00024485i
-0.00021256+0.0011558i,-0.00091729+0.0016517i,-0.0014039+0.0022527i,-0.00058187+0.0025455i,0.000269+0.001725i,0.00032954+9.7469e-05i,-0.00010958-0.00095053i,0.00021427-0.00074764i,0.00028179-0.00051628i,-0.00051969-0.00046761i,-0.00091128+0.00013147i,-0.0011324-0.00013191i,-0.0010014-0.00064979i,-2.2219e-06-0.00028451i,0.00074921+0.00028427i,0.0007914+0.00032352i,0.00053731+0.00039561i,7.301e-05+0.00094043i,0.00026474+0.00015392i,0.0005502-0.00088913i,0.0005844-0.0010471i,0.0010888-2.3465e-05i,0.001169+0.00045573i
0.00015081-0.0012684i,-0.0011934-0.0029406i,-0.0022826-0.0029223i,-0.0022851-0.0003604i,-0.0015852+0.0010011i,-0.0012749+0.00043415i,-0.00067245+0.0003034i,-0.00048459-0.00019466i,-0.00083249-0.00082938i,-0.0011205-0.00079742i,-0.00093885-2.3461e-05i,-0.00044846+0.00029757i,6.302e-05+0.0001225i,2.1358e-05+0.00018186i,2.0647e-06+0.00038065i,0.00011375+0.00029577i,1.9861e-05+0.00037879i,0.00051266+0.0006769i,0.00047585+0.00042812i,-7.9255e-05+0.00041242i,-0.00043389+0.00093989i,-0.00083317+9.7303e-05i,-0.00078606-0.00097728i
-0.00073134-0.00036206i,-0.0023473+0.00012507i,-0.0029454+0.0012387i,-0.0024049+0.0021318i,-0.001125+0.0014195i,-9.7349e-05-0.00058536i,-0.00050782-0.0015501i,-0.00099449-0.00063124i,-0.0010914+8.8362e-05i,-0.0013281+9.3691e-05i,-0.0011144+0.00018179i,-0.00016781+0.00019922i,0.00014961-0.00010114i,0.00014691+3.2172e-05i,0.00028168+0.00093183i,9.4985e-05+0.0014245i,0.0002492+0.0014088i,0.00023574+0.00064149i,-0.0007081-0.00017885i,-0.00060272+8.5416e-05i,5.7435e-05+0.00085835i,2.3555e-05+0.00081524i,-0.00021803+0.00023358i
-0.00032326+9.2486e-05i,-0.0004644-0.00069384i,-0.0009458-0.00010881i,-0.0021496+0.00081414i,-0.0020393+0.00071264i,-0.0015117-0.00017298i,-0.001215-0.00042307i,-0.0011951-0.00067932i,-0.0010782-0.00069265i,-0.0010935-0.00021041i,-0.001275+5.1757e-05i,-0.001027+0.000372i,-0.00016011-8.6554e-05i,0.00029636-0.0014557i,0.00085195-0.0013215i,0.00069665+0.00048035i,0.00024636+0.0016469i,0.00038606+0.00063965i,0.00034463-0.00016052i,0.00018223+0.0001968i,0.00021863+0.0002648i,0.00036448+0.00014168i,-0.00028991+0.00032073i
3.127e-06-0.00049997i,-0.0004086-0.00030293i,-0.00068325-0.00011193i,-0.00096643+0.00068083i,-0.0011372+0.00056533i,-0.00061354-0.00017027i,-0.00060688+0.00016765i,-0.00070786+0.00070372i,-0.00029014-1.6989e-05i,-0.00038603-0.00017153i,-0.00036791+0.00056776i,-8.74e-05+0.00061745i,0.00022776+0.00017091i,0.00038578-0.00058215i,6.004e-06-0.00028794i,-0.0004692+0.0008524i,0.00011253+0.0008304i,0.00061823+0.00055961i,0.00014385+0.00063322i,0.00033094+0.00065942i,0.00023004+0.00014497i,-0.0002236-3.1729e-05i,-0.00041019+0.00016563i
0.00013024-0.0028095i,-0.0019299-0.0028782i,-0.0035342-0.0016721i,-0.0031014+0.00049744i,-0.0021242+0.0014735i,-0.0010898+3.0897e-05i,-0.0010658-0.0010228i,-0.0017598-0.00087401i,-0.0015659-0.0005809i,-0.00014409-0.00016801i,8.029e-05-0.00030789i,-0.00078638-0.00018697i,-0.00053863+0.00022121i,-3.783e-05+0.00086265i,-7.2388e-05+0.0014029i,-0.00053614+0.00096662i,-0.00099769+0.0006692i,-0.00073186+0.0009154i,-0.00012149+0.0004285i,-0.00054032+0.00030055i,-0.00057734+0.00077986i,-6.3171e-05+0.0010775i,-0.00012624+0.00074601i
-0.00026312-0.00069236i,0.00019498-0.00064215i,-0.0021482-0.0004134i,-0.0041853-0.00020559i,-0.0035528-0.0001372i,-0.0026418-0.00024846i,-0.0021743-0.00033093i,-0.0015006-0.0003339i,-0.0012379-8.2623e-05i,-0.0012761+0.00015918i,-0.00093749-0.00016276i,-0.00033517-0.00032525i,-6.7243e-05-0.00023075i,4.9447e-05+4.6412e-05i,-4.1891e-05+0.00016722i,9.0568e-05+0.00026649i,0.00023117+0.0011038i,0.00066893+0.0015344i,0.00086112+0.0012951i,0.00038559+0.00073724i,0.00036412+0.00028009i,-0.00059835-0.00035674i,-0.00074531-0.0011114i
-0.00082106-0.00074529i,-0.00021541-0.00034708i,-0.00047636+0.0012452i,-0.0010541+0.0017054i,-0.00091547+0.0012435i,-0.00067203+0.0010928i,-0.00086781-4.4367e-05i,-0.00069733-0.00031626i,5.4971e-06+0.00014428i,0.0003183-0.00021649i,-8.9644e-05-0.00053911i,-0.00055303-0.00086504i,-0.00051757-0.0015014i,0.00015545-0.0016754i,0.00027853-0.0015429i,-0.00086682-0.00060943i,-0.00070997+0.00026733i,-4.4575e-05-0.00022933i,-0.00025696-0.00014292i,-0.00031749+0.00024838i,-0.00018791-0.00029394i,0.00015833-0.00037313i,0.00051567+0.00023297i
0.00035045+0.0023544i,-0.00045264+0.0016916i,-0.0005993+0.0024538i,0.00076606+0.0026443i,0.0012419+0.0011636i,0.00060089-0.00069091i,1.7739e-05-0.0015866i,-0.00047505-0.0014289i,-0.00067002-0.00069051i,-0.00049837-0.00074976i,-0.00043837-0.00058916i,-0.00020569-0.00058747i,-0.00010218-0.0011819i,-5.723e-05-0.0017406i,0.00049506-0.00071346i,0.00078227+2.1161e-05i,0.00070303+0.00019965i,0.00062174+0.00041186i,0.0005468+0.00013108i,0.00056503+0.00012775i,0.00070159+0.00011123i,0.00051256-0.00027216i,0.00022153-0.00035157i
-0.0024385-0.0023601i,-0.0035342-0.002623i,-0.0044326-0.0015958i,-0.0032034+0.00074229i,-0.0014424+0.0020638i,-0.00011622+0.0016092i,0.00010538+0.00037835i,-4.0778e-05-0.0008385i,-0.00016468-0.0010757i,-0.0014948-0.00033431i,-0.0021788+0.00076676i,-0.0012459+0.00084874i,-0.00018633+0.00016474i,-0.00016447+0.0005544i,-0.00071792+0.0014259i,-0.00027766+0.0019513i,0.0010581+0.0018115i,0.00093905+0.0011617i,0.00010151+0.00033222i,-9.8964e-05+0.00014622i,-0.00046709+0.00072384i,3.4999e-05+0.00099654i,0.001739+0.00038441i
0.00079233-0.0010202i,-7.2321e-05-0.00038095i,-0.0023372-0.00045648i,-0.0040828+0.0016107i,-0.0029902+0.0030547i,-0.0012528+0.0013053i,-0.00098991-0.0013565i,-0.0014304-0.0018833i,-0.0010035-0.001313i,-0.00072468-0.00074068i,-0.0014414-0.00019446i,-0.00073896+0.0002486i,-0.00049269+0.00028953i,-0.00097516-0.00031964i,-0.00074914+1.5772e-06i,0.00049458+0.00052477i,0.0015451+0.00025019i,0.0013745-0.00038688i,0.0012817-0.00066774i,0.00087903+0.00011554i,0.00072305+0.00043927i,0.00034109-0.00044113i,-0.00019634-0.00048679i
-0.0034141-0.001312i,-0.0039041-0.0012267i,-0.0047046+0.0005853i,-0.0041563+0.0034526i,-0.0022275+0.0030318i,-0.00023268+0.00022797i,-8.2092e-05-0.0010612i,-0.00043652-0.0012666i,-0.00044078-0.0011785i,-0.00095208-0.0002964i,-0.00015722+0.0006111i,0.001418+0.0010744i,0.00059345+0.0012297i,-0.00079559+0.0012044i,-0.00034134+0.00096177i,0.00099236+0.0010675i,0.0011164+0.00030528i,-0.00012793-0.00036749i,-0.00019449-0.00026887i,0.00066384-0.00028912i,0.00052155-0.0005301i,-0.00070065-0.00057846i,-0.00089042-8.8696e-05i
0.0017653-0.0004979i,0.002225-0.00092052i,0.0016947+0.00017829i,0.00072806+0.0011895i,-0.00052517+0.00053495i,-0.00091736-0.0010849i,-0.00077215-0.0013295i,-0.00099705-0.00032723i,-0.0011272+0.00048275i,-0.00063367+0.00025936i,-0.00023385-0.00019368i,-0.00069812-0.00022401i,-0.00068867-0.00040862i,-0.00052043-0.0010316i,-5.9672e-05-0.001601i,0.00071052-0.0012447i,0.00026642-0.00015776i,-0.00092396+0.0004185i,-0.00092368+0.00055327i,-0.00035159+0.0010635i,-0.00029245+0.00070856i,0.00029941+0.00019769i,0.00062103-0.0002165i
-0.0030238+0.00080837i,-0.0042883+0.00076145i,-0.0043281+0.00090782i,-0.0023003+0.002405i,-0.00037364+0.0022115i,-0.00020555+0.00018353i,-0.00092298-0.00058152i,-0.00094507+0.00030599i,-0.00033915+0.00080363i,-0.00052462+0.00026542i,-0.0011068-0.00023679i,-0.0010429-0.0001806i,-0.00071927-0.00097331i,-0.00013886-0.0015029i,0.00043032-0.00027428i,0.00057646+0.0007151i,0.00044082+0.0015727i,0.00048595+0.0021852i,0.0004749+0.0010051i,0.00044564-0.00024828i,0.00046409-4.4389e-05i,0.0004551+0.00057881i,0.00064545-0.00039117i
0.0027361-0.002556i,0.00098214-0.00401i,-0.0010335-0.0033798i,-0.0021959-0.0013013i,-0.0021322+0.00051393i,-0.0013662+0.00093667i,-0.001584+9.7339e-05i,-0.00076377-0.00021263i,0.00034491+0.00025835i,-0.0001619-0.00031081i,-0.00090249-0.00078193i,-0.0006259-0.00061532i,-0.00036219-0.0010181i,-0.00099345-0.0013976i,-0.0010541-0.001057i,-0.00025576-0.0003702i,7.9085e-05+1.3899e-05i,-0.00028967+0.00015952i,-0.00018819+0.00065344i,-3.6848e-05+0.00066234i,0.00016971+0.00037244i,1.7215e-05+0.0001708i,-0.00075212-0.00021785i
-0.0033312-0.00080864i,-0.0035085+0.00017193i,-0.0041016+0.0023395i,-0.0037001+0.003373i,-0.0019717+0.0027525i,0.00014447+0.0013246i,0.0007417-6.596e-05i,0.00013628-0.00016742i,-5.7892e-05-0.00030395i,-0.00069363-0.00043781i,-0.0016504-0.00043676i,-0.0015259-6.1041e-05i,-0.00061154-0.00019401i,-0.00010694-0.00021046i,-0.0005675+0.00018184i,-0.00037896+6.2747e-05i,0.00050468+6.0556e-06i,0.00085252+0.00041854i,0.0006645+0.00012926i,0.00025525-0.00027848i,0.00028949+0.00017379i,4.7621e-05+0.00079635i,-0.00070112+0.00034322i
0.00019237-0.00035835i,-0.0003233-0.0012764i,-0.0014465-0.00047155i,-0.0012499+0.00014735i,-0.00053332+0.00043843i,-0.00070678-0.00013322i,-0.00022088-0.00098424i,0.00041586-0.00072011i,9.8438e-05-0.00039044i,-0.00046282+0.00010171i,-0.00048152+0.0005122i,-0.00049502+0.00034517i,-0.00047419-0.00035376i,0.00019033-0.00049892i,-0.00030268+0.00054972i,-0.0004606+0.00079935i,0.00075759-0.00019266i,0.0018335-0.00082724i,0.0018585-0.00063517i,0.0010292-0.00067383i,0.00064292-0.00053697i,0.00040514-5.5047e-05i,0.00016412-0.000327i
-0.00095421-2.5715e-05i,-0.00048392-0.00054163i,-0.00098694-0.00052721i,-0.0013553+0.00083034i,-0.00089718+0.0019421i,-0.00034844+0.00069536i,-0.00030947-0.00017977i,-0.00065194+0.00020444i,-0.000475-0.00033152i,-0.00020117-7.757e-05i,-0.0002788+0.00082194i,-0.00052644+0.0010852i,-0.00024118+0.00069713i,0.00027259+0.00048744i,0.00060793+0.00090282i,0.00087094+0.0010526i,0.0010484+0.00081369i,0.0013704+0.00082209i,0.00070334+0.000648i,-9.7002e-06+0.00049557i,0.0001868+0.00010128i,-9.6884e-05-7.1957e-05i,-0.00049494+0.00046124i
