-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
-0.28118+0.73415i,-0.32533+0.89254i,-0.26163+0.62623i,-0.21565+0.27419i,-0.22703+0.16741i,-0.17155+0.20797i,-0.062495+0.18956i,-0.0097923+0.10511i,-0.0030442+0.051682i,0.015958+0.029023i,0.025119+0.010988i,0.013531+0.0060108i,0.007943-0.011098i,0.0064586-0.041085i,-0.0012467-0.044732i,-0.010588-0.019627i,-0.014494+0.0067578i,-0.0078558+0.0089052i,-0.00085635-0.01973i,-0.0013757-0.04825i,0.0018538-0.054056i,0.010117-0.047033i,0.010752-0.035936i
-0.27591-0.68553i,-0.27669-0.82916i,-0.11956-0.64639i,0.0092234-0.3756i,0.02259-0.2382i,-0.048713-0.20711i,-0.1165-0.16674i,-0.11041-0.086305i,-0.057935-0.02646i,-0.010977-0.0079118i,0.012337-0.0075638i,0.015089-0.0030006i,0.018376+0.0097049i,0.018844+0.015282i,0.0093895+0.0095412i,-0.0019728-0.0016157i,-0.011353-0.011423i,-0.012753-0.0096371i,-0.0066709+0.0099265i,0.0044224+0.033212i,0.015678+0.040554i,0.017529+0.035912i,0.012559+0.027885i
0.55939-0.22514i,0.53506-0.33164i,0.28302-0.24646i,0.12007-0.11429i,0.083979-0.10482i,0.042952-0.1139i,0.022832-0.065477i,0.019595-0.036455i,-0.0016397-0.018163i,-0.014124+0.018393i,-0.014351+0.040376i,-0.01575+0.035687i,-0.0099186+0.030086i,0.0088103+0.035352i,0.024431+0.037509i,0.02742+0.0234i,0.019844+0.0027721i,0.0091017-0.011793i,0.0070006-0.021754i,0.0070493-0.02175i,0.005069-0.0046274i,0.0060987+0.011527i,0.005316+0.0092918i
-0.032366+0.95157i,0.18225+1.1773i,0.28883+0.88741i,0.16428+0.48509i,0.040012+0.3062i,0.059795+0.19739i,0.077473+0.062895i,0.053977-0.0064534i,0.041025-0.028278i,0.015885-0.038556i,-0.011121-0.029663i,-0.019266-0.01716i,-0.031714-0.019139i,-0.063416-0.026472i,-0.094683-0.018345i,-0.092133+0.0055663i,-0.058611+0.021877i,-0.028247+0.018517i,-0.023391+0.011799i,-0.031712+0.0137i,-0.030522+0.01184i,-0.023639+0.000734i,-0.01881-0.0056239i
-0.48386-0.75309i,-0.7141-0.86728i,-0.65628-0.66149i,-0.40421-0.39799i,-0.17855-0.21807i,-0.090583-0.079065i,-0.073169+0.024468i,-0.036184+0.069365i,0.016503+0.071844i,0.045345+0.0437i,0.033108+0.0087217i,0.013511-0.00046482i,0.023406+0.00079192i,0.041878-0.018428i,0.037944-0.049593i,0.011737-0.05767i,-0.011641-0.031108i,-0.010602-0.0012274i,0.0085671-0.00013728i,0.016374-0.013262i,0.0062122-0.0064678i,0.006335+0.011786i,0.014305+0.01637i
0.47016+0.10496i,0.48034+0.016993i,0.34196-0.087549i,0.20378-0.12874i,0.04786-0.087974i,-0.04011-0.003529i,-0.012706+0.031395i,0.0043316+0.025884i,0.0025893+0.037524i,0.028987+0.031932i,0.039716+0.006014i,0.021489+0.0023084i,0.018141+0.015046i,0.044484+0.014701i,0.066993+0.00028892i,0.059966-0.015983i,0.035671-0.025399i,0.012848-0.027469i,-0.0049289-0.031474i,-0.020759-0.035713i,-0.030016-0.030919i,-0.028686-0.016959i,-0.021221-0.0045553i
-0.055653+0.44787i,0.31162+0.50706i,0.58542+0.31975i,0.48475+0.14623i,0.27297+0.088609i,0.12891+0.013636i,0.0056619-0.063158i,-0.053669-0.057011i,-0.049392-0.018361i,-0.035715+0.010859i,-0.019271+0.018629i,-0.013898+0.0049303i,-0.031738+0.0094543i,-0.047534+0.04516i,-0.040554+0.066851i,-0.026196+0.046136i,-0.028088+0.014198i,-0.030982+0.0065316i,-0.002374+0.017482i,0.03905+0.021124i,0.051502+0.010624i,0.033465+0.00033881i,0.010445-0.0025916i
-0.29466-0.6036i,-0.64179-0.46486i,-0.68772-0.04415i,-0.44092+0.11144i,-0.28571-0.019246i,-0.22471-0.031833i,-0.083186+0.065025i,0.033585+0.065638i,0.051506+0.0253i,0.044252+0.021022i,0.04286+0.030445i,0.042471+0.025255i,0.034721-0.007533i,0.010049-0.036835i,-0.010212-0.036651i,-0.0073463-0.028147i,0.0016125-0.024722i,-0.0024475-0.018246i,-0.016192-0.0052769i,-0.02434+0.012429i,-0.014185+0.027076i,0.0040086+0.023126i,0.011054+0.0075421i
0.32376+0.44899i,0.34249+0.37186i,0.14039+0.13738i,-0.013743+0.017107i,0.01308+0.02909i,0.056895+0.039766i,0.046845+0.022166i,0.029875+0.01388i,0.026833+0.0076245i,0.019335-0.01919i,-0.011219-0.035381i,-0.028128-0.010289i,-0.0027345+0.01008i,0.019093-0.0098899i,0.010675-0.025941i,0.010513-0.008173i,0.031516+0.0065869i,0.035934-0.0066831i,0.0078214-0.024019i,-0.026951-0.022362i,-0.047346-0.010005i,-0.047222+0.0011611i,-0.028721+0.0086814i
-0.23642-0.28628i,-0.10021-0.50899i,0.037577-0.63264i,0.05539-0.47984i,0.10868-0.2246i,0.13631-0.14058i,0.031761-0.13257i,-0.031431-0.064372i,0.0058271+0.0071377i,0.049973+0.039485i,0.058229+0.026869i,0.031102-0.00051142i,0.015877+0.0035479i,0.038751+0.016957i,0.058553+0.0043627i,0.04103-0.020408i,0.0089412-0.025205i,0.0018173-0.022544i,0.015631-0.041377i,0.024046-0.057445i,0.025406-0.04869i,0.02246-0.032636i,0.0084439-0.017026i
0.34494-0.12314i,0.36009+0.018085i,0.3393+0.13668i,0.22016+0.045137i,-0.050605-0.01494i,-0.14436+0.078477i,0.0067396+0.10151i,0.086252+0.023871i,0.044125-0.02241i,0.0061749-0.03464i,0.0032248-0.033071i,0.011173-0.018294i,-0.0024538+0.0039384i,-0.022571+0.041277i,-0.020629+0.069854i,-0.0085645+0.060488i,-0.0049819+0.034087i,-0.0037617+0.029091i,0.012474+0.045359i,0.040615+0.057418i,0.059188+0.049949i,0.05587+0.027789i,0.032643+0.0056979i
-0.083789+0.79534i,0.080613+0.91084i,0.22964+0.67274i,0.22916+0.37421i,0.15741+0.21211i,0.10596+0.16076i,0.08349+0.12051i,0.084111+0.057828i,0.092208+0.0076815i,0.09176-0.017213i,0.060892-0.028489i,0.020228-0.023294i,-0.0013165-0.021353i,-0.029621-0.032525i,-0.057395-0.021402i,-0.041848+0.0088505i,-0.0038229+0.024367i,0.010138+0.01063i,-0.011098-0.021112i,-0.044202-0.028145i,-0.049942-0.0061514i,-0.031933+0.002493i,-0.02143-0.0062915i
-0.58871-0.74133i,-0.90502-0.73267i,-0.87977-0.35783i,-0.55574-0.082848i,-0.29805-0.12265i,-0.26392-0.16988i,-0.23741-0.066643i,-0.10433+0.030347i,0.02947+0.052701i,0.094441+0.054754i,0.098013+0.055263i,0.072658+0.049325i,0.062244+0.02195i,0.052319-0.015856i,0.011953-0.029531i,-0.03162-0.01403i,-0.039652+0.010645i,-0.013605+0.019318i,0.012235-0.0045584i,0.015614-0.02853i,0.012387-0.02028i,0.020204-0.0048503i,0.024373-0.0058624i
0.6755-0.058117i,0.65309-0.27298i,0.26357-0.37014i,-0.052643-0.21184i,-0.046878+0.035842i,0.046025+0.094967i,0.033765+0.0043593i,-0.0099732-0.02246i,0.0023932+0.026691i,0.025704+0.041401i,-0.0035033+0.027028i,-0.045632+0.034496i,-0.043352+0.049883i,-0.015019+0.032715i,-0.0064747-0.013925i,-0.028543-0.051335i,-0.062404-0.051806i,-0.074594-0.022936i,-0.034179-0.0053601i,0.031192-0.014164i,0.069753-0.01477i,0.079017+0.0026923i,0.070416+0.012664i
-0.22494+0.47341i,0.017255+0.43302i,0.20744+0.078219i,0.13275-0.11234i,0.031157-0.014322i,0.041573+0.02812i,0.015864-0.03447i,-0.031362-0.039145i,-0.026383+0.0055864i,-0.00038801+0.030827i,0.0076381+0.021103i,-0.0011996+0.014878i,0.0064265+0.030042i,0.025837+0.048379i,0.033091+0.051797i,0.030695+0.031102i,0.022875+0.009451i,0.014142-0.0063926i,0.0044008-0.024787i,-0.0051974-0.019457i,-0.010761+0.012051i,-0.024318+0.035291i,-0.048635+0.045621i
-0.017272-0.47912i,-0.12888-0.35933i,-0.082618-0.096344i,-0.036014-0.069329i,-0.17768-0.12956i,-0.25962-0.012881i,-0.10761+0.10187i,0.043975+0.067222i,0.067277-0.0080323i,0.036853-0.04847i,-0.012461-0.038054i,-0.039855+0.019492i,-0.027694+0.052643i,-0.029673+0.036639i,-0.051656+0.027368i,-0.05853+0.036439i,-0.046957+0.044687i,-0.02213+0.044395i,0.0094431+0.026405i,0.028065+0.009224i,0.029286+0.008135i,0.02841-0.00051669i,0.01701-0.026351i
0.16807+0.39612i,0.15408+0.31602i,0.057191+0.24346i,0.076356+0.3106i,0.17108+0.3656i,0.13912+0.33648i,0.012495+0.26158i,-0.032887+0.18972i,0.044561+0.14892i,0.14163+0.10971i,0.13273+0.056984i,0.037389+0.026175i,-0.026267+0.016166i,-0.033788-0.016734i,-0.0403-0.06641i,-0.060056-0.093075i,-0.079859-0.078017i,-0.080599-0.038108i,-0.060442-0.018145i,-0.045384-0.021112i,-0.029956-0.013299i,-0.0029073-0.0024522i,0.015537-0.0057102i
-0.44572-0.10462i,-0.43724+0.016849i,-0.35651+0.056637i,-0.33946+0.011377i,-0.34764-0.061389i,-0.37856-0.13642i,-0.38011-0.084538i,-0.28116+0.073049i,-0.15029+0.1739i,-0.081229+0.19852i,-0.038418+0.18159i,0.015736+0.13488i,0.064429+0.08969i,0.11017+0.053736i,0.13674+0.0077889i,0.11446-0.031619i,0.067943-0.048582i,0.037635-0.050984i,0.029892-0.045923i,0.017905-0.037593i,-0.011174-0.018815i,-0.026868+0.012247i,-0.013947+0.032211i
0.47364-0.29593i,0.331-0.4109i,0.098067-0.32728i,0.062647-0.17853i,0.19964-0.080861i,0.32281-0.022669i,0.30155-0.03326i,0.12006-0.11773i,-0.083588-0.17186i,-0.18499-0.1789i,-0.20587-0.14956i,-0.1717-0.057956i,-0.096266+0.026679i,-0.030395+0.043304i,0.019354+0.025193i,0.052085-0.0038108i,0.058947-0.020548i,0.048673-0.004164i,0.024072+0.01969i,-0.0034905+0.0078268i,-0.022456-0.034815i,-0.030955-0.063214i,-0.027356-0.058803i
-0.47048+0.48285i,-0.45488+0.53652i,-0.28455+0.46413i,-0.076691+0.47013i,0.059395+0.51652i,0.11333+0.52239i,0.1961+0.50697i,0.32664+0.34516i,0.29833+0.052214i,0.13562-0.07724i,0.08613-0.033126i,0.10164-0.020952i,0.048427-0.023875i,0.0070042+0.024959i,0.018348+0.07114i,0.041065+0.092427i,0.064691+0.09301i,0.06394+0.071731i,0.020005+0.058418i,-0.01995+0.057721i,-0.026818+0.032693i,-0.025678-0.0086301i,-0.0091726-0.026904i
0.17862-0.59322i,0.20126-0.55788i,0.12745-0.33568i,-0.013696-0.1875i,-0.070344-0.16277i,-0.053549-0.073951i,-0.043985+0.12886i,-0.0186+0.21008i,-0.034765+0.066001i,-0.13397-0.079385i,-0.17192-0.074135i,-0.092975-0.033624i,-0.019637-0.048033i,-0.010209-0.077737i,-0.025108-0.092321i,-0.047809-0.078223i,-0.051739-0.034022i,-0.024558+0.0049095i,-0.015545+0.0031033i,-0.04616-0.022718i,-0.05693-0.031893i,-0.018466-0.028875i,0.028311-0.020892i
0.36014+0.47628i,0.32797+0.36858i,0.14379+0.31871i,0.12996+0.34023i,0.26127+0.26319i,0.30449+0.15243i,0.28223+0.12453i,0.27217+0.025159i,0.19507-0.18755i,0.057949-0.27895i,0.019236-0.19495i,0.069161-0.10975i,0.079471-0.066224i,0.059005-0.030514i,0.037643-0.020155i,0.008661-0.012918i,-0.0027283+0.018811i,0.00562+0.046408i,0.018623+0.049656i,0.03756+0.024775i,0.031189-0.017542i,-0.0031979-0.03173i,-0.018859-0.020824i
0.22284+7.5833i,3.0565+7.1336i,6.4129+5.7898i,7.0275+2.144i,5.5701-1.3397i,2.9427-2.9944i,0.59969-1.9431i,-0.035961+0.074621i,0.7145+1.0728i,1.348+0.56008i,0.82216-0.4522i,-0.24515-0.85619i,-1.0558-0.54855i,-1.3965+0.12627i,-1.187+0.64174i,-0.73329+0.73977i,-0.34448+0.5624i,-0.13009+0.25882i,-0.12154+0.004331i,-0.21775-0.069178i,-0.25903-0.070469i,-0.22921-0.081478i,-0.15238-0.086178i
0.58486-0.47229i,0.43777-0.61603i,0.25882-0.48165i,0.20258-0.30957i,0.17252-0.2784i,0.15425-0.30201i,0.19295-0.30246i,0.15399-0.2831i,0.0022588-0.19222i,-0.076366-0.03116i,-0.024936+0.046061i,0.032843-0.0011193i,0.035153-0.060269i,0.0098859-0.077414i,-0.0038181-0.06118i,0.014564-0.039698i,0.040273-0.03609i,0.035966-0.022563i,0.025511+0.020236i,0.03125+0.045953i,0.022219+0.042066i,0.0095424+0.039904i,0.011695+0.020246i
-0.39644+0.23159i,-0.37236+0.019336i,-0.27958-0.18382i,-0.20674-0.20588i,-0.23728-0.15816i,-0.30158-0.11167i,-0.27992-0.10816i,-0.24735-0.089426i,-0.21537+0.039852i,-0.10256+0.11061i,-0.040254+0.036906i,-0.073393+0.0081707i,-0.061455+0.041303i,-0.010668+0.034395i,0.013617+0.011157i,0.020264-0.0033871i,0.018106-0.017275i,0.019675-0.03087i,0.025669-0.047022i,0.019057-0.049204i,0.0114-0.026522i,0.014076-0.0068445i,0.0096312-0.0025945i
0.25174-0.45375i,0.3963-0.25576i,0.39204-0.035408i,0.22143+0.092617i,0.13307+0.23201i,0.11808+0.23789i,0.0059975+0.099544i,-0.072203+0.040638i,-0.0046856+0.027522i,0.068482-0.010488i,0.074528-0.013975i,0.074753+0.0075862i,0.083121+0.016272i,0.087538+0.029952i,0.10079+0.041646i,0.10189+0.027271i,0.070532+0.015384i,0.017818+0.020014i,-0.032974+0.027228i,-0.036445+0.025861i,4.6573e-05+0.00080698i,0.0237-0.025722i,0.027971-0.019273i
0.49232+0.64466i,0.45013+0.48128i,0.15697+0.21922i,-0.039349+0.097012i,-0.016853+0.026349i,0.02519-0.027282i,-0.0056714+0.025932i,-0.015215+0.057293i,-0.0055999-0.044586i,-0.024688-0.14487i,-0.032234-0.14778i,-0.027826-0.088106i,-0.032888-0.024015i,-0.032133+0.0004045i,-0.029361-0.0057486i,-0.031026-0.0099853i,-0.019636-0.0038322i,0.0079045+0.0041425i,0.021405+0.0039282i,0.0016212-0.010633i,-0.028023-0.021288i,-0.03176-0.014635i,-0.008658-0.0099468i
-1.0413-0.092678i,-1.0726+0.20656i,-0.6647+0.37473i,-0.26269+0.28369i,-0.11438+0.15294i,-0.02276+0.099462i,0.12219+0.016181i,0.16506-0.097141i,0.048693-0.13473i,-0.083211-0.056071i,-0.088973+0.051529i,-0.022583+0.057752i,-0.019933+0.0020782i,-0.059495-0.0058575i,-0.064938+0.0065254i,-0.045321-0.0012868i,-0.028565-0.0083853i,-0.016962+0.0032501i,-0.0055627+0.033179i,0.0048505+0.056232i,0.0066701+0.05445i,0.0057038+0.038715i,0.012775+0.016353i
0.57287-0.34055i,0.38594-0.45902i,0.16645-0.36343i,0.13045-0.22822i,0.14988-0.20619i,0.09946-0.20602i,0.023258-0.14603i,-0.017364-0.053106i,-0.0096529+0.033513i,0.028831+0.067409i,0.042598+0.038683i,0.017446+0.010437i,0.017172+0.011842i,0.047641-0.0027336i,0.051297-0.027923i,0.027376-0.024705i,0.0055885-0.0094836i,0.0020024-0.0027473i,0.019219-0.010228i,0.032974-0.026664i,0.023324-0.025446i,0.0042903-0.0044215i,-0.0080273+0.014957i
-0.16168+0.22395i,0.038155-0.016553i,0.044657-0.23825i,-0.13399-0.17554i,-0.1653+0.025397i,0.0014409+0.10348i,0.17768+0.031612i,0.23929-0.071088i,0.19473-0.11617i,0.12542-0.10482i,0.058723-0.076717i,0.01559-0.054739i,-0.0012862-0.062189i,-0.035389-0.07501i,-0.070374-0.052863i,-0.068258-0.022428i,-0.050154-0.008438i,-0.051815+0.0038579i,-0.067865+0.02333i,-0.052711+0.042052i,-0.0043117+0.038524i,0.025039+0.021105i,0.026976+0.015848i
0.24862-0.47483i,0.23622-0.27906i,0.20313+0.035388i,0.23341+0.18589i,0.2407+0.11485i,0.1144-0.055607i,-0.072287-0.15877i,-0.18156-0.15152i,-0.20294-0.098211i,-0.17026-0.039158i,-0.092862-0.0097378i,-0.029467-0.013565i,-0.0078236+0.0059421i,0.024047+0.052843i,0.071488+0.0712i,0.090956+0.057563i,0.085076+0.038158i,0.074012+0.021816i,0.056277+0.021187i,0.033407+0.016833i,0.0082996-0.0084328i,-0.011258-0.032796i,-0.014891-0.041669i
-0.010569+0.91607i,-0.04866+0.99256i,-0.066018+0.65748i,-0.12826+0.25726i,-0.18621+0.12633i,-0.10026+0.17739i,0.028137+0.19232i,0.056119+0.14162i,0.022904+0.083548i,-0.0097368+0.038974i,-0.037996+0.0059337i,-0.05059-0.0011749i,-0.035118-0.00059863i,-0.023536-0.028315i,-0.033546-0.057705i,-0.035764-0.068077i,-0.034467-0.072219i,-0.042419-0.063996i,-0.042298-0.047168i,-0.034856-0.02764i,-0.026773-0.00093366i,-0.018348+0.017747i,-0.010697+0.024213i
-0.37031-0.55129i,-0.32492-0.57357i,-0.1727-0.3422i,-0.016106-0.089187i,0.06574-0.011081i,0.061952-0.020704i,0.053165-0.029486i,0.054003-0.048404i,0.028741-0.066888i,0.00062641-0.045741i,0.0090745+0.011702i,0.032245+0.039384i,0.013982+0.030132i,-0.025388+0.042107i,-0.041859+0.066909i,-0.05114+0.078621i,-0.052142+0.087141i,-0.035191+0.087372i,-0.014474+0.07173i,0.0054014+0.045634i,0.022184+0.015211i,0.030292-0.0069818i,0.027467-0.018566i
0.17878-0.12869i,-0.08775-0.21651i,-0.31243-0.17291i,-0.27394-0.040561i,-0.12195-0.016549i,-0.076857-0.06306i,-0.10325-0.047958i,-0.099024-0.019808i,-0.063407-0.025119i,-0.022097-0.052067i,-0.0017632-0.085715i,-0.0081973-0.088222i,-0.0082293-0.059876i,0.0074906-0.046858i,0.025205-0.047125i,0.051165-0.036728i,0.075926-0.029397i,0.076064-0.028823i,0.050616-0.023188i,0.018914-0.013743i,-0.0050535-0.0057241i,-0.021484+0.00016171i,-0.025726+0.012836i
-0.03191+0.18812i,0.25306+0.22713i,0.46856+0.10153i,0.37972-0.12271i,0.16899-0.14837i,0.096151-0.024993i,0.10771+0.0039564i,0.072222-0.03259i,0.0087039-0.021733i,-0.024033+0.031477i,-0.022467+0.069613i,-0.0088885+0.058418i,-0.01238+0.019016i,-0.032453+0.0018873i,-0.048948+0.011007i,-0.056188+0.014278i,-0.06118+0.0019807i,-0.064842-0.0098037i,-0.053739-0.00091573i,-0.022527+0.019143i,0.0073962+0.024988i,0.019751+0.017261i,0.021809+0.0023374i
0.38346-0.089984i,0.39909-0.15557i,0.15827-0.13252i,-0.026444+0.054759i,-0.0061558+0.12965i,0.0051961-0.01272i,-0.078975-0.1125i,-0.10575-0.087251i,-0.05916-0.05767i,-0.018344-0.052501i,0.0037456-0.047752i,0.0071813-0.032393i,0.0088843-0.0076145i,0.025488+0.0040535i,0.049608-0.0017575i,0.059664-0.0039628i,0.05293+0.010915i,0.04328+0.023486i,0.026119+0.011907i,-0.00072832-0.0093684i,-0.018011-0.021997i,-0.022586-0.028289i,-0.024959-0.024518i
-0.53252+0.16515i,-0.73274+0.32101i,-0.53973+0.33803i,-0.20986+0.16259i,-0.04812+0.0499i,0.020348+0.091814i,0.065259+0.10722i,0.036491+0.066045i,-0.01453+0.039266i,-0.052049+0.028605i,-0.069731+0.0407i,-0.041261+0.047396i,-0.015344+0.019895i,-0.029685+0.00033868i,-0.057115+0.0074055i,-0.072276+0.016093i,-0.065751+0.012801i,-0.043963+0.0086272i,-0.018285+0.015225i,0.0022575+0.021213i,0.0099999+0.017908i,0.010469+0.011783i,0.01467+0.0042516i
0.20946-0.020505i,0.31775-0.038051i,0.31353+0.051857i,0.27507+0.12133i,0.18757+0.03189i,0.029322-0.066113i,-0.05548-0.036637i,-0.024244+0.018418i,0.017847+0.015837i,0.031513-0.0083846i,0.030411-0.026283i,0.011777-0.033828i,-0.0044034-0.025335i,0.0019169-0.016311i,0.018304-0.015003i,0.026699-0.0090963i,0.022736+0.00015301i,0.01402+0.0036493i,0.0064447-0.0039096i,0.0021084-0.018987i,0.00021092-0.026676i,-0.00068824-0.021837i,-0.00011494-0.012705i
-0.13286-0.14164i,-0.14124-0.22899i,-0.19824-0.34566i,-0.34812-0.28247i,-0.34178-0.039166i,-0.12481+0.092766i,0.017851+0.023979i,-0.0032701-0.050641i,-0.035732-0.039825i,-0.019817-0.025436i,-0.010749-0.029433i,-0.0085211-0.013391i,0.0037774+0.004319i,9.5124e-05+0.0086176i,-0.014759+0.013223i,-0.014328+0.011377i,-0.0013339+0.00044656i,0.0059237-0.0041417i,0.0018856+0.0050719i,0.00010198+0.022501i,0.0071077+0.027973i,0.01271+0.017168i,0.012384+0.0095934i
0.35262-0.18881i,0.29658-0.25658i,0.22685-0.12824i,0.30847-0.040274i,0.34191-0.11999i,0.1863-0.18668i,0.027826-0.13458i,-0.01792-0.05721i,-0.018028-0.0043175i,-0.011357+0.031797i,0.0033036+0.035356i,0.0068546+0.0084434i,-0.0011705-0.011638i,0.0081316-0.014937i,0.025901-0.021168i,0.019914-0.022499i,-0.00079966-0.012661i,-0.012251-0.0076935i,-0.0095861-0.0049647i,0.0024158-0.0054484i,0.0095163-0.01232i,0.0051926-0.014299i,-0.0016299-0.01109i
-0.38621+0.58313i,-0.31936+0.76042i,-0.24867+0.58511i,-0.29982+0.30237i,-0.34304+0.15043i,-0.25549+0.11429i,-0.13222+0.091999i,-0.066933+0.051304i,-0.047523+0.003531i,-0.03487-0.020718i,-0.011462-0.019213i,0.0033454-0.010519i,0.0010737+0.0034051i,-0.011431+0.016843i,-0.021963+0.025392i,-0.013413+0.025189i,0.0051829+0.017939i,0.01575+0.014716i,0.012583+0.011241i,-0.0004664+0.0050529i,-0.0081855+0.0051104i,-0.0029841+0.0042396i,0.0065149+0.00064593i
0.29003-0.53404i,0.34075-0.56926i,0.42574-0.43867i,0.46245-0.30624i,0.39108-0.16671i,0.27515-0.050575i,0.17891-0.021967i,0.089614-0.021087i,0.0086467+0.0036898i,-0.042487+0.029483i,-0.057226+0.044307i,-0.038244+0.0434i,-0.017041+0.026778i,-0.0038423+0.01203i,0.0079217+0.0026873i,0.0013896-0.0021939i,-0.017885-0.0010058i,-0.027982+0.00013627i,-0.022254+0.003877i,-0.0099923+0.0094135i,-0.0017404+0.012385i,0.0026167+0.014911i,0.0003274+0.011536i
-0.16198+0.31265i,-0.33089+0.16833i,-0.49084+0.090768i,-0.42739+0.16951i,-0.22881+0.1192i,-0.13719-0.038037i,-0.13638-0.055615i,-0.083059-0.0043371i,-0.0065129-0.012627i,0.02786-0.034741i,0.039625-0.031261i,0.038811-0.025581i,0.022919-0.025865i,-0.0015019-0.017391i,-0.019011-0.0033036i,-0.010162+0.0037103i,0.017164+0.0034082i,0.036337+0.0013614i,0.030917-0.0021778i,0.015574-0.0072342i,0.0079864-0.011866i,0.0038502-0.014421i,0.0043912-0.0062694i
-0.19952-0.25943i,-0.1182-0.038745i,0.08161+0.093388i,0.13766-0.030615i,0.036177-0.095806i,0.015074+0.018997i,0.075205+0.052625i,0.060156-0.010462i,0.0061331-0.034091i,-0.013615-0.034947i,-0.021595-0.03936i,-0.026846-0.026992i,-0.020288-0.0045029i,-0.0014956+0.0071628i,0.019432+0.0078076i,0.028229+0.003308i,0.019211-0.0089787i,-0.00047673-0.018531i,-0.0078751-0.012329i,-0.0016137-0.0034254i,-0.0029802-0.0020486i,-0.011797+0.0013473i,-0.015084+0.0023262i
0.62087+0.21116i,0.69669+0.016154i,0.45518-0.12348i,0.17148-0.018717i,0.096689+0.085939i,0.085336-0.0093946i,0.011408-0.090394i,-0.028692-0.044373i,-0.019058+0.010115i,-0.020299+0.029815i,-0.024152+0.033261i,-0.012519+0.019482i,-0.0012799-0.0049439i,-0.0066362-0.023573i,-0.015587-0.02939i,-0.017757-0.025698i,-0.013645-0.0079777i,-0.0013099+0.016219i,0.0055295+0.022177i,-0.00047561+0.010589i,-0.0017301+0.00050582i,0.004575-0.0058148i,0.0066726-0.0082475i
-0.65018-0.082212i,-0.73311-0.03344i,-0.56263-0.030946i,-0.30201-0.099063i,-0.12956-0.11573i,-0.054099-0.027009i,-0.023146+0.043426i,-0.0076238+0.043125i,0.016798+0.023422i,0.049063+0.007765i,0.058923+0.0047517i,0.043287+0.015363i,0.023247+0.032696i,0.016332+0.046251i,0.012915+0.050573i,0.011136+0.056511i,0.021007+0.054782i,0.02631+0.035492i,0.023964+0.021762i,0.0275+0.021147i,0.028134+0.016754i,0.019268+0.007287i,0.011283-0.00028228i
0.37795-0.051294i,0.34181+0.038034i,0.27955+0.1548i,0.2451+0.16701i,0.14897+0.07643i,0.035313+0.013255i,0.016677+0.022194i,0.02903+0.026769i,-0.0085174+0.0027084i,-0.055306-0.013953i,-0.059277-0.024604i,-0.036498-0.03553i,-0.018287-0.043722i,-0.01104-0.046119i,-0.0047082-0.039531i,-0.0055434-0.034101i,-0.01968-0.024567i,-0.025426-0.0071868i,-0.023586-0.0027839i,-0.027586-0.010781i,-0.025928-0.015451i,-0.016095-0.012445i,-0.0056009-0.0055525i
-0.15786+0.23333i,-0.044183+0.18161i,0.029736+0.047593i,-0.052909-0.019731i,-0.12067+0.061873i,-0.036601+0.13644i,0.048163+0.064453i,0.034183-0.011513i,0.025977+0.0099813i,0.051905+0.040653i,0.051926+0.044389i,0.029193+0.041626i,0.0058505+0.043294i,-0.007943+0.054173i,-0.0092988+0.055536i,-0.0021736+0.04409i,0.0064106+0.027977i,0.0048096+0.013956i,0.002379+0.018019i,0.011462+0.028749i,0.014207+0.027161i,0.0037072+0.019101i,-0.0031824+0.013475i
0.11475-0.36728i,0.094635-0.47521i,-0.0062042-0.41761i,-0.003914-0.2243i,0.10277-0.16144i,0.061807-0.23334i,-0.08657-0.17857i,-0.10916-0.057892i,-0.067071-0.035522i,-0.062619-0.045765i,-0.050753-0.039739i,-0.026294-0.042069i,-0.0082365-0.051562i,0.0043126-0.064179i,0.0065399-0.070177i,-0.0032613-0.064808i,-0.018377-0.050583i,-0.024705-0.031111i,-0.023183-0.022528i,-0.023393-0.025783i,-0.019864-0.02599i,-0.0080741-0.020014i,0.0031218-0.012011i
-0.1631+0.20872i,-0.37481+0.3778i,-0.40428+0.4676i,-0.33186+0.33488i,-0.32541+0.18819i,-0.24478+0.18841i,-0.050694+0.16929i,0.039028+0.080694i,0.015746+0.03431i,0.00018503+0.023631i,-0.0040054+0.021873i,-0.0018226+0.036475i,0.0042095+0.044425i,-0.0040168+0.044134i,-0.012582+0.047279i,-0.0043631+0.045061i,0.0087068+0.02896i,0.014077+0.01306i,0.017111+0.015597i,0.024313+0.028317i,0.026533+0.027213i,0.015409+0.012046i,0.0017447-0.0013804i
