-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
0.0015488+0.00040053i,0.0021901+0.001043i,0.0022865+0.0015626i,0.0019779+0.0010148i,0.0013288+0.00071757i,0.00097937+0.0017252i,0.0011064+0.0015623i,0.00067434+0.00061034i,-0.00070621-5.1383e-05i,-0.0009663-0.00060393i,-0.00032657-0.00085098i,-3.1404e-05-0.00048953i,-0.00022854+5.5954e-05i,9.2136e-05-0.00036904i,-0.00045331-0.0011064i,-0.0002478-0.0012068i,0.00018668-0.0011673i,8.4446e-05-0.00068634i,0.00039587-0.00032586i,0.0008639-0.00071274i,0.0007218-0.00034776i,0.00041771+0.00027408i,0.00044515+0.00062515i
-0.0011765+0.0024035i,-0.00058199+0.0016979i,0.00062616+0.001526i,0.0022922+0.00059779i,0.0021805-0.00014156i,0.0018415-0.00020375i,0.0020307-0.00015532i,0.001495+0.00049201i,0.00048251+0.0010386i,-0.00020068+0.00093954i,0.00024068-0.00010571i,0.00036588-0.0010655i,-7.2045e-05-0.00067902i,0.00041728-5.1733e-05i,0.00026996-0.0005672i,-0.00018136-0.0014492i,0.00030657-0.00095204i,0.00046834-0.00025366i,0.00035868+0.00019161i,0.00050412+2.9487e-05i,0.00041554-5.98e-05i,0.00044796+0.000235i,-0.00021603+0.00050543i
-0.00028351+1.4379e-06i,-0.0012961+0.0010143i,-0.0010402+0.00063155i,-0.00094798+0.00055542i,-0.0007397+0.00095809i,0.00061422+0.00071543i,0.0021483+0.00056818i,0.0015257-8.1902e-05i,-3.754e-05-0.00083687i,0.00010726-0.00048132i,0.00015099-0.00034786i,-0.00031804-0.00044053i,-3.4921e-05-5.1167e-06i,0.0004217-3.923e-05i,0.00086026-0.00074122i,0.0005785-0.00049893i,0.00043217-0.00026157i,0.00083791-5.0384e-05i,0.00073456-5.3462e-05i,0.00056047-0.0004816i,0.0002026-0.0004686i,-0.0005155+1.1754e-05i,-0.00069111-0.00026016i
0.00097439+0.00085124i,0.001401+0.0018512i,0.00061884+0.0023025i,0.00063167+0.001936i,0.00093787+0.001018i,0.0011462+0.00065515i,0.0010773+0.00012223i,0.00050029-0.00011241i,0.00016383+6.2176e-05i,-0.00040296-0.00046485i,-0.00096158-0.00034567i,-0.0014498+0.00047317i,-0.00051067+0.00029388i,0.00050559+1.06e-06i,7.3846e-05+0.00018445i,0.0004873-0.00021107i,0.00092844-0.00048752i,0.00036933-0.00054595i,-0.00050446-0.00028289i,0.00024142-0.00026429i,0.0012042-0.00019207i,0.0013823-0.00054976i,0.0012136-0.00053087i
0.0019003+0.00081995i,0.0031235+0.00080171i,0.0042262+0.00034692i,0.0031921-0.00016249i,0.0013342-0.00066438i,0.00086801-0.00068426i,0.0010039-0.00011796i,0.00084858+0.00014152i,0.00072691-0.00034258i,0.00071935-3.8066e-05i,0.00075052+0.0002995i,0.00025085-0.00021953i,-6.2865e-05-0.00011282i,-0.00030965-8.0059e-05i,6.6746e-05+0.00014778i,0.00019848+0.00025762i,8.6901e-07+8.7063e-05i,-1.3049e-05+8.9366e-05i,0.00015908-2.3895e-05i,-0.00014757+0.00015823i,-0.00070025-0.00039787i,-0.00033549-0.00028245i,0.00017798+0.000423i
0.00052449-0.00021317i,0.00050116-0.0014178i,0.00072309-0.0017976i,0.00025639-0.0012602i,8.7168e-05-0.00026944i,0.00096701+0.00077898i,0.0010924+0.0009216i,-0.00027858+0.00048625i,-0.0004809-0.00019426i,0.00041253-1.9206e-05i,0.00057728+4.4728e-05i,-0.00013986+0.0003007i,-1.5848e-05-0.00030895i,0.0004803-0.001119i,0.00081832-0.0006431i,0.001154-0.00016112i,0.00082747-3.1001e-05i,0.00025953-4.0111e-05i,-2.2054e-05-0.00053202i,-0.00055913-0.00016711i,-0.00057605+0.0010083i,0.00091972+0.0014396i,0.00096863+0.001106i
-0.0024787+0.00015874i,-0.0024877+0.00029952i,-0.0021552+0.0012456i,-0.001487+0.0020539i,0.00026602+0.0013614i,0.00084555+0.00032518i,0.000322+0.00041121i,-3.0096e-05+0.0010636i,-3.2273e-05+0.0001844i,-0.00010113-0.00031369i,0.00026858+0.00040288i,0.00018043+0.00043461i,0.00033445+3.3639e-05i,0.0010347-0.00035555i,0.0010848-0.00063208i,0.00079899-0.00030937i,0.00017819-0.00024309i,-0.00064668-0.00065185i,-4.3568e-05-0.00046351i,0.00038456-0.0004119i,0.00024374-0.0002033i,0.00013085+7.9346e-05i,6.4055e-05-0.00058983i
0.00069031+0.00023237i,0.00075101+0.0015685i,0.00080606+0.0011416i,0.0011178+0.0011208i,0.00099607+0.0010385i,0.0011375+0.00065015i,0.0015139+0.00032327i,0.0011065-0.00040908i,0.00020899-0.0010314i,0.00014957-0.0014867i,-3.5221e-06-0.0015005i,-0.00040766-0.00099318i,-0.00055686-0.00040346i,-0.00012792-7.7072e-05i,0.00087743-3.0288e-05i,0.0012768+0.00022314i,0.00096513+0.00052515i,0.00067551+0.0005843i,0.00030209+0.00044537i,0.00065025+0.00043254i,0.00054624+0.000842i,0.00012307+0.00056239i,-0.00012293+0.00049747i
-0.002182+2.4879e-05i,-0.00048044+0.00067297i,0.00074516+0.0016472i,0.00048813+0.001928i,0.0012804+0.00051251i,0.002082-0.0010393i,0.0017023-0.00085115i,0.0012915-0.00024017i,0.00067812+7.1415e-05i,-9.8159e-05-0.00044015i,-0.00026451-0.00046983i,-0.00031457+0.00036099i,-0.00058589+0.0002667i,7.2782e-05-0.00046957i,0.000211-0.00031729i,-0.000452+0.00039118i,4.3563e-05+0.00039649i,0.00068365-0.00029356i,0.00073019-0.0012055i,0.00049465-0.001442i,0.0002387-0.0008385i,0.00030412+0.00028797i,1.0278e-05+0.00069664i
-0.00044474+0.0016516i,-0.00015348+0.0018119i,-1.1886e-05+0.00060723i,0.0002894+0.00024611i,0.00026576+0.00055466i,0.00083977+0.00092218i,0.0018871+0.00011288i,0.0012125-0.00063973i,-0.00018-0.00058097i,-0.00041402-0.0012114i,5.2948e-05-0.00073426i,-0.00022312-5.6503e-05i,-0.0009046-0.0003733i,-0.0008321-0.00070427i,-3.1883e-05-0.0004271i,0.00015929-0.00029301i,-0.00016132-0.0008537i,-0.00023383-0.00099544i,-0.00080675-0.00086566i,-0.00073485-0.00049372i,-0.00027134-0.00031525i,3.8539e-05-0.00038873i,-0.0003467-0.00012553i
-0.0013002-0.0012182i,-0.00020565-0.0010444i,0.00017673-0.00035877i,0.00020649+0.00032114i,0.00080051+0.0011523i,0.001193+0.0018539i,0.0011803+0.0014883i,0.00095898-5.9547e-05i,0.00018415-0.00053969i,-0.00026004-4.3661e-05i,-0.00052617+0.0005922i,-0.00056854+0.00094791i,0.00036984+0.00091679i,0.00040416+0.00072989i,-0.00014865+0.00070999i,0.00015644+6.281e-05i,-0.00011654-0.00071486i,-0.00041392-0.00017084i,-0.00012104+0.00072396i,-2.0342e-05+0.0010654i,-0.00035283+0.00050422i,-0.00098355-1.6251e-05i,-0.0010473-0.00022296i
-0.00023858+0.00061541i,-0.0012728+0.00070549i,-0.0012166+0.00050548i,3.0735e-05+0.0010261i,0.00095297+0.0012915i,0.0012387+0.0014329i,0.0015436+0.00071306i,0.0014765-0.0011455i,0.0012878-0.0014728i,0.00064587-1.2564e-06i,-0.00015049+0.00078874i,0.00021091+0.00074945i,0.00074376+0.00067222i,0.00064907-0.00058717i,0.00026613-0.0008062i,0.00010639+0.00058883i,0.00030927+0.00065474i,0.000602-3.8517e-05i,0.0004332+0.00056208i,-0.00024577+0.00090095i,0.00010355+0.00023229i,0.0002845-0.00047228i,-0.00020324-0.00033615i
-0.0013538-0.00087971i,-0.0013808+0.00021306i,-0.00075696+0.00059202i,-7.6309e-05+0.00018478i,0.0004773+0.00060746i,0.00056934+0.0013125i,0.00058371+0.00087377i,0.00076537+0.00036658i,0.00018239+0.00034413i,-0.00062241-0.00017962i,-0.0011695+4.2399e-05i,-0.0010191+4.3921e-05i,-0.00037198+1.6046e-05i,-0.00080925+0.00024076i,-0.0010593+0.00042361i,-0.00078657+0.00083256i,-0.00070203+0.00060102i,-0.0001626-0.00036059i,0.00037069-0.0007178i,0.0006719-0.00084287i,0.00066888-0.00041247i,4.945e-05+0.00021019i,-0.00044217+0.00046312i
-0.0029394+0.00060572i,-0.00138+0.0014037i,-0.00029706+0.0024805i,0.00059773+0.0026993i,0.001205+0.0025795i,0.0016682+0.0016255i,0.0013822+0.00015144i,0.00046704-0.0005003i,0.00057551-0.00083493i,0.00074246-0.00056474i,5.6283e-05-0.00030774i,9.7732e-05-0.00088612i,0.00031951-0.0010666i,3.4811e-05-0.00020949i,0.00021501+0.00023779i,0.00073057-0.00029953i,0.0010459+0.00022483i,0.00037668+0.00052297i,-0.00012016+0.00065586i,0.00014449+0.0011788i,0.00033527+0.0011676i,0.00026432+0.00027706i,-0.00022664+1.0866e-05i
-0.00037762+0.0010618i,-0.00017041+0.0015094i,0.00071552+0.0025422i,0.00069244+0.0024496i,0.0012054+0.001747i,0.0023326+0.0017002i,0.002704+0.00082119i,0.0017443+6.555e-05i,0.0010428+8.5746e-05i,0.00015723+0.00028698i,-0.00072889-0.00015885i,-0.00054148+0.00017022i,-0.0003895+0.00074304i,0.00065664+0.0004575i,0.0014197+0.00048744i,0.00038735+0.00028979i,-0.0006931-0.00026212i,-0.00066489-0.00022337i,0.00062021-8.2702e-05i,0.0013406+0.00043245i,0.000935+0.00064525i,3.6668e-05+6.9153e-05i,9.2942e-05-0.00047348i
0.00082658+0.00069231i,0.00059098-0.00070596i,0.00089113-0.00081825i,0.0015843-0.00016385i,0.0011284+0.0001877i,0.0010481+0.00068106i,0.0008931+0.00044109i,0.00012481-0.00027528i,-0.00024963-0.00048563i,-0.00021764-2.405e-05i,-0.0002798+5.8e-05i,-0.00011258-0.00017567i,0.00039603+0.00011624i,0.00025271+0.00033876i,0.00026732+0.00034626i,9.2703e-05+0.00039796i,-9.5809e-05+0.00061994i,-0.00011766+0.0005075i,-0.00018589+0.00061774i,8.5824e-05+0.00044371i,6.1874e-05+0.00040649i,-0.00076844+4.4775e-05i,-0.001417-0.00033487i
-0.0013716+0.00012611i,-0.0012788+0.00020589i,-0.0012683+0.00064194i,-0.00059369+0.0011248i,0.00036894+0.0014324i,0.00075339+0.00050441i,0.00098292-3.8416e-05i,0.00076174+3.6472e-05i,0.00024971-0.00078719i,-0.00010242-0.0010201i,-0.00064882-5.1701e-05i,-0.00014808+0.00023268i,0.0004936+0.0001828i,0.00051709-0.00017021i,0.0010743-0.00049221i,0.00087317+6.3468e-05i,-0.00059542+0.00020401i,-0.00058705+0.00024702i,0.00016826-0.00014694i,9.9222e-05-0.00041022i,-0.00053184-0.00017214i,-0.00091362-0.00034685i,-0.00071161-6.0423e-05i
0.00023973+0.0011664i,-0.00066974+0.0020456i,4.2837e-05+0.0021484i,0.0015137+0.0013084i,0.0010057+0.00065996i,0.001093+0.00065259i,0.0012957+0.00077214i,0.00060005+0.00072901i,0.00026886+0.00030742i,0.00047669+7.6885e-05i,0.00092141+0.00054381i,0.00027927+0.00013082i,-0.00037695+0.0003232i,0.00012621+0.00079572i,0.00027669-2.069e-05i,0.00042735-0.00055722i,0.00040272+8.3911e-06i,0.00024336+0.00035257i,0.00069313+0.00046369i,0.00077696+0.00030868i,0.00045892+2.4183e-05i,0.00021491+0.00029291i,4.2896e-05+0.00026708i
-0.0011489+0.0014374i,-0.0010279+0.0015986i,-0.00012471+0.0012342i,0.00054285+0.0018843i,0.0011508+0.0030466i,0.0015795+0.0027866i,0.0020576+0.0018297i,0.002202-0.00015037i,0.0018918-0.0012637i,0.0012082-0.00066287i,-0.00011327-0.00053815i,-0.00017715-0.00060042i,0.00053102-0.00058909i,0.00019565-0.0011604i,0.00026539-0.0007643i,0.00042196-0.00029156i,0.00048487-0.00015377i,0.00079635-8.3648e-05i,0.001061+0.00069122i,0.00050803+0.0012364i,-0.00061019+0.00053317i,-0.00056312+0.00040286i,-0.00020478+0.00019582i
-0.0015727+0.0012074i,-0.0010832+0.0018526i,8.4396e-05+0.0030581i,0.0017919+0.0029317i,0.0017111+0.0022694i,0.0010696+0.0014958i,0.00032301+0.0012498i,0.00014725+0.0010359i,0.00049245+0.0010101i,0.00075946+0.00012147i,0.0011082-0.00028993i,0.0010547+0.00013401i,0.0011293-0.00026853i,0.00060075-0.00055769i,-5.9315e-05-0.00038098i,0.00078132-0.00039614i,0.00087823-0.00044868i,-0.00061826-0.00042342i,-0.00053865-0.00046749i,0.00039573-0.00042451i,0.00029882-0.00021108i,0.0002271-0.00012791i,-0.00024334-0.00081462i
-7.1863e-05+0.00033455i,0.00044616+0.00074835i,0.00071946+0.00093892i,0.00072428-0.00041299i,0.00059697-0.0003039i,0.00074161+0.0017683i,0.00053816+0.0022266i,-0.00014155+0.00046325i,0.00025282-0.00089094i,-4.1777e-05-0.00012762i,-0.00025702+0.00038014i,0.00016337+6.5319e-05i,-0.00029198-0.00010329i,-0.00054956+0.0003099i,-0.00063856+0.0002176i,-0.00057567-0.00043403i,0.00040985-0.00034426i,0.00052941-0.0002552i,-0.00026834-0.00047459i,-0.00017895-0.00053889i,0.00010964-0.00035774i,0.00013652-0.00035071i,0.00045878-0.00033072i
-0.00022823+0.0014318i,0.00066517+0.0017663i,0.00083432+0.0021816i,0.0010173+0.0023276i,0.00095982+0.0013073i,0.0010978+0.00045245i,0.0010188+0.00081057i,5.9373e-05+0.0010525i,-0.0003304+0.00046476i,7.6673e-05-0.00071766i,0.00053056-0.0011732i,0.00053472-0.00054853i,-7.5302e-05-0.0001925i,-0.00027545-0.00039265i,4.7597e-05-0.0006904i,0.00066994-0.0011736i,0.00097663-0.00098903i,0.00042386-0.00051559i,-0.00020815-0.00058371i,0.00010828-0.00050614i,-8.1418e-05+0.00048714i,-0.00042306+0.00042656i,0.00018279-0.00065886i
-0.00047087+0.0006443i,-0.001014+0.0009333i,-0.00062644+0.00045175i,-4.4307e-05+0.00052196i,0.00093642+0.00094572i,0.0020636+0.0015338i,0.0018587+0.00068246i,0.0012151-2.439e-05i,0.0010684+0.000257i,0.00059238-8.447e-05i,1.6465e-07-7.0169e-05i,0.00020421+0.0002881i,0.00070819+0.00028729i,0.00049152+0.00057614i,-0.00013836+0.00078218i,-0.00029554+4.6353e-05i,0.00034727-0.00071211i,0.00047042-0.00054963i,-0.00025088-0.00016581i,-0.00030087+0.00037326i,-0.00072954+0.00023133i,-0.0013042-0.00030915i,-0.00026883+6.6534e-05i
0.0015146-0.0011599i,0.0014867-0.0010929i,0.00077711-0.001772i,-0.0011437-0.0021821i,-0.00077083-0.0016163i,0.00097661+7.9391e-05i,0.0021971+0.00087788i,0.0021729+0.00065304i,0.0010815+0.0002038i,0.00038455-0.00038889i,0.00043954-0.00011965i,-0.00077588+0.00026262i,-0.0020132+0.00020776i,-0.0010078-3.32e-06i,-5.06e-05-0.00022796i,0.00023064+0.00013402i,0.00058418+0.00036434i,0.00038973+0.00031779i,-0.00011417+0.00021547i,0.00010005+0.00043649i,-0.00056841+0.00018232i,-0.0014266+4.229e-05i,-0.0011923+0.00029763i
0.00079184+0.00071761i,0.00068406+0.00068331i,0.0013608+0.0018807i,0.0018134+0.0021446i,0.00164+0.0011711i,0.00091955+0.0013204i,0.00041488+0.00098561i,0.00037039-0.0004203i,0.00072404-0.0010656i,0.00042568-0.0010169i,-5.4865e-05-0.00059512i,0.00015232-0.00013079i,0.00022039-0.00045573i,-1.1856e-05-0.00071536i,0.00021693-0.00083275i,-6.2114e-05-0.00031127i,-0.00017184+0.00039297i,0.00016779+0.00039012i,0.00033482+1.8992e-05i,0.00036257-0.00012466i,4.7561e-05+0.00011412i,-0.0002623+0.00025678i,0.00044586+0.00033977i
-0.00096775-9.5345e-05i,-0.00031637+0.0010774i,-0.0013431+0.0013787i,-0.0015446+0.00088115i,-0.00021125+0.0012173i,0.0011944+0.0016515i,0.0016534+0.0021061i,0.0015437+0.0014851i,0.0012667-9.9692e-05i,0.0010441-0.00085287i,0.0013325-0.00058203i,0.0009428-0.00057375i,7.1053e-05-0.00051485i,-0.00037726+0.00014188i,-5.3194e-05+0.00034426i,0.00061602+2.882e-05i,0.00081523-6.142e-05i,0.00096739-0.00074483i,0.0011329-0.0011118i,0.00057781-0.00031182i,-0.00052845+0.00054802i,-0.00061966+0.00041804i,0.00069797+0.00014134i
0.00033448-4.3341e-05i,-0.00042742-6.6533e-05i,-1.7551e-05-0.00053389i,0.00098424-0.00068929i,0.0014191-0.00029395i,0.00097899+0.00032359i,0.00030465+0.0010379i,0.00054064+0.00088694i,0.00030495+5.6632e-05i,-0.00038141-2.4248e-05i,-0.00086275-0.00019958i,-0.00092548-0.00026221i,-0.00014372+0.00031027i,0.00068147+0.00032988i,0.00077856-0.00062069i,0.00040815-0.0011977i,5.4769e-05-0.0008211i,6.7647e-05-0.00018693i,1.746e-05+4.0683e-05i,-0.00074083-0.00036548i,-0.00077797-0.0005825i,0.00013136+0.00013269i,0.00045875+0.0012091i
-0.00015622-0.00044202i,0.00055804-0.00021887i,0.00078154-0.00033271i,-0.00059588+0.0001669i,-0.00043977+0.00094604i,0.00062167+0.00084978i,0.00085493+0.00031323i,0.00070253+0.00080766i,3.2252e-05+0.00080763i,0.00020118+0.0001458i,0.0008291-0.00018303i,0.00022029-0.00037801i,-0.00055097-0.00011302i,-0.00016536+0.00035862i,-0.00011659+0.00022815i,-0.00018334+8.1997e-06i,0.00026988+0.00027688i,8.6322e-05+0.00042715i,-0.00048311-0.00016344i,-0.00029647-0.00060861i,0.00059192-0.00018362i,0.00094395-0.00038445i,0.00073501-0.00071472i
1.0164e-05-3.2383e-05i,4.3483e-05+0.001348i,-0.00012026+0.0022722i,-0.00025456+0.0021149i,0.00041157+0.001475i,0.00071885+0.0012782i,0.00078039+0.00081758i,0.00062102+0.00016174i,0.00010351-5.4847e-05i,-0.00015128-0.00030641i,-0.00036309-0.00023364i,-0.0007392+0.00036218i,0.00021695+0.00019421i,0.00068764-0.00022232i,0.00032711-1.796e-05i,0.00078622+0.00043019i,0.00097837-0.0001413i,0.00030105-0.00048961i,0.00013049+0.00028265i,0.000449+0.0011959i,0.00041458+0.0010793i,0.00010862+0.00024522i,-0.00046364-0.00041432i
-0.0002759-0.00053524i,-0.00016034+0.00053039i,-0.00046789+0.0016204i,0.00022328+0.0014528i,0.00077259+0.0011083i,0.0011907+0.0013729i,0.0022371+0.0012388i,0.0021027+0.00025815i,0.0012313-0.00037625i,0.00045267+2.6356e-05i,-0.00011663+0.00023318i,-0.00065006+0.00058959i,-0.00033004+0.00070442i,0.00010241+0.00024995i,-0.00013685+0.00016985i,-0.00055007-6.8754e-05i,-0.00061637+0.00039682i,-0.00012972+0.00071566i,-0.00046015+0.00027378i,-0.00080281+0.00030047i,-0.00013021+0.00069894i,8.4953e-05+0.00089236i,-3.9642e-05+0.00089108i
7.6344e-05-0.0009061i,0.00029774-0.00030264i,-0.00039614-0.00041638i,-0.00071842-0.00020638i,-0.001393+0.00057849i,-0.00073144+0.000255i,0.0011334-0.00079865i,0.0018508-0.0011802i,0.0016058-0.0003101i,0.0013499+0.00010947i,0.00056041-0.00063186i,0.00043149-0.00092968i,0.0010785-0.0002422i,0.00078817-0.00027274i,0.00046152-0.00056557i,0.00096157+0.00022499i,0.00055891+0.00061322i,-0.0001666+5.5925e-05i,-0.00011999-0.00023504i,0.00017425+0.0003733i,0.00039169+0.00052417i,0.00016091+0.00091237i,-0.00018936+0.001341i
-0.0014205+0.0012259i,-0.0016667+0.0018872i,-0.0020952+0.0024528i,-0.00098527+0.0031926i,5.4021e-05+0.0023531i,0.00081703+0.0011321i,0.0011903+0.00067253i,0.0011236+4.9211e-05i,0.00095856-1.3774e-05i,0.00065648+0.00038217i,-0.00035828+0.00046474i,-0.00079602-0.00024795i,-0.00011464-0.00074373i,4.4736e-05-0.0002483i,4.6524e-05+0.00015943i,0.0003145+0.00015917i,0.00080537-0.00033046i,0.00095376-0.00082037i,0.0010093-0.00058445i,0.0013265-0.00018897i,0.00080549-0.00055756i,0.00059423-0.0010927i,0.00023515-0.00039704i
-0.0011223-5.7142e-05i,-0.0006052+0.0008793i,5.8091e-05+0.00096359i,0.0010298+0.00027073i,0.00077944+0.00079873i,0.00059894+0.00083968i,0.0018156+0.00036699i,0.0018681+0.00040511i,0.001252+0.00041647i,0.00087546+4.9464e-06i,-8.005e-05+3.894e-05i,-0.00084548+0.0005563i,-0.0010879+0.00024886i,-0.00062889-0.00026944i,-0.00016928-0.00016816i,-0.00024084+0.00063775i,-0.00012986+0.00051006i,0.00015774-3.8475e-05i,5.4845e-05+0.0001937i,0.00064483+0.00026278i,0.00113-5.862e-05i,0.00020409+0.00017617i,-0.00018277+0.00068769i
-0.0004213+0.0023142i,0.00065028+0.0011569i,0.0014515+0.0016329i,0.0014635+0.0014348i,0.0020151+0.00042021i,0.0024904+0.00062741i,0.0021681+0.00077513i,0.0011746+0.00071283i,-1.2876e-05+0.00054096i,-0.00038723+1.2688e-05i,-0.00045307-0.00015703i,-0.00052392-0.00029535i,-0.00069228+0.00032425i,-0.0010488+0.00012617i,-0.00070297-0.0013618i,0.00054705-0.0010886i,0.0006413+5.0599e-05i,-0.00026511-0.00021855i,-0.00095709+0.00011509i,-0.0014617+0.00012666i,-0.00071828-0.00060758i,0.00019802-0.00021244i,0.00026692-0.00019766i
-0.00070478+0.00073188i,-0.00049755+0.001246i,0.0015718+0.0017668i,0.0013601+0.0019355i,0.00028905+0.0018217i,0.00094756+0.0013562i,0.0016208+0.00049809i,0.0013092+0.00010632i,0.00096392+4.7795e-05i,0.00055925+0.00010821i,0.00060442+0.00028111i,-5.1952e-05+0.00062795i,-0.00021891+0.00093004i,0.00015306+2.1254e-05i,0.00015424-0.00083863i,0.0004161-0.00071596i,0.00040847-0.00026316i,0.00036764+0.00012711i,-8.1864e-05-3.5549e-05i,-0.00097127+0.00043915i,-0.00084269+0.00093166i,-0.00057467+0.00029648i,-0.00070652-0.0006652i
-0.00042785-0.0013656i,2.3531e-05-0.0010876i,-0.0011359-0.00030054i,-0.0018137+0.00045181i,-0.00070487+0.00090313i,0.00053138+0.00093614i,0.0017618+0.0011107i,0.0019075+0.00090337i,0.0012311-8.772e-06i,0.00073869+0.0004971i,0.00011322+0.00071257i,-0.00062628+0.00045758i,-0.00074344+0.00074748i,-0.0010746+0.00021007i,-0.00062035-0.00019713i,0.00048156+0.00052306i,0.00021186+0.00074214i,-0.0005057+0.0005816i,-0.00049614+0.0006794i,2.2588e-05+0.00012593i,-0.0005371+0.00012794i,-0.00088859+0.00019071i,-0.00058359-0.00050182i
0.00038708+0.0013531i,0.00047864+0.0021537i,0.0018274+0.0024057i,0.0023392+0.00093046i,0.0022721-6.1368e-05i,0.0018222-0.00035625i,0.0016282-8.2373e-05i,0.00074135+1.5588e-05i,0.00048402-0.00018247i,0.00071687+0.00027884i,0.00072042+0.00010641i,0.00052331-7.5599e-05i,0.00018006-0.0002233i,-0.00025079-0.00046088i,-0.00070413-0.00037548i,-0.0011835-0.00035557i,-0.0012546-0.00010178i,-0.00019643+0.00037653i,0.00089473+0.00024625i,0.0010763+0.00023611i,0.0001057+0.00019201i,-0.0004665-0.00036498i,-0.00083617+8.5842e-06i
-0.00084427-0.00079694i,-0.00046294+0.00032645i,0.00064369+0.0016331i,0.0014608+0.0013956i,0.0014336+0.0012561i,0.00075817+0.0013318i,0.00035509-7.9534e-05i,0.00074774-0.0016446i,0.00039653-0.00081091i,-2.1936e-05-1.8122e-06i,0.0001891-0.00052763i,-0.00021251+0.00037004i,-0.00042195+0.00022121i,-0.00050025-0.00042201i,-0.0006504-6.7343e-05i,0.00024536+7.3151e-06i,0.00097522-0.0006495i,0.00019359-0.00047915i,1.0854e-05-0.0001987i,0.00063152-0.00042498i,0.00039511-0.00036402i,-0.00035538-0.00083172i,-0.00025004-0.00049433i
0.0010215+0.00090899i,0.00027535+0.0028038i,0.00047442+0.0034789i,0.00052363+0.0024745i,0.00075718+0.0017923i,0.0009805+0.0016935i,0.00070379+0.0014257i,0.00048078-2.2231e-05i,-0.00021855-0.0013173i,-8.7915e-05-0.00066509i,0.00079684-0.00071909i,0.0012992-0.0012415i,0.00072827-0.0011591i,0.00059893-0.00091247i,0.0015345-0.00066206i,0.0013915-6.2959e-05i,0.00046353-0.00013669i,0.00016857-0.00069318i,0.0002762-0.0003767i,-0.00011861-0.00015647i,9.8775e-05-0.00024998i,0.00048722-5.1863e-05i,0.00016591+0.00039842i
-0.0015276+0.0026786i,-0.001598+0.0033611i,-0.00129+0.0035244i,0.00022843+0.0030086i,0.0016981+0.0030244i,0.0022531+0.0029646i,0.0013738+0.0016029i,0.00059248+0.0003788i,0.00019938-4.3724e-05i,-0.0005537-8.6144e-05i,-0.00076121-0.00023163i,-0.00027662-0.00083542i,0.00014603-0.0006337i,0.00019507-0.00054633i,0.00061564-0.0010588i,0.0013501-0.00078606i,0.0011202-0.00024637i,0.00074244-0.00042935i,0.00015211-0.00069169i,-5.5298e-05-0.00032946i,3.2437e-05+0.0002969i,-0.00016575-3.7772e-05i,-0.00037493-0.00023099i
-0.00050144-0.0019447i,0.0007605-0.0019257i,0.00091597-0.00258i,0.00066026-0.0024711i,0.00078964-0.00048004i,0.0013088+0.0015009i,0.0018086+0.001694i,0.0016037+0.0012358i,0.00078563+0.00092084i,-0.00030418+0.00042192i,-0.0010183+6.5081e-05i,-0.0015203-0.00011971i,-0.0017262-0.00063467i,-0.0011096-0.00034391i,-0.0006803+0.0004232i,-0.00076427+0.0002482i,-0.00090719+4.4853e-05i,-0.00069892+0.00014622i,-0.00043504+0.0004244i,-0.00060697+0.0006812i,-0.00030501+0.0007109i,-0.00026496+0.0010132i,-0.00080704+0.00037479i
-0.00022357+0.00099596i,-0.0010219+0.0010729i,-0.00028935+0.00065186i,0.00061852+0.00021997i,0.00047158+0.00064244i,0.00072503+0.0013203i,0.0014753+0.0014205i,0.0018343+0.0017582i,0.0022142+0.0015034i,0.0026268+0.00042451i,0.0015806+0.00010206i,7.8425e-05+0.00061477i,-0.00061217+0.00075925i,-0.00058126-0.00037481i,0.00014916-0.00050343i,-0.00028458-0.00057779i,-0.00091166-0.00076572i,-0.00062107-0.00016698i,-0.0003358+0.00020999i,0.00042965+0.00030092i,0.00060545+0.00024745i,0.00010578-0.00052284i,0.00018855-4.6442e-05i
0.00053484+0.0012528i,-0.00015108+0.001563i,0.00065575+0.0016302i,0.0014947+0.0012103i,0.00064596+0.00037277i,0.00025754+0.00055172i,0.0016379+0.00068544i,0.0023452+0.00011607i,0.001057+0.00031129i,0.00053266-0.00028714i,0.00076983-0.00067875i,0.00028793-0.00045341i,1.332e-05-0.00011723i,4.4776e-05-0.00041571i,0.00053252-0.00093193i,0.00010288-0.00014259i,-0.00014464+0.00021298i,3.3093e-05-0.0002978i,-4.3494e-05-0.00076032i,-0.00010034-0.00070476i,0.00066101-0.0012212i,0.00079763-0.0011743i,-0.00039781-0.00096914i
