-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
0.00030423-3.0593e-05i,0.0011547+0.0017159i,0.0011023+0.0012322i,0.00019738+0.00042923i,-0.00090117+0.00058082i,-0.0014842+0.00065745i,-0.0013804+0.00067522i,-0.00060838+0.00066632i,-0.00012276+0.00053797i,0.00019907+0.00032762i,0.0011497+6.9116e-05i,0.0017465+0.00011571i,0.00080726-0.0002299i,-0.00030535-0.00035754i,-8.7595e-05+0.00015648i,0.00046471+0.00056559i,2.4645e-05+0.00067085i,-0.00028981+0.00053516i,-0.00020885+0.00049227i,9.5795e-05+6.8368e-05i,0.00013161-0.00045468i,0.0001092-0.00088632i,7.1628e-06-0.00084793i
0.0023576-0.00056158i,0.0021051-0.0019021i,0.00020241-0.00053039i,-0.000262+0.00080881i,6.535e-05+0.00053123i,-2.3686e-05+0.00039771i,3.7985e-05+0.00026192i,6.4007e-05-0.00039314i,-0.00039233-0.0013771i,-0.0012109-0.0023056i,-0.0010203-0.001267i,-0.00036047+9.2171e-05i,-0.00022277+0.00073021i,-8.0234e-05+0.0014761i,9.7039e-05+0.0011339i,0.00015978+0.00014958i,-0.00070726-7.1323e-05i,-0.0011239-7.6736e-05i,-0.00045966-0.00036235i,7.1107e-05-0.00014713i,0.00025897-0.00079369i,0.00020591-0.0013321i,-0.0004389-0.00036585i
-0.00032456+0.0036907i,-0.00075458+0.0040648i,-1.7191e-05+0.0028957i,-0.00076909+0.0012379i,-0.0011277+0.00083139i,-0.0013332+0.0011881i,-0.0007217+0.0013029i,0.0002265+0.00060264i,-0.00033467-3.1704e-08i,-0.00081026+6.8309e-06i,-4.694e-05-7.5036e-06i,0.00040834-2.6514e-05i,0.00022531-0.00035188i,0.00024757-0.00039985i,0.00053328-5.6788e-05i,0.00049098+0.00035641i,-4.9223e-05+0.00073919i,-0.00029911+0.00029369i,5.526e-06-0.00064027i,-0.0003977-0.00066616i,-0.0011257-0.00035343i,-0.00046204-0.00062165i,2.2743e-05-0.00095416i
-0.00038906-0.00028051i,-0.00062166-3.7311e-05i,-0.00038462+0.00045465i,0.00022903+0.0015627i,0.00031089+0.0015172i,-0.00030511+0.00011752i,-0.00016389+0.00049607i,-0.00054052+0.00030685i,-0.0004475-0.00068647i,0.00072554-0.00024947i,0.0011824+1.7986e-05i,0.00057282-0.0003687i,0.00051833-0.00082043i,0.00075959-0.00095917i,0.00081518-0.00043682i,0.00092073+0.00033226i,0.00061453+0.00049579i,8.138e-05-4.7883e-05i,2.8185e-06-0.00047277i,-0.00015811-0.00034485i,-0.0006492+0.00021808i,-0.00071904+0.00051898i,-0.0005266+0.00028908i
0.00060495+0.00076543i,-0.00026385-3.3699e-05i,-0.0010429-0.00016241i,-0.0014898+0.00020657i,-0.0011744+0.00096086i,-0.00083541+0.0011048i,-0.00064525+0.0006993i,-0.00027534+0.00030142i,-0.00011481+3.8325e-05i,-0.00040175+0.00043663i,-9.3179e-05+0.00052908i,-9.8058e-05-0.0001725i,8.4604e-05-0.00070157i,0.00049784-2.4049e-05i,0.00017046+0.00042199i,0.00039793+0.00016207i,0.00073158+0.00041629i,0.00064792+0.00041737i,0.00092289+0.00022356i,0.00070036+0.00043208i,0.00079329+0.00042869i,0.001513+0.00064747i,0.00072721+0.00045568i
-0.0035592+0.0022903i,-0.0038083+0.00107i,-0.0028893+0.00064219i,-0.0014663+0.0010251i,-0.00086322+0.00097984i,-0.00062692+0.0014775i,-0.0004911+0.0011941i,3.6855e-06-0.00013481i,6.4209e-05-0.00052881i,-0.00071526-0.00034157i,-0.00051935-0.00048904i,-0.0001164-0.00051966i,-0.00010088-0.00058837i,0.00042024-0.00015627i,0.0012058+0.00053882i,0.0011732+0.0004532i,0.0006089+0.00011663i,-0.00020732+0.00016053i,-0.00035509+0.00038342i,-0.00034999+6.3188e-05i,-0.00011014-3.0837e-05i,0.00054967+0.0002498i,0.0010098-0.00020615i
0.00091735+0.00049834i,0.0016396+0.0012469i,0.00083068+0.00015773i,-0.00077244-0.00084064i,-0.0015623-0.00039909i,-0.0016957+0.0003927i,-0.00063516+0.00056883i,0.00043413+0.00039277i,0.00023616+0.00050439i,-0.00084138+0.00069282i,-0.0011521+0.00042881i,-0.00063573-0.00041481i,0.00026375-0.00074728i,0.00056498-8.375e-05i,0.0005142+0.00073449i,0.00022655+0.0003911i,0.00014318-0.000171i,0.00042416-0.00088776i,0.00025437-0.0011733i,-4.0466e-05-0.00044442i,-0.00011316-0.00026804i,8.8954e-05-0.00012282i,0.00015481+0.00019505i
0.0018076-0.00051499i,0.0010113+0.00082827i,0.00023233+0.0012346i,0.00048779+0.00078701i,0.001409+0.00012763i,0.001614-0.00045402i,0.00038446-0.00045597i,-0.00027666-0.00070306i,-0.00031332-0.00074263i,-0.0002691-0.00033023i,1.5728e-05+6.9806e-06i,0.00039058-0.00013024i,0.00087731-0.00033421i,0.0014999-0.00018152i,0.0019257-0.0001717i,0.0012606-0.00050928i,0.00045348-0.00057825i,-5.7523e-05-0.00058466i,0.00020325-0.00087154i,0.00076996-0.00068822i,0.00063898-0.00077797i,0.0010324-0.00060054i,0.0010983-0.00058612i
-0.0019748+0.00033221i,-0.0013346+0.00030567i,-0.00079274-0.00061166i,-0.00035764-0.0010989i,-0.00024355+8.9307e-05i,-0.00088765+0.0014382i,-0.0012961+0.0012833i,0.00031619+0.0001757i,0.00060703-1.6643e-05i,-0.0001306+0.00072238i,0.0004901+0.00084955i,0.00055932-0.00015203i,0.00019219-0.00014563i,7.5122e-05+6.8186e-05i,-0.00025878-0.00024259i,-0.00085939+3.1795e-05i,-0.00040515+5.8123e-05i,0.00012526-0.0003787i,-0.00012959-0.00039339i,-0.00036587-0.00032826i,-4.5884e-05-0.00043183i,-1.7711e-06-0.00025056i,-0.00057485+8.181e-05i
-0.00086412+0.00037285i,-0.00062778+0.0010493i,5.7417e-05+0.0014188i,0.0012117+0.0015173i,0.0019115+0.00088114i,0.0017472+0.00046645i,0.0008013+0.00065591i,0.00012241+0.00032858i,0.00011379+0.00018414i,8.2432e-06+0.00060597i,-2.6406e-05+0.0010041i,0.00059111+0.0004646i,0.00079402-7.6123e-05i,0.00049536-0.00026378i,0.0001618-0.0002162i,-0.00022862-0.00023719i,0.00043427-0.00013978i,0.00043728-0.00028882i,-0.00059182-0.00022749i,-0.00033264+6.7991e-05i,0.00072506-0.00024776i,0.0003956+0.00018414i,-0.00025133+0.0011653i
0.0020331+0.00028404i,0.0022144+0.00032428i,0.0011964-8.9214e-06i,0.00064714+0.00012925i,-0.00024675+0.00088374i,-0.0014847+0.00090328i,-0.0011265+0.001201i,0.00019614+0.00077202i,0.00036519-0.00029534i,-0.00015895-0.0004999i,8.6463e-06-0.00071457i,-0.00024951-0.00060324i,-0.00080041+0.00019092i,-0.0008262+0.0003501i,-0.00036666+0.00032923i,-0.00069437+0.00054687i,-0.00081463+0.00020656i,1.0529e-05+0.000365i,0.00011819+0.00048358i,4.9562e-05-5.7346e-06i,-7.7547e-05-0.00045636i,1.8233e-05+2.6938e-05i,-5.3971e-05+0.00075967i
-0.0012934-0.0011822i,-0.00089071-6.9252e-06i,-0.00077702+0.00012634i,-0.00090349-2.2697e-05i,-0.0009109+0.00057821i,-0.00072506+0.00084255i,-0.00088278+0.0010818i,-0.0006871+0.00063421i,-0.0008077-4.8768e-05i,-0.0014717-0.00042831i,-0.00087622+0.00060521i,0.0004533+0.0013687i,0.00083094+0.00059509i,0.0004077+0.00043782i,-6.8234e-05+0.0008875i,-0.00041002+0.00070311i,-0.00067447-0.00023455i,-0.0011082-0.00019439i,-0.0014985+0.00013351i,-0.0010177+0.00011832i,-0.00055858-2.3603e-05i,-0.00025315-0.00041977i,-0.00036367-0.00038035i
-0.0023123+1.7414e-05i,-0.0033772+0.00085978i,-0.0043769+0.0017884i,-0.0039019+0.0016083i,-0.0017872+0.00077332i,-0.0002566+3.6106e-06i,-2.4803e-05-0.00015088i,-5.2497e-05+0.0003116i,-0.00027894+0.00032612i,-0.00085783-0.00025473i,-5.8191e-05-0.00047448i,0.0012533+5.7637e-05i,0.00080724-7.391e-05i,0.00029228-0.00073047i,0.00050617-0.00027811i,0.00021253+0.00033488i,0.00056885-6.6697e-05i,0.00057352-0.00036496i,-0.00027754-0.0004305i,-0.00040948-0.0002283i,-0.00079876-0.00042918i,-0.00089082-0.00072927i,-0.00085521-0.00028676i
0.002323+0.0023058i,0.002594+0.0019664i,0.0033118+0.0014704i,0.0026602+0.00033587i,4.4497e-05+5.671e-05i,-0.0016385+0.00044685i,-0.00048447+0.00061233i,0.00065361+0.0007345i,0.00088992-0.00031705i,0.00017465-0.0012212i,-0.00017204-0.00088499i,0.00027594-0.00011007i,0.00014402+0.00042297i,-0.00067338+8.8571e-05i,-0.0016202-0.00051275i,-0.0015764-0.00044577i,-0.00044908-0.0004077i,0.0001812-9.9594e-05i,5.6108e-06+6.4717e-05i,-0.00019375+0.00039466i,9.5205e-05+0.00034649i,-0.00020521+4.7323e-05i,-0.00063906+0.0004832i
0.00209-0.00033544i,0.0015895-0.00025818i,0.00021236-0.00060907i,-0.00098711-0.00047858i,-0.0013971+0.00023236i,-0.0012479+0.0011519i,-0.00038163+0.001428i,-0.00016574+0.001161i,-0.00079888-0.00027583i,-0.00047755-0.0013539i,0.00045326-0.00049408i,0.00047018+0.00028742i,-0.00041649+0.0010179i,-0.00085277+0.0014183i,-0.00079624+0.00078733i,-0.00066284-7.2947e-05i,0.00061809+0.00031862i,0.001082+0.0010484i,0.00020704+0.00071941i,-0.00029969+0.00014374i,-0.00034235-0.00017512i,-0.00040014-0.00040137i,-0.00048465-6.6794e-05i
0.00025429+0.00026012i,0.0010646-0.00074029i,0.0010549+0.00048193i,0.00015661+0.00099021i,0.00010972+0.00059746i,0.00039614+0.00094535i,-2.7693e-05+0.000763i,-0.00040721+0.00018038i,3.8844e-05+0.00028553i,0.00082626+0.00045569i,0.0012443+0.00060428i,0.00053394+0.00030892i,2.2541e-05+0.0003258i,0.00039183+0.00030136i,0.00067384+0.00015i,0.00073111-0.00015615i,3.8299e-05-0.00042313i,-0.00068851-0.00025639i,-0.00087056-0.0004273i,-0.00062362-0.00054017i,-2.4191e-05-0.00082995i,0.00065449-0.001471i,0.00088762-0.00069589i
-0.00071444+0.0020987i,-0.00030359+0.0019734i,0.00032816+0.0026455i,0.00034617+0.0013543i,-9.2309e-05-0.00028164i,-0.00030566-0.00044111i,-0.00037176+0.00017131i,-0.00044784+0.00051853i,-0.00056904+4.469e-05i,-0.00039434-0.00077519i,0.00018329-0.00074942i,0.00045882-0.00023013i,0.00031028-0.00048697i,0.00021296-0.0002566i,-0.00041923+0.0002568i,-0.0012886+0.00036857i,-0.00088931+0.00058862i,-0.001062+0.00045725i,-0.00098125+0.00027815i,-0.00086935+0.00073403i,-0.00083963-2.2636e-05i,-0.00052655-0.00065904i,-0.00067463-0.0008382i
0.00056445+0.00028314i,-0.00035212+0.00027186i,-0.00056085-1.3362e-05i,-0.00012434-0.001143i,-0.00051929-0.00074817i,-0.0014472+0.00033964i,-0.00071144+0.00076977i,8.6686e-05+0.00074702i,0.00058324-0.00060277i,0.00093962-0.0011999i,0.0013039-0.00035377i,0.00075642-0.00012362i,-1.2603e-05-0.00016042i,-0.00011452-0.00034286i,-0.00016684-0.00024647i,0.00049789+0.00023563i,7.9691e-05+0.0010029i,-0.00091494+0.00090654i,-0.00026913+2.8583e-05i,0.00011213-6.9995e-05i,-0.00046845-9.3464e-06i,-0.00046229-0.00068676i,0.0005932-0.00063338i
0.002648-0.0011901i,0.0022043-0.00059475i,0.00013517-7.8212e-05i,-0.00077809+0.00017357i,-0.00022309+0.00088375i,0.00076076+0.00096737i,0.0005599+0.00040065i,0.00052479-0.00010812i,0.00044958-0.00075754i,-0.00044722-0.00074634i,-0.0003712-0.00025075i,0.00068234+0.00017635i,0.00036024+0.00014577i,2.8972e-05+0.00020667i,4.909e-05+0.00066539i,-0.00019248+0.00056453i,-0.00027202+0.00034781i,-0.00040433+0.00064616i,-0.00039775+0.00035539i,2.1626e-05+6.2327e-05i,0.00060734-5.2603e-05i,0.00082586-0.00012143i,-6.1009e-06-0.0002116i
0.0012776+0.0027664i,0.0012569+0.0018362i,0.0020506+0.0006859i,0.0022806-0.00027311i,0.0010102-0.00043008i,-0.001224+0.00013936i,-0.0011778+0.00095241i,-2.7157e-05+0.0011596i,0.00058196+0.00018873i,0.00079232-0.00097804i,0.00023235-0.0012549i,-0.0006852-0.000664i,-0.0012221-0.00078477i,-0.0010954-0.00078172i,-0.00095842-0.00045056i,-0.00023344-0.00029601i,0.0002426-0.00037558i,-0.00051985-0.00066778i,-0.00080966-6.839e-05i,-0.00016921-6.289e-05i,0.00027436-0.00068678i,0.0004606-0.00059706i,0.00012748-0.00055746i
0.00084778+0.0023832i,0.00071742+0.0027244i,0.00016491+0.0020413i,-2.1635e-05+0.00136i,-0.00020627+0.00058125i,-0.00091874+0.00080657i,-0.0012193+0.0010804i,-0.0005898+0.0010197i,-0.00062801+0.00087675i,-3.0863e-05+0.00056494i,0.00034306+0.00039688i,-0.00047714-0.0007903i,-0.00104-0.0009824i,-0.0011476-0.00040772i,-0.00099893-0.00030493i,-0.00056532-0.00078767i,0.00029542-0.00069775i,0.00047522-0.00035628i,0.00040986+0.00019838i,-7.5747e-05+0.0010461i,-0.00025482+0.0009099i,-9.507e-05+0.00026503i,9.4459e-05-5.5645e-05i
0.00019158+0.0013418i,-0.00017244+0.00040788i,2.2672e-05+0.00012706i,0.00029537+0.00021594i,-0.00027987-0.00039205i,-0.00058906-0.0008452i,-0.00047454-0.00064703i,-0.00048626+0.00055252i,-0.00015563+0.0015419i,0.00022149+0.0015555i,0.00084631+0.00069848i,0.0011674-0.00076826i,0.00047381-0.00095678i,0.00019624-0.00024388i,0.00031143-0.0010795i,-0.00020613-0.00096507i,-0.00096273-0.00021594i,-0.00062697-0.00039778i,0.00047188-0.00059878i,0.00035387-8.3768e-05i,-0.00010706+0.00057155i,0.00051857+5.9868e-05i,0.0010894-3.2884e-05i
0.0028568-0.001499i,0.0019038-0.0012827i,0.00024478-0.00024856i,-0.0010684+0.00029689i,-0.0012401+0.00057161i,-0.0008719+0.0013133i,0.00030216+0.0012917i,0.0010588+0.00045652i,0.00054506-0.00084351i,-0.00055127-0.00063959i,-0.00050417+0.00022781i,0.00066054+0.00010165i,0.0012122+0.00013322i,0.00034629+0.00065602i,-0.00087651+0.00083598i,-0.00064134+0.00036714i,-0.00023745+8.6796e-05i,0.00030631+0.00059917i,0.00068043+0.00078588i,2.4957e-05+0.00070016i,-0.00024513+0.00035274i,-0.00035402-7.4337e-05i,-0.00041841-0.00035938i
-0.0022094+0.0011085i,-0.0016741+0.0021792i,-0.00083364+0.0023394i,-0.00052278+0.0012217i,-0.00056394+0.00064322i,-0.00042703+0.00065814i,4.7957e-06-0.00011845i,-0.00033912-0.00024982i,-0.00030217+0.00070861i,0.00039696+0.0010153i,-3.4474e-06+0.00040437i,-0.0004106+0.00019412i,-0.00010252+5.4309e-05i,-4.0804e-05-0.0004353i,0.00083691-0.00064814i,0.00060766-0.00019235i,-0.00016527+0.00014964i,0.00044967+0.00021498i,0.0005708+0.00025546i,-8.0966e-05-0.00017851i,-0.00034911-4.1283e-05i,-0.00014927+0.0003671i,0.00075532+0.0003581i
0.00037395-0.0011881i,-0.00072879-0.0003576i,-0.0013924+8.2667e-05i,-0.0011555-0.00028041i,-0.0014128-0.0002806i,-0.0013018+0.00010552i,-0.00074231+0.00049441i,0.00024336-2.097e-05i,3.3242e-06-0.00058392i,-0.00050431-0.00061906i,-2.7563e-05-8.7757e-05i,-6.5433e-05-0.00010342i,-0.00042116-0.00058298i,-0.00056485+6.5785e-05i,-1.048e-05+0.00081956i,0.00016372+0.00056302i,-0.00040724+0.00022795i,-0.00025908-2.7903e-05i,0.00016644+0.00042395i,-0.00045882+0.00068816i,-0.00091876+0.00015685i,-0.00029993+9.2967e-05i,0.00042902-0.0004103i
-0.00053274+0.00075361i,0.00027+0.00017172i,0.00050773+9.4626e-05i,-0.00030668-3.1311e-06i,-0.00083351-0.00012035i,-0.0012322+0.00024258i,-0.00071827+0.00018199i,-0.00044163+0.00019087i,-0.0008663+2.1716e-05i,-0.0002662-0.00013978i,3.9232e-05-0.00037797i,0.00037908-0.00076553i,7.6709e-05-0.0011993i,-7.7126e-05-0.0013016i,0.0002192-0.00037689i,-0.00031715+0.00017162i,-0.00073956-6.806e-05i,-0.00091038-0.0005405i,-0.00062091-0.00050433i,-0.00039933-0.00052422i,-0.00047351-0.00095367i,0.00022545-0.0005782i,2.7217e-05-0.00035427i
-0.0016128-7.3034e-05i,-0.0014835+0.0004466i,-0.00024488+0.0018873i,0.00015893+0.0019526i,0.00056908+0.00079573i,0.00076509+4.3466e-05i,0.00074894-0.00034918i,0.00053889-0.0011465i,-0.0001604-0.0010238i,-8.2775e-05-3.9325e-05i,0.00020908-0.00038317i,0.00026451-0.00084868i,1.3946e-05-0.00033443i,-2.7971e-05+0.00056053i,0.00015263+0.00097507i,-0.00037999+0.00075759i,-0.00026565+0.00049837i,0.00046523-9.6752e-05i,0.00074868-5.5323e-05i,0.00026927-2.5094e-05i,-3.5772e-05+6.1131e-05i,-0.00021275+0.00056966i,2.5287e-06+0.00058999i
0.00080367+0.00019235i,0.00081519+0.00089147i,0.00049388+0.00083186i,-0.00010815-0.00053239i,-0.00078145-0.00041935i,-0.0013478+0.00065719i,-0.0018313+0.00032471i,-0.0013305-0.00092745i,-0.00093384-0.00081142i,-0.00048193+0.00042136i,0.00042883+0.00065011i,0.00063543+9.1757e-05i,0.00033622-0.00015266i,0.00088397-8.7633e-05i,0.0008022+7.2484e-05i,0.00040281-0.00021788i,0.00042341-0.0010023i,0.00020243-0.0010129i,0.00064076-0.00050613i,0.00044471+0.00010735i,-0.00057157+0.0007122i,-0.00068916+0.00071707i,5.9221e-05+0.0001551i
0.001574+0.00087553i,0.0013154+0.001376i,0.00062758+0.0022731i,0.00029181+0.0015713i,-4.3928e-05+0.0003122i,-0.0011886-0.00047526i,-0.0012998-0.00023781i,-0.00033655+0.00067125i,-4.599e-07+0.00077206i,-0.00021177+8.4075e-05i,4.3977e-05-0.00050229i,0.0001419-0.00035835i,-0.00050553-3.4037e-05i,-0.00050552+0.0007172i,-0.00053047+0.0009726i,-0.00082144-0.00024878i,-0.0004782-0.00065874i,0.0002441+0.00014306i,0.00017246-6.6338e-05i,2.0377e-05+6.746e-05i,0.00026179+0.00047969i,0.00026172+0.00012428i,0.00010424+0.00012701i
-0.0028861-0.0013039i,-0.0018807-0.00018541i,-0.0012163-0.00056485i,-0.0015267-0.00063722i,-0.0014002-0.00071125i,-0.00066349-0.00019099i,-5.5663e-05+0.00045709i,0.00078209+0.00040302i,0.00057328-0.00012955i,-0.00032643-0.00087896i,-0.00070564-0.00057241i,-0.00030273-0.00053559i,-9.5889e-05-0.0014596i,-0.00050604-0.0012756i,1.8513e-05-0.00129i,0.00025098-0.0014922i,-0.0004217-0.00091142i,-0.00033201-0.00062924i,-0.00067144+2.2108e-05i,-0.00051917+0.00027961i,0.00027744-4.9115e-05i,0.00017412+7.8683e-05i,-2.1426e-08+0.00027267i
0.00058667+0.0010267i,-5.1677e-05+0.0012499i,0.00057711+0.0017468i,0.00084946+0.0020301i,0.00023065+0.0012327i,-0.00069687+0.00030694i,-0.00077497-9.0364e-05i,-8.9559e-05-0.00046637i,0.0011875-7.2857e-05i,0.0014113+0.00040381i,0.0014681+0.00080394i,0.0016112+0.00044891i,0.0010218-5.066e-05i,0.00029014-0.00049101i,-0.00038297-0.0011236i,-0.00047524-0.00069811i,-0.00027434+0.0006022i,-0.00027319+0.0010608i,-6.5873e-05+0.00047104i,-0.00020777-0.00031996i,-0.00025268-0.0006089i,0.00019544-0.0003167i,0.00029429+0.00051469i
0.00088304+0.00018365i,-0.00013985-0.00023787i,-0.00094459-3.6731e-05i,-0.0011064+0.00022963i,-0.0004907+0.00054865i,0.00053114+0.00087556i,0.00049266+0.00083738i,-0.0002767+0.00081476i,-0.00045913+0.00058959i,-6.3763e-05+0.00065062i,0.00029103+0.00014127i,0.00054978-0.00032537i,0.00035883-0.00028218i,6.9524e-06-0.00034912i,0.00059416-0.000221i,0.00089125+5.0096e-05i,0.00035039+0.00013413i,4.3999e-05-7.2543e-05i,-0.00033267+0.0004052i,-0.00037858+0.00054917i,-0.00039978-0.00094243i,-0.00013145-0.0009091i,0.00027472+0.00047467i
-0.0014925-0.00025427i,-0.00029115+0.00089656i,0.00078582+0.0020827i,0.00077904+0.0015026i,-0.00075539+0.00053697i,-0.0013333+0.00079686i,-0.0010639+0.0011417i,-0.00091179+0.00059092i,-0.00084684+2.4872e-05i,-0.00091252-8.0234e-05i,-0.00019639-3.8822e-05i,-3.6139e-05-0.00060456i,-0.00016128-0.00095584i,0.00025694-0.00054432i,0.0010802-0.000923i,0.0014748-0.00081149i,0.00081723-0.0001151i,-3.4129e-05-1.7367e-05i,-0.0004045+0.0001133i,-0.00091881-2.0603e-05i,-0.0014684-0.00029883i,-0.00080935-0.00037646i,-9.0828e-05+7.3761e-06i
0.00083811+0.0027144i,0.00014275+0.0017483i,-0.00028113+0.00040262i,-0.0009736+0.00011495i,-0.0011964-0.00044263i,-0.00091414-0.00063i,-0.00041893-0.00011994i,0.00028594+0.00054852i,0.00027839-7.3765e-05i,-0.0002995-0.0003102i,-0.00023006-5.0919e-05i,0.0001251-0.00020843i,0.00024982-0.00040322i,0.00026429-0.00079662i,-0.00011824-0.00077826i,-0.00020206-0.00037294i,-0.00024126-5.0071e-05i,-0.00015432+0.00010597i,-1.7278e-05-3.8012e-05i,-0.00030208+0.00068185i,-6.6573e-05+0.0014273i,0.00048991+0.00092549i,0.00014271+0.00048574i
0.0023095+0.0013521i,0.003182+0.00095473i,0.0039392-0.00050703i,0.0027117-0.00080986i,0.00031754+0.00010432i,-0.00061508+0.00056819i,-4.3168e-06+0.0011348i,0.00034775+0.00061972i,0.00047368-0.0005481i,-5.7797e-05-0.00069964i,-0.00056281-0.00063304i,0.00024499-0.00059874i,0.000524-0.0010542i,-0.00013731-0.0011113i,0.00036142-0.00024564i,0.00033257+0.00091883i,-0.00076045+0.00048409i,-0.0010015-0.00055308i,-0.0005693-0.00052093i,-0.00012462-8.4987e-05i,0.00016661+0.00030317i,0.00016194+3.5527e-05i,8.4557e-05+9.3434e-05i
0.00059422-0.00061415i,-0.00029332-0.0004391i,-0.0021952-1.357e-05i,-0.002304+0.0012497i,-0.0010444+0.0014043i,-0.00049174+0.0010595i,-0.00093922+0.00093967i,-0.00029978+0.00035946i,0.00060574-0.00027306i,0.00050035-0.0004458i,0.00057055+6.949e-05i,0.00078211+0.00033273i,-3.6173e-05-0.00029359i,8.3626e-05-0.0006521i,0.0010787+9.2596e-05i,0.00085066+0.00071138i,-1.6412e-05+0.0013499i,-0.0003848+0.0013973i,0.00035718+0.00034409i,0.00082272-0.00062148i,0.00096647-0.0015218i,0.00075779-0.0014737i,-0.00011105-0.00011633i
-0.00014885+0.00046469i,6.5755e-05+0.00059436i,0.00070508+0.0002813i,0.00055129+0.0002482i,0.00019863+0.00033503i,2.3197e-05+0.00027355i,-0.00034079-5.2524e-07i,-0.00043998+0.00016018i,-0.00038676-8.1178e-05i,-0.00066758-0.00024474i,-0.0007095+0.00040998i,-0.00055398+0.00040422i,5.7945e-05-0.00022296i,0.00062387-0.00039555i,-0.00011687-0.00057503i,4.7201e-05-0.00084119i,0.000344-0.00094654i,0.00018205-0.00066795i,0.0005836-0.00063972i,0.00027998-0.00065204i,-0.00028703-7.1392e-05i,0.00016376+0.00036243i,0.00052087+0.00084318i
-0.00089458+0.0021389i,-0.001064+0.0044343i,-0.00023662+0.0053406i,-0.00013654+0.0041366i,-0.00019014+0.0018734i,-0.00067713-0.0002299i,-0.0011288-0.00049503i,-0.0011845-0.00015222i,-0.00060302-0.00021294i,0.0002053+0.00043461i,0.00032856+0.00041795i,0.00016452-0.00032735i,-0.00073577-0.0010378i,-0.0013819-0.0013928i,-0.00077248-0.001032i,-0.00010848-0.00097059i,0.00019989-0.00069318i,0.00035862+0.00023437i,0.00018004+0.00045862i,-0.00035224-0.00022587i,-0.00029289+0.00019634i,-0.00014398+0.00065227i,-0.00046939+0.00053684i
-0.00020324+2.1768e-05i,0.00014113+0.00084617i,0.00018581+0.00021006i,-0.0002175-0.00068603i,-0.0005435-0.00083957i,-0.0007747+0.00070289i,-0.00046948+0.0016244i,-2.7328e-05+0.0012762i,0.00018516+0.00066625i,-0.00012096+0.00050971i,-0.00044707+0.00057129i,0.00018384+0.00051637i,-9.165e-05+0.00012535i,-0.00048642-0.00050516i,0.00012778-0.00079829i,0.00078958-2.2604e-05i,0.00061089+0.00056783i,0.00021082-0.00028642i,-7.895e-05-0.00019542i,0.00018045-0.00024822i,0.00088186-0.00035251i,0.00090264+0.00012686i,-0.00036562-0.0004287i
0.0024042+0.00058854i,0.00092611+0.00027193i,-0.0012345+0.00086117i,-0.0020785+0.001629i,-0.0014027+0.0012837i,-5.8204e-05+0.0016314i,0.00074759+0.0018463i,0.0011122+0.0007199i,0.00081957-0.00046639i,0.00072292+0.0002232i,0.00081986+0.0010967i,0.00014446-0.00046396i,-0.00017134-0.001069i,-0.00018866-0.00038418i,-0.00058792-0.00010636i,-0.00057252+0.00024543i,-0.001098+0.00027637i,-0.00093331+0.00045183i,0.00031238+0.00034244i,0.0010945-7.178e-05i,0.00043778-3.3071e-05i,-0.00019185-0.00032899i,-0.00023495-0.00028315i
0.0015144-0.00015391i,0.00074957-0.00097143i,-0.00034788-0.0017593i,-0.0015517-0.0019857i,-0.0013889-0.0008534i,-0.00058074+0.0002895i,0.00040976+0.00033087i,0.00093835+8.2959e-06i,0.00081805+0.00037122i,0.00032012+0.00050829i,0.00017501-0.00025175i,0.00046175+1.4439e-05i,0.00016953+0.00024249i,-0.0009843+0.00056473i,-0.0013748+0.0011156i,-0.0002866+0.00021998i,-6.8982e-05-6.7376e-05i,-0.00058139+0.00056902i,-0.00019224+0.00081683i,0.00017931+0.00021282i,0.00024184-0.00034889i,0.00016795+9.3875e-05i,-3.8478e-06+0.00033782i
-0.0014014+0.00055413i,-7.452e-05+0.0012943i,0.00081196+0.0016558i,0.00027593+0.0012612i,-0.00060933+0.001343i,-0.0014503+0.0011092i,-0.0011492+0.0002751i,-0.00018857-3.6152e-05i,-0.00011521+0.0004156i,-0.00014632+0.00018074i,-0.00022633+6.3784e-05i,-0.00023304+0.00030327i,0.00028319+0.00018134i,0.00052288-0.00024411i,0.00064842-0.0005205i,0.00046097-0.00059867i,0.00062691-0.00016562i,0.00077072-4.4803e-05i,0.00034769-0.00060786i,0.00032228-0.00068846i,0.00053259-0.0003351i,5.6102e-06-0.00038919i,-8.5098e-05-0.00019434i
