-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
0.21106+0.037421i,0.31115+0.19462i,0.33593+0.42536i,0.29639+0.49806i,0.20337+0.33523i,0.10358+0.13797i,0.080569+0.027596i,0.096798-0.039684i,0.075176-0.055739i,0.04578-0.024221i,0.035223-0.010121i,0.021998-0.012629i,0.0059388-0.0086882i,-0.0048411-0.0011778i,-0.0081327+0.0065179i,-0.0044099+0.010428i,-0.00047644+0.0092508i,0.0013582+0.005134i,0.0011782+0.0010336i,0.00059252-0.0017495i,0.0030383-0.0038627i,0.006995-0.0040368i,0.011911-0.0017406i
-0.13276+0.11197i,-0.23577+0.0076215i,-0.31889-0.24088i,-0.33106-0.37563i,-0.24739-0.27514i,-0.14604-0.11462i,-0.11346-0.0023174i,-0.097099+0.069263i,-0.056842+0.070521i,-0.036532+0.0305i,-0.031847+0.018024i,-0.015845+0.016178i,-0.0031132+0.0016733i,0.0018646-0.0088548i,0.0049013-0.010353i,0.0041253-0.00955i,0.00080074-0.0094119i,-0.0040752-0.0079951i,-0.0078528-0.003042i,-0.0068957+0.0020502i,-0.0027989+0.0044664i,-0.00015954+0.0037778i,-0.0017953+0.0017354i
-0.034578-0.14999i,0.058922-0.1188i,0.22982+0.044906i,0.31179+0.16437i,0.22544+0.13908i,0.114+0.065984i,0.083694-0.017681i,0.066914-0.088226i,0.036481-0.088191i,0.030965-0.047765i,0.033003-0.026021i,0.018522-0.01489i,0.0032072-2.6426e-05i,-0.0023199+0.0092552i,-0.0043616+0.0075907i,-0.0099368+0.0041234i,-0.011725+0.006464i,-0.0031771+0.010657i,0.0073588+0.0091155i,0.0089007+0.0030663i,0.0026582-0.0012858i,-0.0017072-0.001736i,0.00090087-0.0026918i
0.1421+0.029559i,0.041433+0.016293i,-0.21962-0.053719i,-0.3814-0.09882i,-0.29854-0.060574i,-0.15673-0.0055636i,-0.091611+0.061701i,-0.05161+0.11702i,-0.019373+0.099079i,-0.019679+0.048257i,-0.025504+0.019983i,-0.016513+0.0079095i,-0.004983+0.0011708i,0.002606-0.0018901i,0.0074357-0.0039786i,0.011647-0.0065737i,0.013552-0.0095862i,0.0090296-0.010963i,0.0022074-0.0087893i,0.00051396-0.0041401i,0.0013395-0.00050925i,-0.002152+0.0020462i,-0.0099237+0.0058134i
-0.083976+0.14167i,0.029362+0.16739i,0.29162+0.14067i,0.4521+0.091786i,0.35911+0.030518i,0.1952-0.031924i,0.093529-0.097981i,0.02522-0.12576i,-0.0039926-0.085048i,0.0096473-0.036902i,0.0217-0.019995i,0.019502-0.013873i,0.013644-0.0081675i,0.0055063-0.0024728i,-0.0015156+0.0058591i,-0.0034125+0.01217i,-0.0029777+0.011311i,-0.0014517+0.0043408i,0.00045399-0.0034784i,0.00025396-0.006798i,0.00043626-0.004381i,0.0044385-0.001257i,0.010162-0.0024509i
-0.08514-0.17191i,-0.19381-0.1739i,-0.33741-0.062622i,-0.38926+0.030966i,-0.28986+0.047624i,-0.16113+0.065099i,-0.07544+0.10947i,-0.012673+0.12327i,0.016376+0.086542i,0.0045691+0.048628i,-0.012358+0.036059i,-0.013085+0.027803i,-0.0088521+0.010297i,-0.0055297-0.0042321i,-0.0011151-0.010691i,0.00081145-0.014378i,-0.0023763-0.01447i,-0.0080936-0.0062584i,-0.010236+0.0054768i,-0.0067597+0.010169i,-0.0037862+0.0076125i,-0.0037295+0.005361i,-0.0036691+0.0067114i
0.21667+0.031736i,0.3297-0.027869i,0.37846-0.16227i,0.33787-0.23176i,0.21456-0.18579i,0.081881-0.13649i,0.0027308-0.12512i,-0.028-0.10867i,-0.02164-0.071367i,0.0037934-0.040219i,0.01967-0.02945i,0.020787-0.019115i,0.015371-0.0018935i,0.0080621+0.010308i,0.004263+0.016078i,0.006668+0.017611i,0.010627+0.014414i,0.011964+0.0080325i,0.0086223+0.0029579i,0.0029582+0.0018006i,-0.00089918-0.00087599i,-0.0022004-0.007033i,-0.002277-0.014045i
-0.17501+0.16146i,-0.27193+0.28335i,-0.31537+0.38477i,-0.29545+0.38763i,-0.19696+0.28773i,-0.060448+0.19i,0.029205+0.14529i,0.056436+0.10973i,0.037127+0.060801i,0.00046494+0.030931i,-0.012987+0.026998i,-0.011571+0.021923i,-0.011656+0.010584i,-0.010527+0.00076727i,-0.010839-0.0040548i,-0.00977-0.0032195i,-0.0057854-0.001718i,-0.00050506-0.0016287i,0.0052572-0.0026052i,0.0072046-0.0020484i,0.0060047+0.0025745i,0.0051525+0.0079473i,0.0035874+0.01199i
-0.0048817-0.23439i,0.020359-0.36004i,0.076347-0.40907i,0.11561-0.36226i,0.073455-0.23916i,-0.0059475-0.13274i,-0.04929-0.10716i,-0.064626-0.10259i,-0.052932-0.065579i,-0.021627-0.032711i,-0.0087905-0.024932i,-0.0075265-0.019304i,0.00365-0.010133i,0.013903-0.00278i,0.013517-0.0011847i,0.0077497-0.0037096i,0.0027065-0.0055002i,-0.0023606-0.0073993i,-0.0059629-0.0082369i,-0.0063571-0.0062685i,-0.0056329-0.0036618i,-0.0039657-0.0011287i,-0.0012609+9.8827e-05i
0.18402+0.12216i,0.23333+0.20996i,0.17452+0.28018i,0.085878+0.2834i,0.053895+0.18424i,0.054932+0.084324i,0.058776+0.066692i,0.06389+0.073576i,0.046075+0.055602i,0.01328+0.038124i,-0.00080679+0.034148i,-0.0055186+0.028165i,-0.014521+0.018864i,-0.018106+0.01072i,-0.013132+0.0046686i,-0.0067309+0.00098789i,-0.0050468+0.00011082i,-0.0064856+0.0025136i,-0.0066956+0.0034276i,-0.0047763+0.00010203i,-0.0012737-0.0033998i,0.0020532-0.0026537i,0.0043542-0.00033793i
-0.18971+0.061549i,-0.25188+0.0022309i,-0.21709-0.15682i,-0.13944-0.2631i,-0.08349-0.19441i,-0.060432-0.085221i,-0.073101-0.050756i,-0.085714-0.036822i,-0.055238-0.018906i,-0.014197-0.019134i,0.0014792-0.022916i,0.0077001-0.022061i,0.01088-0.020251i,0.0084012-0.01485i,0.0045354-0.0076448i,0.0019025-0.00034984i,0.0023914+0.0039258i,0.005048+0.0049649i,0.0068598+0.0060355i,0.0057495+0.0057604i,0.0019306+0.003729i,-0.0021112-0.00011541i,-0.0056617-0.005083i
0.033296-0.15683i,0.068063-0.12135i,0.09554+0.056218i,0.086295+0.19281i,0.044554+0.16055i,0.026395+0.085295i,0.062327+0.062683i,0.092548+0.043544i,0.066955+0.015595i,0.024226+0.0070684i,0.0059497+0.0095358i,0.0017871+0.0093231i,-0.0013791+0.0093962i,-0.0035813+0.010802i,-0.0031862+0.0083737i,-0.0018521+0.0016541i,-0.0016336-0.0035187i,-0.0014133-0.003633i,0.00095929-0.0012876i,0.003904-0.00084124i,0.0025914-0.0011108i,-0.00099076+0.0013822i,-0.0015865+0.0053103i
0.12015+0.0962i,0.10058+0.077752i,-0.0038206-0.018758i,-0.076761-0.10059i,-0.067577-0.10404i,-0.053778-0.071613i,-0.071466-0.047004i,-0.078009-0.030351i,-0.053142-0.020663i,-0.02397-0.019447i,-0.010988-0.022366i,-0.0062372-0.025751i,-0.0018419-0.026221i,0.0015863-0.01993i,0.005123-0.0092078i,0.0090802-0.0043277i,0.0087727-0.0057698i,0.0041043-0.0088077i,-0.00028312-0.010518i,-0.0017366-0.0073798i,-0.00035239-0.0030704i,-0.0005533-0.0017142i,-0.0029793-0.0023632i
-0.12799+0.067584i,-0.080311+0.096833i,0.073342+0.12006i,0.17378+0.13868i,0.15101+0.12581i,0.10148+0.077568i,0.083426+0.025288i,0.063226-0.0046979i,0.031459-0.0032281i,0.010725+0.011812i,0.0051691+0.023177i,0.006297+0.029654i,0.0064131+0.028444i,0.0017528+0.019245i,-0.0030533+0.0093075i,-0.00552+0.0062091i,-0.00656+0.007833i,-0.0057735+0.0089981i,-0.0039744+0.0085699i,-0.0016095+0.0047108i,0.001398+0.0014452i,0.0052854+0.00053387i,0.0095817-0.00028354i
-0.0019649-0.15885i,-0.065599-0.18883i,-0.1741-0.16869i,-0.2344-0.14356i,-0.19867-0.10036i,-0.14352-0.039779i,-0.11638+0.0045698i,-0.08625+0.021907i,-0.043989+0.014466i,-0.013555-0.0055117i,-0.0049823-0.018088i,-0.0058698-0.018577i,-0.0058076-0.015594i,-0.003604-0.012677i,-0.0016264-0.0099928i,-0.0012566-0.0080403i,-0.00073601-0.0061472i,-0.000333-0.0040316i,-0.0014903-0.0014974i,-0.0024917+0.00036119i,-0.0024345+0.00048078i,-0.0029012-0.00057178i,-0.0035298-0.001764i
0.13654+0.080514i,0.18964+0.081858i,0.21603+0.043272i,0.21384+0.014303i,0.16908-0.0018871i,0.12147-0.025765i,0.094277-0.035357i,0.074203-0.022042i,0.051055-0.0063351i,0.029117+0.0070297i,0.021335+0.016422i,0.023423+0.017912i,0.022808+0.016195i,0.016497+0.015465i,0.0089016+0.013368i,0.0045694+0.0092974i,0.0038308+0.0051731i,0.0043772+0.0016023i,0.0047842-0.0014454i,0.0033185-0.0020412i,0.0011184-0.0012098i,0.0010738-0.0011855i,0.0022905-0.00055023i
-0.14254+0.070639i,-0.19448+0.11194i,-0.21294+0.13901i,-0.20647+0.13235i,-0.15672+0.099766i,-0.09113+0.078114i,-0.051982+0.06148i,-0.032066+0.040593i,-0.017333+0.016524i,-0.013928-0.0037339i,-0.02082-0.011304i,-0.026542-0.012609i,-0.02405-0.013065i,-0.016289-0.011806i,-0.0082359-0.0068825i,-0.0037649-0.0029556i,-0.0029142-0.0027913i,-0.0026891-0.0029712i,-0.0008232-0.0029771i,0.00050394-0.002195i,-0.00015988+0.00031611i,-0.0016173+0.0026521i,-0.0022096+0.0034887i
0.031783-0.15653i,0.071654-0.21326i,0.12618-0.21216i,0.15462-0.17092i,0.10966-0.12314i,0.039932-0.088949i,0.019375-0.068007i,0.023054-0.053004i,0.018036-0.029044i,0.016174-0.0042235i,0.019955+0.0045832i,0.020973+0.0022937i,0.017795-0.00067271i,0.011749+0.00017357i,0.0070122+0.00025999i,0.003219-0.0017106i,-0.00028341-0.00050959i,-0.001053+0.0015319i,0.00041936-0.00021429i,0.00092245-0.0028838i,1.0471e-05-0.0020805i,0.00015098-0.001001i,0.0020555-0.00052882i
0.10284+0.094532i,0.1058+0.13984i,0.043738+0.14068i,-0.023975+0.11309i,-0.032947+0.083565i,-0.0097664+0.058543i,-0.011097+0.048008i,-0.022012+0.04645i,-0.01825+0.03345i,-0.013278+0.016181i,-0.014216+0.011099i,-0.015667+0.012307i,-0.015282+0.010851i,-0.011626+0.0056941i,-0.0051158+0.0005688i,0.00067217-0.0020734i,0.0028712-0.0034429i,0.0023548-0.0042602i,0.00097774-0.0037953i,0.0004366-0.0028664i,-0.00044832-0.0017746i,-0.0014469+0.00031356i,-0.0018872+0.0013613i
-0.13353+0.028693i,-0.16593+0.0071232i,-0.11802-0.040102i,-0.039076-0.065453i,-0.0044007-0.042661i,-4.1187e-06-0.011148i,0.0050802-0.011565i,0.0023726-0.016251i,-0.0019105-0.0054615i,0.0011069+0.0014415i,0.0061743-0.0021748i,0.010484-0.0060924i,0.012373-0.005279i,0.010771-0.0011941i,0.005404+0.0030861i,0.00055891+0.006767i,0.0003979+0.0081229i,0.0024584+0.0069222i,0.0030459+0.0046521i,0.0011747+0.0022953i,-0.00062434+0.00039538i,-0.00034511-0.001682i,0.00063163-0.0031662i
0.034187-0.1114i,0.051011-0.1054i,0.026532-0.010968i,-0.020589+0.074137i,-0.037079+0.064718i,-0.025039+0.028345i,-0.0089362+0.025614i,-0.0002691+0.02645i,-0.00044638+0.014532i,-0.0049898+0.0048436i,-0.0063295+0.0034207i,-0.003281+0.00402i,4.8595e-05+0.0017815i,-0.00020481-0.002881i,-0.0014614-0.004998i,-0.0012938-0.00511i,-0.0020456-0.005329i,-0.0028612-0.0039152i,-0.0011985-0.0011643i,0.0015027+0.0012525i,0.0020384+0.0014232i,0.0015758+0.00031116i,5.971e-05-0.0002876i
0.082017+0.073069i,0.097509+0.077881i,0.077243+0.0071679i,0.056319-0.064959i,0.053215-0.069512i,0.037744-0.053296i,0.012294-0.045142i,0.0013193-0.034594i,3.493e-05-0.019558i,5.5805e-06-0.0049514i,0.0022112+0.0015725i,0.0047148+0.00085567i,0.0069104-0.00052095i,0.0083995+0.0002227i,0.0082935+0.0033229i,0.0072894+0.004756i,0.0070517+0.0029727i,0.0057269+0.0004408i,0.0035676-0.00059825i,0.0034541-0.00089383i,0.0038288-0.0021223i,0.002026-0.0028961i,0.00073883-0.0018063i
-0.1034+0.027658i,-0.12388+0.042789i,-0.073916+0.065797i,-0.023643+0.087209i,-0.025671+0.085438i,-0.025726+0.067511i,-0.0077891+0.045399i,-0.0001324+0.021902i,-0.0040673+0.005115i,-0.007658-0.001506i,-0.0089306-0.00093954i,-0.011083+0.00019664i,-0.014639+0.0012054i,-0.015449+0.0030084i,-0.012297+0.0013107i,-0.0098212-0.0018377i,-0.0087588-0.00087557i,-0.0067208+0.0011876i,-0.0045167-0.00035448i,-0.0029906-0.0022445i,-0.0023464-0.0024477i,-0.0022648-0.0022929i,-0.00016116-0.00081344i
0.022076-0.1022i,0.012194-0.14092i,-0.029815-0.14207i,-0.05916-0.1303i,-0.052277-0.10612i,-0.039601-0.065393i,-0.028933-0.032617i,-0.014092-0.016469i,-0.0031237-0.010292i,0.0026647-0.0078314i,0.0071327-0.0067726i,0.0093213-0.0071516i,0.0094938-0.0065308i,0.0091612-0.0032891i,0.0072328-0.00065558i,0.0038264-0.00035012i,0.0015668+6.4742e-05i,-0.00073525+0.00077221i,-0.00297+0.0013876i,-0.0040358+0.0026235i,-0.0036116+0.0033383i,-0.001821+0.0033765i,-0.0012492+0.0014692i
0.069477+0.078921i,0.10636+0.11295i,0.11467+0.11507i,0.099682+0.10385i,0.078528+0.082747i,0.059857+0.049177i,0.042073+0.024041i,0.024761+0.013875i,0.012897+0.0081453i,0.0034184+0.0041196i,-0.004378+0.0059806i,-0.0063214+0.010496i,-0.0055457+0.012067i,-0.006074+0.0091458i,-0.0066892+0.0048323i,-0.0054334+0.0018828i,-0.0017505+0.00027039i,0.0010997-0.00014848i,0.0015693+0.00088674i,0.0003844+0.0025417i,0.00024555+0.0030926i,0.00082391+0.0033225i,0.00023548+0.0020765i
-0.094415+0.013943i,-0.13122+0.01583i,-0.11949+0.0044958i,-0.088789-0.010038i,-0.06459-0.0098066i,-0.044946-0.00054985i,-0.030137+0.0028937i,-0.016773+0.0030452i,-0.0043153+0.0026493i,0.0008964-0.0011591i,0.00074138-0.0055742i,0.0020201-0.010126i,0.0041877-0.015171i,0.0037003-0.015083i,0.0028826-0.0095375i,0.0036411-0.0054031i,0.0034994-0.0048015i,0.0031038-0.0036843i,0.0041887-0.0016223i,0.0044217-0.00022995i,0.0045154+0.00016899i,0.003567-0.00051528i,0.0014597-0.001527i
0.037834-0.088531i,0.06202-0.11541i,0.074433-0.088327i,0.072902-0.042584i,0.051751-0.025373i,0.022635-0.025831i,0.0073928-0.016892i,0.0057535-0.0044064i,0.0049257-0.00089109i,0.0033042+0.0011224i,0.0045773+0.0062917i,0.0066629+0.0087267i,0.0056057+0.0064472i,0.0011573+0.0041331i,-0.0023908+0.0021615i,-0.0032676-0.00028902i,-0.0046711-0.0026853i,-0.0066823-0.0035075i,-0.0069223-0.0044587i,-0.0042743-0.0061001i,-0.0017545-0.0054919i,-0.000789-0.0034788i,0.0006003-0.001168i
0.035426+0.069105i,0.029863+0.096728i,-0.010437+0.084478i,-0.037274+0.047583i,-0.026921+0.018089i,-0.0099239+0.010521i,-0.0065595+0.0096892i,-0.0079579+0.0070486i,-0.0043923+0.005858i,0.00016137+0.0051565i,0.00024014+0.0020551i,-0.0026906-0.0023194i,-0.00483-0.004266i,-0.0019898-0.0050315i,0.0030006-0.0053086i,0.0034331-0.0034i,0.0019752-0.0002613i,0.0016838+0.0012402i,0.00088967+0.00083504i,-0.0012731-0.0011662i,-0.0035552-0.0019912i,-0.0034355-0.00040949i,-0.0024335-0.00064299i
-0.075779-0.0019246i,-0.086562-0.0074587i,-0.05202-0.0084279i,-0.015357+0.0040895i,-0.0085052+0.017626i,-0.010185+0.016582i,-0.0024446+0.0049619i,0.0018843-0.0043991i,-0.00085933-0.0040561i,-0.0013179-0.00014136i,0.00016447+0.0015044i,0.0012203+0.0031247i,0.003728+0.00488i,0.0053761+0.0057366i,0.0041961+0.0051496i,0.0037191+0.0036218i,0.0039328+0.0027323i,0.0028111+0.0023761i,-0.00017586+0.0022596i,-0.0024634+0.002663i,-0.0025672+0.0021634i,-0.00092199+0.00055345i,0.0007535-0.00021549i
0.039902-0.059693i,0.055247-0.064419i,0.038543-0.03882i,0.0021862-0.018935i,-0.012509-0.016349i,-0.0071144-0.014708i,-0.0029686-0.0088241i,-0.0013488-0.0041887i,-0.00029279-0.0021325i,-0.00085906-0.0018481i,-0.0032929-0.0015283i,-0.003758+0.00070506i,-0.0012048+0.0019031i,0.00047494-0.00098669i,-6.5993e-05-0.0036159i,0.00071044-0.0027141i,0.0035867-0.0024193i,0.0047883-0.0033713i,0.0049237-0.0029336i,0.0051338-0.0011259i,0.0046652+0.00066748i,0.0039153+0.0027817i,0.0025876+0.0027477i
0.028209+0.047542i,0.028188+0.051145i,0.025053+0.020134i,0.034775-0.002682i,0.039893+0.0065475i,0.032616+0.010433i,0.019592+0.0019649i,0.010019+0.00071904i,0.0060642+0.0010055i,0.0024896+0.0011357i,0.0012354+0.0033957i,0.0031031+0.0018295i,0.0025592+0.00016754i,0.0013761+0.0029562i,0.0017559+0.0034551i,0.00030673+0.00017194i,-0.001675-0.0020341i,-0.0018838-0.002564i,-0.0012108-0.003279i,0.0001324-0.002933i,0.0015992-0.0019501i,0.0010975-0.0015621i,3.0029e-05-0.0021011i
-0.066392+0.0026903i,-0.084027+0.0032679i,-0.072917+0.019093i,-0.055108+0.032409i,-0.042653+0.021492i,-0.029954+0.010882i,-0.014177+0.012392i,-0.0011236+0.011705i,0.0026851+0.0068795i,-0.00029406+0.0034441i,-0.0018061+0.0013755i,-0.00073852-0.0011308i,-0.0014111-0.0025338i,-0.0036538-0.00050377i,-0.003541+0.0030801i,-0.00139+0.0044634i,-0.0003091+0.0035354i,0.0003528+0.003132i,0.0010515+0.0025527i,0.002035-2.2659e-05i,0.0023794-0.0021638i,0.0016412-0.0019465i,0.00057945-0.00039506i
0.025875-0.041358i,0.040814-0.04648i,0.037938-0.035308i,0.027971-0.031583i,0.020622-0.031195i,0.0079485-0.024733i,0.00048893-0.01236i,0.0010977-0.0019831i,0.0022822+0.0012655i,0.0038527+0.00012486i,0.0063356-0.0025994i,0.0068661-0.0052133i,0.0052128-0.0057604i,0.0045309-0.0044067i,0.0027843-0.0026973i,-0.00048106-0.00072345i,-0.0016957+0.0019489i,-0.0010014+0.0031527i,-0.0012897+0.0028076i,-0.0028422+0.0024531i,-0.0035051+0.00088819i,-0.0036509-0.00063695i,-0.003569-0.001649i
0.030624+0.046933i,0.037978+0.06836i,0.040529+0.060842i,0.029769+0.043328i,0.008018+0.033541i,0.00081006+0.025282i,0.0013152+0.015127i,-0.0015108+0.008142i,-0.0019546+0.0068282i,-0.00035602+0.0055305i,-0.00058993+0.0045335i,-0.00029968+0.0049427i,0.0014442+0.0036108i,0.0026346+0.0022987i,0.0039205+0.00082282i,0.0049572-0.0022595i,0.0047945-0.0038292i,0.0040073-0.002995i,0.0028454-0.0011631i,0.0011808+0.0001742i,-0.00027901+0.00035393i,-0.0013439+0.00059119i,-0.0014274+0.00062306i
-0.049655-0.0084917i,-0.067779-0.02709i,-0.060429-0.035243i,-0.040782-0.024944i,-0.028979-0.010867i,-0.022917-0.0018581i,-0.019075-0.0014378i,-0.017214-0.00054396i,-0.012237+0.001067i,-0.0065458-0.0023244i,-0.004594-0.0048292i,-0.0038078-0.0026592i,-0.0020601-0.0019666i,-0.0036638-0.0019391i,-0.0069912+0.00094184i,-0.0058666+0.0024072i,-0.0034609+0.0012836i,-0.0035266+0.00089914i,-0.0028523+0.0012363i,-0.00083872+0.0016983i,0.00045019+0.0029349i,0.0016701+0.0032583i,0.0021359+0.0011449i
0.022857-0.038968i,0.034747-0.045773i,0.01988-0.031225i,0.0011297-0.011922i,0.0026931-0.0064916i,0.0071358-0.010565i,0.0029121-0.009355i,-0.0023965-0.0045556i,-0.0034516-0.0019576i,-0.0013268+0.00012699i,0.0034113+0.0032713i,0.007137+0.0050302i,0.0085964+0.0042478i,0.0075982+0.00078765i,0.0046582-0.0026636i,0.0013084-0.0036391i,-0.00046006-0.0034172i,-0.00058197-0.0026251i,-0.00073532-0.0022288i,-3.3675e-06-0.002681i,0.0013075-0.0028547i,0.0017726-0.0019852i,0.0011749-0.00051076i
0.011569+0.042935i,0.0061895+0.067376i,-0.0021996+0.064206i,0.0010621+0.041141i,0.0087833+0.022128i,0.0072078+0.0092105i,0.0025701-0.00017488i,0.00021215-0.0059056i,-0.0031359-0.0048806i,-0.0045412-8.8702e-05i,-0.0037488+0.0026496i,-0.0045409+0.0032377i,-0.0049334+0.0057507i,-0.0021942+0.0088095i,0.0017389+0.0090878i,0.0041371+0.006988i,0.0037736+0.0035564i,0.0014159+0.0011754i,-0.0013324-0.00022401i,-0.0021182-0.0011209i,-0.00018956-0.0021262i,0.0012105-0.0026824i,0.00069248-0.0022853i
-0.027934-0.0021279i,-0.029048-0.0096388i,-0.0053906-0.0093447i,0.0087591-0.0058758i,-0.00288-0.007829i,-0.0097889-0.0072254i,-0.0019453-0.0049174i,0.0049174-0.0073893i,0.0052285-0.0075394i,0.0045004-0.0034335i,0.003783-0.002709i,0.0014841-0.0063227i,0.00020455-0.0089362i,-0.00073384-0.009551i,-0.0028378-0.0091552i,-0.0036641-0.0064917i,-0.0015691-0.0037526i,0.00049927-0.0026012i,0.00099876-0.0016199i,0.00049563-0.00051554i,-0.0010407+1.4576e-05i,-0.0013217+0.00028413i,-0.00025576+0.00092092i
0.023294-0.027107i,0.038696-0.036701i,0.03507-0.035048i,0.019387-0.029746i,0.0095242-0.020925i,0.0059266-0.010232i,0.0050039-0.005119i,0.0053996-0.004935i,0.0045916-0.0040291i,0.002795-0.00048756i,0.00085687+0.0043239i,-0.00073829+0.0070902i,-0.0021707+0.0065272i,-0.00082808+0.0044342i,0.0025793+0.0016897i,0.0033037+1.6746e-05i,0.0022435+0.00080224i,0.0018941+0.0015443i,0.00078473+0.001617i,-0.0013608+0.0015807i,-0.0021438+0.0011248i,-0.001277+0.0010786i,-0.00090899+0.00078505i
-2.4846e-05+0.023406i,-0.0080021+0.031388i,-0.018627+0.020403i,-0.020292+0.01221i,-0.012937+0.016443i,-0.0029901+0.016778i,0.0038987+0.012338i,0.0067231+0.0078752i,0.0072306+0.0023693i,0.0026702-0.0012123i,-0.0029343-0.0019679i,-0.0041218-0.0043737i,-0.0057616-0.007048i,-0.0088856-0.0038486i,-0.0092671+0.0016614i,-0.0059823+0.0028704i,-0.0024705+0.0016061i,0.00014163-0.00022433i,0.0011601-0.0018531i,0.00029705-0.0019333i,0.00015813-0.00042919i,0.0013115+0.0012634i,0.00119+0.0010175i
-0.027619-0.0067783i,-0.040332-0.0053764i,-0.039164+0.0084045i,-0.029824+0.019166i,-0.019578+0.014311i,-0.012785+0.0052287i,-0.0090195+0.0047618i,-0.0027283+0.0080117i,0.0010002+0.0063584i,0.00029632+0.0028933i,0.0027486+0.0021248i,0.0089251+0.0019752i,0.011452+0.0007691i,0.0095748-0.0015445i,0.006291-0.0032956i,0.003134-0.0039377i,0.0030015-0.0025961i,0.003115-0.00042654i,0.0016755+0.00069578i,0.0014485+0.0013891i,0.0016381+0.0018651i,0.00032582+0.0012088i,-0.00043728-0.00051029i
0.0166-0.0087132i,0.028931-0.0026944i,0.033597+0.010986i,0.031039+0.012836i,0.022003+0.0025034i,0.009348-0.0047089i,0.00010056-0.0010105i,-0.0023527+0.0053481i,-0.0004932+0.0063655i,-0.0010751+0.0044282i,-0.0043326+0.0027565i,-0.0051623+0.0007211i,-0.0034367-0.0017694i,5.6052e-05-0.0012809i,0.0036936+0.0013882i,0.0040939+0.0013473i,0.0018103-0.00073088i,-0.00039845-0.0012732i,-0.00042509-0.00060282i,0.00031809-0.0010774i,-0.00055478-0.0026445i,-0.0014599-0.0018679i,-0.0009074+4.5349e-05i
0.0082505+0.022377i,0.013191+0.025253i,0.021296+0.013725i,0.023062+0.0014426i,0.010796-0.0021125i,-0.0017353+0.00047418i,-0.0056888+0.0012175i,-0.0067764+0.00202i,-0.0051129+0.0037717i,-0.00069997+0.0012686i,0.0023198-0.003238i,0.0042468-0.0045245i,0.0048258-0.0056617i,0.0012243-0.0069768i,-0.0025159-0.0056973i,-0.0020486-0.0032381i,-0.0008261-0.0009366i,-0.0010249+0.00061167i,-0.00030957+0.00068388i,0.00067829-0.00033361i,0.00038659-0.00076147i,-0.00033797-0.00088954i,0.00021734-0.0016457i
-0.015256-0.011194i,-0.021941-0.025149i,-0.022919-0.035244i,-0.023322-0.033182i,-0.021251-0.022068i,-0.016035-0.01289i,-0.010821-0.0088047i,-0.008056-0.0051601i,-0.0043732-0.0014648i,0.00020836+0.00052982i,0.00037908+0.0026986i,-0.0017888+0.0064895i,-0.0021968+0.0079209i,-0.0013094+0.0045822i,-0.00017849+0.00055884i,0.0010798-0.00032514i,0.00085071-0.00034701i,0.0001284-0.00023288i,0.00065193+9.7494e-05i,0.00027616-0.00020719i,-0.0011657-0.0002334i,-0.00088817-0.00029429i,0.00059841-0.00037945i
0.011888-0.0066333i,0.01217-0.0024994i,0.00063737+0.002398i,-0.010121+0.0016941i,-0.0081215+0.0014513i,-0.0011998-0.00073311i,-0.00031183-0.005123i,-0.0034841-0.0066211i,-0.0039145-0.0057994i,-0.0030675-0.005061i,-0.0027828-0.0035267i,-0.0022286-0.0012438i,-0.00052587+0.0022443i,0.00048575+0.0055825i,0.0003162+0.0073863i,0.00032699+0.0069673i,0.0018758+0.0047231i,0.001737+0.0017404i,0.00011759+0.00052803i,-8.1434e-05+0.0015451i,-2.1242e-05+0.0011598i,9.6823e-05-0.00072471i,-0.0003709-0.0015298i
0.00018456+0.024143i,-0.0048916+0.036711i,-0.0043435+0.042583i,0.0015865+0.03908i,0.0023398+0.026911i,0.00062503+0.012629i,0.0021268+0.0031227i,0.0033327-0.0016173i,0.0019086-0.0035027i,0.0013033-0.0020688i,0.0028841-0.0001248i,0.0034977+0.0008098i,0.0014807+0.0017391i,-0.00021284+0.001807i,-0.0014108+0.00034265i,-0.0014281-0.0013988i,-0.00077369-0.0018332i,-0.00084478-0.0018244i,8.3633e-05-0.00096028i,0.0015808+0.00012961i,0.0024771+0.00097782i,0.0020614+0.0015692i,0.0013154+0.0018077i
