-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
-0.0022144-0.0011358i,-0.001862-0.00075093i,-0.0020094+0.00025076i,-0.0020637+0.0011167i,-0.00070935+0.00026949i,0.00074488-0.00056268i,0.00028933-0.00047202i,-0.0004546-9.1782e-05i,-0.00080623-3.1435e-05i,-0.00056835+0.00022565i,-0.00049782+0.00039626i,-0.00032512-8.5707e-05i,-0.00043618-0.0002288i,-0.0002185-0.00010779i,0.00012571-0.00049014i,0.00031548-0.00029199i,2.8659e-06+0.00029902i,2.593e-05-0.00013664i,0.00096987-0.00070506i,0.00028264-0.00024046i,-0.00041731+0.00059264i,5.6661e-05+0.00038011i,-0.00019794-0.00059602i
-0.00048099-0.0012824i,-0.00094505-0.0024221i,-0.00090687-0.002747i,-0.0011867-0.0020338i,-0.0010093-0.0012966i,-0.00094239-0.00075942i,-0.0011301-0.00071508i,-0.00096421-0.00066692i,-0.00064198-0.00054089i,-0.00051908-0.00045596i,-0.00064846-0.00028454i,-0.0009427-0.00019472i,-0.00031173-7.8207e-05i,0.00035949-0.00014564i,0.00010757-0.00010923i,0.00051279+0.00016815i,0.00035918+0.00064788i,-8.6783e-05+9.4858e-05i,-4.0454e-05-0.00082235i,0.00044103-0.0010732i,0.00092756-0.0011731i,0.0007518-0.00081094i,-0.0002086-0.00019448i
0.0031967+0.0021299i,0.0028882+0.0022694i,0.00277+0.0020015i,0.0024449+0.00072917i,0.0013698-0.0014966i,0.00078894-0.002717i,0.0004257-0.0020478i,8.5521e-05-0.0009512i,-0.0001553+0.00041136i,-0.00096711+0.0016685i,-0.0013669+0.0011918i,-0.0014978+0.00010826i,-0.0020648-0.00031736i,-0.001214-0.000308i,0.00036997+0.0005803i,0.00035994+0.0016605i,0.00022814+0.00085186i,0.00073056+7.2443e-06i,0.00050187+0.001055i,-5.2566e-05+0.0013109i,-0.00014389+0.00061119i,-0.00033049+0.00010258i,-0.00017262+0.00050242i
-0.00057245+0.0016591i,-0.00093256+0.0019794i,-0.0011015+0.0016823i,-0.0014533+0.00025259i,-0.0012012-0.0014517i,-0.00073103-0.0013312i,-0.00023439-0.00084425i,-9.0475e-05-0.00014307i,-0.00032729+0.00092934i,-9.7865e-05+0.0010827i,0.0005259+0.00041383i,0.00099736+0.00066452i,0.00061155+0.00097942i,-5.9204e-05+0.00075626i,0.00020585+0.00048968i,-4.9921e-05+4.5475e-05i,-0.00096192-0.00044426i,-0.00029846-0.00071705i,0.00047808-0.00020232i,0.00024539+8.3465e-05i,-0.00014056+0.0003576i,1.7323e-05+0.00045257i,-0.00021965+6.0223e-05i
0.0013395-0.0015218i,-0.00062687-0.0021574i,-0.0015765-0.0028512i,-0.001667-0.0023778i,-0.0011061-0.0018752i,-0.00062018-0.0013438i,-0.00067276-0.00023123i,-0.00040332-0.00010808i,-0.00076409-9.4756e-05i,-0.0006319-0.00078235i,-0.00013163-0.0012899i,-0.0001318-0.0012607i,0.00029421-0.00082915i,0.00034508+5.9157e-05i,0.0002732+0.00075139i,-0.00033907+0.00067646i,-0.00041256-0.00062915i,7.6828e-05-0.0015619i,0.00031958-0.0012397i,2.2672e-05-0.00033364i,-0.00021388+0.00019271i,-8.3676e-05+6.4326e-05i,-0.00015477-0.0002502i
-0.00074379+0.00032377i,-0.0011986-0.0013488i,-0.0014556-0.0017538i,-0.0011142-0.0009855i,0.00033862-0.00084021i,0.0014099-0.00084752i,0.0014822-0.00079654i,0.00086343-0.00060667i,-0.00023688-0.00063488i,-0.00092146-0.00066365i,-0.00078305+3.8522e-05i,-0.00081379+0.00081034i,-0.0012721+0.00092638i,-0.00085419+0.00078856i,-0.00030637+0.0002724i,-0.00021695-0.00068672i,0.00018326-0.00094785i,-2.1073e-05+5.5307e-05i,-0.0003779+0.00057909i,-0.00028131+0.00027664i,-0.00015848+0.00032607i,-5.1266e-05+0.00056095i,-0.00017248+0.0006432i
-0.0015657+0.0029258i,-0.0015744+0.0032647i,-0.00095219+0.0031635i,-0.00017726+0.0010871i,0.00022234-0.0011957i,-9.7691e-05-0.0020548i,-0.00065715-0.0013141i,-0.0014425-4.5971e-05i,-0.0012539+0.00017251i,-0.00067022+0.0001353i,-0.00067952-0.00045679i,-0.0014818-0.00052423i,-0.0015575-4.8878e-05i,-0.00026074+0.00060631i,0.00062901+0.00054449i,0.0009932-0.00061861i,0.0011283-0.00091032i,0.0012102-0.00015794i,0.00086692+0.00080691i,0.00010044+0.00092191i,1.1719e-06+0.00057275i,-3.8604e-05+0.00035981i,0.0001797+9.1089e-05i
0.0034629-0.0010811i,0.0029167-0.00048958i,0.0012127-0.00078852i,-0.00087331-0.0012631i,-0.0017771-0.001649i,-0.00098304-0.00091631i,0.00072248+0.00035223i,0.0010135+0.0016142i,0.0005771+0.0016058i,0.00055053+0.00073731i,-0.00040984+0.0005572i,-0.0012789+0.0010547i,-0.0010153+0.0011431i,-3.373e-05+0.0012739i,0.00052689+0.00050984i,0.00098354-0.00063109i,0.0012496-0.00055218i,0.00023159-3.9928e-05i,-0.00061123-0.00066584i,7.894e-05-0.0010604i,0.00059984-0.00046705i,0.00067615-0.00014436i,0.00034159-9.5625e-05i
0.00040597+0.00013563i,3.5344e-05-3.4834e-05i,-9.4937e-05-1.9073e-05i,-0.00033912-0.00073038i,-0.00036094-0.0019878i,-0.00012595-0.0015739i,-0.00011886-0.00080153i,-0.00015378-0.0012024i,0.00023166-0.0010156i,0.00070617+0.00035786i,0.0011089+0.00074988i,0.00080693-0.00042862i,9.7208e-05-0.000899i,0.00019029+6.9033e-05i,0.0005764+0.00029851i,0.00057882+0.00021355i,0.00060465+0.00094268i,0.00081183+0.00097499i,0.0008125+0.00064076i,0.00025817-6.1753e-06i,-0.00034327-0.00013214i,-0.0004877+8.0204e-05i,-0.00025478+4.5513e-05i
-0.0025399+0.00063057i,-0.0030891+0.0012163i,-0.0033992+0.0016702i,-0.0036604+0.001549i,-0.0017496+0.00039338i,0.00053829-0.00043118i,0.00090629-0.00036842i,-2.8377e-05-0.00026269i,-9.2714e-05+0.00013264i,6.1928e-05+0.00015161i,-0.00013775-0.00020526i,-1.2413e-05-0.00052294i,0.00024195-0.00059001i,0.00018933+0.00010874i,0.00039064+7.6654e-05i,0.0010195-1.1444e-05i,0.00074909+0.00063212i,0.00035533+0.00084845i,0.00025665+0.00047386i,0.00019368+0.00069762i,9.0861e-05+0.00092085i,-0.00020096+0.0005346i,1.2943e-05+0.0005925i
-0.0013552+0.0012344i,-0.00024444+0.0010337i,0.00016204+0.0020369i,0.0007624+0.001009i,0.0014285+9.1191e-05i,0.0016463-0.00050774i,0.00060841-0.0017093i,-0.00064088-0.0018905i,-0.00071744-0.00080244i,-0.00087668-0.00020948i,-0.0014434-0.0004706i,-0.0019561-0.00051332i,-0.0014365-0.00056358i,0.00015287-4.422e-05i,0.00052816+0.00055215i,-0.0004802+0.0011753i,-0.00057582+0.0012898i,-0.00050338+0.00088113i,-0.00098317+0.00081869i,-0.00047501+0.00042216i,0.00069786-0.00042325i,0.00070119-0.000889i,0.00026667-0.00013652i
0.00058254-0.00078051i,-0.00036503-0.0012311i,-0.0028002-0.0011463i,-0.0036323-0.0015306i,-0.0028762-0.001385i,-0.0011923-0.00014192i,7.6399e-05+0.00049787i,-0.00010561+0.00075673i,-0.00071378+0.00047268i,-0.00048245-0.00036847i,7.097e-05-0.00029341i,0.00097492+0.0011535i,0.0011591+0.0017794i,-4.6726e-06+0.0007127i,-0.00021975+0.00037043i,-0.00039012+0.00037904i,-0.00013065-0.00011902i,0.00048179+0.00010117i,0.0002307+0.00041884i,-0.00010163-0.00023543i,0.0001965-0.00057192i,7.0217e-05-0.00033971i,-5.5891e-05-0.00046085i
0.00087581-0.0026203i,0.0012828-0.0022522i,-0.0007787-0.0015228i,-0.0018132-0.00058823i,-0.00067461-0.00010031i,0.00053679-0.00085343i,0.00032864-0.001869i,-0.00010357-0.0015067i,0.00033649-0.00095076i,0.00069806-0.00064887i,0.00049897-0.00021712i,0.00041132-0.00044303i,7.0363e-05-0.0012741i,-0.00030805-0.0013989i,-0.0002715-0.00076361i,-0.0010558-0.00028853i,-0.0015182-0.00054566i,-0.0012749-0.00046501i,-0.00093053+0.00016861i,-0.00048919-9.3205e-05i,0.00018746-0.00032637i,0.00059035-0.00018354i,0.00091581-9.6771e-05i
-0.00029975-0.0014631i,-0.0005347-0.00035457i,-0.00082719+2.4167e-05i,-0.00089945-0.00098436i,-0.0006312-0.0010827i,-0.0011553-0.00067805i,-0.00055841-0.00055776i,2.8984e-05-0.00063053i,0.00050506-0.00060995i,0.00096093-0.00071995i,0.00054057-0.001212i,8.5501e-05-0.0011801i,0.00020143-0.0010044i,0.00059662-0.001046i,0.00045657-0.00094168i,0.00044452+1.4543e-05i,0.00037616+0.00010834i,-8.2232e-05-0.00022515i,-9.5947e-05+8.3962e-05i,-0.00017723-0.00033925i,-0.00036849-0.0012268i,-8.3859e-05-0.00066963i,0.00020203-0.00014801i
0.0015-0.00074213i,0.0010873-0.00060081i,-0.00066103-0.0021344i,-0.0018644-0.003189i,-0.0021025-0.0021236i,-0.0010523-0.00064389i,0.00025554-0.00036226i,-0.00035348-0.00079546i,-0.00099193-0.0014188i,-0.00084483-0.0015208i,-0.0012584-0.00075274i,-0.0011379+0.00029611i,-0.00045739+0.00037843i,-0.00019741-0.00037379i,-0.00088578-0.00044184i,-0.00094223-0.00053263i,0.0002813-0.0011984i,0.00096382-0.00084038i,0.0012014-0.00023429i,0.001547-0.00030194i,0.00038678+4.849e-05i,-0.0002183+0.00040092i,5.1031e-05+0.00021377i
0.001317+0.0011046i,0.0014626+0.0010741i,0.0011648-0.0005249i,0.00049804-0.0010043i,-0.00072252-0.00089184i,-0.00087964-0.0013982i,-0.00013994-0.0014638i,0.00063455-0.001133i,0.00024955-0.00012271i,-0.00091775+0.00014912i,-0.00135-1.0887e-05i,-0.0010914+0.00093027i,-0.00019295+0.0010506i,9.2839e-05-8.776e-05i,-0.00021183-0.0007801i,0.00015713-0.00095686i,0.00026204-0.00031755i,0.00032189+0.00039407i,0.00092537-0.00019192i,0.00068665-0.0010278i,-0.00024967-0.0010681i,-0.00079751-0.001158i,-0.00041366-0.0014025i
0.00028969-0.0019725i,-0.00054628-0.0028652i,-0.0016014-0.002991i,-0.0024003-0.0019676i,-0.0022575-0.001067i,-0.00046771-7.6817e-05i,0.0007766+5.842e-05i,0.00056962-7.2126e-05i,0.00026435+7.2634e-05i,0.00016174+0.00054367i,0.00013771+0.0008224i,0.0001627+0.00095817i,0.0002313+0.00061952i,0.00018098+0.00025704i,0.00037337+0.00031886i,0.00093848+0.00034159i,0.0014868+0.00051489i,0.0014737+0.00040101i,0.00090247+0.00016495i,0.00018671+0.00010189i,0.00043606+0.00027254i,0.00063646+1.1513e-05i,0.0010499-0.00029158i
-0.0017354+0.00063787i,-0.0007003+0.0017179i,0.00028076+0.0040007i,0.00091183+0.0037995i,0.001694+0.00069827i,0.0019897-0.0011988i,0.0017915-0.0016315i,0.002029-0.00092065i,0.001956+0.00083897i,0.0019542+0.0010633i,0.0015541+0.00036563i,0.00062168+0.00037i,0.0003295+0.00074663i,2.7281e-05+0.00058279i,0.00023279+1.4796e-05i,0.00041581+0.00080213i,0.00023866+0.0015215i,0.00028868+0.00035897i,0.00016203+0.00017875i,-4.9255e-05+0.00067018i,0.00044492+0.00019212i,0.0010852-4.299e-05i,0.00060787+0.00020113i
-0.0014724+0.00033622i,-0.0018402+0.0012848i,-0.0018825+0.0025139i,-0.0017385+0.0019134i,-0.0008012+0.00018891i,-7.9327e-05-0.00083544i,9.288e-05-0.0011188i,-0.00057253-0.0014576i,-0.00078862-0.00099658i,-0.00045587-0.00085127i,-0.0011209-0.00063782i,-0.0012398-0.00021342i,-0.000806+8.2511e-05i,-0.0011056+0.00051269i,-0.0014667+0.00031408i,-0.001103+0.00026117i,-0.00062334+0.0010553i,-0.00076311+0.0011842i,-0.0005705+0.00073852i,3.5744e-05+0.00065313i,0.00037485+0.00040696i,2.8575e-05+0.00011371i,-0.00023345-0.00060793i
0.0011516-0.00022442i,0.00012666-0.00085401i,-0.0013509-0.0013061i,-0.0015092-0.0018934i,-0.00073635-0.00207i,9.8524e-07-0.002262i,-0.00028123-0.0019103i,-0.00030306-0.0011084i,-0.0007343-0.00071334i,-0.0009082-0.00060898i,-0.00069285-0.00014703i,-0.0016175-0.00018987i,-0.0016671-0.00029993i,-0.00077159-0.00051517i,-0.00037833-0.00063594i,8.3617e-05+3.1294e-05i,0.0004564+0.00084016i,0.00032232+0.00059508i,-6.8291e-05+6.5483e-05i,-0.00020141+0.00061491i,0.00013696+0.00043645i,4.1141e-05+2.6747e-05i,-0.00046672-4.1171e-05i
0.00042228+0.00078401i,0.0009208+0.00093894i,0.001611+0.00048885i,0.00076649-0.00064757i,0.001135-0.0012297i,0.0015116-0.00075451i,0.00055801-0.00060776i,-0.00085822-0.00046784i,-0.0013151-0.00027184i,-0.00084733-0.0001294i,0.00010937-0.00024777i,0.0003734-0.00010451i,8.9251e-05-0.00017223i,0.00014562-0.00024851i,-0.00031849+0.00030499i,-0.00094651+0.0006876i,-0.00067719+0.00062578i,0.00027308+0.00018318i,0.001244-0.00013258i,0.0011411-0.00010522i,0.00022664-5.3613e-06i,-0.00057103+0.00020507i,-0.00069489+0.00056047i
0.00054431-0.00026876i,-0.00053417-5.8864e-05i,-0.0022609-0.00075584i,-0.0024852-0.0013191i,-0.001427-0.0012108i,-0.00028742-0.00059653i,0.00056466-0.00023969i,0.00037203+6.0238e-05i,-1.218e-05+2.8263e-05i,0.00041053-0.00061236i,0.00047255-0.00024757i,7.3371e-05+7.9761e-05i,9.2465e-05+5.21e-05i,0.00018589+0.00089166i,-0.00025421+0.00056376i,-0.00041256-0.00011284i,-0.00017048-0.0002737i,-7.2409e-05-0.00096094i,0.00059439-0.00091474i,0.00026347-0.00010141i,-5.8998e-05+6.7872e-05i,0.00013868-8.1615e-05i,-2.4659e-05+0.00017936i
0.00031597+0.0016301i,0.00040485+0.0010615i,0.0010486+0.0006798i,0.0013044+0.00069324i,0.00018199-4.5439e-05i,-0.00018311-0.0001022i,0.00042717+2.755e-05i,0.00065072-0.00024594i,0.00098116-0.00082636i,0.0011933-0.00052195i,0.00042656-0.00085163i,-0.0006804-0.0012371i,-0.00024238-0.00051968i,0.00015137+0.00031925i,-0.0003267-0.0002077i,-6.5431e-05-0.00060707i,0.00012979-0.00010922i,0.00014955+7.0944e-05i,0.00049929+8.3834e-05i,6.8209e-05+0.0005082i,-9.3188e-05+0.00067741i,-0.000154+0.00041693i,0.000254+0.00047388i
0.0025889-0.00041638i,0.0015056-0.00090014i,-0.00014087-0.0019779i,-0.0016155-0.0033918i,-0.0013169-0.0028418i,-0.00031492-0.0014393i,-0.00022365-0.00074241i,-0.00082777-0.00026789i,-0.00082732-7.8607e-05i,-0.00093425+0.00023892i,-0.00096124+0.00016111i,-0.00075987+0.00036908i,-0.00040484+0.00032225i,0.00013426+0.00034302i,0.00033239+0.00060348i,0.00058502-5.5685e-05i,0.00088351-0.0010677i,0.00089514-0.0013573i,0.001028-0.00059852i,0.0012753+0.00023383i,0.0010672-0.00043132i,0.00036549-0.0011759i,-0.00040245-0.00073983i
-0.0013026-0.0015112i,0.00019174-0.0013343i,0.0002442-0.00026493i,-0.0011605+0.00064927i,-0.0010187+0.00040789i,-0.00016331-0.00089298i,0.00016709-0.00076554i,0.00028934-4.1309e-05i,-0.00041609-0.00061821i,-0.0011305-5.1812e-05i,-0.00084782+0.0011446i,-0.00029289+0.001197i,0.00041249+0.00067073i,0.00080884+4.9082e-05i,0.00092082+0.00031968i,0.00077434+0.00067191i,0.00051815+0.00042152i,-6.5041e-05+0.00015117i,-0.00032259+0.00014992i,-0.00014357+1.758e-05i,-0.0003032-0.00020999i,-0.00028948-0.00033074i,-0.00054664-0.0002731i
0.00055693+0.0028798i,0.00060833+0.0025951i,-0.00040052+0.0017297i,-0.00049623-7.4854e-05i,0.00050877-0.0014057i,0.00063348-0.0015306i,0.00029704-0.00086015i,-0.00033298-0.00056234i,-0.00081705-0.00038651i,-0.001206+1.0133e-05i,-0.00071277+2.6492e-05i,0.00048067+0.00045973i,0.00057417+0.00082793i,0.00059994+0.0012444i,0.00092697+0.0012048i,0.0010482+0.00083158i,0.00065697+0.00092148i,-0.00036731+0.0004618i,-1.464e-05-0.00022252i,0.00037762-6.1917e-05i,-0.00031303+0.00032171i,-0.0006119+0.00044263i,-0.00095886-3.0863e-05i
-0.00042162-0.000716i,-0.0020814-0.0006358i,-0.0017015-0.00069538i,-0.0011434-0.0021262i,-0.0012856-0.003143i,-0.0010784-0.0025232i,-0.00045201-0.0015775i,-4.3658e-05-0.0011959i,0.00023161-0.00085564i,0.00048035-0.00093231i,0.00026099-0.0010527i,0.00019188-0.00058046i,0.0005187+0.00082601i,0.00016636+0.00093699i,-0.00034382+0.00056404i,-0.00056239+0.0007415i,-0.00050897+0.00066227i,-0.0010262+0.00084174i,-0.0012305+0.00082736i,-0.00017884-0.0002444i,0.00060067-0.00087794i,0.0005925-0.001283i,0.00088741-0.00098143i
0.00051652-0.0015453i,0.00053434-0.0013756i,0.00023504-0.00074332i,-0.00098504+0.00053458i,-0.00090105+0.00050132i,0.000367+4.6066e-05i,0.0003772-0.00078851i,0.00022395-0.0013308i,0.00070418-0.001827i,0.00059555-0.00189i,-0.0007577-0.0012225i,-0.00099043-0.00026733i,-1.9915e-05+0.00020662i,0.00012201+0.00033562i,-0.00055851+0.00058274i,-0.0008929+0.00071971i,-0.00072863+0.00075057i,-0.00030161+0.0007005i,-8.246e-05+0.0007586i,-0.00099897+0.00079278i,-0.00126+0.00080374i,0.00020083+0.00050308i,0.0013152+8.9954e-05i
-0.00071141+0.0014743i,-0.00113+0.0015816i,-0.0016061+0.0018886i,-0.0012998+0.0014085i,-0.0010738+0.000247i,4.275e-05-0.0011368i,0.00070818-0.001773i,0.00015501-0.0014142i,-4.8684e-05-0.00081415i,-8.6351e-05-0.0010541i,-0.0005264-0.00090011i,-0.00088187+0.00045589i,-0.00056425+0.0014819i,-0.00085992+0.0010046i,-0.0013463-0.00023243i,-0.00087908-0.00041539i,-0.00010318-0.00097772i,0.0010796-0.001271i,0.0011593+3.2483e-05i,0.00069023+0.00036825i,0.00066384-0.00027833i,0.00041712-0.0002871i,0.0001755-0.00025102i
-0.00016427+0.0007827i,-0.00094086+0.00088494i,-0.0018338+0.00094275i,-0.0021777+0.00054448i,-0.0018433-0.0013898i,-0.00013776-0.00247i,0.00098689-0.0016025i,0.00033549+7.534e-05i,-0.00034117+0.001031i,6.9158e-06+0.0014596i,0.000639+0.0016865i,0.00065586+0.0011806i,0.00088846+0.00051979i,0.00026852+0.00026008i,-0.00080547-0.00012949i,-0.0012911-0.0005627i,-0.00066837-0.00081948i,0.00088447-0.00010343i,0.0011899+0.00048601i,0.00051921+0.00096328i,-0.00030899+0.0012609i,-0.0012964+0.0011503i,-0.0014262+0.0011995i
0.00028362+0.00081908i,-0.00010889+0.00081524i,-0.00028624+0.0013921i,-5.7896e-07+0.00014245i,-3.7169e-05-0.0016799i,-0.00086774-0.0013995i,-0.00079828-0.00026357i,-0.00041919+0.00048018i,-8.0344e-05+0.00060875i,0.00044362-0.00019164i,-2.6129e-05-0.00092751i,-0.00086535-0.0010223i,-0.00080603-0.00078546i,-0.0011545-0.00056275i,-0.0015838-0.00075963i,-0.00043968-0.00057088i,0.00040607-0.00044183i,0.00013516-0.00060954i,0.00046441-2.2385e-05i,0.00096095+0.00058214i,0.00063516+0.00030849i,9.7027e-05+0.00018259i,0.00014529+0.00018483i
0.00069681-0.0036932i,0.00033082-0.0042347i,-0.00062283-0.0040882i,-0.0019743-0.0034149i,-0.0021205-0.0014802i,-0.00051933+0.00031165i,0.0011346+0.00084037i,0.0011469+0.0008764i,0.00053966+0.00010619i,0.00022136-0.0006341i,-0.00070244-0.00039291i,-0.0014166-0.00016764i,-0.00035266+0.00037837i,0.00071714+0.00071593i,0.00060547-0.00025135i,0.00063454-0.00060765i,0.0005049-6.1949e-05i,0.00038895-4.7348e-05i,-0.00017421+0.00063621i,-0.00078091+0.00088531i,-2.6403e-05+0.00052322i,0.00023646+0.00024799i,-0.00020909-0.00022017i
0.0004943+1.7989e-05i,-0.0001475+0.00085135i,-0.001277+0.0015932i,-0.0024901+0.0016909i,-0.00096383+0.00013665i,0.00055-0.00081537i,0.00045589-0.0013275i,-0.00027169-0.0019i,-0.00092206-0.001675i,-0.00059973-0.00088499i,-0.00040964-0.00016786i,-0.00055722-0.00017627i,-0.00028828-0.00012051i,-0.00013391+0.00062217i,0.00035112+0.00080044i,0.001085+0.00043678i,0.0012032+0.00062059i,0.0006236+0.00054619i,0.00011538+0.00041183i,0.00021214+0.0006725i,-0.0002881+0.00039872i,-0.00027212-0.00021802i,-4.1654e-05-0.00054986i
-0.0018254-0.0017534i,-0.0038083-0.00025833i,-0.0046912-0.00021972i,-0.0033861-0.0012231i,-0.0015983-0.0015792i,-6.0436e-05-0.0014402i,0.00062131-0.0011538i,0.00061742-0.00076945i,-0.00028199+0.00012782i,-0.0013356+0.00099808i,-0.00094583+0.00051437i,7.5478e-05+0.00042567i,0.00026298+0.0010661i,1.3802e-05+0.0011655i,0.00043935+0.0010189i,0.00046527+0.00046761i,0.00076492+6.8618e-05i,0.00090983+0.00017515i,1.0475e-05-0.00044874i,-0.00054302-0.00084481i,-0.00046514-0.00028381i,-0.00061172-0.00024932i,-0.00049906-0.00013989i
-0.0012387-9.7539e-05i,-0.0003549-0.00033223i,0.0004813+0.00024473i,0.0011304+0.00029967i,0.00095585-0.0011956i,0.00031539-0.0024333i,-0.00018253-0.0013363i,-0.00036767-6.297e-05i,-0.00086658+0.00042156i,-0.0010997-0.00011444i,4.3096e-05-0.0010172i,0.00081107-0.00024926i,-1.5705e-05+0.00025674i,-0.000513-0.00043652i,0.00014521+0.00019906i,0.00037865+0.0010741i,-0.00044356+0.0010507i,-0.00057288+0.00065746i,-0.00029041+0.00039357i,-0.00024179+0.00020633i,0.00023879-0.00021548i,0.00027644-0.00051513i,-0.00015349-0.00028933i
0.0037304-0.0011436i,0.0026514-0.0016458i,-0.00019896-0.001925i,-0.0019679-0.0020747i,-0.0016515-0.0020835i,-0.00023752-0.00074156i,-0.00030732+0.00091425i,-0.00077476+0.0013381i,-0.00064062+0.00095792i,-0.00010478+0.00040926i,-0.00079908-6.626e-05i,-0.0012685-0.00030524i,-0.0008811+8.5671e-05i,-0.00087085+0.00038101i,-0.00052792+0.00069222i,-0.00026599+0.00091505i,-0.00050218+0.0010487i,-0.00084911+0.00011614i,-0.00033089-0.00037914i,0.00020876-0.00021189i,0.00039223-0.00057549i,0.00024122-0.0005425i,-0.00040979-0.00047531i
0.0011412-0.0025952i,-0.00089127-0.0030789i,-0.0022747-0.0016647i,-0.0033567-0.00041194i,-0.0033829-0.00051319i,-0.0012295+8.5332e-05i,0.00016527-0.00034331i,0.00018405-0.0013033i,2.5212e-05-0.001284i,-0.00010679-0.00085385i,-0.0009392-0.00019893i,-0.0014723+0.00025895i,-0.00079475-7.5435e-05i,-0.0004892-8.0212e-05i,-0.00075115-5.8975e-05i,-0.0006085-0.00041518i,-0.00056948-0.00039362i,-0.00027482+0.00047314i,-0.0001726+0.00057347i,0.00062836-0.00055764i,0.0014228-0.00075963i,0.00088881-0.00011571i,0.00012487+0.00061484i
-0.0015892-0.00061274i,-0.0018616-0.0012239i,-0.0021373-0.00082134i,-0.0014343-0.0010655i,-0.00047066-0.0019694i,0.00020578-0.0024441i,0.00025988-0.0016811i,0.0001033-0.0010348i,4.0565e-05-0.00022838i,0.00016348-2.9191e-05i,-0.00020913-0.00044179i,-0.0001512-0.00029221i,0.00092308+0.00011096i,0.0005491+0.00039813i,-0.00042289+0.00043283i,-0.00071732+0.0005501i,-0.0001824+0.00055193i,0.00016032+0.0008516i,0.00042522+0.00071523i,0.0007286-0.0004061i,0.00012506-0.00070165i,-0.00027996+0.00015737i,0.00044579+0.00062501i
-0.00017328+4.0898e-05i,-0.00013085-0.00030223i,7.1547e-05-0.0011679i,0.00085019-0.0017239i,0.0008297-0.0010847i,0.00065971-0.0011765i,0.00065652-0.0013944i,6.4903e-05-0.00097378i,-0.00026384-0.00046475i,-0.0005867+0.00019388i,-0.0003539+0.00020855i,0.00067141-8.2765e-05i,0.00097009-0.00021441i,0.00088033-0.00017449i,0.00082437-0.00014599i,0.00055955-0.00057643i,0.00057135-0.00034854i,0.0012059+0.00053915i,0.001384+0.0011238i,0.0006664+0.00099591i,-0.00010974+0.000589i,0.00012258+0.00082581i,0.00054149+0.00047679i
0.00082263+0.00056234i,0.000344+0.00046026i,-0.00024916+0.00026047i,-0.0014862-0.00064701i,-0.001485-0.0012772i,-0.00029302-0.0011878i,0.00045494-0.00049218i,9.3758e-05+0.00013032i,0.00011157+0.00058391i,0.00026578+0.00083831i,6.3897e-05+0.00059885i,-0.00039927+0.00030742i,-0.00038599+0.00031848i,0.00041081+0.00049876i,0.00095876+0.00032446i,0.00047992+0.00037482i,-0.00034026-6.6102e-05i,-0.00058758+0.00014028i,4.0291e-05+0.001001i,-0.00024056+0.0015362i,-0.00082113+0.0010363i,-0.00042678-0.000317i,-0.00013459-0.00085596i
-0.0021855+0.00037753i,-0.0025486+0.00089331i,-0.002656+0.00088304i,-0.0020041+0.0011855i,-0.00094634+0.00048442i,0.00068002-0.00060533i,0.0010203-0.00089265i,0.00031242-0.00077304i,-0.00011637-0.0005163i,-0.00011439-0.00017096i,-0.00047748+0.0006764i,-0.00086022+0.00085233i,-0.00059859+0.00039517i,-0.00060194-0.00025691i,-0.0003833-0.00019124i,-1.5147e-05+0.00012021i,0.00026486+0.00015582i,-0.00055461+0.00078553i,-0.0007431+0.0010665i,-5.7365e-05+0.00061193i,-0.00011263+0.00036405i,-0.00043717+0.00019025i,0.00033687+0.00020735i
-0.0012346-0.00034626i,-0.002673+0.00068939i,-0.0029294+0.0014596i,-0.0018061+0.00079863i,6.5324e-05-0.0010002i,0.00082783-0.0015895i,0.00088712-0.00078939i,0.00094561-0.00048545i,0.00051327-0.00083501i,-0.00056634-0.00018779i,-0.0015955+0.00056819i,-0.0012423+0.0010294i,-0.00058944+0.00068591i,-0.00080776+0.00027118i,-0.00074681+0.00068196i,-0.00015946+0.00089718i,-4.7215e-05+0.00049757i,0.00015802-9.2417e-05i,-2.3945e-05-6.257e-05i,-0.00057418-6.727e-05i,-0.0010654-0.00011999i,-0.0010058-5.6056e-05i,-0.00079156+0.00044373i
