-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
0.0019439-0.000373i,0.0017636-0.00025855i,0.00044511-0.00022493i,-4.0247e-05+0.001121i,0.00010643+0.0023385i,0.00068117+0.0015018i,0.00064125+0.00023446i,0.0010306-0.00063965i,0.0012309-0.00089096i,0.00041402-0.00014539i,0.00025438+0.00057512i,0.00061175+0.00050468i,0.00034426+3.3986e-05i,-0.00038569-1.7965e-05i,-0.00046512-0.00030345i,0.00016108-0.00067301i,0.00017692-0.00050594i,0.00024305-0.00031294i,0.0002155-0.00066601i,0.00035719-0.00053457i,0.00024364+0.00012974i,-0.00057747+0.00021818i,-0.00044841+0.00016886i
0.00045258+0.00071512i,0.0014294+0.00022874i,0.00029482-0.00025035i,-0.00093153+0.0005576i,-8.2905e-05+0.00082965i,0.0010059+0.00064352i,0.00087974+0.00067642i,0.00089341+0.00042658i,0.00057023-0.00021545i,-8.7101e-05-0.00026071i,0.00035126+0.00012975i,0.00070316-0.00010324i,0.00070889-0.00013658i,0.0010655+0.0006311i,0.00059538+0.00043951i,0.00012824-0.00013078i,-0.00038446-0.00013264i,-0.0010858-8.144e-05i,-0.00041054-1.6118e-05i,0.00044226-6.8264e-05i,-0.0001069-0.00012784i,-0.00079045-0.00014338i,-0.00053326-0.00036352i
-0.0039681+0.00021025i,-0.0031665-0.00024921i,-0.0032115-8.5056e-05i,-0.0038477-3.9732e-05i,-0.0026658+0.00084967i,-0.00046596+0.0012892i,0.00064246+0.00050744i,0.0012722+0.00017023i,0.00011201-0.00020104i,-0.00099106-0.00060377i,-0.00058569-0.00010015i,5.3038e-06+0.00038097i,-5.7982e-05-0.00025262i,0.00081304-0.00070185i,0.0016208-3.9397e-05i,0.0004422+0.00056155i,-0.0005017+0.00051303i,-0.00045072-0.00037903i,-9.4045e-05-0.0011883i,0.00034924-0.0010366i,0.00064138-0.00034552i,0.00051561-0.00051544i,7.0518e-05-0.00094379i
-0.0017115-0.0033937i,-0.0025557-0.0023302i,-0.0039944-0.0010417i,-0.0034315-0.0002531i,-0.0017992+3.9291e-06i,-0.00051556+0.00060611i,0.00062001+0.0014235i,0.0014385+0.0014309i,0.0018581+7.3559e-05i,0.0009085-0.00042481i,5.947e-05+0.00052356i,-0.00012423+0.00011146i,-6.664e-05+0.00010899i,0.0005698+0.00035474i,0.001205+0.00034434i,0.00063325-0.00010063i,-0.00028581-0.00042195i,2.6679e-06+0.00025304i,0.0001592+0.00084165i,0.00027461+0.00086967i,-6.7844e-05+0.00050389i,-0.00043983+0.00013394i,0.00023652+0.00015449i
0.0027366+0.00019186i,0.0026267-0.001698i,0.0015213-0.001454i,-8.2102e-05-0.00066839i,-0.00024875-0.0013063i,0.00038592-0.0017959i,-0.00010474-0.0011856i,-0.00021979-0.00020104i,0.00017685-0.00018565i,0.00057075-0.00050846i,0.00099511-0.00025765i,0.0014052-0.00044921i,0.00060848-0.00080315i,-0.00019159-0.0002829i,9.5946e-05-0.00013184i,0.00022751+7.2381e-05i,-3.0377e-05+0.00072444i,-9.2523e-05+0.00032065i,-0.00085668-0.00022632i,-0.0010426-0.00026068i,-0.00060827-0.00062014i,0.00016815-0.00019263i,0.00084061+0.00015789i
-0.00085127+0.0019205i,-0.001301+0.0013993i,-0.0011952-8.2174e-05i,-0.00095153-0.00081448i,-0.00062087-0.00021431i,1.6591e-05+0.0004025i,0.00055388+0.0011014i,0.00092555+0.0014097i,0.00079583+0.0013503i,0.00070899+0.00061349i,0.00072441-1.0067e-05i,0.00077122+0.00056265i,0.00085716+0.00044815i,0.00062254-0.0002965i,0.00020715-0.0009931i,4.7711e-05-0.0014089i,9.6136e-05-0.001032i,-0.00032848-0.00080492i,-0.00055637-0.00028681i,-3.6133e-05-0.00040092i,-0.00011936-0.00080894i,-0.00013027-0.00038679i,0.00035578-0.00011774i
-0.001083-0.0022464i,-0.0011887-0.0021747i,-0.0016027-0.0026633i,-0.0019899-0.0018309i,-0.0017183-0.00072004i,-0.00016404+4.923e-05i,0.00087191+0.00017216i,0.00069845+0.00018631i,0.00012216+0.0004554i,0.00030508-0.00021663i,0.00044956-0.0008579i,0.00058106-0.0003583i,0.00090005-0.00033715i,0.00079243-5.2927e-05i,0.00022666-9.7309e-05i,0.00016729-0.00067888i,0.00039952-0.00041851i,5.3165e-05+0.00027365i,-0.00029004+0.00020827i,-0.00013719-0.0003236i,-0.00053698-9.135e-05i,-0.00074478-0.00044975i,-0.00042806-0.0011815i
0.00045844-0.0011536i,0.00088301+0.00020295i,0.0012901+0.00084561i,0.0014432+0.00024758i,0.00070023-0.00063958i,0.00014818-0.00068703i,-8.0562e-05+0.00094054i,1.006e-05+0.0010807i,-1.1635e-05+0.00026869i,-0.00051931+0.00026209i,-0.00089015+0.00033312i,0.00042097+0.00041996i,0.00098148-8.5851e-05i,0.00025594-0.00064202i,0.00041151-0.00072179i,-9.6578e-05-0.0012825i,-0.00033767-0.0010322i,-0.00014458+3.9003e-05i,-0.00045452-0.00076535i,4.3967e-05-0.0016665i,0.00030802-0.00093074i,0.00028329-0.00053136i,0.00022674-0.000607i
-0.0006449-0.00032009i,-0.00058959-0.0020741i,-0.00069816-0.0032027i,0.00039822-0.0019883i,0.00096262+0.00031865i,0.0011105+9.629e-05i,0.00077817-0.00059495i,0.0003232-0.00013394i,3.0452e-06+0.00015213i,0.00022384+0.00043507i,0.00022979+0.00022276i,0.00013764-3.4363e-05i,-5.1565e-05+0.00037571i,0.00011266-0.00010947i,0.00090647-0.00085339i,0.0003888-0.0005966i,-0.00013371-0.00012864i,-0.00013521+0.0001991i,-0.00076547+0.00048858i,-0.00096881-3.1557e-05i,-0.00023911-0.00026004i,-0.00012743-6.4085e-05i,-0.00053068-0.0004549i
-0.0034241+0.00062726i,-0.0038178+0.001118i,-0.0023388+0.0022768i,-0.00051655+0.0027345i,0.00028777+0.0015423i,-8.2388e-05-0.00028903i,0.00022708-0.00044727i,0.00064984-0.00036601i,-0.00023883-0.00029686i,-0.00052934+0.00034511i,-0.00046845+0.00035398i,-0.00084547+0.00029228i,-0.00099156-0.00034904i,-0.00063288-0.00014709i,-0.0003588+0.00039768i,0.00021741+0.00010137i,6.3408e-05-0.0004064i,-0.00038472-0.00061874i,3.521e-05-0.00035928i,0.0004429+0.0002718i,-0.0002226+0.000963i,-0.00092422+0.0011747i,-0.0004757-0.00017736i
0.0020068+0.00046687i,0.0025226+0.00070728i,0.0010365-0.00015228i,-9.3063e-05-0.00048988i,-0.0012285-0.0002591i,-0.0011045+0.00023364i,0.00064819+0.00070171i,0.0012068+0.00056764i,0.00069411-0.00017599i,0.00019763-0.00084076i,0.00027543-0.00038682i,0.00070784+0.00058269i,0.00057573+0.0004334i,0.00038802-0.00049135i,-8.4762e-05-0.00021728i,0.00025993+0.00034505i,0.0011746+0.00047571i,0.00050801+0.00065489i,-0.00047831+0.00035963i,-0.00046679+0.00051277i,0.00013703+8.9164e-05i,0.00074302-0.00036472i,0.001128+0.00013613i
-0.00078162+0.002713i,0.00086294+0.0013994i,0.0021045+0.0005318i,0.0010698+0.00017711i,-0.00055831-0.00014346i,-0.00033345+3.3824e-05i,0.00034567+0.00049295i,0.00014439+0.00040962i,6.0028e-05-2.038e-07i,0.00010777-0.00037462i,-0.00025957-0.00019952i,-0.00038055+0.00041682i,-5.5619e-06+0.00022619i,0.00025562-0.0008132i,-6.9546e-05-0.0010742i,-0.0007186-0.0004608i,-0.00020081-0.00026637i,0.00042034-0.00020704i,-1.7157e-05-0.00016594i,-0.00048847+7.3929e-05i,-9.2941e-05+1.5362e-05i,0.00024078+0.00019735i,0.00026681-0.00035637i
-0.0011617-0.0026854i,-0.0010557-0.0035963i,-0.00093206-0.002871i,-0.00161-0.0013927i,-0.0013753-0.000604i,-9.0119e-05+2.3376e-05i,0.00022002+0.00091998i,0.0003148+0.0011282i,0.00084671+0.00054928i,0.0005522+0.00016364i,0.00040751+0.00030633i,0.00029175+0.00052211i,-0.00019227+0.00018054i,0.00029794-0.00012576i,0.00075871+0.00010034i,6.4163e-05+0.00018571i,6.9838e-05+0.0006299i,0.00039472+0.00092263i,0.00075362+0.00088765i,0.00048376+0.0003279i,-0.00035691-0.00036684i,0.00036407-0.00043425i,0.00071908+0.00034098i
0.00067999+8.048e-05i,-0.00062277+7.5862e-05i,-0.0019919+0.00065908i,-0.0014893+0.0011114i,0.00016614+0.00099059i,0.0005597+0.0011646i,0.00031527+0.0014i,0.00045845+0.0014309i,7.7595e-05+0.00051482i,3.183e-05-4.0819e-05i,0.00047589+0.00094184i,-0.00011819+0.0011531i,-0.00046985+0.00042953i,-0.00027048+0.00011956i,-8.2493e-05-3.3541e-05i,0.00011181+0.00019133i,0.0001425+0.00056207i,0.00013197+0.00043608i,3.9516e-05+0.00023821i,-0.00047303+4.4755e-05i,-0.00075261-0.00045263i,-0.00038461-0.00023733i,-1.8905e-07+0.00062269i
-0.00085825+5.6816e-05i,-0.00068705-0.0013472i,-0.0020906-0.0016755i,-0.0026247-0.0011985i,-0.00072607+3.2088e-05i,0.0014361+0.00053528i,0.0011192+0.00010237i,0.00025076+0.00010868i,-0.00014427+0.00051179i,5.4049e-05+0.00062906i,0.0005562+0.00067462i,0.00046279+0.0012487i,0.00025517+0.001119i,-0.00020366+0.00043188i,-8.9627e-05-0.00011594i,-0.00029457-0.00046033i,-0.0010516-0.00024234i,-0.0014495-0.00044697i,-0.0011287-0.00074865i,-0.0002665-0.00045546i,0.00015623-0.00026773i,0.00046128-6.8276e-06i,0.00033004+0.00071552i
0.0012884-0.0026778i,0.00051562-0.0033444i,-0.00033335-0.0031276i,-0.00058241-0.001682i,-0.00037629-5.3217e-05i,-0.00069246+0.0011626i,-0.00072569+0.0010075i,0.00079962+0.0010723i,0.0010656+0.0007844i,0.00033101-5.3394e-05i,0.00050211+0.00028899i,0.0010735+0.00036547i,0.00082212+0.00022622i,0.00031189-2.0458e-05i,-5.2516e-05+0.00029289i,-0.00048308+0.00028971i,-0.00101-0.0001661i,-0.0010038-0.00034283i,-0.00027384-4.3726e-05i,0.00016855+0.00054696i,0.00053952+0.0005703i,0.00055538+0.00059615i,0.00067232+0.0003878i
0.0027114-2.8749e-05i,0.0028243-0.00039257i,0.0027672-0.0010978i,0.0018635-0.001582i,0.00043781-0.00046273i,3.1862e-05+0.00092044i,0.00054065+0.0015164i,0.0009303+0.0013492i,0.00055112+0.00018897i,-0.00011631-0.00018335i,-0.0002436+0.00012415i,0.00071985-9.4011e-05i,0.00049015+1.4047e-05i,-0.00075011-6.1428e-05i,-0.0010454-0.00020444i,-0.00059111-0.00016979i,-0.00041961+0.00061328i,-0.00069202+0.00079109i,-0.00058645-2.5296e-05i,0.00013005-0.00087867i,0.00056232-0.00055007i,0.00055682+0.00012906i,0.00037006+0.00016123i
-0.0012972+0.002239i,-0.0011672+0.0026515i,-0.0015293+0.0025564i,-0.0011962+0.0020044i,-0.0017992+0.0013979i,-0.0015563+0.0012859i,0.00030375+0.0013948i,0.00074526+0.0012811i,0.00023629+0.00096245i,0.00064171+0.00064903i,0.0016163+0.00085216i,0.0007206+0.00089856i,-9.922e-05+0.00059882i,5.572e-05+3.8113e-05i,-0.00047439-0.00024161i,-0.00031041-0.00038981i,5.5513e-05-0.00052675i,0.00014173-0.000461i,-0.00031111+0.0001279i,-0.0010059+2.4069e-05i,-0.0013384-0.00057892i,-0.0011081-0.00050374i,-0.00028956+0.00040663i
-0.00089082-0.00078245i,-0.00023305+2.1814e-05i,-0.00029079+0.00053557i,0.00036788-9.8356e-05i,0.00023854-0.00068932i,5.7421e-05+0.00025803i,0.00033193+0.001518i,0.00015293+0.0016334i,0.00092676+0.0010146i,0.00097132+0.00025167i,2.5455e-06-0.00082631i,-0.0001516-0.0008878i,0.00040497-0.00013343i,0.0006212-9.284e-05i,0.0003951-0.00027555i,0.00057398+0.00016765i,0.00079767+0.00030739i,0.00036348+0.00046384i,-3.8228e-05+0.00061857i,0.00024634+0.00088431i,0.00022054+0.0006376i,-9.1102e-05+0.00050771i,-0.00054481+0.00058379i
-0.00059327-0.000975i,-0.0013799-7.7529e-05i,-0.001457+0.00038176i,-0.00034341+0.00075321i,0.00085127+0.00073302i,0.0012821-0.00038359i,0.00066881-0.0011747i,0.00057101-0.00088747i,0.0010024-0.00028909i,0.0014701-0.00011647i,0.0011038+1.2184e-05i,0.00096398+0.0004019i,0.00089584+0.00019513i,0.0004379-0.00066421i,0.00033074-0.00050834i,0.0003366+0.00040682i,-0.00042909+0.0010475i,-0.00064093+0.00026679i,-4.5405e-05-0.00068166i,0.00030913-0.00042733i,0.00063175+0.00038576i,0.001042+0.0011434i,0.00070893+0.00035816i
-0.0014153+0.0034705i,-0.0020996+0.0017324i,-0.001019+0.00029092i,-0.0004034-0.0004648i,-0.00049543-0.00046297i,0.00031608-0.00034508i,-2.8585e-05-0.00047421i,-0.0010176+0.00053522i,-0.001036+0.0016285i,-0.00038055+0.0018098i,8.4214e-05+0.0014666i,0.00026197+0.0009444i,0.00073831+0.00023518i,0.0014212-0.00083789i,0.0015671-0.00061518i,0.00087215+0.00051343i,0.00061376+0.00056322i,0.00063504-0.0001946i,1.9231e-05-0.00022217i,-3.1295e-05-0.00049369i,0.00027735-0.00037222i,5.8061e-05+0.00024959i,-0.00062271+0.00020373i
-0.001428+5.4301e-05i,-0.0013916-0.00014356i,-0.00048432+0.00077518i,0.00026613+0.00050766i,0.00089401-2.6226e-05i,0.0006209-3.8951e-05i,0.00012337+0.00048673i,-0.00035532+0.00032367i,-0.00044218+0.00013026i,-0.00060468+0.00092582i,-0.00017947+0.0005582i,0.00010903+2.0538e-05i,-0.00026381+0.00011259i,-0.00026449-0.00020866i,-5.0027e-05-0.000443i,5.6982e-05-0.00012229i,-0.00037723+2.9892e-05i,-4.1896e-05-0.00043367i,0.00049841-3.9314e-05i,-0.00022473+0.00087524i,-0.00088163+0.0014365i,-0.00095995+0.00075035i,-0.00046942+0.00020064i
-0.0010706-0.0017525i,-0.000922-0.0017929i,-0.00094602-0.00024588i,-0.00024612+0.0015546i,0.001692+0.0022109i,0.0028491+0.0015636i,0.0025654+0.00065034i,0.0021543-0.00024814i,0.00019687+3.8433e-05i,-0.00074988+0.0014159i,0.00010937+0.0017458i,0.00064965+0.00071415i,0.0013585+0.00040924i,0.0017967+0.00081661i,0.0018052+0.00065036i,0.0011742-0.000246i,0.00054191-0.0004045i,0.00047667+8.6046e-05i,2.2986e-05+0.00016581i,-0.00041096+0.00021366i,-0.00068069+0.000698i,-0.00037943+0.0010566i,-0.00018097+0.00046216i
-0.0082349+0.0018458i,-0.010255+0.0039489i,-0.009064+0.0091583i,-0.0034332+0.0086137i,0.0011835+0.0057002i,0.0026069+0.0020862i,0.00053551-0.00032219i,-0.00082981-0.00044343i,-0.0011323+0.00025413i,-0.0005169+0.0014665i,0.0011692+0.0020928i,0.0019873+0.00066538i,0.0026042-0.00057789i,0.0033482-0.00070177i,0.0037445-0.00077596i,0.0025901-0.00057045i,0.00025689-2.8638e-05i,-0.00048416-0.00045041i,-0.0010391-0.0012503i,-0.002176-0.0011784i,-0.0018661+9.7527e-07i,-0.0010078+0.00040567i,-6.5784e-05-4.1983e-05i
0.0035404-0.00041689i,0.0040012-0.001466i,0.002907-0.0040938i,0.0015013-0.0035204i,-0.0002384-0.0010314i,-0.0015544+0.0018615i,-0.0013038+0.0025465i,0.00048453+0.0014841i,0.0011184+0.00010789i,-0.00024537-0.0011796i,-0.001116-0.0013275i,-0.00040424-0.0005603i,-0.00049566+0.00073526i,-0.0020504+0.0016198i,-0.0021191+0.0018455i,-0.0017824+0.00096724i,-0.0013718+0.00027786i,-0.0010225+0.00075403i,-0.00032853+0.00096027i,0.00081065+0.00023547i,0.00062352-6.8453e-06i,0.00034519-7.8297e-05i,0.00033584-0.00069825i
0.0020918+1.7301e-09i,0.0021472-0.0008482i,0.0012048-0.0019141i,2.1339e-05-0.0013717i,0.00017584-0.00052671i,0.00083509+0.00017904i,0.0012125+0.00038054i,0.001104+0.00022036i,0.00089583-0.00039138i,0.00056238-0.00075228i,0.00023252-0.0006255i,0.00031789-0.00039925i,0.00027081-0.00015821i,0.00036191+0.00016894i,0.00046488+0.00046031i,0.00050208-4.7054e-05i,0.0011769-5.8076e-05i,0.0015121+0.00015885i,0.00024736-0.00020018i,-0.00040997-0.00010378i,-0.00011759+0.00030438i,0.00012355+0.00019462i,0.0002427-0.00017284i
-0.00037901+0.0018142i,0.00030642+0.00060089i,-0.0009848-0.00031712i,-0.0021768-0.00052646i,-0.0015029+0.00060368i,-0.0011983+0.001814i,-5.3066e-05+0.0026048i,0.00059919+0.0020626i,0.00044991+0.0011108i,0.00020796+0.00028431i,3.2149e-05+0.00035662i,1.4823e-05+0.0010205i,-0.00052954+0.0009507i,-0.00050297+2.6511e-05i,7.2784e-07-0.00030594i,9.9695e-05-0.00039396i,0.00042864-0.00079953i,0.00032489-0.00072961i,-0.0002453+0.00023783i,-0.00023596+0.00017901i,-2.7447e-05-0.00034046i,-0.00038982-0.00013785i,-0.00081738-0.00030784i
0.0013039-0.00014871i,0.0013867-0.00084019i,0.0013574-0.0023531i,0.00066257-0.0021813i,-0.00093683-0.0014474i,-0.0016236-5.154e-05i,-0.00063635+0.00090486i,0.00098606+0.00045602i,0.0014585+0.00025745i,0.0010642+0.00091322i,0.00054324+0.00095539i,-2.0749e-05+0.00067421i,-0.0005299+0.00024049i,-0.00093084-0.00011911i,-0.00092605-0.00011885i,-0.00048247+0.0001649i,-0.00024247+0.00066914i,-1.5384e-05+0.00041376i,0.00026387-7.1423e-05i,0.00010381+0.00015264i,0.00011007+0.00041098i,0.00049573+4.0254e-06i,0.0003472+5.7019e-06i
0.00079288-0.00064376i,-6.4877e-05-0.0020547i,-0.00079366-0.0027963i,-0.00086764-0.001882i,-0.0010433-0.00063008i,-0.00049429-2.893e-05i,-4.9359e-05+4.7456e-05i,-0.00021367+0.00011036i,-0.00029837+0.00013208i,-0.00010921+0.0002354i,-0.00012079+0.00036646i,1.7385e-05+0.00091631i,4.7735e-05+0.00069664i,0.00021712+9.3164e-05i,0.00039596+0.00048283i,-3.4163e-06+0.00017476i,-0.00027029-0.0006678i,-0.00038435-0.000923i,2.3454e-05-0.00045906i,0.00041729-0.00040669i,0.00043366-0.00063296i,-0.00018409-0.00086073i,-0.00035205-0.00077511i
-0.00065641-0.00054758i,0.00092195-0.0016483i,0.00059669-0.0026436i,-0.00076365-0.0019513i,-0.00028561+0.00011022i,0.00079907+0.0014977i,0.0012071+0.0012938i,0.00061355+0.00057069i,-0.00022586-0.0002478i,-0.0004913+1.829e-05i,-0.00050864+0.00038168i,-0.0004495+0.00041156i,-0.00034592+0.00067476i,0.00034973+0.0009958i,0.00080269+0.001036i,0.00051101+0.00049663i,0.00010015+0.00027349i,-0.00054229+0.00066071i,-0.00074628+0.00056486i,-0.00018552+0.00012675i,-0.00025375+0.00052538i,-0.0002727+0.00094488i,-0.00039783+0.00050129i
0.00044976-0.00068189i,0.00048244+1.0144e-06i,-0.00065191+0.00034656i,-0.0014492+0.00039088i,-0.0013691+0.00066045i,-0.00025523+0.0016142i,0.0011585+0.0018939i,0.0012937+0.0010135i,0.00073208-6.2801e-06i,4.9354e-05-0.00043411i,-0.00036605+9.1804e-05i,-0.00072532+0.0005003i,-8.6412e-05+0.00042072i,0.00082944+0.00052955i,0.00085434+0.00031434i,0.00029257-0.00020074i,0.00034823-0.00016484i,0.00044045+0.00043132i,0.00015842+0.00011917i,-0.00021501-0.00097293i,-0.00013393-0.00072331i,-0.00028517+0.00034925i,-0.00065156+0.0004754i
0.0020247+0.00075149i,0.00087754+0.00068449i,0.00025607-0.0010281i,0.00013718-0.00083716i,-0.00020506+0.00041123i,0.00045622+0.001091i,0.00081339+0.00098739i,0.0013057+0.00070439i,0.0012923+0.00022105i,-0.00020651-5.6168e-05i,-0.00071555+0.00080541i,-0.00031922+0.0017655i,0.00020016+0.0012708i,0.00048925+0.00051502i,-0.00010042+0.00034491i,-3.0382e-05+0.00014968i,0.00045975+0.00023593i,0.00076748+7.8505e-06i,0.00068491-0.00049348i,-0.00074564-0.00070798i,-0.0012277-0.00086487i,-7.5431e-05-0.00039426i,0.00038536-3.1071e-05i
-0.0016742-0.0013314i,-0.0023248-0.00093364i,-0.0016713-0.001428i,-0.00092595-0.0010575i,-0.0013803-7.0186e-05i,-0.00057608+0.00047946i,0.00089794+0.00070185i,0.001372+0.00054868i,0.0010557+0.00025598i,1.0397e-05+0.00028483i,-0.00050529+0.000489i,6.7446e-06+0.00085007i,0.00011931+0.00018243i,-0.00074006-0.00020863i,-0.00096487-5.0218e-05i,-0.00080202-0.00064394i,-0.00012191-0.00055022i,0.00030955-3.0985e-05i,0.0004923-1.972e-05i,5.2707e-05-0.00034654i,-0.00053337-0.00039862i,-0.00020032+8.9099e-05i,0.00046189-7.7276e-05i
0.0024195-0.002455i,0.0014958-0.0027235i,-0.00048095-0.0030143i,-0.001332-0.0016596i,-0.0010074-0.00052679i,-0.0010514+0.00012216i,-0.00073208+0.00050319i,5.9435e-05-0.00029799i,0.00048003-0.001099i,0.00017817-0.00097383i,0.00045279+9.2927e-05i,-0.00020735+0.00098735i,-0.0010777+0.00058682i,-0.00052687+0.00039507i,-0.00036677+0.001141i,-0.00043398+0.0010337i,-4.4619e-05+0.0003164i,0.00029518-0.00048464i,0.00046525-0.00045674i,2.2226e-05-0.00015941i,0.00014482-0.0003184i,0.00023815-0.00013741i,-2.0957e-05+5.9424e-05i
0.0026368+0.00093173i,0.0021503+0.00063114i,0.0022812-0.0009016i,0.0011279-0.0010641i,0.0001882-0.00021261i,-0.00055863+0.0010924i,-0.00022143+0.0018017i,0.00099122+0.0012494i,0.00047797+0.00026559i,-0.000628-0.00015972i,-0.00079648+0.0003172i,-0.0010084+0.00073618i,-0.0011086+0.00059226i,-0.00098666+0.00035863i,-0.00053123+0.00044135i,-0.00088216+0.0015182i,-0.0012073+0.0016324i,-0.00093259+0.00052903i,-6.3905e-05-0.00016387i,0.0011185+0.00031279i,0.00068766+0.00047925i,-0.00034327-0.00068534i,-0.0002723-0.0009172i
-0.002173-0.00038559i,-0.00266-0.00081061i,-0.0017463-0.0014215i,-0.001166-0.00086742i,-0.00053756+0.00056612i,0.00023624+0.00045998i,0.00041161-0.00016929i,0.00016797-0.00065025i,7.8513e-05-0.00098158i,2.3391e-05+6.4689e-05i,9.9407e-05+0.00061299i,1.6245e-05+0.00071511i,-0.00012065+0.00089798i,-6.373e-07+0.00081251i,0.00032301+0.00035633i,0.00072116-2.6651e-05i,0.00068298-3.1229e-06i,8.2399e-05+0.00015167i,-4.022e-05+0.00057367i,0.00017717+0.00033882i,-0.00043266+7.3259e-05i,-0.00087196+0.00073163i,-0.00092813+0.00093021i
0.001557-0.0014534i,0.0012029-0.0023131i,-4.7086e-05-0.0029132i,-0.00056402-0.0025115i,-0.00043676-0.0010426i,-5.7069e-06+0.00063739i,-0.00029615+0.0014819i,-8.311e-05+0.00086704i,0.00033493-0.00010845i,-0.0001065+0.00016125i,-0.00094204+0.00091115i,-0.00113+0.0010374i,-0.00083282+0.0010041i,-0.00014937+0.00080281i,0.00031068+0.00031958i,0.00055463+0.00024904i,0.00060243+0.00038017i,0.00038121+0.00078826i,8.2675e-05+0.00065139i,0.00016609+0.0003341i,0.00049074+0.00012064i,0.00078426+0.00019718i,0.0010526+0.00022816i
-0.0011775-0.0016623i,-0.001189-0.0019983i,-0.0019567-0.000487i,-0.00095618+0.00034005i,0.0010637+0.00077899i,0.0017657+0.0010087i,0.0023315+0.00086083i,0.0010775+0.00018263i,-0.00056334-0.0007556i,-0.00077387-0.00056531i,-0.00061416+7.1995e-05i,0.00024225+0.00044001i,0.00051582+0.0010176i,0.00042917+0.00087502i,0.00065251+0.00027635i,0.00066111+0.00014363i,0.00038696-0.00056271i,4.3229e-05-0.00054081i,0.00024068-0.00063849i,8.8349e-05-0.00056846i,-0.00040742-0.00021956i,-5.2419e-05-0.00034679i,0.00038716+0.00040196i
0.0024353+0.0024419i,0.0020715+0.0015573i,0.001002+0.00022332i,-0.00023477+0.0001826i,-0.00047989+0.00088155i,-0.0008878+0.0013686i,0.00010732+0.0015912i,0.00088916+0.00025314i,0.00040743-0.00072406i,-4.4006e-05-0.00080894i,0.00024396+0.00043896i,0.00093467+0.0018921i,0.00040742+0.0016179i,-0.00077584+0.00087572i,-0.0012819+0.00019373i,-0.00047403+5.0306e-05i,0.00068558+7.8984e-05i,0.00061662+0.00027799i,0.000126+0.00046633i,0.00016644-0.00022247i,-4.7097e-05-0.0010725i,-0.00012112-0.00074994i,0.00024923+8.9701e-05i
0.00047214-0.00041322i,0.0015725-0.00077523i,0.0013905-0.001095i,0.00075192-0.0014775i,-0.0001544-0.00062278i,-0.0004063+0.00068719i,-0.00022159+0.00081615i,0.00051563+0.00014523i,0.00089897-0.00047318i,-0.00014977-0.00024073i,-0.00034689-0.00029986i,-4.8429e-05-0.00038297i,-0.00041197+0.00036982i,-0.00050595+0.00038041i,-8.5607e-05+0.00037895i,0.00021472+7.1308e-05i,0.00035634-0.00097281i,0.0006209-0.00053825i,0.0003662+2.0052e-05i,-0.0004116+8.1345e-05i,-0.00043663+0.0006978i,0.00029775+0.0009605i,0.00059262-1.6569e-06i
0.0024955-0.0028973i,0.0012281-0.003593i,-0.00088822-0.003881i,-0.0011214-0.0027763i,-0.0003701-0.0010925i,0.00067277+0.00069011i,0.001342+0.00094406i,0.00091595+0.00039333i,3.0453e-05-0.00043735i,-0.00071226-0.00098595i,-0.00041703-0.00071526i,0.00016265-0.00036269i,0.00013941+2.3705e-05i,-0.00017644-0.00015307i,-0.00043183-0.00014514i,0.00047395+0.00053103i,0.00067921+0.00032315i,0.00040641-0.00049346i,0.00082252-0.00082155i,0.00058807-0.00053372i,0.0001844-0.00026062i,-0.00050324-0.00053241i,-0.0011448-0.0008097i
0.0013184+0.0045425i,0.0014323+0.0051908i,0.0012116+0.0021407i,0.00059287-0.00054408i,-0.00093404-0.00099009i,-0.00082513+0.00049543i,5.4412e-05+0.0017698i,0.0006527+0.0011518i,0.00084864-0.00019594i,0.00027273-0.00013499i,-0.00081222+0.00029385i,-0.0013512-0.00016118i,-0.0012138-0.00079502i,-0.0014135-0.0012245i,-0.0014515-0.00079901i,-0.00083692+2.2345e-05i,-0.00032656+0.00041068i,-0.00032467+0.00019474i,-0.00035876-8.8691e-06i,-0.00022316+0.00018302i,-0.00027635+0.00046061i,-0.00029909+0.00030757i,-0.00015282-0.00018451i
