-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
0.76349-0.35614i,0.71278-0.92735i,0.32394-1.1318i,0.035352-0.72363i,0.12589-0.27479i,0.26635-0.13851i,0.19797-0.093898i,0.088515+0.0056055i,0.08138+0.086477i,0.11249+0.060584i,0.088045-0.013902i,0.048979-0.042501i,0.041252-0.048767i,0.021543-0.045954i,0.0056193-0.019479i,0.019749-0.0067531i,0.029623-0.022591i,0.013605-0.03268i,-0.0093431-0.019437i,-0.017137+0.00083004i,-0.017435+0.011097i,-0.012784+0.017421i,0.005987+0.018478i
-0.63708+0.48118i,-0.67399+0.6147i,-0.4207+0.53761i,-0.13823+0.24553i,-0.090281-0.0049435i,-0.1158-0.057659i,-0.042154-0.03324i,0.025715-0.04065i,0.031183-0.047681i,0.012179-0.029891i,-0.0049423-0.0052047i,-0.010828-0.0032542i,-0.021536-0.021328i,-0.034205-0.022373i,-0.035932-0.011292i,-0.038586-0.001791i,-0.037173+0.014549i,-0.01701+0.02313i,0.0011569+0.003908i,0.00083502-0.019941i,-0.0047772-0.022791i,-0.0072014-0.013495i,-0.0074291-0.0036627i
-0.3352+0.012549i,-0.27981+0.47847i,-0.018149+0.65794i,0.16149+0.38083i,0.086681+0.18938i,-0.0021681+0.27216i,0.0085598+0.27826i,-0.013422+0.14612i,-0.077793+0.062701i,-0.09394+0.064702i,-0.051965+0.080138i,-0.0096189+0.080235i,0.010441+0.073717i,0.019587+0.049656i,0.011165+0.027232i,-0.00022987+0.036407i,0.0080068+0.053432i,0.027983+0.051301i,0.036073+0.030394i,0.027097+0.011601i,0.024459+0.00047457i,0.019914-0.015515i,-0.0063471-0.018333i
0.3943+0.16685i,0.25287+0.22456i,0.055191+0.22811i,-0.021359+0.15789i,-0.03299+0.018606i,-0.089718-0.066195i,-0.14907-0.017734i,-0.12601+0.084031i,-0.022864+0.13227i,0.055397+0.095364i,0.058779+0.052406i,0.053713+0.048191i,0.061222+0.036202i,0.044958+0.012804i,0.015653+0.0075118i,0.0025262+0.0083698i,0.0048484+0.0017064i,0.01058-0.0065999i,0.015604-0.01148i,0.0165-0.0094005i,0.0065629-0.0023503i,-0.0093259+0.0054334i,-0.020926+0.0078593i
-0.39321+0.1236i,-0.41643-0.060005i,-0.27109-0.071135i,-0.10346+0.044664i,-0.061891+0.0073839i,-0.12168-0.12362i,-0.15636-0.1867i,-0.14726-0.19026i,-0.12906-0.14778i,-0.08592-0.081571i,-0.041263-0.035647i,-0.02061-0.012899i,-0.011659-0.0054674i,0.0001942-0.0093218i,0.0086298-0.02763i,-0.0065319-0.046987i,-0.03744-0.04109i,-0.051264-0.013759i,-0.035741+0.0053225i,-0.015656+0.0036477i,-0.012018+0.0011411i,-0.0084786+0.0074005i,0.0060302+0.0054928i
-0.32651-0.75322i,-0.41911-0.8627i,-0.36289-0.62789i,-0.13963-0.25449i,0.057483-0.034888i,0.050015+0.034865i,-0.057965+0.058774i,-0.11656+0.035974i,-0.12726+0.0053742i,-0.11758+0.0069345i,-0.10029+0.022873i,-0.084653+0.043299i,-0.059229+0.048366i,-0.033794+0.024297i,-0.020781-0.0084573i,-0.01731-0.026329i,-0.020448-0.021508i,-0.022522+0.00094437i,-0.01377+0.022468i,0.0011239+0.02416i,0.011367+0.012621i,0.017493+0.0041057i,0.0211+0.0033546i
0.63269+0.016101i,0.521-0.041192i,0.14736-0.060915i,-0.10578-0.0022083i,-0.096706+0.015382i,-0.0083151-0.030725i,0.09479-0.039087i,0.18104-0.052722i,0.15305-0.087872i,0.072119-0.077728i,0.025359-0.0545i,-0.014944-0.038383i,-0.04741+0.0017966i,-0.050338+0.039401i,-0.035061+0.040079i,-0.015833+0.016295i,0.00019176-0.0072542i,0.010155-0.01929i,0.011701-0.020336i,0.008325-0.014462i,0.0028848-0.011352i,-0.0029689-0.012141i,-0.0036091-0.017294i
-0.038485+0.39909i,0.19356+0.36582i,0.25176+0.21545i,0.03855+0.16861i,-0.033631+0.2814i,0.12705+0.33584i,0.22471+0.20758i,0.14165+0.054556i,0.015355+0.038245i,0.014259+0.078092i,0.073968+0.025635i,0.057737-0.058347i,0.011646-0.066024i,-0.0014227-0.032069i,-0.0060216-0.007361i,-0.014423-0.00048869i,-0.016955-0.0065233i,-0.018462-0.017367i,-0.024026-0.021485i,-0.028184-0.014861i,-0.030498-0.005483i,-0.029597+0.0058135i,-0.017968+0.017598i
-0.38878-0.34931i,-0.4525-0.25739i,-0.3964-0.098754i,-0.25838-0.045762i,-0.08343-0.11633i,0.026635-0.28583i,0.015488-0.37954i,0.012484-0.28903i,0.053104-0.18757i,0.0054152-0.14837i,-0.068895-0.078391i,-0.047243-0.019021i,-0.0016082-0.039943i,-0.0010632-0.068689i,-0.00035676-0.045531i,0.024122-0.0081271i,0.037865+0.007578i,0.025335+0.010645i,0.0090034+0.016042i,0.0085529+0.01363i,0.012471-0.0037648i,0.00044512-0.014445i,-0.017388-0.0070926i
0.21295+0.18194i,-0.042802+0.34009i,-0.2824+0.36964i,-0.34882+0.23125i,-0.38732+0.11879i,-0.40361+0.14698i,-0.32729+0.22947i,-0.16538+0.23764i,0.006407+0.11687i,0.053486-0.01989i,0.0061489-0.042889i,-0.025418-0.0049758i,-0.036242+0.01669i,-0.024728+0.021537i,0.003218+0.017376i,0.021172+0.018528i,0.024861+0.023295i,0.019787+0.025364i,0.019199+0.023163i,0.023446+0.015416i,0.026523+0.011876i,0.024108+0.0064818i,0.011482-0.0064274i
-0.27234+0.36984i,-0.19802+0.32658i,-0.052182+0.067185i,-0.10789-0.13719i,-0.31259+0.015156i,-0.39879+0.428i,-0.26853+0.71889i,-0.055938+0.6697i,0.037576+0.39508i,0.010803+0.18363i,0.018703+0.11203i,0.056398+0.054031i,0.03627+0.0056801i,-0.0055209+0.0021401i,-0.020165+0.004182i,-0.012417-0.01111i,-0.00024448-0.024013i,0.0082243-0.022195i,0.0070284-0.017763i,-0.0064632-0.0042561i,-0.011985+0.0093878i,-0.0047901+0.0015641i,-0.0035467-0.010193i
-0.12963-0.74195i,-0.2411-0.91516i,-0.25312-0.85642i,-0.13718-0.73681i,0.025544-0.65986i,0.18627-0.6221i,0.20402-0.56472i,0.079549-0.36503i,0.062144-0.082027i,0.15605+0.048263i,0.1725+0.031681i,0.12161+0.019883i,0.08333+0.012278i,0.04775-0.004017i,0.027018-0.0038611i,0.031313+0.0012371i,0.027087-0.0011299i,0.0010248+0.0028561i,-0.0040783+0.017543i,0.026143+0.012555i,0.037607-0.018612i,0.010735-0.039384i,-0.014291-0.021764i
-0.70805+6.7831i,1.1208+6.849i,3.8685+5.5574i,4.5808+2.1126i,3.3661-0.84551i,1.0579-2.0009i,-0.69033-1.1032i,-1.0119+0.29417i,-0.22897+1.032i,0.78679+0.57686i,0.92241-0.46717i,0.38365-1.1594i,-0.15028-1.7024i,-0.54993-2.4131i,-0.60758-2.7153i,-0.40823-1.9495i,-0.29301-0.82632i,-0.48674-0.18668i,-0.85748+0.14792i,-0.84995+0.43218i,-0.42776+0.56524i,-0.0094928+0.42495i,0.1503+0.083163i
-0.12042+0.19304i,0.050594+0.07297i,0.25891-0.121i,0.36157-0.17887i,0.41306-0.10482i,0.41837+0.012683i,0.27388+0.074602i,0.057153+0.084632i,-0.025307+0.1098i,0.014655+0.093402i,0.032954+0.044977i,0.022224+0.031997i,0.019618+0.028729i,0.011175+0.01922i,-0.0021307+0.020742i,-0.0034289+0.035809i,0.019869+0.046081i,0.044593+0.028599i,0.041672+0.00030891i,0.022224-0.010895i,-0.0033447-0.013706i,-0.028567-0.012254i,-0.033565-0.0032336i
-0.079487-0.45055i,-0.049159-0.24361i,0.090257+0.018814i,0.14999+0.010427i,0.050889-0.14208i,-0.024422-0.21374i,0.03315-0.16686i,0.10795-0.10599i,0.10327-0.11806i,0.048511-0.13316i,0.0091431-0.097315i,-0.0010703-0.038029i,0.0081198+0.019156i,0.021229+0.039321i,0.0092293+0.018014i,-0.014135-0.004063i,-0.018806-0.01964i,-0.015781-0.026685i,-0.004447-0.014891i,0.018092-0.0063412i,0.027236-0.013002i,0.016427-0.014967i,0.0088667-0.0056748i
0.66709+0.24164i,0.77358+0.31186i,0.69473+0.39775i,0.60577+0.42991i,0.51612+0.35462i,0.39985+0.23927i,0.31562+0.085438i,0.21614-0.062811i,0.074499-0.073411i,0.011515-0.007459i,0.019043-0.0044609i,0.011007-0.027461i,0.004308-0.0073099i,0.01745+0.019185i,0.022184+0.017894i,0.0070085+0.0066171i,-0.012097+0.0021383i,-0.019091-0.0068128i,-0.022667-0.024569i,-0.02995-0.02918i,-0.032119-0.0096107i,-0.025623+0.022678i,-0.012568+0.045628i
-0.50027+0.57296i,-0.35278+0.64912i,-0.17887+0.51127i,-0.14156+0.46026i,-0.051848+0.471i,0.15032+0.3551i,0.27133+0.14967i,0.22606-0.004594i,0.14505-0.03702i,0.10596-0.036177i,0.045811-0.062816i,-0.028119-0.067254i,-0.055319-0.055565i,-0.052732-0.038761i,-0.037695+0.0034887i,-0.01695+0.04588i,-0.0093795+0.06047i,-0.0099489+0.051774i,-0.0082816+0.036765i,6.6051e-05+0.023527i,0.0029518+0.0090081i,-0.0053442+0.0010919i,-0.0084446-0.00029217i
0.00047821-0.58923i,-0.23299-0.3124i,-0.30292+0.13291i,-0.22363+0.27101i,-0.21031+0.19168i,-0.23429+0.15681i,-0.17748+0.18649i,-0.086369+0.18179i,-0.033266+0.1001i,-0.022495+0.022244i,-0.0068128-0.0029802i,0.013926-0.014407i,-0.0040087-0.0081683i,-0.028848+0.023316i,-0.022731+0.031516i,-0.013457+0.011047i,-0.012564+0.0020068i,-0.0044736+0.010292i,1.8673e-05+0.012033i,-0.0090816+0.0043836i,-0.012565+0.0038262i,-0.0031156+0.0061721i,0.0074991+0.0061794i
0.52208+0.51706i,0.41355+0.33461i,0.039043+0.21803i,-0.12683+0.30538i,-0.021693+0.28135i,0.038975+0.10376i,-0.010694+0.028604i,-0.019241+0.067637i,0.038968+0.084349i,0.078415+0.051236i,0.064376+0.032185i,0.056016+0.047863i,0.074297+0.042416i,0.070482+0.010592i,0.042424+0.0057445i,0.0328+0.024602i,0.04283+0.026225i,0.04609+0.002931i,0.029409-0.016032i,0.0089622-0.0092316i,0.003481+0.008166i,0.0012665+0.0099454i,-0.011964-0.0038043i
-0.95277-0.058409i,-1+0.065642i,-0.86299+0.14987i,-0.73137+0.23481i,-0.51865+0.27856i,-0.23928+0.19378i,-0.071182+0.033983i,-0.065533-0.063899i,-0.12332-0.061402i,-0.12744-0.019878i,-0.079276-0.016346i,-0.042443-0.038984i,-0.019172-0.041513i,0.0075835-0.02397i,0.014871-0.012987i,-0.0069087-0.016352i,-0.032455-0.023558i,-0.042413-0.021675i,-0.027694-0.013116i,-0.005588-0.017957i,-0.0074317-0.029696i,-0.016822-0.027217i,-0.0066713-0.020078i
0.63119-0.61194i,0.43938-0.64198i,0.15317-0.43009i,-0.00082652-0.3109i,-0.063866-0.32325i,-0.12073-0.27736i,-0.14638-0.18927i,-0.1289-0.1389i,-0.087246-0.090274i,-0.032919-0.035728i,0.011518-0.015321i,0.024778-0.015075i,0.020287-0.0082391i,0.015578-0.0063001i,0.012275-0.013655i,0.0073918-0.020152i,-0.0016048-0.014181i,-0.0059167+0.0029116i,0.00013143+0.0083456i,0.0097611+0.0018912i,0.020978+0.0010714i,0.028112+0.0076361i,0.021957+0.018622i
0.061708+0.75952i,0.23826+0.50612i,0.18821+0.053268i,0.014164-0.10636i,0.0050794-0.066162i,0.06744-0.13296i,0.032753-0.19624i,0.027074-0.14277i,0.062827-0.099282i,0.020502-0.076448i,-0.047042-0.013241i,-0.062149+0.03485i,-0.046251+0.033076i,-0.03103+0.015714i,-0.024849+0.014275i,-0.012698+0.029519i,0.0064259+0.031849i,0.014026+0.020283i,0.013627+0.018148i,0.010759+0.017966i,8.9222e-05+0.011476i,-0.0076911+0.0068265i,0.00080792-0.0011664i
-0.28139-0.46585i,-0.17751-0.36702i,-0.079118-0.31584i,-0.186-0.31535i,-0.32835-0.13523i,-0.29314+0.1203i,-0.13169+0.202i,-0.027796+0.12252i,-0.04567+0.030661i,-0.066624+0.010638i,-0.019634+0.0080191i,0.013526-0.018063i,-0.002306-0.011922i,-0.009231+0.020185i,0.0064506+0.012747i,0.0098834-0.029074i,0.0010129-0.053658i,-0.00021679-0.05151i,-0.0022572-0.037531i,-0.0067071-0.020075i,-0.004049-0.010744i,0.0045115-0.0031936i,0.015521+0.010632i
0.74123+0.25109i,0.88321+0.094157i,0.75194-0.22246i,0.52185-0.42273i,0.43456-0.42452i,0.4029-0.38633i,0.27226-0.31002i,0.14975-0.16365i,0.11428-0.049576i,0.086275-0.01504i,0.046028-0.0016273i,0.034664+0.017657i,0.050446+0.020897i,0.053296+0.0070335i,0.029077+0.011377i,0.01154+0.037276i,0.015923+0.05166i,0.017577+0.037757i,0.008484+0.019825i,0.0043306+0.019009i,0.0053417+0.020777i,-0.0017988+0.016242i,-0.015002+0.0075804i
-0.43388+0.16799i,-0.4391+0.20702i,-0.28378+0.17854i,-0.12377+0.11339i,-0.08428+0.095628i,-0.073099+0.062638i,-0.06427-0.049437i,-0.092267-0.10316i,-0.082979-0.066548i,-0.038002-0.045241i,-0.023016-0.047106i,-0.025094-0.038844i,-0.024587-0.024923i,-0.01721-0.014188i,-0.0039212-0.018855i,-0.00438-0.033885i,-0.015175-0.037751i,-0.018384-0.024184i,-0.0084226-0.0065424i,0.00288-0.003657i,0.0020778-0.010241i,-0.0045154-0.013343i,-0.0035536-0.010226i
0.25638+0.013417i,0.31962+0.10456i,0.33029+0.12783i,0.30691+0.035799i,0.19478-0.052273i,0.077989-0.015636i,0.031558+0.063571i,0.030605+0.090092i,0.043904+0.073609i,0.056201+0.040782i,0.052442+0.0091659i,0.040176-0.0099711i,0.025378-0.025068i,0.0077677-0.032936i,0.0014262-0.020343i,0.013367+0.0055076i,0.030556+0.024606i,0.03328+0.02376i,0.011585+0.010909i,-0.0094143+0.0079928i,-0.0026614+0.010616i,0.0086469+0.010304i,0.0043001+0.017308i
-0.49824+0.13058i,-0.52721+0.2427i,-0.24597+0.20139i,0.031257+0.061627i,0.1402-0.028524i,0.17648-0.067943i,0.19695-0.090316i,0.17265-0.095232i,0.11056-0.08354i,0.036314-0.062596i,-0.019767-0.031707i,-0.03969-0.00014809i,-0.040232+0.015405i,-0.040705+0.021394i,-0.039858+0.022443i,-0.037281+0.016184i,-0.035035+0.0090923i,-0.02002+0.0079974i,0.0066914+0.0079499i,0.019057+0.0019287i,0.0096492-0.0057312i,-0.0059069-0.011753i,-0.011883-0.018477i
0.077963-0.24747i,-0.083596-0.17435i,-0.13101+0.10941i,-0.016861+0.27784i,-0.0073387+0.25381i,-0.096093+0.23719i,-0.080423+0.18496i,-0.049971+0.061334i,-0.069981+0.0038661i,-0.046859+0.015138i,0.014554+0.014959i,0.045384+0.00076971i,0.040435+0.0032632i,0.037961+0.017183i,0.049397+0.0087539i,0.052723-0.024915i,0.037337-0.049961i,0.012153-0.04957i,-0.0061063-0.033453i,-0.0075043-0.014308i,0.0030947-0.0024971i,0.015444-0.0030849i,0.014745-0.0059931i
-0.30815+0.35077i,-0.21551+0.27104i,-0.05991+0.069524i,0.031821-0.009189i,0.10407-0.021385i,0.18847-0.056934i,0.18635-0.072314i,0.11095-0.029965i,0.070362+0.033461i,0.068698+0.053883i,0.036996+0.034836i,-0.0038223+0.021708i,-0.0023286+0.011396i,0.0081135-0.004243i,-0.0099823-0.0020195i,-0.035356+0.026404i,-0.038127+0.052903i,-0.02017+0.050878i,-0.0037589+0.026049i,-0.0030153+0.0043494i,-0.0112-0.0029155i,-0.016732-0.0026273i,-0.01516-0.001721i
-0.29217-0.66142i,-0.55608-0.57849i,-0.58711-0.22947i,-0.41218+0.020067i,-0.28119+0.06936i,-0.23923+0.084967i,-0.15501+0.10663i,-0.070831+0.06177i,-0.063672-0.010582i,-0.07192-0.033088i,-0.04145-0.018253i,0.0010727-0.0045644i,0.027139+0.0010264i,0.038414-0.0021065i,0.03779-0.012182i,0.030024-0.026356i,0.016511-0.037495i,0.00094947-0.029245i,-0.0025306-0.014374i,0.0038949-0.01274i,0.0089448-0.0094703i,0.011092-0.0014093i,0.0066641+0.0023332i
0.4826+0.27415i,0.54936+0.16156i,0.37232+0.075433i,0.1525+0.11262i,0.10237+0.14314i,0.1519+0.083461i,0.1468+0.00051742i,0.094206-0.02702i,0.060169+0.0046602i,0.04974+0.024263i,0.030928+0.014922i,0.0091409+0.015715i,-0.00098654+0.024489i,-0.010387+0.026179i,-0.014671+0.025888i,-0.006907+0.02885i,0.010417+0.030554i,0.025589+0.018502i,0.024097+0.0044066i,0.014451+0.0049138i,0.010159+0.007172i,0.012981+0.0051038i,0.017591+0.00071498i
-0.33842-0.26625i,-0.40543-0.33012i,-0.44175-0.23003i,-0.41344-0.088467i,-0.31395-0.083295i,-0.19617-0.14498i,-0.075651-0.15438i,0.010282-0.14717i,0.01855-0.13974i,-0.016327-0.09723i,-0.034395-0.042826i,-0.025597-0.018228i,-0.016274-0.014057i,-0.015035+0.0010648i,-0.010985+0.015197i,-0.0079769+0.0082858i,-0.016347-0.0087249i,-0.024639-0.013921i,-0.019416-0.009387i,-0.0079844-0.0094246i,-0.0029338-0.010665i,-0.00039348-0.0067197i,0.0037526+0.0020541i
0.47451-0.04091i,0.62616+0.0054649i,0.49828+0.021532i,0.21086+0.030917i,0.038257+0.076052i,-0.050653+0.096892i,-0.12959+0.10225i,-0.1408+0.11432i,-0.096518+0.093728i,-0.0529+0.04781i,-0.02488+0.0045463i,-0.020626-0.0064213i,-0.018801+0.025866i,0.0048157+0.045677i,0.027025+0.021793i,0.02891-0.0038128i,0.024803-0.0057479i,0.019635-0.0018151i,0.010874-0.0016469i,0.0029941-0.0018915i,-0.0035708-0.0016032i,-0.0082197-0.00052119i,-0.010625-0.0036053i
0.022322-0.092207i,0.0068513-0.16643i,-0.015035-0.19095i,-0.061239-0.17299i,-0.061529-0.11703i,0.0072845-0.061591i,0.071276-0.035185i,0.089961-0.020629i,0.07936-0.0055852i,0.058275+0.0053622i,0.040979+0.016601i,0.032822+0.016815i,0.015394-0.0057147i,-0.017727-0.017687i,-0.038137-0.0019107i,-0.03911+0.018507i,-0.035068+0.032519i,-0.024013+0.039857i,-0.008702+0.034366i,0.00064294+0.022661i,0.0024338+0.015225i,-0.00015354+0.013146i,0.0012406+0.012212i
0.24326+0.16126i,0.2807+0.073209i,0.11981-0.04738i,-0.042036-0.093631i,-0.12856-0.08351i,-0.17037-0.027169i,-0.1264+0.04336i,-0.034534+0.042908i,0.0003199-0.015821i,-0.014562-0.049902i,-0.037078-0.04736i,-0.054937-0.020626i,-0.04713+0.014501i,-0.021123+0.022852i,-0.00031413+0.0098173i,0.018026-0.0051898i,0.033791-0.020138i,0.035307-0.023896i,0.026259-0.012496i,0.01397+0.0001035i,0.0022723+0.010521i,-0.00038869+0.02005i,0.0008508+0.019365i
-0.28483+0.045297i,-0.19775+0.1722i,0.024979+0.10127i,0.12473-0.054066i,0.14285-0.033418i,0.21475+0.050257i,0.21561+0.026288i,0.11655+0.0041457i,0.056021+0.043319i,0.067055+0.06015i,0.092019+0.024198i,0.090332-0.028054i,0.051365-0.065912i,0.0029162-0.069896i,-0.01806-0.047204i,-0.023415-0.023067i,-0.029329-0.0033812i,-0.026738+0.0020719i,-0.018935-0.0076244i,-0.0075549-0.014533i,0.0046456-0.021711i,0.0037746-0.029508i,-0.0017899-0.023172i
0.2727-0.08045i,0.059728-0.15798i,-0.19707-0.15909i,-0.22316-0.14981i,-0.16179-0.18793i,-0.18196-0.19844i,-0.15734-0.14051i,-0.077082-0.10392i,-0.03462-0.095794i,-0.030393-0.068239i,-0.047482-0.013577i,-0.058365+0.046722i,-0.040227+0.0706i,-0.020164+0.056956i,-0.012328+0.043447i,-0.0031688+0.032464i,-0.00078012+0.013271i,-0.011068+0.0055843i,-0.016017+0.0164i,-0.0089133+0.023865i,-0.0026994+0.021518i,0.00067903+0.014604i,0.0015802+0.00050971i
-0.25033+0.52257i,-0.039104+0.66224i,0.22003+0.48688i,0.26688+0.21291i,0.19151+0.1274i,0.17165+0.13863i,0.14202+0.089506i,0.055928+0.057719i,-0.00024902+0.07364i,0.0065789+0.06383i,0.027896+0.001154i,0.021352-0.063272i,-0.00020721-0.076742i,-0.0051508-0.064001i,-0.0048191-0.051309i,-0.012846-0.03413i,-0.017455-0.010165i,-0.011102+0.004591i,-0.0052885+0.00078988i,-0.0080453-0.0051301i,-0.01224-0.0080193i,-0.017198-0.0096113i,-0.018218-0.0029353i
-0.071678-0.41311i,-0.25501-0.46059i,-0.31846-0.32329i,-0.16742-0.17814i,-0.024365-0.17093i,-0.0042395-0.17942i,0.0019931-0.11602i,0.032923-0.064958i,0.061899-0.046424i,0.070404-0.027396i,0.050209+0.0044174i,0.033142+0.038061i,0.03224+0.041098i,0.026631+0.02698i,0.018524+0.021678i,0.020217+0.020837i,0.024711+0.013989i,0.020133+0.0091539i,0.012243+0.013603i,0.011985+0.015211i,0.016513+0.011272i,0.019028+0.0073423i,0.015014+0.0018368i
0.090903+0.32552i,0.24338+0.40132i,0.38266+0.29869i,0.31145+0.14276i,0.10877+0.090405i,-0.022889+0.089646i,-0.052972+0.047814i,-0.062983-0.014205i,-0.097558-0.041106i,-0.11569-0.016461i,-0.087803+0.0019856i,-0.055794-0.0063614i,-0.031665-0.0034373i,-0.0055993-0.0001693i,0.0027819-0.0056334i,-0.0044693-0.008658i,-0.0068992-0.014524i,0.00096025-0.025227i,0.011108-0.033291i,0.010962-0.027986i,0.0047519-0.014507i,-0.00036524-0.0060033i,-0.0051604+0.0018113i
-0.065265-0.26152i,-0.17921-0.38939i,-0.22731-0.30014i,-0.08354-0.12354i,0.10333-0.074686i,0.18044-0.092932i,0.17531-0.06923i,0.14244-0.034069i,0.11491-0.014838i,0.097817-0.023172i,0.06929-0.040182i,0.036352-0.030938i,0.023378-0.0095669i,0.024361-0.002584i,0.018484-0.013071i,0.0040038-0.020105i,-0.0082836-0.017872i,-0.022952-0.015158i,-0.035211-0.0073691i,-0.030282-0.001412i,-0.012692-0.0029486i,0.006316-0.0072016i,0.017698-0.011852i
-0.13871+0.10825i,-0.050063+0.14326i,0.056633+0.057043i,0.020421-0.013388i,-0.10695+0.0032064i,-0.19351+0.036863i,-0.17735+0.067475i,-0.08734+0.040034i,-0.057087-0.022461i,-0.074854-0.0085952i,-0.04172+0.032648i,0.0015605+0.02683i,0.0044917+0.0069167i,-0.0067852+0.0038749i,-0.0086594+0.014229i,-0.0012857+0.021955i,0.0051733+0.021274i,0.011068+0.016562i,0.016118+0.0055402i,0.011602-0.0029318i,-0.00072331-0.0029396i,-0.012488+0.00089861i,-0.018557+0.0074551i
0.15837-0.3017i,0.060333-0.27479i,-0.0073529-0.050562i,0.048889+0.099925i,0.14473+0.064314i,0.20023-0.021898i,0.17721-0.077247i,0.098146-0.05233i,0.052828+0.010408i,0.033859+0.01321i,-0.0018196-0.010143i,-0.024592-0.0079603i,-0.011819+0.0039772i,0.0089277+0.0032066i,0.014267-0.0079886i,0.0065067-0.013058i,0.00021584-0.006807i,-0.0007186+0.0036193i,-0.002764+0.010474i,-0.0049504+0.010623i,-7.2689e-05+0.0092493i,0.0098654+0.0022686i,0.013611-0.0096613i
-0.093809+0.27055i,-0.1268+0.18275i,-0.19341+0.044314i,-0.22582+0.014873i,-0.20439+0.027311i,-0.17394+0.06116i,-0.093606+0.12072i,0.018369+0.092936i,0.051656+0.0026111i,0.033071-0.025614i,0.035854-0.01547i,0.029451-0.02256i,-0.0091472-0.021504i,-0.037932+1.1584e-05i,-0.029601+0.013436i,-0.0080694+0.0082548i,0.0091064+0.00013202i,0.023435-0.0051784i,0.028513-0.011318i,0.019796-0.011254i,0.0049138-0.0064625i,-0.0064894-0.00062526i,-0.0091248+0.008135i
0.095132-0.15551i,0.29462-0.030157i,0.39389+0.096427i,0.28155+0.090493i,0.15277+0.018197i,0.092533-0.07184i,0.0083971-0.13034i,-0.058654-0.071473i,-0.041352+0.020323i,-0.0029721+0.052364i,0.012188+0.05724i,0.020505+0.051759i,0.028293+0.03297i,0.035006+0.015393i,0.0333+0.0051701i,0.021176-0.0044312i,0.0037052-0.014486i,-0.0087208-0.018866i,-0.008684-0.018735i,-0.0055403-0.01611i,-0.0017934-0.0089072i,0.0046401-0.0022124i,0.0063093-0.0013736i
-0.12007+0.027313i,-0.38383+0.015215i,-0.49889+0.024716i,-0.35863+0.068075i,-0.15993+0.12317i,-0.0033145+0.17592i,0.10559+0.18095i,0.12606+0.12108i,0.091336+0.055491i,0.048738+0.0067497i,0.002454-0.025257i,-0.033209-0.030448i,-0.041806-0.022535i,-0.032839-0.019659i,-0.024515-0.017649i,-0.020365-0.0051022i,-0.014028+0.012757i,-0.0073784+0.023675i,-0.0043796+0.024273i,0.00055819+0.015663i,0.0035144+0.0042039i,0.0040308-0.0044887i,0.0069643-0.010875i
0.37923-0.01889i,0.66364-0.1392i,0.62292-0.23703i,0.28688-0.23324i,0.027641-0.19233i,-0.075023-0.19963i,-0.11774-0.18826i,-0.09784-0.12364i,-0.040621-0.076672i,0.0068838-0.047455i,0.04309-0.017112i,0.063378-0.0038212i,0.055163-0.00038835i,0.032725+0.010586i,0.019286+0.021726i,0.014208+0.017674i,0.0064631+0.0063768i,8.734e-05+0.0034404i,0.0021281+0.003216i,0.0030167+0.00060422i,0.0013765+0.0021532i,0.0030844+0.0085156i,0.0042514+0.012388i
-0.49179+0.19808i,-0.74234+0.37348i,-0.68307+0.39432i,-0.34794+0.28269i,-0.029727+0.21616i,0.14321+0.21237i,0.18313+0.16937i,0.12521+0.10807i,0.056839+0.099298i,0.014155+0.089919i,-0.027948+0.056496i,-0.052776+0.031612i,-0.043326+0.0074673i,-0.025647-0.019378i,-0.015888-0.026677i,-0.0054694-0.012905i,0.0092934+0.0023375i,0.019511+0.0094406i,0.020194+0.01075i,0.014849+0.0066947i,0.0094997-0.0038831i,0.0054001-0.018613i,-0.0018291-0.027903i
0.38978-0.40964i,0.50309-0.6208i,0.38349-0.59538i,0.13656-0.40725i,-0.050274-0.27342i,-0.14158-0.22211i,-0.14757-0.16918i,-0.089343-0.125i,-0.041863-0.11876i,-0.028134-0.1037i,-0.013236-0.068109i,0.010421-0.037849i,0.022467-0.014378i,0.015744+0.010297i,0.0040339+0.028159i,-0.00052437+0.02634i,-0.0025998+0.0084132i,-0.0087113-0.0073425i,-0.0077399-0.0069098i,0.0042063+0.0013223i,0.010759+0.0077203i,0.011252+0.019401i,0.014318+0.030173i
