-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
-0.00012123+5.1938e-06i,0.00091106-0.00029427i,0.0017119-0.00076704i,0.00091658-0.00078231i,-0.00019384-0.00054418i,-0.00095641-0.00021731i,-0.00066892+4.5339e-05i,-0.00083182+0.00045941i,-0.00094402+0.00015888i,-0.00087891-0.0010031i,-0.00059971-0.00036918i,-0.00053621+0.00064313i,-0.00022562+0.00083273i,0.00022526+0.0001772i,0.00063392-0.00035093i,0.00049109+0.00015305i,5.5184e-06-4.1189e-05i,4.5385e-05-0.00044071i,-8.5532e-05-0.0001775i,-3.7601e-05+0.00017095i,0.00059856+0.00028421i,0.00056195+0.00022344i,0.00025266+0.00098176i
0.00060137+0.00030655i,-0.00024292-0.00014477i,-0.00067353-0.0011209i,8.4924e-05-0.0022936i,0.00067926-0.001913i,-2.5793e-05-0.00074663i,-0.00087998+0.00037774i,-0.00099201+0.00078217i,-0.0006505+0.00024085i,-0.00017171-0.00012771i,0.0001384+9.3814e-05i,-1.1177e-05+0.00050972i,-3.8779e-05+0.00029035i,0.00055952-0.00059397i,0.00066141-0.00099485i,-0.00014272-0.00041346i,-0.00075192+0.00014463i,-0.00049957+0.00029212i,3.4636e-05+6.8548e-05i,-0.00039866-0.0003394i,-0.00037822+0.0002589i,0.00038682+0.00065143i,0.00059755-0.00012974i
-0.0021943+0.00089841i,-0.0022939+0.0011907i,-0.0023816+0.0018678i,-0.0020071+0.0016652i,-0.0010595-0.00030459i,-0.00058725-0.0015574i,-0.00041859-0.00068247i,-0.00015455+5.1014e-05i,0.00049881+0.00029667i,0.00061125+4.6502e-05i,0.00067654-0.0003817i,0.00032834+2.8568e-06i,-0.00022668-0.00053283i,-0.00051083-0.0012527i,-0.00073507-0.00098935i,-0.00033865-0.00087781i,-9.6409e-05+0.00021794i,0.00015527+0.00035196i,0.0013477+0.00022616i,0.0011201+0.00057646i,-0.00052255+0.0005233i,-0.0006259+0.00010973i,0.00038705+0.00013423i
0.0011331-0.00053243i,0.0010683-0.00088328i,0.00094054-0.0016281i,0.00021067-0.001664i,-6.8987e-05-0.0011701i,-0.00012612-0.00064416i,-0.00049601-0.00011043i,-0.00069962+6.9608e-05i,9.2836e-05+3.0193e-05i,0.00029763-0.00018773i,0.00052004-0.00063079i,0.00065144-0.00041776i,0.00035409+0.0003921i,-0.00014153+0.00071536i,-0.00058408-7.2485e-06i,-0.00070408-0.0011249i,0.000152-0.00093333i,0.00094483+0.00012718i,0.00039803+0.00012524i,0.00019561-0.00063594i,0.00012523-0.00077781i,-0.00028711-0.00025506i,-0.00033337-0.00043848i
-0.0014682-0.0015325i,-0.0014599-0.0011265i,7.8889e-05+0.0012784i,0.0018537+0.001417i,0.0019632-3.1734e-05i,-6.6881e-05-0.00059264i,-0.00095981-0.0006645i,-0.00033334-8.9309e-05i,-0.00050922+0.00053907i,-6.7297e-06+0.00065299i,0.00096874+0.00036832i,0.0014102+0.00013113i,0.0014093-0.00030858i,0.00061791-0.00081188i,-0.00020652-0.0013192i,-0.00067462-0.0007428i,-0.00079317+0.00031632i,-0.00064003+0.00061034i,-0.00055809+0.00021423i,-0.00019702-0.00031485i,0.00021009+9.0028e-05i,0.00015389-2.3324e-05i,0.00051203-0.0011189i
0.00063541+4.4542e-05i,0.0014026-0.00079707i,0.0010588-0.0010755i,0.00045737-0.0024236i,0.00023311-0.0027598i,-7.7206e-05-0.0013192i,-0.0004607-0.00039966i,-0.00052877+1.3435e-05i,-0.00053456+0.00063509i,0.00015542+0.00055118i,0.00069556-0.00011179i,0.00042918-0.0002797i,0.00063137-0.00078654i,0.00079011-0.0012296i,0.00087999-0.0010388i,0.00018613-0.00050985i,-0.00083281+0.00013607i,-0.0007764+5.201e-05i,8.2331e-05-0.00019203i,0.00026133-0.00019115i,-0.00036281-0.00019838i,-0.00016635+0.00041658i,0.00047566+0.00074795i
0.0019205+0.0021601i,0.0032264+0.0016073i,0.0029222+0.0014882i,0.0021187+0.0015852i,0.0010036+0.00051489i,0.00044242-0.00054287i,0.00037788-0.00032608i,0.00091467-0.00012188i,0.0012981+0.00036599i,0.0014211+0.00035351i,0.00091137-3.8256e-06i,-0.00065754+0.00014822i,-0.0014913+0.00014438i,-0.0011476-0.00024104i,-0.0001339+6.8535e-05i,-0.00012144+0.00065524i,-5.3939e-05+0.00027248i,0.00010275-1.8514e-05i,-0.00019205+2.3159e-05i,0.0005523-0.00038804i,0.00088721-3.8559e-05i,0.00012821+0.00038144i,-4.7559e-05-0.00029386i
-0.0021268-0.00045974i,-0.0028991+0.00045749i,-0.0026194+0.00092513i,-0.0012634+0.0011173i,1.8296e-05+0.0013069i,-4.9719e-05+0.0012157i,-0.00035457+0.00024901i,2.2075e-05-0.00044321i,-0.00036201+0.00032998i,-0.00059497+0.00059718i,-0.00022394-0.00012217i,-0.00011993+9.1287e-05i,0.00059946+0.00017487i,0.00069606-0.00053195i,0.00016145-0.00071308i,0.00055665-0.00062297i,0.00042139-0.00023942i,-0.00014585+0.00036852i,0.00028615+0.00019296i,0.00066545+0.0003022i,1.6716e-05+0.00027138i,-0.00062753-0.0001499i,-0.00011226-0.00052616i
0.00039892+0.0018008i,0.0012351+0.0011204i,0.0027387+0.00064264i,0.0023035-0.00071096i,0.00090848-0.0018269i,0.00010233-0.0019115i,-0.00011233-0.00095435i,-2.4587e-05+0.00026859i,0.00073464+0.00092008i,0.00075425+0.00065247i,-0.0001454-0.00025212i,-0.00020402-0.00092933i,-3.8494e-05-0.0012205i,-0.00099399-0.0013806i,-0.0014719-0.0011464i,-0.001244-0.00060223i,-0.0010094-0.00074678i,-0.00048503-0.00059365i,-0.00097088+1.7676e-05i,-0.00038399+0.00010806i,0.00079661-0.00027181i,0.00062658-0.00050034i,0.0001192+1.9433e-05i
0.00042526+0.00036456i,0.0011895-0.00021664i,0.00085687-0.00077461i,-0.0006172-0.00062729i,-0.0027423-8.3818e-05i,-0.0028981+0.00033399i,-0.0017553+0.00074972i,-0.00091326+0.00093111i,-3.9752e-05+0.00032304i,0.0010588-4.42e-05i,0.0011288-0.00019083i,0.00046045-0.00015449i,0.00050745-6.0938e-05i,0.00054928-0.00024936i,0.00047129-6.0171e-05i,-0.00048214-4.3552e-05i,-0.00077611+0.00025757i,0.00065219+0.00095402i,0.00099568+0.00061118i,0.00015641-0.00026873i,-0.00011387+0.00014688i,1.7747e-06+0.00060642i,4.6491e-05+0.00036101i
-0.0014233-0.0003623i,-0.00089859-0.0011428i,-0.00039671-0.00066491i,-7.4176e-05-0.00081283i,0.00055466-0.0011058i,0.0002562-0.00051979i,-0.0001807-9.0504e-07i,-5.2294e-05+0.00059991i,6.5525e-05+0.00089088i,0.00042745+0.00044784i,0.00022728-4.9024e-05i,-0.00062012-0.00058142i,-0.00067834-0.00046541i,-2.7815e-06-0.00047986i,5.488e-05-0.0014314i,-0.00022055-0.00076896i,-0.00022146+0.00025379i,-0.00025463-4.1187e-05i,0.00018309-0.00012716i,0.00016174+4.2506e-05i,0.00018157-0.00016804i,0.00058552-0.00013656i,0.00067801-0.00035337i
0.00044562-0.00054344i,0.00079596-0.00096675i,0.002087-0.00086779i,0.0017381-0.00070949i,0.0012776-0.0014195i,0.0010321-0.0014734i,0.00068564-0.0011419i,0.00020124-0.00078967i,0.00025236-0.00038059i,0.00041286-0.00039885i,-0.00028829-0.00084846i,-0.00040373-0.001183i,-5.733e-05-0.00021329i,-0.00014084+0.00028805i,0.00017964-0.00037182i,0.00046961-0.00064213i,-3.4146e-05-0.00041917i,0.00034143+0.00059176i,0.00057832+0.00064487i,0.00048398+0.00018366i,0.00064211-0.00011225i,2.3135e-05-0.00030021i,-0.00037246-0.00012997i
-0.0015445+0.00015443i,-0.00080629+0.00026276i,-0.00077259+0.0007663i,-0.00080667+0.00063719i,-0.0010438-1.8003e-05i,-0.0010689-0.00066389i,-0.00022543-0.00044266i,-1.7443e-05-1.3603e-05i,0.00015926+0.0003936i,0.00062496-0.00028411i,0.00045755-0.00078781i,-0.00025858+3.5781e-05i,-0.00014578+0.0001429i,7.6948e-05+0.00024626i,-6.3796e-05-0.00014865i,0.00012973-0.00059365i,-2.6035e-05-0.00045944i,-0.00011947-0.0002112i,-6.6888e-05-2.3851e-05i,-0.00030008-0.00026134i,0.00037101-0.00060959i,0.001057-0.00038372i,0.00059421+0.00012693i
0.00015804-8.5668e-05i,0.0018067-0.00073924i,0.0021035-0.00065722i,0.0016164-0.00068655i,0.0017009-0.00122i,0.0011899-5.6155e-05i,0.0012559+0.0014892i,0.00066081+0.0012841i,0.00016035+0.00039403i,0.0004535+0.00019622i,-0.00012907+0.00022766i,-0.0001764+0.0003309i,0.00019382+0.00061961i,-8.5504e-05+0.00013943i,-0.00031751-0.00060484i,-0.00072306-0.0010636i,-0.001006-0.00070922i,-0.0010413+6.6635e-05i,-0.00088313-1.0488e-05i,-0.00035983-7.3093e-05i,0.00028638+0.00035004i,0.00080828+0.00067199i,0.00076465+0.0010686i
0.0011143-0.00073182i,0.0010427-0.0011062i,0.0001148-0.0016537i,-0.0013071-0.0019655i,-0.0021811-0.0011673i,-0.0019593-0.00036361i,-0.00080282-0.00048134i,0.00063907-0.0005586i,0.00095337-0.00051059i,0.00033599-0.00068103i,0.00058905-0.00074012i,0.0005686-0.00032549i,-0.00023916-0.00010724i,-0.00053529-6.9537e-05i,-0.00051823+0.00013661i,-0.00072186+0.00028388i,-0.00078367-0.00053912i,-0.00053851-0.00059429i,-6.8547e-05-0.00015018i,6.9928e-05-0.00054714i,-0.00011408-0.0010715i,-2.3492e-05-0.0015408i,-0.00056825-0.0013628i
-0.00047396+0.00018252i,-0.00080794+0.0015664i,-0.00072686+0.0023295i,-0.00056377+0.00072104i,-0.00082352-0.00072572i,-0.0012813-0.00063235i,-0.00085821-0.00047696i,-0.00018091-4.8576e-05i,-0.00040965-0.00036286i,0.00012872-0.0010205i,0.00034511-0.00066732i,-0.00017576+0.00011327i,-0.00061618-0.00010346i,-0.00076946-0.00036959i,-0.0005156-0.000289i,-0.00044738-0.00037937i,-0.00040539-0.00043436i,-0.00049203-0.0001938i,-4.2351e-05-0.00021023i,0.0010256-3.6491e-05i,0.0013294+0.00049025i,0.00090165+0.00082124i,0.0009581+0.00012949i
0.00032623+0.00052976i,0.00028706-0.00056312i,0.00094614-0.00182i,0.0014416-0.0025415i,0.00059076-0.0024685i,-0.00025981-0.0011267i,2.6541e-06-0.00038939i,0.00078563+0.00034633i,0.0011695+0.00013168i,0.00050484-0.00088933i,-0.0004567-0.0013408i,2.8472e-05-0.00073865i,1.1451e-05+0.00029578i,-0.0007349+0.00077065i,-0.00042039+0.00034068i,1.2623e-06-0.00050007i,0.0005044-0.0014817i,9.1124e-05-0.0014493i,7.6194e-05-0.00069033i,0.00012337-0.0006087i,-0.00027295+0.00042077i,0.00011054+0.00065162i,7.129e-05-0.0003542i
0.00080571-0.0022824i,0.0012306-0.0024239i,0.00064381-0.00256i,-0.00052423-0.0022662i,-0.0012552-0.0012473i,-0.0011318+0.00011873i,-0.00026472+0.00066773i,0.00023254+0.00061817i,0.00034999+0.00038822i,-0.00013094-0.00032704i,-0.0003584-0.00074905i,-0.00030775-0.00010573i,-0.00086639+0.00019523i,-0.00070298+0.00068857i,-0.00033494+0.0011671i,-0.00054077+0.00057288i,-0.00013187-0.00038181i,0.0011496-0.00036287i,0.0011528+0.00021601i,-0.00025299+0.00057963i,-0.00098458+0.00077757i,-0.00081048+0.00093374i,-0.0003859+0.00088106i
0.0020864-0.0021484i,0.0023946-0.0030322i,0.00063012-0.0027943i,-8.6628e-05-0.0017731i,-0.00024604-0.00071368i,-0.00033858-0.00040767i,9.8829e-05+7.3329e-05i,-0.00014387+0.00030967i,-0.0002499-1.0451e-05i,0.00040074-0.00011228i,0.00067551-0.00042199i,0.00014788-0.0005022i,-0.00026248-7.7102e-05i,-0.00033692+0.0007243i,-0.00023051+0.00096651i,0.00010147-4.8446e-05i,0.00017122-0.00048885i,0.00030538+0.00012281i,0.00052619+0.00025895i,-6.3188e-05+0.00021822i,-0.00023597+4.331e-05i,0.00012801-0.00076457i,0.00014302-0.0014362i
0.00031162+0.0020655i,0.0019551+0.0017078i,0.0029217+0.00068705i,0.0011947-0.0012343i,-0.00079431-0.0017544i,-0.0011888-0.0018638i,-0.0011818-0.0018831i,-0.00032701-0.0012597i,0.00022699-0.00034903i,0.00011342+8.9847e-05i,0.00015881+0.0004038i,0.00064385+0.0011295i,0.00067162+0.00087901i,0.00036159+0.00014695i,0.00021862-0.0001644i,2.773e-05-0.00017922i,-0.00054388-0.00046596i,0.00014161-0.00030164i,0.00074601+1.9576e-05i,0.00063146-5.172e-05i,0.00054978-0.00028307i,0.0004173-0.00044228i,0.00025281-9.9059e-05i
0.0010257-0.0012021i,-1.903e-05-0.00039449i,-0.0010737-0.00095473i,-0.0012955-0.0022056i,-0.001446-0.0015704i,-0.0021271-0.00017273i,-0.0015314+0.00059942i,-0.00015368-8.1171e-06i,0.00051496-0.00069468i,0.0011538-0.00055563i,0.00088508+0.00013478i,-0.00017739+0.00029706i,-0.00074376-8.4341e-05i,-0.00096616-7.7036e-05i,-0.00071737-0.00021729i,-0.00078369-0.00033767i,-0.0010415-0.0004258i,-0.00086493-0.000387i,-0.00078145+5.7274e-05i,-0.00053116+0.00010562i,-0.00022708+8.251e-05i,-0.00043755-0.00061908i,-0.00035918-0.00060251i
0.001413-0.00059995i,0.0010463-0.0011298i,0.00064631-0.0012791i,0.001411-0.0022616i,0.0016635-0.0022852i,0.00036315-0.000288i,-0.00078919+0.0008476i,0.00019061+0.00082425i,0.0008505+0.0015125i,0.0010512+0.0017997i,0.0013808+0.0014951i,0.0011201+0.00077109i,0.00096356+0.00029074i,0.0010811-0.00094926i,0.00085815-0.0013653i,0.0005333+0.00012635i,0.00092752+0.0012689i,0.00086565+0.00092764i,0.00029669+8.0247e-05i,0.000311-0.00051406i,1.5202e-05-0.00064967i,-0.00013972-0.00013479i,0.00023942-4.2856e-05i
-2.0856e-05+0.0010743i,-5.9139e-05-2.3847e-05i,0.00094193-0.00096315i,0.0008439-0.0011084i,0.00012237-0.0012959i,-0.00034071-0.0012774i,-0.00066837-0.00080508i,-0.00081083-7.7002e-05i,-0.00041971+0.00038783i,0.00024942+0.00061544i,0.00031946+0.00041842i,0.00036288-0.00023768i,0.00012491-8.0502e-05i,3.1837e-05-4.0557e-05i,0.00030829-6.5539e-05i,0.00016738-0.00036864i,0.00040404-0.00033462i,0.00075635-8.0922e-05i,0.00057821-0.00016035i,1.3841e-05+4.6769e-05i,-0.00028506+0.00092468i,2.5635e-05+0.00092491i,0.0005867+5.9716e-05i
-0.00021194-0.001186i,-0.001661-0.002351i,-0.0016184-0.0016259i,-0.0011463-0.0010555i,-0.00108-0.0008203i,-0.00048462-0.0001679i,-0.00042799+0.00021369i,0.00024629-0.0003099i,0.00084729+0.00011611i,0.0006739+0.0001581i,0.00047092-0.00057147i,7.3114e-05-0.00052024i,-3.5299e-06+0.00051711i,4.1985e-05+0.00079984i,0.00013787-0.00021569i,0.0001198-0.00056122i,-0.00036071+0.00038303i,-0.0010525+0.0013456i,-0.00021405+0.00031127i,0.00012996-0.00049237i,0.00011819+0.00011412i,0.00048571+0.00031266i,0.00046463+0.00011191i
0.0010767-0.00016301i,0.00093106+5.9197e-05i,0.00027537-0.00035698i,0.00074308-0.0011422i,0.0012373-0.00094507i,0.00073606-0.0004638i,0.00048917-0.00048965i,0.00045523+9.3217e-05i,0.00042048-0.00017241i,0.00028303-0.00095734i,0.00035676-0.0005159i,8.8429e-05+0.00011367i,2.0841e-05+0.00089995i,0.00038624+0.0012034i,0.00024645+0.00069979i,-5.6518e-05+0.00062033i,-0.00040853+0.00060576i,-2.0185e-05+0.0002119i,0.00035425+5.7743e-05i,0.00020722+0.00030063i,0.00069975+0.00046338i,0.00073155+1.2855e-05i,0.00050321-0.0001168i
0.00049431-0.0022939i,-0.00094906-0.0027297i,-0.0012692-0.0029207i,-0.0014632-0.0026253i,-0.0021585-0.0022986i,-0.0014364-0.00086656i,9.0534e-05+0.00062588i,0.00057935+0.00068765i,4.8349e-05+0.00015738i,-0.00017355-0.00032206i,-0.00015482-0.0005031i,0.00019118+0.00043206i,0.00033875+0.00043872i,-0.00058943-0.00016288i,-0.00095634-2.5679e-05i,-0.0005457-0.00022284i,-0.00065457-0.00043469i,-0.00030026+0.00031698i,0.00026127+0.00040607i,0.00025044+8.2877e-05i,0.00043341+0.00021277i,-0.00015237-0.00043247i,-0.00081158-0.00090255i
0.0022553-0.0020583i,0.0028152-0.0025012i,0.0010898-0.0029993i,-0.00031436-0.0026899i,-0.0003083-0.0023496i,-0.0010433-0.0013727i,-0.0010605-6.5227e-05i,-0.00049854+0.00044765i,-0.00025667+0.00042835i,-0.00044972+0.00037776i,-0.00063615+0.00011607i,-0.00039655-0.00032169i,0.00012684+0.00074649i,0.00011268+0.00088544i,-0.00015652-0.00022972i,0.00011012-0.00020377i,0.0003764+0.00057437i,0.00047519+0.0010074i,0.00023623+0.00018417i,0.0010157-0.00032824i,0.0016971-8.8452e-06i,0.00062192+2.907e-05i,0.00013724+0.0001825i
0.0010131-0.00085393i,0.00094659-0.0032903i,8.0992e-05-0.0039142i,-0.0014555-0.0032012i,-0.002107-0.0017807i,-0.0014261-0.0002007i,0.0004165-0.00017296i,0.0015432-0.00067334i,0.00052844-0.00038862i,-0.00040262+0.00086896i,-0.00026681+0.0010683i,-0.00036236+0.00038882i,5.9865e-05+0.0011114i,0.00053407+0.0014604i,0.00082405+0.00065349i,0.0013415-0.00026767i,0.00099059-0.00060807i,0.00024928-0.00037519i,-0.00040718-0.00074272i,-0.00046612-0.00076219i,-7.4373e-05+0.00023818i,-3.346e-05+0.00055122i,-0.00064422+0.00031388i
0.0023964+0.0014013i,0.0021833+0.0015151i,0.0028034+0.00077704i,0.0020055-0.00069124i,-3.3928e-05-0.00066209i,-0.0010332+0.0002068i,-0.001033+0.00090645i,-0.00063908+0.0007245i,2.2098e-05-0.00014842i,0.00059765-0.0003599i,-6.5259e-05-0.00032419i,-0.00059435+2.794e-05i,-2.1517e-05-0.00017768i,0.0002595-0.00028171i,-0.00045794+0.00063199i,-0.00058486+0.00053662i,-0.00064416+0.00056725i,-0.000462+0.0010951i,0.00040559+0.00095899i,0.00076252+0.00019953i,0.00050845+4.2888e-05i,-3.4558e-05+0.00011261i,0.00031825-0.00030617i
0.00012682-0.00087034i,0.0008803+3.6842e-05i,0.00020022-0.00078591i,0.00043911-0.0016752i,0.00060125-0.0022067i,-2.0768e-05-0.0017633i,-0.00019967-0.0010377i,0.00022465-0.00068667i,0.00047505+0.00060894i,0.00061956+0.0014451i,0.00068114+0.00074707i,0.00049115-0.00025217i,0.00047869-0.00080499i,0.00099885-0.0013834i,0.00094121-0.000684i,0.00021603-8.3129e-06i,-0.00019679-0.0005267i,0.0001268-0.00047583i,0.00075886-0.00042647i,0.00086008-0.00064487i,0.00065574+0.00015703i,0.00053602+0.00082883i,-7.2136e-05+0.00025722i
0.0014801-0.00023509i,0.0010132+7.0588e-05i,4.0491e-05-0.0010473i,-0.00026299-0.0012215i,-0.00052794-0.00087949i,-0.00011911-0.00039123i,0.0010962+0.00064028i,0.00080461+0.00052265i,-0.00010214-0.00067173i,-8.551e-05-0.0012594i,-0.00020525-0.00077627i,-0.00080463-0.00029687i,-0.0013739+0.0002001i,-0.0011361-0.00022112i,-0.00056496-0.00043965i,-0.0004318+0.00017906i,-7.6734e-05+1.8408e-05i,0.00076767-0.00046161i,0.00088418-0.00024458i,0.00034034-0.00020941i,0.00049124-0.00082217i,0.00051376-0.0004494i,-0.0003799+0.000424i
-0.00038871-0.0016388i,-0.0014339-0.0011782i,-0.0028652-0.00044268i,-0.0026872-0.00040648i,-0.0016821+0.00019788i,-0.0008434+0.00018122i,-0.00039126-0.00025169i,0.00017694-0.00015186i,0.00047048-0.00013301i,-0.00018798+0.00020661i,-0.00022675+0.00051131i,0.00011716+0.00011588i,0.001141-0.0004241i,0.0020894+0.0004964i,0.0016486+0.0012922i,0.0006561+0.00028657i,-0.00048721-0.00056042i,-0.0011602-0.0003192i,-0.00076255-0.00044454i,0.00032618-0.000702i,0.00082098-0.00013116i,-0.00011604+0.00019438i,-0.00052906-8.9943e-05i
0.0013663+0.0012205i,0.0010444+0.00033848i,0.00099658-0.00044963i,0.00080676-0.0018238i,0.0010072-0.0023337i,0.00071792-0.0015631i,0.00040079-0.00057292i,0.00015703-0.00055309i,0.00073206-0.00075153i,0.0010811-0.00097249i,0.0010132-0.001249i,0.00085236-0.0011329i,0.00075835-0.0010929i,0.00015977-0.0013461i,-0.00072174-0.0017758i,-0.00071852-0.00076107i,-0.00071369+0.0001372i,-0.0008138-0.00066761i,-0.00082672-0.00098882i,-0.00080902-0.00097104i,-0.0006308-0.00032232i,-0.00039473-0.00047851i,-9.7528e-05-0.0007162i
0.003206-0.0019173i,0.0023762-0.0032667i,0.0013285-0.0029335i,0.0005548-0.0026244i,-0.0010021-0.0025438i,-0.0016742-0.0014039i,-0.00063133+0.00052601i,0.00098416+0.00092814i,0.0014533+0.00025913i,0.001612-0.00059723i,0.00085972-0.00087746i,-0.0002203-0.00044375i,-0.0008282+0.00055523i,-0.00040048+0.00050405i,-0.00010723-3.5376e-08i,-0.00030482+0.0001855i,0.00015318+0.00011141i,0.00056759+0.00027682i,0.00082763+0.00034063i,0.00066679+1.0528e-05i,0.00054835-4.0895e-05i,0.00077232-1.0457e-05i,0.00074169-0.00023864i
0.0016883+0.0016392i,0.00069663+0.0011577i,0.00076352-0.000613i,0.00074046-0.0021185i,-0.00051578-0.0021838i,-0.0015416-0.0015806i,-0.001561-0.00063918i,-0.00087693+0.00042805i,-0.00025387+0.00074397i,1.1844e-05+0.00051196i,2.4789e-05-5.8328e-05i,-0.00089359-0.00075314i,-0.00066173-0.00033998i,-0.00072862-5.3056e-06i,-0.0011338-2.8631e-05i,5.1286e-05+2.0129e-05i,0.0011022-0.00043649i,0.00065684-0.00083744i,-0.00014229+0.0001688i,-0.00025989+0.0008307i,-1.6099e-05+0.00083271i,0.00027976+0.00046158i,0.00017476-0.00060558i
0.000525-0.0006227i,0.00095765-0.0014315i,0.00010876-0.0018434i,-0.00047071-0.0018407i,0.00013463-0.0013928i,0.000797-0.00076515i,0.00037436+0.0008219i,-0.00016392+0.0013635i,2.7938e-05+0.00048375i,0.00030848-0.00011376i,0.00026993-0.00015467i,-0.00035366-0.00049004i,-0.00062922-0.00037898i,-0.00040332-8.9162e-05i,-0.00023652-0.00016492i,3.8999e-06+0.00017201i,-0.00033606+0.0003044i,-0.00088937-0.00041812i,-0.00019089-0.0011092i,0.00086957-0.00075365i,-0.00024658-0.00025548i,-0.0010483-0.00024626i,-0.00024341+0.00052067i
0.00070944-0.0016184i,-0.00014578-0.0026253i,0.00077407-0.0028107i,0.00072991-0.0021734i,0.00033442-0.0017014i,-8.4638e-05-0.00072563i,-0.0003861-0.00048179i,0.00013623-0.00044665i,0.00071739-0.00028884i,0.00033786-0.00066412i,-0.00054373-0.0004399i,-0.0011599+0.00026068i,-0.00038506+0.00079063i,4.7982e-05+0.00044359i,-0.00049906+0.00063044i,-0.00047018+0.00013889i,-0.00024334-0.00068803i,0.00026396-0.00010667i,0.0003867-0.00039726i,9.825e-05-0.00064581i,8.1824e-06+0.00026368i,-0.00039125+0.00080293i,0.00012284+0.00054463i
0.0018009+0.00085161i,0.003002+0.00028999i,0.0038678-0.00058975i,0.0023471-0.0017029i,0.00022056-0.0019539i,-0.00024725-0.00063043i,0.00047128+0.00063927i,0.00060897+0.00053841i,0.00094839-0.00027863i,0.0010894-0.0007115i,0.000274-0.00070306i,-0.00010576-0.00069803i,0.00025093-0.00021897i,0.00068982+0.0005399i,0.00012917+0.00055784i,-0.000684+0.00011732i,-0.00022098-6.469e-05i,0.00022555-1.5266e-05i,0.00041476-1.7388e-05i,3.3683e-05+0.00031844i,-0.00052974+0.00065769i,-0.00034479+0.0004679i,0.00032444-0.00018961i
0.0017502+0.0007089i,0.0019521+0.0022046i,0.0013266+0.00035882i,-5.057e-05-0.00052096i,-0.0016883-1.1843e-05i,-0.0010781-1.1759e-06i,-4.4799e-07+0.0005715i,-0.00064127+0.00071462i,-0.00031709-0.00027681i,0.00017782-0.00057812i,0.0002145-4.4116e-05i,0.0004835+0.00052859i,0.00016685+0.0012416i,-0.00035514+0.0011209i,-0.00076861+0.00080255i,-0.00080939+0.00069109i,-0.00048945+6.9593e-05i,0.00030938+0.00018074i,0.0006531+0.00087565i,0.00021535+0.00018073i,0.00033019-0.00031768i,0.00044612+4.0602e-06i,0.00011898+0.00036656i
-0.00022122+0.00016285i,-0.00042115-0.00030093i,-0.0011074-0.001202i,-0.00017564-0.0015459i,0.00038529-0.0015723i,-0.00099265-0.0015039i,-0.001363-0.001536i,-0.00065041-0.0013783i,-0.00042843-0.0010094i,1.073e-05-0.00047205i,7.85e-05-0.00030331i,-0.00057733+0.00014998i,-0.00036367+0.00063074i,-0.0002891+0.00022713i,-9.3704e-05+0.00025353i,0.0006134+4.4117e-05i,0.00086264-0.00019488i,0.00067277-0.00035374i,0.00063508-0.00033779i,0.0001762-8.0153e-06i,-0.00016068+0.00036815i,-3.8513e-05+0.00037259i,-0.00070102-0.00015363i
-0.0016031+0.00016987i,-0.0007461-0.00065996i,-0.00077771-0.00063359i,-0.00090676-0.00047256i,-0.00097137-9.4875e-05i,-0.0019182+0.0002013i,-0.0016596+0.00063832i,-0.00086044+0.00091784i,-0.00041569+0.00023568i,0.00041443-0.00034647i,0.00075692-0.00052829i,2.2398e-05+8.2088e-05i,-0.00035349-0.000477i,-0.00063058-0.0013086i,-0.00058768-0.00042938i,0.00020564-0.00036026i,0.00040162-0.0010642i,0.00010019-0.0008844i,-0.00029348-0.0007406i,-0.00031109-0.0013955i,0.00028901-0.00093646i,-5.19e-05-1.465e-05i,-0.00096162+1.0326e-05i
-0.00044729-0.0010877i,1.6615e-05-0.0018202i,0.00081732-0.0014974i,0.00093333-0.0011683i,-0.00021415-0.00023146i,-0.00092291+0.00035165i,-0.00098514+0.00055278i,-0.00032889-0.00010132i,2.5835e-05-0.00040537i,0.00032278-0.00012929i,0.00056547-0.0005028i,5.7277e-05-0.00013445i,-0.00079434+0.00015494i,-0.00062454-7.4831e-05i,1.5744e-05-0.00011393i,0.0002944-0.00030117i,0.00074544-0.00081069i,0.00088597-0.00068679i,-6.9594e-06-0.00025043i,-0.00010483-0.00047052i,0.00036697-0.00065304i,0.00013882+0.0002623i,-4.5632e-05+0.00076306i
