-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
0.00029537-0.00029383i,0.00026296+0.0002408i,-0.00019618-5.7186e-06i,-0.00058453-0.00057942i,-0.00081731-3.3707e-05i,-0.0011157+0.00089326i,-0.0011559+0.00083406i,-0.00033547+0.00088689i,0.00021105+0.00069021i,0.00048998-0.0001114i,0.00019736-0.00020565i,-0.00035151+0.00035933i,-4.4723e-05+0.00055212i,0.00025173+0.00050543i,-0.00017194+0.00071791i,-0.0013268+0.0001799i,-0.0011439-0.0005567i,-8.5689e-05-0.00015405i,-1.8936e-05-0.00025088i,-0.00059978-0.00043609i,-0.0001358-0.00014246i,0.00077851+0.00038003i,0.0006192+0.00051457i
-0.00095651-0.00039098i,-0.0013671-0.00015365i,-0.002291+0.00041483i,-0.0023136+0.00075201i,-0.0018957+0.00067167i,-0.0010338+0.00027016i,0.00028145+0.00061495i,0.00078545+0.00089958i,0.00014795+0.00041318i,-0.00049066+0.0002225i,5.0899e-05+0.00063591i,3.9962e-05+0.00088966i,-0.00039651+0.00023862i,-0.00029978-5.2213e-05i,-0.00082288-4.379e-05i,-0.00091253-9.7982e-05i,-0.00011405-0.00027541i,0.0002956-0.00083736i,0.00071972-0.00054264i,0.00082065+0.00058489i,0.0003389+0.0011017i,0.00052718+0.00078296i,0.00048836+0.000642i
0.0023202-0.0014208i,0.0024175-0.0017378i,0.0012112-0.0015392i,-0.0001105-0.00075082i,-0.00073266-0.00037883i,-0.0011124-0.00050666i,-0.00057041-0.00047757i,0.00023955-0.00061421i,0.00021959-0.00048659i,9.062e-05-0.00015288i,0.0003648-0.00050148i,0.00014952-0.00073506i,-0.00037233-0.00073254i,-0.00046975-0.00096889i,-0.00040847-0.000147i,-8.0896e-05+0.00039393i,0.00049332+0.00052016i,0.0006762+0.00075887i,0.00033689+0.00067916i,-5.5746e-05-0.00013577i,-0.00019249-0.00090389i,-7.6387e-05-0.00051988i,-0.00022841-0.00060989i
-0.0027728-0.0016461i,-0.002976-0.0011101i,-0.0022356-0.0011954i,-0.0024797-0.00079685i,-0.0025797+0.0001235i,-0.00052308+0.00045719i,0.00036862+0.00070209i,-0.00041872+0.00026663i,-0.00073562-0.00075365i,-0.00026487-0.00040837i,4.8747e-05-0.00022762i,0.00091346-0.00066236i,0.0012978-0.00065818i,0.00074005-0.00064178i,0.00055722-0.00031156i,0.00054603-0.00023307i,0.00013115-7.4452e-05i,-0.00041597+0.0001036i,-0.00025605-0.00034619i,-8.661e-05-0.00073003i,-2.0443e-05+3.8239e-06i,0.00058044+0.00052058i,0.00094496+0.00033301i
0.00030763+0.0012204i,9.2135e-05+0.00127i,-0.00017796+0.00064931i,-0.0010073+4.6007e-05i,-0.0023243-0.00053013i,-0.0023291-0.00037145i,-0.00096557+0.00028214i,0.00041005+0.00020822i,0.0006155-0.00012194i,-0.00010639-0.00033904i,-0.00082423-0.00059669i,-0.00086558-0.0001265i,-0.00067197+0.00033894i,-0.00083801-0.00019965i,-0.00070957-0.00029866i,-0.00027669+6.3051e-05i,-0.0003531-3.5878e-05i,-0.00080934+0.0004226i,-0.00062404+0.00089503i,-0.00037115+0.00038835i,-8.5139e-05+0.00012589i,0.00025696+0.0005612i,0.00010541+0.00018556i
0.0012373-0.00051559i,0.00028411-0.00024715i,-0.00043943-0.0012509i,-0.0013542-0.0024701i,-0.0020876-0.0019366i,-0.0019735-0.00070195i,-0.0010986+0.00031838i,0.00046022-0.00013812i,0.00082837-0.00093098i,0.00063625-0.0012274i,0.00053473-0.00088444i,1.0373e-05+0.00010663i,-0.00026451+0.00051437i,0.0007981-0.00023575i,0.001296-0.00037829i,0.00077385-0.00053056i,0.0011258-0.00032019i,0.00083769+0.00036565i,0.00023248+5.49e-05i,0.00063477-0.00033971i,0.00067235-0.00020597i,0.00018933-0.0010881i,-3.4733e-05-0.0013651i
-0.0026458+3.0484e-05i,-0.0030228+0.0011134i,-0.0014575+0.0024817i,-0.00031789+0.0029048i,0.00029836+0.00226i,-0.00012685+0.0013132i,-0.0010622+0.0012142i,-0.00069897+0.0010077i,-2.5815e-05+0.00014649i,0.00024541+0.00012656i,-5.4126e-05-0.00015294i,6.8415e-05+0.00010084i,0.0002937+0.00052283i,4.8407e-07-0.00058604i,-0.0003057-0.001152i,-0.00058364-0.0013071i,-0.00071687-0.0011695i,-0.0010102-7.1315e-05i,-0.00050704+7.2306e-05i,0.00024084-0.00018049i,-6.4268e-05-0.00036284i,-0.00037145-0.00028981i,0.00030582+0.00034279i
0.00051681-0.00042284i,0.00011607-0.001422i,0.0004523-0.0025881i,-0.00055568-0.0020603i,-0.0015074-0.0013073i,-0.0012383-0.00084807i,-0.0010218-0.00090113i,-0.00075988-0.00082554i,-0.00050739-0.00014133i,-0.00062892+0.00030746i,-0.00067042+9.5655e-05i,-0.00045545-0.00023908i,-0.00033226-0.00012122i,-0.00019211-2.6503e-05i,-0.00034273-0.00015721i,-0.00067402-0.00034027i,-0.00024218+0.00036803i,0.00030295+0.00070611i,-9.0009e-05+0.00050678i,-0.0010058+0.00041835i,-0.00086916+0.0001775i,-0.00012157-4.7363e-05i,0.00011778-0.00054001i
0.00075959-0.0012602i,-0.00015511-0.0033718i,-2.2938e-05-0.0042222i,4.1355e-07-0.0034815i,-0.00029165-0.0020394i,3.2011e-05-0.0013773i,0.00016514+0.00019749i,2.7035e-05+0.0011281i,-0.00021545+0.00080684i,-0.00054045+0.00051147i,-0.00068869+8.0803e-05i,-0.00023853+0.00041645i,0.00024228+0.00086131i,0.00011703+0.00022706i,-0.00015595-0.00011518i,-0.00020714+0.00010278i,0.00010544+0.00033227i,0.0002565+0.00042852i,-0.00026114+0.00065273i,-0.00040513+0.00061026i,-9.6391e-05+0.00048309i,-0.00018642-0.00010689i,-0.00043472-0.00030402i
0.00053617-0.00047424i,0.0010569-0.00045575i,0.0010862-0.00073523i,6.2776e-05-0.00050886i,-0.0015528-0.00059381i,-0.0013175-0.00013949i,-0.00069542+0.0007335i,-0.001107+0.00050406i,-0.00051112-0.00040487i,0.00053596-0.0013613i,5.4045e-05-0.0008021i,-0.00064732+0.00013232i,6.8637e-06+0.00097647i,0.00042513+0.00099625i,-0.00055139+0.00038268i,-0.00059858+0.0001622i,-6.3662e-05-1.2686e-05i,7.0359e-05+5.7275e-05i,0.00034984+0.00050726i,0.00010269-7.6211e-05i,2.192e-05-0.00056523i,5.5143e-05-7.2916e-05i,0.00012786+0.00055968i
-0.0018395+0.00012506i,-0.00085662-0.001394i,0.0012226-0.00094378i,0.0019133-0.00095237i,0.0010541-0.00092211i,8.5346e-06-0.00049179i,0.00042242-0.000216i,0.00093479+0.00027348i,0.00053369+0.00041529i,0.00017093+0.00058026i,0.00028355+0.00035361i,-0.00020235-0.00020816i,-0.00045491-0.00065203i,-1.5808e-05-0.00055372i,0.00032955+0.00023928i,0.00022767+0.00055954i,-9.8173e-05+0.00027113i,-0.00061062-0.00024646i,-0.00066687-0.00029739i,-0.00043366-0.00014359i,-0.00024075-0.00022014i,0.00059733-3.1589e-05i,0.0009203+6.8143e-05i
0.0020892-0.0021811i,0.00091464-0.0023404i,0.00090227-0.0021133i,0.00023307-0.0015803i,-0.0017309-0.00026864i,-0.0021635+0.0014335i,-2.4592e-05+0.0017458i,0.0011132+0.0016876i,0.00066466+0.00054681i,0.00027409-0.0010571i,-0.00014978-0.0019041i,-0.00090464-0.0012726i,-0.0014364-3.136e-05i,-0.0016731+0.00093062i,-0.0014801+0.00074293i,-0.0012103-4.8415e-05i,-0.00099722-0.00057389i,-0.00023978+0.00019907i,0.00045301+0.00053941i,0.00059209+0.00011229i,0.00077738+0.00021315i,0.0004827+0.00010498i,-0.00012689-8.98e-05i
7.1423e-05+0.0016529i,-0.00028898+0.0030643i,0.00080455+0.0020006i,0.0013902-0.00086887i,0.00048931-0.0010439i,-0.00053573-0.00029728i,-0.0008551+0.00040697i,-0.0009943+0.00061213i,-0.00058087+0.00057935i,-0.00041916+0.00020126i,-0.00076108-0.00013282i,-0.00066652-1.6548e-05i,-0.0010762-0.00044198i,-0.0013352-0.00058606i,-0.00037371-0.00074112i,0.00042744-0.0013753i,0.00030816-0.0016143i,0.00022614-0.00095082i,0.00023466-0.0002354i,-7.6361e-05-0.00025867i,-0.00059298-0.00029188i,-0.00013309+4.0911e-06i,0.00058669+0.00010605i
1.151e-05+0.0032754i,-0.00023152+0.0041986i,-0.00013492+0.0036957i,6.5384e-05+0.0013469i,4.4231e-05+0.00054266i,0.00018075+0.00031899i,8.0888e-05+0.00029819i,-0.0002843+0.00064331i,-0.00038294+0.00070808i,0.0001934-0.00022777i,0.00076069-0.00086811i,8.4534e-05-0.0010567i,-0.0005935-0.00075145i,-0.00093511-0.0001583i,-0.00065909-0.0003568i,-0.00015635-0.00062174i,-0.00029049+0.00016747i,2.2807e-05+0.00038258i,0.00021924+0.00021853i,0.00024499+0.00044213i,0.00035101+7.7429e-05i,0.00056962-0.00031721i,0.00071968-3.5256e-05i
0.0013908-0.0022054i,-0.00023712-0.003164i,-0.00015375-0.0025174i,-0.00027165-0.0017023i,-0.00091257-0.0018859i,-0.0025198-0.0020982i,-0.0031805-0.00060412i,-0.0021995+0.0010825i,-6.7118e-05+0.00085142i,0.00088043-0.00065005i,-0.00032871-0.0013103i,-5.3348e-05-0.00043623i,-0.00017876+0.00051229i,-0.0018593+0.00023388i,-0.0018248-0.00027385i,-0.0013724+0.00015397i,-0.00089586+0.00065833i,-8.6109e-05+0.00076338i,-0.00013947+0.0010952i,-0.00023612+0.0013314i,9.7487e-05+0.00068515i,0.000273-0.00010992i,-5.9562e-05-0.00049074i
0.00013538+0.0052959i,0.0027553+0.0064047i,0.0058483+0.0057215i,0.0048254+0.0017197i,0.0034282-0.0021729i,0.0020561-0.003855i,-0.00031589-0.0025486i,-0.0012417-0.00073624i,-0.00032385+1.1249e-05i,0.0011045-0.00031867i,0.00077625-0.0012672i,-0.00084516-0.0016298i,-0.0015177-0.0019531i,-0.0016129-0.0024923i,-0.0016596-0.0022969i,-0.0009096-0.0022562i,9.2616e-05-0.001691i,-0.00026275-0.00095606i,-0.00068614-0.00031984i,-0.00058853-0.00022333i,-2.2473e-05-0.00011866i,0.00078764-0.00045917i,0.0011749-0.0012321i
0.00032023-0.0083796i,-0.0012235-0.0099508i,-0.006642-0.010561i,-0.0085851-0.0068697i,-0.0065911-0.0018478i,-0.0019554+0.0020347i,0.0014769+0.0014367i,0.0020868-0.0011404i,0.0011499-0.0013378i,-0.00089718+0.00028926i,-0.0019861+0.0013544i,-0.0011987+0.0016028i,0.00096912+0.0022077i,0.0028216+0.0030765i,0.0027606+0.0030222i,0.0014409+0.0014983i,0.00056125-0.00015301i,0.001092-0.00041719i,0.0022593-0.00031214i,0.0017988-0.00099706i,-0.00017468-0.0010775i,-0.0013544-0.00067968i,-0.0016282-3.783e-05i
-0.0011082-0.0024457i,-0.0024806-0.0024594i,-0.0036154-0.0015389i,-0.0029799+0.0002935i,-0.0022018+0.0008958i,-0.0013442+0.0013112i,-0.00018879+0.0016452i,0.00031588+0.00073077i,-2.5977e-05-0.00076626i,-0.00055194-0.00092705i,-0.00088481-0.00014702i,-0.00046133-0.0005109i,0.00031839-0.00011145i,-4.3616e-05+8.2916e-05i,-0.00041922-9.4637e-05i,-0.0004006-0.0002376i,-0.00046516-0.0011354i,-0.00040617-0.00087i,0.00017979+0.00022116i,0.0010744+0.00080788i,0.0013073+0.00069548i,9.6352e-05+0.00028323i,-0.0013944+6.052e-06i
0.002581-0.0017663i,0.00079092-0.0023231i,-0.0002536-0.0029265i,-0.00060751-0.0027511i,-0.0016098-0.0019399i,-0.0021924-0.000991i,-0.0016003-5.171e-05i,-0.0011962+0.00092979i,-0.00083251+0.0011056i,0.0005603+0.00041601i,0.00087687+0.00010951i,6.8657e-05-0.00027647i,0.00011723-0.00069789i,-7.2623e-05-0.00065166i,-0.0006872-0.00019958i,-0.00032401-0.00044979i,-0.00029622-0.00064855i,-0.00083447-6.2805e-05i,-0.00084187+0.00054459i,9.0058e-05+0.00076378i,0.00047749+0.00018394i,0.00026855-0.00027507i,-2.9801e-05+0.00066073i
0.0010917-0.00025198i,0.00087486-0.00141i,0.00011453-0.003226i,-0.00028951-0.003207i,-0.0013645-0.00093522i,-0.0021764+0.0015332i,-0.0012674+0.0019753i,-5.6604e-05+0.00052024i,0.00077521-0.0009837i,0.00069003-0.00047361i,0.00033527+0.00016932i,0.00032676-0.00043031i,0.00021782-0.0004842i,-0.00074206-0.00056348i,-0.00097758-0.00020087i,-0.0002751+0.00031559i,-0.00034789+0.00024857i,3.7781e-06-3.3262e-05i,0.000628+0.00012196i,0.00066142+0.00081777i,0.00045782+0.00080325i,0.00015954+0.00027858i,0.00013956+0.00042283i
-0.0016345-0.001448i,-0.00058782-0.0019611i,9.1321e-05-0.0023808i,-0.00026718-0.0021198i,-0.0010192-0.0016297i,0.00020223-0.00056051i,0.001784-8.6847e-05i,0.0010495-0.0006465i,0.00017591-0.00072452i,-0.00040935-0.00020946i,-0.00096378+0.0001142i,-0.00062575+0.0007075i,0.00013306+0.00097714i,0.00022238+0.00061528i,0.00015539-0.00034834i,9.3554e-05-0.00037426i,-0.00063907+0.00035145i,-0.00060416+0.0005168i,0.00052695+0.00015314i,0.00097008+2.625e-05i,-2.0941e-06-0.00010766i,-0.00067294-0.00012204i,-0.00062186+0.00016857i
0.00099304-0.003499i,-0.00023255-0.0039466i,-0.00041175-0.0034178i,-9.4972e-05-0.0015688i,-0.0010782-0.0002747i,-0.0019433+0.00030541i,-0.0010242+0.00060772i,-3.0456e-05+0.00090468i,-0.00061131+0.00065458i,-0.00054646+0.00017191i,0.00015203+0.00038523i,0.00043043+0.0003712i,0.0006273+0.00032379i,0.00072252+0.00032402i,0.00011485-0.0003886i,-5.348e-05-0.00018543i,-0.00024854+0.00037676i,0.00061819-7.7104e-05i,0.00083408+0.00053558i,-0.00022849+0.00075781i,-0.00011903-6.3588e-05i,0.00014341-0.00047106i,-0.00035134-0.00024119i
0.0018068-0.00066611i,0.0015206+0.0011924i,-0.00060568+0.0010454i,-0.0020758+0.0010818i,-0.0029678+0.0014569i,-0.0021601+0.0018791i,-0.00090966+0.0015068i,-0.00098339+0.00049814i,-0.00074572-0.00056504i,-0.0007836-0.0012123i,-0.00074349-0.00026955i,0.00035406+0.00033978i,0.0011263+0.00021945i,0.00063199+0.00038337i,0.00061802+0.00021335i,0.0006709-0.00010071i,-7.0977e-05-0.00028968i,-0.00036563-0.00043762i,0.00033631-0.00038631i,0.00092745+4.0172e-05i,0.0011211-0.00027979i,0.00071334-0.00047097i,0.00018776-3.2767e-06i
-0.00081799-0.00042233i,-0.001314-0.00063958i,-0.00081401+1.8218e-05i,-0.00047351+0.00012437i,-0.00065389-0.00047299i,-0.00079397+0.00032237i,-0.00042617+0.00083393i,-0.00030383+0.0010563i,-0.00060268-0.00030987i,-0.00082345-0.0010566i,-3.1089e-05-1.375e-05i,0.0012019+0.00051674i,0.0011942+0.00017488i,0.00041322+0.00044868i,0.0004127+0.00087933i,0.00050984+0.00096217i,-6.7778e-05+0.00069166i,-0.00048909+0.00048489i,0.00032364+5.1946e-05i,0.0013223+0.00024383i,0.0010237-6.3428e-05i,0.00026648-0.00030299i,-0.00021667+0.00022745i
0.0002895-0.0025684i,-0.00075699-0.0031554i,-0.0017394-0.0022447i,-0.0022385-0.00045281i,-0.0032336+0.00033326i,-0.0028864+0.00041441i,-0.0013336+0.00061197i,-0.00075676+0.0005552i,-0.00043173+4.1613e-05i,-0.00020968-0.0002474i,-0.00069758-0.0003241i,-0.00074028-0.00016926i,-0.00063189-5.8378e-05i,-0.00071582-0.00013082i,-0.00040574+0.00048262i,-0.00036772+0.00030545i,-0.00016059+1.1953e-05i,4.7392e-05-0.00027339i,3.9741e-05+2.4372e-05i,0.00055629+0.00054117i,0.00088595+0.00012385i,0.00064898+7.7483e-05i,1.2064e-05+0.0001396i
-0.0010298+0.0002585i,-0.0022755-0.00058353i,-0.0036368-0.0011521i,-0.0028417-0.00070853i,-0.0023475-0.00024102i,-0.002099-0.00035275i,-0.0016981-0.0007305i,-0.00098513-0.0011953i,-0.0005801-0.00077714i,-4.4209e-05+4.0731e-05i,0.00043288-8.2104e-05i,0.00051482-0.00086015i,0.00055288-0.00073682i,0.00043557-0.0003436i,0.0004444-0.00056376i,0.0007789-5.8638e-05i,-6.0024e-05+0.00078451i,-0.00060946+0.00085611i,-4.3947e-05+0.00062743i,0.00024398+0.00028208i,-0.00039635+0.00023919i,-0.0012226+0.00086924i,-0.00093621+0.00056432i
-0.001264-0.0024469i,-0.0024624-0.002735i,-0.0015839-0.0018722i,-0.001209-0.0014288i,-0.00091594-0.00038226i,-0.00063133+0.0011564i,-0.0001274+0.0016235i,0.00054664+0.0014285i,0.00049327+0.00092875i,0.00014304+0.0003263i,-0.00024286+0.00037217i,-0.00013039+0.00049575i,-0.00039515+4.9455e-05i,0.00029939+0.00022216i,0.0010635+0.00026661i,-5.2433e-05-0.00026682i,-0.00073597-0.00034149i,-7.7214e-05-0.00038572i,7.0609e-05+0.00012093i,-0.00040217-0.0002039i,-9.7196e-05-0.00053374i,0.00040089+0.00045576i,0.00020963+0.00091429i
0.0020776-0.0012766i,0.0013821-0.0035263i,0.00030207-0.0040066i,-0.0015626-0.0021658i,-0.0024245-0.00065389i,-0.0014401+4.8473e-05i,-4.5652e-05+0.0001731i,0.0003425-0.00021109i,0.00040174-0.00074835i,1.5303e-05-0.00094295i,0.00069318-0.00062947i,0.0011806+0.00030191i,-7.7591e-05+0.00059613i,-0.00049181+0.00016876i,-0.00034246-0.00043174i,-0.00011902-0.00051416i,0.00075529-0.00031219i,0.00096145-0.00026664i,0.00063178+8.1477e-05i,0.00045182+8.6779e-05i,0.00015635-0.00020296i,-0.00019983-0.00093068i,-0.00020659-0.0010068i
-0.0011592-0.00070349i,-0.00033909-0.00042862i,-2.9084e-06-0.00033956i,-0.0019429+7.5023e-06i,-0.0026983-0.0006783i,-0.0017791-0.00034227i,-0.00069092+0.00037663i,0.00017509+0.00043005i,0.00019904-1.531e-05i,-0.00031522-0.00019699i,-0.00068998+4.6305e-05i,-0.0012169+3.7416e-05i,-0.00078308+9.3925e-05i,6.1807e-05+0.00022208i,-0.00025351+0.00024374i,-1.2099e-06-5.5448e-05i,0.00058152+0.00038971i,4.1485e-05+0.0011516i,-0.00046418+0.00078413i,-0.00020366-0.00065942i,0.00058932-0.0016437i,0.00080674-0.0010858i,8.4234e-05-0.00067454i
-6.776e-05-0.0044356i,-0.0012883-0.0049233i,-0.0020437-0.0038833i,-0.0025696-0.0022145i,-0.003259-0.00040547i,-0.0028014+0.00056333i,-0.0017925+0.00023827i,-0.0016342+0.00045783i,-0.0007928+0.00085748i,-0.00020193+0.00062323i,-0.00047912+0.00028501i,0.00011051-6.8506e-05i,0.00047459-0.00013423i,0.00045692+0.00010094i,0.0005353+0.00068147i,-0.00010503+0.0013097i,-0.00040999+0.0007967i,-0.00039564+0.00013056i,-0.00072125+0.00013924i,-0.00024101+0.00035979i,0.00031032+0.00016517i,-0.00021787-0.00028701i,-0.0010538-0.0004553i
0.0023333-0.0024156i,0.0026411-0.0032407i,0.0011164-0.0026233i,-0.00067822-0.00076294i,-0.0018201+0.0001007i,-0.0014352-0.00024879i,3.9093e-05+0.00012757i,9.9545e-05+0.00021099i,-7.9761e-05-0.0003759i,0.00022258+4.7201e-05i,0.00069488+0.00055147i,0.00086211+0.0008233i,9.1194e-05+0.0015088i,-7.4791e-05+0.0010943i,0.00027037+0.00025128i,0.00010979+0.00043809i,-3.5543e-06+0.00075108i,-3.3088e-05+0.00078295i,-6.4907e-06-8.0867e-05i,0.00054605-0.00073842i,0.00085769-0.00063458i,0.00090932-0.00048251i,0.00039084-0.00029995i
0.00071133+0.00048468i,0.00054312+1.5399e-05i,0.00047436-0.0013468i,2.9786e-06-0.0020556i,-0.00077905-0.0027004i,-0.00042978-0.002672i,-8.3315e-05-0.0013581i,7.3635e-05+0.00049652i,-0.00028723+0.0015189i,-0.00046248+0.0006562i,-0.00037653-1.0275e-06i,-0.00037694-4.2547e-05i,-2.2743e-06+5.9036e-05i,0.00031791+0.00010999i,-0.00022665-0.00068432i,-0.0007057-0.00081255i,-9.8167e-05-0.00019677i,0.0003351+0.00029755i,0.00031548+0.00046768i,0.0006774+0.00066267i,0.00093301+0.0010697i,0.00011008+0.00091642i,-0.00030223+0.00076729i
0.00088158-0.0015028i,0.0013626-0.0016689i,0.00052964-0.0014865i,-0.00041618-0.0011061i,-0.0011948+0.00015024i,-0.0016938+0.00059056i,-0.00091491+0.00068431i,3.5862e-05+0.00091139i,-0.00022678+0.00021807i,-0.00079554-0.0010363i,0.00013963-0.0013407i,0.00080505-0.00080826i,0.00074657+0.00021399i,0.00081823+0.00049617i,0.0012599-0.0003585i,0.00042632-0.00068453i,-0.00046364-0.00014035i,0.0001455+0.0002233i,0.00029253-0.00047313i,0.000652-0.00074052i,0.00092183-0.00035416i,0.0010121-0.00025607i,0.00060814-0.00022859i
-0.002054-0.00045012i,-0.0011798-0.00075907i,-3.7785e-05-0.00061726i,0.00057251-0.00031234i,0.00052033+4.3003e-05i,-0.00041366+0.0011746i,-0.0010099+0.00032778i,-0.0005376-0.00051546i,-0.00020403-0.00026993i,0.00021831-0.00069934i,0.00032221-0.00081607i,0.00011515-0.00080403i,-0.00053681-0.0005518i,-0.00076488-0.00015263i,-0.00033499-0.00046757i,-0.0003467-0.00041824i,-0.00064107+0.00026128i,-0.00027425+0.00030161i,0.00052778-0.00025451i,0.00045348-0.00031432i,-0.00017773+2.1067e-05i,-0.00026467-0.0001493i,-0.00019269-0.00050327i
0.00047569-0.0036842i,-0.0013837-0.0032488i,-0.0032113-0.0017285i,-0.0028414-0.0017136i,-0.0019124-0.0015588i,-0.0017655+0.00015075i,-0.00049491+0.00067673i,0.00085131+0.00033765i,0.0010518-0.00040123i,0.00021954-0.0012111i,-0.00034071-0.00069017i,-0.0003146+0.00066426i,-6.9956e-05+0.00015208i,0.00032932-0.0007679i,-1.6958e-05-0.00047578i,-0.00076342-0.00062174i,-0.0013182-0.00047142i,-0.00087497+0.00024448i,0.00030884+0.00014658i,0.00086848-8.2897e-05i,0.00056526+8.2743e-05i,-7.3873e-05+0.00034316i,-0.00027585+0.00051717i
0.00072743+0.0022735i,0.0015068+0.0020921i,0.0014196+0.001402i,-5.8307e-05+0.00022504i,-0.0010837-0.00022935i,-0.0011781+0.0002236i,-0.0009971+0.00040358i,-0.00086805+3.5915e-05i,-0.00026251+0.00046556i,-0.00021897+0.00075351i,-0.00048616+0.00020489i,-0.00046763-8.188e-05i,0.00038197-0.00032577i,0.0012761-0.00048487i,0.00041648-0.00050474i,-0.00047168-0.0003585i,-0.00041081-0.00056528i,0.00031676-0.0004342i,0.00065193-4.5606e-06i,-0.00026974+1.0051e-05i,0.00019399+0.00019718i,0.00083193+0.00035177i,0.00059014-0.00012936i
-0.0006629-0.0023133i,-0.0025101-0.0012744i,-0.0026767-0.00044842i,-0.0010745-0.00041535i,-0.00039126+0.00068442i,-0.00061003+0.0014219i,-0.00056208+0.00069072i,-0.00063622+0.00046028i,-0.00045645+0.00011672i,-3.8898e-05-0.00011103i,-0.00049782+0.00013644i,-0.00061386+0.00049103i,0.000208+8.6166e-05i,0.00082132-0.00013941i,0.00050417+0.00021332i,-0.00019966+0.0007328i,-0.00065367+0.00052581i,-0.00027765+0.00069992i,0.00028372+0.00042373i,0.00019748-5.3939e-05i,0.00038873+0.00012715i,0.00023887-0.00039315i,0.00040314-0.00029837i
0.00042286-0.0022091i,0.00080826-0.0027746i,-0.0007327-0.0028679i,-0.0025137-0.001621i,-0.0027524-0.00067734i,-0.0018478-0.00042595i,-0.00050604-6.7567e-05i,-0.00044314+0.00033666i,-0.00074621+0.00024494i,-4.7853e-05+6.7466e-05i,0.00058839+0.00020651i,-0.00031109+0.00057816i,-0.00050924+0.0011652i,1.4335e-05+0.0013682i,-5.9258e-06+0.00061985i,1.3043e-05-0.00022093i,0.00018619-0.00063935i,0.0005436-0.00032062i,0.0010397-0.00018796i,0.00049691-0.00065917i,-4.988e-06-0.001246i,0.00037578-0.00025086i,0.0001618+0.00043497i
-0.0015922-0.00011701i,-0.0014251+0.00053234i,-0.0016935+0.00119i,-0.0010321+0.0012944i,-0.00061393+0.0002603i,-9.8302e-06-0.00062856i,0.00055116-0.00015319i,0.00081044+3.3951e-05i,0.0008487+0.00033732i,0.00028366+0.00054703i,0.00067572+0.00018941i,0.0012467-0.00032078i,0.00062122-0.00046995i,-6.2711e-05-0.00018164i,0.00044481+1.7544e-05i,0.00030288+0.00044127i,-9.0593e-06+0.00030579i,0.00017091+0.00012406i,-2.7478e-06+0.0005455i,-0.00083498+0.00064134i,-0.00054116+0.00032076i,0.00043909+0.00030741i,7.5992e-06+0.00094637i
0.0010287-0.0020214i,0.0010696-0.0031004i,0.00048156-0.0034471i,0.00069741-0.0024002i,0.00092945-0.00088722i,0.00012251+0.00028848i,-0.00035375+0.00041575i,0.00017278-0.00027493i,0.0012964-0.00020642i,0.0015584-0.00035825i,0.0008192-0.00038246i,-0.00039698-0.00018249i,-0.00099574-0.00090193i,-0.00025183-0.00069345i,-3.6948e-05-0.00012281i,-0.00061761-0.00077312i,-0.00054875-0.0012952i,3.8109e-05-0.00084403i,3.2555e-05-0.00048874i,0.00029655-0.00024519i,0.00034183-7.6396e-05i,-0.00015096-0.00055704i,3.0709e-05-0.00083024i
0.00031136-0.00047617i,7.6612e-05-0.00076619i,-0.00091533-4.8535e-05i,-0.0020916-0.001174i,-0.0016715-0.0021722i,-0.0010981-0.0012278i,-0.000377-0.00042422i,1.3853e-05-0.00019743i,0.00024197-9.4451e-05i,0.00027077-1.9995e-05i,-0.00041904+0.00032474i,-0.00055001+0.00026583i,0.00050064-0.00037652i,0.00091027-0.00065134i,0.00044208-0.00092243i,0.001064-0.0010329i,0.00088296-0.00055318i,0.00043732-0.00047297i,0.00038722-4.3159e-05i,0.00034581+0.00055667i,0.00028908+0.00027016i,-0.00043888+0.00052843i,-0.00031903+0.0013167i
0.00062548-0.0016007i,-0.0012919-0.0029302i,-0.0021644-0.0023449i,-0.0015482-0.0010778i,-0.00089983+0.00043804i,-0.00032718+0.0013674i,-0.00015071+0.0017296i,0.00038467+0.0011084i,0.0008775+0.00021251i,0.00054682-0.00013879i,0.00024587-0.00068731i,7.7683e-06-0.00054925i,3.0508e-05+0.00024442i,-0.0003736-0.00011092i,-0.00063425-0.00026447i,-0.0002013+0.0001803i,-0.0002105-0.00021599i,-0.0010246-0.00039788i,-0.0007428-0.00032717i,-0.00016032-0.00020438i,-0.00022649+0.00046952i,-9.7955e-05+0.00096048i,-0.00022995+0.00042046i
