-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
-0.00084409-0.0006813i,-0.0010264+0.00034988i,-0.00085043+6.9891e-06i,-0.00026772+0.00033149i,-0.00039038+0.0011855i,-0.00015849+0.0018498i,0.00053365+0.0013697i,0.00061658-0.00014189i,-7.5484e-05-0.0009496i,-0.00027558-0.0010562i,-0.00011541-0.00094556i,-0.00038233-0.00079909i,-0.00049805-0.0011199i,-0.00052037-0.00095156i,-0.00083738-0.00062148i,-0.00037707-2.9603e-05i,0.00055852+0.00073924i,0.00058606+0.00080163i,0.00013591+0.00021079i,0.00017379-0.0004503i,9.1751e-05-0.00045307i,-0.00032096+0.00017826i,-0.00060239+0.00018943i
-0.0036258+1.9463e-05i,-0.0042034-0.00060759i,-0.0048197-0.00016925i,-0.0023446-0.00020096i,0.0011125+0.00024003i,0.0022882+0.001153i,0.0017327+0.00091723i,0.0013066+0.00018326i,0.00058922-0.00010584i,-7.2334e-05-7.7822e-05i,-0.00070263+1.295e-05i,-0.0011542-7.1461e-05i,-0.0006072+0.00029514i,0.00042133+0.00079279i,0.00064961+0.00051984i,6.4451e-06+0.00022358i,-0.0010297+0.00017939i,-0.00035813+0.00021508i,0.0014375+7.7121e-05i,0.00092793-0.00059357i,-0.00028978-0.00063841i,-0.00040537-0.00016261i,-0.00048934+0.00027309i
0.0011913-0.0014035i,0.0023295-0.0026864i,0.0036211-0.0033698i,0.0033134-0.0026627i,0.0017868-0.00032141i,0.00078197+0.0022088i,0.00082529+0.0022355i,0.0013526+0.00061376i,0.001093-4.7221e-05i,-5.9575e-05+1.3332e-05i,-0.0008233+4.3962e-05i,-0.0004275+0.00067754i,0.0001479+0.00060153i,-0.00016002+0.00013453i,-0.00073263+0.00065874i,-0.00033495+0.0010695i,-5.0606e-05+0.0010629i,-0.00041093+0.00051234i,-0.0002405-0.00035279i,0.00037097-0.00070147i,0.0003304-0.00074922i,-0.00040762-0.0005502i,-0.0005672-8.4622e-05i
-0.0014443-6.2562e-05i,-0.0013485+0.0017745i,-0.00010938+0.0037521i,0.0010965+0.0047149i,0.0015593+0.0042861i,0.0015751+0.0028444i,0.0009458+0.00093851i,0.00040477+4.5179e-05i,-0.00020525+0.00033508i,-0.000458+0.0006572i,0.00028011+0.00084013i,0.0012922+0.00067606i,0.0010983+0.00069459i,0.00017404+0.0011082i,-0.00028338+0.00097158i,0.00015262+0.00039968i,0.00094314+0.00022291i,0.0010604+0.00089611i,0.00089317+0.00035932i,0.0014234-0.0015065i,0.0011943-0.0015693i,-0.00057941-0.00026261i,-0.0010661+0.0004615i
0.00077224-0.0024798i,0.00024434-0.0027888i,4.9433e-05-0.0039935i,-0.00066622-0.0023026i,-0.00051916-0.0010223i,-0.00010916-0.00065343i,0.00012809-7.113e-05i,-0.00043162-0.00024795i,-0.00037964-0.0006189i,-0.0001951-0.00033162i,-0.00031383-0.00064354i,0.00056691-0.0020453i,0.00064275-0.0022834i,-0.00026945-0.0015824i,-0.00039981-0.0012639i,-0.00030888-0.00065227i,-0.00015421+9.1373e-05i,2.7775e-05+0.00029926i,0.00028369+0.00033561i,0.00085061+0.00012487i,0.00018732-0.0011938i,-0.00080168-0.0017011i,-0.00040366-0.00019579i
0.0009176-0.00077369i,0.0018378-0.00027709i,0.0013283-0.00028268i,0.00083752-0.0013967i,0.00097086-0.00099561i,0.0018476-0.00036865i,0.0018654-0.00094736i,0.00050268-0.00086699i,-6.6811e-05-0.0005666i,-0.0003464-0.0010821i,1.8462e-05-0.0018022i,-0.00026896-0.002055i,-0.00077455-0.0021546i,0.00011862-0.0021124i,0.00046507-0.0016442i,0.00029884-0.0007343i,0.00014458+3.9253e-05i,3.3834e-05+0.00061912i,0.00023934+0.00038666i,0.00098852-0.00053835i,0.00090498-0.00084749i,-4.0088e-05-0.00080474i,6.2478e-05-0.00052189i
-0.0010671+0.0024144i,-0.00060781+0.0029291i,0.00025425+0.0040416i,0.0019793+0.0039327i,0.0029397+0.0030798i,0.0018807+0.0009575i,0.00067769+0.00037786i,-0.00034845+0.00074804i,-0.00050698+0.00012754i,0.0015019-0.0003728i,0.0027346-0.00060712i,0.0012086-0.00059779i,0.00043749+0.00028696i,0.00028511+0.00061116i,-3.3399e-05+0.0005704i,0.00033247+0.0015516i,0.00067148+0.0018361i,0.0008068+0.00070814i,0.00098948+6.1555e-05i,0.0013418+0.00076359i,0.00090683+0.00070738i,-0.0001075+0.00077944i,-0.00020566+0.0015624i
-0.0021942-0.0017252i,-0.0023113-0.0023439i,-0.004614-0.0013813i,-0.0045734+0.00066353i,-0.0021214+0.0014631i,-0.00035626+0.0020536i,5.6228e-05+0.0015463i,0.00011885+0.00076159i,-0.00013335+0.00055028i,-0.00056034+0.0010811i,0.00014459+0.0021424i,0.00066134+0.0024927i,-0.00021614+0.0019599i,-0.0008075+0.001669i,-0.00035626+0.0014159i,0.00047624+0.0011242i,0.00032581+0.0011948i,0.00022702+0.0013702i,0.00083372+0.0015639i,0.00056077+0.00075357i,-3.1466e-05-0.00061905i,0.00027289-0.0009479i,0.0002102-0.00053795i
-0.00096898-0.00082806i,0.00020189-0.00081818i,0.0008977-0.00062161i,0.0003872-0.00027258i,0.0010603+0.0004067i,0.001642+0.00045421i,0.00068894-7.4672e-06i,-0.00049039+0.00013407i,-0.00086597-0.000201i,-0.00084795-0.00065519i,-0.00025654+0.00020441i,0.0010802+0.00024829i,0.0022147-1.2786e-05i,0.00144+0.00096964i,0.00074928+0.0017089i,0.00048454+0.0012547i,-0.00023311+0.00012518i,-0.00027205-0.00018526i,0.00019956+1.9358e-05i,0.00033878-0.00023898i,-0.00010312-0.00069676i,-0.00040929-0.00057368i,0.00015693-0.00055182i
8.169e-06-0.0003646i,0.00055291-0.00053051i,0.00068504-0.0003749i,0.00085574-0.00024625i,-4.3595e-05-0.00044506i,0.00045985-0.0010847i,0.00077452-0.0010003i,0.00032967-0.00080577i,0.00045216-0.00052161i,-7.8242e-05-0.00082459i,7.8309e-05-0.00061808i,0.00028531-0.00064954i,0.00040503-0.0014103i,0.0004184-0.00090303i,4.1999e-05-0.00060836i,0.0011109-0.00068873i,0.0012749-0.00072334i,0.00044553-0.00086068i,0.00090749-0.00082685i,0.0014155-0.00057979i,0.00066178-0.00045747i,-0.00049629-9.2712e-05i,-0.0012528+0.0001642i
0.00039511-0.0018314i,7.406e-05-0.0012957i,0.00031327-0.00023272i,0.00059643+0.00075454i,0.00076794+0.0012152i,0.00050877+0.0017428i,0.00016452+0.00071642i,0.00037523-0.00065029i,0.00033958-4.5415e-05i,0.0004194+0.00064732i,0.00065664+0.00041778i,0.00030744-0.00028451i,0.00010215-0.00062033i,0.000161-0.00034863i,-0.00050131+1.6861e-05i,-0.00064049-0.0002631i,-0.00039039-0.00035115i,-0.00017816+0.00021634i,0.00039386+0.00027333i,0.00045434+0.00030809i,0.00021388-0.00039114i,5.7844e-06-0.0010923i,0.00023127-0.00097251i
-0.0012026-0.00040734i,-0.0014565-0.00073627i,-0.000744+0.0001788i,-0.00019099+0.00045067i,0.00064269+0.00058288i,0.0010558+0.0017488i,0.00045805+0.0016925i,0.00075673+0.0014362i,0.0010864+0.001075i,0.00037226-2.2809e-05i,0.00033219-0.00043287i,-0.00034235-0.00018265i,-0.0011332+0.00026277i,-0.0011585+0.00013955i,-0.00090865+0.00020117i,-0.0010987+0.00079609i,-0.00075023+0.0012404i,-5.5154e-05+0.0011072i,0.00056657+0.00076334i,0.00060559+2.4339e-05i,0.00029777-0.00079503i,0.00045405-0.00024787i,0.00014759-4.6175e-05i
-0.00089487+0.0014783i,-0.00034455+0.0014483i,-0.00051597+7.4291e-06i,8.435e-05+0.00021267i,0.00015084+0.00096781i,0.00063076+0.0012999i,0.0010915+0.0015295i,0.00098694+0.00055183i,0.00075695-0.00035253i,-3.8304e-05-0.0010363i,-0.00072922-0.00095221i,-0.00029683-0.00022961i,0.00046151+0.00016669i,-0.00031863+0.00010017i,-0.0011683+0.00039825i,-6.9952e-05+0.00076441i,0.0012093+0.00045127i,0.0010757+0.00010328i,0.00056682-0.00030544i,0.00030771-0.0010923i,0.00087419-0.0017665i,0.0010714-0.00076523i,0.0002704+0.00042765i
-0.0027411-0.0028409i,-0.0039372-0.0028194i,-0.0044758-0.0019426i,-0.0032021-3.3292e-05i,-0.0010171+0.0014596i,-6.5421e-05+0.0015227i,0.0005783+6.1247e-05i,-0.00023695-0.0013551i,-0.0014068-0.0019138i,-0.0009456-0.0010087i,0.001112-7.0877e-05i,0.0021255-0.00079915i,0.0016825-0.0011502i,0.0016598-0.00054075i,0.0013803+0.00031496i,0.00069581+0.00060719i,-1.1424e-05+0.00051209i,0.0003878+0.00062307i,0.0013098+5.0708e-05i,0.0020224-0.00087713i,0.001583-0.00078037i,0.00023679-0.00035502i,-0.00055753-0.00011308i
0.00085662-0.0026854i,0.00094882-0.0030822i,0.00045824-0.002128i,0.00061446-0.0005995i,0.00065373+0.00068962i,0.00094908+0.00089714i,0.00043667+0.00087987i,-0.00073362+0.0011522i,-0.0003543+0.00066393i,0.00013237-0.00018849i,-0.00019836-0.00047527i,0.00019536-0.00048576i,0.0008523-0.0012653i,0.0012999-0.00099792i,0.00060143-0.00022012i,-0.00082881-0.0003744i,-0.0013296-0.00046468i,-0.00014714+2.7985e-05i,0.00088422+0.00047263i,0.00055587+0.00041595i,0.00010617+6.8844e-06i,7.0905e-05-0.000211i,0.00039688+0.00040086i
0.0017121+0.00065656i,0.0017373+0.0010936i,0.0020181+0.00052585i,0.0013927-9.1327e-06i,0.0015323+0.00050021i,0.0014901+0.00046157i,0.0012031+0.00013081i,0.0017384-6.9535e-05i,0.0019736+0.00037305i,0.0015919+0.0003933i,0.00043709-0.0011815i,-0.00081766-0.0020584i,-0.0015026-0.0010411i,-0.0020508-0.00069928i,-0.0026675-0.0012289i,-0.0019913-0.0014771i,-0.00019596-0.00075294i,0.0010221+0.00091383i,0.0015343+0.0020154i,0.00072191+0.0015329i,-0.00057334+0.00017344i,-0.0010882-6.2474e-05i,-0.0011685+0.0004866i
-0.0039832-0.00087721i,-0.0036199-0.0012396i,-0.0026751+0.00039964i,-0.001832+0.0022584i,-0.00090991+0.0029657i,0.0005297+0.002719i,0.0012006+0.0019448i,7.3843e-05+0.00071939i,-0.00038645-4.1706e-05i,0.00016119-5.2098e-05i,0.0006236+2.8622e-05i,0.00022356+0.00033031i,-0.00067465+0.00055997i,-0.0013277-0.00048158i,-0.0013992-0.0013246i,-0.0010209-0.00029428i,-0.00016037+0.00070953i,0.00037246+0.00017741i,-0.00046544-0.00066412i,-4.6047e-05-0.00074934i,0.00040532-0.00069684i,4.7245e-05-0.00062377i,-0.00042876+0.00032152i
0.00084749-0.00126i,-0.00046362-0.0026419i,-0.0010182-0.0025526i,-0.0012417-0.0012565i,-0.00060653+4.9653e-05i,0.0008754+0.0010849i,0.0015329+0.00091496i,0.00093562+0.0010249i,0.00012281+1.9098e-05i,-0.00066343-0.00071931i,-0.00084048+0.00084158i,0.0004973+0.0021273i,0.001703+0.0018178i,0.0013605+0.0008563i,0.00041082+0.0015591i,0.00067625+0.002047i,0.0012194+0.0013458i,0.00047758+0.00074451i,0.00081976+0.00098664i,0.0011463+0.0012991i,0.00046927+0.000395i,-0.00034591-0.00032129i,-0.00057429-0.00016247i
-0.0024373-0.0021998i,-0.001862-0.0026005i,-0.0014697-0.0025199i,0.00013148-0.0014656i,0.0015073+0.00077577i,0.0013625+0.0020452i,0.00082962+0.00087798i,9.9441e-05-0.00069897i,-0.00075737-0.00090841i,-0.0012388-1.4155e-05i,-0.00063226+0.00058123i,0.00046927+0.00074918i,0.00086784+0.0011183i,0.0015113+0.0014261i,0.0011995+0.0016102i,0.00069822+0.00074979i,0.001229+8.4015e-05i,0.0012384+0.00083391i,0.0010216+0.0008757i,0.00074245+0.00025304i,4.37e-06-0.00017529i,-0.00045522+9.4495e-05i,-0.00046307+0.00064594i
0.0011547-0.0018712i,-0.00061502-0.00093301i,-0.00052974-0.00013129i,-0.00071866+0.00052722i,-0.00047751+0.00051341i,0.00023387+0.00096919i,0.00066119+0.0013438i,0.00027727+0.0014833i,-0.00067304+0.00084875i,-0.0014127-3.9746e-05i,-0.00087495+1.1176e-05i,-7.5226e-05-0.001099i,-0.00043346-0.0029866i,-0.00074904-0.0027679i,-0.00073054-0.0013525i,-0.0006232-0.0013701i,-0.00012738-0.0010161i,0.00086676+0.00026798i,0.00064693+0.0014363i,0.00075244+0.00058355i,0.0005625-0.0012273i,-0.000766-0.0019626i,-0.00088768-0.001161i
-0.0023888-0.0017047i,-0.0020634-0.0034409i,-0.0027244-0.0028037i,-0.0022875-0.00070458i,-0.00061533+0.00099922i,0.00026887+0.0013419i,-0.00015818+0.0011515i,-0.00014213+0.00057615i,-0.00039367-4.463e-05i,-0.0008764+0.00058175i,-0.00032988+0.00064633i,4.3774e-05-5.654e-05i,-0.00055051-0.00017262i,-0.00019948+0.00019735i,0.00030764+0.0001517i,-0.00028979-0.00046195i,-0.0012579-0.00015864i,-0.00098138+4.3609e-05i,-0.00025711-0.00028349i,-0.00025953-0.0012113i,-0.00017228-0.0015886i,-0.00049422-0.00063855i,-0.00019461+0.00027233i
0.00050244+0.0017081i,0.0022385+0.0028982i,0.0025853+0.0034261i,0.0021562+0.0012984i,0.0016817+0.0004092i,0.0010138+0.00074601i,0.00055338-0.00017046i,0.00038247-0.00052046i,2.1526e-05-0.00019685i,-0.00063997-0.00058207i,-0.0014252-0.00080217i,-0.0013855+0.00057919i,-0.00081615+0.0027456i,-0.00073526+0.002872i,-0.0010204+0.0020619i,-0.0011336+0.0019309i,-0.0010877+0.0014588i,-0.00063913+0.00063283i,0.00074923+0.00052867i,0.0013592+0.00012487i,0.00045851-0.00033671i,-0.00033909-2.4635e-05i,-0.00072908+0.00032979i
0.0017095-0.0018709i,0.00087542-0.0015751i,0.0010282-0.0015727i,0.0015847-0.0014004i,0.00065324-0.00075686i,6.5357e-05+0.00086684i,0.00025022+0.00080157i,-0.00013727-0.00047163i,-9.5671e-06-0.0012091i,0.00065433-0.0014016i,0.00024258-0.0010049i,-0.00040969-0.00079041i,0.00028338-0.00054267i,-0.00013096-0.0002531i,-0.0011709+0.00017195i,-0.0012158+0.00058019i,-0.0003386+0.0013234i,8.7991e-05+0.0015013i,-0.0004275+0.00094312i,-0.00071768+0.00072404i,-0.00038343+9.2999e-05i,0.00020474-0.00077921i,9.6295e-05-0.00081501i
7.0136e-05-0.00048652i,-0.00053796-0.0012582i,-0.00027428-0.001096i,0.0011166+0.001363i,0.0023349+0.0019572i,0.0025566+0.00095006i,0.0021582+0.00020205i,0.0015159+0.00020977i,0.00082656+0.00046932i,0.00012674+0.00067565i,0.00065575+0.00033179i,0.0024496-0.00073538i,0.0039044-0.0015163i,0.003324-0.0018651i,0.002221-0.0010921i,0.0014142-0.00065868i,0.00050911-0.00116i,0.0003922-0.0011096i,0.0001289-0.00060627i,0.00036201-0.00025156i,0.00017429-0.00036998i,-0.00056266-0.00082999i,-3.678e-05-0.00016067i
-0.0015462-0.0022498i,-0.0013973-0.0017452i,-0.0025213-0.0027988i,-0.0029301-0.0015159i,-0.0022395+0.00042525i,-0.00081805+0.0012925i,0.00077723+0.0011606i,0.00099136-0.00010806i,-0.00018414-0.00051049i,-0.00045018+0.00032015i,0.00079339+0.00056298i,0.0017622-0.00029058i,0.00097477-0.001559i,0.00048266-0.00049429i,0.00030379+0.0008609i,0.0004476-5.8368e-05i,0.00091505-0.00099164i,0.0010588-0.001017i,0.00092331-0.00044294i,0.00044181-0.00089487i,-0.00076367-0.0010239i,-0.0016667-0.00036749i,-0.00082995+0.0002721i
-0.00010283-0.00053327i,-0.00025857-0.00039288i,-0.00031272-0.00076185i,0.0002776-0.00040251i,0.00072299+0.00099811i,0.001179+0.0013312i,0.0013906+0.0015085i,5.2329e-05+0.0012463i,-0.00042996+4.1378e-05i,0.00034607-1.4849e-05i,-0.00062247-0.00069104i,-0.0029335-0.0020933i,-0.0031945-0.0018073i,-0.0022099-0.00063398i,-0.0013233+0.00023367i,-0.00044003+0.00030084i,0.00035049+0.00094645i,0.00027369+0.0014718i,0.00015603+0.0005813i,0.00049759-0.00036964i,-0.0004014-0.00076143i,-0.00073058-0.00014552i,-0.00012865+0.00063038i
0.00033549-0.00081578i,-0.0014495-0.0011071i,-0.00050368-0.00034234i,0.0004173-0.00017561i,0.00071683-0.00038462i,0.00044295+0.00050535i,-0.00061182+0.0005435i,-0.0011117-0.00038973i,-0.00090454-0.00076986i,-0.00023235-0.00028181i,-0.00073417-0.00021151i,-0.0013428-0.00085104i,-0.0013449-0.0013184i,-0.00086333-0.0015798i,-0.0007234-0.00071958i,-0.0015021+0.00097466i,-0.0010871+0.0020139i,6.8575e-05+0.0011957i,0.00048768-7.8616e-05i,0.00023006-0.00012439i,-0.00055923-0.00018035i,-0.00090258-0.00082572i,-0.00042572-0.0010003i
0.0021775+0.0016262i,0.0027234+0.00087256i,0.0022247+0.00054438i,0.0011166+0.0002577i,0.0014461-0.00049373i,0.0017198-0.00073177i,0.0012395-0.00076979i,0.00039987-0.00099726i,-0.00018668-0.0012017i,-0.00033427-0.00036688i,-0.0011477+0.0014668i,-4.7869e-05+0.0032605i,0.0021104+0.0034355i,0.0022521+0.0022848i,0.0014128+0.001959i,0.00071686+0.0021302i,0.0011911+0.0015011i,0.0018592+0.00061277i,0.0010365+9.0289e-05i,0.00036733-0.00065131i,0.00050845-0.0016224i,0.0007826-0.0015158i,0.00041161-0.00041973i
-0.0006861-0.0014018i,-0.00082671-0.00031822i,-0.0011975-0.00065414i,-0.0012565-0.00097901i,-0.00018675-4.8968e-06i,0.00056734+0.0020294i,0.00074002+0.0018075i,0.00063328-0.00014349i,-6.9557e-05-0.00059596i,-0.00034996-0.00029254i,0.0008025+0.00066892i,0.0014713+0.0022266i,0.00067202+0.0017911i,-0.00010596+0.00068677i,0.00025179+0.0012015i,0.00083405+0.0015964i,0.00093652+0.000827i,0.00055398+0.00076249i,0.00069858+0.00095196i,0.0013303+0.00056941i,9.2745e-05-0.00038956i,-0.001785-0.00065819i,-0.0021654-0.0003673i
-0.0013984-0.0024442i,-0.0020656-0.0017768i,-0.0018353-0.00014644i,-0.00055254+0.00047446i,0.00028162+0.00085316i,0.00093329+0.0020341i,0.00071743+0.0020307i,-0.00013723+0.0009136i,-0.00025938-0.00011707i,3.2463e-06-0.0013445i,0.0015951-0.0026443i,0.0028492-0.0041921i,0.0011992-0.0050809i,-0.00058082-0.0045745i,-0.00050324-0.0031198i,-0.0010226-0.0021326i,-0.0029599-0.00070313i,-0.0023277+0.0010179i,-0.00045631+0.0011508i,0.00038261+0.00070826i,-0.00016467-0.0002773i,-0.00092806-0.0017675i,-0.00032716-0.0013535i
0.00025756-0.004036i,0.001435-0.004674i,0.00099474-0.0042745i,-0.0015-0.0019535i,-0.001262+0.00027486i,-0.00013579+0.0014557i,0.0005757+0.0014096i,0.0010441+0.00055022i,0.00049173-0.00086524i,0.00033603-0.0023067i,0.00086074-0.003824i,0.00065005-0.0043365i,-0.00039061-0.0030015i,-0.00030316-0.0011005i,-2.5696e-05+0.00013525i,-0.0012564+0.00052914i,-0.0019869+0.00043077i,-0.0018564+0.00038276i,-0.00064555+0.0006995i,0.00041894+0.00010546i,0.000214-0.0012743i,0.00065102-0.00093925i,0.00092039+0.00019132i
0.0013875-0.0032351i,0.0007812-0.0021569i,-0.00028766-0.0026451i,-0.00079196-0.0012468i,-5.5273e-05+0.0010911i,0.00096493+0.0019451i,0.0011162+0.0014761i,-0.00013057+0.00048463i,-0.00087432+0.00019346i,-0.00090796+0.00045827i,-0.0021981+0.0011136i,-0.0040409+0.0020372i,-0.0042383+0.0015715i,-0.0029669+0.00080142i,-0.0021559+0.00031906i,-0.0014587+0.0013551i,0.00045721+0.0022861i,0.0016589+0.0015971i,0.0011326+0.0010612i,0.00064455+0.0001174i,9.5413e-05-0.00028879i,-0.0008659-8.111e-05i,-0.00072307+2.1846e-06i
-0.0022133-1.8022e-06i,-0.0028714-0.00071528i,-0.0020025-0.00025513i,-9.2028e-05+0.00068162i,0.0007071+0.0012068i,0.0010055+0.0014531i,0.00073813+0.0011841i,9.5189e-05+0.00038807i,-0.00034901-0.00020336i,-0.0010194+0.00062919i,-0.0025768+0.0019368i,-0.0022271+0.001695i,-0.00016594+0.0018088i,0.00083372+0.0010655i,0.00072041-0.00049807i,0.00074478-0.00017445i,0.00094218+0.00072019i,0.00053523+0.00053022i,0.00045212-0.0001422i,0.0010367-0.00011562i,0.0007437-9.9023e-05i,8.2215e-06+2.1727e-05i,-8.5038e-05+0.00046577i
0.00021366-0.0013011i,-0.00020549-0.00057106i,0.00042219-0.00066134i,0.00065141-0.00065906i,0.00095765+0.00032985i,0.0014537+0.001846i,0.0013534+0.0019005i,0.0010597+7.1483e-05i,0.00099061-0.00021511i,0.0014206+0.00091364i,0.0019553+0.0020856i,0.0035796+0.0018894i,0.0042591-0.00013292i,0.0033644-0.00072664i,0.0032005-0.0001324i,0.0027837+7.194e-05i,0.0010053-0.00010705i,0.00010272-2.0234e-05i,1.883e-05-0.00053551i,7.7259e-05-0.0014999i,0.00016586-0.0013857i,-0.00049546-0.00034068i,-0.00053065+0.00020792i
-0.0010684-0.002712i,-0.001837-0.0017885i,-0.0037447-0.0012323i,-0.0025819+0.00087485i,0.00014713+0.0028745i,0.0018556+0.0018597i,0.0014321-0.00023669i,0.00021945-0.00079977i,0.00017655-0.00046159i,0.001593-0.0012411i,0.0034761-0.0015551i,0.0041958-0.0017289i,0.0031162-0.0024437i,0.0013958-0.0012785i,-0.00027585-0.00044743i,-0.0010296-0.00055895i,-0.00057416-0.00059307i,-0.00023139-0.00099837i,7.4219e-05-0.0014167i,0.00025484-0.00059921i,-0.00018982+0.00038957i,-0.0010713+0.00062296i,-0.0011204+0.00031249i
-0.001438-0.0020447i,-0.0014888-0.0020533i,-0.0024189-0.0020969i,-0.0013956-0.0010672i,0.00023777+0.0014417i,0.00057887+0.0027544i,0.00058521+0.0019128i,-5.2231e-05+0.00036035i,-0.00015373-0.00091197i,9.0356e-05-0.0015607i,-0.0019298-0.0024033i,-0.0045125-0.0038634i,-0.0049146-0.0036872i,-0.003652-0.0016288i,-0.002322-0.0002504i,-0.0017985-0.00029859i,-0.001552-0.0004139i,-0.00029399+0.00055753i,0.001412+0.00047394i,0.0016686-0.00097247i,0.00067939-0.0013701i,0.00056268-0.0007091i,0.00066784+0.00019161i
0.00064256-0.00055305i,0.00079851-0.0012934i,-9.5281e-07-0.00074907i,-0.00076434-0.00035945i,-0.00019484+0.00030393i,0.0010256+0.0017389i,0.0017813+0.0015794i,0.0014618-0.00023198i,1.1852e-05-0.0015305i,-0.0015895-0.0026906i,-0.0030685-0.0039451i,-0.0041728-0.0027432i,-0.0037165-0.00040183i,-0.0022891+0.00048376i,-0.0013887+0.00057013i,-0.0020734+0.0011405i,-0.0015526+0.0016845i,-3.0372e-05+0.001187i,0.00079362+0.00026624i,0.00024314+4.9564e-05i,-0.00053695-4.3092e-05i,-0.00077282-0.00064581i,-0.00097013-0.0001633i
-0.00028756+0.0004164i,-0.00026575-0.00018068i,-0.00058504+0.00040828i,-0.0014506+0.00022247i,-0.0017635+0.00065347i,-0.0018173+0.0015256i,-0.0015505+0.0013183i,-0.0012906+0.0011552i,-0.00088363+0.00098718i,8.6852e-05+0.0012019i,0.00094815+0.0034173i,0.0016034+0.0055788i,0.0019242+0.005025i,0.0010967+0.0027492i,-0.00016065+0.00052403i,-0.00020206+0.00034489i,0.00072504+0.00056624i,0.00091925+0.00035819i,0.00086904+0.0010997i,0.00088432+0.0016592i,7.206e-05+0.0010071i,-0.00089786+0.00082235i,-0.0012966+0.0012413i
0.0011462+0.00081816i,0.00069077+0.00076167i,0.0014294+0.00044343i,0.0022648+0.00064937i,0.0025111+0.00058003i,0.0016278+0.00052204i,-4.7811e-07+0.00095132i,8.5284e-05+0.0010309i,0.0012365+0.00056916i,0.0011941+0.001044i,0.0017704+0.0022628i,0.0031971+0.002123i,0.0036268-0.00015494i,0.0028334-0.0020947i,0.0015281-0.0021231i,0.0011751-0.001124i,0.00028065-4.2818e-05i,-0.00079678+0.00078142i,-0.00012305+0.00051499i,0.0010071-0.00094115i,0.0010917-0.0020607i,0.00057188-0.0016474i,-0.00028591-0.00036831i
-0.0016725-0.0031162i,-0.0015426-0.0032173i,-0.0019307-0.003115i,-0.0013035-0.002671i,-0.00036069-0.0014588i,0.00073716-2.5327e-05i,0.0015708+9.5403e-05i,0.0015973-0.00049942i,0.0022941-0.00043929i,0.0021459-0.0002106i,0.0017897-0.0015958i,0.0025789-0.003233i,0.00095911-0.0043248i,-0.00047442-0.0036995i,0.0003791-0.0011038i,5.0465e-05+0.00065728i,-0.0013987+0.0010501i,-0.0018612+0.0011079i,-0.0013321+0.00059343i,-0.00060795+4.7181e-05i,-0.00058728-0.00024341i,-0.00075123-0.00050673i,0.00037811-0.0012305i
0.0016355+0.00031529i,0.0019508+0.0012496i,0.0009477+0.0026517i,0.00029762+0.0025821i,0.00025295+0.0024332i,0.00051281+0.0012705i,0.00053173+0.00070102i,-0.0007829+0.00065397i,-0.00049986-0.00046745i,0.00098092-0.0010372i,0.0011962-0.001976i,5.427e-05-0.0032383i,-0.00125-0.0032226i,-0.0011614-0.0019308i,-0.00082257-0.0010961i,-0.0012473-0.0012356i,-0.0015579-0.00011916i,-0.0016324+0.00050599i,-0.0014651-0.00013682i,-0.0011613+0.00012507i,-0.00082445+0.00033316i,-0.00092937+0.00049531i,-0.00055839+0.00090468i
0.0016527-0.0014961i,0.00038841-0.0017078i,-0.001153-0.001462i,-0.00143-0.00059821i,-0.0012351+0.00098823i,-0.001357+0.0016942i,-0.00097264+0.00089114i,-0.00046296-0.00044127i,-0.0008027-0.0018387i,-0.0015737-0.0018492i,-0.0031878+0.00020011i,-0.0035587+0.0015549i,-0.0021194+0.0018152i,-0.00078194+0.001807i,-0.00010656+0.0014402i,-0.00048466+0.00074224i,-0.00077904+0.00047257i,-0.00047452+0.00094208i,-0.00045238+2.832e-05i,-5.2181e-05-0.001552i,0.00029171-0.0024486i,0.00065827-0.0026673i,0.00051947-0.0015659i
-0.0023593+0.0011415i,-0.0020909+0.0011222i,-0.0014919+0.00013053i,-2.8059e-05-0.0004676i,0.00084738+0.00037036i,0.0014751+0.00064436i,0.0007157+0.00026451i,5.2393e-06-0.00041659i,-0.00066288-0.0007469i,-0.0020493-0.00036011i,-0.0031528+0.00046889i,-0.0027076+0.0020578i,-0.0015018+0.003363i,0.00023958+0.0035547i,0.0015631+0.0023332i,0.0014549+0.0014662i,0.00066134+0.0012453i,-0.0001783+0.0004566i,-0.00026635-0.0010586i,-0.00014755-0.0017322i,-0.00061723-0.0013546i,-0.0012922-0.0003366i,-0.0013326-0.00015824i
