-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
-0.00021857-0.0012326i,0.00099904-0.0019851i,0.00093925-0.00085638i,0.00073285+9.0612e-05i,0.0014389+6.1754e-05i,0.0015613+0.00045235i,0.00050553+0.00061404i,-0.00020836+3.8036e-05i,-0.00068999+3.6348e-05i,-0.00073643+0.0001458i,-0.00049894+0.00072898i,-4.7602e-05+0.0010849i,0.00050269+0.00053133i,0.00019055-0.00038529i,3.7669e-05-0.0010664i,0.00014381-0.00061317i,3.0303e-05+7.5675e-05i,0.00046672-0.00023003i,0.00079752-0.00042336i,-6.417e-05-0.00016038i,-0.00055058-0.00015952i,-0.00010119-0.00039432i,0.00044084-0.00064968i
0.0010356-0.0011636i,0.00090894-0.00065356i,0.00049439-0.00089256i,0.00039214-0.00099291i,-7.0047e-05-0.0011448i,-0.00054034-0.0007952i,-0.00023201-0.00084652i,-0.00014408-0.00019464i,-0.00062199-5.1465e-05i,-0.0012182-0.00074251i,-0.00066478-0.00074553i,-0.00042306-0.0010958i,-0.00078085-0.0012804i,-0.00045343-0.0010438i,-0.0001762-8.8762e-07i,-0.00015809+0.00018997i,0.00010893-0.00042876i,0.00042251-0.00013729i,0.00064029+0.00062463i,0.00032248+0.00040331i,-0.00026166-0.00020359i,-0.00056469-3.6197e-06i,-0.00025924+0.00013506i
-0.00049157+0.00021887i,-0.0010466+0.0001954i,-0.00076162-0.00087779i,-0.00011579-0.0015306i,-0.00017515-0.0012044i,0.00048151-0.0004497i,0.0007785-5.7296e-05i,-0.0001866-0.0008388i,-0.0010331-0.0014731i,-0.00086901-0.0008887i,0.00078474-0.00088748i,0.0015583-0.00091058i,0.00094636-0.0005924i,-0.00015613-0.00066139i,-0.00014238-0.00047341i,0.00039308-0.00019791i,0.00030155+0.00010818i,0.00024332+0.00049393i,0.00013537+0.00021104i,0.00010123-0.00087591i,0.00081533-0.00089044i,0.0011333+0.00016918i,0.00022992+0.00017658i
0.00017217+0.00027224i,0.00031449+0.00033319i,0.00069666+0.00035968i,0.00095921+0.00057249i,0.0010285+0.00025737i,0.0017163+7.8435e-05i,0.0019884+0.00051564i,0.0014663+0.00085695i,0.0010621+0.00057429i,0.00039651+0.00039076i,9.1424e-05+0.00037182i,1.618e-05+0.00039425i,9.8185e-05+1.2715e-05i,0.0002428-0.00051595i,-5.4792e-05-2.6328e-05i,0.00041366+0.0005491i,0.00088735+0.00055598i,0.00073421+0.001061i,0.00064209+0.0006795i,0.00084397-0.00063324i,0.00031801-0.00041072i,-0.00034868+0.00064219i,4.8168e-05+0.00065722i
-0.0015209+0.0010789i,-0.00080652+0.00061568i,0.00035741+0.0012287i,0.0008118+0.0015686i,0.0012663+0.0011894i,0.0016064+0.00086205i,0.0010681+0.00015557i,0.00025867-0.00020395i,-0.0004128-0.00011385i,-0.00054673-0.00039564i,0.00014952-0.00010451i,0.00062228+0.00042081i,0.0004665+0.00073471i,-4.0106e-05+0.0013412i,-0.00045609+0.00062493i,-0.00025898-0.00082563i,-0.00041473-1.1871e-06i,-0.0007096+0.00070984i,-0.00030122-1.6982e-05i,-0.00012973-0.00038109i,-0.0011093-0.00076931i,-0.0017177-0.0003275i,-0.00084214-0.00017115i
-0.0022627+0.00055096i,-0.0023608-0.00025398i,-0.0018099-0.00034092i,0.00037558+1.1152e-05i,0.0018593+0.00073967i,0.0011435+0.00043529i,0.0003476+0.0001242i,4.4605e-05+0.00083092i,0.00045437+0.0018302i,0.00088814+0.0015481i,0.00031811+0.00046608i,-0.00043686+4.34e-05i,-0.00056965+7.2653e-05i,-0.00079941-4.0716e-05i,-0.0006357-0.00040315i,0.0002937+2.7163e-05i,0.0010487+0.0011424i,0.0013875+0.0011885i,0.00097412-3.3371e-05i,-0.00024805-0.00080873i,-0.00099324-0.00056099i,-0.00026226-0.00031358i,0.00017616-0.00023152i
-0.0016616-0.00039468i,-0.00113-0.00076757i,-0.0011543-0.00088202i,-0.0011743+0.0002034i,-0.00070371+0.0013539i,0.00016367+0.0015888i,0.00011041+0.00064095i,-0.00043109-0.00017209i,-0.00050481+0.00011187i,-0.00048165+0.00090112i,-0.00063782+0.00023435i,-0.00077701-0.0012528i,-0.00095429-0.001096i,-0.00027325-0.00013151i,0.00010539+4.0455e-05i,-0.00030413-0.00060608i,-0.00043611-0.00039104i,3.919e-06+0.00026737i,0.0010583-0.0004051i,0.0013147-0.00027614i,0.00035342+0.00017907i,-0.00073547+0.00055504i,-0.00095578+0.00059524i
0.00029601+0.00045598i,-0.00026194+0.00021005i,-0.00010749+1.4817e-05i,0.00086898+0.00033159i,0.0018011+0.00016749i,0.0015235+2.0335e-05i,0.00079578+0.00018847i,0.00045847-2.6622e-05i,0.00030149-0.00054506i,-0.0001084-0.00056492i,-0.00057082-8.7587e-05i,-0.00095548-0.00043257i,-0.00073113-0.00057491i,-0.00015622+0.00020723i,0.00047372+0.00067526i,0.00052021+0.00016455i,0.00049762-0.00059968i,0.0010989-0.00033727i,0.00092471+0.00019767i,0.00043939-4.7181e-05i,-0.00011458-4.3021e-05i,-0.00056482+0.00016546i,-0.00023224+0.00031893i
0.0012972-0.00077508i,-6.3782e-05-0.00045901i,-0.001551-0.0011764i,-0.0011206-0.0017288i,-0.00041635-0.0003617i,0.00034352+0.00051311i,0.0010364-0.0010428i,0.00058537-0.0024123i,0.00040947-0.0015521i,0.00049093-0.00056448i,0.00016976-0.00058537i,-0.00051678-0.0011927i,-0.00080099-0.00054427i,-0.00080102-0.00056537i,-0.00072479-0.0016562i,0.00011533-0.00073338i,0.0002507+0.00028354i,-0.00028286+0.00011546i,0.000343-6.9668e-05i,0.00030112-0.00020298i,7.023e-05+0.0001474i,-0.00050925+0.00058748i,-0.00082522+0.00055925i
-0.0026206+0.00092447i,-0.0027426+0.00096433i,-0.0023269+0.00097254i,-0.0014545+0.0018306i,-0.00054574+0.0025902i,0.00037283+0.0010577i,0.00084545+0.00034102i,0.00013689+0.0006799i,-0.00074085+0.00052123i,-0.00030194+0.00039521i,0.000773+0.00089587i,0.00086496+0.00082058i,0.0009075+2.9438e-05i,0.00053999-7.2979e-05i,0.00043864+0.00044629i,0.00081399+0.0010702i,0.0012636+0.00092206i,0.0010668+0.00086034i,0.00078123+0.00060529i,0.00086315+0.00016712i,5.3399e-05-3.9564e-05i,-0.00068901-0.0001496i,-0.00049938-0.00083938i
0.00078699-0.00033203i,0.0014118+0.00035025i,0.0018677+0.0012742i,0.002826+0.0013081i,0.002754+0.00072648i,0.00064139+0.00094335i,-0.0004751+0.00112i,-0.00023019+0.00063146i,-0.00014483+0.00011604i,-8.2012e-05+8.4759e-05i,0.00099795+6.2909e-05i,0.00078633-0.00028961i,-0.0001421-0.00038255i,-0.00039978-0.00022393i,-0.00047098-0.00022919i,-0.00010176+0.00010778i,-0.00019037+0.00034091i,-0.00017807+0.00036609i,0.00072988+0.00051973i,0.0010031+3.5306e-05i,0.00031107-0.00091246i,-0.00018979-0.00095495i,-0.00018335+2.2859e-05i
-0.0021563+0.0009177i,-0.0026547+0.00083629i,-0.0038669+0.0010305i,-0.003034+0.0015214i,-0.00049512+0.00092967i,0.00072306+0.00019577i,0.00054356+0.00040603i,-0.00015745+0.00053756i,-0.00037882+0.00019886i,-9.566e-05+0.00083737i,-0.00012185+0.00062787i,-0.00016696-0.000107i,-0.0002666+0.00040969i,-0.00050348+0.001214i,-9.1061e-05+0.0013374i,0.00025701+0.0005314i,0.00014179-0.00048605i,0.00037403-0.0012736i,0.0011294-0.0010081i,0.0009464-0.00058744i,-4.9525e-06-0.00024381i,0.00044802+8.6955e-05i,0.0012346+0.00051347i
0.00074522-0.0010388i,0.00099658-0.0014745i,0.001172-0.00095379i,0.00053048-0.00024866i,0.00069441+5.5981e-05i,0.0012034-2.9751e-05i,0.00088775+0.00024741i,0.00039301+0.00047859i,-3.8405e-05+0.00060647i,-0.00016665+0.00067082i,-0.00033333+0.0006791i,-0.00033153+0.00058182i,0.00026179+0.00066664i,0.00010238-0.00025147i,-0.00039763-0.001202i,-0.0002789-0.00077018i,0.00078559-0.00019842i,0.0011038-0.00061981i,0.00053217-0.0010909i,-0.00015706-0.00020026i,-0.00049505+0.00031778i,-0.0002183+0.00011062i,0.00023669+0.00044825i
0.0021603-0.00031874i,0.0030825-0.00036348i,0.0020592-0.00047898i,0.0007976-0.00020333i,0.001052-0.00054816i,0.0016218-0.00021485i,0.0010736-2.6635e-05i,-0.00038277-0.00027845i,-9.3266e-05+5.4743e-05i,0.0013486+2.1881e-05i,0.0011917-0.00019246i,0.00048536-0.00023826i,0.00016608-0.00065643i,-0.00018747-0.00056407i,-0.00028406-1.1444e-05i,-0.00030655+0.00055418i,-0.0003311+0.0009665i,-0.00025347+0.00060323i,0.00040009+2.0539e-05i,0.001285-0.00027423i,0.00034232-0.00030372i,-0.00040173+8.3444e-05i,0.00012097+0.0010128i
0.00034716-0.00046163i,0.00037009-0.001621i,0.00026025-0.0014951i,0.0011865-0.00019226i,0.0015847+0.0013833i,0.0013839+0.0014503i,0.00031838+0.00066224i,-0.00029216+0.00015226i,-0.00016481-9.6961e-05i,0.0003523-0.00019851i,0.00056788+2.5404e-06i,0.00053312+4.4586e-05i,0.00046707-0.00010719i,0.00061348+0.00053872i,0.00081982+0.00081169i,6.7487e-05+0.00079714i,-0.0003771+0.00043272i,0.00016778-0.00030272i,0.00021636-0.000254i,-0.00054285-0.00031422i,-0.00082108-0.00076878i,-0.00059671-0.00058082i,0.00025248+0.0001394i
0.00032234-0.00080119i,-0.00037656-0.0011235i,-0.00096682-0.00084668i,-0.0004235-0.00012102i,0.00012562-0.00030158i,0.00033276-0.00028919i,0.00064347+0.00028552i,0.00095488+0.00023954i,0.00047437+0.00017733i,8.4475e-05+0.00014926i,0.00041068-6.0569e-05i,0.0006055-0.00050123i,-5.5028e-05-0.00075806i,-0.00023179-0.00049377i,-9.1131e-05-0.00021454i,-0.00048488-0.00028551i,-0.00017683-0.00011319i,-0.00013612+0.0003122i,-0.0003024+0.00037176i,-0.00028858-0.000174i,0.00010585-0.00037218i,7.2571e-05-0.00037507i,-2.7893e-05-0.00057492i
-0.00085196+0.0002802i,-0.001403-0.0012594i,-0.0009553-0.0015903i,0.00064704-0.0015865i,0.0009921-0.00094378i,0.0002022+0.00052579i,-3.7934e-05+0.00089705i,-0.00076128+0.0005585i,-0.0016155+0.00029537i,-0.0012249+0.00033665i,-0.00067773-0.00024213i,-0.00030344-0.00066818i,-0.00040918-0.0010312i,-0.00069397-0.0013637i,-0.00075109-0.0010767i,-0.00031483-0.00060745i,-0.0001429-0.00066866i,-0.00057975-0.0003926i,-0.00028641-1.4883e-05i,0.00010801+3.4729e-06i,-0.00033568+0.00042388i,-0.00073332+0.0005544i,-0.00060768-0.00017715i
-0.00038634-0.00069712i,2.818e-05-0.00010773i,0.00044561+0.00029628i,-8.884e-05+0.0012223i,-0.00021246+0.0018221i,0.00038276+0.0010736i,-9.715e-05-4.9027e-05i,0.00013022-0.00057606i,0.00058569-0.00091913i,9.6924e-05-0.00065112i,-4.7156e-05-0.00016215i,0.00017675-0.00046042i,-0.00011697-0.00024204i,-0.00048594+0.00029794i,2.6932e-05+0.00056827i,0.00033799+0.00074171i,0.00013959-0.00012116i,-0.00028169-0.00040197i,-0.00022788+0.0004099i,0.00025075+0.00098025i,-0.0002457+0.00047921i,-0.0006065+8.2613e-05i,-0.00020996+9.9907e-05i
-0.00024908+0.00061424i,-0.00045255+0.0010426i,0.0011735+0.0017674i,0.0017182+0.00057355i,0.00094075-0.00041767i,0.00058738-0.0001948i,0.00083583+6.2568e-05i,0.00080566-0.00019124i,0.00097671-0.00092999i,0.00093253-0.0010739i,0.00098092-0.00054189i,0.00042673-0.00037959i,-0.00020935-0.00058671i,-0.00078197-0.00068411i,-0.00061107-0.00031324i,0.00026301-6.9615e-05i,0.0001849+5.2011e-05i,0.00044484+0.00049755i,0.00032497+0.00079465i,-0.00029696-0.00024178i,-0.0010348-0.0011815i,-0.00089955-0.00044433i,-0.00026504+8.3429e-05i
0.0009847+0.0016923i,0.0019208+0.0020096i,0.0021404+0.0014029i,0.00084727+0.00073653i,-0.00037768+0.00021693i,-0.00020524-0.00035265i,-0.00022772-0.00091109i,-6.6337e-05-0.00086423i,0.00034055+0.00013266i,-0.00022032+0.00026497i,-0.00079752-0.00072159i,-0.00021159-0.00069781i,8.7569e-05-9.4272e-05i,-0.00045467-0.00060953i,-0.00038286-0.0013224i,-0.00021251-0.00055429i,-0.0004467-0.00015832i,0.00020055-0.00054784i,0.0004399-0.00025618i,0.00026542-0.00053516i,-0.0004024-0.0010784i,-0.00075129-0.001202i,-0.0012321-0.00065474i
3.1515e-05-0.00042847i,-0.00028422+0.00030687i,0.00064106+0.0015056i,0.0016975+0.0016192i,0.00153+0.00094723i,0.0010162-5.7997e-05i,0.000331-0.00046159i,0.00014954-0.00073881i,-0.00042367-0.00082093i,-0.00041331-0.00030643i,8.173e-05+2.0756e-05i,6.4762e-05-6.0371e-05i,-0.00018074-0.00022751i,-0.00010345-0.00042737i,0.00025975+3.9451e-05i,0.00050307-0.00016592i,0.00049354-0.00035559i,6.0315e-05-6.0961e-05i,4.666e-05-0.00040966i,1.7408e-05-0.00075754i,-0.00036755-0.00052115i,-0.00092753-0.00021235i,-0.00095346-5.0687e-05i
0.00016245+0.0012404i,0.00092219+6.3344e-05i,0.0010192+0.0013901i,0.00087287+0.0012671i,0.0010917+0.00017415i,0.0010035+3.618e-05i,0.00038414+0.00026184i,0.00051436+0.00014408i,0.00051213+0.00012953i,0.00047855-0.00011523i,0.00068467-0.00014406i,0.00034766-0.00036253i,0.00027061-0.00033221i,0.00050012+0.00026048i,-0.00032863+8.0524e-05i,-0.00040975-1.1898e-05i,0.00064216+0.00024744i,0.00080446+0.00023092i,0.00019823-0.000138i,-4.2044e-05-0.00092281i,6.8514e-05-0.0011745i,0.00084954+7.456e-05i,0.00058081+0.0011448i
0.0043027-0.00022432i,0.0043781-0.0020437i,0.0067+0.00050649i,0.0053947+0.000743i,0.0029746-0.0014279i,0.0027636-0.0016657i,0.0021736-0.00037105i,0.00089435-0.0004231i,-9.1769e-05-0.00047064i,-0.00069508-0.0005338i,-0.00063619-0.0012302i,-0.00018597-0.0017549i,-2.3533e-06-0.0013417i,-0.00062628-0.00079387i,-0.001699-0.00049062i,-0.0013201+7.3281e-05i,-0.00066165+0.00053612i,-0.00015631+0.00072923i,0.00049178+0.00030425i,0.00046583-0.00036638i,0.00091268-0.00074967i,0.00069295-0.00095961i,-0.00015556-0.0011986i
-0.0012958-0.0010257i,-0.0012819-0.00035986i,-0.0013125-0.0020873i,-0.0018875-0.002028i,-0.0014686-0.00094633i,-0.00066991-0.00027541i,-0.00095514-0.00043528i,-0.00052166-0.0010839i,0.00091381-0.0015347i,0.00051079-0.00077345i,-7.374e-05-0.00015033i,-6.5058e-06-0.00052363i,-0.00095635-0.000858i,-0.0013508-0.00085739i,-0.00035967-0.00093915i,0.0011414+5.3258e-06i,0.00092179+0.0015707i,-0.00016954+0.0017248i,-0.0002612+0.0011542i,-0.00030035+0.00024694i,-0.00097546-0.0005024i,-0.0011215-0.00022683i,-0.00034836+0.00024353i
0.0015022+0.00065672i,0.0021417+0.0010187i,0.001409+0.00031557i,0.0013806-0.00012868i,0.0019766-0.00023595i,0.0019343-8.9848e-05i,0.0013178+8.3188e-05i,0.0012126+0.00039781i,0.0008463-6.0731e-05i,0.00050911-0.00084215i,2.0701e-05-8.4501e-05i,-0.00041613+0.00013676i,-0.00073228-3.5267e-05i,-0.00055046-1.4191e-05i,0.0009135-6.2851e-05i,0.00077157-8.0077e-05i,-0.00021819+0.00018146i,4.9545e-05+0.00038448i,0.00029563-0.00014908i,-0.00036279-0.00048791i,-0.00062661-0.00052363i,-0.00050988-0.00024495i,-0.00051221-0.00010462i
-0.00084547+0.0013545i,-0.0010768+0.0018316i,-0.0011969+0.0015183i,-0.0016296+0.00076433i,-0.0017356-0.00010442i,-0.00047378-9.5583e-05i,-5.4557e-05-4.2563e-05i,-0.00033037-0.00065152i,-0.00060154-0.00071091i,-0.00088268-0.00023089i,-0.00025534-0.00053093i,5.8497e-05-0.0010495i,-0.00022156-0.00059985i,-0.00029132+5.7213e-05i,7.5438e-05+0.00015591i,0.00038444+9.8057e-05i,3.8606e-06+0.0003457i,-0.00016556+0.00019531i,5.4216e-05+0.00034047i,2.3113e-05+0.00021694i,3.0904e-05-1.5667e-05i,0.00017592+0.00048377i,7.4188e-05-2.0707e-05i
-0.0027911-8.2299e-05i,-0.0014836+0.00045322i,-0.00017073+4.8369e-05i,0.0011527+5.2289e-05i,0.0017255+0.00057235i,0.00089096+0.00058816i,0.00022802+0.00042349i,0.00013797+0.00019287i,-6.043e-05+0.0001567i,-0.00041149-0.00012422i,0.00025304-0.0001686i,0.00039625-0.00027399i,0.00034446-0.00089817i,8.7654e-05-0.00017208i,-0.00012685+0.00099452i,0.00020359+0.001162i,0.00059006+0.00067723i,0.00072632-0.00025136i,0.00046407-0.00070981i,-3.3553e-06-0.00058373i,-1.3346e-05-0.00047915i,0.00065631+0.00011259i,0.00065326+0.00051429i
-0.0019634-0.00074765i,-0.0012896+9.2211e-05i,-0.0016916+0.0010516i,-0.0011494+0.0016384i,0.0011983+0.0010873i,0.0022627+0.00010752i,0.0011501-0.00074707i,0.0002482-0.00097205i,0.00022931-0.00046455i,-0.0001457+0.00032595i,-0.00017995+0.00090614i,0.00019264+0.00057172i,1.7045e-05-0.00057161i,-0.00043214-0.0010507i,-0.00074477-0.00064673i,-0.00045502-0.00030363i,0.00023189-0.00051109i,0.00014374-0.00052956i,-0.00033305-4.3988e-05i,-0.00069701-2.3237e-05i,-0.0011681+5.0885e-05i,-0.00059678+0.00013121i,0.00032425+0.00097115i
0.0012649+0.00051355i,0.00072566-5.5143e-05i,-5.0111e-05+0.0013233i,0.00022792+0.0013246i,0.00081874+0.00064872i,0.00095978+0.00096493i,0.00018463+0.00048921i,-0.00061589-0.00012215i,-0.00052269-0.00029036i,-2.1966e-05-0.00026878i,-0.00012092-0.00036333i,-0.00076493+0.00011177i,-0.00070371+0.00032571i,-0.00071113+0.00050946i,-0.0011577+0.00013477i,-0.0006183-0.00086174i,0.00034064-0.00095336i,0.00099809-0.00022045i,0.00044155+0.00026296i,-0.00017686-0.00018316i,-0.00059359-4.4797e-05i,-0.00074411+0.0007299i,-0.00062611+0.00028843i
-0.0014079-0.0016278i,-0.00078682-0.0020206i,-0.00071597-0.001946i,-0.001064-0.0019258i,0.00045569-0.001638i,0.00095718-0.00036604i,0.00023991+0.00027307i,0.0001006-9.901e-05i,0.00052254-0.00030383i,0.00057567+0.00024813i,-0.00014466+0.00046853i,-0.00060653+0.00031992i,-0.00059683+0.0001036i,-0.00036811+0.00013812i,0.00021018+0.00014833i,0.00049945-8.1902e-05i,8.5089e-06+0.00043462i,6.8888e-06+0.00057162i,0.00043966-0.00049546i,0.00032511-0.00057345i,-0.0003185-0.0001956i,-0.00066279-0.00025039i,-0.00054657-0.00073939i
0.00038904+0.00082392i,0.00039434+0.0011738i,0.00097876+0.0010409i,0.0018551+0.0004584i,0.0014296+0.00028572i,0.00069956+3.8788e-05i,0.00037212-8.4453e-05i,0.00057057-0.00029245i,0.00082014-0.00086636i,0.0008936-0.001087i,0.00061202-0.0010079i,-1.7707e-05-0.0004968i,0.00087201+0.00016222i,0.00066881+0.00020278i,-0.00044182-0.00018608i,0.00031113+1.591e-06i,0.0010661+0.00031845i,0.00056338+0.00032579i,-0.00048908+0.00010639i,-0.00038471-0.00039799i,-0.00098614+0.00011699i,-0.0013287+0.00020651i,-0.00014634+0.00017613i
-0.0016979+0.0017904i,-0.0024534+0.0025347i,-0.002957+0.0024683i,-0.0014649+0.0010259i,0.00036964+0.0005107i,0.00083622+0.00020876i,0.00088083+0.00015942i,0.00046039+0.00031347i,0.00023113+0.00029335i,0.00038537+0.00014894i,0.00067531-0.00020735i,0.00085263-1.5478e-05i,0.00057381+0.00036682i,0.00047272-9.3801e-05i,0.00043864+0.00019504i,0.00010064+0.00029387i,3.131e-05+0.0002015i,-6.6604e-05+0.00039982i,-0.00044492+7.4827e-05i,-0.00021143-0.00037162i,-0.00028575-0.00017442i,-0.00090863+0.00049488i,-0.00040732+0.0005675i
0.00061076+1.2177e-07i,0.00035602-5.6556e-05i,-0.00035461+4.0021e-05i,-0.0002568+0.00024651i,-9.5662e-05+0.00036466i,0.00012432+0.0001062i,0.00050165+0.00050714i,9.8197e-05+0.00095465i,-0.0001784+0.00075004i,0.00023005+0.00023339i,0.00026125-0.00033931i,0.00062386-0.00025483i,0.00081515+6.8991e-05i,0.00071142+0.0001795i,0.00024584+0.00042924i,-0.00018732+0.00026589i,1.5461e-06+0.00023313i,8.9541e-05+0.00014282i,0.00024321-0.00030371i,0.00011271-6.0465e-05i,-0.00060744-0.00042524i,-0.00076454-0.0011039i,0.00056123-0.00085841i
-0.00037597-0.00075472i,-0.000813-0.0014189i,-0.00011653-0.0019291i,0.0008052-0.0012962i,0.0007625-0.00028575i,0.0010758-4.1354e-06i,0.0012729+0.00025017i,0.00060089+0.0006892i,0.0002544+0.00088426i,0.00027153+0.00024157i,0.00037115+0.00020614i,0.00040354+0.00075036i,0.00091251+0.00059699i,0.00060107+0.00077214i,-0.00069668+0.00081826i,-0.00045509+0.00086608i,0.00023608+0.0002733i,0.00086597-0.00019826i,0.0010038+0.00042539i,-0.00043582+0.00085385i,-0.0010123+0.00082659i,-0.00061984+0.00023218i,-0.00060021-0.00047695i
-0.00057486+0.0016755i,0.00073885+0.0024548i,0.0011431+0.0021731i,0.00066466+0.001131i,4.5097e-05+0.0012317i,0.00067325+0.00068635i,0.00039328-0.00036598i,-0.00046767-0.000737i,-0.00020283-0.0009575i,-0.00019214-0.00090218i,-0.0001714-0.00072952i,-7.2447e-05-0.00023886i,-0.00029724-0.00029615i,-3.8179e-05-0.00053536i,-0.00019242-9.97e-05i,-0.0004244-0.00045586i,-9.6432e-05-0.00068962i,-0.00030921-0.00038425i,-0.00014878-0.00043926i,-0.00011882-0.00054995i,-0.00015077-0.001261i,4.9838e-05-0.00065942i,0.00030663+0.00071173i
-0.0011805-0.0018098i,-0.0012257-0.0005021i,-0.0023196+0.00051316i,-0.0014564+0.00013275i,0.00035039+0.00044312i,0.00083363+0.00081682i,0.00037009-0.00010877i,3.3384e-05-0.00084031i,0.0011149-0.0005684i,0.0018943-5.7719e-05i,0.0013921-0.00046266i,0.00092663-0.00080369i,0.00014978-0.00065194i,-9.0797e-05-0.00040312i,0.00060965-6.3625e-05i,0.00039623+0.00025785i,-0.00021651+0.00043073i,0.00034538+0.00026557i,0.00092874-0.00048997i,0.00089646-0.0010058i,0.00065513-0.0010907i,0.00021246-0.00017363i,-0.00055898+0.00010585i
0.00035446-0.00054407i,-0.00029114-0.00048148i,-0.00034058-0.00076521i,-0.00085008-0.0011732i,-0.00068651-0.00037794i,-0.00061426+0.00051785i,-0.00034515-8.6062e-05i,-1.9402e-05-0.0010137i,0.00014213-0.00040444i,0.00057469+0.00071173i,0.00044569+9.6877e-05i,-0.00015759-0.0013959i,-0.00013895-0.002326i,0.00010412-0.0019928i,-0.00021978-0.00093089i,-0.00052446+0.00037124i,-3.3304e-05+0.00087127i,-0.00028817+0.00031392i,-7.8403e-05+3.8832e-05i,0.00031269-9.971e-05i,7.9572e-05-9.0802e-05i,-0.00015021+0.00049122i,-0.00033756+0.00046612i
-0.00055089-0.00053206i,-0.00013688+0.00013857i,-0.00015588-0.00033958i,-8.9659e-05-9.4154e-05i,0.00045148+0.00064148i,0.00097261+0.00025617i,0.0009786-0.00035158i,0.00090887-0.00015566i,0.00046653+0.00019702i,2.4159e-05-0.00032693i,0.00017803-0.00036203i,0.00037944-0.0004615i,0.00074829-0.00059021i,0.00028404-0.00025853i,-0.00058159-0.00023044i,-0.00057581-0.00015055i,0.00017629-6.8632e-05i,0.00055465+0.00017464i,5.5012e-05+0.00032283i,-0.0003959+0.00016753i,-0.0006721-8.7394e-05i,-0.00031648-0.00081038i,9.2394e-05-0.00095073i
-0.00023204-0.0017836i,-0.00030999-0.0011588i,2.1004e-05-0.00028185i,0.00020012-1.0474e-05i,-0.00050958+0.00036379i,-0.00031801+0.00073169i,-0.00033563+0.00025783i,-0.00099901-0.00038617i,-0.00093446+0.00012828i,-0.00094907+0.00023253i,-0.00090374-0.0010494i,-0.00091141-0.0013788i,-0.00061039-0.00028223i,-0.00040787+0.00014681i,-0.0006103+0.00050636i,-0.0001323+0.00084798i,0.00037444+0.00098826i,0.00075278+0.0010087i,0.00093952-2.2931e-05i,1.5666e-05-0.00070694i,-0.00071616-7.5525e-05i,-0.00062928-0.00024798i,-0.00049311-0.00064589i
0.00075857-0.00028391i,0.00025107+0.000202i,0.00074845+0.00019788i,0.0017878-0.00096513i,0.0023756-0.0010542i,0.0015852-0.00040924i,0.00090775-1.7524e-05i,0.00058979+0.00038569i,0.00017065+0.00063042i,0.00032169-0.00033976i,0.00028584-0.0011796i,0.00029737-0.0011459i,8.619e-05-0.00083301i,-0.00098185-0.00047198i,-0.00084092-0.00071674i,-0.00049244-0.00029859i,-0.00069195+8.8216e-05i,-0.00044568-0.00057029i,0.00073396-0.00067593i,0.00082269-0.00042938i,0.00013093-0.00064641i,-0.0004142-0.00059844i,1.8493e-05-0.00049327i
-0.00012345-0.00016385i,1.1873e-05-0.00087315i,-0.00088725-0.00054092i,-0.00024759-0.00032324i,0.0010503-0.00098349i,0.0018197-0.00070166i,0.0014446-0.00031312i,0.00027537-0.00093412i,-0.00045917-0.00092546i,-0.00063199-0.00056857i,0.00037536-0.00053778i,0.00089373-0.00041558i,0.00021314-0.00012338i,0.00044958+0.00064958i,0.00046182+0.00022539i,-1.0063e-05+0.00022579i,-4.3547e-05+0.00064938i,-0.00027861+3.2394e-05i,-0.00056405+0.00038921i,-0.0009517+0.0010032i,-0.0012263+2.4639e-05i,-0.00027661-0.00040305i,0.00089155-0.00026035i
-0.0013292+0.00070166i,-0.0013041+0.0013768i,-0.0011996+0.0013614i,0.00049759+0.0016273i,0.002014+0.0018476i,0.0017167+0.00063706i,0.00030628-5.6318e-05i,-0.00062079+6.0914e-05i,-0.00024143-0.00013652i,-8.3746e-05+0.00013023i,3.1951e-05-4.7766e-05i,0.00024149-4.6372e-05i,0.00050428+0.00015511i,0.00088719-0.00075602i,0.00039909-0.00058674i,8.928e-07+0.00048988i,-0.00047987+0.00092646i,-0.00083451+0.00011144i,-0.00051301-0.00070335i,-8.1894e-05-0.00076607i,-3.8606e-05-0.00084834i,0.00025309-0.00081634i,-6.5565e-05+2.4588e-05i
