-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
0.0041891-0.00071658i,0.0052868-0.0025243i,0.0028435-0.0047829i,-0.00053358-0.004714i,-0.0011663-0.0032608i,-0.00096614-0.0022934i,-0.0012152-0.0012759i,-0.001019-0.0006366i,-0.00032734-0.00011634i,0.0004599-0.00017708i,0.000528-0.0009292i,0.00037501-0.00075789i,0.00044304-2.397e-05i,0.00056964+4.1495e-05i,0.00017755-0.00054912i,-0.00010661-0.0011824i,0.00017569-0.00067501i,0.00046858+0.00061049i,-0.00026758+0.00089081i,-0.00053307+0.00057858i,0.00018151-0.0002163i,0.00012717-0.00086068i,-0.00051485-0.00081793i
-4.2116e-05+4.2327e-05i,-0.00016366+6.9853e-05i,-0.00098479-0.00053736i,-0.00081137-0.0018754i,-6.3124e-05-0.001986i,0.000562-0.0016062i,0.00087161-0.0024813i,-9.8118e-06-0.00315i,-0.00044349-0.0021324i,-0.00046217-0.0003899i,-0.00011892+0.00042215i,0.00038556+0.00027605i,0.00071339-0.00053257i,0.0015242-0.0011961i,0.0012081-0.00020805i,0.00077781+0.000666i,0.0005505+0.00024766i,0.0004417+4.1856e-05i,0.00042124+0.00020777i,0.00048344+8.7844e-06i,0.00050209+3.769e-05i,3.2084e-05+0.0001829i,7.1743e-05-0.00024932i
-0.0010596-0.0011566i,0.00028744-0.0012332i,0.0015613-0.00078302i,0.0013402-0.00019107i,-0.00041314-0.00052012i,-0.0012645-0.0017132i,-0.00078148-0.0027801i,-0.00094034-0.0026643i,-0.00049098-0.0013979i,1.8455e-05-0.00046783i,-0.00046655-0.00027633i,-0.00029583-0.00026837i,2.261e-05+5.0798e-05i,0.00023348+0.0005999i,0.00012345-0.00056476i,0.00022456-0.001284i,0.00054381+5.0828e-05i,4.9385e-05+0.00067296i,-0.00015719+0.00076011i,-0.00032219+0.00084689i,-0.00027672+0.0002484i,-0.00032935-0.00013666i,-0.00052987+0.00013258i
-0.00039944-0.0014232i,-0.0011376-0.0019828i,-0.0015998-0.0019801i,-0.0014266-0.0017759i,-0.00098088-0.0015191i,0.00032572-0.001143i,0.0015912-0.0010648i,0.0012911-0.0017312i,0.00043767-0.0015503i,0.00018391-0.0002614i,-6.0845e-05+0.00067336i,0.00055257+0.00018146i,0.0010498+7.2758e-05i,0.00032134-0.00018579i,-6.4836e-05-0.00063983i,-0.000193-0.00068299i,-0.00077585-0.0008564i,-0.0008791-0.001441i,-0.00039083-0.00097556i,-9.0116e-05-0.00010504i,-0.00010852-0.000507i,0.00055865-0.00087934i,0.0007677-0.00056239i
-0.00067208+9.4819e-05i,-0.0010417-0.00049309i,-0.00080878-4.0695e-05i,-0.0013208+0.00053157i,-0.001504+0.00036349i,-0.00035408-0.00092025i,0.00072957-0.0016526i,0.00054158-0.0010859i,-0.00095437-0.00028177i,-0.0010279-0.0002365i,4.0216e-06+0.00018151i,-6.8617e-05+0.00092363i,-0.00034785-8.517e-05i,0.0003688-0.0013565i,0.0013746-0.00087545i,0.0018976-3.8308e-05i,0.0014862-0.00013151i,1.2022e-05-0.00040699i,-0.00027752+0.00014754i,0.00020588+0.00024201i,-0.0003247-0.00016133i,-0.00031233-0.00025785i,4.8708e-05-0.00016942i
0.0020386-0.00083967i,0.0011858-0.0015863i,0.00064806-0.0028275i,0.0011844-0.0029939i,0.0007057-0.0020501i,-0.00082855-0.00092361i,-0.00057495-0.00063061i,0.00070047-0.00085781i,0.00040333-0.00099444i,4.8843e-05-0.0011467i,0.00028149-0.00066838i,-0.00020275+0.00046618i,-0.00077993+0.00078755i,-0.0004838+0.00094856i,-0.00010237+0.0011766i,0.00017056+0.00084359i,0.00055698+0.00025391i,0.00013105+0.00019148i,0.00034658-0.00023379i,0.00044388-0.00031437i,-0.00011113+0.00019481i,3.1451e-05-2.4792e-05i,-0.00017763-0.00072731i
-0.00014674-0.0010827i,-0.0011118-0.0021519i,-0.002096-0.0023059i,-0.0026287-0.0014684i,-0.0021376-0.0011735i,-0.00059118-0.0014852i,5.1869e-05-0.0024889i,-0.00011944-0.0024483i,-9.7891e-05-0.0008075i,0.0002185+0.00038525i,0.00056036+0.0011854i,0.00010168+0.0012096i,0.00031697+6.5387e-05i,0.00021698-0.0002397i,0.00031062-0.00019371i,0.00076912+0.0003089i,0.00045191+0.00093481i,-0.00038566+0.00053102i,-0.00034638+5.82e-05i,0.00059464-0.0003374i,0.00028572-0.00041956i,-0.00016285-0.00021155i,-0.00015011-0.00038902i
0.00087945-0.0015454i,0.0010638-0.0021325i,0.00038039-0.0026921i,-0.0001859-0.0014267i,-0.00025007+0.00030866i,0.00010613+0.00057533i,0.00099978-0.00010088i,0.00062197-0.00033555i,-6.9527e-05-0.00073148i,-0.00028701-0.00078105i,-0.000834+8.1572e-05i,0.00040084-0.00014847i,0.0018112-0.00023414i,0.0011202+0.00084828i,0.0006754+0.0004911i,0.00078054-0.00045023i,0.00078576-0.00040649i,0.00046752-0.00041616i,0.00032002-0.00064896i,0.00046996-0.0011292i,0.00043362-0.001002i,0.0004068-0.00010031i,0.00031621+0.00092549i
-0.0010328+0.0013757i,-0.00068731+0.0018697i,-0.00045818+0.0017148i,0.00017121+0.00030441i,5.225e-07-0.0013248i,-0.00033436-0.0026174i,-5.697e-05-0.0029764i,-0.0003587-0.0024151i,-0.00031697-0.0011543i,-7.9554e-05-0.00027811i,-3.283e-05-0.00046453i,0.00013374-0.00060499i,0.00015813-0.00076766i,2.796e-05-0.0013356i,0.00029289-0.0011975i,-9.5774e-05-0.0013162i,-0.0002329-0.0012176i,0.00037421+0.00035548i,-9.7188e-05+0.001015i,-0.00054247+0.00073414i,6.7077e-05+0.00030173i,0.00052543-0.000776i,0.00090276-0.0015168i
0.0022149-0.00095265i,0.0012944-0.00054206i,0.00058538-0.00083051i,0.00028909-0.00064821i,-0.00022701-0.00038042i,-0.00046469-0.00016386i,-0.0010987-0.00084016i,-0.0013095-0.0019782i,-0.00041612-0.0019334i,-0.00017972-0.0008777i,0.00013478+0.00027782i,0.00043391+0.00052687i,0.00056785-0.00043786i,0.0010082-0.00027079i,0.00060882-0.00049292i,0.00016754-0.00085584i,0.00023831+8.2292e-06i,5.2189e-05-9.389e-05i,5.7085e-05-0.00097176i,0.00094979-0.00079087i,0.0011704+0.0003912i,0.00068572+0.00095758i,0.00080247+0.00096403i
-0.0022738+0.00020428i,-0.0023401-0.00033042i,-0.0031527-0.00046781i,-0.002818-0.00083733i,-0.0013451-0.0016298i,4.391e-05-0.0017717i,0.00055209-0.0013382i,0.00035749-0.0010172i,-0.00035391-0.00073089i,-0.00051699-0.00015889i,0.00019765+0.00022267i,0.00034793+0.00033932i,0.00033102+0.00065389i,0.00021007+0.0010819i,7.6458e-05+0.00055149i,0.00035803+0.00040401i,0.00034191+0.00057084i,-6.4887e-05-0.0003798i,-0.00020282-0.00066883i,-0.00039194-0.00030702i,-0.00037101-9.6175e-05i,1.3263e-05-0.00044125i,-4.3072e-05-0.00058729i
0.00072275-0.0022996i,-0.00043698-0.0017984i,-0.0009648-0.0014284i,-0.0014268-0.0011502i,-0.0017612-0.0010016i,-0.00114-0.0010296i,-6.6913e-05-0.0012004i,0.00054198-0.00057594i,0.0011281+8.5673e-05i,0.0008234+7.0643e-05i,0.00026363-0.0003363i,-0.00030009-0.0003412i,-0.0002086+0.00068843i,0.00018262+0.0013054i,0.00064932+0.00056833i,0.00076064-0.00063105i,0.00071521-0.00065484i,0.00072331+0.00026067i,0.00030694+0.00042784i,0.0001492+0.00019489i,0.00028609+7.3916e-05i,0.00041177-4.4412e-05i,0.00046224+0.00012734i
-0.0014836-0.0026693i,-0.0026409-0.0031932i,-0.0022407-0.0029644i,-0.0016485-0.0019185i,-0.0016427-0.0012795i,-0.00013415-0.0013709i,0.00083101-0.0017864i,9.2133e-05-0.001722i,-0.00049526-0.0010302i,-0.00035197-0.00025118i,-0.00041785+1.2769e-05i,1.9617e-05+7.9778e-05i,0.00011228+0.00076018i,-0.00014343+0.0011298i,-1.9474e-05+0.00059941i,-0.00011268+0.00022372i,-0.00059464+0.00067679i,-0.0002928+0.00035131i,-8.4424e-06-0.00033888i,-0.00080715-0.00019225i,-0.0017899+0.00045749i,-0.0013299+0.00022006i,3.7013e-06-9.9303e-05i
0.0010423-0.0012865i,0.00047754-0.0029134i,-0.0014216-0.0038534i,-0.0027223-0.0032241i,-0.0021836-0.002217i,-0.0010716-0.000849i,-9.2173e-05-0.00077746i,0.00082906-0.0018926i,0.0013203-0.0014547i,0.00078796-0.00054026i,6.915e-05-7.1849e-05i,0.00011125-0.0001199i,0.00038704+0.00015497i,0.00016106+0.00062849i,0.00036284+0.00053879i,0.00064432+9.7753e-05i,0.00063982+0.00034324i,-0.00010387+0.00034959i,-0.00017319-0.00042274i,0.00059768-0.00030602i,0.00063983+0.00018857i,0.00025738-4.6629e-05i,-0.00012469-0.00068614i
0.0012051-0.0013045i,0.0016891-0.0016084i,0.0016438-0.0018325i,0.00048764-0.0024002i,-0.00040543-0.0022247i,-0.00028189-0.0015818i,0.00059626-0.0018626i,0.00018996-0.0024026i,-0.00045397-0.0025528i,-0.00015785-0.0012012i,-0.00068015+0.00060803i,-0.00089896+0.0010954i,0.00013943+0.0016007i,0.00048111+0.0014739i,0.00012901+0.0014476i,0.000252+0.00097983i,0.00058114-0.00048863i,0.00068323-0.00071303i,0.0001064+0.0002713i,-0.00043062+0.00069326i,-0.00056354-7.8135e-05i,-0.00033565-0.00091534i,-5.4949e-06-0.00062755i
-0.0013251+0.0012268i,0.00012601+0.0015416i,0.00067351+0.0012739i,0.00036719-0.00015362i,0.00039875-0.00092673i,0.00026515-0.00098587i,0.00025726-0.0020319i,-2.6658e-05-0.0023229i,-0.00095872-0.0014241i,-0.00072977-0.00057909i,-0.00078255+0.00027883i,-0.00082667+0.00064853i,0.00024952+7.2926e-05i,0.00082463-0.00043065i,0.00039425-0.00039245i,4.2449e-05-0.00038294i,0.0002553+5.6231e-05i,0.00016872+0.00012106i,6.9979e-05-0.00038199i,0.00066872-0.00082824i,0.0003617-0.00056122i,-0.00023811-0.00018247i,-0.0003389-0.00037957i
-3.2351e-05+0.0012475i,-0.0005132+0.00092909i,-0.0009491+0.00079249i,-0.0010157+0.00020304i,0.00028561-0.00065274i,0.0019426-0.0014414i,0.0016946-0.0016075i,0.000283-0.00087013i,-0.00028828-0.00010925i,-0.00027634+0.00021748i,-0.00021159+0.00035993i,-0.00054666+0.00041917i,-0.00043827-0.00088876i,-0.00016142-0.0017189i,1.6031e-05-0.001197i,0.0006763-0.0011744i,0.00095311-0.00018962i,-9.6477e-05+0.00027861i,-0.00048487-0.00019029i,0.00050695+0.00010152i,0.00088852-2.554e-05i,0.00013013-8.0851e-05i,-0.0001911+6.2301e-05i
0.0030558-0.0014521i,0.0018815-0.0021333i,0.001031-0.0028681i,0.0006152-0.0028077i,-0.00034799-0.0018127i,-0.00060745-0.0017238i,0.0010886-0.0022532i,0.0017307-0.0024198i,0.0012934-0.00237i,0.00064646-0.0014872i,0.00062923-0.00038934i,0.00081337-0.00015142i,0.00031058+0.00053591i,-0.00042401+0.00074095i,-0.00097559+0.00029148i,-0.00080851+0.00021334i,2.4188e-05-1.9747e-06i,-0.00088505-0.00055292i,-0.0012486-0.00099031i,0.00014031-0.00012044i,0.0001852+0.00032499i,-4.6364e-05-0.00039888i,-0.00014314-0.00048337i
-0.0011452-0.00033819i,-0.0012246-0.0013222i,-0.0010132-0.0024086i,-0.0015322-0.0025863i,-0.0022803-0.00069076i,-0.0011969-0.00043357i,0.00042061-0.0013525i,-7.6804e-05-0.001134i,-0.00095738-0.00074558i,-0.00060259-0.00032444i,3.3368e-05+1.9032e-05i,2.8801e-05+0.00065779i,5.7291e-05+0.00077203i,0.00020391+0.00030593i,0.00024488-4.2187e-05i,0.00027093+0.00038614i,-0.00022025+0.00049361i,-0.00078722-0.00011856i,-0.00054916-0.00059904i,-0.00069918-0.00031455i,-0.00041938+0.00015522i,0.0001256-0.00018828i,0.00010235-0.00020828i
0.00046893+0.00028369i,0.0004919-0.0023512i,0.0003693-0.0037871i,-0.00020476-0.0035731i,-0.00059089-0.0028113i,-0.00030262-0.0020809i,-2.4052e-05-0.0012985i,0.00035505-0.00071111i,0.00090984-0.00015402i,0.001174-4.6636e-05i,0.00095211-4.6313e-05i,0.00055274-5.911e-05i,0.00032672-0.0005138i,-0.00011529-0.00054841i,-0.00027858-0.00032539i,-6.7144e-05+1.3553e-05i,-0.00011494-0.00048463i,-0.00038394-0.00085658i,-0.00027289-9.3567e-05i,-0.00016284+0.00057204i,0.00028308+0.00070222i,0.00035275+0.0005708i,0.00012055+0.00093816i
0.00073771+0.00055196i,0.00077694+0.00025436i,0.0029637-0.00026104i,0.002884-0.0012551i,0.00046995-0.0021751i,-0.00091794-0.002348i,-0.0010482-0.0024912i,-0.0013229-0.0022769i,-0.00086934-0.001158i,-0.00031884-0.00033208i,-0.00046166-0.00026111i,-0.00036523-0.00028413i,-0.00049069+0.00049136i,-0.00096983+0.00084076i,-0.00092958-0.00016286i,-0.00040668-0.00061366i,2.891e-05+2.7214e-05i,-6.3082e-06+0.0005902i,5.0523e-05+0.00070469i,2.8161e-05-0.00035583i,-0.00033837-0.00092171i,0.00012703-0.00040168i,0.00037523-0.00046477i
0.00071987-0.00091455i,0.00032481-0.00069456i,-0.00047384+5.3037e-06i,-0.00166+0.00035052i,-0.0025529+0.00041769i,-0.0016971+0.00011699i,-0.00060919-0.00058952i,-0.00072716-0.00050213i,-0.00072066-0.00036729i,-0.00025813-0.00053149i,-0.00023012-0.00014549i,-2.2087e-05+0.00016235i,0.0004428+0.00042291i,0.00041373+0.00089021i,0.00022279+0.00078091i,0.00048594+0.00027891i,0.0010236+9.0182e-05i,0.00017616+0.00028091i,-0.00059557+0.00061573i,-0.00047228+3.8546e-05i,-0.00011713+0.00012628i,8.942e-05+0.00061605i,0.00086951+0.00022459i
0.001157-0.0012025i,0.001464-0.0012193i,0.00077808-0.00079165i,-0.00020996+8.4777e-05i,-0.00031613+0.00023408i,0.00040746-0.00021027i,0.0010291-0.00060607i,0.00077747-0.0011827i,0.00049161-0.00076812i,0.00058819-5.6864e-05i,0.00035451-0.00017823i,0.00013137+0.0002008i,0.00068644+0.00045354i,0.0010053+0.00053333i,0.00036889+0.00086143i,4.092e-05+0.00011026i,0.00016819-0.00028591i,0.00011723-0.00015897i,0.00036468-0.00022775i,-5.3923e-05-0.00051221i,-0.00057176-0.00069118i,-0.00041559-0.0011911i,-0.00079489-0.0011221i
-0.00036175+0.00025831i,-0.00024548+0.00031755i,-0.00083804+0.00023008i,-0.002124-0.0006706i,-0.0025082-0.00096629i,-0.0013924-0.0011389i,9.156e-05-0.0017896i,0.00044431-0.0017472i,0.00022982-0.00059581i,0.0001988-0.00049367i,-0.00032887-0.0002606i,-0.00074443+0.00071258i,-0.00017262+0.0014127i,0.00031328+0.0010404i,0.00053643-0.00056424i,0.00035752-0.00049678i,-0.0001009+0.00092211i,-0.00042455+0.00099123i,0.00017712-0.00043738i,0.00022125-0.00071778i,-4.2979e-05-0.00050582i,3.6854e-06+2.8276e-07i,0.00029931+0.00047929i
7.0145e-05-0.0014064i,-0.0011472-0.002795i,-0.0018848-0.0034041i,-0.0019777-0.0030159i,-0.00093014-0.0019893i,0.00052955-0.001275i,0.0010879-0.00090844i,0.0012835-0.00084729i,0.00039753-0.00078985i,-0.00096765-0.00010445i,-0.00079885+0.00029863i,0.00068327+0.00028931i,0.0012237+1.5151e-05i,0.00050663-3.9617e-05i,0.00034304+0.00052002i,0.00031805+0.00078406i,-8.2366e-05+0.0004699i,-0.00034693-0.00010772i,1.7031e-05-0.00011217i,0.00025585+0.00010011i,0.00018332-0.00045315i,0.00027126-0.00085368i,-0.00025991-0.0004599i
0.0013284-0.00064603i,0.0014083-0.0010954i,0.00087941-0.0024374i,-0.0010376-0.002933i,-0.0021863-0.0021563i,-0.0011948-0.00087828i,0.00053246-0.00098139i,0.00087458-0.0010598i,0.00021127-0.0010065i,-0.0002551-0.00068756i,9.1603e-05-0.00018888i,8.5317e-06+1.7489e-07i,-0.00074611+0.00038776i,-0.0010899+0.00061902i,-0.00042373+0.00052752i,0.00012035+0.00047284i,-9.0029e-05+0.00033935i,-9.1046e-05-0.00015058i,4.0465e-06-0.00044738i,-0.00014836-0.00044745i,-0.00039156-0.00027571i,-0.00020213-0.00053824i,9.3312e-05-0.00037241i
0.00070863-0.001076i,0.00012955-0.0017881i,0.00023009-0.0024304i,0.00042735-0.002809i,9.773e-05-0.0024861i,-3.0406e-06-0.0016612i,0.00054847-0.0015913i,-2.0413e-06-0.0017836i,-8.0048e-05-0.0008949i,0.00022468-0.00021883i,-0.00026058-0.00022145i,0.00030237+0.00010521i,0.0010328+0.00047236i,0.00069128+0.00019773i,-0.00020862-0.00049812i,-0.00091314-0.00015706i,-0.00058419+0.00056977i,-2.9722e-05+0.00097075i,-0.00021895+0.00082885i,-0.0011109+0.00026552i,-0.00049705-0.00054908i,-0.00013063-0.00088044i,2.408e-05-0.00071047i
0.0026059-0.00057601i,0.002664-0.0011743i,0.0020616-0.0019279i,0.0022032-0.0028863i,0.0015672-0.0027895i,0.00030163-0.002418i,5.1618e-05-0.0028717i,0.00079005-0.0023185i,0.0006521-0.00058212i,-0.00026189+0.00031209i,-0.0001965+4.4913e-05i,0.00079689+0.00046637i,0.00091737+0.00066428i,-0.00044291+0.0001902i,-0.0010914-5.5433e-05i,-0.00034201-0.00060045i,9.0133e-05-0.00086061i,0.00080385-0.001008i,0.001102-0.00060133i,-2.848e-05-0.0006532i,-0.0008184-0.00048265i,-0.00095614-0.00011458i,-0.0009803-0.00019163i
-0.00084651-6.1902e-05i,-0.0008754-0.00097899i,-0.0011536-0.0017445i,-0.0014152-0.001146i,-0.00071151-0.00023165i,0.00059985-0.00060704i,0.00076223-0.002119i,0.00019894-0.0021968i,-7.3111e-05-0.00094139i,-0.00035749-0.00016431i,-0.0003233-0.00010244i,4.6733e-05-0.0001763i,-7.7422e-05-5.9798e-05i,0.00016792-4.6163e-05i,0.00074191-0.00017359i,0.0010483+4.3702e-05i,0.0010669+4.3862e-05i,0.0005972+1.8906e-05i,0.00046871+0.00054297i,0.00012435+0.00058289i,0.00047825+0.00038699i,0.00073425+0.0010035i,0.00015015+0.00071379i
-0.00093034+0.0016126i,-0.00012175+0.0010112i,0.0017286+0.00094587i,0.0014693+0.00037735i,-0.00027406-0.0012573i,-0.00096481-0.0024735i,-0.00067046-0.0019405i,-0.00017945-0.0011561i,-0.00063688-0.00043233i,8.8569e-05-0.00014222i,0.00075831-0.00019711i,-0.00015293+0.00031064i,-0.00056014+0.00052909i,-0.00092831-4.7522e-05i,-0.00062605-0.00036441i,-0.00021549-0.00056421i,0.00016897-0.00031649i,0.00016089+0.00050372i,0.00023695+0.00052684i,0.00071662+0.0003631i,0.00041981-0.00033082i,0.00071579-0.0010956i,0.0014279-0.00027919i
0.00037796-0.0030049i,-0.00048274-0.0038822i,-0.00048583-0.0035108i,-0.0010499-0.0014116i,-0.00056082-0.00027366i,0.00086689-0.0004302i,0.0013956-0.0010434i,0.00041266-0.0013174i,-0.00054704-0.0016597i,-0.00065788-0.0011172i,-0.00086915+0.00022615i,-0.00029233+0.00075417i,0.0010466+0.00031499i,0.0010283+0.00031575i,0.00042376+0.0007722i,4.5947e-05+0.00066773i,-4.8461e-05+0.00012953i,8.5351e-05+0.0001151i,7.7803e-05-4.4195e-05i,-3.6222e-05-0.00027311i,-0.00046817-0.00010748i,-0.00044369-0.00015973i,-0.00057143-9.6936e-05i
0.00066353-0.0016975i,0.00038892-0.0023778i,-0.00061651-0.0025151i,-0.0011772-0.0021941i,-0.00086788-0.0017381i,0.00030708-0.00077288i,0.001345-0.0004693i,0.00053248-0.0007302i,-0.00034779-0.00030191i,-4.7969e-05+0.00022277i,-4.4297e-05+0.00043114i,-0.00044046+0.00063464i,0.00046331+0.00048847i,0.0011062-0.0001286i,5.9652e-05-0.00059525i,-0.00095357-0.00014049i,-0.0012129+0.00033756i,-0.00074327+3.6046e-05i,-0.00039863-0.00040483i,-0.00073029-0.00051631i,-0.0006702-4.3954e-05i,-0.00065714+0.00015273i,-0.00060415-0.00029333i
0.00030662+0.0011787i,0.0013605+0.00076776i,0.0016389-0.00052672i,0.00059955-0.0015174i,-0.00056976-0.00095093i,-0.00048855+0.00026381i,0.0002399-9.6067e-05i,0.00034554-0.0010323i,0.00053575-0.0013969i,0.0004884-0.0010281i,0.00045625-0.00057732i,0.0006426-0.00012917i,-0.00044903+0.0003676i,-0.0010063+0.001267i,-0.00037329+0.0011702i,0.00036659+0.0007267i,0.00077764+0.00070616i,0.00055752+0.00061443i,0.00035215+0.00050029i,0.0002942+0.00035806i,0.00025259+0.00042294i,5.8395e-05+1.3856e-05i,0.00052945+0.00028928i
-0.0020334+0.00048898i,-0.0011244+0.00044849i,0.00074589+0.00048697i,0.0010483+0.0003951i,0.00037099-0.00069221i,-0.00012384-0.0019425i,-2.2697e-05-0.0023425i,-8.0823e-05-0.0017496i,-9.9145e-05-0.00076084i,0.0005015-0.00054624i,0.00066193-0.00045737i,0.00064526-0.00019811i,0.00043273-9.7806e-05i,0.00010671+0.00022544i,4.6423e-05+0.00021664i,-2.8217e-05+0.00051359i,9.6579e-05+0.00040364i,0.00030627-0.00025198i,-0.00022614-0.00028106i,-0.00092781-0.00047182i,-0.00055017-3.3668e-05i,-0.00023025-0.00032954i,-1.1322e-05-0.00095073i
-0.00032478-0.0024289i,-9.3368e-05-0.0028226i,-0.00084062-0.0018868i,-0.0012532-0.00072621i,-0.00052604+0.00067603i,0.00043033+0.0012046i,0.00061907-0.0010136i,0.00069963-0.0021249i,0.00016451-0.00054545i,-0.00024949+0.00067449i,0.00059361+0.00044956i,0.0015185-2.7991e-05i,0.0017535-0.00023184i,0.0013934-0.00065451i,0.0013617-0.00032075i,0.00070846+0.00045687i,-0.000463+9.6177e-05i,-0.00035649-0.00053593i,-8.6935e-05-0.00088301i,-0.00014432-0.00093625i,-0.00037258-0.00061484i,-0.00018719+9.6861e-06i,-0.00056242+0.00062855i
-8.1731e-05+0.001074i,0.00029476+0.00044853i,-0.00057914+0.00033185i,-0.0014498+0.00047603i,-0.0012501+2.6198e-05i,-0.00043982-0.001147i,0.00032627-0.0021517i,0.00010987-0.0023435i,-0.00015848-0.0014855i,-0.00020652-0.00039578i,-0.00062139+0.00020736i,0.0001743+0.0003121i,0.00057155+0.00013698i,0.00035658-0.00043662i,0.0010127-0.00055477i,0.00077173-0.00038069i,-0.00043819+2.9561e-06i,-0.00044454-9.1994e-05i,-4.7679e-05+0.00012957i,0.00016538-4.4593e-05i,0.0001954-0.00081548i,-9.458e-05-0.0010248i,-5.2848e-05-0.00055004i
-0.0012412+0.00030559i,-0.0013241+0.00011716i,-0.0016569-1.2094e-05i,-0.0016252-0.00020784i,-0.0013809-0.0001316i,-0.00048121-0.0010342i,0.00093714-0.0028934i,0.0011073-0.0025642i,0.0001005-0.00081684i,-0.00033397+0.00034871i,-0.00027907+0.00081776i,2.6524e-05+0.00045957i,0.0011399-0.00035338i,0.0011568-0.00024754i,0.00040196-0.00021466i,-0.00034057-8.9187e-05i,-0.00017159+0.00018356i,-0.00061768-0.00019269i,-0.000865-0.00075362i,0.00017204-0.00058504i,0.00028057+0.0001722i,-0.00016404+0.00028304i,0.00026457+7.9494e-05i
0.0027157-0.00054703i,0.0032244-0.0019155i,0.0025461-0.0031256i,0.0014974-0.0034913i,0.00025493-0.0028883i,-0.00040598-0.0026017i,0.00020109-0.0022118i,0.00045683-0.0014251i,-0.00032283-0.00039853i,-0.00034379+0.00010319i,1.2786e-05+0.00051612i,-0.00032353+0.00046989i,-0.00036436+0.00011828i,0.00030188+0.00012279i,0.00025957-0.00020701i,-0.00064325-0.00026344i,-0.0010331-5.559e-05i,-0.0010402+0.00068829i,-0.0012278+0.0010435i,-0.00084757+6.3336e-05i,0.00018011-0.00084807i,0.00045112-0.00035751i,-0.00048084+0.00053299i
0.00024628+0.00056012i,-0.00012281-0.00051532i,-0.0018964-0.00084596i,-0.0022164-0.0012139i,-0.00066086-0.0016339i,0.00064436-0.0015914i,0.0014767-0.001717i,0.0015787-0.0013642i,0.0010976-0.00078868i,0.00057548-0.00083674i,0.00027101-0.00060164i,-0.00014523+0.00060663i,-0.00020769+0.00092484i,-8.8177e-05+0.00016169i,-9.1103e-05+1.5866e-05i,-0.00018415+0.00016168i,-0.0003125+8.0457e-05i,-0.00015088+0.00021447i,0.00026383+0.00044033i,-0.0001256+0.00040835i,-0.00042544-0.00015422i,-0.00050732-6.2861e-05i,-0.00060316+0.00032853i
0.0024856-0.00010327i,0.0017294-0.00023993i,0.00071466-0.000188i,6.2235e-05-0.0014533i,-0.00073221-0.0027331i,-0.0010446-0.0026236i,-0.00022455-0.0021056i,0.00045744-0.0014561i,0.00072579-0.0010987i,0.00036055-0.00059414i,0.00031909-0.00024639i,0.0003678+0.0004927i,-0.00030711+0.0013537i,-0.00057555+0.0011067i,-0.00071039+0.00038224i,-0.00035973+0.00064402i,0.00069011+0.00046359i,0.00087164-1.402e-06i,0.00087896-0.00035634i,0.00036046-0.00019298i,0.00030536-0.00034424i,0.00092499-0.0007682i,0.00050519-0.00017944i
0.0010591-0.00058188i,0.0013758-0.0016301i,0.0015314-0.0028689i,0.0007802-0.002589i,-5.7499e-06-0.0020244i,-0.00017004-0.0017124i,0.00013108-0.0015612i,0.00051677-0.0015871i,0.00075651-0.0006218i,0.000394-1.2672e-05i,-0.00015388-0.00018031i,-0.00015967+0.00010068i,-7.0253e-05+0.00068941i,3.3575e-05+0.00066925i,-0.00011914+0.00074182i,7.4611e-05+0.0012025i,0.00084064+0.00054192i,0.0010811+6.4984e-05i,-0.00029253+0.00016377i,-0.00025566+0.00060873i,0.00061153+0.00056443i,0.00019828-0.00018887i,0.00028247+0.00038959i
0.00026612-0.0011387i,0.0001872-0.0037764i,-0.0010917-0.0043693i,-0.0014798-0.0035131i,-0.00025757-0.002353i,0.00022325-0.0017229i,8.2193e-05-0.0013708i,0.00010168-0.00082529i,0.00042177+8.0896e-05i,0.00048768+0.00099092i,-0.00019439+0.00073547i,-0.00038801+0.00025965i,-0.00064831-0.00018849i,-0.00099413-0.00073857i,-0.00027922-0.00048325i,-0.00010884+0.00011583i,-0.00020986+9.2037e-05i,0.00016198+0.00026671i,-1.8403e-06+0.00020044i,-0.00016014-0.000732i,-0.00029075-0.000546i,-0.00077126+0.00039652i,-0.00020705+0.000391i
0.00038542-0.00099466i,0.0017935-0.00091975i,0.0019311-8.7559e-05i,0.0011915+3.0059e-05i,0.00045693-0.00024446i,0.00098756-0.00026418i,0.0019354-0.00081194i,0.0019408-0.0012715i,0.0015805-0.0011706i,0.0012046-0.00094244i,0.00070863-0.0004284i,0.00081742-0.00040225i,0.00043669-0.0004554i,-0.00012978-0.00093363i,-0.0001341-0.0011107i,-0.00053089-0.00021353i,-0.00078201+0.00056725i,-0.00044286+5.9325e-06i,-0.00018298-5.3853e-06i,7.925e-05+0.00032731i,0.00045751-6.5407e-05i,0.00012048-0.00034792i,-0.0004087-0.00035849i
