0.00086091-0.00063949i,0.0015445-0.0018978i,0.0024486-0.0020066i,0.0014128-0.0014727i,0.00028483-0.0011137i,0.00011324+0.00041448i,0.00055015+0.0017066i,0.0014367+0.0019675i,0.0018429+0.0009732i,0.0012517-0.00027317i,1.2671e-05-0.0012046i,-0.00077195-0.00076406i,-0.00068116-0.00039947i,9.4344e-05-0.00035965i,0.00076503+0.00050976i,0.00058295+0.00035028i,0.0010723-0.00028308i,0.0012457-0.00077555i,0.00064176-0.00043977i,-0.00025207+0.00036089i,-0.00042279+0.00011904i,-0.00011026-0.00024842i,-0.00048679+0.00010774i
0.00056865-0.00025798i,0.00070476+0.00047514i,0.00047694-0.00030228i,0.00065191-0.00038882i,0.0004016+6.9015e-05i,-0.00042875+0.00038328i,-0.00029416+0.0003738i,0.00024309+0.00075848i,8.8036e-05+0.0011037i,-0.00080638+0.00037843i,-0.0011497+0.0004937i,-9.2308e-05+0.00025107i,0.00028657-0.00051823i,0.00014754-0.00058613i,-0.00012185-0.00050703i,-0.00067176-0.0007526i,-0.0005607-0.00016871i,0.00022794+0.0010423i,0.00060504+0.0013152i,2.6533e-05+0.00077488i,7.4086e-06+0.00027465i,0.00099224+5.313e-05i,0.0011789+8.2755e-05i
-0.00071168+0.00026269i,0.00031948+0.00014694i,-0.00040346+0.0015239i,-5.3395e-05+0.0017632i,0.0020615+0.0017187i,0.0023281+0.0013132i,0.00098391-6.7993e-05i,0.00045312+0.00012642i,0.00011312+0.00050757i,-4.1779e-05+0.000928i,-4.1562e-05+0.0015041i,0.00011341+0.00164i,0.00016297+0.0012335i,3.9349e-05+0.00092809i,-9.5053e-05-0.00017352i,0.00034803-0.00070731i,0.00040869+0.00014384i,5.3271e-06+0.00010732i,2.8111e-05+3.6221e-05i,0.00013923-0.00017274i,0.00018872-0.00044249i,0.00032284-3.0502e-05i,-4.1967e-06+0.00022309i
0.0011194-0.001431i,0.0003003-0.0012297i,-0.0004278-0.0010207i,-0.00059768+0.00026503i,-0.00079849+0.00071789i,-0.00045467+0.00014733i,7.8321e-05+0.00026015i,0.00025095+0.00058274i,-4.1821e-05+0.0010198i,-0.00031417+0.00065212i,-0.00027289-9.9219e-05i,9.8089e-06+0.00016872i,0.00054003+0.00026956i,0.00038062+0.00027408i,-0.00064533+2.0686e-05i,-0.00082196-0.00037155i,-0.00018227-0.00039018i,-2.9983e-05-0.00057867i,-0.00019331-0.0010236i,-0.00063857-0.00076757i,-0.0012834+1.3874e-06i,-0.00074687+0.00036043i,0.00026187+5.1772e-06i
-0.00060456+0.0019002i,-0.0014822+0.0019255i,-0.0011897+0.002933i,0.00016167+0.0023754i,0.00018844-4.872e-05i,-0.00037646-0.0010146i,-0.0011163-0.00063899i,-0.00049597-0.00069821i,0.00056218+0.00031898i,0.00023357+0.00128i,2.3423e-05+0.0010542i,0.00076639+0.00086242i,0.0010423+0.00088256i,0.00045118+0.00054735i,0.00050202+0.00026901i,0.00097025+0.00061061i,0.00078043+0.00040466i,0.00036011-0.00031059i,-0.00042575-0.00044761i,-0.00026306-0.00055261i,0.00061769-0.00034157i,-0.0001426+0.00026053i,-0.00057071+8.6198e-06i
0.0010205-4.8751e-05i,0.001658-0.0012049i,0.00041819-0.0016796i,0.00055225-0.00037753i,0.0010364+0.00062632i,0.00099049+0.0013278i,0.00096144+0.00074139i,0.00029041-0.00019639i,-0.00042904+5.1087e-05i,-0.00026716+0.00038623i,-0.00012344+0.00057082i,-0.00042326+0.0015365i,-0.00034807+0.0013702i,-0.00037719+2.9696e-05i,-0.00063494-0.0003531i,-0.00058357-0.00012806i,-0.00016869+0.00035179i,9.8964e-05+0.00038091i,0.00046791+0.00067033i,0.00064154+0.00065714i,0.00021842+0.0002412i,-0.00029571+2.6111e-05i,-0.00072663-0.00050436i
0.00012869-0.00069844i,0.0015393-0.0010191i,0.001623-0.0017368i,0.0011447-0.0019338i,0.00069244-0.0010226i,0.00087799-0.00017989i,0.0010546+0.00032176i,0.00090337+0.00048399i,0.0015514+0.00016037i,0.00088531+5.3912e-05i,-0.00094029+0.0006327i,-0.00083332+0.00042426i,-0.00011341+0.0001641i,-0.00013847+0.00025445i,0.00021839+0.00025828i,-0.00024247+0.00014136i,-0.00029804+0.00023871i,0.00048813+0.00085754i,0.0009362+0.001191i,0.0012087+0.00021622i,0.0010842-0.0002986i,0.00032768+0.00024369i,0.00022649+0.00060231i
0.0011098-0.00014018i,8.9248e-05+0.00075478i,0.00032411+0.0016159i,0.00037945+0.0024124i,0.00016361+0.0016454i,0.00041902+0.0003405i,0.00035894-0.00052505i,0.00047546-0.00076369i,0.0014553+7.7975e-05i,0.0012822+0.00021919i,0.00056222-0.00044379i,0.00022482-0.00053529i,-0.00019927-0.00055993i,-0.0003924-0.00010508i,-0.00034686+0.000555i,0.00010607+7.0567e-05i,0.00021568-0.00039514i,-0.00032418-0.00015277i,-0.00033167+0.00066506i,9.7114e-05+0.0011699i,0.00015686+0.00034036i,-6.5237e-05+8.7505e-05i,-3.4434e-05+0.00014374i
-0.0022321+0.0025072i,-0.003489+0.0014693i,-0.0030679+0.002054i,-0.0011157+0.0023624i,0.00015104+0.0014359i,0.00078648+0.00032402i,0.00055022+0.00033314i,0.00010422+0.0013599i,0.00011139+0.0015381i,0.00030887+0.0014824i,0.00020342+0.0015909i,0.00025778+0.0011975i,8.4707e-05+0.0010313i,-0.00040138+0.00087793i,-0.00068766+0.00062464i,-0.00077195+0.00044062i,-0.00067988+0.00037912i,-0.0001212-0.0003003i,0.00041806-0.00041327i,0.00012404+0.00031838i,-0.00017253+0.00035274i,-0.00035478-0.00064986i,-0.00025084-0.00096788i
-0.0013649-0.0023463i,-0.00049322-0.0018525i,-0.0006281-0.0019154i,-0.0010533-0.0017655i,-0.00012163-0.00051091i,0.0012296-2.7298e-05i,0.00094621-0.00037546i,4.1196e-06-0.00035744i,0.0001185-0.00033077i,0.00047241+0.00045094i,-0.00019585+0.000862i,-0.0003208+0.00081409i,8.5258e-05+0.00027301i,-0.00047992-0.00027136i,-0.001509+0.00018034i,-0.0014687+0.00029728i,-0.00096263+9.7765e-05i,-0.00053831+0.00041573i,-0.00040422+0.00018768i,-0.00061826-0.00025454i,-0.00093811-0.00019357i,-0.0010581-0.00016135i,-0.0008375+7.1813e-05i
-0.00040526+0.0021738i,-0.0016581+0.0029319i,-0.0014738+0.0027559i,0.00057247+0.0019206i,0.001279+0.0015947i,0.00043341+0.00061957i,-6.2693e-05-0.00026757i,5.3419e-05+0.00022706i,5.0871e-05+0.00052063i,0.00083416+0.0007525i,0.0016141+0.0012864i,0.0014243+0.00078969i,0.00089261+0.00031401i,0.00061388+0.00037297i,-0.00019754+0.00010076i,-0.00042514-0.00067769i,4.8162e-05-0.00052678i,0.00055196+0.0006361i,7.1731e-06+0.0015203i,-0.00055405+0.0013853i,6.5636e-05+0.0010756i,2.8565e-05-9.3945e-06i,-0.00040946-0.00058552i
-0.0001898+0.0016106i,0.00048907+0.001865i,0.0010662+0.0014017i,0.0013343+0.0016174i,0.0015428+0.00050371i,0.0015034-0.00097319i,0.00092702-0.00069374i,0.00059026+0.00036834i,0.00089642+0.0010148i,0.00057786+0.00098987i,-7.9021e-06+0.0007536i,-4.8429e-05+0.00055256i,0.00031993+0.00011681i,0.00082331-0.0001124i,0.00073221+0.00017344i,-2.8452e-05-0.00034349i,-7.3509e-05-0.001229i,-0.0001094-0.00087731i,-3.5712e-05-0.00026036i,-0.00024246+0.00011533i,-0.00080419+0.0004636i,-0.00065779+0.00093598i,-0.00048245+0.0012298i
-0.0005545-0.00076229i,0.00018355-2.1288e-05i,-0.00093036-0.00059594i,-0.0012867-0.00037295i,-0.0010553+0.00021027i,-0.00012085+0.00012111i,0.00084245+0.000438i,0.00010678+0.00012491i,-0.00078045-0.00018456i,-0.0013153+0.00085685i,-0.00036265+0.0019368i,0.00086751+0.0015444i,0.0010582+0.0012499i,0.00030142+0.00073282i,-0.00051305+0.0001769i,-0.00014866-0.00064967i,-5.4284e-05-0.00082346i,-0.00019113-0.00023949i,-7.0322e-05-0.0001847i,0.00052776-0.00069192i,0.00074401-0.00067046i,0.00063226-6.5842e-05i,0.00026258-6.0442e-05i
-0.0011212+0.00055864i,-0.0007076+0.0005985i,-0.001288+0.0009044i,-0.0012102+0.0006411i,0.00055988+0.00053791i,0.0014243+0.0011409i,0.0005652+0.00064908i,0.0002204+0.00074621i,0.00062119+0.0011561i,0.00046184+0.00065317i,-0.00024926+0.00028058i,-0.00050451+0.00049308i,-0.00010679+5.351e-05i,0.00064817-0.00038683i,0.0003689-0.00024827i,0.0002702+0.000445i,0.00061569+0.00088954i,0.00044161+0.00026337i,0.00021318+0.00021258i,-0.00018664+0.00023795i,-0.00014684-0.00021288i,0.00013349-0.00035305i,-0.0002653+0.00012186i
-0.00067514+0.0015594i,-0.00060475+0.002074i,0.00021685+0.0023518i,0.0010119+0.0015767i,0.0018666+0.00099508i,0.00075719+0.0002011i,-0.00029332-0.00010275i,0.00047191+0.00085581i,0.00095992+0.0016842i,0.00098098+0.0020075i,0.0004009+0.0017013i,6.549e-05+0.00086818i,0.00014694+0.00014296i,0.00021845-0.00035545i,0.00021353+9.5516e-05i,0.00077332+0.00091224i,0.00083034+0.0011846i,0.00020332+0.00085369i,0.00015403+6.8963e-05i,0.00022468+0.00028825i,-0.00020273+7.6014e-05i,-0.00041042-0.0005524i,-0.00032902-0.00059751i
0.00027074-0.0019447i,0.00090413-0.0022164i,8.9358e-05-0.0015722i,-0.00087447-0.00089394i,-0.0013526-0.00067805i,-0.0014798-0.00074122i,-0.00068115-0.0011887i,-0.00021722-0.00096306i,-0.00020212-0.00034184i,2.7297e-05+0.00012999i,-0.00010344+0.00046933i,1.1888e-05+0.0008349i,0.00017416+0.0012186i,0.00053443+0.0010121i,4.769e-05+0.0010104i,-0.00073455+0.0008831i,-0.00033386+8.2482e-05i,0.00028396+0.00018964i,-6.4262e-05+0.0004967i,-0.00014741+5.3405e-05i,-0.00020726+6.9569e-05i,-0.00022408+0.00031441i,-0.00025748+0.00019087i
0.0017934-0.00059915i,0.0016717-0.00034401i,0.0015448+0.00047016i,0.0017653+0.00026182i,0.0013152-0.00015186i,0.0008236-0.00021471i,0.00052291+0.0006752i,-0.00014717+0.001056i,-0.00053854+0.00032208i,-0.00020063-0.00017269i,-2.1222e-05-0.00037143i,0.0003268-7.2099e-05i,7.4543e-05+8.6743e-05i,-0.00012097+0.00027332i,0.00036811+0.00035987i,0.00017105-0.00015504i,-0.00018423-0.00029407i,0.00038422+0.00025797i,0.00044681+0.00084941i,-2.425e-05+0.00046523i,-8.3397e-05+0.0002412i,-0.00015244-0.00018107i,-0.00014621-0.0010555i
0.000293-0.00054956i,6.072e-05-0.00025149i,-0.00029414-0.00040943i,-8.7239e-05-0.00012459i,0.0005269-0.00040505i,0.0015976-0.00079202i,0.00095189-0.00056468i,-8.9165e-05-0.00018i,3.4443e-05+0.00029352i,8.6635e-05+0.0010009i,7.038e-05+0.00064376i,3.2678e-05-0.00022258i,0.00032029-0.00091384i,0.00015302-0.0010156i,-0.00050065-0.00054178i,-0.00054766-0.00068954i,-0.00042549+1.8975e-05i,-0.00077509+0.00076511i,-0.00032273+0.00037152i,-0.00033439+9.1685e-05i,-0.00093146-0.00046464i,-0.00014377-0.00093062i,0.00040271-0.0014111i
-0.0023909-0.0019065i,-0.0016306-0.0021722i,-0.00082683-0.00081552i,-0.00051708+9.4722e-05i,0.00071221+0.00010813i,0.00088357-6.5904e-05i,0.00062368-0.00063064i,0.00054405-0.00035491i,-0.00035415-0.00023142i,-0.00058675-0.00046786i,5.8369e-05+0.00040235i,1.7635e-05+0.001013i,-0.00062248+0.0014648i,-0.001262+0.0014744i,-0.0013835+0.00070072i,-0.00029466+0.00051031i,0.00015343+0.0007051i,-0.00074806+0.00084094i,-0.00094547+3.5005e-05i,-0.00042939-0.00017572i,-0.00087898+0.00049428i,-0.0012658+0.0005106i,-0.00082395+0.0002114i
2.0133e-05+0.0021191i,-0.00080048+0.0021442i,-0.00027678+0.0024781i,0.00052806+0.0021552i,0.0005854+0.0016919i,0.00055627+0.00040391i,2.0692e-05-0.00024224i,-0.00057458+0.00037064i,-0.00062785+0.00012932i,-0.00025251-0.00019501i,0.0001608+0.00071415i,0.0010626+0.00080016i,0.0013393+0.00039819i,0.00087094+0.00073293i,7.1827e-05+0.00037916i,-0.00024066+0.00011792i,-0.00023474+0.00028961i,-0.00050149+0.00021056i,-0.00019207+0.00055732i,-0.00060808+0.0014346i,-0.00096991+0.0011689i,-0.00047164+0.00033038i,-5.2822e-05+0.00020359i
0.0012734-0.00063423i,0.0018261-0.00063819i,0.0020531-0.0010324i,0.0012726-0.00080647i,2.9306e-05-0.00011188i,-0.00036637+0.00039899i,0.00044758+0.00021083i,0.00050633+0.00014038i,0.00044076+1.9159e-05i,0.0010222-0.00024871i,0.00087842+0.00053978i,-0.00015195+0.00090039i,-0.00060557+0.00055843i,-0.0001097+0.00077342i,0.00021669+0.00053571i,-5.279e-05+6.5592e-05i,0.00027214+0.00028129i,2.9959e-05+0.00064096i,-0.00022419+5.8978e-05i,-0.00011312-0.00034021i,-0.00044854-0.00034705i,-0.00028775-0.00039624i,-0.00011925+8.0771e-05i
0.00057843+0.0011125i,0.0013538+0.0015715i,0.0025036+0.0017989i,0.0017629+0.001598i,0.0007268+0.00034946i,-0.0001662-0.0010524i,-0.00089738-0.00062144i,-0.00021125-0.00022998i,0.00060078+7.4748e-05i,0.0011789+0.0005686i,0.0010729+0.00052381i,0.00094929-0.0002672i,0.0010545-0.0011755i,0.00087222-0.0011648i,0.00065949-0.0011088i,9.8256e-05-0.00075848i,-0.00019329+0.00020304i,-0.0001679+0.00048981i,0.00054489+0.00035496i,0.0015515+5.1936e-06i,0.00074136-0.00053095i,-0.00018904-0.00081946i,0.0003273-0.00079606i
0.00046473+0.0014954i,0.00078272+0.00075111i,0.00090827+0.00045771i,0.001072-0.00057984i,0.0010973-0.0012019i,0.0013252-0.0010435i,0.0013328-0.00042185i,9.1353e-05+0.00019606i,9.0041e-05+0.00047472i,0.00063893+0.00047228i,0.00057699+0.00034865i,0.00028877+0.00044255i,0.00045545+0.00020385i,0.0007494-0.00036253i,0.00063402-6.4091e-05i,0.00033392+0.00014423i,0.0004742-0.00048987i,0.00094244-0.00057385i,0.00091288-0.00085741i,0.00066897-0.0013393i,0.00027796-0.0012658i,0.00034685-0.0010796i,0.00037629-0.00088965i
0.0025868-0.00057305i,0.0025635-0.00062676i,0.0021276-0.00083353i,0.00066303-0.00038607i,-0.0002782-0.00011534i,0.00017549-0.00065601i,0.00044163-0.0012075i,0.000289-0.00046485i,0.00050933+0.00018872i,0.00027807-0.00054572i,-0.0003903-1.7348e-05i,-0.00068663+0.0004647i,-0.00071015-0.00093194i,-0.001201-0.001196i,-0.0011037+0.00015688i,-0.00055449+0.00032922i,-0.00035231-0.00043627i,3.7414e-05-0.0011513i,0.00069924-0.0016927i,0.0004842-0.00096076i,-6.3156e-05-0.00041286i,6.0562e-05-0.00061583i,-0.00060595-0.0004662i
-0.00019618-0.00041825i,-0.0015242-0.00021713i,-0.0019699+7.7917e-05i,-0.0014009+0.00069337i,-0.00019988+0.0010969i,1.2458e-05+0.0014165i,-0.00071548+0.0010144i,-0.00062838+0.00035226i,-0.00043738+0.00038526i,-0.00038096+0.00082909i,-0.00062552+0.00084419i,-0.00047015+0.00047557i,0.00015903+0.00047383i,0.00022613+0.00033595i,0.00034245+0.00046508i,-0.00019965+0.00049457i,7.1411e-05+5.7963e-05i,0.00086003+0.00012883i,0.00020772+0.00049907i,-0.0007126+0.00048729i,-0.0005364+0.00020107i,-0.00040642+0.00027191i,-0.00040574+0.00093351i
0.0013765-0.00059284i,0.0020759-0.00059523i,0.0019786-0.0012919i,0.00045491-0.0021764i,-0.00058454-0.0013065i,-0.00075308-0.00034516i,0.00021176-3.9863e-05i,0.0010887+0.0002444i,0.00099015+0.00033461i,-9.1614e-05+0.00073843i,-0.00058536+0.00058316i,-0.00048409+0.00049725i,-0.00059026+0.0010452i,-0.00032866+0.00080552i,0.00027363+0.00013264i,0.0014477-0.00027459i,0.00098705-0.00056439i,6.0339e-05-0.00012127i,-0.00027914+0.00068172i,-0.00047122+0.00077257i,-0.00016933+0.00035399i,-5.8452e-06-1.7955e-05i,0.00034671+0.00030215i
0.00028234-0.0015261i,0.0013567-0.00064983i,0.00078547+0.00075563i,0.00070095+0.00069026i,0.00096776-0.00015811i,0.00082083-0.00062073i,0.00040357-0.00086984i,0.00026088-0.00054302i,0.00057038+0.00042956i,0.00093927+0.00060755i,0.000895+0.00042428i,0.00045476+0.00068141i,0.00029133+0.00035638i,0.00059917-0.00029352i,0.00032181+0.00011855i,-0.00012507+0.00091267i,-0.00036364+0.00056752i,-9.3579e-05+3.4177e-05i,0.00026162+0.00011164i,0.000188+0.00010343i,-0.00073675-0.00011443i,-0.00064134-0.00056792i,0.00023028+0.00028492i
0.0014664+0.00048642i,0.0011923+3.2386e-05i,0.0019523-0.00049581i,0.0019628+0.00036713i,0.00047862+5.766e-05i,-0.00044422+2.055e-05i,-0.00025847+0.000431i,0.00069897+0.00059402i,0.0011776+0.00085977i,0.00031196+0.0011965i,-0.00013797+0.00098879i,-0.00044722+0.0004428i,-0.00068884+0.00062246i,-0.00057825+5.0117e-05i,0.0001757-0.00076908i,0.00068992+0.00042522i,-0.00047687+0.0018009i,-0.0012619+0.0019404i,-0.00088642+0.00082365i,-0.00054717-0.00041025i,-0.00069095-0.00036387i,-0.0011593+6.1815e-05i,-0.0014929-1.858e-05i
-0.001609-0.0013806i,-0.0017597-0.00081197i,-0.001922-0.00050826i,-0.00089878+0.00037393i,0.00045758+0.0012807i,0.001108+0.0012024i,0.00066252+0.0011312i,0.00059496+0.0010368i,0.00091695+0.0010457i,0.00097913+0.0012718i,0.00050441+0.0012734i,0.00061817+0.001095i,0.00088367+0.0012562i,0.00057154+0.0015955i,0.00039701+0.00092446i,-3.1741e-05+0.00014341i,-0.00055131+0.0005685i,-0.00071896+0.00084947i,-0.00024006+0.00029247i,0.00055095+1.6306e-05i,8.2391e-05-0.00038311i,-0.0002865-0.00033442i,0.00044521+0.00050863i
-0.00062771+0.00026299i,-0.00063603-0.0013563i,-0.00092737-0.0010109i,-0.0009558+0.001324i,-0.00035693+0.00093548i,0.00011437-0.00096407i,0.00067551-0.0012715i,0.00032768-0.00069731i,-0.00044034-0.00031395i,9.0029e-05+0.00030543i,-6.0482e-06+0.0010406i,-0.00028618+9.8006e-05i,0.00047269-0.0010018i,0.00076581-0.00013241i,0.00038956+0.00025461i,-0.00020688-0.00010304i,0.00020326-0.00051276i,0.0010227-0.00052518i,0.0003625-0.00036508i,0.00050415+0.00027101i,0.0015001+0.0015551i,0.00054768+0.0009972i,-0.00068063-0.0002229i
-0.0012624+0.00050455i,-0.00018551+0.0014889i,-0.00011852+0.0018982i,-0.00017805+0.001492i,0.00017833+0.00094772i,0.00040688+0.0001664i,0.00054537-0.0006539i,0.00024111-0.00017722i,-2.7579e-05+0.00098484i,-9.4044e-05+0.0012363i,-4.217e-05+0.0014198i,-0.00026595+0.00055706i,-1.3729e-05-0.00048567i,0.00044687-0.00035145i,0.00050318-0.00024876i,0.00016932+0.00069317i,0.00010743+0.0012583i,0.00085571+0.00026807i,0.0011335-0.00021726i,0.00014608-0.00027305i,-0.00053552-0.00087199i,-0.00020778-0.00087958i,0.00046173-0.00023336i
0.00069169-0.0014627i,0.00089141-0.0025814i,0.00075532-0.0018583i,0.00055317-0.0012856i,0.00067727-0.0012535i,0.00071893-0.0011265i,-0.00016069-0.0012615i,-0.00044668-0.00075441i,-0.00061921+0.00036829i,-0.00068368+0.00066043i,-0.00029774+0.00091813i,7.5908e-05+0.0010288i,5.8088e-05-0.00019257i,6.0141e-06-0.00065399i,-0.0011301+0.00016268i,-0.0014215+0.00041764i,-0.00046375+0.00045361i,-0.00050114+0.00050453i,-0.00065071+3.2392e-05i,-0.00084749-0.00039608i,-0.00088728-0.00018987i,2.8263e-05+0.00039383i,0.00044992+0.00082314i
0.0009654-0.00012984i,0.00094084+0.0005023i,0.0010308+0.00058037i,0.00093357+0.00054401i,0.000985+0.00036689i,0.001547+7.1623e-05i,0.0018804-0.00024201i,0.001831+0.00010401i,0.0012263+0.00082938i,-0.00020284+0.00099276i,-0.00084481+0.00060943i,-0.00049201+0.00065456i,0.00036835-0.00015389i,0.00028702-0.00015784i,-0.00030493+0.00016364i,-8.2863e-05-0.00030967i,0.00029771-0.00015162i,0.00049778+9.232e-05i,0.00019092-0.00020937i,-0.00085404-0.0003856i,-0.0011315-0.00063647i,-0.00085785-0.00046582i,7.5393e-05-5.3725e-05i
-0.00031533+0.00070782i,-0.0015067+0.00023802i,0.00013293+0.00010411i,0.0020883+0.0012503i,0.0019639+0.0011383i,0.0010152+0.00060306i,0.00027355+0.00067715i,0.00052619+0.0005483i,0.00078062+0.00068794i,0.00052074+0.00068743i,2.9184e-05+0.0003264i,7.4047e-06+0.00087328i,0.0004808+0.0010259i,0.00062474-0.00027616i,0.00010875-0.00074271i,-0.00041749-0.00026369i,-0.00071421+0.00019691i,-0.001081+0.00011877i,-0.00098416-0.00030223i,-0.0011491-0.00025728i,-0.00040142+1.1485e-05i,0.0010552+0.00010656i,0.00031376-0.0001006i
0.0010783+0.0017037i,0.0018333+0.002418i,0.0025978+0.0021057i,0.0024102+0.0016474i,0.0018567+0.00061898i,0.0013889+0.0003664i,0.00077874+0.000334i,0.00013112-0.00017989i,-0.00037457+0.00035499i,-0.00059721+0.00108i,1.7521e-05+0.00035455i,0.00044699-0.00025488i,0.0013892-0.00028533i,0.0017132-0.0004323i,0.00079346+0.00011044i,-0.00010981+0.00066033i,-0.00013568-0.00040969i,0.00036378-0.0010806i,0.00042949-0.0012151i,-0.00046406-0.00040089i,-0.00038669+0.00056171i,0.00064288+0.00048591i,0.00055923+0.00038949i
-0.0014079+0.0016219i,-0.0014668+0.0020669i,-0.0017108+0.0023893i,-0.0015691+0.0013855i,-0.00019293+8.0994e-05i,0.00018151-0.00045826i,6.351e-05-0.0008001i,0.00026049-0.00089071i,-0.00028407-0.00022599i,-0.00041619+0.00010719i,0.00031522-4.4337e-05i,0.0010306+6.2695e-06i,0.0012498-0.0004388i,0.0010435-0.00078588i,0.00014269-0.00014559i,-1.3426e-06+0.00016596i,-2.4998e-05+0.00036542i,-0.00083344+0.00024918i,-0.001789-0.00011155i,-0.001864-0.00077038i,-0.0010176-0.00072634i,-0.00016424+0.00058251i,0.00018232+0.00040322i
0.0010787-0.00075578i,0.00081252-0.000753i,0.001065-0.00092728i,0.0021473-8.1252e-05i,0.0021791+0.0001391i,0.0012478-0.0010648i,0.00080322-0.00038526i,0.00065628+0.00018149i,0.0011807+0.00029767i,0.00077833+0.00075302i,-0.00023893+0.00062669i,-0.00048284+0.00094178i,-0.00085471+0.00084006i,-0.00069949-0.00016159i,-0.00042323-0.00052185i,0.00039795-0.00038391i,0.001231+0.00039528i,0.00059021+0.00020809i,0.00044202-0.00024093i,0.0003505+0.00021912i,-0.00022481+0.00026761i,-0.00073224+0.0003094i,-0.00073299+0.0010066i
0.0023021+0.00076644i,0.0021489+0.0015471i,0.0012071+0.0012515i,0.0008228+0.00036238i,0.00056575-0.00047908i,0.00070255-0.00049853i,0.00093319+0.00026432i,0.00083076+0.0010842i,0.00011657+0.00030612i,-0.00068231-0.00026054i,-0.00050436+0.00062379i,0.00061865+0.00069814i,0.0010859-0.00023349i,0.00037652-0.00055528i,-0.00039419-0.00087304i,-0.00014254-0.00095591i,0.0002495-0.00054216i,0.00022586+0.0002798i,-0.00042928+0.00089808i,-0.0010085+0.00036925i,-0.00017188-0.00041164i,2.2231e-05-0.00079562i,-0.00069871-0.00068024i
-0.0019698-1.6563e-05i,-0.00094933+8.1844e-05i,-0.0010554+0.00064388i,-0.00046352+0.0014628i,0.00050017+0.0013452i,0.00046126+9.4276e-05i,4.3944e-05-0.00062045i,-4.2321e-05-7.8679e-06i,-0.00032576+0.0011708i,-0.00071544+0.00099712i,7.5606e-05+0.00045496i,0.00079418-6.3615e-07i,0.00039929-0.00059996i,-0.00043669-0.00080982i,-0.00023422-0.00063744i,2.6367e-05-0.00037091i,-2.4716e-05-0.0001887i,1.1262e-05-4.8918e-05i,0.00024003-0.00036047i,0.00018172-0.00030192i,0.00031573+0.00034195i,0.00057816+0.00070314i,-5.5409e-05+0.00082421i
0.00037585+0.00076648i,0.0011194+0.0015985i,0.0017028+0.002051i,0.0012067+0.00080253i,0.00063992-0.00063226i,0.00020692-0.00053995i,-0.00060285+0.00019222i,-0.0013256+0.00035152i,-0.0011158+0.00044583i,-0.00021569+0.00081407i,3.0421e-05+0.00068589i,-6.1799e-05+4.4976e-05i,-0.00027709-0.00035661i,0.00013068-0.00022121i,0.00023391-0.00017796i,-0.0004131-0.00050012i,-0.00095387-0.00052076i,-0.00063594-0.0003139i,-0.00063164+0.00048707i,-0.0013358+0.00028784i,-0.00064319-0.00083446i,0.00043672-0.00086024i,0.00050272-0.00052002i
-0.00059064-0.00096492i,-0.00088964-0.0011985i,-0.0011635+0.00024232i,-0.00087917+0.0011854i,7.7454e-05+0.00063212i,0.00081504-0.00046795i,0.00036345-0.00060073i,-0.0002918+0.00031863i,-3.6689e-06+0.00099369i,3.3717e-06+0.001274i,-2.6821e-05+0.0015278i,-8.4378e-05+0.0015632i,-0.00013063+0.001733i,8.6855e-05+0.00075136i,-0.00031978-0.00031625i,-0.00072924-8.2972e-05i,-0.00058123+0.00048627i,0.0003701+3.2784e-05i,0.0012142+0.00014918i,0.0008801+7.6767e-05i,0.00075589-0.00090053i,0.00059205-0.00089036i,0.00043852+0.00011547i
0.0016463-0.00029694i,0.001901-0.00075173i,0.0016017-0.00019735i,0.00091752+0.0011486i,0.00054468+0.0014805i,0.0006157+0.00018195i,0.00075206-0.0010666i,0.00042115-0.00053101i,0.00016524-0.00039068i,9.7829e-05-0.0001271i,0.00041924+0.00069425i,0.00023286+0.00057166i,-0.0012324+0.00017895i,-0.0013707-5.3733e-05i,-0.00017487-0.00026615i,0.00032597-0.00048022i,5.9578e-05-8.528e-05i,-0.00049443+0.00014923i,-0.00076801-0.00024084i,0.00014609-0.00040852i,0.0003416-0.00018704i,-3.543e-05+0.00018523i,-0.00031027+0.00049864i
0.0010843+0.0019215i,0.00055636+0.002663i,0.00081647+0.0021703i,0.00088906+0.001339i,0.00075382+0.00033546i,0.00099569-0.00083373i,0.0010054-0.00076448i,0.00080867-0.00015845i,0.0006557+7.1842e-07i,0.00055173-0.00034516i,0.00018706-0.00079288i,0.00057534-0.00059543i,-9.2134e-05-0.00010622i,-0.00073619-0.00032372i,4.6256e-05-0.00027255i,0.00057627+0.00017644i,0.00047176+0.00050295i,0.00042346+0.00055862i,0.00026994-3.6646e-05i,-0.0002483+6.5654e-06i,-0.00033758+0.00015225i,-0.00043585-0.00019396i,-0.00092303-0.0007066i
-0.00020357+0.00011892i,-0.00082954-0.0003163i,-0.00056207-0.00047433i,-0.00030783-0.00038967i,0.00021094-0.00060957i,0.0015185-0.00051466i,0.0015131-0.0002926i,0.00081662+0.00010802i,0.0004588+0.0010379i,0.0001975+0.00063682i,4.8697e-05-0.00027611i,-0.0002548+0.0004369i,-0.00013601+0.00029495i,6.7298e-05-0.00039747i,-0.00017932-1.5128e-05i,-0.00038006+8.9143e-05i,-0.00035559-0.00022933i,-0.00042951-0.00010762i,-0.00057914+0.00010985i,-0.00011912-1.9922e-06i,5.9408e-05+0.00019304i,-8.7416e-05-0.00028808i,5.8886e-05-0.00017288i
