-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
0.00071056+0.0011566i,0.0014864+0.0012704i,0.0012707+0.0022672i,0.0014456+0.0011508i,0.0019342-0.00029881i,0.0020641-0.00058826i,0.0009307-0.00025012i,-0.00058853+0.00020785i,-0.00095846-0.00037814i,-0.00060507-0.00018494i,-0.00052761+0.00040045i,-0.00032287+0.00064886i,0.00028314+0.00083458i,0.00079876+0.00040907i,0.0001199+0.00013183i,-0.00054836+4.0494e-05i,-0.00017498+0.00017569i,0.00022509+0.00046522i,0.0001483+3.0183e-05i,0.00017499+0.00030252i,-0.00035216+0.0007155i,-0.0012041-7.0052e-05i,-0.0010412-0.00061071i
0.0013455+0.00045012i,0.00065159-0.00012451i,0.00042573-0.00040787i,0.0004599-0.000314i,0.0002382-0.00052279i,-0.00016604-7.0603e-05i,-0.00053007+0.0006403i,-0.0015926+0.00094062i,-0.0018292+0.00049435i,-0.00058319+0.00062428i,-0.00064053+0.0012202i,-0.00099779+0.00082504i,-0.00077905+0.00068941i,0.00030058+0.00070349i,0.00057168+0.00077643i,0.00010152+0.00097813i,0.00044408+0.00093274i,-0.00024878+0.00078629i,-0.00048392+0.00090657i,-0.00022119+0.00054766i,0.00029654-0.0002032i,0.00025106+0.00051979i,-0.00060391+0.00052846i
-0.00088743-0.00087461i,-0.00077119-0.00068419i,-0.0015233-0.00024678i,-0.0012881+0.00039816i,0.00061031+0.0008337i,0.0014712+0.00044805i,0.00014035-0.00011163i,-0.00075769-5.4466e-05i,-0.00092245-0.00021455i,-0.00093833+0.00032813i,-0.00031137+0.00066989i,0.00056538-0.00011336i,0.00086113-1.8488e-05i,0.00062949+0.00074847i,0.00041326+0.00051424i,0.00011354+0.00048826i,0.00010386+0.00056837i,0.00041683+0.00018313i,0.00091398+0.00027499i,0.00072734+0.00043048i,-0.00040056+0.00057692i,-0.0012347+0.00072326i,-0.00085466+0.00019314i
0.0015076-0.0029348i,0.0016149-0.0027957i,0.0012409-0.0024977i,0.00053442-0.0012921i,0.00076315-0.00022448i,0.00026659+0.00015153i,-0.0010847+0.00048301i,-0.0019559+0.0004879i,-0.0020932-0.00038293i,-0.0016053-0.00044518i,-0.00083644-2.8854e-05i,-0.00078386+9.8694e-05i,-0.00082908+0.00037983i,-0.00037711+0.00064876i,-7.7718e-06+0.00052374i,-4.0618e-05+6.651e-05i,-1.2482e-06+3.0767e-05i,0.00068791-7.7807e-05i,0.00095978-0.00067312i,0.00076969-0.00076981i,0.00040468-0.00093675i,-0.00048321-0.00077031i,-0.0007042-0.00043266i
0.0030303+0.00039599i,0.0025044-0.00021872i,0.003038-0.0016285i,0.0029769-0.0010713i,0.0016777-0.0005416i,0.00015018-0.00073782i,-0.00060931-0.00065742i,-7.3564e-05-0.00038338i,2.2601e-05-0.00033927i,-0.00011969-0.00036097i,-0.00020016-0.00022871i,-0.00049019-0.00032905i,-0.00037954-0.00072404i,-0.00023077-0.00028798i,-0.00027204+0.0001335i,-0.0001032+0.00053005i,0.00013714+0.00087674i,0.0011996+0.00045468i,0.00076622+0.0003241i,-0.00054884-0.00030788i,-0.00095781-0.00057304i,-0.00075365-0.00043106i,0.00016712+5.4745e-05i
4.3759e-05-0.0015304i,0.00016706-0.00085729i,0.00050669-0.00020885i,0.0010584+0.00077809i,0.0008487+0.0010045i,-0.00012698+0.00035048i,-0.0003766-0.00028854i,-0.00050325-0.00035583i,-8.7528e-05+4.6354e-05i,-0.00063637+0.00092926i,-0.0017181+0.0010764i,-0.00073492-0.00013111i,0.00033792-0.00080473i,0.00016134-0.00056128i,-0.00020795-0.0002662i,-0.00054242-0.00041484i,-0.00090321-0.00024159i,-0.00061825+0.00020371i,0.00063365-6.515e-05i,0.0011773-5.7918e-05i,0.00052034+0.00031383i,0.00023321+0.00013451i,0.00043928-0.00019201i
0.0017123-0.00020102i,8.3751e-05-0.00082702i,-8.1371e-05-0.0011791i,0.0012659-0.00088696i,0.0016471-0.00021865i,0.0006835+0.00024973i,0.00016114+7.7836e-05i,-0.00025349+5.3028e-05i,-0.00062226+0.00045908i,-2.8915e-05+0.00043689i,-9.4574e-06+0.00050593i,-0.00067373+0.00027899i,-0.00032042-0.00065241i,0.00029769-0.00087336i,9.9337e-05-8.9292e-05i,-0.00037425+0.00068288i,0.00011424+0.00093157i,3.1259e-05+0.00078898i,-0.00059573+0.00091264i,-0.00017189+0.0014732i,0.00016504+0.0012371i,0.00031968+0.00042799i,0.00026385+6.0832e-05i
-0.0011094-0.0020534i,-0.00054173-0.0011214i,5.9659e-05-0.0020298i,-2.9326e-05-0.0012543i,-0.00074736-0.00035382i,-0.00098677-0.00096508i,-0.0011637-0.001218i,-0.0016042-0.0010096i,-0.0017115-0.0008565i,-0.0013882-8.6643e-05i,-0.0010564+0.00086227i,-0.0003863+0.00037114i,-3.2659e-05-0.00036969i,-0.00011841-0.00037551i,0.00011169+0.00012135i,0.0001748+0.00028419i,-0.0010156-0.00024833i,-0.0015085-0.00080831i,-0.00087536-0.00040174i,-8.623e-05-0.00039815i,0.00061229-0.00073157i,0.0002452+8.6282e-05i,0.00024012+0.0013051i
0.0014959-0.0024772i,0.0017986-0.0025001i,0.0016947-0.0019829i,0.00043862-0.001546i,0.00019449-0.0011397i,0.00039864-0.00045873i,-0.0007324-0.00029341i,-0.0013057-7.6112e-05i,-0.0012136-0.00028753i,-0.0011136-0.00012117i,-0.00098894+0.0004535i,-0.00077634+9.7348e-06i,-0.00057832-0.0001477i,-6.798e-05-0.00037362i,0.00051101-0.0003656i,0.00045251+9.2029e-05i,-2.4267e-05+0.00040052i,-0.00087439+0.00036416i,-0.00046789+0.00031366i,0.00082337+0.00028274i,0.0007303-6.0874e-05i,6.0301e-05+0.00030963i,0.00025293+0.0010974i
-0.00042269+0.00081383i,-0.00017411+0.00024071i,0.00045825-0.00028035i,0.0014785-0.00018714i,0.0015091-0.00014893i,0.00085983-0.0005595i,-0.00068248-0.0010159i,-0.0012361-0.00077658i,-0.00062519-7.2667e-05i,-0.00033296+0.00051148i,-0.00023732+0.00073151i,-0.00034917+0.0007432i,-0.001313+0.0010647i,-0.0013509+0.00046364i,-0.00013352-0.00032363i,0.00044073+0.00039985i,0.00032917+0.0013543i,0.0002948+0.0013824i,0.00054985+0.00036315i,0.0010187-0.00012359i,0.00088563-0.00016033i,0.00077402-0.00066483i,0.0012842-0.00072464i
0.0011254+0.00049715i,0.00051932+0.00039616i,5.8978e-05+0.0010826i,-0.00056262+0.0010641i,-0.00062298+0.00059688i,-0.00035062+0.00066419i,-0.0012273+0.00075496i,-0.0020622+5.8133e-05i,-0.0015088-0.00091296i,-0.00078591-0.00078733i,-0.00058981-8.694e-05i,-0.00013116+6.4901e-05i,-0.00041146+0.00020827i,-0.00098938+0.00020454i,-0.00055075+0.0002219i,-0.00013665+0.00022156i,0.00071114-0.00013622i,0.0010282-0.00072483i,0.00096714-0.0003228i,0.00035021+6.2414e-05i,-0.00039534-5.4933e-05i,-0.00039218+0.00016522i,-0.00056249-0.00026194i
0.0014029-0.0016647i,0.00078648-0.00068136i,0.00038579-0.0003776i,0.001032+5.7398e-05i,0.0011473-0.00024741i,0.00073529-0.0011884i,-0.00028547-0.0015794i,-0.00081923-0.0014746i,-0.00072959-0.00029067i,-0.00087919+0.00014069i,-0.00083217-0.00020866i,-0.00019203-0.00012178i,0.00039833-5.0212e-06i,-9.7892e-05-0.0003313i,-0.0012017-0.0010571i,-0.0015028-0.00070368i,-0.00092626+0.00020482i,-0.00046637-0.00016367i,-0.00061225-9.8113e-05i,-0.00031925-0.00020203i,3.3885e-05-0.00072811i,-0.00039633-0.0011751i,-0.00091146-0.001462i
0.0020763-0.0007595i,0.0026949-0.00066623i,0.0020749+5.7241e-05i,0.0022009+9.5487e-05i,0.0019217-6.8977e-06i,0.00096762-0.00059711i,0.00034479-0.00047906i,-0.00019833+5.3947e-05i,-0.00020636-5.5597e-05i,-0.00023074-0.00047839i,0.00013591-0.00049815i,0.00057231-0.00015405i,0.00017753-0.00010807i,-0.00041641-6.6945e-05i,-0.00071767+0.00015325i,-0.000867+0.00018212i,-0.00059414-0.00050497i,-9.2337e-05-0.000838i,0.00041775-0.00083462i,-0.00030633-0.00038136i,-0.00078925+0.00015614i,-1.2743e-05+0.00093143i,0.00050824+0.0012529i
-0.0021508-0.0016103i,-0.0014002-0.0021386i,-0.00055604-0.0010738i,-0.00032615-9.8977e-05i,0.00034168+0.00075356i,0.0006015+0.00035825i,-0.00090787-0.00039658i,-0.0019215-0.00015679i,-0.0012624+0.00058723i,-0.00027077+0.0011862i,1.3176e-05+0.00087043i,-0.00054337+0.00014083i,-0.00050467-0.00029123i,-4.2612e-05+0.00027095i,-0.0001793+0.00059555i,4.7332e-05-0.00021093i,0.00031726-0.00063518i,0.00012504-0.00012659i,6.0495e-05-0.00020988i,0.00020055-0.00048321i,-0.00020511+5.2008e-05i,-0.00058962-0.00017634i,-0.00050432-0.00042457i
0.0018826+0.0012802i,0.001408+0.0011921i,0.0018511+0.0010397i,0.0018305+0.00059407i,0.0014707-3.9073e-05i,0.00085125+4.8534e-05i,-0.0003888+0.0005349i,-0.00089776+0.00093631i,-0.00023879+0.00035743i,0.00017107-0.00013184i,-3.0843e-05-9.2067e-05i,-1.748e-06+0.00037593i,6.9201e-05+0.0010595i,-0.00087108+0.0010429i,-0.0012609+0.00018867i,-0.00097164+0.00013585i,-0.00013891+4.36e-05i,-0.00060688-6.0779e-05i,-0.0012814+0.00011068i,-9.702e-05-9.5231e-05i,-0.00022727-0.0002367i,-0.0011026-0.0010463i,-0.00056762-0.0012003i
-0.0003459-9.5064e-05i,-0.00019454-0.0004634i,0.00067059+0.00018039i,0.00051209-0.00032427i,0.00021288-0.00090385i,-0.000557-0.0012183i,-0.001911-0.0016801i,-0.0015538-0.00086901i,-0.00041527+0.00010691i,-0.00024596+4.245e-05i,-0.00026885+9.8254e-06i,-0.0004497-0.00022674i,-0.00078425-0.00025822i,-0.00078696+0.00053478i,0.00019262+0.0010187i,0.00020812+0.00048672i,0.00030208+0.00027548i,0.00060469+0.00028344i,0.00032889-4.2625e-05i,-0.00010112+0.00023861i,-0.00042359+0.00010664i,-0.00037077-0.00018007i,-0.00020542-0.00019894i
-7.9198e-05+0.001555i,0.00011617+0.0003318i,0.00061388+0.00036692i,0.0010172+0.00061186i,0.0011072+0.00030216i,0.00020542+0.00010385i,-0.0013189+5.6024e-05i,-0.0017798+8.1739e-06i,-0.0012173+0.00011284i,0.0001037-3.0854e-05i,0.00035911+3.9009e-05i,-7.4686e-05+1.7809e-05i,-0.00030088-0.00043361i,-0.00043319-0.00087288i,-0.0003643-0.00087773i,-0.00044869+0.00036477i,-0.0003237+0.00079462i,0.00064282+0.00082677i,0.00032128+0.00017342i,-0.000434-0.00061414i,-0.00015688-0.00064644i,2.9166e-05-8.6946e-05i,-0.00043138-0.0004294i
0.0016358-0.00014079i,0.0016223-0.0016253i,0.001835-0.0019523i,0.0019974-0.0012688i,0.0013347-0.0015745i,0.00064349-0.0013816i,-0.00035331-0.00087072i,-0.0010489-0.00034002i,-0.00098955+0.00018191i,0.00019838+0.00060373i,0.00059543+0.00089603i,-0.00071969+0.00064594i,-0.0010719-0.00023271i,-0.00070541-0.0004522i,-0.00094853-8.0439e-05i,-0.00085516+0.00048741i,-3.596e-05+0.00095004i,0.00049962+0.00068409i,0.00087424+0.00056822i,0.00085566+0.00042528i,0.00050537+2.6023e-05i,0.00010386+7.1731e-05i,1.761e-05-0.00029261i
0.00080878-0.0013917i,0.0006987-0.0010181i,0.00013383-0.0018244i,0.00020373-0.0012744i,0.00051273+0.00016244i,0.00014785+0.00091875i,-0.00052211+0.00066436i,-0.00095607+0.00027215i,-0.0013923+0.00017516i,-0.0011638+0.00041089i,-0.0003848+0.00013817i,9.7817e-05-0.00023725i,0.00065329-4.8531e-05i,0.00088584+0.00018059i,0.00047945+0.00023811i,-0.00052581-0.00016761i,-0.00098833-0.00092123i,-0.00070713-0.00090417i,-0.00047142-0.0006481i,-0.00012729-0.00083251i,0.00056939-0.00057979i,0.00035486-0.00069735i,-0.0005248-0.00074153i
0.0018234-0.00023129i,0.0015294-0.00074033i,0.00093442-0.00052359i,0.00084846+4.2853e-05i,0.001223-0.00055696i,0.00039133-0.00069812i,-0.00019694-0.00027345i,-0.00078797+0.00012446i,-0.00096151+0.0001647i,-0.0010402-1.418e-05i,-0.00076269-0.0002415i,-0.00027323-7.0376e-05i,-0.0002606-3.341e-05i,-0.00013567-0.00057395i,-0.00019226-0.00089771i,-0.00019387-0.00063334i,-0.00013212+0.00018316i,-0.00024621+0.0012065i,-9.5271e-05+0.0015463i,0.00092516+0.0007361i,0.00099311+0.0001367i,-0.00039012+0.00032427i,-0.0010819-0.00016136i
-0.00026596-0.0013917i,0.00040608-0.0020227i,0.00061963-0.0013003i,0.00039885-0.00030883i,0.00014356+0.00031223i,-0.00035963-0.0002861i,-0.0011596-0.00023744i,-0.0014496+0.00020583i,-0.0014109+0.0001499i,-0.0014882-0.00026916i,-0.0010777-0.00065694i,0.00022831-2.8289e-05i,0.00069337+0.00030016i,0.0003468+7.3562e-05i,-0.00017558-0.00033985i,-0.00010338-0.00031167i,0.0007116-0.00021501i,0.00031624-0.00032193i,-8.5103e-05+1.633e-05i,0.00029375+0.00031754i,0.00012092-0.00016379i,6.1756e-05-0.00010091i,0.00013514+0.00024843i
-0.00077751-0.00025739i,0.00042559-0.00076913i,0.00014072+0.00043934i,-0.00033293+0.0010769i,0.00032287+0.00085651i,0.00041868+0.00061801i,-0.00035373-0.00073866i,-0.0015646-0.0010103i,-0.002042+0.00061086i,-0.001164+0.0016893i,-4.4435e-05+0.0006214i,0.00020601-0.00050391i,-0.00039711-0.00079681i,-0.00011388-5.0525e-05i,-0.00021687+0.00096991i,-0.00013756+0.00061983i,0.00013243+0.00057807i,-0.00035101+0.00076806i,-0.00024744-0.00015395i,0.00028063-0.00028493i,-4.9672e-05-0.00017713i,0.00024027-0.00055096i,0.00028121-0.00014785i
0.00044327+0.0010128i,0.0007787-0.00017133i,0.0012036+0.0021902i,0.001975+0.0017585i,0.0021328+0.00084533i,0.001389+0.00090098i,-0.0007949+7.2798e-05i,-0.0024912-0.00043753i,-0.0020473+0.00014513i,-0.00065528+0.00022286i,-0.00045654+0.00054983i,-0.00068608+0.00026703i,-0.00035246+0.00016208i,-0.0008848+0.00037986i,-0.0010861-5.102e-05i,-0.00020301-0.00031478i,0.00060463-0.00028582i,0.00045331-0.00070331i,0.00025889-0.0012159i,0.00050575-0.0018455i,0.00038738-0.0015482i,0.00031291-0.00060456i,0.0008114+8.0758e-05i
-0.00033561+0.00011992i,-9.9992e-05+0.0012449i,0.00015023+0.00018406i,-0.00023081-0.00017796i,-0.00035541-0.00016611i,4.1781e-05-0.00055981i,-5.6946e-05-0.00071009i,-0.00028301-0.00058179i,-0.0010325-0.00053847i,-0.002281-0.00042337i,-0.0018249-3.6708e-05i,-0.0004873+0.00025232i,0.00016755-0.00018554i,0.00081303-0.00016642i,0.00086799+0.00073981i,0.00087327+0.00096444i,0.0012334+0.00094785i,0.0012146+0.00099307i,0.00071411+0.00079253i,0.00045971+0.00035907i,0.00050578+1.6406e-05i,0.00025949+0.00033196i,-5.4963e-05+0.00016231i
0.00086779-0.00088705i,0.0010758-0.00047371i,0.00033632-0.00080117i,-0.00010691-0.0010998i,0.00033552-0.0012439i,6.6969e-05-0.00079003i,-0.00068974-3.3812e-05i,-0.00092829+0.00020735i,-0.0010973+0.00015883i,-0.0012894+0.00032002i,-0.0011039+0.00033722i,-0.00043675+0.00013554i,-0.00014664-0.00018765i,-0.00011333+0.00012722i,5.8509e-06+0.00037554i,-0.00039263+0.00023948i,3.7381e-05+6.5706e-05i,0.00068479+8.9181e-05i,0.00058459+0.00014055i,0.00041214+1.7614e-05i,0.00049681+9.1661e-05i,0.0006481+0.00019776i,0.00056364-2.0385e-05i
-2.3842e-05+0.00014861i,0.00027205+0.00075264i,0.00067828+0.00075971i,0.00021323+0.00098749i,0.00041173+0.00047431i,-0.00048153-0.00082418i,-0.0019469-0.001618i,-0.0022682-0.0020033i,-0.0011089-0.0014073i,-0.00025097-0.00064555i,0.00025862+0.00027295i,0.00016158+0.00065155i,-0.0003287+0.00046525i,0.00019035+0.00030186i,0.00088214+6.406e-05i,0.00066528-0.00015913i,-0.00044993-0.00022939i,-0.00084776+0.00014028i,-0.00045182+0.00046207i,-1.6171e-05+0.00043535i,0.00019017-5.2228e-05i,0.00012107+0.00017137i,0.00023104+0.00047067i
-0.0030622-0.0014662i,-0.0026367-0.0020841i,-0.0021586-0.0015963i,-0.0017274+0.00026103i,-0.0011628+0.0015879i,-0.00071048+0.0013205i,-0.0011466+0.0011206i,-0.0017572+0.00095865i,-0.0012929-0.00029961i,-0.0012635-0.0012297i,-0.0015475-0.00047058i,-0.0012577+0.00063175i,-0.00088326+0.0011253i,-0.00045089+0.0012305i,9.6599e-05+0.00067999i,0.00035785+0.00037474i,0.00022861+0.00038836i,5.885e-05+0.00064789i,-0.00014505+0.0004427i,-0.00066045+9.6289e-05i,-0.00065832+0.00011673i,-0.00064682-3.6395e-05i,-0.00052831+0.0001241i
-0.0018443-0.00068675i,-0.0017047-0.0005584i,-0.00085225+0.00072286i,-0.00065478+0.0018383i,0.00036791+0.00058814i,0.0013812-7.5002e-05i,0.00053477-0.00016215i,-0.00019159-0.00020614i,-0.0007793+7.1868e-05i,-0.0012146+0.0002501i,-0.00071682+0.00057319i,-0.00046011+0.00075983i,-0.00052039+0.00044307i,-0.00043036+0.00046983i,-0.00045359+0.00056256i,-0.00029528+0.00056013i,-0.00035505+0.00051534i,0.00033055+0.00014008i,0.00056235+8.287e-05i,-0.00026759+8.8409e-05i,-0.00096064-0.00019569i,-0.0012164-0.00070096i,-0.0016805-0.00077359i
-0.00078417-0.00096725i,-0.0011938+0.00035372i,-0.0017491+0.00021154i,-0.001603+0.00026767i,-0.00073283+0.00027864i,-0.00021613-0.00029029i,-2.8953e-05-0.00063517i,-0.0006921-0.00051965i,-0.0021908+1.717e-05i,-0.0026078+0.00032608i,-0.0014022+0.00029i,-0.00016829-0.00014292i,0.00046458-0.00021622i,0.0006423+0.00045472i,-5.8044e-05+0.0005518i,-0.00043984+0.00033031i,0.00024688+0.00022048i,0.00072404+0.00012321i,0.00047699-4.6098e-05i,0.00011555-0.00041691i,-0.0001775+0.000238i,-0.00021981+0.00097473i,4.3111e-06+0.00027984i
0.0014519-0.0014762i,0.001514-0.00034699i,0.00013549-0.00114i,-0.00027546-0.0010879i,0.00055631+0.00023319i,0.0003443+0.00011065i,-0.00045971-0.000256i,-0.00085053+0.00036638i,-0.00045012+0.0007236i,-0.00045907+0.00051829i,-0.00086672+0.00038393i,-0.0012789+0.00059887i,-0.00070026+0.0007394i,0.0002914+0.00073411i,-0.00012551+0.0004391i,-0.00058785-7.7779e-05i,-0.00014434-0.00029206i,0.00039581+0.00027547i,0.0008425+0.00038957i,0.0004584-0.00024002i,-0.00056553+2.5345e-05i,-0.00094254-0.00012948i,-0.00020882-9.7368e-05i
-0.0016364-0.00073999i,-0.0012412-0.00035569i,0.00010886+0.00016478i,0.00092587+0.00095091i,0.0011545+0.0012438i,0.00072633+0.00067255i,-0.00056068-0.0003101i,-0.0017606-0.00060946i,-0.0019466-0.00017479i,-0.0015825+0.00069755i,-0.0011248+0.0011865i,-0.00046239+0.00073634i,4.3984e-05+0.00032421i,-0.00015801-0.00020194i,-0.00023064-0.00030246i,-4.997e-05-0.00016237i,2.9407e-05+0.00021859i,0.00026168+0.00048401i,0.00068763+0.00074162i,0.00062009+0.00093843i,-0.00039196+0.00055982i,-0.00034997-0.00051691i,0.00046228-0.00050513i
-0.0019595-0.0035983i,-0.0019073-0.0033899i,-0.0027917-0.0035636i,-0.0024555-0.0023252i,-0.0010661-0.00076439i,-0.00062243-0.00026322i,-8.5962e-05-0.0011428i,-0.00047797-0.00093052i,-0.00099834-0.0004918i,-0.0011078-0.00064188i,-0.0013337-0.00053508i,-0.00046288+0.00062639i,-0.00026374+0.0012717i,-0.00075387+0.00079767i,-0.0011605+0.00038525i,-0.0010503+0.00032472i,-0.00042559+0.00022602i,7.7973e-06+0.00030507i,0.00035883+0.0001754i,-0.00025905+0.00023701i,-0.0010933-5.1806e-05i,-0.00087456-0.00067547i,-0.000409-0.00069328i
0.00017438-0.00029718i,-8.0281e-05+7.6049e-06i,0.0006383+7.6972e-05i,0.0013577+0.00028948i,0.00045762+0.0004436i,-0.00044658-8.8395e-06i,-0.00071466+0.00058718i,-0.001089+0.0007138i,-0.00087397+0.0004299i,-0.00066516+0.00015322i,-0.00073157-0.0003835i,-0.00039346-8.1646e-05i,-0.00024546-0.00010782i,0.00020642-0.00060488i,0.00031371-0.00071247i,-0.00039005-0.00034161i,-0.00047002+3.3217e-05i,-0.00082446+2.439e-06i,-0.00091869-0.00021934i,0.00011557-0.00084702i,0.00041074-0.0012972i,8.0266e-05-0.0009187i,0.00042781+0.00037819i
-0.001604+0.0011249i,-0.001346+0.0020013i,-0.00012408+0.0028053i,0.00091079+0.0015595i,0.0012132+0.0001156i,0.00086693-0.00065173i,-0.00020025-0.00078304i,-0.0011352-0.00088837i,-0.0014352-0.00075414i,-0.0008434-0.00027782i,0.00034261+0.00047322i,0.00026933+0.00034349i,0.00014545+0.00014669i,0.00013388+0.00037719i,-0.00024671+0.00027872i,-0.00049887+2.1951e-05i,-0.00018209-0.00022203i,0.00094612+0.00083798i,0.0010241+0.0011236i,-0.00013478-3.3286e-05i,3.3772e-05-0.00012026i,0.0004181+0.00014458i,8.5344e-05-0.00063833i
0.00035387-0.0004167i,-0.00042847+5.9906e-05i,-0.001101+0.0001956i,-0.00048266-0.00026137i,0.00024327-0.00025616i,-0.0010683-0.00010379i,-0.0015827-7.4606e-05i,-0.0011233+0.00017274i,-0.0011231+0.00020044i,-0.0010365-8.7829e-05i,-0.00082406-3.7027e-05i,-0.00060319+0.00054005i,-0.0007688+0.00079701i,-0.00047+0.00039579i,-0.00034076+4.667e-05i,-0.0001776-6.1497e-05i,1.25e-05+0.00063859i,0.00034887+0.00088186i,0.00034332+0.00018117i,0.00054793-0.00044484i,0.00083012-0.00042546i,0.00052717+2.9146e-05i,2.9145e-05+0.00026072i
-0.00034727+0.0015178i,3.3601e-06+0.0011006i,0.001402+0.0003795i,0.0012791+0.00049718i,0.00088391+0.00088846i,-2.1694e-05+0.00036254i,-0.0011557-0.00076179i,-0.0016113-0.00033463i,-0.0015888+0.00016867i,-0.00093953-0.00046519i,-0.00058703-0.00012177i,-0.00075805+0.0008239i,-2.9989e-05+0.00023903i,0.00025592-0.00083651i,0.00064805-0.00039668i,0.00082429+0.00027595i,5.7436e-05-6.9321e-05i,-4.5419e-05-8.0028e-05i,0.00029683-0.00019323i,0.00025599-0.00025598i,7.2151e-05-5.3221e-05i,-6.5067e-05+0.00025734i,-1.9819e-05+0.00032624i
0.0014775-0.0010284i,0.0025015-0.0013272i,0.0028946-0.0021892i,0.0015366-0.0022267i,-0.00037697-0.0018284i,-0.00090727-0.0015703i,-0.00066048-0.00027683i,-0.00094742+0.00068996i,-0.0012841+0.0005542i,-0.0015541+0.00077952i,-0.0014935+0.0011366i,-0.0013543+0.00033266i,-0.00094556-0.0011038i,4.8559e-05-0.0011001i,4.4424e-05-0.00061983i,-0.00043893-0.00086604i,-0.00062989-0.0004642i,-0.00021751-2.5944e-05i,-0.00013755-0.00018579i,-0.00024789-0.0003774i,-1.6669e-05-0.00054316i,-0.00021939-0.00046392i,6.6699e-05-0.00031667i
0.0014563+0.0011073i,0.0018551+0.0014159i,0.0018277+0.0018542i,0.0015387+0.0013371i,0.0014656+0.0009049i,0.0013867+0.00040498i,0.00024597-0.00051489i,-0.0006344-0.00045911i,-0.00076203-0.0001456i,-0.00087316+0.00029177i,-0.00091401+0.00076242i,-0.00067292+0.00065257i,-0.00064165+0.00039691i,-0.00042713+0.0001291i,0.00013118-0.00027167i,-0.0006103-0.00033838i,-0.0011244+0.00032739i,-0.00041055+0.00098879i,0.00013238+0.00055635i,-0.00024475-0.00037457i,-0.00023617-0.0012396i,0.00040664-0.0011528i,0.00056327+4.2681e-05i
0.00013693+0.00024179i,-0.00010244+0.0010662i,8.6422e-05+0.0011459i,0.00013896+0.00040831i,0.00012575-0.00018152i,-0.00043276-6.6943e-05i,-0.001009-0.00015627i,-0.00060472-0.0001734i,-0.00032963+0.00015651i,-8.3257e-05+0.0004562i,0.00059738+0.00081084i,0.00026304+0.00031535i,-0.00058101+0.00010597i,-0.00036093+0.00019033i,-0.00026424-7.6789e-05i,-0.00024226-6.4159e-06i,8.7588e-05+0.00029999i,0.00025894+0.00050275i,0.00040597+0.00024366i,0.00018552+0.00048335i,-6.3004e-05+0.00024765i,-0.00018536+0.00044818i,-0.00049338+0.00051714i
0.00045673+0.0016302i,0.0010241+0.0012557i,0.0021893+0.00078518i,0.0018408+0.0001385i,0.001635-0.00036153i,0.00093747-0.00044779i,-0.00053553-0.00069882i,-0.0015656-0.00075342i,-0.0013879-0.00033774i,-0.0008842+5.0927e-05i,-0.0011129+0.00048019i,-0.00071665+2.3325e-06i,0.0003163-0.00088148i,0.00083569-0.00090214i,0.00049825-0.00080592i,0.0005416-0.00057904i,0.00016387-0.00039557i,-1.9725e-05-0.00083594i,0.00081258-0.00055123i,0.00056829+7.4451e-05i,5.831e-05-8.2573e-05i,-8.5005e-05-0.0008172i,0.00053851-0.00035817i
0.00026678-0.00066248i,0.00043484-0.0010345i,0.0015251-0.0014497i,0.001328-0.00094061i,0.000181-0.0010646i,-0.00049511-0.0010081i,-0.00069624-0.0011243i,-0.0011784-0.0013446i,-0.0011212-0.00087139i,-0.0011115-0.00010738i,-0.00091174+0.00043911i,-0.00032845+0.00082224i,-0.00014866+0.00011777i,7.7799e-05-0.00047767i,-4.3376e-05+0.00038396i,-0.00051049+0.0005972i,-0.00099788-4.9837e-05i,-0.0009223-0.00047153i,-0.00035362-0.00063829i,0.00023876-0.00044514i,0.00031918-7.1095e-05i,-0.0002494+0.00026102i,-0.00044129+2.4643e-05i
0.0029481+0.0001503i,0.0034528+7.8623e-05i,0.0023265-4.5529e-05i,0.0013655-0.00057102i,0.00099121-0.0015183i,0.0003304-0.0013715i,-0.00058979-0.00082506i,-0.00086491-0.0010102i,-0.0006784-0.00067547i,-0.00052629-2.1632e-05i,-0.00128+0.0003586i,-0.0011154+0.00054094i,-0.00058118-0.00013702i,-0.00059041-0.00057603i,-0.00019761+2.579e-05i,-0.00013449+0.00047168i,-3.5932e-05+0.00020821i,7.3164e-05-0.00012577i,-0.0002325+0.00031379i,-0.0007182+0.00029479i,-0.00044296+0.00026469i,-0.00046965+0.00077943i,-0.00083081+0.00012557i
