-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
0.00050899-0.0079614i,0.03091+0.0033766i,0.093263+0.010953i,0.15987+0.014748i,0.17659+0.043132i,0.12944+0.083469i,0.072066+0.090335i,0.039464+0.058149i,0.024506+0.021981i,0.012408+0.0054399i,0.0048142+0.0018512i,0.0037752+0.0030323i,0.0058147+0.0082585i,0.0079169+0.0094381i,0.0025096+0.0062635i,-0.0064023+0.0048259i,-0.0048703+0.0051477i,0.010876+0.0068616i,0.028461+0.011097i,0.030865+0.018876i,0.020894+0.023388i,0.01062+0.018297i,0.0034871+0.0092321i
0.0018803-0.00083171i,-0.028511-0.0027624i,-0.076335-0.012362i,-0.11789-0.042789i,-0.12707-0.09108i,-0.090936-0.11758i,-0.034195-0.088614i,0.0050701-0.03828i,0.013542-0.0095834i,0.010796-0.0025445i,0.006508-0.00096425i,-0.00016976+0.00098732i,-0.0043232+0.00011557i,-0.0037719+0.00060915i,0.0017402+0.0046195i,0.0080857+0.005972i,0.0042728+0.0010813i,-0.013074-0.0041387i,-0.030966-0.0063488i,-0.032996-0.01164i,-0.022624-0.016539i,-0.012577-0.014702i,-0.0040634-0.0087368i
0.0021816-0.0031814i,0.025781-0.016033i,0.058286-0.020584i,0.078726+0.019658i,0.070052+0.097674i,0.033691+0.14327i,-0.0023912+0.11704i,-0.011032+0.065481i,-0.0032145+0.031698i,-0.0031985+0.015776i,-0.0089884+0.0086699i,-0.0068786+0.0056064i,-0.00043305+0.0033309i,0.0017357-0.00078553i,-0.0017571-0.0046474i,-0.0055982-0.0050664i,-0.0014444-0.0038118i,0.013103-0.005101i,0.026493-0.0068412i,0.027055-0.0010393i,0.016797+0.0062666i,0.0052222+0.0055041i,-0.003298+0.00098866i
-0.0076882+0.0015504i,-0.0271+0.021761i,-0.055507+0.030858i,-0.074585-0.017322i,-0.061462-0.095893i,-0.016194-0.123i,0.018183-0.091056i,0.010372-0.050346i,-0.0050304-0.020017i,-0.0010832-0.0027539i,0.0066308-0.0004675i,0.0051321-0.0051298i,-0.0017457-0.0091664i,-0.0052156-0.0081009i,-0.0010102-0.0055186i,0.0064872-0.0058868i,0.0058205-0.0029278i,-0.0065175+0.00692i,-0.018724+0.014462i,-0.017174+0.0080654i,-0.0074628-0.0045306i,0.00044928-0.0078976i,0.0052916-0.0035536i
0.010731-0.0084685i,0.012389-0.023015i,0.013811-0.013063i,0.024516+0.055545i,0.030722+0.12896i,0.0073378+0.11995i,-0.026155+0.061408i,-0.029873+0.023955i,-0.014227+0.010135i,-0.006329+0.0059359i,-0.0037715+0.0032515i,0.0010685+0.00039169i,0.0049644+0.00043075i,0.003334+0.0013336i,-0.0043235+0.00095526i,-0.011113+0.0010629i,-0.0080871+6.9737e-05i,0.0049263-0.0056468i,0.017453-0.0099694i,0.017722-0.0036999i,0.0092354+0.0081424i,0.0027586+0.012949i,-0.0019299+0.0090277i
-0.0028897+0.018535i,0.013841+0.031741i,0.033502+0.016706i,0.031133-0.053595i,0.020257-0.13199i,0.028002-0.13826i,0.034012-0.087498i,0.018671-0.039965i,0.0012006-0.012845i,-0.00054261-0.0030523i,0.0027613-0.0025773i,-0.00053334-0.0027942i,-0.0041279+9.6127e-05i,-0.0018952+0.0027257i,0.0018509+0.0022684i,0.0032487+0.0021812i,0.00068608+0.0061192i,-0.0055881+0.014643i,-0.010852+0.021643i,-0.0083101+0.016347i,0.00016233+0.0028111i,0.0061979-0.0049436i,0.009999-0.0039242i
-0.0049898-0.01171i,-0.021681-0.012795i,-0.026222+0.017303i,-0.00048025+0.076407i,0.01061+0.12089i,-0.01662+0.11674i,-0.026316+0.083437i,-0.0058649+0.048747i,0.0070411+0.021264i,0.0021645+0.0080776i,-0.0056007+0.0058589i,-0.0064948+0.0074475i,-0.0020776+0.0080144i,0.00058453+0.0056322i,-0.0018808+0.0054459i,-0.0054364+0.0079852i,-0.0041104+0.0039505i,0.00098998-0.0081453i,0.0025823-0.017247i,-0.0017214-0.010714i,-0.007833+0.0032884i,-0.010649+0.0074259i,-0.011261+0.0027863i
0.017924+0.0052333i,0.036189-0.014064i,0.030127-0.065346i,-0.0030529-0.117i,-0.0020765-0.1207i,0.039033-0.07959i,0.056349-0.034788i,0.040202-0.012388i,0.019944-0.0078248i,0.0098639-0.0076157i,0.0062163-0.0056983i,0.0015127-0.0025828i,-0.002056-0.00048461i,-0.0016956-0.0012702i,0.0014294-0.0051537i,0.003847-0.0095255i,0.0023427-0.0080459i,-0.0008542+0.0019432i,-0.0014543+0.010796i,0.00086952+0.0068268i,0.0037164-0.0057034i,0.004527-0.011876i,0.0037824-0.0091923i
-0.02502+0.015978i,-0.03494+0.049702i,-0.022518+0.09625i,-0.0010904+0.119i,-0.011409+0.10592i,-0.029517+0.074358i,-0.019605+0.036784i,-0.0045654+0.0092078i,0.00035914+0.00055456i,0.0018262+0.00071961i,0.00307-0.00041455i,0.0047149-0.0057523i,0.0016662-0.012423i,-0.0031807-0.011922i,-0.0038157-0.0064436i,-0.0023822-0.0030029i,-0.0015745-0.0049476i,-0.002906-0.012374i,-0.0055006-0.016488i,-0.0082706-0.0088845i,-0.010934+0.0036194i,-0.012693+0.0095148i,-0.012418+0.0086833i
0.01135-0.027222i,-0.0021032-0.058978i,-0.033223-0.076854i,-0.041939-0.063447i,-0.0073223-0.045091i,0.018709-0.035751i,0.0069172-0.023625i,-0.0067098-0.010281i,-0.0045792-0.0057753i,-0.00056893-0.0046942i,-0.00020244-0.0028879i,-0.00045382-0.0027591i,-0.00084662-0.002681i,-0.00093745-0.0011185i,-0.000685-0.0022803i,-0.0025353-0.0059924i,-0.0048035-0.0042058i,-0.00075163+0.0057761i,0.0073354+0.012755i,0.013018+0.006952i,0.014934-0.0039697i,0.015456-0.0069064i,0.014846-0.0036639i
0.010283+0.030782i,0.043465+0.056553i,0.076017+0.064076i,0.061675+0.053936i,0.0060409+0.04283i,-0.035201+0.025437i,-0.038182+0.0089228i,-0.022351+0.0077288i,-0.007111+0.013609i,0.00065937+0.014992i,0.002792+0.010199i,0.0022278+0.0033889i,0.0015436+0.00035644i,0.0016548+0.0014808i,0.0019836+0.0048183i,0.0035138+0.0081658i,0.0052528+0.0071888i,0.0012836+0.00089826i,-0.0060638-0.0027016i,-0.0093256+0.0034953i,-0.0090147+0.011764i,-0.0069565+0.012007i,-0.0042394+0.0078208i
-0.028436-0.018647i,-0.065871-0.02084i,-0.072973-0.0097264i,-0.021671-0.0069845i,0.037172-0.011237i,0.051621+0.0041523i,0.03728+0.025025i,0.022681+0.023338i,0.011138+0.012426i,0.0043537+0.0073695i,0.00088014+0.0054352i,-0.00095653+0.0078835i,0.0018915+0.011018i,0.0052727+0.0087706i,0.0040273+0.0047208i,-0.0001909+0.0026407i,-0.0013656+0.0026683i,0.0050362+0.0039158i,0.01319+0.0033942i,0.015464-0.0022453i,0.014152-0.0093232i,0.012327-0.011642i,0.0088097-0.0096156i
0.036772-0.0063249i,0.064567-0.031139i,0.055557-0.058909i,-0.00013341-0.057343i,-0.045725-0.038471i,-0.037801-0.0312i,-0.0096453-0.027495i,0.0017211-0.012003i,0.0030087+0.0025001i,0.0036933+0.0032788i,0.00097742-0.0020853i,-0.0025208-0.0036375i,-0.00071476-0.0029745i,0.0023012-0.0044471i,0.0030105-0.0047507i,0.0052971-0.0032114i,0.0065377-0.0039993i,-0.00016836-0.0052518i,-0.0099421-0.0023375i,-0.0142+0.0039411i,-0.014767+0.0090714i,-0.015229+0.0087609i,-0.01342+0.0051257i
-0.02386+0.02828i,-0.031782+0.063632i,-0.012554+0.080457i,0.025162+0.052431i,0.054189+0.015893i,0.05176+0.0058427i,0.03316+0.0018056i,0.016422-0.0061181i,0.0036131-0.0068806i,-0.0019186-0.00421i,-0.0023009-0.0014756i,-0.0010524+0.00044752i,-0.0022868-5.7023e-05i,-0.0058686-0.00055646i,-0.0066193-0.0010953i,-0.0066626-0.0020547i,-0.0066994-0.0021114i,-0.0019839-0.001624i,0.0053862-0.0020338i,0.0096374-0.0055954i,0.01001-0.0092332i,0.0081356-0.0082175i,0.004559-0.0039674i
0.0024624-0.04034i,-0.019567-0.071028i,-0.056428-0.065903i,-0.084323-0.020356i,-0.08909+0.008214i,-0.07007-0.00086801i,-0.044926-0.0057321i,-0.023522+0.00086482i,-0.0090212-0.00040453i,-0.0036745-0.0027341i,-0.0014375-0.0014623i,-0.00025582-0.0030854i,-0.0015708-0.0058247i,-0.0024804-0.0048019i,-0.0007818-0.0024236i,0.0013434-0.0021065i,0.0015461-0.0012866i,-0.0016356+0.0024828i,-0.0058942+0.0075661i,-0.0084258+0.01126i,-0.0098387+0.012184i,-0.00859+0.010582i,-0.0048253+0.0071879i
0.02808+0.033317i,0.068249+0.047774i,0.10616+0.036168i,0.11235+0.0087532i,0.089453+0.0053129i,0.057285+0.022738i,0.028195+0.023292i,0.010944+0.0092206i,0.003841+0.00031295i,0.0014843+5.3938e-05i,0.0029899+0.00086814i,0.0024261-0.0011173i,-0.0018926+0.00071631i,-0.0031762+0.0057961i,-0.0023299+0.0068617i,-0.0033337+0.0056967i,-0.0031691+0.0055848i,0.0010187+0.0037845i,0.0059709+0.00064847i,0.010092-0.0022077i,0.013661-0.0042883i,0.015338-0.0056766i,0.012951-0.0053559i
-0.041624-0.0077016i,-0.080799+0.0045388i,-0.095865+0.033312i,-0.069238+0.048224i,-0.032729+0.029699i,-0.011452+0.011197i,0.0053411+0.012518i,0.013786+0.011126i,0.0077009+0.0049501i,0.0016469+0.0043028i,0.00041669+0.0042131i,0.0011592+0.0026984i,0.0049311+0.0005451i,0.0076271-0.0029586i,0.0076477-0.0041981i,0.0069462-0.0024263i,0.0058976-0.0010513i,0.001951+0.0014939i,-0.0038123+0.0051984i,-0.0072623+0.0077739i,-0.0087465+0.0079644i,-0.0074185+0.0050697i,-0.0047905+0.001088i
0.039077-0.020835i,0.065933-0.055902i,0.064976-0.090586i,0.037555-0.087488i,0.021284-0.04814i,0.018812-0.020676i,0.011553-0.01531i,0.0054604-0.0061763i,0.0064441+0.0043184i,0.0065773+0.0045925i,0.0018422-1.8711e-05i,-0.0033421-0.0013277i,-0.0043998+0.0010879i,-0.0038308+0.002227i,-0.0035101+0.0016758i,-0.0026742+3.592e-05i,-0.0032297-0.00093007i,-0.004211-0.0030805i,-0.0015482-0.0060993i,0.0027946-0.0060851i,0.0054991-0.0048802i,0.0057032-0.0040128i,0.0040633-0.0027952i
-0.018914+0.042662i,-0.019281+0.087604i,-0.0048688+0.10499i,0.0056965+0.068484i,-0.00083468+0.015312i,-0.0035332-0.0096728i,-0.0004694-0.010983i,-0.0012043-0.0032014i,0.00030429+0.0050419i,0.0027937+0.0058191i,0.0026794+0.0044414i,0.0027876+0.002858i,0.0019356-0.0022772i,-0.00022286-0.0056031i,-0.00087249-0.0058411i,-0.0010425-0.0058774i,-0.0011017-0.0049834i,-0.001205-0.001627i,-0.0029827+0.0025864i,-0.0070287+0.0038853i,-0.011649+0.0025569i,-0.012919+0.0022288i,-0.010121+0.003284i
-0.012926-0.043358i,-0.040712-0.074847i,-0.067083-0.07025i,-0.06679-0.021964i,-0.047907+0.017854i,-0.039959+0.026029i,-0.034372+0.023485i,-0.017057+0.017625i,-0.003244+0.0070258i,-0.0017861-0.0018962i,-0.0041349-0.0038868i,-0.0044128-0.0027704i,-0.0035998-0.0017932i,-0.0026438+0.00062204i,-0.0022333+0.0029715i,-0.0029408+0.0029402i,-0.0035676+0.0013204i,-0.0024968-0.00029337i,0.00041716-0.0018193i,0.0048474-0.00286i,0.0082615-0.00072429i,0.007922+0.0022175i,0.004969+0.0031495i
0.036839+0.019155i,0.077819+0.030925i,0.098366+0.019529i,0.074264-0.006189i,0.041248-0.016057i,0.030698-0.0076628i,0.023845+0.00046268i,0.0096192+0.00092762i,-0.00073637-0.0008351i,-0.0020937+0.0010105i,0.00025564+0.002009i,0.0016957+0.00037503i,0.0020013+0.00030879i,0.0026802-7.4327e-05i,0.0027569-0.0012309i,0.0025714-0.00086948i,0.0039484-0.00052544i,0.0049466-0.00097141i,0.003147+0.000183i,-0.00084365+0.0011815i,-0.0046642-0.00072056i,-0.006424-0.0027151i,-0.005437-0.0028787i
-0.042183+0.009572i,-0.080195+0.027967i,-0.083281+0.051287i,-0.040419+0.060734i,-0.0046112+0.051781i,0.0035185+0.032048i,0.010113+0.012934i,0.013172-0.00059454i,0.0045565-0.0043562i,-0.0018179-0.0015687i,-0.0013423+0.00018924i,-0.00062657+0.00030026i,0.00048416+0.0011447i,0.0020609+0.0016885i,0.0023623+0.0017922i,0.0020702+0.0027276i,0.0018812+0.0027551i,0.0018003+0.0015718i,0.0027052+0.0015109i,0.0060315+0.0013294i,0.011927+0.0013191i,0.013845+0.0011223i,0.0085684+0.00035778i
0.029415-0.03818i,0.046406-0.079767i,0.038682-0.10464i,0.010216-0.094256i,0.00040629-0.069702i,0.0085902-0.047294i,0.0057552-0.029158i,-0.00077715-0.014969i,0.00065314-0.0039815i,0.0048361+0.00092005i,0.0052129+8.5012e-05i,0.0015056-0.0006819i,-0.00029448+0.00077768i,0.0014036+0.0015712i,0.0028537-0.00011618i,0.002988-0.0026967i,0.0025323-0.0038819i,0.00091448-0.0018105i,-0.00094438+0.0016567i,-0.0032755+0.0027347i,-0.0074798+5.3843e-05i,-0.0099568-0.0036311i,-0.0080017-0.0057723i
0.0017574+0.048206i,0.013229+0.090201i,0.028429+0.10478i,0.034596+0.073496i,0.022672+0.036525i,0.0042144+0.016198i,-0.0026814+0.0045198i,-0.0023732+0.0020376i,0.00069091+0.0047964i,0.004346+0.0040869i,0.004669+0.00087732i,0.0022416-0.0025185i,-0.0023071-0.0054187i,-0.0058193-0.0044355i,-0.0050905-0.0010096i,-0.0038954+0.0021646i,-0.0036783+0.0045281i,-0.0026569+0.0051259i,-0.0010161+0.0047711i,0.001537+0.004902i,0.0053644+0.0058327i,0.0075475+0.0061286i,0.0055982+0.0053467i
-0.028599-0.031708i,-0.064848-0.057804i,-0.088244-0.059327i,-0.076941-0.030752i,-0.045189-0.0072251i,-0.02301+0.0022017i,-0.014097+0.015089i,-0.0044053+0.021765i,0.0042078+0.014597i,0.0037225+0.0064798i,-0.0017449+0.0041438i,-0.0036333+0.0043614i,-0.0019511+0.0042581i,-0.00094743+0.0030603i,-0.00082959+0.00040504i,-0.0013508-0.0022352i,-0.001951-0.0032435i,-0.001469-0.0019749i,-0.0019211+0.00017516i,-0.0058707+0.0011461i,-0.010048+0.00093879i,-0.010121+0.00028328i,-0.0075612-0.0017349i
0.040568+0.0060929i,0.085669+0.0092655i,0.10385+0.0053176i,0.075886-0.0012014i,0.037084+0.002864i,0.021151+0.0093228i,0.018465+0.0076927i,0.013479+0.006151i,0.0065267+0.0064213i,0.0027509+0.0056744i,0.0027312+0.0032727i,0.0026107-0.0012779i,0.00021159-0.0047566i,-0.0026152-0.0044929i,-0.0033144-0.00064843i,-0.001948+0.0039355i,-0.00041498+0.0051008i,0.00037818+0.0029137i,0.0006074+0.0012976i,0.003395+0.0019988i,0.0086243+0.0034758i,0.010724+0.0047171i,0.0089232+0.004802i
-0.03822+0.024626i,-0.069711+0.051356i,-0.07098+0.071144i,-0.033015+0.063674i,0.0029544+0.037247i,0.012988+0.018916i,0.014729+0.010181i,0.012177+0.00014645i,0.0034935-0.0037184i,-0.0013418+0.00023366i,0.00061856+0.002535i,0.0037406+0.0017889i,0.0048015+0.00010406i,0.0051524-0.0017546i,0.0039268-0.0034017i,0.0016232-0.0054565i,-0.00054284-0.0070967i,-0.0031887-0.0069586i,-0.0039249-0.0052621i,-0.0052384-0.0047548i,-0.0084825-0.0060054i,-0.009271-0.0067166i,-0.0066946-0.0063195i
0.011026-0.042209i,0.019314-0.082384i,0.011812-0.09947i,-0.0078085-0.074184i,-0.015048-0.038348i,-0.0093577-0.024212i,-0.0069855-0.020186i,-0.0077077-0.012947i,-0.007392-0.0065425i,-0.0055481-0.0037486i,-0.0031515-0.0048195i,-0.0026912-0.0056682i,-0.0027019-0.0039356i,-0.0018996-0.0028199i,-0.00070285-0.0012412i,0.002101+0.0018907i,0.00373+0.0029517i,0.0033091+0.002379i,0.0027423+0.0028149i,0.0046868+0.0038085i,0.008521+0.0036446i,0.00947+0.0034079i,0.007215+0.0044105i
0.015312+0.039728i,0.034039+0.077326i,0.049006+0.08511i,0.048428+0.050963i,0.034407+0.018825i,0.017774+0.0095724i,0.0034848+0.0043843i,-0.0064127+8.3501e-06i,-0.0077967+0.00084956i,-0.0047569+0.0024956i,-0.0026443+0.0024522i,-0.0008792+0.0020156i,-0.00059873+0.0017561i,-0.00022832+0.00099496i,-9.7715e-05-0.00096839i,-0.0016698-0.0033796i,-0.0031266-0.004011i,-0.0022913-0.0027793i,-0.0014878-0.0012154i,-0.0039605-0.0017243i,-0.0078784-0.0032225i,-0.0098779-0.003477i,-0.007539-0.0031163i
-0.03706-0.019678i,-0.075323-0.034245i,-0.092937-0.031211i,-0.076038-0.0083631i,-0.050963+0.0051491i,-0.033243+0.0055411i,-0.017613+0.010924i,-0.0033954+0.014462i,0.0046762+0.0086497i,0.0038181+0.002835i,-0.0013106+0.0031998i,-0.0039395+0.0056028i,-0.0031299+0.0052688i,-0.0016322+0.0036077i,-0.00014244+0.0023504i,0.0016907+0.0023005i,0.0037946+0.0030318i,0.0061506+0.0034614i,0.0078387+0.0038006i,0.0090842+0.005189i,0.010298+0.0061613i,0.009248+0.0059335i,0.0048981+0.005534i
0.041614-0.011776i,0.079153-0.021185i,0.089464-0.026952i,0.061526-0.024488i,0.033179-0.012782i,0.019669+0.00047782i,0.012038+0.0066194i,0.010792+0.0087399i,0.012306+0.0066019i,0.010286+0.0019647i,0.0056805-0.00067885i,0.0017805-0.0019721i,5.9822e-05-0.001148i,0.0010717+0.00059995i,0.0016931+0.00083075i,-0.001084-0.00052054i,-0.0039258-0.001908i,-0.0045616-0.0034214i,-0.0047283-0.0042085i,-0.0054022-0.0038412i,-0.0073522-0.003616i,-0.0084361-0.003086i,-0.0064252-0.0028898i
-0.023636+0.035072i,-0.046587+0.064626i,-0.049599+0.075669i,-0.026454+0.057788i,-0.0053738+0.031114i,0.0036847+0.012832i,0.011995+0.0045265i,0.014634-0.00023973i,0.010472-0.0016633i,0.0075171-0.00057759i,0.0065199-0.0015435i,0.0037192-0.0038206i,0.0005117-0.0051109i,-0.0019369-0.0054217i,-0.0024124-0.0039113i,-7.1869e-05-0.00049686i,0.0024202+0.0011998i,0.0038485+0.0013075i,0.0034568+0.0015308i,0.0035467+0.0022447i,0.0065754+0.0026286i,0.0081583+0.0023466i,0.0061942+0.0019657i
-0.0029826-0.039039i,-0.0036747-0.075456i,-0.0028697-0.08602i,-0.0046858-0.05964i,-0.0036333-0.029609i,0.00085925-0.016708i,-0.00097313-0.013493i,-0.004175-0.0085609i,-0.0041665-0.00080826i,-0.0021243+0.0031611i,-0.00019741+0.00042435i,-0.001262-0.003574i,-0.0029674-0.0034056i,-0.0025439-0.0014647i,-0.0023193-0.00098634i,-0.0030515-0.0017274i,-0.004314-0.0024994i,-0.0064083-0.0016217i,-0.0077881+0.00042183i,-0.0079887+0.0016221i,-0.0081236+0.00022096i,-0.0068672-0.0024559i,-0.0039934-0.0040597i
0.024604+0.02809i,0.046461+0.056179i,0.0533+0.06416i,0.041845+0.039143i,0.026877+0.010875i,0.014188-0.00079528i,0.0037926-0.0051027i,-0.006633-0.0037027i,-0.011686+0.0022503i,-0.0079202+0.0074187i,-0.00094688+0.0068582i,0.002428+0.001856i,0.0006937-0.0018075i,-0.0027582-0.0011565i,-0.0031407+0.00076386i,-6.546e-05+0.001916i,0.0041687+0.0025997i,0.0066567+0.0029503i,0.0073321+0.0038229i,0.0077338+0.0053873i,0.0083992+0.0047951i,0.0079887+0.0026093i,0.0051023+0.0018909i
-0.036726-0.001158i,-0.067691-0.0077244i,-0.078468-0.00771i,-0.056666+0.0034214i,-0.029029+0.011439i,-0.017469+0.010598i,-0.013599+0.011296i,-0.0089454+0.011788i,-0.0059758+0.0091402i,-0.0056266+0.0075059i,-0.0049996+0.0086879i,-0.0012682+0.0092049i,0.0029436+0.0071199i,0.004118+0.0045897i,0.0031917+0.0024562i,0.00049402+0.0010755i,-0.0028514-2.9286e-05i,-0.0049049-0.00014104i,-0.0052875+0.00059245i,-0.0049755+0.00019195i,-0.0047406-0.00061876i,-0.0046486-0.0003492i,-0.0034363-0.001599i
0.030521-0.020629i,0.057479-0.03428i,0.065318-0.040318i,0.04403-0.03399i,0.019696-0.018902i,0.012665-0.0036187i,0.011618+0.0057347i,0.0097562+0.0080937i,0.0067423+0.0033269i,0.00091329-0.0016412i,-0.0027304-0.0012384i,-0.0018876-0.00060111i,-0.0001697-0.0016784i,0.0011503-0.0022769i,0.0019631-0.0031938i,0.0033495-0.0036789i,0.0056381-0.0038496i,0.0059816-0.0048733i,0.0057223-0.00376i,0.0051053-0.00055799i,0.0048224+0.0015219i,0.0043073+0.0026854i,0.0028413+0.0038431i
-0.011898+0.032931i,-0.023327+0.062237i,-0.024419+0.074212i,-0.0085823+0.058645i,0.0052096+0.034667i,0.0090832+0.019285i,0.014213+0.0098661i,0.016553+0.00033634i,0.012115-0.0061136i,0.0054653-0.0071231i,0.0007765-0.0044428i,0.00042428-0.00086416i,0.0030126-0.00039397i,0.0029581-0.0026584i,-6.1436e-05-0.0037803i,-0.0022305-0.0031053i,-0.003975-0.00080825i,-0.0055941+0.001415i,-0.0064358+0.0020075i,-0.0067588+0.0012177i,-0.0069273+0.00087456i,-0.0051792+0.001108i,-0.0019573+0.00028404i
-0.0089114-0.032472i,-0.017455-0.061026i,-0.022775-0.070506i,-0.022596-0.04851i,-0.013221-0.023797i,-0.0039763-0.012506i,0.00031287-0.0075833i,0.0046674-0.0054183i,0.0078314-0.0057577i,0.0063413-0.0076431i,0.00017918-0.009118i,-0.0054199-0.0077401i,-0.0059801-0.0044116i,-0.0038541-0.0022193i,-0.00285-0.0023226i,-0.00075679-0.0045684i,0.0023119-0.0056679i,0.003447-0.0042593i,0.0033117-0.0021499i,0.0037096+0.00010456i,0.0041349+0.0013079i,0.0037697+0.0014441i,0.00332+0.0015727i
0.024827+0.016057i,0.047975+0.036074i,0.056044+0.041047i,0.042272+0.024684i,0.021523+0.011355i,0.0075853+0.0040281i,-0.00056286-0.0032712i,-0.0045916-0.0035946i,-0.0015854+0.0020137i,0.004995+0.0038857i,0.0077134+0.0005577i,0.004335-0.0012685i,-0.00041899+0.00089738i,-0.0024359+0.0034185i,-0.0018512+0.0052485i,-0.00082537+0.0066478i,-0.0012458+0.007529i,-0.0020144+0.0068271i,-0.0022166+0.0052242i,-0.0023996+0.0039863i,-0.0026103+0.0012782i,-0.0029489-0.001497i,-0.002683-0.0033475i
-0.028304+0.0042469i,-0.057316+0.0039231i,-0.066791+0.0058833i,-0.045809+0.0084236i,-0.022409+0.0066054i,-0.012103+0.0062163i,-0.0090182+0.009678i,-0.0067582+0.011136i,-0.0029889+0.010426i,0.00042473+0.0088626i,0.0018627+0.0058259i,0.00024234+0.0025656i,-0.0015696+0.0015015i,-0.00052682+0.0018535i,0.0016851+0.0014297i,0.0021888-0.00053314i,0.0016696-0.0033677i,0.0013253-0.0052441i,0.0026056-0.005484i,0.0047205-0.0041874i,0.0043509-0.0032461i,0.0013423-0.0024555i,-0.0013818-0.00071074i
0.018052-0.022811i,0.038012-0.039596i,0.043274-0.043475i,0.025119-0.030092i,0.0089778-0.014752i,0.0045357-0.0048112i,0.002876+0.002288i,0.00032195+0.0069727i,-0.0021323+0.0077554i,-0.0022808+0.007724i,0.00044525+0.0059919i,0.00237+0.0015975i,0.0027876-0.00046219i,0.0030227+9.0749e-05i,0.0032243+0.00070815i,0.0029804+0.0017116i,0.0019014+0.0031006i,-0.00035395+0.0044134i,-0.0023842+0.0040011i,-0.0029133+0.0018663i,-0.002109-0.00035283i,-0.0012887-0.0015145i,-0.0015116-0.0012711i
-0.0011535+0.028298i,-0.0041368+0.055773i,-0.0051618+0.063112i,0.0015132+0.043883i,0.0079989+0.024057i,0.011167+0.012603i,0.012752+0.0063754i,0.0096289+0.0025554i,0.0022519+0.0011152i,-0.0021013+0.0030776i,-0.00046209+0.0050318i,0.0018464+0.0021642i,0.00088584-0.0033845i,-0.00055411-0.00723i,-0.0012703-0.0082994i,-0.0030058-0.0071664i,-0.004271-0.0058854i,-0.0033245-0.005867i,-0.0013351-0.0044125i,5.5949e-05-0.0011442i,0.00041185+0.00039834i,0.0012675+0.0016315i,0.0014676+0.0031469i
-0.014808-0.020119i,-0.028752-0.041234i,-0.030685-0.046996i,-0.020505-0.030963i,-0.012267-0.014681i,-0.0058033-0.009342i,0.00028201-0.0086314i,0.0043837-0.0081072i,0.0036906-0.0061215i,-0.0011466-0.0030623i,-0.0041685-0.00070773i,-0.0036103+0.00032354i,-0.0024836-0.00022872i,-0.0023308-0.0013293i,-0.001956-0.0012182i,-0.0010634+0.00014626i,0.00089073+0.002266i,0.0026742+0.0053027i,0.0017404+0.0068848i,0.0012078+0.0055736i,0.0022911+0.0038691i,0.0040177+0.0020964i,0.0048207+0.00010997i
0.02226+0.0040581i,0.044475+0.012344i,0.050121+0.017529i,0.03597+0.011734i,0.021107+0.0027294i,0.011723-1.1229e-05i,0.0048674-0.0030567i,0.0013485-0.0058258i,0.0011441-0.0054754i,0.0012877-0.0052133i,0.00018937-0.0038384i,-0.0017462-0.0012015i,-0.0030762-0.00038665i,-0.0030124-0.00035973i,-0.0018379-9.8886e-05i,-0.00088073+0.00065544i,-0.0012398+0.00037781i,-0.0018555-0.0020149i,-0.0007543-0.0028225i,0.00085145-0.00054987i,0.0013601+0.0013023i,0.00074043+0.00074693i,-3.5549e-05+0.00010813i
-0.022323+0.013695i,-0.041302+0.022366i,-0.047269+0.022155i,-0.033453+0.017226i,-0.015235+0.012375i,-0.0079477+0.00731i,-0.0064283+0.0063646i,-0.0036524+0.005642i,-0.00028989+0.0025881i,0.0011292-0.00024694i,-0.00026011-0.00031294i,-0.001188+0.0031312i,-3.8926e-05+0.0056886i,0.0009298+0.0057781i,0.0019615+0.004535i,0.0031278+0.0033998i,0.0035986+0.0035034i,0.0031765+0.0040082i,0.001965+0.0032619i,0.00088251+0.0019165i,0.00054297+0.00053919i,-3.9636e-05-0.0011292i,-0.00059373-0.0017486i
0.004794-0.019556i,0.015564-0.035041i,0.022783-0.037035i,0.017884-0.025145i,0.0087594-0.010331i,0.0057302-0.0006322i,0.0035444+0.0048033i,0.0010198+0.0082474i,0.00060807+0.007786i,0.00091567+0.0040203i,0.00024963-0.00043553i,-0.0001509-0.0029059i,0.00072068-0.002341i,0.0020884-0.00066554i,0.0026037-0.0014224i,0.0018353-0.0027096i,-0.0013403-0.0032978i,-0.0057789-0.0040903i,-0.0061431-0.0028693i,-0.0041234-0.00040388i,-0.0039313+0.001065i,-0.0044365+0.0024271i,-0.0037058+0.0029627i
