0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
-9.0343e-05+0.0014136i,0.00019061+0.0011726i,0.0009842+0.0016613i,0.0015793+0.00049202i,0.001959-0.00033758i,0.0014213-0.00033096i,0.00044814-0.00065068i,-0.00085064-0.00055487i,-0.00079747+7.3417e-05i,-0.00022651+0.00023439i,-0.00073823+0.00023701i,-0.00081865-8.1646e-05i,-0.00050631-0.00093332i,-7.8524e-05-0.0014745i,-0.00014773-0.0014161i,-0.00019369-0.00041477i,-0.00053083+0.00047434i,-0.00070477+0.00030219i,-0.0004913+7.1437e-05i,-0.00047975+5.9883e-05i,-0.00038574+5.844e-06i,-4.777e-05+0.00043765i,3.6876e-05+0.00083386i
0.0022601-0.0012148i,0.0021652-0.0009085i,0.0011624-0.0016106i,-6.7597e-05-0.0011375i,-0.0011437-0.0008018i,-0.0014373-0.00044741i,-4.3277e-05-0.00013033i,0.00076793-0.00055374i,-4.2611e-07-0.00072122i,-0.00071723-0.00046937i,-0.0011412-0.00042473i,-0.00095569-0.00020189i,-0.00041518+0.00020557i,0.00011059+0.00037471i,-0.00018638+0.00034866i,-0.00065161+2.3943e-05i,-0.00024651-0.00014709i,-5.1157e-05+0.00010614i,0.00010241+0.00020885i,-5.9033e-05+0.00025798i,-0.00063204-2.6511e-05i,-0.00075199-0.0003231i,-0.00050045-0.00020246i
0.0014157+0.001027i,-0.00011737+0.0020045i,-0.00078625+0.0016316i,-7.3287e-05+0.00088806i,0.00013183+0.00084508i,0.00067003+0.0010738i,0.001327+0.00046777i,0.00058379+0.00021295i,-0.0010874+0.00077334i,-0.0015093+0.00069903i,-0.0012903-0.00010223i,-0.001038-7.906e-05i,0.0002642+4.0166e-05i,0.00097387+2.4313e-05i,0.00033924+6.4916e-05i,0.00049958-0.00041161i,0.00050519-3.3019e-05i,-0.00033336-7.8525e-05i,-0.0010243-0.00026882i,-0.00054472+5.9493e-06i,0.0003844+0.00086104i,0.00034857+0.00095067i,0.00023637-0.00063268i
-0.00049406+0.0013041i,-0.00066531+0.00071324i,0.00072856+0.0010818i,0.0020475+0.00073217i,0.0014847+0.00024925i,0.00046906+0.00073063i,0.00014662+0.0011844i,0.00026078+0.0011963i,0.00050017+0.0010194i,0.00076259+0.00082569i,0.00088514+0.00030035i,0.00031669-0.00037379i,-0.00058361-0.0010432i,-0.00089567-0.0016461i,-0.00065544-0.00096245i,0.00029677-4.4558e-05i,0.0011121+9.4143e-06i,0.00010479-0.00082675i,-0.00063473-0.0010576i,-0.00013389-0.00018184i,0.00041533+0.00027549i,-9.3364e-05-0.00027496i,-0.00038241-0.00036218i
-0.0005122+0.00066479i,0.0012055+0.0012571i,0.0017666+0.0021689i,0.0021952+0.0019607i,0.0023594+0.00074856i,0.0018569-0.00013314i,0.0011584+0.00035005i,0.0002639+0.00091952i,-0.00015133+0.00062919i,-0.00017599+0.00025489i,0.0003911-0.00027939i,7.3036e-06-0.00065692i,-0.00024665-0.0010178i,0.00025302-0.0013717i,7.4871e-06-0.0015039i,-0.00010247-0.00084945i,0.00035093+5.2844e-05i,5.5645e-05+0.00012387i,-0.0012344+0.00052974i,-0.0016662+0.00047887i,-0.0013834-0.00044317i,-0.0010907-0.0010697i,-0.00023783-0.0012027i
0.00029677+0.0026155i,0.0010013+0.0019658i,0.0018651+0.0017515i,0.003287+0.001047i,0.0030878+0.00068789i,0.0016925+5.8358e-05i,0.00026587-0.00021439i,-0.00031019+0.00045865i,-0.00023534+0.00025863i,-3.746e-05-0.00051464i,0.00039803-0.00036242i,0.00027184+0.00028413i,-0.00023658+0.0001525i,-0.00085087+0.00011678i,-0.0012097+5.7306e-05i,-0.00075227+0.00010208i,0.00064073+0.00035073i,0.00077068+2.5145e-05i,-0.00020121+0.00019183i,-0.00035255+0.00038926i,-0.00036556-0.00014515i,-0.00035316-0.00056328i,-0.00074495-0.0010181i
-0.0010438+0.0024315i,-0.0008139+0.0012208i,0.00045602+0.00078741i,0.0010263+0.00020254i,0.00086415-0.00056568i,0.00097731-0.00069318i,0.00097924+0.00028438i,0.00090801+0.0011185i,-0.00012181+0.00053513i,-0.00044121-7.7267e-05i,0.00034606-0.00014781i,0.00072744-4.5687e-05i,7.7162e-05+5.0188e-05i,-0.00069288-0.00022629i,-0.0005196-0.00056044i,-0.00020526-0.00034492i,-0.0007379-0.00048592i,-0.0012343-0.00032828i,-0.00047864-7.5351e-05i,-3.2517e-05+0.00065468i,-0.0010563+0.0011469i,-0.0018943+0.00036033i,-0.0010578-0.0006037i
-0.0010126-0.00040565i,-0.0014503+0.0002279i,-0.0012595+0.0010299i,-0.00022073+0.0013095i,0.00075423+0.00056602i,0.00050982-7.1857e-06i,0.00018118-9.0114e-05i,0.00044488-0.00027239i,0.00039807-0.00068175i,0.00076358-0.00083758i,0.00031879-0.00025418i,-0.0010298+1.503e-05i,-0.00051469+0.00015998i,0.0006851+0.00071022i,0.00093886+0.00070471i,0.00083476+0.00067997i,0.00050016+0.0010059i,-0.00025014+0.00043121i,-0.0006736-0.00040891i,-0.00044737-0.00039999i,-0.00076274+1.4678e-05i,-0.00040324+0.00038908i,0.00047102+0.00074252i
-0.0021301-0.0013796i,-0.002106-0.0021547i,-0.0029517-0.00074055i,-0.0020781+0.00041921i,1.1654e-05+0.0011327i,0.0018189+0.0004174i,0.0021894-0.00073161i,0.00092013-0.00058662i,0.000126-0.00071167i,-0.00041169-0.00021674i,-0.0011256+0.0012105i,-0.00064241+0.00092214i,0.0001673-0.00032886i,0.00069884-0.0012593i,0.0011318-0.0012206i,0.00058098-0.00024141i,-0.0011301+1.1821e-05i,-0.0015022-0.00034197i,-0.00049875-0.00043885i,0.00013575-0.00060244i,0.00034535-0.00083133i,0.00047907-0.00036147i,0.00044647-0.00077438i
0.00094232-0.0010987i,0.0013167-0.0016893i,0.0015045-0.00075351i,0.001471+0.0010393i,0.0013218+0.0012686i,0.0011961+0.00029411i,0.0014126-0.00093081i,0.00070176-0.0011322i,-0.00041316-0.00018737i,-0.0011194+0.00094464i,-0.0010397+0.0007216i,-0.00027566+0.00022628i,0.00048304+6.2252e-06i,0.00046328-0.00020074i,-2.4143e-05-0.00061592i,0.00022412-0.00046794i,0.00044841+4.3466e-05i,0.00066971-0.00026962i,0.00033498-5.5066e-05i,-0.00022649+0.00058538i,-0.00057324-0.00012072i,-0.00036365-0.00096348i,-7.9278e-05-0.00055253i
-0.00022649-0.00031191i,0.0005097-0.0010549i,-0.00028492-0.00087241i,-0.00070344-0.00050353i,0.00016434-0.00063721i,0.00055805-0.00045329i,0.00076743-0.00014448i,0.0012619+0.00029103i,0.0011833+0.00072197i,-0.00029694+0.00036116i,-0.0011541-0.00020033i,-0.00093586-0.00016351i,-0.00077839+9.1899e-05i,-0.00066158-0.00047634i,-0.0004732-0.00031641i,0.0001573-0.00014198i,0.00045396-0.00027096i,0.00059384-9.5148e-05i,0.0011202+0.00060335i,0.00059702+0.0010881i,-0.00020354+0.00095464i,-0.00011058+0.00087794i,-0.0002366+0.00046199i
0.00034485-0.00044361i,-0.00051086+9.9447e-05i,-0.001151+5.8482e-06i,-0.00091357-0.0005881i,-0.00017328+0.00039493i,0.0007008+0.0015148i,0.0012608+0.0017709i,0.0013285+0.00084786i,0.00025033-0.00044002i,-0.00030112-4.0598e-05i,0.00012902+0.00059965i,0.00073294+0.00022687i,0.0012461+0.00052933i,0.00068491+0.0010727i,-0.00016562+0.00087526i,8.1507e-05-0.00028897i,0.00071171-0.00094531i,0.0006075-0.00063573i,7.7171e-05-0.00081615i,4.8495e-05-0.00094716i,-0.00013782-0.0004848i,-0.0004264-0.00028135i,-0.00019418+3.7724e-05i
-0.0003171+0.00088998i,0.00034808+0.00091596i,0.00038005+0.00045728i,0.00059023+0.00049364i,0.0012971+0.0010623i,0.0016277+0.00092714i,0.0020699-0.00016707i,0.0018904-0.00043427i,0.0011468+0.00033029i,0.00076217+0.00045537i,0.0011159+0.00029768i,0.0016312+1.6941e-05i,0.00043592-0.00036994i,-0.0015264-0.00035562i,-0.0018625-0.00076363i,-0.0014311-0.00090276i,-0.00026377-0.00011559i,-8.1289e-05+0.00018704i,-0.00078243+2.4086e-05i,-0.00062042+1.7843e-05i,0.0001815+0.00044227i,0.00084433+0.00028189i,0.00059891-0.00052219i
0.0028841+0.00047346i,0.0025043-0.00059311i,0.0021172-0.00055583i,0.0008968-0.00053032i,2.4092e-05-0.00078225i,-5.2907e-05-0.00033018i,-0.00036614+0.0010502i,-0.00047194+0.00089888i,-0.00024171-0.0005132i,0.00013042-0.0012453i,0.00022647-0.0011905i,-0.00043674-0.0010069i,-0.00065464-0.0010774i,0.00021214-0.00095759i,0.00060153-0.00059773i,-0.0003859+0.00067976i,-0.00023663+0.0011213i,0.00046215+0.00034441i,0.00013913-0.00016629i,-7.4524e-05-8.0522e-05i,-0.00060209-0.00015422i,-0.00077723-0.00032137i,9.621e-05-0.0001141i
0.00047413+0.00030396i,0.00074398+0.00081086i,0.00098994+0.00095002i,0.0011393+0.00087605i,0.00055725+0.00059034i,0.00039578+0.00091432i,0.0010788+0.0004173i,0.001086+0.00017571i,-9.0057e-05+0.00059725i,-0.0004822+0.00035019i,-0.00036523+9.7749e-07i,-9.6803e-05+0.00030431i,0.00032352+0.00014887i,0.00092477+0.00013731i,0.0013126+0.00015299i,0.00093331-0.00014056i,3.8901e-05+0.00033256i,-0.00034501+0.00053593i,-6.9903e-05+0.00053656i,0.00014384+0.00032279i,5.1055e-05-7.099e-06i,4.1643e-05+0.00016857i,0.00019156+0.00034613i
0.00045299-0.0014415i,0.00036162-0.001598i,-8.7176e-05-0.00076396i,0.00020217-0.00018694i,0.00075861-3.2745e-05i,0.00023096+0.0001614i,-0.00048049+5.5323e-05i,-0.00024809-0.00018575i,0.00033018-0.00048789i,0.00036612-0.00014326i,0.00018674+0.00017348i,0.00020788+1.6835e-05i,0.00029205-0.00029457i,0.00033965-0.00025249i,0.00059459+0.00011192i,0.00036788+0.00023689i,0.00032314+0.0002259i,5.5106e-05+9.5876e-05i,-0.00010663+0.00012304i,0.00038425+4.8104e-06i,-2.3197e-05-0.00010621i,-0.00095459-0.00068154i,-0.00042489-0.00030818i
-0.0002999-0.00011806i,-0.00068992-0.00084705i,-0.0013608-7.199e-05i,-0.0010985+0.00048547i,-0.00072194+0.00036757i,-0.00052438+0.00022245i,0.00035143+0.0002971i,0.00055698-1.3125e-05i,0.00053399+0.00021846i,-2.3466e-05+0.00047921i,-0.00025552-0.00030599i,0.00017831-0.00060245i,0.00010737-0.00026686i,-4.4599e-05-0.00019021i,0.00035179-8.4838e-05i,0.00049408+0.00013692i,0.00017945+0.00053161i,-0.00022756+0.00040152i,-0.00033869+0.00020969i,-0.00074509-0.0002132i,7.8779e-05-0.00048769i,0.0010665+0.0001704i,0.00062276+0.00077095i
-0.00073194+0.0012846i,-0.00029602+0.0019821i,-0.00084524+0.0026565i,0.00046893+0.0023821i,0.0018968+0.0018224i,0.0020236+0.0017028i,0.0017385+0.00096731i,0.0018048+0.00038407i,0.00086401-1.4009e-05i,9.5308e-06-7.4125e-05i,-7.5675e-05+0.00049499i,-0.0002954+4.4026e-05i,-0.00077437-0.00052122i,-0.00067001-0.00090982i,0.00040322-0.0006867i,0.00088419-9.2535e-05i,0.00012053-0.00016562i,-0.00025502-0.00014766i,-0.00038123-0.00027296i,-0.00039542-0.00046115i,8.1958e-05+0.00014836i,0.00046375+0.00060278i,0.00067412-0.00016511i
-0.00020585+0.00057168i,0.00065139+0.00051086i,0.001068+0.00084754i,0.00075864+0.00068558i,0.00040042+0.00019576i,-0.00047916-0.00013301i,-0.00092082+5.5586e-05i,-0.00073468+0.00012196i,-0.00039278-0.00025829i,0.0003195-8.9315e-05i,0.00043609+0.00090977i,-0.00024611+0.00058156i,-0.00051878+2.5442e-05i,-0.00088058-0.00029513i,-0.0012841-0.001174i,-0.00078576-0.0011148i,-0.00014008-0.00079274i,-4.2404e-05-0.0002857i,-0.00054184+0.0002463i,-0.00068774+0.00069258i,-0.00062599+0.00049237i,-0.00074237-0.00017802i,-0.00030063-1.5248e-05i
0.00037188-9.4999e-05i,0.0013474-0.00035968i,0.0018241-0.00025715i,0.0010443-0.00042627i,0.0014025-0.0013877i,0.0015786-0.0012986i,0.00072767-0.00052403i,8.433e-07+5.8472e-05i,-0.00013145+5.1752e-06i,2.1637e-05+0.00029894i,0.0001798+0.00082493i,0.00015056+0.00083991i,-0.0009735+0.00053622i,-0.0015621+0.00015022i,-0.0012237-0.00051035i,-0.00045049-0.00032623i,0.0010078-0.00032069i,0.0011838-0.0005751i,0.00020508+0.00036835i,-0.00011788+0.00087924i,5.0747e-06+0.00034644i,0.00033772+2.5305e-05i,0.00072271+0.00045197i
0.0014705+0.00177i,0.0015331+0.0011755i,0.0023651-0.0001136i,0.0014159-0.00027143i,0.00071864-0.00020623i,0.0010136-0.0004192i,0.00076156+0.0004866i,0.00035298+0.0012376i,5.9895e-05+0.0007519i,-0.00034243+0.00059559i,-0.00033987+0.0005736i,-0.0004688+0.00047172i,-0.00040694-0.00013477i,0.00019382-0.00053348i,-0.00052267+0.00019879i,-0.00089335+0.00043515i,-3.1554e-07-0.0004105i,0.00048848-0.00081344i,0.00039599-3.7308e-05i,-2.07e-05+0.00026307i,-5.6565e-06+0.00012091i,0.00039934+3.0122e-06i,0.00036979-5.1887e-05i
-0.0012618+0.0010489i,-0.00029587+0.0020556i,-0.00040744+0.0016328i,-0.00078922+0.00051358i,0.0003136+0.00072514i,0.0016406+0.001272i,0.0019135+0.0013943i,0.0015252+0.00076992i,0.00081977+0.00020564i,0.00046346+0.00013955i,-0.00012191+0.00028299i,-9.2467e-05+0.00017912i,0.00057244+0.00019322i,0.00037153-0.00040563i,0.00040385-0.00087406i,0.0016781-0.00062327i,0.0014616-6.0112e-05i,0.00028198+0.00017427i,-0.00072038-0.00055476i,-0.00082412-0.0010515i,-0.00048943-0.00030532i,-0.00051386+6.7442e-05i,-0.00040113+0.00016121i
-0.00035688-0.00081454i,-0.0016098-0.0021894i,-0.0010643-0.0018134i,0.00026777-0.0008096i,0.00024831-0.00077144i,0.00045033-0.00026761i,0.0009945+0.0001416i,0.00027782+0.00089895i,-0.00085047+0.0011026i,-0.00089803-0.00012257i,-0.00043704-0.00058855i,-0.00038353-0.00015524i,-0.00024051+9.4478e-05i,-0.00033851+0.00010272i,-0.00042275+0.00036171i,0.00010782+2.2219e-05i,0.0005263-0.00042673i,0.00019635-0.00062184i,-0.00025181-0.00084542i,-0.00052014-0.00045377i,-0.00067635+0.00041769i,0.00014492+0.00084484i,0.00056309+0.00070724i
0.0030457-0.0020342i,0.0024803-0.0033077i,0.0005356-0.0030036i,-0.00031506-0.00095509i,-0.00048077+0.00059201i,0.00060189+0.0012781i,0.0011695+0.0011629i,0.00082629+0.00042514i,0.00036096-0.00022833i,-0.00050111+0.00019228i,-0.00094662+0.000716i,-0.0009998+0.00034706i,-0.00051451-0.00036485i,0.00012961-1.7617e-05i,0.00059671+0.0007936i,0.00017225+0.00053041i,-0.00090864+0.00063625i,-0.0011994+0.00049659i,-0.00049162+1.5969e-05i,6.9068e-05+0.00017482i,-0.00027477+0.0002003i,-0.00056565+6.9212e-05i,-0.00018273+0.00024834i
0.00033062+0.0022823i,0.00082446+0.0029736i,0.00058357+0.0023351i,0.0006236+0.00177i,0.0011105+0.00076846i,0.0010203-2.4626e-05i,0.00026022+0.00053365i,-6.2203e-05+0.00037547i,-0.00040051-0.00029995i,-0.00014993-1.007e-05i,0.00077835+0.00033319i,0.00028674+0.00026316i,-0.00060944-0.0001308i,-0.00047086-0.00056467i,-0.00026802-0.0011596i,-0.00034112-0.00047129i,-9.4955e-05+0.00048892i,-0.00025794+0.00012218i,-0.00087105-0.00079278i,-0.00077025-0.0010317i,-0.00057097-0.00091673i,-0.00031733-0.0010311i,0.00012806-0.0011071i
-6.302e-05+0.0011546i,-0.0010749+0.00028857i,-0.0012768+0.00060414i,-0.00037772+0.00022081i,-0.00042278-0.00056094i,-0.0004258-0.00085792i,0.00053689-0.0011904i,0.0010691-0.001422i,0.00041464-0.0014052i,-0.00011253-0.00059992i,-0.00019008-0.00018025i,-0.00040903-0.00062136i,-0.00072009-0.00045808i,-0.00070565+6.5477e-05i,-0.00026244+9.4944e-05i,-0.00058921-0.00093488i,-0.00033295-0.0012687i,0.00011049-0.0004734i,0.00034117+0.00017047i,0.00049776+0.00036919i,0.00013226+0.00046873i,-0.00021199+0.0005578i,-0.00064327+9.1839e-05i
-0.00085268-0.0023069i,-0.0001682-0.0018134i,-0.0001879-0.00087642i,0.00010256+0.00021108i,0.0011565+0.00076642i,0.0017281+0.00016709i,0.0012262-4.6919e-05i,7.282e-05+0.00046833i,-0.00093617+0.00098903i,-0.0014811+0.00055997i,-0.0012753+6.1892e-05i,-0.00095878-0.0007535i,-0.00055368-0.0004104i,-4.3715e-05+0.0003434i,1.6614e-05-0.00013226i,-0.00036846-0.00036097i,-0.00090214-0.0012857i,-0.00071981-0.0015753i,0.00040804-0.00044289i,0.00059182+0.00073513i,-0.00081604+0.0010888i,-0.0014551+0.00032679i,-0.00036034-5.3883e-05i
-0.00032411+0.00027989i,3.464e-05-0.00020317i,-0.00035104+0.00025209i,-0.0006642+0.0011601i,-9.6998e-05+0.00064292i,0.00075343-0.00019946i,0.00031056-0.00027298i,-3.5987e-05-0.00081314i,7.3389e-05-0.0011473i,-0.00052649-0.0012298i,-0.00011576-0.00071864i,-0.00017531+0.00010814i,-0.0010701-0.00046698i,-0.00057382-0.00089572i,0.00043643-0.00085513i,0.00059883+8.7799e-05i,0.00012402+0.0011175i,-0.0003956+0.00092959i,-0.0005682-0.00013674i,-0.00028828-0.0001645i,-0.00025404-0.00047919i,-0.00041018-0.0015871i,0.00021951-0.0013474i
4.6287e-05-0.0014638i,-0.00055501-0.0024337i,-0.00078004-0.0023321i,-0.00055874-0.0020153i,-0.0011691-0.00091233i,-0.001591+0.00039053i,-0.00060263+0.0012797i,0.00014303+0.0007683i,9.7579e-05-0.00034498i,-0.00039461-0.0005691i,-0.00082723-0.00055038i,-0.0010645-0.0002162i,-0.00052085+7.9992e-05i,8.6511e-05-8.6743e-05i,-0.00010344-0.00014519i,-0.0001261-5.7412e-05i,0.00084114-5.8382e-05i,0.00097064-3.8372e-06i,0.0008957+0.00045751i,0.0012371+0.00054163i,0.00056163+0.00017361i,-0.00090272-0.00011388i,-0.00077608-0.00027058i
-0.0015101-0.0024111i,-0.0013101-0.0022634i,0.00066727-0.00097006i,0.0012062+4.1191e-06i,0.0014992+0.00017588i,0.0019949+0.00058064i,0.0019095+0.0011163i,0.0018642+0.00066908i,0.001564+0.00040438i,0.0010597+0.00085112i,0.00039026+0.00075994i,0.00038074-3.6548e-05i,0.00096206+9.5821e-05i,0.0010788+0.00078723i,0.00059146+0.0015465i,0.00038307+0.00096696i,0.00013604-0.00021898i,-0.00019095-0.00011972i,-0.00048832-8.4689e-05i,-0.00056315+0.00020669i,-4.6437e-05+0.00076424i,0.00036291+0.00061955i,0.00036476+3.7626e-05i
0.001948+0.00081405i,0.001636+0.00082421i,0.0014465-5.6364e-05i,0.0012988-0.00038292i,0.00064238-7.7701e-05i,-0.00040152-0.00032237i,0.00035638-0.00019883i,0.0011491+0.00061766i,0.001335+0.00020578i,0.00085681-0.0001233i,0.00074784+0.00024828i,8.9932e-05+0.00034166i,-0.00051431+0.00062991i,-0.00021556+0.00074622i,-0.00029368-0.00015699i,3.6433e-05-0.00048198i,0.0011425-0.00052829i,0.00093641-0.00020428i,1.7798e-05+6.0281e-05i,-4.7457e-05+0.00018853i,-0.00030863+0.00035475i,-0.00040901+7.2876e-05i,0.00031101-0.00064626i
-0.0012578+0.0023309i,-0.00010015+0.002087i,0.0017141+0.001717i,0.0026863+0.00081581i,0.002928-0.0001292i,0.0023105+0.0006554i,0.0015987+0.0020008i,0.0012611+0.0014279i,0.0010274-1.0446e-05i,0.00025637+0.00029556i,-0.00030491+0.00075973i,-9.852e-05-6.9565e-05i,0.000133-0.0011814i,-5.8021e-05-0.0013559i,-0.0003696-0.0010238i,-0.0002077-0.00016062i,0.00013104+0.00010407i,0.00014872-3.4461e-05i,-0.00064133+0.00017226i,-0.00097969-0.00028085i,-0.00046636-0.00076307i,-0.00014784-0.00087344i,-0.0002248-0.00059646i
-0.0014743+0.0011609i,-0.0011656+0.0016215i,0.00026266+0.0021058i,0.00036005+0.0016029i,-0.00040356+4.7338e-05i,-0.00046104-0.0011663i,-0.00044307-0.0007724i,-1.627e-05+0.00038312i,-3.9357e-05+4.6749e-05i,4.1587e-05-0.00068933i,-0.0001322-0.00046867i,-0.00065519-0.00052939i,-0.00013514-0.00069754i,-0.00015256-0.0011511i,2.3314e-05-0.0011473i,0.00053777-0.00081237i,0.00070561-0.00060708i,0.00050776-0.00049603i,0.0005333-0.0003193i,0.00053338+1.0276e-05i,0.00089283+0.00056151i,0.0010158+0.00064225i,0.00060852+0.00024372i
0.00064965-0.0013505i,0.00078082-0.0013773i,-0.00044754-0.00047094i,-0.001204+0.0010166i,-0.00013741+0.00012602i,0.0013309-0.00045368i,0.0018305+0.00028366i,0.00082952+0.00056123i,-0.00018175+0.00015545i,0.00012221-0.00042335i,0.00028731-0.00072572i,-0.00025539-0.00068049i,-0.00021672-0.00092045i,9.5893e-05-0.0007434i,-0.00022966+0.00034393i,-0.00037152+0.0010014i,0.00039042+0.00063318i,0.00083532+8.0334e-05i,0.00038758+0.00018031i,0.00059412+0.00041659i,0.00038426-0.00013509i,0.00030391-0.00028957i,0.00078799-1.8019e-06i
0.00080506+0.0010946i,0.0011892+0.00026648i,0.00078711-0.00021455i,7.4269e-05+1.2557e-05i,0.00045853+0.0005631i,0.00092837+0.00014289i,0.00079195-0.00042592i,0.00069198-0.00049828i,3.9632e-05-0.00031754i,-0.00042595-0.00016013i,-6.272e-05-0.00035552i,0.00044648-0.00020715i,0.0006628-4.4409e-05i,-0.00017101-0.00030278i,-0.00041024-0.00016214i,-0.00013663-0.000137i,-0.00040188-0.0001829i,-0.00027968+0.00039499i,-0.00031717+0.00012299i,-0.0011179-0.00078111i,-0.0012534-0.00066738i,-0.00067545-0.00013332i,-1.1296e-05+0.00010859i
-0.00083956-0.0020851i,-0.00026291-0.00091448i,-0.0013735+9.1178e-05i,-0.0016667+0.00066044i,-0.00037211+0.0003115i,0.00079904+0.00014824i,0.0014112+0.0004312i,0.0012673+0.00026697i,0.00062004-0.00034729i,2.3601e-05+0.00011399i,-0.00011052+0.0011153i,-8.593e-06+0.0012068i,-0.0004982+0.00031738i,-0.00010563-0.0001069i,0.00052757+0.00067802i,0.00051811+0.0010152i,0.00079423+0.00040311i,0.00036666-0.00015803i,-0.00053034-9.8969e-05i,-0.00035816-0.00026024i,0.00048661-0.00055667i,0.00017889+0.00012191i,-0.00056176+0.0010849i
0.0014873-0.0017142i,0.0014899-0.001962i,0.0008425-0.0023412i,0.00015279-0.0023295i,0.00030357-0.0013814i,0.00052409+0.00067081i,0.0011223+0.0013579i,0.0014747+0.0008006i,0.00098945+0.00039589i,0.00074117-0.00021081i,0.00031075-0.00036951i,-0.00058377+0.00031107i,-0.00063873+0.00075665i,-0.00091847+0.00059167i,-0.00055973+0.00022571i,0.00017084-0.00011142i,0.00061153-0.00024499i,0.00096124+0.0006684i,0.00064148+0.0007117i,-0.00060982+6.5486e-05i,-0.0009401+0.00031672i,-0.00031494+0.0002884i,-0.00046332+9.2871e-06i
0.0015631-0.0013434i,0.00043611-0.0018795i,1.2328e-05-0.0017685i,0.00033403-0.00074456i,3.5412e-05+0.0001114i,-0.00024123+0.00034839i,-0.00038529+0.00074858i,9.1054e-05+0.00090249i,0.00033146+0.00072521i,-0.00023977+5.6785e-05i,0.00015667-0.00012816i,0.00039836+0.00039896i,9.4281e-05-7.6433e-05i,0.00028287-6.5101e-05i,0.00032688+0.00077583i,0.00010155+0.00054839i,0.00019705-8.77e-05i,0.00029282-0.00012895i,0.00040883+0.00043317i,0.00024642+0.00030158i,-0.00020023-0.00058034i,-6.0738e-05-0.00079205i,-0.00065935-0.00012336i
-0.00038291-0.0019919i,-0.00065738-0.0017765i,-0.00013103-0.00064135i,-0.000332-0.00019104i,0.00043416-0.00040072i,0.0014176-0.00044955i,0.0015778-0.00072476i,0.0011359-0.00086906i,0.00040058-0.00084087i,-0.00029495-0.00020177i,-0.0008912-6.0626e-06i,-9.8343e-05+0.00018982i,0.0007792+0.00041484i,0.0003673-0.00028654i,-0.00028019-0.00012886i,-0.00036764+0.00081665i,8.6599e-05+0.00016334i,0.00049134-0.00035951i,5.2182e-05-0.0005854i,-0.00024452-0.00015586i,-1.3349e-06+3.639e-05i,-0.00031261+0.00015965i,-0.00058323+0.00050701i
0.0014116+0.00034756i,0.0014039+0.00071595i,0.00075816+0.00059085i,0.00053411+0.0011485i,0.00071203+0.00098047i,0.00060721+0.00033996i,0.00047928+0.00063001i,0.0011281+0.0008515i,0.0018867+0.00048958i,0.0010918+0.0003183i,-0.00020821+5.6505e-05i,-0.00066725-0.00024867i,-0.0006018-0.00062821i,1.2523e-05-0.00085406i,0.00076474-0.00090397i,0.00063817-0.0007167i,-0.00010085-0.00025682i,-0.00016762+1.33e-05i,0.00033317+2.2207e-05i,0.00043345-0.00054851i,-3.1465e-05-0.0010375i,-0.00051847-0.00053824i,-0.00072958-0.00014121i
-0.00035978+0.00098705i,-0.00087869+0.0021268i,-0.0014195+0.0020538i,-0.0012425+0.0016436i,-0.00027944+0.0012814i,0.0012918+0.00096292i,0.00097047-4.8624e-05i,-0.00012193-0.00039201i,-0.0003716+9.54e-05i,-0.0003592+0.0004161i,-0.00052109+0.00097579i,-0.00046733+0.00085812i,0.0007648+0.0004213i,0.00083318+0.00058243i,0.00066866+0.00046473i,0.00066734-0.00048557i,-0.00013745-0.000666i,-0.00041698-0.00073164i,-0.00013804-0.00063775i,0.00019135-0.0006211i,0.00059734-0.0010106i,-0.00011179-0.00054497i,-0.00065705+0.00014871i
0.00095663-0.00094467i,-0.00071076-0.0021331i,-0.0012479-0.0028593i,-0.0006793-0.0026986i,-0.00035155-0.0018249i,-0.00044035-0.00035865i,0.00024103-0.00019085i,0.0010484-0.00070932i,0.00062197-0.00095463i,0.00067976+8.3799e-05i,0.00018263+0.00044001i,-0.00062499+0.00040587i,-0.00083956+0.0014066i,-0.00044517+0.0013988i,-0.00020581+0.00081299i,-0.00029644-7.1086e-05i,-0.00073898-0.00046998i,-0.0004557-2.2227e-05i,-0.00029212+0.0004042i,-0.00040982+0.00052869i,0.0001949+7.1951e-05i,0.0006353-0.00018619i,-0.00011707-0.00051412i
