0.0031771+0.00068635i,0.0037971-0.0008563i,0.0026706-0.0021979i,0.0013409-0.0022258i,-7.7731e-05-0.0021016i,-0.0019911-0.0011071i,-0.0022485+0.00080729i,-0.00080678+0.0015917i,0.00073309+0.00084149i,0.0014456-0.00012937i,0.00082682-0.00042249i,-0.00032629-0.00091551i,-0.00050843-0.00098598i,-0.00081646-0.0003962i,-0.0018494-0.0003341i,-0.0017774-0.00039871i,-0.00068228-0.00065544i,0.00010577-9.8161e-05i,0.0004571+0.00049692i,5.7444e-05+8.1753e-05i,-0.00035495-0.00055948i,-0.00056561-0.0009964i,-0.00027362-0.00067865i
0.00093294+6.6462e-05i,0.0017553-0.00046915i,0.0022879-0.0006548i,0.0017997-0.0016977i,0.00044298-0.0028904i,-0.00029712-0.0014758i,-0.0011996-0.00054622i,-0.0019078-0.00056366i,-0.0021831-0.00037651i,-0.0014446-1.9228e-05i,-0.00065797+0.00072511i,-4.1743e-05-0.00035783i,0.0006679-0.0012707i,0.00037914-0.00072071i,-0.00038645-0.00030186i,-0.00016666-0.00052683i,0.00031231-0.00041404i,0.00057659-3.0955e-05i,0.0010913+0.00073489i,0.00075347+0.0010551i,-0.00010397+0.00081148i,-3.395e-05+0.00053314i,-0.00045081+0.00048718i
0.0020923+0.00048955i,0.002184+0.0017817i,0.0013423+0.001512i,0.0011756+0.000234i,-0.00070633+7.962e-05i,-0.0018485-0.00014394i,-0.0011127-0.00031899i,-0.00046118-0.00057043i,0.00016669-0.00044423i,0.00076028+0.00020894i,0.00041457+0.00038625i,-0.00044112-4.8117e-05i,-0.0008035-6.7249e-05i,-0.00050771-2.4008e-05i,-0.00035594+8.066e-05i,-0.0006381-0.00065894i,-0.00054213-0.00062005i,-0.00032112+0.00025693i,-0.00069754+0.00043605i,-0.0010857+0.00028532i,-0.00079202-7.5163e-05i,-9.2422e-05+0.00025969i,-0.00025122+0.00016694i
-0.0014778+0.0017111i,-0.00054877+0.0014265i,0.00041836+0.00049144i,0.0018219-0.00069213i,0.0017168-0.00096918i,0.00018326-0.0014115i,-0.00061351-0.0017876i,-0.00022977-0.001739i,6.5439e-05-0.0012262i,-0.00018245+0.00016432i,-0.00029428+0.00034437i,-0.00027073-0.00031287i,0.00048443-0.00030279i,0.0011066+0.00043538i,0.0010448+0.00072173i,0.0013175+0.00027041i,0.0013096+0.0007187i,0.0011379+0.00062576i,0.0011485+0.00023422i,0.00078895+0.0007372i,0.00021274+0.00082639i,-1.7437e-05+5.877e-05i,-2.0588e-05+0.00016227i
-0.00043181-0.0018435i,-0.00084532-7.1732e-05i,-0.0010075+0.0015002i,-0.00018675+0.00067548i,0.00057015-0.0011398i,0.00036069-0.0015915i,-0.00017189-0.0010005i,-0.00097736-0.00055244i,-0.0020126+0.0001516i,-0.0013202+0.00087736i,-0.00025213+0.0010057i,4.473e-05+0.00058388i,0.00070463+0.0004453i,0.0011397-0.00025617i,0.0015795-0.001234i,0.0010992-0.0010546i,-6.2004e-05-0.0003i,-0.00047533-0.00024455i,-6.1538e-05+0.0001783i,-3.1493e-05+0.00040779i,-0.00025703+8.4831e-05i,0.00058103+0.00068695i,0.00057229+0.0013953i
-0.00015719+0.00068867i,0.0007121+0.00042418i,0.0014214+0.00033882i,0.00099881+0.00056821i,-3.9206e-05-0.00032131i,-0.00040947-0.00056525i,-0.0013864-0.00036361i,-0.0019055-0.00020847i,-0.0012641-0.00015609i,-0.0011097-0.00071676i,-0.00074305-0.0010857i,0.00029886-0.0010416i,0.00050517-0.00039741i,0.00030479-1.3694e-05i,0.0010083-0.00051283i,0.0014672-0.00068666i,0.00046547-0.00047378i,-0.00043988-0.00030764i,-0.00012541+0.00021466i,0.00034231+0.00096525i,0.0008464+0.00087395i,0.0011599+0.00049285i,0.00073299+0.00019473i
-0.00066516-0.0013688i,-0.00043589-0.0014923i,-0.00037119-0.0012855i,0.0004458-0.0011619i,0.00029265-0.00068829i,0.00028845-0.00097239i,0.00092802-0.0010703i,0.00045728-0.00037645i,0.0003399-3.938e-05i,0.00054754-0.00033609i,0.00014524-6.7085e-05i,-0.00034397+0.00024164i,-0.00038215-0.00036002i,-7.8142e-05-0.00079848i,0.00060189-0.00023601i,0.00079939+0.00015291i,-7.9784e-06+0.00038933i,-0.00052846+0.0007631i,-0.00013365+0.00046636i,0.00043101+0.0001435i,0.00013291+0.00030576i,-0.00025445+0.00054787i,-0.0006771+0.00027569i
0.002724+0.001196i,0.0023986+0.0012621i,0.0020319+0.00082464i,0.0013132-0.00048958i,0.00011671-0.0018522i,-0.00075772-0.0010697i,-0.0012223+0.00025369i,-0.00045207-0.00025488i,0.00018418-0.00018236i,0.00019636+0.00049816i,0.00050414+0.00020326i,0.00048988-0.00040751i,-1.4004e-05-0.00080505i,-9.9783e-05-0.00019703i,-0.00015027+0.00054025i,-0.00013943+2.6321e-05i,0.00015672-0.00064709i,9.3634e-05+1.3398e-05i,0.00031471+0.0011793i,-3.724e-07+0.0014716i,4.9726e-05+0.0009348i,0.00046333+0.00093637i,0.00033972+0.001039i
-0.0025152+0.0027138i,-0.0010516+0.0039659i,0.00099628+0.0036336i,0.0016938+0.0023795i,0.001508+0.00083456i,0.00086852-0.00037208i,8.7906e-05-0.00078862i,-0.00068236-0.0007083i,-0.00045875-0.00036583i,0.00083483-3.5123e-05i,0.00048137-9.094e-05i,-0.00036213-0.00042386i,8.6155e-05-0.00030351i,0.00056844-0.00046321i,0.00026927-0.001415i,-0.00048984-0.0015711i,-0.00019254-0.0010273i,0.00050679-0.00066607i,0.00024446-0.00044453i,-0.00070485-0.00029434i,-0.00079745-0.00028189i,-0.00024027+2.5949e-05i,0.00028273+0.00047489i
0.0020263-0.0021679i,0.0024696-0.0026584i,0.0017279-0.0024732i,0.00016008-0.0020647i,-0.00094858-0.001206i,-0.0014127-0.00014725i,-0.0006232+0.0002376i,0.00017683+0.00027714i,0.00034767-0.00022623i,0.00079165-0.00047002i,0.00031676+0.00071189i,-0.00092429+0.0013241i,-0.00069769+0.0001869i,0.00059972-0.00043748i,0.00076391-0.0004442i,0.00067976-0.00034931i,0.00080896-6.3365e-05i,0.00022121-0.00025647i,0.00012059-0.00017535i,0.00082178+8.5333e-05i,0.00076583-0.0005198i,0.00090048-0.0008833i,0.0012651-0.00071983i
0.0004734+0.0020238i,0.00089703+0.0017178i,0.0029967+0.00088327i,0.0031903-0.0002136i,0.0011247-0.0016752i,-0.00038586-0.0016646i,-0.00072924-0.000537i,-0.00083136-0.00012394i,-0.00031454-0.00064205i,-0.00028236-0.00099044i,-0.00051657-0.00065212i,-0.0009026-0.00012078i,-0.00063699-0.00084354i,-0.00019853-0.0012422i,-0.0004519-0.00055474i,0.00012085+0.00011347i,0.00036207+7.2276e-05i,-5.9214e-05+0.00022047i,-0.00037121+7.335e-05i,-0.0010929-0.00052211i,-0.00044366-0.00064759i,0.00065963-0.00039576i,0.00084972-4.3907e-05i
-0.00062495-0.0016431i,2.6262e-05-0.0020106i,-0.00074917-0.00218i,-0.00078488-0.0012887i,0.0003022-0.00038803i,0.00094931-0.00039193i,0.00041021+5.4508e-06i,-0.00077935+0.00064511i,-0.0012506+0.00021833i,-0.00079546+0.00012228i,0.00011586+0.00061814i,0.00081067+0.00075958i,0.00050862+0.00029174i,-0.00017772-0.00012696i,-4.4682e-05-0.00058096i,2.4481e-06-0.00089315i,-0.00073397+7.7156e-05i,-0.0016565+0.00041886i,-0.0021544+0.00011252i,-0.0012685-4.608e-05i,-0.00033652-0.00038937i,-4.4172e-05+5.0968e-05i,0.00021589+0.00025746i
0.000169+0.0010384i,0.0015942+0.0012445i,0.0019586+0.0012496i,0.0014341+0.00072996i,-0.00012637+0.00014024i,-0.0015863-0.00019248i,-0.0015755-0.00095204i,-0.001139-0.0014326i,-0.0015891-0.0010135i,-0.0016944+0.00047749i,-0.0015823+0.0010664i,-0.00084554+0.00049747i,0.00038692-2.5817e-05i,0.0011181+0.00061298i,0.00064792+0.00075477i,-0.00068819+0.00054106i,-0.0012663+0.00092846i,-0.0006647+0.00099542i,-0.00045174+0.00045815i,-0.00042774+0.00031851i,8.9987e-05+0.00034056i,-8.2722e-05+0.00017944i,-0.00037157+2.8715e-05i
-0.0016125-1.2812e-05i,-0.0022411+0.00036215i,-0.0015079-0.00015835i,-4.7164e-05-0.0014862i,0.00067433-0.0020475i,0.00056605-0.00065905i,0.00010844+0.00050405i,-0.00035782+0.00027256i,-0.00051787+1.786e-05i,-0.00032907-0.00018764i,-0.00049636-0.00061608i,-0.00066733-0.0011335i,-0.00053867-0.00090028i,5.1172e-05-0.00055062i,0.00087967-0.00041076i,0.00086896-0.00060728i,0.00012199-0.00085569i,0.00054455-0.00050367i,0.00098467+0.00011671i,-5.0334e-05+0.00011336i,-0.0014376-0.00053243i,-0.001478-0.000383i,-0.00037317+0.00023957i
0.0013397-0.0021463i,0.0016935-0.0026862i,0.0017603-0.0030212i,0.00066695-0.0020548i,-0.00065196-0.00093713i,-0.00096875-0.00072033i,-0.0005299-0.00046491i,-0.00020127+0.00034364i,-6.8635e-05+0.00044397i,-0.00067196-0.0002102i,-0.00067221-0.00012777i,0.00041587+0.00065803i,0.00093353+0.001775i,0.00024215+0.0015565i,-0.00071419+0.0008217i,-0.00022333+0.00031632i,0.00075362+0.00068821i,0.00039576+0.0008711i,-2.9276e-05-0.00042516i,0.0001198-0.0010059i,-0.00039338-0.00042167i,-0.00055946-1.9283e-05i,0.00063015-0.00026288i
0.0018925+0.00075063i,0.00312+3.1104e-05i,0.0033365+3.3677e-05i,0.0017829-0.00064085i,0.00024176-0.0011282i,-0.00076135-0.00070845i,-0.00087981-9.9159e-05i,-0.00041673+0.0002887i,-0.00019003+0.00020356i,-0.00046434-4.3134e-05i,-3.7454e-05-0.00043176i,0.00051595-0.00056152i,-0.00011764-0.00031369i,-0.0010393+5.7019e-05i,-0.00038401+0.00044009i,0.00013541+0.00031913i,0.00042591-0.00044507i,0.00018359-0.00097535i,0.00017633-0.00082703i,0.00049729-8.1032e-05i,-0.00026134+9.1306e-05i,-0.00075976+9.9161e-07i,0.00011569+6.3016e-05i
-0.0005317+0.00079612i,0.00097221+0.0010344i,0.0023185+0.00079784i,0.0023082+0.00046922i,0.0018059-0.00056026i,0.001028-0.0012416i,-0.00063284-0.00062161i,-0.0011284+0.0002445i,-0.00067006+0.00064028i,-9.1253e-05-0.00016255i,0.00033975-0.0007396i,7.7799e-05-0.0004009i,-0.00025704-0.00018917i,-0.0002168-0.00019116i,-0.00021418+0.00026299i,-0.0006921+0.00038949i,-6.3343e-05+8.1161e-05i,0.00071944-0.00015347i,0.00039672-0.00056791i,0.00026744-0.00051242i,0.00054505-0.00028611i,0.0005635-7.9147e-05i,0.00035429+6.8737e-06i
0.00083766+0.0011153i,0.0010512+0.00082239i,0.0013115+0.00053965i,0.0012904-0.00023863i,0.00013365-0.0013966i,-0.0011969-0.00099824i,-0.0013948-0.00066155i,-0.0010706-0.0004467i,-0.00046302+0.00013878i,-0.00018003+0.00043762i,2.0492e-05+0.00048324i,-4.6e-05-6.4311e-05i,-0.00025889-0.00050412i,-0.0010658+0.00011521i,-0.00086015+0.00019824i,-0.00065854-0.0005833i,-0.0001423-0.00082097i,0.00081973-0.0004044i,0.00072386+0.00062807i,0.00079345+0.00085685i,0.00074189+0.00014316i,6.1998e-07-0.00019865i,-0.00024277+0.00038311i
0.00015274+0.0020934i,0.00061968+0.0022215i,0.0010726+0.0015961i,0.0023437+1.8126e-06i,0.001943-0.00095746i,-0.00010798-0.0017241i,-0.0011891-0.0016298i,-0.0017498-0.0016916i,-0.0019928-0.0012491i,-0.00097692-0.00033331i,0.00027687+0.00010324i,0.00058909-1.6583e-05i,0.00062739-0.00042115i,0.00042399-0.00113i,7.0698e-05-0.0010751i,-5.4291e-05-0.00022854i,-0.0001139+0.00020477i,0.00031895+0.00092987i,0.00034325+0.0010737i,-0.00017716+0.00057395i,-3.0315e-05+0.00010038i,0.00022604-0.00064079i,0.00047299-0.0001264i
-0.0028475-0.00078441i,-0.0020225-0.00069484i,-0.0010633+0.00046788i,0.00010231+0.0009637i,0.00062383-0.00022374i,-0.00011213-0.0018143i,-0.0013162-0.0018258i,-0.0012442-0.00048093i,-0.00039045-0.00019389i,0.00017957-0.00054292i,-0.00024302-0.00084862i,-0.00059133-0.0010816i,-0.00024688-0.00046846i,0.00065119-0.00039038i,0.0010512-0.00085032i,0.00034285-0.00031145i,-4.0157e-05-0.00043911i,0.00084585-0.0013901i,0.00069694-0.0013659i,-0.00012868-0.00063292i,-0.00057088+0.00025684i,-1.7654e-05+0.00079409i,0.00062379+0.0010409i
-0.00040876-0.00017509i,-9.0349e-05+0.00057161i,0.00037261+0.0012342i,0.0014989+0.00098631i,0.0014085+0.00091512i,-0.00011369+0.00058533i,-0.0011216+0.00020706i,-0.0007905+1.0287e-05i,-0.00044504-0.0004057i,-0.0003411-0.00074683i,0.00045118-1.8709e-05i,0.0011089+0.00019551i,0.00026401+8.5083e-06i,-0.00010121-0.00011373i,0.000173-0.00097905i,0.00066523-0.0015609i,0.00025576-0.00081162i,-0.00033796-0.00071063i,-0.00019621-0.0010216i,-0.00034209-0.00073335i,-5.838e-05-0.00054944i,0.00017525-0.00090301i,-5.0354e-05-0.00052883i
0.0005103+0.0020007i,0.00070024+0.001458i,0.002127+0.0006571i,0.0030584-0.00058748i,0.0025312-0.00094607i,0.00046532-0.00068249i,-0.0011278-0.00088249i,-0.0011013-0.001197i,-0.00021362-0.0011427i,0.00052029-0.00056183i,0.00014089-0.00023064i,-0.00034624+0.00031839i,-0.00054489+0.00049992i,-0.0011448+0.00037965i,-0.0013188-0.00027756i,-0.00070192-0.00034453i,-0.00024691+0.00024194i,-0.00053688-0.00028433i,-0.0004947-0.00017602i,0.00019133-0.00030071i,0.0007859-0.00045837i,0.00042121-0.00093351i,0.00028802-0.0011814i
-0.0011312-0.0022033i,-0.0013406-0.0017306i,-0.0010429-0.00079634i,-0.00057823-0.00031794i,-0.00045998-0.00063981i,-0.00093491-0.0011335i,-0.0011094-0.0016564i,-0.00072362-0.0017396i,-0.00067918-0.0013471i,-0.00052703-0.00032922i,-0.00053878+0.00044124i,-0.00028194-0.00050599i,0.00029074-0.00057905i,0.00028418+0.00055974i,-0.00060635+0.001337i,-0.0014486+0.0011i,-0.00059747+0.00075659i,0.0001052+0.0005896i,-0.00010946+2.2505e-05i,-0.00051813-0.00014062i,-0.00026692-3.0601e-05i,-0.00016701+0.00032199i,-0.00025354+0.00068922i
-0.00065638-0.0030101i,0.00055324-0.0019038i,0.0016189-0.00090759i,0.00053628-0.00099574i,-0.00072598-0.00029422i,-0.00067696+0.00046034i,-0.00050569+0.00036295i,-0.00031972-0.00027607i,-0.00084563-7.8578e-05i,-0.00095287+0.00032768i,-0.00013623+7.4404e-05i,0.0001305+0.0004727i,-0.00033078+0.0010087i,-0.00031837+0.00043457i,0.00044982-0.00033708i,0.00030429-0.00032932i,0.00011497+0.00040203i,0.0004873+9.017e-05i,0.00016961-0.0003445i,-0.00065877+0.00048704i,-0.0016549+0.00062579i,-0.001548+0.00017133i,-0.0001759+2.156e-05i
0.0017027+0.0018025i,0.0017429+0.0024604i,0.00012399+0.0015911i,-0.00032823+0.00037473i,-0.00089265-0.0004801i,-0.0013927-0.00094343i,-0.00093264+4.339e-05i,-0.00071108+6.0408e-06i,-0.00060171-0.00089472i,-0.00078476-0.00099714i,-0.00067856-0.00042523i,0.00018905+6.2673e-05i,0.00047062-4.18e-05i,0.00021074+2.1297e-05i,7.6175e-05+0.00028448i,0.00014356+0.00028314i,-3.2462e-05+0.0003789i,-0.00033917+0.00068857i,0.00061419+2.0906e-05i,0.0011643-0.00073532i,-9.1637e-05-0.00069127i,-0.0002585-0.00072379i,-9.5298e-06-0.00059029i
0.00057285-0.00063332i,-3.8879e-06-0.00028533i,0.0010614-0.00070482i,0.0013203-0.0019197i,0.00013995-0.0022948i,-0.0011298-0.00027715i,-0.0012947+0.00079671i,-0.00082949+0.00064332i,0.00032633-0.00016619i,0.00037015-0.00054509i,-0.00013629-0.00046688i,-3.3603e-05-0.00043172i,-0.00037037+6.384e-05i,-0.00087469+0.00082856i,-0.0010288+0.00089287i,-0.000224+0.00043218i,0.00031002+0.00039447i,4.1255e-05+0.00039009i,-0.00038225+0.00029292i,-8.1345e-05+0.00016133i,0.00021352-0.00057576i,0.00092609-0.00067053i,0.00099915-0.00021338i
-0.00055658+3.8816e-05i,0.0015877+2.3925e-05i,0.0024128+0.00077265i,0.0017841+0.00057018i,0.00053667-3.4079e-05i,-0.0011311-0.0010174i,-0.0025514-0.0017598i,-0.0018971-0.0011909i,-0.0014037+7.7564e-05i,-0.00067958+0.00045571i,0.00019221-0.0003954i,-0.00021512-0.0013625i,-0.00056797-0.0013374i,0.00021419-0.00062351i,0.00078516-0.00013518i,0.00072997-8.1793e-05i,0.00067421-0.00032822i,0.00093446-0.00042519i,0.00097192-0.00017589i,-0.00028858+6.856e-05i,-0.0015101+0.0002643i,-0.0010678+0.00057187i,-0.00073267+0.00051852i
-0.00021364+0.0020022i,0.00032975+0.0015006i,0.0018259+0.0013767i,0.0025612-0.00019597i,0.0012576-0.0017045i,-0.00010662-0.0014615i,-0.0010944-0.0013807i,-0.00065188-0.0010996i,5.7878e-05-0.00049785i,3.9691e-05-0.0006125i,-0.00044522-0.00078567i,-0.00085778-0.00032711i,-0.0010139+0.00054138i,-0.0010406+0.00058061i,-0.00037531+0.00022808i,0.0003528+0.00031253i,0.00099321+0.00038931i,0.00085707+0.00036287i,0.00027376-7.0031e-05i,-0.0001974-0.00059184i,-0.00020792-0.00052156i,-0.00032349-0.00062561i,-7.5204e-05-0.00062107i
-0.00073149-0.00065237i,-0.00048393+0.00034267i,-0.00054404+0.00053221i,-0.00015631-0.00062057i,-5.8824e-05-0.00089814i,1.9253e-05-0.00058215i,-8.1705e-06-0.00064126i,-0.00045934-0.00083251i,-0.00067148-0.00059819i,-0.00077063-0.00015757i,-0.00053885+0.00032061i,-1.9117e-05+0.0006442i,-9.3798e-05+0.00043272i,1.5436e-05+7.7114e-05i,0.00051737+0.0001268i,0.00052329-5.2567e-05i,-0.00060021-0.00023136i,-0.0014094-2.595e-05i,-0.00051352-1.7759e-05i,0.00047384-0.00018536i,0.00054424+0.00048831i,0.00023229+0.00053047i,-0.00030549-0.0001803i
-0.00044532-0.00051219i,0.0014605-0.00034121i,0.0026508-0.00028086i,0.002039-0.00074235i,0.00063961-0.001555i,-0.00014081-0.0013268i,-0.00082474-0.0014292i,-0.0015423-0.00124i,-0.0016379-0.00022799i,-0.0013394-9.7092e-05i,-0.00054961-0.00090784i,0.00047411-0.0015352i,0.00079293-0.00062946i,3.8239e-05+0.00029954i,0.00040988+6.4939e-06i,0.00083029-0.00042517i,0.00049243-0.00081493i,0.00059193-0.00071209i,-0.00013153+3.8643e-05i,-0.00062553+0.00064062i,0.00019508+6.765e-05i,0.00070636-0.00062624i,0.00059873-0.00055449i
0.0023669-0.0011695i,0.0025909-0.00042298i,0.0026972+7.8245e-06i,0.0017545-8.2809e-05i,0.00027233-0.00092456i,0.00016076-0.0013457i,0.00019718-0.00053038i,-0.00093123-0.00084976i,-0.0012258-0.0012092i,-0.0006679-0.00066589i,-0.00038357+0.00022147i,-2.1048e-05+0.00077495i,0.00028429+0.00023683i,0.00061593-1.6116e-05i,0.0011123+0.00043052i,0.00068963+0.00029335i,-7.121e-05+0.00014688i,0.00024215+5.8689e-05i,0.0010592-0.0001696i,0.001046-0.00073872i,0.00016169-0.00096323i,-0.00024781+4.0454e-05i,0.00064759+0.00063989i
-0.00076182+0.0014774i,-0.00021721+0.001311i,9.8066e-05+3.6629e-05i,7.8178e-05-0.00084863i,0.00011413-0.0012457i,-0.00025456-0.00094443i,-0.0003279-0.0009546i,-0.00046842-0.0011055i,-0.00059038-0.00068758i,-0.00028904-0.00010865i,-0.00032227-0.00013551i,-0.00078084-0.00015233i,-0.00079563+2.8417e-05i,-0.00058444+0.00045161i,-0.00048324+0.00035046i,6.2834e-05-0.00071667i,0.00058236-0.00098161i,0.00049511-0.00037901i,-4.3242e-05+4.7289e-06i,-0.00046325-2.3448e-05i,0.00021545+0.00033656i,0.0012035+0.0003643i,0.00056398+0.00018236i
0.00051211-0.0026305i,0.00040951-0.003207i,-0.00027595-0.0014017i,-0.0013245-0.00020791i,-0.0011481-3.862e-06i,0.00022681-0.00010539i,0.0016674-0.00072604i,0.0015479-0.00099799i,0.00044533-0.0014192i,-3.8716e-05-0.0010672i,-0.00069925-0.00044993i,-0.00088749-0.00051768i,-3.1333e-05-0.00056488i,0.00030752-0.00061452i,6.6133e-05+0.00032025i,-0.00033065+0.00043342i,7.1079e-05-0.00058628i,0.00052516-0.00091936i,0.00039771-0.00040627i,-9.9225e-06-0.00012511i,-4.7638e-05-0.00042422i,-0.00035421-0.0002238i,-0.00059628+0.00057188i
0.00084767-0.0026436i,0.0012245-0.0013571i,-0.00050363-0.00080367i,-0.00096822-0.00063786i,-0.0005146-0.00029507i,-0.00036253+0.00012432i,-0.00056176+0.0002742i,-0.0012377-0.00011735i,-0.0013018-0.00047889i,-0.00090964+9.0064e-05i,-0.00050465+0.000468i,0.00046565+0.00025485i,0.00099649+0.00020925i,0.00094952+0.00079447i,0.00056177+0.0011443i,0.00013198+0.0009902i,0.00041917+0.0011891i,0.0012802+0.0006i,0.0016499-0.00064235i,0.00060087-0.0011683i,1.9048e-05-0.0010609i,0.00069521-0.00030586i,0.00068344+0.00034679i
-0.00074147+0.00076867i,-0.00080667+0.0014772i,-0.0012643+0.0013399i,-0.00024299+0.0007735i,0.0010692+0.00035178i,0.0010506-0.00067673i,3.1716e-05-0.00053428i,-0.00077148+0.00029078i,-0.000544+0.00046261i,-0.0001782+0.00050768i,-0.00011814+0.00042037i,-0.00023511+7.9806e-05i,-2.7264e-05-0.00015276i,0.00023439-7.8161e-05i,0.00025696-4.1213e-05i,0.00014178-0.00014697i,0.00012888+0.00029015i,0.00020473+0.000543i,-9.0333e-05+0.00036828i,-0.00084463-0.00025055i,-0.00099145-0.00013651i,-5.2738e-05+0.00037471i,1.1122e-05+0.00054891i
-0.00038208-0.0010089i,-0.00043696-0.0012326i,0.00062408-0.00021696i,0.0015256+0.00014248i,0.001226-0.00061339i,0.00088737-0.0013057i,0.00032309-0.001338i,-0.00041243-0.00142i,3.9805e-05-0.0019031i,0.0004305-0.0014286i,0.00059985-0.00097999i,0.0010348-0.001372i,0.0012295-0.00076328i,0.0011978-2.6085e-05i,0.00097704-0.0003775i,0.00079804-0.00026953i,0.00028935+0.00067532i,-0.00037367+0.00073137i,2.2583e-05+0.00015111i,0.00046432-0.00027771i,-0.00041712+0.00016806i,-0.00072711+0.00044293i,-0.00063554+0.00019829i
0.0022488+0.00027512i,0.0035856-0.0004054i,0.0039203-0.00084928i,0.0021333-0.00068441i,0.00035247-0.00047787i,-2.3091e-05-0.00052041i,0.00013162-0.00088414i,0.00058758-0.0011934i,7.4328e-05-0.0011054i,-0.00022725-0.00039236i,0.00064573-0.00025296i,0.00059906-0.00071581i,0.0004492-0.00051336i,9.161e-05+0.00033462i,-7.7952e-05+0.00031273i,0.00046617+0.00052391i,0.00031526+0.001063i,0.00010217+0.0007857i,-6.7019e-05+0.00069691i,-0.00038469+0.00043546i,-0.00055694-0.00032423i,-0.0006625-0.00015959i,-0.00048729-0.0001495i
0.0006838+1.2509e-05i,3.3224e-05+0.00013648i,-0.00077249-0.00039018i,0.00010267-0.0018509i,0.00018034-0.0018548i,-0.00048847-0.00055136i,-0.00063385+0.00031992i,-0.00028249-4.9159e-05i,-0.00010228-0.00048921i,-0.0005711-0.00031971i,-0.00089259+0.00015329i,-0.001102+0.00041345i,-0.00089499-0.00024971i,-0.00056716-2.7567e-05i,-0.00051947+0.00043872i,0.00010369-0.00036766i,-3.0369e-05-0.00018189i,-0.0007186+0.00035194i,-0.00047535-7.3128e-05i,0.00039497-0.00061797i,0.00028265-0.00083458i,-9.5763e-05-0.0003163i,0.0001669+0.00024285i
-0.0032344-0.00052448i,-0.0022322+1.2476e-06i,-0.00072416+0.00046211i,0.0002955+0.00053839i,0.0008499+0.00049454i,0.00074329+0.00012138i,-4.4036e-05+1.0351e-05i,-0.00075039+0.00011174i,-0.0006297+0.00058428i,-0.00013405+0.0009122i,0.00022634+0.00092441i,0.00094604+0.00029682i,0.00089854-0.00022237i,0.00058621-0.00055581i,0.0013505-0.00038688i,0.0014583-0.00013478i,0.00045519+0.00032277i,-0.00022183+0.00033773i,-0.00051727+0.00047968i,-0.00078733-0.00040736i,-0.00052127-0.0011743i,-0.00035016-0.00064188i,-0.00014382+0.00024574i
0.0031496-0.0017206i,0.0029606-0.00026386i,0.0026524-0.0011231i,0.0023681-0.0021942i,0.00087241-0.0019526i,-8.453e-05-0.0010222i,0.0003096-0.00036135i,0.00041368-0.000316i,0.00051086-0.00041135i,5.744e-05-0.00065213i,-0.00037844-0.00029002i,0.00036914+0.00050417i,0.00046993+0.0011159i,-9.8332e-05+0.0011133i,-0.00015565+0.0010654i,-0.00020223+0.00067896i,0.00021548+0.00045818i,0.00072312+0.0010658i,0.0010849+0.00066895i,0.0010465-0.00010244i,0.00060419-9.4082e-05i,9.2049e-05+0.00016754i,-0.00038352+0.00030584i
0.00062446-0.00016027i,0.00069417+0.00039068i,0.00017384+3.6683e-05i,-5.0474e-06-0.00049577i,-0.00037096-0.00038271i,-0.00075563+0.0001624i,-0.00052671-0.00031549i,-0.00026746-0.00095012i,-0.00047265-0.0010877i,-0.0004625+0.00023701i,0.0001394+0.001277i,-5.3301e-05+0.00022869i,0.00015305-0.00021977i,0.0010536+0.00029937i,0.0014063+0.00035126i,0.0011589-0.00021234i,0.0010608-0.00062099i,0.0013318+0.00016797i,0.00086295+0.00026133i,0.00061402-0.00053617i,0.00096218-0.00074897i,0.00060121-0.00026682i,2.7487e-06-0.00067371i
-0.00059681-0.00016437i,-0.00045959+0.00034908i,-0.00053764+0.0010755i,-0.00014131+0.00099079i,0.00034658-0.00049997i,0.00076988-0.0011436i,0.00041778-0.00071818i,5.8279e-05-0.0011543i,5.4112e-05-0.0010319i,0.00038445-0.00012841i,0.00034431+3.5549e-06i,2.4496e-05-0.00015469i,0.00013808-0.00026725i,0.00045194-0.00094414i,0.00049765-0.0011776i,7.899e-05-0.00049458i,0.00026424-0.00052358i,0.00083283-0.0002223i,0.00046106+0.00093078i,0.00043017+0.00054497i,0.0002338-3.3434e-05i,0.00023667+0.000139i,0.00010784-0.00028874i
0.001523-0.0021743i,0.0021619-0.0026039i,0.0020686-0.0035259i,0.0015579-0.0021936i,0.00080659+0.0003052i,9.2803e-05+0.0011631i,-0.00046646+0.00070645i,-0.00077946-0.00010333i,-0.001029-0.0010696i,-0.00041453-0.0010096i,0.00036271+0.00022482i,-1.8055e-05+0.00061253i,0.00028398+0.00013834i,0.00039056-0.00010493i,0.00068546+1.9733e-05i,0.0014273-0.00010361i,0.00096522+4.9405e-05i,-9.7034e-05+0.00071593i,-0.0011028+0.00066151i,-0.00092438+0.00048607i,-0.0004203+0.00084018i,-0.00075607+0.00087757i,-0.00024116+0.00072822i
