0.0031771+0.00068635i,0.0037971-0.0008563i,0.0026706-0.0021979i,0.0013409-0.0022258i,-7.7731e-05-0.0021016i,-0.0019911-0.0011071i,-0.0022485+0.00080729i,-0.00080678+0.0015917i,0.00073309+0.00084149i,0.0014456-0.00012937i,0.00082682-0.00042249i,-0.00032629-0.00091551i,-0.00050843-0.00098598i,-0.00081646-0.0003962i,-0.0018494-0.0003341i,-0.0017774-0.00039871i,-0.00068228-0.00065544i,0.00010577-9.8161e-05i,0.0004571+0.00049692i,5.7444e-05+8.1753e-05i,-0.00035495-0.00055948i,-0.00056561-0.0009964i,-0.00027362-0.00067865i
-2.6826e-05-0.0026871i,-0.00038793-0.0013861i,-0.0016576-0.00048141i,-0.00038262-0.00017576i,0.00099173+0.00031367i,0.00046237+0.00017709i,0.00028129-0.00043191i,4.8778e-06-0.00055981i,-0.00015723-8.5044e-05i,2.8898e-05+0.0005635i,0.00027185+0.00076933i,0.00098544+0.0010941i,0.0010628+0.0013352i,0.00074177+0.00065349i,0.0009953+0.00035474i,0.00088723+0.00032884i,0.00061466-0.00017693i,0.00064187-0.00090424i,-0.000253-0.00076357i,-0.00023266-0.0005258i,0.00028001-0.00012552i,8.622e-05+0.0009033i,-0.00069319+0.00079308i
0.0023853-0.00078487i,0.0013373-0.00078521i,0.00087055-8.1581e-05i,0.00075024+0.0001953i,0.00046117-0.00023544i,0.00094618-0.0010924i,0.00021569-0.0021741i,-0.00087042-0.0019049i,-9.7753e-05-0.0012812i,0.00084514-0.00070553i,0.00026992+0.00020595i,-0.00095615+0.00079772i,-0.00077198+0.001071i,0.00059773+0.0010319i,0.0003129+0.0012032i,-0.00070816+0.00119i,-0.00041372+0.00083591i,-8.9585e-05+0.00036348i,-0.00024337+0.00039073i,-0.00016685+0.00029628i,0.00012241-0.00068384i,0.00016901-0.0011751i,-0.00022782-0.00033722i
-0.0035298+0.00047595i,-0.0025008+0.00096488i,0.0004832+0.0018751i,0.0032251+0.0017181i,0.0042226+0.00023155i,0.0028873-0.0016314i,0.00058125-0.0026589i,-0.00099226-0.0026047i,-0.0011584-0.0021429i,-0.00034501-0.0014275i,-0.00028317-0.0013799i,-0.00039384-0.001172i,0.00037091+0.00010283i,0.00090383+0.00015618i,0.00066318-0.0002368i,0.00039979+0.00015877i,0.00066642+0.00079384i,0.00099715+0.00046018i,0.00097816-0.00025528i,0.00071181-8.2605e-05i,0.00073315-0.00040154i,0.0006-0.00055647i,-0.00032642-0.00022859i
0.0011534+0.00016007i,-0.00014762+0.00046131i,-0.00080369+0.0014538i,-0.00043973+0.0016669i,0.0004361+0.00027874i,0.00044571-7.4499e-05i,0.00015223-4.0904e-05i,0.00039399-5.7985e-05i,0.00039239-0.00017206i,0.00061883-0.00080762i,0.0011795-0.00084269i,0.0010577+0.00080534i,0.00085366+0.0017633i,0.0007095+0.0012549i,0.00012906+0.00066201i,-0.00032115+0.00072117i,0.00060503+0.00023714i,0.0014626-0.00027947i,0.0011541+0.00027268i,0.00070634+0.00058961i,-0.00019894+0.000496i,-0.0011365+0.00010978i,-0.00095602-8.3543e-06i
0.0023366+0.0041411i,0.0017375+0.0037664i,0.0011889+0.0018766i,0.0010431-0.00021292i,0.00019931-0.0013211i,-0.0016259-0.0015085i,-0.0019187-0.00077442i,-0.00027782-0.00088933i,0.00071107-0.0012363i,0.00016366-0.0011146i,-0.00076989-0.00081813i,-0.0008687+0.00010915i,-0.0010787+0.0007123i,-0.0012266+0.00074051i,-0.0014693+0.00061185i,-0.0014236+0.00048583i,-0.00026959+0.00017496i,0.0010805+0.00050463i,0.00070666+0.0011992i,0.00010256+0.0011606i,0.00026497+0.00040733i,-0.00018642+0.00013519i,-0.00026406+6.3264e-05i
-0.001768-0.00050328i,-0.00091699-0.00042297i,0.0012575+0.0015168i,0.0034225+0.0016862i,0.0038585+0.00031017i,0.0024349-0.001456i,0.00073504-0.0014641i,-0.00026799-0.00064419i,-0.00023296-4.381e-06i,-0.00012597-0.00020652i,-0.00012918-0.00034637i,0.00024401+0.00028959i,0.0006369+0.00010298i,0.00075323-0.00026302i,0.0010087-0.00019648i,0.0014404-5.3028e-05i,0.0014697+0.00040476i,0.00044082+0.00057576i,-0.00013703+0.00039608i,9.5437e-05+0.00093598i,0.00033884+0.00061429i,0.0001898+0.00023539i,-0.00031243+0.00016981i
0.0022414+7.9084e-05i,0.0037266-0.00025519i,0.0051022+0.00036686i,0.0035066+0.0007093i,0.00057744+1.7801e-05i,-0.00055713-0.0001801i,-5.8027e-05-2.8437e-05i,0.00064471+0.00019588i,0.00064779+0.0008839i,0.00020305+0.00059996i,-0.00031436-2.7622e-05i,-0.00079651+0.0001431i,-0.00037066+0.00028206i,0.00041829+6.6252e-05i,-1.0754e-05+0.00040446i,-0.00022575+0.0010451i,-0.0005756+0.0010728i,-0.00043597+0.00053272i,0.00024117+0.00032333i,2.6821e-05+0.00038653i,0.00016216+0.00040955i,0.00056051+0.00064411i,0.00047134+0.00033594i
0.00050714-0.00045353i,-0.00075793+0.00056334i,-0.00085198+0.0015644i,0.00030444+0.001645i,0.00079996+0.0011761i,0.00069538-0.00031205i,0.0010524-0.0016003i,0.0010199-0.0016517i,-0.00024962-0.0015795i,-0.00040437-0.001155i,-0.00079346+7.6204e-05i,-0.00053634+0.00056544i,0.00024881+0.00060387i,-9.2991e-05+0.00087723i,-0.0005475+0.00095727i,-0.00086812+0.00079141i,-0.00024032+0.00049744i,-0.0003352+0.00046918i,-0.00055097+0.00047706i,0.0003136+0.00048357i,0.00025763+0.00017298i,-6.1422e-05-0.00019854i,0.00011799-0.00025439i
0.00047236-0.0014509i,-0.00088547-0.00062693i,-0.00032371-0.00025307i,0.00071147-0.0007505i,0.0013483-0.0010432i,0.0014975-0.00087411i,0.0011975-0.0012987i,0.00084379-0.0017009i,0.00046097-0.0016736i,0.00057737-0.00023071i,0.00028565+0.00041813i,-0.00091904-0.00018441i,-0.00096962-0.00014101i,-0.00058168+0.00034573i,-0.00026434+0.0012301i,-0.00011718+0.0013512i,-0.0010814+0.00059372i,-0.0009643+9.7733e-05i,0.00060628+0.0002527i,0.0014078+0.00037289i,0.00096291+0.00021193i,-2.497e-05-0.0002547i,-0.00060341-0.00049073i
-0.00056937-0.0010396i,-0.00020293-0.0011967i,0.00071184+0.00044566i,0.0011566+0.0016536i,0.00087777+0.00043614i,-0.00026107-0.00086243i,-0.0003038-0.0021183i,8.279e-05-0.0019995i,0.00054456-0.00092094i,0.00086274-0.00088362i,0.00074646-0.00060036i,0.00084185+0.00011619i,0.00025468+0.00023432i,1.4594e-05+9.5855e-05i,9.7404e-05-0.00011934i,0.00064198-2.0773e-05i,0.0008415+0.00049784i,0.00011501+0.0004554i,-0.00059502-9.1969e-05i,-0.00070649-0.00065087i,-0.00052077-0.000817i,-5.5618e-05-0.00020864i,2.4211e-05-0.00011778i
0.00025582+0.0022125i,-0.00075644+0.0029638i,-0.00043207+0.0032669i,0.0008668+0.0036654i,0.0017253+0.0025252i,0.002152+1.4608e-05i,0.0013758-0.0013327i,-0.00038121-0.0013058i,-0.0010497-0.0013755i,-0.00086252-0.00095245i,3.8173e-05-0.00032035i,0.0009295+4.7336e-08i,0.00065164+0.00037298i,0.0004723+0.00025416i,0.00062583+0.00077911i,0.00056988+0.00078363i,0.0004269+0.00060838i,0.00029178+3.2308e-05i,0.00019031-0.00093771i,0.00028504-0.00098955i,-0.00012789-0.00097152i,-0.00017014-0.00084996i,-6.1936e-05-0.00076259i
0.0012921+0.00024168i,0.00059687-0.00013691i,0.00043703-0.00044803i,0.0010449-0.0021789i,0.000996-0.003645i,0.00054204-0.0028053i,-1.1218e-06-0.0011328i,-0.00039038-0.00047808i,-0.00047253-0.00055071i,-0.00020255-0.00041495i,-0.0004694-0.0003244i,-0.00057259+9.9649e-05i,0.00026698+3.296e-05i,0.00032219+2.1047e-05i,-0.000575+0.00015394i,-0.0010823+0.00011808i,-0.00053335-1.7813e-05i,-0.00067327-6.0372e-05i,-0.00078421+8.8378e-06i,0.00010175-0.00043107i,-2.5241e-05+4.4983e-06i,-0.00071904+0.00043347i,-0.00088334-0.00043788i
-0.0014587+0.00077804i,-0.001677+0.00090561i,-0.0018724+0.0020982i,-0.00011102+0.0025758i,0.0013447+0.0021113i,0.0012964+9.494e-06i,0.00069615-0.0013404i,0.00036775-0.0010581i,0.00060507-0.00021452i,0.00090604+0.00071099i,0.00048208+0.00082339i,0.00040945+0.00022947i,0.00063136+0.00028971i,0.00084163+0.0001797i,0.00084192-0.00051273i,0.00055157-7.8829e-05i,-9.6407e-05+0.00056963i,-0.00037069+0.0004667i,-0.00018805-0.00015978i,0.00024712-0.00064438i,0.00072743+2.022e-05i,0.00017771+0.00072142i,-0.00046898+0.00050435i
0.00081743+0.0010287i,0.0020786+0.0014468i,0.0031956+0.0017136i,0.0026594+0.0014179i,0.0017794+0.00079608i,0.00082561+0.00042428i,-0.00023675-0.0002098i,-0.00025341-0.00088767i,-0.00014147-0.00057871i,-6.6881e-05-0.00014087i,0.00064664-0.00030164i,0.00061364+0.00028134i,-0.0001291+0.00086014i,-0.00038417+0.00067279i,-1.4501e-06+0.00038864i,-4.5661e-05+0.00074789i,-0.00037071+0.00097928i,-0.00063788+0.0011952i,-0.00056601+0.0008469i,0.00022994+0.00015858i,0.00089736+0.00035642i,0.0011105+0.00068897i,0.00036804+0.00057912i
-0.0008095+0.0016385i,-8.5153e-05+0.0019297i,0.0019088+0.0017112i,0.0021936+0.0005928i,0.0018018-0.00079554i,0.00059024-0.0014348i,-0.00073391-0.00021754i,-0.00086319+0.00068738i,-0.00027496-0.00016796i,0.00046829-0.00095018i,0.00060929-0.0011176i,9.1231e-05+4.3769e-05i,0.00020891+0.0013111i,-0.00027498+0.00056647i,3.0379e-05-0.00092205i,0.00041816-0.0010469i,-0.00028437-9.9237e-05i,-3.5443e-05+0.00033888i,0.00049099+0.00042787i,0.00045522+0.00051304i,0.0002036+0.00016774i,3.7983e-05+0.00022142i,-0.00035745+0.00046947i
4.748e-05-0.0022673i,2.1709e-05-0.002538i,-0.00055972-0.00042937i,-0.00052734+0.00061324i,0.00024266+0.00059909i,0.00052042-0.00024164i,2.9863e-06-0.00079031i,-0.00034593-0.00032348i,0.00018507-0.00042083i,0.00082943-0.0013372i,0.00032236-0.0011932i,0.00019674-0.00031217i,0.00076274-0.00048519i,0.00033513-0.00073682i,-0.00062654-0.00096629i,-0.00043293-0.00076424i,0.00022073-8.7452e-05i,-0.00039533-0.00046641i,-0.00072912-0.00091385i,-0.00075374-0.00021741i,-0.001006+0.00029653i,-0.0006292+6.9395e-06i,-7.4899e-05-0.00027791i
0.0016017+0.00060042i,0.0017171+0.001286i,0.0013733+0.0014367i,0.0010787+0.0013759i,0.0016786+0.00077361i,0.0019371-0.00060294i,0.0010652-0.0017209i,0.00024773-0.001473i,-0.00087115-0.0012576i,-0.0015923-0.00086558i,-0.0013882-0.00055247i,-0.00066965+0.0004228i,-0.00012+0.00091383i,0.00052077+6.2167e-05i,0.0005+0.00065269i,-2.2301e-05+0.0011562i,-0.00037233-9.007e-06i,-0.00045767-0.00012202i,-0.00018985+0.00032658i,-2.2918e-05+0.00027037i,-0.00073913+5.089e-05i,-0.00094609+0.00016703i,-1.0336e-05+0.0010619i
-0.0036708+0.00042269i,-0.0022326-0.00058748i,0.00059321-0.00044346i,0.0027565-0.00068503i,0.0030734-0.0010505i,0.0015807-0.0015199i,0.00060616-0.0017112i,0.000443-0.001611i,-9.8625e-05-0.00070125i,-0.00041353-0.00027115i,-0.00027294-0.00059448i,-8.317e-05-1.5289e-05i,0.00021819+0.00045537i,0.0002734+0.00025671i,0.00047281-7.2861e-05i,0.00054196-0.00070384i,0.00050696-0.00080589i,0.00056517-0.00037415i,9.1968e-05-0.0001239i,-1.0947e-05+7.1345e-05i,0.00035311-0.00028857i,0.00016752-0.00028262i,0.00032965+0.0008671i
0.00049418+0.0011158i,-0.00043341+0.0024181i,-0.0011664+0.0043925i,8.3432e-05+0.0048808i,0.0017288+0.0029495i,0.0015609+0.00056646i,0.0010886-0.0019226i,0.00074084-0.0025021i,0.00037416-0.0011825i,0.00072351-0.00052307i,0.00020531+0.00040435i,-0.0004093+0.00083255i,0.00017222+0.00069229i,0.00069869-0.0001654i,0.00056229-0.00085947i,0.00030801-8.2718e-05i,0.00036987+0.00023362i,0.00069622-0.00041366i,0.00084927+3.021e-05i,0.00030533+0.00042638i,-0.00015836+7.9546e-05i,-0.00013923-5.8183e-05i,0.00032963-0.00041007i
-0.00095585+0.00074944i,-0.0016568+0.00092286i,-0.0014092+0.001448i,0.00013986+0.00069381i,0.0010195-0.00066274i,-0.0001886-0.0018738i,-0.001576-0.0024726i,-0.0016053-0.0023757i,-0.0011816-0.0012341i,-0.0012815-0.00036491i,-0.0010494+0.00011148i,-1.6945e-05-0.00019018i,0.00091728-0.00023427i,0.0012642+0.00032626i,0.0010835+0.0005982i,0.00033673+0.00052903i,-0.00089552+0.00060696i,-0.0003645+0.0008107i,0.00036937+0.0009107i,0.00059104+0.001213i,0.00099875+0.0011566i,0.00090689+0.00074153i,0.0002519+3.1911e-06i
0.0026535+0.00066417i,0.0038082-0.0015179i,0.0058292-0.002112i,0.0061736-0.0011301i,0.0033103-0.00099562i,7.3098e-05-0.0014826i,-0.00044804-0.0011275i,-0.00040307-0.00046801i,-0.00036016-0.00042378i,0.00029554-0.0009857i,0.00039837-0.0013164i,-1.3309e-05-0.0011581i,-0.00063099-0.0001682i,-0.00062605+1.1666e-05i,-0.00017931-0.00037338i,0.00028172-0.00041299i,0.00037906-0.00032858i,-3.9357e-05+0.00024787i,-0.00047697+0.00074897i,-0.00095745+0.00073345i,-0.00069754+0.00029964i,2.7245e-05+0.00016838i,-0.00048312+0.00013341i
-0.0028772-0.00044206i,-0.0020102+0.00019504i,-0.0013453+0.0026642i,-0.00047935+0.0043723i,0.0013676+0.0034937i,0.001268+0.00081941i,0.00022035-0.0013356i,-0.00012132-0.0013615i,-0.00017755-0.00097622i,0.0002315-0.00070003i,7.4763e-05-0.00010403i,0.0003972+0.00021373i,0.0013219-7.999e-05i,0.0019064-0.00053104i,0.0017139-8.2936e-05i,0.00084212+0.00071273i,9.4064e-06+0.0004204i,-0.00070427+0.00033161i,-0.00048094+0.00032757i,-8.6673e-05+0.0003485i,3.0951e-05+0.00024851i,0.00022975+9.6491e-05i,0.00015964+0.00072468i
0.0015539-0.00097393i,0.00034604+0.0013494i,-0.0021384+0.0023999i,-0.0020282+0.0020699i,8.9605e-05+0.0015157i,0.0010537-6.995e-05i,0.0015633-0.0018036i,0.00087281-0.0019601i,-0.0011462-0.0011983i,-0.0023978-0.00019752i,-0.0019806+0.00023656i,-0.0012173+0.00095775i,-0.00087002+0.001177i,-3.8103e-05+0.0011657i,0.00043555+0.0022111i,-0.0001832+0.0019643i,-0.00024246+0.00093394i,0.00052023+0.00055274i,-0.00024859-0.00016383i,-0.00051554-0.0011235i,0.00014511-0.0012631i,0.00021559-0.0011893i,-0.00010599-0.0008299i
-0.0035049-0.00016288i,-0.0039216-0.00084659i,-0.0013057-0.0014782i,0.00044482-0.00052626i,-0.00086243+0.0003164i,-0.0014017+0.0001027i,-0.00069286-0.0003838i,-5.0861e-05-0.0011592i,2.1192e-05-0.0015436i,-0.00088511-0.0010971i,-0.0013168-0.00088737i,-0.00095053-0.00034843i,-0.00076377-0.000531i,-0.00019002-0.00024542i,0.0002621+0.00084828i,-0.00023411+0.00080074i,-0.00079952+0.00071709i,-0.00030001+2.5273e-05i,0.00044323-0.00078466i,0.00082806-0.001227i,0.0003051-0.00089267i,-0.00012984-0.00047982i,0.00023766-0.00019798i
0.0027785-0.0033868i,0.0035184-0.0031583i,0.0035737-0.00041129i,0.0030959+0.0017755i,0.0024714+0.0014458i,0.0017376+0.00017803i,0.0013781-0.00054189i,0.0016854-0.00032768i,0.0023703-0.00046625i,0.0020489-0.00048308i,0.0015255-0.00025573i,0.00098226+0.00058916i,0.00039516+0.00079361i,0.00026485+0.00019202i,0.00075088-0.00027134i,0.00073501-0.00049219i,0.00021005-0.00019399i,0.00019926+0.00056868i,0.00011901+0.0003651i,0.00026187-0.00044753i,-0.0004088-0.00042251i,-0.00057913-0.00018475i,-0.00056597-0.00035049i
0.0024322+0.0046784i,0.0026736+0.0066669i,0.0019517+0.0060564i,0.00066294+0.0029123i,0.00088452+0.00046739i,0.00135-0.0015066i,0.001424-0.0025974i,0.0015496-0.0027717i,0.00096488-0.0021651i,-1.9378e-05-0.00067687i,-0.001067+0.0005611i,-0.00045318+0.00076773i,0.0013267+0.00073736i,0.0014853+0.00037312i,0.00056845-0.00021371i,-1.9445e-05+0.00027213i,0.00082417+0.00094034i,0.0015994+0.00044994i,0.00088029+0.000405i,0.00016843+0.00057923i,-0.00025952+0.0004519i,-0.00059595+0.00025432i,-0.00038528+0.00023758i
-0.0046962-0.0008989i,-0.0060172+0.00053656i,-0.00452+0.00028773i,-0.0013066+0.0007508i,-0.00028364+0.001714i,-0.00067863+0.00050786i,-0.00045991-0.0018681i,-1.3414e-05-0.0030727i,0.00018932-0.0020693i,-0.00027122-0.0011944i,-0.00064212-0.0016067i,-0.00032444-0.0012603i,0.00034908-0.00063584i,0.0011358-0.00023803i,0.001328+2.4412e-05i,0.00082388-0.0001459i,0.00077664-0.00035656i,0.0011868+0.00050306i,0.00028235+0.0014018i,-0.00076782+0.0010866i,-0.0003679+0.00034828i,0.00041368+0.00014538i,0.0012743+1.8416e-05i
0.00038801-0.0044669i,6.727e-05-0.0048801i,0.0009649-0.0022658i,0.0012945-0.00034767i,0.0017821+0.00057114i,0.0017859+0.00023774i,-0.00014139-0.00055198i,-0.00088795-0.0010247i,6.1657e-05-0.0017687i,0.00081826-0.0017854i,0.0011911-0.00045524i,0.0015447+0.00081801i,0.0016983+0.00059826i,0.00095769+0.00014051i,0.00039835+0.00028831i,0.00024161-0.0001766i,-0.00027011-0.00011164i,-0.00058916+8.7401e-05i,-0.00058948+0.00069434i,-0.00027672+0.00076067i,7.9022e-05-0.00010679i,-0.00026381-1.5931e-05i,-0.00056717+0.00049341i
0.0039147+0.0043322i,0.0041733+0.0055612i,0.0032491+0.0059633i,0.0022343+0.0031335i,0.001249-0.0010971i,0.00069012-0.0020794i,0.00091746-0.0014836i,0.00048039-0.0013245i,-0.00044786-0.00059698i,-0.001348+0.00070779i,-0.0016951+0.0017425i,-0.0013056+0.0024141i,-0.00062141+0.0018803i,-0.00035009+0.0012656i,-3.6321e-05+0.00081254i,0.00013952-0.00030921i,0.00011628-0.00026024i,0.00019229+0.0010319i,0.00042283+0.00060869i,-3.915e-05-0.00023221i,-0.00020862+9.9812e-05i,-0.00053067+0.00029686i,-0.00090093+0.00032472i
-0.0039623+0.0016413i,-0.0051177+0.0032321i,-0.003859+0.0043705i,-0.00061375+0.003798i,0.0012332+0.0021344i,0.00080939+0.00016092i,0.00015755-0.0015151i,-0.00012508-0.0015043i,-0.00041598-0.00053425i,-0.00031723-0.00011826i,-0.00045963-0.00032857i,-0.00035284-0.00019978i,3.9856e-05+0.00011643i,-7.7717e-05-0.00016538i,-0.00014583+0.00024684i,-0.00030701+0.0013604i,-9.7207e-05+0.0011661i,0.0003448+0.000213i,0.00022059-0.00071618i,-0.00013344-0.00082193i,-0.00042818-0.00010462i,-0.00034747-2.1227e-05i,-0.00068583+0.00011915i
0.0028707-0.0031431i,0.0030279-0.006643i,0.0028116-0.0059163i,0.0026233-0.0023006i,0.002416-0.00075625i,0.0010615-0.00066224i,0.00068168-0.00038582i,0.0014559-0.00036115i,0.0019086+0.00054373i,0.0019865+0.00093775i,0.0018354+0.00012654i,0.0021067+0.00010284i,0.0021024-0.00021798i,0.001167-0.0002017i,-0.00049076-7.8281e-05i,-0.001178-0.00040708i,1.2861e-05+0.0001191i,0.00060389+0.00088082i,5.5619e-05+0.00032067i,5.6939e-05-0.00061449i,0.00011622-0.00041594i,-8.7799e-05-1.1537e-06i,-0.00037687+0.00026218i
4.1681e-05+0.0032589i,0.0010855+0.0041431i,0.0030472+0.0027826i,0.0029244+0.0012676i,0.001328+0.00043302i,0.0007838-0.0010691i,0.00037778-0.0018876i,0.00028418-0.0020384i,0.00038167-0.0011609i,0.0002198+0.0004855i,-0.00025537+0.0014324i,-0.00071891+0.0014004i,6.7269e-06+0.0015236i,0.00066435+0.0014544i,0.00078469+0.0010254i,0.00075901+0.00079753i,9.3303e-05+0.00031794i,-0.00030396+0.00023422i,0.00024648+0.00053579i,0.00012001+0.00071182i,-0.00042798+0.00073189i,-0.00024784+2.7892e-05i,-0.00012229-0.00036094i
-0.0041083+7.8924e-05i,-0.0053089+0.0016541i,-0.0036721+0.004542i,-0.00094168+0.0043098i,0.0011362+0.0012674i,0.0022218-0.00055306i,0.001738-0.0015166i,0.00081194-0.0019296i,0.00027026-0.0018731i,5.1526e-06-0.0017937i,-0.00071169-0.0018304i,-0.00043808-0.0014177i,9.7904e-05-0.00064527i,0.0001973+0.00012737i,-0.00013532+0.0004217i,0.00019213-0.00026335i,-6.3361e-05-0.00051792i,-0.00062686-5.4349e-05i,0.0010412+0.0010596i,0.0021633+0.0017782i,0.0015757+0.0015031i,0.00043+0.00087146i,-1.2556e-05-1.974e-05i
0.0033222-0.0022753i,0.0020298-0.003174i,0.0003096-0.0020733i,0.00025368+0.00042268i,0.00077884+0.00095945i,0.00051592-0.0011992i,9.9232e-05-0.002781i,1.6124e-05-0.0023957i,0.00025345-0.0022299i,0.00017074-0.0022618i,0.00084475-0.0014328i,0.00080337+0.00011391i,0.00012594+0.00057017i,-0.00042526+0.00054815i,-0.00072081-0.00034617i,-0.00017708-0.0015639i,-4.7537e-05-0.0015943i,-0.00043974-1.7244e-05i,4.6452e-05+0.0011454i,0.00062067+0.00087908i,0.00088127+0.00073085i,0.0012558+0.0007027i,0.00085627+0.00058883i
0.0011088+0.0035854i,0.0024584+0.003354i,0.0019548+0.0024999i,0.0020111+0.0015122i,0.0019712-1.5447e-05i,0.00092405-0.0010295i,0.00069647-0.0013272i,0.00036711-0.0010074i,-0.00013963-8.7106e-05i,-0.00034742+0.0010045i,-0.00059775+0.00096461i,-0.0009102+0.0010167i,-0.0007957+0.0011745i,-5.4044e-05+0.00068986i,0.00087424-0.00014991i,0.0013425+7.8407e-06i,0.0011183+0.00038079i,0.00037787+0.00032477i,-0.00038336+0.00076194i,-0.0012042+0.00043596i,-0.00041369+0.00033823i,0.00062734+0.00063011i,0.00052127+0.00017334i
-0.0018914-0.00093057i,-0.0022197-0.00066154i,-0.00050888-0.00025559i,0.00062135+0.0005264i,0.0008672-5.9461e-06i,0.001214-0.0010123i,0.00092466-0.0010184i,0.00037843-0.00054695i,-0.00064604-0.00043052i,-0.001727-8.2431e-05i,-0.0018817+5.5852e-05i,-0.00063254+0.00012749i,0.0010915+0.0011979i,0.0011213+0.0017293i,0.0003478+0.0017991i,0.00046739+0.0016306i,0.0008452+0.00064204i,0.00083928+8.8661e-05i,-0.00051206-0.00054011i,-0.0011588-0.0007411i,-0.00034542-0.00025087i,-0.00088283+9.8807e-06i,-0.001311-0.00020249i
0.00029049+0.001391i,-0.00033564+0.0017996i,-0.0013622+0.0033259i,-0.00072924+0.003407i,0.00087561+0.0011217i,0.00016747-0.0015014i,-0.0016206-0.0023169i,-0.0012234-0.0016851i,0.00034735-0.0010422i,0.0012416-0.0011189i,0.001729-0.0013743i,0.0013353-0.0012566i,0.00063614-0.00090037i,0.00012577-0.0011428i,-0.00015151-0.0012813i,9.541e-05-4.6433e-05i,0.0007334+0.0011142i,0.00025961+0.0001663i,-0.00081774-0.0011135i,-0.000776-0.00057842i,-0.00080225+0.00016719i,-0.000941-0.0004297i,-0.0011285-0.00060802i
-0.00099478-0.0020342i,-0.0015923-0.00011811i,-0.001982+0.00018788i,-0.00082835+0.00011168i,5.2795e-07+0.00036903i,0.0006564-0.00068603i,0.00066058-0.0025329i,0.00076704-0.0029084i,0.00065113-0.0024623i,0.00044767-0.00026056i,0.00049687+0.0018024i,0.00019632+0.0016916i,0.00020323+0.00074008i,0.00098772+0.00043626i,0.00106+0.0013512i,0.00026165+0.0015834i,-0.00059213+0.00060802i,-0.00020916+0.00013474i,0.00067603-0.0002832i,0.0013318-0.00073449i,0.0011626-0.00017793i,6.6924e-05+0.00048286i,0.00014061+0.0001492i
-0.0013625-0.00037815i,-0.0012161-0.00071387i,-0.00041077+0.00022035i,0.0012788+0.00049048i,0.0018671-0.0010407i,0.0015913-0.0032029i,0.00090867-0.003775i,0.00017593-0.0022359i,-0.00017996-0.00081181i,-0.00035715-0.00089787i,-0.0010692-0.0012193i,-0.0011124-4.3001e-05i,-0.00050094+0.00018365i,-0.0010504-0.0010905i,-0.0013414-0.0012035i,-0.00054471-0.00028346i,-0.00046159+2.9008e-05i,-0.00077595+0.00038969i,0.00014889+0.00070254i,0.0013318+0.00033129i,0.0015901+0.00082216i,0.0012995+0.0011382i,0.0012555+0.00058647i
0.0013618+0.0036471i,0.0024236+0.0047927i,0.0039213+0.0049017i,0.0045822+0.0033222i,0.0041761+0.00013065i,0.0025263-0.0022008i,0.00079732-0.002051i,-0.00050009-0.0013421i,-0.00066805-0.0012839i,0.00018286-0.0022492i,0.00076031-0.0041306i,0.00074108-0.0040111i,0.00024117-0.0020197i,-0.00036966-0.001465i,-0.00018653-0.0015804i,0.00072454-0.0014766i,8.0097e-05-0.00053459i,-0.00093337+0.00015092i,-0.00040576-0.00015202i,0.00028381-0.00010248i,0.00014492+0.00012207i,0.00025685+0.00053696i,0.00029444+0.0010515i
-0.0021488+0.00075245i,-0.0018629+0.0033181i,-0.00057063+0.005604i,0.00086039+0.0039146i,0.0014741+0.0018517i,0.0011033+0.0018991i,0.0006852+0.0011501i,0.00035069+0.00061311i,-0.00022991+0.00086985i,-0.00043416+0.0013142i,0.00029077+0.0012783i,0.0016152+0.00074485i,0.0017869+0.0010895i,0.0016768+0.00048833i,0.0013567-0.0014438i,0.00061755-0.002273i,0.00047824-0.0017274i,0.00013327-0.00073946i,-0.00047796+0.00014897i,-0.00083514+0.00059211i,-0.00063142+0.0010062i,-0.00073907+0.0013119i,-0.00060271+0.00036514i
0.0002836-6.7261e-05i,0.00088021-0.0015355i,0.0011647-0.0032596i,0.001331-0.0029699i,0.00020611-0.0008288i,-0.00092793-8.5182e-05i,-0.00033951-0.0011651i,0.00053166-0.0014278i,0.00081957-0.00042596i,-0.00065676+0.000596i,-0.0026261+0.00039236i,-0.0029923-0.00017003i,-0.0015572-0.00026273i,-1.3259e-06-0.00030074i,6.7791e-05+4.5423e-05i,-0.00019516+0.00064976i,-0.00016231+0.00027012i,-0.00026269-0.00062702i,-0.00078107-0.00049695i,-0.0013549+3.3218e-05i,-0.00015137+0.00038354i,0.00096607+0.00049251i,0.00073163+0.0003786i
0.0011057+0.0027095i,0.00099226+0.0022056i,0.0016736+0.00086466i,0.0019205-0.00080275i,0.0020725-0.0032513i,0.00093624-0.0047116i,4.6243e-06-0.0050561i,-6.8313e-05-0.0042336i,0.00024163-0.0031408i,0.00013842-0.0027156i,-0.00026537-0.0029477i,-0.0009267-0.002686i,-0.001722-0.0015132i,-0.0023644-0.00025312i,-0.0023741+0.00041134i,-0.00099954+0.00061254i,-0.00031988-0.0001274i,-0.00070579-0.00067636i,-0.0011238-0.00038886i,-0.0010154+0.00028618i,-0.00045307+0.0008675i,-0.0002304+0.0003655i,-9.6417e-05-1.6842e-05i
