-0.0032886-0.00038311i,-0.0029387-0.00084816i,-0.0031507-0.00074459i,-0.0031019-0.00033786i,-0.0019689+0.00084538i,-0.00088232+0.0019359i,-0.00042428+0.0012481i,0.0001749+0.00061313i,0.00034809+0.00090622i,5.4067e-05+0.0013492i,0.00040372+0.0015339i,6.3269e-05+0.0016116i,-0.0006029+0.00079395i,-3.3507e-05-0.00072835i,-0.00015599-0.00076927i,-0.00021626-0.00023798i,-3.0704e-05+0.00077073i,-0.00054658+0.0021637i,-0.00059424+0.0016067i,0.00050692+0.00024685i,0.00087985+8.3588e-05i,1.7314e-05+0.00057708i,8.3107e-06+6.7431e-05i
-0.00082728+0.00077785i,-0.0018867+0.00085139i,-0.001731+0.0011904i,-0.00063484+0.001054i,0.00039978+0.00055887i,0.00023683+0.00074364i,-0.00033759+0.0014694i,-0.00059929+0.0014716i,7.5899e-05+0.00071331i,0.00043595+0.00054629i,0.00091985+0.00017726i,0.0016803-5.5971e-05i,0.00097984+0.00010757i,6.3178e-05+1.6708e-05i,-0.00045696+1.2524e-05i,-0.00048972+2.6624e-05i,0.00036321+0.00011012i,0.00074405+0.00035027i,0.00044858+0.0002412i,0.0001525+0.00019248i,-3.6604e-05+0.00041362i,0.0007002+0.00046601i,0.0010017+1.9664e-05i
-0.0010142+0.00043712i,-0.00070934+0.00087975i,-8.9494e-05+0.0021782i,0.0010229+0.0033362i,0.00146+0.0031902i,0.0013838+0.0016617i,0.00071991+0.0004904i,0.00023038+0.00021533i,0.0001849-0.00090515i,-0.00013768-0.00070711i,-0.00042791+0.00019565i,-0.00038934+1.4175e-05i,-0.00044591-0.001008i,-6.1231e-05-0.0013101i,-6.1798e-05-0.00053826i,-0.00060197-0.00019341i,-0.00060217+0.00018292i,-5.77e-05+0.00035348i,0.00034816+0.00019172i,0.00035465-0.00020524i,-0.00026363-0.00048188i,-0.00061737-0.00013159i,-0.00046453+0.00034376i
-0.00048002-0.00086828i,-0.00048901-0.0019274i,-0.00085495-0.0017788i,-0.0011002-0.00088168i,-0.0006024+8.2396e-05i,-0.00076103+0.00037667i,-0.0016634-0.00050558i,-0.0019054-0.00064909i,-0.0013455-0.00010967i,0.00036702+0.00010574i,0.0012992+0.00038265i,0.00059733+0.00088061i,-0.00013387+0.0011827i,-0.00011987+0.00059468i,0.00060582+3.4716e-06i,0.00062879-9.9264e-05i,0.00027051-2.7271e-05i,0.00038902-0.00021807i,0.00036243-0.00048394i,-0.00025507-0.00036178i,4.3149e-05-0.00039955i,0.00021342-0.00026074i,-0.00036931+0.00072941i
-0.00094177-0.0020055i,-0.00047308-0.0025816i,-0.00056388-0.0015744i,-0.00015765-7.4965e-05i,0.0006887+0.00016948i,0.0004377-0.00060944i,-0.00023753-0.0008925i,-0.00081626+0.00024125i,-0.00066757+0.00070744i,-5.7085e-05+0.00014051i,-0.00025597-0.00022822i,-0.00053384+0.00012998i,-0.0003026+0.00021162i,0.00037929-0.00028476i,0.0006519-0.00044881i,-0.00066946-0.00039363i,-0.00078954+4.3725e-05i,0.00046321+0.00026693i,0.00068322-0.00014304i,-0.00029037-0.00055709i,-4.4035e-05-0.00089386i,-1.0512e-05-0.00073004i,0.00024874-0.00071364i
0.0019836-0.00058871i,0.0010503+0.00014362i,0.00012734+0.00023344i,-0.00028359-0.00057703i,-0.0010165-0.00095536i,-0.0021243-0.00071393i,-0.0025097-0.00017056i,-0.0020644-0.00065106i,-0.00093832-0.00057894i,0.00011485-0.00036641i,0.00013726-0.00030294i,-0.00050461-0.00034118i,-0.00036235-0.00047069i,0.00054786-0.00017964i,0.0013492-0.00044689i,0.0016867-0.00040564i,0.0014714+0.00032344i,0.00056642+0.00014395i,3.4081e-05-4.3331e-05i,0.00039117+0.00027581i,0.00059209+0.00075293i,0.00055683+0.00077006i,0.00022677+0.00064527i
-0.0026413-5.0967e-05i,-0.0026826-0.00022379i,-0.0012229+0.00044129i,4.1339e-05+0.0015353i,0.00035269+0.0019764i,-0.00031113+0.00052291i,-0.00080443-0.00091261i,-0.00099934-0.0010334i,-0.00042212-0.0006187i,-0.00026617+0.00033079i,-0.00042881+0.0013314i,0.00048538+0.0010471i,0.00071869+0.00058989i,0.00046029+0.00085526i,-0.00013648+0.00045173i,-0.00069577-0.00063186i,-0.00063559-0.00024315i,-0.00097055+0.00045515i,-0.0012176+0.0001962i,-0.00085389+0.00022515i,-0.00044317-0.00013733i,4.1779e-06-0.00092097i,0.00045476-0.00088691i
0.0020503-0.0011735i,0.0014337-0.0026637i,0.00083786-0.0026164i,-0.0001598-0.001037i,-0.00042218-0.00071452i,-0.0010455-0.00075048i,-0.0015949-0.00041643i,-0.0010699-0.00016387i,-4.7135e-05-0.00027581i,0.00069077-0.00049282i,0.00025841-0.00021998i,-0.00021477+0.0003435i,0.00014795+0.00026419i,0.0012512+0.00048567i,0.0013527+0.0010186i,0.00044552+0.00045746i,0.00032728+0.00011143i,0.0008681+0.00020364i,0.00057597+0.00049656i,0.00029325+0.00060696i,0.00039217+0.00012324i,0.00034545+0.00040684i,-1.2538e-05+0.00043434i
0.0015499+4.4883e-05i,0.001251-0.00033182i,-0.00032535-0.00031524i,-0.0010994+9.2195e-05i,-0.0011702+0.00040124i,-0.0011413+0.00061428i,-0.0010275+0.00037597i,-0.0012298-0.00077666i,-0.00053859-0.0014811i,3.2935e-05-0.0009683i,0.00031763-0.00039771i,2.0861e-05-1.738e-05i,-0.00017177+0.00030308i,0.0002697+0.00028952i,0.0010917+0.00050231i,0.0019486+0.00049462i,0.00098962-3.7693e-05i,0.00020683-0.00026092i,-0.00026084-0.00023969i,-0.00059836-0.00058684i,-0.00076702-0.00063227i,-0.00090483-0.00094044i,-0.0003028-0.00085212i
-0.00079915-0.0004324i,-0.00070606+0.00043993i,-0.00021681+0.00084005i,-5.7076e-05+0.0016831i,-0.00024478+0.0019749i,-0.00065111+0.00094451i,-0.00034532+0.00042939i,-0.00066949+5.336e-05i,-0.00083299-0.00059824i,0.00015304-0.0010746i,0.00047267-0.00036349i,0.00027046+0.00087512i,-3.3322e-05+0.00094829i,0.00016513+0.00063859i,0.00085154+0.00012682i,0.00082618-0.00021819i,0.00026081+0.00026307i,0.00013517+0.00021715i,0.00020027-0.00028032i,-0.00021203-0.00013958i,-0.00023941-0.00023159i,-0.00028097-0.00065371i,-0.00061545-0.0005235i
-0.0023173-5.2626e-05i,-0.0022727+2.1958e-05i,-0.0023202+7.0332e-05i,-0.0016367+0.00053674i,0.00012227+0.00084885i,0.0014677+0.00050047i,0.00054661+0.00044595i,-0.00050397-4.9579e-05i,-0.00028343+0.00015524i,0.00048227+0.00091906i,0.00084114+0.00094226i,0.00039491+0.0013572i,0.0003129+0.00082123i,-0.0001612-0.00033642i,-0.00051522-0.00058472i,-0.0002171+6.3577e-05i,0.0004505+0.00067632i,0.00097664+0.00075813i,0.00061172+0.00090748i,2.5928e-05+0.00060538i,3.0032e-05-4.2077e-05i,0.0003359-0.00028385i,0.0005013-0.000307i
0.0018137-0.001409i,0.0011033-0.0003019i,7.2742e-05-0.00073977i,-0.0010398+4.755e-05i,-0.0021372+0.0010144i,-0.0020368+0.00082828i,-0.0010286+0.0003889i,-0.00069564-7.6823e-05i,-0.0010929-0.0003473i,-0.00091998+0.0002294i,0.00040504+0.00092996i,0.0013293+0.00060293i,0.0011426+0.00037128i,0.0006519+0.00043689i,0.00068949-0.00012531i,0.00065737-0.00034652i,0.00036477+9.5743e-05i,0.00033249+0.00060102i,0.00021406+0.00065255i,0.00025543+0.00078844i,0.00073586+0.00043264i,0.00051254-0.00048344i,0.00027074-0.00050578i
7.7316e-05+0.00076895i,0.00056583+0.0016347i,0.001393+0.0018538i,0.0015943+0.0011533i,0.0012287+0.00061308i,0.0011321+0.00011505i,0.00017543-0.00036152i,-0.00060488-0.00076508i,-0.00089727-0.00090935i,-0.00074428-0.00054101i,-0.00042536+0.00024113i,-0.00077379+0.00022146i,-0.00017255-0.00013482i,0.00025492-0.00018013i,-0.00054798+6.1238e-07i,-6.7653e-05-0.00051941i,0.0011034-0.00067719i,0.00047757-0.00087131i,-0.00092829-0.00079109i,-0.0011479-0.0009035i,-2.7544e-05-0.0011586i,0.00083969-0.00043159i,0.00012057-3.7124e-05i
-0.0016046+0.00071485i,-0.001757+0.00062323i,-0.0018784+0.00069966i,-0.00093975+0.0015951i,-0.00013557+0.0017489i,-0.00020484+0.00050638i,-3.6052e-05-0.00087191i,2.3157e-05-0.0012178i,0.00024919-0.00043251i,0.00046893-0.00013006i,0.0010221-0.0001618i,0.0012933-0.00017641i,0.00076888-1.2486e-05i,0.00068089+0.00070234i,0.00072521+0.00089345i,0.00073506-0.00021002i,0.0011562-0.00030027i,0.0013481+0.00064351i,0.00062903+0.00070449i,-0.00087479-6.3284e-05i,-0.001115-0.0010058i,-4.5835e-05-0.00097085i,0.00053417-0.00077072i
0.00096419+1.4336e-06i,0.0010123-0.00085922i,0.0001333-0.00027294i,0.00013329+0.00079612i,0.00028758+0.001043i,-0.00025511+0.00015376i,-0.00036364-0.00041005i,0.00052459+0.00045469i,0.00056516+0.00063222i,8.7801e-05+0.0006291i,-3.3308e-05+0.00049338i,0.0008076+0.00055787i,0.001012+0.0005853i,0.0002029+0.00065011i,3.4214e-05+0.0010774i,0.00055166+0.0007742i,0.00031627+0.0003613i,-0.00051426-0.00012222i,-0.00084596-5.0612e-05i,-0.0003508+0.00017242i,0.00041947+6.2953e-05i,0.00059449-0.0002275i,0.00053214+0.00017868i
-0.0012856-0.00086875i,-0.0020843-0.00030377i,-0.0021809-0.00083513i,-0.0017888-0.00037995i,-0.0013123+0.00067695i,-0.00041529+0.00057558i,-0.00013186-0.00062124i,-0.0010006-0.0010813i,-0.0003082-0.0010573i,0.00073914-0.00050421i,0.0010061+0.0003418i,0.0005219+0.00051894i,-1.3767e-05+0.00041264i,0.00038822-0.00015286i,0.00075012-0.00075613i,0.0011666-0.00042072i,0.001707+0.00035226i,0.0014978+0.0003322i,0.0013883+1.6802e-05i,0.001164-0.00027453i,-0.00023554-0.00018312i,-0.00095667-0.0003148i,-0.00081219-6.8543e-05i
0.00085015-0.000985i,0.00074211-0.0013642i,0.0010863-0.00020989i,0.00074008+0.00069999i,0.00022077+0.00071995i,-8.2873e-05+4.9382e-05i,-0.00016235-0.00049903i,-0.00022751-0.00073792i,-0.00060834-0.00020735i,0.00036249+0.00015188i,0.0013216+0.00033802i,0.0004614+8.675e-05i,6.0753e-05-0.00073183i,0.00089096-0.00082901i,0.00091351+7.6073e-05i,0.00052687+0.00048844i,0.00030463-0.00025384i,-0.00022576-0.00077273i,-0.00069973+0.00021761i,-0.00012257+0.00069442i,0.00040727+0.00046036i,0.00040378+0.00059609i,0.00038571+0.0004708i
0.0028851-0.0016824i,0.0015393-0.0019646i,-0.00056155-0.00093208i,-0.0010971-0.00015615i,-0.00084721-0.00010274i,-0.00086933+0.00010977i,-0.00063786+0.00023386i,-0.000381-0.0001773i,-0.00014079-0.00086816i,0.00024803-0.00038591i,-0.00045682-0.00070521i,-0.001264-0.00079675i,-0.0008076+0.00057929i,-0.00079046+0.0015474i,-0.00063773+0.0013772i,0.00015082+0.00035174i,0.00060202-0.00028279i,0.00055295-0.00012621i,0.00050464-0.00012747i,0.0010852-0.00035041i,0.0012882-0.00060556i,0.00097705-0.00077129i,0.0008195-0.0011744i
-0.00053387+0.0026551i,0.00083451+0.0024671i,0.001518+0.00067173i,0.00050711-0.00045286i,-0.00045965-0.00082082i,-0.0005769-0.00050445i,-0.00030347+0.0001632i,-0.0001346+0.00013228i,0.00014909-0.00043038i,0.00075303-0.00050451i,0.00078336-0.00039775i,-0.0001866+0.00014673i,-0.00096126-0.0001087i,0.00017511-0.000195i,0.00074847+0.00035639i,0.0004129+0.00021293i,0.0010067+0.00046281i,0.00063837+0.0010352i,-0.00044028+0.00050963i,-0.00086536+9.2893e-05i,-0.00042119+0.00016358i,-0.00050482+0.00021443i,0.00010059-0.0001626i
-0.00051089-2.3518e-05i,4.9776e-05+0.00031679i,0.00084345+0.00087748i,0.0011477+0.00082885i,0.0014352+0.00080155i,0.0011582+0.0011931i,0.00034069+0.00022588i,-0.00024799-0.0012448i,-0.00019061-0.001008i,-0.00039443-9.8538e-05i,-0.00047614-0.00058774i,-0.00055027-0.00059333i,-0.00017937-0.00055936i,0.00042335-0.00065188i,0.00048729+0.0001834i,0.00047584+0.00075753i,0.00019253+5.2348e-05i,0.00014495-0.00062923i,-0.00029782-0.00027741i,-0.00055046+0.00030998i,0.00049315+0.00052435i,0.00084878+7.7213e-05i,-0.0004186-0.00077669i
0.0017426-0.0018282i,0.0010627-0.0018462i,-9.6468e-05-0.0018935i,-0.0011601-0.0014914i,-0.0016068-0.00075421i,-0.002042-0.00036727i,-0.00075486-0.00033685i,0.00022494-0.00083368i,-0.00065579-0.00080785i,-0.0010155-0.00081231i,-0.00052641-0.00091946i,-0.00016807+0.00022525i,0.00032635+0.0011246i,0.0011515+0.00042988i,0.0017054+0.00045374i,0.00090653+0.00060642i,0.00054358+1.8319e-05i,0.00041022-0.00081907i,-0.00044299-0.00094606i,-0.00052784-8.5434e-05i,-0.00053012+0.00027381i,-0.00088828-0.00029051i,-0.0011149-0.00075867i
0.0019782+0.0010692i,0.00049532-0.00036672i,0.00089447-0.00035977i,0.00089835-0.00039702i,8.1419e-05-0.00013797i,-0.00077605+0.00064989i,-0.00070094+0.00028445i,-9.9504e-05-0.00056802i,0.00010525-0.0014514i,-0.00012701-0.0013907i,-0.00066203-0.00097588i,-0.0011563-0.00057672i,-0.00061449-0.00029343i,0.00034106+0.00053655i,0.0011014+0.0015772i,0.0014561+0.0015386i,0.0014506+0.00065728i,0.00088437+0.00034839i,0.00014555+0.00017967i,-0.00023117-0.00016435i,-0.00035294-0.00026912i,-0.00055174-0.00020937i,-0.00052308-0.00043852i
-0.00032178-0.001611i,-0.00091481-0.0012762i,-0.0019178+0.00038951i,-0.002765+0.0014942i,-0.0020349+0.001828i,-0.0010664+0.0015761i,-0.00082876-0.00040298i,-0.001081-0.0018512i,-0.0014649-0.0018733i,-0.0017374-0.00074676i,-0.0015458-0.00019798i,-0.0016505-0.00021779i,-0.0014037+0.00035216i,-0.00015942+0.00059657i,0.00061706+0.00055928i,0.0012957+0.00034163i,0.0013614-1.1698e-05i,0.00055217-0.00061322i,0.0002789-0.0009466i,0.00041778-0.00076206i,-0.00010414-0.00081029i,-0.0006471-0.0005611i,-0.0002697-0.00050715i
5.372e-05-0.0021309i,0.00010905-0.0020957i,-0.0010604-0.0021378i,-0.0025785-0.0015488i,-0.0024768-0.00028022i,-0.00062834+0.00024637i,0.0023082-0.0015201i,0.002896-0.0047128i,0.00084748-0.007318i,-0.0016804-0.0070851i,-0.0033256-0.005055i,-0.0034915-0.0021758i,-0.0024191+0.00016841i,-0.0013794+0.0011877i,-0.00096754+0.0015993i,0.00042624+0.0012823i,0.0018794+0.00040082i,0.0024284-0.0003859i,0.0018132-0.00063729i,0.00095238-0.00074372i,0.00071499-0.00052098i,0.00074908-0.00065487i,0.0010077-0.00099147i
-0.0014209+0.00078404i,-0.0007189+0.0010849i,-4.605e-05+0.00097581i,-0.0004242+0.0008734i,-0.0002118+0.0010541i,-0.00074147+0.00040102i,-0.0017652+0.00060488i,-0.0015421+0.0023342i,-0.00076809+0.0034716i,0.00089944+0.002969i,0.0023101+0.0018877i,0.0023086+0.00080366i,0.0016325-0.00035484i,0.0015553-0.00014629i,0.00086208+0.00010514i,-4.6828e-06-2.8254e-05i,-0.00014086+5.2561e-05i,-0.00072176-0.00020481i,-0.00050753+5.8608e-05i,-0.00019793+0.00054695i,-0.00066173+0.00050975i,-0.0003023+0.00018189i,6.3233e-05-3.5617e-05i
0.0018163-8.9078e-05i,0.0010061-0.00016105i,-0.00047061-0.00024199i,-0.00054211+0.00011027i,0.00017417+0.00050195i,-0.00037929+0.00065248i,-0.0011557+0.00019735i,-0.0013266+0.00044915i,-0.0008469+0.00069132i,-0.00058077+0.0008171i,0.00024169+0.00088949i,0.00047398+0.00050749i,-2.754e-05-0.00025264i,0.00076714-0.00063274i,0.0012621-0.00082196i,0.00043756-0.00026348i,0.00064648+0.0011213i,0.0013473+0.0007737i,0.0010984+5.3258e-05i,0.00052316+2.1971e-05i,-4.8268e-05+0.00047469i,4.2724e-05+0.00050047i,0.00084887-0.00018677i
7.9051e-05-0.0013258i,-0.00046505-0.00038371i,-0.00041392-0.00026239i,-0.00043366+0.00056165i,-0.00052924+0.0010193i,-0.00040651+0.00069032i,-0.00067651+0.001317i,-0.00040091+0.00114i,0.00021898+0.00033687i,0.0010877+0.00015557i,0.0012208+0.00071496i,0.00064236+0.0010745i,0.00056734+0.00064305i,0.00095856-0.00010964i,0.00072789-0.00026658i,0.00020388-0.00036667i,0.0001623-0.00032881i,0.00049103-0.00027339i,0.000621-0.00010189i,0.00043678+0.00053205i,-2.7284e-05+0.00051878i,-0.00049749-0.00020719i,0.00016351-0.00034021i
-0.0014692-0.0006649i,-0.0019811-0.00039833i,-0.0014569+0.00010441i,-0.00075599-2.8982e-05i,-0.00058346-0.00013817i,-0.00098285-0.00030009i,-0.0015553-0.00055432i,-0.0017789-0.00039314i,-0.00065008+0.00043829i,0.00075684+0.00048873i,0.00070107+0.00040805i,0.00078568+0.00081119i,0.0010539+0.00094366i,0.001009+0.00068726i,0.0011157-0.00027209i,0.0013485-0.00052359i,0.0014334-4.3097e-05i,0.0010515+0.00012745i,0.00035713+4.6579e-05i,-0.00026936-0.00048776i,-2.0505e-05-0.00065223i,6.3749e-06-0.00050105i,0.0001892-0.00068134i
0.0024395-0.0025649i,0.0020036-0.0021147i,0.00013266-0.0013256i,-0.00027638-0.00048096i,-0.00043309+0.00089145i,-0.0013837+0.0012112i,-0.00083497+0.00094781i,5.4693e-05+0.0013769i,0.00022776+0.00097147i,0.00046993+0.00015313i,0.00076816-0.00033594i,0.00068337+3.9525e-05i,-0.00032041+0.00086031i,-0.00080203+0.00088928i,-0.00019629+0.00077476i,-0.00023153+0.0010535i,7.6157e-05+0.00072134i,0.00050642-0.00025326i,0.00072579-0.00093943i,0.00023271-0.00078064i,-2.7826e-05+6.9648e-05i,0.00091045-4.6731e-05i,0.00056001-0.00091597i
-0.00050685+0.0026856i,-0.00096335+0.0020497i,-0.00044883+0.00098097i,-0.0002942+3.5503e-05i,-0.00090015+0.00016861i,-0.0013736+5.1437e-05i,-0.00070475+2.3302e-05i,-0.00013349+0.00030785i,-0.00042882+0.00017014i,0.00040612+0.00031103i,0.0012604+0.00076556i,0.00043447+0.0012446i,9.5296e-05+0.00081958i,0.00030516+0.00024793i,0.00035476+0.00027172i,0.00095076+0.00019686i,0.0008571+0.00014159i,-0.00016527+0.00011124i,-0.00057985+3.3178e-05i,-0.00072352-5.4662e-05i,-0.0010033+3.9231e-05i,-0.00079228+0.00028915i,-0.0011906+0.00035846i
-0.0011795+0.0003522i,-0.00073531-0.00084655i,0.00066202-0.00089572i,0.00098121-0.0010773i,0.00089724-0.00064322i,0.00055335-3.2813e-05i,-1.3037e-05+0.00023593i,-0.00064056+0.00031017i,-0.00055329+0.00024875i,0.0004588-0.00013356i,0.0014683-0.00030343i,0.0011752+0.00051879i,0.00055942+0.00034489i,0.00044613-0.00028123i,5.0956e-05-0.0004368i,-0.00044832-0.0004111i,-0.00052587-0.00017841i,-1.1099e-05+0.00061627i,0.0006135+0.00068783i,0.00067749+0.00045711i,0.00011583-2.4462e-06i,-0.00016479-0.00064148i,2.219e-05-0.00029926i
0.0017712-0.0024941i,0.0019848-0.0035194i,0.00084614-0.002901i,-0.00059082-0.00067057i,-0.00066721+0.00022531i,-0.0013291+0.0005518i,-0.0018802+0.00059322i,-0.00091044-0.0006897i,-8.124e-05-0.00138i,0.0001757-0.00070066i,0.00021639+7.4614e-05i,-0.00021398+0.00031122i,-0.00013649+0.00075541i,0.00099546+0.00093302i,0.0012197+0.00035059i,0.00098933+0.00019522i,0.0010227+0.00038495i,0.00077207+0.0003477i,0.00031897+0.00037595i,-0.00013723-0.00024368i,-0.00011538-0.00037947i,0.00021595+4.3642e-05i,0.00030664-1.1335e-05i
0.00048592+0.0013669i,0.00068512+0.0015025i,-0.00033768+0.001422i,-0.00030705+0.0011237i,6.9451e-05+0.0007043i,6.0895e-06+0.00063265i,0.00030223+0.00052645i,-0.0001391+0.00065527i,-0.00081702+0.00060175i,-0.00094259+0.00029335i,-0.00023687+0.00020432i,0.00065363+0.00027793i,0.0012764+7.1541e-05i,0.0011548-0.00010656i,0.00035389+0.00055309i,-0.00021098+0.00048861i,0.00049053+0.00010042i,0.0005635+0.00028421i,-0.00015168+0.0006248i,-0.00015454+0.00033308i,9.3241e-05-2.3091e-05i,0.00018574+0.00013106i,0.00034494+0.00010463i
-0.00052133-0.00065776i,-0.0018942-0.0017101i,-0.0025835-0.0012994i,-0.0017489+0.00012182i,-0.00088413+0.001619i,-0.00082185+0.002255i,-0.00087478+0.0010093i,-0.00015548-0.00022482i,0.00081533-0.00020976i,0.00092811+0.00024927i,0.001251-0.00013885i,0.0024856-0.00050378i,0.002127-3.9861e-05i,0.0014273+0.00014075i,0.0011585-0.00025457i,0.00032017-0.00046859i,0.00054932-0.00054095i,0.00058138-0.00022999i,0.00048952+1.8277e-05i,0.0010227-0.00044697i,0.0004513-0.00058363i,0.00043587-0.00027402i,0.00041038+4.6143e-05i
4.5123e-05-0.00022451i,0.00042039-0.00031472i,4.3794e-05-0.00044213i,-0.00029773+0.00029273i,0.00032317+0.0010321i,0.0006692+0.0010932i,0.00013859+4.6168e-05i,-0.00067636+2.3031e-05i,-0.00036198+9.8778e-05i,0.00033734+6.6345e-05i,0.00022736+0.00027371i,0.00042678-6.282e-05i,0.00010648+2.0238e-05i,1.2194e-05+0.00018903i,0.00071267-0.00033433i,0.0008483-0.00078325i,0.00086712-0.00010798i,0.0013733+0.00070742i,0.00081043+0.00086916i,-9.6131e-05+0.00033692i,1.4607e-05-3.6712e-05i,0.00051231+0.00022671i,0.00019974-0.00066537i
-0.0001593+0.00083987i,0.00071219+0.0013661i,0.0015938+0.001776i,0.0011357+0.0014499i,8.6411e-05+0.0013703i,-0.00054278+0.00069956i,-0.0011311-0.00031385i,-0.0017339-0.00038992i,-0.0015222-0.00014757i,-0.000931+0.00036794i,-0.00030575+0.00092109i,7.8521e-05+0.00055873i,0.00060089+0.00011092i,0.00058199+0.00037596i,3.3142e-05+3.8218e-05i,-4.3952e-05-0.0003811i,-6.3857e-05-6.4277e-05i,-6.5352e-05+0.00021815i,0.00024145+0.00026267i,0.00059623+0.00039972i,0.00072372-0.0002047i,0.00034164-0.0007674i,-3.7351e-05-0.00099518i
0.0017908+0.00079797i,0.00060356+0.00067935i,-0.0010956+0.00074803i,-0.0012225+8.1716e-05i,-0.00021413+0.00039702i,-0.00020672+0.00012194i,3.6714e-06-0.0006265i,0.00041184-0.00024838i,-5.756e-05+0.00067392i,0.0004901+0.0014781i,0.00072466+0.0013317i,5.9552e-05+0.00048228i,-0.00060238+0.00069402i,-0.00056265+0.00090614i,-0.0002057+0.00054428i,-9.8244e-05-0.00024138i,0.00063348-0.00086328i,0.00063935-0.00041321i,0.00016111+0.00012333i,0.00030711+8.5669e-05i,0.00031159-0.00018768i,-2.4651e-05-0.00044517i,-3.5999e-05-0.00054543i
0.0013967-0.0023599i,0.00021763-0.0029033i,-0.0011424-0.003406i,-0.0015547-0.0024474i,-0.0016384-0.00043873i,-0.0017401+4.1521e-05i,-0.0015283-2.8234e-05i,-0.0011601-0.00043594i,-0.0007081-0.00043949i,-0.00050274+0.00058901i,-0.00019125+0.00075729i,0.00019956-0.00015893i,0.00047724-0.00037571i,0.00073294+0.00025611i,0.0011184+0.00020196i,0.0010419+0.00014648i,0.00081615-0.00010388i,0.00048033-0.00040452i,-0.00050591-0.00066879i,-0.00059482-0.00054477i,-0.00057865-0.00016047i,-0.00059959+0.00045018i,-9.4702e-06+0.00074184i
0.0013569-0.0012269i,0.00049573-0.0020685i,0.0010826-0.0015716i,0.0017252-0.00089948i,0.0018602-0.0004537i,0.0014159+0.00031393i,0.00063842+0.0012107i,-0.00025609+0.0014231i,-2.4433e-05+0.00050901i,0.0010031-0.00013117i,0.0013408+0.00015382i,0.0012152+0.00058762i,0.00045003+0.00039421i,-0.0005614-0.00021447i,-0.00090173-0.00057893i,-5.9427e-05-0.0004003i,0.00051234+3.6905e-05i,-0.00045544+0.00032532i,-0.00083721+5.7946e-07i,-0.00029803-0.00014617i,-0.00013594+0.0001153i,0.00038487+0.00028988i,0.00074309+8.4741e-05i
-0.00074228+0.00013144i,-0.0011491+0.00026646i,-0.00091455+0.00039459i,-0.0012051+0.00095242i,-0.0014436+0.0010867i,-0.001185+0.00025633i,-0.00065676-0.00085044i,-0.00072707-0.0011241i,0.00017951-0.0011895i,0.0012074-0.00076805i,0.00044757+0.00015415i,-0.00016605+0.00081439i,0.00050141+0.00032918i,0.00086794+0.00072176i,0.0013746+0.001355i,0.0016951+0.00076851i,0.001061+0.00024678i,0.00013227-8.7703e-05i,0.00010487-0.00020266i,0.00073499-0.00024486i,0.00076636-8.521e-05i,0.0005145-0.00021862i,0.00046416-6.8881e-05i
0.00068038-0.0018975i,-0.00043214-0.00076872i,-0.0028861+0.00034337i,-0.0029376+0.00051457i,-0.0011847+0.00080119i,-0.00034549+0.0014367i,-0.00070391+0.0018807i,-0.00079181+0.0013024i,-0.00065754-6.0703e-05i,9.6532e-05-0.00044386i,0.0002561+0.00017862i,0.00037868-4.6757e-05i,0.0008481-0.00083702i,0.00088114-0.0012122i,0.00065857-0.00079277i,0.00040503-0.00043418i,-0.00016665-0.00096121i,-8.6995e-05-0.0011417i,0.00053214-0.00031772i,0.00078754+0.00019838i,0.00094702-0.0002596i,0.0011451-0.00087606i,0.00055631-0.0007561i
0.0001137-0.00071084i,-0.00089591+0.00024247i,-0.0018374+0.00030589i,-0.0025363+0.00010298i,-0.001381-9.9899e-05i,-0.00017155-0.00027128i,-0.00039905-0.00040268i,-0.00059907-0.0010323i,-4.4139e-06-0.0010266i,0.00057673-0.00025537i,0.00061949+0.00034023i,0.0004959+0.00098835i,0.00050753+0.0007441i,0.00043016-0.00021072i,0.00021531-0.0008663i,0.00013928-0.00074732i,0.00045591-0.00036917i,0.00056997+0.00017086i,-0.00025186+0.00046508i,-0.00056954-0.00012222i,9.8928e-06-0.00048362i,0.00011963+4.084e-06i,0.00034812+0.00051877i
0.00080792-0.0029949i,0.0011774-0.0017842i,0.00075278-0.00057296i,0.0007004+0.00083317i,0.00061866+0.0018948i,0.00025972+0.0016896i,-0.00081083+0.0003316i,-0.0013549-0.00080037i,-0.0012638+3.9178e-05i,-0.0008961+0.0013113i,-2.6172e-05+0.0015261i,0.0004144+0.00054965i,0.00035782+0.00039556i,-0.00034499-0.00032051i,-0.00026327-0.0013187i,7.8729e-05-0.00064269i,0.00018565+0.00033273i,-4.0379e-05+0.00077229i,-0.00064868+0.00047265i,-0.00087324+8.0966e-05i,-0.001046-0.00032421i,2.6576e-06-5.0209e-05i,0.00067017+0.00023422i
0.00072977-0.00023287i,0.0011747-0.001382i,0.00089922-0.0026306i,0.00017119-0.0020062i,-0.00041159-0.00072255i,-0.00046528-0.00011509i,-0.0010703+0.0003365i,-0.00046821+0.00022703i,0.0008193-5.0847e-05i,0.0011568+3.3261e-05i,0.0014484+0.00051708i,0.001561+0.00080524i,0.001145+7.1885e-06i,0.00097016-0.00028111i,0.00052845+0.0002958i,-0.00012631+0.00016079i,-4.1469e-05-0.00034374i,8.7928e-05+7.5785e-05i,-7.5706e-05+0.00050896i,0.000495+0.00049566i,0.00082449-0.00024468i,0.0010282-0.0012478i,0.0008061-0.00073252i
