-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
-0.0016275+0.0001409i,-0.0038162-0.0010873i,-0.0071421-0.0015433i,-0.0096415-0.0007248i,-0.0083525+0.00035047i,-0.0038944-1.6181e-05i,-0.0020629-0.0011271i,-0.0027489-0.0013704i,-0.0030349-0.0016576i,-0.0023218-0.0009632i,-0.0014656+0.00054812i,-0.00035065+0.0014905i,0.00022406+0.0015735i,8.1071e-05+0.0014179i,0.00028986+0.0014128i,0.0005304+0.0010704i,0.00053859+9.2559e-05i,0.00019016-0.00041557i,-0.00035601+0.00020773i,-0.0003404+0.00034276i,-6.7455e-05-0.00011748i,0.0003129+0.0001343i,0.00073473+0.00076647i
-4.792e-05+0.000354i,-0.0024134-0.001825i,-0.00519-0.0037611i,-0.0084318-0.0025836i,-0.0083557+0.00020937i,-0.0052892+0.001315i,-0.00317+0.0011429i,-0.0014945+0.0022148i,0.00057985+0.0035458i,0.0026122+0.003959i,0.0031311+0.0038912i,0.0028356+0.0028749i,0.00095871+0.00089093i,-8.7644e-06-0.0016732i,-5.6992e-05-0.002333i,-9.3219e-05-0.0017811i,0.00080922-0.0014296i,0.00064144-0.0011523i,0.00060746-0.00057798i,9.6433e-05-0.00021266i,-0.00034422+0.00021829i,0.00015619+0.00087895i,0.00053948+0.00036841i
-5.2431e-06+0.00034345i,-0.00045275-0.0016031i,-0.0023596-0.0033262i,-0.0047325-0.0030601i,-0.0049606+4.0788e-06i,-0.0023081+0.0012751i,0.00031125+0.00068193i,0.0021744+0.0013284i,0.0039426+0.0027152i,0.0045143+0.0019921i,0.0032936+0.00025646i,0.0010062-0.00052453i,-0.00075099-0.0014126i,-0.0012694-0.0017906i,-0.0012173-0.0012732i,-0.0012256-0.00030272i,-0.0012062+9.377e-05i,-0.00096387+0.00013649i,-0.00062667+0.00036417i,2.9774e-05+0.00051313i,0.00019713+0.00053712i,0.00082127+0.00038939i,0.001309+0.00030864i
0.00042082+0.00092138i,-0.0022744+0.00037605i,-0.004411-0.00031627i,-0.0068765-0.00042817i,-0.0073557+0.0013299i,-0.0040912+0.0025918i,-0.00074444+0.00061631i,0.00061421-0.0017397i,0.00073113-0.0029566i,-0.0010941-0.0031908i,-0.0032573-0.0014489i,-0.0027676+2.7852e-05i,-0.00029862+0.00056976i,0.0011601+0.0012722i,0.00048642+0.00096707i,-0.00033058+0.00032889i,-0.0006717+0.00069996i,-0.0012452+0.001162i,-0.00087721+0.00027231i,-0.00038827-0.00023289i,7.501e-05-0.0001963i,0.00020506-0.00057647i,-0.00033951-0.00038577i
-0.0010493-0.0010602i,-0.0031029-0.0026217i,-0.0064502-0.0033859i,-0.0083762-0.0020595i,-0.0071399+0.0014743i,-0.0031218+0.0036922i,-0.00059645+0.0027678i,-0.0011846+0.0008331i,-0.0026975-0.00025508i,-0.0030629+0.00054328i,-0.0018139+0.0019823i,7.3461e-05+0.0024981i,0.0023934+0.0030013i,0.0027312+0.0025472i,0.001696+0.00032311i,0.00075587-0.00091565i,0.00093448-0.00056547i,0.00020555-0.00023737i,-0.00031911-0.00021684i,5.283e-05+7.3403e-05i,-0.00060501+0.00024104i,-0.00064756+0.00045731i,-0.00017387+0.00095053i
0.00023135-0.00031893i,0.00015114-0.0026989i,-0.0021084-0.0044709i,-0.0049821-0.0032632i,-0.0045833+0.0017747i,-0.0020381+0.0045546i,-0.0015302+0.0037844i,-0.00079305+0.0037507i,0.00092014+0.0046712i,0.002538+0.0046827i,0.0044717+0.0028518i,0.0043843+0.0013373i,0.0025282+0.00055028i,0.00066104-0.0002646i,-0.00093418-0.0014444i,-0.00098954-0.0015943i,-0.00029494-0.00052237i,4.1186e-05-0.00061583i,0.00026398-0.00095062i,-0.00020638-0.00063068i,-6.9733e-05+0.00060058i,9.38e-05+0.0012943i,-0.00011812+0.001049i
0.00026738+0.0002594i,-0.001937-0.0011025i,-0.0038701-0.0036225i,-0.0065139-0.0039495i,-0.0069861-0.0014613i,-0.0046534+0.0013958i,-0.0022609+0.0027916i,0.0010491+0.0031063i,0.0046998+0.0019712i,0.0051945+0.00035402i,0.0028618-0.0004592i,4.0274e-05-0.00055226i,-0.0015444-0.00073513i,-0.0010961-0.00099002i,-0.0004222-0.0013545i,-9.8975e-05-0.0011105i,-0.00023752-0.00019309i,0.00021217-0.00019813i,0.00059678-0.00065927i,0.00020907-0.00049775i,-0.00026864-3.3772e-05i,-0.00047677+0.00054334i,0.00030015+0.00041334i
-0.00098897-0.0013699i,-0.00090586-0.0022619i,-0.0032122-0.0016752i,-0.0054938-0.00029646i,-0.0054395+0.0017091i,-0.0026679+0.002948i,0.00053838+0.001624i,0.0012323-0.00048422i,-0.00090911-0.0017432i,-0.0038495-0.00097276i,-0.0051452+0.0008825i,-0.0033346+0.0012111i,-0.0016914+0.00069804i,-0.00078451+0.0014718i,0.0002569+0.0018993i,0.00064322+0.0012853i,3.1605e-05+0.00066124i,-0.00090307-5.1298e-05i,-0.00078899-0.000803i,-0.00063066-0.00038307i,-0.0011339+0.00056381i,-0.00089672+0.00052569i,0.00021481+0.00058719i
0.00031861+0.00029582i,-0.00022137-0.0020312i,-0.0010634-0.0050218i,-0.0025978-0.0044926i,-0.0038804-0.00033784i,-0.0036352+0.0018176i,-0.0028246+0.0011029i,-0.003035+0.0011204i,-0.0035312+0.0018171i,-0.0033557+0.0020344i,-0.00062732+0.0021891i,0.0020344+0.0026819i,0.0023968+0.0031601i,0.0019933+0.0031037i,0.0020345+0.0014825i,0.0026439-0.00011375i,0.0014627-0.00062316i,-0.00017602-0.0013217i,-0.00061382-0.00053102i,-0.00036049+0.0012681i,-0.00064047+0.0013279i,-0.00094038+0.0010889i,-0.00015738+0.00093122i
-0.0004254+0.0015352i,0.00052334+0.00055773i,0.00078795-0.00085448i,-0.0026156-0.001165i,-0.0062714-0.00023994i,-0.0066887+3.212e-05i,-0.0047976+0.00057221i,-0.0022333+0.0027415i,0.00088081+0.0044797i,0.0044307+0.0029867i,0.0053877+0.00018398i,0.0036407-0.00033818i,0.0014358-7.2903e-05i,-0.00015393-0.00071548i,-0.0017501-0.0018349i,-0.002839-0.0024748i,-0.0017131-0.0019182i,-0.00033647-0.0010811i,-0.00011168-0.00053825i,9.4853e-05-0.0010126i,0.00013976-0.0010843i,0.0002489-0.00024526i,-1.5893e-05-0.00012586i
-0.0004352-0.00049316i,-0.0012252-7.674e-05i,-0.002685+3.4759e-05i,-0.0045104-0.00061503i,-0.0050901-0.00023966i,-0.0037808+0.00054823i,-0.00097423+0.00062637i,0.0022098+0.00070434i,0.0037722+1.5489e-06i,0.0032279-0.00072787i,0.0012155-0.00025588i,-0.001715-0.00017572i,-0.004046-7.6047e-05i,-0.0039481+0.00036025i,-0.0017371+0.00047301i,-0.00027663+0.00084347i,-0.00029889+0.00046023i,3.1329e-05-8.5285e-05i,0.0006501-0.00016933i,0.00039365-0.00020611i,0.00033315-0.0010241i,0.00080171-0.0014104i,0.0004368-0.00074378i
-0.0020455+0.00028965i,-0.0024999-0.0012103i,-0.0038323-0.00055275i,-0.0038163+0.00051041i,-0.0031768-5.4306e-05i,-0.0025221-0.0014317i,-0.001134-0.0022715i,-0.00043429-0.0026929i,-0.0012849-0.0019839i,-0.0033518+0.00039839i,-0.0042678+0.0029114i,-0.0034561+0.0033757i,-0.002353+0.0029489i,-0.0014487+0.0018024i,-0.00020663-0.00033009i,0.00097435-0.0012355i,0.00094661+0.00016358i,0.00012931+0.00050401i,-0.00032459-0.00010673i,-0.00050932-0.00023272i,-0.00071625-0.00059527i,-0.0007307-0.001143i,-0.0012402-0.00050264i
-0.00040649-0.0006222i,0.00045456-0.002882i,-0.00046577-0.0044864i,-0.0023425-0.0032904i,-0.0025597-0.00085032i,-0.0015511+0.00029714i,-0.0017317+0.00058296i,-0.0028617+0.0017249i,-0.0033876+0.0035232i,-0.0026657+0.0040319i,-0.0013543+0.0031847i,0.00022669+0.0013444i,0.0018042+0.0002337i,0.0021501-0.001005i,0.0010729-0.0025441i,-0.00080391-0.0018673i,-0.0014094-0.00033029i,-0.0010946+0.00039437i,-0.000647+0.0010746i,0.00022823+0.0003168i,0.0010857-0.00030201i,0.00092184+0.0011889i,0.00020831+0.0013924i
1.2686e-05+0.0010147i,0.00062371+0.0019842i,-0.001424+0.0016398i,-0.003911+0.002229i,-0.0040019+0.0025665i,-0.0018439+0.0023556i,-0.0010793+0.001655i,0.00026543+0.0028113i,0.003283+0.0032902i,0.0050612+0.00031837i,0.0055997-0.002057i,0.0047813-0.0023772i,0.0031419-0.0020772i,0.0010068-0.0021824i,-0.00049001-0.001716i,-0.00089955-0.0010127i,-0.00059724-0.0013013i,0.00047141-0.0013017i,0.00061687-0.001565i,0.00023181-0.002065i,-9.5556e-05-0.00085747i,-2.6389e-05-0.00023872i,0.00049306-0.00088235i
-0.0012411+0.0001322i,-0.0035893+0.0024984i,-0.0050252+0.0042881i,-0.0049738+0.0047125i,-0.0039097+0.0049514i,-0.0015847+0.0055132i,0.00080784+0.0046922i,0.0024939+0.0027963i,0.0030617+0.0003778i,0.0020456-0.001226i,0.00021676-0.00031205i,-0.0013712+0.0011215i,-0.0022602+0.0021435i,-0.0025805+0.0027538i,-0.0018999+0.0021286i,-0.0010591+0.0003021i,-0.00043449+0.00015364i,-0.00056435+0.00090128i,-0.00068775-0.00036348i,-0.00044127-0.0016008i,0.00011286-0.0010679i,0.00043034+1.7832e-05i,-0.00014061+3.7781e-05i
-0.00067238-0.0012753i,-0.0021358-0.0045397i,-0.0042286-0.0052395i,-0.0053196-0.0036985i,-0.0035081-0.00035566i,-0.0011947+0.0010458i,-0.00012794-0.00023798i,0.00031794-0.000273i,-0.0010473+0.0012681i,-0.0028002+0.003118i,-0.0029341+0.0048135i,-0.002695+0.0043903i,-0.0021612+0.0028487i,-0.00073016+0.0023974i,0.00024472+0.0017325i,0.00098809+0.00090647i,0.0010787+0.0012431i,0.0001838+0.0014694i,-0.00017686+0.0010254i,-0.00082995+0.00051982i,-0.00083627+0.00083098i,0.00024499+0.00061705i,0.00051905+0.00052415i
-0.00057625-0.00093649i,-0.00013571-0.0015114i,-0.0038545-0.00042844i,-0.0078937+0.0025502i,-0.0079063+0.0040934i,-0.0047716+0.003033i,-0.0032678+0.0015195i,-0.0033223+0.0016797i,-0.0023657+0.0022254i,-0.00040896+0.0023841i,0.00092823+0.0012529i,0.0014293-8.3646e-05i,0.0017959-0.0010366i,0.0011676-0.0025977i,-0.00042273-0.0027259i,-0.0013666-0.0016181i,-0.0011582-0.0010634i,-0.00076288-0.00078628i,-0.00016224-9.9002e-05i,0.00036091+0.00041452i,0.0005156+0.00053212i,0.00073652+0.00036301i,-7.0458e-05-0.00050405i
-0.0013786-0.0005098i,-0.0010517-0.00024236i,-0.0029155-0.0014207i,-0.0062942-0.00094132i,-0.0077835+0.0019276i,-0.0045966+0.0040405i,-0.0015052+0.0040108i,-5.78e-05+0.0038906i,0.0012581+0.002661i,0.0023958-0.00094287i,0.0024462-0.003692i,0.0024997-0.0039329i,0.0016582-0.0034255i,0.00024246-0.0025632i,-0.00088621-0.0011798i,-0.00076732-0.00031323i,-0.00059013+0.00052316i,-0.0010773+0.00062347i,-0.00068035-8.1001e-05i,-0.00033834-6.3823e-05i,0.00012487-6.9672e-05i,0.00070066-0.0005836i,0.00032495-0.0001237i
-0.002235-0.00049447i,-0.0049838-0.0044955i,-0.0087275-0.0061742i,-0.010113-0.0051086i,-0.0064693-0.0017966i,-0.00076136+0.0013869i,0.0016871+0.0018499i,0.0023095+0.00052375i,0.0021905+5.9556e-05i,0.00098588+0.0006421i,0.00047888+0.0016504i,0.0002464+0.0019144i,-0.00025282+0.0014461i,-8.5494e-05+0.0016085i,0.00011642+0.0012776i,0.00024033-5.403e-05i,0.00051352-0.00062851i,0.00041358-0.00046997i,-0.0010013-0.00019084i,-0.0011358-0.00023343i,-0.00017553-0.00089235i,0.00085952-0.00092711i,0.00098867-0.00065753i
0.00094012-0.0018222i,0.0014625-0.0033219i,-0.0015564-0.0044776i,-0.0051896-0.0030584i,-0.0063233-0.00023625i,-0.0045317+0.00067573i,-0.0025991-0.0010579i,-0.0010604-0.0017629i,-0.00059413-0.00049568i,-0.00087552+0.0022618i,-0.00021441+0.0052606i,-0.00016174+0.0055989i,-0.00081931+0.0041467i,-0.00077257+0.0018791i,-0.00079236+0.00021092i,-0.00067513+0.00015414i,-0.00023299+0.00042901i,0.00046776+0.0003932i,0.00038969+0.00027222i,-0.0005197+6.274e-05i,-0.00034325+0.00012636i,0.00013362+0.00030571i,0.0007479+0.00052014i
-0.00037848+3.0109e-05i,7.3904e-05+0.00097366i,-0.0027852+0.0010227i,-0.0059603+0.00059613i,-0.005735+0.0018768i,-0.0023799+0.0038438i,-0.0011266+0.003353i,-0.0023681+0.0012697i,-0.0029491+0.0015i,-0.001212+0.0016736i,0.00072113+0.00037066i,0.00076926-0.00077425i,0.00055147-0.0012477i,-0.00063095-0.001262i,-0.0015498-0.0014012i,-0.00094176-0.0010916i,-0.0001792-0.00054299i,-6.1214e-05-0.00029021i,0.00023315-9.5819e-05i,0.00079952-7.0275e-05i,0.00082239+0.0003487i,0.0007005+0.00078101i,0.00027556+0.00019498i
-0.0013877-0.0012094i,-0.0024781-0.0025747i,-0.0047782-0.0046855i,-0.0069541-0.0046111i,-0.0074494-0.00085425i,-0.0046308+0.0025859i,-0.00058344+0.003316i,0.00074932+0.0024567i,-0.00093179-6.9866e-05i,-0.0021812-0.0032566i,-0.0017625-0.0043856i,-0.00076824-0.0032804i,-0.00029988-0.0023593i,-0.00034136-0.002405i,-0.0011101-0.0013504i,-0.0018021-0.00049583i,-0.0014251+0.00036172i,-0.0010114+0.00024326i,-1.8955e-05-0.00057469i,0.00074263-0.00090007i,0.0011876-0.0012129i,0.001175-0.0006363i,0.00057387-0.00027509i
0.00031533-0.0010115i,-0.0013143-0.0039296i,-0.0050446-0.0057315i,-0.0087824-0.0030232i,-0.0091427+0.0016169i,-0.0051754+0.0033818i,-0.0016457+0.002566i,0.0013101+0.0028997i,0.0031904+0.0032994i,0.0023269+0.0020811i,0.0020311+0.0021972i,0.0020756+0.0026422i,0.00085784+0.001843i,0.00051995+0.0009373i,0.00079242-0.00014629i,0.0013047-0.00023501i,0.0013192+0.00049099i,0.00063513+0.00048196i,-0.00045545+0.00026331i,-0.0015365+0.00067182i,-0.00078913+0.0012866i,0.00044164+0.00098539i,0.00093349+0.00024655i
-0.0032696-0.00073717i,-0.0016978+0.0012581i,-0.0050755+0.0041085i,-0.0075141+0.0048185i,-0.0062261+0.0053906i,-0.0017845+0.0055446i,0.0012804+0.0027119i,0.00083209+0.0010107i,0.00015098+0.0025365i,0.0018357+0.0048885i,0.0039777+0.0060972i,0.0041582+0.0048732i,0.0026887+0.0027735i,0.0013325+0.00090644i,0.00011332-0.00073513i,5.0699e-05-0.00089205i,3.3975e-05-0.00096255i,-2.9862e-05-0.0006212i,0.0002773+8.3205e-05i,0.00075833+0.00029398i,0.00075185+0.00049111i,0.00075122+0.00082233i,0.00058702+0.00085377i
0.0044142+0.0041649i,-0.0039763+0.0035157i,0.0010254-0.0053125i,-4.7241e-05-0.013444i,-0.0053192-0.01401i,-0.010991-0.0094712i,-0.011303-0.0019717i,-0.0066792+0.0014635i,-0.0020971+3.0071e-05i,-0.00045522-0.0031143i,-0.0030575-0.0044265i,-0.0060488-0.0014844i,-0.0060149+0.0032632i,-0.0046264+0.0063176i,-0.0029785+0.0062394i,-0.001513+0.0044986i,-0.0015995+0.0027359i,-0.0015794+0.0010576i,-0.0014712+0.00030968i,-0.001116-0.0001544i,-0.0011849-0.00027274i,-0.0015407+0.00029356i,-0.00063984+0.00053611i
0.0026447-0.0010631i,-0.0003499-0.0045131i,-0.0035614-0.0091501i,-0.0079745-0.0085747i,-0.0091321-0.0050096i,-0.0073579-0.0028768i,-0.0052989+0.00015275i,-0.0028865+0.0034517i,-0.0010458+0.003449i,-0.0021825+0.00024599i,-0.0033026-0.0025043i,-0.002453-0.0022696i,-0.0011158-0.00086255i,-0.00067009+0.00019102i,-0.00014567+0.00039319i,0.00028088-0.0006776i,-0.00023118-0.0015344i,-0.00063552-0.001234i,-0.00047126-0.0012372i,-0.000262-0.00061328i,0.00066102+0.0001476i,-5.2027e-05+0.00026359i,-0.001266+0.00040983i
-4.7199e-05+0.0019204i,0.00010594+0.0023263i,-0.0011196+0.00078019i,-0.0033207-0.001126i,-0.0063173-0.0017016i,-0.0063176-0.0019677i,-0.0029985-0.00065285i,0.0011862+0.0016662i,0.0045297+0.0028015i,0.0056156+0.00262i,0.0046467+0.002538i,0.0029124+0.0011225i,0.0010872-0.00062451i,0.00084162-0.0015584i,0.00076457-0.0016834i,-0.00063532-0.0016692i,-0.00098056-0.0015582i,-0.00058704-0.00047185i,-7.1254e-05+0.00012086i,0.00012915+0.00071781i,7.0941e-05+0.0010921i,0.0002268+0.00074964i,0.00071437+7.4263e-05i
-0.00050873+0.0024945i,-0.0026557+0.0023057i,-0.0020813+0.001353i,-0.0025802-0.0011304i,-0.0036101-0.0016694i,-0.0038774+0.00071213i,-0.0015247+0.00097096i,0.0012099-0.0011009i,0.0029587-0.0016532i,0.0042056-0.001133i,0.004619-2.0141e-05i,0.0032401+0.0014816i,0.00059998+0.0029051i,-0.00085007+0.0025945i,-0.00071142-0.00038627i,-0.00074709-0.0014612i,-0.00085757-0.00068072i,-0.0004111-0.00025874i,-0.00014044-0.00011i,0.00066135+0.00050607i,0.00095272+0.00074171i,0.00044265-0.00016325i,0.00068581-0.00062299i
0.0022797-0.00040875i,-3.2256e-05-0.006373i,-0.0026226-0.010591i,-0.0052779-0.010061i,-0.005334-0.005314i,-0.0036821-0.0015615i,-0.0035989-0.00046408i,-0.0046562+0.00060341i,-0.0047338+0.00067732i,-0.0040635-0.0015602i,-0.0041456-0.0024284i,-0.00334-0.00013542i,-0.0015302+0.0031036i,-0.001521+0.0038266i,-0.0024246+0.0039156i,-0.001746+0.0031275i,-0.00094806+0.0019819i,-0.00088055+0.0018114i,-0.00042717+0.0016321i,-0.0005644+0.0012294i,-0.0005998+0.00044177i,-0.00065223+0.00046353i,-0.00073711+0.00072928i
3.1946e-05+0.0023479i,-0.00065658+0.0031861i,-0.0020474+0.0026763i,-0.0038573+0.0030759i,-0.0040528+0.0049357i,-0.0027047+0.0055095i,-0.00066571+0.0047199i,0.0010895+0.0042799i,0.00017246+0.0033255i,-0.0019071+0.0014938i,-0.0024088+0.0017435i,-0.0023431+0.0020248i,-0.0017414+4.8371e-05i,-0.00073442-0.0011961i,-0.00077261-0.0009242i,-0.00061957-0.00055064i,-0.00025928-0.00086176i,-0.00027771-0.0011915i,-0.00012712-0.0010546i,0.00017488-0.00026626i,6.3814e-05+0.00058954i,-0.0003498+0.00077191i,-0.00082399+0.00050668i
-0.0017154-0.0014527i,-0.0011734-0.00078025i,-0.0012517-0.00059158i,-0.0019054-0.0007886i,-0.0030365+0.00045084i,-0.0029165+0.002326i,-0.00012599+0.0028219i,0.002976+0.0020094i,0.0050121+0.0021504i,0.0060342+0.0025257i,0.0057103+0.0018431i,0.0036108-0.00061697i,0.00022451-0.0026915i,-0.0013393-0.0030023i,-0.0010189-0.0034732i,-0.0013726-0.003251i,-0.0019445-0.0024986i,-0.0018967-0.0019163i,-0.0010918-0.0011366i,-0.00071654-0.00025085i,-1.5302e-05+3.4775e-05i,0.0010266-0.00061924i,0.0009734-0.00094149i
0.0016116-0.0013592i,0.00067254-0.0020251i,-0.0019559-0.0046008i,-0.0057629-0.0036326i,-0.0059285-0.00029483i,-0.0031642+0.0018116i,-0.00020793+0.0019045i,0.0024184+0.00015062i,0.003384-0.0024316i,0.0030029-0.0030457i,0.0028981-0.0015223i,0.001407-0.0001666i,-0.00024727+0.0011069i,-0.00014869+0.0017628i,0.00026261+4.0626e-07i,0.00034165-0.0012353i,0.00042138-0.00027592i,0.00010984+0.00014201i,0.00075456+0.00034184i,0.0015622+0.0010675i,0.0011874+0.00074876i,0.0012216+0.0002194i,0.0013969+0.00045567i
-3.4499e-05+0.0028771i,-0.0037859+0.002507i,-0.0069368+0.0020562i,-0.0085811+0.0016871i,-0.0077064+0.0015235i,-0.0053021+0.0005699i,-0.004489+0.00070634i,-0.0043457+0.0015962i,-0.0040235+0.0014782i,-0.0044224-9.9179e-05i,-0.005008-0.00046631i,-0.003659+0.00081906i,-0.0015966+0.0022074i,-0.00048102+0.0023654i,0.00058923+0.0017391i,0.0012452+0.0010168i,0.0009219+4.4394e-05i,-0.000152+3.2061e-05i,-0.0017761+0.00090298i,-0.0026244+0.00011158i,-0.0019186+0.00014211i,-0.0011322+0.0010284i,-0.0004885+0.00064678i
-0.00077827+6.6058e-05i,-0.001995-0.00012838i,-0.003986-0.00089074i,-0.0054287+0.00034873i,-0.0051137+0.001772i,-0.0035897+0.0018679i,-0.0023285+0.0029077i,-0.0013166+0.0053813i,-0.00057426+0.006492i,-0.001274+0.0055879i,-0.0020471+0.0044098i,-0.0010504+0.0029168i,-3.3564e-05+0.00081558i,0.00021378-0.00064262i,0.00051542-0.00084861i,0.00067528-0.00073936i,0.00018822-0.00022025i,-0.00026682+0.00059847i,-0.00055778+0.00031665i,-0.00043111+0.00020699i,4.5992e-05+0.00066816i,0.00084546+0.00078775i,0.00083536+0.00043355i
-0.0011141-0.0031595i,-0.00044253-0.0048471i,-0.002134-0.0063253i,-0.0063936-0.0042838i,-0.0073526+3.5797e-05i,-0.0046355+0.0034203i,-0.0011901+0.0038199i,0.0022961+0.002893i,0.0053159+0.0016845i,0.0069008+0.00062489i,0.0064624+0.00019721i,0.0041233-0.00099995i,0.00087176-0.0018108i,-0.00093309-0.0019997i,-0.00096856-0.0022912i,-0.0011175-0.0020617i,-0.0011577-0.0023937i,-0.00066748-0.0028762i,7.2138e-05-0.0030225i,0.00036116-0.0022541i,0.00025885-0.0013374i,0.00053208-0.00097076i,0.00064243-0.0012193i
-0.0011892+1.5162e-06i,-0.0019982+0.00010883i,-0.0073174+0.00057674i,-0.011456-0.00038191i,-0.0096296+0.00074407i,-0.0041819+0.0030634i,-0.00058254+0.0022309i,0.00021247-0.00063333i,-0.00051084-0.0028861i,-0.00045446-0.0032805i,0.00071602-0.0031862i,-0.00030584-0.0025307i,-0.0018805-0.0002899i,-0.0017619+0.00045i,-0.0018973-0.00066609i,-0.0021838-0.0011554i,-0.001535-0.001281i,-0.00062676-0.0019926i,-0.00020359-0.0017812i,-0.0003659-0.0014553i,-0.00098978-0.00074932i,-0.0013503-4.7721e-05i,-0.0015972-0.00079912i
-0.00063204+0.0011753i,-0.0027808+0.0012047i,-0.0058251-0.0010577i,-0.0071601-0.0011071i,-0.0069393+0.00071058i,-0.0047215-0.00028395i,-0.0025924-0.0010477i,-0.0028109+0.00082551i,-0.0045433+0.0027708i,-0.0055255+0.0025454i,-0.0051639+0.0020066i,-0.003452+0.0024526i,-0.00090768+0.0018961i,0.0011404+0.00054196i,0.0015585-0.00013674i,0.0012467+6.37e-06i,0.0021242-0.00040356i,0.0027631-0.00039157i,0.0025626+0.00045203i,0.0015376+0.00046731i,0.00042519+8.0886e-05i,0.00044684+0.00066737i,0.00098236+0.0013284i
-0.0018074-0.001906i,-0.0040155-0.0035735i,-0.0074674-0.0060643i,-0.010189-0.0063552i,-0.01021-0.0024723i,-0.0072398+0.0024531i,-0.0045044+0.0033647i,-0.002705+0.0037091i,-0.00037911+0.0051309i,0.0010367+0.0051709i,0.0012775+0.0040435i,0.0021857+0.002408i,0.0030839+0.0012969i,0.0022287+0.00029195i,0.00091848-0.0014185i,0.0005286-0.0017284i,0.00016311-0.0005471i,0.00049852-0.00039902i,0.00064666+0.00012955i,-0.00021126+0.00078743i,0.00016354+0.00042643i,0.00059148+4.5677e-05i,-0.00045099-0.00028175i
0.0017456-0.0018415i,-0.00011974-0.0038957i,-0.0022237-0.0068349i,-0.0063005-0.0070846i,-0.008532-0.0042237i,-0.0073604+0.00043818i,-0.0030683+0.0030412i,0.002078+0.0023999i,0.0059066+8.3796e-05i,0.0067426-0.0017479i,0.004991-0.001612i,0.0026489-0.00098215i,0.00014967+0.00053558i,-0.0014824+0.0023038i,-0.0014252+0.0012761i,-0.00076892-0.00027869i,-0.00020231-0.00051427i,-0.00039458-0.0014357i,-0.0008953-0.0022902i,0.00010978-0.0018132i,0.0012256-0.00071615i,0.00067205-0.00072128i,3.0833e-05-0.0014136i
0.0028078-0.0010037i,0.003476-0.0024611i,0.0029312-0.003142i,-0.00026747-0.003315i,-0.0011673-0.00029491i,-9.1083e-06+0.0022082i,0.00090443+0.0010865i,0.00091052-0.00021616i,0.00085438-0.0015026i,0.00037285-0.0024922i,-0.0011284-0.0020031i,-0.0025312-3.5989e-05i,-0.003022+0.0013548i,-0.0025394+0.0015935i,-0.0019821+0.0012482i,-0.0008404-0.00017137i,-0.00022647-0.001566i,0.00014009-0.0020192i,0.00083426-0.0023478i,0.00025977-0.0028266i,-0.00081995-0.0024354i,-0.0010373-0.0016546i,-0.00085301-0.00029801i
0.0010629+0.001127i,0.00022313+0.0018193i,-0.0031464-7.3228e-05i,-0.0083136-0.001062i,-0.0099004+0.00023475i,-0.006778+0.00091906i,-0.0033793+0.00043177i,-0.0034808+0.00064095i,-0.004792+0.0028076i,-0.0056967+0.004401i,-0.0054989+0.0034276i,-0.0034748+0.0013636i,-0.00067618+0.00079247i,0.0014795+0.00084279i,0.0016636-2.7806e-05i,0.00090819-0.0010529i,0.00048044-0.00045315i,0.00060921+0.00073092i,0.0012713+0.0016807i,0.0013223+0.00245i,0.00078732+0.0016931i,0.0010791+0.0008836i,0.0011413+0.00080231i
-0.0017423+0.0021247i,-0.0056606+0.001039i,-0.0077504+7.0936e-05i,-0.0090259-0.00023614i,-0.0094208+1.0773e-05i,-0.0086867+0.00050719i,-0.0071243+0.0029092i,-0.0042481+0.0054375i,-0.00013441+0.0054347i,0.0037428+0.0041226i,0.0052566+0.002325i,0.0046928+0.0011785i,0.0032705+0.00039729i,0.0015656-0.0011406i,0.00063753-0.0021618i,0.00075959-0.0020783i,0.001323-0.00094074i,0.0021264+8.432e-06i,0.0023648+0.00048494i,0.0018314+0.00031699i,0.0018096-0.00029312i,0.0022772-0.00083179i,0.0024627-0.0015167i
-0.0016669-0.0021744i,-0.0025665-0.0056687i,-0.0030325-0.0089397i,-0.0043783-0.0077697i,-0.0044626-0.0013775i,-0.0029992+0.0053671i,-0.0010954+0.0071827i,0.002356+0.0047432i,0.0051488+0.00063692i,0.0047322-0.0019323i,0.0033856-0.001582i,0.0021273-0.001326i,-0.00049159-0.0008473i,-0.0032925-0.00018603i,-0.0035374-0.0006124i,-0.0022104-0.00060494i,-0.0018139-0.00087488i,-0.0014413-0.0011124i,-0.00087375-0.00054312i,-0.00093886+0.0001507i,-0.00070271+0.00074815i,-1.9801e-05+0.00047137i,0.00050964-0.00070049i
