-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
0.00082625-0.0012657i,0.00055839-0.0024334i,-0.0025572-0.003348i,-0.0061837-0.0021118i,-0.006156+0.0012676i,-0.002969+0.0037681i,-0.00054503+0.0034245i,0.00046817+0.0024418i,0.00097082+0.0012434i,0.00071625+0.00066808i,-0.00033584+0.00112i,-0.00033934+0.00093498i,-5.1728e-05+0.00058834i,0.0002258+0.00078624i,0.00077787+0.00069553i,0.00080499-0.00012157i,0.00060119-0.00052229i,0.00039953-0.00044905i,0.00083335-0.00070027i,0.0010537-0.0007296i,0.00061689-0.00021875i,0.0005099+0.00016768i,0.00044208-0.00037505i
-0.00057116-0.00065518i,5.2134e-05-0.00080717i,-0.0024057-0.0017263i,-0.004492-0.001032i,-0.0041563+0.0018387i,-0.0019235+0.0036273i,-0.00064864+0.0027601i,-5.1883e-05+0.00088442i,0.00050414+0.00015036i,0.0003967+0.0008472i,0.0010813+0.0018842i,0.0017607+0.0019199i,0.00099859+0.00020732i,0.00040811-0.00054602i,0.00047066-0.0010282i,-0.0001722-0.0017145i,-0.00054986-0.00090905i,-0.0013246-0.00069321i,-0.0013833-0.00061351i,-0.0010934-8.965e-05i,-0.00057462-3.4173e-05i,0.00031066-0.00033069i,0.00027389-0.00080796i
-0.00020381-0.0003611i,-0.001465+0.0017512i,-0.0032849+0.0027334i,-0.0043611+0.0026773i,-0.004003+0.0035439i,-0.0023719+0.0037559i,-0.00073787+0.0028092i,-0.00012348+0.0015163i,0.00044866+0.00085194i,0.0012257+0.00070633i,0.0014777+0.00023285i,0.0011812-3.7885e-05i,0.0009288+0.00045396i,0.00059071+0.00049415i,-0.0011376+0.00028806i,-0.0014956+5.2513e-05i,-0.00044891-1.8954e-05i,-0.0005378+0.00033852i,-0.00054399-0.00020885i,0.00016514-0.0011706i,0.00050611-0.0011736i,0.00058467-0.00075122i,0.00037317-0.0003933i
-8.1502e-05-0.00017127i,-0.0013983-0.0017944i,-0.004139-0.0034172i,-0.0057482-0.0022795i,-0.0046125+0.00079284i,-0.0022435+0.0025611i,-0.0003573+0.0025743i,0.00056992+0.0017946i,0.00071917+0.00096381i,2.8866e-05+0.00031025i,-0.00022045+0.00011077i,-5.8068e-05+0.00030697i,-0.00032081+0.0010617i,-0.00033024+0.0010098i,-0.0001333-0.00014604i,-0.00016675-0.00080125i,6.9742e-05-0.00054431i,0.00046906+2.482e-05i,0.00028674-0.00064822i,0.00021492-0.00098481i,-4.7994e-05-0.00062158i,-0.00063477-0.00068177i,-0.00063863-0.00081845i
0.00035631+0.00054666i,-0.00046201-0.00048815i,-0.0039281-0.00033114i,-0.0071938+0.0010979i,-0.0071295+0.0029029i,-0.0034934+0.0030174i,-0.0013186+0.0023634i,-0.00078017+0.0026995i,0.00010392+0.0023615i,-6.3354e-05+0.0013096i,7.2422e-05+0.00048243i,0.00041434+0.00079133i,0.00017183+0.0016568i,0.00033825+0.0010425i,0.00021392-0.00011763i,-0.00021998-0.00047296i,-0.00076172-0.00013208i,-0.00081356+0.00041797i,1.9268e-05-0.00018639i,-0.00031318-0.00083745i,-0.00011646-0.00033299i,0.00062514+8.4862e-05i,0.00015169+9.4863e-05i
0.0013461+0.00078297i,0.00019808+0.00049087i,-0.0024651-0.0010237i,-0.0059991-0.0012252i,-0.0060132+0.0006762i,-0.0034627+0.002289i,-0.0018202+0.0025602i,-0.0013441+0.0018235i,-0.00048942+0.00092324i,-1.9927e-05+0.00064808i,-0.00069206+0.0008226i,-0.00085088+0.0010267i,0.00084401+0.0010895i,0.0010348+0.0010042i,0.0002525+0.00033473i,0.0004827-0.00016251i,0.0010011-2.2091e-05i,0.00079095+1.4034e-05i,0.0010979+6.6866e-05i,0.001286+0.00020299i,0.0010985+0.0014683i,0.00018064+0.0018966i,-0.00056809+0.0010103i
0.0018713+0.0012861i,9.5423e-05-0.00082773i,-0.001934-0.003773i,-0.0039105-0.0043098i,-0.004409-0.0017681i,-0.0028913-0.00051371i,-0.0010228-0.00053615i,1.6906e-05+4.2194e-05i,0.00059834+7.9713e-05i,0.0010216-0.00013107i,0.00045534+8.227e-05i,0.00053648+0.00011703i,0.0008629+0.00060273i,0.00047651+0.00059084i,0.00030449+0.00013453i,9.8808e-05-0.00040554i,-0.00041094-0.00086908i,-0.00053452-0.00055968i,-0.00063596-0.00061079i,-0.00053216-0.00034898i,-2.2534e-05+0.00039683i,0.00020582+6.6282e-05i,-7.302e-05-0.00011848i
0.00019788+0.0008427i,-0.0023992+0.0012752i,-0.0061601-0.00041185i,-0.0086617-0.00013053i,-0.0079569+0.0026214i,-0.0056708+0.003632i,-0.0034265+0.0022145i,-0.0014729+0.001212i,-3.2022e-05+0.0010521i,0.00040728+0.00093844i,-7.6083e-05+0.00033197i,-0.00097101-0.00066818i,-0.0014903-0.00049702i,-0.0002919+0.00015148i,0.00053961+9.4898e-06i,0.00025776+0.00012148i,-0.00033563+8.7779e-05i,-0.00092457-0.00044092i,-0.0009122-0.00065996i,-0.00017108-0.00032678i,-6.1012e-05+0.00033076i,-0.00010215+0.00038474i,0.00016853-5.6086e-05i
-0.00053073-0.001582i,0.00020482-0.0018881i,-0.00088312-0.0013039i,-0.0031423-7.8145e-05i,-0.003988+0.0016264i,-0.0021762+0.0017018i,-0.00090373+0.00097826i,5.9766e-06+0.00029413i,0.00023587-0.00056729i,-0.00075075-0.00057958i,-0.0014341+0.00051359i,-0.00096198+0.00062987i,0.00027602+0.00027915i,0.00092212+0.00018197i,3.4799e-05+0.00025885i,-0.00049116-0.00019492i,-0.00065189-0.00062409i,-0.00013823-0.00024491i,0.00064496-0.00013768i,0.00057175-0.00042975i,0.00021755+0.00027293i,-3.9781e-05+0.00087436i,-0.00054667+9.0796e-05i
-0.00024241-0.0014716i,-0.001753-0.0020106i,-0.0037253-0.0018608i,-0.0046954-0.00085756i,-0.0040555+0.0019855i,-0.0020564+0.0033544i,-0.00071059+0.0022083i,3.0651e-05+0.0013381i,0.0007381+0.00074724i,0.00086506+0.00013405i,0.0012529+0.00029716i,0.0013877+0.0005584i,0.00078023+0.00020488i,0.00016834-0.00043544i,-0.00023852-0.0010042i,-0.00080258-0.00051029i,-0.00086102+0.00014126i,-0.00027469+0.00032433i,-0.00016053+9.0029e-05i,2.0994e-05-0.00023337i,-3.6123e-05+0.00018915i,-7.2988e-05+0.00083826i,0.00045845-0.00020717i
0.00054241-0.0014931i,-0.00048409-0.0030391i,-0.0038566-0.0054404i,-0.005732-0.0042893i,-0.0044924-0.00046845i,-0.0021243+0.0025723i,-0.00043764+0.0030126i,0.00030124+0.0018421i,0.00021185+0.00070046i,0.00036832+0.00011667i,0.0007804-4.3612e-05i,0.00091086-0.00012855i,0.00077781+8.7264e-05i,0.00039697-1.6178e-05i,0.00026093-0.0005476i,0.00051869-0.0010032i,0.00096332-0.001074i,0.0008717-0.0011232i,0.00075326-0.0014272i,0.00066774-0.00063056i,0.00021693+0.00036273i,0.00026775+0.0004387i,-0.0003045+0.00042005i
-0.00053059+0.00051294i,-0.00061626-0.00055995i,-0.00034706-0.0016628i,-0.0017934-0.00060801i,-0.0028793+0.001728i,-0.0029628+0.0023876i,-0.0024432+0.0010141i,-0.00034442+0.0005375i,0.0011738+0.0011623i,0.0013747+0.0012381i,0.0010519+0.0011888i,-0.00011309+0.0013589i,-0.00091296+0.00069822i,-0.00018654-0.00035562i,0.00042778-0.00065586i,0.00051369-0.00074974i,0.0001777-0.001085i,-0.00047024-0.0014517i,-0.00091013-0.00085038i,-0.0006393+0.00019646i,-9.9965e-06+0.00024097i,-0.00013866+8.4454e-05i,-5.1638e-05+6.6132e-05i
-0.00014133+0.00045491i,-0.0005825+0.00096301i,-0.0023521+0.0021879i,-0.0034866+0.0036139i,-0.0030245+0.0041356i,-0.001484+0.0027235i,-0.00027672+0.0016312i,-0.00016582+0.0015657i,-9.0965e-05+0.0010716i,-5.3105e-05+0.00043242i,-0.00018383+0.00043078i,-0.00010999+0.00049233i,1.0848e-05+0.0001652i,-0.00017373+0.0002184i,-0.00062999+3.3097e-05i,-0.00095172-0.00038923i,-0.0013361-0.00074949i,-0.0014516-0.00061866i,-0.0004745+6.5475e-05i,0.0001912+0.00014134i,0.00057218-0.00018472i,0.00057062-0.00026259i,-0.00023892+0.00026377i
-0.00060433-0.0015274i,-0.0020143-0.0026694i,-0.0052795-0.0026893i,-0.0068117-0.00065886i,-0.0062433+0.0010672i,-0.0041392+0.00063457i,-0.0021686-0.00044953i,-0.0014822+8.1406e-05i,-0.0016426+0.00065384i,-0.0015013+8.5358e-05i,-0.00044227+0.00079534i,0.00012162+0.0011259i,-0.00031598+0.0012685i,-0.00032445+0.00186i,0.00015971+0.0018931i,0.00017158+0.0015588i,0.00017412+0.00082223i,0.00034971-0.0001485i,0.0002009-0.00020415i,-0.00015952+6.4278e-05i,0.00012347+2.9414e-05i,0.00093372-6.6981e-06i,0.0011817+0.00037399i
-0.00039483-0.00054788i,-0.00046807-0.0012492i,-0.0036376-0.0019162i,-0.0066982-0.00036218i,-0.005658+0.0023349i,-0.0025564+0.0027282i,-0.00055769+0.0014952i,0.00051782+0.0016387i,0.0015356+0.001211i,0.0018538+0.00026538i,0.0017359+5.9112e-06i,0.00093099-0.00051391i,-0.00065877-0.0004097i,-0.0012496-0.00027657i,-0.00095434-0.00086195i,-0.00089298-0.00051894i,-0.00085479+0.00041147i,-0.00091755+0.00022416i,-0.00025137-0.00013152i,0.00051297+8.6964e-05i,0.00010509+0.00015935i,0.00053357-0.00034847i,0.00083872-0.0007174i
-0.0015578-0.0012518i,-0.00064567-0.0024574i,-0.0017391-0.0030527i,-0.0032672-0.0017651i,-0.0029276+0.0009759i,-0.0014962+0.0020654i,-0.0003981+0.0011754i,0.0011994+0.0010951i,0.0023203+0.0012127i,0.0022093+0.00072729i,0.0016506-4.6096e-05i,0.00049962-0.00016496i,-0.00095678+0.00036981i,-0.0014443-5.7106e-05i,-0.00089587-0.00064264i,-0.00049406-0.00084195i,-0.00015448-0.0011752i,0.00032406-0.0013415i,0.00092497-0.0010831i,0.0010458-0.00055462i,-0.00034953+0.00021649i,-0.0011524+0.00015775i,-0.00057109-0.00096975i
-0.00078236-0.00028878i,-0.001647+0.00022246i,-0.001726+0.00012619i,-0.0033021+0.00099004i,-0.0057128+0.0021149i,-0.0040585+0.0025782i,-0.0007967+0.002333i,-0.00024598+0.0014111i,-0.00062152+0.00046059i,-0.0015386-0.00015035i,-0.0018772+0.00024154i,-0.00079757+0.00040293i,-7.2801e-05-0.00021111i,-0.00010423-0.00036188i,-0.00044288+1.8185e-05i,-0.00064196+1.7876e-06i,-0.00097091+0.00047916i,-0.00057105+0.00050374i,0.0002134-0.00028981i,0.00035176-0.00034238i,0.00010781+0.00010063i,0.00019593+0.00041537i,0.00035614+1.5989e-06i
-0.00096186-0.0019909i,-0.0030241-0.0017214i,-0.005477-0.0003616i,-0.0076733+0.0012886i,-0.007564+0.002812i,-0.004183+0.0027248i,-0.001414+0.0019802i,-0.00098874+0.0023042i,-0.0011508+0.0019688i,-0.00095674+0.0010431i,-0.00088875+0.00071916i,-0.00034005+0.0005799i,0.00055407+0.0011393i,0.0011175+0.0018255i,-1.939e-05+0.0008957i,-0.00088709+3.9675e-05i,3.4585e-05+0.0003085i,0.00044117+0.00034694i,4.3659e-05-7.5659e-05i,0.00028546-2.1372e-05i,0.00054838-0.00046526i,0.0013227-0.000456i,0.0016141+0.0002999i
5.5264e-05-0.0023133i,-0.00027985-0.0035132i,-0.0040889-0.0028399i,-0.0066082-0.00024346i,-0.0053629+0.003302i,-0.002468+0.0041048i,-0.0010289+0.0027072i,-0.00022314+0.0018736i,0.0011004+0.00122i,0.0019028+0.0014135i,0.0025391+0.0014397i,0.0025165+0.00024898i,0.0016199-0.00011801i,0.0011742+8.0239e-05i,0.00045496-0.00023832i,-9.5072e-05-0.00093747i,-0.00011436-0.0013163i,4.8503e-05-0.00095824i,-0.0002414-0.0010196i,-9.2652e-05-0.00095395i,0.00056987-0.00012221i,0.0010232-0.00011367i,0.00080838-9.408e-05i
-0.0014323+0.00031433i,-0.0014472-0.0013221i,-0.0029032-0.0030417i,-0.0052233-0.0027896i,-0.0049196-0.00061552i,-0.002089+0.0012839i,0.00064167+0.00051018i,0.0012513+3.7049e-05i,0.0013981+0.00039441i,0.0022454+0.00089814i,0.0015379+0.0011896i,0.00024119+0.00071288i,3.5648e-05+0.00031285i,-0.00020865+0.00010981i,-0.001245-0.00034761i,-0.0021767-0.00035871i,-0.0010476-0.00046909i,0.00018694-0.0006703i,0.00020988-0.0010374i,-0.0001592-0.00073519i,-0.00044327+0.0001505i,6.1098e-05+2.799e-05i,9.1043e-05-0.00056635i
-0.00070479+0.00059414i,-0.0023581-0.00094548i,-0.002779-0.0027564i,-0.0043956-0.0034214i,-0.0048332-0.0024048i,-0.0028598-0.00088894i,-0.0018201-0.0003929i,-0.0014683-7.9279e-05i,-0.00082671+0.00055466i,-0.00084581-0.0001442i,-0.0010575-0.0011346i,-0.0017156-0.0010432i,-0.0020055-0.00017214i,-0.0019132+0.00014527i,-0.0012528+0.00016911i,-0.00061205+0.00092241i,-0.00013779+0.0015834i,0.00025216+0.0014363i,0.00038751+0.00025175i,0.00084094-0.00017228i,0.00052251+0.00043962i,-3.6241e-05+0.00023453i,0.00021842-0.00016449i
0.00026479+0.00092565i,-0.00045955-0.00016731i,0.00030346-0.00069474i,-0.00078509-0.00054603i,-0.0016012+0.00088933i,-0.00076777+0.0015751i,-0.00055186+0.0010863i,-0.0010395+0.0015037i,-0.00077642+0.0020994i,-0.00045224+0.0018191i,-0.00047819+0.0019137i,-0.00017953+0.0020534i,0.00029569+0.0021097i,0.00043352+0.0020602i,0.00084311+0.0016182i,0.0011271+0.00087023i,0.00072229-0.00020799i,0.0003327-0.000925i,0.0001135-0.00076147i,5.6119e-05-0.00038814i,0.00061705-0.00014327i,0.00059123+0.00033909i,0.00062923+0.00062578i
0.00070232-0.0010148i,-0.0016165+0.00023603i,-0.0059785-0.00026668i,-0.0096096+0.00077242i,-0.0097098+0.0026437i,-0.0059422+0.0027662i,-0.0017429+0.0024969i,0.00016212+0.0024931i,0.0018034+0.0013726i,0.0034746+0.00023256i,0.0034534+0.00057928i,0.002037+0.00066037i,0.0012307+0.00049216i,0.001018+0.00081693i,0.0009626+0.00013626i,0.00097155-0.00062244i,0.00080638-0.0010505i,2.8307e-06-0.0010383i,-0.00022503-0.00021322i,0.00026459+0.00067198i,0.00026431+0.0010674i,0.00034052+0.00033798i,0.00083549+9.4912e-05i
-0.00092133-0.0002527i,-0.00052583-0.0019124i,-0.0025179-0.0029507i,-0.0052176-0.0019954i,-0.0052175+0.00015461i,-0.0036205+0.0010395i,-0.0018628-9.8801e-05i,0.00025523-0.00050048i,0.001495-0.00025595i,0.0022935-0.00054386i,0.0021904-0.0011946i,0.00080581-0.001095i,-0.0001643-0.0007106i,-0.00074754-0.0005122i,-0.0010188-0.00081659i,-0.0011041-0.00065232i,-0.0013208-5.7592e-05i,-0.00083055+0.00084069i,-0.00030174+0.00095834i,3.0466e-05+0.00071438i,-2.3077e-05+0.0006747i,0.00011806+0.00027209i,0.00094145+0.00039649i
-0.00074347+4.8148e-06i,-0.0022808-0.0013497i,-0.0047634-0.0028323i,-0.0075692-0.0028655i,-0.0073446-5.1573e-05i,-0.0040354+0.0018224i,-0.00171+0.00093981i,-0.00098368+0.00025299i,-0.00089783-0.00029257i,-0.0016013-0.00096448i,-0.0021571-9.5418e-05i,-0.0016892+0.0007448i,-0.001296+0.001375i,-0.0012033+0.0013784i,-0.0010531+0.00052895i,-0.00099383-0.00024907i,-0.00048376-0.00021012i,0.00019329-6.368e-05i,-0.00044272-0.00027789i,-0.0012253-0.00025317i,-0.00019732-0.000385i,0.00050049+0.0002093i,-0.00033856+0.00048635i
0.0012258-0.0011745i,0.00039686-0.00087555i,-0.0018745-0.0023636i,-0.0036503-0.0017689i,-0.003608+0.00069754i,-0.001224+0.0025332i,0.0002916+0.0028153i,-0.00013843+0.0024342i,-0.00065612+0.0023575i,-0.00095475+0.0024967i,-0.00094432+0.0029021i,0.00010494+0.0023554i,0.00090157+0.0013034i,0.0011165+0.0010717i,0.0012664+0.00052297i,0.0011653+0.00032316i,0.00087396+0.00021692i,0.00089768-0.00018942i,6.4938e-05-0.00042677i,-0.00056693-0.0003852i,-0.00010556+9.4894e-05i,5.1174e-05+0.00024427i,-0.00018787+0.00015435i
-0.00045749+0.00056622i,-0.00075316+0.00026269i,-0.0010605+0.00084334i,-0.0027107+0.0019833i,-0.0033795+0.0024498i,-0.0020198+0.0027494i,-0.00014787+0.0029066i,0.0018212+0.0017416i,0.0025747+0.00068736i,0.0022698+0.00086946i,0.0023383+0.00092326i,0.002303+0.00071522i,0.0013799+0.00016966i,0.00072485-0.0007226i,0.00041928-0.00071574i,-0.0001619-0.00062197i,-0.00025445-0.0012785i,-0.00063904-0.001003i,-0.0012523-0.0001641i,-0.0010958+6.6619e-05i,-0.00085473+0.00064485i,0.00034039+0.00066466i,0.00093112-2.9518e-05i
0.00068531-0.00021587i,-0.0022081-0.0010362i,-0.0057494-0.0014223i,-0.0067449-0.0010475i,-0.0047725+0.00091768i,-0.0025215+0.0023619i,-0.00064949+0.0016499i,0.00034614+0.00072185i,0.0006361-0.00018943i,0.0017889-0.0017483i,0.0021516-0.0022145i,0.00074017-0.00084983i,-0.00063883+0.00039258i,-0.00065707+0.00050719i,-0.00082184-0.00016837i,-0.0014614-0.00047641i,-0.0013729+0.00010559i,-0.00067178+0.00062607i,0.00010403+0.00039466i,0.00046779-0.00039048i,0.00023638-0.00044399i,0.0001033-0.00045171i,-0.00013771-0.00051365i
-0.0025903-0.0012678i,-0.0031802-0.0019211i,-0.0045273-0.0010802i,-0.0055968+0.0011996i,-0.0050519+0.0034822i,-0.0028192+0.0034265i,-0.0016826+0.0022049i,-0.0016499+0.0013922i,-0.0018776+0.00097222i,-0.0026257+0.0010677i,-0.002971+0.0015568i,-0.0021733+0.0016912i,-0.0012788+0.001081i,-0.00054362+0.0011483i,-0.00011312+0.00094034i,-0.00057988-3.3081e-05i,0.00011509-0.00028592i,0.00045261+0.00021419i,-0.00031081+0.00014567i,4.2576e-06-0.00056908i,0.00013661+0.00028482i,0.00021644+0.0012522i,-0.00012364+0.00065512i
0.00017355+0.00028118i,0.00027215-0.00037142i,-0.0013938-0.0016201i,-0.0042966-0.0014515i,-0.0040164+0.00085938i,-0.00071235+0.0021986i,0.00042461+0.0027582i,0.00063814+0.0036937i,0.00051871+0.004432i,-0.00025756+0.0039656i,-0.00048615+0.0033763i,0.00012865+0.0023761i,0.00081521+0.00080195i,0.0010496-7.3498e-05i,0.00090726-0.00012627i,0.00092623+0.00057655i,0.00057594+0.0015432i,-0.00021191+0.00098359i,-7.7059e-05+0.00019477i,-0.00020555+0.0001359i,-0.00023042-9.637e-05i,-0.00012645-8.4963e-05i,-8.0562e-06+0.00012477i
0.001103-0.00104i,0.00057228-0.0020726i,-0.0010521-0.0030923i,-0.0038512-0.0023881i,-0.0046428+0.00034039i,-0.0026173+0.0026175i,-0.00032264+0.0032305i,0.0010811+0.0031271i,0.0019597+0.0016162i,0.0030202-0.0001682i,0.0031649-0.0008096i,0.0020037-0.0010405i,7.8304e-05-0.00039213i,-0.00035699-0.00016789i,0.00035638-0.00085435i,3.7086e-05-0.00068572i,-0.00069343-0.00053589i,-0.00073659-0.00054655i,-0.00063039-0.00014249i,-0.0011251+0.00037333i,-0.00058284+0.00057635i,0.00026645-9.1471e-05i,0.00033813-0.00027964i
-0.00068366-0.00081814i,-0.0014729-0.0013218i,-0.0046778-0.0012735i,-0.0068897-0.00047854i,-0.0053999+0.0016084i,-0.0023027+0.0031038i,-5.0044e-05+0.0028072i,0.0010431+0.0016016i,0.0011551-0.0011708i,0.0012497-0.0034191i,0.00088041-0.0033003i,-3.2611e-06-0.0018202i,-0.0010992-0.00019476i,-0.0018822-8.874e-05i,-0.0016582-0.00045988i,-0.001212+2.1323e-05i,-0.00066233+0.00019803i,-0.00052775-5.5714e-05i,-0.00069141-0.00052031i,-0.00060702+1.1828e-05i,-0.00015917+0.00077006i,8.9267e-05+0.00033756i,-0.00039008+7.7479e-05i
-0.0014343-0.00054926i,-0.001446-0.0014591i,-0.0029055-0.00065729i,-0.0043956+0.0018652i,-0.0037694+0.0038609i,-0.001904+0.0038024i,-0.0017247+0.0026083i,-0.0017906+0.0019365i,-0.0013881+0.0023951i,-0.0016529+0.0030499i,-0.002063+0.003005i,-0.001249+0.0025803i,-0.00076224+0.0017712i,-7.6442e-05+0.00073624i,0.00055269-8.5459e-05i,0.00022753-0.00054819i,0.00023528-0.0013148i,0.00012177-0.001729i,0.00015056-0.0016205i,0.00030517-0.0010977i,0.00018432-0.0004112i,0.00052366+5.7217e-05i,0.0010852+0.00029697i
0.000755+0.00092643i,0.00064947+1.1321e-06i,-0.0014198-0.001475i,-0.0052213-0.001728i,-0.0068306+6.6247e-05i,-0.0050089+0.0031543i,-0.0023094+0.0042202i,-0.00017861+0.0036869i,0.00090145+0.0034867i,0.00016647+0.0042896i,0.00039333+0.0043546i,0.0011671+0.0031041i,0.00072152+0.0012584i,0.00042053+0.00029091i,0.00080936-0.00062338i,0.0010197-0.0013258i,0.00049987-0.0011618i,-0.00036832-0.00064903i,-0.00064642-0.00066718i,-0.00043563-0.001034i,-0.00034624-0.00014114i,0.00016739+0.00061592i,0.00066848+0.00095344i
0.00039998+0.00079124i,-0.00084404+0.00061711i,-0.0035162+0.00046492i,-0.0057681+0.00063418i,-0.0053541+0.0019054i,-0.0023364+0.0031315i,-0.00027398+0.0026668i,0.00053288+0.0016703i,0.0018617+0.00040901i,0.0035627-0.0011423i,0.00357-0.0025869i,0.001594-0.0033375i,-1.8715e-05-0.0018578i,-0.00041897-0.00097884i,-0.00044492-0.0015637i,-0.00064605-0.00084598i,-0.00026973+0.00056815i,0.00042643+0.00063091i,0.00088304+4.2366e-05i,0.0011023-0.00027529i,0.0015029-0.00011911i,0.0018786+0.00023294i,0.00088732+2.969e-05i
0.00058074-0.00062958i,-0.0014424-0.00060354i,-0.0055885-0.0012031i,-0.0085316-0.00032793i,-0.0063719+0.002119i,-0.0029597+0.0042174i,-0.0011026+0.0033992i,-0.0003146+0.0015876i,0.00012652-0.00093359i,0.00012154-0.0025801i,-8.8033e-05-0.0020208i,-0.00044967-0.00021487i,-0.00074948+0.0014987i,-0.00050952+0.0012766i,-0.0011103+0.00040749i,-0.0016369+0.00025339i,-0.00078479+6.1769e-05i,0.00051759-0.00028011i,0.0010506-0.00051807i,0.00099424-0.00086546i,0.00063425-0.0006225i,0.00019442-8.2664e-05i,-0.00025366-0.00044622i
-0.00011332-0.0018078i,-5.4711e-05-0.0023375i,-0.0031574-0.0033718i,-0.0061519-0.0027024i,-0.0055773+0.0009082i,-0.0029671+0.0030716i,-0.0023387+0.0028521i,-0.0030049+0.0027354i,-0.0025498+0.0025i,-0.0021931+0.0027636i,-0.0015523+0.0037464i,-0.00028998+0.0036424i,0.00073694+0.0020717i,0.001179+0.0002928i,0.00094314-0.0002105i,0.00089829+8.5209e-05i,0.00045584+0.00018829i,0.00018813-2.4137e-05i,-0.00053592+0.0001977i,-0.00077589+0.00055215i,0.0002359+0.00045357i,-1.2214e-05+0.00020995i,-0.00019181-0.00027939i
0.0016199+9.7997e-05i,-8.6884e-05-0.00058574i,-0.0026606-0.0025707i,-0.0073173-0.0022961i,-0.0096508+0.00082058i,-0.0072918+0.0029006i,-0.0039393+0.0040695i,-0.0011312+0.0039758i,0.0013705+0.0024185i,0.001987+0.0021809i,0.0015415+0.0034801i,0.0007359+0.0030234i,0.00078525+0.00072429i,0.0013262-0.00065942i,0.0010811-0.0015771i,0.00049833-0.0023037i,0.00010742-0.0017239i,0.00062134-0.00078995i,0.0012864-0.0011041i,0.00085657-0.00049123i,-9.0115e-05+0.00036079i,-0.00027996+0.00063134i,0.0001836+0.00035056i
0.00051282+0.0017806i,-0.00097127+0.002551i,-0.0036055+0.0031063i,-0.0061568+0.0027534i,-0.0055246+0.002395i,-0.0036253+0.0025448i,-0.0022547+0.0018423i,-0.00049944+0.00070896i,0.00070755-0.00063547i,0.00076863-0.002361i,0.00040251-0.0033012i,-0.00030393-0.0026912i,-0.0017475-0.00098767i,-0.0023293+0.00055039i,-0.002389+0.00092902i,-0.0027263+0.00071471i,-0.0017879+0.00081891i,-0.00048483+0.00085692i,9.0687e-05+0.0005644i,0.00027038+0.00044142i,0.00038148+8.2394e-05i,-9.9511e-05-0.00032982i,-0.00091982-0.00022506i
-9.6699e-05-0.00084324i,-0.0024502-0.0020245i,-0.0050174-0.0029984i,-0.0057087-0.0019411i,-0.0049039+0.00013557i,-0.0034666+0.000131i,-0.0017628-0.00089397i,-0.0010054-0.000957i,-0.00141-0.0011799i,-0.0013621-0.0019101i,-0.0010107-0.0014059i,-0.0010576+0.00052263i,-0.0010319+0.0018852i,-0.00063905+0.0016642i,-0.00012043+0.0012187i,0.00014646+0.0007637i,0.00041881+0.00099933i,0.00079699+0.0013304i,0.00043194+0.00054238i,3.4067e-05-0.00032161i,0.0010033-0.00089708i,0.0011874-0.00096595i,0.00058329-0.00034774i
-0.0013459-0.0020659i,-0.0025835-0.0028324i,-0.0048082-0.0043219i,-0.0072546-0.0029726i,-0.0065942+0.0011872i,-0.0030388+0.0024431i,-0.0014022+0.0015102i,-0.0013479+0.0010303i,-0.00037164+0.00179i,0.00042312+0.0029647i,0.00093659+0.0043176i,0.0013265+0.0042079i,0.00072768+0.0017902i,0.00061417-0.00033833i,0.00083943-0.0012854i,0.00010461-0.0025203i,0.00012507-0.0021483i,0.00063979-0.00054405i,0.00028793+0.0005466i,-0.00092323+0.00039104i,-0.00041084-0.00025625i,0.0010213+0.00024789i,0.00076617+0.00047436i
-0.00075908-7.1931e-05i,-0.00097852-0.0001732i,-0.0020478+0.00078148i,-0.0042339+0.002241i,-0.0058314+0.0048224i,-0.0032596+0.0053363i,-0.00035967+0.0035446i,0.0012077+0.0025597i,0.0026832+0.0031739i,0.0030966+0.0030639i,0.002063+0.0020685i,0.00082817+0.00050511i,0.0011725-0.0012138i,0.0017774-0.0016107i,0.0013201-0.0015153i,-0.00051324-0.00087484i,-0.0015146-0.00015497i,-0.00084514+0.00056966i,4.3968e-05+0.0010523i,0.00049274+0.00071494i,0.00035932+0.00066204i,2.4168e-05+0.00017009i,-0.0002089-0.0004344i
0.00078827+0.0010414i,-0.00012811+0.00075791i,-0.0017171+0.00053689i,-0.0043054+0.00024674i,-0.0046885+0.0010366i,-0.0027481+0.0010098i,-0.00070428+0.00044198i,0.00057546+7.3549e-05i,0.001401-0.0010506i,0.00060258-0.0022784i,-0.0016938-0.0029515i,-0.0025285-0.0026438i,-0.0017855-0.00051651i,-0.0015598+0.0013309i,-0.0016564+0.0013293i,-0.00056788+0.0010347i,0.00042955+0.0006237i,0.00032922-0.00015919i,0.00085753-0.00071906i,0.00080036-0.00010665i,-0.00056525+0.00011974i,-0.00097256-0.00053531i,-0.00041995-0.00087354i
