-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
0.00012742-0.00067727i,0.00083616-0.0011976i,0.0010458-0.0013894i,0.00045028-0.0012882i,-0.00062521-0.0014574i,-0.00054769-0.0012379i,0.00031867-0.00016452i,0.00037337+0.00025164i,0.00059239+7.3011e-05i,0.00084419-0.00013287i,-2.3323e-05+0.00010971i,-0.00068815+0.00022127i,-0.00086313-0.00013044i,-0.0012504-0.00048756i,-0.0011963-5.7855e-05i,-0.00077249+0.00030471i,-0.00027754-2.6156e-05i,-8.2292e-05-7.8063e-05i,0.00025131+0.00059448i,0.00050427+0.00056379i,0.00083796+0.00023724i,0.00076928+0.00031008i,0.0006183+0.0002406i
0.0035792+0.0010538i,0.0040983+0.0012895i,0.003504+0.00093888i,0.0013491-0.00048065i,-0.00049349-0.0013201i,-0.0012451-0.00082218i,-0.00059892-0.00064133i,0.00016483-0.00061876i,0.0011558-0.00047923i,0.0022744-0.00030008i,0.0015257-2.2381e-05i,-0.00014145+0.00014478i,-0.00042949-0.00035207i,0.00011562-0.00048655i,9.0616e-05+0.00030465i,0.00023499+0.00092778i,0.00047787+0.00084027i,3.7648e-05+0.00039255i,0.00030461+0.00022511i,0.00090198-0.00047629i,0.00039698-0.00017896i,-0.00028352+0.00052462i,-0.00047411+0.00053531i
0.001035+0.0010762i,-1.9359e-05+0.0012072i,0.00078278+0.0016164i,0.0022729+0.0015095i,0.0020379+0.001094i,0.00095118+0.0011288i,0.0002501+0.0010456i,0.00098903+0.00088143i,0.0011003+0.00058469i,0.00067566-0.00062008i,0.0012165-0.00093859i,0.00089733-0.00080478i,-0.00035292-0.0012866i,-0.00049482-0.00045705i,-0.00027247+0.00096382i,-0.00013675+0.00040111i,-9.4301e-05-0.00017041i,-0.00048337+9.5872e-05i,-0.00022622-0.00019078i,9.3961e-05-0.00012147i,0.00034755+0.00010275i,0.00077909+0.00036066i,0.00023049+0.0003519i
-0.00088894-0.0010371i,-0.00011184-0.0026257i,-0.00075206-0.0029519i,-0.00028252-0.0017749i,5.9009e-05-0.0010551i,-0.00084709-0.00043112i,-0.00042645+0.00046093i,0.00075083+0.0004252i,0.0010678-0.00019783i,0.0014164-0.00066589i,0.0018824-0.00032366i,0.0010273-0.00011752i,0.00050364-0.00041308i,0.00042188+4.6168e-05i,-0.00013654+0.00015925i,-9.9838e-05+0.00053982i,-0.00031897+0.0001822i,-0.0004593+0.00033612i,-0.0003225+0.0007722i,-5.0816e-05+0.00066987i,0.0007093+0.00073576i,0.00098298+0.00045467i,0.00024977+0.00031531i
0.00036352-0.00057493i,0.00066991-0.00095104i,0.0015878-0.00091754i,0.00205-0.00026103i,0.00061438-9.4287e-05i,-0.0008756+0.00014248i,-0.00098852-4.6679e-05i,0.00025893-0.0003091i,0.0012604-0.00058073i,0.0010079-0.0003792i,0.0001326-2.6978e-05i,-9.4417e-05+5.1154e-05i,-0.00048881-0.00017163i,-0.0011069-0.00053976i,-0.00079006-0.00029306i,-0.00053118+0.00014627i,-0.00034055+0.00013018i,0.00046885+0.00023693i,0.0010157+0.0003297i,0.00055523+0.00041291i,5.8137e-05+0.00032144i,0.00035802+0.0001803i,0.00039431+0.00032408i
0.00024126+0.0032786i,-0.00050948+0.0031092i,-0.00027222+0.0023157i,0.0008503+0.00069879i,0.00093324-0.00049209i,-0.00011783-0.0010909i,-0.00043382-0.00016789i,0.00037255+0.00065571i,0.0011318+0.00028615i,0.00057224-0.00066056i,0.00016479-0.0011561i,6.8012e-06-0.0015293i,-0.000334-0.0012457i,-0.00049572-0.00062805i,-0.00044658-2.7148e-05i,0.00024494+1.9565e-05i,0.00086369-8.7981e-05i,0.00053615+5.7335e-05i,-0.0001827+0.00010779i,-0.00025879+0.00038025i,0.00026281+0.00049516i,0.00034573+0.00074627i,-7.0151e-05+0.00083267i
-0.00068174+0.0016904i,-0.0008392+0.0012675i,-0.00040226+0.0013607i,0.00036244+0.0012415i,0.00078159+0.00020462i,0.00088859+9.1539e-05i,0.00049143+0.00048749i,0.0004687+0.00023546i,0.0007179+0.00013858i,0.0010662-2.1039e-05i,0.0013716-0.00053662i,0.0012827-0.0014907i,0.0010676-0.0017479i,0.00067221-0.00040947i,0.00034083+0.00035478i,0.00042951-0.00012551i,0.00066884+0.00015792i,0.00059457+0.00047316i,-8.3258e-06+0.00042268i,-0.0001466+0.00041961i,-0.00056242+0.00021239i,-0.00077725-0.0001376i,-3.2134e-05-9.8714e-05i
0.0016292+2.2742e-05i,0.0020338-6.264e-05i,0.0021063+0.00022232i,0.00054062-0.00031564i,-0.00051243-0.00095163i,-0.00080971-0.00083744i,-0.0012485-0.00074786i,-0.00017549-0.0007016i,0.0011851-0.00073804i,0.0012187-0.00036537i,0.00087913-0.00021081i,0.00031498-0.00097606i,-0.00033578-0.00088319i,-0.00085915-0.00025819i,-0.00086691+0.00075221i,-0.00074657+0.00064866i,-0.0010933-0.00031922i,-0.00054071+8.9807e-05i,4.7268e-05+0.00052531i,-0.00022029+0.00058665i,-0.00018822+0.00032886i,0.0004201-0.00039964i,0.00087099-4.3123e-06i
0.00053993+0.0003186i,0.00116+0.00011292i,0.001679-5.7601e-05i,0.0017243-3.3739e-05i,0.0007406-0.00036341i,-0.0009014-0.00028868i,-0.00098228+0.00061608i,-0.00022381+0.0011795i,0.00066586+0.00060149i,0.0011188+9.4562e-05i,0.00065619-0.00023842i,0.00077989-0.00029218i,0.00086633-9.5851e-06i,-0.00021684+3.0697e-05i,-0.0007571-0.00023599i,0.00012733-0.00053376i,0.00056608+3.6702e-05i,0.00040707+0.00061071i,0.00012008+0.0011713i,-0.00022963+0.00095767i,-0.00042811+0.00031738i,-5.6562e-05+0.00047783i,0.00027676+0.00089882i
0.00084361+0.0010021i,0.0015416+0.00098781i,0.00096497+0.00040877i,-0.00018862-0.00067636i,-0.00014653-0.00087773i,-0.00031655-0.00045331i,-0.00065291+3.4861e-05i,-0.00013274+9.2648e-05i,0.00073465-0.00026873i,0.00066806-0.00044194i,0.0003842-0.0009521i,-3.8367e-05-0.0012616i,-0.00064085-0.0012718i,3.0104e-05-0.00063178i,0.00091756+0.00029469i,0.00013669+0.00066731i,-0.00027337+0.0012061i,1.1213e-05+0.0014801i,0.00062317+0.00093676i,0.0010122+0.00041791i,0.00078864-0.00029035i,0.0007384-0.0010301i,0.000636-0.001022i
-0.00081017-0.00079036i,-0.00095259-0.0010865i,-0.0016149-0.00059175i,-0.00017301+0.00066413i,0.00067804+0.0010051i,0.00028531+0.00066257i,0.00036377+0.00082808i,0.00067916+0.00071269i,0.00073433+1.1973e-05i,0.0010084-6.8761e-05i,0.00082914-0.00015489i,0.00063189-0.0004135i,-0.00012652-0.00048371i,-0.00088942-0.00058567i,-0.00084684-7.3895e-05i,-0.00086732+0.00085111i,-0.00060949+0.00078884i,-0.00041568+0.00042801i,-0.0003058+0.00012671i,8.8225e-05+0.00013173i,0.00032205+0.00016454i,0.00032775-0.00011585i,0.00026982-0.00027244i
0.00013521-0.00051894i,-0.00051187-0.00032095i,0.00026482+0.0011869i,0.00040023+0.0010106i,-0.00043236-0.00049438i,-0.0010581-0.0013888i,-0.00055362-0.0010233i,0.0004228+0.0004237i,0.0012008+0.00073156i,0.0012675+0.00044728i,0.00096163-0.00025282i,0.00093954-0.0010026i,0.00061542-0.0014843i,0.00015056-0.00066124i,-0.00062164+0.00023439i,-0.00024096-9.3099e-05i,0.00031149-0.00079705i,-0.00037816-0.00095411i,-0.00047566+0.00011286i,-0.0002332+0.00048869i,0.00049786+0.00041603i,0.0010394+0.00040055i,0.0001334+5.7803e-05i
-0.00019895-0.00055501i,0.00032621+0.00031255i,-0.00013614+0.0013225i,-0.00035923+0.0014097i,-8.7744e-05+0.00035552i,5.8507e-06-0.00031429i,8.709e-05-8.2814e-05i,0.00060806-8.5775e-06i,0.001297+0.00015031i,0.00084871-1.9354e-05i,0.00060008-0.00065508i,0.00070082-0.00083264i,-0.00014928-0.00037909i,-0.00038209+0.00067495i,0.00010894+0.0012286i,-0.00019067+0.00077687i,-0.0008036+0.00024463i,-0.0014563+0.00024052i,-0.0014262+0.00029753i,-0.00026398+0.00052373i,5.9892e-05+0.00092423i,-0.00010492+0.00078232i,-0.00045243-0.00054758i
0.00082563+0.00077841i,0.00040593+0.00066729i,-0.00033043+0.00051577i,-0.00087386-8.0774e-05i,-0.00082649-0.00060554i,-0.0012255-0.00039513i,-0.0012965-0.00010165i,-0.00066511+0.00020737i,-0.00034292+3.7804e-05i,1.4901e-05-0.00095354i,0.00052518-0.0015764i,0.0010591-0.00068777i,0.00042045-0.00014264i,-0.00084056+6.1613e-06i,-0.0011815+0.00012231i,-4.4156e-05+0.00020626i,0.00062175+0.00028711i,0.00019089+0.00062416i,-0.00056396+0.00080304i,-0.00049635+0.00036671i,-5.7543e-05+0.00013364i,0.00049629+0.00015908i,0.00046536+0.0002131i
0.0007456-0.0040154i,0.0020254-0.0037097i,0.0023226-0.0033458i,0.0015162-0.0023565i,0.00046232-0.0009542i,8.1939e-05-0.00024902i,0.00017982+0.00077965i,0.00057156+0.0012279i,-0.00015299-9.9934e-05i,-0.00062844-0.0013432i,-0.00011837-0.001438i,0.00027724-0.0014553i,0.00011369-0.001656i,-0.0010236-0.0014115i,-0.0012235-0.00034434i,-0.00063455+0.00011995i,-0.0008065-0.00079347i,-0.00016597-0.00073518i,0.00076343+0.0001561i,0.00032453+0.0006627i,-0.00017172+0.00060833i,-0.00038607-4.959e-05i,1.3081e-05+0.00012458i
-0.00026885-0.0013451i,0.00036909-0.0013536i,0.0002052-0.00065936i,-0.0010409-8.7584e-05i,-0.0011441-0.00049966i,-0.00086857-0.00040066i,-0.0013425+0.00033084i,-0.00072707+0.00084847i,0.00023229+0.00093607i,5.7049e-05+0.00040656i,-0.00061517-0.00024715i,-0.00051201-0.00079199i,-0.0005232-0.0014012i,-0.00049367-0.00085197i,-0.00058988+0.0001942i,-0.00023715+0.00030991i,0.0010095+1.2977e-06i,0.00099452-0.00017121i,0.00011115-9.6389e-05i,0.00074414+0.00037638i,0.00088299+2.8677e-05i,4.7056e-05-0.00077576i,-0.0004897-0.0011261i
-0.00018803+0.00060501i,-0.00029233-2.1294e-05i,0.00027741-0.00045462i,0.0014698-0.00036966i,0.0020864-0.00020111i,0.0015543-0.00038707i,0.00051091+7.4115e-05i,-0.0002741+0.00060949i,0.00028447+0.0003176i,0.0014558+1.7172e-06i,0.0015635-0.00033954i,0.00032835-0.0010534i,-0.000709-0.0015317i,-0.00031728-0.0016424i,-0.00020998-0.001404i,-0.00017299-0.00048404i,0.00062782-9.2126e-05i,0.00061764-0.00049253i,-0.00047369-0.00032516i,-0.00046755+0.00038476i,0.00035582+0.00017602i,0.001001+0.00042172i,0.0013136+0.0013092i
0.00017849-0.00025209i,-0.0010743+0.00014892i,-0.0011956-0.00062461i,-0.0011105-7.5368e-05i,-0.00093599+0.0011089i,-0.001125+0.00086427i,-0.0011924+0.0010087i,0.00014637+0.00083795i,0.0016006+0.00018378i,0.0019075+0.0004253i,0.0010823+0.0007423i,0.0010931-7.1874e-05i,0.00080164-0.0016054i,-0.00033319-0.0014109i,-0.00042784-2.462e-05i,-8.2671e-05+0.00029224i,0.00024284-0.0003235i,0.00079325+7.2079e-05i,0.00054827+0.00029146i,0.00049864-0.00041737i,0.00066448-0.00068393i,-0.0001929-0.00057182i,-0.00018358-3.1269e-05i
0.00097215-0.001i,0.0009533-0.00038085i,0.0015723-0.00077059i,0.0014097-0.00067586i,0.00024962-4.2703e-05i,6.7223e-05+0.00020907i,0.00041029+0.00024471i,0.00096576+0.00068361i,0.0016618+0.0008507i,0.0013394+0.0007841i,0.0003554+1.6471e-05i,4.1122e-05-0.0011466i,0.00071298-0.0012781i,0.00061548-0.00102i,-0.00030578+0.00013792i,-0.00034214+0.00027892i,0.00014842-0.00075465i,0.0004998-0.00061632i,0.00035537-0.00027296i,-1.4992e-05-0.00025793i,0.00054248-0.00030054i,0.0010862+0.00015737i,0.00039318+0.00058736i
-0.00037815-0.00041398i,-0.00027121+1.8431e-05i,0.00055888-0.00030846i,4.7168e-05-0.00083107i,-0.0011713-0.00038728i,-0.0019883+0.00075635i,-0.0017514+0.001373i,-0.00056671+0.0011681i,0.00070509-0.00043483i,0.00079855-0.0016355i,0.00049372-0.00078039i,0.00068385+0.00018835i,0.00047427-0.00056284i,-0.00024654-0.0011632i,-0.00071631-0.00042167i,-3.822e-05+6.8314e-05i,0.00083071+0.00017829i,0.001151+0.00064787i,0.0011384+0.0015042i,0.00064234+0.001553i,0.00010323+0.00052098i,4.4446e-05-0.00059013i,0.00063407-0.00041239i
0.0011458+0.00052036i,0.00012489-0.00048273i,0.00024944-0.001254i,0.00041806-0.00073044i,0.00042473-0.0010073i,0.00046583-0.0010593i,0.00038156-0.0004614i,0.00067192+0.00011965i,0.0012858+0.00065682i,0.0011381-0.00020714i,0.00053566-0.00086158i,0.00089732-0.00098555i,0.00043179-0.00061279i,-0.00085279+0.00017636i,-0.00049379+0.00029731i,-0.00027534+0.00027594i,-0.00025009+0.00064322i,3.5468e-05+0.00073261i,0.00010551-9.5497e-05i,0.00088942-0.00050199i,0.0012028+5.8269e-05i,0.00054369+0.00084558i,-9.0746e-05+0.00014867i
-0.0019142+5.3218e-05i,-0.00091081+0.0014721i,-0.0014612+0.0017572i,-0.0017773+0.0014676i,-0.0001068+0.0014447i,0.00022843+0.0012903i,-0.00095241+0.00050137i,-0.00076332+0.0001863i,0.00025748-2.7431e-05i,0.0011864-0.0005965i,0.0012432-0.00057214i,0.00069953-0.00060648i,0.0001085-0.00027374i,-0.00049061-0.00017023i,-0.00045889-0.00026448i,-0.00060522+0.00022691i,-0.00080894+0.00040742i,-0.00036314+0.00034249i,5.4624e-05+0.00016005i,-7.2303e-05+0.00043381i,3.9881e-05+0.00083422i,0.00020562+0.0012588i,-0.00043586+0.0010735i
-0.00052272+0.00081912i,-0.00071683+7.7456e-05i,-0.00044297-0.00012155i,0.00038404+2.5668e-05i,0.00051948-4.2924e-07i,5.2377e-05-0.0003572i,0.00021252+0.00016807i,0.00036528-0.00028136i,0.00047788-0.00039217i,0.00056358+0.00042136i,0.00054509+0.00029729i,0.00045842-0.00067426i,7.0438e-05-0.0010828i,-0.00060664-0.00087773i,-0.00034675-0.00078042i,0.00021535+3.3876e-05i,0.00013882+0.0010687i,-0.00029715+0.00038736i,-0.00049957-0.00056979i,0.00014542-0.0003204i,0.00033427+0.00010075i,0.00055672+0.00063003i,0.00079183+0.00029903i
-0.0013967-0.00012838i,-0.0010658-0.00037578i,-0.0011699+0.0001946i,-0.0013728+0.00037778i,-0.00070628+0.00084587i,8.8831e-06+0.0012448i,0.00023292+0.0010885i,0.00033076+0.00079747i,0.00079714+0.00058335i,0.00091061-8.1601e-05i,0.00023952-0.00061025i,0.0002609-0.00059422i,9.0999e-05-0.00077543i,-0.00030215-0.0011186i,0.00025445-0.00066674i,0.00013676+0.00014028i,-0.00082746+0.00030591i,-0.00074683+0.00012113i,-0.00011188-7.7425e-05i,0.00021158-0.00027126i,8.2067e-05-0.00018231i,0.00037171+0.00042498i,0.00072278+0.00077599i
0.00043705-0.0012234i,0.00031639-0.00062786i,-0.00075239-0.00098213i,-0.00082863-0.0020174i,-0.00036708-0.0019768i,-0.0001602-0.0004761i,0.0004186+4.1417e-06i,0.0010423+0.00015858i,0.00084424+0.00012589i,0.00095272-0.0003472i,0.0010431-0.001047i,0.001228-0.0010312i,0.00098565-0.00065201i,-9.7033e-05-0.00049918i,0.0001825-0.00023341i,0.0003744-0.00033127i,0.00011578-0.00014175i,0.00019916-0.00030675i,-1.2777e-06-0.00061363i,-0.00033583+0.00017884i,-0.00046852+0.00071103i,-0.00035064+0.00060319i,-4.7664e-05+0.00017074i
0.0011771-0.0015763i,-0.00020253-0.0018461i,-0.00085312-0.0024809i,-0.00054164-0.0011856i,-0.0011226+0.00018101i,-0.0014467+0.00051909i,-0.0011451+0.00041117i,-0.00059714+0.00025516i,4.4149e-05+0.00040438i,0.00047085+0.00012771i,0.0012724-0.00037452i,0.0014288-0.00020826i,0.00063574-1.8249e-06i,-0.00051736-0.00024469i,-0.00065979+0.00016799i,-0.00062792+0.00076256i,-0.00059662+0.00052855i,0.00020693+0.00010129i,0.00077947+0.0001743i,0.00061165-0.00040881i,0.00041982-0.00089023i,7.4137e-05-0.00057877i,-0.00039021-0.00077797i
-0.0015034-0.00010167i,-0.0012155+0.00020542i,-0.0006577+0.00014658i,8.6997e-05-0.00065541i,-8.7865e-05-0.00096645i,-0.00096933-0.00059872i,-0.001337-0.00041387i,-0.00045382-0.00018056i,0.0010979+3.0353e-05i,0.001696+0.00028701i,0.001494+0.00066393i,0.00097384+0.00080055i,-1.8778e-05+0.0009691i,-0.0008984+0.001046i,-0.00040856+0.00093122i,0.00014932+0.00060775i,-0.00045557+0.00048033i,-0.00045214+0.00029645i,-0.00022041-5.5344e-05i,-0.00070312+7.4963e-05i,-0.00014477+5.0864e-05i,0.00066136-3.0657e-05i,-6.0623e-05-4.6942e-05i
0.00043417-2.4596e-05i,0.0008506-0.00055902i,0.00075409-0.00078747i,0.00057062-0.0006034i,-0.00082692-0.00061774i,-0.0015186+2.1023e-05i,-0.0011014+0.00021548i,-0.00060201-4.8042e-05i,0.00049879-6.8897e-05i,0.0011984+3.6871e-05i,0.00083763-0.00043108i,0.00016597-0.00089644i,-0.00088559-0.0012474i,-0.001298-0.00071994i,-0.00086602+0.00045382i,0.00055861+0.00089267i,0.0011858+0.00052099i,0.00016943+0.00038594i,-0.00069498+0.00075421i,-0.00024412-0.00015748i,0.00027946-0.00033769i,0.0003498+0.00017768i,-0.00014853+6.4176e-05i
3.7061e-06+0.00066829i,-0.0015636+0.00046842i,-0.0013097-9.2287e-05i,8.3163e-05-0.00041261i,0.00042492-0.00091374i,3.2749e-05-0.0012947i,0.00028143-0.00087992i,0.0010179-0.0004375i,0.0019035-0.00011453i,0.0017553-3.1087e-05i,0.00086198-0.00061099i,0.0003201-0.00025882i,6.3917e-05-0.00010302i,7.7636e-05+0.00015535i,9.5044e-05+0.0010038i,-5.6148e-05+0.00050737i,-0.00025335-0.00021151i,0.00018181+0.00033255i,0.0009741+0.00066265i,0.00089733+0.00040113i,0.0010054-0.00033793i,0.00067841-1.6104e-06i,-1.279e-05+0.00045933i
0.00018428-0.0007848i,0.0003914-0.00080247i,-0.00027666-0.00045481i,-0.0018378-0.00013873i,-0.0024167-0.00027901i,-0.0016611-0.00058294i,-0.00031001-0.0008549i,-9.8148e-06-0.00076755i,0.00041464-0.00085274i,0.0012994-0.00077119i,0.0011984+2.2044e-06i,0.00052875+0.00030284i,-0.0003804-0.00051035i,-0.00080364-0.00095961i,-0.00050704-0.00055681i,-0.0005223-0.00022811i,-0.0011022-7.541e-05i,-0.0014262-0.00018297i,-0.00066449-0.00061258i,-0.00045107+0.00012942i,-0.00083158+0.001268i,-0.00096927+0.00087846i,-0.00075776+0.00010098i
0.00095094-0.0021515i,0.00022324-0.002327i,-0.0011827-0.0015203i,-0.00058756-0.00030711i,-0.0005814+8.3536e-05i,-0.0014742-3.7232e-05i,-0.0011959-0.00015595i,-0.00028099+0.00085845i,0.00035763+0.001098i,0.0007929+3.6546e-05i,0.0006844-0.00010566i,0.00074272-2.3295e-05i,0.00060566-0.00019109i,-5.7707e-05-3.8608e-05i,-0.0002555+0.0002259i,0.00043898+1.1155e-05i,0.000728-0.00016041i,1.6271e-06+0.00017155i,-0.00034734+8.9657e-05i,0.00017659+0.00053001i,0.0005837+0.0010559i,0.0001426+0.00081817i,0.00011924+0.00028845i
0.00074895+0.0008191i,0.00041044+0.00076409i,0.0010881+0.00051841i,0.0010363-0.00024442i,0.00015689-0.00046234i,-0.0010446+0.00011399i,-0.00089558+0.00023207i,0.00010313+3.3219e-05i,0.00026351-0.00078876i,6.2e-05-0.0012759i,0.00040205-0.00037157i,0.00038742-0.0005735i,9.7173e-05-0.0012062i,-6.4829e-05-0.0012139i,-0.00080249-0.00081894i,-0.0011692-5.9002e-06i,-0.00089642+0.00026237i,-0.00043624-0.0001554i,0.00046044+4.9129e-05i,0.00040895+0.00042388i,-0.00055327+0.0006208i,-4.5807e-05+0.00095609i,0.00027493+0.00044372i
0.0016329-0.0025867i,0.0014879-0.0020104i,0.00070105-0.0022725i,-0.00052256-0.001764i,-0.0013792-0.00043963i,-0.0016637-0.00051105i,-0.0012004-0.00045034i,-0.00018955+0.00030905i,0.00022615-0.00022259i,0.00037913-0.00081718i,0.00060252-0.0010924i,0.00021358-0.0012025i,-8.9131e-06-0.0013411i,-0.00073621-0.0014334i,-0.0012409-0.0013087i,-0.00059321-0.00097387i,-0.00027296+0.00051582i,-0.00056383+0.00063654i,-0.0011858-1.5187e-05i,-0.001116+6.5671e-05i,0.00028631+0.00043464i,0.00090529+0.00042562i,0.00058931+0.00031317i
-0.0014873-0.00036991i,-0.00091038-0.0016488i,-0.0012654-0.00088568i,-0.0014871+1.7407e-05i,-0.0007715+0.00030855i,0.00035626-0.00010217i,0.00055741-0.00073776i,0.00062289-0.00043992i,0.00061938+0.00019762i,0.0007589-0.00021864i,0.00094547-0.00061753i,0.00032848-0.00064473i,8.5778e-05-0.00085033i,0.00016457-0.00080787i,0.00021485-0.00022343i,0.00053862+0.00010883i,0.00047878+0.00034919i,0.00031414+0.00066411i,0.00020871+0.001159i,-0.0002604+0.00069822i,-0.0002086+0.0002632i,0.00014811+0.00049633i,0.0012179+7.9114e-05i
0.0010325+0.001154i,0.0017354+0.0019945i,0.0015673+0.0023168i,0.00094013+0.0015014i,0.00034687+0.0001818i,0.00070861-0.0014819i,0.0005936-0.0013541i,0.00060979-0.00058218i,0.0015175-0.00035046i,0.0014666-9.2041e-05i,0.00074179-0.00051883i,0.00018787-0.00098824i,-1.2789e-05-0.00066175i,0.00016177-0.00026186i,-0.00024247-0.00016782i,-0.00038555-0.00026354i,-0.00015014-0.00062652i,0.00017871-0.00086291i,0.00018372-0.00042781i,-6.7863e-05+0.00014169i,0.00010652-0.00047469i,0.00011439-0.00067479i,0.00052183-0.00073192i
-0.00015779+7.4592e-06i,-0.00073844+0.00091029i,-0.00086243+0.0014383i,-0.00097698+0.0012753i,-0.00056162+0.00080013i,-0.0010972+0.00052714i,-0.0013001+0.00088708i,-0.00045643+0.0012887i,0.00011927+0.00095486i,0.00090933+0.00012575i,0.0012518-0.00064951i,0.00063456-6.7092e-05i,-1.9024e-05+0.00092233i,-0.00021834+0.00034361i,2.1785e-05-0.00054528i,1.4771e-05-0.00042285i,-0.00053683-9.5987e-05i,-0.00087635-2.2357e-05i,-0.00076568+0.00027505i,7.3988e-05+0.00031208i,0.00044495-5.2107e-05i,0.0004005-0.00028673i,0.00067482-0.00044199i
0.00066948-0.00034528i,0.0001317-0.00029994i,-0.00038967+0.00043093i,-0.0008073+0.00064832i,-0.00092561+0.00013106i,-0.00065991-0.00037497i,-0.00095926-0.00057684i,-0.0004614+0.0007624i,0.00073314+0.0013109i,0.00068398+0.00037379i,0.00034986-0.00053442i,0.00040649-0.00093399i,0.00059031-0.00077558i,0.00069024-0.00088853i,0.00050771-0.00011216i,0.00037241+0.00091331i,0.00065254+0.00089438i,0.0011181+0.00053936i,0.00068346+0.0001152i,0.00016928-0.00045103i,0.00057437-0.00076353i,0.00087522-0.00019523i,0.00083907-9.9133e-07i
0.0010852+0.00074919i,0.0013417+0.0001276i,0.0012309+0.00050301i,0.00050367+0.00097748i,-3.0492e-05+0.00035788i,-0.00029724-0.00010884i,-0.00063597+8.5259e-05i,-0.00038356+0.00038597i,0.00065268+0.0012146i,0.0010553+0.0010685i,0.00090843-0.00064522i,0.0010913-0.0020491i,0.0011035-0.0019363i,4.842e-05-0.00052017i,-0.00027988+0.00034768i,0.00017357+0.00032637i,0.00043482+0.00044589i,0.00051861+1.6391e-05i,0.00036384-0.00044314i,-0.00032415-8.7228e-05i,-0.00079154+4.185e-05i,2.562e-05+3.6948e-05i,0.00067112-0.00010811i
-0.00072841+0.00010135i,-0.00033982-0.00027827i,-0.00034608-0.00028579i,-7.8222e-05-0.00086934i,0.00028649-0.00059943i,0.00020896-0.00061206i,-3.0855e-05-0.00055358i,-0.00011956-0.00013797i,0.00040687+3.4613e-05i,0.0010009+8.2733e-05i,0.0011552-0.00011211i,0.00090768-0.00049146i,0.00019134+8.7594e-06i,-2.7988e-05+0.00034896i,0.00046617+0.00029172i,0.00051754+0.00026196i,0.00089696+5.4978e-05i,0.00080273-3.7871e-05i,2.1315e-05+0.00066675i,-7.325e-05+0.00076858i,0.00039639+0.0011928i,0.00055554+0.00092785i,0.0005583-0.00010093i
-0.0012912-0.0011424i,-0.0014702-0.00046782i,-0.0017912+0.00082175i,-0.00070957+0.001796i,-0.00030131+0.001589i,-0.00014933+0.00085801i,0.00063613+0.00016261i,0.0011903-4.8325e-05i,0.00082906+0.0002762i,0.0005561-9.1044e-05i,0.00048122-0.00072634i,0.00047441-0.00043475i,0.00010188+6.4555e-05i,-0.00090761-3.5756e-05i,-0.0015962+0.0003979i,-0.00097596+0.00012632i,-0.0007674-0.00059951i,-0.0015012-0.00094483i,-0.00098205-0.0001043i,7.5969e-06+0.0012714i,2.4616e-05+0.0010341i,0.00022078+0.00012105i,0.00042216-0.00052611i
-0.0013069-0.00032572i,-0.0019558-0.00084961i,-0.0018447-0.00089316i,-0.0017732-0.00029609i,-0.001221+0.00049072i,-0.00020542+0.00047559i,2.5246e-05-0.00015955i,4.6611e-06+0.00034887i,0.00036999+0.00026395i,0.0007627-0.00056321i,0.00060212-0.0002715i,0.00048034-0.00039977i,0.00046085-0.00041736i,-0.00026415-0.00029299i,-0.00074126-0.00060131i,-0.0005701+4.2623e-05i,-7.0198e-05+0.00023901i,-0.00034902-0.00034245i,-0.00060125-0.000402i,0.00037608-0.00059391i,0.0010864-0.0011099i,0.00084404-0.00091681i,0.00094854-0.00079526i
-0.00082103-0.0008118i,0.00022406-0.0014532i,6.9666e-05-0.0011184i,0.00010992-0.00032309i,0.00038352+0.00014601i,0.00012657-6.2125e-06i,-0.00022797+0.0003843i,0.00079204+0.00045041i,0.0013915+0.00052176i,0.0002497+0.00038633i,-0.00053572+8.6734e-06i,-0.00064455+5.5547e-05i,-0.00060604+8.9934e-05i,-0.00054473-2.9568e-06i,-0.00061097-0.00085044i,-0.00065894-0.00088202i,-0.00043339+0.00028826i,-0.00015283+0.00093662i,0.00016726+0.00045155i,7.8228e-05-0.00024916i,7.7985e-05-0.00020821i,-0.00012082-0.00042203i,2.4791e-05-0.00064257i
