-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
0.012205-0.093144i,-0.024459-0.11441i,-0.02025-0.042668i,0.083687+0.054334i,0.15583+0.059315i,0.091996+0.014404i,0.017929+0.036845i,0.020762+0.070476i,0.0387+0.057954i,0.059618+0.051674i,0.090665+0.051571i,0.092049+0.028122i,0.054313+0.0028094i,0.017268-0.00096886i,0.0070254+0.00054976i,0.0081133-0.013743i,-0.0029299-0.030029i,-0.019492-0.026652i,-0.023567-0.0090509i,-0.014083-0.00080281i,-0.0066834-0.009237i,-0.014389-0.015579i,-0.025184-0.011049i
0.075539+0.085759i,0.11027+0.078977i,0.050809+0.015208i,-0.07509-0.049077i,-0.10237-0.063042i,-0.015831-0.043605i,0.049034-0.032145i,0.064374-0.028888i,0.036974-0.032854i,-0.019166-0.043672i,-0.068897-0.044137i,-0.094787-0.021952i,-0.086696+0.0033249i,-0.068368+0.0088087i,-0.072524+0.0035441i,-0.088564+0.0041274i,-0.084824+0.014367i,-0.055361+0.025418i,-0.021347+0.021915i,-0.0021311+0.011693i,0.007694+0.010268i,0.020487+0.011361i,0.028957+0.0073156i
-0.12334+0.014244i,-0.15202+0.088128i,-0.061276+0.18359i,0.14612+0.2433i,0.30869+0.23752i,0.2956+0.15276i,0.15803+0.02921i,0.026767-0.037006i,-0.0082615-0.030833i,0.026569-0.003172i,0.071651+0.0090051i,0.097425+0.0026367i,0.088641-0.0015241i,0.069562+0.01008i,0.069982+0.03331i,0.080186+0.05087i,0.080019+0.047091i,0.067524+0.025444i,0.045821+0.0027055i,0.021954-0.01266i,0.0014595-0.01836i,-0.011532-0.011035i,-0.013122+0.00091752i
0.03122-0.10545i,-0.051118-0.19077i,-0.23727-0.20027i,-0.37863-0.086604i,-0.32273+0.065128i,-0.15833+0.13376i,-0.061619+0.11389i,-0.059465+0.080458i,-0.074203+0.065253i,-0.079843+0.047102i,-0.097459+0.037643i,-0.10413+0.041678i,-0.072561+0.03334i,-0.036084+0.0084054i,-0.024863-0.011367i,-0.022584-0.014441i,-0.013812-0.011009i,-0.0030757-0.010277i,0.0024408-0.0072877i,0.0052556+0.0039471i,0.014253+0.01153i,0.026024+0.00083529i,0.02628-0.018507i
0.080703+0.092356i,0.2025+0.088817i,0.33998-0.0064413i,0.38613-0.10162i,0.30616-0.11345i,0.17513-0.11544i,0.049735-0.13155i,-0.026826-0.099366i,-0.021501-0.043528i,0.026725-0.032579i,0.060537-0.057284i,0.064068-0.06954i,0.041453-0.055626i,0.020247-0.0306i,0.027339-0.018195i,0.046947-0.030702i,0.048725-0.048675i,0.029352-0.050404i,0.0080239-0.038146i,-0.00083273-0.025985i,-0.0063972-0.020281i,-0.019649-0.010947i,-0.030732+0.0068332i
-0.1259-0.0022179i,-0.22402+0.062855i,-0.29453+0.16714i,-0.34518+0.22974i,-0.37482+0.22315i,-0.32398+0.20627i,-0.2022+0.18655i,-0.093286+0.14368i,-0.028998+0.091236i,-0.0069189+0.057782i,-0.024839+0.056645i,-0.04977+0.065437i,-0.050603+0.059441i,-0.043428+0.03983i,-0.056194+0.023538i,-0.08071+0.024723i,-0.085702+0.035257i,-0.06483+0.04222i,-0.032909+0.040436i,-0.0096241+0.028633i,-0.0039649+0.015085i,-0.0072195+0.0063234i,-0.01111+0.0024457i
0.09943-0.12034i,0.15264-0.2503i,0.171-0.37043i,0.14257-0.41449i,0.059029-0.37355i,-0.027641-0.28024i,-0.030287-0.17904i,0.0099309-0.11896i,0.0097932-0.092849i,-0.01298-0.074348i,-0.010471-0.071862i,0.011194-0.07009i,0.026042-0.045988i,0.034109-0.013253i,0.052099-0.0023516i,0.066785-0.017513i,0.058892-0.026653i,0.037251-0.016387i,0.014288-2.941e-05i,0.0037343+0.013057i,0.0088993+0.018622i,0.01993+0.020275i,0.032438+0.020277i
0.046323+0.15142i,0.10945+0.27894i,0.15134+0.35746i,0.10053+0.34384i,0.01028+0.26705i,-0.014025+0.17961i,0.0052866+0.10303i,0.017854+0.028621i,0.02424-0.025781i,0.02745-0.02362i,0.028799+0.011301i,0.01136+0.025044i,-0.017193+0.016447i,-0.029987+0.0063404i,-0.039403+0.010108i,-0.044598+0.032134i,-0.02766+0.046593i,-0.0014683+0.035823i,0.017923+0.015953i,0.026812-0.00065475i,0.02486-0.018184i,0.010527-0.037483i,-0.01346-0.048044i
-0.14564-0.056667i,-0.25829-0.090501i,-0.28452-0.12455i,-0.16878-0.20062i,-0.027886-0.27696i,0.031853-0.2507i,0.058268-0.17793i,0.056212-0.14667i,-0.0055703-0.098871i,-0.044658-0.03098i,-0.030599-0.014552i,-0.0070693-0.033075i,0.0092574-0.039222i,0.02012-0.030914i,0.036161-0.028177i,0.047441-0.04442i,0.035684-0.058638i,0.013468-0.051137i,-0.0024979-0.03198i,-0.0097411-0.016993i,-0.0097477-0.011496i,-0.0076992-0.011565i,-0.0044407-0.0087895i
0.12993-0.059484i,0.21792-0.1059i,0.24844-0.08605i,0.23375+0.014314i,0.23476+0.077313i,0.19354+0.019321i,0.055152-0.049549i,-0.045843-0.038618i,-0.034668-0.027546i,-0.0076405-0.035764i,-0.0013185-0.017037i,-0.0074275+0.0050225i,-0.029859+0.016174i,-0.045694+0.026093i,-0.04806+0.038936i,-0.03823+0.056234i,-0.019863+0.061924i,-0.004472+0.04524i,0.001161+0.019329i,-0.0034595+0.0049728i,-0.013016+0.010045i,-0.020288+0.02334i,-0.02395+0.031338i
-0.027087+0.13691i,-0.054525+0.22426i,-0.076698+0.21297i,-0.077444+0.078872i,-0.070779-0.030816i,-0.054736-0.0065867i,-0.00024192+0.058365i,0.035203+0.061222i,0.017449+0.045677i,0.005002+0.043179i,0.004211+0.024819i,0.0039044+0.00097142i,0.012823-0.014009i,0.018683-0.022692i,0.02621-0.031882i,0.031415-0.047885i,0.023724-0.052543i,0.011909-0.036579i,0.0012003-0.012503i,0.00072748+0.0076384i,0.016581+0.01391i,0.037813+0.0024636i,0.047636-0.015543i
-0.083725-0.098997i,-0.13373-0.1698i,-0.12971-0.16108i,-0.056738-0.013006i,0.049981+0.13561i,0.11664+0.1091i,0.081461+0.020119i,0.038283+0.020908i,0.051286+0.026808i,0.038619-0.0026549i,0.012872+9.3065e-05i,0.016427+0.016382i,0.014027+0.020444i,-0.00071994+0.028186i,-0.016291+0.040022i,-0.022765+0.050974i,-0.015261+0.051912i,-0.00070814+0.038675i,0.010239+0.018208i,0.0083974-0.00080461i,0.00065468-0.009889i,-0.0067732-0.0083725i,-0.01186-0.0030188i
0.12152-0.0091927i,0.20144+0.0028528i,0.21226+0.024402i,0.094539+0.0068213i,-0.099808-0.0017473i,-0.18395+0.091601i,-0.073803+0.15797i,0.044719+0.085947i,0.049987+0.009971i,0.029748-0.0032197i,0.019337-0.013307i,0.0043633-0.025369i,0.0019528-0.029923i,0.0063433-0.035809i,0.0080822-0.043994i,0.0034249-0.052504i,-0.0068708-0.052618i,-0.014925-0.040249i,-0.019282-0.022241i,-0.018966-0.0071586i,-0.016896-0.0012202i,-0.017509-0.0030472i,-0.017791-0.0098111i
-0.058496+0.080986i,-0.11888+0.12369i,-0.17284+0.15104i,-0.12956+0.20983i,0.027965+0.23007i,0.14672+0.089973i,0.11479-0.074629i,0.049121-0.088939i,0.043628-0.041202i,0.03304-0.027318i,0.014082-0.018087i,0.020191-0.0098862i,0.021013-0.0096914i,0.010461-0.0021375i,0.0032637+0.018153i,0.0017224+0.042172i,0.0044765+0.054553i,0.0045872+0.049287i,0.0021223+0.033636i,0.0013653+0.022037i,0.0058996+0.021797i,0.014458+0.025704i,0.020226+0.026189i
-0.031359-0.080349i,-0.0054725-0.14164i,0.042598-0.21365i,-0.01168-0.29459i,-0.1964-0.29633i,-0.31583-0.13386i,-0.24657+0.041677i,-0.12321+0.056939i,-0.069692+0.0068357i,-0.046381+0.0026612i,-0.032302+0.010184i,-0.034856+0.010794i,-0.031759+0.00898i,-0.020694-0.0042543i,-0.010439-0.024829i,-0.0074281-0.04473i,-0.013762-0.05259i,-0.017975-0.040455i,-0.011998-0.020706i,-0.0019176-0.012373i,0.0040944-0.018466i,0.0041946-0.025572i,-0.00059637-0.025071i
0.071612+0.021982i,0.074727+0.077374i,0.042628+0.17019i,0.078249+0.22978i,0.22441+0.17562i,0.32121+0.025588i,0.24679-0.08514i,0.11733-0.067807i,0.057322-0.021439i,0.029022-0.02465i,0.0072569-0.025565i,0.0075705-0.014255i,0.0066043-0.0097747i,0.00033764+0.00030379i,0.0040269+0.016465i,0.013956+0.029944i,0.021762+0.03569i,0.023396+0.031777i,0.020691+0.021158i,0.015018+0.0067526i,0.0024796-0.0078729i,-0.011769-0.01361i,-0.013475-0.0081381i
-0.04374+0.038147i,-0.069025-0.015133i,-0.097785-0.1703i,-0.17348-0.35626i,-0.31866-0.41742i,-0.41933-0.26712i,-0.33837-0.044971i,-0.16833+0.041434i,-0.075037+0.029058i,-0.040072+0.034479i,-0.013568+0.041247i,-0.0058455+0.038426i,-0.0030459+0.038193i,0.0042327+0.028851i,0.0031902+0.0080949i,-0.0062288-0.014042i,-0.014235-0.028332i,-0.013114-0.032407i,-0.0089474-0.030461i,-0.012756-0.021869i,-0.015465-6.3433e-06i,-0.0077639+0.02215i,-0.0012608+0.026208i
-0.0039104-0.032642i,0.038085-0.0066508i,0.13426+0.093409i,0.28329+0.22684i,0.46122+0.2858i,0.5406+0.18983i,0.41258+0.036219i,0.20262-0.017162i,0.07604-0.0091725i,0.021142-0.028464i,-0.0074061-0.039432i,-0.0094215-0.02882i,-0.001643-0.017997i,0.0028159-0.0027099i,0.01189+0.01481i,0.02479+0.023608i,0.032066+0.019902i,0.027797+0.010395i,0.02046+0.0059154i,0.023579+0.0046877i,0.030529-0.0042681i,0.02754-0.01535i,0.017778-0.015594i
0.032756+7.0628e-06i,-0.0017852-0.0096948i,-0.088287-0.064612i,-0.21636-0.16883i,-0.38634-0.23417i,-0.48933-0.1666i,-0.39382-0.035458i,-0.19931+0.023789i,-0.069942+0.027598i,-0.010873+0.035151i,0.016682+0.027575i,0.018441+0.0099335i,0.016674+0.0024747i,0.017269-0.0042241i,0.0085169-0.0144i,-0.0071751-0.020467i,-0.017408-0.018894i,-0.016766-0.01484i,-0.016138-0.013374i,-0.017515-0.012081i,-0.012326-0.010694i,-0.0039402-0.014411i,-0.00085016-0.017975i
-0.0047509+0.022363i,0.033337+0.018589i,0.13628+0.070783i,0.32281+0.23125i,0.54728+0.37214i,0.64108+0.32444i,0.48424+0.15752i,0.22597+0.060833i,0.071967+0.031043i,0.019506-0.006199i,-0.0082129-0.025206i,-0.021319-0.020971i,-0.023619-0.016644i,-0.02151-0.0079737i,-0.008579+0.0058136i,0.0076098+0.011996i,0.013908+0.011252i,0.011199+0.013769i,0.011344+0.019103i,0.014781+0.016304i,0.0051376+0.0065121i,-0.014768+0.0038027i,-0.02355+0.0058187i
-0.013685-0.0079241i,-0.024506+0.016102i,-0.091712+0.016617i,-0.26341-0.055608i,-0.47548-0.1528i,-0.5623-0.17639i,-0.42903-0.11306i,-0.20119-0.04967i,-0.052491-0.017653i,0.0033567+0.0033119i,0.022112+0.0044178i,0.021354-0.0048199i,0.010364-0.0054575i,-0.002083-0.0038119i,-0.014673-0.0056368i,-0.022498-0.0039261i,-0.018467+0.0014158i,-0.0058206+0.0016017i,-0.00024204-0.0014553i,-0.0014515+0.005781i,0.0081037+0.019971i,0.023491+0.021653i,0.024158+0.0098437i
0.013787-0.01131i,0.0047448-0.010404i,0.042894+0.021378i,0.17896+0.10893i,0.35545+0.21619i,0.44179+0.24565i,0.34969+0.17046i,0.16864+0.07079i,0.047957+0.0078467i,0.0044411-0.01942i,-0.01305-0.016322i,-0.022046-0.0044287i,-0.025246+0.0031533i,-0.01903+0.012151i,-0.00050729+0.017479i,0.015111+0.013355i,0.015781+0.0067578i,0.010746+0.0074i,0.013642+0.009304i,0.021633+0.00071193i,0.023646-0.015798i,0.018524-0.023912i,0.011752-0.017908i
0.010928+0.013646i,0.0097825-0.00024426i,-0.059969-0.03352i,-0.24353-0.11334i,-0.46015-0.2421i,-0.53193-0.30057i,-0.3933-0.23059i,-0.18317-0.13083i,-0.061081-0.067389i,-0.025099-0.021216i,-0.0039238+0.0032748i,0.01278+0.0033296i,0.015492-0.00086459i,0.010367-0.002856i,-0.00022291-0.0012507i,-0.0096152+0.0038073i,-0.0093731+0.0036483i,-0.005205-0.0055011i,-0.0082947-0.011951i,-0.018176-0.0080981i,-0.023985-0.0040928i,-0.023697-0.0075616i,-0.018569-0.01045i
-0.013922+0.0080398i,-0.0081566+0.027391i,0.023404+0.042246i,0.11313+0.078007i,0.25406+0.17173i,0.32202+0.25259i,0.24495+0.21058i,0.098735+0.089508i,-0.00096152+0.0023646i,-0.026175-0.022551i,-0.024727-0.013197i,-0.023319-0.0015082i,-0.02019+0.0041059i,-0.011435+0.0056711i,0.0028218+0.00031755i,0.01355-0.007271i,0.01477-0.0073353i,0.012592+0.0021486i,0.012506+0.0094082i,0.0092137+0.010173i,0.00034672+0.012908i,-0.0039214+0.019886i,0.001355+0.019843i
-0.0023164-0.034327i,-0.032247-0.057344i,-0.082055-0.10079i,-0.16498-0.19211i,-0.26976-0.31546i,-0.30157-0.37021i,-0.20907-0.2843i,-0.084379-0.14498i,-0.021548-0.050671i,-0.008926-0.0073657i,0.00040213+0.0050798i,0.011108+0.0039915i,0.012293-0.00068952i,0.0068353-0.0018662i,-0.0011485+0.0018278i,-0.0079897+0.0063856i,-0.010417+0.0052637i,-0.010377-0.0012116i,-0.011561-0.00068923i,-0.0085836+0.0098775i,0.0051901+0.019421i,0.01931+0.017884i,0.018438+0.0099903i
0.035454+0.01383i,0.07489+0.0061655i,0.131+0.012012i,0.22581+0.086631i,0.33438+0.23041i,0.34025+0.31742i,0.20607+0.25633i,0.067658+0.13435i,0.011637+0.044169i,-0.00062977-0.0030119i,-0.011994-0.016959i,-0.021434-0.013201i,-0.019635-0.0068802i,-0.010939-0.0024019i,-0.0036496-0.0016853i,0.0012555-0.0062709i,0.0062641-0.0076686i,0.012229-0.001311i,0.01617-0.0018356i,0.015662-0.014552i,0.012058-0.028015i,0.0066058-0.032183i,0.0020063-0.025759i
-0.034858+0.029645i,-0.051154+0.050932i,-0.062002+0.027968i,-0.10175-0.087182i,-0.16836-0.2568i,-0.16756-0.34025i,-0.077177-0.26624i,0.012232-0.12652i,0.046558-0.037227i,0.036777-0.012278i,0.020873-0.0085997i,0.015727-0.008777i,0.010655-0.010597i,0.0046776-0.0074372i,0.003032-0.0018005i,-0.0008446+0.0058005i,-0.00847+0.013091i,-0.012718+0.015692i,-0.01271+0.015154i,-0.012176+0.013082i,-0.012157+0.011164i,-0.012907+0.007399i,-0.013305+0.0052389i
0.00041129-0.053447i,0.0024531-0.08081i,0.044627-0.036632i,0.16479+0.10187i,0.28076+0.26214i,0.24595+0.33678i,0.1228+0.26762i,0.057045+0.1268i,0.046203+0.023315i,0.031683-0.016372i,0.0051611-0.019015i,-0.01071-0.015254i,-0.014953-0.013431i,-0.016783-0.0060911i,-0.013726+0.0003039i,-0.0058316-0.0016083i,0.0039833-0.0057582i,0.010359-0.0074337i,0.009621-0.0091796i,0.0036272-0.012164i,-0.0051999-0.010045i,-0.0086166-0.00056947i,-0.0041761+0.0035715i
0.050055+0.039782i,0.079424+0.05207i,0.033445+0.027946i,-0.11055-0.034278i,-0.22832-0.1273i,-0.19416-0.2219i,-0.075163-0.20804i,0.0043516-0.10689i,0.024243-0.03867i,0.01998-0.016655i,0.019539-0.0069129i,0.019059-0.00042962i,0.01107+0.0036785i,0.002225+0.0042854i,0.00032949+0.0040335i,0.00223+0.0071038i,-0.00018744+0.01017i,-0.0051046+0.0093881i,-0.0043703+0.011325i,0.0072372+0.017676i,0.023999+0.01615i,0.030006+0.0039798i,0.020989-0.0052132i
-0.061557+0.021745i,-0.085279+0.055322i,-0.028155+0.088509i,0.088144+0.12229i,0.14467+0.19412i,0.09656+0.25907i,0.017881+0.2036i,-0.017631+0.076017i,-0.017363+0.0013034i,-0.010327-0.0079766i,-0.0090052-0.0020335i,-0.0093837-0.0037314i,-0.008529-0.0051542i,-0.0054767+0.00062878i,-0.00062969+0.005827i,0.0029203-4.202e-05i,0.0037915-0.011808i,0.0012182-0.017283i,-0.0031676-0.018092i,-0.0097777-0.019217i,-0.019008-0.015543i,-0.021516-0.0059631i,-0.013893-0.0026502i
0.0128-0.065955i,-0.004676-0.11247i,-0.076397-0.094636i,-0.16795-0.048605i,-0.20646-0.084528i,-0.14659-0.14725i,-0.045343-0.1079i,0.00064718-0.014089i,0.00027527+0.034862i,-0.00087077+0.031782i,0.0047382+0.016715i,0.0097976+0.012018i,0.012682+0.0084422i,0.011286+0.0012398i,0.0070665-0.0048548i,0.0042447-0.0047638i,0.0026266+0.0015479i,0.0011935+0.0081404i,0.0014182+0.013781i,0.0095435+0.015121i,0.022036+0.0089821i,0.023172+0.00071002i,0.012757-9.0552e-05i
0.05432+0.060818i,0.10648+0.083724i,0.12842+0.04527i,0.10838-0.00076015i,0.091448+0.035788i,0.052315+0.098161i,-0.012028+0.089044i,-0.037563+0.04846i,-0.02472+0.029601i,-0.011499+0.020645i,-0.010695+0.012422i,-0.013531+0.0050432i,-0.011315-0.0012018i,-0.0059704-0.0034807i,-0.0017427-0.002929i,-0.0012203-0.004578i,-0.0028205-0.0081037i,-0.0021534-0.010621i,-0.004147-0.010783i,-0.014849-0.0034578i,-0.022394+0.013178i,-0.013975+0.024798i,-0.00012558+0.018186i
-0.084865+0.0069372i,-0.14842+0.030975i,-0.15488+0.047259i,-0.11265+0.0093365i,-0.072423-0.075975i,-0.015902-0.12201i,0.040512-0.077829i,0.051452-0.012824i,0.034767+0.011757i,0.017012+0.0034797i,0.0045467-0.0046684i,0.0019481-0.00046173i,0.0027196+0.0029017i,-0.0011271+0.0027503i,-0.0048166+0.0028072i,-0.0045884+0.0053432i,-0.00042734+0.010028i,0.0063463+0.011936i,0.011473+0.010997i,0.016717+0.004701i,0.021753-0.013622i,0.016333-0.030256i,0.0056343-0.027049i
0.050727-0.077059i,0.07023-0.14601i,0.054135-0.16252i,0.033864-0.098909i,0.030763-0.0089215i,0.00279+0.04073i,-0.038044+0.031264i,-0.037977+0.0086997i,-0.017437-0.005624i,-0.009662-0.013787i,-0.011904-0.015415i,-0.014586-0.012586i,-0.013467-0.0070848i,-0.006918-0.001609i,0.0015339+0.0012465i,0.0046284+0.0015563i,0.0031266+0.0022329i,0.00072188+0.0028561i,-0.0039012+0.0010213i,-0.011884+0.0063785i,-0.019411+0.02315i,-0.019763+0.03441i,-0.015129+0.02853i
0.034858+0.088076i,0.074506+0.1417i,0.093385+0.11739i,0.06626+0.018997i,0.033876-0.064467i,0.039354-0.085155i,0.040471-0.062359i,0.0072678-0.039098i,-0.018096-0.031996i,-0.020665-0.027482i,-0.013834-0.020634i,-0.0083172-0.014801i,-0.0060551-0.0074091i,-0.0033268+0.0016601i,0.00022462+0.0082619i,0.0043179+0.0094424i,0.0062088+0.0078716i,0.0061672+0.006879i,0.0081171+0.0037073i,0.010728-0.0084477i,0.0081197-0.025547i,0.00064166-0.031881i,-0.0027467-0.021223i
-0.087011-0.025668i,-0.15016-0.029362i,-0.13314-0.00083629i,-0.036557+0.048256i,0.024587+0.0885i,-0.0054722+0.095571i,-0.035318+0.059952i,-0.023562+0.013381i,-0.013807-0.0076259i,-0.011946-0.0085782i,-0.010225-0.0070058i,-0.0099803-0.007891i,-0.0095205-0.0087843i,-0.0074645-0.0083368i,-0.0035887-0.008068i,-0.0004413-0.0075754i,0.00059323-0.0064368i,0.00096583-0.005579i,-0.00034379-0.0033893i,-0.0016626+0.0039758i,0.001946+0.016996i,0.010913+0.025444i,0.014745+0.021789i
0.074837-0.058844i,0.11933-0.11005i,0.097128-0.12521i,0.019573-0.093351i,-0.028278-0.059581i,-0.019196-0.044393i,-0.0096498-0.019601i,-0.015207-0.00039193i,-0.011664-0.0025867i,0.0014141-0.0048205i,0.011064-0.0038604i,0.0093154-0.0032273i,0.0032896+0.0004958i,0.0020082+0.0062766i,0.0043863+0.0090133i,0.0043617+0.0074379i,-0.00072355+0.0046258i,-0.0050432+0.0038542i,-0.0023389+0.0016566i,-0.00019235-0.0093945i,-0.0072186-0.025874i,-0.016713-0.035561i,-0.016378-0.033356i
0.0013157+0.099423i,0.018474+0.16724i,0.055783+0.16952i,0.087152+0.11183i,0.073857+0.077022i,0.035035+0.060584i,0.019033+0.019668i,0.02356-0.011047i,0.023805-0.015849i,0.018533-0.010055i,0.013336-0.0027723i,0.0087652-0.00072094i,-5.3133e-05-0.0024003i,-0.010579-0.0024327i,-0.013543-0.0015509i,-0.0096953-0.0031015i,-0.0051436-0.0066188i,-0.0034327-0.0091759i,-0.0037555-0.00796i,-0.0001014+0.001296i,0.0092166+0.01474i,0.015961+0.022038i,0.012848+0.018991i
-0.080717-0.059309i,-0.14514-0.085778i,-0.17156-0.057765i,-0.14316+0.0058545i,-0.097465+0.022363i,-0.050798+0.0039439i,-0.0085552+0.0039697i,0.016358+0.00027051i,0.024871-0.015628i,0.01928-0.02211i,0.010983-0.016153i,0.00885-0.0073357i,0.0099775-0.0024576i,0.011113-0.00018741i,0.011159+0.0013735i,0.0072779+0.0034226i,0.0038955+0.0073497i,0.0057435+0.01033i,0.0079719+0.010345i,0.0053392+0.0060737i,-0.0022955-0.0027979i,-0.010981-0.010437i,-0.01407-0.010875i
0.086902-0.025032i,0.14953-0.05345i,0.15099-0.078183i,0.088551-0.080346i,0.042211-0.057036i,0.03341-0.041083i,0.028452-0.040455i,0.021522-0.029173i,0.014986-0.01653i,0.0046989-0.010513i,-0.0033162-0.0035477i,-0.0068417-0.0012368i,-0.011436-0.0020966i,-0.014439+0.00079103i,-0.013227+0.0051977i,-0.0086068+0.0041441i,-0.0038621-0.0011096i,-0.0044805-0.0048962i,-0.0078202-0.003218i,-0.0039995+0.0024127i,0.0075884+0.0060636i,0.016821+0.0072646i,0.017412+0.0067296i
-0.03166+0.087231i,-0.052902+0.15763i,-0.044654+0.17922i,-0.012444+0.13258i,0.0043194+0.064615i,0.0095022+0.021353i,0.010456+0.0041524i,0.0046275-0.005158i,0.0011967-0.0098203i,-0.005341-0.0090133i,-0.011202-0.0063359i,-0.0065397-0.0043913i,0.0011817-0.0066118i,0.0045882-0.0094373i,0.0047672-0.007802i,0.0052907-0.0012076i,0.0093012+0.0063853i,0.015377+0.0097707i,0.017057+0.0097222i,0.010496+0.007503i,-0.0014897+0.0034753i,-0.011489-0.0033065i,-0.013013-0.0084407i
-0.048813-0.082122i,-0.089966-0.14414i,-0.11536-0.15304i,-0.10327-0.10093i,-0.062148-0.053888i,-0.031477-0.028415i,-0.018078-0.002314i,-0.0047534+0.019488i,0.0045563+0.02267i,0.0048413+0.011945i,-0.0015892+0.0030277i,-0.0080435+0.0012117i,-0.010241+0.001421i,-0.0089631+0.0027384i,-0.0048132+0.0042836i,-0.0011975+0.0016102i,-0.0015367-0.0020669i,-0.0054986-0.0019364i,-0.010637+0.00015141i,-0.011315+0.0022138i,-0.0052103+0.0040143i,0.0024324+0.0067566i,0.0050412+0.0074121i
0.090022+0.009164i,0.16094+0.017416i,0.17896+0.0033089i,0.12307-0.026128i,0.055109-0.027721i,0.018825-0.005597i,0.001429+0.01064i,-0.0040095+0.017268i,0.0042504+0.015751i,0.0096691+0.0057529i,0.0056336-0.0047208i,0.0024009-0.0094914i,0.0030889-0.011047i,0.0026776-0.010369i,0.0012622-0.0087853i,0.00065581-0.0055323i,0.0015385-0.00077511i,0.0045033+0.0015429i,0.0077091+0.00035346i,0.0056005-0.0015199i,-9.3558e-05-0.0028779i,-0.0028078-0.0064557i,-0.001892-0.0087875i
-0.057664+0.060564i,-0.10988+0.10567i,-0.11634+0.11957i,-0.071494+0.092071i,-0.037985+0.060376i,-0.024869+0.051536i,-0.0019215+0.046443i,0.016912+0.030077i,0.019311+0.0097767i,0.01548-0.0053629i,0.010507-0.010881i,0.0068407-0.0078484i,0.0027089-0.0033603i,-6.5978e-06-0.00069278i,-0.00046644+0.00044315i,-0.0027905-0.0010954i,-0.0072345-0.0026177i,-0.011341-0.0020912i,-0.012906-0.0028861i,-0.010433-0.004909i,-0.0052876-0.0038322i,0.00011182+0.001326i,0.0039564+0.0053849i
-0.013194-0.076614i,-0.015486-0.14664i,-0.019518-0.16391i,-0.023807-0.11293i,-0.022456-0.052279i,-0.022687-0.017067i,-0.018612-0.0017946i,-0.0038031-0.0037994i,0.0084165-0.011196i,0.011532-0.012255i,0.010353-0.0092271i,0.0079692-0.0065987i,0.0065568-0.003791i,0.0050711-0.00032672i,0.0033372+0.0014838i,0.0021975+0.0029503i,0.0019601+0.0058951i,0.0022956+0.0072934i,0.0016586+0.0040937i,0.00029768+0.00065657i,-0.0014097-0.0026824i,-0.0036055-0.0088301i,-0.0035016-0.012391i
0.06796+0.034816i,0.12605+0.0748i,0.14597+0.084469i,0.11435+0.054625i,0.068939+0.030665i,0.038992+0.018169i,0.020665+0.0019184i,0.0034025-0.0073336i,-0.0067334-0.0089879i,-0.0052737-0.0070705i,0.0012672-0.0027299i,0.0033284-0.00092448i,-0.00050691+0.0002204i,-0.0040608+0.0041084i,-0.0030555+0.0053113i,-0.0015728+0.0018288i,-0.0026482-0.002876i,-0.0033069-0.0068351i,-0.0029202-0.0085845i,-0.0025503-0.0072689i,-0.00011135-0.0019066i,0.0032132+0.0058053i,0.0032687+0.0087471i
-0.067728+0.034203i,-0.13017+0.054748i,-0.14313+0.063823i,-0.089743+0.054388i,-0.034762+0.025453i,-0.014503-0.0071132i,-0.013344-0.017267i,-0.011778-0.010782i,-0.0074512-0.0039593i,-0.0027578+0.0014843i,0.0012177+0.0063301i,0.0047081+0.0086068i,0.0053863+0.0074926i,0.0040745+0.0048164i,0.003833+0.0028743i,0.0043109+0.0018608i,0.0052836+0.0025052i,0.0072921+0.004272i,0.0079551+0.0064798i,0.0079459+0.0069745i,0.0077489+0.0023005i,0.0033957-0.005257i,-0.00059797-0.0075802i
0.023886-0.067714i,0.048383-0.12805i,0.059571-0.14375i,0.043185-0.10632i,0.025351-0.071468i,0.016424-0.055553i,0.002508-0.033261i,-0.005344-0.003697i,-0.00041682+0.011288i,0.0029952+0.010845i,0.00017034+0.0060093i,-0.0036788+0.0017125i,-0.0058766-0.00032226i,-0.0054891+0.00068396i,-0.0022206+0.002545i,-0.00076255+0.00026691i,-0.0035841-0.0049084i,-0.0059784-0.0089224i,-0.0055675-0.012364i,-0.0047618-0.012305i,-0.0030563-0.0059452i,0.0002277+0.0040207i,0.0013873+0.0096797i
