-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
-0.0011939+0.001467i,0.000305+0.0019842i,0.00096332+0.0016943i,0.0012095+0.00072705i,0.00065431-0.0003729i,-5.564e-05-0.00063342i,-0.00012665-0.00020979i,-0.00025764-0.00037828i,-0.00067715-0.0010097i,-0.00090946-0.00075297i,-0.00097038-0.00034105i,-8.2182e-05-0.00055421i,0.00089525-0.00085635i,0.00059908-0.00054705i,0.00042162-0.0001324i,0.00091695-0.00019256i,0.00084574+3.3832e-05i,-0.0002378-0.00016156i,-0.0011025-0.00025337i,-0.00086915-5.103e-05i,-0.00062608+0.00044654i,-0.00030818-0.00012865i,0.00038791-0.00083011i
0.0013195-0.0011211i,0.00070971-0.00074767i,-0.0010114-0.0019235i,-0.0016203-0.0011626i,-0.0016486+0.00014656i,-0.0010763-0.00013955i,0.00045141-0.0015391i,0.00082106-0.0024286i,6.9609e-05-0.0018717i,-0.00071441-0.0012156i,-0.00083478-0.00044975i,-0.00032585+7.3598e-05i,6.1115e-06-0.00041278i,-5.6992e-06-0.00016721i,0.00021662+0.00043813i,0.00030111+0.00050761i,-0.00010059+0.00047158i,-0.00031906+0.00054514i,-0.0004633+0.00025824i,-0.00080206-0.0008057i,-0.00087081-0.0011642i,-0.00032464-0.00026758i,0.00035485+0.00097463i
-0.0010062-0.00044318i,-0.001498+0.00033577i,-0.0025045+0.00099745i,-0.0017508+0.00080239i,0.00062042+8.6141e-05i,0.00090515+0.00010826i,0.00021279-0.00025754i,0.00010263-0.0007131i,-0.00038556-0.00026807i,-0.00066942+0.00016237i,-0.00035192+0.00045391i,0.00013631-3.811e-05i,0.00057103-0.00072249i,0.00053337-0.0010473i,0.00044982-0.0012024i,0.00019386-0.00030677i,0.00021286+0.00066698i,0.0003278+0.00083335i,-0.00047613-0.00036107i,-0.00087156-0.00080861i,-0.00096126-1.6047e-05i,-0.00051627+0.00020994i,0.0001677+0.00024823i
-0.00017914-0.00088509i,-0.00053001-0.0018735i,-0.00070997-0.00093381i,-0.00073874-0.00097357i,-0.00062871-0.002015i,-0.00053156-0.0018422i,0.00029106-0.0019192i,0.000545-0.0016711i,-0.00011452-0.00063496i,-0.00060185-0.00091462i,-0.00024504-0.00048133i,0.00016453-0.00016914i,0.00057474-0.00071699i,-0.00016443-0.00085186i,-0.0011578-0.0003255i,-0.0010993+0.0010195i,-0.0013204+0.0019752i,-0.001224+0.0014166i,-0.00088805-0.00052965i,-0.0010006-0.0011466i,-0.0010877-0.00015687i,-0.00079643+0.00018597i,-0.00084556+0.00022125i
0.00019297-0.00069673i,0.0021275+0.00056029i,0.0029824+0.00051575i,0.0018034+0.00014711i,0.00081311-0.00031743i,-0.00031903-0.00077422i,-0.00090181-0.00016912i,-0.0012807-7.5725e-05i,-0.001004-0.0010671i,-0.00012699-0.0009816i,0.00037364-0.00013474i,0.00023577+0.00065408i,-0.00074629+0.00067771i,-0.0010033-0.00027463i,-0.000798-0.00047315i,-0.00010527-8.7782e-05i,0.00013387-5.3004e-05i,-8.7518e-05+0.00045501i,0.00024472+0.00058822i,2.0443e-05-3.4454e-05i,-0.00017718-0.00061803i,0.00020255-0.00048213i,0.00050638+0.00013019i
0.00088895+0.00076716i,-0.00048448+0.00035674i,-0.0013056+0.00039636i,-0.0010474+0.00092891i,-0.00052126+0.00051236i,-0.00024945+0.00036567i,0.00016594-0.0004262i,1.7549e-07-0.0011123i,-0.00082733-0.00091976i,-0.0011564-7.4164e-05i,-0.00048494+0.0002193i,0.00010496+0.00039346i,-0.00036382+0.00064787i,-0.00082639+0.00049646i,-0.00071881+8.2757e-05i,-0.00010483-0.00075891i,0.00069274-0.00055471i,0.0008433-0.00026299i,0.00058013-0.00059904i,0.00025198-0.00031236i,-0.00010832-0.00046224i,-7.1665e-05-0.00038184i,-1.8919e-06+0.00081131i
3.0093e-05+0.00082684i,0.0006048-0.00065257i,0.0010833-0.0021039i,0.00094481-0.0029123i,0.00018929-0.0024578i,-0.00057028-0.0014392i,-0.00011473-0.0010188i,0.00011198-0.0012341i,-0.00036282-0.0013068i,-0.00050491-0.00099903i,-0.00058827-0.00054309i,-0.0015243-0.00043335i,-0.0021817-0.00045404i,-0.0016643-0.00062318i,-0.0014379-0.0004531i,-0.00054163+0.00047099i,0.00015183+0.00083681i,9.7992e-05+0.0011311i,-0.00019457+0.0013058i,-8.803e-05+0.00050717i,-0.00017006+4.9173e-05i,-0.00054794+0.0005547i,-0.00040511+0.00062996i
-0.0024856-0.0015268i,-0.00186-0.00019557i,-0.0018181+9.7906e-05i,-0.0010538+0.00072184i,0.00011209+0.00068827i,0.001177-1.7649e-05i,0.0012098-0.00062991i,0.00077543-0.0005874i,0.00035663-4.8872e-05i,6.292e-05-0.000334i,9.3619e-05-0.00047402i,7.7777e-05-0.00016082i,0.00018511-0.00035701i,-8.4251e-05-0.00084341i,-0.0010151-0.00089817i,-0.00085177-0.00010873i,-0.00030837+0.0012235i,-3.0147e-05+0.0020007i,0.0004969+0.001383i,0.0007494+0.00028253i,0.00040919-5.5789e-05i,0.00010455+0.00013427i,0.00022367+2.8646e-05i
-0.0017759-0.00028696i,-0.001786-0.00030826i,-0.0020436+0.0014918i,-0.00065556+0.0019957i,0.00068189+0.0008122i,0.00066913-0.00070679i,0.00021399-0.00072671i,-0.00047099-0.0001544i,-0.00066922+5.9165e-05i,-0.00038597+0.00081775i,-7.666e-05+0.00098527i,0.0010546+0.00010022i,0.00099405-0.0008747i,-0.00053999-0.0011241i,-0.0011898-0.00044885i,-0.00067488+0.00060887i,-0.00044595+0.0007684i,-0.00015066-0.00011815i,0.00050393-0.0008858i,5.7589e-05-0.0010474i,-0.00081729-0.00061297i,-0.000786-0.00045362i,2.7681e-05-0.00044991i
0.00017193-0.001456i,3.5082e-05-0.0021447i,0.00076004-0.0023189i,0.00033694-0.0026557i,-0.00036752-0.0023415i,3.9925e-05-0.0016365i,0.00037354-0.00048503i,-0.00023623+0.00013507i,-0.0012052+0.00025917i,-0.00069666+7.4274e-05i,-8.0766e-05-0.00020792i,4.9719e-05-0.00057211i,0.0001967-0.0011585i,-9.6798e-06-0.0011299i,-0.00063096-0.00046852i,-0.00096537-8.2969e-05i,-2.0256e-05+0.00024399i,0.00012464+0.00099906i,0.00027198+0.00035464i,0.0010211-0.00049085i,-0.00018559-0.00030318i,-0.00064948+3.8104e-05i,0.00073786+0.00052879i
0.00020445+0.0020313i,-0.00021008+0.0020817i,-0.00085795+0.0020936i,-0.00026208+0.0010914i,-0.00023787-7.8291e-06i,-0.00069608-5.3849e-05i,-0.0012075-0.00014086i,-0.0010667-0.00088812i,-0.00073101-0.00093914i,-0.0012437-0.00010765i,-0.00071579+4.9657e-05i,0.00046644-0.00052698i,0.00011855-0.0012076i,-0.00058508-0.0015575i,-0.0011552-5.7395e-05i,-0.0011003+0.00068713i,-2.209e-05+0.00050903i,0.00068382+0.00059933i,0.00032369+0.00054234i,-0.00045602+0.00034802i,-0.0010189+0.00021673i,-0.0011379-7.3526e-07i,-0.00058911+6.1141e-05i
0.0011638+0.0014707i,0.00092825+0.0013814i,0.0016522+0.00024893i,0.002591-0.00073639i,0.0014046-0.0010067i,6.6634e-05-0.0010689i,5.9243e-05-0.00048468i,3.3067e-05-0.00082399i,-0.00053576-0.0016777i,-0.00060837-0.00077241i,-0.00066508+0.00012903i,-0.0012227-0.0005236i,-0.0012179-0.00025293i,-0.00052863+0.00066989i,-0.00088978+0.00059576i,-0.0010583+0.00037484i,0.00025548+0.00022012i,0.0011646-5.5389e-05i,0.00067396-0.00010036i,-0.00041926+0.0003357i,-0.00074692+0.00028386i,-0.00092543+4.6707e-05i,-0.00035688+0.00029445i
-0.0039832-0.0017762i,-0.0042322-0.0013765i,-0.0036101-0.001856i,-0.0022486-0.00089725i,-0.00045184-0.00012416i,0.00033387-0.00049231i,-0.00013406-0.0010768i,-0.00071716-0.00070856i,-0.0016866-0.00012013i,-0.0018128-9.6755e-05i,-0.00038895-0.0001647i,0.001089-0.00015257i,0.0016967-3.5528e-05i,0.0014086-0.00078733i,-8.4081e-05-0.0012744i,-7.4846e-05-0.00088259i,0.00069231-0.000416i,0.00055343-0.00041157i,0.00010473-0.00031518i,-3.8685e-05-0.0010129i,-7.2898e-05-0.00082708i,-0.00070577+0.00026783i,-0.00030539+0.0005061i
0.0014706+0.00058231i,0.0019693+6.5636e-05i,0.0026259-0.00080504i,0.0017481-0.00091949i,0.00066742-0.00067647i,0.00091711-0.00085922i,0.0023531-0.00083205i,0.0023871-0.0010722i,0.0010252-0.0015708i,-0.00024466-0.001184i,-0.00044666-0.00018971i,0.00017406-3.2034e-05i,-8.0369e-05-5.1563e-05i,-0.00023432-0.00027165i,-7.0752e-05-0.00019221i,-0.00035145+0.00053539i,-0.00057508+0.00087956i,-0.00050614+0.00040481i,-0.00036346-0.00015163i,-0.00023162-0.00031171i,3.971e-05-0.00067515i,-0.00045643-0.00050609i,-0.00042235+0.00044319i
-0.0015623-0.00019277i,-0.0018882+0.0014592i,-0.003258+0.0036508i,-0.0029434+0.0033318i,-0.0013074+0.00174i,-0.00014562+0.0011216i,-0.00019271+0.00051566i,-0.00023063-0.00042407i,-0.00014851-0.00025975i,-0.000678+0.0012041i,-0.00070713+0.00083251i,0.00051305+5.1947e-05i,0.0012996+4.2939e-05i,0.001083+2.1285e-05i,-9.9008e-05-0.00032634i,-0.0011143-0.00036751i,-0.0002675+0.0004086i,5.0148e-05+0.0015467i,-0.0001619+0.0014153i,-0.00052062+0.00081732i,-0.00066135+0.00092249i,-0.001199+0.0008795i,-0.00073616+4.0867e-05i
-0.00027229+0.00066188i,-0.0010699-0.00057741i,-0.0016154-0.0016576i,-0.0014973-0.0018278i,-0.00050577-0.00092186i,-0.00027815-0.00029484i,-0.00042866+0.00034812i,-0.00077919+0.00031034i,-0.0010206-0.0007183i,-0.0007612-0.00050299i,-0.00059171-2.8346e-05i,-0.00061616-8.5087e-05i,-0.0010001+1.431e-05i,-0.00029017-0.00033654i,-0.00017869-0.00058012i,-0.00089877-0.00015049i,-0.00056223+0.00018989i,0.00016559+0.00045936i,4.0338e-05+0.00037356i,-0.00096436+8.0108e-05i,-0.0015836+8.7893e-05i,-0.0012053+0.00072154i,-0.0010534+0.0008196i
-0.001442+4.9574e-05i,-0.00067832-0.00010841i,-0.0004192+0.00068381i,-0.00013827+0.00024674i,-0.00063415-0.00050508i,-0.00075675-0.0010167i,-0.00058393-0.0016458i,-4.1309e-05-0.0024359i,0.00064043-0.0017753i,0.00043675-0.00021558i,-0.00010226+0.00047294i,2.3745e-05-0.00028422i,0.00083878-0.0012248i,0.0013305-0.00086146i,0.00026253+6.2724e-05i,-0.00093032-0.00028454i,2.1495e-05-2.1004e-05i,0.0010204+0.00059385i,0.00069865+0.00012719i,-0.0001541-0.00023105i,-0.00078659-0.00035266i,-0.00069228-0.00040114i,-0.00032033-0.00055092i
0.00073828+0.00027754i,0.00069688+0.00030248i,0.00069926-0.00099215i,-3.6947e-05-0.0024866i,-0.0013002-0.0017665i,-0.0019308-0.00043685i,-0.0014472-0.00078671i,-0.0009417-0.0021474i,-0.00087935-0.0030697i,-0.001375-0.0019629i,-0.0017492-0.00057457i,-0.00071782-0.00043359i,0.00013598-0.0001307i,-0.00044118-0.00016135i,-0.0009002+0.00011361i,-0.00018416+0.00076362i,0.0002644+0.0009191i,0.00056561-0.00023584i,0.00073358-0.00010752i,0.00029186+0.00058881i,0.00061704-6.3088e-05i,0.00087484-0.00074062i,0.0002592-0.00056148i
-0.001462-0.00077009i,-0.00083001-0.0004143i,-0.00011681-0.0011613i,-0.00081089-0.00042869i,-0.0013896+0.00066043i,0.00027806+0.0006927i,0.001192+3.86e-06i,0.00095098-0.00085145i,0.0003717-0.0008092i,-4.8898e-05-0.00018064i,0.0004264+0.00011747i,0.00061558-0.00029508i,0.00035236-0.00056206i,0.00015021-0.00045595i,-0.00040694-0.00018497i,-0.00060409+0.00050463i,-0.00037613+0.0007258i,-0.00048597+6.1466e-05i,-0.00010477-0.00041244i,0.0004558-4.0261e-05i,-0.0001168-0.00043131i,-0.00068141-0.0012626i,-0.00036441-0.00020511i
-0.00040055-0.001165i,9.8761e-05-0.0019604i,0.00013856-0.0015101i,-0.0001368-0.00035899i,-0.00099867+0.00022952i,-0.0010505+0.00023021i,-3.7219e-05+8.9106e-05i,0.00026737-0.0003656i,-2.2982e-05-0.0007678i,-0.00043131-0.00022355i,-0.00062342+0.0007359i,9.0236e-05+0.0012488i,-0.00020726+0.00070166i,-0.00079372-0.00014671i,-0.00055157-0.00058817i,-0.00057677-3.3227e-05i,-0.00037637+8.2963e-05i,0.00021738+0.00011489i,0.00078582-4.9758e-05i,0.00071714-0.00058982i,0.00030087-0.00047783i,-0.00020229-2.8045e-05i,-0.00028609+2.3631e-05i
0.0016841-0.001911i,0.0014641-0.0026791i,0.00054136-0.003845i,-0.00010028-0.0039348i,-0.00016696-0.0031633i,-0.00014305-0.0016725i,0.00087321-0.00038888i,0.0012914+8.0335e-05i,0.00056548-0.00024485i,0.00027848-0.00082675i,-3.9966e-05+7.6029e-05i,-3.9279e-05+0.00089607i,0.00021493+0.00098515i,0.00028392+0.00047697i,-6.2925e-05-0.0001102i,-0.00069134+0.00011042i,-0.00044541-0.00067939i,0.00062849-0.0013222i,0.0010422-0.00071322i,0.00043054-0.00031157i,1.6024e-05+0.00044019i,-0.0002758+0.00040242i,9.6694e-05+9.5498e-05i
0.0010796-0.0015607i,0.0017379-0.0013434i,0.0022414-0.0005105i,0.00098982-0.0010118i,-0.00044638-0.0013114i,-0.00089389-0.00032476i,-0.00076065-0.00012791i,0.00022244-0.0005444i,0.00044125-0.00022207i,-0.00062299-0.00011437i,-0.00091147+0.00023544i,-0.00026106+0.00061966i,-0.0007127+0.00010191i,-0.0012836-0.00042896i,-0.0009315-0.00020807i,-0.00024869-5.9308e-05i,2.0284e-05+0.0002112i,1.2051e-05-0.00029407i,-0.00033041-0.00095899i,-0.00034093-0.0014527i,0.00042538-0.001711i,0.00071475-0.0013295i,0.00031122-0.00037473i
0.00037396+0.0010683i,0.0010953-0.00016026i,0.0028186-0.00033305i,0.0028796-5.2112e-06i,0.0013733-0.00048758i,-0.00020116-0.00084019i,-0.00043601-0.00061141i,-3.9915e-05-3.7691e-06i,-0.00086+4.5354e-05i,-0.0017182-0.00054595i,-0.00099153-0.00049446i,-0.00064724-0.00027985i,-0.00068347-0.00015732i,-0.00062092-0.00036443i,-0.00067455-0.00073743i,-0.000277-0.0001923i,0.00028699-0.00012136i,0.00016473-0.00025059i,-0.0003233+0.0010011i,-0.0002369+0.0017584i,2.838e-05+0.00081299i,0.00046186-0.000324i,0.00063938-0.00035368i
0.00077565+0.00091358i,0.0012359+0.00042925i,0.0014127-0.00063445i,0.0011604-0.0013694i,0.0003826-0.0013806i,-0.00018278-0.00080564i,0.00019678-0.00039037i,0.00065119-0.00086879i,0.00016127-0.0013406i,-0.0005802-0.0012237i,-0.00096612-0.00095266i,-0.00082946-0.000198i,-0.0009901+0.00041993i,-0.00096922+0.0005236i,-0.00090785+0.00094821i,-0.0010915+0.00054896i,-0.00050499+7.931e-05i,1.0595e-05+0.00016556i,-0.00012176-0.00020676i,-0.00034296-0.00015908i,-6.4848e-05+0.00039499i,-8.1363e-05+0.0008092i,0.00025552+0.00047849i
-0.0018473-0.0025353i,-0.0021108-0.0014374i,-0.0023833-0.0021533i,-0.0025404-0.0024416i,-0.0019617-0.0014752i,-0.0011967-1.954e-05i,-0.0010853+0.00042391i,-0.00077451-0.00022927i,-0.00076614-0.00056889i,-0.0012653-0.00088134i,-0.001022-0.00076532i,-5.536e-05+0.00039012i,0.00051135+0.00056911i,5.2462e-05-8.3275e-05i,-0.00028811-0.00028907i,-0.00033292+5.0429e-05i,-0.00060304+0.000239i,-0.00082295-0.00010748i,-0.00090596-0.00092927i,-0.00064084-0.00063001i,-0.00023576-0.00011628i,-0.00091857+0.00037933i,-0.0016879+0.00010194i
0.00097071-0.0010854i,0.00081835-0.0021452i,0.00070644-0.0022327i,0.00089264-0.0016111i,0.00059429-0.0016589i,5.9708e-05-0.0012363i,0.0007872-0.00067595i,0.00050743-0.0014638i,-0.00056406-0.0024651i,-0.00070827-0.0024018i,-3.2381e-05-0.001102i,5.6026e-05+0.00035019i,-0.00044388+0.00028413i,-0.00037694-0.00042695i,-0.00022405-0.00042814i,-0.00019884+0.00012034i,-0.00068711+0.00029152i,-0.00080073+0.00031358i,0.00044174-0.00026059i,0.0010359-0.0003488i,0.0006361+0.00024772i,0.00037701+0.00013293i,4.9536e-05+0.00021228i
5.2769e-05+0.0021247i,0.00024592+0.0024436i,0.00051607+0.001135i,0.00080122-9.3727e-06i,0.00071946-0.00062813i,0.00013951-0.00077414i,-2.3385e-05-0.0005664i,4.8583e-05-0.00069676i,-0.00023254-0.00063962i,-0.00039785-0.00040075i,0.00022354+0.00034876i,0.00091801+0.001362i,3.9464e-05+0.0012728i,-0.0009185+0.00052553i,-0.00046966+0.00030577i,7.7254e-05+0.0012527i,0.00039039+0.0023884i,0.00031053+0.0021784i,0.00021676+0.0011164i,0.000294+0.00029382i,0.00011246-0.00054594i,0.0003948-0.00078034i,0.00051762+7.5292e-05i
0.00063555+0.0014136i,-0.00015646+0.00061705i,0.0010519-0.00080002i,0.0012935-0.0016348i,0.00088604-0.0016938i,0.00074972-0.001244i,0.00012504-0.00028803i,0.00028737+0.00022815i,9.6303e-05-0.00023502i,-0.00040942-0.00043153i,-0.00079653+0.00022273i,-0.0011001+0.00065815i,-0.00082579+0.00017819i,-0.001242+0.00027311i,-0.0014579+0.00037374i,-0.0007771-0.00014959i,-0.00037257+0.00020135i,8.2784e-05+0.00039504i,-0.00018068+0.00013455i,-0.0006509-0.0004367i,-0.00036351-0.00017443i,-0.00079915+0.0001613i,-0.00038154+0.00022692i
-0.00087966-0.00045789i,-0.00019997-0.0012799i,-0.00050716-0.00045085i,0.00040946+0.00016373i,0.00063492+0.00031607i,0.00010225+0.0010691i,3.4715e-05+0.00044929i,0.00025541-0.00037477i,0.00032315-0.00053695i,-1.8731e-05+7.7891e-05i,-0.0003072+0.00014056i,4.6321e-05-0.00081771i,0.00010714-0.0011652i,-0.00053782-0.00072959i,-0.00064375+1.8282e-05i,-0.00065239+0.00020189i,-0.00035093-0.00014565i,3.4911e-05-0.00030832i,0.0002761-0.00060033i,-9.7651e-05-0.00029098i,-0.00049476+0.0002871i,-0.00045836+0.00019155i,-0.00017155-0.00030783i
-0.0016739+0.0010152i,-0.0022029+0.0012365i,-0.0023627+0.0011953i,-0.0012526+0.0003115i,-0.00023908-1.1116e-05i,0.00020828-0.00028603i,-0.00027408-0.00062023i,-0.0010103-0.00084431i,-0.00078259-0.0010291i,-0.00066089-9.8065e-05i,-0.00091043+0.00032783i,-0.000839-0.00020433i,-0.00084692-0.00028937i,-0.00067922-0.0004403i,-0.0004498-0.0004978i,-0.00068029-0.00012291i,-0.0001423+6.1075e-05i,0.00049367+0.00042058i,8.0169e-05-8.5889e-05i,-0.00012959-0.00058179i,-0.0005771+0.000361i,-0.00053175+0.0012648i,8.3029e-06+0.00065382i
-0.00079125-0.00088568i,-0.00073504-0.0012724i,-0.00078242-0.00075925i,-0.00094719-0.00017341i,-0.00059719-5.8847e-05i,-0.0006079-9.6784e-05i,-0.00023681-0.0008947i,0.00042483-0.0018066i,0.00020579-0.0013627i,-3.0267e-05-0.00079747i,0.00049989-0.00023666i,0.00030505+0.00020051i,-0.00061885-0.00023836i,-0.0011362-0.0006114i,-0.00078053-0.00029132i,-0.00054069+0.0003786i,-0.00084296+0.00044017i,-0.00052062+0.00015005i,0.00052939-0.00028179i,0.0005973-0.0011206i,-0.00010493-0.0011869i,-0.00024274-0.00017922i,-0.00011938+0.00072489i
0.0020152+0.002454i,0.0017543+0.0026802i,0.0016184+0.001524i,0.0016094+0.00076924i,0.00073267+0.00025319i,0.00059093-0.00041559i,0.00066055-0.00011982i,0.00012093+1.0857e-05i,3.7133e-05-0.001265i,0.00015948-0.0015016i,-0.0002239+9.0405e-05i,-0.00059084+0.00065746i,-0.00099876+0.00038787i,-0.00050657+0.00022037i,-0.00073096+0.00026593i,-0.00066201-0.00018782i,-5.5648e-05-0.00012954i,0.00049227+0.00012607i,0.00050454+0.00027643i,-0.00023811+0.00044487i,-0.00039049-6.8902e-05i,-0.00066739+0.00033485i,-0.0008193+0.00056769i
-0.00028739-0.00047028i,-0.00021849-1.1568e-05i,-0.00010112+7.7358e-05i,0.00095745-0.00082295i,0.0012241-0.001782i,0.00063447-0.0019638i,0.00056228-0.001438i,0.00076547-0.0020278i,0.00037579-0.0025277i,-0.00015142-0.0017872i,-0.0002783-0.00091275i,5.8214e-05-0.00072345i,-0.00025181-0.0010582i,-0.00081632-0.0012665i,-0.00058215-0.00085026i,-0.00049026+8.0757e-05i,-3.8291e-05+0.00016354i,0.00072683-0.00075942i,0.00092488-0.00059359i,0.00025775-0.00014827i,0.00015766-0.00014871i,7.6772e-05+0.00010777i,-7.5594e-05-8.2241e-05i
0.0011065+0.00048613i,0.0017259+0.00010336i,0.0016355-0.00065007i,0.00011986-0.0011466i,1.3986e-05-0.0015995i,0.00099365-0.00057381i,0.00077164+7.2157e-05i,0.00045659-0.0010649i,0.00035973-0.0019041i,-0.00015051-0.0014961i,-0.00034671-0.00028025i,-0.00013752-8.1356e-05i,-0.00032634-8.7582e-05i,-0.00057058-0.00031632i,-0.00035776-0.00089216i,0.00025155-0.001079i,0.000592-0.00071296i,0.00051138-0.0004424i,0.00014874-0.0006349i,-0.00033733-0.00018531i,-0.00067899+0.00034186i,-0.00053453-3.7283e-05i,-0.00025602-0.00043704i
-0.00035895-0.00056936i,0.00059015+0.00018829i,0.001083+0.00061393i,0.00014916+0.00032018i,-0.0005431+0.00039147i,0.00016625+0.0013258i,0.00026624+0.0013984i,0.00020121-9.408e-05i,0.00031024-0.0011211i,-0.00080964-0.00063284i,-0.00072532+0.00015545i,-0.00035953+0.00080048i,-0.0005218+0.0009111i,-2.1558e-05+0.00024457i,0.00023145+0.00067965i,-1.0271e-05+0.001227i,0.00020997+0.00018705i,0.00065115-0.00011932i,0.00058827+0.00066702i,-0.00010646+0.00093013i,-0.00051628+0.00038279i,-0.00053382+0.00021722i,-0.00016731+0.00030136i
-0.0014142-0.00066865i,-0.0029048-0.00017493i,-0.00323+0.0002888i,-0.00179+0.00039086i,-0.00079126+0.00028685i,0.00037323+0.00060914i,0.00072463+0.00013483i,8.0423e-05-0.0013393i,4.7279e-05-0.0016564i,-0.00033465-0.001098i,-0.00078531-0.00077179i,-0.00046948-0.00074725i,-9.4506e-05-0.00056261i,-0.00037633-3.0884e-05i,-0.00092806-4.2537e-05i,-0.00065159-0.00035707i,-0.00072591-0.00032363i,-0.00052225-6.2088e-05i,0.00027309+0.00027419i,0.00017408+8.8379e-05i,-0.0005591-0.00032415i,-0.00028767-0.0003397i,0.00028714+0.0003602i
-0.0018523+0.00056929i,-0.0010288+0.00072213i,-0.00094573+0.0017668i,-0.0011607+0.0012222i,-0.00083713+0.00018004i,0.00023834-0.00044757i,0.00094623-0.00069572i,0.00032065-0.0010186i,-0.0010983-0.0011769i,-0.00088696-0.00026293i,-0.00017812+0.00042291i,-0.00078209-0.00033568i,-0.00043094-0.00099705i,-0.00027776-0.00061739i,-0.00037986-0.00049177i,-0.00049378-0.00033041i,-0.00089392+0.00023306i,-0.00043981+0.00063412i,0.00015851+0.00068603i,0.00029833+0.00055767i,-0.00020755+8.7414e-05i,-0.00074092-0.00028215i,-0.00047538+0.00024105i
0.0022813-0.00098302i,0.0026735-0.00076236i,0.0015412-0.0017867i,-0.00045235-0.0026612i,-0.0020216-0.0022629i,-0.0016238-0.0016618i,-0.00020647-0.00097437i,0.00037573-0.0015931i,0.00016515-0.0026603i,-0.000499-0.0022557i,-0.00061924-0.00093581i,-0.00022241+0.00027158i,-0.00080399+0.00010838i,-0.0011459-0.00052659i,-0.00048191+0.00050937i,-0.00031423+0.0012596i,-0.00033109+0.00056114i,-9.5058e-05+0.00038635i,-0.0007132-0.0001322i,-0.00064056-0.00058735i,1.1045e-05-0.0002491i,9.2345e-05-0.00051925i,0.00029134-0.0008812i
-6.6799e-06-0.00093676i,-6.7102e-05-0.0010751i,0.00023297-0.00049879i,0.00054581-0.00094958i,0.0011949-0.0015157i,0.001475-0.00099017i,0.0011889-0.00015728i,0.0011497-0.00084608i,0.00058241-0.0012185i,-0.00069604-0.00010187i,-0.0011621-0.00010998i,-0.00047178-0.00058179i,-1.6825e-05-0.00071483i,7.0624e-05-0.0012353i,-0.00066898-0.00074995i,-0.0008923-0.00017839i,-0.00025863-0.00021393i,-0.00011036+1.9861e-05i,0.0001672-0.00043829i,0.00095349-0.00048076i,0.00017549+0.00011913i,-0.00010483-0.00033052i,0.00050638-0.00055885i
0.00019285-0.0015173i,0.00015088-0.0022096i,-0.00056008-0.0028381i,-0.0015765-0.0026241i,-0.0008292-0.0011806i,-1.7879e-05-0.00012309i,0.00011394-0.00023408i,8.7229e-05-0.00048155i,-0.00075312-0.00095153i,-0.0009999-0.00062886i,-0.00067947+0.00041222i,-0.0002074+0.0009075i,-3.3942e-05+0.00045491i,-0.00065461-0.00019333i,-0.00082774-0.000437i,-0.00030709-7.4979e-05i,9.7043e-05-0.00037447i,-7.3245e-06-0.00086221i,-0.00052697-0.00042544i,-0.00084623-0.00016101i,-0.00067073-0.00043612i,-0.00032049-0.00070771i,0.00022403-0.00024842i
-0.0020018-0.00026145i,-0.00079583-0.00040652i,-0.00085794+0.0015738i,-0.0015051+0.0026856i,-0.00028036+0.0018913i,0.00061745+0.0010228i,0.00032993+5.9061e-05i,-2.5969e-05-0.00063706i,-0.00051257-0.00056026i,-0.00069543-3.8021e-05i,-0.00079039-4.4881e-05i,-0.00021015-6.5167e-05i,0.00063302-0.00014241i,0.00047029+8.935e-05i,-0.00040498+0.00051755i,-0.00050839+0.00045597i,0.00041935+0.00095407i,0.00038635+0.00077379i,-0.00031657-0.00035029i,-0.00037514-0.00058532i,-0.00035203-0.00061296i,-0.00046411-0.00036738i,-0.00034338+0.00018411i
-0.0020621+0.0011554i,-0.0016692+0.001678i,-0.0015461+0.0022142i,-0.00039556+0.0019532i,0.00033086+0.00099984i,-0.00017708-0.0002516i,0.00011138-0.00075232i,7.9577e-05-0.0009955i,-0.00055727-0.00088846i,-0.00081421-0.00047292i,-0.00082166-7.6476e-05i,-0.00097333+7.9542e-05i,-0.0011217+0.00017525i,-0.001161+0.00040307i,-0.0013375+0.00039624i,-0.0014676-0.00047937i,-0.0012248-0.00019623i,-0.00017288+0.00044185i,0.00024332-0.00045445i,-0.000227-0.00076807i,-0.00060633-7.2568e-05i,-0.00047922+0.00033348i,-0.00020886+0.00039644i
