-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
-0.0022755+0.00060302i,-0.0014821+0.0015736i,-0.00066214+0.0024192i,-0.001194+0.0022411i,-0.0013318+0.0021385i,-4.9343e-05+0.0013913i,0.00080144-0.00022236i,0.0004923-0.00034082i,-0.00082247+0.00023273i,-0.00070951+0.00038873i,-2.0482e-05+0.00044605i,-0.00021422+0.00019194i,-3.3697e-05-0.00018435i,-2.9874e-05+0.00024895i,-0.00048853+0.00070686i,-9.9828e-05+0.0011419i,0.00064681+0.0010624i,0.0004629+0.00055094i,-0.00042134+0.00034144i,-0.00065992-2.2467e-05i,-0.00029217+9.891e-05i,-1.2115e-05+7.4168e-06i,0.00059546-0.00046941i
-0.0018096+0.00083081i,-0.0011064+0.0011044i,-0.00014616+0.0013854i,0.00029808+0.0016342i,0.00050866+0.001753i,0.00018375+0.0017246i,-0.00018209+0.0017951i,-0.00061892+0.0010687i,-0.00098294+0.00050746i,-0.00026741+0.00061269i,1.1498e-05+0.0007047i,-0.00021468+0.00051081i,-0.00037311+0.00036917i,-0.00029763+0.00065299i,0.00045791+0.0011203i,0.0008546+0.0011433i,0.00040773+0.0007443i,0.00010952+0.0010021i,3.1263e-05+0.00060835i,-0.00010554-0.00028109i,-0.00036706-0.00065283i,1.2519e-05-0.00078548i,0.00054983-0.00090659i
0.00056507-0.002519i,-0.00063777-0.0021052i,-0.0012828-0.0010564i,-0.0012415-0.00025139i,-0.0015681+0.00028265i,-0.00076257+0.0012349i,0.0003912+0.0014835i,-6.366e-05+0.00075581i,-0.00017204+0.00022733i,7.211e-07+0.00028612i,0.00024226-0.00014076i,0.00057506-0.00041745i,0.00089983+7.8372e-05i,0.0016211+0.00055341i,0.0014381-0.00015432i,0.0013303-0.00063188i,0.0013571-0.00023144i,0.00098366+1.8764e-05i,-8.6335e-05+0.0005343i,-0.00059876+0.00079158i,-0.00021053+0.00020256i,0.00020113+6.1277e-06i,0.00021382-0.00012968i
0.0014776+0.0007469i,0.0025086+0.00096332i,0.0035323+7.737e-05i,0.002764-0.00030051i,0.00049092+6.2616e-06i,-0.00054569+0.00071572i,0.0002133+0.00096013i,0.00062473+0.0011208i,0.00099109+0.00076263i,0.0010269+0.00066771i,-0.00027272+0.0010636i,-0.00039751+0.00087127i,0.00068617+0.00028318i,0.0012572+0.00022153i,0.0013068+0.00018397i,0.000945-0.00088429i,0.00023429-0.0017899i,5.36e-05-0.0018781i,0.00026103-0.0010238i,0.00039588+0.00040561i,0.00056927+0.0012304i,0.00020173+0.0010341i,-0.00013261+0.00028334i
0.0001516+0.0026342i,0.0017104+0.0033951i,0.0015368+0.0021079i,0.0012552+0.0011259i,0.0015838+0.00035632i,0.0010569-0.0011641i,0.00061322-0.00097595i,0.0011189+6.8676e-07i,0.0013876+1.2322e-05i,0.0010769+0.00030693i,0.00029652+0.00042503i,0.00028492+0.00048718i,0.00061778-0.00018333i,0.00024313-0.00047728i,-0.0006071-2.5305e-05i,-0.00093874-0.00025117i,-0.00071094+0.00017625i,-0.00054331+0.00072339i,-0.00094841+0.00048139i,-0.00048434+0.00091145i,0.00048896+0.00066012i,0.00069653+7.1464e-05i,0.00020992-0.00013423i
-0.00044817+0.00029383i,-0.00064532+0.00027363i,-0.0013314+0.0010161i,-0.0013831+0.00097824i,-0.00055322+0.0013908i,-7.0152e-05+0.0013095i,6.3817e-05+0.00023599i,0.00024796-0.00076888i,0.00032448-0.0010274i,3.8039e-05-0.00085408i,-0.00043034-0.00022239i,-0.00027124+0.00064255i,0.00041971+0.00066325i,-0.00011672+0.0009229i,-0.00099373+0.0016006i,-0.0011565+0.001659i,-0.00056231+0.00084855i,0.00011798-0.00040431i,7.8172e-05-0.00022411i,0.00013395+0.00046299i,0.0003433+0.00023404i,0.00056271+0.00030122i,0.00087896+0.00037673i
-0.00048926-0.0014181i,8.6633e-05-0.001286i,0.00033082-0.00049341i,0.00043984+0.0010782i,-0.00010763+0.0023637i,0.00036514+0.0020538i,0.0010418+2.5635e-05i,0.00016731-0.0013605i,-0.00082522-0.0012599i,-0.00041575-0.00098778i,0.00045462-0.00048224i,0.0010762+0.00061915i,0.00054392+0.001117i,-0.00040579+0.0010786i,-0.0011955+0.00083922i,-0.0012193+0.00084993i,-0.00031049+0.0016066i,-5.3431e-05+0.0017763i,0.00020706+0.001085i,0.00041756+0.00040544i,-7.807e-05-0.00089747i,0.00010643-0.00092714i,0.00027995+5.2554e-06i
0.0013177+0.0035556i,0.0023483+0.0031365i,0.002875+0.0025717i,0.0029222+0.0020455i,0.0020298+0.0024631i,0.0010594+0.0022562i,1.088e-05+0.0013593i,-0.00058329+0.0013411i,-0.00078098+0.0018578i,-0.00032067+0.0015807i,0.00033465+0.00071738i,-0.00053079+9.4056e-05i,-0.0012512-9.6811e-05i,-0.00089672+0.00048035i,-0.00060716+0.00069569i,-0.00025261+0.00055619i,0.00014641+0.000787i,0.00020136+0.00075635i,-3.2246e-05+0.00077162i,-0.00020378+1.8373e-05i,-0.00030269-0.0011381i,-0.00059336-0.0010882i,-0.00048586-0.00076441i
-0.0032099+0.00056583i,-0.0020028+0.0021547i,-0.00016308+0.0027383i,0.0012917+0.002891i,0.0016179+0.0035292i,0.0014644+0.0031265i,0.00090361+0.0017667i,0.00057135+0.0019357i,-0.00057582+0.0031157i,-0.00055558+0.0022392i,0.00036782+0.00016592i,4.7208e-05-0.00050191i,-0.00031768-0.0012749i,0.00024744-0.0010084i,0.00083881-0.00033592i,0.0012192-0.00077592i,0.0013978-0.00056394i,0.001523-0.00018689i,0.0010727+0.00091639i,-6.3054e-05+0.0010886i,-0.00085373+4.683e-05i,-0.0002079-0.00032341i,0.00028119-8.5721e-05i
-0.00029961-0.0025453i,-0.00076122-0.0017676i,-0.00028588-4.0185e-05i,-0.00032144+0.0010776i,-0.00062075+0.0017022i,0.00025518+0.0019879i,0.00036423+0.0014621i,0.00017276+0.0016437i,0.0011618+0.0015201i,0.0012914+0.0010419i,0.0010252+0.00076997i,0.00097942+0.00017017i,0.00064542-0.0010456i,0.00024531-0.0019886i,9.2115e-05-0.0018589i,0.0002887-0.0014031i,-7.7249e-05-0.00080737i,-9.2109e-05-0.00030159i,0.0002164+0.00051776i,0.0002508+0.00079818i,0.00031295+8.0482e-05i,0.00024942-0.00055532i,0.00010039-0.00054013i
-0.0017268+0.00023352i,-0.0012546+0.00075725i,-0.0013368+0.0015041i,-0.0014238+0.0028039i,-0.0010846+0.0034956i,-5.7916e-05+0.0026292i,0.00093218+0.0013198i,0.0019612+0.00098253i,0.0017971+0.0010877i,0.00068487+0.0011213i,0.00058646+0.0010187i,0.0011568+0.0012196i,0.00070246+0.00073289i,0.00071028-0.00016649i,0.00063734-0.00017974i,0.00017717+0.00019121i,0.00045343-0.00014392i,-0.00028993-0.00054292i,-0.00080747-0.00062493i,-0.00010643-0.0011711i,0.00042177-0.00045844i,0.00039464+0.00055169i,0.00081774+0.0004983i
0.0009442+0.00092028i,0.0006929+0.00063965i,0.00018988+0.00049296i,-0.00013587-0.00011066i,-0.00019436-0.00050331i,-0.00046776+0.000206i,9.305e-05-0.00014209i,0.0015836-0.00047639i,0.0013177-0.00086765i,0.00031461-0.00086154i,0.00089564-0.00023551i,0.0011797+0.0012452i,0.00068762+0.0022457i,0.00055276+0.0015974i,0.00047429+0.0014724i,0.00033428+0.0012726i,-0.00021903-0.00014311i,-0.00064041-0.00084109i,-0.00082371+8.3999e-05i,-0.00057315+0.00072946i,-0.00030796-0.0002427i,6.1014e-05-0.0011736i,0.00046802-0.00021859i
-0.0018272-0.0007329i,-0.00080747-0.0012018i,0.00029794-3.0289e-05i,0.00073099+0.00070218i,0.0005458+0.0014206i,0.00023963+0.0011625i,-0.00052023+0.00012437i,-0.00077035-0.00075254i,-0.00064428-0.0011913i,9.1177e-05+3.5151e-05i,0.001109+0.00080659i,0.0016991+0.00021885i,0.0005463+0.00028128i,-0.00084699+0.00086726i,-0.00068982+0.0015829i,0.00013329+0.0010099i,0.00054811+0.00038577i,0.00029149+0.00068492i,0.00028458+0.000159i,0.00030212-0.00068403i,1.0763e-05-0.00059916i,0.00011-0.0001529i,0.00057372-0.00046099i
0.0029733+4.6638e-05i,0.0029141-0.00084622i,0.0015254-0.0011521i,0.0010253-0.00028957i,0.0010395-7.0139e-05i,0.00057661-0.0004144i,-0.00016908-0.00037782i,-0.00083797-0.00041292i,-0.00061277+0.00040614i,-0.00049367+0.00083445i,-0.00054755+0.00038767i,-0.00025254+0.00027281i,-0.0003931+0.00090256i,0.00020097+0.00050901i,0.0012739+0.00025992i,0.00097882+0.00030673i,0.00077564-0.00034125i,0.00084579-0.0002684i,0.00019895+0.00031697i,0.00053247-1.1317e-05i,0.0003326-0.00063794i,-0.00038909-0.00052308i,-7.6636e-05-0.00040731i
0.00088261+0.0020685i,0.0010519+0.0013421i,0.0020408+0.00049632i,0.0017641+0.00060812i,0.0009531+0.00063444i,0.0011775+0.00051462i,0.00065708+0.00048489i,-0.00065634+0.00023871i,-0.00096997+0.00071906i,-0.00024925+0.0010949i,0.00047558+0.00076437i,0.00055261+0.00040708i,0.00049319-1.1223e-05i,8.8681e-05-0.00047768i,9.038e-05-0.00078463i,0.00052273-0.0012187i,0.00051291-0.00099203i,0.00091921+0.00052537i,0.0009362+0.00085925i,0.00036958+0.00027971i,0.00035689-0.00012029i,0.00053963-0.00048596i,8.8044e-05-0.00015012i
-0.0014237+0.001287i,-0.0013212+0.0027283i,-9.8711e-05+0.0029416i,0.0015397+0.0023714i,0.0018844+0.0024182i,0.0014541+0.0028265i,0.0016107+0.0023529i,0.0007755+0.0021699i,0.00034941+0.0024004i,0.001148+0.0021695i,0.00051083+0.001062i,-0.0011679-0.0004219i,-0.0012803-0.0013768i,-0.00091669-0.0018415i,-0.0010764-0.0014782i,-0.00025424-0.00075724i,0.00075017-0.0008427i,0.00094088-0.0010272i,0.00089168-0.00039999i,0.00086861-0.00046978i,0.00064918-0.00070729i,9.0065e-06-0.00080639i,0.00027851-0.00021496i
-0.0010942-0.00074027i,-0.0019202+0.00066082i,-0.001626+0.00081393i,-0.0011001+0.00040716i,-0.0013309+0.00058362i,-0.00060706+0.000816i,0.0012942+0.0010664i,0.002432+0.0013865i,0.0019975+0.0016994i,0.0010641+0.0015604i,-0.00035212+0.00051945i,-0.0011699-0.00026326i,-0.00042792-0.00089082i,-0.00026612-0.0011212i,-0.0010356-0.0010389i,-0.00064776-0.00018006i,-0.00028822+0.00037697i,-0.00067523-0.00032454i,-0.00088985-0.00076209i,-0.00075581-0.00069849i,-0.00072507-0.00070626i,-0.00064996-0.00028552i,-0.00010171+8.8824e-05i
-2.7392e-05+0.0013358i,0.00013423+0.0011673i,0.00094848+0.0017912i,0.0011623+0.0021252i,2.3318e-05+0.0018816i,-0.00013075+0.00159i,0.0013223+0.00089166i,0.0020527+0.00016051i,0.0015134-0.00025126i,0.00048636-9.2742e-05i,-0.00017401+0.00066147i,-8.5554e-05+0.00095766i,0.0009947+0.0010649i,0.0020162+0.00087288i,0.0018337+0.00069487i,0.00099546+0.00029058i,2.8948e-05+9.3935e-05i,-0.00024484+0.00019567i,0.0001241+0.00034718i,-0.0001579+0.00044069i,-0.00037121+0.0007173i,-0.00086342+0.00060312i,-0.00085447-3.8928e-05i
0.0002884+0.00059147i,0.0008463-0.00017234i,0.00045613+7.8534e-05i,0.00028312+0.00099307i,0.0010655+0.0012951i,0.00014311+0.00028004i,0.00046188-0.0015687i,0.0015543-0.0026146i,0.00094139-0.0022642i,2.9871e-05-0.0013686i,0.00068101-4.0625e-07i,0.0012628+0.00081683i,0.00038015+0.00097893i,0.00035409+0.00070221i,0.0013243+0.00061195i,0.0011052+0.00079037i,0.00051476+0.00090172i,0.00022324+0.00023532i,-0.00044682+0.00016077i,-0.000613+0.00073537i,-0.00035564+0.00070118i,-0.00044876+0.00039548i,-0.00047371+0.00048135i
0.0016705+0.00048799i,0.001535+0.00029619i,0.00099368-0.00041556i,0.0005783-0.00037121i,-0.00046697+0.00052389i,-0.0011292+0.0006658i,-0.00089861-0.00039755i,-0.00073778-0.00074159i,-0.0014595-0.00028812i,-0.0016852+0.00014373i,-0.00032385-4.0561e-05i,0.00095653-0.0009026i,0.00061936-0.0009266i,0.00061192+0.00033179i,0.0017061+0.00038029i,0.0017648-0.00052091i,0.0012256-0.0008111i,0.00079997-0.00068423i,0.00017895-0.00049079i,-0.00012196-0.00022792i,0.00034058-7.3593e-05i,-7.1003e-05+0.00033991i,-0.00051388+0.0008164i
-0.0031348+6.482e-05i,-0.0020564+0.0010453i,-0.0023219+0.001984i,-0.0011665+0.0022531i,0.00034243+0.0030739i,0.0007399+0.0027102i,-2.3653e-05+0.0016988i,-0.0020074+0.00098913i,-0.0023185+0.00094706i,-0.00095906+0.0021438i,-0.00027495+0.0012328i,-0.00048958-0.001089i,-0.00011476-0.0015965i,-0.00020451-0.0017052i,-9.44e-05-0.0010425i,0.0001303-0.00013388i,-0.00029863-0.000224i,-0.00063723-0.00068618i,-0.00018507-0.0015319i,0.00081554-0.0014221i,0.00046706-0.00053088i,-0.00013962+0.00013834i,-0.00035935+0.00093227i
0.00058379+0.0007457i,-3.1875e-05+0.0010127i,0.00037735+0.000725i,-0.0001331-0.00057747i,-0.00078684-0.00046838i,-0.001141+0.00090005i,-0.00059724+0.001969i,-0.00052382+0.0026721i,-0.00051+0.0022653i,0.00071502+0.00092653i,0.00015276-0.00026803i,-0.0018309-0.00019878i,-0.0023988-0.00010793i,-0.0014974-0.0010276i,-0.00089076-0.00080303i,-0.0008974+0.00025097i,-0.0010212+0.00056187i,-0.00018987+0.00042268i,0.000543-0.00024813i,0.00066794-0.00066957i,0.00039163-8.3949e-05i,0.00031225+0.00018645i,0.00013288+7.5937e-05i
-0.00020429-0.0010395i,8.7168e-05-0.00097229i,-0.00060363+0.00042826i,-0.0014117+0.0022915i,-0.0012953+0.0018949i,0.00022238+0.0013331i,0.0019979+0.0015037i,0.0021847+0.002129i,0.0019845+0.0023662i,0.0017322+0.0018144i,0.00079866+0.001458i,0.00012145+0.0012932i,7.7972e-06+9.2436e-05i,-0.00010672-0.00088692i,-0.00050866-0.00041839i,-0.0005358+0.00054857i,-0.00037447+0.00089193i,0.0002909+0.00026811i,0.00082498-0.00022433i,0.00062938-0.00067887i,0.00033407-0.00067624i,-0.00030379-0.00054342i,-0.00069645-0.00055916i
-0.0015534+0.0030467i,-5.5314e-05+0.002673i,0.0013872+0.0037839i,0.0019517+0.0038287i,0.0017127+0.0022958i,0.0018733+0.00081941i,0.0018876-0.00043484i,0.0016115+6.4116e-05i,0.001552+0.00081912i,0.0016743+0.00083495i,0.0010913+0.0011193i,-8.784e-05+0.00064878i,-0.00034921-0.00022567i,4.5875e-05-0.00080719i,-0.00048815-0.00055234i,-0.001213+0.00049926i,-0.00057697+0.00043949i,0.00043172+0.00018802i,0.00014148+8.6258e-05i,0.00071073+0.00026688i,0.00089449+0.00073092i,9.5472e-05+0.00012749i,-0.00058485-0.00086518i
-0.001619-5.0942e-05i,-0.0013262+0.00027114i,-0.00036985+0.00021526i,0.00028756+0.00061095i,0.00073254+0.0015401i,0.0009966+0.001295i,0.0011228+0.00041364i,0.0010607-0.00071581i,0.00097672-0.0013313i,0.0011069-0.00070886i,0.00084939+0.00029306i,0.0011363+0.00067001i,0.0018672+0.00020834i,0.001137+0.00040187i,0.0002953+0.00082098i,0.00029887+0.00082831i,-4.1535e-05+5.3645e-05i,1.3569e-05-0.0006333i,0.00018028+0.00016005i,0.0002039+0.00067577i,0.00013469+0.0009424i,0.00079097+0.00078241i,0.00049484+0.00040404i
-0.0016536+0.00012103i,-0.0019244+0.001845i,-0.0025157+0.003838i,-0.0021591+0.0040952i,-0.0016222+0.002651i,-0.00036137+0.0011802i,0.00065385-0.00022569i,-0.00017952-0.0017187i,-0.0012015-0.0019205i,-0.00091013-0.001008i,0.00042738-0.00050602i,0.0012764-0.00061675i,0.00072449-9.7002e-05i,-8.6244e-05+0.00013399i,-7.2911e-06-0.00039599i,-1.5161e-05+0.00012377i,-2.2675e-05+0.00026599i,-5.0259e-05-0.00020502i,-0.0003435-0.0001984i,0.00024909+5.7323e-05i,0.00082422+0.00072767i,0.00085169+0.00060621i,3.4308e-05-0.00059836i
3.8406e-05-0.00036112i,-0.00056647-2.7761e-05i,-0.0014879-0.00050166i,-0.001341-0.00026679i,-0.00088297+0.0009087i,-0.0011772+0.0015052i,-0.0012353+0.0010333i,-0.0025957+0.00044813i,-0.0034615+0.00045905i,-0.0024041+0.00047285i,-0.00085337-2.0579e-05i,-0.00066419-0.00034267i,-0.00099568+0.0003755i,-0.00095448+0.00089751i,6.2983e-06+0.00075285i,0.0010682+9.5356e-05i,0.00089355-0.00032587i,-7.2441e-05-0.00079016i,-0.00074501-0.00060184i,-0.00039024-0.0001916i,0.0003741+0.00026245i,0.00055794+0.0004079i,0.00037019+0.00073166i
-0.0026986+0.0020493i,-0.00067209+0.0013854i,0.001002+0.0022597i,0.0013692+0.0031779i,0.0016851+0.0032483i,0.00070364+0.001472i,-0.00060621+0.00080079i,-0.0015739+0.0020785i,-0.0020736+0.0029657i,-0.0011241+0.0029933i,-0.00094142+0.0017335i,-0.0012266+0.00028858i,-0.0007279-0.00021423i,-0.00046108+0.00041853i,-0.00045026+0.00067959i,0.00023048-0.00058453i,0.00034149-0.0004886i,-0.00040217+0.00027017i,-0.00077656+1.583e-05i,-0.00035547-0.00030992i,-0.00041523-0.00045663i,-0.00069749-0.00021246i,-0.00038377-0.00012349i
-0.00087787-0.0012159i,-0.00087512-0.0020477i,-0.0015126-0.0014297i,-0.0011024+0.00060591i,-7.1226e-05+0.0027274i,0.00038613+0.0025035i,0.00093607+0.0023879i,0.0012499+0.0035701i,0.00095144+0.0040348i,0.00085995+0.0027842i,0.00023159+0.0013378i,-0.00085077+0.00060721i,-0.00060856+7.9572e-06i,0.00023355-0.001039i,0.0005824-0.0010336i,0.0006726-0.00062048i,0.00079926-0.00038925i,0.00070688+0.00029312i,0.00039274+2.4062e-05i,0.00010402-0.00025266i,0.00016558-0.00085428i,5.3653e-05-0.0011848i,0.00017954-0.00077055i
0.0010113+0.00029263i,0.0022918+0.0011636i,0.0021973+0.001269i,0.0016654+0.0017196i,0.0016602+0.0013398i,0.0014416+0.00068914i,0.00082627+0.00060971i,0.0017342+0.0013098i,0.0022721+0.0016902i,0.0015599+0.0009948i,0.00041665+0.00027949i,-0.00034037-0.00026634i,-2.0158e-05-7.3802e-05i,0.00057893+7.3843e-05i,0.0004362+0.00041443i,-8.8642e-05+0.00024098i,-0.00019045-0.00019192i,-0.00025356-0.00030596i,0.0002863+0.00011265i,0.0013557+0.00042447i,0.0013014+0.00050448i,0.00046905+2.3211e-06i,0.00013081-0.00023697i
-0.00077397+0.0018991i,-0.0012497+0.0011643i,-0.00082372+0.00039419i,0.00090938+0.00060565i,0.0010538+0.0012934i,0.0013575+0.0012121i,0.0019069-0.000164i,0.0024242-0.0015298i,0.0029359-0.001671i,0.0027858-0.00060827i,0.0022421+0.00075846i,0.0020822+0.0011681i,0.0020209+0.000401i,0.0014656-0.00056556i,0.00091182-0.00079554i,0.00040981-0.00025501i,0.00065225-0.00028383i,0.0012021-0.00018882i,0.00068866+0.00051857i,0.00019759+0.00045316i,0.00067129-6.0093e-05i,0.00070554-0.00033066i,6.9285e-05-0.00076436i
-0.0024715+0.00065056i,-0.0014862+0.0013805i,-0.00048894+0.0020756i,0.00061002+0.0022213i,0.0010479+0.0021277i,0.0015348+0.00086078i,0.0018763-0.00033336i,0.00091943-0.0013368i,-2.0152e-05-0.0015406i,-6.8431e-05-0.00077262i,0.00011232-0.00015915i,0.0007186-3.5207e-05i,0.0013857-0.00035984i,0.00051379-0.00033406i,-0.0013044-0.00018579i,-0.0012726-0.00039894i,-0.00051628-0.0004916i,-0.00049429+0.00014698i,7.7268e-05+8.8685e-05i,0.00051926-6.874e-05i,-0.0004012+0.00016122i,-0.00068981-0.00041477i,-0.00017949-0.0005184i
-0.00099443-0.00055558i,-0.0015713-0.00055368i,-0.00021787+0.00064037i,0.00095093+0.0022623i,0.00050664+0.0019354i,0.00015845+0.00068663i,0.0002558+0.00017034i,-0.001097-0.00047451i,-0.002363-0.001255i,-0.001424-0.00097483i,7.0129e-05-0.00044387i,0.0013216+4.3475e-05i,0.001339+0.00095438i,0.00071824+0.0013138i,0.00025731+0.00092565i,-0.00073011+0.00043973i,-0.00047989-2.6341e-05i,0.00017708-8.1065e-05i,-0.00060194+0.00026269i,-0.00098385-0.00041726i,-0.00018513-0.00043563i,0.00057918+0.00035776i,0.00071691+0.0004384i
0.0027494+0.0017743i,0.0023965+0.00029394i,0.0024689+0.0008736i,0.0016423+0.00094213i,0.00012273+0.00071794i,-0.00060454+0.0012013i,-0.00082453+0.00087368i,-0.0016264+0.00083359i,-0.0019923+0.0014724i,-0.0021083+0.0014707i,-0.002319-0.00027678i,-0.0019167-0.0010797i,-0.0012913-2.6779e-05i,-0.00024532+0.00065096i,0.00056201+0.00087404i,0.00074904+0.00060497i,0.00085143+8.0841e-05i,-0.00016717+0.0001414i,-0.0010547+0.00010327i,-0.00032365-0.00040821i,0.00032185-0.00046234i,-0.00040576+0.00013349i,-0.00058363+0.00041395i
0.0006788+0.0010394i,0.001211+0.0018917i,0.0011726+0.0018927i,0.00083748+0.0010148i,-0.00060621+0.00085217i,-0.0011203+0.0012276i,-0.0007428+0.0013444i,-0.00074182+0.0019645i,-0.00036686+0.0026848i,0.0001477+0.0018726i,-0.00036651+0.00075618i,-0.0010828-8.4599e-05i,-0.00062806-0.00063557i,0.00066203-0.00074714i,0.0018081-0.00028829i,0.0013171+0.00051512i,0.0005594+0.00062946i,0.00068071+0.0004562i,0.00044826+0.00037892i,0.00038725+0.00027625i,0.00043706+2.5876e-05i,0.0001399-0.00048956i,0.00018349-0.00037227i
-0.0037299+0.0010072i,-0.0026076-0.00031145i,-0.00090906-0.00027793i,0.00030792+0.00061252i,0.00073313+0.0010391i,0.00025064+0.0012658i,-0.00045731+0.001589i,-0.00030315+0.0024926i,0.00060678+0.0032751i,0.0011392+0.0029003i,0.00061178+0.002026i,-0.00020427+0.001383i,-8.7436e-05+0.00080238i,-0.00014009-0.00027296i,-0.00026064-0.0013393i,4.522e-05-0.0011995i,0.00021632-0.00016985i,0.00037504+0.0010337i,0.00036407+0.00044206i,4.2945e-05-9.2165e-05i,-0.0002897-0.00018783i,-3.1376e-05-0.00017354i,3.6746e-05+0.00013263i
0.00049448+5.1363e-05i,0.0015915-0.00023323i,0.0020292+1.7016e-05i,0.0013264+0.0013424i,0.00093781+0.0021561i,0.00068974+0.0019024i,0.0011236+0.0016195i,0.0024164+0.0009127i,0.0028862+0.0008305i,0.0024376+0.0014494i,0.0011802+0.00084082i,0.0010928+0.00082405i,0.0017483+0.0010404i,0.0014492+0.0004776i,0.00025735-0.00042632i,-0.00051446-0.00058089i,5.7906e-05-0.00032831i,-0.00027474+0.00026244i,-0.001177+0.0007997i,-0.00036258+0.00026202i,0.00074358-0.00035021i,0.00065966-0.0012768i,0.00022262-0.0017049i
0.002831+0.0022427i,0.0037364+0.0013744i,0.0035229+0.00040112i,0.0012748+0.00068109i,-0.0007936+0.000576i,-0.00090956+0.00041904i,0.00073985+0.0011635i,0.0021807+0.00073638i,0.0028292-0.00016644i,0.0030084-0.00046735i,0.0020928-0.00058791i,0.00065724-0.00023357i,0.00011825+0.00076416i,-6.2583e-05+0.0014135i,-0.00084732+0.0016828i,-0.0013359+0.0016393i,-0.00056777+0.0013073i,-0.00012818+0.00075086i,-9.9471e-05+0.00029677i,0.00067924-0.00017227i,0.00040829-0.00099413i,-0.00050577-0.0010689i,-0.00011999-0.00061746i
-0.0010941-0.0019824i,-0.002178-0.00033726i,-0.0025505+0.0011107i,-0.0012417+0.0014634i,-0.00034431+0.0026736i,0.00057426+0.0034741i,0.001658+0.0014589i,0.00066391-0.00109i,-0.00076873-0.0013594i,-0.00014815-0.00058376i,0.0013572-0.00019119i,0.0011587+0.00040476i,0.00075444+0.000637i,0.00059363+4.6192e-05i,-3.1802e-05+0.0002025i,-0.00038285+0.00053148i,-0.00039473+7.9864e-05i,-0.00039001-0.00040064i,-0.00029495+0.0001274i,-0.00047272+0.00015797i,-0.00042878+0.00017008i,-0.00013233+0.00026216i,-0.00047992-0.000434i
-0.00079126-0.0027277i,-0.00072516-0.0018224i,-0.00088395+7.0808e-05i,-0.00094473+0.00071618i,-0.00085526+0.0001201i,-8.1287e-05-4.2499e-06i,-0.0001334-0.00022066i,-0.00089903-0.0013365i,-0.00073639-0.0013088i,-0.00012392-0.00066379i,0.00023054-0.00078377i,0.00069351-0.0010852i,0.0011091-0.00043881i,0.0014254+0.00017595i,0.0012324+0.00058635i,0.00063113+0.00035546i,0.00059255-0.00062833i,0.00069131-0.00074349i,0.0007752-0.00053823i,0.00028732-0.00018874i,0.00052559+0.00023397i,0.0014121+0.00097938i,0.0010643+0.00091345i
0.0023911-0.00011537i,0.0028979-0.001044i,0.0010711-0.0009745i,-0.00065866-0.00026008i,-0.00044543+0.00025173i,0.00067276+7.9585e-05i,0.00045961-0.00044907i,-0.00087813+0.00028091i,-0.002028+0.00070609i,-0.0012204+4.5941e-05i,-0.00053139-0.00018218i,-0.00084506+0.00021757i,-0.0012474+0.00032227i,-0.00056456+0.00023015i,0.00042815+0.00028789i,0.00096651-0.00091178i,0.00087821-0.0012221i,0.00051461-0.0004988i,0.00053792+0.00017914i,0.00017324+0.00061029i,-3.8416e-05+0.00042763i,0.00043988+0.00010457i,0.0002725-0.00014623i
-0.00069898+0.0030371i,7.2906e-05+0.0034271i,0.00019192+0.0026018i,9.6056e-05+0.0010311i,0.00071086+0.00049807i,0.00048082+0.0011944i,7.3999e-05+0.0012879i,3.7715e-05+0.00087043i,-0.00067695+0.0019061i,-0.00098715+0.0019471i,-0.0010613+0.0001941i,-0.0016382-0.0003568i,-0.0014531-0.00026166i,-0.00082967-0.00080745i,-0.00055936-0.0012027i,-0.00056752-0.0012269i,-0.00040071-0.00083005i,0.00021749-0.00115i,0.00032778-0.0015314i,-6.7347e-05-0.0010383i,0.00017079-0.00062476i,0.00055205-0.00024374i,0.0010659+0.00015419i
-0.0023504-5.884e-05i,-0.00084028+0.00056908i,0.00061447+0.00049595i,0.00068259+0.00083353i,-0.00072132+0.0015112i,-0.0018076+0.0023956i,-0.0011689+0.0028757i,-8.7258e-06+0.0022773i,0.0011718+0.0028067i,0.001356+0.0030876i,0.0010576+0.0019775i,0.00015898+0.0010751i,-0.00045035+0.00021924i,-0.00022737-0.00076183i,0.00024273-0.00084424i,0.00052676-3.0309e-05i,0.00049643+0.00017237i,0.00048256-0.00040071i,0.00053962-0.00035849i,0.00048475-0.00049146i,0.00037068-0.00081748i,0.00041385-0.0003301i,8.4724e-07-8.3322e-05i
