-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
-0.0022493-0.0054188i,-0.0035428-0.0033215i,-0.0052898-0.00078337i,-0.0045533+0.001578i,-0.0024493+0.0032767i,-0.00033466+0.0040548i,0.00070928+0.0031157i,0.00046948+0.0017873i,0.00070291+0.00059277i,0.0013186+0.00026159i,0.0010908+0.00048044i,0.0012304+0.00058051i,0.0017978-3.1323e-05i,0.0017461-0.00019155i,0.00044377+0.00059363i,-0.00042596+0.00021208i,-0.00021845-0.0001693i,0.00010491+0.0003576i,0.00012072+0.00015859i,-8.0466e-05+0.00011012i,-8.4402e-05-0.0001281i,0.00012565-0.00056779i,-0.0001349-0.00054188i
0.0038299+0.00090461i,0.0048985+0.00052931i,0.0046959-0.0003808i,0.0030443+4.268e-05i,0.00066335+0.001356i,0.00033117+0.0016983i,0.0013862+0.0015099i,0.0016036+0.00097513i,0.0013687+0.00038373i,0.00053348-9.869e-05i,4.443e-05+0.00010956i,0.00067977+0.001014i,0.00075475+0.0010276i,-5.5753e-05+0.00090118i,-0.00058377+0.0007013i,-0.00089057+0.00027632i,-0.00055175+0.00015768i,-0.0002032-0.00015154i,-0.0003367-0.00015425i,-7.9865e-05-0.0003229i,4.9942e-05-0.00024889i,1.3574e-05-0.00060059i,3.6238e-05-0.00053905i
-0.0044025+0.00064441i,-0.0035285+0.00229i,-0.0018912+0.0035098i,-0.00019195+0.0034538i,0.00072478+0.0034636i,0.0021517+0.0021757i,0.0033483+0.00061913i,0.0028868-0.00034108i,0.0013074-0.00050187i,0.00068402-5.3803e-05i,0.0015445+0.00053888i,0.0011103+0.00070337i,-9.5373e-05+0.00037855i,0.00050798+0.00022825i,0.0010693+0.00034723i,0.0011007+0.00083783i,0.00063292+0.0011905i,-0.00032062+0.0012936i,-0.00012065+0.00077728i,0.00032169-9.5181e-05i,0.00036578-0.0001989i,0.00070889-0.00025923i,0.00074158-0.00053986i
-0.0005996-0.0018501i,-0.00043553-0.0017196i,-0.0007155-0.00047529i,-0.0013759+0.00052149i,-0.0014403+0.00090809i,-0.00038884+0.00036234i,0.00041189-0.001099i,-0.00021322-0.0013954i,-0.0014552-0.00051102i,-0.0019146+0.0014767i,-0.00054528+0.0018297i,0.00055289-0.00013677i,0.00025098-0.00066692i,-0.00061965-0.00068126i,-0.0001133-0.00063432i,0.00084953+0.00014642i,0.00061515+0.00031923i,-4.6878e-05+0.00034992i,-0.00049534+4.9877e-05i,-0.00060659+0.00046195i,-0.00018808+0.0011636i,0.00018547+0.0009831i,8.5679e-05+0.00077806i
-0.0010079-0.0041211i,-0.0012298-0.0020596i,-0.0029135+0.00052555i,-0.0039695+0.0021277i,-0.0034194+0.0030694i,-0.0016257+0.0026011i,-0.00080239+0.00020488i,-0.0019637-0.0014298i,-0.0026514-5.1981e-05i,-0.0015154+0.0027957i,-0.0006324+0.0031695i,0.00048348+0.001277i,0.0016844+0.00022668i,0.0013969-0.00019256i,0.0003221-0.0010383i,5.5027e-05-0.0016957i,0.00040504-0.00088201i,4.3522e-05+0.00025339i,-7.9813e-05+5.0683e-05i,0.00067239+3.0946e-05i,0.0010149-0.00025871i,0.00063367-0.0005154i,0.00037081-9.3173e-05i
0.0027209+0.0016717i,0.0022267+0.0018165i,0.0015102+0.0022161i,-0.00042155+0.0021125i,-0.0022686+0.0016873i,-0.0025252+0.001625i,-0.0027836+0.0014299i,-0.0028892+0.0015166i,-0.0014966+0.0023747i,-4.4434e-05+0.0022976i,0.00059647+0.001682i,0.00099991+0.00094662i,0.00087433-0.00028747i,0.00034573-0.0010696i,0.00015081-0.00051818i,-1.0734e-05+0.00024788i,-0.00051485-0.00049589i,-0.00069952-0.0018121i,-0.00012218-0.0014588i,0.00045346+0.00027876i,0.0002425+0.00089379i,2.2113e-05+0.00019321i,-0.00067341-0.00013351i
-0.0017136-0.0037334i,-0.0023582-0.0023391i,-0.0026691-0.00081045i,-0.002311+0.00015203i,-0.0011859+0.0020857i,-0.00041718+0.0041988i,-0.00065821+0.0044009i,-0.0012749+0.0029971i,-0.00077663+0.0023856i,0.0006807+0.0015977i,0.00085916+0.00067348i,0.0004682+0.00018729i,7.7879e-05-0.00058669i,0.00021564-0.0010895i,0.0004605-0.00027226i,0.00050241+0.00037106i,0.00047584-2.0677e-06i,-0.00060549-0.0004013i,-0.0010622-0.00061784i,-0.00041786-0.00028744i,-0.00029797-0.00014763i,-0.0001484+0.00029468i,-0.00021061-0.00036065i
0.00012856+0.00022368i,0.00057805+0.0013054i,0.0016612+0.0013095i,0.0032771+0.001719i,0.0023743+0.0027409i,0.00098069+0.0019179i,0.00086154+0.0021372i,0.0007085+0.0026382i,0.0013292+0.0014777i,0.0021066+0.00050982i,0.0018692+0.00011738i,0.0014103+3.7807e-06i,0.00086429+0.00035556i,0.00045396+0.00045529i,0.00023068+0.00066756i,0.000233+0.00030312i,0.00029321-0.00022136i,0.00039553+0.00023365i,0.00040519+0.00080488i,6.7716e-05+0.00086863i,-0.00057589+1.6035e-05i,-0.000405-0.00027224i,-0.00013723+0.00038752i
-0.00013867+0.00031791i,0.001492+0.0005313i,0.0021667-0.0001429i,0.0010264-0.00058148i,-0.00050658+0.00097057i,-0.00022343+0.0019423i,0.0014509+0.0014343i,0.0028352-0.00011153i,0.0029513-0.0014684i,0.0023498-0.0012298i,0.0014837+0.00045707i,0.00047971+0.0012767i,-0.00070236+0.00074974i,-0.00092591+0.00035515i,0.00031166+0.00041647i,0.00087583+0.00089817i,-0.00047977+0.0011826i,-0.0015079+0.00096498i,-0.00088369+0.00047403i,0.00018752+0.00051146i,0.00054253+9.3928e-06i,-8.9699e-06-0.0006944i,-0.00068744-0.0010627i
0.00095076+0.00054218i,0.00043763+0.001755i,2.8335e-05+0.001677i,-0.00021371+0.00071425i,-0.0015065+0.00055551i,-0.0013674-2.3279e-05i,0.0015235-0.0015912i,0.0030344-0.0027203i,0.0018642-0.0015298i,8.4751e-05+0.00042748i,-0.00045114+0.0013458i,-5.4698e-05+0.0019386i,-0.00016132+0.0022297i,0.00014496+0.0015138i,0.00065045+0.00048531i,0.00065334-0.00010008i,0.00064311+0.00021611i,0.00049119+0.0006301i,0.0002564+0.0010089i,-0.00011356+0.00096487i,0.00057424+0.0010302i,0.001237+0.00063844i,0.00026709+0.00060227i
0.00021121-0.00043584i,-0.00050063-0.0001428i,-0.00032326+0.00064298i,0.00029154+0.0018115i,-0.00034796+0.0022849i,0.00021964+0.0017093i,0.00052916-0.00024713i,-0.00018846-0.0015149i,-0.0010563-0.00058508i,-0.0016888+0.0015656i,-0.00082974+0.0030485i,0.00024747+0.00233i,0.00057664+0.00089141i,0.00072433-5.4069e-05i,0.00058523-0.00041354i,-0.00030143+0.00048035i,-0.00099907+0.0005848i,-0.00056937-0.00056486i,0.00017675-0.00041113i,0.00065649-1.4874e-05i,0.0011759+0.00051474i,0.0014783+0.0011804i,0.0014415+0.00055771i
-0.0016002+0.001261i,5.3829e-05+0.0019664i,0.0012103+0.0030332i,0.00071161+0.0033959i,0.00071442+0.0029038i,0.001105+0.0011929i,-0.00020882-0.00021249i,-0.0015515-8.1244e-05i,-0.0010874+0.0013024i,6.7735e-05+0.0021941i,0.00050996+0.001336i,0.00087722+0.00011128i,0.001475-0.00092701i,0.0012403-0.0015191i,0.00060086-0.0010783i,0.00049121-0.00069635i,0.00058135-0.0010714i,6.0166e-05-0.0011115i,-0.00018813-0.0011514i,0.00062983-0.0010771i,0.000821-0.00037354i,0.00034677-0.00058763i,-0.00015392-0.001287i
-0.00058087+0.0011707i,0.0014147+0.0014761i,0.0021488+0.0014329i,0.0018769+0.0014819i,0.0018028+0.00231i,0.0012+0.0022949i,-0.00078175+0.0017327i,-0.0019825+0.0013521i,-0.001381+0.0019384i,-0.00023973+0.0017i,3.8371e-05-0.00010811i,0.00031839-0.0016385i,0.00088257-0.0023634i,0.00069233-0.0024395i,0.00010232-0.0015947i,-0.00040367-0.0012957i,-0.00011161-0.001804i,0.00015606-0.0020331i,-9.2962e-05-0.0017887i,0.00031201-0.00078542i,0.00015622+5.0978e-05i,7.4285e-05+0.00053031i,0.00071674+9.4105e-05i
-0.00024919-0.00079696i,0.00035917+0.00083421i,0.00067851+0.00063143i,0.0004448+1.1314e-06i,-0.00085149+0.0003964i,-0.00063463+0.0010674i,0.00082915+0.0018983i,0.0009083+0.0024774i,0.00063859+0.0017748i,0.0010371+0.00012678i,0.0014169-0.00062437i,0.00078671-0.0013813i,-0.00048636-0.0019073i,-0.0011387-0.0012335i,-0.001814-0.00067873i,-0.0018637-0.00090668i,-0.0010903-0.00054447i,-0.00032763+8.5765e-05i,-0.00020117+0.00020048i,-0.00024829+0.00021384i,-7.4187e-06+0.0003187i,0.00015736-0.00012112i,-0.00036356-0.00043316i
8.3993e-05-0.0003307i,-0.00021295-0.00057808i,-0.00054807-0.00075356i,-0.0013185-0.00058306i,-0.0023808+3.3263e-05i,-0.0016999+0.0018098i,0.00069927+0.0028726i,0.0016437+0.0027876i,0.0020309+0.00099661i,0.0015208-0.00083992i,0.00063612-0.00046159i,0.00030711+0.0013262i,-0.00010432+0.0022939i,-0.00056709+0.0017002i,-0.00090116+0.00079031i,-0.00070006+0.00089663i,-0.00053277+0.0014154i,-0.00079377+0.0012266i,-0.00043923+0.00069478i,-0.00032111+0.00078253i,-0.00046952+0.00060397i,0.00047669+0.00061955i,0.00060572+0.0010213i
0.00026799+0.0013464i,0.00090141+0.0010317i,-0.00030092+0.0015824i,-0.0006225+0.0017176i,-0.00036888+0.0018866i,0.00023299+0.0024759i,0.0016721+0.0016545i,0.0023864+0.00039377i,0.0014997+2.9728e-05i,0.00034862+0.00038469i,0.00026456+0.0009939i,-1.9759e-05+0.0013326i,-0.00059628+0.0016043i,-0.00020464+0.0015807i,0.00076532+0.001704i,0.00088431+0.0022429i,0.00084944+0.0021954i,0.0015055+0.0013443i,0.001157+0.00040221i,1.2567e-05-0.00023211i,-0.00077546+0.00052189i,-0.0006804+0.00037247i,0.00016136-0.00043955i
0.00048533+0.0010657i,0.0014248+0.0010897i,0.002052+0.0015166i,0.0015651+0.0021043i,0.0010812+0.0027652i,0.00086753+0.0017433i,0.00069403-0.0002927i,0.00046761-0.0022481i,0.00022452-0.0020039i,-0.00011468+0.0010788i,-0.00020672+0.0027699i,5.7859e-05+0.0020577i,0.00012512+0.0020647i,0.00016951+0.0019783i,0.00087036+0.0012938i,0.0014586+0.0014448i,0.0011779+0.0021709i,0.00079127+0.00069054i,0.00091715-0.0013106i,0.0012774-0.0017104i,0.0017744-0.00098205i,0.0019934-0.00010806i,0.0012666+0.0002286i
0.0014821+0.00098688i,0.00057208+0.00089597i,0.00011679+0.00047599i,0.00078062-0.00054262i,0.0012879-0.0013729i,0.0014491-0.00090052i,0.00082186-0.00059968i,-0.00030638-0.0001605i,-0.00097182+0.00095938i,-0.00088037+0.0016113i,-0.00034396+0.00065191i,-0.0002345-0.00023482i,0.00033218-0.00052354i,0.00069256-0.00071541i,0.00021614-0.00053226i,-0.00018319-0.00067759i,0.00018796-0.0013748i,0.0009358-0.0014158i,0.00083761-0.0014945i,-2.64e-05-0.0013142i,-0.00024987-0.00078167i,0.00010887-0.00063456i,0.00049386-0.00092495i
0.00053523-0.00085514i,0.000149-0.0012612i,-0.00035703-0.0020452i,-0.00061242-0.002093i,-0.00046808-0.0017964i,-0.00057734-0.00093564i,-0.000793+3.7275e-05i,-0.00091976+0.0010046i,-0.00038644+0.0011235i,0.00072371+0.0009272i,0.00098715-0.00049372i,0.00096831-0.001724i,0.0017861-0.0020391i,0.0019246-0.0016885i,0.00072254-0.00096365i,0.00017306-0.00060569i,0.00063283-0.0010524i,0.00072955-0.0011374i,0.00032277-0.00093982i,0.00024486-0.00084409i,-5.6639e-06-0.00061263i,-0.0002398-0.00052622i,0.00013521-0.00058684i
-0.0011292+0.00016404i,-0.00032529+0.00098253i,-0.00042338+0.0022843i,-0.0018388+0.0023999i,-0.0025941+0.001713i,-0.0024253+0.001331i,-0.0015229+0.00082706i,-0.00063302+0.0016085i,-0.00023789+0.0026634i,0.00066349+0.0015002i,0.0019255-0.00056999i,0.0015241-0.0022367i,0.00083512-0.0026852i,0.00075647-0.0022197i,0.00031597-0.0013531i,-0.00062768-0.00082683i,-0.00082661-0.0012182i,-0.00068232-0.0010062i,-0.00031286-9.0648e-05i,3.1923e-05+0.00051093i,-0.0001156+0.0001032i,-0.00030518-0.00019306i,-0.00077285-0.00044926i
0.0014255-0.0010761i,0.0011899-0.0012851i,0.00017664-0.0015544i,-0.0016379-0.0013723i,-0.0027378+0.0003778i,-0.001474+0.001646i,0.00020374+0.0020818i,0.00095038+0.0016378i,0.001066+0.00040873i,0.00076101-0.0014069i,3.0461e-05-0.0024688i,-0.00039827-0.00061818i,0.00044679+0.0011847i,0.00083749+0.0012949i,-1.0154e-05+0.0011715i,-0.0007485+0.00096374i,-3.624e-05+0.00061426i,0.0010824+0.00051594i,0.0013247+0.00071593i,0.00078285+0.00063965i,0.00033777+0.00040846i,-9.9267e-06+0.00036192i,-0.00011552+0.00025819i
0.00077268+0.0022429i,0.00067327+0.00025418i,0.00094732-0.00039931i,0.00061326+0.0016694i,-0.00088138+0.0041834i,-0.0013648+0.0046102i,0.00048319+0.0029326i,0.0015314+0.00036908i,0.0013815-0.0013044i,0.0003181-0.0010384i,-0.00045648+0.00042841i,-0.00053466+0.0019339i,-0.0010573+0.0022826i,-0.00058552+0.0017363i,0.0007945+0.0020407i,0.0012984+0.0020866i,0.0011433+0.0012077i,0.0017918+0.0013852i,0.0016424+0.0015047i,0.00061487+0.00042892i,-0.00049305+0.0003639i,-0.00041242+0.00041839i,0.00020022-6.5743e-05i
-0.0024159-4.1935e-05i,-0.0023899+0.00021697i,-0.00043376+0.00075094i,0.0017856+0.0015619i,0.0029587+0.0030922i,0.0022512+0.0035829i,0.001304+0.0020887i,0.00079772+0.000265i,0.00024369-5.6592e-05i,-0.00082573+0.0012857i,-0.0010757+0.0024406i,-0.00089013+0.0021397i,-0.0010485+0.00059182i,-0.00060569-0.00017644i,0.00090205+0.00054258i,0.001876+0.0011587i,0.0012154+0.0013317i,0.00099455+0.0010099i,0.001684+0.00074758i,0.0016359+0.00051426i,0.001123+1.4422e-05i,0.00085524-0.00014477i,0.00057182+0.000302i
0.0034074-0.0032032i,0.0026535-0.0036519i,0.0016001-0.0048054i,-0.00020655-0.0042571i,-0.0023705-0.0019874i,-0.0021768-0.00019315i,-0.00060924+0.0002142i,0.00021198+0.00054146i,-0.00034763+0.0018795i,-0.0013535+0.0035099i,-0.0018884+0.0033601i,-0.0021693+0.0016235i,-0.0014634+0.00047266i,-0.00014771+0.00059215i,0.00021708+3.6274e-05i,-0.0001354-0.00052625i,-0.00060068+6.8591e-05i,-0.00028843+0.00031335i,0.00044392-0.0001643i,0.0010278-0.00047146i,0.0012215-0.00062176i,0.00045024-0.00094265i,-0.00017138-0.00079005i
-0.00055387+0.00072969i,0.00031599+0.0015926i,0.00041278+0.0010359i,-0.0014754+0.00051976i,-0.0018911-0.00021097i,-0.0004853-0.0004615i,-0.0001219-0.00084572i,0.00039858-0.00088378i,0.0012325+0.0013572i,0.0013489+0.0030176i,0.000619+0.0018319i,0.00010898+0.00069126i,-0.00033101+1.7739e-05i,-0.00061159-0.00090253i,-0.0012647-0.0002156i,-0.0019134+0.00055466i,-0.0018519+0.00059302i,-0.0013775+0.000619i,-0.0010501+0.00020432i,-0.00091295+0.00010811i,-0.00023674-4.7131e-05i,1.3122e-05-0.00024515i,0.00027588-0.000643i
-0.0011819+0.00016381i,-0.0012123-0.00010475i,-0.0019513+0.0004192i,-0.0024293+0.00064653i,-0.0031338+0.00072634i,-0.0026406+0.00062218i,-0.0014432+0.00078834i,-0.0005871+0.00091101i,0.0016806+0.0013483i,0.0037017+0.0013452i,0.0042325+0.00042853i,0.0032399+0.0003907i,0.0023109+0.00069428i,0.0014757+3.5368e-05i,-9.3025e-05-0.00062953i,-0.00081668-0.00069287i,-0.00088771-0.00037738i,-0.00033281+6.2051e-05i,0.00031764-0.00010653i,0.00035482-0.00054974i,-8.7331e-05-0.00046225i,-0.00046472+7.3211e-05i,-0.00080153-0.00031974i
-0.0011645-0.0020121i,-0.0016365-0.00077898i,-0.0011991+0.0010579i,-0.0012619+0.0025408i,-0.0017335+0.003518i,-0.0012345+0.0033158i,-0.00074651+0.0012514i,-1.8073e-05+0.00028623i,0.0021865-0.00096881i,0.0030133-0.0022422i,0.0025257-0.0010151i,0.0028166-0.00017908i,0.0027267-0.0002531i,0.0021024-0.00030144i,0.0013244-0.00025575i,0.00098443-0.0006231i,0.0011958-0.00078149i,0.00077504-0.0010238i,-0.0001012-0.0011239i,-0.0003336+1.4797e-05i,-0.00050482+0.001064i,-0.00066968+0.0009224i,-0.00022642+0.00041745i
0.0048164+0.00051609i,0.0044502-0.001259i,0.0034073-0.0027452i,0.0025155-0.0017421i,0.0015027+0.00020759i,0.00050398+0.001689i,0.00025862+0.0015559i,-0.00048516-7.2064e-05i,-0.00095696-0.0021444i,-0.00045392-0.0024292i,-0.00070776-0.00082272i,-0.00047916+0.00057511i,-0.00035901+0.0011164i,7.4211e-05+0.00047898i,0.0014823-0.00044749i,0.0028995-0.00020639i,0.0028066+0.00067805i,0.0017747+0.00076705i,0.00065502+1.3301e-05i,4.8677e-05-0.00044743i,1.6567e-05-0.0011115i,-0.00018375-0.0010396i,0.00010124+0.00021677i
-0.002026+0.001009i,-0.0014291+0.0016301i,-0.0012293+0.00084165i,-1.5044e-05+0.00039386i,0.0023573+0.0015935i,0.0032637+0.0034679i,0.0021291+0.0032188i,-8.1482e-05+0.00069847i,-0.0022698-0.00094501i,-0.0038316-0.00019297i,-0.0045446+0.00068822i,-0.0029926+0.00056775i,-0.0012737+1.0703e-05i,-0.00082979+0.00020735i,-0.00045962+0.00021703i,0.00047678-0.00026172i,0.0011438-0.00034394i,0.0021718-0.00030558i,0.00223-0.00011992i,0.0010097+7.8267e-05i,0.00051753+0.00033794i,0.00051128+0.00027924i,0.00030767+6.0861e-06i
-0.00064989-0.00067656i,-0.0010615-0.00022396i,9.1749e-05-4.924e-05i,-0.00029693-0.00064292i,-0.0012401-0.0019171i,-0.00023954-0.0012351i,0.00070595+0.00087376i,0.00024784+0.0018495i,-0.00080917+0.0024402i,-0.0024453+0.003522i,-0.0029573+0.0027093i,-0.0029196+0.0016545i,-0.0026822+0.0017523i,-0.0024494+0.0019438i,-0.0023309+0.0012623i,-0.0014887+0.00042303i,-0.00097488-2.458e-05i,-0.00061301-8.3196e-05i,-1.5874e-05+0.00081342i,0.00036997+0.0011374i,0.00029755+0.00011079i,0.00017855-0.00055635i,-0.00011535+0.00026941i
0.00086204-0.003345i,0.00024791-0.0034233i,-0.001674-0.0020607i,-0.0030136+0.00011295i,-0.0045848+0.0019346i,-0.0046415+0.0021283i,-0.002288+0.0014564i,-0.00016031+0.001772i,0.00069634+0.003592i,0.0013466+0.0045856i,0.0015246+0.0038605i,0.00060659+0.0023961i,-1.803e-05+0.0022241i,-0.00019597+0.0023512i,-0.00067148+0.0016283i,-0.0015474+0.0015187i,-0.002208+0.0011646i,-0.0017719+0.00095882i,-0.00071364+0.00057821i,-0.00026512+0.0002682i,-0.00046457+0.00013534i,-0.00019824-7.9494e-05i,0.0002719+0.00025838i
0.0031878+0.0028203i,0.0043612+0.0030654i,0.0047787+0.0030664i,0.002428+0.0031895i,-0.0012918+0.0036737i,-0.0023164+0.0026737i,-0.00068828+0.0017053i,0.0012022+0.00078807i,0.0034894+0.00069698i,0.005169+0.0012467i,0.0045079+0.0017712i,0.0028669+0.0014906i,0.001824+0.00026221i,0.00060265-0.00012989i,-0.00082223-0.00030493i,-0.0012683-0.00039583i,-0.0012232+0.00048641i,-0.00063632+0.00050543i,-0.00027135+0.00016185i,-0.00029479+0.00017587i,-0.0001635+0.00071914i,-0.00028601+0.0011637i,-0.00012982+0.00026449i
-0.002566+0.0014171i,-0.0039061+0.0025411i,-0.0033366+0.0039088i,-0.0012352+0.004179i,-0.00035788+0.0045193i,-0.00024321+0.0041783i,0.00080601+0.0015695i,0.0011717-0.0014346i,0.001699-0.0029094i,0.0029886-0.0031102i,0.0032248-0.0026997i,0.0032353-0.0021274i,0.0035264-0.0015942i,0.0026567-0.0017317i,0.0017614-0.0019796i,0.0015716-0.0013188i,0.0013681-0.00031337i,0.00032629-0.00097426i,-0.00044494-0.0013517i,-2.1471e-05-0.00046801i,0.0005962-0.00025041i,0.00024985-0.00015769i,-0.00046678-0.00060161i
0.0005857-0.00033716i,0.001872-0.0011284i,0.0039276-0.00083069i,0.005483+0.00046919i,0.0062571+0.0012852i,0.0047829+0.0017993i,0.0026051+0.00081252i,0.00029011-0.00019211i,-0.0016849-0.00095031i,-0.0019355-0.0017652i,-0.0010057-0.0012769i,-9.1025e-05-0.00089398i,0.0001039-0.001313i,0.00050759-0.0016351i,0.00089688-0.0018324i,0.0019433-0.0011541i,0.0024509-0.0011289i,0.0012789-0.0015159i,0.00014183-0.0015739i,0.00070265-0.00070902i,0.0014679+0.00065028i,0.0007548+0.00065098i,-0.00032795+0.00034058i
0.00040516-0.0030856i,-0.0001989-0.0019241i,-0.0012151-0.0021766i,-0.0017581-0.0024671i,-0.00062261-0.0017805i,0.0017241-0.0023064i,0.0025139-0.0024118i,0.00028622-0.00086636i,-0.002837-8.6746e-05i,-0.0040536-0.00033846i,-0.0031566-0.00048268i,-0.0016646-0.00039725i,-0.0011771-0.00050342i,-0.00024239-3.1535e-05i,0.0010361+0.0011141i,0.001439+0.0006643i,0.00098593-0.00038475i,0.00066544-0.00040976i,0.00025884-0.00060057i,-0.00020415-0.0011228i,-0.00035578-0.0011783i,-0.00025796-0.00058504i,-0.00026696+0.00015856i
0.0029348+0.0020052i,0.0034167+0.0010062i,0.0028632-3.1244e-05i,6.3724e-05-0.0016376i,-0.0024065-0.0028851i,-0.0023766-0.0020221i,-0.0015212+4.1717e-05i,-0.0011696+0.0018078i,-0.0018347+0.0037069i,-0.0025792+0.0039493i,-0.0025159+0.0024916i,-0.002599+0.0021916i,-0.0027026+0.0026701i,-0.0019232+0.0034782i,-0.00098211+0.00311i,-0.00053289+0.0018253i,-0.00082134+0.0010222i,-0.00076277+0.00043003i,-0.00042372-0.00015729i,-2.241e-05-0.0010965i,0.00025896-0.0020033i,-9.9322e-05-0.001928i,-0.00012277-0.0015435i
-0.001064+0.00065263i,-0.0016595+0.00073457i,-0.0018891+0.00062451i,-0.0030419+0.0020348i,-0.0048312+0.0027767i,-0.0052439+0.0026218i,-0.0036979+0.0034295i,-0.0012045+0.0039839i,0.0020821+0.0041196i,0.0030866+0.0045868i,0.0014866+0.0032504i,0.00021064+0.0020348i,-5.6754e-06+0.0028186i,-0.0007049+0.0034095i,-0.0014694+0.0025704i,-0.0012106+0.001656i,-0.00087813+0.0014747i,-0.00083298+0.0015476i,-0.00083247+0.0012622i,-0.0006299+0.00072903i,3.4112e-05+9.4766e-06i,0.00098656-0.00063637i,0.0011248-0.0012292i
0.0027963-0.00053659i,0.0028783+0.00053616i,0.0036536+0.0016407i,0.0032487+0.003699i,0.00039546+0.0062201i,-0.0027514+0.0067682i,-0.0025002+0.0057539i,0.0010532+0.0042598i,0.0045432+0.002667i,0.0048415+0.0013753i,0.0028419+0.001459i,0.0017235+0.0016021i,0.001274+0.00088416i,0.00044489+8.6645e-05i,-0.00151-0.0002199i,-0.0025306+0.00076341i,-0.001661+0.0012395i,-0.00050056+0.001297i,0.00021533+0.00083543i,0.00019086+0.00048927i,-0.00085263+0.00064345i,-0.00093002-0.00014828i,5.7315e-05-0.00063486i
0.0020038-0.0001615i,0.0016434-0.0015078i,0.0027956-0.0015423i,0.0045548+0.0002235i,0.0041957+0.002344i,0.0033171+0.0037552i,0.0039978+0.0031667i,0.0046657+0.0013813i,0.003243-0.0014025i,0.0015502-0.0028417i,0.0012328-0.001399i,0.0013279+0.0003231i,0.0013076-0.00068937i,0.0002487-0.0020473i,-0.00063851-0.001661i,-0.0001901-0.00093514i,-1.8111e-05-0.00035246i,-0.00014227-6.9848e-05i,-8.5776e-05+0.00031803i,-0.0005259+0.00046942i,-0.00046843+0.00016972i,0.00012342+3.6174e-05i,-0.00016763+0.00034877i
-0.0019629+0.0002898i,-0.00040448+0.0013819i,-0.00011817+0.00035039i,0.00013941-0.001773i,0.0017833-0.0020682i,0.0033001-0.0016381i,0.0047013-0.0031515i,0.0037663-0.0047429i,-1.5481e-05-0.0042149i,-0.0018017-0.0030598i,-0.001466-0.0019802i,-0.00082452-0.0019229i,-0.00019094-0.002529i,-0.00033715-0.0029532i,9.6393e-05-0.0024025i,0.00069385-0.0014362i,0.001506-0.0015531i,0.0014142-0.0012629i,2.5769e-05+5.1939e-05i,-0.00047075+0.00041292i,0.00024327+0.00011836i,0.00046633-0.00017189i,1.1886e-05+0.00041991i
0.00079056-0.0012148i,4.7026e-05-0.002171i,-0.00056526-0.0026982i,-0.0024637-0.00426i,-0.0025989-0.0056705i,0.00026875-0.0050898i,0.0015358-0.0052485i,0.00030456-0.0048946i,-0.0022838-0.0017403i,-0.0039164+0.00085415i,-0.0037384+0.00029219i,-0.0021185-0.0011906i,-0.0011719-0.0016527i,-0.00038201-0.00060734i,0.0012553+0.00054991i,0.002333+0.00042741i,0.0023703+0.00013501i,0.00078072-0.000861i,-0.00026434-0.0014035i,-0.00053794-0.00059124i,-0.00095149-0.00014504i,-0.00091523-0.00011649i,-0.00013366+0.00019102i
0.00031639-0.00015299i,-0.0002087+0.00053435i,-0.0015541+0.0020479i,-0.0030754+0.0025241i,-0.0049037+6.4505e-05i,-0.0043748-0.0015977i,-0.0038417-0.0015259i,-0.0043087-0.00021863i,-0.0033565+0.0028378i,-0.0018203+0.0045891i,-0.00025006+0.0030326i,0.0009887+0.0014965i,0.0010787+0.0022521i,0.0012567+0.0028449i,0.0014898+0.0015753i,0.0013824-0.00077226i,0.0011236-0.0011999i,0.0011428-0.00036832i,0.00052063-0.0008005i,-0.00017712-0.00083022i,-0.00051117-0.00031109i,-2.8583e-05-0.00016282i,0.00061962+0.00029758i
-0.0009545+0.002259i,-0.0015643+0.0023326i,-0.0012817+0.0034385i,-0.00086232+0.0048277i,-0.0024612+0.0056733i,-0.004493+0.0054871i,-0.0055543+0.0057265i,-0.0045488+0.0055819i,-0.00082599+0.0048356i,0.0021938+0.0036134i,0.0031686+0.0025468i,0.0027787+0.0025418i,0.0021764+0.002773i,0.0013989+0.0023686i,0.00069641+0.0011361i,-0.00027586+0.0005127i,-0.00027941+0.00029787i,0.00077824+9.4673e-05i,0.0010934-0.00045827i,0.0012528-0.00035114i,0.00094793+0.00042241i,0.00065367-0.00027035i,0.00072074-0.00082399i
