-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
0.00059063+0.00079898i,0.00044429+7.2863e-06i,0.00071417+0.00052124i,0.0006839+0.00088111i,0.00027818+0.00095923i,-0.00013385+0.0012602i,-0.00051525+0.0013416i,0.00022756+0.0010392i,0.00055857+0.00098418i,0.00019989+0.00081174i,0.00032294+0.00067914i,7.3157e-05+0.00055942i,2.9611e-06-0.00043757i,0.00026144-0.00097275i,-0.00027733-0.00053345i,-0.00030257+0.00027309i,-0.00011086+0.00049202i,-0.00084468+0.00073713i,-0.0013737+0.0010351i,-0.00082052+0.00080279i,-8.7159e-05+0.00096402i,-0.00017744+0.0010615i,2.0169e-05+0.00089977i
-0.00041474-0.0011284i,-0.00048829-0.00049828i,-0.00066076-0.00081912i,-0.00087655-7.2125e-06i,-0.0002395+0.00065382i,-4.7263e-05+0.00051849i,0.00022995+0.00038235i,-6.1996e-05+0.00071978i,-0.00084685+0.00047568i,-0.0008618+0.00027293i,-0.00033519+0.00057028i,0.0003161+0.00099765i,0.00041259+0.00021376i,-0.00013791-0.00048706i,-0.00054327+0.00020701i,-0.00016284+0.0009975i,7.7821e-05+0.00082418i,-0.00020729-0.0001072i,0.00045622-0.00045202i,0.00032801-0.00074624i,0.00038531-0.00088774i,0.0011781-0.00041546i,0.00061397+0.0002985i
-0.0020987-0.001704i,-0.0024782-0.0010406i,-0.0032539-0.00091744i,-0.0031623-0.00075713i,-0.0021713+0.0014367i,-0.00081528+0.0032185i,0.00036145+0.0029743i,0.00065262+0.002407i,-0.00038438+0.00099076i,-0.0012034+4.2553e-05i,-0.00088915-0.0003301i,-0.00071083-0.00065488i,-0.00080641-0.00037606i,-0.0006909-0.00033087i,-0.00061525-0.00053833i,4.1617e-05+0.00084777i,0.00011905+0.0019511i,6.4712e-05+0.0013668i,6.5204e-05+0.0007434i,-0.00028278-0.00016886i,7.8404e-05-0.00073019i,0.00021207+0.00050927i,-0.0004826+0.0015052i
0.0010336-0.00062305i,0.001279-0.0021584i,0.0020303-0.0018256i,0.0020365-0.00055085i,-2.2296e-06+0.00014107i,-0.00064362+0.00053716i,1.2699e-07+0.00066179i,0.00016639+0.00046035i,-0.00019293-0.00025202i,-0.00031663-0.00026457i,0.00015626-0.00015277i,0.00096936-0.00021414i,0.00094127+0.00038606i,0.00023843-0.0002409i,-0.00022132-0.00080357i,-0.0002955-0.00021835i,-0.00051314+0.00032447i,-6.9297e-05+0.00061243i,0.00053712+0.00049296i,-3.2384e-05+0.00017029i,-0.0006799+0.00039228i,-0.00067576+0.00016078i,9.9808e-05+1.9539e-05i
0.00017556+0.0013225i,0.0017798+0.0023348i,0.001991+0.0026016i,0.00094893+0.0015785i,0.00024128+0.00097124i,-4.4746e-05+0.0012702i,0.00014503+0.0011712i,-0.00025068+0.0011463i,-0.00089801+0.0013966i,-0.00050745+0.00056605i,-0.00027264+0.00035667i,-0.00020581+0.00059911i,0.00021711-7.4336e-05i,0.00020593-0.00025784i,-0.00017896+5.5952e-05i,-0.00010595+0.00010843i,-9.8595e-05+0.00067869i,-0.00022982+0.00081805i,-0.00011534+0.00015715i,-0.00022855+0.00016797i,0.00017808+0.00026265i,0.00068775-4.7451e-05i,0.0005405-0.0003313i
-0.0009598+2.807e-05i,-0.00010924-0.00031579i,-0.00042696-0.0004592i,-0.0016501+7.5888e-05i,-0.0017455+0.00074635i,-0.00077056+0.00165i,-0.00056079+0.00099631i,-0.00072779+0.00059468i,-0.00075726-4.6026e-05i,-0.00094226-0.00060041i,-0.00095896-0.00039929i,-0.00052624-0.00030088i,-0.00040483+0.00034759i,-0.00079617+0.0010963i,-0.0015117+0.0011682i,-0.0016063+0.00059856i,-0.000637+0.00028188i,-0.00031735-3.1671e-06i,-0.00068316+4.085e-05i,-0.00016271+0.0003845i,-0.00013547-5.3716e-05i,-0.00054733-0.00043387i,-2.4772e-05-0.00023107i
-0.0030656+0.0014263i,-0.0030452+0.0012723i,-0.002381+0.0017024i,-0.00057267+0.0011818i,0.00068928+0.00067424i,0.00069286+0.00040567i,0.00069068+0.0010884i,3.4868e-06+0.0010197i,-0.0008594+0.00028659i,-0.00076997+0.00073527i,4.8012e-05+0.001157i,0.00010373+0.00058214i,-0.00015233+0.00038817i,6.8545e-05+1.0352e-05i,0.00014201+0.00023629i,0.00084165+0.00076222i,0.0010155-0.00010614i,0.00065547-0.00095256i,0.00027-0.00046335i,0.00022863-0.00018176i,0.0008071-0.00036597i,0.00046868-0.00063162i,-0.00023824-0.0011725i
0.00056856-0.0019892i,0.00073724-0.0020098i,0.00062647-0.0018857i,-0.00013032-0.0016536i,-0.00066627-0.00071083i,-0.0003917+0.00058169i,-0.00074857+0.00088539i,-0.00063982+0.00091917i,-0.00099645+0.00088763i,-0.00091122-0.00017263i,0.00011523-0.00036066i,0.00019664-8.3816e-06i,-0.00057825+0.00010121i,-0.00036255+0.0007053i,-0.00037954+0.001234i,-0.00059097+0.0011188i,-0.00017647+0.00072946i,0.00024851+0.00085549i,0.00041138+0.001539i,-0.00027302+0.0011779i,-0.00063682+0.00032605i,-0.00014843-0.00033442i,-2.1629e-05+7.8705e-05i
0.0023185-0.00035467i,0.0014717-0.00030623i,0.00038201-0.00083599i,-0.0014683-0.0014363i,-0.0031913-0.0010782i,-0.0024994-0.00032217i,-0.00062191+2.7334e-05i,0.00018654+0.00020052i,-0.00020135+6.0862e-05i,-0.00012755-0.00013351i,0.00056617-0.00077699i,0.00078152-0.00046985i,0.00065422+0.00016625i,0.00035854-0.00023837i,-0.00024451-0.00089892i,-0.00038067-0.00054646i,-0.00035455+0.00026367i,-0.00044887+0.00022552i,-0.00023117+0.00059885i,-0.00054823+0.0011771i,-0.00075696+0.00090512i,-0.00086678+0.00035855i,-0.00088636-0.00035243i
0.0020689-0.001805i,0.001156-0.00055512i,0.00070478-0.0010022i,0.0013485-0.0015059i,0.00080517-0.00092682i,-0.00043235+0.00030495i,-0.00054912+0.0012021i,-0.0002382+0.00081917i,-0.00066295-0.00021433i,-0.00066133-0.0010167i,-0.00036689-0.00065666i,-0.00049948+0.00049426i,-0.00076765+0.00026355i,-0.0012613-0.00014519i,-0.0013679+0.00037296i,-0.0011239+0.00065291i,-0.00056379+0.0011346i,2.2523e-05+0.0013669i,0.00056104+0.00083737i,0.00045121+0.00028171i,-0.0003069-4.9381e-05i,-0.00070173-0.00037489i,-0.00041616+0.00012999i
-0.00042647-0.0012811i,-0.00069946-0.0016327i,-0.0012139-0.001129i,-0.0011728+0.00082088i,-0.00085095+0.0016878i,-0.0010797+0.0013348i,-0.00083644+0.001293i,-0.0006196+0.00080171i,-0.0010255+0.00065725i,-0.00036613+0.00019355i,0.00054018-0.00019426i,0.00020703+0.00064305i,0.00022902+0.00099127i,0.00036681+0.0009881i,0.00072222+0.00075439i,0.0011757+0.00098369i,0.0011208+0.0010017i,0.00033254+0.00052454i,-0.00032708+0.00014035i,-0.00081945-4.4045e-05i,-0.00066545+0.00011953i,0.0001445-7.6473e-05i,0.00070153+0.00058179i
0.0010178+0.00086487i,0.00086015+0.0016594i,0.0017694+0.0015932i,0.0028666+0.0020263i,0.0019332+0.0015027i,0.0010542-0.00035089i,0.00061732-0.00074858i,-0.00012195-0.00027079i,-0.00020783+3.7625e-05i,0.00045521+0.00066373i,0.001175+0.0010264i,0.00073169+0.00079893i,-0.00024023+0.0001528i,8.6782e-05-0.0002378i,0.00065863+0.00033391i,0.00060886+0.00099519i,0.00092387+0.00048419i,0.00034153+0.00032196i,-0.00017492+0.00065462i,0.00043884+0.00028035i,0.00060322-0.00020727i,-0.00048907-0.00020333i,-0.00094515-0.00019019i
-0.00057942+0.0020548i,-0.00086888+0.0030418i,-0.00049855+0.0036805i,0.00019458+0.0024646i,0.00014222+0.00041473i,-0.00028369+3.4382e-05i,-0.000731+0.00034274i,-0.00054024+0.00025579i,-0.00051957-0.00036716i,-0.00088498-0.00044965i,-0.00018527+0.00016996i,0.00070186+0.00053758i,0.00024904-0.00021752i,-0.00024015-0.00073736i,-0.00015212-4.2892e-05i,8.6271e-05+0.0004245i,0.00027081+0.00016935i,-0.00018232+0.00033813i,-0.00088839+0.00033439i,-7.6459e-05+7.2704e-05i,0.00030801-0.00012471i,0.00058442-0.00032942i,0.00078156-0.00040712i
-3.2656e-05-0.0013996i,0.00083102-0.0022048i,0.001072-0.0020046i,0.00076456-0.0021584i,-0.00018849-0.0011488i,-0.00073299-9.2382e-05i,-0.00021286+0.00060713i,3.8315e-05+0.00097082i,-0.00079707-0.0001428i,-0.0012208-0.00067866i,-0.00070228-0.00042277i,0.00056411-0.00012926i,0.00045073+0.00021082i,-0.0005794+0.00058066i,9.4677e-06+0.00089716i,0.00095437+0.00075501i,0.00092516+0.00087263i,3.6985e-05+0.00099235i,-0.00024794+0.00095734i,-0.00055645+0.00040701i,-0.00092953-0.00052952i,-0.00038783-0.00036353i,1.0515e-05+0.00018097i
-0.00093323+0.0021024i,0.00062043+0.0030274i,0.0010439+0.0040721i,0.001457+0.0034679i,0.0012793+0.0022745i,0.00073066+0.00067128i,0.00025809-0.00054291i,0.00014478-0.00024621i,0.00018286+0.00021476i,0.00043356+0.00067723i,0.00029664+0.0014539i,0.00026002+0.0010935i,0.00025737+0.00031536i,0.00033679+5.2784e-05i,6.5953e-05-0.00058231i,-0.00034097+1.9715e-05i,-0.00057504+0.00035531i,-0.00041463+7.3522e-05i,-0.00079199+0.00076244i,-0.00081717+0.00054116i,-0.00013648-0.00011237i,8.9418e-05-0.00019169i,8.7897e-05+0.0001717i
-7.6301e-05+0.00077766i,9.9111e-05+0.0005773i,0.00033985-0.00045526i,0.00056049-0.00084949i,-3.5705e-05-0.00052589i,-0.0007257-0.00015245i,-0.0010859+0.00071203i,-0.0012577+0.0012817i,-0.00099973+0.001025i,-0.0008289+0.00056181i,-0.00028494+0.00075765i,0.00040417+0.00078873i,0.00061416+0.00010914i,-0.00018981-1.7275e-05i,5.3684e-05-8.2577e-05i,0.00055308-0.00029266i,0.00034093+0.00017868i,-1.5385e-05+0.00037394i,-0.00092212+0.00046126i,-0.0013733-0.00017623i,-0.00097137-0.0010164i,9.4318e-05-0.00070925i,0.00102+9.4341e-05i
0.0022121+0.0010065i,0.0011186-0.00046216i,0.0019415-0.0015134i,0.0023183-0.0015741i,0.00086231-0.0013206i,-0.00078957-0.00098549i,-0.00094457+0.00088183i,0.00048304+0.0014925i,0.00037262+0.00098894i,-0.00054941+0.0010028i,-0.00056322+0.00055885i,-0.00072937-1.7427e-06i,-0.00076658-0.00025589i,3.8677e-05+0.00030257i,0.00050677+0.00073647i,0.00022129-1.9595e-06i,-0.00015859-0.0002947i,-0.00030713+0.00031205i,-0.00025079+0.0010608i,0.00056938+0.00037456i,0.0010249-0.00029619i,0.00059575-0.00025263i,0.00065763-0.00020138i
0.00034761-0.0012308i,0.00083892-0.00071085i,0.00096009+0.00047477i,0.00082912+0.00025721i,0.00096557+0.00054199i,0.00067521+0.0012682i,-4.0212e-05+0.0011258i,-0.00072052+0.001011i,-0.00043951+0.00019289i,-0.00030031+0.00020272i,-0.00015314+1.678e-05i,0.00012415-0.00042932i,-2.5311e-05-0.00045416i,-0.00052007-0.0002092i,-0.00084788+0.00034215i,-0.00019166+0.0005872i,-0.00013679+0.00040844i,-0.00011362+0.00044685i,0.00032189+0.00033317i,0.0001116-9.0068e-05i,-0.00028503-0.00045247i,0.0001429+4.3468e-05i,0.0011954+0.00041645i
-0.0012753-0.0033863i,-0.0015134-0.002041i,-0.0031206-0.0020101i,-0.0035984-0.0023207i,-0.0039137-0.00038043i,-0.0021887+0.0021443i,0.00023116+0.0020259i,0.00031572+0.00053835i,-7.4041e-05-0.00040582i,-0.00038566-0.00043213i,-0.00033882-0.00015349i,0.00031894+6.8283e-05i,0.00058321+0.00051845i,3.6162e-05+0.00089897i,-2.8437e-05+0.00081914i,-3.0917e-05+0.00069432i,-0.00014807+0.00083887i,0.00042365+0.00033609i,0.00026235+0.00024353i,-0.00021672+0.0002689i,-0.00049218-8.4017e-05i,-0.0011571-3.0791e-07i,-0.0012416-0.00041731i
-0.00046573+0.00059198i,-0.00072848+0.0011641i,-0.0012024+0.0025042i,-0.0020095+0.0022399i,-0.00097186+0.0012108i,0.00019691+0.0018576i,-0.00065993+0.0017299i,-0.00012971+0.0017377i,-0.00022792+0.001537i,-0.00083554+0.00031149i,0.00016949-0.00053907i,0.00038467-0.00058759i,-0.0002854+0.0001491i,-0.00058735+0.00061706i,-0.00085095+0.00065356i,-0.00024672+0.00028768i,0.00069969+6.5871e-05i,0.00031303-0.00011647i,-0.00025982+0.00069329i,-7.8796e-05+0.0013634i,0.00026436+0.00047775i,-0.00013119-0.00033769i,-0.00017438-0.00046437i
0.00013222-1.4687e-06i,0.001176-0.00019918i,0.00064562-0.0010217i,0.00055273-0.0014683i,0.0006357-0.000907i,-0.00060664-0.00029291i,-0.0011638+0.00070551i,-0.00087955+0.00066489i,0.00014851+0.00013936i,0.0006684+0.00085463i,0.00061578+0.0012107i,0.0002423+0.00079051i,-0.00014792+3.3011e-05i,-0.00021196-0.0002053i,-0.00047401+9.7531e-05i,-0.00051815+0.00028208i,-2.9811e-05+0.00048773i,0.00014758+0.00082955i,-0.00033968-3.2349e-05i,-0.00055656-0.00070988i,1.375e-05+0.00010176i,-9.9713e-05+0.00011799i,0.00031076+6.9405e-05i
-0.0002424-0.0001523i,-0.00020684+0.00039735i,-0.00010231+0.0014446i,0.0011089+0.0015063i,0.0017474+0.001385i,0.00085281+0.00079375i,0.00011676+0.00047217i,-0.0001371+0.00040139i,-0.00055472+8.8343e-06i,-0.00097249-1.9174e-05i,-0.00044469+0.00012976i,0.00024239+0.00080869i,0.00021804+0.00092775i,0.0003426+0.00017106i,0.0003911-0.00015088i,-2.7066e-05+0.00024113i,-0.00023345+0.00027744i,-0.00060912+0.000203i,-0.00080667+0.00098117i,-0.00094602+0.0014752i,-0.00082592+0.00071192i,-0.00044372-5.7733e-05i,0.00053903+0.00012311i
-0.0015255+0.00016032i,-0.0005961+0.00071423i,-0.00049517+0.0012794i,-0.00055109+0.00075401i,0.00011279-0.00024602i,-9.2614e-05-0.00076509i,-0.00043458-0.00026723i,-0.00062229-2.8732e-05i,-0.00083216-0.00047161i,-0.00018929-0.00021743i,-5.275e-05+0.00032338i,0.00020259+0.00066031i,0.0011219+0.00028503i,0.00099508-0.00027115i,0.00021406-1.0208e-05i,0.0003066+0.00058671i,0.0010145+0.00096914i,0.0010025+0.0010434i,0.00011776+0.00054118i,-0.00029963+0.00044325i,-0.00056754+0.00051822i,-0.00067467+0.0001604i,-0.00057198+0.00010925i
0.001082-0.00049174i,0.001048+0.00014963i,0.0003868-0.0004092i,0.00019977-0.0010036i,-7.3435e-05-0.00042937i,-0.0006878+0.00018334i,-0.00053192+0.00078285i,-0.00043361+0.0011051i,-0.00069049+0.00027264i,-0.00072017-0.00022969i,-0.00038917-0.00031967i,-0.0001468-0.00033031i,0.00035681-0.00033159i,0.00014165+0.00013021i,-0.00020354+0.00053466i,-0.00020223+0.00012905i,-1.6036e-05+0.00039192i,0.00014076+0.00076162i,-0.00039288+0.00017606i,-0.00015427+0.00016966i,-9.269e-05-2.1892e-05i,-0.00067432-4.3928e-05i,-0.0010931+0.0002256i
0.00079307-0.001009i,0.00073463-0.0010586i,0.0012907-0.0011024i,0.00097302-0.00097058i,-0.00043632-0.00037362i,-0.0013663+0.00058545i,-0.001288+0.0013334i,-0.0007221+0.0007415i,-0.00039889-0.0001144i,-0.00074773+0.00012001i,-0.00086683+9.7091e-05i,-0.00067438+0.00022476i,-0.00015183+0.00081602i,5.2688e-05+0.00058548i,-0.00064189-0.00033257i,-0.00012961-6.996e-05i,0.00058056-6.8216e-05i,-1.3824e-05-0.0005076i,-6.2408e-05-0.00051694i,-0.0004828-0.00048913i,-0.0012505-0.00057262i,-0.00065664-0.00027578i,-3.216e-05-0.00025195i
0.0019895+0.0023028i,0.0014001+0.0025035i,0.0018247+0.0023946i,0.0014027+0.0015668i,0.00078711+0.00016294i,-0.00060654-3.803e-06i,-0.0014887+0.00025608i,-0.001027+0.00017385i,-0.00099282+0.00044661i,-0.00032052+0.00059378i,0.00098392+0.00015595i,0.0013717+0.00029666i,0.00055344+0.00081595i,4.0272e-06+0.0004995i,-6.9947e-05+0.00058042i,-0.00023613+0.00021634i,-6.0003e-05-0.00017835i,-5.864e-05+2.2734e-05i,-0.00080044+4.5327e-05i,-0.00077274+0.00037634i,-7.482e-05+0.00051779i,-0.00022207+0.000111i,-0.00019813+0.00029632i
0.00061745-0.00010531i,-0.00088249-0.00080054i,-0.00013926-7.9593e-05i,0.00043159+0.0002716i,0.00014439-0.00010872i,-0.0008965+0.0007162i,-0.00074652+0.0016319i,0.00030676+0.001367i,0.00050754+0.0008333i,0.00072951+0.00011154i,0.00055439+4.8562e-05i,7.4348e-05-3.9856e-05i,0.00015828-0.00046203i,-0.0001565-0.00035049i,-0.00027548-0.00026352i,0.00056865-0.00032729i,0.0013421+0.00023013i,0.0012787+0.00033338i,0.00091455+7.5244e-05i,0.00081728-0.00022421i,0.00057346-0.00027352i,0.00038126+0.00035954i,0.00018336+0.00021756i
0.00030956-0.00049573i,0.00012849+0.00043411i,-0.00081042+0.00052578i,-0.00011621+0.00061183i,-0.00060091+0.00052207i,-0.0010549+0.00038356i,-0.00029698+0.00058243i,-0.00067322+0.00073238i,-0.00082605+0.00044169i,0.00019523+0.00010895i,0.00026205+0.00025747i,-0.00030203-0.00024872i,0.00010438-0.00097261i,0.00047036-6.3427e-05i,0.00057536+0.0005125i,0.00030027+0.00060612i,0.00025482+0.0011305i,0.00032723+0.0007357i,0.00036134+0.00014123i,0.0002044+0.00027641i,-0.00059575+0.00047551i,-7.9241e-05+0.00059005i,0.0011487+0.00029079i
0.0011445+0.00022724i,0.0015172-0.0006368i,0.0014721-0.0010804i,0.0013844-0.00027564i,0.0014938+0.00062622i,0.00049434+0.00095986i,-9.888e-05+0.0012221i,-0.00063266+0.00058006i,-0.0010537+0.00019545i,-0.00099213+0.00073833i,-0.00044525+0.00091289i,-0.0003189+0.00049267i,-0.00066302-1.6653e-05i,-0.00064579+4.1607e-05i,-0.00081236+0.00021517i,-0.0004391+0.00034442i,-0.00077641+0.00054626i,-0.0015858-0.00035814i,-0.0014189-0.00066498i,-0.00062857-0.00012517i,0.00019399-0.00052843i,0.00059294-0.00024735i,0.00061179+0.00023655i
-0.0026313-0.001056i,-0.0024551-0.001443i,-0.0019192-0.00095864i,-0.0013343-1.1498e-05i,-0.00069877+0.00076921i,-0.00047221+0.0014488i,-0.0001648+0.0017947i,0.00042275+0.0012434i,-2.0008e-05+0.00060519i,-0.00032294+0.00040436i,-0.00010881+0.00087731i,0.00044271+0.0014292i,7.3056e-05+0.00070705i,-0.0011522+5.1169e-05i,-0.00079904+6.5906e-05i,-8.0051e-05+0.00018527i,0.0001168+0.00017175i,0.00049646-0.00027078i,0.00033061-0.00060831i,-0.00025078-0.00040974i,-0.00040524-8.6752e-05i,0.00018103+0.00092958i,0.00032955+0.0014977i
-0.00023647+0.00070947i,-0.00010699+0.00054847i,0.00045061+0.00021032i,0.00098626-0.00064106i,0.0011317-0.00056767i,-0.00022924+0.00053212i,-0.00062979+0.00065959i,-0.00016245+0.00036199i,-0.00032981+0.00059483i,-0.0002114+0.00034471i,0.00042434-0.00022182i,9.7373e-05-0.00052539i,-0.00035779-3.8533e-07i,-0.00014128+0.00022233i,-3.302e-05-5.5422e-05i,0.00019368-0.00022337i,7.1339e-05-8.4157e-05i,-0.00025141-7.0729e-05i,-1.0476e-05+0.00020655i,0.00022636+2.7267e-05i,0.00042476-0.00022342i,0.00039395-0.00020609i,-1.8998e-05-0.00027052i
0.00043642+0.0014668i,0.0010361+0.0014067i,0.0019023+0.0019497i,0.0020746+0.00090986i,0.0017483-3.4416e-05i,0.00025134+0.00047276i,-0.0013633+0.0016493i,-0.0016721+0.0013979i,-0.00054431+0.00040366i,0.00043442+0.00060717i,0.00068386+0.00047869i,0.00062821-0.00030157i,0.00045914-0.00054205i,0.00021892-4.5766e-05i,-0.00012057+0.00023491i,0.00038816+0.00028845i,0.00049393+0.00072596i,-0.00018753+0.00074025i,-0.00070448-5.1388e-05i,-0.00073984-0.00017066i,-0.00029575+0.00014686i,-8.584e-05+0.00073219i,0.00020022+0.00065825i
0.00028409-0.0015437i,0.0012799-0.0013555i,-7.1264e-05-0.001565i,-0.0011504-0.0015554i,-0.0010757-0.0011034i,-0.00033984-0.00074568i,-0.00033241-0.00040774i,-0.00054479+0.00017878i,-0.00049345+8.2775e-05i,-0.0008914-0.00062252i,-0.00077944-0.0004768i,-0.00051552+0.00027587i,-0.00061138+0.000505i,-0.00047289+0.00066212i,-0.00021302+0.00017754i,-0.00017091+0.0003891i,-0.00074389+0.00089712i,-0.00035112+0.00053307i,0.00031219+0.00025422i,3.6761e-05+0.00031981i,3.6682e-05+0.00036467i,-0.00016479+0.00021472i,0.00014879-0.00013678i
-0.00042853+6.9132e-05i,-0.00048061-0.00013116i,-0.00074943-0.00051233i,-5.5718e-05-1.8892e-05i,0.00035656+0.00111i,-0.00026285+0.0015156i,-0.00087725+0.00099569i,-0.00099597+1.5628e-05i,-0.00068764-0.00021194i,-0.0004511-8.5027e-05i,4.2641e-05-0.00024122i,0.0009032-6.1434e-05i,0.00022699+0.0004844i,-0.00078695+0.00076085i,-0.00076832+0.0010981i,-0.00031706+0.0011897i,0.00034605+0.0012669i,0.00040231+0.0013719i,2.4852e-05+0.0011846i,0.00019691+0.00068951i,0.00014439+0.00013991i,-0.00038395-0.00025875i,-0.00051583+2.4034e-06i
-0.00045079+0.00051979i,-0.00043102+0.001038i,-0.00060029+0.0016219i,-0.00092603+0.0018306i,-0.00079211+0.0013909i,-0.00037412+0.00090505i,-0.00018471+0.00067402i,-0.00061634+0.00085529i,-0.00083092+0.0013472i,-0.0002847+0.0015895i,0.00020096+0.001226i,-2.5347e-05+0.00097376i,9.4057e-05+0.00062243i,0.00075968+4.59e-06i,0.001225+0.00029612i,0.00061011+0.00064512i,-0.00045139-0.00042947i,-0.00030744-0.00035748i,0.00014668+0.00034359i,0.00049054+0.00027015i,0.00082805+9.0478e-05i,0.00080635+0.00014811i,0.0004897-0.00014115i
0.0004734-0.00034333i,-0.00065248-0.0002432i,-0.0018535+0.00040519i,-0.0010392+0.00030427i,0.00018867-0.00033131i,-0.00031241+2.5193e-05i,-0.00077935+0.0011904i,-0.00097414+0.0014885i,-0.0012235+0.00023636i,-0.00043176-0.00096662i,-2.0141e-05-0.00073209i,-0.0004738+2.527e-05i,-0.00056481+0.00040685i,7.6212e-05+0.00068593i,0.00029171+0.00046491i,3.1634e-05+0.000119i,0.00030966+0.00032157i,0.00085042+0.00069748i,0.00070436+0.00065647i,0.00057662+0.0004032i,0.00024169+9.8945e-05i,-0.0005017-0.00034338i,-0.00028899-0.00021406i
0.0016778+0.0016906i,0.0014556+0.001225i,0.0014676+0.0014701i,0.0020966+0.00036622i,0.0024381-0.00043445i,0.001523-0.00013133i,0.00015974+0.00029014i,-0.00026363+0.00072786i,-0.00037504+0.00064386i,-0.00050572+5.6963e-05i,-0.00030399-0.00065846i,-0.00051459-0.00076662i,-0.00066208-0.00042482i,-0.00028797+2.2943e-05i,-0.00018506+0.00024153i,-0.00028644+0.00012286i,-0.00030327-0.00025453i,7.733e-05-2.3795e-05i,0.00016582+0.00057053i,0.00050051+0.0001785i,0.00098498-0.00033141i,0.0011432-9.4582e-05i,0.0011064+0.00010651i
0.0014655+0.00044262i,0.00099011-0.00067736i,-0.00074896-0.0015927i,-0.0010078-0.0015805i,-0.00050085-0.0010076i,-0.0012899-0.00079707i,-0.0022105-0.00039601i,-0.0015213+0.00035609i,-0.0010871+0.00027436i,-0.001247+0.00018882i,-0.0010193-0.00030566i,-0.00038051-0.0010444i,-0.00053175-0.00074095i,-0.00072199-0.00017417i,-0.00049853+6.5331e-05i,-0.00067988+0.00057575i,-0.00078522+0.00067747i,-0.00039558+0.00038918i,0.00013946+6.7624e-05i,-8.1415e-05-0.00055901i,9.5759e-05-0.0004266i,0.00025679-0.00062049i,-0.00068998-0.0012986i
0.0012794+0.00028569i,0.0017212+3.1501e-05i,0.0040707+6.1124e-05i,0.0032424+0.00039591i,0.0007463+0.0002823i,-0.00076207+0.00057711i,-0.0011324+0.001684i,-0.00056917+0.001198i,-6.1264e-05+0.00065121i,-0.00045829+0.00070896i,-0.00022378+0.00044924i,0.00019236-0.00015589i,-0.00012715-0.00098347i,-0.00067623-0.00086354i,-0.00081184-0.00062443i,-0.00075741-0.00019465i,-0.00063318+0.00010674i,-0.00035009+1.27e-05i,-0.00025542+2.4211e-05i,-0.00051301+3.377e-05i,-0.00089052+0.00022631i,-0.0005768+0.00053425i,3.3582e-05+0.0009686i
-0.00036908+0.0015313i,-0.00031339+0.002941i,-3.1919e-05+0.0030945i,2.6445e-05+0.0018343i,8.2108e-05+0.00083539i,-0.0011059+0.00045984i,-0.0016647+0.0014708i,-0.0013266+0.0015959i,-0.00059734+0.00096133i,0.00013534+0.00098902i,0.00024909+0.00074131i,0.00043586+0.0010565i,0.00044579+0.0004145i,0.00051437-0.00098585i,0.00083191-0.00044568i,0.00068129+0.00099946i,0.00037706+0.0010586i,0.00012292+0.00076323i,-0.00034633+0.00037791i,0.00018629+0.00042832i,0.00042429+0.00087133i,8.7447e-05+0.00072353i,-6.7658e-06+0.00059209i
-0.00088594-0.00071705i,-0.0006404-0.0015392i,0.0003895-0.0013143i,8.6904e-06-0.00047064i,-0.00085741+0.0001035i,-0.00050289+0.00040546i,0.00063869+0.000733i,0.00062997+0.0013075i,0.00027878+0.00057821i,0.00049553+0.00022254i,0.00029585+0.00021881i,-0.00010887-2.5502e-05i,-5.6139e-05+0.00019647i,-0.00022298+0.00030773i,-0.00083352+0.00051619i,-0.0010703+0.0010429i,-0.00078504+0.0016502i,-0.00049571+0.00064022i,-0.00044931-0.00022482i,-0.00049342+0.00054352i,-0.0007705+0.0010059i,-0.00096869+0.00084126i,-0.001015+0.00065186i
0.00057918-0.00086428i,0.00097052-0.0012931i,0.00071742-0.0012052i,-0.00020263-0.00081565i,-0.0012978-0.00029176i,-0.001539-0.00016712i,-0.00059514+0.00025362i,-0.00032655+0.00099167i,-0.00012219+0.00099521i,0.00044072+0.00073068i,0.00044015+0.000384i,0.00072473+0.00035462i,0.00039069-0.00021589i,0.00065082-0.00089787i,0.00062313-0.00053334i,7.0741e-05-4.2995e-05i,-0.00063064+0.00029497i,-0.0012818+0.00055223i,-0.00092511+0.00015191i,-8.5369e-05+3.6821e-05i,-0.00014253+0.00014441i,-0.00066991-0.00033235i,-0.00061786-0.00071104i
