-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
-0.00060748+0.00017561i,-0.00050184-0.00026662i,-0.00095589-0.00018603i,-0.00036218+0.00025411i,0.00012947+0.0014021i,0.00067179+0.0018948i,0.0015669+0.0014125i,0.0015601+0.00097427i,0.0008791+0.0010249i,-0.0001876+0.00079222i,-0.00016947+0.001329i,-8.0531e-05+0.0013416i,-0.0007177-0.00031206i,-0.00015938-0.0010636i,0.00070641-0.00063009i,0.00066838-0.00071112i,0.00055228-3.7159e-05i,0.00077816+0.00083708i,0.00098992-6.9151e-05i,0.00028626-0.001128i,8.2419e-05-0.00043322i,0.00026613+0.00034659i,-0.00025969+0.00051958i
-0.00058989+0.00051014i,0.00078301-0.00022856i,0.00041494+4.1793e-06i,-0.0003815+0.00041032i,0.00014543+0.00012952i,0.0017702+0.00013028i,0.0022817+0.00030366i,0.0018645+0.00044639i,0.0011637+0.00092131i,0.00024239+0.0015385i,-0.00040087+0.0011508i,0.00014833+0.00081365i,0.00071849+0.00065233i,0.00073669+4.9461e-05i,0.00086871+2.855e-05i,0.00073877+0.00031089i,0.0002393+0.0003843i,0.00052209+0.00038146i,0.00078654-0.00011867i,0.00038393-0.00035483i,0.00073866-0.00092102i,0.0010204-0.00082003i,0.00047924-0.00022984i
0.0016802+0.00041006i,0.0018516+0.00039905i,0.0013415-5.4014e-05i,0.00023143-0.00024701i,-0.00011131+0.00069136i,0.00073865+0.0014067i,0.0010345+0.001739i,0.0012621+0.0014834i,0.0015761+0.00076001i,0.00023671+0.00023404i,-0.00047716+0.00014496i,-0.00016472+0.0003574i,6.2759e-06+0.00066297i,-0.00027476+0.00074768i,-0.00044566+0.00030722i,6.8546e-05-0.00016117i,-2.8685e-05-0.00013421i,-0.00024231+0.00029944i,0.00013667-0.00021926i,0.0005756-0.00057404i,0.001165+0.00011658i,0.0011001+0.00026647i,0.00068492+0.00025479i
-0.0010023+0.00082464i,-0.00087076+1.0613e-05i,-0.00089243-0.001225i,-7.9316e-05-0.0015278i,-2.7842e-05-0.00093219i,0.00072098-0.00036529i,0.0018294+0.00044303i,0.0017805+0.00027436i,0.0013325-0.00026305i,0.0010172-0.00033799i,0.00028295-1.0307e-05i,-0.00067099+0.001037i,-0.00096963+0.00084762i,-0.00080663+8.8842e-05i,-0.00014766-6.2247e-05i,-0.00015261-0.00014921i,-1.0751e-05-9.2051e-05i,0.00016287-0.00053622i,0.00030542-0.00070493i,0.00028952-0.00022286i,0.0004132+0.00035256i,0.00051534+0.00085379i,0.00010494+0.00081239i
-0.00064796-0.00014108i,0.0002489+0.00022492i,0.00061058+0.00043971i,0.0011326+0.00075924i,0.0013676+0.0011926i,0.0010036+0.0014057i,0.001324+0.0010258i,0.0011177+0.00061651i,0.00013777+0.0004388i,0.00015094+0.0010443i,-0.00018182+0.0017865i,-0.00089288+0.0021747i,-0.00042038+0.001499i,0.00070138+0.00051793i,0.00022807+0.00040515i,-0.00076807+0.00043648i,-0.00051351+0.00047674i,-0.00013774+0.00039139i,0.0011702+0.0004163i,0.0010851+0.00052538i,-0.00015988+0.00056163i,3.5044e-05+0.00050026i,0.00023858+0.00083006i
0.0014245-0.0012016i,0.00080949-0.0018907i,-0.00023991-0.0031385i,-0.00060821-0.0019902i,-0.00043644+0.00033053i,0.00011303+0.00080882i,0.00084679-7.2813e-05i,0.0013992+3.1576e-05i,0.0011502+0.0011118i,0.0002047+0.00146i,-0.0010083+0.00056779i,-0.001403+8.2479e-05i,-0.0010579+0.0005831i,-0.0010165+0.00043482i,-0.00097556-0.00048884i,-0.00064341-0.00055092i,-1.5684e-05+0.00010693i,0.00036649-2.8279e-05i,-2.8411e-05-0.00024854i,-0.001165+0.00060279i,-0.00098529+0.00090105i,-0.00042136+0.00053491i,-0.00047749+0.00013015i
0.00088471+0.001205i,0.0011932+0.0011379i,0.0016649+0.001296i,0.0012081+0.00064397i,0.0013213+1.9035e-05i,0.0014041+0.00041018i,0.0011155+0.00031752i,0.00071532+0.00010026i,0.00036636+0.0011114i,0.0013671+0.0021971i,0.0012167+0.0012328i,-0.00019554-0.00037953i,-0.00053141-0.00073344i,-0.00023609-0.00065983i,-1.926e-05-0.00057428i,-1.7171e-05-0.00029147i,-0.00044479-0.0003089i,-0.00047811-0.00069048i,-0.00017056-0.0004087i,-5.314e-05-0.00019444i,0.00062873-9.3893e-05i,0.00037861+0.00054324i,0.00019947+0.00059931i
3.8379e-05-0.0012246i,-0.001288-0.0010929i,-0.0016604-0.00050036i,-0.0013952+0.0010643i,-0.00038629+0.0019981i,0.0010823+0.0024208i,0.0012924+0.002552i,0.001125+0.0015253i,0.00051377+0.0007613i,-5.3648e-05+0.0014621i,-0.00079782+0.0011814i,-0.00076514+0.00023283i,-0.0009313+0.0001039i,-0.00071859-0.00069337i,0.00033823-0.0016205i,0.00093058-0.00064018i,0.0001693+0.00024166i,3.2061e-05-0.0004889i,0.00051149-0.0010099i,0.00057717-0.00066292i,0.000456+3.7591e-05i,3.0172e-06+0.00077989i,-0.00015842+0.00042185i
0.00060538-0.0015663i,0.00094418-0.0014545i,-2.6221e-05-0.00062532i,-0.0011106-0.00019667i,-0.00064464+0.00010605i,0.00093446+0.0007745i,0.0017464+0.0013009i,0.001292+0.0011332i,0.00092562+0.00099141i,0.00039932+0.0017529i,-9.614e-05+0.0012093i,2.9585e-05+0.00059502i,-8.7177e-05+0.00077594i,0.00018888+0.00079665i,0.00041625+0.0010007i,-0.00012636+0.00096798i,-0.00017289+0.00087589i,-0.00014903+0.00045386i,0.00029442-1.9456e-05i,0.00080242-0.00017019i,0.00074693-0.00036357i,0.00036336+0.00020025i,-0.00031745+0.0011304i
-0.00052831-0.0025113i,-0.00011029-0.0025093i,-0.00092833-0.0028065i,-0.0013157-0.0021334i,-0.0017414-8.7821e-05i,-0.0011915+0.0016566i,0.00036881+0.0014888i,0.0012951+0.000531i,0.0012653+0.00080771i,-1.3237e-05+0.0010321i,-0.0010728+0.00058449i,-0.0011376+0.00071738i,-0.00046152+0.00057631i,-0.00032326+8.713e-05i,-0.00053478-0.00024182i,-0.000368-0.00069029i,-0.00034992-0.00053234i,-0.0005554-0.00013649i,-0.00021808-0.00021745i,-3.6029e-05-0.00036513i,-0.00030948+8.5547e-05i,-0.00064353-0.00014258i,-0.00069021-0.00038518i
0.0014359+0.0013204i,0.0021675+0.00056137i,0.0027088-5.1075e-05i,0.0025907-0.0010122i,0.0018707-0.0016214i,0.0009215-0.00066208i,0.00091571+0.00080558i,0.00096617+0.0015694i,0.00073236+0.0017856i,0.001098+0.0011287i,0.00037321+0.00055665i,-0.00053421+0.00027701i,-0.00065319+0.0005893i,-0.00076207+0.0005305i,-0.0002681-0.00010165i,0.00014797-0.00023922i,-0.00027726-0.00042663i,-0.00057831-2.0446e-05i,0.00027923+0.00010426i,0.00055208-0.00062534i,-0.00027442-0.00069013i,-0.00096032-6.4679e-05i,-0.00090744-0.00032218i
0.0011378+0.0036819i,0.0019095+0.0037519i,0.0018671+0.003586i,0.00074631+0.0017794i,0.0012478-0.00011688i,0.0017369+0.00025357i,0.0010805+0.00091586i,0.00035143+0.0006038i,0.00073662+0.00072216i,0.0015491+0.00053242i,0.00085645+6.3621e-06i,-1.2449e-05+1.4166e-05i,-0.00019728+0.00067543i,-0.00026548+0.00075798i,-0.00054182+0.00011466i,-0.0006488+0.00031734i,-0.00080229+0.00034408i,-0.00051934-0.00021594i,0.00026998-0.00051786i,0.00026054-0.00032973i,-9.2472e-05-0.00021526i,5.0887e-05-0.00027654i,0.00016269-0.00056663i
0.00064784+0.00034425i,0.0016309-0.00071199i,0.0010279-4.8171e-05i,0.00045368+0.00047927i,0.00074354+0.0013282i,0.00041952+0.001542i,0.000464+0.0010157i,0.0010483-2.3832e-05i,0.00071128+8.8692e-05i,0.00033494+0.00045723i,9.5427e-05+8.0049e-06i,-0.00096878+0.0002451i,-0.0012215+0.00090119i,-0.00043689+0.00027736i,-0.00048243-0.00042614i,-0.00078407-0.00046725i,-2.3912e-05-9.3257e-05i,0.00057342+0.0002542i,-9.1648e-05+0.00045274i,-0.00060199+0.0002005i,-0.00010226-0.00025227i,0.00035268+0.00011357i,-0.00024593+0.00031991i
-0.00065197+0.0010888i,-0.0020171+0.0008938i,-0.0018419-0.00037031i,-0.00033149-0.00022634i,-0.00027281+0.00026641i,-0.00011871+0.0001353i,0.0010662-0.00052849i,0.001538-0.00015942i,0.0015342+0.00029893i,0.001564+0.00034892i,0.00063452+0.00048923i,-0.00028863+0.00033189i,-0.00028041+0.00038791i,-5.2444e-05+0.00020479i,0.00048541-0.0002592i,0.0011399-0.00031946i,0.00088619+0.00029053i,0.00026773+9.7296e-05i,0.00040527-0.00042848i,0.00025172-0.00015278i,-0.00042121-0.00014018i,-0.00057281-0.00032108i,-0.00032546-0.00055126i
-0.00019787-0.0012171i,0.00053197-0.001095i,-0.0004578-0.0019211i,-0.0023561-0.001201i,-0.0017068+0.00013392i,-3.845e-05+0.00060895i,0.0011817+0.00085893i,0.0015906+0.001036i,0.00083524+0.00096561i,9.7329e-05+0.0012446i,8.8392e-05+0.00092124i,0.00047146+0.00085145i,0.00095768+0.00077363i,0.001074-0.0001139i,0.00089993-0.00057962i,0.001159-0.00020887i,0.00089945+3.5924e-05i,0.00080598-0.00056424i,0.00077157-0.00093935i,-9.4516e-05-0.00012481i,-0.00057991+0.00051627i,-0.00025613+0.00045655i,-0.00023894+0.00036005i
-0.0015021+0.0021918i,-0.00098932+0.0034333i,-0.00038859+0.0038365i,-0.000256+0.0030474i,0.00031631+0.0031571i,0.00078474+0.0026046i,0.00054078+0.00095913i,0.00068093-0.00013752i,0.0011564+0.00023225i,0.00085065+0.0010531i,-0.00041485+0.001396i,-0.00090852+0.00048409i,-0.00040768-0.00031505i,0.00019073-0.0006514i,0.00097777-0.0005258i,0.0019473+0.00046124i,0.0015092+0.00066445i,0.0005908+0.00053393i,0.00044289+0.00029457i,-5.0881e-05-0.00062575i,-0.00052882-0.00072653i,-0.00056482+0.0001012i,-0.00086843+0.00019616i
6.7325e-07+0.0017946i,0.00092849+0.0019459i,0.0018441+0.0023526i,0.0016972+0.0010514i,0.0018324+0.00033588i,0.0027104+0.00062594i,0.0023067+0.00029494i,0.0010805+0.00074895i,0.00059741+0.0020822i,2.5943e-07+0.0016097i,-0.00034385+0.00019892i,-7.9163e-05+0.00013218i,0.00032309+0.00035881i,0.00029692-0.00017052i,0.00044885-0.00063037i,0.0008039-0.00039912i,0.00027192-0.00069352i,-0.00025684-0.0010429i,-0.00017519-0.00012315i,-0.00076059-6.4822e-05i,-0.0012193-0.00090219i,-0.00025813-0.00059479i,0.00070505+0.00016938i
0.0012407-0.002644i,0.0014443-0.0023703i,0.00035728-0.0040403i,0.00043109-0.0029205i,0.00079667-0.00032681i,0.0013075+0.0011787i,0.0015332+0.0018096i,0.0013066+0.0010894i,0.0010258+0.00062949i,-9.981e-05+0.00086371i,-0.00093309+0.0012233i,-0.0012639+0.00069404i,-0.0011996+0.00044761i,-0.0009057+0.00085984i,-0.0011585-0.00010564i,-0.00077498-0.00058333i,-0.00037742+1.958e-06i,0.00041444+0.00035148i,0.00025743-3.1273e-05i,-0.00038991-0.0011496i,-0.0003357-0.0013189i,-0.00074892-0.0003622i,-0.00096556+0.00035251i
0.0011298-0.00098675i,0.0013209-0.0014141i,0.00013336-0.0027099i,-0.00060471-0.0022213i,-0.00035244+0.00024834i,-8.7826e-05+0.0018145i,0.00070472+0.001349i,0.00098466+0.0006671i,0.00061817+0.00040635i,-0.00017972+0.00019066i,-0.0010755+0.00019265i,-0.0017186-0.00018411i,-0.0021861-0.00065278i,-0.0020845-0.0007893i,-0.0012148-0.00052295i,-0.0001701-6.3753e-05i,0.00089182-7.7685e-05i,0.00080428+0.00050616i,0.00023477+0.00035972i,0.00055255-0.00029643i,-5.5704e-05-0.0002683i,-0.00061747-0.00038676i,-0.0012181+6.708e-05i
-0.0010796+0.00083801i,-0.0024654+0.00013175i,-0.0021805-0.00013558i,-0.0011843+0.00064684i,-0.00091139+0.0018329i,-0.00031267+0.0020623i,0.00056197+0.0014159i,0.00075705+0.00071593i,0.00036306+0.00047881i,-4.3878e-05+0.00053729i,-0.00075381+0.0009191i,-0.0010036+0.0016471i,-1.7507e-05+0.0012689i,0.00051282-0.00028092i,0.00043499-0.00075777i,0.00018721-0.0006442i,0.00073008-0.00064512i,0.00087316-0.00066104i,0.000725-0.00029339i,0.0011921-0.00024924i,0.00087272-0.00046899i,0.00020453-7.3948e-06i,-0.00011155+5.316e-05i
0.0013897-0.0011292i,0.0010959-0.0020764i,0.0014511-0.0025795i,0.0018332-0.0014364i,0.0014692-0.00045546i,0.0015232+0.0016136i,0.0017046+0.0023569i,0.0012898+0.0015265i,0.00099454+0.00098111i,0.0011172+0.00050719i,0.00054839+0.00025572i,-0.00015986+0.00023902i,-0.00049097+5.8202e-05i,-0.00059339-2.6875e-05i,0.00010327+5.1064e-05i,0.00053858+0.00010395i,0.00022866-0.00024255i,0.00028581-0.00033237i,0.0001956-0.0001789i,-0.00055919+3.2674e-05i,-0.00027753-0.00087805i,0.00084345-0.00098672i,0.00099525+0.00017823i
4.9719e-05-0.0013239i,0.00059805-0.00065611i,-0.00020218-0.00084167i,-0.00036587-0.0010217i,0.00023282+4.8137e-05i,0.0012134+0.00091314i,0.0016112+0.00063826i,0.0013638+0.00029755i,0.0013594+0.00025281i,0.0011098+0.00018731i,9.4373e-05+0.00088714i,-0.0010207+0.0014207i,-0.00065348+0.0010296i,0.00011132+0.00060827i,0.00037298+0.0001567i,0.00054258+0.00015463i,-0.00010006-6.7984e-05i,-0.00033874-0.00064157i,-0.00023339-0.00065085i,0.00011221-0.00017667i,0.00030949+0.00029765i,-0.00033469+0.00064263i,-0.000792+0.0010973i
0.00080251+0.0014046i,0.0012307+0.00022399i,0.0013028+0.00014292i,0.0010911+0.00075518i,0.00067978+0.00062203i,0.00059885+0.00073232i,0.0011089+0.0010172i,0.0010533+0.0011127i,0.00073096+0.0013643i,0.00055954+0.0017714i,0.0010449+0.0015672i,0.0015073+0.0016188i,0.0010547+0.0015422i,0.0012086+0.00083119i,0.00020395+0.00032358i,-0.00080377+0.00023131i,3.4049e-05+3.4573e-05i,0.00057737-0.00038526i,0.00058994-0.00090802i,0.00089987-0.0010156i,0.0004768-0.00054483i,-0.00025776+0.00020372i,-0.00037725+0.00045668i
0.0010672-0.0014324i,0.00025557-0.00092343i,-0.00062216-0.0012472i,-0.0011236-0.00096617i,-0.0009298+0.000412i,0.00022011+0.0013976i,0.0013022+0.0017339i,0.0012881+0.00062615i,0.0012239+0.00010241i,0.00056704+0.0008628i,-0.00028826+0.00028933i,-0.00022938+4.1596e-05i,-0.00013406+0.0011956i,-0.0002004+0.0017735i,5.9842e-06+0.00073645i,3.7578e-05-0.00041818i,-4.0095e-05-0.00011399i,0.00010011-0.00016974i,0.00011983-0.00043491i,-0.00063442-0.0002582i,-0.0007512-0.00043912i,-0.00036871+8.5664e-06i,-0.0002386+0.00027486i
-0.00023565-0.00064018i,-0.00044264-0.00135i,0.00052087-0.0014201i,3.5097e-05-0.00098781i,0.00024658-0.00021855i,0.00098717+0.00054662i,0.0015168+0.00054983i,0.0013448-0.00030251i,0.00020883-0.00041106i,0.00028227+7.6462e-05i,0.00093993-0.00019154i,0.00032565-0.00039407i,-6.8657e-05+0.00042654i,0.00038723+0.00080445i,7.0194e-05+0.00039091i,-0.00022541+0.00049777i,0.00011745+0.00073084i,0.00043959+0.00060857i,0.00079764+0.00032789i,0.00024614+0.00021097i,-0.00057033-0.00045423i,-0.00049905-0.0006632i,-0.00086748+0.00020593i
0.00099812-0.0035603i,-0.00018039-0.0033099i,-0.00099264-0.0024738i,-0.00089925-0.0006579i,-0.00044856+0.00063787i,2.2268e-05+0.00093382i,0.00086673+0.00093631i,0.0013767+0.0010614i,0.001277+0.00098701i,0.00084509+0.0007666i,-0.00015274+0.0003073i,-0.0008425+0.00063989i,-0.00088787+0.0010785i,-0.00056238+0.00025851i,-0.00045936-0.00014536i,-0.00044769+0.00014834i,-0.00025364+0.00033956i,-0.00013729+0.00023569i,-0.00017602+8.2724e-05i,0.00024011+0.00032745i,0.00028172+0.00023128i,-0.00015672+0.00011856i,-0.0011309+0.00034378i
0.001894+0.00012229i,0.0016069+0.00071898i,0.0010811+0.00029599i,-0.00017612-0.00030054i,-0.00036312+0.00011172i,9.0291e-05+0.0018549i,0.00035359+0.002297i,0.0013992+0.0018105i,0.0013626+0.0015812i,0.00049211+0.00084646i,2.8736e-05+0.00033547i,-0.00047759-0.00026194i,6.0447e-05-3.1917e-05i,0.00052427-0.00023948i,0.00019719-0.0012289i,-0.00026052-0.00086077i,0.00021158-0.00017022i,0.00051865+0.00037368i,-0.00019355+0.00062981i,-0.00012987-5.2023e-05i,9.1128e-05-0.00054938i,0.00029419-0.00038612i,4.7433e-05-9.1473e-05i
-0.0012287+0.0024941i,-0.0011569+0.0029167i,-0.0005169+0.0035955i,0.0004265+0.0026902i,0.00060839+0.0016789i,0.00063123+0.0012529i,0.00096756+0.00086322i,0.0012427+0.0006484i,0.0013399+0.00090157i,0.0008621+0.00094094i,0.00041455+0.00062977i,-0.00013234+0.00032138i,-0.00062446-0.00011612i,-6.7694e-05-0.00075399i,0.00082723+0.00016806i,0.00064261-3.8757e-05i,0.00052455-0.0010878i,0.0010366-0.00071096i,0.00063803+0.00014898i,8.2646e-05+0.0006731i,0.00020237-7.8376e-05i,0.0006384-0.00053712i,0.00071476+0.0003193i
0.0023409+0.00044695i,0.0022944-0.00030548i,0.0022838-0.00074839i,0.0018237-0.00095918i,0.0015669-0.0014985i,0.00084086-0.00088238i,0.00042146+0.00030888i,0.00019728+0.0003129i,2.3495e-05+0.00011922i,8.3821e-05+5.8651e-05i,-9.2677e-06+0.00036561i,-1.9258e-05+0.0012167i,0.00043841+0.0011353i,0.001236+0.00036027i,0.00099269+0.00027495i,0.00040185-9.5493e-05i,0.00041821-0.00059649i,0.00034248-0.00058625i,0.0002277-4.2522e-05i,3.5278e-05+0.00029301i,-2.4114e-05+0.00031876i,-0.00012919-2.3573e-05i,-9.0142e-05-5.5607e-05i
0.0021358+0.0045425i,0.0026206+0.0034872i,0.0040272+0.0033229i,0.0039194+0.0025699i,0.0032537+0.0013556i,0.0028946+0.0011351i,0.0017507+0.0012608i,0.00069325+0.0010161i,0.00038946+0.00047188i,0.0008902+0.00020492i,0.00087246-9.3919e-05i,0.00073209-0.00034542i,0.00047303-0.00062002i,0.00060758-0.00082807i,0.0006082-0.00072152i,0.00042128-1.604e-05i,0.00043809-0.00045148i,0.00027661-0.0014703i,0.00041718-0.0012226i,0.0004621-0.00014561i,0.00033599+5.9367e-05i,0.0007028-0.00040589i,0.001451-1.193e-05i
-0.0006935+0.0020619i,-0.00078557+0.0025943i,3.7013e-05+0.0023601i,0.0017782+0.0016544i,0.0018781+0.0012641i,0.0019111+0.00043671i,0.0027033+0.00045389i,0.0021799+7.6326e-05i,0.0011808+0.00017183i,0.00014785+0.00088535i,-0.00018263+0.0013605i,8.6259e-05+0.0010568i,-0.00022151+0.00051558i,-0.00040514+0.00061997i,0.00032001+0.00066447i,0.00035726+0.0010072i,-0.00039783+0.00070289i,-1.4389e-05-0.00050803i,0.0006864-0.0010595i,0.00080478-0.00058596i,0.00046161-0.00013857i,0.0001892-0.00053037i,6.3533e-06-0.00047516i
-0.00036072+0.0013296i,-0.00082646+0.0014678i,-0.00054573+0.0013676i,0.0003415+0.0012044i,0.00054706+0.00086741i,-1.6363e-05+0.0010389i,0.00050618+0.0010666i,0.0013647+0.00095135i,0.0012037+0.0013558i,0.00058545+0.0015052i,-0.00017283+0.00038983i,-0.00096968-0.00019964i,-0.00053858-6.4983e-05i,-1.9966e-05-0.0002842i,-3.3773e-05-0.00047059i,-0.00067468-0.00015657i,-0.0011768-0.00037344i,-0.00039182-0.00046464i,0.00078097-0.00062439i,0.00080222-0.00093486i,0.00011343-7.9026e-05i,-0.00053579+0.00057597i,-0.00044601+0.0005083i
0.00013952-5.5908e-05i,0.00058755-0.00086794i,0.0013352-0.00055892i,0.00085983+3.1769e-05i,0.0005977-0.00013867i,0.0014131+0.00021713i,0.0011649+0.00058795i,0.00075356+0.00074562i,0.00062149+0.0010786i,0.00027316+0.00097755i,0.00026359+0.00011919i,-0.0001176+5.2212e-05i,-0.00081449+0.00029515i,-0.0014099-0.00032362i,-0.0011154-0.0015229i,-0.00078158-0.0012606i,-0.00096093-0.00017587i,-0.0010348+0.00017874i,-0.00021947-0.00054366i,0.00083208-0.00084551i,0.00080234-9.6765e-06i,0.0002485+0.00050744i,0.00038375+0.0002557i
0.0016659+0.0014513i,0.0012429+0.0017178i,0.0018414+0.001801i,0.0024683+0.0016638i,0.0022331+0.001463i,0.0012881+0.0009188i,0.00054515+0.00023144i,0.00021406+2.3412e-05i,-0.00014819+0.0010085i,-0.00026925+0.0016578i,-0.00054101+0.00074233i,8.0436e-05+0.00030649i,0.0005324+0.00054398i,0.00020836-0.00032796i,0.00014391-0.00070909i,7.5949e-05-0.00017776i,-2.5677e-05+9.367e-06i,-0.00020868+0.0001856i,5.922e-05+0.00022801i,0.00049308-0.0005686i,0.00068538-0.00094325i,-1.3044e-05-0.00044178i,-0.00026973-0.00040319i
-0.00095316+0.0023317i,-0.00080103+0.0023381i,-0.00048135+0.001672i,0.00029139+0.0008067i,0.00050396+0.00025854i,0.0010902+0.00075437i,0.0021689+0.0007298i,0.0026245+0.00055258i,0.002152+0.0012373i,0.0010038+0.0018091i,-0.00013292+0.0014576i,-0.00051346+0.00067162i,0.00026956-2.5942e-05i,0.00068678-7.3225e-05i,0.00075233-0.00012828i,0.00092356-0.00021926i,0.00031334+1.9359e-05i,-3.3522e-05-0.00045027i,9.0513e-05-0.00046557i,-0.00025723-0.00025984i,-0.0006972+0.00011884i,-0.00049357+0.00041178i,0.00034131-3.3359e-05i
-0.001632-0.0020581i,-0.002474-0.0023596i,-0.0029647-0.00078907i,-0.002852+0.00047381i,-0.0017556+0.00064768i,-0.00052944+0.00094373i,0.0010559+0.00094332i,0.0016096+0.00106i,0.00069294+0.0012827i,0.00042705+0.0015642i,4.3038e-05+0.0016514i,-0.0005266+0.0010339i,-0.00051262+0.0002476i,-0.00073664+0.00013845i,-0.0006044+0.00025405i,-0.00067759+0.00016883i,-0.00040892+0.00024187i,0.00067946+0.00020624i,0.00085568-0.00096925i,0.00026069-0.0015748i,-0.0001206-0.00080518i,-0.0005114-0.00062164i,9.8004e-06-0.00055435i
0.0036295+0.0010128i,0.0035696+0.00045192i,0.0039639-0.00031441i,0.0036316-0.00088105i,0.0018085-0.0012189i,0.00049282-0.0007218i,0.00089225+8.449e-05i,0.0017364+0.00053334i,0.001459+0.00077262i,0.00051409+0.00085068i,0.00042063+0.00061639i,-0.00021741+0.00046233i,-0.00012066+0.00011108i,6.311e-05+8.1801e-06i,-0.00061414-0.0005226i,-2.2932e-05-0.00050394i,0.00070627-0.00011171i,0.00093421-0.0004938i,0.00094852-0.0011461i,0.0001598-0.001126i,1.5877e-05-0.0010071i,0.00037598-0.00056882i,0.00035947+0.00020835i
-7.0828e-05+0.0027302i,0.00057566+0.0026797i,0.0009632+0.002448i,-5.2712e-05+0.0018841i,-0.00048468+0.0013588i,0.00069433+0.0013207i,0.00085996+0.00057881i,0.00084527+0.00023282i,0.00096353+0.0011758i,0.00056213+0.0012386i,-7.0399e-05+0.00095479i,-0.0012711+0.0013837i,-0.0015013+0.00084426i,-0.0011735-3.664e-05i,-0.0011443-0.00092652i,-0.00029702-0.0016544i,0.00043116-0.0012369i,0.00011144-0.00052758i,0.00029915+5.0833e-05i,0.00050626-0.00028589i,0.00086661-0.00084421i,0.00091582-0.00069987i,-7.328e-05-0.00010285i
-0.0015373-0.0011898i,-0.0021365-0.00080933i,-0.0026441-0.001703i,-0.0021767-0.00063963i,-0.0010833+0.0010841i,0.00063394+0.0014136i,0.0012967+0.00089998i,0.0012043+0.00098134i,0.00047222+0.0012106i,-3.4238e-05+0.0013327i,-0.00047814+0.001638i,-0.00072105+0.0012488i,0.00028016+0.00084811i,0.00091175-1.3964e-05i,0.00076884-0.0009262i,5.1876e-05-0.0014947i,-0.00012125-0.00087986i,0.00017673+0.00039517i,5.6623e-05+0.00011507i,-2.7058e-05-0.00091468i,8.1135e-05-0.0013435i,-0.00014715-0.00087883i,0.0001872-6.4201e-05i
0.00015238-0.0003548i,0.0009824-0.00075915i,0.0017189-0.00035859i,0.001082-0.00032978i,0.00088632-0.00021342i,0.001314+1.5447e-05i,0.0017882+0.00056216i,0.0016841+0.00059563i,0.0012603+0.0002065i,0.00099712+0.00071488i,0.00050119+0.00089276i,-0.00037554+0.0008726i,-0.00059463+0.00077407i,-0.00046007+0.00063066i,-0.00061865+0.00087018i,-0.0002347+0.0012447i,0.0007345+0.0006692i,0.0012932+0.00013201i,0.00065284+0.00048456i,0.00039807+0.00097576i,-0.00057329+0.00075101i,-0.0011234+0.0001621i,-0.00036897+0.00064195i
-0.00051381+0.00086722i,-0.00026097+0.0017392i,0.000177+0.0019395i,-8.4103e-05+0.00068984i,0.00011702+0.001004i,0.00092729+0.0019716i,0.00072023+0.0012781i,0.00025269+0.00073465i,-5.94e-06+0.00038697i,5.5706e-06+0.00062322i,-0.00018099+0.00073638i,-0.00084251+0.00067181i,-0.00011324+0.00073827i,0.0013522+0.00065948i,0.0012687+7.9476e-05i,0.0012294-0.00065646i,0.0017632-0.0010881i,0.0013863-0.0010575i,0.0011486-0.000464i,0.0013162-0.0004446i,0.00039705-0.0012149i,-2.4397e-05-0.0015738i,-1.9994e-06-0.00062214i
-0.0018492-0.0010271i,-0.0012745-9.7288e-05i,-0.00091387-0.00052363i,-0.0016482-0.00035358i,-0.0014985+0.0009141i,0.00025076+0.001618i,0.0015281+0.001545i,0.0011796+0.001499i,0.00070044+0.0015079i,0.000449+0.00095071i,4.4202e-06+0.0015559i,-0.0011461+0.002259i,-0.0011384+0.0012169i,-0.00075806+0.00084923i,-0.00073553+0.00059562i,6.583e-05+0.00059578i,0.00071379+0.0011341i,0.00039733+0.0011989i,1.6042e-05+0.00031178i,5.9433e-05-0.00024071i,-1.0484e-05-0.00053025i,-0.00017212-5.8226e-05i,-0.00025475+0.00069075i
-0.0017378-0.0017164i,-0.0022199-0.00061486i,-0.0030903-0.00044987i,-0.003024-0.00027614i,-0.0019552+0.0010436i,-5.2776e-05+0.0019084i,0.0018184+0.0013107i,0.0017561+0.00061904i,0.00081686+0.0010162i,-0.00048765+0.0011925i,-0.0018944+0.00062388i,-0.0012592+0.00065816i,0.00031411+0.00040533i,-0.00025113-4.193e-05i,-0.0011788+0.00015856i,-0.00082991+7.8959e-05i,-0.00018725-0.001239i,-0.0001958-0.0014333i,-0.0009093-0.00053721i,-0.00062719+4.5682e-05i,-0.00017514-0.00034332i,-0.00030009-6.6632e-05i,-0.00027895+0.00011414i
