0.00061929+4.6681e-05i,0.00095354-0.00049429i,-0.00066607-0.0015912i,-0.0020155-0.0018086i,-0.0022982-0.00085017i,-0.0019569-0.0004687i,-0.0010582-0.00056846i,-0.00011812+0.00027675i,0.00036303+0.00072075i,0.0004559-0.00039777i,0.00011127-0.00071575i,8.7923e-05-0.00080547i,0.00017721-0.00045742i,-0.0002541+0.0001962i,-0.00062744+0.00070425i,-0.0010085+0.0009785i,-0.00057035+0.00035987i,8.9824e-05-0.00082876i,0.0004363-0.0006327i,0.0002341-0.00030115i,-0.00041556-0.00049182i,-0.00088847-0.00031103i,-0.00072333-0.0002827i
0.00069924-0.0011943i,0.001841-0.0006343i,0.0012989-0.00040297i,0.00048041-0.00023862i,1.1606e-05+0.0001534i,-0.0015319-0.00029615i,-0.002236-0.0012259i,-0.0017127-0.0019563i,-0.0014219-0.0017265i,-0.0010855-0.00031948i,-0.00066886+0.00054491i,-0.00060975+0.00019003i,-0.00053799-0.00066601i,-0.00112-0.0015122i,-0.0019181-0.0012684i,-0.0012864+0.00025372i,-0.00021204+0.00086151i,0.00025016-8.3691e-05i,0.00044139-0.00055831i,0.0004846-0.00086962i,0.00038038-0.00077337i,6.1952e-05-0.00016026i,0.00056442-0.0004787i
0.00030374-0.0013048i,-0.00073472-0.0010646i,-0.0011955-0.0011655i,-0.0013787-0.0012718i,-0.0015913-0.00072514i,-0.0012318+0.00038299i,-0.00090236+0.00096363i,-0.00073873+0.00040546i,-0.0016696-0.00052983i,-0.0024407-0.0011641i,-0.0019553-0.0010951i,-0.0014213-0.0010298i,-7.1646e-05-0.00062012i,0.00046326+0.00054086i,1.5089e-05+0.00077341i,-0.0003571+0.00059944i,-0.00048299+0.0005133i,0.00030951+0.00086516i,0.00044133+0.00038125i,-0.00093537-0.00102i,-0.0012595-0.00096961i,-0.00046497-0.00044986i,-0.00026287-9.0144e-05i
-0.00082676-5.3298e-05i,-0.00018226-0.00038199i,0.00085258-3.8334e-05i,0.00059178-0.00015091i,-0.001426-0.00095704i,-0.002712-0.00041795i,-0.0020667+0.00048393i,-0.0013044-0.00012745i,-0.0007996-0.0011656i,-0.00018734-0.0014119i,-0.00062164-0.0004072i,-0.0010573+0.00043878i,-0.000223+0.00047555i,0.00047308+0.00060282i,-0.00013611+0.00039643i,-0.00025498-6.9825e-05i,0.0011198-0.00012307i,0.0018301+6.9428e-05i,0.00056709+0.00021853i,-0.00026604+0.00061596i,3.1008e-05+7.2391e-05i,0.00083405-0.00037998i,0.0011744+0.00058355i
-0.001379-0.0012383i,-0.0014138-0.0021062i,-0.00050066-0.001826i,-1.0301e-05-0.00062361i,0.00018745-2.4652e-05i,0.00018911-0.00038321i,0.00026463-0.00034727i,0.00033845+6.2075e-05i,-0.00050358-0.00014812i,-0.00063238-5.3938e-05i,-0.00045326+0.00023022i,0.00015975+0.00039981i,0.0002387-0.00015537i,-0.00093187-0.00099306i,-0.001007-0.00097902i,-0.00019983-0.00044701i,0.00063713+0.00078628i,0.00055263+0.00087592i,-0.00065836-2.7126e-05i,-0.00064093-0.00029674i,-0.00044695+0.00027246i,-0.00019223-5.8281e-05i,0.00043517-2.3516e-05i
0.0019132-0.00019576i,0.0013808-0.001109i,0.00075087-0.00046281i,0.00037136-0.00025569i,-0.00033969-0.00064092i,-0.0010546-0.00062644i,-0.00064534-0.00075779i,0.00021576-0.0010485i,0.00046355-0.0010065i,1.1295e-05-0.00057043i,-0.00065296-0.00018319i,-0.00051378-1.6413e-05i,-7.2667e-05-0.00011425i,0.00023815+0.0004648i,0.00061507+0.00054702i,0.00053439+0.00010706i,4.2999e-05+3.39e-05i,0.00012361+0.00014007i,0.00097822-0.00017004i,0.00070192+0.00016546i,-0.00062676+0.00064627i,-0.00060024+0.00054177i,0.00015441+2.2917e-05i
0.0017953-0.00064312i,-0.00030809-0.00094918i,-0.0012846-0.0012638i,-0.0012693-0.0013888i,-0.0017315-0.0010306i,-0.0019742+0.00015981i,-0.0017778+0.0007346i,-0.0010399-0.00042555i,-0.00044463-0.00077003i,-0.0012495+2.661e-05i,-0.0011981+0.00025259i,-0.00056417-0.00010105i,-0.00061431+8.1307e-05i,-0.00048995+5.4841e-05i,-0.00019666-0.00032312i,-0.00047983-0.00044805i,-0.00092384-3.1653e-05i,-0.0010747-0.00014355i,3.0759e-05+0.00052893i,0.00042211+0.0017886i,-0.00047743+0.0010342i,-0.00083433+8.2428e-05i,-0.00050567+7.439e-05i
0.0006101-0.0023362i,0.00045884-0.0012368i,-7.3747e-05-0.00015496i,-2.5186e-05-5.3743e-05i,-4.9815e-05-0.00012077i,-0.00042015+0.00063651i,-0.00069908+0.0010035i,-0.000655-0.00056398i,-0.00053434-0.0015009i,-0.0006189-0.0010956i,-0.00073297-0.00085527i,-0.00032811-0.00049155i,0.00034225+0.00015336i,0.00074613+3.0175e-05i,0.00044308-0.0001572i,0.00051727-0.00011037i,0.00056713+0.00019274i,0.00085593-0.00049542i,0.00041983-0.001044i,0.00038309-0.00086984i,0.00098832-0.0010985i,0.00035594-0.00071651i,-0.00038276+0.00048431i
-0.00022788-0.0025644i,3.6824e-05-0.0018416i,-0.00042393-0.0005636i,-0.00069942+0.00031711i,-0.0010799+0.00043836i,-0.0011241+0.00038689i,-0.00078681+0.00086144i,-0.00098065-3.0553e-05i,-0.00081491-0.00096637i,-0.00064937-0.00021221i,-0.00030875+0.00033713i,0.0001588-0.00012126i,-0.00032533-0.00015217i,-0.00054927+0.00043115i,-0.00032633+0.00065783i,0.00029156+0.00059928i,0.00080939-0.00045576i,0.00010021-0.0011515i,-0.00061341-0.0010206i,-0.00092644-0.00075735i,-0.0015286+1.4735e-05i,-0.0013173+0.00037669i,-0.0008625-0.00018425i
0.00044541-0.00083632i,0.00086903-0.0013509i,0.00071693-0.0013318i,0.00036599-0.00087605i,-0.00041846-0.00071311i,-0.0012325-0.0013433i,-0.00083131-0.0010725i,0.00017268-0.00032041i,0.00054701+3.2107e-05i,0.00046902-2.099e-05i,0.00052729+0.00027068i,0.00081492+0.00072514i,0.00050923+0.00066828i,-7.5392e-05+0.00044574i,-0.00023293+7.5629e-05i,-0.00038461-9.0684e-05i,-0.00067818+8.0032e-05i,-0.00087729-7.3481e-05i,-0.00071585+0.00028237i,-0.00082535+0.00078344i,-0.0012403+0.00022872i,-0.00028002-0.00089214i,-0.00010831-0.0013919i
0.0012497-0.0025422i,0.00088394-0.0021226i,0.0004107-0.0013766i,0.00055168-0.00097436i,-0.00012603-5.9771e-05i,-0.0010025+5.5368e-05i,-0.001056-9.7646e-05i,-0.00085884-0.0001454i,-0.00070313+0.00038213i,-0.00099061+0.00067331i,-0.00045173-6.346e-06i,-0.00029079-1.0145e-05i,-0.00099766+0.00048258i,-0.00097559+0.0003504i,-0.00017305-6.6852e-05i,7.2478e-05-0.00044779i,-0.00027682-0.00078913i,-0.00061588+6.1498e-05i,-0.00052932-0.00013241i,-0.00070528-0.00095332i,-0.00057515-0.00065781i,0.00020923-0.00081855i,0.0005723-0.00088471i
-0.0010309-0.0010288i,-0.00099617-0.0014141i,-2.6513e-05-8.4757e-05i,0.0011161+0.00089013i,0.0012192+0.00053902i,0.00083693-5.2565e-05i,0.00019851-0.0003124i,-0.00062447-0.00072951i,-0.0010746-0.00017198i,-0.0010892+0.00067757i,-0.00053766+0.00068908i,-0.00041263+0.00010028i,-0.00084594-0.00051686i,-0.0010549-0.00034761i,-0.00066397-2.2026e-05i,5.8835e-05-9.1165e-06i,0.00027348+0.00072333i,0.00034495+0.00086654i,0.00032387-5.4602e-05i,4.9768e-05-0.00017081i,-0.0003838-0.00043508i,-0.00038239-0.00071857i,-0.00055556-0.00031556i
-0.00042213-0.0012286i,-0.00050295-0.00095761i,-0.00032609-0.00038901i,-0.00058294-0.00014182i,-0.00072059-0.00024152i,-0.00067468-0.00091356i,-0.00074809-0.00063084i,-0.00030146-0.0003266i,-0.00067217-0.0007408i,-0.0007181-0.00071672i,6.3264e-05+0.00033548i,0.0003262+0.00075594i,0.00020484-5.9979e-05i,-0.00071193-0.00057032i,-0.0012316-0.00029258i,-0.00082553-0.00023992i,0.00049918-0.00060495i,0.00071493-0.00075614i,0.00040865-0.00065959i,0.00056486-0.00070353i,-0.00047766-0.0012363i,-0.00090759-0.0014067i,0.0003357-0.00085269i
0.00017631-0.00038736i,0.00019678-1.9534e-05i,0.0006111-0.00016632i,0.00024097-0.0013447i,-0.0011094-0.002529i,-0.0024987-0.002451i,-0.0021156-0.001252i,-0.00092346-0.00065385i,0.0003152-0.00052073i,0.0004879-0.00031239i,-0.00030658-0.00027113i,-0.00012008-0.00013141i,-0.00035185-1.0928e-05i,-0.00097161-0.00029694i,-0.00028456+0.00022037i,0.00029123+0.00092369i,-0.00025916+0.00038768i,-0.00054626+0.00022628i,-0.00027048-0.00016364i,2.3288e-05-0.0003661i,-0.00014361-0.00033724i,-6.8016e-06-0.00021486i,0.00073466+0.00014707i
0.0002528-0.0024751i,7.6626e-05-0.0019693i,-0.0007723-0.0012274i,-0.0011988-0.00093598i,-0.0011305-0.00096176i,-0.0015181-0.00015938i,-0.0016864+0.00036316i,-0.001642+0.00019942i,-0.0015679-0.00029435i,-0.0014098-0.00038799i,-0.0014159-0.0003215i,-0.0010078-0.00038495i,-0.00040097-0.00013508i,-0.00014378-0.00021694i,-2.1213e-05-0.00022705i,-9.9042e-05+0.00032962i,-0.00017546+0.00048397i,-0.00047898-0.00022193i,-0.00048415-0.00034952i,-0.00011087-0.00047042i,-0.00053237-0.00045894i,-0.0004448+0.00017816i,-0.00013398+4.4366e-05i
-0.001174-0.0026686i,-0.00012592-0.0020743i,0.00091577-0.000506i,0.0012852-0.00039378i,0.00095415-0.00049875i,2.415e-05-0.0003758i,-0.00055326-0.00071245i,-0.0010694-0.0010801i,-0.0016341-0.00099978i,-0.0009687-0.00021709i,-0.00053607-2.2481e-05i,-0.00085246-0.00073671i,-0.00071119-0.00035256i,-0.00089968-2.1798e-05i,-0.00092736-0.00058386i,-0.00025153-0.00037203i,-0.00028734+0.00024564i,-0.00095994+0.00041686i,-0.00060747+8.9627e-05i,0.00022703-0.00045733i,0.00040934-0.0012027i,0.00032047-0.001009i,0.00021487+8.7809e-05i
0.00074986-0.00092614i,-0.00037329-0.00086495i,0.00017662-0.00035854i,0.00070544-0.00022627i,4.9297e-05-0.00068744i,-0.0013251-0.00098626i,-0.0019093-0.00076735i,-0.0013425-5.8013e-05i,-0.0010258+8.3925e-05i,-0.001112-0.00036713i,-0.0005458-0.00027219i,-8.0401e-05+9.6206e-05i,9.9308e-05-0.00025144i,3.2982e-05-0.00031383i,-0.00015906-0.00063748i,0.00023702-0.0007221i,-6.9835e-05-0.00030198i,-0.00063936-0.00050034i,-0.00099125-0.00098477i,-0.0011938-0.00069492i,-0.00060172-0.00032149i,-9.5212e-05-0.00055229i,-0.00027896+6.2509e-05i
0.00049645-0.0015211i,0.0015748-0.001587i,0.00031924-0.00064713i,-0.00036828-0.00030503i,-0.00064265+6.8632e-05i,-0.0020518+0.00099658i,-0.0017749+0.0015612i,-0.00099192+0.00076699i,-0.0010127-0.0004041i,-0.00093155-0.0002051i,-0.00072241-3.8152e-05i,-5.4965e-05-0.00021957i,-0.00010265-0.00013312i,-0.00023506-0.00029088i,0.00026612+0.0001689i,9.2521e-05+0.00085433i,-4.6522e-05+0.00066204i,-8.0134e-05+0.00019515i,-0.00076064-0.00035614i,-0.00095116-0.00079727i,-0.00060397-0.00096862i,-0.00073405-0.00030148i,-0.00072595+0.00042982i
0.00016947-0.001859i,0.00052044-0.0012443i,0.00050263-0.00032435i,-0.00055103-5.149e-05i,-0.0018524-0.0009481i,-0.0018381-0.0007039i,-0.0013785+0.00031439i,-0.0012598-0.00012738i,-0.0011013-0.0004017i,-0.00086398-0.00015512i,-0.00057774+0.00047096i,-0.00061509+0.0010543i,-0.00071899+0.0005046i,-0.00029698+0.00013411i,-2.4942e-05+0.00067652i,-5.1021e-05+0.0010572i,0.00028439+0.00078354i,0.0003828+0.0002165i,-0.00017642-0.00038354i,-0.00014515-0.0010331i,0.00021919-0.001227i,-0.0003103-0.00050668i,-0.00070078+3.5444e-05i
-0.00075198-0.0012381i,-0.00078321-0.00089101i,9.0059e-05-0.0012507i,-0.00052618-0.00099816i,-0.0017617-0.00070327i,-0.0015186+2.6109e-05i,-0.0013042+0.00066261i,-0.0011351+6.1087e-05i,-0.0007934-0.00088072i,-0.0010767-0.00089328i,-0.00084842-0.00029989i,-0.000282-0.00049912i,-0.00024092-0.00039619i,-3.5556e-05-0.00013784i,0.00043957-0.00024184i,0.00060184+0.00010085i,0.00094155-0.00033077i,0.00059929-0.00058703i,0.00016764-0.00022081i,0.00025013-0.00090698i,-0.00019795-0.001254i,-2.7856e-05-0.0001985i,0.00056737+0.00020254i
-0.00062163-0.0030808i,-0.0015459-0.0034229i,-0.0010727-0.002014i,-9.0837e-05-0.00057062i,-0.00025339-0.00054567i,-0.0015503-0.00082453i,-0.0014529-0.00013793i,-0.00057942-0.00044448i,-8.0632e-05-0.00089142i,-0.00042472+0.00031018i,-0.00080494+0.0010543i,-8.9665e-05+0.00086764i,0.00016934+0.00046526i,-0.00027367+0.0004027i,-0.00039214+0.0006654i,4.4368e-05+0.00045678i,0.00016428+0.0003601i,1.3831e-05+0.00032201i,0.00043468-0.00018308i,0.00029872-0.00018605i,-0.00029891+0.00027941i,-6.5339e-06+2.4814e-05i,0.00050899-0.00041448i
-0.00073288-0.00053227i,-0.0011404-0.001018i,-0.0019061-0.00061712i,-0.0013297+9.6345e-05i,-0.00043487+0.0002719i,-0.0011634-7.8915e-05i,-0.0022603+0.00011581i,-0.0024339+0.00037724i,-0.0013735+0.00054869i,5.8052e-05-0.00014582i,0.00058143-0.00034683i,0.00051796-0.00049708i,1.3385e-05-0.00095012i,-0.00084233-0.00044664i,-0.00080484+0.00018457i,-0.0002147-0.00021797i,0.0001487-0.00022322i,-6.9114e-06+8.4342e-05i,-0.0006366+1.4246e-05i,-0.00097536-0.00051058i,-0.00056447+2.6397e-05i,0.00011004+0.00064117i,0.00067208+0.00070746i
0.00075241-0.0016483i,0.0015531-0.0011094i,0.0012976-0.00043476i,0.00035962-0.00071164i,-0.00077364-0.0011113i,-0.0012258-0.00071974i,-0.001197-0.00018234i,-0.0015133-0.00052204i,-0.0016233-0.00056563i,-0.0015925-0.00064876i,-0.0011467-0.00088786i,-0.00020975-0.00089693i,-0.00042717-0.00058904i,-0.00094896-0.00083317i,-0.0010109-0.0011181i,-0.0013574-0.00075482i,-0.0012867+0.00012197i,-0.00059998+0.00095809i,0.00017271+0.00086168i,0.0004149+0.00039601i,0.00023951+7.3951e-05i,0.00034491-0.00025494i,0.00046786-0.00043451i
0.00024483-0.0010779i,0.00034553-0.0022715i,0.0010289-0.0020327i,0.00092933-0.00040915i,-0.00010845-0.00016987i,-0.0012992-0.00081269i,-0.00105-0.00045314i,-0.00025998-0.00048189i,0.00026452-0.00085089i,-3.1146e-05-0.00046574i,-0.00016597+6.5674e-05i,0.0004002-0.00011042i,0.00020622-0.00079586i,-0.00058928-0.00039352i,-0.0012894-0.00032215i,-0.0014492-0.0006552i,-0.00065397-0.00046044i,0.00023321-0.00023704i,0.00021521-0.00026297i,4.53e-05-0.0006776i,-0.00050088-0.00071598i,4.9393e-05-0.00030147i,0.00043105-5.3336e-05i
0.00059672-0.0016578i,-0.00020584-0.002009i,-3.9397e-05-0.00052204i,0.00045279+0.00039791i,0.00029504-0.00030127i,-0.0010198-0.0013025i,-0.0012021-0.00081201i,-0.00081786-8.0173e-05i,-0.00091803-0.00039498i,-0.00087118-0.0001143i,-0.00039076+0.00020754i,0.00040173+0.00029048i,0.0003725-9.0791e-05i,-0.00024594-0.0007287i,-0.0001616-0.00089771i,-0.00014343-0.00015016i,-3.1831e-05+2.6749e-05i,0.00063892-0.00039269i,0.00096025-0.00047815i,6.6132e-05-0.00067785i,-0.00079004-0.00063159i,-0.00057218-5.9005e-05i,-0.00051926+9.1985e-05i
0.00087374-0.00030478i,0.0007147-0.00086489i,0.00058996-0.0010082i,0.00027289-0.00069892i,-5.8706e-05-0.00070986i,-0.00085935-0.000918i,-0.00082623-0.0011049i,5.0112e-05-0.00081123i,-0.00041647-0.00038381i,-0.0010899-7.639e-06i,-0.00063558+0.00063659i,-0.00069557+0.00037356i,-0.0012884+0.00029362i,-0.0011264+3.9256e-05i,-0.00052325-0.00062912i,-0.00035812-3.7471e-05i,-0.00032495+0.00055553i,-0.00020188+0.0004544i,-2.0752e-05+7.6228e-05i,-3.7492e-05-0.00037983i,0.00055693-0.00059769i,0.00064174-0.00071525i,0.00012812-0.00035297i
0.00028109-0.0010411i,0.0007921-0.00091132i,0.001852+0.00069823i,0.0018658+0.00068738i,0.00089021-0.0011392i,0.00012512-0.0018445i,-0.00062869-0.00093553i,-0.0008128-0.00029267i,-0.00061961-4.3124e-05i,0.00012025-0.00028979i,0.00072918-0.00030934i,0.00017934-0.00032662i,-0.0010784-0.00023961i,-0.0015895-0.0004025i,-0.0010324-0.00022987i,-0.00049212-0.00021528i,-0.0003084-0.00051019i,-0.00013091-0.00045691i,-9.2593e-05-8.4576e-05i,0.00015597+0.00022414i,-0.00038706-0.00025549i,-0.00091147-0.00084994i,6.5402e-05-0.00036061i
0.00031901-0.0017679i,0.00026867-0.0014705i,0.00060736-0.00090221i,0.00037842-0.00082901i,-0.0011083-0.0016459i,-0.0020051-0.0018702i,-0.0016943+0.00029503i,-0.0014285+0.0010645i,-0.00064986+3.1859e-05i,-0.00029813-1.221e-05i,-0.00052078+0.00061947i,4.0953e-05+0.00045123i,0.00016515+1.1715e-05i,-0.00011103+0.00026141i,-0.00048791+0.00099571i,-0.00080651+0.0010977i,-0.00045038+0.0009703i,0.00024036+0.0008288i,-4.838e-05+0.00042239i,-0.00039731+0.00032366i,-0.00025996+0.00034637i,-0.00031966+0.00038816i,-0.00060425+0.00082238i
-0.00094369-0.0025297i,-0.0006587-0.0017847i,-0.0011101-0.0017553i,-0.0011909-0.00097393i,-0.0014995-0.00014637i,-0.0014195-5.2256e-05i,-0.00034812+0.00012628i,-0.0003592-0.0006758i,-0.00092721-0.0013248i,-0.0012858-0.00028054i,-0.0012026+0.00048266i,-0.00046888+0.00015149i,-0.00034608-0.00080225i,-0.00083483-0.00033324i,-0.0011972+0.00035014i,-0.0012622-3.0133e-05i,-0.0010521-0.00063382i,-0.00057695-0.00089441i,-0.00030281-0.00061192i,-0.00011541-0.00069737i,-6.2791e-05-0.0010516i,0.00038111-0.0007839i,0.00040359-0.00049324i
0.0010155-0.0020015i,0.0012171-0.0013921i,0.00061886-0.00059004i,-0.00039356-0.00089045i,-0.00067032-0.0014821i,-0.0009842-0.0008765i,-0.0015632-0.00010278i,-0.0011034-0.00030856i,-1.3309e-05-0.0012194i,0.00062131-0.0011691i,2.2043e-05-0.00079616i,-0.0006457-0.0010079i,-0.00063161-0.00047854i,3.5288e-05+0.00052889i,0.00033698+0.0010411i,0.0002616+0.0010274i,0.00021256+0.00084804i,0.00036093+0.00038856i,0.00014081+0.0002269i,0.00014687-0.0002299i,0.00033341-0.00060095i,-5.5889e-05-0.0005087i,-0.00032177-0.00084631i
-0.00040574-0.0001044i,0.00021163-0.00068368i,7.8442e-05-0.0011036i,0.00011909-0.00097178i,0.00028316-0.00069724i,-0.00091507-0.00049779i,-0.001906-0.0010019i,-0.00181-0.0011421i,-0.00088486-0.00038212i,-0.00085637+0.00034574i,-0.0012092+0.00075947i,-0.00038474+0.00014516i,-0.00024013-0.00028009i,-0.00089966-0.00025485i,-0.00054383+1.6989e-05i,-0.0002992+0.00040844i,-0.00038639+0.00062023i,-0.00030455+0.00031214i,-0.00052676+0.00012249i,-0.0010636+0.00016278i,-0.00083335-6.2626e-05i,0.00024489+8.22e-05i,0.001295+0.0011021i
-3.4616e-05-0.0012983i,-0.00037963-0.0002527i,-0.00011001+9.5915e-05i,-0.00013281-0.00045708i,-0.0010353-0.00069749i,-0.0015261+5.6638e-05i,-0.0014053+0.00023305i,-0.00075236-0.00068225i,-7.0835e-05-0.00092282i,1.2646e-05-0.00090312i,-0.00022967-0.0011273i,-0.00068937-0.0011601i,-0.0011218-0.00031768i,-0.0008764+0.00060001i,0.00011745+0.00031813i,0.00094898-6.1242e-05i,0.00084304+0.00068452i,0.00072769+0.00067197i,0.00012343+0.00029767i,-0.000652+0.00024239i,-6.4581e-05+0.00013467i,0.00035618+0.00081468i,-0.00024264+0.0011015i
0.00068852-0.0036789i,0.0013035-0.0031342i,0.0010486-0.0022506i,0.00042317-0.0012077i,-0.00045314-0.00016093i,-0.0011267+0.00065932i,-0.00085542+0.0017119i,-0.00074056+0.0014313i,-0.0010574+7.2564e-05i,-0.0011861-0.00011223i,-0.00090239+0.00081248i,-0.00076871+0.00077289i,-0.00069438+0.00063035i,-1.9217e-05+0.00077655i,0.00090442-0.00048475i,0.0011774-0.00088715i,0.00071028-1.3111e-05i,0.00048428+0.00049323i,0.00027629+0.00025141i,-0.00026791+0.00047422i,0.0001849+0.00051013i,0.00038676+0.00048064i,0.00029616+0.00029106i
0.0015686-0.0021991i,0.0011763-0.0015123i,0.0013389-0.00085064i,0.0010036-0.00092276i,-0.00040241-0.00092102i,-0.00079197-0.00013447i,-1.6123e-05+0.00056853i,-0.00041112-5.8311e-05i,-0.0011248-0.00029532i,-0.001072-0.00031508i,-0.00035405-8.4621e-05i,-4.5155e-05+0.00040022i,-0.00013167-6.7826e-06i,0.00024625-0.0010386i,0.00055138-0.00067781i,8.4402e-06+0.00050902i,0.0001769+0.00012634i,0.0010971-0.00012826i,0.00089557-0.00017721i,0.00055797-0.00019661i,-0.00016265-8.0232e-06i,-0.00030732-2.9821e-05i,0.00017309-0.00068369i
0.00045196+0.00058206i,8.5201e-05-0.00067257i,0.000293-0.00075895i,-6.2982e-05-0.00080144i,-0.00073502-0.0011048i,-0.0015776-0.00093624i,-0.0020698-0.00050497i,-0.0013898+0.00019079i,-0.00051409+0.00039657i,-0.00034456-0.0003284i,-0.00086597-0.00053148i,-0.00062816+0.00031212i,-0.00013611+0.0007082i,-0.00055314+0.00074381i,-0.00056569+0.00037061i,-0.00052912-0.00017912i,-0.00058444+7.0831e-05i,-0.00016772-0.00036321i,-0.00010924-0.00052127i,-0.00042163+0.00019038i,-0.00026106+0.00019632i,0.00014944-0.00037311i,0.00032902-0.0012221i
0.00063211-0.00091354i,0.00052989-0.00087296i,0.00024535-0.00023146i,-0.00057483-0.00029228i,-0.0018036-0.00034728i,-0.0033343-5.7139e-05i,-0.0027552+0.00011375i,-0.0011473+0.00052071i,-0.00059713+0.00049083i,-0.00079865-3.8047e-05i,-0.00078201+0.00032452i,-0.00035545+0.00090152i,0.00071202+6.8446e-05i,0.00086255-0.00051891i,0.00066898-0.00058277i,0.00037865-0.0011225i,-0.00041026-0.00043761i,-0.00023032+0.00049757i,0.00039745+0.00052557i,0.00030315-0.00028778i,0.00022772-0.00069846i,-0.00011333-0.00015336i,8.6022e-05+0.00013775i
0.00045801-0.0015639i,0.00039999-0.0020011i,0.00055901-0.0017353i,-0.00024494-0.0012108i,-0.00050962-0.0011307i,-0.001172-0.00025988i,-0.0019333+0.00082957i,-0.0011778+0.00084664i,-0.0005578-0.00068942i,-0.00080523-0.001101i,-0.00097698+0.00010116i,-0.00044255+0.0006546i,-0.00017802+0.00072692i,-0.00025774+0.00093094i,0.00027416+0.0010127i,0.0003584+0.00056417i,0.00014247-0.00061682i,7.9289e-06-0.0008651i,-3.4434e-05-0.00012184i,0.00013705-0.00024535i,-5.3249e-05-0.00038389i,-0.00035497-0.00034306i,3.4281e-05-0.00070736i
2.6504e-05-0.00083552i,-0.00036589-0.0012061i,0.00088887-0.0012082i,0.00091707-0.0010952i,-0.0003226-0.00048743i,-0.0010224+0.00048118i,-0.00094253+0.00087303i,-0.00076702+0.00018438i,-0.00072548-0.0002231i,-0.00084078+0.00019222i,-0.0012218+0.00063338i,-0.00078072+0.00017473i,-0.00014334-1.119e-05i,-7.9445e-05+4.6099e-05i,-7.4939e-07-0.00024652i,4.8589e-05-0.00062105i,-0.00035337-0.00047713i,-0.00039473-4.6199e-05i,0.00033028-0.00010928i,0.00019277-0.00090314i,-0.00057114-0.0010581i,-0.00015046-0.00022711i,7.4552e-05-2.737e-05i
-0.00024984-0.00077803i,9.6476e-05-0.0016808i,-0.00082492-0.0010407i,-0.00078495-0.00083242i,-0.00037046-0.0010277i,-5.1886e-05-0.0013097i,5.4978e-05-0.0014478i,-0.0004531-0.00099952i,-0.0013391-0.00011993i,-0.0016908+0.00068764i,-0.0012513+0.00084475i,-0.00086446+0.00059319i,-0.00061278+0.00021476i,-0.0002211-0.00012842i,0.00027606-2.8429e-05i,0.00029402+0.00050477i,-5.8532e-05+0.00012521i,-0.00040063-0.00049267i,-8.952e-05-0.0004455i,0.0001524-0.00062275i,7.3582e-05-0.00094529i,-0.00034172-0.00063973i,-0.00039104-0.00022362i
0.00021705-0.00085303i,-0.0003493-0.0010373i,0.00062285-0.00030027i,0.0011546+0.00033307i,0.00019149+0.00035651i,-0.0011442+0.00046816i,-0.0015858-3.6925e-05i,-0.00072023-0.00097579i,-8.8761e-05-0.0010687i,-0.00039149-0.00058857i,-0.00043028-0.00049496i,-9.7482e-05-9.9531e-05i,-0.00057668+0.00037181i,-0.00065094+0.00020037i,-0.00048263+0.00015676i,-9.8285e-05+0.00059171i,5.8194e-05+0.00036102i,0.00014809-0.00033342i,0.00021512-0.00052985i,-3.3449e-06-0.00075116i,-1.7798e-05-0.00071485i,0.00011374-0.00072835i,0.0001921+0.00037963i
0.0011843-0.0017855i,0.0020118-0.0016876i,0.000186-0.0012471i,-0.0014312-0.00026958i,-0.001745-0.00024336i,-0.001773+0.00066786i,-0.0014933+0.0016506i,-0.0013983+0.00016651i,-0.0014382-0.0012519i,-0.0017647-0.00052127i,-0.0010555-0.00035789i,0.00095338-0.00095541i,0.0012316-0.00044359i,0.0002505+0.00020243i,-0.00050492+0.00015521i,3.961e-05+0.00032838i,0.001041+0.00063394i,0.00070655+0.00090001i,0.00014196+0.0006342i,0.00023739+9.0873e-05i,0.00045186+8.1589e-05i,0.0006505+0.00016304i,0.00060767+0.0003324i
2.5379e-05-0.0023574i,0.0018172-0.0025566i,0.0015995-0.0018658i,0.0010057-0.00074937i,-0.00013709+0.0004082i,0.00016227+0.0018046i,0.00036512+0.0019306i,-0.000403+0.00024326i,-0.001136-0.0011788i,-0.00085065-0.00082409i,-0.00058662+0.00010179i,-0.00013638-0.00050185i,0.0001188-0.00043473i,-0.00069269+2.0566e-05i,-0.0004968+5.4374e-05i,-2.8639e-05+0.00053004i,0.00028369-4.0476e-05i,0.0013895-0.00085277i,0.00097396+1.8517e-05i,-0.00012136+0.00029167i,-2.4861e-05-1.9029e-05i,0.00043884+1.4262e-05i,0.00086768-0.00016621i
-0.00046905-0.00010479i,-0.00087336-8.793e-05i,6.0742e-05+0.0005145i,0.00091155-0.0002088i,0.00047693-0.0013545i,-0.0012164-0.0020431i,-0.0020458-0.0009594i,-0.0013152-1.9757e-05i,-0.00058547+3.3475e-05i,-7.8902e-05+0.00060572i,-9.6375e-05+0.00067802i,-0.00046136+9.8509e-06i,-0.00012032+8.5069e-05i,-0.00011543+0.00030319i,0.00026424-0.0002828i,0.00038019-0.00060897i,-0.00025483+0.00012601i,-0.00050827+4.6251e-05i,0.00024398-0.00063649i,0.00039497-0.00062983i,0.00016908+6.3712e-06i,0.00030348+0.00061254i,0.00019166+0.00038515i
