-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
0.00051609+0.00062867i,0.00077564+0.00025907i,0.00083514+0.00032223i,0.000708+0.00046185i,0.00079498+0.00069568i,0.0004631+0.00062643i,-0.0002059-0.00037374i,-0.00035331-0.00095215i,-0.00074488-0.00038068i,-0.00050106-0.00028541i,0.00045647-0.00045042i,0.00067105+3.5138e-05i,0.00068971+0.00025003i,0.00071451-0.00036323i,0.00022131-0.00074076i,-4.8432e-05-0.0011297i,0.00050421-0.00074713i,0.0010464-0.0001022i,0.00053738-0.00030279i,-0.0004098-0.0003723i,-0.00066053-0.00036858i,-0.00010361-0.00057116i,-0.00029271-0.00017999i
2.2862e-05+0.0026562i,0.0013119+0.0013987i,0.0018223+0.0017846i,0.00035036+0.0012177i,-0.00041485-0.00033848i,0.00031072-0.00031803i,0.00059629+0.00051785i,0.00069576+0.0012117i,0.00064184+0.00065982i,0.0004424-0.00065031i,0.00034717-0.00083048i,0.00015616-0.00039784i,1.503e-05+7.2808e-05i,-0.00047237+0.00073209i,-0.0010958+0.00059577i,-0.00072916-3.9509e-05i,-0.00025766-0.00047949i,0.00050025-0.0011568i,0.00078815-0.0011599i,0.00069676-0.0003027i,0.00028535+0.00014544i,1.995e-05-0.00022591i,0.00011647-0.00067465i
0.0014164-0.0014016i,0.00091063-0.0013395i,0.0008162-0.0016197i,-0.00055434-0.0010971i,-0.0017262-0.0010096i,-0.0012319-0.00082784i,-0.00015128-0.00040753i,-0.00062045-0.0002145i,-0.0012051-0.00043593i,-0.00088879-0.00056988i,-0.00069885-0.0005866i,-0.00011607-0.00013217i,0.0010854+0.00049129i,0.00081541+0.00021115i,6.0451e-05-1.0535e-05i,0.00015723+0.0005673i,0.0004024+0.00047713i,0.00045002+0.00028682i,0.0007623+0.00045589i,0.00026211+0.00068769i,-0.00044219+0.00026608i,-0.00034944-0.00076289i,-0.00041548-0.00047803i
0.00039765-0.0026739i,-0.00026298-0.0015314i,-0.00046323-0.00019045i,-0.00045869-9.8631e-05i,0.00014665-0.00051816i,0.00060165-5.1567e-05i,-0.00010155+0.00052327i,-0.0005183+0.00079466i,-0.00054168+8.4903e-05i,-0.00037026-0.00062491i,-4.8494e-05-0.00048755i,-0.00011806-0.00045987i,8.6619e-06-0.00012583i,3.6012e-06+0.00017244i,-0.0010321-4.2153e-05i,-0.00097441-0.00018196i,-0.00011018+0.00055815i,0.00020497+0.00096373i,0.00027282+0.0009492i,0.00050708+0.00017769i,-0.00031845-0.00059488i,-0.0009081-0.00065947i,-0.00027098-0.00052203i
-0.00035819+0.0011778i,-0.00073949+0.00097945i,0.00025187+0.0015819i,0.00061799+0.0013933i,0.00083114+0.0010477i,0.001093+0.00060707i,0.00054469+6.6523e-05i,-0.00036374+0.0004151i,-0.0003555+0.00081695i,-0.00019423+0.00064356i,0.0002989-0.00013715i,0.00072025-0.0001311i,0.00018323+0.00056849i,0.00027455+0.0002392i,0.00099944+6.9474e-05i,0.00044038+0.00073547i,-0.00024977+0.00063134i,-0.00037173+0.00034901i,-0.00038045+0.00016537i,-0.00047765+5.7211e-05i,-0.00098183-6.8811e-05i,-0.00039445+0.00029963i,0.00039617+4.7788e-05i
0.005063+0.0028605i,0.0037114+0.00041272i,0.0027081-0.00050271i,0.0015743-0.00058079i,0.00060744-0.0006969i,0.00024153-0.00066659i,4.1024e-05-0.00087698i,0.00034664-0.00069836i,0.0010714-0.00054778i,0.00073839-0.0014501i,0.00027203-0.001468i,6.8749e-05-0.00031232i,-0.00046368-8.6849e-05i,-0.00047728-0.0002545i,-2.8731e-05-0.00035007i,-6.9954e-06-0.0006481i,0.00088544-0.0010197i,0.00071168-0.00036176i,-0.00043398-0.00021192i,-0.00042026-0.00094782i,7.2956e-05-0.00077233i,5.4539e-05+0.00017802i,0.00021992+0.00043473i
-0.00059459-0.00030278i,-0.0010014-0.00086861i,-5.7358e-05-0.0017072i,0.00042033-0.0011791i,0.00056605-0.00072045i,0.00058599-0.00085885i,-0.00013571-0.00094289i,-0.00078678-0.0008163i,-0.00054262-0.00098319i,-0.00069417-0.0012996i,-0.00099769-0.0004841i,-0.00024229+0.00050682i,0.00036506+0.00056873i,5.301e-05+0.0008026i,3.0639e-05+0.00053478i,0.00052151-0.00032447i,0.0008725-0.00021572i,0.00070628-0.00035355i,0.00027652-0.00062414i,-0.00017827+0.00015223i,-0.00029513+6.3962e-05i,-1.3756e-05-0.00087445i,0.00055268-0.00070259i
-0.0014446-0.0017886i,-0.0010706-0.0011957i,4.846e-05+0.00029719i,-0.00053067+0.00099246i,-0.0016104+0.0013299i,-0.0010148+0.00059244i,-0.00094811+7.7676e-05i,-0.0010252+0.00033914i,-0.00025178+0.00062164i,-0.00028253-0.00011922i,0.00044596-0.00059508i,0.0011734-0.00045733i,0.0010102+6.3299e-05i,0.00025727-8.3321e-05i,-0.00020181-0.0001335i,-0.00018662-1.9199e-05i,-0.00027792-0.0006029i,5.041e-05-0.00085681i,0.0010241-0.0012782i,0.0011802-0.00073119i,0.00028812+4.139e-05i,0.0003263-0.00035339i,0.00020844-0.00047748i
-0.00031708-0.00093621i,-0.00094728-0.00026821i,-0.001877+0.00021154i,-0.0011649+0.0011267i,0.00058059+0.0011081i,0.0018378+0.00042125i,0.0020311-5.6271e-05i,0.0012994+0.00020028i,0.00089502+0.00037805i,0.00075986+0.00054389i,0.00046485+0.00090715i,2.8106e-06-2.5538e-05i,-0.00025388-0.00025489i,-0.00053082+0.00055128i,-0.00039512+0.00046424i,-0.0006295-9.253e-05i,-0.00065538-0.00033107i,0.0004317-0.00011648i,0.00026378-0.00025754i,-8.1107e-05-0.00054801i,0.00023216+7.4015e-05i,0.00041866+0.0005919i,-0.00019756+0.00061269i
0.0022172+0.0013343i,0.0024399+0.00036411i,0.0026071-0.0005208i,0.002139-0.00088534i,0.0012198-0.0008078i,0.0007311-0.00036753i,0.00059106-0.00052578i,0.00037389-0.0012847i,0.001019-0.0012502i,0.00080243-0.001112i,0.00017268-0.00061248i,-0.00017476+0.00076038i,-0.00078895+0.0012606i,-0.00026249+0.00075529i,0.000238+8.4863e-05i,-0.00045697-0.00016836i,-0.00061578+0.00067386i,-0.00034745+0.00061321i,-0.00024085-0.0001148i,-4.2321e-05-0.00045081i,0.00029425-0.00043164i,-0.00038298-0.00014232i,-0.0012354-4.9873e-05i
-0.0012411-0.00077982i,-0.001573+0.00018654i,-0.0023021+0.00055365i,-0.0019734-0.00010517i,-0.0013641+8.5935e-05i,-0.0010495+0.00088475i,-0.00095199+0.00084043i,-0.0011828-0.0002423i,-0.00067991-0.00074702i,0.00014873-0.00033468i,0.00049027+0.00044457i,0.0010564+0.00051666i,0.00092987+0.00040884i,7.429e-05+0.00045967i,-0.00021877+0.00021135i,0.00020627-9.3728e-05i,0.00024097-8.9605e-05i,-0.00076774+0.00016869i,-0.0014987+0.00073385i,-0.00095182+0.00022653i,-0.00090637+0.00021939i,-0.00055594+0.00048982i,7.561e-05+0.00029525i
0.0017895-0.00058834i,0.0016221-0.00072732i,-4.324e-05-0.0006199i,-0.00099899-0.00014887i,-0.00058833+0.00045369i,-0.0011267+0.00086003i,-0.0017029+0.00022328i,-0.0010133+6.3789e-05i,-0.00013431+0.00028256i,0.00015586+0.00028096i,0.00035098-0.0001266i,0.00056614+0.00010717i,0.00034181+0.00049041i,-1.0033e-05-8.0394e-06i,-0.00033785+0.00015035i,-1.8155e-05+0.00010423i,0.0013701+6.5327e-06i,0.00089783+9.564e-05i,-0.00010321-0.00073107i,-0.00023026-0.00044345i,-0.00020486+0.00048368i,0.0004014+0.00038064i,-0.00025268+0.00034415i
-0.0021397+0.00052589i,-0.0023637+0.0021395i,-0.0018476+0.001856i,-0.00018007+0.0014348i,0.00078856+0.0017125i,0.00076592+0.0012218i,0.00069249+0.00042202i,0.0016389-8.4731e-05i,0.0014825-0.00035728i,0.00016612-0.00038306i,-0.00052538-7.0828e-05i,-0.00032538+0.00018514i,0.00019662+0.00014242i,0.00033158+7.3486e-05i,0.00017552+0.00060271i,0.00057931+0.0010687i,0.00061026+0.00055241i,0.00010829-0.00020519i,-0.00037189-0.0007289i,-0.00045415-0.0013208i,0.00016727-0.0011087i,0.00041692-0.0001207i,-0.00011218+8.5089e-05i
-0.0015577-0.0012898i,-0.00087186-0.0015587i,-0.0014967-0.0018816i,-0.001933-0.0012833i,-0.0013251+1.5739e-05i,-0.00065503-0.00013256i,-0.0004669-0.00067956i,-0.00069756-0.00080196i,-0.00090119-0.0010881i,-0.00096181-0.0014289i,-0.00054675-0.00079895i,0.0001542+0.00034037i,0.00059406+0.00022571i,2.4945e-05-0.00023662i,-0.00053252-0.00045077i,-0.00040464-0.00030134i,-9.2404e-05-0.00038077i,-0.00021808-0.00099889i,-0.00039869-0.00099962i,-0.00038494-0.00040025i,6.0152e-05-0.00031827i,7.2637e-05-0.0006875i,-0.00074069-5.6507e-05i
0.001839+0.00010362i,0.0014493+0.00068485i,0.0014143+0.00054125i,0.0003495-0.00042947i,-0.00077139-0.00039165i,-0.0005153-6.4399e-05i,-0.0010325+0.00011626i,-0.0013248-4.839e-05i,-0.00068242+6.4498e-05i,-0.00076395+0.0004009i,-0.00080541-2.9183e-05i,-0.00056157+0.00022894i,-0.00054855+0.00050047i,-0.00020532+0.00025183i,0.00010932+4.8339e-05i,9.9803e-05+0.00010299i,-0.00029233+6.3399e-05i,-8.3791e-05+0.00043191i,-9.7489e-05+0.00063806i,-0.00035471+0.00030924i,-0.00098126-0.00032758i,-0.00091294-0.00054342i,-0.00012266+0.0005356i
0.00058907+0.00011238i,-0.00028718+0.00011146i,-0.00039681+0.00066971i,0.00012959+0.00046848i,0.00067295-0.00012172i,0.00044081+0.00075094i,0.00056038+0.001457i,0.00096998+0.0011503i,0.001689+0.00045845i,0.001449+0.00024518i,0.00019604+3.9991e-05i,0.00029689+0.00043761i,-0.00022545+0.00057173i,-0.0009027+0.00018267i,-0.00016593-4.46e-05i,0.00036536-0.00079033i,0.0001998-0.00099442i,-9.6573e-05-0.00026289i,-0.00034753-2.806e-05i,-0.0002488-0.00097159i,-0.00036094-0.0010454i,-0.00020556-0.00081883i,0.00038256-0.0010803i
0.00058228+0.0011758i,0.00092516+0.0015804i,0.00054638+0.0015427i,0.00011326+0.0010056i,-6.2687e-05+0.00046816i,0.0001596+5.4548e-05i,0.00046165-0.00071499i,0.00075276-0.0014495i,0.00063282-0.0011069i,0.00088679-9.5616e-05i,0.00063708+0.00024555i,0.00053065+0.00066377i,0.00025209+0.00095351i,-4.4433e-05+0.00048717i,0.00019719+0.00013446i,-0.00016786-0.00013989i,-0.00040735-0.00074522i,-0.0004618-0.00039556i,-0.00038946-7.3629e-05i,-0.00041756-0.00090599i,-0.00091554-0.0006127i,-0.00049376-5.8723e-05i,-0.00010603-0.00040798i
-0.00037473-0.00035719i,-0.00061992-0.00031462i,-0.00072758-0.00083306i,-0.0011142-0.0011258i,-0.0010457-0.0010022i,-0.00054794-0.00068094i,-0.00062539-0.00092931i,-0.00080899-0.001429i,-0.00062036-0.0011579i,-0.00041662-0.00088822i,-1.0373e-06+0.0002503i,-0.00016821+0.0019355i,-0.00044547+0.0011947i,0.00015849+0.00025311i,0.00043494+0.00012095i,0.00048691-0.00084261i,0.00021966-0.0007482i,-1.4135e-05+5.347e-05i,4.4158e-05+0.00019093i,-0.00078611-0.00048311i,-0.00024613-0.00067462i,0.00071212-0.00040017i,0.00079391-0.00061723i
0.00085897+0.00012105i,-0.00018922-0.00027256i,-0.00081173-0.0012247i,-0.0011378-0.00018972i,-0.0010211+0.0013597i,7.3156e-05+0.0012153i,0.00094341+0.0012345i,0.00092706+0.0014328i,0.00096941+0.001131i,0.00077388+0.00070024i,0.0001402+0.00014219i,-0.00010871+3.7835e-05i,-0.00016401+0.00011821i,-0.00037582+0.00021746i,-0.00051254+0.00079935i,-4.6239e-06+0.0004102i,-4.0018e-05-0.00039168i,2.896e-05-0.00025938i,0.00067076-0.00025914i,0.00096926-3.255e-05i,0.00049256-0.00034373i,-0.00068185-0.0007131i,-0.0016026-0.00047286i
0.0013057+0.00048578i,0.0017121+1.3827e-05i,0.0016283-0.00039349i,0.0013192-4.6644e-05i,0.0013861-7.3913e-05i,0.0011679-7.7859e-05i,0.0017849-4.3237e-05i,0.0025624-0.00018364i,0.0022539+4.0883e-05i,0.0011307-0.00041317i,0.00015052-0.00083166i,0.0002074-0.00018551i,0.00064448+1.2791e-05i,0.0010633-0.00040486i,0.00087977-0.00032103i,0.00012166-0.00023863i,-0.00046865+0.00018795i,-0.00037004-0.00014813i,-0.00012883-0.0010352i,-3.8294e-05-0.00058801i,8.2467e-05+0.00049693i,-0.0007264+0.00060265i,-0.0010051+0.00044383i
0.00043736-0.0012246i,0.00010122+0.00069191i,0.00035781+0.0017857i,0.0008686+0.00073724i,0.00053738+4.0959e-05i,0.00033281-0.00056159i,3.6215e-06-0.0016649i,-0.00036492-0.0021865i,7.7724e-05-0.0021404i,-0.00059758-0.0022944i,-0.0013211-0.0014807i,-0.00095402-0.00065244i,-0.0004758-0.00046715i,-0.00031643-6.4055e-05i,-0.00013218+0.00027012i,-9.13e-06-6.937e-05i,-0.00016527-0.0010914i,-5.3502e-05-0.00099657i,0.00041859-0.00025131i,0.00073479-0.00028572i,0.00032107-0.00025149i,8.5804e-05-0.00040162i,0.00013992-6.3003e-05i
-0.00040217+0.0016753i,-0.0010656+0.0010429i,-0.00074067+0.00089323i,-0.0011556+0.001483i,-0.0013438+0.0017878i,-0.00092013+0.0014627i,-0.0010529+0.0010388i,-0.0011346+0.00061751i,-0.0004493+0.00030012i,-0.00019079+0.00013776i,0.00020831-0.00018664i,0.00042829+0.00025377i,6.3034e-07+0.00046831i,1.046e-05-0.00024755i,2.7101e-05-0.00051625i,-5.7781e-05+1.3546e-05i,-0.00044239-9.7561e-05i,-0.0004343-0.0010222i,-3.1865e-05-0.00084835i,0.00015467-0.0003526i,-0.0005033-0.00030476i,-0.00039882+0.00032203i,0.00016995+0.00030974i
-0.0029328-0.00010679i,-0.0024469-0.00025483i,-0.0021959-0.00016355i,-0.00017517+0.00074724i,0.0013311+0.0017523i,0.0014612+0.001633i,0.0014596+0.00042913i,0.0013004+0.00078124i,0.00067293+0.001432i,9.8578e-05+0.0010639i,-0.00013359+0.0003511i,-0.00089037-0.00024676i,-0.0012306-0.00052484i,-0.00036329-0.00020945i,0.00062485+0.00057043i,0.00082814+0.00047802i,5.6834e-06-6.7975e-05i,-0.00059098-0.00010915i,-0.00041297-0.00018796i,-0.00051127-0.00020665i,-0.00060713-0.00031074i,-0.00023561-0.00075495i,-0.00050633-0.0012677i
-0.0013721-0.0028725i,-0.0014191-0.0025214i,-0.001012-0.001585i,-0.00039843-0.0012536i,-0.00055851-0.0011947i,-3.3066e-05-0.001665i,0.00081203-0.0021211i,0.00050535-0.0023817i,0.00029586-0.0016246i,0.00068601-0.00067004i,0.00055897-0.00085684i,-8.2372e-05-0.00089164i,-0.00093047-0.00037727i,-0.0012414-0.00017667i,-0.0009875-0.00011194i,-0.0010189-0.00059055i,-0.00065179-0.00066256i,-0.00070825-0.00043216i,-0.0011227-0.00029599i,-0.0011026+1.8533e-06i,-0.00082831+8.5197e-05i,-0.0010737+0.00010467i,-0.001058-0.0001778i
0.0016185-0.0007214i,0.00058832-0.00027842i,-0.0008954+0.0007905i,-0.0016523+0.00036185i,-0.00059934-0.0002649i,3.5917e-05-0.00031089i,-0.0019377-0.00035462i,-0.0029029-0.00041053i,-0.0019221-0.00025824i,-0.00076347+0.00033333i,7.8983e-05+0.00072811i,0.00072442+0.00022049i,0.00063456-0.00068786i,-8.6085e-05-0.0015295i,-0.00015992-0.0021525i,-5.9463e-06-0.0022i,9.346e-05-0.00090433i,0.00034232+0.00061725i,-1.1277e-05+0.0011256i,-0.00057594+0.00094818i,-0.00010014+0.00079823i,0.00044736+0.00029992i,0.0004869+6.6461e-05i
0.0027904+0.0038409i,0.0021219+0.0023107i,0.00017988+0.00095196i,-0.0016476+0.00038768i,-0.0010941+0.00025649i,-3.5994e-05+0.00071219i,0.00064832+0.001404i,0.00081373+0.0019211i,0.00076115+0.0016297i,0.0002834+0.00071081i,-8.9288e-05+0.00024451i,-0.00056458+0.00062408i,-0.001093-7.9477e-05i,-0.0010243-0.00098235i,-0.00095154-0.00024228i,-0.00026368-6.3312e-05i,0.00079983-0.000142i,0.00050008-8.6344e-06i,-0.00018876+2.6591e-05i,-6.6017e-05+5.367e-05i,-0.00031572-2.7855e-05i,-0.0012794-6.6943e-05i,-0.0010559-0.00042816i
-0.0019246+0.0017124i,-0.00088125+7.559e-06i,3.9911e-05+0.0002311i,0.0012071+0.00027121i,0.0021929-0.00096586i,0.0020778-0.0015667i,0.001745-0.00088301i,0.0019819-0.00070191i,0.0015634-0.00074691i,0.0013339-0.00085285i,0.001225-0.00099897i,0.00031267-0.00072634i,-0.0004707-0.00075169i,-0.00052683-0.00095175i,-0.00024718-0.00060038i,9.9917e-05-0.00057562i,4.3815e-05-0.00048936i,-0.00030205+2.7794e-06i,-0.00051625+8.3606e-05i,-0.00022377+0.00025384i,4.9559e-05+0.00041146i,0.00035742+9.291e-05i,0.00039788+0.00015629i
0.0005179-0.0012538i,0.00092-0.00069713i,0.00094337-0.00060597i,0.00086704-0.00053209i,0.00043848-0.00084147i,-0.00021954-0.0002779i,-0.0012494-0.00046104i,-0.0012673-0.0013318i,-0.0011892-0.00095992i,-0.0019811-0.00074408i,-0.0016972-0.00071323i,-0.00037931-0.00074193i,0.00067488-0.00011101i,0.00080208+0.00076476i,0.00059434+0.000847i,0.00038143+0.00033465i,-0.00063388-0.00070001i,-0.0011569-0.00084634i,-0.00021517-0.00018142i,0.00019754-0.0004189i,4.5381e-05-0.00038336i,1.0343e-05+3.8207e-05i,-0.00042787+2.5547e-06i
0.00061088+0.0012065i,-0.0011117+0.0011934i,-0.0021293+0.00077919i,-0.0016753+0.00055162i,-0.00087239+0.0013524i,-3.9518e-06+0.0015554i,-0.00062084+0.0014699i,-0.0015874+0.0017805i,-0.00087304+0.0017789i,6.536e-05+0.0011502i,0.00010359+0.00042884i,0.00011549+0.0001506i,0.0002379-0.00023892i,-9.9223e-05+9.8762e-05i,-0.00053322+0.00026592i,-0.00025627-0.00023811i,0.0005351-0.00021922i,0.00031091+3.1507e-05i,-0.00022436-0.0002327i,-0.00047974-0.00057171i,-1.0906e-05-0.00017995i,0.00037655+0.0011313i,-0.00017185+0.00095532i
0.00087333-0.0022055i,-0.00072228-0.0012444i,-0.00071323+0.00037803i,0.00024835+0.0022999i,0.00035696+0.0021149i,0.0011127+0.0012948i,0.0023064+0.0011187i,0.0021209+0.00097529i,0.0016722+0.00055043i,0.0013687-7.0176e-06i,0.0010159+4.6676e-05i,0.00083461+0.00028325i,0.001009+0.00043812i,0.00067249+1.6998e-05i,-1.2515e-05-0.00030654i,-0.00032086+7.4502e-05i,-0.00018028-0.0007273i,0.00029941-0.00057272i,0.00054069+0.00039062i,-0.00041144-2.0932e-05i,-0.00059667-0.00085976i,-7.6294e-05-0.0012605i,3.6498e-05-0.0011973i
0.00039777-0.00050172i,-0.00027355-0.00028864i,-0.00027742-0.00066232i,9.9119e-05-0.00060282i,0.00061194-0.00037981i,0.0006624-0.0010464i,0.00019106-0.0016408i,0.00030598-0.0023296i,4.0221e-05-0.0022708i,-0.00097112-0.0018404i,-0.0013701-0.001364i,-0.00050105-0.00089399i,0.00049346-0.00036325i,0.00058878+0.00033801i,8.4731e-05+0.00012523i,-4.2815e-05-0.00025561i,5.072e-05+0.00018488i,0.00013357-2.5277e-05i,-4.7847e-05-0.00027276i,-0.00069958-1.1316e-05i,-0.00047361+0.00014223i,0.00035643-9.4309e-05i,0.00057335+2.9269e-05i
-0.00026183+0.0036715i,0.0012014+0.0020255i,0.0014737+0.0011095i,0.00037215+0.00094318i,0.00028769+0.00065797i,0.00044061+0.00027218i,-0.00048225+7.5175e-05i,-0.0019199+0.00046832i,-0.0019218+0.00033661i,-0.0016697-0.00017999i,-0.0011449-0.00027731i,0.00060026+0.00058086i,0.00069815+0.00053115i,-8.9973e-06-0.0004718i,-0.00059795-0.00054828i,-0.00098762-0.00026558i,-0.00036683-8.6602e-05i,7.9388e-05-0.00012119i,-8.1679e-05+0.00014022i,-0.00027565+0.00017975i,-0.00095345-0.00034168i,-0.00045048-0.00081426i,0.0007134-0.0010259i
0.00026997+0.00071639i,-0.00093622+0.00063145i,-0.0012015+0.00081523i,-0.00076767+0.00088066i,-0.00042463+0.00091405i,0.00050154+0.0015753i,0.0016557+0.001414i,0.0018436+0.0010184i,0.00076367+0.00086256i,-0.00035197+0.00015857i,-0.00048006-0.00096556i,6.8768e-05-0.0020163i,-2.958e-05-0.0011964i,-0.00047632+0.00027778i,-0.00044493+0.00011298i,-0.00015986+0.00030446i,0.00037796+0.00063721i,0.00059177-0.00015672i,-4.3736e-06-0.00034121i,-0.00027999-0.00066886i,-0.00012651-0.00048995i,-0.00068924+6.6294e-06i,-0.00098933-0.00017215i
0.000332+0.00038105i,0.00029493+0.00056678i,0.00094969+0.00058362i,0.0019524-0.00057206i,0.0016859-0.0014803i,0.0013952-0.0013386i,0.0012077-0.001541i,0.0015236-0.0016075i,0.0012447-0.00088419i,0.0012413-0.001296i,0.0016141-0.0014299i,0.00090798-0.00036553i,0.00026461+0.00054584i,4.4171e-05+0.00059256i,-0.00028838+0.00052197i,-0.00051992+0.00059243i,-0.00059741-0.00014421i,-0.00040776-0.00040768i,-0.00033819-1.7401e-05i,-0.00016552+5.0184e-05i,0.00020903-0.00049018i,0.00069549-0.00015783i,0.00031922+0.00043193i
0.00020537-0.0008698i,-0.0002378-0.00097521i,-0.00078117-0.0015362i,-0.0010034-0.0014011i,0.00017394-0.00065531i,0.00023283-0.00025289i,-0.00073365-0.00083685i,-0.0011641-0.001593i,-0.00050795-0.0021078i,5.7942e-05-0.0010003i,9.611e-05+0.00077078i,0.00013213+0.00090869i,-0.00044316+0.00034049i,-0.00082587-0.00014328i,-0.00051273-0.00086817i,-0.00026881-0.00087335i,-0.00046954-0.00052513i,-0.00044403-0.00099075i,5.1602e-05-0.00095796i,0.00062308-0.00029687i,0.00050873+0.00067746i,-0.00031953+0.00061934i,-0.00038087+0.00037687i
8.1259e-06+0.0014031i,0.00012252+0.0018082i,-0.00046291+0.0018257i,-0.00034423+0.0019323i,0.00040277+0.0020883i,0.00099789+0.0020955i,0.00092253+0.0024111i,0.0006544+0.0025433i,-0.00019142+0.0024921i,-0.0011105+0.0014406i,-0.00012123+0.0002562i,0.0011667+0.00070277i,0.00061676+0.00067443i,-0.00049052-0.00016813i,-0.00088201-7.0237e-05i,-0.00016244+0.00019859i,0.00058619-0.00049161i,0.00056601-0.00061254i,0.00039134-0.00012547i,0.00026063-0.00021452i,-6.863e-05+3.2645e-05i,-0.00026758+0.00059109i,0.00011346+0.00012391i
-0.0012363+0.00096891i,-0.00065524+0.00046908i,-0.0011962+0.00046411i,-0.0011644-2.766e-05i,0.00053455-0.00022888i,0.001627-5.5279e-05i,0.0025092-0.00024098i,0.0030331-5.7165e-05i,0.0021601-0.0002732i,0.0010538-0.00069852i,8.3559e-05-0.00078466i,-1.7375e-05+0.00013597i,4.7077e-05+0.0012473i,-0.00034567+0.0011109i,-0.0001513+0.00044646i,-0.00032961+0.00013319i,-0.00045257+0.0001823i,-5.0562e-05+0.0011512i,-0.00015514+0.00068728i,-0.0004851-0.00096767i,-0.00044634-0.0010373i,-0.00070449-0.000235i,-0.0005127+0.00011512i
0.00065734-0.00064979i,0.001516-0.001335i,0.0016843-0.0018551i,0.00091238-0.0017431i,-6.8935e-05-0.0011138i,-0.00064859-0.0014577i,-0.00094657-0.0023991i,-0.00016235-0.0026371i,-9.0804e-05-0.0026489i,-0.00084053-0.0020492i,-0.0008924-0.00103i,-0.00065218+0.00055905i,-0.00022821+0.00096255i,-0.00073632+0.00063239i,-0.00096224+0.00068116i,-0.00069056+8.2001e-05i,-0.00042744-0.00041716i,0.00046957+0.0005463i,0.000122+0.001219i,-0.00028684+0.0005526i,8.9087e-06+0.00011712i,0.00010458+0.00088i,-0.00040544+0.00091001i
0.00089172-0.00029196i,-0.0003471+0.00030605i,-0.0014859+0.00061879i,-0.0022929+0.00044554i,-0.0021669+0.0010308i,-0.0022811+0.0014589i,-0.0018325+0.0015288i,-0.0016664+0.0011704i,-0.0015269+0.00071997i,-0.0007487+0.0011192i,-0.00053826+0.0008966i,0.00026348+9.7972e-05i,0.00070031-0.00022011i,2.7445e-05+0.00042125i,0.00015229+0.0006629i,0.00057189+0.00021832i,0.00033139+0.00019703i,-1.7846e-05+5.6236e-05i,-1.1388e-05-0.00047119i,0.00039175-0.00048356i,0.00075425+0.00011839i,0.00028732+0.00044614i,-0.00075256+0.00043426i
0.0011824-0.00025107i,0.00094705-0.0016266i,0.00023687-0.0002355i,2.2012e-05+0.001147i,0.00088269+0.00092557i,0.0015356+0.0005406i,0.0023087+0.0012032i,0.0026078+0.0019354i,0.0020021+0.0018282i,0.0012902+0.0015408i,0.00065535+0.00030066i,0.00037654-0.00088373i,0.00015914-0.00070758i,0.00017559-0.00062442i,0.00043927+0.00018866i,0.00038068+0.00039106i,-0.00011835+8.4473e-05i,-0.00061439-0.0006546i,-0.0001818-0.00095402i,0.00024971-0.00022731i,0.00034455-7.7031e-05i,0.00057633-0.00036093i,5.0263e-07+1.3807e-05i
-0.0011856-0.00079071i,-0.00099846+0.00025733i,-0.0014066+0.0015431i,-0.0016162+0.0022266i,-0.0014505+0.00073901i,-0.00053102-0.00072994i,0.00074092-0.0016564i,0.0018089-0.0023281i,0.002454-0.0019979i,0.0014314-0.0013256i,-0.00013758-0.0005268i,-0.0012734+0.00065609i,-0.00094325+0.00031719i,-0.00012681-0.00043137i,0.00022556-4.8985e-05i,0.00043229+3.9695e-05i,0.00029365-0.00036563i,-0.00034647-0.00098158i,-0.00072793-0.00064132i,-0.00088197-2.4684e-05i,-0.00055258-0.00021224i,-0.00083245+0.00012826i,-0.0015028+0.00085802i
0.00059711+0.0018386i,0.00068959+0.00015622i,0.00062976-0.0019643i,0.0021496-0.0025289i,0.0022724-0.0016773i,0.00041574-0.0009097i,-0.001592-0.00091048i,-0.002743-0.0010849i,-0.0022265-0.0012655i,-0.0013986-0.00073705i,-0.0006987+0.00016052i,0.0001014+0.0009756i,0.00060595+0.00081323i,0.00052791-0.00023712i,0.00052417-0.00076588i,0.00085171-0.00043018i,0.00074048-0.0002518i,-0.0003105-0.00035446i,-0.00061508-0.00038181i,-0.00037123-0.00067784i,-0.00068215-0.0007142i,-0.00081691+3.5904e-05i,-9.5012e-05+0.00032829i
