-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
0.0011612+0.0005726i,0.00047871-0.00050411i,0.00021666-0.0010239i,0.00014105-0.00077602i,-0.00068587-0.00040167i,-0.0011667+3.9982e-05i,-0.00023809+0.00057938i,0.00070008+0.00018384i,0.00092357-0.00037154i,0.00011142-0.00021125i,-0.00079677-6.2563e-05i,-0.00059652+0.00053724i,-0.00061035+0.0010741i,-0.00070204+0.00063045i,-8.3574e-05-0.00032121i,0.00045216-0.0006232i,0.0001977-0.00035236i,3.3377e-05+1.9628e-05i,0.0004788-2.9384e-05i,4.1033e-05-6.8052e-08i,-0.00053782-0.00011842i,-0.00025893-0.00072209i,0.00027598-0.0009771i
-0.00091875-0.00017917i,-0.00050504-0.00064454i,-0.00052048+0.00033955i,0.00011856+0.001449i,0.00084871+0.00033148i,0.00049346+3.5644e-05i,0.00045722+0.00101i,0.00079943+0.0001582i,0.00047906-0.00086497i,0.00011866-0.00031811i,3.6445e-05-6.7837e-05i,-0.000466-0.00022288i,-0.00028922-0.00040951i,-1.9293e-05-0.00080926i,-8.5793e-05-0.0012237i,-0.00047877-0.00092442i,-0.00095961-1.9018e-05i,-0.00077402+0.00022376i,-0.00081936+0.00017717i,-0.0013915-0.00027914i,-0.0012998-0.00099671i,-0.00063515-0.0012906i,5.8754e-05-0.00090627i
0.00086402+9.3191e-05i,0.0021464+0.0011198i,0.0019058+0.00029681i,0.00072046-0.00065146i,0.00051332-0.0005355i,0.0010113-2.108e-05i,0.0005423-0.00025646i,1.7792e-05-0.00033387i,0.00040226-0.00016701i,0.00012669-0.00036805i,-0.00053085-5.7915e-05i,-0.00052838+0.00010668i,-0.00048739-2.5688e-05i,0.00012522-0.00025493i,0.0004561+0.00029491i,0.00020453+0.00085746i,-0.00055645+0.0005099i,-0.00069108-0.00048019i,-0.00032083-0.001017i,-0.0001992-0.00068883i,0.00015041+0.00033591i,-0.00010189+0.00074568i,-0.00079476+0.0001893i
-0.001724-0.00078479i,-0.00075826+0.00038386i,0.0004466+0.0017278i,0.00066907+0.0020844i,8.0042e-05+0.0020835i,0.00051871+0.0017406i,0.00084112+0.0012558i,0.0006676+0.00053711i,0.00029346+0.00010303i,0.00071102-0.00010755i,0.0015278+0.0001443i,0.0010795-0.00026545i,-0.00015235-0.00066993i,-0.00050624+6.956e-05i,-0.00033664+1.4744e-05i,-0.00047449-0.00052848i,-0.00050115-0.00039807i,-0.00037729-0.00041014i,0.00017436-0.0004265i,0.00031512-4.1555e-05i,0.00015605+0.00017229i,0.00039243+0.00022384i,0.00036446-1.1465e-05i
-0.00022162+0.00029939i,-0.00048368+0.00063704i,-0.00078953+0.00090112i,-6.3491e-05+0.0013319i,0.00042689+0.00081073i,0.00011416+0.00091494i,-9.2142e-05+0.00093641i,-0.00049435+0.00029645i,-0.00056429-0.00028327i,-0.00013114-0.00013563i,-0.000497+0.00035395i,-0.00071873+1.6697e-05i,-0.00011479-0.00080794i,0.00019815-0.00050147i,0.00035789+0.00060041i,2.0099e-05+0.0013357i,-0.00017888+0.0010803i,-3.7217e-05+6.7583e-05i,0.00027192-0.00023916i,0.0002003-0.00043075i,-0.00014722-0.00051196i,-0.00010982-0.0005081i,0.00029428-0.00040808i
-0.0014819-0.0011511i,-0.0016968-0.00089442i,-0.0013852-0.0016107i,-0.00072875-0.00081341i,0.00011617+0.00087597i,0.00099805+0.0009092i,0.0014112+0.00013745i,0.00047833-0.00025995i,-0.00011394-0.00052886i,-0.00017498-0.00027895i,-0.00076165+0.00018855i,-0.00059526+0.00022094i,-1.6029e-05+6.3996e-05i,0.00015463-0.00022784i,7.6586e-05-0.00029931i,0.00025306-0.00012877i,0.00076097+0.00019441i,0.00019133+0.00056566i,-0.00047519+0.00058709i,-0.00019508+0.0001449i,-0.00042172-0.00049742i,-0.00022578-0.00028301i,7.0396e-05+0.00034383i
-0.0012336-0.00063553i,-0.00032282+0.00068698i,0.00012248+0.0015892i,0.00042279+0.0010762i,0.0011558-7.0486e-05i,0.001495+0.000263i,0.00099933+0.00096845i,0.00092539+0.00020749i,0.00090333-0.00035025i,0.0006064-0.00033321i,0.00055182+5.8966e-05i,0.0002842+0.00032216i,0.00024035-0.00035848i,0.00052046-0.00101i,-0.00059357-0.00085517i,-0.0012391-0.00052504i,-0.00046053-0.00065713i,0.00015386-0.00087624i,-0.00015219-0.00070047i,2.3707e-05+0.00043971i,0.0011363+0.0014098i,0.0010141+0.00074744i,0.00031941+0.00010562i
-0.00057261-0.00057835i,-0.00037428+2.6514e-05i,-0.00020919+0.00049455i,-8.9348e-05+0.0013747i,0.00016009+0.0023268i,0.00061059+0.0019981i,0.00075685+0.0014539i,-0.00010053+0.00058456i,-0.00062858-0.00030921i,-0.00023786+0.00025529i,-7.4175e-05+0.00076242i,-0.00021224-0.00016264i,-9.8368e-05-0.00060184i,-0.00032565-0.00052709i,-0.00041093-0.00015759i,-0.00066479+0.00071465i,-0.00062407+0.00048889i,-3.8323e-05-0.00030912i,0.00028927-0.00048331i,-0.00035077-5.2834e-05i,-0.00039815-0.00017543i,9.7903e-05-0.00066606i,5.5842e-05-0.00046029i
-0.0027195-0.00067629i,-0.0026596+0.0010943i,-0.0030784+0.0019095i,-0.0023002+0.0013175i,-0.00017724+0.0015457i,0.0011357+0.0013171i,0.0011563-0.00021054i,0.00046536-0.0010406i,9.9155e-05-0.0015402i,-0.00035117-0.0015211i,-0.00063182-0.00044249i,0.00050297+6.5014e-06i,0.00064841+0.00045913i,0.00039022+0.00048025i,0.00029878-0.00050724i,0.00046934-0.00062943i,0.00085982-9.2778e-05i,0.00049539-0.00041921i,9.8692e-05-0.00023977i,-0.00053138-0.0001855i,-0.0004564-0.00034414i,0.00041131-8.9026e-05i,0.0005256-0.00078691i
0.00045569-0.0015776i,0.00012907-0.0013708i,0.00057851-0.0017862i,0.0011055-0.0016154i,0.0012032-0.0010451i,0.00069855-0.0004325i,0.00020667-0.00059145i,2.9305e-05-0.00068148i,0.00015058-0.00067625i,0.00051543-0.00063881i,0.0010091-6.4038e-05i,0.0007377-0.00015569i,0.00011449+0.00027165i,0.00051749+0.00078117i,0.00021016+0.00020838i,-0.00033303+2.9734e-05i,-0.00078738+0.00024878i,-0.0011275+0.00026494i,-0.0006393+0.0003624i,-7.5336e-05+0.00025146i,0.00021701+0.00075874i,0.00044085+0.00037966i,-0.00018375-0.00095542i
-8.8141e-05+0.0022381i,3.6262e-05+0.0021886i,0.0019086+0.0020609i,0.0029083+0.0015877i,0.0025253-1.4451e-05i,0.0016799-0.00077257i,0.00076128+0.00026851i,0.00062561+0.00012697i,0.00070736-0.00015423i,0.0005518-0.00014397i,6.6963e-05-0.00089538i,-0.0009617-0.00093332i,-0.0019147-0.00015133i,-0.0018005-0.00023297i,-0.00092324+3.428e-05i,-0.00063922+0.00059495i,-0.00052176+0.0005268i,-3.2887e-06+0.00032426i,-2.4196e-05+0.00045748i,-7.1515e-05+0.00056546i,6.0887e-05+0.0005939i,0.00013736+0.00057588i,0.00053921+0.00051135i
-0.00071891+0.0022167i,0.0015522+0.0028184i,0.0039314+0.0024006i,0.0040322+0.00075359i,0.0022038+0.00047384i,0.000782-7.8147e-05i,0.00012313-0.001656i,-0.00088098-0.0017828i,-0.0011181-0.00085357i,-0.00050268-0.00046137i,9.535e-05-0.00040172i,7.2214e-05-0.00029058i,-0.00046749-0.00073203i,-0.00080321-0.00063633i,-0.00062866-0.00030793i,-0.00077336-0.00029358i,-0.0010747-0.00019533i,-0.00099862-0.00014102i,-0.0011937-0.00015939i,-0.00049531+0.0001595i,0.00083542+0.00048823i,0.00052116-0.00028703i,-8.9374e-05-0.00054085i
-0.00016048+4.3359e-05i,-0.0003149+0.0009687i,0.00023408+0.00092169i,0.0006144+0.00090603i,-3.3024e-05+0.00080596i,-8.0221e-05+0.0004589i,0.00074755-0.00047603i,0.00066952-0.000845i,-0.00025286+6.3424e-05i,-0.00052152+0.00060617i,0.00026017+0.00026228i,0.00063717-0.00010669i,-0.00048228+0.00019178i,-0.0014894+8.4951e-05i,-0.001319+0.00026323i,-0.00073095+0.0004572i,-0.00034344+0.00015551i,-0.00021361+2.2138e-05i,-0.00059184+7.0488e-06i,-0.00038452+0.00012408i,0.00032067+0.0003266i,0.00052333+0.00029679i,-0.00017597-0.00016291i
0.00069955+5.022e-05i,0.00041361-0.00073757i,3.7734e-05-0.0012138i,-0.00021513-0.00058342i,-0.00042978+7.2965e-05i,-0.00025031+8.3971e-05i,-0.00025355+0.00048002i,-0.00043053+0.00098496i,-0.00042259+0.00048141i,-0.00050771-0.00025463i,-0.00063586-0.00060505i,-0.00034744-0.00031242i,-0.00067194+0.00021154i,-0.00141+0.00089021i,-0.0011114+0.001316i,5.8739e-07+0.00075974i,0.00015583+0.00011843i,-0.0003263-0.00010071i,-0.00023925-0.00039796i,0.00012595-0.00045179i,0.00019632+8.4921e-05i,0.0001747+9.0909e-05i,0.00032994-0.00061952i
0.0011012-0.0012134i,0.00066448-0.0013479i,0.00067498-0.0018372i,0.0016359-0.0016539i,0.0021888-0.00033921i,0.001283+0.00091662i,0.00052017+0.0010104i,0.00038541+0.0002111i,0.0001317-0.00034449i,-0.00057878-0.00036716i,-0.0010954-0.000461i,-0.0011795+0.00023626i,-0.001605+0.00049786i,-0.0007097-0.00010608i,0.00065974+6.6824e-05i,0.00083198+0.00091528i,0.00086346+0.00091334i,0.00085003+0.00036763i,0.0001623+0.00039272i,-0.00041808-0.00029372i,-0.00010807-0.00061612i,-0.00016659-0.00011044i,-0.00069937+0.00012838i
0.002024+0.0010039i,0.0011745+0.00093206i,0.0010246+0.0010657i,-0.00012366+0.00047872i,8.5121e-05-0.00075062i,0.0010337-0.0004263i,0.00091237+0.00109i,0.00056183+0.00069081i,0.00037383-0.000711i,-0.00020175-0.00069709i,-0.00074377-0.00047117i,-0.00088184-0.00033552i,-0.0009609-0.00027782i,-0.00043719-0.00020256i,-0.00027439+0.00025894i,-0.00078218-5.294e-05i,-0.0013404-0.00070334i,-0.0010296-0.00078362i,-1.1028e-05-5.1067e-05i,-0.00056268+0.00037736i,-0.0011602-6.8692e-05i,-0.00042047-0.00052891i,0.00020163-0.00014483i
-0.0013369-0.00092406i,-0.0016733-0.00030179i,-0.0016184+0.00022858i,-0.00096726+0.0012617i,-0.00052302+0.0019976i,0.00045572+0.0015777i,0.0012503+0.00090765i,0.0010662+2.6203e-05i,0.00079864-0.00045965i,0.00036933-0.00012156i,0.00074174+5.7509e-05i,0.00069068+0.00010578i,0.0001871+0.00056852i,0.0003423+0.00025077i,0.00039951-0.00023321i,-0.00036893+6.7979e-05i,-0.00063774+0.00034659i,-0.00049474+0.00079054i,-0.00088691+0.00098986i,-0.00055695+0.0009851i,0.00021986+0.00048797i,0.0011675-0.00014121i,0.0012061+0.00016829i
-0.00080172+0.00025632i,-0.0007122+0.00080009i,-0.00029678+0.0014419i,0.00024693+0.0013044i,0.00084034+0.00074885i,0.00049083+0.00043125i,0.00041644+3.0865e-05i,0.00073423-0.00040976i,-0.00011666-0.0012255i,-0.00059377-0.0013585i,-0.00040077-0.00047769i,-0.00046123+7.4034e-05i,-0.00069022-3.2369e-05i,-0.00027628+6.2185e-05i,-0.00021918+0.00020243i,-0.00039115+0.0006255i,-0.00010023+0.00097144i,-0.00020292+0.00080883i,-8.6859e-05+0.0004097i,-6.9627e-06+0.00029496i,-0.00013249-5.1794e-05i,0.00030309-0.00045122i,0.00069296-0.00016068i
0.0028913-0.00063943i,0.0019104-0.00079111i,0.00084673-0.00072239i,0.00050341-0.0016891i,0.00081982-0.0016626i,0.00054491-9.1481e-05i,0.00031515+0.00025784i,0.00046415+0.00046643i,0.00080834-4.639e-05i,0.00051028-0.0003152i,-0.0006996-0.00031364i,-0.0011993+0.00027673i,-0.00037587+0.00094193i,0.00040094+0.0014209i,0.00024447+0.00088306i,-0.00017425+0.0002795i,-0.00050642+0.00053087i,-0.00011697+0.00045701i,0.00032536-7.4002e-05i,1.186e-05-0.00042058i,0.00012966-0.0002209i,0.00046789+0.00018047i,2.7959e-05-0.00054377i
-7.1262e-05-0.0011655i,-0.00081023-0.00050641i,-0.00077684-0.00076213i,-0.00090141-0.00059246i,-0.0010934+0.0002101i,0.00010442+0.0009883i,0.00050257+0.00071604i,-0.00037563-0.00010962i,-0.00060378-0.00014059i,-4.9562e-05+0.00016533i,0.00030267+0.00035508i,0.00011344+0.00033301i,-1.5594e-05+0.00019931i,-0.00020107-3.1107e-05i,-0.0008808-9.4411e-05i,-0.00078731+0.00051936i,-9.5549e-05+1.1229e-05i,0.00065227-0.0010258i,0.0011242-0.00064912i,0.00085804-0.00082729i,-1.6041e-06-0.00058772i,-3.8908e-05+6.1735e-05i,-0.00054804-2.5161e-05i
-0.00010551+0.0013464i,0.00041133+0.0018311i,0.0010198+0.0028007i,0.00034955+0.0017441i,0.00051552+9.1938e-05i,0.00081879-0.00039389i,0.00063716-0.00059747i,0.00047485-0.00022741i,0.00092689+3.3218e-05i,0.00080968+8.0723e-05i,-9.5816e-05+0.00016313i,-0.00089507+0.00034579i,-0.00046994+0.00067102i,0.00025299+0.00070649i,0.00047493+0.00070017i,0.00015184+0.00050753i,-0.00045217+0.00053942i,-0.00027662+0.00099388i,-0.00049976+0.00030805i,-0.00056427-0.00037975i,-0.00047718-0.0002148i,-0.00056746-0.00032687i,-8.015e-05-0.00039844i
0.0021332-0.00069343i,2.4996e-05-0.00083954i,-0.0012107-0.002619i,-0.0011051-0.004126i,-0.0011588-0.002931i,-0.00072834-0.00095435i,-0.00017797-0.00047029i,0.00020635-0.00031422i,0.00055931-0.00013176i,-1.6455e-05-0.00052076i,0.00016204-0.00027574i,0.00036969+0.00054434i,-0.00015036+0.00035654i,0.00030535-9.494e-05i,0.00062725+9.1372e-05i,0.00026512+0.0003403i,0.0006358-0.00013162i,0.00014175-0.00093827i,-0.00086286-0.0010082i,-0.00077861-0.00011246i,-0.00032863+0.00030616i,0.00016237-0.00010365i,-9.3261e-05-0.00014562i
0.0021997-0.0004523i,0.0014975-0.0010372i,0.00089997-0.0015277i,-9.4133e-05-0.00098642i,-0.0013682+0.00043019i,-0.0012755+0.0012635i,0.00019607+0.0011397i,0.00086511+0.00067316i,0.00039616-0.00076057i,-0.0010948-0.00092049i,-0.0012879-9.1211e-05i,-0.00077327+0.00053358i,0.00040884+0.0009052i,0.0010048+0.0011515i,0.00081916+0.0011462i,0.00073084+0.00066964i,-9.6905e-05+0.00042395i,-0.0011369+0.00063692i,-0.0010084-1.7094e-05i,-0.00056862-0.00089932i,-0.00013847-0.00042686i,4.4748e-05+0.00050701i,-0.00010765+0.00051647i
-3.0262e-05-0.0010648i,-0.00091776+0.00016291i,-0.002188+0.0006904i,-0.0016591-0.00037114i,0.00018127+0.00038598i,0.0008374+0.001697i,0.00053307+0.00096313i,8.6204e-05+0.00051572i,-0.00051495+0.00079813i,-0.00096083+0.00022535i,-0.00093315-0.00072021i,-0.00078676-0.00080039i,-0.00018162-0.00024388i,1.0317e-05-8.6434e-05i,-0.00044874+0.00022101i,-0.00031151-0.00022738i,9.9762e-05-0.00081829i,0.00069541-0.00057837i,0.00073427+0.00022191i,-0.00031661+0.00056731i,-0.00017682+2.8646e-05i,0.00022025-0.00039663i,0.00014467-2.4414e-05i
0.0008093+0.0022808i,0.00077171+0.0014345i,0.00090526+0.0017297i,0.0010749+0.0016329i,0.00074269+0.0011129i,0.00048576+0.00052393i,0.00064762-9.5507e-05i,0.00046733-0.0006057i,0.00049194-0.0006516i,0.00037826+0.00031452i,-0.00036671+2.2069e-05i,-0.00041186-0.00057461i,-0.00013942-0.00016595i,-0.00082417-0.00035716i,-0.00095422-0.00074743i,-0.00027004-0.00051654i,-0.00037331+0.00031647i,-0.0004799+0.00051858i,0.00010111-5.8783e-05i,-8.5763e-05-9.5875e-05i,2.9108e-05-0.00029727i,0.00058831-0.00037541i,0.00040112+9.7235e-05i
-9.7969e-05-0.00093485i,-0.0013116-0.0007115i,-0.0014608-0.0003788i,-0.00104-0.00021651i,-0.000636+0.00045648i,-1.0417e-05+0.0018635i,0.00050009+0.0019187i,0.00081106-0.00033656i,0.0010472-0.0017091i,-7.7844e-05-0.0010497i,-0.0009749-0.00056998i,-0.00051831-0.00024291i,-3.1606e-05-0.00035079i,-0.00019163-0.00024408i,-5.7435e-05+0.00065004i,-0.00014658+0.00052621i,-0.00030738+0.00027737i,0.00014076-0.00010156i,0.00026256-0.00050053i,-0.00013663-0.00062009i,0.00012598-3.7522e-05i,-6.0378e-05-0.00020264i,-0.0006558-0.00013584i
-0.0010025-0.0011263i,5.3017e-05-0.00076453i,0.00061158-0.0011311i,0.0010447-2.6189e-05i,0.0012635+0.00024789i,0.00048032-0.0002427i,-0.00062347+5.7758e-05i,-0.00033565-0.00030137i,-0.00023891-0.00094756i,-0.00039303-0.00059549i,5.3326e-06-0.00016405i,-0.00039816-0.00062223i,-0.00077715-0.00038311i,-0.00048566+0.00024554i,-0.00081509-0.0002972i,-0.00085103-0.0005311i,-0.00036173+0.00027948i,-6.1105e-05+2.2854e-05i,-0.00019617-0.00047938i,0.00033962-0.00084841i,0.00085686-0.0010307i,0.00031496-0.00066127i,5.3642e-05-0.00029962i
0.00108-0.00051549i,0.00049469-0.00091012i,0.00058585-0.00024364i,0.00081631-0.00023444i,0.0011687-0.0003046i,0.00040791+0.00013416i,7.3832e-05+0.00042688i,0.0010067+0.00024286i,0.0011645-0.00027576i,0.00045465-0.00067919i,-8.702e-05-0.00056846i,-0.00020708-0.00039306i,0.00024282+0.00054128i,0.00025403+0.0012715i,-2.982e-05+0.00054586i,-1.8349e-05+0.00041339i,-0.00046507+0.0007265i,2.2754e-05+0.00060707i,0.00041363-6.4289e-06i,-0.00020808-0.00028304i,-0.00072289+0.00055828i,-0.00057882+0.00027783i,-0.0002326-0.00034062i
-0.00043511-0.00069794i,-0.0012384+6.0731e-05i,-0.0011733+0.0013563i,-0.00073404+0.0020136i,0.00017778+0.0014235i,0.0012052+0.00028061i,0.00080697-0.00018702i,0.00032626-0.00053529i,0.00031475-0.0006291i,-0.00012699-0.00026627i,-0.00096424+0.00038407i,-0.0017463+0.00068774i,-0.00076436+0.0011792i,0.00074229+0.00032811i,0.0012792-0.00059783i,0.0010705+0.00038797i,0.00089159+0.00076395i,0.00039043+0.00021822i,-0.00079949-0.00021419i,-0.00067005-0.00069135i,0.00028283-0.00088201i,0.00023341-0.00043399i,-4.5351e-05-0.00025358i
-4.5161e-05+0.0011103i,0.00015508+0.0017533i,0.00037219+0.0011211i,0.00082122-0.00095649i,0.0013147-0.0014602i,0.0007121-0.00014067i,-3.3883e-05+0.00040328i,-0.00020815+0.00012879i,7.6518e-05-0.00020226i,0.00021184-0.00037433i,4.944e-05-0.0013212i,-0.00061182-0.00094861i,-0.00048669-0.00014525i,8.1081e-05+5.3775e-05i,0.00025884-0.00020561i,0.00052531-0.00011689i,0.00099635+1.0387e-05i,0.00030858+1.8589e-05i,-0.00045744-0.00053266i,0.00023239-0.00097713i,0.00051014-0.00063354i,-0.00021089-0.00030738i,-0.00027869+0.00011015i
0.0004003-0.00021669i,-0.00039095-0.00073849i,-0.0014317-0.00096237i,-0.0018085-0.00045923i,-0.00095466-0.00020765i,-0.00021472-0.00019015i,8.1531e-05+0.00077277i,0.00079026+0.00078005i,0.00085797-0.00056704i,-0.00024935-0.00060682i,-0.00081627-0.00032516i,-0.00045893+0.00044741i,0.00015086+0.00078647i,0.00061332+0.00055874i,-2.6698e-05+0.00076988i,-0.00094121+0.00094098i,-0.00094408+0.00020562i,0.00016894-0.00076166i,0.0015763-0.00049771i,0.0017136-0.00065251i,0.00095625-0.0013326i,0.00058453-0.00077389i,-0.00033585-0.00050832i
-0.00062581-0.00046315i,-0.0002931+0.00049803i,-0.00035921+0.0023695i,-0.00011396+0.0026764i,-0.00026942+0.0015925i,0.00014632+0.0017853i,0.001038+0.0013i,0.0011221-2.5895e-05i,0.00085631-0.00060429i,0.00040832-0.00014347i,-0.00032576+0.00027607i,-0.00084929+0.00035284i,-0.00041739+0.00064698i,-0.00039755+0.00058372i,-5.7474e-05+0.00026689i,-5.757e-05-0.00014112i,-6.7597e-05-0.00030587i,-6.4988e-05+0.00042391i,-3.6362e-05+0.00051249i,-0.00021224+6.7681e-05i,-0.0006054-0.00034376i,0.00020488-0.00013563i,0.00061819+0.00010483i
0.00067455-0.0010339i,0.00075526-0.00050214i,0.0014789-0.00036162i,0.0010561-0.00037862i,-2.3879e-05+0.0013221i,-0.00078661+0.0020952i,-0.0006874+0.00099152i,-8.7854e-07+1.0611e-05i,-0.00021883-0.00016102i,-0.00035787-0.00010596i,-0.00031204+0.00023013i,-0.00087976+7.8097e-05i,-0.00074409-6.8488e-05i,-9.9612e-05+1.4221e-05i,0.00082271+0.00014368i,0.00093265+0.00057206i,3.0488e-05+0.00076522i,-0.0007651+0.0008875i,-0.00017416+0.00023648i,0.00056224-0.00052664i,0.00058315-9.0878e-05i,0.00036706+0.00054289i,0.0002148+0.00044178i
0.0012851+0.0010938i,0.00033632+0.0014133i,0.00048391+0.0017873i,0.00084958+0.0010692i,0.00054453+0.00043456i,0.00020476+0.00049512i,8.832e-05+0.00065421i,-0.00066419-4.9103e-05i,-0.00044159-0.0010277i,0.00029071-0.0014506i,0.0003342-0.0011163i,-0.00057678-1.8397e-05i,-0.0011721+0.00057418i,-0.00074647+0.00015332i,-0.00026895-0.00037996i,-0.00016989-0.0010568i,9.3301e-05-0.00067625i,8.1683e-05+0.00023451i,-0.00022238+0.00018727i,-0.00018297-0.00020172i,-0.00028927+0.00014238i,-0.00033892+0.00037501i,6.8445e-05+0.000181i
6.2249e-06-0.0011677i,-0.00075344-0.0014516i,-0.0016575-0.0012099i,-0.0013729-0.00027105i,-0.00078611+0.00074837i,-0.00054801+0.0015287i,-0.00040036+0.0012235i,-0.00024956+0.00058985i,-0.00034728-0.00035324i,-0.00073468-0.00052012i,-0.00076006-0.0004036i,-0.00038683+0.00030167i,2.8918e-05+0.0010872i,0.0002351+0.00075258i,6.2897e-05+0.00035437i,0.00015967-0.00010054i,0.00029842-0.00021101i,0.00024925+0.00055121i,-0.00052179+0.00049554i,9.9606e-05+0.0001368i,0.00034174+0.00010484i,-0.00025322-0.00020528i,-0.00037149-0.00072956i
-2.132e-05+0.00055981i,0.00010582-0.00010052i,0.0011962-0.00079015i,0.00093118-0.00075555i,2.9457e-05-0.00054573i,0.00058079-2.375e-05i,0.0010572+0.00024383i,0.00048577-0.000174i,0.00042798-0.00068211i,0.0010308-0.00047734i,0.00048193+4.1789e-05i,-0.00072993-6.0911e-05i,-0.00061931+0.00012541i,8.1295e-06+0.00084779i,0.00012877+0.00077078i,5.3157e-05+0.00072021i,-0.00034198+0.00058603i,-0.00055896+0.00073471i,-0.00059213+0.00078356i,0.00014028+0.00027891i,0.00086086-0.00051272i,-0.00024483-0.0005616i,-0.0012116+0.00011828i
0.00088801-0.0024266i,0.0008824-0.0014264i,-0.00025498-0.001132i,-0.0012817-8.649e-05i,-0.0019128+0.0012209i,-0.0017833+0.00099551i,-0.00070569-9.007e-05i,-0.00014747-0.00051493i,-0.00014567-0.00022979i,-0.00023099-5.9743e-05i,-6.0038e-05-0.00021579i,-0.00030125+0.0006042i,-0.00010234+0.0012047i,0.00027728+0.00091392i,0.00023408+0.00024283i,0.0005684+0.00068112i,0.00091415+0.00078253i,0.00040323+0.00024642i,5.892e-05+0.00027591i,0.000183+3.3182e-05i,0.00062183+8.5215e-05i,0.00058919+8.2148e-05i,-0.00036576+0.00020213i
-0.00232+0.00020127i,-0.0020919+0.0010641i,-0.001325+0.0019813i,-0.00040738+0.0028178i,0.00041408+0.0026026i,0.00024463+0.0010104i,0.00036951+0.00011305i,0.00045946-8.2279e-05i,0.0004495+2.0549e-06i,0.00040252-6.9983e-05i,0.0006012-0.00025083i,0.00072396-0.00050433i,0.0011776-0.00069219i,0.00042112-0.00046607i,-0.00062628-0.00027288i,-0.00026849-0.00014647i,-1.6524e-05+0.00029504i,-0.0002371+0.00020571i,-0.00067006-0.0004212i,-0.00067758+8.0755e-05i,6.5401e-05+0.00094845i,0.0011021+0.0012196i,0.00085871+0.001008i
-0.0015675-0.00058583i,-0.0019359-0.00043218i,-0.0015769-8.1254e-05i,-0.0009688-0.00064543i,-0.00015195-0.00076094i,0.0005782+0.00037245i,0.00081624+0.00069026i,0.00132+0.00061331i,0.00094978+0.00099079i,-3.5849e-05+0.00057627i,0.00013148+0.00053198i,0.00041826+0.00015143i,0.0011331-0.00056018i,0.0012458-0.00030436i,0.00015733+7.0718e-05i,-0.00082538-0.00011431i,-0.00083525-0.00035356i,-0.00022204-0.00031377i,-0.00074863+0.00051914i,-0.0011975+0.00025184i,-0.00060133-0.00047603i,0.00010173-0.00024346i,7.6053e-05-0.00043293i
0.00094918-0.0013906i,0.00018687-0.0016613i,-0.00037814-0.0019683i,-0.0011252-0.0010223i,-0.0014368+7.2423e-05i,-0.00039343+0.00075226i,0.00032613+0.00072246i,0.00053547+5.8704e-05i,0.00089818-0.00067074i,0.00032795-0.00033367i,-0.00025781+8.445e-06i,0.00033698-0.00022797i,0.00082322+0.00012352i,-0.00037086+0.00030699i,-0.0010853+7.7665e-05i,-0.00016381-0.00015851i,-6.8657e-05+0.00024288i,-0.00045191-8.0742e-05i,-0.0002801-0.00071768i,0.00031707-0.00027638i,0.00021526-0.00046781i,-0.0002224-0.0011504i,3.1192e-05-0.0015012i
0.0021642+0.00031686i,0.0015714+0.0012648i,0.00090212+0.0012574i,8.1654e-06+0.0010051i,-0.00066152+0.0013112i,0.00030311+0.0012741i,0.00078087+4.4558e-06i,-6.972e-05-0.00085499i,9.3764e-05-0.00059091i,-0.0004623+0.00021644i,-0.0011942+0.000852i,-0.00058215+0.001304i,0.00056937+0.0014008i,0.00080907+0.00098936i,0.00075041+0.00099711i,0.00043758+0.00046968i,0.00029013-0.00016915i,1.9341e-05-0.00030743i,-0.00024491-0.00030031i,0.0005148+0.00027451i,0.0003116+0.00032317i,-4.7563e-05-0.00052022i,0.00036733-0.00021815i
-0.00095959+0.0017901i,0.00033622+0.0011806i,0.0011703+0.0010053i,0.00080988+0.00084477i,-6.4082e-05+0.00061635i,-0.00079593-3.6514e-05i,0.0001738+0.00014463i,0.00095907+0.00066386i,0.00015809+0.0004232i,-0.00057888-0.00012914i,-0.00031223-0.00033425i,1.737e-05-0.00029479i,-0.0005737-8.7337e-05i,-0.00062363-0.00035272i,0.00014039-0.00040757i,0.00015173+0.00033168i,-0.0003968+0.00059657i,-0.00060503+0.00013947i,-0.00019696-0.00023354i,-2.8376e-05-0.00030001i,-0.00059839-0.00041903i,-0.0002542-0.00065651i,0.00020491-0.00039606i
