-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
0.0013165+0.00087207i,0.00060125+0.0017852i,0.00053241+0.001116i,0.0011647-0.0004358i,0.0010187-0.001393i,0.00018663-0.0013934i,0.00031405-0.0003465i,0.00056501+0.0004853i,0.00022-0.00039171i,-0.00015769-0.0010602i,-0.00031336-0.00048959i,-0.00024979+0.0001122i,-0.00013726+0.00042419i,0.00014776+0.00084013i,0.00053273+0.0010362i,0.00043935+0.00048829i,-0.00027988+4.1712e-05i,-0.00011789-0.00023586i,0.00028012-0.00059826i,0.0007525-0.00080919i,0.00061248-0.00046743i,0.00048821-0.00012054i,0.00091043-0.00060966i
-0.00028338+0.0017307i,-1.2845e-05+0.0020507i,0.00089503+0.0026901i,0.0018368+0.0022462i,0.0019282+0.0014695i,0.00082226+0.00072932i,0.00042336+4.2185e-05i,0.0004893+0.00024436i,9.1612e-05+0.0010311i,-0.00054621+0.00075697i,-0.00077278-0.00017747i,-0.00074934-0.00062458i,-0.0014015-0.0006932i,-0.0013065-0.00032646i,-0.0010722+0.00065075i,-0.00044399+0.00056657i,-0.00074334+0.00012456i,-0.0012296+0.00085481i,-0.00036189+0.0016927i,0.00058271+0.0018915i,0.0011342+0.0018326i,0.00085729+0.00095485i,0.00024225+0.00024945i
0.0013026-0.00058237i,-0.00025669-0.0012282i,-0.0022431-0.0019408i,-0.0032703-0.0013318i,-0.0031177-0.0006727i,-0.0011004+8.9646e-05i,0.0005192+0.00055622i,-6.5139e-05-0.00049774i,-0.00024682-0.00093476i,-0.0004313+0.0002563i,-0.00044331+0.00082798i,0.00016477+0.00070315i,0.00020593+0.00045373i,0.00046669-0.0002977i,-2.9021e-05-0.00055341i,-0.00074838+0.00028287i,-0.00075962+0.0012316i,-0.0014208+0.00051177i,-0.0013441-0.0003241i,-0.00077255+1.566e-05i,-0.0003659-0.00012516i,3.0825e-05-0.00063108i,-0.00021113-0.00091991i
7.4036e-06-0.0009731i,0.00052321-0.001272i,0.00042247-0.00058909i,-0.00044375+0.00039416i,-0.00085127+0.00047514i,-0.00082015+0.00032104i,2.8748e-05+0.00019342i,0.00043813-8.4098e-06i,0.00016045-0.00088751i,0.0003507-0.00098837i,-0.00058944-0.00015085i,-0.0010866-6.4587e-06i,-0.00039705-7.2463e-05i,-6.9177e-05-0.00043113i,-0.00023205-0.00066007i,-0.0011297-0.00031862i,-0.00091457-0.00048399i,-2.4261e-05-0.00042605i,-0.00054748-0.00011156i,-0.00096876-0.00015326i,-0.00085931+0.00036118i,-0.00041448+0.00049931i,-0.00023353+0.00042319i
-5.5755e-05+0.00011229i,-5.3685e-05-0.00066096i,0.0011032-0.00079903i,0.0013157-0.00055822i,0.00029564-0.0001763i,-1.7627e-05-5.4091e-05i,0.00047392+0.00066047i,0.0001846+0.000576i,0.00023943-0.0001909i,0.0004201-0.00046986i,-1.1472e-05-0.00034151i,0.00033208-0.00022987i,0.00041098-3.7075e-05i,-0.00064468-0.00037289i,-0.00094403-0.00080541i,-0.00066087-0.00016705i,-0.00046049+6.1653e-05i,-0.00096238-0.0001277i,-0.00046486+1.7637e-05i,0.00043219-0.00028308i,0.00052621-0.00026427i,0.00029212+0.00016139i,-0.00013349+0.00042314i
0.0014022+0.00044227i,0.0013434-0.00058428i,0.00020754+0.00066496i,-0.00082225+0.002761i,-0.00023157+0.0029344i,0.00062506+0.0016725i,0.00056734+0.00031614i,0.00057858-6.5439e-05i,-4.9248e-06-0.00042106i,-0.00063649-0.000842i,-0.0008983-0.0002319i,-0.00059818-5.5592e-05i,-0.00017463-0.00017031i,-0.0001843-0.00033822i,0.00012043-0.00030704i,0.00033832+0.00011868i,0.00032855+0.00098995i,-0.00031874+0.0011803i,-0.0001175+0.00030748i,0.00015855-1.3483e-05i,-0.00013727+0.00079295i,-0.00065355+0.00068813i,-0.00057458-1.9821e-05i
-0.0010297-0.0015248i,-0.0022176-0.00011212i,-0.0035604+0.00036541i,-0.0028151+0.00081848i,-0.00089999+0.0011351i,-5.247e-05+0.00078514i,-0.00012488+0.00095537i,-0.00024959+0.00054184i,0.00026105-0.00025186i,0.00041594-0.00023305i,-0.00026004+0.00055732i,-0.00019918+0.00064998i,0.00029321+0.00033128i,0.00032372+0.00011379i,0.00073109-0.00050246i,0.00065404-0.0010004i,7.5869e-05-0.0010551i,0.00058912-0.00061455i,0.00083314+0.00024022i,0.00038196+0.00041875i,0.00025794+0.00019886i,0.00019099+1.7855e-05i,-5.1796e-05+5.3173e-05i
-6.8798e-05-0.00043114i,0.00083174+0.00019076i,0.0011359+0.00056967i,-8.6156e-05+0.00042818i,-0.00017037+0.0002074i,4.3904e-05+0.00032479i,2.0836e-05+0.00019336i,0.00061103+0.00038796i,0.00031534+0.00037715i,7.6189e-05+0.00042878i,9.8241e-05+0.00037285i,4.3481e-05-0.00013886i,-1.8085e-06-3.246e-05i,-0.00010199+0.00073344i,-0.00016287+0.0011368i,-0.0012554+0.00023893i,-0.0019632+2.0192e-05i,-0.0014282-9.6034e-05i,-0.00032226-0.00075785i,5.0824e-05-0.0013204i,0.00042563-0.0010845i,0.0010949-2.5676e-05i,0.00080958+6.0805e-05i
0.0011825+0.0004368i,0.00090677+0.0011179i,0.00051162+0.00029823i,2.7061e-05-0.00034081i,0.00037845+0.00020031i,-0.00028597+0.0014738i,-0.00054961+0.001282i,0.00047605-0.00026582i,0.00093482-0.00065146i,0.00025425-0.0002272i,-0.00052625+0.00010166i,-3.6916e-05+0.00048632i,0.00042199+0.00014653i,9.7135e-05-0.00050253i,-0.00068049-0.00010099i,-0.00052554+3.3129e-05i,-0.00015983-0.00018981i,-0.00049857+5.1694e-05i,-0.0005654+0.00067844i,-0.00056436+0.00019726i,-8.2406e-05-2.9917e-05i,-5.7476e-05+0.00063075i,-8.5771e-05+0.00082846i
-0.00099304+0.0016727i,-0.00043482+0.0025461i,0.0002078+0.003892i,0.0012652+0.0039816i,0.0011383+0.0025125i,0.00098733+0.00060207i,0.0020019-6.0719e-05i,0.0017041+0.000386i,0.00059186-7.0502e-05i,0.00015597-0.00078079i,-0.00069418-0.00055924i,-0.00076888+0.00015165i,0.00019902+0.0003216i,0.00038413-0.00038983i,-1.5268e-05-0.00098218i,-0.00013469-0.00099712i,0.00013918-0.00063864i,0.00074311+4.6332e-05i,0.00096009+0.00035493i,0.00087576+0.0001024i,0.00041788+0.00058239i,0.00050561+0.00058412i,0.00083689+0.00014814i
-0.0016704+0.00090649i,-0.0017123+0.0014313i,-0.00083673+0.0009882i,0.00030911+0.00078112i,0.00036846+0.00089893i,0.00074811+0.00090442i,0.0019491+0.000229i,0.0015635-0.00044551i,0.00043822-0.00040456i,-2.7805e-05-3.5927e-06i,6.8224e-05+0.0005751i,0.00021727+0.0011099i,6.2457e-05+0.0011474i,-0.00018887+0.00089299i,-0.00036848+0.00055549i,-0.00058392+0.00030402i,-0.0004891-1.9275e-05i,-1.3766e-05-1.8647e-05i,-2.7764e-05+0.00010891i,4.2358e-05-0.00042267i,6.0295e-05-0.00081191i,4.9185e-05-0.00055644i,0.00034565+4.0478e-06i
-0.0014583+0.00083328i,-0.00025097+0.00088144i,0.00040133+5.0469e-05i,6.5247e-05-0.00015047i,-0.00030375+0.00055174i,-0.00017622+0.00071303i,0.00058105+0.00065185i,0.00055248+7.6738e-05i,0.00024132-0.00035591i,-4.9754e-05-0.00035307i,-0.00016016-0.00024523i,7.4436e-05-0.00021624i,0.0001165-0.00036424i,-0.00024951+3.7427e-05i,-0.00074801-0.0003966i,-0.000842-0.00067581i,-0.00034076-0.00011084i,0.00027338+0.00028717i,-7.241e-05-0.00019204i,-3.6808e-05-0.00010708i,7.8322e-05+0.0002981i,0.00010997-2.9348e-05i,5.0778e-05+0.00027225i
2.4209e-05-0.0017698i,-0.0005823-0.00084988i,0.00037024-0.00017992i,0.0010495+0.00085537i,-0.00028696+0.0020207i,-0.00021146+0.0013878i,0.00075171+1.8668e-06i,0.0005401-0.00047605i,-0.00031117-0.00088355i,-0.00052905-0.00090937i,-0.00054181+2.2719e-05i,-0.00023726+0.00036234i,0.00036131-5.5364e-05i,0.00050838-0.00051277i,0.00057187-0.00085293i,0.00059621-0.00054368i,6.0907e-05-0.00018378i,3.3875e-05-0.00044222i,0.00029237-0.000866i,4.68e-05-0.00091592i,-0.00016829-0.00018455i,0.00029395+0.00047232i,4.9288e-05-1.1178e-06i
0.00058644+6.7057e-05i,0.00053088+0.00070962i,0.00089711+0.001376i,0.0021196+0.0011967i,0.0020942+0.0010723i,0.0010611+0.00092386i,-1.4198e-05+0.00091342i,-0.00020555+0.00080109i,1.8087e-05+0.0002554i,-0.0001392-8.9878e-05i,5.645e-05-0.00034495i,-0.00038147-0.00032698i,-0.0011628-0.00063645i,-0.00063037-0.0004909i,-1.0249e-05+0.00023243i,0.00023038+0.0012415i,-0.00018417+0.0010298i,-0.0011928+0.00046636i,-0.0013163+0.00048089i,-0.00092861-2.2235e-05i,-0.00029883-0.00055743i,0.00024427-0.00018377i,0.00040219-0.0001663i
-0.00095236-0.00051997i,-0.0020726+0.00082876i,-0.0024135+0.00097034i,-0.0016069+0.0024714i,-0.00060959+0.0031602i,0.00092168+0.0017344i,0.0013463+0.00056543i,0.001011-0.00023052i,0.00078082-0.00050427i,0.0002992-0.00084553i,-4.5585e-05-0.00080502i,0.00059588+0.00016001i,0.00080226+0.00030025i,0.00048436-7.6499e-05i,0.00086707-0.00010244i,0.001028-0.00080288i,0.0011728-0.00062513i,0.00054715+6.2467e-05i,-1.616e-05-0.00065305i,0.00036019-0.00036142i,-6.9259e-05-6.8001e-05i,-0.00051712-0.00081579i,-0.00058558-0.00045959i
0.00014537+0.00041514i,0.00033838-1.5005e-05i,0.00018867+0.00055463i,0.00044442+0.00042948i,0.00019923+0.00034696i,-0.0003842-0.0002238i,0.00035337-0.00024508i,0.00057633+0.00011913i,0.00049567-0.00014124i,0.00050574-0.001324i,-0.00021839-0.0012184i,-0.00060452-0.00054034i,-0.00084112+0.00030888i,-0.00070388+0.00040768i,-0.000293-0.00031637i,-0.0005043-3.3032e-05i,-0.00073921-0.00019659i,0.00024641+1.7295e-05i,0.0003741+0.00044903i,8.4409e-05+0.00063272i,0.0005221+0.00053813i,0.0010244-6.6185e-05i,0.00062047-0.00047791i
0.00095445+7.8968e-05i,0.0010107+5.1994e-06i,0.0015596+0.00057215i,0.0012302+0.00042968i,0.0012544-0.0001415i,0.00086873+0.00013248i,0.00035671+0.00069014i,0.00093936+0.00077869i,0.00056678-0.00041847i,-0.00058019-0.001447i,-0.00085174-0.0012064i,-0.00096419+6.4668e-05i,-0.00046834+0.00063929i,-2.2636e-06+0.00068348i,0.00021748+0.0013715i,-7.8351e-05+0.0013759i,-0.00011274+0.0001153i,-0.00025248-0.00075579i,2.9771e-05-0.00079991i,0.00013074-0.00050916i,-0.00017244-0.00032311i,-6.1403e-06+0.00047471i,-0.000431+0.00067599i
-0.00076497+0.00048295i,-0.00030421+0.00028492i,-0.00045328-0.00018076i,-0.00050761+0.00023223i,0.00027965+0.00015515i,0.00073103+1.7029e-05i,0.00028459+3.3083e-05i,0.00015382+0.00020918i,0.00018332+6.2849e-06i,-0.00014694-0.00029359i,-0.00034641-0.00045384i,-0.00047307-0.00078222i,0.00013983-0.0007009i,0.00042144-0.00072966i,0.00027266-0.0011672i,0.00022148-0.00093196i,-0.00021103+0.00019786i,-0.00048917+0.00042368i,-0.001261+0.00041295i,-0.00090933+8.3292e-05i,0.00023538-0.00034291i,-3.6075e-05+0.00047331i,9.8101e-05+0.00054261i
-0.0020624+0.0008632i,0.00027702+0.0023537i,0.0011271+0.0040965i,0.0011236+0.0034535i,0.0017266+0.0016243i,0.0017118+0.0012038i,0.00072336+0.00071737i,-0.00029639+0.00044318i,-0.00088936+0.00072976i,-0.00047088+0.00048086i,0.00032905+0.00044814i,-0.00011456+0.00064306i,-0.00039788+0.00097424i,-0.00018844+0.00031348i,-0.00036328-0.00022733i,-0.00092712-0.00016144i,-0.00047176-0.00064262i,1.5875e-06-0.00020945i,-0.00011219+1.0067e-05i,-0.00020899-3.7764e-06i,-0.00045712+0.00011786i,0.00027706+0.00014919i,0.00087783+7.9595e-05i
-0.00032397+0.0015986i,-0.0006327+0.00059786i,0.00036551+0.00074689i,0.00033899-1.4311e-05i,0.00067537-0.00098437i,0.0011535-0.0010697i,0.0010896-0.00047819i,0.0011655+0.00032125i,0.00085773-0.00014266i,-3.4836e-05-0.00010868i,0.0001854+0.00057943i,0.00013158+0.00025342i,-0.00074759+8.2911e-05i,-0.0013182+0.00035755i,-0.0014172+0.00033874i,-0.00089679+0.00029734i,-0.00027189+0.00040653i,0.00039105+0.00038897i,0.00070347-5.204e-05i,0.00053745-0.00036259i,-0.0002385-0.00039854i,-0.00067745-0.00011318i,-0.00048206-0.00016503i
0.00056548-0.001754i,0.0011361-0.0016423i,0.00070874-0.0017131i,0.0005302-0.0016843i,0.0008908+4.0848e-05i,0.00044076+0.0013545i,-0.00038859+0.00071016i,0.00026247+0.00010369i,0.00060803-2.2096e-05i,-0.00033913-0.00082033i,-0.00082341-0.0010293i,-0.00060375-1.0394e-05i,-0.00055252+0.00077064i,-7.7038e-05+0.00078519i,-0.00047213-4.1505e-05i,-0.00090707-7.7435e-06i,-2.0076e-05+0.00036859i,0.00057307+0.00041425i,0.00058178+0.00071983i,0.00017219+0.00083994i,-0.00037916+0.0005203i,9.8009e-05+0.00034713i,-0.0002451+9.133e-06i
0.00068061+0.0018627i,0.0019711+0.00078314i,0.002366-0.00013204i,0.0021909-0.00046847i,0.0015686-0.00084713i,-0.00010514-0.00070819i,-0.00050544-0.00018897i,0.00036664+5.4574e-05i,0.00073055+3.1401e-05i,0.00054554+0.00024142i,3.3239e-05-3.7399e-05i,-0.00043214+7.1879e-05i,-0.00035686+0.00051118i,0.00018956+0.00051029i,-3.7047e-06+0.00070363i,-0.00083587+0.00075534i,-0.0011606+0.00066893i,-0.00086814+0.00069591i,-0.00070534+0.00022035i,-0.00047019-0.00028539i,-0.00039057+0.00020487i,-0.00046478+0.00020425i,-0.00020949-9.2484e-05i
0.00051426+0.00060401i,-5.5343e-05+0.0017744i,-0.00055419+0.0017135i,-0.00067463-0.00013693i,-0.0004474-0.0009037i,-0.00010049-3.7802e-05i,0.00048523+0.00080833i,0.00047075+0.00061873i,-0.00010267+0.00015136i,-0.00034336+5.3397e-05i,-0.00034506+0.00054505i,-0.0015909+0.00047756i,-0.0018542-0.00013756i,-0.0010036-9.1513e-05i,0.00011404+0.00014881i,0.00017269-0.00014584i,-5.927e-05-0.00050525i,-4.7311e-05-0.00031429i,8.62e-05-0.00055278i,0.0004906+9.5908e-05i,0.00029101+0.00071878i,0.00053-0.00023815i,0.00050077-0.00059394i
0.00047352+0.0013144i,-0.00105+0.0012019i,-0.00216+0.00078059i,-0.0013591+0.00010274i,-0.00023216+0.00088408i,5.4032e-05+0.0013433i,-5.6991e-07+0.00066921i,0.00018818+0.00048123i,0.00033148-0.00026954i,0.00018173-0.0012645i,-0.0002381-0.0010651i,-0.00067096-0.00071627i,-0.00044267-0.00042754i,0.00045274+5.5981e-05i,-2.5421e-05+9.3815e-05i,-0.00088915-0.00027948i,-0.00063216+6.5722e-06i,0.00038804+0.00048933i,0.00089537+0.00079931i,0.00023806+0.00052628i,-0.00030731-0.00035162i,-0.00021253+0.00017894i,3.3409e-05+0.0005524i
-0.0012162-0.00044586i,-0.0011061+0.00039659i,-9.8119e-05+0.0011025i,0.001298+0.00052545i,0.0014477+0.00024048i,0.00096183+0.00027315i,0.0010148-0.00038324i,0.0012927-0.0006347i,0.00073222-0.00018703i,0.0005515-2.9935e-05i,0.00067016+0.00036568i,-0.0001236+0.00063489i,-0.00094903+0.00056389i,-0.00072098-4.7216e-05i,-1.0959e-05-0.00098937i,-0.00014511-0.0011377i,-0.00046422-0.00050556i,-0.000563+0.00025912i,-0.00024859+0.0001675i,-0.00010587+0.00012196i,-0.00032234+0.00037216i,-0.00042301+0.00032186i,1.6791e-05+0.00022033i
0.00072254+0.00078603i,0.0006262+0.00062489i,0.00019482-0.00063057i,0.00037965-0.0010337i,0.00046483+0.00026333i,0.00056723+0.00061309i,0.0004776+0.00046917i,0.00060178+0.00057096i,0.00036842+3.0695e-05i,0.00045922-0.00090729i,0.00013796-0.0011072i,-0.00067477-0.0011477i,-4.363e-05-0.00024784i,0.0002439+0.0008971i,-0.00036047+0.00020278i,-0.00017676-0.00059449i,0.00022907-0.00020769i,0.00039317+0.00083615i,-0.00025268+0.0011751i,-0.00070897+0.00014587i,-1.4946e-05-0.00057211i,0.00027779-0.0008067i,-0.00028425-0.00036116i
-8.5913e-05+0.00094092i,-0.00038218+0.0021001i,0.00078182+0.0020766i,0.0011215+0.0015118i,-0.00017109+0.0013247i,-0.00037866+0.00081017i,-0.00024508-0.0005039i,-0.00034859-0.0011173i,-9.6986e-05-0.00095883i,0.00052018-0.00060501i,0.00033777-0.00081021i,-0.00062457-0.00045195i,-0.0010829-6.8811e-05i,-0.00046158-0.00013223i,-0.00015704+5.7882e-05i,-0.00023803+0.00035706i,0.00013909+0.00026625i,0.0004472-0.00029933i,-0.0001283-0.00073541i,0.00063392-0.00065317i,0.0016501-0.0004562i,0.0011935-0.0004789i,0.00082177-0.00015913i
-0.0022324+0.0015304i,-0.0021754+0.0017244i,-0.0010969+0.0020506i,0.00022451+0.0024291i,0.0011101+0.0023824i,0.00061537+0.0019108i,0.00037768+0.00092733i,0.00084848+0.00049229i,0.00051876+0.00019705i,-0.00034666+2.4975e-05i,-0.00019306+0.00034824i,0.00031583+0.00056114i,-6.2333e-05-0.0001495i,-0.00067578-0.00085224i,-0.00078998-0.000956i,-0.0007046-0.00054138i,-0.00038175-5.0555e-05i,-5.4428e-06-0.00017497i,-0.00025276-0.00020202i,-0.0003325+0.00010426i,0.00033865-0.00010854i,0.00066752-2.6343e-05i,0.00012243-0.00028505i
-4.9588e-05-0.0018713i,0.00029405-0.0023307i,0.00065559-0.0028431i,-0.00013439-0.0024398i,-0.0015011-0.0023275i,-0.0015305-0.0018723i,-0.00037529-0.00069486i,0.00037454+0.00012197i,0.00090427-8.0734e-05i,0.00070774-7.8638e-06i,-0.00018574+0.00020138i,-0.00010349+0.0001828i,0.00034341+8.1717e-05i,0.00081393+0.00030049i,0.00077666+0.0014631i,-0.00023031+0.0016222i,-0.0010314+0.00030696i,-0.0012645+5.4318e-05i,-0.0007966+0.00076892i,-0.00044202+0.00091062i,-0.00053106+0.0009019i,-0.00070402+0.00089122i,-0.00065314-0.00012663i
0.00022562+0.00040027i,0.00083211+0.00098546i,0.00082358+0.0011301i,0.00028924+0.0017291i,0.0011894+0.0018841i,0.00097625+0.00070599i,-0.00028841-0.00065152i,-8.2037e-06-0.0013071i,-3.576e-05-0.0012899i,-0.00042455-0.00087071i,-0.00030772-0.00028034i,-0.00019303+3.6527e-06i,1.1193e-05-5.2268e-05i,9.8003e-05+0.00010836i,-0.00019085+3.6284e-05i,-0.00069047+4.0041e-05i,-0.0010194-0.00010227i,-0.00031353-0.00065108i,0.00085954-0.0010417i,0.00097515-0.00065947i,0.00076825-0.00033361i,0.00018144-0.0010454i,-0.0002742-0.00094546i
0.0015594+0.0018473i,0.0032492+0.0012741i,0.0045271+0.00083544i,0.0039571+0.0012743i,0.0027467+0.0014846i,0.0013122+0.00070922i,0.00012978+0.00037937i,0.00019097-0.00010407i,0.00046776-0.00076124i,0.00018273-0.00077289i,-0.00010711-0.00064956i,-0.00027744-7.6854e-05i,-0.00098778+0.00045665i,-0.0019985+0.00052421i,-0.0015279+0.00071201i,-0.00027987+0.00099487i,-0.00018582+0.00059334i,-0.00026756-0.00019138i,-0.00041648-0.00014378i,-0.00036204-0.00016389i,0.0005956-0.00065639i,0.00073593-0.00075726i,0.00042994-0.00055127i
-0.00044985-0.00024887i,-0.00021996+0.0010982i,-0.00050607+0.00076018i,-0.00037801+0.00024948i,-0.00026902+0.0012989i,-0.00026652+0.0015378i,0.00021103+0.00034357i,0.00028391-0.00086302i,3.8487e-05-0.00095888i,-0.0003567+0.00015457i,-0.00056197+0.0006322i,-0.00083056+0.0011848i,-0.0010001+0.0018571i,-0.00070306+0.0015151i,-0.00089371+0.00081934i,-0.00057547+0.00030219i,0.00046764+0.00059065i,0.00054072-0.00028475i,-0.000121-0.0010502i,-0.00046472-0.00078355i,0.00010497-0.00041147i,8.9296e-05+0.00040364i,0.00011366+0.00026459i
7.2618e-05+0.0020603i,-3.4573e-05+0.0017582i,0.0010362+0.0021514i,0.0014314+0.00097256i,0.00083237-0.00074263i,0.00023775-0.00060801i,0.00021575+2.5071e-05i,0.00092825+9.2088e-05i,0.0011577-0.00033499i,0.00012082-0.0007064i,-0.00037691-0.0014791i,-0.00066638-0.0015857i,-0.00095266-0.00083019i,-0.0008567-0.00019849i,-0.00072823-0.00024047i,-0.00013695-0.00049467i,0.00050404-0.00035324i,0.00054727+0.00029965i,-0.00022655+2.3818e-05i,-0.00042484-6.5047e-05i,-0.00016915+0.00032162i,-0.00065551-0.0001164i,-0.0012498-0.00032032i
0.0026809+0.00084829i,0.0034517+0.0014647i,0.0027785+0.00013707i,0.0011371-0.0010282i,-0.00020579-0.0012663i,-0.00098882-0.00039584i,-0.00087117+0.00018126i,0.00027894+0.00026113i,0.0012085+0.00022873i,0.0013027+0.0001782i,0.00048897+0.00038586i,-0.0003134+0.00064679i,-0.00088044+0.00090538i,-0.0010077+0.00096527i,-0.00071314+0.0012395i,9.017e-05+0.00090198i,0.00094681+0.0012216i,0.0009772+0.0010389i,-0.00036024-0.00018342i,-0.00071495-0.00070736i,-0.00019607-0.00069121i,-0.00026-0.00068029i,-0.00070277-0.00029058i
0.0033673+0.00078687i,0.0031295+0.0005378i,0.0033293-0.00034371i,0.0026902-0.0018869i,0.0014304-0.0018342i,0.0013056-0.0004555i,0.0011341-0.00049042i,0.00030015-0.0008984i,0.00034733-0.00074315i,-9.6702e-05+5.1594e-05i,-0.00055952-4.4342e-06i,-0.00052571-0.0004828i,-0.00088153+2.6435e-05i,-0.00087081+0.00020571i,-2.4862e-05+3.6176e-05i,0.00015942+0.00078194i,-9.0735e-05+0.00079226i,-0.00066339+0.00047529i,-0.00082327+0.00069043i,9.5363e-05+0.00037726i,-0.00015878-0.00019023i,-0.0002963-0.0001855i,0.00022138-0.00018956i
-0.00099198+0.00035761i,-0.0023124+0.00086919i,-0.0028698+0.0011888i,-0.0019661+0.0025446i,-0.00084187+0.0031755i,-0.00061242+0.0026602i,-0.00040652+0.0015358i,0.00031861+0.00068334i,0.00087197+0.00014695i,4.8182e-05-0.00018065i,-0.00054194-0.00042224i,-0.00030462-0.00053329i,-0.0001048+0.00021006i,4.2747e-05+0.00050852i,0.00016276+7.4996e-05i,2.365e-05+0.00022583i,-0.00071862+0.00074675i,-0.00026154+0.001446i,0.00067429+0.0022608i,0.00076452+0.0011663i,0.00021113-0.00017174i,0.0001357-0.00013612i,0.00044222+7.3692e-05i
0.00039942+0.0014001i,-6.2122e-05+0.00066167i,0.00085288-0.0001335i,0.0010183-0.00036492i,-0.00048267-0.00031132i,-0.0013338+3.0184e-05i,-0.00069508+0.00026679i,0.00073845-0.00019891i,0.00071859-0.00055517i,-0.00052378-0.00033878i,-0.0015287-0.00081243i,-0.00092052-0.00037336i,0.00046805+0.0001553i,0.00022281-0.0006404i,-0.00041368-0.00071146i,-0.000494+0.00044412i,-0.00061858+0.00101i,-0.0006534+0.00059369i,-0.00064504+6.8929e-05i,-0.00082187+0.00046936i,-0.00037572+0.0010789i,0.00039212+0.00076595i,0.00020333+0.00032363i
0.0016345+0.00058774i,0.0013476-0.00085434i,0.0008807-0.002095i,0.00033035-0.003615i,-8.7748e-05-0.0030511i,-0.00054346-0.00083292i,-0.00041182+0.00048007i,0.0006263+0.00070877i,0.00034641+0.00054595i,-0.00050073+2.346e-05i,-0.00032331-0.00012263i,-9.7042e-05+0.00049235i,-9.6151e-05+0.00081437i,-0.00021991+0.00039607i,-6.2222e-06+8.3967e-05i,0.00075762+0.00040359i,0.00065432+0.00063103i,0.00034526+0.00016241i,0.00063873-5.5654e-05i,0.00085463-5.0633e-05i,1.9348e-05-0.00049734i,-0.00092266-0.00091641i,-0.0004212-0.00065963i
-0.00079754-0.00070847i,0.0004145-0.00038243i,0.0010174+4.5045e-05i,0.00077438+0.0006396i,0.00083479+0.0012708i,0.00067868+0.000625i,0.00053962+1.4779e-05i,0.00067285-0.0002151i,0.00051173-0.00060191i,0.00036202-7.0718e-05i,0.0005985+0.00067105i,0.00069074+0.00027948i,0.00021766-0.00052287i,-0.00036519-0.00067659i,-0.00070873-0.0006327i,-0.00082222-0.00031824i,-0.00045003-0.00059679i,-0.00050752-0.00066924i,-0.00068544+0.0003831i,-0.00018011+0.00082048i,-0.00012098+0.00028118i,-0.00024547-0.00051174i,0.00017437-0.00032048i
-0.00031287+0.0018088i,-8.3533e-06+0.0022491i,-0.00055473+0.0030275i,0.00019992+0.0015354i,0.0010166+0.00021735i,0.00092897-5.1656e-05i,0.0008851-0.00078473i,0.0005874-0.00036626i,0.00018454+0.00068693i,0.00016838+0.00060465i,0.00017199-0.00035674i,0.00013125-0.00091688i,-0.00023144-0.00048975i,-0.00079391-0.00044619i,-3.256e-05-0.00073919i,0.00086487-0.00024944i,0.00038756-4.4726e-07i,-0.00043039-0.00031529i,0.00027877-6.5847e-05i,0.0007119+0.00026546i,0.00083014-0.00014873i,0.00044287+3.6652e-05i,-4.5806e-05+0.00058099i
-6.3991e-05-0.00067645i,-0.0010404+0.00015278i,-0.001647+6.3616e-06i,-0.0013058-0.00017276i,-0.00069605+0.00043361i,-0.00012216+0.00078975i,0.00079859+0.00061605i,0.0010303+0.00030601i,-2.5375e-05-0.00013029i,-0.00033299-0.00077058i,-0.00042289-0.00032026i,-0.00063897+0.00022117i,0.00026844-0.00050356i,0.0012295-0.0010532i,0.00068254-0.00066159i,7.4857e-05-0.00015332i,0.00050885+0.00061404i,0.00035985+0.0009821i,-0.00052742-5.8142e-05i,-0.00036293-0.00054445i,-3.2871e-05+8.7732e-05i,0.00037925+6.2041e-05i,0.00084644+7.3811e-05i
0.00014157+0.00065008i,-0.00024927+0.00086913i,0.00023997+0.0010982i,0.00071895+0.0010611i,-0.00056536+0.0013885i,-0.00094547+0.0010055i,-0.00020415+0.00047371i,0.00058135+0.00040103i,0.0013217+0.00072795i,0.0014345+0.00053952i,0.00020537+0.0002574i,-0.00075058+0.00038598i,-0.0009364-0.00030037i,-0.00074003-0.00014378i,9.3673e-05+0.00050835i,0.00074525+0.00010946i,0.0004707-0.00053885i,-0.000271-0.00029907i,-0.0011297+0.0003771i,-0.00065935+0.00072664i,0.00056507+0.00048185i,0.00082063-8.6444e-05i,0.00033133-8.4366e-05i
