-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
-0.00028192+0.00027469i,-0.00085117-0.00044931i,-0.00089736-0.00062891i,-0.00081562+8.7574e-05i,-0.00062504+0.00030385i,-0.00030474-0.00074662i,-0.00017611-0.00046844i,-0.00035427+0.00039807i,-0.00057041-0.00021778i,-5.6054e-05-0.00077875i,0.00023641-0.00048357i,-0.00042425-0.00017871i,-0.00057323-0.00017243i,-0.00016009-0.00042555i,0.00028367-0.00073081i,-2.1602e-05-0.00064961i,9.5702e-05-0.0002922i,0.00035681+0.00031616i,-8.9254e-05+0.00046883i,-0.00030187-0.00055094i,-0.00055178-0.0010301i,-0.00047056-0.00087354i,5.2848e-05-0.00058869i
0.00050792-0.0009735i,0.0005242-0.00041172i,-0.00036645+0.00027271i,-0.00063134+0.00078692i,0.00029193+0.001085i,0.0010283+0.00074189i,0.00045039+0.00028673i,0.00014534-0.00033593i,0.0003166-0.00040964i,-0.00022597+0.00015926i,-0.00058919+0.00054838i,-0.00029833+0.0004202i,0.00056502+0.00064029i,0.00091459+0.00073653i,0.000445+0.00063939i,0.00020581+0.00073443i,0.00048882+0.00055107i,0.00039164-0.00031252i,0.00016975-0.00067671i,1.1609e-05+0.0002341i,-0.00059706+0.00037061i,-0.00020241+0.00028966i,1.3006e-05+0.00047274i
-0.0014375+0.0020202i,-0.0013836+0.0022267i,-0.0011247+0.001917i,-0.00080677+0.0024253i,0.00013304+0.0022825i,0.00073116+0.0011523i,0.00034595-0.0005893i,0.00051203-0.0012184i,0.00024644-0.00062379i,0.00014577+0.00028718i,0.00061841+0.0004512i,0.00069299-0.00035128i,0.00022204-0.00087364i,-0.00039455-0.0010215i,7.8381e-05-0.00058194i,0.00027907-0.00050923i,0.00036409-0.00071473i,0.00040432-0.00025115i,0.00016645+0.00039972i,-0.00013773+0.00027005i,-0.00062349+0.00011094i,-8.0205e-05+0.00018009i,0.00011286+0.00054062i
-0.0011361+0.0007389i,-0.0012648+0.00073868i,-6.2519e-05-0.00061745i,0.00014605-0.0014699i,-0.00083657-0.00093082i,-0.0011406+0.00053333i,-0.00088117+0.0014901i,0.00013281+0.0014682i,0.00078861+0.0008559i,-1.8061e-05-0.00025186i,-0.00065512-0.0010075i,-0.00051227-0.0010419i,-0.00050772-0.00034627i,-0.0002042+0.00034756i,-0.00023217+0.00039694i,0.00019458-0.00040063i,0.00077777-0.00099659i,0.00020655-0.00074689i,0.00032007-8.6255e-05i,0.00022666+0.00020601i,-0.00051077-0.00024547i,-0.00089898+0.00017957i,-0.0010699+0.00035052i
-0.0010438-0.00077491i,-0.00096968-0.00048597i,-0.00024502+0.0006213i,0.00048935+0.001876i,0.00091864+0.0019942i,0.00090074+0.00079605i,0.00055811-0.00038853i,0.0006722-0.001106i,0.00043222-0.00060919i,-0.00028907+0.00054752i,-0.00033595+0.00054843i,0.0002371+0.00044183i,0.0011186+0.00050472i,0.0010571+0.00034867i,0.00053173+0.00036619i,0.0002185+0.00011742i,-3.0554e-05-0.00015276i,7.1781e-05+3.5649e-05i,0.00062402-0.0002399i,0.00040896+0.00017812i,7.4564e-05+0.00089184i,-0.00016135+0.00058814i,-0.00059895+0.00027091i
-0.0013384-0.0016199i,-0.00058496-0.0018831i,-0.00061685-0.0019005i,-0.00025654-0.00026645i,0.00048223+0.00066364i,0.00040241+0.00062833i,-0.0002876-0.00044102i,-0.00044469-0.00011156i,-0.00037656+0.00045351i,-0.00020965+2.0868e-05i,0.00036661+8.703e-05i,0.00049861-0.00047317i,0.00060912-0.00036154i,0.00051867+0.00034484i,5.2557e-05+0.00049726i,-3.8651e-05+0.00062392i,0.00051788+8.0813e-05i,0.00072328-0.00032389i,0.00038441+2.5989e-05i,6.2289e-05+0.00041795i,0.00022847+0.00039775i,0.00048275+0.00016349i,0.00029725-0.00012682i
0.0020703+0.0016049i,0.0021376+0.0010353i,0.0026598+0.00056755i,0.0013202+0.0011391i,2.6121e-06+0.0007853i,0.00087707+0.00021203i,0.00086373+0.00074762i,0.00047428+0.00080545i,0.00024806+0.00032221i,-0.0007033+0.00018087i,-0.0012611+4.8562e-05i,-0.0010178-0.00047598i,-0.00056743-0.00077311i,-0.00059532-0.00012825i,-0.00088903+0.00017183i,-0.0012356-8.6516e-05i,-0.00043156-0.00035186i,9.9758e-05-7.3425e-05i,0.00010862-5.6275e-05i,0.00046359-0.0010185i,0.00070668-0.00094896i,-0.00024174-0.00089406i,-0.00046994-0.0011349i
0.00088463+0.0032308i,0.00058977+0.0018125i,-2.3123e-05+0.0014031i,0.000432+0.0016184i,0.00068185+0.0017922i,0.00060227+0.0015297i,3.6257e-05+0.00069443i,-0.00053352-0.00021356i,-0.0006155-0.00040678i,-0.0010726-0.00030402i,-0.0011953-6.2296e-05i,-0.00050858-0.00048652i,0.000128-0.00044397i,0.00021054+0.00039906i,0.00079154+6.0085e-05i,0.00081515-0.00066406i,0.00037335-0.00047548i,0.00060402+0.0002042i,-5.432e-05+0.00064535i,-0.00020122+0.00039991i,-2.769e-05+0.00046746i,-0.00024692+0.00035782i,-0.00065537-0.00015824i
-0.00024014+0.0011933i,-0.0013811+0.0017095i,-0.001121+0.0011229i,-0.00038496+0.0008402i,0.00011838+0.00083887i,0.00025884+0.00075286i,0.00059691+0.00073818i,0.00044495+0.00030459i,-0.00060241-0.00031833i,-0.00084133-0.00076216i,-0.00090199-0.0002663i,-0.00048686+0.00031918i,0.00078527+0.00038776i,0.0010596+0.00044783i,0.00072092+9.7453e-05i,0.00045884-0.00011004i,0.00015614+0.00066654i,-4.3818e-05+0.00065555i,-5.4783e-05+0.00026103i,3.2265e-05+0.00042003i,0.00032827-4.8769e-05i,-0.00062071-0.00031367i,-0.0013302+5.1334e-05i
-0.0034741-0.00010761i,-0.0036042-0.00028116i,-0.0020771+9.7333e-05i,-0.00053984+0.00049311i,0.00026371+0.001731i,0.00051151+0.0016321i,-0.00028634+0.00048686i,-0.00060472+2.3581e-05i,-0.00069833-0.00037508i,-0.00085139-0.0006247i,-0.00033335-0.00040285i,0.00034273-2.9089e-05i,0.0010788+0.00052794i,0.001315+0.00030557i,0.00089414-0.00015754i,0.00028791-0.00026534i,0.0006152-0.00012004i,0.00063388+0.00057194i,-0.00049413+0.00088923i,-0.0009415+0.0011106i,-0.00055566+0.00091608i,0.0006616+0.00023564i,0.0010347-7.4515e-05i
-0.0010934-0.00084787i,-0.00081608-0.0017036i,-8.076e-06-0.0010633i,0.00022983-3.4102e-06i,0.00061868+0.00047827i,0.00068549+0.00019204i,-4.5151e-06+0.00014393i,-0.00060879-0.00011861i,7.7198e-06+0.00011912i,0.00040911+0.00026361i,9.2099e-05-7.1435e-05i,-0.00021148+0.000326i,-0.0002588+0.00056627i,0.00067403+0.00010945i,0.00059024+5.3274e-05i,-0.00052146+0.00020146i,-0.0006953-0.00026582i,-0.0004373-0.00049014i,-0.00061457-5.3914e-05i,-0.00043296-0.00023975i,0.00075626-0.00068375i,0.0010307-0.0003887i,0.00071707-0.00033041i
0.0016159-0.0010064i,0.0018982-0.0013617i,0.0026936-0.0003919i,0.0013587+0.00028038i,-0.00010256+0.00017507i,0.00022535-0.0002213i,0.00050134+3.2488e-05i,-0.0007457+0.00075454i,-0.0014478+0.0006346i,-0.0010719-0.00014385i,-9.787e-05-2.979e-05i,0.00026549+0.00022324i,0.00018234-0.00020458i,0.00050622-2.5279e-05i,0.00069667+0.0005279i,-0.00019753+0.00077009i,-0.00045495+0.00011051i,0.00027331-0.00058913i,0.00019511-0.00062494i,0.00014715-0.00099713i,0.00069803-0.00090998i,0.0003067-0.00019995i,-0.00039003+0.00041647i
-0.00036002+0.0017554i,-0.00055839+0.0017953i,-0.0010742+0.0026109i,-0.00051777+0.0027997i,4.5656e-05+0.0024765i,0.0004564+0.00092253i,0.00038377-2.2544e-05i,8.2241e-05-0.00021935i,0.00051932-0.00036594i,0.00051034-5.7359e-05i,-7.6565e-05+0.00045659i,-0.00049665+0.0011359i,0.00017432+0.00070473i,0.00061-0.00054877i,0.001017-0.00055689i,0.00064886-0.00041402i,-0.00032871-0.00025221i,-0.0003778+0.00044689i,0.00011976+0.00067177i,0.00030535+0.00028519i,0.00049186-0.00038499i,0.00080988-0.00071332i,0.00095834-0.00038219i
-0.00084156+0.00084863i,-0.00024328+0.00057762i,3.2028e-05-0.00060158i,8.092e-05+0.00022726i,-0.0001153+0.00080637i,7.7983e-05+0.00054741i,0.00026085+6.235e-05i,0.00046043-9.2633e-05i,0.00041287-0.0007009i,0.00020312-0.0012226i,0.00018711-8.5979e-05i,1.2551e-05+0.00082108i,-0.00036276+0.00054072i,9.1183e-06-7.3275e-06i,0.00047348+3.9844e-05i,0.0005883+0.00030548i,0.00051931+0.00011585i,8.3727e-05-2.5388e-05i,-5.7684e-05+0.00026513i,-3.2667e-05-0.00022175i,0.00023917-0.00010505i,-9.0585e-05+0.00067702i,-0.0004988+0.00021931i
0.00044516+0.00058604i,0.00059127+0.00059636i,0.00066846+0.00026282i,0.00075891+0.00033794i,-6.6505e-05+0.0012235i,-0.00064833+0.00093129i,6.9719e-05-0.00039153i,0.00048918-0.00047419i,0.00022664-0.00018i,2.3148e-06-0.00024079i,-8.4894e-05-7.2247e-05i,0.00027715+0.00030926i,0.00039204+0.00023376i,-0.00027216+0.00028037i,-9.3896e-05+0.00084576i,0.00087275+0.0010044i,0.00068875+0.00016564i,7.983e-06-0.0003091i,-0.00030658-0.00069921i,-0.0003379-0.0012331i,-0.001025-0.0017782i,-0.00060004-0.0015233i,0.0013455-0.00026118i
-0.001391+0.00073931i,-0.0011454+0.0003695i,-0.0009378+0.00015654i,-0.00024736+0.0012927i,0.0010179+0.0017234i,0.0012793+0.0017371i,-0.00024+0.0013416i,-0.00094665+0.00016816i,-0.00018868-0.00015753i,0.00036533-2.1372e-05i,0.00055143+0.00077189i,0.00083567+0.00071178i,0.00038007-0.00014192i,-0.00020894-0.0004897i,8.6623e-05-0.00058146i,-0.00027411-0.00026477i,-0.00081382+0.00017441i,-0.0010083+0.0002616i,-0.00076395-0.00014459i,-0.00027025-0.00027045i,0.00050418+8.0388e-06i,0.00047367+0.00026349i,-0.00019797+0.00039889i
-0.00070851-0.00055893i,-0.00050374-0.00029222i,0.00013829-0.0005151i,0.00018924-0.00073824i,2.5137e-05-1.9427e-05i,0.00013867+0.00022249i,0.00035223-1.7469e-05i,-0.0001086-0.00095329i,9.8731e-05-0.0010114i,0.00068162-0.00064576i,0.00052118-7.3913e-05i,0.00038184+0.00056763i,-0.00034505+8.2642e-05i,-0.00098146-0.00055849i,-0.00084604-3.0721e-05i,-0.00040768+0.00067812i,-0.0001271+0.00085271i,2.9438e-05+0.00040531i,0.00042024-4.7425e-05i,0.00066698-0.00021022i,0.00017493+2.1463e-05i,-0.00032329+0.00051124i,-0.00039129+1.8194e-05i
-0.0019277-0.00091684i,-0.0014139-0.00012913i,0.00011762+0.00019483i,0.00070508+0.00062611i,0.00042035+0.0012127i,0.00046056+0.00098478i,0.000326+0.00094416i,0.0002221+0.00094226i,0.00017135+0.00068955i,-0.00029591+0.00065506i,-0.00088399+0.0007564i,-0.00053636+6.6838e-05i,-0.00036401-0.0002303i,-0.00073812+0.00015022i,-0.00035785+0.00023482i,-7.3671e-06-0.00020195i,-0.00051325-0.00011195i,-0.00074743+0.00014725i,-0.00048779-0.00077808i,-0.00011513-0.00077686i,-0.00032665+0.00050164i,-0.0005447+0.00087344i,-0.00023671+0.00050187i
0.001085-0.00043483i,0.00099123-9.6434e-05i,0.00092539+5.2543e-05i,0.00018717+0.00069361i,-0.00026258+0.0011936i,-0.00014481+0.0009311i,-0.00028951+0.00029745i,0.0002511+9.1669e-05i,0.00029579+9.2852e-05i,-5.9733e-06+0.0001712i,0.00039146+0.0005382i,-0.00020343+0.00040797i,-0.00060184-7.5167e-05i,7.1489e-05+0.00085887i,0.00049688+0.0016744i,0.00020324+0.0013659i,0.00058554+0.00084077i,0.00017063+0.00045872i,-0.00084079-0.00020689i,-0.0009232+3.8951e-05i,-0.00027616+0.00039528i,0.00035906+0.00013934i,-1.1041e-05+0.00052249i
-0.00066529+0.0014484i,-0.0012605+0.0019707i,-0.00053517+0.0014803i,0.00081666+0.00091849i,0.0013285+0.0010984i,0.0011776+0.00071702i,0.00084568+9.1681e-05i,-2.1306e-06+0.00026142i,-0.00076118+0.00033028i,-0.00062798+5.0488e-05i,-0.00014062+0.00049263i,0.00049236+0.00063366i,-0.00046395+0.00039039i,-0.00075938+5.2216e-05i,-0.00030151-0.00037507i,-0.00057743-0.00016989i,2.7684e-05+2.303e-05i,0.00058445+0.00013309i,0.00045303+0.00014459i,-0.00010777+0.00015787i,-0.00034374+0.00020835i,-0.00052963+0.00013713i,-0.00053447-6.9464e-05i
-0.0023773-0.00020676i,-0.0020327+0.00077682i,-0.0012515+0.00067594i,-0.00021636+2.5395e-05i,0.0010169+0.00091363i,0.0017898+0.0015198i,0.00095423+0.00086742i,-5.6311e-05-0.00035568i,-0.00050164-0.00074566i,0.00032191+5.6646e-06i,0.0013667+0.0005955i,0.0010095+0.00046875i,0.0010625+0.00054931i,0.0014619+0.00065681i,0.0011302+0.00047045i,0.00079059+7.5707e-05i,0.000527+0.00043687i,0.00012371+0.00072802i,0.00014483+0.00033292i,0.00067524-0.00045115i,0.00025523-0.00096298i,0.00016492-0.00063716i,0.00028197-0.00025614i
-0.00055-0.00095286i,-0.00048914-0.00012731i,-0.00051789+0.0010949i,-4.0568e-05+0.0014565i,0.00022076+0.0013719i,0.00030432+0.0016283i,0.00066645+0.00076211i,0.00074146-0.00019225i,-1.9495e-05-0.00013243i,-0.00036836+0.00012058i,-0.00017686+0.00023938i,-1.621e-06+3.4054e-05i,0.00030421-0.00029212i,0.0010385-9.3105e-05i,0.0015458+0.00029891i,0.0012473+0.00030283i,0.00035632+0.00045867i,0.00022008-0.00043881i,0.00053494-0.00050465i,0.00011037+0.00036301i,-0.00034376+0.00031555i,0.00024001-4.8142e-05i,0.001041+2.6439e-05i
-0.0015951-0.0018244i,-0.0021573-0.0011329i,-0.0025222-0.00084721i,-0.0021042-0.00047472i,-0.00029355+0.00080701i,0.0014653+0.00086358i,0.0010571-0.0010139i,-0.00038864-0.0014405i,-0.00020131-0.00015445i,0.0002599+0.00048701i,0.00029297+0.00045425i,0.00025526+0.00014093i,0.00048248+0.00036671i,0.00084885+0.0011166i,0.0011716+0.0011902i,0.00098713+0.00032308i,0.00016457-0.00091769i,0.00024046-0.0012533i,0.0010743-0.0010202i,0.00079359-0.00048776i,0.00057286+0.00015915i,0.00042445-0.00040707i,0.00035416-0.0010345i
-0.00021781-0.0031098i,-0.00047511-0.0029312i,-0.0008769-0.0022649i,-0.00016148-0.00088179i,0.0012241+0.00072011i,0.0013109+0.0014125i,0.00071022+0.00083168i,0.00013369+7.0734e-05i,-0.00028776-0.00017914i,-2.9248e-05+6.2734e-05i,1.155e-05+0.00040724i,-5.8365e-05+0.00056115i,0.00037566+0.00070637i,0.001122+0.00083256i,0.00071774+0.0009654i,0.00014213+0.00071523i,-0.00028949+0.00089796i,-3.8341e-05+0.0008772i,0.00027366+0.0004348i,6.9368e-05+0.00015323i,-0.0003475-0.00031398i,-0.0001489-0.00021578i,-0.00011764+9.1175e-05i
-5.859e-05-0.00058582i,-0.00016514-0.00072979i,-0.00076505-0.00036652i,-0.00027141+0.00049005i,7.0217e-05+0.0011511i,0.00061678+0.0005359i,0.0006111+0.00045154i,-6.0124e-05+0.00048441i,-0.00020723-0.00051052i,-0.00049021-0.00036008i,-0.00048521+5.9566e-05i,-0.00015276+0.00056006i,0.00014622+0.0007165i,5.2932e-05+1.2518e-05i,-9.1198e-05+0.0004362i,-2.7887e-05+0.00055558i,-0.00036097+0.00030123i,-0.00058513+0.00070907i,-0.0011059+0.00073943i,-0.00067107+0.00020197i,0.00017707-0.00012466i,-1.3255e-05-7.2026e-06i,-0.00041931+0.00014285i
-0.00055544-0.00043539i,-0.00050578-0.00051113i,-0.00023777-0.00093032i,-0.0008392-0.00049267i,-0.00083027+0.00020709i,-0.00010534+0.00055778i,-0.00039558+0.0007512i,-0.00058809+0.0010738i,-0.00053485+0.00064928i,-0.00055803-0.00096873i,-0.00064875-0.0014837i,-0.0012055-0.00081923i,-0.00079886-0.00011941i,-5.5549e-05+0.00036239i,-7.9759e-05-0.0001505i,-0.00034303-0.00063473i,-0.0010214-0.00012215i,-0.00080216+0.0007463i,-0.00015425+0.00066904i,0.00016286-0.00028884i,0.00064545-0.00048515i,0.00046776-0.00018709i,-0.00013866+0.00022057i
9.4272e-05-0.00060638i,-3.0308e-05+0.00048366i,-0.00022164+0.00093081i,-0.00014717+0.0013425i,-0.00091924+0.0019065i,-0.00063893+0.001089i,0.00010348+6.6294e-05i,-6.8658e-05-6.0121e-05i,-0.00054119-0.00031745i,-0.00080886-0.00022439i,-0.0011071+0.00054342i,-0.00044297+0.0004876i,0.00021005+1.7528e-05i,0.00060178-5.5433e-05i,0.0012482+0.00095507i,0.001146+0.0014188i,0.00085394+0.00064119i,-6.1756e-05+0.00047537i,-0.00090182+0.00037513i,-0.00060147-0.00028692i,-0.00030742-0.00059229i,-0.00017419-0.00047883i,0.00022334-0.00029083i
-0.0021319+0.001218i,-0.001739+0.0016864i,-0.0011701+0.0026951i,9.8622e-05+0.0023568i,0.0013127+0.0014548i,0.0015529+0.00045868i,0.00059079-0.00012632i,-0.00036285+9.9133e-05i,-0.00039287+7.9003e-05i,-8.1771e-05-0.00074122i,3.1838e-05-0.00080642i,-0.00010757-2.7641e-05i,-0.00026216+0.00029007i,-0.00025483-0.00015934i,0.00032317+0.00012251i,0.00016546-0.00019798i,-0.00098781-0.00079889i,-0.0012045-0.0005911i,-0.00029135-0.00021276i,-0.00072391+0.00030593i,-0.0017237+0.0011461i,-0.0015554+0.0014127i,-0.0011562+0.0011653i
-0.001086-0.00048263i,-0.0011181-0.00070288i,-0.0011124-0.00054726i,-0.00099549-0.00019042i,-0.0011579+0.0001744i,-0.0006011+0.00030056i,0.00020858+0.00013884i,1.1542e-07-5.5193e-05i,-0.00037984-0.00059896i,-0.00017938-0.00096533i,0.00028808-0.00034216i,0.00039682+0.00075481i,-7.4834e-05+0.00041193i,-0.00046503-0.00042505i,-0.00088574-0.00049833i,-0.0011796-0.00044289i,-0.00069026+0.000152i,-0.00041164+0.00032451i,-0.00042034-5.869e-05i,-0.0009229-0.00016996i,-0.00044076-0.00017748i,0.00084322-7.6933e-05i,0.00086302-7.4562e-05i
-0.00080696+0.00085244i,-0.00051815+0.00064404i,-0.00032427+0.0012158i,0.00070974+0.0024289i,0.0016632+0.0020271i,0.0010189+0.00095672i,0.00010092-0.00020029i,-0.00027324-0.0013275i,-0.00041822-0.0012341i,-7.3815e-05-0.00034588i,0.00068887+0.00039636i,0.00027194+3.6824e-05i,-2.3614e-05-0.00045572i,8.2341e-06-0.00067832i,-0.0002815-0.00083558i,-0.00030363-0.000742i,-0.00068069-0.00062561i,-0.0013172-0.00036538i,-0.0011184-0.00037355i,-0.00054149-0.00032628i,-0.00023898+0.0001277i,-0.00074337+0.00056637i,-0.00014791+0.00059727i
-0.0014055-0.00052318i,-0.0015873-0.00023963i,-0.0022484+0.00038438i,-0.001348+0.00058997i,1.2266e-05+0.00039936i,-2.2549e-06+0.00054575i,-0.00038592+0.00093117i,-0.00038759+0.00067794i,3.7278e-05+0.00075659i,0.00045615+0.0010734i,0.00092742+0.00093441i,0.00054816+0.00028237i,-0.00011847-0.0010706i,-0.00029771-0.0012521i,-0.00035891-0.0004922i,-0.00048872-0.00037365i,-0.0003718-0.00015094i,-0.00036005+0.00014657i,-0.00053671+0.00037663i,-0.00025776+0.00071426i,-0.00013162+0.00080235i,-0.00031417+8.6643e-05i,0.00016991-0.00016712i
0.00025168+0.001301i,0.0006114+0.00019418i,0.0011731-0.0013312i,0.00076529-0.0017712i,1.7508e-05-0.00071153i,-0.00058719+0.00063655i,-0.00045395+0.0004446i,-0.00011994-0.0005792i,4.7216e-05-0.00040161i,0.00024391-0.00022722i,0.00081666+5.0912e-05i,0.00042616+0.0010863i,-0.00095025+0.0014337i,-0.0014609+0.00017503i,-0.0016909-0.0010173i,-0.0019743-0.0011657i,-0.0010832-0.0010265i,-0.00018374-0.00046621i,0.00012123-0.00010609i,0.00080712+0.00015443i,0.00066945+0.00062805i,-4.1704e-05+4.3693e-05i,0.00045448+0.0001346i
-0.0015687-0.00042275i,-0.00037266-9.8307e-05i,-0.00013242+0.0007726i,-7.9786e-05+0.0015392i,0.00050902+0.0020515i,0.0011061+0.0013781i,0.00077482+0.000226i,0.00051787-0.00071037i,0.00031612-0.00071153i,-0.00033345-0.00022776i,-8.8117e-05+0.00065371i,0.00064933+0.0015123i,0.00056565+0.00085006i,0.00098819+0.0001216i,0.0015534+0.00030445i,0.0005359+0.0002321i,-0.00019881-0.00011901i,0.00011584+6.2163e-05i,0.00031649+6.3907e-05i,0.00020351-0.00022621i,9.7166e-05+9.3195e-05i,2.9315e-05+0.00023607i,0.00030683+2.8019e-05i
0.00012376-0.00032187i,0.00072797-0.001045i,0.0011506-0.0011031i,-0.00031787-0.00029185i,-0.001397+9.7862e-05i,-0.00080273+0.0010754i,-0.00082827+0.0020112i,-0.001289+0.0012764i,-0.0010018+0.00099796i,-0.00044653+0.00073143i,-0.00019841-2.4256e-06i,-0.00027485-0.00060354i,-0.00014098-0.00053768i,0.00023198+0.00018313i,-0.00016169+0.0006646i,-0.00069247+0.00043251i,-0.00054505-0.00015257i,0.00017609+0.00017142i,0.00063923+0.00086277i,0.00070092+0.00063781i,0.00093631+0.00054709i,0.0013326+0.0004042i,0.0012379+8.1774e-05i
-0.0021845+0.00090961i,-0.0013958+0.0015701i,-0.00048034+0.0022778i,-0.00010202+0.0015288i,0.00099375+0.00053208i,0.0011237+0.00012494i,0.00031266+0.00015647i,0.00015177+0.0006787i,0.00029068+0.00053603i,0.00093193-0.00014057i,0.0013072+0.00013859i,0.00078766+0.000638i,0.00024251+0.00026934i,0.00018474-0.0003135i,6.5556e-05-0.00058349i,-0.00025154-0.00069025i,-0.00015044-0.00039421i,0.00034935-6.3933e-05i,-0.00031698-5.6257e-05i,-0.00062136-0.000103i,0.000242-0.0001136i,0.00087487-0.00028979i,0.0003083-0.00021683i
0.0023576-0.00065888i,0.00079468-0.00080672i,-0.00077373-0.00056952i,-0.0009902+3.3977e-05i,-0.00020961+0.00078284i,3.1113e-06+0.0011943i,-0.00058315+0.0016015i,-0.00077871+0.0016985i,-0.00020842+0.0007427i,-0.00021669+0.00027303i,-0.00081509+0.00023208i,-0.00063551+0.00028464i,0.00012975+0.0010397i,0.00044335+0.00096465i,0.00034935+0.00044094i,-8.6694e-05+0.0006255i,-0.0001073+0.00090889i,0.00025552+0.00087092i,8.7377e-05+0.0013507i,-0.00081981+0.0010188i,-0.00055707-9.6732e-06i,8.7472e-05-0.00034166i,-0.00013349-7.5942e-05i
0.0016785+0.0013426i,0.00085468-0.00063041i,6.2427e-05-0.0011106i,-0.00056948-0.00020858i,-0.00018613+0.00049985i,0.00032147+0.0011051i,0.00046097+0.0011573i,6.739e-05+0.0004279i,-2.0939e-05-0.00014862i,0.00032014-5.7121e-05i,0.00050396+0.00040744i,0.00012462+0.00081895i,-0.00064225+0.00085639i,-0.00066575+0.00038602i,-0.00040079-0.00012102i,-0.00064389-0.00024841i,-0.00068157-0.00038402i,-0.00015839-0.00070751i,0.00097639-7.3949e-05i,0.0012292+0.0004315i,0.00051902+0.00020611i,-1.3424e-05-9.7228e-05i,-0.00041783-1.2001e-05i
-0.0011094-0.00047465i,-0.00074976+0.00074477i,-0.00047091+0.0013525i,-0.00025299+0.0013762i,0.00035799+0.0015878i,0.00046709+0.00094197i,-0.00047718+0.00032502i,-0.0009468+8.8311e-05i,-0.0008081-0.00046968i,7.195e-05-0.00040417i,0.00073006-0.0001831i,0.00024184-0.00045598i,-7.603e-05-0.00096733i,0.00031156-0.00086129i,0.00053236-0.00042274i,0.00024118-0.00047515i,8.5104e-05-0.00051714i,0.00034122-0.00020627i,0.00066353+0.00058519i,0.00072884+0.00028884i,0.00058171+9.7721e-05i,0.00074668+0.00011947i,0.00041561+0.00035868i
