-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
0.02396+0.058022i,0.057126+0.11793i,0.083+0.14397i,0.060066+0.10526i,-0.0013987+0.044395i,-0.034569+0.0096114i,-0.012115+0.0057398i,0.018332+0.0040703i,0.019325-0.0062924i,0.0081084-0.007943i,0.0018749-0.00023791i,-0.0029224+0.006942i,-0.0067233+0.0096311i,-0.00853+0.0092151i,-0.0064403+0.0071125i,-0.00024046+0.0038571i,0.0073542-0.0012646i,0.011716-0.0076151i,0.011577-0.010326i,0.0080669-0.0085911i,0.0030717-0.0061155i,-0.00050572-0.0014759i,-0.00091518+0.0030876i
-0.0075296+0.043841i,0.0033529+0.094504i,0.042712+0.10513i,0.07963+0.051913i,0.06728+0.0022919i,0.026938+0.0016217i,0.013055+0.015067i,0.019208+0.013292i,0.019149+0.0069418i,0.01392+0.006833i,0.010897+0.010174i,0.0098543+0.010121i,0.0092941+0.0066882i,0.0052693-9.0397e-05i,-0.0022147-0.0043031i,-0.0033058-0.00043246i,0.004842+0.0035596i,0.015269+0.0017332i,0.018615-0.002183i,0.01243-0.0048884i,0.0028425-0.0055333i,-0.0040078-0.003824i,-0.0053879-0.0013309i
-0.036545+0.041325i,-0.064414+0.084315i,-0.062338+0.10061i,-0.032592+0.047339i,-0.0046782-0.021436i,0.0052133-0.032892i,0.0058386-0.0030328i,0.014136+0.013577i,0.022541+0.0080618i,0.022721+0.0026999i,0.015985+0.00042453i,0.0064755-0.0033004i,0.00050978-0.0069718i,-0.0030085-0.0089219i,-0.0061032-0.0057005i,-0.0035676+0.0015834i,0.0054511+0.0051901i,0.014872+0.004065i,0.018381+0.003208i,0.013732+0.0025436i,0.0052774+0.00039377i,-0.0021118-0.0012961i,-0.0059378-0.0014721i
-0.044974+0.028399i,-0.067453+0.074618i,-0.056054+0.13526i,-0.011052+0.15292i,0.010875+0.097397i,0.0052717+0.044473i,0.0091814+0.034078i,0.016913+0.029299i,0.015663+0.015128i,0.0071132+0.0058026i,-0.00020717+0.0042423i,-0.0061898+0.0033493i,-0.0084014+0.0035893i,-0.0015897+0.0014395i,0.0032603-0.0019827i,0.001908-0.00052246i,0.0040614+0.004925i,0.010785+0.0097147i,0.016059+0.010978i,0.014155+0.0083484i,0.0066741+0.0026197i,0.00098407-0.0032982i,-0.0012319-0.0059123i
-0.039101-0.011991i,-0.056829+0.0027036i,-0.032456+0.029538i,0.039554+0.046723i,0.096982+0.045661i,0.078772+0.031349i,0.037146+0.018301i,0.021745+0.01283i,0.014153+0.012956i,0.0047393+0.016836i,0.00013348+0.017502i,0.0026537+0.013778i,0.0077445+0.0087748i,0.010486+0.0027818i,0.0057729-0.002394i,-0.0012041-0.00028711i,2.6641e-06+0.0067566i,0.0074498+0.012414i,0.011266+0.015073i,0.0082993+0.012078i,0.0036631+0.0033183i,0.0015707-0.0059087i,-9.821e-05-0.010004i
-0.048012-0.025534i,-0.094283-0.024959i,-0.12119-0.01376i,-0.10113-0.011405i,-0.05019-0.018269i,-0.013994-0.016695i,-0.008992-0.0035272i,-0.0077932+0.0074369i,0.0017128+0.009008i,0.0046009+0.007466i,0.0055945+0.0059723i,0.0049242-0.0010321i,0.00039645-0.0041605i,0.00075083+0.00087632i,0.0021119+0.004958i,5.4084e-06+0.0072748i,0.00078878+0.010698i,0.003514+0.016001i,0.0030083+0.019208i,0.0010094+0.015855i,0.0011527+0.007612i,0.0030411-0.0015822i,0.0033665-0.0063576i
-0.01039-0.020047i,-0.046954-0.011145i,-0.0846+0.043582i,-0.095854+0.10983i,-0.084961+0.12399i,-0.064118+0.088365i,-0.036547+0.057682i,-0.011307+0.036224i,-0.0027652+0.015137i,-0.0054911+0.0020973i,-0.0088241-0.0023886i,-0.0096363-0.0023172i,-0.0088475+0.0030108i,-0.003932+0.0095016i,0.0011019+0.0083848i,0.00075067+0.0044869i,0.00064966+0.0063267i,0.0025163+0.014913i,0.0017479+0.020856i,0.00040793+0.014889i,0.00259+0.0042239i,0.0079237-0.0028027i,0.010826-0.0063533i
0.013383-0.033845i,0.010908-0.059563i,0.013061-0.04863i,0.03815-0.0077105i,0.045392+0.029235i,0.027766+0.049614i,0.021566+0.041995i,0.021865+0.019007i,0.011208+0.0032978i,-0.002553+0.0001262i,-0.0064047+0.0032498i,-0.0036025+0.0057079i,-0.0024799+0.0050166i,-0.0051041+0.004393i,-0.0079938+0.0046322i,-0.0089721+0.0046626i,-0.0070843+0.0070777i,-0.005972+0.010909i,-0.0074158+0.011784i,-0.0066375+0.0096911i,-0.002121+0.0048995i,0.0050221-0.00021251i,0.008255-0.003741i
-0.0034293-0.020871i,-0.013611-0.059734i,-0.062658-0.10479i,-0.1099-0.12822i,-0.093499-0.1239i,-0.056737-0.088113i,-0.035197-0.043289i,-0.016528-0.017947i,-0.0018794-0.011208i,0.0039348-0.0098357i,0.0039911-0.0057249i,0.0051939-0.005185i,-0.00076944-0.007471i,-0.011201-0.0028916i,-0.013107+0.001522i,-0.0097783+0.0020459i,-0.0076071+0.0059881i,-0.009508+0.01077i,-0.012709+0.012407i,-0.010064+0.010342i,-0.0033426+0.0074179i,0.0040043+0.0074067i,0.0086246+0.0055169i
0.017472+0.01015i,0.013388+0.019052i,-0.030962+0.020721i,-0.094056+0.030896i,-0.12014+0.035622i,-0.1052+0.018947i,-0.068682+0.017135i,-0.023712+0.022091i,0.0040314+0.0072065i,0.0050014-0.0051564i,0.0010607-0.0056385i,-0.0027878-0.0029693i,-0.006545-0.00074619i,-0.0073842-0.0024426i,-0.0065599-0.0051173i,-0.0057387-0.0041959i,-0.0064077+0.002023i,-0.0078392+0.0071905i,-0.0086049+0.0087022i,-0.0059761+0.0082587i,-0.00024191+0.0063228i,0.005864+0.0060557i,0.0099382+0.0044816i
0.024172-0.0014654i,0.055308-0.0015816i,0.1005-0.015026i,0.13779-0.042497i,0.12585-0.049852i,0.063045-0.031725i,0.01617-0.0019889i,0.012367+0.01246i,0.017561+0.008024i,0.014902+0.0049389i,0.0074258+0.0066667i,0.0035653+0.0065983i,0.0032416-0.00021616i,0.00035218-0.0098261i,-0.0030877-0.013145i,-0.0040432-0.0090308i,-0.0066726-0.0025091i,-0.0085993+0.00036318i,-0.0081671-0.00067817i,-0.0082171-0.00063655i,-0.0075159+0.0030329i,-0.0048612+0.0076073i,-0.00037574+0.0097248i
-0.011003+0.006354i,-0.007123-0.018474i,-0.0017597-0.07948i,-0.0044578-0.16587i,-0.01076-0.19566i,-0.0072904-0.13965i,-0.0062075-0.068479i,-0.0033862-0.023758i,0.004568-0.0023942i,0.008407+0.003199i,0.0067082+0.00039236i,0.0028681-0.0036989i,0.00060152-0.0079242i,0.0008892-0.009577i,0.0030185-0.007159i,0.0018768-0.0046501i,-0.003726-0.0034744i,-0.0091765-0.0030482i,-0.010552-0.0022697i,-0.0083613+0.00064791i,-0.0075494+0.0054307i,-0.0075059+0.011042i,-0.0029842+0.01395i
-0.0010782+0.043304i,-0.001545+0.072745i,-0.035518+0.098787i,-0.060523+0.11044i,-0.04157+0.077654i,-0.025513+0.022084i,-0.033285+0.00069061i,-0.028573+0.01577i,-0.010991+0.021365i,-0.0084374+0.01278i,-0.012153+0.0081695i,-0.011335+0.003799i,-0.0090515+0.00038304i,-0.0010514-0.0010807i,0.0049139-0.0030675i,0.001809-0.0029137i,-0.0029679-0.0025964i,-0.0043886-0.0027092i,-0.0022451-0.0024292i,-0.001035-0.0019385i,-0.0029033-0.0015408i,-0.006549-0.00018882i,-0.006948+0.0027104i
0.013995+0.016991i,0.04466+0.069062i,0.084558+0.10079i,0.15397+0.086604i,0.19768+0.056053i,0.13634+0.018975i,0.048966+0.0021617i,0.011901+0.006806i,8.7303e-05+0.0084562i,-0.0077513+0.011237i,-0.0062078+0.012838i,-0.0014118+0.013i,0.0023487+0.013519i,0.0027486+0.0097953i,-1.7327e-05+0.0054989i,-0.0015504+0.0020608i,-0.00062286-0.0036411i,0.0001948-0.0091178i,-0.00015937-0.0094331i,-0.0013039-0.0064842i,-0.0052751-0.0062447i,-0.012797-0.0065997i,-0.017279-0.0020232i
-0.043956+0.01465i,-0.07684+0.044633i,-0.07778-0.00012569i,-0.045432-0.10113i,-0.016842-0.13098i,-0.0025781-0.089063i,-0.0058338-0.047771i,-0.018446-0.023566i,-0.021127-0.0095796i,-0.012933-0.010823i,-0.0053927-0.013999i,-0.0013152-0.015328i,-0.00072442-0.014324i,-0.00043699-0.0066913i,0.0010457+3.8102e-05i,0.0020114+8.5252e-05i,0.0017914-0.0026389i,0.0016223-0.0049573i,0.0022937-0.0044205i,0.0028766-0.00065371i,0.001442-0.00039341i,-0.0038546-0.0037242i,-0.0083076-0.0027296i
-0.032821+0.073772i,-0.13663+0.11857i,-0.23336+0.12718i,-0.24408+0.13771i,-0.19308+0.152i,-0.1054+0.10642i,-0.043263+0.034504i,-0.029204+0.0035826i,-0.019451-0.0040502i,-0.013742-0.014062i,-0.018427-0.014562i,-0.020783-0.0070063i,-0.020997-0.0023084i,-0.01667-0.0013964i,-0.0088375-0.0039223i,-0.0023151-0.0061496i,0.0046334-0.0058144i,0.010622-0.0031591i,0.014003-0.0010161i,0.013211-0.001919i,0.01023-0.0051796i,0.0072122-0.011889i,0.001092-0.016899i
-0.04618+0.028451i,-0.13011+0.041588i,-0.15399+0.060359i,-0.045724+0.095418i,0.06295+0.096222i,0.063209+0.057997i,0.021382+0.022373i,0.0086363-0.0001144i,0.0085235-0.018345i,0.0044946-0.020085i,0.0045391-0.0047697i,0.0080655+0.0033911i,0.0066961+0.00088765i,-7.749e-05-0.0010042i,-0.0053144-0.0018019i,-0.0037081-0.0022481i,0.0020527-0.0015031i,0.0082121-0.0017798i,0.011279-0.0014074i,0.0088055+0.0017854i,0.0051012+0.00044768i,0.0027305-0.0077948i,-0.0031033-0.013558i
-0.15591+0.0019573i,-0.25154-0.072304i,-0.25616-0.1882i,-0.18644-0.25675i,-0.12614-0.24354i,-0.088034-0.15869i,-0.043061-0.072472i,-0.016019-0.040216i,-0.0049861-0.025414i,0.010721-0.011874i,0.015658-0.01066i,0.011836-0.014008i,0.0087988-0.019726i,0.0043724-0.019036i,0.005117-0.010578i,0.0087711-0.0032854i,0.0093394+0.0020929i,0.0090439+0.0081246i,0.0095707+0.013317i,0.0091064+0.015752i,0.0078599+0.015071i,0.008256+0.010536i,0.0077048+0.0025424i
-0.15462-0.012713i,-0.27417-0.10572i,-0.32623-0.20408i,-0.31885-0.17095i,-0.26835-0.050899i,-0.17232+0.0050218i,-0.081768+0.0022351i,-0.025861+0.0011959i,0.006494+0.0073794i,0.015726+0.0051357i,0.0034396+0.0019385i,-0.0077811+0.0039551i,-0.0067663+0.0019457i,0.00021077-0.0035072i,0.00797-0.0070383i,0.010176-0.0073401i,0.0068515-0.0027275i,0.0064736+0.0048914i,0.0085908+0.010538i,0.0085349+0.012149i,0.0078511+0.011873i,0.011469+0.0088976i,0.013754+2.694e-05i
-0.095688-0.1863i,-0.14274-0.33298i,-0.10733-0.34182i,-0.0047659-0.20454i,0.068009-0.091451i,0.061099-0.061575i,0.017425-0.039897i,0.0055766-0.0098908i,0.012001+0.0016634i,0.0060466+0.0090844i,-0.00022597+0.015884i,0.0052198+0.015586i,0.016549+0.010419i,0.018145+0.0061311i,0.010617+0.0070772i,0.0037955+0.007795i,-0.0010207+0.0065059i,-0.0020787+0.009414i,0.00029085+0.012044i,-0.00086768+0.0090924i,-0.0066465+0.0062395i,-0.0093093+0.0046718i,-0.0070896+0.00082609i
-0.10897-0.25345i,-0.078111-0.45262i,0.0020073-0.50624i,0.04-0.42082i,0.021042-0.32953i,-0.021235-0.21712i,-0.035915-0.09343i,-0.018643-0.027063i,-0.013992-0.0030538i,-0.016715+0.010117i,-0.012166+0.0057953i,-0.0084287-0.0048126i,-0.0040343-0.0056703i,0.00042859+0.0021799i,0.0026163+0.012763i,0.0047118+0.01355i,0.0055857+0.006829i,0.0020935+0.0047639i,-0.0027337+0.0078552i,-0.0057761+0.0097315i,-0.011869+0.010013i,-0.016027+0.013416i,-0.0093813+0.014174i
0.098076-0.20522i,0.21348-0.34271i,0.20548-0.37799i,0.063063-0.26232i,-0.02763-0.106i,-0.016815-0.03623i,-0.0042699-0.030795i,-0.02346-0.012022i,-0.031778+0.011218i,-0.025846+0.01237i,-0.023669+0.0036813i,-0.021066+0.0062069i,-0.013123+0.016402i,-0.0082007+0.018031i,-0.0076405+0.011822i,-0.0050534+0.0030908i,-0.0031432-0.0032861i,-0.0053152-0.001156i,-0.0055341+0.0038424i,-0.0016464+0.0037029i,-0.0012518-0.002612i,-0.0041352-0.0065763i,-0.0017593-0.006061i
0.29061-0.26296i,0.46331-0.33092i,0.43793-0.28481i,0.282-0.15966i,0.19645-0.049894i,0.13264-0.043835i,0.039489-0.057519i,-0.0045333-0.029364i,-0.0061271-0.012891i,-0.0086575-0.01643i,-0.0031996-0.0156i,0.0049483-0.0098518i,0.0028917-0.0030255i,-0.0065747+0.00070528i,-0.016069+0.001278i,-0.014997+0.0017654i,-0.0063785+0.0026339i,-0.0022889+0.0025448i,-0.0018479+0.0019103i,0.00075723-0.0028044i,-0.00058544-0.013981i,-0.010079-0.022892i,-0.016241-0.019719i
0.24542-0.064324i,0.38217-0.045884i,0.38028-0.05766i,0.23634-0.11183i,0.085449-0.11594i,0.025399-0.079311i,0.00091846-0.055902i,-0.018088-0.043791i,-0.022868-0.043436i,-0.018069-0.04133i,-0.0072951-0.032306i,-0.0093265-0.025977i,-0.023665-0.021787i,-0.028465-0.018486i,-0.019985-0.015317i,-0.0059393-0.0098712i,0.0035811-0.0055426i,0.0034508-0.0058964i,0.00084414-0.0051991i,0.0027885-0.0027968i,0.0056079-0.0055786i,0.0036751-0.010568i,-0.001185-0.0092967i
0.36063+0.25298i,0.48332+0.35407i,0.3953+0.27046i,0.16183+0.129i,-0.022526+0.080971i,-0.041159+0.068708i,-0.0011531+0.019925i,-0.0070762-0.012362i,-0.015746-0.011392i,-0.0079884-0.0047367i,0.00017438+0.0052363i,0.0033602+0.0088156i,0.00040679+0.0037236i,-0.0012634-0.0058926i,-0.00070476-0.015425i,0.0013709-0.015019i,0.0040934-0.0094811i,0.0046213-0.0076208i,0.0053414-0.0065622i,0.0089956-0.0026919i,0.016926-0.0020285i,0.023566-0.010379i,0.019999-0.017644i
0.22915+0.24325i,0.29428+0.33672i,0.24948+0.23996i,0.14601+0.085103i,0.082119+0.041934i,0.064622+0.03573i,0.04532-0.0033943i,0.024622-0.02059i,0.031819-0.010582i,0.040883-0.003004i,0.035134+0.00093309i,0.030162-0.0059056i,0.025753-0.023097i,0.018818-0.033263i,0.014778-0.025184i,0.012988-0.0093902i,0.0087562-0.00037022i,0.0045799-0.00015958i,0.0035433-0.0018138i,0.0070707+0.0020684i,0.014298+0.0039032i,0.017049-0.0019487i,0.011786-0.009887i
-0.21197+0.33203i,-0.28726+0.43866i,-0.20019+0.30222i,-0.10499+0.028482i,-0.10934-0.13667i,-0.09599-0.12515i,-0.040357-0.06068i,-0.0058624-0.036882i,0.0066014-0.028995i,0.0046018-0.019468i,-0.0077028-0.0089026i,-0.011695-0.0025836i,-0.0083088-0.0053282i,0.0013489-0.0075395i,0.013573-0.0051206i,0.016538-7.3909e-05i,0.012636+0.0042762i,0.010716+0.0059797i,0.012183+0.0050247i,0.012491+0.005492i,0.012+0.011479i,0.013487+0.016853i,0.013276+0.014606i
-0.21879+0.30818i,-0.28447+0.39168i,-0.18113+0.29712i,-0.086714+0.12924i,-0.12417+0.055465i,-0.1358+0.056719i,-0.069095+0.037881i,-0.019809+0.014995i,-0.0123+0.016354i,-0.018971+0.024924i,-0.018578+0.029344i,-0.0013416+0.029641i,0.018716+0.025018i,0.028957+0.020028i,0.025591+0.016887i,0.012234+0.014111i,0.0034669+0.0095i,0.0052164+0.0029186i,0.0094945-0.0010655i,0.0079606+0.00091923i,0.0045443+0.01063i,0.0071983+0.017918i,0.013018+0.014231i
-0.23732-0.20165i,-0.28714-0.2727i,-0.14827-0.21705i,0.049683-0.15203i,0.12707-0.14634i,0.096573-0.10307i,0.047515-0.03897i,0.019972-0.0036872i,0.011799+0.013819i,0.0079632+0.013591i,0.0037661+0.0016914i,0.0027978-0.0069141i,0.0057411-0.0061574i,0.0057846+0.0048411i,0.0011802+0.018752i,-0.0023026+0.023057i,-0.003669+0.01588i,-0.002862+0.0089231i,0.001354+0.0056888i,0.0037745+0.0039452i,-0.0020166+0.0064655i,-0.010821+0.010742i,-0.013373+0.010938i
-0.31446-0.31604i,-0.38374-0.3741i,-0.27756-0.26902i,-0.13334-0.18164i,-0.090553-0.20254i,-0.11326-0.1812i,-0.08708-0.089908i,-0.03562-0.027954i,-0.011496-0.017847i,-0.011914-0.026216i,-0.020933-0.023832i,-0.022595-0.0041203i,-0.017642+0.01646i,-0.018385+0.028928i,-0.019363+0.02859i,-0.015109+0.014829i,-0.0089262+0.0031951i,-0.0014212+0.0033577i,0.0067496+0.0052722i,0.0080223+0.0022705i,-0.0034502+0.00062011i,-0.015205+0.007491i,-0.013795+0.016566i
0.21626-0.21855i,0.27128-0.20884i,0.23318-0.081386i,0.16475+0.034619i,0.11915+0.080285i,0.070674+0.065608i,0.021773+0.030415i,-0.0066204+0.0072707i,-0.018859-0.0012344i,-0.019641-0.0037i,-0.012949+0.00072918i,-0.0026747+0.0072539i,-0.00053023+0.0096484i,-0.0099878+0.0051513i,-0.023051-0.00096693i,-0.02774-0.0028145i,-0.020871-0.0034121i,-0.010279-0.0023646i,7.1145e-05+0.00098988i,0.0055279+0.0012455i,0.0012304-0.004304i,-0.0065353-0.010262i,-0.0093803-0.0098119i
0.49292-0.34828i,0.55371-0.39577i,0.41241-0.24145i,0.27264-0.091591i,0.20722-0.1034i,0.13098-0.16103i,0.042631-0.13428i,0.0025376-0.060561i,0.0090143-0.01667i,0.020439-0.0073215i,0.017074-0.0093378i,0.0049937-0.010096i,-0.0096613-0.010247i,-0.024485-0.013906i,-0.029737-0.016615i,-0.021334-0.012644i,-0.0090604-0.005021i,-0.0033239+0.0012154i,0.00056732+0.0065726i,0.0072893+0.0052318i,0.0071621-0.0063529i,-0.0046225-0.016155i,-0.017227-0.011363i
0.30831+0.14641i,0.28404+0.19909i,0.14213+0.18677i,0.020524+0.14144i,-0.042657+0.10313i,-0.072743+0.069395i,-0.064111+0.037439i,-0.036371+0.010904i,-0.014654-0.007702i,-0.0070912-0.018303i,-0.012476-0.01782i,-0.015992-0.0093766i,-0.014615-0.0067978i,-0.011719-0.013748i,-0.0062388-0.02327i,-5.7082e-05-0.027415i,0.002862-0.023732i,0.0010196-0.014114i,-0.00091002-0.0023416i,0.0017619+0.0023672i,0.0074461-0.0014784i,0.010944-0.0072456i,0.0076963-0.0081476i
0.39504+0.57265i,0.41451+0.6571i,0.2526+0.48999i,0.11038+0.28101i,0.10429+0.15901i,0.1436+0.071307i,0.11886+0.009606i,0.056985-0.00012037i,0.019692+0.016792i,0.00047467+0.024313i,-0.011428+0.018743i,-0.011766+0.010783i,-0.0044025-0.0009771i,0.0063317-0.017615i,0.012393-0.0265i,0.0087681-0.021549i,0.0017625-0.012555i,-0.0028485-0.0078426i,-0.006168-0.0051792i,-0.0032386-0.00016281i,0.0079359+0.001414i,0.013935-0.0061204i,0.0078783-0.015718i
0.02791+0.32109i,-0.04768+0.3146i,-0.09865+0.2218i,-0.084934+0.12841i,-0.061595+0.031229i,-0.063602-0.039456i,-0.050704-0.052488i,-0.010139-0.043011i,0.016712-0.032791i,0.021453-0.028067i,0.014411-0.02668i,0.0055532-0.019487i,0.0072629-0.011486i,0.017395-0.0096757i,0.024671-0.007526i,0.023578-0.0020557i,0.015827+5.8107e-05i,0.0065758-0.002401i,-0.00032883-0.0036568i,-0.0019574-0.0024167i,0.0015772+0.0017359i,0.0049067+0.0060097i,0.0032576+0.0060245i
-0.49229+0.33033i,-0.60778+0.34714i,-0.44593+0.25371i,-0.20354+0.14951i,-0.082635+0.092015i,-0.031804+0.073384i,-0.0095465+0.051406i,-0.026033+0.028042i,-0.037443+0.0077568i,-0.031145-0.020191i,-0.024862-0.036286i,-0.016709-0.031264i,-0.0048731-0.020804i,0.0074634-0.0081335i,0.014702+0.0038368i,0.013748+0.006602i,0.010143+0.0010176i,0.0066855-0.0054242i,0.0027077-0.010558i,-0.00091334-0.01017i,-0.0026899-0.001218i,0.00035854+0.0065259i,0.0071612+0.0065151i
-0.23271+0.056539i,-0.23792-0.024806i,-0.18528-0.065893i,-0.11371-0.03021i,-0.037748-0.0090467i,-0.0226-0.023665i,-0.026942-0.011634i,0.0054404+0.021639i,0.033307+0.032303i,0.037753+0.0203i,0.032212+0.0017198i,0.020803-0.0091841i,0.010864-0.0014088i,0.0083714+0.015259i,0.0067666+0.024734i,0.0024952+0.021323i,0.00025592+0.010613i,0.00068837-0.00032498i,0.0014525-0.0087959i,-0.00017393-0.011536i,-0.0045712-0.0061566i,-0.0074918+0.00044808i,-0.004851+0.0026408i
-0.061404-0.4624i,-0.12766-0.61219i,-0.17418-0.44002i,-0.11625-0.15419i,0.0047599-0.022571i,0.048809-0.0062717i,0.025418-0.00086724i,0.013124-0.016187i,0.022129-0.034623i,0.040945-0.035609i,0.044102-0.033037i,0.025154-0.023081i,0.011679-0.0044722i,0.0066839+0.0090809i,0.00010186+0.01146i,-0.0031596+0.0079342i,6.5989e-05+0.0054507i,0.0036519+0.0031589i,0.0050568-0.0011221i,0.0043909-0.0081952i,-0.0027157-0.014468i,-0.010027-0.010878i,-0.010228+0.00068317i
0.11564-0.21528i,0.15341-0.23315i,0.12227-0.12029i,0.062647-0.0066718i,-0.0017809-0.0020485i,-0.045454-0.066588i,-0.063246-0.071411i,-0.057451-0.013449i,-0.031476+0.024976i,-0.0049947+0.030318i,0.013819+0.025401i,0.022643+0.015968i,0.012314+0.005641i,-0.0083284+0.0011355i,-0.021169-4.9029e-05i,-0.019003-0.0014215i,-0.0082445-0.0015181i,0.002532-0.0017898i,0.0079541-0.0040468i,0.0056006-0.008784i,0.0005082-0.014215i,-0.0036192-0.014498i,-0.0046928-0.0071392i
0.61163+0.099373i,0.77864-0.026024i,0.56031-0.13023i,0.24267-0.038777i,0.12131+0.13623i,0.086407+0.17388i,0.026448+0.098361i,0.0042336+0.053199i,0.020651+0.045384i,0.031568+0.043087i,0.035092+0.032374i,0.031042+0.0092508i,0.013845-0.0007386i,0.00025489+0.0048424i,-0.00031396+0.0050246i,0.00020832+0.0010215i,-0.0016932+0.00057604i,-0.0032609+0.0012096i,-0.0023185+0.00098863i,0.0043579-0.0035637i,0.010909-0.012104i,0.0082668-0.016136i,2.6678e-05-0.011961i
0.3694+0.30419i,0.38121+0.24321i,0.16377+0.089154i,-0.022533-0.00020864i,0.00076839-0.070902i,0.080278-0.15703i,0.060307-0.15507i,0.0020087-0.08642i,-0.022045-0.025969i,-0.026415+0.0069571i,-0.02278+0.018194i,-0.017364+0.018582i,-0.014209+0.01097i,-0.0085321-0.0050458i,-1.2882e-05-0.016483i,0.0051991-0.013288i,0.0040845-0.0021668i,0.00094062+0.0062605i,0.00043463+0.005811i,0.004122-0.002424i,0.0086463-0.0088493i,0.0097466-0.0091703i,0.0066041-0.0045898i
-0.06706+0.6866i,0.034201+0.81028i,0.11369+0.61995i,0.027065+0.37656i,-0.15785+0.28826i,-0.23559+0.23807i,-0.17579+0.13451i,-0.096923+0.054534i,-0.058992+0.028596i,-0.040699+0.026308i,-0.019467+0.029319i,-0.000808+0.027186i,0.00063454+0.013065i,-0.0066276+0.0030363i,-0.0074707+0.0042919i,-0.0036544+0.0031758i,-0.0027126-0.00080634i,-0.0020915-0.0027596i,-0.0015776-0.0018963i,-0.00022056+0.0042067i,0.0090582+0.009199i,0.017145+0.0039652i,0.014401-0.0034365i
-0.3275+0.45965i,-0.16965+0.42385i,0.050375+0.16473i,0.14828-0.028484i,0.22042-0.023531i,0.29533+0.025811i,0.2429+0.0087142i,0.11185-0.018498i,0.025519-0.023061i,-0.0083975-0.029249i,-0.017705-0.024256i,-0.0093549-0.011712i,0.0039699-0.0086933i,0.014712-0.0024421i,0.019953+0.0092072i,0.012673+0.013254i,-0.0013687+0.0092008i,-0.0095859+0.004408i,-0.0073339+0.003942i,0.0003548+0.0053687i,0.0046309+0.0045941i,0.0031361+0.0047618i,-0.00097039+0.0074647i
-0.61257-0.037782i,-0.68483-0.027737i,-0.53819-0.01076i,-0.38377-0.050655i,-0.36589-0.15154i,-0.34133-0.21528i,-0.21205-0.18829i,-0.081314-0.1277i,-0.027172-0.086913i,-0.019521-0.048768i,-0.015998-0.012545i,-0.0099145+0.00023076i,-0.0056865-0.0069055i,-0.0053011-0.012429i,-0.0066543-0.0078411i,-0.0037039-0.0012893i,-0.00014822+0.00014495i,-0.00080129+0.0023118i,-0.0038334+0.0032514i,-0.010265+0.0028965i,-0.015211+0.011533i,-0.0080716+0.022193i,0.0044395+0.01991i
-0.34665-0.34478i,-0.27123-0.22016i,-0.080098+0.016015i,0.076301+0.17514i,0.13917+0.27267i,0.11088+0.33065i,0.060049+0.25642i,0.023268+0.10997i,0.00721+0.020992i,0.018315-0.010525i,0.015609-0.024468i,-0.0035609-0.018342i,-0.0058029+0.00013209i,-0.0039427+0.012364i,-0.012403+0.015257i,-0.015573+0.0074905i,-0.010953-0.0073406i,-0.0089609-0.014595i,-0.0093482-0.0079069i,-0.0094912+0.00062934i,-0.0095774+0.0043508i,-0.0099205+0.004116i,-0.011523+0.00070608i
0.071682-0.52509i,0.13042-0.55074i,0.13946-0.41288i,0.12859-0.3361i,0.11529-0.4002i,0.10479-0.414i,0.099233-0.25856i,0.10115-0.089534i,0.091505-0.022592i,0.05256-0.013373i,0.009321-0.0020661i,-0.0012753+0.018521i,0.013135+0.022401i,0.016592+0.0076917i,0.0083698-0.0035246i,0.0021009-0.0023619i,-0.00072564+0.0037922i,-0.0036549+0.0056744i,-0.0069104+0.002888i,-0.0088113-0.005187i,-0.016222-0.013461i,-0.024079-0.0077837i,-0.01844+0.004147i
0.3743-0.19639i,0.33255-0.17992i,0.097028-0.083672i,-0.090037+0.090757i,-0.16466+0.24089i,-0.18482+0.2691i,-0.11122+0.16971i,-0.0089919+0.043495i,0.024874-0.0093383i,0.026644+0.0077396i,0.034015+0.013207i,0.026785-0.012036i,0.0025137-0.020525i,-0.011473-0.011313i,-0.0099589-0.010418i,-0.0016199-0.010714i,0.010685-0.0071112i,0.015711-0.0066492i,0.0088468-0.006073i,-0.00040158-0.0052724i,-0.005705-0.0070561i,-0.0062812-0.0095616i,-0.0034566-0.010153i
0.46984+0.13068i,0.52637+0.19187i,0.39707+0.10437i,0.30684-0.013349i,0.38888-0.078317i,0.4042-0.11369i,0.23224-0.074005i,0.061027+0.0036822i,-0.004956+0.041507i,-0.012463+0.031371i,-0.01604-0.00053466i,-0.033064-0.0070374i,-0.031536+0.01311i,-0.011575+0.014574i,0.00021385+0.0046505i,0.003534+0.00051884i,0.0005972-0.0029988i,-0.0041497-0.0050141i,-0.0039805-0.0035683i,0.0014875-0.0029902i,0.0067332-0.0097623i,0.0019057-0.016556i,-0.0062492-0.011318i
