-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
0.0068137+0.00023382i,0.012832-0.0030503i,0.015744-0.0011283i,0.0039101+0.0056498i,-0.023908+0.0063185i,-0.051527-0.0082787i,-0.058204-0.02778i,-0.042721-0.03461i,-0.023389-0.030511i,-0.011093-0.022063i,-0.0057315-0.013567i,-0.0044386-0.0062297i,-0.0042123+0.00064605i,-0.0030848+0.0045043i,-0.0012427+0.0059293i,0.0016798+0.0057815i,0.0040277+0.00012948i,0.003698-0.0097397i,0.0026519-0.016i,0.0032918-0.01626i,0.004332-0.013777i,0.0038624-0.0088203i,0.00372-0.0027194i
0.0021163+0.0083082i,0.00094929+0.013694i,0.0011684+0.015486i,0.0085401+0.01401i,0.023392+0.021989i,0.033999+0.041672i,0.02734+0.053718i,0.0098291+0.047781i,-0.0013143+0.035287i,-0.0021752+0.022496i,3.0837e-06+0.011059i,0.00078251+0.0025806i,0.00088563-0.0037254i,0.00166-0.0070558i,-0.00049586-0.0065266i,-0.0041493-0.0027417i,-0.0010854+0.0046604i,0.010943+0.012447i,0.020179+0.013735i,0.016242+0.0087475i,0.0070221+0.0045242i,0.0012388+0.001856i,-0.0018997-0.00019079i
-0.0083556-0.0030446i,-0.011241-0.0083813i,-0.011318-0.011402i,-0.0075229-0.014772i,-0.0036443-0.029075i,0.0045582-0.048179i,0.016995-0.051636i,0.022442-0.038244i,0.019182-0.021295i,0.0116-0.0099777i,0.0052537-0.0043633i,0.0028048-0.00090725i,0.0021921+0.0020191i,0.0015738+0.0028707i,0.0016375-0.00041048i,0.0016551-0.0058518i,-0.0059671-0.0087685i,-0.02285-0.006183i,-0.032896+3.5977e-05i,-0.025769+0.0054747i,-0.012998+0.007265i,-0.0047782+0.0059634i,0.00077242+0.0031402i
0.009543+0.00080336i,0.016151+0.0021504i,0.018128+0.0075057i,0.011594+0.016904i,-0.0042573+0.028542i,-0.027277+0.033767i,-0.041704+0.024719i,-0.037978+0.010187i,-0.026405+7.1761e-05i,-0.014496-0.0031724i,-0.0052089-0.0032318i,-0.0024326-0.0031095i,-0.0031615-0.0023016i,-0.0025041-0.00016808i,-0.0024305+0.0033357i,-0.0011383+0.0068975i,0.0065917+0.0048426i,0.018527-0.0053524i,0.024555-0.016475i,0.019853-0.020635i,0.011163-0.018716i,0.0051296-0.013331i,0.0017149-0.0063957i
-0.0022423+0.0039822i,-0.007596+0.0059848i,-0.0083719+0.0026124i,0.00056326-0.0053082i,0.020715-0.010783i,0.041657-0.0055887i,0.044991+0.0081464i,0.033336+0.017958i,0.020667+0.017174i,0.011326+0.011601i,0.0059989+0.0072593i,0.0035903+0.0040519i,0.0023606+0.0007208i,0.0011114-0.0028289i,-2.0968e-05-0.0066768i,-0.0033149-0.0083908i,-0.0072129-0.001534i,-0.0077875+0.012046i,-0.0067187+0.021577i,-0.0043652+0.022195i,-0.0018394+0.018752i,-0.00095079+0.012774i,-0.00088739+0.00631i
0.00015631-0.0055994i,0.00041011-0.0084432i,0.0012933-0.0071832i,-0.0035358-0.0026026i,-0.01641-0.0043995i,-0.026056-0.020064i,-0.022511-0.034145i,-0.012439-0.031873i,-0.0049612-0.022507i,-0.0027054-0.015115i,-0.0030984-0.0091409i,-0.0025022-0.003698i,-0.0013906+0.0010925i,-0.0001099+0.0039208i,0.0017833+0.0050564i,0.0033001+0.0024631i,-0.00092702-0.0043492i,-0.010101-0.011095i,-0.014231-0.013847i,-0.011016-0.013761i,-0.0062538-0.01217i,-0.0025178-0.0073651i,0.00099139-0.0031265i
0.0040442+0.0052618i,0.0059539+0.0084261i,0.0069937+0.010928i,0.0091028+0.012612i,0.012054+0.019204i,0.0085509+0.032035i,-0.0021645+0.03636i,-0.010246+0.027139i,-0.010388+0.017139i,-0.0052129+0.010301i,-0.0011135+0.0054811i,-0.00054177+0.0024642i,-0.0013089-0.00034684i,-0.0026311-0.0026479i,-0.0041604-0.002137i,-0.0029541+0.00044663i,0.0052557+0.0016762i,0.018483-0.0016457i,0.024128-0.0058287i,0.017798-0.0054371i,0.0082163-0.0029828i,0.0011577-0.0016471i,-0.0035801-0.00099074i
-0.0053794-0.0037863i,-0.0093361-0.0044005i,-0.012182-0.0053089i,-0.0092985-0.0076879i,0.001318-0.015871i,0.015721-0.024141i,0.025057-0.020948i,0.023327-0.012093i,0.015743-0.0053266i,0.0080392-0.00079381i,0.0030176+0.00094637i,0.0016501+0.00066454i,0.0021607+0.00010737i,0.0031832-1.2611e-05i,0.003221-0.0016118i,0.00025094-0.0020981i,-0.0082361+0.00371i,-0.017101+0.016232i,-0.017788+0.024783i,-0.010838+0.022867i,-0.0025582+0.016988i,0.002629+0.010829i,0.0054776+0.0048153i
0.0040315+0.00012003i,0.0089329-0.00077115i,0.011756-4.0138e-05i,0.0070053+0.0047058i,-0.0050657+0.010203i,-0.021405+0.0076846i,-0.029096-0.0021098i,-0.022253-0.0077164i,-0.013399-0.0073513i,-0.0074649-0.0059158i,-0.00282-0.0042549i,-0.0011609-0.0027754i,-0.0016696-0.00084558i,-0.0022407+0.0014693i,-0.0020325+0.0025677i,-0.00031963+0.00081941i,0.002008-0.0078047i,0.0015257-0.021824i,-0.00057242-0.030276i,-0.0027448-0.028281i,-0.005737-0.021455i,-0.0065165-0.014232i,-0.0049427-0.007075i
0.0029469+0.0039718i,0.0011231+0.0057834i,0.00071488+0.0058581i,0.0041613+0.0037587i,0.014301+0.0034091i,0.023742+0.0088847i,0.020551+0.016358i,0.011257+0.017555i,0.006569+0.013653i,0.0040227+0.009723i,0.00098462+0.0066676i,-0.0010593+0.0035405i,-0.002134+0.00086793i,-0.0026149-0.0017076i,-0.0027467-0.0041146i,-0.0018571-0.0018836i,0.0027277+0.0055664i,0.011482+0.014737i,0.016622+0.019491i,0.015596+0.018271i,0.012979+0.013615i,0.0086947+0.0077735i,0.0038459+0.0041864i
-0.0034189-0.00080803i,-0.0038213-0.0035105i,-0.0014548-0.0044244i,-0.0012778-0.0033057i,-0.0047107-0.0069467i,-0.0062136-0.017658i,-0.0016288-0.023325i,0.0015744-0.018752i,0.0012725-0.01171i,0.00084437-0.0071183i,-0.00023443-0.0054235i,0.00049956-0.0045421i,0.0024164-0.0026595i,0.0031326-9.8438e-05i,0.0030848+0.0015598i,0.00044832+0.00076218i,-0.0086799+0.0012171i,-0.019372+0.0032112i,-0.022044+0.0024743i,-0.017264-0.00082846i,-0.012041-0.0023972i,-0.0061637-0.002151i,-0.00064516-0.0027583i
0.004619+0.0015201i,0.0067268+0.0029244i,0.0078432+0.0059149i,0.0075341+0.00976i,0.0057208+0.014346i,-0.0014611+0.018627i,-0.010626+0.01649i,-0.01234+0.0084778i,-0.0097527+0.003693i,-0.0055293+0.0029289i,-0.0012926+0.0022141i,-0.00085168+0.0014498i,-0.0030134+0.0012562i,-0.0042672+0.0011631i,-0.0040432+0.00044877i,-0.0011245-0.0029973i,0.0046669-0.011188i,0.010813-0.02003i,0.012287-0.021684i,0.0080154-0.016523i,0.0033018-0.01087i,-0.00082721-0.0060419i,-0.0040432-0.00091696i
0.00072211+0.00087948i,-0.0014694+0.002543i,-0.0036796+0.0014129i,-0.0011507-0.0023016i,0.0064749-0.0080814i,0.015709-0.010024i,0.018869-0.0043294i,0.013966+0.001358i,0.0091369+0.0018403i,0.0056853+0.0015933i,0.0016997+0.0011406i,0.0001979-0.0011378i,0.0010101-0.0032757i,0.00021524-0.003315i,-0.00086115-0.0007092i,-0.0013261+0.0055149i,0.0003095+0.016333i,0.004043+0.027984i,0.0065209+0.03012i,0.0075844+0.021619i,0.0079734+0.012839i,0.0077949+0.0074782i,0.0074276+0.0025237i
-0.00205+0.0025063i,-0.0014944-0.00020658i,0.00154-0.00023049i,0.0021011+0.0034582i,-0.0025136+0.0045061i,-0.0091014-0.002527i,-0.011278-0.0094306i,-0.008082-0.0088569i,-0.00558-0.0063405i,-0.0035655-0.005432i,-0.00037383-0.0039578i,0.0023373-0.0021606i,0.0029316-0.00018784i,0.0023265+0.00048077i,0.001445-0.0013466i,-0.0017471-0.0060775i,-0.010049-0.012591i,-0.020162-0.01877i,-0.024429-0.01992i,-0.021183-0.014813i,-0.016109-0.0086988i,-0.011459-0.0048063i,-0.0072096-0.0029348i
0.0030052+0.0051219i,0.003975+0.0072251i,0.0058637+0.00977i,0.0084365+0.0097731i,0.01147+0.0083685i,0.010802+0.009833i,0.0046536+0.011384i,-0.00066045+0.0091949i,-0.00069437+0.0061455i,0.0010153+0.0033313i,0.0011102+0.0016851i,-0.0013977+0.00099266i,-0.0045976-0.0005588i,-0.0059625-0.0011621i,-0.0043895-4.734e-05i,0.00054394+0.001174i,0.0094908+0.0002194i,0.020309-0.001925i,0.025606-0.0014545i,0.022887+0.00028791i,0.018306-0.00026247i,0.012218-0.0019598i,0.0059207-0.0013514i
-0.0059767+0.00081372i,-0.0068662-0.00055426i,-0.0071238-0.00043697i,-0.0040815-0.0011261i,0.00085714-0.0048444i,0.0051407-0.010266i,0.0085357-0.011145i,0.0073201-0.0083239i,0.0039916-0.0055284i,0.0020545-0.0025503i,0.00048033-0.0013008i,0.0010301-0.0020914i,0.0029784-0.0027931i,0.0037541-0.003308i,0.0022851-0.0027118i,-0.0015957+0.0010129i,-0.0066184+0.0094551i,-0.011708+0.018543i,-0.013967+0.018362i,-0.012877+0.011592i,-0.010513+0.0083406i,-0.0060588+0.0063916i,-0.0017359+0.0012592i
0.0043754-0.0028528i,0.0047149-0.0023348i,0.0060947-0.00048619i,0.0046414+0.0037699i,0.00023002+0.0083921i,-0.0055231+0.0087885i,-0.009255+0.0044152i,-0.007356+0.00046062i,-0.0054596-0.0010153i,-0.0045291-0.0012133i,-0.0019835-0.00049928i,-0.00072242+0.0010233i,-0.0016635+0.0023854i,-0.0020011+0.0026757i,-0.00064038+0.00087057i,-0.0010428-0.0045142i,-0.0044297-0.014045i,-0.0080754-0.021901i,-0.0078017-0.021781i,-0.0044641-0.015439i,-0.0024921-0.010091i,-0.0027274-0.0066579i,-0.0034276-0.001815i
-0.0016636+0.0014872i,-0.0020561+0.0043677i,-0.004111+0.0057317i,-0.0014662+0.0029258i,0.005703+0.00094505i,0.011115+0.00094659i,0.0094948+0.0022132i,0.0053049+0.0027697i,0.003741+0.0020688i,0.0028071+0.0020275i,0.0014669+0.0018804i,-0.0007006+0.00023368i,-0.0018876-0.0020404i,-0.0024144-0.0029265i,-0.0023622-0.0013315i,0.0018839+0.0024076i,0.011585+0.0075623i,0.021054+0.011881i,0.022936+0.011921i,0.017773+0.0079303i,0.012353+0.0039428i,0.0086643+0.0025737i,0.0069644+0.0014328i
0.0022495-0.00048741i,0.0025965-0.0018182i,0.0023609-0.0024418i,0.0017675-0.00050121i,-0.0011263-0.0003619i,-0.0038685-0.0049831i,-0.0026766-0.0086602i,-0.0021043-0.0063283i,-0.0026602-0.0039978i,-0.0012898-0.0039093i,-0.00046887-0.0034387i,-0.00010151-0.0028109i,0.0013189-0.0013595i,0.0021496-0.00088572i,0.00069373-0.0023972i,-0.0045972-0.0029143i,-0.014139+0.00028268i,-0.024279+0.004612i,-0.026976+0.0060967i,-0.021509+0.0058116i,-0.014854+0.0054504i,-0.0097902+0.0038908i,-0.0068849+0.00049289i
0.000877-0.001699i,0.0014558-0.0024387i,0.0012743-0.00064561i,0.0022321+0.0033085i,0.0036705+0.0060961i,0.0028333+0.0072358i,-0.00044845+0.0051945i,-0.0028711+0.0014211i,-0.0024196+0.00024702i,-0.00044168+0.00043703i,0.00062364+0.0015457i,0.00024835+0.0027809i,-0.0010691+0.0022223i,-0.0023479+0.0016205i,-0.0021353+0.0024381i,0.00012621+0.00010004i,0.0046573-0.0089923i,0.01013-0.017258i,0.013985-0.01842i,0.013635-0.015344i,0.0102-0.012264i,0.0065087-0.0082404i,0.0040763-0.0024946i
0.0012642-0.0018744i,0.00031755-0.0011603i,-0.0017151-0.0018842i,-0.0024812-0.0027191i,-0.0001396-0.003859i,0.003156-0.0057884i,0.0048153-0.004846i,0.0032329-0.0021325i,0.0017154-0.0012882i,0.00049007-0.00057976i,-0.00059689-0.00034114i,-0.00036805-0.00070323i,0.00035213-0.00042452i,0.001155-0.00096892i,0.0010232-0.0015985i,0.0016172+0.00084606i,0.004449+0.0080985i,0.0069657+0.016556i,0.0045755+0.018805i,-0.00051933+0.01516i,-0.0025656+0.011773i,-0.0010389+0.0087932i,0.00096399+0.0035661i
-0.00034312-0.0011737i,-0.00016079-0.0013441i,-0.00025293+0.0012656i,-0.00025593+0.0041055i,-0.000384+0.0046157i,-0.0025898+0.0023116i,-0.0045057-0.0011445i,-0.003449-0.0016997i,-0.0030356-0.0013291i,-0.0018953-0.0015862i,0.00017985-0.00070623i,0.00017446-0.00084032i,-0.00024249-0.0010536i,-0.00026187-0.00014103i,-0.00044313+0.00040116i,-0.0039595-0.00075967i,-0.012454-0.0029399i,-0.020212-0.0048483i,-0.018703-0.0056539i,-0.010571-0.0063418i,-0.0047952-0.0071607i,-0.0032797-0.0064421i,-0.0030407-0.002555i
-0.001982-0.0022081i,-0.0018224-0.0022765i,-0.0023337-0.0010193i,-0.0007686+0.00013252i,0.0031711+0.00076809i,0.0060082+0.0014441i,0.0043861+0.0013937i,0.0017112+0.001464i,0.0017822+0.0015998i,0.0017718+0.0017377i,0.0009201+0.0019168i,-5.5621e-05+0.00151i,-0.00028918+0.0011748i,-0.00022839+0.00074226i,0.00041573+0.00065279i,0.0043893-0.00030517i,0.011791-0.0047313i,0.018807-0.0093575i,0.019343-0.0090449i,0.013397-0.0053403i,0.006963-0.0025642i,0.0045582-0.00084094i,0.0039782+0.00012434i
0.0046235+0.00034327i,0.0042984+0.00052947i,0.0030956-0.00059752i,0.0020327-0.0016489i,0.0010404-0.0023428i,0.00068909-0.0035626i,0.00083554-0.0035444i,0.00052045-0.0022288i,0.00054152-0.002083i,0.00050243-0.0022858i,-0.00053283-0.0021193i,-0.0010654-0.0026915i,0.00016475-0.002629i,0.0014326-0.0021109i,0.00073478-0.0021827i,-0.0022515+0.00026687i,-0.0059365+0.0083005i,-0.0089906+0.017377i,-0.010292+0.019709i,-0.0082411+0.015773i,-0.0045348+0.011134i,-0.0018525+0.0063982i,-0.0018581+0.0019707i
0.001839-0.0056596i,0.0013438-0.0048852i,0.00053813-0.0043514i,-9.1726e-05-0.0010773i,-8.3477e-05+0.0024476i,-0.0010062+0.0040356i,-0.0022433+0.0030364i,-0.0012122+0.00082727i,-0.00036047-0.00050241i,-0.00060083-0.00053653i,0.00027059+0.000769i,0.0011654+0.0022771i,0.00022202+0.0031174i,-0.00074517+0.0033453i,-0.0010993+0.0027345i,-0.0015538-0.00025124i,-0.0037579-0.0057044i,-0.0065511-0.013156i,-0.0049328-0.017485i,-0.0020821-0.015948i,-0.002246-0.013688i,-0.0027802-0.0097002i,-0.0022757-0.00374i
0.00065508+0.0010914i,0.00036447+0.0011835i,0.0008084+0.0021681i,0.0013343+0.0026214i,0.0031521+0.00086537i,0.0044562-0.0018692i,0.0034987-0.0014232i,0.0018293-0.00033486i,0.001293-0.00033588i,0.0011783-0.0003143i,0.00030342-0.00056335i,-0.00047145-0.00019472i,-0.00051646-0.00033441i,3.1102e-05-0.0014312i,0.00040187-0.0027038i,0.0022484-0.0040233i,0.0080731-0.0031779i,0.014609+0.0006626i,0.015223+0.0054175i,0.010771+0.0085789i,0.0070086+0.009775i,0.005586+0.0074021i,0.0053125+0.0024344i
-0.0016072-0.00011457i,-0.00099109+0.00053577i,-0.0017282+0.0016707i,-0.0016194+0.002461i,-0.00038796+0.0024689i,-0.00015718+0.00031396i,-0.00070109-0.0018166i,-0.00089187-0.0012891i,-0.0014225-0.001036i,-0.0011976-0.00075585i,3.2036e-05-0.00024193i,0.0008139-0.00095873i,0.00080173-0.0015494i,-0.00017057-0.00071922i,-0.0018056+0.0010364i,-0.0042679+0.0032763i,-0.009595+0.008224i,-0.015616+0.011872i,-0.01558+0.0087759i,-0.010122+0.0021233i,-0.006459-0.0032373i,-0.0059088-0.0052466i,-0.0054469-0.0026534i
-0.0038448+0.00073461i,-0.0045124+0.0014918i,-0.00374+0.0036493i,-0.00049666+0.0056245i,0.0025766+0.0050334i,0.0036694+0.0025948i,0.002224+0.00086818i,0.00045117+0.00094137i,-0.00045584+0.0016105i,3.3194e-05+0.0014057i,0.0012362+0.0015379i,0.0014318+0.0022877i,0.00095013+0.0019467i,0.00070248+0.00090796i,0.00083934-0.0011882i,0.0018037-0.0046968i,0.0033602-0.010813i,0.0049442-0.017341i,0.0052736-0.016619i,0.0038391-0.0098694i,0.0021858-0.0039923i,0.0018915-0.00021264i,0.0025858+0.00062996i
-0.00037706-0.0017196i,0.00074175-0.0027611i,-0.00012187-0.001535i,-0.00047337+0.0014342i,0.00092628+0.0020323i,0.0024993-0.00058046i,0.003456-0.001887i,0.0030195-0.0015854i,0.0012802-0.0014112i,-5.5089e-05-0.00084446i,-0.00050898-0.0011467i,-0.00098363-0.0020799i,-0.0015954-0.0016008i,-0.00058393-0.0011227i,0.00010684-0.0012495i,-8.8486e-05+9.0646e-05i,0.0023462+0.0042373i,0.0056077+0.011009i,0.0056354+0.01462i,0.0048924+0.011274i,0.0048295+0.0069692i,0.0029958+0.0035799i,0.00056794+0.00067391i
-0.0010057-4.1439e-05i,-0.00099593+0.002032i,-0.0018995+0.0023826i,-0.0013729+0.0034611i,-0.00069207+0.0046612i,-0.00030746+0.0039138i,-0.00019606+0.0015702i,-0.00063927-0.00048049i,-0.00050856-0.00069639i,6.3262e-05-5.986e-05i,0.0006014+0.0010176i,0.0015506+0.0016408i,0.00214+0.0013112i,0.0011852+0.0012669i,-0.00086169+0.0012436i,-0.0018958+0.001694i,-0.004914+0.0019902i,-0.010176-0.00040059i,-0.011972-0.0044071i,-0.0099066-0.006917i,-0.0083714-0.0067826i,-0.0078939-0.0041924i,-0.0059733-0.00025318i
-0.003832-0.0011221i,-0.0040832+0.00014214i,-0.0062006+0.0022492i,-0.0035633+0.0035489i,0.0012448+0.0039305i,0.0036049+0.0022198i,0.0029034+0.00097707i,0.0010053+0.0010791i,-0.00024729+0.00048641i,-0.00070854-0.00013586i,-0.0016322-0.00012268i,-0.0019144-0.00013395i,-0.0010127-0.00029999i,-0.00026051-0.00075631i,0.00022699-0.0017076i,0.0018759-0.0046362i,0.0058317-0.0085742i,0.010079-0.010201i,0.010862-0.0060573i,0.0091547+0.00090502i,0.0094369+0.003379i,0.010255+0.001983i,0.0081002-0.00096594i
0.0025315-0.0038922i,0.0022485-0.0032746i,0.00029998-0.0023963i,-0.0016192-6.8525e-05i,-0.0012988+0.0011262i,-0.00034035+0.00032031i,0.00085215-0.0013756i,0.0011505-0.0015561i,0.00045532-0.00090276i,0.00060981-0.00071531i,0.0013607-0.00083004i,0.0013968-0.0012262i,0.001262-0.0015707i,0.0010773-0.00097353i,-0.00037504+0.00089824i,-0.0011304+0.0029073i,-0.0011545+0.0073001i,-0.0024019+0.012467i,-0.0042223+0.01124i,-0.0047527+0.0041i,-0.0054383-0.0016118i,-0.0068939-0.0029467i,-0.0074193-0.0010934i
-0.0035842+0.0015661i,-0.0043619+0.0028411i,-0.0035757+0.0031254i,2.7822e-05+0.003901i,0.0031063+0.003867i,0.0039028+0.0029611i,0.0022179+0.0010993i,0.00027303-0.00025007i,-0.00073265+0.00054534i,-0.0019742+0.0014299i,-0.0010227+0.0016423i,0.00091764+0.0018408i,0.0016107+0.0018332i,0.0020301+0.0011638i,0.0013487-0.0001747i,-0.00030541-0.0026415i,-0.0031992-0.0062521i,-0.0058185-0.0099169i,-0.0055972-0.01067i,-0.0037012-0.006248i,-0.001206-0.001184i,0.0014318+0.0019705i,0.0033433+0.0028988i
-0.0044921-6.3677e-05i,-0.0040448+0.00012006i,-0.0036112+0.0031382i,-0.0025625+0.0041174i,-0.00017813+0.0025406i,0.00087217+4.7264e-05i,0.00045009-0.00213i,-6.7848e-06-0.0024617i,0.00032748-0.0015236i,0.00070049-0.00092248i,0.00052688-0.0014497i,0.0005242-0.0021143i,-0.00060821-0.0026159i,-0.0013482-0.0026087i,-0.0002995-0.0019799i,0.00088725-0.0020168i,0.0035982-0.0022563i,0.0076801+0.000261i,0.0093143+0.0036612i,0.0081408+0.0028639i,0.0072708-0.00020133i,0.0063005-0.0028713i,0.0035063-0.0038235i
0.0029041+0.0034611i,0.0028608+0.0027967i,0.0037333+0.0033208i,0.0061137+0.0028112i,0.0060885+0.0020572i,0.0035423+0.00053975i,0.0011193-0.0005758i,-0.0001931-0.00053599i,0.0002812-0.0001602i,0.0012656+8.1089e-05i,0.0019933+4.6524e-05i,0.0025709-0.00028598i,0.0025534-0.00014045i,0.0017931+0.00038212i,0.00085787+0.00062977i,-0.0003737+0.0016335i,-0.0029147+0.0043336i,-0.006728+0.0063809i,-0.0087942+0.0050804i,-0.0086912+0.0023203i,-0.0091714+0.00063112i,-0.0094843+0.0017282i,-0.0069805+0.0041885i
-0.0024298-0.0002762i,-0.0022755-0.00055208i,-0.0025472+0.0011072i,-0.0020368+0.0028711i,0.00075319+0.0028093i,0.0031513+0.0016816i,0.002635+0.00061148i,0.0018782-0.00011895i,0.00084994+0.00012044i,-0.00051979+0.00055417i,-0.0014193+0.00061341i,-0.0025589+0.00063781i,-0.0019128+0.00068724i,-0.00094946+0.00029964i,-0.00080802-0.00082347i,-0.00067473-0.0032318i,-0.0017877-0.0067822i,-0.0012851-0.0097033i,0.0016943-0.0083645i,0.0046906-0.0043688i,0.0075179-0.0013065i,0.0095254-0.00091112i,0.0078483-0.0028898i
-0.0097925-0.00079089i,-0.0094895-0.0018605i,-0.011701+0.0026103i,-0.0076772+0.0067189i,-0.0010791+0.0068134i,0.0031866+0.0036416i,0.0028065+0.00076034i,-0.00012235-0.00067093i,-0.0010974-0.00087896i,0.00011238+0.00062962i,0.0022474+0.0013274i,0.0039865-0.00033003i,0.0038526-0.0022516i,0.0030904-0.0021959i,0.002472-0.0011658i,0.0020765-3.3084e-05i,0.0041835+0.0017618i,0.0061028+0.004612i,0.003963+0.0059931i,-0.00015351+0.0039561i,-0.0042442+0.00026228i,-0.0064223-0.0011732i,-0.0066041+0.00061822i
0.0025514-0.0016344i,0.0028559-0.00033334i,0.0028573-0.0010357i,0.0022341+0.00017313i,0.0022166+0.0017162i,0.0021819+0.00088529i,0.0016625+0.0006426i,-0.00028727+0.0004507i,-0.00083382+0.0001722i,-0.0001499+0.00013839i,-0.00070724+0.00092461i,-0.00066502+0.0021277i,0.00073456+0.0031674i,0.00044012+0.0025113i,-0.00099211+0.00083988i,-0.0022859+0.0003149i,-0.0042346-0.00012971i,-0.0070618-0.001376i,-0.0073011-0.0017284i,-0.0046457+5.5481e-05i,-0.0015496+0.0024182i,0.0015766+0.0038611i,0.0031864+0.0035095i
-0.0015924+0.0015244i,-0.0018221+0.0012834i,-0.0015485+0.0020121i,-0.00049628+0.0024776i,0.0014579+0.0013392i,0.0024267-0.00065747i,0.0022737-0.0013523i,0.0020542-0.00086411i,0.0018976-0.000526i,0.0010452-0.00093868i,-0.00031139-0.0019253i,-0.00069803-0.0026862i,-0.0011777-0.0021882i,-0.0016173-0.0014773i,-0.0013953-0.0014i,-0.00034612-0.0021006i,0.00088348-0.0034325i,0.0029278-0.0043615i,0.006068-0.003651i,0.0067968-0.0033153i,0.005386-0.0048145i,0.0035852-0.0066136i,0.0013599-0.0066433i
0.0022584-0.0022749i,0.0022549-0.0019149i,0.0020379-0.0017869i,0.0019941+0.00073424i,0.0014757+0.0026739i,0.00089256+0.0013501i,-0.00037846-0.00067533i,-0.0011776-0.00067949i,-7.8623e-05+4.6413e-05i,0.00064114-0.00042514i,0.00091296-0.00051018i,0.0015447+0.00046953i,0.0022477+0.00067048i,0.002982+0.00045324i,0.0026149+0.00054617i,0.0016989+0.0011359i,0.0013262+0.0025316i,0.00099238+0.0042174i,-0.0010641+0.0049103i,-0.0039772+0.0045219i,-0.006258+0.0052734i,-0.0071138+0.0066956i,-0.006131+0.0068879i
0.00042229+0.0047935i,0.0008343+0.0051268i,0.0015358+0.0058324i,0.0025067+0.0049879i,0.0037264+0.0031999i,0.003773+0.0016405i,0.0023881+0.00028179i,0.0013743-0.00037992i,0.00018411-0.00016546i,-0.00077643+0.00035409i,-0.0010944+0.0015636i,-0.0020489+0.0020312i,-0.0028971+0.00080054i,-0.0029358-0.00056183i,-0.0031422-0.0018303i,-0.0037325-0.0028446i,-0.0048922-0.0034891i,-0.0051435-0.0048511i,-0.0022973-0.0051113i,0.0020628-0.0041618i,0.0059152-0.0039687i,0.0078755-0.004218i,0.0071654-0.0043255i
0.00052119-0.0024324i,0.00033637-0.0019723i,-2.0696e-06-0.0013253i,-0.0010235+5.0437e-05i,-0.00090981+0.0011943i,-0.00075025+0.00075758i,-0.00058251-0.00018972i,-0.00049064-0.00063372i,-9.8224e-05-0.0010682i,0.00061711-0.00083837i,0.00057243-0.00025478i,0.00048367-0.00069085i,0.0012067-0.0018643i,0.001739-0.0012866i,0.001636+0.00031266i,0.0022369+0.00022833i,0.0043119-0.00070376i,0.0060372+8.6518e-05i,0.0048903+0.0015273i,0.0010433+0.0011769i,-0.0027869+0.00046439i,-0.0059519+2.7205e-05i,-0.0070481-0.00039952i
0.0010444-0.0025911i,0.0016476-0.0030943i,0.0003261-0.00233i,-0.00050952-1.8492e-05i,0.00087142+0.0012641i,0.0014115+0.00088651i,0.00050312+5.2143e-05i,0.00024725-0.00039785i,1.6186e-05+0.00050033i,7.3159e-05+0.0010384i,0.00061326+0.002227i,0.00073589+0.0028404i,0.00014737+0.0021538i,-0.00028235+0.0012348i,-0.00072123-0.00018114i,-0.00051693-0.00062159i,-0.00083713-0.00011255i,-0.0026083+0.00024294i,-0.0030057+0.0004164i,-0.0015514+0.0012052i,0.00032752+0.0027749i,0.0024367+0.003851i,0.0037347+0.0034327i
4.022e-05-0.00051322i,0.00023924+0.0003079i,-0.001154+0.00020655i,-0.0014836-0.00017667i,-0.00035048-0.00024792i,0.00099873-0.00093851i,0.0020173-0.0014662i,0.0013097-0.0010478i,-0.00021182-0.00092188i,-0.00057359-0.00096808i,-0.0010893-0.00058154i,-0.0021736-0.00068789i,-0.0022555-0.00024482i,-0.0015465-6.1008e-05i,-0.00030426-0.00024265i,-0.00089331-0.00044799i,-0.0031722-0.0020182i,-0.0027846-0.0037099i,-0.00059708-0.0036822i,0.00072596-0.0034209i,0.0015074-0.0050532i,0.0014986-0.0070246i,0.00041425-0.007277i
-0.0012035+0.0022688i,-0.00042166+0.0020731i,0.00086387+0.0026331i,0.0027734+0.0035469i,0.0032217+0.0040103i,0.0022194+0.0021653i,0.00029994-0.00011537i,-0.0014351-0.00086056i,-0.0010402-0.00039405i,0.00073596-0.00015123i,0.0024144-0.0002931i,0.0035814-0.00068594i,0.0035006-0.00051628i,0.0030504-0.0002464i,0.0025467-0.00037782i,0.0024162-0.00038396i,0.0032713+0.00020902i,0.0038529+0.0015252i,0.00265+0.0033945i,0.0013114+0.0043097i,-0.00061273+0.0053399i,-0.0027772+0.0064899i,-0.0032398+0.0069353i
