-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
0.00053629+0.00085513i,0.0016868+0.0011393i,0.0010776+0.0020573i,0.0012734+0.0023745i,0.0016185+0.0017841i,0.0012322+0.00057767i,0.0010938-9.7263e-07i,0.0010967-0.00057308i,0.0012721-0.00064731i,0.00086901-0.00074948i,-0.0003131-0.00096855i,-0.0011621-0.00028555i,-0.00092324-0.000217i,-0.00069785-0.00027985i,-0.00020847-0.00016682i,-0.00010865+8.4208e-05i,-0.00030083-0.00020141i,2.0963e-05-0.0010915i,0.00028969-0.00075335i,0.0002905-0.00013998i,0.00039001+0.00023453i,0.00025266+0.00097788i,-0.00035656+0.00010517i
0.0018028+0.0013768i,0.00067905+0.00093807i,0.0006723-0.00083142i,0.0007154-0.00092271i,0.00040507+0.00015502i,0.00074279+0.00061715i,0.00090229+0.00061065i,0.0001916+0.00014663i,-0.00021807+9.8205e-05i,-0.00015416+0.00040635i,7.684e-05+2.98e-05i,-6.2284e-05+0.0005178i,-0.00097666+6.8032e-05i,-0.0019027-0.00045442i,-0.0019322-0.000246i,-0.00093312-0.00053588i,8.3458e-05-0.00076242i,-0.00017272-0.00038016i,-0.00056012-0.00015618i,-1.9754e-05-0.00046152i,0.00061333-0.00057526i,0.0012734-0.00094284i,0.0010888-0.00061661i
0.00058508+0.0015062i,0.0002982+0.00104i,0.00075894+0.0003597i,0.00052992+0.00078388i,0.00050964+0.00080599i,0.00044034+0.00050584i,8.103e-05+2.8643e-05i,0.00015413-0.00041564i,0.00017402+7.1769e-06i,0.00039013-0.00081998i,0.00064031-0.0015807i,0.00025809-0.00062273i,-0.00011911-0.00032417i,0.00068337-0.00020924i,0.00070358-2.1896e-06i,-4.1449e-05+6.0258e-05i,0.00060643+0.00035567i,0.00095614+0.00015934i,-4.5359e-05-0.00033844i,-0.00041659+5.2522e-05i,-0.00056185+0.00052894i,-0.0006222+0.00026569i,-0.00015868-0.00024973i
-7.4644e-05+0.00021i,-0.00056514+0.00019245i,-0.0017836+0.00050584i,-0.0020685+0.00086867i,-0.0010166+0.0005188i,0.00036761+0.00030671i,0.0011516+4.7295e-05i,0.00064568+1.6309e-05i,-0.00039756+0.00093479i,-0.00069516+0.0012158i,-0.00041354+0.00042294i,-0.00044198+0.00033673i,-6.5533e-05-6.3053e-05i,0.00018302-0.0013191i,0.00023696-0.0015419i,0.0003815-0.00086513i,0.00050138-0.00025722i,-1.8701e-05-0.0002954i,-0.00045581-0.00019665i,-0.000592+0.00055673i,-0.00081651+0.00075948i,-0.00015652+7.1286e-05i,0.00056599-0.00079252i
0.00080823-0.0013859i,-9.3616e-06+0.00034153i,-0.00027355+6.942e-05i,-4.3016e-05+0.00019809i,-0.00029838+0.00098643i,2.1208e-05+0.00097575i,0.00071375+0.00069791i,0.00046202+0.00077321i,5.1795e-05+0.00057444i,0.00035963-0.00025935i,0.00025557-0.00082805i,0.0003775-0.00044322i,5.2422e-05+0.00031522i,-0.00068417+0.00055408i,-0.00080406-0.00011091i,-0.0002822-0.0003469i,9.0524e-05+0.00012724i,0.00066637-0.0004016i,0.00052443-0.00014787i,-0.00023776+4.5805e-05i,-0.0003299-0.00070348i,0.00036248-0.00067521i,0.00026659-0.00028603i
-0.0021891-0.00051678i,-0.0021268-0.0010205i,-0.0019024+0.0004214i,-0.00037229+0.0014049i,0.00055472+0.0016179i,0.0007532+0.001386i,0.0012499-0.00026825i,0.0010804-0.0011i,0.00017738-3.2072e-05i,-3.348e-05+0.00038556i,0.00034417+0.00062853i,0.00015865+0.0004087i,0.00025952-0.00011936i,0.00076201-0.0005151i,0.00077203-0.0010904i,0.00022773-0.001163i,-0.0004615-0.0005244i,-0.00052842+7.4731e-05i,-5.9914e-05-2.5002e-05i,-3.0778e-05-0.0002189i,-0.00071529-0.0006625i,-0.00046811-0.00068571i,0.00044913-0.00076463i
-0.00027808+0.0017546i,0.0001942+0.0016387i,-0.00010517+0.0017441i,-0.00033665+0.0017976i,-0.00016026+0.001279i,-0.0001392+3.0355e-05i,0.00065339-0.00038839i,0.0010938-0.0003629i,0.0011641-0.00069291i,0.00078359-0.00034463i,-0.00036884-0.00017455i,-0.00056639-0.00063008i,-0.00083519-0.00072977i,-0.00067595-0.00084943i,-0.00037356-0.00048041i,-0.0014469-0.00036707i,-0.0011241-0.00072905i,-0.00012358-0.0004446i,-0.00015023-0.0001477i,-0.00073555-0.00030955i,-0.00060272-0.00087158i,-3.8187e-05-0.0010162i,-0.00015654-0.00069102i
-0.00037552+0.0021177i,0.00066163+0.0025335i,0.0019202+0.0019262i,0.0019723+0.0010565i,0.0011083+0.00025545i,0.0012965-0.00041644i,0.00089714-0.00075623i,-3.3459e-05-0.00058548i,-0.00014243-0.00025542i,-6.9953e-05+0.00017242i,-0.00016257-0.00020298i,-0.00037039-0.00038098i,-0.00096475+2.7449e-05i,-0.0016276-0.00038996i,-0.00093131-0.00013524i,-0.00025396+0.00024051i,-0.00046971-0.00020062i,0.00017783+0.00019181i,0.00063346+0.00082621i,0.00062365+0.00031911i,0.0010671-0.0002153i,0.0016039-0.00034784i,0.00098147-0.0004807i
-0.00023449+0.0011763i,-0.0010642+0.0012316i,-0.00074105+0.0025238i,0.00024596+0.003378i,0.00096256+0.0029711i,0.0013981+0.0018946i,0.0012968+0.00068203i,0.00061862-0.00010069i,0.00049319-0.00054498i,0.00040894-0.00087887i,0.00059797-0.0010627i,0.00061741-0.0011505i,0.00062175-0.0010411i,0.00074388-0.00074i,0.00071205-0.00060212i,0.00033395-7.4544e-05i,-0.00015408+0.00030071i,-0.00043704-0.00018796i,-0.00063494-0.00066039i,-0.00064849-0.00038524i,-0.00076451+0.00025263i,-0.00093563+0.00024603i,-0.00065745+0.0001082i
0.00044907-0.00072715i,0.00029973-0.0015265i,-0.00019129-0.00098312i,-0.00031129+0.00041668i,-0.00040263+0.00074819i,0.00045337+0.00026683i,0.001344+0.00033643i,0.00068288+0.00026067i,0.00047334-2.3114e-05i,0.00073948+0.00040199i,-2.5557e-05+0.00042882i,-0.00031252+0.00013166i,1.8185e-05-0.00036306i,0.00035439-0.00069807i,0.00072911-0.00069025i,0.00061269-0.0002291i,0.00021696-0.00031026i,-0.00024183-0.00064565i,-0.00053154-0.00041128i,-0.00077788-6.8836e-05i,-0.00032474+0.0001756i,-0.00017048+0.00049482i,-4.0921e-06+0.00072728i
-0.00080629-0.00049727i,-0.001446+0.0003073i,-0.0020021-0.0001052i,-0.0016202+0.00088156i,-0.00031172+0.0021573i,2.9722e-05+0.0014294i,0.00038165-0.00021649i,0.00069536-0.00082683i,0.0005034-0.00036761i,0.00045225-0.00019995i,-5.1314e-05-0.00020394i,-0.00032911-0.0003501i,-0.00057605-0.00093804i,-0.00030337-0.000896i,0.000431-0.00054783i,0.00015184-0.00069615i,-0.00015913-0.00078193i,-1.3261e-05+0.00014418i,-0.00030462+0.00063467i,-0.00065758-7.2614e-05i,-0.00054774+1.8215e-05i,-0.00037166-0.00011083i,-0.00029757-0.00015937i
-0.0025828-0.0020907i,-0.0036722-0.0029054i,-0.004302-0.0014843i,-0.0026045+0.0010766i,-0.00014945+0.0023376i,0.0014525+0.0016523i,0.0010755+0.00040099i,-0.00064143-0.00066865i,-0.00092696-0.0010828i,-0.00013013-0.0003833i,0.00030284-0.00030008i,0.00050179-0.00047354i,0.00044522-0.00021078i,0.00038878-0.00025952i,0.00055849+0.00018161i,-6.2879e-05+0.00046157i,-0.00085509-6.2832e-05i,-0.00018929-0.00043415i,0.00030039-7.5431e-05i,-0.00015781+0.00067269i,1.4519e-05+0.00041168i,0.00029336+0.00035925i,-0.00018448+0.00025335i
0.0013407+0.00024879i,0.0019484-0.00054652i,0.0014434-0.00019223i,0.0014371+0.0013736i,0.00122+0.0029725i,0.0012898+0.002224i,0.0014434+0.00070191i,0.00053482+0.00078713i,-0.00039299+0.00016101i,-0.00034877-0.00060419i,0.00016157-0.00074811i,0.00013668-0.00010198i,0.00017164-3.4453e-05i,0.00036657-0.0007135i,6.7744e-05-0.00068701i,3.2063e-06-0.00062095i,-0.00019119-0.00024457i,-8.4758e-05+0.00021915i,0.00025298+0.00039457i,0.00083066+0.00020996i,0.0010234-2.8382e-05i,0.0004317-0.00055833i,-3.9371e-05-0.001509i
-0.0042638+0.0012062i,-0.0045446+0.0020823i,-0.0042736+0.0029912i,-0.0028684+0.0039729i,-0.0011711+0.0033605i,0.00035777+0.0012981i,0.00046541+4.5655e-05i,-0.00032763-0.00019333i,-0.0010425+0.00039444i,-0.001326+0.0010122i,-0.00022694+0.00081309i,0.0013742+0.00039151i,0.001649-0.00090634i,0.0016685-0.0013261i,0.0010854-0.00037518i,-0.00027416-0.00047497i,-0.0006409-0.0014785i,-0.00044757-0.00098868i,9.2029e-05+0.00035999i,0.00044994+0.000928i,0.00040548+0.0010363i,0.00046684+0.0010953i,0.00095931+0.0011229i
0.0010856-0.00039916i,0.00096656-0.00099114i,0.0016048-0.0009133i,0.00083845-0.0005422i,0.00052984-1.0927e-05i,0.0008479+0.00047945i,0.00097165+0.00027968i,0.00092919+0.00013434i,0.00080079+0.0004391i,0.00062495+0.00048077i,-0.0002561+0.0001141i,-0.00099411-0.00056272i,-0.00072572-0.00069395i,-0.00013321-0.00018811i,-0.00017544+4.8845e-06i,-0.00024367-0.00014633i,0.00069364-0.00041726i,0.00056953+9.1283e-05i,-0.00048368+0.00054382i,-0.00055105-0.00086731i,0.0001774-0.0012951i,-6.2522e-05-0.00014394i,-0.0012058+0.00064874i
0.00053924-0.0010001i,0.00028673-0.00048611i,-0.00025874-0.00094298i,-0.00043825+4.9722e-05i,0.00036046+0.0012341i,0.00091454+0.0012639i,8.4718e-05+0.00027026i,-0.00093442+8.5913e-05i,-0.00045275-0.00012886i,-0.00010534-0.00087148i,-0.00036876-0.00038637i,-4.3948e-05+0.00038242i,0.00044657+0.00054092i,8.2435e-05+0.00039816i,-0.00041299+0.00028553i,-0.00056775-0.00010288i,-0.00018506-0.00068459i,0.00015977-0.00083337i,-0.00033412-0.00070681i,-0.00031119-0.00061213i,-9.5421e-05-0.00024544i,0.00030557+2.3402e-06i,-5.1749e-05+0.00016978i
-0.0028918-0.0027994i,-0.0041085-0.001145i,-0.0046572-0.00010335i,-0.0038204+0.0010873i,-0.002151+0.0026393i,-0.0002783+0.0027889i,0.0006888+0.0012703i,0.00070816-0.0001217i,-0.0002768-0.00024244i,-0.0012052+9.609e-05i,-0.00089039-4.3502e-05i,-0.00064976+7.8719e-05i,-3.0224e-05-3.94e-05i,9.7012e-05+0.00044293i,0.00017057+0.00038655i,0.00089114-0.00062888i,0.0010622-0.00079865i,0.00047371-0.00029552i,-6.3107e-05-0.00015344i,0.0002168-0.00040593i,0.00076925-0.00081182i,0.0014587-0.00033264i,0.0010039-0.00016074i
0.0011468-0.0020875i,0.001072-0.0016113i,0.00053771-0.0011802i,-0.00028273+0.00062865i,-0.00045257+0.0022399i,-0.00011566+0.0020084i,0.00029486+0.0011239i,0.00039537+0.00024782i,0.00016402-0.00043777i,4.6033e-05-0.00021671i,-5.3566e-05+0.00029138i,-0.00022164+0.00059365i,-9.3836e-05+0.00077022i,-0.00028517+0.00071059i,-0.00059769+0.00053847i,-0.00041446-0.00061792i,-0.00052528-0.0012505i,-0.00075557-0.00083499i,-0.00064852-0.00013033i,-0.00028676-0.00070424i,5.9876e-06-0.0010272i,0.00016617-3.5546e-06i,-0.00025892+0.0012168i
-0.00072694+0.0013661i,-0.00039343+0.0021568i,-0.0016604+0.001079i,-0.001806+0.0010963i,-0.00058159+0.0027766i,-1.0128e-05+0.0029683i,-2.5207e-05+0.0011118i,0.00027175-0.00010449i,0.00057998-0.00042858i,0.00058204-0.00025081i,0.0008189+0.00029907i,0.0013326-0.00016275i,0.0014169-0.00012575i,0.00092344-9.0106e-05i,0.00039667-0.00045325i,0.00032059-0.00038649i,-6.4335e-05-0.00071564i,7.3867e-06-0.00076511i,0.00021829-0.00025942i,0.00038511-1.1867e-05i,0.00094839+0.00022203i,0.00089808+1.026e-05i,8.0983e-06-0.00065271i
0.00097713+0.00046701i,0.00053766+0.0010473i,0.00064108+0.0014557i,0.0015179+0.0016883i,0.0020434+0.0014846i,0.0015636+0.00038483i,0.00083755-0.0007974i,0.00089806-0.000826i,0.0013533-4.6212e-05i,0.0012974+8.9278e-05i,0.00087341-0.0011511i,-5.2333e-05-0.0016321i,-0.0010797-0.00087244i,-0.0011836-0.00066858i,-0.00046585-0.0012556i,-0.00022856-0.00166i,-0.00055216-0.0013023i,-0.00044272-0.00046958i,-0.00014061+0.0002122i,-0.00041127+0.00012164i,-0.0010273-6.1838e-05i,-0.00080832-0.00060334i,-0.00035787-0.00081279i
-0.0018489-0.00013604i,-0.0012988-3.1975e-05i,-0.0013548+0.00057609i,-0.0010366+0.0016478i,-0.00095334+0.0019889i,-2.0484e-06+0.00072406i,0.0012059-0.00040055i,0.00058647-0.00018024i,-0.00051569+0.00015787i,-0.00049865+0.00061331i,2.7727e-05+0.0011995i,0.00061295+0.00070793i,0.00048905+0.00019425i,-0.00013198-0.0002322i,7.23e-05-0.0011439i,0.00035604-0.0010825i,-0.00030011-0.0010825i,-0.0002167-0.0010285i,0.00063944+0.00034988i,0.00080513+0.00083016i,0.00064099+0.00091815i,0.00039641+0.00084682i,0.00028504+0.00059127i
-0.00055655+0.0012673i,-0.00012438+0.0023661i,-0.00084955+0.0039018i,-0.00055987+0.0036537i,0.00087148+0.0029524i,0.0016788+0.0017058i,0.0013327-7.9399e-05i,0.00093162-0.00029337i,0.00031612+9.0568e-05i,3.3812e-05-7.3155e-05i,5.0619e-05-0.00078756i,0.00031841-0.0011873i,0.00034787-0.0010184i,-0.00013862-0.0009359i,-0.00075148-0.00055847i,-0.0005334-8.6793e-05i,1.38e-05+0.00061124i,0.00062825+0.00049539i,0.00051184-0.00090117i,0.00051583-0.0013178i,0.0012871-0.0006684i,0.00093944+2.9347e-05i,0.00034643-2.2235e-05i
-0.0014638-0.00052112i,-0.0016372-0.00018711i,-0.0015138-0.00011018i,-0.00070332+0.00046312i,-0.00027323+0.0014406i,5.2006e-05+0.0015424i,-0.00016812+0.0012506i,0.00015891+0.00071747i,0.0010285-0.00025232i,0.0012922-0.00036669i,0.00096149-0.000398i,0.00097381-0.00042828i,0.0010617-0.00062534i,0.00079543-0.00060371i,0.00068766-0.0002604i,0.00033425-0.00078214i,3.236e-06-0.0014775i,-0.00029674-0.0010242i,-0.00058742+0.00011228i,8.1571e-05+0.00047679i,0.00052506+0.00025139i,0.00067494+0.00013319i,0.00083857+0.00010933i
0.001106-0.00067147i,0.00091615-0.00059353i,0.00013004-0.00012658i,-0.00038712+0.001044i,0.0001902+0.0011813i,0.0010351-0.00022823i,0.001053-0.0010536i,0.00074513-0.00063374i,-0.00026512-0.0003978i,-0.00079865-0.00099831i,-0.00072428-0.00088331i,-0.0003823-0.00037806i,-0.00011793+0.00029521i,-0.001053+8.9522e-05i,-0.00049771-0.00048523i,-4.4035e-05-0.00034948i,-0.00039202-0.0005902i,-0.00085715-0.00074864i,-0.00072765-2.8582e-06i,-0.00040667+0.00010409i,-0.00013659-0.00041827i,4.1277e-05-0.00046893i,-2.9804e-05-0.00031774i
