0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
-6.4599e-05+0.00083727i,-0.00014155+0.00064018i,-0.00082475+0.00067827i,-0.0011203+0.00051486i,-0.0011292+0.0013517i,-0.00078213+0.0018378i,0.00015811+0.0010177i,0.00059282+0.00012113i,0.00036664-0.0010749i,0.00048155-0.0015115i,0.00065579-0.0011778i,0.00039234-0.00058701i,-0.00024771+0.00053995i,-7.9242e-05+0.00077491i,0.0007523+0.00064782i,0.00049842+0.00044525i,0.00038012+0.00068299i,0.0008572+0.0009361i,0.0010508+0.00035862i,7.4134e-05+4.593e-05i,-0.00076139-0.00039306i,-0.00038704-0.00070371i,-5.6582e-05-0.0011675i
-0.0011732+0.00096503i,0.0002937+0.0015062i,-0.00016679+0.0028986i,-7.1116e-06+0.0031504i,0.00044243+0.0022085i,-6.6892e-05+0.00055517i,-0.00067622+0.00017759i,-0.00067007+3.5952e-06i,-0.00031259-0.00034816i,0.00017074-0.0007017i,0.00015037-0.00054143i,-0.00029356+7.6938e-05i,-0.0005067+0.00050872i,1.4374e-05+0.00052334i,0.00014843+0.00046107i,-0.00026801+0.0001811i,0.0003156-0.00046049i,0.00037457-0.0001801i,-0.00063146+0.00082224i,-0.00089738+0.00054878i,-0.00051095-0.0002488i,-0.00054942-0.00041166i,-0.00052462-0.00016956i
0.0013221+0.0015487i,0.0021023+0.00098315i,0.0015317+0.00013701i,0.00026297-0.00081978i,-0.00082912-8.6037e-05i,-0.0017594+0.0010327i,-0.0009382+0.0012892i,-6.8334e-05+0.00089076i,-8.1868e-05-6.5814e-05i,0.00023952-0.00055933i,-8.432e-05-0.00071234i,-0.00045451-0.0010919i,-0.00042307-0.0003683i,-0.00037153+0.0012821i,0.00016954+0.0011927i,0.00040862+0.00046025i,0.00011225+0.000746i,-0.00075039+0.00071269i,-0.0007918+0.00021413i,-0.00063686+0.00027159i,-0.00095233+0.00078884i,-0.00074427+0.00069237i,-0.00042438+0.00028649i
-0.0018368-0.00012222i,-0.0011647-0.00060666i,-0.0017289-0.00027797i,-0.0022083+0.00046296i,-0.0012639+0.00097046i,-0.00073046+0.0012083i,-0.00057651+0.00042399i,-0.00019065-0.00056861i,0.00062053-0.001115i,0.00047128-0.00047499i,-0.0001688-7.9731e-05i,-9.9999e-05-0.00024584i,-0.00013252-0.0001261i,8.9684e-05+1.3207e-05i,0.00089145+0.00046678i,0.0010449+0.00029048i,0.00059855+0.00022612i,0.00055951+0.00065765i,0.00070285+0.00094249i,0.00069928+0.00062515i,0.001128+0.0003254i,0.00083996-0.00016381i,2.6238e-05-0.00045027i
-0.00099954-0.00037399i,-0.00097608+0.00038385i,-0.0011508+4.4707e-06i,-0.0017443+0.00050076i,-0.0013055+0.0018763i,-0.0008051+0.0014225i,-0.00065265-0.00025467i,-0.00070404-0.001219i,-0.0011358-0.0014518i,-0.00088657-0.0011379i,-0.00019962-0.00082573i,-0.00019077-0.00044071i,-0.00046578-0.00034905i,-0.00043403-0.00046237i,-0.00043773-0.00022812i,-0.00024881-0.00038505i,-0.00012078-0.00019229i,-0.00025529-9.0962e-05i,-0.0002356-0.00038576i,9.5275e-06-0.00075853i,0.00027266-0.00062116i,0.00040035-0.00019772i,-0.00015499-0.00030152i
0.0027829+0.00031959i,0.0018036-0.00076535i,0.0015603-0.0016768i,0.00092359-0.0022217i,-0.00036988-0.001915i,-0.00075285-0.00034975i,0.00014352+3.0963e-05i,0.00079408+5.7881e-05i,0.00082225+0.00070353i,0.00043229+0.0003725i,0.00061026-0.00021426i,0.00077828-0.00041762i,0.00029531-0.0010026i,-0.0002484-0.0013854i,0.00026768-0.00030718i,0.00059676+0.00088639i,0.00069074+0.00089569i,0.00018342+0.0010008i,-0.00045416+0.00087278i,-0.00077438-0.00015969i,-0.00056909-0.00099841i,-0.00035427-0.00090711i,-0.0005277-0.0013077i
-0.00091489+0.00022268i,0.00043461+0.00098485i,0.00048411+0.002663i,-9.0936e-06+0.0031356i,8.0747e-05+0.0027514i,0.0014368+0.0027672i,0.0009189+0.0016315i,0.00018995+0.00016485i,0.00022117-0.00051934i,0.00028406-7.3617e-05i,5.9008e-05+0.00046846i,0.00028055+0.00025783i,0.00038688-0.00045368i,7.0747e-05-0.00067879i,4.284e-05-0.0003673i,0.00015425-0.00010518i,0.00033366+0.0004299i,0.00021324+0.00049974i,-0.00017289+0.00010902i,-2.1144e-05+0.00051683i,-0.0001719+0.0010445i,-0.00060803+0.00093932i,0.00026991+0.00018652i
1.6191e-05-0.00048211i,0.00072566-0.0011246i,-1.0128e-05-0.0017148i,-0.0011601-0.0013688i,-0.0012063+0.00015027i,-0.00077343+0.0010859i,-0.00020927+0.00044038i,-3.2526e-05+1.5033e-05i,0.00042529-0.00064342i,0.00055035-0.0013108i,0.00047392-0.0016557i,0.00086605-0.0011376i,0.00050968+1.6656e-05i,0.00019119+0.00093962i,0.00023921+0.0012818i,0.00014464+0.0010396i,0.00044608+0.0012831i,0.00090576+0.0013469i,0.00075554+0.00113i,2.4044e-06+0.0010261i,-3.8159e-05+0.00058418i,0.00033451+1.2989e-05i,-0.00042783+0.00048944i
0.00057046+0.0013236i,0.00089717+0.0010948i,0.0017701+0.0010217i,0.0015131+0.00072138i,0.001124+0.0006937i,-0.00030406+0.00087411i,-0.0013096+0.00020226i,-7.1977e-05-0.00083568i,0.00071904-0.00087965i,0.00032999-0.0002186i,-0.00035103+2.8602e-05i,-0.00036221-0.00039266i,-0.00044902-0.00024826i,-0.00082456-1.6788e-06i,-0.00014732-5.3529e-05i,3.1195e-06+0.00020516i,-0.00040603-0.0003i,4.8806e-05-0.00075704i,0.00030012-0.00050992i,-0.00028047-0.00050501i,-0.0003273-0.00038893i,-0.00014135+0.00028001i,-0.00021459+0.00046046i
0.00044911+0.00047492i,-0.00072778+0.00054554i,-0.00086537+0.00010676i,-0.00087772-0.001211i,-0.0012767-0.0017063i,-0.0012647-0.0013581i,-0.00033038-0.00013088i,8.1858e-05+0.0010904i,-0.00026653+0.00049089i,-0.00051975-0.00038598i,-0.00033638-0.00012751i,-0.00020087+0.000212i,-0.00072618+0.00014301i,-0.00047857+4.664e-05i,0.00029166+0.00020249i,0.00026781+0.00061308i,0.00015516-1.4169e-05i,-0.00036657-0.000354i,-0.00081338+0.00029385i,-0.00050973+0.00031625i,-0.00047469+8.915e-05i,0.00029076-0.00010989i,0.0011221-0.00017526i
-0.00072182+0.0013851i,-9.5639e-06+0.0013482i,-0.00013519+0.0017557i,0.00024038+0.0020848i,-0.00027369+0.0022786i,-0.00070235+0.0015729i,-5.3024e-06+0.00059229i,0.0012483+0.00037641i,0.0011+0.00040332i,0.00027119+6.2312e-05i,-1.3161e-05+2.1754e-05i,0.0012655-0.00037776i,0.001704-8.6994e-06i,0.00091643+0.00057478i,0.00025074+0.0007247i,-0.00042312+0.00058848i,-0.00080433+0.00096394i,-0.00071797+0.0014117i,-1.2863e-05+0.00040209i,0.00043583-0.00027878i,0.00026366+0.00022616i,0.00050399+0.00040614i,0.00019507+0.00053132i
-0.00040819-0.0019122i,-0.00068893-0.00081463i,-0.00085779-0.00054837i,-0.0013436+0.00014339i,-0.0011424+0.00017049i,-0.00042524+0.00033418i,-8.7795e-05+0.00046462i,0.00010682+0.00016751i,0.0005675+0.0002416i,0.00080153+0.0004677i,0.00048758-0.00012388i,-0.00013865-0.00076075i,-0.00070193-0.0001252i,-7.7936e-05+0.00032731i,0.00069906+0.00048602i,0.00044978+0.00086078i,3.3183e-05+0.00044332i,-0.00051367+0.00045776i,-0.00067547+0.00027322i,-0.00035022-0.0002712i,9.9915e-05-7.5211e-05i,0.00064918+0.00015042i,0.0011+0.00039564i
-0.00061365-0.0015706i,0.00046266-1.8114e-06i,-0.00054303+2.7599e-05i,-0.0016741+0.00068829i,-0.0022802+0.0014002i,-0.0011635+0.0012349i,-0.0003477+0.00072919i,-0.00078284-0.00029019i,-0.0013462-0.00088908i,-0.0012546-0.00023305i,-0.000677+0.00031711i,-0.00062122+0.00039876i,-0.00045473+0.00053667i,4.458e-05+8.9175e-05i,5.4096e-05-0.00029465i,-0.00017325-0.00013423i,0.00020842-0.00064205i,0.00040163+1.8076e-05i,-0.0002564+0.0012012i,-0.00036597+0.00058391i,-0.00039082+0.00023835i,-0.00042428+0.00028146i,0.00017078+0.00040139i
0.001895+0.0027432i,0.00176+0.0026171i,0.0023405+0.0018554i,0.0022985+0.00019422i,0.0012936+6.5469e-05i,9.8328e-05+0.00063052i,0.00015754-1.7845e-05i,0.00094328-0.00088238i,0.0012133-0.00055316i,0.00093234+0.00019i,0.00019694-0.00057857i,-0.00049815-0.001232i,-0.00064885-0.00061178i,-0.00078977-0.00051976i,-0.00075116-0.00063157i,-0.00041993+0.00025i,-0.000512+0.00062002i,0.00010738+0.00054382i,0.00092253+0.00051927i,0.00071314+0.0011186i,0.00015027+0.0013859i,-0.00037118-0.00013206i,-0.00029639-0.00096153i
0.0021108-0.0017366i,0.0014825-0.0014547i,0.0010636-0.0012997i,-0.0014129-0.00090736i,-0.0034773+0.00040922i,-0.0025546+0.0013863i,-0.00076361+0.0012782i,-0.00017525+0.00057606i,0.00020527+0.00021921i,0.00016639+0.00035309i,-0.00023199-0.00051826i,-0.00044024-0.0007938i,-0.0006854+0.00026737i,-0.00055979+0.00026414i,-0.00018999+0.00056541i,0.00026299+0.0014792i,0.00072786+0.00083895i,0.0005575+0.00034658i,-0.00011047+0.00072432i,-0.00042651+0.00045015i,-0.00061752-9.6347e-05i,-0.00069445-2.4007e-05i,-0.0002939+0.00024897i
0.0007068-0.0015468i,0.00034955-0.0015043i,0.00011318-0.002196i,-0.00017821-0.0019431i,-0.00031354-0.0005064i,-0.00039864+0.00070724i,-7.426e-05+0.00059643i,0.00044415+0.0002533i,-9.4136e-05+0.00077516i,-0.0006858+0.00084728i,-0.00037663+0.00055939i,-0.00016824+0.00041229i,-0.00061512-0.00018918i,6.5161e-05-0.00012777i,7.4856e-05+0.00035361i,0.00034969-0.00018891i,0.0012801-0.00033936i,0.0014406+1.7682e-05i,0.00087959+0.00056287i,-0.00032841+0.0011209i,-0.00021777+0.0010767i,0.00034892+0.00037142i,4.0318e-05+0.00021233i
0.002365-0.00017387i,0.0019065-0.0011608i,0.0026128-0.0026584i,0.00054423-0.0027355i,-0.0013739-0.00091787i,-0.00077841+0.00070231i,0.00022722+0.0010283i,0.0006375+0.00098091i,0.00023994+0.00053879i,-0.000716-4.1673e-05i,-0.00082505+0.00029568i,-0.00066934+0.00071044i,-0.0011073+0.00024927i,-0.00054298+0.00065176i,0.00026459+0.00068201i,0.00068352-5.4747e-05i,0.00047919-0.00033381i,-0.00073174-0.00019351i,-0.0010127+0.00014048i,-0.0010049+0.0004866i,-0.00089004+0.00045972i,-0.00014203+0.00028932i,0.0004451-0.00042441i
-7.8977e-05+0.00051443i,0.00017945+0.00040045i,0.00027402-0.00022506i,0.0001001-0.00015607i,-0.00039264+0.00069879i,-3.7488e-05+0.00090236i,5.2723e-05+0.00043106i,-0.00027738+0.00051866i,-0.00067173-0.0002586i,-0.0011206-0.0011234i,-0.0011174-0.00055186i,3.5661e-05-0.0004393i,0.00043909-7.3263e-05i,9.9521e-05+0.00066306i,-6.5576e-05+0.00086181i,0.00035163+0.00066186i,0.001114+0.00028498i,0.00072345+0.00066134i,0.0002288+0.0011416i,0.00026774+0.00098861i,-5.1716e-05+0.00053066i,-0.0002021-0.0003133i,-0.00014811-0.00077378i
7.5267e-05+0.00077288i,-0.00055653+0.00074483i,-0.0020277+0.0012998i,-0.0030167+0.0011881i,-0.0028747+0.00082469i,-0.0019675+0.00074764i,-0.0006061+0.0012103i,0.00031617+0.00074501i,-0.00051977+0.00064508i,-0.0014844+0.00031222i,-0.0013546-0.00033234i,-0.00046352-2.7945e-06i,-0.00039297+0.0002499i,-0.00089204+0.00021012i,-0.00086113+0.00077516i,-0.00060259+0.00049386i,0.0005544-4.2848e-05i,0.0004014+0.00020575i,-0.00056649+0.00073303i,-0.00080957+0.00089608i,-0.00065562+0.00034621i,-0.00039257+3.2748e-05i,-0.00045029-0.00023521i
-0.0011696+0.00084263i,-0.001049+0.0014305i,-0.0013224+0.0014761i,-0.001165+0.0017973i,-0.00064759+0.0020302i,-0.00020251+0.0011835i,0.00082008+0.0005852i,0.00086218+0.00050836i,-4.3018e-05+0.00016789i,-4.7575e-05-9.8407e-05i,0.0001759-0.00062178i,0.0002193-0.00089887i,0.00056473-0.00048092i,0.00036431+0.00048071i,9.1803e-05+0.00064477i,-0.00012945+1.5632e-05i,0.00016188-0.000172i,0.00056444+0.00029408i,0.00059449+0.00038935i,0.00081997+0.00022243i,0.00059187+0.00018153i,0.00016424-0.00052244i,-0.00016989-0.00026806i
0.0016974+0.00046001i,0.0014634+0.0015392i,0.0010115+0.0020773i,0.00027505+0.00090207i,-0.00097831-0.00013152i,-0.0018549+0.00035174i,-0.001102+0.00080901i,-0.00013853+0.00089746i,0.00053333+0.00045256i,0.00050628-0.00016399i,0.00021349-0.00036384i,8.2478e-06+0.00061568i,-0.00026836+0.00093859i,-0.00050514-3.3355e-05i,-6.5576e-05-0.00011593i,0.00043168+0.00052874i,0.0002094+0.00082022i,-0.00010453+0.00073093i,0.00011933+0.00077586i,3.8395e-05+0.0011042i,0.00027926+0.00077599i,0.00085762+0.00033262i,0.00049451-0.00014282i
0.00061604+6.6498e-08i,0.00093439+0.00066245i,-0.00093337-0.00098063i,-0.002556-0.0010304i,-0.0015027+1.7836e-06i,-0.0001136+0.00070565i,0.00024506+0.00039567i,-8.3171e-05-0.00083155i,-9.2687e-05-0.0012524i,1.4701e-05-0.00097253i,-8.7681e-06-0.00079714i,-0.00013146-0.00027914i,-0.00019817-0.00030521i,0.00050143-0.00057789i,0.00086227-0.00027623i,0.00034043-0.0005809i,-7.3216e-05-0.0008461i,-0.00023568-0.00047213i,-0.00058034-0.0004576i,-0.00082511+5.2568e-05i,-0.0011505+0.00060043i,-0.00099273+0.00026296i,1.9983e-05-0.0004303i
-0.00084388+0.0014264i,0.00059851+0.0031832i,-0.0013141+0.0014933i,-0.0017507-0.00020475i,-0.00074351-0.00070406i,-2.5314e-05-0.00031133i,-0.00048079+0.00042062i,-0.00045619+0.00032274i,-0.00013897-2.7035e-05i,-0.00054304-0.00022223i,-0.0010607-0.00042099i,-0.00058778+0.00018255i,-0.0007194+0.00020669i,-0.00075532-0.00016726i,0.0003794+0.00026386i,0.00031046-0.00013147i,0.00015957-0.00026836i,7.2601e-05+0.00045837i,-0.00022232+0.00051714i,0.00028971-0.00039531i,-0.00018391-0.00058575i,-0.00078853+5.9731e-05i,-0.00026079+0.00016127i
-0.0016989+0.00022511i,-0.0015772-0.00097228i,-0.00044173+0.0011322i,-0.00062587+0.0027298i,-0.0010477+0.0026699i,0.00020556+0.0017662i,0.00060425+0.0012323i,-0.00055551+0.0010588i,-0.00071662+0.00041445i,-0.0004241+0.00042567i,-6.0465e-05-0.00017887i,0.00043826-0.0012292i,0.00061661-0.0010559i,8.0283e-05+0.00033314i,-0.00058785+0.00081294i,-0.00095148+0.00043324i,-0.00105+8.1469e-05i,-0.00055159+0.00049515i,-0.00037362+0.0011187i,-0.00013736+0.0010618i,0.00081725+0.00087845i,0.0011352+0.00054496i,0.00037042-9.3363e-05i
-0.00083864+0.0030282i,-0.00025852+0.0034506i,0.00091169+0.0031646i,0.0017091+0.001752i,0.0014305+0.0012987i,-6.7804e-05+0.00071854i,-0.00073644-0.00078271i,0.00021335-0.0010588i,0.00082493+0.00038405i,0.0014054+0.00018082i,0.0013982-0.000378i,0.00018651-0.00043917i,-0.00019498-0.0005872i,2.8108e-06-0.00035194i,-3.6801e-05-0.00071593i,7.0742e-05-0.00047512i,9.4085e-05+0.00039091i,0.00070126+6.7367e-05i,0.0011276-0.00052304i,0.00075363-0.00068723i,0.00028888-0.0010486i,-3.1692e-05-0.0014219i,0.00022707-0.00096537i
-0.0011116-0.0011381i,-0.0013876-0.0023023i,-0.0010769-0.0025749i,-0.0005475-0.0010233i,-0.0007479+0.00071197i,-0.00096274+0.0010267i,-0.00089138+0.0012444i,-8.1553e-05+0.00034972i,0.00074664-0.00051141i,0.00074616-0.00067734i,0.00054464-0.00061199i,5.9368e-05-0.00065629i,-2.338e-05+0.00034797i,3.9612e-05+0.0012961i,0.0004444+0.00047008i,0.00062536-0.00014686i,0.00028655+0.0001047i,0.0004226+0.00040879i,0.00013383+0.00038158i,-0.00059371+0.00029034i,-0.00062615+0.00071711i,0.00051883+0.00078048i,0.00069713+0.00080273i
0.00096947-0.0017522i,0.00073336-0.0014197i,0.00052546-0.0017395i,-0.0011283-0.001723i,-0.0019021-0.001566i,-0.00071395-0.0008274i,0.00025935+0.00056756i,0.00029024+0.0007791i,0.0007184-0.00016451i,0.00065425+9.561e-06i,0.00046209+0.0005319i,0.00032028+0.00047885i,-0.00015916+0.00041704i,-2.383e-05+0.00061398i,0.00063788+0.00063631i,0.00066283+0.00045243i,0.0002481+0.00066701i,0.00018506+0.00093266i,9.2062e-05+0.00074079i,-0.00023952+0.00028485i,-0.00044339+0.00035883i,-0.00056281-6.0628e-05i,-0.00051634-0.00021711i
-0.003306+0.003021i,-0.0028687+0.002755i,-0.0023015+0.003238i,-0.00097081+0.0037679i,-0.00025011+0.0036555i,-0.00030727+0.0021238i,-0.00023773+0.0010481i,-0.00032577+0.00064494i,-0.00048522-4.6541e-05i,0.00084797-0.0002506i,0.0011836+0.0005488i,0.00053374+0.00033518i,0.0012141+0.00025913i,0.0011536+0.00098894i,0.00049015+0.0005606i,-0.00024018-0.00075037i,-0.00017272-0.0018186i,0.00033832-0.0013378i,0.00012092-6.7878e-05i,0.00046997+0.00045134i,0.0013841+0.00055764i,0.0011462-2.246e-05i,0.00010631-0.00048138i
0.00078445-0.00098086i,-0.0001363-0.00056304i,-0.00042476+0.00025626i,-0.00036156+9.6522e-05i,-0.00092394-0.00064974i,-0.0012552-0.00077602i,-0.00075196+0.00012001i,-0.00065409+0.00032678i,1.4266e-05+0.0003797i,0.00070117+9.2356e-06i,-0.00086758-0.0005206i,-0.0010487+7.7537e-05i,-0.00060251+0.00023074i,-0.0010301-0.00055574i,-0.0011232+3.1999e-05i,-0.00060993+0.0011241i,0.00028475+0.00084573i,-0.00021327+0.0002483i,-0.00087995+0.00051164i,-0.00028849+0.00064221i,0.00021104+0.00034001i,-6.8923e-05-0.00033968i,-0.00032053-0.00061065i
0.00083677+0.0038457i,0.0014412+0.0030381i,0.00214+0.0016237i,0.001697+5.9388e-05i,0.00028413-0.00013415i,-0.00066171+0.00034816i,-0.00017283+0.00096363i,0.00023322+0.0011748i,6.5842e-06+0.0006375i,1.403e-05-0.00011906i,0.00056596-0.00085922i,0.00071555-0.0013544i,0.00037924-0.0011135i,-0.00080219-0.00052614i,-0.001369-0.00022386i,-0.0013211-1.6112e-05i,-0.00095225+0.00011399i,-0.00020453+0.0010566i,-8.0843e-05+0.0010106i,-0.00067672-0.00024217i,-0.0010296-4.5819e-05i,-0.00026755+0.00063696i,-0.00010542+0.00012509i
-0.00040116+0.00067448i,0.00097468+0.00073216i,0.0016627+0.0013355i,0.0011502+0.0012334i,0.00071334+0.00044786i,0.00022946-6.1165e-05i,-1.9776e-05-0.00019224i,0.00030435-0.00039684i,0.00042487-0.00043379i,0.0011786-0.00030089i,0.001307-0.00036158i,0.00085494-0.001079i,0.00048462-0.0013259i,-0.00021814-0.00057233i,-0.00033391-9.6704e-05i,-6.2145e-05-0.00018937i,-0.00029176-0.00042263i,-0.0010136-0.00040289i,-0.0015942+0.00018426i,-0.0012081+0.00063097i,-4.3089e-05+0.00055443i,2.5573e-05-0.00012056i,-0.00035842-0.00051685i
6.8073e-05-0.001173i,0.00037561-0.0012125i,0.00030596-0.0017158i,-0.00034435-0.0010972i,-0.00095779+0.00014427i,-0.00092503+0.0016111i,0.0004177+0.0018248i,0.00068019+0.00086617i,-8.9408e-05+0.00065928i,-0.00024583+0.00050706i,-0.00061333-0.00029558i,-0.00052327-0.0011001i,0.00013268-0.00096442i,-6.9254e-05-0.00018726i,-0.00091227+0.00027619i,-0.00051735+6.6777e-05i,0.00031852+0.00013871i,-0.00019413+0.0002263i,-0.00098536-0.00031568i,-0.00074285-0.00013292i,-2.0161e-05+0.00035863i,-0.00045824+0.00044193i,-0.00076263-7.9137e-05i
6.0089e-06+0.001702i,0.0016368+0.00097276i,0.0014675+9.5878e-05i,0.00049139+0.00036249i,-0.00049843+0.00077321i,-0.0011691+0.00083561i,-0.0008634+0.0012574i,-0.00047363+0.00062258i,-0.00014314-0.00056232i,0.00015132-0.0012587i,0.0004158-0.001799i,0.00044586-0.001119i,0.00010041-0.00012964i,-0.00028314-0.00047834i,3.9359e-05-0.00054001i,0.00042161-8.9234e-06i,0.00053134+0.00056093i,0.00046371+0.00092474i,0.00021079+0.00085135i,0.00027365+0.0005026i,0.00032473+0.00074147i,0.00043799+0.00061813i,0.00023628+0.00014951i
-0.0010674+0.0020691i,-0.00096536+0.0014488i,-0.00078401+0.00089249i,-0.00084919+0.00040151i,-0.00051184+0.00031869i,-0.00041336+0.00024289i,0.00022468+0.00057523i,0.00039791+0.00020643i,-0.0003409-0.00075368i,-0.0003655-0.00028892i,0.00016265-4.7435e-05i,0.00043359+0.00027176i,1.4297e-05+0.00022482i,-0.00022886+0.0001102i,0.00017321+0.00037945i,-0.0005713-0.00018058i,-0.0011408-0.00043269i,-0.00024007+0.00030162i,0.00033076+0.00059056i,8.2842e-05+0.00035147i,-0.00012878-0.00010951i,4.0251e-05-0.00096247i,0.00043352-0.00051461i
0.0012254+0.0010889i,0.0011006+0.0014591i,0.0010983+0.0024896i,0.0014805+0.0019069i,0.00095208+0.00099488i,3.0663e-05+0.00091843i,3.5213e-05+0.00097282i,0.00044264+0.00038434i,0.00019766+0.000175i,0.00039545-0.00013874i,0.00038398-0.00049175i,-0.00025966-0.00065498i,-0.00012948-0.00092051i,0.00037728+1.3806e-05i,0.00012097+0.0013245i,-0.00058371+0.00082046i,2.3425e-05+0.00014709i,0.00059259+0.0006525i,9.9072e-05+0.00048727i,0.00027686-1.1224e-05i,0.00050994-0.00043347i,0.00083747-0.00077365i,0.00096239-0.00070643i
0.00063433-0.00051082i,0.0012548-0.00039992i,0.00023188-0.0014423i,-0.0007306-0.0022721i,-0.00058117-0.0011943i,-0.00010575-0.00010834i,-0.00034395-7.0842e-05i,-0.00076442-0.00056502i,-0.00042627-0.00083828i,-8.4963e-05-0.00024682i,0.00011006+0.00041749i,5.6145e-05+0.00072253i,-0.00031361+0.001567i,-0.00039566+0.0014122i,7.1497e-05+0.00047051i,6.5355e-05+8.8628e-05i,-0.0005232-0.00020436i,-0.00082263-3.4894e-05i,-0.0006666+0.00026372i,-0.00031705+0.0010766i,-0.00066103+0.0014308i,-0.00099795+0.00092305i,-0.00047389+0.00076678i
-0.0021533+0.002942i,-0.0017542+0.0027325i,-0.00044973+0.0024868i,-9.6671e-05+0.0019594i,-0.00040424+0.0023432i,-0.00037969+0.0021607i,-0.00023567+0.0012924i,-0.00050489-3.1878e-06i,-4.3287e-05-0.00047178i,0.00038938+0.0006446i,0.00012147+0.00076422i,0.00023897-7.0714e-06i,0.00040202-0.00038096i,0.00023044-0.00028161i,-0.00010603+0.00011609i,-0.00040013-0.00026321i,-0.00018172-0.00039482i,0.00026496-0.0001255i,5.3858e-05+0.0008053i,-0.00014593+0.0014872i,-0.00023629+0.00070458i,0.0001895+0.00015473i,0.00058147+7.6472e-05i
-0.00024053+0.00018374i,0.00028913+0.00013871i,0.0011542+0.00034772i,0.0012608-0.00029447i,0.0012176-0.00018081i,0.00026857+0.0004117i,-0.00068523+0.0004315i,-0.00032768+0.00025378i,0.0004559+0.0001486i,5.3851e-05+0.0003543i,0.00013073-0.00025178i,0.000165-0.00053977i,-0.00066084-0.0002653i,-0.00059323+1.0491e-05i,-0.00075092+0.00045975i,-0.0011906+0.00048i,-0.001147+0.00057973i,-0.0004868+0.00074567i,8.2576e-05+8.8984e-05i,-0.00011708-0.0003239i,-0.00038254-0.00010737i,-0.00070995-2.4906e-05i,-0.0012277-0.00018567i
0.001913+0.00018709i,0.0020834-0.0005967i,0.00037208-0.0021694i,-0.00067845-0.0013445i,-0.00079885+0.00015429i,-0.00040988+0.00036654i,2.4896e-05-6.924e-05i,-0.00074054+0.00011553i,-0.00073411-0.00026542i,0.00027758-0.00055245i,0.00045124-0.00015345i,-0.00021247-0.00032988i,-0.00010434-0.00049609i,0.00023647-0.00033841i,0.00029994-4.9916e-05i,0.00075583-0.0003047i,0.00076743-0.00047865i,0.00029722-0.0003646i,-0.00011173-0.00012106i,-0.00045447-0.00027445i,0.00026576-0.00029698i,0.0013042+0.00017747i,0.0009174+0.00048671i
-0.0024854-0.00025106i,-0.0020835+0.00014798i,-0.0023469+0.0012232i,-0.001968+0.0029236i,-0.00095969+0.0029338i,0.00050932+0.0019316i,0.001363+0.0013591i,0.00099026+0.00070158i,0.00029477+0.00046066i,-0.00017575+0.00073769i,0.00047374+0.0004958i,0.00091574-0.00018444i,0.00039915-0.00074009i,0.00041963-0.00073493i,0.00041172-0.00059703i,0.00011697-0.00018934i,-0.00036838+7.5405e-05i,-0.00057784+0.00025839i,-0.00023094+4.668e-05i,0.00015785+0.0001525i,-7.3426e-05+0.00030697i,-0.00013084+0.00045468i,0.00015663-0.00031188i
-0.0027223-0.0013671i,-0.0027362-6.2331e-05i,-0.0032019-7.0946e-05i,-0.0024873+0.00068107i,-0.0017386+0.001562i,-0.0014849+0.0012984i,-0.00094645+0.0011167i,-0.00054432+0.00027386i,-0.00062294-0.00075002i,-0.0004394-0.00048736i,-0.00030559+0.00028829i,-0.00037616+0.00055241i,-0.0002277+0.00023749i,-0.00017503+5.3481e-05i,-0.00049301+0.00062949i,0.00018192+0.001063i,3.2427e-05+0.0010153i,-0.00050964+0.0007413i,-0.00028639-0.00019112i,-0.00032748-0.00078756i,-0.00067854-0.00051864i,-0.00054532+0.00063689i,-0.00020849+0.00099832i
0.00059496-0.0019081i,0.00032703-0.0018126i,-0.00022725-0.000602i,-0.00084521+0.00038888i,-0.0014078+0.0012326i,-0.00097757+0.0021183i,-0.00017728+0.0014679i,-0.00027179+0.00036306i,-0.00099463-5.0925e-05i,-0.00076821-9.8544e-06i,-0.00027495-0.00042877i,-1.7837e-05+0.00018628i,0.00023435+0.0004366i,-0.00054716+0.0004808i,-0.00070602+0.00089487i,2.6307e-06+0.00062192i,5.9121e-05-0.0001451i,-0.00014759-5.0084e-05i,-0.00053279+0.00040147i,-0.00047579+0.00018894i,0.00018104-0.00045004i,0.00025865-0.00047673i,-0.00020078-0.00031573i
